한국석유공업(004090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,18100,18800,18100,18600,7090,12187.0,655200.0
1999-01-05,18600,21350,18100,21350,51980,13989.0,655200.0
1999-01-06,21350,22500,20000,21800,66370,14283.0,655200.0
1999-01-07,22300,22600,21500,22000,21970,14414.0,655200.0
1999-01-08,21900,21900,21000,21000,15880,13759.0,655200.0
1999-01-11,21000,23200,21000,22500,15900,14742.0,655200.0
1999-01-12,22500,22800,21100,22500,19450,14742.0,655200.0
1999-01-13,23100,25850,22000,25850,88520,16937.0,655200.0
1999-01-14,25850,27300,22200,22500,108530,14742.0,655200.0
1999-01-15,23000,25850,21500,25850,76360,16937.0,655200.0
1999-01-18,26450,29600,26200,27400,116580,17952.0,655200.0
1999-01-19,26000,26950,23800,25000,29140,16380.0,655200.0
1999-01-20,23900,25000,23100,23600,23020,15463.0,655200.0
1999-01-21,23600,24000,21900,21900,15580,14349.0,655200.0
1999-01-22,21400,23200,21400,22900,21440,15004.0,655200.0
1999-01-25,23000,23000,21500,21500,9840,14087.0,655200.0
1999-01-26,21700,22700,20600,20600,22690,13497.0,655200.0
1999-01-27,20800,22500,20800,21400,12270,14021.0,655200.0
1999-01-28,21400,22900,21400,21950,18320,14382.0,655200.0
1999-01-29,22350,22800,21800,22350,9980,14644.0,655200.0
1999-02-01,22800,23700,22500,23650,18600,15495.0,655200.0
1999-02-02,24000,24000,23000,23900,17120,15659.0,655200.0
1999-02-03,23800,23900,22900,23200,15510,15201.0,655200.0
1999-02-04,23300,23500,22000,22400,11440,14676.0,655200.0
1999-02-05,21300,23400,21300,22000,11350,14414.0,655200.0
1999-02-08,22000,22000,21300,21550,8610,14120.0,655200.0
1999-02-09,21600,21600,19000,19300,24450,12645.0,655200.0
1999-02-10,19500,19750,19200,19500,7310,12776.0,655200.0
1999-02-11,19600,20400,19600,19800,8670,12973.0,655200.0
1999-02-12,20000,22750,20000,22750,42360,14906.0,655200.0
1999-02-18,23000,23950,22000,23000,59460,15070.0,655200.0
1999-02-19,22100,22300,21000,22100,9310,14480.0,655200.0
1999-02-22,21500,21500,20500,20500,9220,13432.0,655200.0
1999-02-23,21100,22900,20500,20500,15080,13432.0,655200.0
1999-02-24,20850,21500,20100,20800,13700,13628.0,655200.0
1999-02-25,20800,21300,20000,20150,6620,13202.0,655200.0
1999-02-26,20150,21400,20150,21000,7330,13759.0,655200.0
1999-03-02,21100,24150,21100,24150,93430,15823.0,655200.0
1999-03-03,24150,24950,21800,22800,151030,14939.0,655200.0
1999-03-04,23000,23500,22100,23000,24360,15070.0,655200.0
1999-03-05,23900,25000,22800,22800,33240,14939.0,655200.0
1999-03-08,22900,23700,22900,23300,19380,15266.0,655200.0
1999-03-09,23400,23400,22400,22700,15260,14873.0,655200.0
1999-03-10,23000,23200,22300,22300,13380,14611.0,655200.0
1999-03-11,22800,23500,21900,22600,12280,14808.0,655200.0
1999-03-12,22900,24450,22900,23200,43190,15201.0,655200.0
1999-03-15,23900,25800,23800,24500,68770,16052.0,655200.0
1999-03-16,24800,24800,23900,24500,23090,16052.0,655200.0
1999-03-17,24650,24700,23500,23500,28200,15397.0,655200.0
1999-03-18,23400,24200,23100,23500,16420,15397.0,655200.0
1999-03-19,23100,24100,23100,23400,15770,15332.0,655200.0
1999-03-22,23400,23650,23200,23300,11490,15266.0,655200.0
1999-03-23,23000,23600,22200,22200,15260,14545.0,655200.0
1999-03-24,23000,24150,22700,23500,29130,15397.0,655200.0
1999-03-25,23200,23600,22800,22900,13340,15004.0,655200.0
1999-03-26,23200,23600,22900,22900,8920,15004.0,655200.0
1999-03-29,22700,23300,22700,22750,12090,14906.0,655200.0
1999-03-30,22800,23500,22800,23150,10450,15168.0,655200.0
1999-03-31,23200,23850,23200,23500,6190,15397.0,655200.0
1999-04-01,24000,24000,23300,23800,19820,15594.0,655200.0
1999-04-02,23800,23850,23200,23500,11730,15397.0,655200.0
1999-04-06,23500,24200,23300,24000,18110,15725.0,655200.0
1999-04-07,24200,24800,24100,24450,24320,16020.0,655200.0
1999-04-08,25200,25200,24000,24400,17240,15987.0,655200.0
1999-04-09,24500,24700,23800,24000,14220,15725.0,655200.0
1999-04-12,23600,23800,23350,23700,10160,15528.0,655200.0
1999-04-13,23800,24300,23500,23500,11190,15397.0,655200.0
1999-04-14,23500,24200,23300,23800,11510,15594.0,655200.0
1999-04-15,24300,24300,23500,23550,20710,15430.0,655200.0
1999-04-16,23800,24800,23700,24000,22580,15725.0,655200.0
1999-04-19,25900,26000,24600,24700,44310,16183.0,655200.0
1999-04-20,24000,24500,23500,24300,18840,15921.0,655200.0
1999-04-21,24500,24750,24000,24400,14390,15987.0,655200.0
1999-04-22,24200,25200,24000,24000,20480,15725.0,655200.0
1999-04-23,24700,24700,24150,24200,18290,15856.0,655200.0
1999-04-26,25200,25200,23900,24500,24480,16052.0,655200.0
1999-04-27,23800,24600,23800,24100,16090,15790.0,655200.0
1999-04-28,24350,26700,24200,26000,54630,17035.0,655200.0
1999-04-29,26000,26600,25300,25850,25860,16937.0,655200.0
1999-04-30,26400,27800,26100,26800,41430,17559.0,655200.0
1999-05-03,27700,30500,27100,28700,62050,18804.0,655200.0
1999-05-04,29900,30400,28500,29100,61070,19066.0,655200.0
1999-05-06,29700,32000,29300,30500,36470,19984.0,655200.0
1999-05-07,31800,33950,30000,33000,58680,21622.0,655200.0
1999-05-10,32100,34200,32100,33200,29710,21753.0,655200.0
1999-05-11,33900,35500,31000,31000,42420,20311.0,655200.0
1999-05-12,31250,31250,28700,29300,20680,19197.0,655200.0
1999-05-13,29300,29900,27600,27600,21270,18084.0,655200.0
1999-05-14,28800,28900,26000,26000,31680,17035.0,655200.0
1999-05-17,26500,27500,26000,26000,41120,17035.0,655200.0
1999-05-18,26250,27000,25200,26000,12470,17035.0,655200.0
1999-05-19,26500,27250,26300,26300,17820,17232.0,655200.0
1999-05-20,26550,26800,24600,25300,26320,16577.0,655200.0
1999-05-21,25500,26300,24600,25100,35930,16446.0,655200.0
1999-05-24,25650,26000,25200,25750,19210,16871.0,655200.0
1999-05-25,25850,26450,25500,26200,21240,17166.0,655200.0
1999-05-26,26500,27600,26000,26700,20520,17494.0,655200.0
1999-05-27,26700,27000,26350,26700,13220,17494.0,655200.0
1999-05-28,27000,27200,25800,26000,10970,17035.0,655200.0
1999-05-31,26000,26700,25300,25300,17340,16577.0,655200.0
1999-06-01,25300,26150,25050,25200,12900,16511.0,655200.0
1999-06-02,25200,26000,25100,25300,16420,16577.0,655200.0
1999-06-03,25300,25900,25300,25800,17670,16904.0,655200.0
1999-06-04,25300,26450,25100,25300,11850,16577.0,655200.0
1999-06-07,29050,29050,29050,29050,29100,19034.0,655200.0
1999-06-08,33400,33400,29200,29900,128320,19590.0,655200.0
1999-06-09,29100,29800,26100,27000,22560,17690.0,655200.0
1999-06-10,27550,27550,26550,27500,27420,18018.0,655200.0
1999-06-11,27000,27500,26600,27000,22120,17690.0,655200.0
1999-06-14,27150,27300,26500,26500,15680,17363.0,655200.0
1999-06-15,26500,26500,25000,25100,18980,16446.0,655200.0
1999-06-16,25000,25900,25000,25400,16080,16642.0,655200.0
1999-06-17,25600,26200,25450,25500,11400,16708.0,655200.0
1999-06-18,25200,26100,25000,25600,25190,16773.0,655200.0
1999-06-21,25900,26200,25100,25150,17570,16478.0,655200.0
1999-06-22,25300,25800,25100,25600,13930,16773.0,655200.0
1999-06-23,25500,26200,25500,25600,9120,16773.0,655200.0
1999-06-24,26000,26100,25300,25850,29860,16937.0,655200.0
1999-06-25,26200,26400,25600,26200,23760,17166.0,655200.0
1999-06-28,26500,27350,26200,26900,28160,17625.0,655200.0
1999-06-29,27450,28900,26900,27500,29010,18018.0,655200.0
1999-06-30,27950,27950,26000,27500,17620,18018.0,655200.0
1999-07-01,28150,28150,27150,27400,15750,17952.0,655200.0
1999-07-02,27500,29000,27500,28750,30900,18837.0,655200.0
1999-07-05,29000,29500,28250,28500,20900,18673.0,655200.0
1999-07-06,28350,28400,27600,27800,11780,18215.0,655200.0
1999-07-07,28000,28300,27200,27800,14300,18215.0,655200.0
1999-07-08,27900,28000,26800,27300,18300,17887.0,655200.0
1999-07-09,27850,28000,27100,27300,17340,17887.0,655200.0
1999-07-12,28000,28400,27400,27900,30320,18280.0,655200.0
1999-07-13,28000,28500,27100,27400,17310,17952.0,655200.0
1999-07-14,27900,31500,27400,30000,124000,19656.0,655200.0
1999-07-15,28100,29200,27100,27100,36360,17756.0,655200.0
1999-07-16,27550,27900,26900,27650,29760,18116.0,655200.0
1999-07-19,27950,28800,27400,27900,37030,18280.0,655200.0
1999-07-20,28100,28900,27700,28400,27020,18608.0,655200.0
1999-07-21,28800,28800,27000,27050,22600,17723.0,655200.0
1999-07-22,27150,27400,26000,27250,20290,17854.0,655200.0
1999-07-23,27800,27800,26000,26500,21820,17363.0,655200.0
1999-07-26,26400,26600,23600,23600,12040,15463.0,655200.0
1999-07-27,22500,24500,22500,24300,8420,15921.0,655200.0
1999-07-28,24500,24800,24050,24050,13240,15758.0,655200.0
1999-07-29,24050,24600,23850,24400,12800,15987.0,655200.0
1999-07-30,24400,24400,22700,23400,14140,15332.0,655200.0
1999-08-02,23500,23500,22200,22400,13790,14676.0,655200.0
1999-08-03,21700,22900,21700,22500,11620,14742.0,655200.0
1999-08-04,22400,23200,22200,22500,25050,14742.0,655200.0
1999-08-05,22600,23000,22000,22400,5730,14676.0,655200.0
1999-08-06,22000,23300,22000,22450,22780,14709.0,655200.0
1999-08-09,22350,23750,22050,23500,23990,15397.0,655200.0
1999-08-10,23500,23500,22550,22700,13920,14873.0,655200.0
1999-08-11,22700,23400,22500,22950,17420,15037.0,655200.0
1999-08-12,22950,23500,22550,22600,14610,14808.0,655200.0
1999-08-13,22600,22800,22000,22350,14000,14644.0,655200.0
1999-08-16,22000,22700,21300,22300,17970,14611.0,655200.0
1999-08-17,22250,22600,20000,20000,42250,13104.0,655200.0
1999-08-18,20000,20000,17500,18250,9930,11957.0,655200.0
1999-08-19,18250,20950,18000,20950,25360,13726.0,655200.0
1999-08-20,21200,21900,20400,20900,36660,13694.0,655200.0
1999-08-23,21450,21450,20200,20450,16380,13399.0,655200.0
1999-08-24,20450,20800,20100,20200,9080,13235.0,655200.0
1999-08-25,19450,20850,19450,20000,16260,13104.0,655200.0
1999-08-26,20100,21600,20000,20500,39520,13432.0,655200.0
1999-08-27,20600,20700,19400,20000,15820,13104.0,655200.0
1999-08-30,19700,20700,19700,19950,23060,13071.0,655200.0
1999-08-31,19950,20200,19150,19300,9110,12645.0,655200.0
1999-09-01,19050,19900,18800,19400,15640,12711.0,655200.0
1999-09-02,18800,20200,18800,19100,25740,12514.0,655200.0
1999-09-03,19000,19500,18550,19200,20740,12580.0,655200.0
1999-09-06,19500,20000,19000,19250,17000,12613.0,655200.0
1999-09-07,19900,21900,19300,20800,42630,13628.0,655200.0
1999-09-08,21000,21300,19500,19950,20050,13071.0,655200.0
1999-09-09,20100,20250,19400,20000,13590,13104.0,655200.0
1999-09-10,20600,20600,19800,19850,14780,13006.0,655200.0
1999-09-13,19900,20100,19450,19500,14010,12776.0,655200.0
1999-09-14,19200,19500,19050,19050,5460,12482.0,655200.0
1999-09-15,18850,19300,18850,18900,7010,12383.0,655200.0
1999-09-16,19100,19500,18850,19100,9560,12514.0,655200.0
1999-09-17,19100,19500,19000,19200,13020,12580.0,655200.0
1999-09-20,19000,20900,18450,19900,46360,13038.0,655200.0
1999-09-21,19900,21000,19150,19900,20590,13038.0,655200.0
1999-09-22,20000,20800,19500,19650,12920,12875.0,655200.0
1999-09-27,19650,19900,19100,19500,9370,12776.0,655200.0
1999-09-28,19400,20800,19400,19950,44440,13071.0,655200.0
1999-09-29,19900,20100,19100,19100,13530,12514.0,655200.0
1999-09-30,19000,20350,18700,19850,60900,13006.0,655200.0
1999-10-01,19750,19750,18300,18700,11250,12252.0,655200.0
1999-10-04,18400,18800,18000,18000,11990,11794.0,655200.0
1999-10-05,18100,18450,17700,17750,15770,11630.0,655200.0
1999-10-06,18050,18900,17100,18100,44570,11859.0,655200.0
1999-10-07,18200,18500,17200,18300,5420,11990.0,655200.0
1999-10-08,18900,18900,17800,18050,6180,11826.0,655200.0
1999-10-11,18050,18500,18000,18100,5210,11859.0,655200.0
1999-10-12,18600,18600,17700,18100,5070,11859.0,655200.0
1999-10-13,18600,18600,18150,18300,9310,11990.0,655200.0
1999-10-14,18450,18800,18100,18800,10640,12318.0,655200.0
1999-10-15,18900,19450,18200,18350,16550,12023.0,655200.0
1999-10-18,18000,18150,17500,17500,6400,11466.0,655200.0
1999-10-19,17700,17850,17500,17700,5200,11597.0,655200.0
1999-10-20,17450,18250,17450,17800,4250,11663.0,655200.0
1999-10-21,18000,18150,17650,17800,7260,11663.0,655200.0
1999-10-22,17400,17900,17400,17700,2750,11597.0,655200.0
1999-10-25,17400,17800,16950,17100,8210,11204.0,655200.0
1999-10-26,16750,17100,16450,16450,2280,10778.0,655200.0
1999-10-27,16500,16500,16000,16000,5380,10483.0,655200.0
1999-10-28,16500,17400,16400,16400,24320,10745.0,655200.0
1999-10-29,16600,17200,16600,16950,5390,11106.0,655200.0
1999-11-01,17400,17500,16650,17100,6610,11204.0,655200.0
1999-11-02,16550,17300,16550,17300,4140,11335.0,655200.0
1999-11-03,17300,17700,16650,17100,6980,11204.0,655200.0
1999-11-04,17500,18500,17200,17700,6760,11597.0,655200.0
1999-11-05,17700,18000,17500,17500,3130,11466.0,655200.0
1999-11-08,17500,17950,17350,17800,4090,11663.0,655200.0
1999-11-09,18000,18500,17500,17500,12850,11466.0,655200.0
1999-11-10,18200,20100,18000,20100,109630,13170.0,655200.0
1999-11-11,20300,20500,19200,19600,14450,12842.0,655200.0
1999-11-12,17000,20500,17000,18100,10930,11859.0,655200.0
1999-11-15,18150,19000,18150,18400,3460,12056.0,655200.0
1999-11-16,18500,18950,18200,18200,4020,11925.0,655200.0
1999-11-17,18300,18300,17800,17800,12020,11663.0,655200.0
1999-11-18,17950,20250,17500,18450,16010,12088.0,655200.0
1999-11-19,18800,19000,18200,18650,11180,12219.0,655200.0
1999-11-22,18200,18900,18200,18850,5450,12351.0,655200.0
1999-11-23,18600,19650,18200,18300,4190,11990.0,655200.0
1999-11-24,18000,18900,17600,17800,13360,11663.0,655200.0
1999-11-25,17800,18000,17550,17550,6300,11499.0,655200.0
1999-11-26,17300,18000,16200,16200,12440,10614.0,655200.0
1999-11-29,16200,18600,16200,16450,109280,10778.0,655200.0
1999-11-30,16400,17000,15750,16000,22580,10483.0,655200.0
1999-12-01,16000,16100,15400,15450,8020,10123.0,655200.0
1999-12-02,15550,16200,15500,15500,4780,10156.0,655200.0
1999-12-03,15100,15650,15100,15100,5410,9894.0,655200.0
1999-12-06,15150,15500,15050,15050,6280,9861.0,655200.0
1999-12-07,15100,15100,14300,14300,6480,9369.0,655200.0
1999-12-08,14700,16400,14000,15200,55190,9959.0,655200.0
1999-12-09,16000,16000,14700,14700,9360,9631.0,655200.0
1999-12-10,14700,15500,14700,15200,11460,9959.0,655200.0
1999-12-13,14650,15900,14650,15200,4990,9959.0,655200.0
1999-12-14,15500,16200,15500,15500,6990,10156.0,655200.0
1999-12-15,16200,16300,15600,16000,15030,10483.0,655200.0
1999-12-16,16700,16700,15100,15700,5460,10287.0,655200.0
1999-12-17,15100,15500,14700,14800,6230,9697.0,655200.0
1999-12-20,14450,15000,14300,14350,9040,9402.0,655200.0
1999-12-21,14300,14300,12700,13200,9050,8649.0,655200.0
1999-12-22,12600,13500,12400,12800,5390,8387.0,655200.0
1999-12-23,12400,12800,12100,12150,13720,7961.0,655200.0
1999-12-24,12200,12900,11750,11800,21160,7731.0,655200.0
1999-12-27,11800,12800,11800,12500,7610,8190.0,655200.0
1999-12-28,12650,13350,12600,13000,7830,8518.0,655200.0
2000-01-04,12500,13500,12500,13500,1560,8845.0,655200.0
2000-01-05,13000,13000,13000,13000,2440,8518.0,655200.0
2000-01-06,13800,13800,13000,13300,3510,8714.0,655200.0
2000-01-07,13000,13100,13000,13000,1320,8518.0,655200.0
2000-01-10,12800,13500,12800,13000,2530,8518.0,655200.0
2000-01-11,12900,13000,12700,12700,1790,8321.0,655200.0
2000-01-12,12150,13000,12150,12200,570,7993.0,655200.0
2000-01-13,12200,12800,12100,12700,640,8321.0,655200.0
2000-01-14,12700,13300,12700,13000,3080,8518.0,655200.0
2000-01-17,13300,13500,13150,13500,4320,8845.0,655200.0
2000-01-18,15500,15500,15500,15500,9820,10156.0,655200.0
2000-01-19,17800,17800,14600,14650,56650,9599.0,655200.0
2000-01-20,14650,14650,12700,12700,11870,8321.0,655200.0
2000-01-21,12200,13200,12200,13000,4670,8518.0,655200.0
2000-01-24,12200,13600,12200,13500,6330,8845.0,655200.0
2000-01-25,13000,13200,12500,12900,5010,8452.0,655200.0
2000-01-26,13400,13400,13000,13400,3650,8780.0,655200.0
2000-01-27,13000,13700,12800,13600,4000,8911.0,655200.0
2000-01-28,13600,14000,13050,13600,4080,8911.0,655200.0
2000-01-31,13000,13600,12800,13000,3730,8518.0,655200.0
2000-02-01,13000,14950,12800,13850,8600,9075.0,655200.0
2000-02-02,13100,14200,13100,14000,5480,9173.0,655200.0
2000-02-03,14000,14000,13200,13400,3430,8780.0,655200.0
2000-02-07,14000,14200,13500,14000,1490,9173.0,655200.0
2000-02-08,14200,14200,13200,13600,3830,8911.0,655200.0
2000-02-09,13600,13600,13200,13600,1980,8911.0,655200.0
2000-02-10,13050,13050,12800,12800,1200,8387.0,655200.0
2000-02-11,12700,13000,12300,12300,2550,8059.0,655200.0
2000-02-14,11800,12350,11800,12350,2250,8092.0,655200.0
2000-02-15,11000,12000,11000,12000,2340,7862.0,655200.0
2000-02-16,12100,12100,11400,11400,2890,7469.0,655200.0
2000-02-17,11400,12000,11000,11500,3100,7535.0,655200.0
2000-02-18,11500,12000,11050,11200,9280,7338.0,655200.0
2000-02-21,11200,11450,10000,10000,2890,6552.0,655200.0
2000-02-22,10200,11200,10200,10500,2630,6880.0,655200.0
2000-02-23,10600,12050,10600,11950,5230,7830.0,655200.0
2000-02-24,12300,12300,11050,11500,7380,7535.0,655200.0
2000-02-25,11600,12250,11250,11500,4900,7535.0,655200.0
2000-02-28,11550,13200,11550,13200,9850,8649.0,655200.0
2000-02-29,15150,15150,13100,13300,25440,8714.0,655200.0
2000-03-02,13400,13400,12900,12900,4380,8452.0,655200.0
2000-03-03,13100,13300,12700,13300,6440,8714.0,655200.0
2000-03-06,12800,14150,12800,14000,10640,9173.0,655200.0
2000-03-07,15400,15400,13250,13400,8570,8780.0,655200.0
2000-03-08,13000,14000,13000,13800,2910,9042.0,655200.0
2000-03-09,13500,15850,13500,15850,31420,10385.0,655200.0
2000-03-10,18200,18200,14500,18100,84290,11859.0,655200.0
2000-03-13,18500,20800,18100,20800,52070,13628.0,655200.0
2000-03-14,22000,22700,17700,17800,27370,11663.0,655200.0
2000-03-15,17500,20250,15400,17000,17480,11138.0,655200.0
2000-03-16,17000,17200,14450,14450,30390,9468.0,655200.0
2000-03-17,15500,15500,13500,14550,9370,9533.0,655200.0
2000-03-20,14250,15400,14150,14150,10060,9271.0,655200.0
2000-03-21,14300,15300,14000,15100,12020,9894.0,655200.0
2000-03-22,15100,15400,14200,14500,10490,9500.0,655200.0
2000-03-23,14600,15000,13800,14000,5010,9173.0,655200.0
2000-03-24,14700,15950,14100,14900,20240,9762.0,655200.0
2000-03-27,15400,15500,14800,15000,5990,9828.0,655200.0
2000-03-28,14900,15000,14300,14350,6190,9402.0,655200.0
2000-03-29,14800,14800,14000,14500,8240,9500.0,655200.0
2000-03-30,14700,15400,13750,13800,8490,9042.0,655200.0
2000-03-31,13800,14200,12850,12850,6070,8419.0,655200.0
2000-04-03,13000,14000,13000,13000,3600,8518.0,655200.0
2000-04-04,11100,12700,11050,12350,6270,8092.0,655200.0
2000-04-06,12350,12350,11700,12350,1370,8092.0,655200.0
2000-04-07,11700,12700,11700,12650,6020,8288.0,655200.0
2000-04-10,12500,13500,12300,12800,5570,8387.0,655200.0
2000-04-11,12900,14150,12500,13200,6530,8649.0,655200.0
2000-04-12,13000,13300,13000,13100,1640,8583.0,655200.0
2000-04-14,13100,13800,12550,12700,7380,8321.0,655200.0
2000-04-17,12550,12550,10900,11300,4230,7404.0,655200.0
2000-04-18,11900,12950,11400,12500,3460,8190.0,655200.0
2000-04-19,12500,13200,12000,12000,2720,7862.0,655200.0
2000-04-20,11800,13000,11800,12900,6670,8452.0,655200.0
2000-04-21,12550,14300,12100,13200,9180,8649.0,655200.0
2000-04-24,15150,15150,13300,13900,10860,9107.0,655200.0
2000-04-25,13700,13700,13150,13600,2150,8911.0,655200.0
2000-04-26,13600,14750,12200,12200,3620,7993.0,655200.0
2000-04-27,12300,12500,11500,12300,4900,8059.0,655200.0
2000-04-28,11600,13000,11600,12300,3410,8059.0,655200.0
2000-05-02,12250,12500,11800,12100,1600,7928.0,655200.0
2000-05-03,11650,12300,11650,12200,1710,7993.0,655200.0
2000-05-04,12300,12300,11900,12000,3030,7862.0,655200.0
2000-05-08,12700,12850,12100,12200,7300,7993.0,655200.0
2000-05-09,12300,12650,12000,12000,3410,7862.0,655200.0
2000-05-10,12400,12400,11900,11950,2720,7830.0,655200.0
2000-05-12,12450,12450,11500,11550,7860,7568.0,655200.0
2000-05-15,12100,12100,11000,11000,4200,7207.0,655200.0
2000-05-16,10800,11800,10800,11800,3020,7731.0,655200.0
2000-05-17,12000,12000,10500,10500,4940,6880.0,655200.0
2000-05-18,10050,10200,9650,9950,4880,6519.0,655200.0
2000-05-19,9200,10850,9200,10850,3240,7109.0,655200.0
2000-05-22,10000,10800,10000,10150,6580,6650.0,655200.0
2000-05-23,10000,10300,9900,10000,4560,6552.0,655200.0
2000-05-24,9400,10500,9300,10500,3130,6880.0,655200.0
2000-05-25,11150,11250,10700,10900,3520,7142.0,655200.0
2000-05-26,10000,10450,9600,9700,5090,6355.0,655200.0
2000-05-29,8500,9850,8500,9300,2690,6093.0,655200.0
2000-05-30,10000,10300,9700,10300,2620,6749.0,655200.0
2000-05-31,10700,10850,10000,10350,12500,6781.0,655200.0
2000-06-01,10450,10600,9900,10000,2960,6552.0,655200.0
2000-06-02,10000,10200,10000,10100,4260,6618.0,655200.0
2000-06-05,10100,11300,10100,10750,6090,7043.0,655200.0
2000-06-07,11200,11300,10800,10800,3820,7076.0,655200.0
2000-06-08,11250,11250,10300,10300,4710,6749.0,655200.0
2000-06-09,10500,10600,10000,10450,1600,6847.0,655200.0
2000-06-12,10100,10800,10100,10400,1490,6814.0,655200.0
2000-06-13,10700,11000,10000,10000,2530,6552.0,655200.0
2000-06-14,10000,10400,10000,10200,1970,6683.0,655200.0
2000-06-15,10100,10800,9820,9820,1780,6434.0,655200.0
2000-06-16,9800,9900,9400,9500,1280,6224.0,655200.0
2000-06-19,9310,10000,9310,10000,2530,6552.0,655200.0
2000-06-20,9630,10000,9630,10000,320,6552.0,655200.0
2000-06-21,10000,10800,9690,10000,1990,6552.0,655200.0
2000-06-22,10200,10200,10000,10000,530,6552.0,655200.0
2000-06-23,9620,10000,9620,10000,300,6552.0,655200.0
2000-06-26,9850,11300,9850,10950,6250,7174.0,655200.0
2000-06-27,11100,11300,10600,10700,11300,7011.0,655200.0
2000-06-28,10700,11700,10700,11100,9080,7273.0,655200.0
2000-06-29,10850,11200,10450,10500,2970,6880.0,655200.0
2000-06-30,10100,11000,10100,10500,1510,6880.0,655200.0
2000-07-03,10600,12000,10600,11500,6890,7535.0,655200.0
2000-07-04,11500,13200,11000,12000,22040,7862.0,655200.0
2000-07-05,12000,12500,11300,12300,5560,8059.0,655200.0
2000-07-06,12100,12300,11700,11800,8370,7731.0,655200.0
2000-07-07,11800,12450,11700,12150,5020,7961.0,655200.0
2000-07-10,11500,12350,11500,12150,6810,7961.0,655200.0
2000-07-11,11500,11900,11500,11700,4990,7666.0,655200.0
2000-07-12,11700,12400,11500,11500,2980,7535.0,655200.0
2000-07-13,11500,11800,11500,11500,900,7535.0,655200.0
2000-07-14,11050,11600,10800,11500,2300,7535.0,655200.0
2000-07-18,11500,11500,11000,11000,2360,7207.0,655200.0
2000-07-19,10600,11000,10400,10600,3360,6945.0,655200.0
2000-07-20,10600,10600,10000,10500,8040,6880.0,655200.0
2000-07-21,10500,10850,10000,10800,1570,7076.0,655200.0
2000-07-24,10500,10900,10200,10200,1480,6683.0,655200.0
2000-07-25,9800,10200,9800,9900,990,6486.0,655200.0
2000-07-26,10200,10200,9960,10200,1560,6683.0,655200.0
2000-07-27,10200,10550,9900,10200,1080,6683.0,655200.0
2000-07-28,10300,11100,10000,10150,12270,6650.0,655200.0
2000-07-31,10000,10900,10000,10750,10590,7043.0,655200.0
2000-08-01,10800,10950,10350,10500,3980,6880.0,655200.0
2000-08-02,10650,11000,10400,10450,3930,6847.0,655200.0
2000-08-03,10800,10800,10100,10150,4630,6650.0,655200.0
2000-08-04,10200,10400,10050,10250,3120,6716.0,655200.0
2000-08-07,10300,10300,9950,10000,2170,6552.0,655200.0
2000-08-08,10000,10300,9710,10000,5520,6552.0,655200.0
2000-08-09,10000,11100,10000,10800,16080,7076.0,655200.0
2000-08-10,10900,11500,10600,11200,15190,7338.0,655200.0
2000-08-11,11200,12850,11200,12850,38780,8419.0,655200.0
2000-08-14,13900,14750,13050,13050,91020,8550.0,655200.0
2000-08-16,13050,13050,11500,12150,49330,7961.0,655200.0
2000-08-17,12500,13950,11700,13950,75430,9140.0,655200.0
2000-08-18,13950,14400,12600,12950,31530,8485.0,655200.0
2000-08-21,13500,13800,12200,12200,23550,7993.0,655200.0
2000-08-22,12300,12700,11750,12300,13200,8059.0,655200.0
2000-08-23,12350,12750,11900,11900,10300,7797.0,655200.0
2000-08-24,11400,11750,11250,11550,16650,7568.0,655200.0
2000-08-25,12000,12500,11550,11800,15760,7731.0,655200.0
2000-08-28,11550,12050,11500,11650,17760,7633.0,655200.0
2000-08-29,12200,12900,11700,12200,17650,7993.0,655200.0
2000-08-30,12700,12700,11800,11850,13390,7764.0,655200.0
2000-08-31,12050,12050,11300,11500,12780,7535.0,655200.0
2000-09-01,11500,12000,11500,11900,7960,7797.0,655200.0
2000-09-04,12150,13650,12150,13150,42460,8616.0,655200.0
2000-09-05,13150,13150,12350,12350,14620,8092.0,655200.0
2000-09-06,12400,14200,12400,14200,51380,9304.0,655200.0
2000-09-07,14800,16300,13600,13600,130370,8911.0,655200.0
2000-09-08,13800,14600,12600,13100,38170,8583.0,655200.0
2000-09-14,13500,13700,12350,12800,18220,8387.0,655200.0
2000-09-15,12500,14300,12500,13100,35150,8583.0,655200.0
2000-09-18,13500,13500,11150,11900,22800,7797.0,655200.0
2000-09-19,11900,12500,11700,12100,19750,7928.0,655200.0
2000-09-20,12300,13900,12250,13900,48130,9107.0,655200.0
2000-09-21,14000,15100,13200,14000,61240,9173.0,655200.0
2000-09-22,14000,14800,12800,12800,33820,8387.0,655200.0
2000-09-25,12800,13800,12550,13400,19300,8780.0,655200.0
2000-09-26,13650,15400,13500,14150,60040,9271.0,655200.0
2000-09-27,15500,15700,14000,14550,45960,9533.0,655200.0
2000-09-28,14600,14600,13700,14000,16720,9173.0,655200.0
2000-09-29,13700,14700,13500,14400,29720,9435.0,655200.0
2000-10-02,14600,16000,14150,15200,54420,9959.0,655200.0
2000-10-04,15200,15950,15000,15200,38200,9959.0,655200.0
2000-10-05,15300,15300,14500,14800,38130,9697.0,655200.0
2000-10-06,15000,15000,14300,14500,18310,9500.0,655200.0
2000-10-09,15000,15000,13500,13600,15160,8911.0,655200.0
2000-10-10,13500,14450,12750,14200,27120,9304.0,655200.0
