조선선재(120030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-10-31,48000,48800,41650,41650,162177,52381.0,1257651.0
2011-11-01,40900,47850,40900,47850,130271,60179.0,1257651.0
2011-11-02,47850,53500,44050,47300,252472,59487.0,1257651.0
2011-11-03,49700,50000,42100,44200,127244,55588.0,1257651.0
2011-11-04,44700,45000,41250,42300,94765,53199.0,1257651.0
2011-11-07,42000,44700,41300,42200,72637,53073.0,1257651.0
2011-11-08,42500,42600,40200,40250,73583,50620.0,1257651.0
2011-11-09,41500,46250,41200,45000,88984,56594.0,1257651.0
2011-11-10,45000,49150,43050,45000,178001,56594.0,1257651.0
2011-11-11,47050,48200,43500,43500,64146,54708.0,1257651.0
2011-11-14,44500,46050,43100,43850,48228,55148.0,1257651.0
2011-11-15,43300,44350,41800,42200,53224,53073.0,1257651.0
2011-11-16,42550,43600,40050,40500,40752,50935.0,1257651.0
2011-11-17,40500,41250,37900,40800,41101,51312.0,1257651.0
2011-11-18,39850,40600,39200,39650,15247,49866.0,1257651.0
2011-11-21,39100,39700,38000,38400,18074,48294.0,1257651.0
2011-11-22,37300,39550,37000,37850,17791,47602.0,1257651.0
2011-11-23,38500,42700,38350,39650,91461,49866.0,1257651.0
2011-11-24,39650,40300,38300,38300,28848,48168.0,1257651.0
2011-11-25,38850,40700,38300,39200,25724,49300.0,1257651.0
2011-11-28,40200,40450,38650,39300,25342,49426.0,1257651.0
2011-11-29,40150,40150,38500,38900,20082,48923.0,1257651.0
2011-11-30,38050,39350,37500,37500,31378,47162.0,1257651.0
2011-12-01,38900,42400,38450,39500,83038,49677.0,1257651.0
2011-12-02,40000,41500,39500,39650,33370,49866.0,1257651.0
2011-12-05,40300,40400,38950,39700,15333,49929.0,1257651.0
2011-12-06,39600,39650,38050,38600,18134,48545.0,1257651.0
2011-12-07,39900,39900,38300,39000,10193,49048.0,1257651.0
2011-12-08,38750,39800,38100,39200,16457,49300.0,1257651.0
2011-12-09,38500,43800,38350,40700,64687,51186.0,1257651.0
2011-12-12,41500,41600,39700,40000,19228,50306.0,1257651.0
2011-12-13,40150,40900,38400,38550,27366,48482.0,1257651.0
2011-12-14,38700,40150,38250,39000,18740,49048.0,1257651.0
2011-12-15,38350,38950,37500,37800,17282,47539.0,1257651.0
2011-12-16,38000,38450,37550,37700,7111,47413.0,1257651.0
2011-12-19,37500,40500,34000,36700,43082,46156.0,1257651.0
2011-12-20,37000,37650,36700,37300,9430,46910.0,1257651.0
2011-12-21,38100,38800,37650,38000,13411,47791.0,1257651.0
2011-12-22,38200,38850,37600,38050,7749,47854.0,1257651.0
2011-12-23,38350,40800,37300,39850,48475,50117.0,1257651.0
2011-12-26,40100,40500,38600,38600,15570,48545.0,1257651.0
2011-12-27,39000,39600,37350,37600,13169,47288.0,1257651.0
2011-12-28,37400,37950,37000,37000,7995,46533.0,1257651.0
2011-12-29,36500,37700,36200,37700,5869,47413.0,1257651.0
2012-01-02,38000,38000,36300,37300,8571,46910.0,1257651.0
2012-01-03,37200,37850,37000,37300,8600,46910.0,1257651.0
2012-01-04,38000,38750,37400,37850,14480,47602.0,1257651.0
2012-01-05,38000,38300,37600,37700,9461,47413.0,1257651.0
2012-01-06,37750,38800,37450,37650,15320,47351.0,1257651.0
2012-01-09,37650,37850,36500,37100,11992,46659.0,1257651.0
2012-01-10,37100,37850,36750,37700,9430,47413.0,1257651.0
2012-01-11,37400,38000,37400,37550,9255,47225.0,1257651.0
2012-01-12,37350,37900,36850,37700,8255,47413.0,1257651.0
2012-01-13,37700,38200,37000,37200,7912,46785.0,1257651.0
2012-01-16,37000,37250,36550,36550,4990,45967.0,1257651.0
2012-01-17,36800,37400,36700,36800,6540,46282.0,1257651.0
2012-01-18,37100,38900,36600,37000,18953,46533.0,1257651.0
2012-01-19,37050,37700,37050,37350,6155,46973.0,1257651.0
2012-01-20,37150,38200,37150,37800,7779,47539.0,1257651.0
2012-01-25,37700,38600,37500,38000,7301,47791.0,1257651.0
2012-01-26,38000,40000,37550,38650,23634,48608.0,1257651.0
2012-01-27,39900,44400,39500,41000,128845,51564.0,1257651.0
2012-01-30,42300,42300,39450,40550,27640,50998.0,1257651.0
2012-01-31,40650,40700,38400,38700,27286,48671.0,1257651.0
2012-02-01,39100,40350,38650,40000,16925,50306.0,1257651.0
2012-02-02,40000,40800,39250,39300,12960,49426.0,1257651.0
2012-02-03,39850,41700,38900,39050,27754,49111.0,1257651.0
2012-02-06,39300,41200,39100,40000,21295,50306.0,1257651.0
2012-02-07,40100,43200,39750,41700,54652,52444.0,1257651.0
2012-02-08,42150,42600,40400,41100,22654,51689.0,1257651.0
2012-02-09,41100,41350,40000,40950,15706,51501.0,1257651.0
2012-02-10,41550,44300,41500,41950,49123,52758.0,1257651.0
2012-02-13,42900,42900,41100,41500,15865,52193.0,1257651.0
2012-02-14,41450,41500,40800,41000,15898,51564.0,1257651.0
2012-02-15,41200,41450,40500,40800,12516,51312.0,1257651.0
2012-02-16,40800,40800,40000,40500,11513,50935.0,1257651.0
2012-02-17,40200,41400,40150,40550,13310,50998.0,1257651.0
2012-02-20,41200,41200,40150,40650,13174,51124.0,1257651.0
2012-02-21,40650,41850,40600,40950,16909,51501.0,1257651.0
2012-02-22,41750,42100,40950,40950,14310,51501.0,1257651.0
2012-02-23,41000,41000,39850,40200,16836,50558.0,1257651.0
2012-02-24,40150,40750,39800,39900,6472,50180.0,1257651.0
2012-02-27,40150,41500,39300,40750,21833,51249.0,1257651.0
2012-02-28,40750,41600,40500,41000,18989,51564.0,1257651.0
2012-02-29,41300,43500,40850,42400,47363,53324.0,1257651.0
2012-03-02,43000,43200,41950,42000,16391,52821.0,1257651.0
2012-03-05,42050,43500,41700,42050,15443,52884.0,1257651.0
2012-03-06,41900,42400,40500,40950,16345,51501.0,1257651.0
2012-03-07,40050,40650,39500,40650,10169,51124.0,1257651.0
2012-03-08,41200,41200,40300,40500,6147,50935.0,1257651.0
2012-03-09,40350,41300,40350,41250,8989,51878.0,1257651.0
2012-03-12,41250,41850,40750,40750,6800,51249.0,1257651.0
2012-03-13,41200,41200,40500,40700,8691,51186.0,1257651.0
2012-03-14,40750,41500,40500,41500,12167,52193.0,1257651.0
2012-03-15,41650,41900,41250,41500,8029,52193.0,1257651.0
2012-03-16,41550,43750,41500,43500,45111,54708.0,1257651.0
2012-03-19,44600,50000,44600,50000,158741,62883.0,1257651.0
2012-03-20,52000,56300,49250,49500,247673,62254.0,1257651.0
2012-03-21,50800,52000,47700,50700,100338,63763.0,1257651.0
2012-03-22,50700,51500,47500,47500,66716,59738.0,1257651.0
2012-03-23,46600,48400,45550,46400,42954,58355.0,1257651.0
2012-03-26,47000,47100,44300,45100,39956,56720.0,1257651.0
2012-03-27,46000,48850,45000,45350,62661,57034.0,1257651.0
2012-03-28,44800,46350,44200,46300,28259,58229.0,1257651.0
2012-03-29,46050,46050,43450,43650,34280,54896.0,1257651.0
2012-03-30,43350,43950,42200,43000,23950,54079.0,1257651.0
2012-04-02,42700,43400,42400,42600,14389,53576.0,1257651.0
2012-04-03,43000,44400,42500,43000,22303,54079.0,1257651.0
2012-04-04,43700,43700,40950,41550,22148,52255.0,1257651.0
2012-04-05,41050,41350,39950,40950,16389,51501.0,1257651.0
2012-04-06,40150,41650,40150,40550,9649,50998.0,1257651.0
2012-04-09,40100,40650,38300,38500,20616,48420.0,1257651.0
2012-04-10,38500,39500,38000,38100,12155,47917.0,1257651.0
2012-04-12,38200,39400,38000,38900,8578,48923.0,1257651.0
2012-04-13,39000,40500,38600,40150,10815,50495.0,1257651.0
2012-04-16,39900,40100,39200,39800,6255,50055.0,1257651.0
2012-04-17,39900,40700,39500,40050,7230,50369.0,1257651.0
2012-04-18,40400,40650,39750,39900,6853,50180.0,1257651.0
2012-04-19,39850,39850,39000,39300,8768,49426.0,1257651.0
2012-04-20,38650,39550,38650,39500,6970,49677.0,1257651.0
2012-04-23,39700,39700,38750,38800,6789,48797.0,1257651.0
2012-04-24,38250,38500,37300,37900,17543,47665.0,1257651.0
2012-04-25,38000,38350,37300,37350,6758,46973.0,1257651.0
2012-04-26,37400,37650,35800,36000,9551,45275.0,1257651.0
2012-04-27,35600,36400,35150,35750,12533,44961.0,1257651.0
2012-04-30,35750,37550,35750,37150,7865,46722.0,1257651.0
2012-05-02,37150,38050,36500,36900,7838,46407.0,1257651.0
2012-05-03,37000,38050,37000,37300,3526,46910.0,1257651.0
2012-05-04,37450,37850,36850,37550,3194,47225.0,1257651.0
2012-05-07,37050,37500,36300,36500,6737,45904.0,1257651.0
2012-05-08,36500,37300,36500,37100,4319,46659.0,1257651.0
2012-05-09,37200,39850,37000,38600,24812,48545.0,1257651.0
2012-05-10,38600,39800,38000,38000,8432,47791.0,1257651.0
2012-05-11,38000,38200,36800,36850,8519,46344.0,1257651.0
2012-05-14,36900,37200,35950,36350,6765,45716.0,1257651.0
2012-05-15,36300,36300,34850,35500,6382,44647.0,1257651.0
2012-05-16,35250,35700,34300,34300,6389,43137.0,1257651.0
2012-05-17,34100,35200,34100,35200,4308,44269.0,1257651.0
2012-05-18,34500,35300,33050,33050,10182,41565.0,1257651.0
2012-05-21,32850,33800,32850,33200,3230,41754.0,1257651.0
2012-05-22,33700,34700,33700,34350,4652,43200.0,1257651.0
2012-05-23,34400,34550,33600,33600,3533,42257.0,1257651.0
2012-05-24,33600,34250,33050,33900,4811,42634.0,1257651.0
2012-05-25,34000,34150,33500,33900,5933,42634.0,1257651.0
2012-05-29,33900,34700,33500,34450,4876,43326.0,1257651.0
2012-05-30,34450,34450,34000,34150,3434,42949.0,1257651.0
2012-05-31,34150,34150,33650,33750,3433,42446.0,1257651.0
2012-06-01,33750,36700,33750,35400,8096,44521.0,1257651.0
2012-06-04,34100,34750,32800,33450,8297,42068.0,1257651.0
2012-06-05,33250,34500,33250,34500,4415,43389.0,1257651.0
2012-06-07,35100,35700,34750,34750,4800,43703.0,1257651.0
2012-06-08,34500,34750,34100,34700,3178,43640.0,1257651.0
2012-06-11,34700,35300,34700,35100,4672,44144.0,1257651.0
2012-06-12,34650,35350,34250,35350,3952,44458.0,1257651.0
2012-06-13,35450,36000,34900,35000,3637,44018.0,1257651.0
2012-06-14,34750,35600,34750,35350,2865,44458.0,1257651.0
2012-06-15,35100,35200,34400,34450,2828,43326.0,1257651.0
2012-06-18,34950,35500,34900,35050,3160,44081.0,1257651.0
2012-06-19,35100,35950,35100,35500,5160,44647.0,1257651.0
2012-06-20,35800,36350,35500,35500,4914,44647.0,1257651.0
2012-06-21,36000,36000,35100,35100,4264,44144.0,1257651.0
2012-06-22,35000,35000,34500,34750,3474,43703.0,1257651.0
2012-06-25,34800,35200,34200,34200,2602,43012.0,1257651.0
2012-06-26,34050,34700,33900,34400,3379,43263.0,1257651.0
2012-06-27,34500,34600,34000,34350,2273,43200.0,1257651.0
2012-06-28,34450,34800,33000,34000,7199,42760.0,1257651.0
2012-06-29,34550,34550,34150,34400,2683,43263.0,1257651.0
2012-07-02,34900,35000,34500,34900,1262,43892.0,1257651.0
2012-07-03,35350,35600,34950,35500,6973,44647.0,1257651.0
2012-07-04,35600,35600,34200,35300,6124,44395.0,1257651.0
2012-07-05,35150,35850,35150,35550,2124,44709.0,1257651.0
2012-07-06,35550,38450,35250,37350,22742,46973.0,1257651.0
2012-07-09,37350,37350,36100,36600,7385,46030.0,1257651.0
2012-07-10,36450,37100,36300,36650,4420,46093.0,1257651.0
2012-07-11,36650,38300,36650,37450,41722,47099.0,1257651.0
2012-07-12,37250,38000,35700,35800,8054,45024.0,1257651.0
2012-07-13,37550,39900,36950,37800,63908,47539.0,1257651.0
2012-07-16,38100,38450,36850,37100,14442,46659.0,1257651.0
2012-07-17,37200,37800,36650,37100,10357,46659.0,1257651.0
2012-07-18,37000,37100,36000,36000,8938,45275.0,1257651.0
2012-07-19,36650,36650,35900,35900,4489,45150.0,1257651.0
2012-07-20,36450,36450,35550,35600,7483,44772.0,1257651.0
2012-07-23,35600,35600,34350,34500,7858,43389.0,1257651.0
2012-07-24,33550,34300,33550,33850,8400,42571.0,1257651.0
2012-07-25,33800,33800,32450,32550,11127,40937.0,1257651.0
2012-07-26,32550,33050,32550,32650,5104,41062.0,1257651.0
2012-07-27,33200,33550,33150,33500,2890,42131.0,1257651.0
2012-07-30,34200,34200,33550,33750,3776,42446.0,1257651.0
2012-07-31,33700,34450,33450,34350,4202,43200.0,1257651.0
2012-08-01,34300,34550,33950,34300,2389,43137.0,1257651.0
2012-08-02,34300,35000,34000,35000,3340,44018.0,1257651.0
2012-08-03,34600,34900,33900,33900,4333,42634.0,1257651.0
2012-08-06,34200,34650,33950,34000,3290,42760.0,1257651.0
2012-08-07,34000,34650,33900,34650,4196,43578.0,1257651.0
2012-08-08,34900,35850,34700,35500,5048,44647.0,1257651.0
2012-08-09,35500,35950,35000,35650,3139,44835.0,1257651.0
2012-08-10,35650,36200,35200,35600,3960,44772.0,1257651.0
2012-08-13,35700,35700,35050,35050,2708,44081.0,1257651.0
2012-08-14,35100,35400,35050,35250,3906,44332.0,1257651.0
2012-08-16,35200,36450,35200,35650,5470,44835.0,1257651.0
2012-08-17,35650,36300,35600,35800,4913,45024.0,1257651.0
2012-08-20,35800,36000,35550,35750,2622,44961.0,1257651.0
2012-08-21,35750,35800,35500,35800,3558,45024.0,1257651.0
2012-08-22,35550,36650,35550,36450,11172,45841.0,1257651.0
2012-08-23,36400,37000,36300,36750,6676,46219.0,1257651.0
2012-08-24,36600,36600,35750,36250,7998,45590.0,1257651.0
2012-08-27,36200,36450,36000,36250,2207,45590.0,1257651.0
2012-08-28,36150,36150,35450,35900,4842,45150.0,1257651.0
2012-08-29,35900,36050,35400,35900,3901,45150.0,1257651.0
2012-08-30,35550,36000,35400,35650,3980,44835.0,1257651.0
2012-08-31,35800,35800,35100,35300,3144,44395.0,1257651.0
2012-09-03,35550,36050,35100,35350,4757,44458.0,1257651.0
2012-09-04,35350,36450,35350,36400,4694,45778.0,1257651.0
2012-09-05,36400,36500,35950,36200,4829,45527.0,1257651.0
2012-09-06,36400,36400,35950,36050,3028,45338.0,1257651.0
2012-09-07,36350,37100,36050,36350,6547,45716.0,1257651.0
2012-09-10,36700,39900,36600,38400,32111,48294.0,1257651.0
2012-09-11,38650,38650,37200,37350,10267,46973.0,1257651.0
2012-09-12,37500,37750,37200,37400,7114,47036.0,1257651.0
2012-09-13,37450,38750,37400,38700,10445,48671.0,1257651.0
2012-09-14,39100,40000,38400,38950,13700,48986.0,1257651.0
2012-09-17,39000,39350,37750,38450,10252,48357.0,1257651.0
2012-09-18,38550,38550,37850,38350,6990,48231.0,1257651.0
2012-09-19,38800,39250,38100,38300,9236,48168.0,1257651.0
2012-09-20,38300,39450,38300,39150,7074,49237.0,1257651.0
2012-09-21,39250,40100,39000,39350,15384,49489.0,1257651.0
2012-09-24,39350,39400,38200,38700,9823,48671.0,1257651.0
2012-09-25,38350,38400,37350,37550,10453,47225.0,1257651.0
2012-09-26,37300,37800,37150,37500,4474,47162.0,1257651.0
2012-09-27,37200,37700,37000,37400,3339,47036.0,1257651.0
2012-09-28,37150,37500,37000,37350,4786,46973.0,1257651.0
2012-10-02,37450,38350,37350,38250,4050,48105.0,1257651.0
2012-10-04,38200,38800,38200,38300,3827,48168.0,1257651.0
2012-10-05,38300,38450,38000,38400,3850,48294.0,1257651.0
2012-10-08,38600,38600,37850,38000,3863,47791.0,1257651.0
2012-10-09,38050,38250,37700,38050,6677,47854.0,1257651.0
2012-10-10,38050,38100,37200,37700,4764,47413.0,1257651.0
2012-10-11,37600,37800,36700,37000,7223,46533.0,1257651.0
2012-10-12,37200,37650,37200,37200,2021,46785.0,1257651.0
2012-10-15,37050,37400,36600,37200,4590,46785.0,1257651.0
2012-10-16,36650,37200,36650,36800,4558,46282.0,1257651.0
2012-10-17,36850,37950,36750,37000,7741,46533.0,1257651.0
2012-10-18,37050,37300,36250,36500,7260,45904.0,1257651.0
2012-10-19,36500,36700,35900,36300,4116,45653.0,1257651.0
2012-10-22,35900,36550,35850,36150,4170,45464.0,1257651.0
2012-10-23,35950,36450,35800,36250,6621,45590.0,1257651.0
2012-10-24,36250,37300,36100,37150,7274,46722.0,1257651.0
2012-10-25,37100,37100,36250,36800,3999,46282.0,1257651.0
2012-10-26,36350,36400,35800,36350,5150,45716.0,1257651.0
2012-10-29,36350,36350,34900,35450,6783,44584.0,1257651.0
2012-10-30,35450,36000,34900,35250,4234,44332.0,1257651.0
2012-10-31,35250,36300,35050,36000,6621,45275.0,1257651.0
2012-11-01,35700,36300,35700,36000,1785,45275.0,1257651.0
2012-11-02,35950,36450,35900,36050,2410,45338.0,1257651.0
2012-11-05,36000,36150,35750,36050,1117,45338.0,1257651.0
2012-11-06,36150,37300,36150,36850,4111,46344.0,1257651.0
2012-11-07,36900,36900,36300,36600,4820,46030.0,1257651.0
2012-11-08,36550,36550,35900,36350,2488,45716.0,1257651.0
2012-11-09,36600,36600,35700,36100,3288,45401.0,1257651.0
2012-11-12,35950,36300,35900,36250,2729,45590.0,1257651.0
2012-11-13,36000,36750,35950,36200,3549,45527.0,1257651.0
2012-11-14,36050,36200,35850,36050,3116,45338.0,1257651.0
2012-11-15,34800,34950,33050,33300,19320,41880.0,1257651.0
2012-11-16,33500,33700,32700,32700,4805,41125.0,1257651.0
2012-11-19,32500,33500,32500,33450,3925,42068.0,1257651.0
2012-11-20,33650,34450,33400,33650,2525,42320.0,1257651.0
2012-11-21,33550,33650,33050,33100,1782,41628.0,1257651.0
2012-11-22,33100,34000,33000,33000,2064,41502.0,1257651.0
2012-11-23,32850,33250,32850,33000,3012,41502.0,1257651.0
2012-11-26,32800,33000,31900,32000,7774,40245.0,1257651.0
2012-11-27,32100,32500,31700,32250,5750,40559.0,1257651.0
2012-11-28,32100,32250,31700,32000,4361,40245.0,1257651.0
2012-11-29,32050,32600,32000,32500,3020,40874.0,1257651.0
2012-11-30,32700,33300,32450,33250,3291,41817.0,1257651.0
2012-12-03,33300,33700,32800,33050,6772,41565.0,1257651.0
2012-12-04,33100,33200,32900,33200,2824,41754.0,1257651.0
2012-12-05,33200,33200,32400,32400,4021,40748.0,1257651.0
2012-12-06,32400,32550,31300,31700,10732,39868.0,1257651.0
2012-12-07,31800,32650,31700,31800,4280,39993.0,1257651.0
2012-12-10,31800,32100,31500,31950,1800,40182.0,1257651.0
2012-12-11,31950,32250,31600,32000,2994,40245.0,1257651.0
2012-12-12,32000,32900,32000,32750,2533,41188.0,1257651.0
2012-12-13,32800,33000,32300,32900,2520,41377.0,1257651.0
2012-12-14,32500,32950,32500,32850,1484,41314.0,1257651.0
2012-12-17,32800,32950,32650,32650,1847,41062.0,1257651.0
2012-12-18,32650,32650,31800,32150,4682,40433.0,1257651.0
2012-12-20,32150,32800,32050,32300,1361,40622.0,1257651.0
2012-12-21,32500,35600,32500,33700,27111,42383.0,1257651.0
2012-12-24,33700,34200,33350,33650,5200,42320.0,1257651.0
2012-12-26,33700,33900,33150,33700,3572,42383.0,1257651.0
2012-12-27,33700,33950,33200,33800,2152,42509.0,1257651.0
2012-12-28,33800,34900,33500,34550,3481,43452.0,1257651.0
2013-01-02,34950,35100,34650,34650,3391,43578.0,1257651.0
2013-01-03,34400,34850,33950,34250,2251,43075.0,1257651.0
2013-01-04,34250,34300,33850,34050,1000,42823.0,1257651.0
2013-01-07,34450,34450,33600,33600,3193,42257.0,1257651.0
2013-01-08,33300,33950,33250,33950,1851,42697.0,1257651.0
2013-01-09,33600,33950,33500,33650,1537,42320.0,1257651.0
2013-01-10,33350,33750,33300,33700,4320,42383.0,1257651.0
2013-01-11,33850,34050,33400,33850,1853,42571.0,1257651.0
2013-01-14,33600,34000,33600,33850,3143,42571.0,1257651.0
2013-01-15,33650,34000,33650,33750,2301,42446.0,1257651.0
2013-01-16,33600,33850,33450,33550,4307,42194.0,1257651.0
2013-01-17,33950,33950,33400,33500,2149,42131.0,1257651.0
2013-01-18,33900,35200,33900,34450,13556,43326.0,1257651.0
2013-01-21,34450,35150,34250,34550,6820,43452.0,1257651.0
2013-01-22,34650,34750,34100,34450,1398,43326.0,1257651.0
2013-01-23,34200,34700,34050,34300,2134,43137.0,1257651.0
2013-01-24,34300,34400,33900,33900,1240,42634.0,1257651.0
2013-01-25,33900,34500,33700,33850,1620,42571.0,1257651.0
2013-01-28,33600,33900,33200,33600,2459,42257.0,1257651.0
2013-01-29,33600,33600,33300,33450,1562,42068.0,1257651.0
2013-01-30,33550,33550,33200,33200,1911,41754.0,1257651.0
2013-01-31,33250,33650,33200,33500,620,42131.0,1257651.0
2013-02-01,33200,33500,33150,33450,2440,42068.0,1257651.0
2013-02-04,33450,33600,33000,33300,1979,41880.0,1257651.0
2013-02-05,33300,33300,32700,32850,2831,41314.0,1257651.0
2013-02-06,33000,33000,32450,32450,2460,40811.0,1257651.0
2013-02-07,32450,32900,32300,32400,1460,40748.0,1257651.0
2013-02-08,32250,32700,32250,32700,2290,41125.0,1257651.0
2013-02-12,32850,33400,32700,32900,2353,41377.0,1257651.0
2013-02-13,32750,33250,32500,32900,1657,41377.0,1257651.0
2013-02-14,32900,33550,32700,33500,3440,42131.0,1257651.0
2013-02-15,33450,33900,33400,33550,1201,42194.0,1257651.0
2013-02-18,33300,33450,33100,33450,2696,42068.0,1257651.0
2013-02-19,33450,34600,33300,33800,6243,42509.0,1257651.0
2013-02-20,33800,34350,33800,34000,1770,42760.0,1257651.0
2013-02-21,34000,34750,33700,34750,9550,43703.0,1257651.0
2013-02-22,34750,35200,34200,34600,5800,43515.0,1257651.0
2013-02-25,34150,34400,34000,34050,2300,42823.0,1257651.0
2013-02-26,34050,34100,33600,33700,2890,42383.0,1257651.0
2013-02-27,33800,33850,33500,33750,2745,42446.0,1257651.0
2013-02-28,33700,34550,33550,34250,3197,43075.0,1257651.0
2013-03-04,34250,34400,33800,33900,2121,42634.0,1257651.0
2013-03-05,34300,35750,34250,35650,14517,44835.0,1257651.0
2013-03-06,35700,36500,35100,35550,7098,44709.0,1257651.0
2013-03-07,35250,35300,34350,34700,7161,43640.0,1257651.0
2013-03-08,34950,35300,34500,34850,3137,43829.0,1257651.0
2013-03-11,34900,35050,34200,34450,2102,43326.0,1257651.0
2013-03-12,34400,34900,34150,34200,2172,43012.0,1257651.0
2013-03-13,34300,34400,33750,33750,4379,42446.0,1257651.0
2013-03-14,33900,34750,33800,34300,5096,43137.0,1257651.0
2013-03-15,34650,34650,34000,34500,2840,43389.0,1257651.0
2013-03-18,34600,34600,33950,33950,3600,42697.0,1257651.0
2013-03-19,33950,34500,33950,34300,1671,43137.0,1257651.0
2013-03-20,34500,34800,34000,34300,2881,43137.0,1257651.0
2013-03-21,34700,34700,34100,34250,1660,43075.0,1257651.0
2013-03-22,34250,34700,34150,34550,930,43452.0,1257651.0
2013-03-25,34650,34650,34100,34300,2493,43137.0,1257651.0
2013-03-26,34000,34250,33850,34000,2859,42760.0,1257651.0
2013-03-27,34050,34300,33850,34300,3043,43137.0,1257651.0
2013-03-28,34300,34300,33900,34100,2373,42886.0,1257651.0
2013-03-29,34100,34500,34100,34200,1413,43012.0,1257651.0
2013-04-01,34400,34800,34300,34500,3401,43389.0,1257651.0
2013-04-02,34600,34700,34050,34100,3129,42886.0,1257651.0
2013-04-03,34250,34300,33650,33850,3780,42571.0,1257651.0
2013-04-04,33650,33800,32400,33450,6436,42068.0,1257651.0
2013-04-05,33150,33350,32500,32900,6179,41377.0,1257651.0
2013-04-08,32750,32900,32450,32450,2172,40811.0,1257651.0
2013-04-09,32500,32500,31600,32200,2905,40496.0,1257651.0
2013-04-10,32150,32500,31950,32400,3164,40748.0,1257651.0
2013-04-11,32400,32750,32400,32750,1721,41188.0,1257651.0
2013-04-12,32750,32800,32000,32200,2873,40496.0,1257651.0
2013-04-15,32050,32500,31900,31900,4813,40119.0,1257651.0
2013-04-16,31850,32150,31550,31900,8385,40119.0,1257651.0
2013-04-17,31900,32300,31850,32150,1630,40433.0,1257651.0
2013-04-18,32200,32200,31650,31950,1221,40182.0,1257651.0
2013-04-19,31750,32100,31400,31650,3700,39805.0,1257651.0
2013-04-22,31950,32100,31700,32000,1673,40245.0,1257651.0
2013-04-23,31950,32300,31900,32300,2750,40622.0,1257651.0
2013-04-24,32450,33250,32450,33000,3743,41502.0,1257651.0
2013-04-25,33000,33400,32500,32850,3105,41314.0,1257651.0
2013-04-26,32800,32950,32550,32950,3752,41440.0,1257651.0
2013-04-29,32950,35450,32900,34500,22604,43389.0,1257651.0
2013-04-30,34450,34600,33550,33950,7714,42697.0,1257651.0
2013-05-02,33950,33950,33050,33400,4495,42006.0,1257651.0
2013-05-03,33450,34150,33200,33950,5713,42697.0,1257651.0
2013-05-06,33950,34350,33700,34250,3611,43075.0,1257651.0
2013-05-07,34300,35250,34300,34850,9577,43829.0,1257651.0
2013-05-08,35000,35350,34450,34800,5980,43766.0,1257651.0
2013-05-09,34800,35100,34700,34700,3012,43640.0,1257651.0
2013-05-10,34700,35150,34400,34800,3361,43766.0,1257651.0
2013-05-13,35100,35100,34150,34550,3220,43452.0,1257651.0
2013-05-14,34650,34650,33800,34000,3075,42760.0,1257651.0
2013-05-15,34300,34300,33750,33850,2372,42571.0,1257651.0
2013-05-16,33850,34200,33700,33900,2580,42634.0,1257651.0
2013-05-20,33700,33850,33150,33300,3983,41880.0,1257651.0
2013-05-21,33200,33550,33200,33200,2377,41754.0,1257651.0
2013-05-22,33200,33600,33200,33600,1303,42257.0,1257651.0
2013-05-23,33400,33550,32950,32950,3078,41440.0,1257651.0
2013-05-24,33050,33150,32750,32850,2157,41314.0,1257651.0
2013-05-27,32850,33400,32850,33150,2302,41691.0,1257651.0
2013-05-28,33150,33300,33050,33150,2925,41691.0,1257651.0
2013-05-29,33150,33700,33100,33600,3610,42257.0,1257651.0
2013-05-30,33450,33600,33150,33150,4538,41691.0,1257651.0
2013-05-31,33150,33350,32950,33050,15641,41565.0,1257651.0
2013-06-03,32650,33500,32600,32950,4352,41440.0,1257651.0
2013-06-04,32850,32850,32000,32800,5345,41251.0,1257651.0
2013-06-05,32500,33250,32350,32750,3530,41188.0,1257651.0
2013-06-07,33000,33000,32200,32750,3570,41188.0,1257651.0
2013-06-10,32750,33250,32750,32850,2006,41314.0,1257651.0
2013-06-11,32650,33000,32550,33000,530,41502.0,1257651.0
2013-06-12,32500,33050,32500,33000,1180,41502.0,1257651.0
2013-06-13,32950,33000,32450,33000,1320,41502.0,1257651.0
2013-06-14,32950,34200,32900,33600,7512,42257.0,1257651.0
2013-06-17,33550,34300,33300,33900,6171,42634.0,1257651.0
2013-06-18,33700,33900,33200,33750,3013,42446.0,1257651.0
2013-06-19,33600,33650,33050,33150,2820,41691.0,1257651.0
2013-06-20,33000,33350,32500,32850,3262,41314.0,1257651.0
2013-06-21,32200,32750,31550,32250,4798,40559.0,1257651.0
2013-06-24,32100,33100,32050,32400,2309,40748.0,1257651.0
2013-06-25,32350,32400,31200,31700,6552,39868.0,1257651.0
2013-06-26,31900,31950,31300,31950,2201,40182.0,1257651.0
2013-06-27,31950,32800,31950,32700,4450,41125.0,1257651.0
2013-06-28,32700,33100,32550,32800,930,41251.0,1257651.0
2013-07-01,32300,32850,32000,32700,990,41125.0,1257651.0
2013-07-02,32400,32700,32250,32700,240,41125.0,1257651.0
2013-07-03,32700,32800,32000,32350,1720,40685.0,1257651.0
2013-07-04,32500,32500,32350,32450,102,40811.0,1257651.0
2013-07-05,32650,32800,32450,32700,521,41125.0,1257651.0
2013-07-08,32700,32800,32200,32600,947,40999.0,1257651.0
2013-07-09,32700,32700,32200,32250,480,40559.0,1257651.0
2013-07-10,32500,32500,32000,32100,2910,40371.0,1257651.0
