용평리조트(070960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-07-25,7700,7780,7690,7720,319825,371589.0,48133333.0
2016-07-26,7710,7900,7650,7770,533056,373996.0,48133333.0
2016-07-27,7780,7950,7690,7720,496515,371589.0,48133333.0
2016-07-28,7680,7750,7610,7640,458048,367739.0,48133333.0
2016-07-29,7610,7660,7560,7570,294382,364369.0,48133333.0
2016-08-01,7530,7570,7380,7390,416623,355705.0,48133333.0
2016-08-02,7390,7460,7330,7370,172975,354743.0,48133333.0
2016-08-03,7390,7430,7350,7370,186580,354743.0,48133333.0
2016-08-04,7410,7940,7410,7670,844138,369183.0,48133333.0
2016-08-05,7690,7710,7480,7500,254903,361000.0,48133333.0
2016-08-08,7480,7650,7480,7520,231608,361963.0,48133333.0
2016-08-09,7550,7820,7510,7670,314241,369183.0,48133333.0
2016-08-10,7660,7810,7620,7650,270921,368220.0,48133333.0
2016-08-11,7700,7700,7500,7520,248254,361963.0,48133333.0
2016-08-12,7540,7570,7470,7530,156321,362444.0,48133333.0
2016-08-16,7540,7630,7500,7540,163504,362925.0,48133333.0
2016-08-17,7500,7510,7370,7400,242667,356187.0,48133333.0
2016-08-18,7380,7420,7340,7350,204095,353780.0,48133333.0
2016-08-19,7390,7410,7300,7390,170239,355705.0,48133333.0
2016-08-22,7400,7540,7400,7440,155080,358112.0,48133333.0
2016-08-23,7420,7470,7350,7360,170268,354261.0,48133333.0
2016-08-24,7520,7840,7430,7580,788195,364851.0,48133333.0
2016-08-25,7650,8060,7500,7930,1039803,381697.0,48133333.0
2016-08-26,7950,8060,7810,7860,468486,378328.0,48133333.0
2016-08-29,7890,7890,7570,7570,474567,364369.0,48133333.0
2016-08-30,7630,7830,7610,7710,240287,371108.0,48133333.0
2016-08-31,7730,7820,7590,7690,289595,370145.0,48133333.0
2016-09-01,7690,7930,7630,7920,461338,381216.0,48133333.0
2016-09-02,8000,8480,7990,8330,2099670,400951.0,48133333.0
2016-09-05,8470,8550,8310,8450,785546,406727.0,48133333.0
2016-09-06,8440,8590,8330,8480,761033,408171.0,48133333.0
2016-09-07,8530,8780,8420,8480,1251705,408171.0,48133333.0
2016-09-08,8400,8800,8280,8800,1382273,423573.0,48133333.0
2016-09-09,8880,8960,8650,8790,1075562,423092.0,48133333.0
2016-09-12,8680,8830,8540,8650,494351,416353.0,48133333.0
2016-09-13,8720,8900,8650,8700,401963,418760.0,48133333.0
2016-09-19,8670,9250,8670,9220,1044884,443789.0,48133333.0
2016-09-20,9300,9450,9140,9200,844424,442827.0,48133333.0
2016-09-21,9180,9730,9120,9350,1210867,450047.0,48133333.0
2016-09-22,9500,9620,9380,9550,661408,459673.0,48133333.0
2016-09-23,9670,9820,9550,9800,756843,471707.0,48133333.0
2016-09-26,9950,10500,9910,10350,1754616,498180.0,48133333.0
2016-09-27,10150,10400,10000,10250,865595,493367.0,48133333.0
2016-09-28,10250,10350,9660,9850,1572152,474113.0,48133333.0
2016-09-29,9820,10100,9770,10000,742691,481333.0,48133333.0
2016-09-30,9930,9930,9320,9410,1313447,452935.0,48133333.0
2016-10-04,9480,10250,9480,10200,1261184,490960.0,48133333.0
2016-10-05,10250,10350,9900,10050,508444,483740.0,48133333.0
2016-10-06,10000,10100,9740,9780,618179,470744.0,48133333.0
2016-10-07,9780,9970,9660,9840,482319,473632.0,48133333.0
2016-10-10,9770,9950,9770,9800,318423,471707.0,48133333.0
2016-10-11,9800,9910,9590,9800,355141,471707.0,48133333.0
2016-10-12,9720,9970,9700,9820,354121,472669.0,48133333.0
2016-10-13,9830,9930,9740,9810,283646,472188.0,48133333.0
2016-10-14,9810,9890,9540,9580,349325,461117.0,48133333.0
2016-10-17,9520,9580,9090,9150,667474,440420.0,48133333.0
2016-10-18,9150,9340,8810,9170,374098,441383.0,48133333.0
2016-10-19,9160,9180,9010,9030,249513,434644.0,48133333.0
2016-10-20,9040,9130,8720,8900,507097,428387.0,48133333.0
2016-10-21,8850,9010,8730,8810,349125,424055.0,48133333.0
2016-10-24,8780,9080,8750,8900,361092,428387.0,48133333.0
2016-10-25,8950,9200,8870,9150,440557,440420.0,48133333.0
2016-10-26,9080,9080,8740,8900,430007,428387.0,48133333.0
2016-10-27,8950,9030,8800,8860,224090,426461.0,48133333.0
2016-10-28,8840,8850,8380,8490,616879,408652.0,48133333.0
2016-10-31,8310,8390,7900,8180,721097,393731.0,48133333.0
2016-11-01,8000,8310,8000,8090,331262,389399.0,48133333.0
2016-11-02,8040,8040,7720,7730,472252,372071.0,48133333.0
2016-11-03,7600,7980,7600,7840,220002,377365.0,48133333.0
2016-11-04,7840,8120,7840,8060,298311,387955.0,48133333.0
2016-11-07,8110,8320,8110,8220,287520,395656.0,48133333.0
2016-11-08,8300,8400,8160,8210,249136,395175.0,48133333.0
2016-11-09,8220,8270,7650,8030,638006,386511.0,48133333.0
2016-11-10,8180,8520,8180,8390,448827,403839.0,48133333.0
2016-11-11,8470,8610,8300,8310,281761,399988.0,48133333.0
2016-11-14,8440,8570,8270,8320,258820,400469.0,48133333.0
2016-11-15,8370,8390,8250,8350,216379,401913.0,48133333.0
2016-11-16,8360,8400,8320,8350,155028,401913.0,48133333.0
2016-11-17,8330,8660,8330,8660,335143,416835.0,48133333.0
2016-11-18,8660,8700,8310,8350,297978,401913.0,48133333.0
2016-11-21,8350,8370,8160,8160,175529,392768.0,48133333.0
2016-11-22,8140,8280,8130,8150,122858,392287.0,48133333.0
2016-11-23,8150,8210,7840,7870,297802,378809.0,48133333.0
2016-11-24,7880,8030,7800,7900,142960,380253.0,48133333.0
2016-11-25,7880,8210,7870,8180,247795,393731.0,48133333.0
2016-11-28,8120,8240,8030,8240,148952,396619.0,48133333.0
2016-11-29,8210,8480,8210,8400,275875,404320.0,48133333.0
2016-11-30,8380,8380,8130,8170,374272,393249.0,48133333.0
2016-12-01,8130,8170,8010,8070,176446,388436.0,48133333.0
2016-12-02,8050,8170,7870,8060,102109,387955.0,48133333.0
2016-12-05,8000,8100,7950,8060,108664,387955.0,48133333.0
2016-12-06,8000,8150,7950,7990,183006,384585.0,48133333.0
2016-12-07,8030,8050,7870,7960,120817,383141.0,48133333.0
2016-12-08,7980,8050,7860,7940,135608,382179.0,48133333.0
2016-12-09,8010,8020,7900,8020,125545,386029.0,48133333.0
2016-12-12,8120,8330,8060,8270,270579,398063.0,48133333.0
2016-12-13,8270,8380,8210,8310,139270,399988.0,48133333.0
2016-12-14,8380,8450,8240,8300,192572,399507.0,48133333.0
2016-12-15,8320,8350,8200,8330,124190,400951.0,48133333.0
2016-12-16,8350,8470,8250,8470,163807,407689.0,48133333.0
2016-12-19,8470,8940,8470,8780,536178,422611.0,48133333.0
2016-12-20,8770,8840,8530,8580,219593,412984.0,48133333.0
2016-12-21,8580,8690,8510,8520,161079,410096.0,48133333.0
2016-12-22,8520,8540,8280,8290,253429,399025.0,48133333.0
2016-12-23,8300,8400,8210,8320,115335,400469.0,48133333.0
2016-12-26,8330,8390,8150,8170,181179,393249.0,48133333.0
2016-12-27,8170,8250,8150,8180,104618,393731.0,48133333.0
2016-12-28,8160,8420,8120,8410,91606,404801.0,48133333.0
2016-12-29,8370,8580,8300,8580,199930,412984.0,48133333.0
2017-01-02,9110,9500,8680,8680,818732,417797.0,48133333.0
2017-01-03,8650,8860,8580,8600,248998,413947.0,48133333.0
2017-01-04,8650,8650,8500,8500,180085,409133.0,48133333.0
2017-01-05,8520,8650,8490,8540,159489,411059.0,48133333.0
2017-01-06,8530,8620,8510,8600,105878,413947.0,48133333.0
2017-01-09,8610,8650,8550,8590,128431,413465.0,48133333.0
2017-01-10,8560,8590,8430,8450,217820,406727.0,48133333.0
2017-01-11,8450,8520,8410,8410,120772,404801.0,48133333.0
2017-01-12,8410,8600,8300,8600,199171,413947.0,48133333.0
2017-01-13,8600,8650,8430,8480,150725,408171.0,48133333.0
2017-01-16,8450,8530,8420,8520,97053,410096.0,48133333.0
2017-01-17,8490,8620,8450,8500,151155,409133.0,48133333.0
2017-01-18,8460,8600,8450,8530,108372,410577.0,48133333.0
2017-01-19,8530,8570,8430,8430,91336,405764.0,48133333.0
2017-01-20,8420,8460,8310,8340,125098,401432.0,48133333.0
2017-01-23,8310,8410,8310,8310,114274,399988.0,48133333.0
2017-01-24,8250,8320,8160,8190,155240,394212.0,48133333.0
2017-01-25,8240,8310,8190,8200,87374,394693.0,48133333.0
2017-01-26,8300,8540,8300,8430,201424,405764.0,48133333.0
2017-01-31,8450,8600,8440,8470,156684,407689.0,48133333.0
2017-02-01,8540,8540,8400,8500,120307,409133.0,48133333.0
2017-02-02,8450,8530,8390,8460,195677,407208.0,48133333.0
2017-02-03,8370,8440,8320,8390,202861,403839.0,48133333.0
2017-02-06,8400,8750,8380,8710,256339,419241.0,48133333.0
2017-02-07,8710,8770,8610,8690,248749,418279.0,48133333.0
2017-02-08,8840,9060,8700,8800,701618,423573.0,48133333.0
2017-02-09,8870,9150,8800,9140,639649,439939.0,48133333.0
2017-02-10,9240,9430,8800,8850,1215896,425980.0,48133333.0
2017-02-13,8800,8950,8680,8940,383653,430312.0,48133333.0
2017-02-14,8940,8970,8840,8890,170132,427905.0,48133333.0
2017-02-15,8870,9030,8820,8920,166182,429349.0,48133333.0
2017-02-16,8970,8980,8840,8930,138074,429831.0,48133333.0
2017-02-17,8940,9040,8920,9020,162429,434163.0,48133333.0
2017-02-20,9060,9270,9030,9270,390811,446196.0,48133333.0
2017-02-21,9290,9420,9160,9190,358213,442345.0,48133333.0
2017-02-22,9150,9200,9060,9060,194895,436088.0,48133333.0
2017-02-23,9030,9170,8920,9010,277463,433681.0,48133333.0
2017-02-24,9060,9130,8990,9070,130513,436569.0,48133333.0
2017-02-27,9050,9070,8890,8960,208391,431275.0,48133333.0
2017-02-28,8960,9050,8870,9010,124588,433681.0,48133333.0
2017-03-02,9050,9060,8810,8830,190503,425017.0,48133333.0
2017-03-03,8750,8790,8550,8600,355614,413947.0,48133333.0
2017-03-06,8570,8670,8550,8650,137191,416353.0,48133333.0
2017-03-07,8610,8750,8610,8730,79700,420204.0,48133333.0
2017-03-08,8670,8770,8630,8720,97579,419723.0,48133333.0
2017-03-09,8700,8720,8560,8560,209730,412021.0,48133333.0
2017-03-10,8550,8640,8400,8500,311528,409133.0,48133333.0
2017-03-13,8500,8740,8500,8680,265290,417797.0,48133333.0
2017-03-14,8680,8760,8540,8570,281851,412503.0,48133333.0
2017-03-15,8560,8600,8500,8540,123853,411059.0,48133333.0
2017-03-16,8600,8600,8510,8590,156103,413465.0,48133333.0
2017-03-17,8590,8700,8550,8600,207232,413947.0,48133333.0
2017-03-20,8660,8850,8630,8850,477460,425980.0,48133333.0
2017-03-21,8810,8920,8780,8780,230298,422611.0,48133333.0
2017-03-22,8720,8810,8690,8720,165888,419723.0,48133333.0
2017-03-23,8870,8950,8700,8770,296108,422129.0,48133333.0
2017-03-24,8770,8850,8690,8850,138012,425980.0,48133333.0
2017-03-27,8850,9100,8800,9050,483081,435607.0,48133333.0
2017-03-28,9050,9160,9020,9130,274992,439457.0,48133333.0
2017-03-29,9150,9160,9020,9080,197568,437051.0,48133333.0
2017-03-30,9100,9100,8960,8960,176637,431275.0,48133333.0
2017-03-31,8900,9070,8900,9030,213327,434644.0,48133333.0
2017-04-03,9060,9160,8970,9010,244283,433681.0,48133333.0
2017-04-04,9060,9140,9000,9030,296247,434644.0,48133333.0
2017-04-05,9030,9050,8870,8910,368086,428868.0,48133333.0
2017-04-06,8930,9010,8880,8930,389719,429831.0,48133333.0
2017-04-07,9030,9090,8910,8940,313140,430312.0,48133333.0
2017-04-10,8970,9030,8670,8780,527396,422611.0,48133333.0
2017-04-11,8780,8840,8510,8700,531782,418760.0,48133333.0
2017-04-12,8690,8710,8560,8680,350549,417797.0,48133333.0
2017-04-13,8650,8740,8560,8680,324875,417797.0,48133333.0
2017-04-14,8700,8700,8570,8590,325094,413465.0,48133333.0
2017-04-17,8650,8830,8630,8830,572014,425017.0,48133333.0
2017-04-18,8850,8890,8730,8890,279912,427905.0,48133333.0
2017-04-19,8890,9100,8810,9100,541366,438013.0,48133333.0
2017-04-20,9060,9070,8950,8950,584269,430793.0,48133333.0
2017-04-21,8940,9020,8820,8910,363174,428868.0,48133333.0
2017-04-24,8900,8910,8740,8840,476459,425499.0,48133333.0
2017-04-25,8850,8860,8750,8820,391831,424536.0,48133333.0
2017-04-26,8850,9020,8840,9010,571071,433681.0,48133333.0
2017-04-27,9000,9060,8930,8970,458878,431756.0,48133333.0
2017-04-28,9000,9020,8840,8920,461928,429349.0,48133333.0
2017-05-02,8870,8910,8790,8860,390476,426461.0,48133333.0
2017-05-04,8860,9370,8860,9330,1067222,449084.0,48133333.0
2017-05-08,9400,9720,9360,9600,1541395,462080.0,48133333.0
2017-05-10,9730,9920,9630,9730,943647,468337.0,48133333.0
2017-05-11,9730,9890,9660,9770,462957,470263.0,48133333.0
2017-05-12,9740,10200,9710,10150,752698,488553.0,48133333.0
2017-05-15,10150,10400,10050,10250,727558,493367.0,48133333.0
2017-05-16,10100,10250,9950,10100,721075,486147.0,48133333.0
2017-05-17,10100,10650,10100,10600,843092,510213.0,48133333.0
2017-05-18,10450,10800,10350,10600,721365,510213.0,48133333.0
2017-05-19,10750,10950,10500,10650,693856,512620.0,48133333.0
2017-05-22,10750,11050,10500,10850,555577,522247.0,48133333.0
2017-05-23,10800,11350,10750,11250,788147,541500.0,48133333.0
2017-05-24,11150,11400,11000,11050,636312,531873.0,48133333.0
2017-05-25,11050,11700,10950,11650,667513,560753.0,48133333.0
2017-05-26,11650,11800,11600,11700,617229,563160.0,48133333.0
2017-05-29,11550,12050,11550,11950,594620,575193.0,48133333.0
2017-05-30,12000,12250,11850,12200,559271,587227.0,48133333.0
2017-05-31,12100,12850,12100,12800,735961,616107.0,48133333.0
2017-06-01,12800,13050,12150,12700,1279003,611293.0,48133333.0
2017-06-02,12850,12900,12500,12800,668806,616107.0,48133333.0
2017-06-05,12700,13400,12650,13200,632908,635360.0,48133333.0
2017-06-07,13150,14000,13050,13900,970870,669053.0,48133333.0
2017-06-08,14000,14400,13600,14000,1076051,673867.0,48133333.0
2017-06-09,13900,14150,13850,14000,470087,673867.0,48133333.0
2017-06-12,14000,14250,13550,13950,706112,671460.0,48133333.0
2017-06-13,13950,14050,12600,12700,2768838,611293.0,48133333.0
2017-06-14,12800,13400,12400,13250,2019792,637767.0,48133333.0
2017-06-15,13350,13500,12800,13250,769161,637767.0,48133333.0
2017-06-16,13200,13300,12900,13200,390454,635360.0,48133333.0
2017-06-19,13000,13150,12850,12850,524127,618513.0,48133333.0
2017-06-20,12650,13350,12600,12900,1094045,620920.0,48133333.0
2017-06-21,12850,12950,12050,12050,1347446,580007.0,48133333.0
2017-06-22,12150,12300,11600,11900,1184587,572787.0,48133333.0
2017-06-23,11850,12200,11800,12150,578271,584820.0,48133333.0
2017-06-26,12450,12550,11950,12000,748523,577600.0,48133333.0
2017-06-27,11800,12250,11500,12250,590458,589633.0,48133333.0
2017-06-28,12250,12350,12100,12200,357425,587227.0,48133333.0
2017-06-29,12200,12300,12100,12250,246746,589633.0,48133333.0
2017-06-30,12200,12300,12050,12150,270646,584820.0,48133333.0
2017-07-03,12100,12600,11950,12600,603682,606480.0,48133333.0
2017-07-04,12700,12850,12250,12250,866684,589633.0,48133333.0
2017-07-05,12350,12800,12300,12750,426723,613700.0,48133333.0
2017-07-06,12900,13100,12600,12650,447435,608887.0,48133333.0
2017-07-07,12650,12850,12600,12700,193726,611293.0,48133333.0
2017-07-10,12700,12800,12550,12600,157509,606480.0,48133333.0
2017-07-11,12600,12700,12200,12300,306069,592040.0,48133333.0
2017-07-12,12300,12500,12050,12400,305687,596853.0,48133333.0
2017-07-13,12400,12700,12350,12500,196294,601667.0,48133333.0
2017-07-14,12500,12600,12250,12400,217415,596853.0,48133333.0
2017-07-17,12450,12950,12450,12900,397813,620920.0,48133333.0
2017-07-18,12900,13550,12750,13350,716051,642580.0,48133333.0
2017-07-19,13400,13500,13200,13400,294632,644987.0,48133333.0
2017-07-20,13450,13750,13350,13500,334732,649800.0,48133333.0
2017-07-21,13450,13800,13450,13600,258062,654613.0,48133333.0
2017-07-24,13700,13700,12950,12950,540031,623327.0,48133333.0
2017-07-25,12800,13150,12550,12900,498384,620920.0,48133333.0
2017-07-26,12850,13000,12550,12550,454218,604073.0,48133333.0
2017-07-27,12550,12800,12450,12650,322155,608887.0,48133333.0
2017-07-28,12700,12800,12500,12650,248458,608887.0,48133333.0
2017-07-31,12500,12700,12350,12350,325301,594447.0,48133333.0
2017-08-01,12250,12450,12150,12400,380596,596853.0,48133333.0
2017-08-02,12450,12700,12350,12600,237743,606480.0,48133333.0
2017-08-03,12600,12700,12250,12450,309827,599260.0,48133333.0
2017-08-04,12500,13000,12450,12950,403125,623327.0,48133333.0
2017-08-07,13000,13400,13000,13250,412498,637767.0,48133333.0
2017-08-08,13400,13450,13100,13250,192226,637767.0,48133333.0
2017-08-09,13100,13250,12550,12800,534990,616107.0,48133333.0
2017-08-10,12700,12850,12100,12650,741616,608887.0,48133333.0
2017-08-11,12300,12400,12050,12250,633134,589633.0,48133333.0
2017-08-14,12300,12450,12050,12050,381330,580007.0,48133333.0
2017-08-16,12150,12350,12100,12300,292207,592040.0,48133333.0
2017-08-17,12400,12600,12400,12550,197935,604073.0,48133333.0
2017-08-18,12350,12450,12300,12350,231673,594447.0,48133333.0
2017-08-21,12400,12500,12300,12350,135458,594447.0,48133333.0
2017-08-22,12400,13000,12350,12900,419792,620920.0,48133333.0
2017-08-23,13100,13100,12550,12700,345877,611293.0,48133333.0
2017-08-24,12650,12800,12600,12800,157394,616107.0,48133333.0
2017-08-25,12800,12900,12650,12800,174598,616107.0,48133333.0
2017-08-28,12750,13050,12750,12950,237967,623327.0,48133333.0
2017-08-29,12900,13350,12700,13300,526048,640173.0,48133333.0
2017-08-30,13300,13350,13150,13300,223525,640173.0,48133333.0
2017-08-31,13400,14250,13350,13750,1141536,661833.0,48133333.0
2017-09-01,13850,14100,13500,13650,590028,657020.0,48133333.0
2017-09-04,12950,13400,12900,13050,789206,628140.0,48133333.0
2017-09-05,13200,13200,12700,13050,573149,628140.0,48133333.0
2017-09-06,13050,13400,13050,13300,439956,640173.0,48133333.0
2017-09-07,13500,13700,13200,13350,492868,642580.0,48133333.0
2017-09-08,13400,13450,13150,13300,304202,640173.0,48133333.0
2017-09-11,13300,13650,13300,13600,410245,654613.0,48133333.0
2017-09-12,13700,13900,13450,13500,414835,649800.0,48133333.0
2017-09-13,13500,13500,13250,13450,300137,647393.0,48133333.0
2017-09-14,13450,13450,13300,13400,182254,644987.0,48133333.0
2017-09-15,13200,13200,10750,11500,9178524,553533.0,48133333.0
2017-09-18,11750,12200,11650,11800,1344894,567973.0,48133333.0
2017-09-19,11850,12050,11400,11550,910712,555940.0,48133333.0
2017-09-20,11550,11650,10900,11100,979279,534280.0,48133333.0
2017-09-21,11000,11050,10300,10600,1197299,510213.0,48133333.0
2017-09-22,10500,10950,9960,10100,1425700,486147.0,48133333.0
2017-09-25,10050,10250,9580,9840,1378254,473632.0,48133333.0
2017-09-26,9630,10300,9630,10300,928464,495773.0,48133333.0
2017-09-27,10350,10700,10150,10350,797378,498180.0,48133333.0
2017-09-28,10450,10700,10300,10600,398755,510213.0,48133333.0
2017-09-29,10750,11250,10650,11100,813145,534280.0,48133333.0
2017-10-10,11250,11650,11100,11150,567161,536687.0,48133333.0
2017-10-11,11150,11250,11000,11050,316465,531873.0,48133333.0
2017-10-12,11100,11450,11000,11350,334444,546313.0,48133333.0
2017-10-13,11450,11450,11000,11350,355577,546313.0,48133333.0
2017-10-16,11350,11350,11050,11200,290810,539093.0,48133333.0
2017-10-17,11250,11450,11100,11250,322790,541500.0,48133333.0
2017-10-18,11300,11350,11000,11050,300205,531873.0,48133333.0
2017-10-19,11100,11450,11000,11450,419781,551127.0,48133333.0
2017-10-20,11500,11750,11350,11550,360522,555940.0,48133333.0
2017-10-23,11700,12050,11500,12000,468062,577600.0,48133333.0
2017-10-24,12100,12600,12050,12400,679925,596853.0,48133333.0
2017-10-25,12450,12450,12250,12300,357177,592040.0,48133333.0
2017-10-26,12300,12550,12250,12450,358674,599260.0,48133333.0
2017-10-27,12500,12700,12450,12700,340994,611293.0,48133333.0
2017-10-30,13000,13050,12700,12800,396747,616107.0,48133333.0
2017-10-31,12800,12900,12400,12850,486396,618513.0,48133333.0
2017-11-01,12900,12950,11900,12150,979771,584820.0,48133333.0
2017-11-02,12150,12300,11500,11950,1152018,575193.0,48133333.0
2017-11-03,11850,12150,11750,12000,388463,577600.0,48133333.0
2017-11-06,12000,12150,11600,11600,449486,558347.0,48133333.0
2017-11-07,11550,11800,11350,11750,365214,565567.0,48133333.0
2017-11-08,11750,12300,11600,12100,506488,582413.0,48133333.0
2017-11-09,12050,12400,11850,11950,329309,575193.0,48133333.0
2017-11-10,11900,12100,11850,11950,341360,575193.0,48133333.0
2017-11-13,11900,12000,11700,11850,391762,570380.0,48133333.0
2017-11-14,11850,11850,11250,11450,832061,551127.0,48133333.0
2017-11-15,11350,11550,11000,11100,627802,534280.0,48133333.0
2017-11-16,11150,12050,11150,11750,785816,565567.0,48133333.0
2017-11-17,11900,12100,11600,11750,387274,565567.0,48133333.0
2017-11-20,11900,12000,11750,11850,315859,570380.0,48133333.0
2017-11-21,11900,11900,11250,11300,731644,543907.0,48133333.0
2017-11-22,11250,11600,11100,11300,467653,543907.0,48133333.0
2017-11-23,11500,11650,11300,11400,302435,548720.0,48133333.0
2017-11-24,11400,11750,11350,11550,381251,555940.0,48133333.0
2017-11-27,11700,11800,11600,11750,307151,565567.0,48133333.0
2017-11-28,11800,11850,11550,11600,273937,558347.0,48133333.0
2017-11-29,11400,11650,11300,11400,434626,548720.0,48133333.0
2017-11-30,11400,11400,10950,10950,744354,527060.0,48133333.0
2017-12-01,11100,11250,10900,11000,342194,529467.0,48133333.0
2017-12-04,11150,11300,10900,11150,301517,536687.0,48133333.0
2017-12-05,11200,11300,10950,11100,414425,534280.0,48133333.0
2017-12-06,10700,10900,10400,10600,845686,510213.0,48133333.0
2017-12-07,10800,11200,10550,11200,726712,539093.0,48133333.0
2017-12-08,11000,11100,10300,10300,660944,495773.0,48133333.0
2017-12-11,10600,10800,10350,10350,477935,498180.0,48133333.0
2017-12-12,10350,10750,10300,10750,381948,517433.0,48133333.0
2017-12-13,10650,10900,10600,10650,303858,512620.0,48133333.0
2017-12-14,10700,10850,10600,10650,273252,512620.0,48133333.0
2017-12-15,10700,10800,10550,10800,303096,519840.0,48133333.0
2017-12-18,10800,11150,10650,10900,692001,524653.0,48133333.0
2017-12-19,10900,10950,10400,10500,635836,505400.0,48133333.0
2017-12-20,10500,10700,9960,10000,679634,481333.0,48133333.0
2017-12-21,10000,10350,9940,10000,608181,481333.0,48133333.0
2017-12-22,10050,10100,9600,9950,681172,478927.0,48133333.0
2017-12-26,9950,10000,9770,9860,393300,474595.0,48133333.0
2017-12-27,9840,10350,9810,10150,439893,488553.0,48133333.0
2017-12-28,10200,10450,10050,10450,383821,502993.0,48133333.0
2018-01-02,11200,11700,10550,10650,1418769,512620.0,48133333.0
2018-01-03,10600,11000,10450,10800,972771,519840.0,48133333.0
2018-01-04,10900,10950,10450,10550,689962,507807.0,48133333.0
2018-01-05,10650,10700,10250,10350,628976,498180.0,48133333.0
2018-01-08,10550,10700,10250,10500,882459,505400.0,48133333.0
2018-01-09,10650,10750,10100,10200,854596,490960.0,48133333.0
2018-01-10,10400,12550,10300,12500,5425035,601667.0,48133333.0
2018-01-11,12300,12500,11100,11200,4331205,539093.0,48133333.0
2018-01-12,11250,11500,10600,10850,2276414,522247.0,48133333.0
2018-01-15,10950,11350,10750,10850,1253103,522247.0,48133333.0
2018-01-16,10750,11050,10750,10800,801906,519840.0,48133333.0
2018-01-17,10950,11200,10800,10900,911193,524653.0,48133333.0
2018-01-18,11000,11050,10700,10800,628922,519840.0,48133333.0
2018-01-19,10850,10850,10450,10600,831770,510213.0,48133333.0
2018-01-22,10700,11100,10550,10600,3684251,510213.0,48133333.0
2018-01-23,10750,10800,10500,10600,633261,510213.0,48133333.0
2018-01-24,10650,10650,10250,10400,984144,500587.0,48133333.0
2018-01-25,10300,10800,10300,10700,874194,515027.0,48133333.0
2018-01-26,10700,10850,10550,10650,417553,512620.0,48133333.0
2018-01-29,10650,10750,10550,10650,620860,512620.0,48133333.0
2018-01-30,10550,10650,10450,10500,437249,505400.0,48133333.0
2018-01-31,10500,10700,10350,10400,421030,500587.0,48133333.0
2018-02-01,10450,10550,10350,10550,362547,507807.0,48133333.0
2018-02-02,10550,10600,10150,10350,580209,498180.0,48133333.0
2018-02-05,10100,10750,10100,10350,775221,498180.0,48133333.0
2018-02-06,10000,10200,9620,9960,990126,479408.0,48133333.0
2018-02-07,10150,10300,9530,9530,735863,458711.0,48133333.0
