비상교육(100220),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-03-03,9639,9715,9601,9678,3690,124835.0,9791000.0
2010-03-04,9639,9715,9563,9564,3633,123367.0,9791000.0
2010-03-05,9563,9867,9563,9792,12483,126304.0,9791000.0
2010-03-08,9791,9791,9601,9716,10610,125325.0,9791000.0
2010-03-09,9791,9791,9639,9716,1170,125325.0,9791000.0
2010-03-10,9753,9753,9563,9602,4702,123856.0,9791000.0
2010-03-11,9563,9563,9297,9413,14281,121408.0,9791000.0
2010-03-12,9411,9563,9374,9564,4212,123367.0,9791000.0
2010-03-15,9563,9563,9260,9336,11197,120429.0,9791000.0
2010-03-16,9222,9411,9146,9413,5170,121408.0,9791000.0
2010-03-17,9374,9487,9335,9413,880,121408.0,9791000.0
2010-03-18,9411,9791,9374,9640,13100,124346.0,9791000.0
2010-03-19,9639,9639,9374,9450,7821,121898.0,9791000.0
2010-03-22,9297,9335,9146,9336,5550,120429.0,9791000.0
2010-03-23,9335,9374,9260,9336,2110,120429.0,9791000.0
2010-03-24,9297,9487,9222,9413,5690,121408.0,9791000.0
2010-03-25,9411,9411,9297,9413,300,121408.0,9791000.0
2010-03-26,9374,9487,9260,9299,2620,119940.0,9791000.0
2010-03-29,9183,9260,9108,9185,9440,118471.0,9791000.0
2010-03-30,9222,9222,9069,9146,2760,117982.0,9791000.0
2010-03-31,9108,9677,9032,9640,8850,124346.0,9791000.0
2010-04-01,9601,9677,9374,9526,2830,122877.0,9791000.0
2010-04-02,9487,9487,9297,9374,1280,120919.0,9791000.0
2010-04-05,9335,9374,9108,9185,3281,118471.0,9791000.0
2010-04-06,9222,9222,8994,9146,4730,117982.0,9791000.0
2010-04-07,9146,9183,9069,9185,2510,118471.0,9791000.0
2010-04-08,9146,9260,9032,9260,5210,119450.0,9791000.0
2010-04-09,9108,9222,9069,9222,1420,118961.0,9791000.0
2010-04-12,9032,9183,9032,9109,2211,117492.0,9791000.0
2010-04-13,9032,9260,9032,9109,3000,117492.0,9791000.0
2010-04-14,9108,9260,9108,9260,1040,119450.0,9791000.0
2010-04-15,9297,9335,9146,9222,2290,118961.0,9791000.0
2010-04-16,9222,9260,9108,9222,950,118961.0,9791000.0
2010-04-19,9183,9297,9069,9185,5070,118471.0,9791000.0
2010-04-20,9146,9222,9069,9071,9260,117002.0,9791000.0
2010-04-21,9108,9108,9032,9032,9790,116513.0,9791000.0
2010-04-22,9032,9108,9032,9109,3303,117492.0,9791000.0
2010-04-23,9108,9146,9032,9109,9464,117492.0,9791000.0
2010-04-26,9108,9108,9069,9109,5110,117492.0,9791000.0
2010-04-27,9108,9146,9032,9109,10030,117492.0,9791000.0
2010-04-28,9032,9069,8918,9032,3410,116513.0,9791000.0
2010-04-29,8994,9108,8842,9071,9926,117002.0,9791000.0
2010-04-30,9069,9146,9032,9071,2294,117002.0,9791000.0
2010-05-03,9069,9069,8804,8918,4940,115044.0,9791000.0
2010-05-04,8766,8880,8652,8729,6890,112596.0,9791000.0
2010-05-06,8614,8614,8462,8539,6750,110149.0,9791000.0
2010-05-07,8425,8425,8121,8425,5900,108680.0,9791000.0
2010-05-10,8311,8576,8311,8578,3060,110638.0,9791000.0
2010-05-11,8614,8690,8539,8692,1300,112107.0,9791000.0
2010-05-12,8501,8539,8197,8387,3616,108191.0,9791000.0
2010-05-13,8387,8539,8387,8501,3550,109659.0,9791000.0
2010-05-14,8576,8576,8273,8425,860,108680.0,9791000.0
2010-05-17,8348,8348,7969,8236,6220,106232.0,9791000.0
2010-05-18,8234,9146,8121,8501,7431,109659.0,9791000.0
2010-05-19,8311,8311,8121,8274,2340,106722.0,9791000.0
2010-05-20,8159,8273,7855,7970,6490,102806.0,9791000.0
2010-05-24,7741,8045,7741,8046,1520,103785.0,9791000.0
2010-05-25,7741,7893,7476,7818,4700,100847.0,9791000.0
2010-05-26,7741,7779,7590,7666,3991,98889.0,9791000.0
2010-05-27,7590,8121,7513,7743,10290,99868.0,9791000.0
2010-05-28,7704,8007,7666,7818,1940,100847.0,9791000.0
2010-05-31,7704,7741,7590,7590,4660,97910.0,9791000.0
2010-06-01,7513,7704,7513,7704,3540,99379.0,9791000.0
2010-06-03,7627,7817,7627,7743,2670,99868.0,9791000.0
2010-06-04,7666,8007,7666,7818,4290,100847.0,9791000.0
2010-06-07,7893,7893,7590,7818,750,100847.0,9791000.0
2010-06-08,7590,7931,7590,7932,4390,102316.0,9791000.0
2010-06-09,7931,7969,7741,7857,2040,101337.0,9791000.0
2010-06-10,7779,7931,7666,7818,2780,100847.0,9791000.0
2010-06-11,7817,7931,7741,7894,1655,101826.0,9791000.0
2010-06-14,7893,7893,7704,7704,4090,99379.0,9791000.0
2010-06-15,7704,7931,7666,7818,751,100847.0,9791000.0
2010-06-16,7817,7969,7704,7970,7010,102806.0,9791000.0
2010-06-17,7855,7893,7779,7857,1140,101337.0,9791000.0
2010-06-18,7893,7893,7741,7857,3210,101337.0,9791000.0
2010-06-21,7855,8501,7666,8122,4800,104764.0,9791000.0
2010-06-22,7969,8121,7931,8122,1160,104764.0,9791000.0
2010-06-23,8121,8121,7817,8046,290,103785.0,9791000.0
2010-06-24,7741,7893,7704,7743,6479,99868.0,9791000.0
2010-06-25,7741,7817,7704,7743,2600,99868.0,9791000.0
2010-06-28,7893,7893,7704,7743,1740,99868.0,9791000.0
2010-06-29,7741,7817,7741,7743,710,99868.0,9791000.0
2010-06-30,7590,8121,7552,8046,5140,103785.0,9791000.0
2010-07-01,7779,8045,7779,8046,150,103785.0,9791000.0
2010-07-02,7817,7969,7779,7818,1550,100847.0,9791000.0
2010-07-05,7969,7969,7741,7857,460,101337.0,9791000.0
2010-07-06,7931,7931,7741,7818,690,100847.0,9791000.0
2010-07-07,7741,7931,7666,7780,1360,100358.0,9791000.0
2010-07-08,7817,7855,7779,7818,1520,100847.0,9791000.0
2010-07-09,7855,7855,7666,7780,3090,100358.0,9791000.0
2010-07-12,7817,7893,7666,7666,1831,98889.0,9791000.0
2010-07-13,7704,7741,7582,7583,4140,97812.0,9791000.0
2010-07-14,7627,7969,7627,7743,2720,99868.0,9791000.0
2010-07-15,7893,7893,7590,7666,5150,98889.0,9791000.0
2010-07-16,7704,7704,7627,7704,510,99379.0,9791000.0
2010-07-19,7704,7704,7552,7575,9964,97714.0,9791000.0
2010-07-20,7513,7567,7499,7568,4820,97616.0,9791000.0
2010-07-21,7567,7590,7552,7583,1230,97812.0,9791000.0
2010-07-22,7529,7574,7438,7446,11805,96050.0,9791000.0
2010-07-23,7445,7574,7438,7568,2240,97616.0,9791000.0
2010-07-26,7574,7574,7066,7067,31661,91154.0,9791000.0
2010-07-27,7157,7385,7134,7348,9111,94777.0,9791000.0
2010-07-28,7347,7347,6831,7082,15049,91350.0,9791000.0
2010-07-29,7081,7089,6906,7044,26542,90860.0,9791000.0
2010-07-30,7043,7157,6937,7157,4460,92329.0,9791000.0
2010-08-02,7157,7339,7157,7325,2390,94483.0,9791000.0
2010-08-03,7354,7354,7111,7348,2051,94777.0,9791000.0
2010-08-04,7332,7339,7241,7264,1070,93700.0,9791000.0
2010-08-05,7195,7278,7096,7257,2520,93602.0,9791000.0
2010-08-06,7111,7210,6945,7136,1561,92035.0,9791000.0
2010-08-09,6906,7248,6906,7166,4751,92427.0,9791000.0
2010-08-10,7202,7202,6982,7136,5570,92035.0,9791000.0
2010-08-11,7066,7066,6831,6999,15990,90273.0,9791000.0
2010-08-12,6982,7043,6846,6930,7441,89392.0,9791000.0
2010-08-13,7058,7058,6869,6983,4783,90077.0,9791000.0
2010-08-16,6982,7050,6922,7036,5002,90763.0,9791000.0
2010-08-17,6952,7027,6922,7013,3521,90469.0,9791000.0
2010-08-18,7043,7332,7043,7136,33545,92035.0,9791000.0
2010-08-19,7134,7210,7020,7173,7681,92525.0,9791000.0
2010-08-20,7096,7210,7027,7188,11720,92721.0,9791000.0
2010-08-23,7255,7255,7127,7196,7061,92819.0,9791000.0
2010-08-24,7058,7202,7058,7180,1580,92623.0,9791000.0
2010-08-25,7241,7241,7073,7173,1700,92525.0,9791000.0
2010-08-26,7104,7164,7096,7150,1470,92231.0,9791000.0
2010-08-27,7150,7150,7020,7113,2850,91742.0,9791000.0
2010-08-30,7073,7157,7036,7059,3560,91056.0,9791000.0
2010-08-31,7027,7104,6959,7074,2050,91252.0,9791000.0
2010-09-01,7073,7073,6975,7074,700,91252.0,9791000.0
2010-09-02,7134,7134,6975,7082,1410,91350.0,9791000.0
2010-09-03,7005,7081,6982,7059,910,91056.0,9791000.0
2010-09-06,7058,7248,6990,7249,2373,93504.0,9791000.0
2010-09-07,7036,7248,7036,7157,1690,92329.0,9791000.0
2010-09-08,7096,7134,6922,7059,4040,91056.0,9791000.0
2010-09-09,7043,7089,6967,7013,4298,90469.0,9791000.0
2010-09-10,7013,7134,6975,7036,1760,90763.0,9791000.0
2010-09-13,7027,7036,6922,6961,2450,89783.0,9791000.0
2010-09-14,6959,7058,6959,6976,640,89979.0,9791000.0
2010-09-15,6982,7020,6906,6953,5940,89686.0,9791000.0
2010-09-16,6922,6959,6906,6961,4360,89783.0,9791000.0
2010-09-17,7027,7089,6937,7006,1521,90371.0,9791000.0
2010-09-20,6914,6945,6808,6839,34900,88217.0,9791000.0
2010-09-24,6883,6959,6853,6908,4709,89098.0,9791000.0
2010-09-27,6906,6982,6838,6877,24560,88706.0,9791000.0
2010-09-28,6861,6899,6732,6733,28667,86846.0,9791000.0
2010-09-29,6815,6815,6573,6672,31211,86063.0,9791000.0
2010-09-30,6580,6739,6580,6740,26210,86944.0,9791000.0
2010-10-01,6641,6739,6641,6740,7349,86944.0,9791000.0
2010-10-04,6678,6853,6678,6740,13760,86944.0,9791000.0
2010-10-05,6899,6982,6831,6945,35733,89588.0,9791000.0
2010-10-06,7020,7187,6997,7188,30431,92721.0,9791000.0
2010-10-07,7354,7476,7195,7378,25960,95169.0,9791000.0
2010-10-08,7377,7377,7210,7211,12470,93014.0,9791000.0
2010-10-11,7195,7195,7073,7173,14031,92525.0,9791000.0
2010-10-12,7066,7172,6990,7173,22580,92525.0,9791000.0
2010-10-13,7172,7286,7150,7287,13507,93994.0,9791000.0
2010-10-14,7286,7286,7127,7143,15480,92133.0,9791000.0
2010-10-15,7180,7210,7141,7166,8610,92427.0,9791000.0
2010-10-18,7119,7248,7119,7249,12317,93504.0,9791000.0
2010-10-19,7210,7241,7180,7188,16231,92721.0,9791000.0
2010-10-20,7127,7324,7043,7264,27053,93700.0,9791000.0
2010-10-21,7415,7415,7248,7362,19371,94973.0,9791000.0
2010-10-22,7362,7362,7324,7332,9249,94581.0,9791000.0
2010-10-25,7362,8045,7324,7743,27010,99868.0,9791000.0
2010-10-26,7704,7855,7627,7780,23050,100358.0,9791000.0
2010-10-27,7817,8121,7779,7818,17306,100847.0,9791000.0
2010-10-28,7817,7855,7704,7818,8277,100847.0,9791000.0
2010-10-29,7741,7931,7453,7818,18245,100847.0,9791000.0
2010-11-01,7817,7893,7627,7818,13659,100847.0,9791000.0
2010-11-02,7817,7817,7590,7780,9222,100358.0,9791000.0
2010-11-03,7817,7817,7627,7666,6714,98889.0,9791000.0
2010-11-04,7741,7741,7552,7560,8487,97518.0,9791000.0
2010-11-05,7590,7590,7248,7515,22360,96931.0,9791000.0
2010-11-08,7506,7522,7399,7446,10710,96050.0,9791000.0
2010-11-09,7969,7969,7513,7538,15170,97225.0,9791000.0
2010-11-10,7582,7590,7513,7583,3455,97812.0,9791000.0
2010-11-11,7590,7590,7513,7575,6940,97714.0,9791000.0
2010-11-12,7590,7590,7369,7507,6640,96833.0,9791000.0
2010-11-15,7506,7506,7324,7385,5420,95266.0,9791000.0
2010-11-16,7316,7408,7058,7166,9612,92427.0,9791000.0
2010-11-17,7157,7157,7058,7127,5490,91937.0,9791000.0
2010-11-18,7066,7339,7058,7257,17447,93602.0,9791000.0
2010-11-19,7346,7346,7195,7196,6320,92819.0,9791000.0
2010-11-22,7202,7286,7180,7218,3461,93112.0,9791000.0
2010-11-23,7286,7286,7180,7257,3372,93602.0,9791000.0
2010-11-24,7096,7286,7050,7211,8240,93014.0,9791000.0
2010-11-25,7141,7324,7141,7218,5570,93112.0,9791000.0
2010-11-26,7150,7339,7134,7150,8436,92231.0,9791000.0
2010-11-29,7210,7210,7141,7166,3637,92427.0,9791000.0
2010-11-30,7271,7271,6929,6983,16424,90077.0,9791000.0
2010-12-01,7172,7172,6982,7136,5900,92035.0,9791000.0
2010-12-02,7134,7210,6945,7188,6950,92721.0,9791000.0
2010-12-03,7187,7264,7096,7150,5930,92231.0,9791000.0
2010-12-06,7081,7157,7043,7113,7350,91742.0,9791000.0
2010-12-07,7096,7210,7066,7211,3134,93014.0,9791000.0
2010-12-08,7248,7264,7111,7218,10610,93112.0,9791000.0
2010-12-09,7164,7590,7164,7568,29726,97616.0,9791000.0
2010-12-10,7574,7666,7483,7568,11330,97616.0,9791000.0
2010-12-13,7590,7893,7567,7704,34830,99379.0,9791000.0
2010-12-14,7590,8652,7590,8653,150365,111617.0,9791000.0
2010-12-15,9032,9032,8690,8957,81733,115534.0,9791000.0
2010-12-16,8880,8880,8462,8767,23058,113086.0,9791000.0
2010-12-17,8614,9297,8614,8957,38158,115534.0,9791000.0
2010-12-20,8956,8994,8728,8881,17940,114555.0,9791000.0
2010-12-21,8880,9222,8652,8918,34171,115044.0,9791000.0
2010-12-22,8956,8956,8690,8767,20861,113086.0,9791000.0
2010-12-23,8918,9677,8804,9678,83060,124835.0,9791000.0
2010-12-24,9715,10322,9677,10134,90261,130710.0,9791000.0
2010-12-27,9904,10398,9867,10057,77447,129731.0,9791000.0
2010-12-28,10018,10209,9981,10209,85350,131689.0,9791000.0
2010-12-29,9753,10026,9069,9115,112736,97910.0,9791000.0
2010-12-30,9069,9252,8714,8833,51675,94875.0,9791000.0
2011-01-03,8841,8887,8522,8550,31658,91840.0,9791000.0
2011-01-04,8486,8522,8222,8341,63282,89588.0,9791000.0
2011-01-05,8431,8568,8340,8450,46088,90763.0,9791000.0
2011-01-06,8459,8522,8413,8414,15020,90371.0,9791000.0
2011-01-07,8404,9078,8358,9061,60530,97323.0,9791000.0
2011-01-10,9024,9252,8805,9088,18220,97616.0,9791000.0
2011-01-11,9206,9206,8750,8942,6220,96050.0,9791000.0
2011-01-12,9115,9115,8732,8878,14260,95364.0,9791000.0
2011-01-13,8878,8905,8641,8723,12131,93700.0,9791000.0
2011-01-14,8705,8741,8532,8651,8990,92917.0,9791000.0
2011-01-17,8796,8796,8550,8550,8506,91840.0,9791000.0
2011-01-18,8677,8677,8367,8450,12250,90763.0,9791000.0
2011-01-19,8358,8513,8358,8514,7830,91448.0,9791000.0
2011-01-20,8632,8632,8377,8568,12000,92035.0,9791000.0
2011-01-21,8577,8577,8222,8222,20350,88315.0,9791000.0
2011-01-24,8258,8386,8231,8331,4590,89490.0,9791000.0
2011-01-25,8395,8404,8295,8377,4144,89979.0,9791000.0
2011-01-26,8431,8513,8295,8377,4760,89979.0,9791000.0
2011-01-27,8295,8404,8276,8277,4080,88902.0,9791000.0
2011-01-28,8285,8304,8185,8277,12340,88902.0,9791000.0
2011-01-31,8285,8422,8076,8414,5020,90371.0,9791000.0
2011-02-01,8212,8413,8212,8377,3450,89979.0,9791000.0
2011-02-07,8413,8413,8203,8331,10510,89490.0,9791000.0
2011-02-08,8331,8395,8203,8331,10611,89490.0,9791000.0
2011-02-09,8276,8276,8185,8277,6370,88902.0,9791000.0
2011-02-10,8149,8322,8112,8158,3410,87629.0,9791000.0
2011-02-11,8240,8276,8121,8158,2600,87629.0,9791000.0
2011-02-14,8112,8222,8112,8177,3330,87825.0,9791000.0
2011-02-15,8313,8313,8130,8131,4941,87336.0,9791000.0
2011-02-16,7994,8185,7994,8177,10000,87825.0,9791000.0
2011-02-17,8185,8203,7985,8094,10031,86944.0,9791000.0
2011-02-18,8130,8249,8130,8231,9440,88413.0,9791000.0
2011-02-21,8249,8249,8158,8204,3802,88119.0,9791000.0
2011-02-22,7018,8185,7018,8149,1760,87532.0,9791000.0
2011-02-23,8185,8185,7975,8040,7110,86357.0,9791000.0
2011-02-24,7975,8240,7292,8040,6060,86357.0,9791000.0
2011-02-25,7802,8067,7802,8058,3930,86552.0,9791000.0
2011-02-28,8076,8076,7784,7994,3711,85867.0,9791000.0
2011-03-02,7757,7985,7757,7921,2160,85084.0,9791000.0
2011-03-03,8167,8167,7839,7867,4160,84496.0,9791000.0
2011-03-04,7903,7975,7793,7794,5139,83713.0,9791000.0
2011-03-07,7802,7966,7720,7967,4960,85573.0,9791000.0
2011-03-08,7966,8085,7793,7940,5190,85280.0,9791000.0
2011-03-09,8003,8039,7921,7967,5190,85573.0,9791000.0
2011-03-10,7985,8513,7966,8423,24130,90469.0,9791000.0
2011-03-11,8340,8422,8249,8414,7760,90371.0,9791000.0
2011-03-14,8386,8459,8094,8331,9410,89490.0,9791000.0
2011-03-15,8130,8331,7656,8213,12860,88217.0,9791000.0
2011-03-16,8295,8340,8057,8177,4440,87825.0,9791000.0
2011-03-17,8176,8295,7921,8177,4740,87825.0,9791000.0
2011-03-18,8185,8185,8021,8067,1641,86650.0,9791000.0
2011-03-21,8067,8140,8067,8113,8400,87140.0,9791000.0
2011-03-22,8112,8158,8067,8113,5780,87140.0,9791000.0
2011-03-23,8121,8140,7975,8094,11140,86944.0,9791000.0
2011-03-24,8103,8203,8094,8195,6710,88021.0,9791000.0
2011-03-25,8203,8203,8140,8149,6202,87532.0,9791000.0
2011-03-28,8149,8203,8057,8122,6005,87238.0,9791000.0
2011-03-29,8121,8130,8021,8131,16250,87336.0,9791000.0
2011-03-30,8112,8158,8039,8058,21310,86552.0,9791000.0
2011-03-31,8039,8222,8021,8222,7783,88315.0,9791000.0
2011-04-01,8203,8285,8149,8240,6870,88511.0,9791000.0
2011-04-04,8249,8513,8249,8496,17060,91252.0,9791000.0
2011-04-05,8495,8869,8495,8860,45539,95169.0,9791000.0
2011-04-06,8860,8860,8696,8805,15827,94581.0,9791000.0
2011-04-07,8805,8805,8696,8787,9180,94385.0,9791000.0
2011-04-08,8787,8787,8705,8742,6690,93896.0,9791000.0
2011-04-11,8677,8741,8522,8605,22967,92427.0,9791000.0
2011-04-12,8604,8604,8495,8568,12290,92035.0,9791000.0
2011-04-13,8532,8559,8477,8523,8231,91546.0,9791000.0
2011-04-14,8431,8614,8431,8614,8620,92525.0,9791000.0
2011-04-15,8495,8659,8495,8614,12342,92525.0,9791000.0
2011-04-18,8449,8614,8349,8450,43616,109303.0,11791000.0
2011-04-19,8367,8623,8367,8587,29396,111071.0,11791000.0
2011-04-20,8577,9069,8577,9033,44983,116849.0,11791000.0
2011-04-21,9051,9434,8942,9161,78897,118500.0,11791000.0
2011-04-22,9024,9115,8896,8970,26824,116023.0,11791000.0
2011-04-25,8896,9252,8896,8979,15378,116141.0,11791000.0
2011-04-26,8896,8969,8513,8514,40077,110128.0,11791000.0
2011-04-27,8522,8741,8504,8568,10083,110835.0,11791000.0
2011-04-28,8577,8750,8577,8605,6884,111307.0,11791000.0
2011-04-29,8614,8796,8586,8660,24883,112014.0,11791000.0
2011-05-02,9015,9662,8851,9389,89576,121447.0,11791000.0
2011-05-03,9480,10072,9252,9799,113128,126753.0,11791000.0
2011-05-04,9799,9844,9388,9434,41684,122037.0,11791000.0
2011-05-06,9297,9571,9160,9571,18551,123806.0,11791000.0
2011-05-09,9434,10756,9343,10528,124314,136186.0,11791000.0
2011-05-11,10437,10619,10163,10437,46677,135007.0,11791000.0
2011-05-12,10345,10756,9981,10164,64073,131470.0,11791000.0
2011-05-13,10118,10163,9616,9662,47596,124985.0,11791000.0
2011-05-16,9799,10026,9388,9799,33913,126753.0,11791000.0
2011-05-17,9616,9935,9525,9753,20144,126164.0,11791000.0
2011-05-18,9571,9844,9434,9434,32420,122037.0,11791000.0
2011-05-19,9434,9662,9343,9571,20941,123806.0,11791000.0
2011-05-20,9571,9844,9160,9252,32460,119679.0,11791000.0
2011-05-23,9252,9525,9078,9389,25204,121447.0,11791000.0
2011-05-24,9388,9571,9160,9298,12445,120268.0,11791000.0
2011-05-25,9297,9297,8942,8960,22883,115906.0,11791000.0
2011-05-26,8933,9206,8933,9207,22496,119089.0,11791000.0
2011-05-27,9160,9388,9160,9389,12203,121447.0,11791000.0
2011-05-30,9571,9571,9160,9480,14401,122626.0,11791000.0
2011-05-31,9480,9480,8933,9343,12010,120858.0,11791000.0
2011-06-01,9206,9343,9069,9088,24810,117556.0,11791000.0
2011-06-02,9069,9115,8677,8751,44028,113194.0,11791000.0
2011-06-03,8841,9106,8814,8933,24262,115552.0,11791000.0
2011-06-07,8787,9024,8550,8550,19432,110600.0,11791000.0
2011-06-08,8568,8732,8386,8514,9735,110128.0,11791000.0
2011-06-09,8349,8550,8349,8432,16754,109067.0,11791000.0
2011-06-10,8550,8550,8340,8423,12891,108949.0,11791000.0
2011-06-13,8422,8422,8203,8222,10626,106355.0,11791000.0
2011-06-14,8094,8386,8094,8313,4439,107534.0,11791000.0
2011-06-15,8340,8477,8267,8295,9440,107298.0,11791000.0
2011-06-16,8304,8477,8203,8222,10310,106355.0,11791000.0
2011-06-17,8112,8231,8067,8186,26170,105883.0,11791000.0
2011-06-20,8185,8550,8185,8468,6680,109538.0,11791000.0
2011-06-21,8340,8595,8340,8568,5420,110835.0,11791000.0
2011-06-22,8568,8614,8495,8505,6400,110010.0,11791000.0
2011-06-23,8504,8614,8404,8532,5277,110364.0,11791000.0
2011-06-24,8714,8714,8531,8559,4480,110717.0,11791000.0
2011-06-27,8559,8586,8340,8377,5350,108359.0,11791000.0
2011-06-28,8459,8650,8404,8496,7040,109892.0,11791000.0
2011-06-29,8495,8741,8495,8568,8086,110835.0,11791000.0
2011-06-30,8477,8705,8477,8568,8810,110835.0,11791000.0
2011-07-01,8823,8823,8495,8541,8441,110482.0,11791000.0
2011-07-04,8486,8513,8377,8459,17443,109420.0,11791000.0
2011-07-05,8440,8568,8431,8459,8020,109420.0,11791000.0
2011-07-06,8395,8559,8367,8523,9440,110246.0,11791000.0
2011-07-07,8568,8614,8431,8614,6070,111425.0,11791000.0
2011-07-08,8614,8614,8513,8550,10396,110600.0,11791000.0
2011-07-11,8431,8641,8295,8632,28036,111661.0,11791000.0
2011-07-12,8632,8632,8440,8468,7780,109538.0,11791000.0
2011-07-13,8522,8541,8386,8386,16557,108477.0,11791000.0
2011-07-14,8386,8513,8358,8423,8038,108949.0,11791000.0
2011-07-15,8477,8604,8422,8605,6579,111307.0,11791000.0
2011-07-18,8604,8650,8522,8632,6704,111661.0,11791000.0
2011-07-19,8623,8841,8623,8796,13846,113783.0,11791000.0
2011-07-20,8978,9115,8823,8860,13087,114609.0,11791000.0
2011-07-21,8887,8887,8714,8733,5499,112958.0,11791000.0
2011-07-22,8741,8796,8659,8705,6006,112604.0,11791000.0
2011-07-25,8714,8759,8586,8705,9411,112604.0,11791000.0
2011-07-26,8705,8705,8568,8696,13290,112486.0,11791000.0
2011-07-27,8869,8869,8623,8751,18618,113194.0,11791000.0
2011-07-28,8632,8841,8623,8769,17633,113429.0,11791000.0
2011-07-29,8841,9297,8732,8970,30649,116023.0,11791000.0
2011-08-01,8987,9343,8987,9207,21812,119089.0,11791000.0
2011-08-02,9115,9343,9060,9161,17302,118500.0,11791000.0
2011-08-03,9115,9115,8923,9015,10801,116613.0,11791000.0
2011-08-04,8987,9206,8960,9106,19490,117792.0,11791000.0
2011-08-05,8422,8996,8422,8587,25795,111071.0,11791000.0
2011-08-08,8459,8568,7337,7766,62376,100459.0,11791000.0
2011-08-09,7310,7711,6818,7639,47044,98809.0,11791000.0
2011-08-10,8231,8231,7319,7338,17271,94918.0,11791000.0
2011-08-11,6745,7292,6745,6982,36705,90319.0,11791000.0
2011-08-12,7100,7292,6891,6891,23414,89140.0,11791000.0
2011-08-16,6936,7292,6936,7165,15534,92677.0,11791000.0
2011-08-17,7401,7401,7109,7156,24601,92559.0,11791000.0
2011-08-18,7155,7228,7018,7064,23192,91380.0,11791000.0
2011-08-19,6745,6927,6699,6709,14272,86782.0,11791000.0
2011-08-22,7009,7018,6736,6827,4780,88315.0,11791000.0
2011-08-23,6727,6936,6727,6827,21133,88315.0,11791000.0
2011-08-24,6927,6936,6745,6745,13944,87253.0,11791000.0
2011-08-25,6891,6900,6699,6700,11790,86664.0,11791000.0
2011-08-26,6745,6745,6608,6700,11510,86664.0,11791000.0
2011-08-29,6708,6836,6699,6773,8950,87607.0,11791000.0
2011-08-30,6781,7110,6772,6827,36761,88315.0,11791000.0
2011-08-31,6836,7018,6790,6891,22295,89140.0,11791000.0
2011-09-01,6973,6982,6781,6882,26207,89022.0,11791000.0
2011-09-02,6882,6882,6736,6782,13801,87725.0,11791000.0
2011-09-05,6772,6772,6508,6581,19331,85131.0,11791000.0
2011-09-06,6490,6544,6271,6317,16565,81712.0,11791000.0
2011-09-07,6408,6563,6344,6527,8563,84424.0,11791000.0
2011-09-08,6399,6517,6353,6426,11028,83127.0,11791000.0
2011-09-09,6380,6563,6335,6426,16525,83127.0,11791000.0
2011-09-14,6344,6453,6207,6208,5229,80297.0,11791000.0
2011-09-15,6298,6399,5861,6116,11372,79118.0,11791000.0
2011-09-16,6116,6289,6034,6226,13247,80533.0,11791000.0
2011-09-19,6216,6271,6016,6044,20080,78174.0,11791000.0
2011-09-20,6043,6171,5906,5952,13876,76995.0,11791000.0
2011-09-21,5970,6061,5925,5943,31733,76877.0,11791000.0
2011-09-22,5925,5970,5888,5925,7431,76642.0,11791000.0
2011-09-23,5852,5852,5423,5424,29981,70156.0,11791000.0
2011-09-26,5423,5514,5022,5050,24378,65322.0,11791000.0
2011-09-27,5378,5423,5068,5405,5722,69921.0,11791000.0
2011-09-28,5432,5605,5405,5506,5170,71218.0,11791000.0
2011-09-29,5387,5441,5296,5360,2460,69331.0,11791000.0
2011-09-30,5359,5460,5104,5250,18071,67916.0,11791000.0
2011-10-04,5159,5250,4894,5105,10591,66030.0,11791000.0
2011-10-05,5022,5104,4749,4795,19780,62021.0,11791000.0
2011-10-06,4867,5104,4803,5032,15440,65086.0,11791000.0
2011-10-07,4922,5277,4922,5178,3879,66973.0,11791000.0
2011-10-10,5232,5277,5131,5196,6082,67209.0,11791000.0
2011-10-11,5460,5469,5113,5360,6420,69331.0,11791000.0
2011-10-12,5350,5469,5259,5351,5041,69213.0,11791000.0
2011-10-13,5596,5788,5423,5670,21889,73340.0,11791000.0
2011-10-14,5870,5870,5669,5734,12420,74165.0,11791000.0
2011-10-17,5742,6016,5669,5761,9930,74519.0,11791000.0
2011-10-18,5760,5833,5633,5779,9806,74755.0,11791000.0
2011-10-19,5970,5970,5742,5743,16311,74283.0,11791000.0
2011-10-20,5943,5943,5560,5679,8253,73458.0,11791000.0
2011-10-21,5551,5678,5514,5642,7063,72986.0,11791000.0
2011-10-24,5578,5678,5560,5670,11830,73340.0,11791000.0
2011-10-25,5815,5815,5642,5670,19074,73340.0,11791000.0
2011-10-26,5651,5788,5651,5788,7056,74873.0,11791000.0
2011-10-27,5842,6253,5742,6126,92065,79236.0,11791000.0
2011-10-28,6280,6280,5988,6089,32710,78764.0,11791000.0
2011-10-31,6089,6152,5852,5943,27862,76877.0,11791000.0
2011-11-01,5879,5943,5806,5907,5493,76406.0,11791000.0
2011-11-02,5797,6007,5715,5961,7816,77113.0,11791000.0
2011-11-03,5961,5997,5788,5843,3690,75580.0,11791000.0
2011-11-04,6043,6107,5833,5971,18573,77231.0,11791000.0
2011-11-07,5970,6107,5925,6016,12570,77821.0,11791000.0
2011-11-08,6098,6098,5961,5971,7861,77231.0,11791000.0
2011-11-09,6098,6098,5888,5889,5349,76170.0,11791000.0
