카카오(035720),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-03-24,35565,35654,33787,33786,276998,529526.0,13934906.0
2003-03-25,32364,34409,32364,33519,368151,525346.0,13934906.0
2003-03-26,34231,35876,33965,34497,576098,540674.0,13934906.0
2003-03-27,34498,35743,34187,35387,542089,554609.0,13934906.0
2003-03-28,36010,36632,34943,36009,597552,564364.0,13934906.0
2003-03-31,35343,35832,33564,34586,291474,542068.0,13934906.0
2003-04-01,34053,35120,34009,35075,284886,549732.0,13934906.0
2003-04-02,35343,36632,34542,36631,621160,574118.0,13934906.0
2003-04-03,37388,37921,35921,36187,610890,567151.0,13934906.0
2003-04-04,36187,40500,35787,40277,936361,631251.0,13934906.0
2003-04-07,40722,41611,39744,40455,1012777,634038.0,13934906.0
2003-04-08,40099,42322,40011,40632,732722,636825.0,13934906.0
2003-04-09,40989,41433,39299,39299,538226,615923.0,13934906.0
2003-04-10,39121,39477,37921,38676,471333,606168.0,13934906.0
2003-04-11,38766,39477,37521,37521,491615,588053.0,13934906.0
2003-04-14,37699,39833,37699,38676,837002,606168.0,13934906.0
2003-04-15,39477,39566,37254,37521,767477,588053.0,13934906.0
2003-04-16,38232,40989,37521,39699,2069332,622194.0,13934906.0
2003-04-17,39121,40500,38544,38632,917965,605472.0,13934906.0
2003-04-18,39610,43256,39121,43211,2225572,677236.0,13934906.0
2003-04-21,42589,42856,40677,41788,1525269,654941.0,13934906.0
2003-04-22,41166,41389,40099,40099,577226,630253.0,13974571.0
2003-04-23,40811,42322,39788,39921,1007298,627458.0,13974571.0
2003-04-24,39922,40900,36899,38232,786139,600907.0,13974571.0
2003-04-25,37788,38410,35654,37343,780882,586932.0,13974571.0
2003-04-28,36899,39433,36899,38943,904669,612086.0,13974571.0
2003-04-29,39922,43612,39699,43611,1574344,685453.0,13974571.0
2003-04-30,45167,47124,43745,44011,2481262,695511.0,14050731.0
2003-05-02,44901,49257,44456,49257,2426401,778410.0,14050731.0
2003-05-06,51391,51658,47568,48368,1945591,764360.0,14050731.0
2003-05-07,48902,50769,48546,49168,1159085,777005.0,14050731.0
2003-05-09,49346,49346,47568,48901,630865,772790.0,14050731.0
2003-05-12,49791,54770,49524,54770,1423463,865525.0,14050731.0
2003-05-13,55303,57526,51569,51569,1763719,814942.0,14050731.0
2003-05-14,53170,56282,52280,54236,2162988,857095.0,14050731.0
2003-05-15,55303,55748,52725,54947,1184679,868335.0,14050731.0
2003-05-16,54770,60994,54592,55125,2403023,871145.0,14050731.0
2003-05-19,55392,57437,53525,56192,1142952,890632.0,14092273.0
2003-05-20,55126,62861,55126,62861,2650371,996324.0,14092273.0
2003-05-21,64461,65884,59927,60904,2805509,965321.0,14092273.0
2003-05-22,60460,65795,59393,60904,4031426,971502.0,14182508.0
2003-05-23,63128,63572,60994,61527,1420732,981430.0,14182508.0
2003-05-26,62683,66240,62505,65172,2100341,1039578.0,14182508.0
2003-05-27,67129,68018,62416,63394,1501318,1011213.0,14182508.0
2003-05-28,65706,65795,57171,58148,1348384,927536.0,14182508.0
2003-05-29,57704,60905,57704,59126,1478619,951654.0,14310593.0
2003-05-30,58238,59571,57082,57170,896719,920171.0,14310593.0
2003-06-02,57882,58771,56370,58237,1009329,937344.0,14310593.0
2003-06-03,57793,58238,51302,51302,1628598,825721.0,14310593.0
2003-06-04,52458,53792,50413,51746,1159340,832877.0,14310593.0
2003-06-05,52725,53792,50502,50680,955054,815704.0,14310593.0
2003-06-09,50502,53970,50413,53080,1842096,854342.0,14310593.0
2003-06-10,52458,53525,51658,51924,872122,835739.0,14310593.0
2003-06-11,52814,56459,52547,54236,1991065,872946.0,14310593.0
2003-06-12,56015,57171,55215,55925,1637074,903753.0,14368096.0
2003-06-13,56904,57171,54325,54858,1022412,886512.0,14368096.0
2003-06-16,54859,55392,53703,54325,574119,877891.0,14368096.0
2003-06-17,56459,56904,54770,55036,1087774,889385.0,14368096.0
2003-06-18,55215,56282,54414,54681,570678,883638.0,14368096.0
2003-06-19,54948,55303,52636,52991,745062,856339.0,14368096.0
2003-06-20,51658,54148,51658,52991,572090,856339.0,14368096.0
2003-06-23,52992,53259,49969,50057,460635,808924.0,14368096.0
2003-06-24,49346,52103,48813,51569,822132,833350.0,14368096.0
2003-06-25,51569,52458,51302,51569,481740,833350.0,14368096.0
2003-06-26,50769,52280,50769,50768,370669,820418.0,14368096.0
2003-06-27,52014,56815,51836,56814,2139740,920997.0,14413097.0
2003-06-30,57793,59482,56637,57081,2093338,925321.0,14413097.0
2003-07-01,57526,59393,55837,58948,1444696,955588.0,14413097.0
2003-07-02,60727,60727,58327,58593,1003772,949823.0,14413097.0
2003-07-03,60283,64195,59660,61527,1909994,997386.0,14413097.0
2003-07-04,61883,63839,61527,63038,1342420,1021889.0,14413097.0
2003-07-07,64817,69796,64550,66684,1694888,1080982.0,14413097.0
2003-07-08,68018,69352,63128,67929,1852159,1101161.0,14413097.0
2003-07-09,68463,71397,67040,68462,1220417,1110578.0,14423097.0
2003-07-10,66773,67129,63395,63572,1279482,1031251.0,14423097.0
2003-07-11,61261,65706,60549,64906,1558426,1052886.0,14423097.0
2003-07-14,64906,68640,64461,65528,1732970,1062982.0,14423097.0
2003-07-15,66240,67662,64017,64016,1019372,1038463.0,14423097.0
2003-07-16,64906,65706,61794,64728,1366386,1050001.0,14423097.0
2003-07-18,61438,64017,61350,62060,710252,1006732.0,14423097.0
2003-07-21,62328,66684,62328,64016,1542283,1038463.0,14423097.0
2003-07-22,63750,64461,56370,59749,1380551,969232.0,14423097.0
2003-07-23,57971,59038,52903,54503,2002403,887319.0,14475022.0
2003-07-24,53614,56815,53614,54592,1107565,888766.0,14475022.0
2003-07-25,53792,56548,53792,54236,919489,882976.0,14475022.0
2003-07-28,56726,60727,56193,60727,1704675,988644.0,14475022.0
2003-07-29,61616,62594,60105,61527,1335285,1001672.0,14475022.0
2003-07-30,61350,63750,60283,60549,901939,985749.0,14475022.0
2003-07-31,60727,61616,57882,58948,487056,959694.0,14475022.0
2003-08-01,59660,60194,57793,58504,602059,952456.0,14475022.0
2003-08-04,56726,57348,54681,55036,646083,896004.0,14475022.0
2003-08-05,55570,57348,55215,55570,610034,904689.0,14475022.0
2003-08-06,54325,56193,53614,55570,668896,904689.0,14475022.0
2003-08-07,57171,58060,55837,56192,1045464,914821.0,14475022.0
2003-08-08,55570,56637,54770,56014,581265,911926.0,14475022.0
2003-08-11,55837,57882,55570,57704,649370,939429.0,14475022.0
2003-08-12,58504,58682,56015,56103,615945,915777.0,14513100.0
2003-08-13,56459,56904,55570,56370,411744,920131.0,14513100.0
2003-08-14,56726,59038,56726,57970,879783,946254.0,14513100.0
2003-08-18,59127,59749,57526,57881,684888,944803.0,14513100.0
2003-08-19,59482,59660,55748,56726,608314,925936.0,14513100.0
2003-08-20,56726,57171,54237,54592,525245,891104.0,14513100.0
2003-08-21,54948,56104,54059,54325,499013,886750.0,14513100.0
2003-08-22,54681,55570,53436,53703,436323,876591.0,14513100.0
2003-08-25,53614,56459,53170,56459,827678,921582.0,14513100.0
2003-08-26,56193,56726,54414,55036,368385,898361.0,14513100.0
2003-08-27,55481,56637,54859,55392,555099,904166.0,14513100.0
2003-08-28,56459,57082,55215,55303,498482,902715.0,14513100.0
2003-08-29,56459,58771,55659,58237,1085638,950608.0,14513100.0
2003-09-01,59571,60816,58504,59126,903227,965121.0,14513100.0
2003-09-02,60016,60371,58238,59926,536397,978183.0,14513100.0
2003-09-03,59927,60371,56637,56637,579438,924484.0,14513100.0
2003-09-04,56726,57437,54859,55392,544759,904166.0,14513100.0
2003-09-05,55392,56459,54948,55570,353007,907069.0,14513100.0
2003-09-08,54681,55570,53081,53080,516207,866432.0,14513100.0
2003-09-09,53081,54681,53081,54236,315218,897362.0,14710860.0
2003-09-15,54414,56993,54414,56103,743629,928255.0,14710860.0
2003-09-16,56104,56726,55303,56637,318346,937082.0,14710860.0
2003-09-17,57260,57526,55126,55125,367722,912073.0,14710860.0
2003-09-18,55126,55481,53792,54058,301537,894420.0,14710860.0
2003-09-19,55126,55303,53347,54058,304566,894420.0,14710860.0
2003-09-22,53347,53970,48991,49790,401653,823808.0,14710860.0
2003-09-23,49346,51036,48013,49790,527267,823808.0,14710860.0
2003-09-24,50413,50947,49791,49879,487293,825279.0,14710860.0
2003-09-25,48102,49257,47924,48457,446571,801742.0,14710860.0
2003-09-26,48546,49613,48279,48457,441569,801742.0,14710860.0
2003-09-29,48457,49257,48279,48901,272269,809097.0,14710860.0
2003-09-30,49791,50680,49080,49168,382947,813511.0,14710860.0
2003-10-01,48635,55037,48546,55036,877107,910602.0,14710860.0
2003-10-02,55926,57882,55481,55659,1246552,920900.0,14710860.0
2003-10-06,57082,57615,54948,55392,896757,916487.0,14710860.0
2003-10-07,56015,56370,54325,55125,476177,912073.0,14710860.0
2003-10-08,55926,57971,55126,55303,1224356,915015.0,14710860.0
2003-10-09,55570,56548,54770,56014,425359,926784.0,14710860.0
2003-10-10,56904,57260,55570,56726,566307,941232.0,14752860.0
2003-10-13,56193,57793,55392,57170,554938,948609.0,14752860.0
2003-10-14,58060,58593,56370,56903,602152,944183.0,14752860.0
2003-10-15,57615,59127,56815,58148,780799,964837.0,14752860.0
2003-10-16,58149,62150,57793,60371,1453163,1001719.0,14752860.0
2003-10-17,60105,60727,57437,57793,787925,958936.0,14752860.0
2003-10-20,58682,59127,56904,57348,589778,951559.0,14752860.0
2003-10-21,57526,57971,55215,55481,816247,920578.0,14752860.0
2003-10-22,55481,56282,54681,54947,480839,911727.0,14752860.0
2003-10-23,53970,54414,51925,52102,510852,864518.0,14752860.0
2003-10-24,51836,53436,51836,52991,421055,879270.0,14752860.0
2003-10-27,53170,53703,52103,52991,211885,879270.0,14752860.0
2003-10-28,49257,50947,47568,50680,1738321,840913.0,14752860.0
2003-10-29,52103,52369,49257,49790,690210,826160.0,14752860.0
2003-10-30,50769,52725,50502,52547,837316,871894.0,14752860.0
2003-10-31,53170,53259,48190,49168,889996,815833.0,14752860.0
2003-11-03,49524,50413,49346,50235,435519,833537.0,14752860.0
2003-11-04,50680,50947,48457,49079,510058,814358.0,14752860.0
2003-11-05,48457,48902,45701,46945,780841,778951.0,14752860.0
2003-11-06,47479,47657,45612,45789,674930,759772.0,14752860.0
2003-11-07,44990,46501,44012,46234,588356,767149.0,14752860.0
2003-11-10,45612,47568,45612,46678,415159,774525.0,14752860.0
2003-11-11,46679,47124,43656,43655,907747,725838.0,14782860.0
2003-11-12,43567,47479,42589,46678,1494174,776100.0,14782860.0
2003-11-13,48457,49257,47390,47568,1027928,790883.0,14782860.0
2003-11-14,47124,48368,47124,47657,323731,792361.0,14782860.0
2003-11-17,48724,51569,48457,49968,1281028,830797.0,14782860.0
2003-11-18,49613,50502,48102,50502,445884,839666.0,14782860.0
2003-11-19,49346,50324,46234,46856,612334,779057.0,14782860.0
2003-11-20,47390,48190,46946,47657,378550,792361.0,14782860.0
2003-11-21,46412,47924,46412,47390,301795,787926.0,14782860.0
2003-11-24,47390,48368,45167,45167,364492,750969.0,14782860.0
2003-11-25,46679,47746,46146,47301,381732,786448.0,14782860.0
2003-11-26,47390,49169,46946,48635,472571,808622.0,14782860.0
2003-11-27,49169,49880,48546,48635,361720,808622.0,14782860.0
2003-11-28,49346,49969,48368,49079,345590,816014.0,14782860.0
2003-12-01,49880,54059,49613,52636,1230642,875145.0,14782860.0
2003-12-02,53703,54148,51836,52280,621226,869232.0,14782860.0
2003-12-03,52103,52458,50680,52369,457822,870710.0,14782860.0
2003-12-04,52725,53970,52280,52902,498341,879580.0,14782860.0
2003-12-05,52903,53436,51658,51746,388261,860362.0,14782860.0
2003-12-08,51302,51836,50058,50680,268942,842623.0,14782860.0
2003-12-09,51391,52014,50591,50857,241193,847636.0,14818810.0
2003-12-10,49880,51569,49880,50591,173611,843190.0,14818810.0
2003-12-11,50680,51836,49969,50057,452501,834299.0,14818810.0
2003-12-12,51125,51214,47390,48279,1317077,804661.0,14818810.0
2003-12-15,49169,49346,47301,48457,726558,807625.0,14818810.0
2003-12-16,47657,48102,46590,46678,464590,777988.0,14818810.0
2003-12-17,46234,48368,46234,46678,704117,777988.0,14818810.0
2003-12-18,46590,47035,45790,45967,457065,766132.0,14818810.0
2003-12-19,46501,46946,45790,45878,312653,764651.0,14818810.0
2003-12-22,46234,47479,45612,46234,519928,770578.0,14818810.0
2003-12-23,46946,47124,45079,45345,353567,755759.0,14818810.0
2003-12-24,45523,46323,44189,45167,459359,752796.0,14818810.0
2003-12-26,45167,46057,45167,45434,288783,757241.0,14818810.0
2003-12-29,45523,47835,45523,47657,660039,794288.0,14818810.0
2003-12-30,48279,48457,46768,47390,585835,789843.0,14818810.0
2004-01-02,47746,48457,46768,46945,453812,782761.0,14825010.0
2004-01-05,47035,47479,46146,47390,399458,790173.0,14825010.0
2004-01-06,48013,48190,46412,46412,454650,773866.0,14825010.0
2004-01-07,46501,47657,46501,46945,541706,782761.0,14825010.0
2004-01-08,47568,47657,46146,46412,411815,773866.0,14825010.0
2004-01-09,46946,50858,46946,49968,1671103,833166.0,14825010.0
2004-01-12,50147,51569,49613,50680,876582,845026.0,14825010.0
2004-01-13,51569,51569,49257,49613,428265,827236.0,14825010.0
2004-01-14,49346,50058,48457,49346,388750,822788.0,14825010.0
2004-01-15,48635,49080,46234,46767,721070,779796.0,14825010.0
2004-01-16,46857,47301,46501,46945,312623,782761.0,14825010.0
2004-01-19,47212,47746,45879,46145,410240,769418.0,14825010.0
2004-01-20,45790,46679,45079,46678,321645,778313.0,14825010.0
2004-01-26,46768,48190,46768,47212,382028,787208.0,14825010.0
2004-01-27,47390,47479,45790,46234,474968,770901.0,14825010.0
2004-01-28,46323,46857,45701,45789,304023,763488.0,14825010.0
2004-01-29,45345,46412,44901,45345,290729,756076.0,14825010.0
2004-01-30,46946,47479,45612,46056,457599,767936.0,14825010.0
2004-02-02,45612,46412,44723,44811,406805,747181.0,14825010.0
2004-02-03,44545,44812,42767,42855,549648,714565.0,14825010.0
2004-02-04,41789,43211,41655,42144,335831,702705.0,14825010.0
2004-02-05,41789,43078,41567,42322,492471,705670.0,14825010.0
2004-02-06,41967,42500,41033,41033,546665,684174.0,14825010.0
2004-02-09,41744,41789,40855,41255,297468,689291.0,14855410.0
2004-02-10,41166,42856,40989,42011,502192,701918.0,14855410.0
2004-02-11,42056,42722,41433,41566,289135,694490.0,14855410.0
2004-02-12,42144,42322,40722,40810,482472,681863.0,14855410.0
2004-02-13,40811,41522,40544,41388,279985,691519.0,14855410.0
2004-02-16,41389,42500,41078,41922,399124,700433.0,14855410.0
2004-02-17,41833,42011,41033,41166,271748,687805.0,14855410.0
2004-02-18,41655,42811,41655,42500,574248,710089.0,14855410.0
2004-02-19,43300,43345,42056,43122,421402,720487.0,14855410.0
2004-02-20,43122,43122,42278,42277,208126,706375.0,14855410.0
2004-02-23,42278,42811,42144,42500,210853,710089.0,14855410.0
2004-02-24,41567,41967,40411,40499,396310,676664.0,14855410.0
2004-02-25,40099,40766,39388,39477,294580,659580.0,14855410.0
2004-02-26,40011,40188,39033,39032,198187,652152.0,14855410.0
2004-02-27,37343,39433,37343,39121,294947,653638.0,14855410.0
2004-03-02,39388,40099,39344,39699,209512,663294.0,14855410.0
2004-03-03,39388,42100,39388,40899,653453,683349.0,14855410.0
2004-03-04,41255,41433,40500,41433,200779,693039.0,14872090.0
2004-03-05,41789,42411,41344,42322,364926,707911.0,14872090.0
2004-03-08,42411,42545,41567,41744,211549,698245.0,14872090.0
2004-03-09,40989,42989,40989,42766,417240,715348.0,14872090.0
2004-03-10,42678,42678,40811,40899,292231,684116.0,14872090.0
2004-03-11,40455,41611,40366,41344,265147,691552.0,14872090.0
2004-03-12,40188,41211,36676,39299,474655,657346.0,14872090.0
2004-03-15,39388,40766,39344,40277,262206,673706.0,14872090.0
2004-03-16,39566,40633,39477,40010,148503,669244.0,14872090.0
2004-03-17,40366,40944,39655,40099,465030,670731.0,14872090.0
2004-03-18,40811,44234,40633,41877,1794768,700475.0,14872090.0
2004-03-19,42189,42545,41344,42233,434113,706424.0,14872090.0
2004-03-22,41789,42011,40011,40010,415772,669244.0,14872090.0
2004-03-23,39388,40322,39344,39921,192607,667757.0,14872090.0
2004-03-24,39788,40411,39388,39388,161803,658834.0,14872090.0
2004-03-25,38944,39388,37966,38054,285400,636525.0,14872090.0
2004-03-26,38944,39121,38766,38854,199746,649910.0,14872090.0
2004-03-29,38499,40188,38499,39654,213853,663295.0,14872090.0
2004-03-30,40233,40277,39077,39076,141800,653628.0,14872090.0
2004-03-31,39299,39433,38455,38721,166386,647680.0,14872090.0
2004-04-01,39033,39033,38143,38321,197494,640987.0,14872090.0
2004-04-02,38766,40188,38721,39921,493364,667757.0,14872090.0
2004-04-06,41211,42144,40900,41922,497050,701219.0,14872090.0
2004-04-07,41789,42100,40722,41566,302325,695270.0,14872090.0
2004-04-08,43211,43389,42144,42322,460679,707911.0,14872090.0
2004-04-09,42545,42989,41522,41522,270538,694788.0,14877690.0
2004-04-12,41344,42056,40766,40810,229545,682886.0,14877690.0
2004-04-13,40855,41166,39699,39921,270074,668008.0,14877690.0
2004-04-14,39877,41655,39877,41610,437323,696276.0,14877690.0
2004-04-16,40900,41967,40811,41699,159985,697764.0,14877690.0
2004-04-19,42056,43034,42056,43033,373285,720080.0,14877690.0
2004-04-20,43567,43834,42589,43255,391715,723800.0,14877690.0
2004-04-21,43211,43789,42767,43078,307341,720824.0,14877690.0
2004-04-22,43878,46857,43656,45523,1214882,761738.0,14877690.0
2004-04-23,47124,48279,45879,46501,1254026,778103.0,14877690.0
2004-04-26,47657,47657,44990,45167,433123,755787.0,14877690.0
2004-04-27,44990,46057,43789,45789,327589,766201.0,14877690.0
2004-04-28,45256,46412,44812,44811,258890,749836.0,14877690.0
2004-04-29,44012,44367,42545,42677,269880,714129.0,14877690.0
2004-04-30,42589,44901,42233,44900,356067,751323.0,14877690.0
2004-05-03,44901,45256,44056,44900,291746,751323.0,14877690.0
2004-05-04,45790,48635,45790,47479,804646,794925.0,14886239.0
2004-05-06,48013,49791,46679,47123,1003380,788971.0,14886239.0
2004-05-07,47568,49791,44990,49790,667731,833629.0,14886239.0
2004-05-10,49346,50947,47124,49346,805330,826186.0,14886239.0
2004-05-11,49257,50413,47212,47479,456633,794925.0,14886239.0
2004-05-12,48635,51925,47390,50857,699053,852294.0,14900239.0
2004-05-13,49791,50235,48102,48279,346027,809083.0,14900239.0
2004-05-14,48368,49080,44278,44456,464014,746045.0,14920898.0
2004-05-17,42767,44189,39121,39121,556305,656520.0,14920898.0
2004-05-18,38143,41878,38054,40988,567774,687853.0,14920898.0
2004-05-19,41744,44723,41344,43344,456520,727394.0,14920898.0
2004-05-20,41967,45167,41878,42411,383819,711727.0,14920898.0
2004-05-21,43567,44367,42500,44322,243720,743807.0,14920898.0
2004-05-24,45167,45879,44012,44545,229128,747537.0,14920898.0
2004-05-25,44101,45434,43700,45078,193636,756490.0,14920898.0
2004-05-27,46590,48635,46501,46767,349709,784839.0,14920898.0
2004-05-28,47924,48013,45879,47479,327800,797242.0,14929623.0
2004-05-31,46679,47301,45968,46767,158136,785298.0,14929623.0
2004-06-01,46857,47568,46323,47390,144276,795749.0,14929623.0
2004-06-02,48279,48991,47746,48012,283934,806200.0,14929623.0
2004-06-03,48724,49524,44456,46678,384981,783805.0,14929623.0
2004-06-04,46857,47124,45167,45967,126205,771862.0,14929623.0
2004-06-07,46768,48279,46679,48101,214612,807693.0,14929623.0
2004-06-08,48991,49080,47035,47479,139352,797732.0,14938802.0
2004-06-09,47568,48724,46768,47123,297761,791757.0,14938802.0
2004-06-10,46679,49524,46679,48457,460628,814165.0,14938802.0
2004-06-11,48902,49880,48190,48190,588018,809683.0,14938802.0
2004-06-14,50235,52192,49791,49790,780578,836573.0,14938802.0
2004-06-15,49791,50058,46946,48990,272867,823128.0,14938802.0
2004-06-16,48368,50058,48279,48901,216651,821634.0,14938802.0
2004-06-17,48279,49524,48279,48901,280477,821634.0,14938802.0
2004-06-18,48457,50947,48457,48901,335424,821634.0,14938802.0
2004-06-21,49613,49791,48279,48457,201400,814165.0,14938802.0
2004-06-22,48457,49613,48013,48546,201052,815659.0,14938802.0
2004-06-23,48546,49346,46057,46056,317258,773830.0,14938802.0
2004-06-24,46323,47035,45079,46145,288999,776120.0,14954142.0
2004-06-25,45790,47035,45434,46501,196052,782102.0,14954142.0
2004-06-28,47035,47835,46768,46856,198705,788083.0,14954142.0
2004-06-29,47568,48190,46857,47123,175564,792570.0,14954142.0
2004-06-30,47479,48190,47479,47479,236518,798551.0,14954142.0
2004-07-01,47746,48013,47124,47212,180000,794065.0,14954142.0
2004-07-02,47124,48279,46946,47301,458595,795560.0,14954142.0
2004-07-05,47568,48279,45879,46501,209213,782102.0,14954142.0
2004-07-06,46323,46946,45879,46234,96242,777615.0,14954142.0
2004-07-07,44901,45345,43967,44989,171061,756680.0,14954142.0
2004-07-08,43567,44145,41789,41788,364544,702845.0,14954142.0
2004-07-09,42056,42589,41522,42500,133926,714808.0,14954142.0
2004-07-12,42678,43700,42678,42855,183984,721130.0,14961205.0
2004-07-13,42945,43478,42456,43166,121650,726367.0,14961205.0
2004-07-14,43167,43434,41033,41033,135115,690460.0,14961205.0
2004-07-15,40811,41344,39166,40099,246416,674750.0,14961205.0
2004-07-16,40099,41567,39388,41299,224652,694948.0,14961205.0
2004-07-19,40811,41833,40188,41788,248602,703177.0,14961205.0
2004-07-20,41166,41655,40011,40010,199532,673254.0,14961205.0
2004-07-21,40900,40900,40011,40010,341009,673254.0,14961205.0
2004-07-22,38677,39121,37610,37654,407326,633607.0,14961205.0
2004-07-23,37788,38321,35876,35876,386607,603685.0,14961205.0
2004-07-26,35165,35476,34276,34320,311070,577503.0,14961205.0
2004-07-27,33965,35031,32720,33386,531106,561793.0,14961205.0
2004-07-28,33965,34231,31742,31741,562274,534182.0,14963073.0
2004-07-29,31831,32497,28630,29118,936793,490041.0,14963073.0
2004-07-30,29519,29919,27474,29163,1177654,490789.0,14963073.0
2004-08-02,28985,30408,27652,27651,995166,465352.0,14963073.0
2004-08-03,27563,28141,24807,26762,2120587,450388.0,14963073.0
2004-08-04,26318,28363,25518,28274,1477559,475826.0,14963073.0
2004-08-05,27874,30186,27607,28140,1576523,473581.0,14963073.0
2004-08-06,27563,28096,26807,26940,1402225,453381.0,14963073.0
2004-08-09,26229,26451,25607,26362,998842,443655.0,14963073.0
2004-08-10,26051,26896,26051,26140,884703,440150.0,14971073.0
2004-08-11,26585,27029,25251,25428,1069564,428173.0,14971073.0
2004-08-12,25518,26451,25518,26451,787100,445389.0,14971073.0
2004-08-13,26674,28985,26451,27740,2240622,467097.0,14971073.0
2004-08-16,28096,28141,26896,27340,820411,460360.0,14971073.0
2004-08-17,27963,28496,27163,27385,997694,461109.0,14971073.0
2004-08-18,27385,27696,26718,26807,664634,451378.0,14971073.0
2004-08-19,27296,27741,26985,27207,1008599,458115.0,14971073.0
2004-08-20,27029,27652,26674,26940,714403,453624.0,14971073.0
2004-08-23,27429,28141,27252,27429,1004659,461858.0,14971073.0
2004-08-24,27874,29386,27429,29341,1843291,494045.0,14971073.0
2004-08-25,29163,29786,28852,29429,1057557,495543.0,14971073.0
2004-08-26,29697,30141,29474,29518,1178566,497040.0,14971073.0
2004-08-27,30230,30364,29474,29474,896164,496291.0,14971073.0
2004-08-30,29341,29563,28230,28229,757542,475332.0,14971073.0
2004-08-31,28096,28897,28096,28896,695158,486560.0,14971073.0
2004-09-01,29074,31875,29074,31208,2202554,525485.0,14971073.0
2004-09-02,31119,31831,30675,31786,1208984,535216.0,14971073.0
2004-09-03,32275,33075,31030,31386,984077,528479.0,14971073.0
2004-09-06,31164,32275,30541,32275,534990,543450.0,14971073.0
2004-09-07,32542,32586,28407,28718,1821534,483566.0,14971073.0
2004-09-08,29074,29652,28319,28451,1205817,479074.0,14971073.0
2004-09-09,28630,29074,28141,28896,694762,492431.0,15151723.0
2004-09-10,28985,29030,27918,28229,837578,481067.0,15151723.0
2004-09-13,28452,29297,28363,29029,772273,494704.0,15151723.0
2004-09-14,29341,29563,28407,28451,567868,484855.0,15151723.0
2004-09-15,28897,29652,28808,29163,750071,496977.0,15151723.0
2004-09-16,28985,29608,28985,29474,435979,502280.0,15151723.0
2004-09-17,29697,30497,29252,29341,912375,500007.0,15151723.0
2004-09-20,29652,29786,28496,28629,658111,487885.0,15151723.0
2004-09-21,28674,28852,28052,28363,435156,483340.0,15151723.0
2004-09-22,28363,28541,27429,27429,454899,467431.0,15151723.0
2004-09-23,26896,27785,26674,27162,373963,462885.0,15151723.0
2004-09-24,27563,28007,27341,27651,406077,471219.0,15151723.0
2004-09-30,27296,27652,26807,26940,409157,459097.0,15151723.0
2004-10-01,26896,27429,26896,27207,282388,463643.0,15151723.0
2004-10-04,28096,28630,28007,28096,512037,478794.0,15151723.0
2004-10-05,28452,28452,27874,28318,510893,482582.0,15151723.0
2004-10-06,28363,28452,27696,27696,321695,471976.0,15151723.0
2004-10-07,27563,28007,27207,27296,271783,465158.0,15151723.0
2004-10-08,27074,27652,27074,27340,263988,465915.0,15151723.0
2004-10-11,27118,27874,27118,27696,251390,471976.0,15151723.0
2004-10-12,27785,27830,27029,27029,278006,460612.0,15151723.0
2004-10-13,27474,28630,27296,27785,800845,473632.0,15156223.0
2004-10-14,27918,28007,27252,27385,309347,466812.0,15156223.0
2004-10-15,27029,27296,24807,25384,869004,432710.0,15156223.0
2004-10-18,25473,25696,24718,24939,434819,425132.0,15156223.0
2004-10-19,25473,25518,24984,24984,217201,425890.0,15156223.0
2004-10-20,24673,24895,24006,24050,327148,409976.0,15156223.0
2004-10-21,24051,24362,22673,22806,434268,388757.0,15156223.0
2004-10-22,22628,23073,21695,21916,556574,373601.0,15156223.0
2004-10-25,21517,21606,21072,21161,312722,360718.0,15156223.0
2004-10-26,21161,21650,21117,21205,297877,361476.0,15156223.0
2004-10-27,21517,21917,21339,21427,432761,365265.0,15156223.0
2004-10-28,22139,22450,21917,22139,415294,377390.0,15156223.0
2004-10-29,21784,22006,21428,21916,164052,373601.0,15156223.0
2004-11-01,21872,22095,21561,21783,202440,371327.0,15156223.0
2004-11-02,21917,22539,21828,22539,272903,384210.0,15156223.0
2004-11-03,22539,23073,22450,22806,264481,388757.0,15156223.0
2004-11-04,22850,22939,22184,22228,189620,378906.0,15156223.0
2004-11-05,22406,22539,21784,21783,337789,371327.0,15156223.0
2004-11-08,21606,22717,21250,21872,509108,372843.0,15156223.0
2004-11-09,21695,22050,21517,21516,231620,366781.0,15156223.0
2004-11-10,21517,22273,21517,21961,277686,374359.0,15156223.0
2004-11-11,21784,22406,21784,21916,248093,373601.0,15156223.0
2004-11-12,22450,24540,22273,24539,1349950,418312.0,15156223.0
2004-11-15,25340,25829,24762,24895,1235673,424374.0,15156223.0
2004-11-16,24807,24895,23428,23739,497536,404671.0,15156223.0
2004-11-17,23740,24184,23562,24006,405127,409218.0,15156223.0
2004-11-18,23829,24184,22939,22939,325283,391031.0,15156223.0
2004-11-19,22939,23428,22762,23295,284091,397093.0,15156223.0
2004-11-22,22850,24229,22806,24184,462121,412249.0,15156223.0
2004-11-23,24318,25251,23740,23917,1035492,407702.0,15156223.0
2004-11-24,23651,23829,23117,23295,542439,397093.0,15156223.0
2004-11-25,23339,23606,22317,22405,503895,381937.0,15156223.0
2004-11-26,22228,22762,21695,21694,505230,369812.0,15156223.0
2004-11-29,21784,22006,21606,21694,245033,369812.0,15156223.0
2004-11-30,21561,22006,21206,21383,365136,364507.0,15156223.0
2004-12-01,21383,22050,21383,21739,318117,370570.0,15156223.0
