현대일렉트릭(267260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-23,23750,24500,23750,24400,52911,496714.0,20357135.0
2019-01-24,24500,25450,24500,25050,110782,509946.0,20357135.0
2019-01-25,25350,25500,24550,25450,84955,518089.0,20357135.0
2019-01-28,25650,26400,25550,26000,95829,529286.0,20357135.0
2019-01-29,26100,26150,24950,25550,86006,520125.0,20357135.0
2019-01-30,25600,27250,25550,27150,155456,552696.0,20357135.0
2019-01-31,27300,28850,27000,27750,230177,564910.0,20357135.0
2019-02-01,28000,31700,28000,31300,447788,637178.0,20357135.0
2019-02-07,31850,32350,30600,31300,161580,637178.0,20357135.0
2019-02-08,30700,31200,30100,30600,124592,622928.0,20357135.0
2019-02-11,30700,31200,29750,29850,93294,607660.0,20357135.0
2019-02-12,29600,30050,29200,29800,118149,606643.0,20357135.0
2019-02-13,30200,31700,30000,31100,185557,633107.0,20357135.0
2019-02-14,30950,30950,30000,30500,88007,620893.0,20357135.0
2019-02-15,30150,31800,30100,31350,111543,638196.0,20357135.0
2019-02-18,31350,32600,31050,31550,137992,642268.0,20357135.0
2019-02-19,32300,32350,31050,31050,97472,632089.0,20357135.0
2019-02-20,31100,32450,30550,32300,105968,657535.0,20357135.0
2019-02-21,32100,33300,32100,33200,132853,675857.0,20357135.0
2019-02-22,33000,33250,32350,32650,67156,664660.0,20357135.0
2019-02-25,32650,32900,31800,32000,65422,651428.0,20357135.0
2019-02-26,32200,32600,31500,31550,61396,642268.0,20357135.0
2019-02-27,31750,32250,31250,31750,66751,646339.0,20357135.0
2019-02-28,31800,31950,29900,30400,79285,618857.0,20357135.0
2019-03-04,29650,31000,29650,30150,66121,613768.0,20357135.0
2019-03-05,29850,30350,29550,30050,46193,611732.0,20357135.0
2019-03-06,30300,30300,29150,29250,51827,595446.0,20357135.0
2019-03-07,29050,29900,28700,29800,64027,606643.0,20357135.0
2019-03-08,29200,29750,28750,28850,51295,587303.0,20357135.0
2019-03-11,28850,29300,27550,28500,67258,580178.0,20357135.0
2019-03-12,28600,28900,27850,28300,58522,576107.0,20357135.0
2019-03-13,28300,28450,27800,27850,39807,566946.0,20357135.0
2019-03-14,27550,28200,27250,27500,71852,559821.0,20357135.0
2019-03-15,28000,28300,26900,27300,86400,555750.0,20357135.0
2019-03-18,27300,27700,27200,27500,35847,559821.0,20357135.0
2019-03-19,27600,27800,27200,27450,33172,558803.0,20357135.0
2019-03-20,27650,27800,26000,26450,110479,538446.0,20357135.0
2019-03-21,26200,26650,25550,25850,84304,526232.0,20357135.0
2019-03-22,25900,26300,25550,25800,62594,525214.0,20357135.0
2019-03-25,25500,25650,24650,24900,73616,506893.0,20357135.0
2019-03-26,24950,25650,24800,24950,69990,507911.0,20357135.0
2019-03-27,24950,25400,24600,25000,61029,508928.0,20357135.0
2019-03-28,25000,25000,24200,24300,51739,494678.0,20357135.0
2019-03-29,24150,24900,24150,24900,66333,506893.0,20357135.0
2019-04-01,25150,25600,24700,24900,86305,506893.0,20357135.0
2019-04-02,25250,25300,24600,24700,48848,502821.0,20357135.0
2019-04-03,24850,25250,24450,25100,62650,510964.0,20357135.0
2019-04-04,25250,26200,25000,25850,85962,526232.0,20357135.0
2019-04-05,26150,26200,25500,25550,62955,520125.0,20357135.0
2019-04-08,25650,25850,25400,25750,46213,524196.0,20357135.0
2019-04-09,25850,25950,25550,25550,36426,520125.0,20357135.0
2019-04-10,25600,25600,24850,24900,68318,506893.0,20357135.0
2019-04-11,24800,25100,24650,25000,55124,508928.0,20357135.0
2019-04-12,25000,25000,24500,24600,61134,500786.0,20357135.0
2019-04-15,24650,25100,24600,24700,69880,502821.0,20357135.0
2019-04-16,24850,26100,24600,26100,168511,531321.0,20357135.0
2019-04-17,26350,26900,25900,26050,111041,530303.0,20357135.0
2019-04-18,25450,25700,24000,24500,183145,498750.0,20357135.0
2019-04-19,24500,24600,24300,24300,48726,494678.0,20357135.0
2019-04-22,24300,24400,23900,23950,57712,487553.0,20357135.0
2019-04-23,24000,24150,23850,24100,62595,490607.0,20357135.0
2019-04-24,24100,24500,23950,24000,69261,488571.0,20357135.0
2019-04-25,24000,24150,23050,23200,102967,472286.0,20357135.0
2019-04-26,23200,23450,23050,23150,36443,471268.0,20357135.0
2019-04-29,23200,23750,22800,23600,45347,480428.0,20357135.0
2019-04-30,23800,23800,23200,23600,16315,480428.0,20357135.0
2019-05-02,22650,23800,22650,23100,73985,470250.0,20357135.0
2019-05-03,23200,23250,22200,22250,124331,452946.0,20357135.0
2019-05-07,22100,22150,21550,21550,63138,438696.0,20357135.0
2019-05-08,21500,21750,21100,21300,47130,433607.0,20357135.0
2019-05-09,21500,21500,21000,21050,63410,428518.0,20357135.0
2019-05-10,21100,21300,20200,20600,89215,419357.0,20357135.0
2019-05-13,21050,21050,20000,20000,52137,407143.0,20357135.0
2019-05-14,19800,19950,18600,19100,306397,388821.0,20357135.0
2019-05-15,19000,19450,18700,19400,76284,394928.0,20357135.0
2019-05-16,19500,19500,18750,19000,62782,386786.0,20357135.0
2019-05-17,19100,19250,18350,18400,92983,374571.0,20357135.0
2019-05-20,18400,18650,18100,18200,35643,370500.0,20357135.0
2019-05-21,18100,18250,17850,18000,37529,366428.0,20357135.0
2019-05-22,17950,18100,17600,17800,53619,362357.0,20357135.0
2019-05-23,17650,17750,17300,17650,42762,359303.0,20357135.0
2019-05-24,17550,17700,16900,17000,71132,346071.0,20357135.0
2019-05-27,16850,17200,16850,17100,37897,348107.0,20357135.0
2019-05-28,17200,18500,17200,18500,100747,376607.0,20357135.0
2019-05-29,18250,18350,17500,17600,46177,358286.0,20357135.0
2019-05-30,17500,18850,17500,18400,73438,374571.0,20357135.0
2019-05-31,18350,18700,18200,18350,32971,373553.0,20357135.0
2019-06-03,18100,18350,17650,17850,44222,363375.0,20357135.0
2019-06-04,17850,18500,17750,18100,38168,368464.0,20357135.0
2019-06-05,18300,19200,18100,18400,100015,374571.0,20357135.0
2019-06-07,18250,18600,18000,18200,31717,370500.0,20357135.0
2019-06-10,18300,18300,17800,17950,76311,365411.0,20357135.0
2019-06-11,18050,19150,17850,18850,165759,383732.0,20357135.0
2019-06-12,18900,20000,18600,18600,235636,378643.0,20357135.0
2019-06-13,18800,19650,18600,19450,184736,395946.0,20357135.0
2019-06-14,19600,21550,19300,21000,632052,427500.0,20357135.0
2019-06-17,21000,21050,19250,19400,301237,394928.0,20357135.0
2019-06-18,19500,19750,18750,19500,127811,396964.0,20357135.0
2019-06-19,19600,19950,19250,19450,102905,395946.0,20357135.0
2019-06-20,19500,19950,19250,19300,57338,392893.0,20357135.0
2019-06-21,19350,19350,18750,19200,67978,390857.0,20357135.0
2019-06-24,19300,19850,19100,19700,112105,401036.0,20357135.0
2019-06-25,19850,20100,19000,19150,97752,389839.0,20357135.0
2019-06-26,19100,19200,18350,18550,97883,377625.0,20357135.0
2019-06-27,18550,18650,18250,18350,75382,373553.0,20357135.0
2019-06-28,18350,18400,17950,18000,60976,366428.0,20357135.0
2019-07-01,18550,18750,18150,18400,54192,374571.0,20357135.0
2019-07-02,18350,18550,17800,17850,90421,363375.0,20357135.0
2019-07-03,17850,18000,17550,17750,37142,361339.0,20357135.0
2019-07-04,17750,18000,17250,17600,54759,358286.0,20357135.0
2019-07-05,17700,17800,17300,17450,38477,355232.0,20357135.0
2019-07-08,17450,17500,16800,16800,73948,342000.0,20357135.0
2019-07-09,16800,17050,16000,16050,112998,326732.0,20357135.0
2019-07-10,15900,16450,15800,16450,108771,334875.0,20357135.0
2019-07-11,16450,16550,16200,16450,51507,334875.0,20357135.0
2019-07-12,16450,16500,16100,16250,69403,330803.0,20357135.0
2019-07-15,16300,16400,15950,16000,42277,325714.0,20357135.0
2019-07-16,16000,16600,16000,16350,97140,332839.0,20357135.0
2019-07-17,16300,16350,15850,15950,60247,324696.0,20357135.0
2019-07-18,15850,16250,15800,15950,44394,324696.0,20357135.0
2019-07-19,16000,16100,15750,15850,52256,322661.0,20357135.0
2019-07-22,15900,15900,15450,15650,50381,318589.0,20357135.0
2019-07-23,15600,16050,15500,15850,55632,322661.0,20357135.0
2019-07-24,15800,16600,15800,15950,119772,324696.0,20357135.0
2019-07-25,15400,15550,14350,14700,305220,299250.0,20357135.0
2019-07-26,14450,14650,13900,14250,122333,290089.0,20357135.0
2019-07-29,14100,14250,13350,13450,110394,273803.0,20357135.0
2019-07-30,13450,14400,13450,13800,116198,280928.0,20357135.0
2019-07-31,13950,14000,13500,13750,33354,279911.0,20357135.0
2019-08-01,13550,13850,13450,13500,64320,274821.0,20357135.0
2019-08-02,13150,13200,12750,12850,177296,261589.0,20357135.0
2019-08-05,12950,13000,11750,11800,184140,240214.0,20357135.0
2019-08-06,11350,12400,11150,11850,155984,241232.0,20357135.0
2019-08-07,11800,12050,11550,11700,101210,238178.0,20357135.0
2019-08-08,11900,12400,11850,12300,60650,250393.0,20357135.0
2019-08-09,12350,12600,12000,12100,102996,246321.0,20357135.0
2019-08-12,12200,12650,11950,12200,81003,248357.0,20357135.0
2019-08-13,12100,12450,11900,12150,48165,247339.0,20357135.0
2019-08-14,12250,12650,12050,12150,90668,247339.0,20357135.0
2019-08-16,11900,12150,11850,11950,55508,243268.0,20357135.0
2019-08-19,12000,12400,11850,12250,81288,249375.0,20357135.0
2019-08-20,12350,12900,12100,12700,108399,258536.0,20357135.0
2019-08-21,12650,12800,12550,12800,42280,260571.0,20357135.0
2019-08-22,12900,13100,12600,12650,67627,257518.0,20357135.0
2019-08-23,12650,12650,12300,12350,74506,251411.0,20357135.0
2019-08-26,12000,12400,12000,12200,42960,248357.0,20357135.0
2019-08-27,12350,12600,12050,12100,41301,246321.0,20357135.0
2019-08-28,12050,12200,11950,12050,51535,245303.0,20357135.0
2019-08-29,12100,12150,11850,11900,25481,242250.0,20357135.0
2019-08-30,12050,12900,12000,12700,138609,258536.0,20357135.0
2019-09-02,12600,12750,12400,12600,69753,256500.0,20357135.0
2019-09-03,12600,13150,12500,12950,105367,263625.0,20357135.0
2019-09-04,12900,14150,12800,13550,241970,275839.0,20357135.0
2019-09-05,13550,14050,13450,14050,126152,286018.0,20357135.0
2019-09-06,14150,14150,13350,13400,95400,272786.0,20357135.0
2019-09-09,13450,14000,13450,13700,107513,278893.0,20357135.0
2019-09-10,13750,14350,13750,14350,116559,292125.0,20357135.0
2019-09-11,14400,14850,14250,14300,132552,291107.0,20357135.0
2019-09-16,14450,15450,14450,15200,149593,309428.0,20357135.0
2019-09-17,12000,12800,11600,11700,1514406,238178.0,20357135.0
2019-09-18,11700,11850,11400,11500,297215,234107.0,20357135.0
2019-09-19,11550,11650,11200,11250,190167,229018.0,20357135.0
2019-09-20,11250,11450,11150,11250,210083,229018.0,20357135.0
2019-09-23,11250,11650,11150,11550,146296,235125.0,20357135.0
2019-09-24,11500,11850,11400,11800,133040,240214.0,20357135.0
2019-09-25,11600,11850,11500,11500,114610,234107.0,20357135.0
2019-09-26,11600,11700,11300,11400,66326,232071.0,20357135.0
2019-09-27,11450,11500,11150,11150,59279,226982.0,20357135.0
2019-09-30,11200,11600,11150,11200,168071,228000.0,20357135.0
2019-10-01,11250,11350,10750,10950,230828,222911.0,20357135.0
2019-10-02,11050,11100,10750,10900,158071,221893.0,20357135.0
2019-10-04,10900,10950,10400,10500,119565,213750.0,20357135.0
2019-10-07,10550,10650,10400,10500,99849,213750.0,20357135.0
