한국금융지주(071050),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-05-02,55500,56900,55500,56400,152054,2982218.0,52876205.0
2007-05-03,57000,59000,56800,58900,193424,3114408.0,52876205.0
2007-05-04,58900,60500,58100,60000,229424,3172572.0,52876205.0
2007-05-07,60100,60300,59300,59700,124506,3156709.0,52876205.0
2007-05-08,59100,60000,57400,58500,190190,3093258.0,52876205.0
2007-05-09,58000,59900,57500,59100,131166,3124984.0,52876205.0
2007-05-10,59100,59500,58400,58700,110140,3103833.0,52876205.0
2007-05-11,58400,58800,56900,58400,144345,3087970.0,52876205.0
2007-05-14,58100,60000,57900,58400,143616,3087970.0,52876205.0
2007-05-15,58300,59000,56700,56700,125050,2998081.0,52876205.0
2007-05-16,56600,56700,55300,56000,117710,2961067.0,52876205.0
2007-05-17,56600,57600,56400,56600,172657,2992793.0,52876205.0
2007-05-18,56800,58800,56300,58100,161098,3072108.0,52876205.0
2007-05-21,58300,60100,58100,60000,149664,3172572.0,52876205.0
2007-05-22,60100,62500,59200,62500,229150,3304763.0,52876205.0
2007-05-23,61900,62200,60400,61300,310181,3241311.0,52876205.0
2007-05-25,59900,60000,58900,59500,170305,3146134.0,52876205.0
2007-05-28,59500,61500,59200,61000,229239,3225449.0,52876205.0
2007-05-29,61400,62200,60500,61200,161932,3236024.0,52876205.0
2007-05-30,61200,63100,59900,62700,268586,3315338.0,52876205.0
2007-05-31,63000,64500,62200,64500,297496,3410515.0,52876205.0
2007-06-01,64500,71600,64000,69000,526168,3648458.0,52876205.0
2007-06-04,69500,71100,67900,69000,353012,3648458.0,52876205.0
2007-06-05,67800,68800,64900,65000,583538,3436953.0,52876205.0
2007-06-07,64200,65800,63700,65000,362031,3436953.0,52876205.0
2007-06-08,63600,65400,62400,64300,322810,3399940.0,52876205.0
2007-06-11,65000,65200,62100,63200,267823,3341776.0,52876205.0
2007-06-12,62700,64700,62300,64500,304807,3410515.0,52876205.0
2007-06-13,63500,66100,63300,65000,600021,3436953.0,52876205.0
2007-06-14,66100,66500,65200,66000,632544,3489830.0,52876205.0
2007-06-15,66500,70400,65600,68500,793787,3622020.0,52876205.0
2007-06-18,70500,74300,70300,73600,739736,3891689.0,52876205.0
2007-06-19,73900,73900,69500,69500,679399,3674896.0,52876205.0
2007-06-20,68600,69200,65600,67400,620505,3563856.0,52876205.0
2007-06-21,66900,68500,65800,67100,445963,3547993.0,52876205.0
2007-06-22,67100,67600,65900,66700,279652,3526843.0,52876205.0
2007-06-25,65800,67500,65100,65100,280747,3442241.0,52876205.0
2007-06-26,65600,66500,63700,64200,216358,3394652.0,52876205.0
2007-06-27,64300,64300,60500,60500,290167,3199010.0,52876205.0
2007-06-28,61300,64100,60800,63000,368361,3331201.0,52876205.0
2007-06-29,62500,63700,62500,63200,335959,3341776.0,52876205.0
2007-07-02,63200,65200,62900,64800,512181,3426378.0,52876205.0
2007-07-03,66000,68100,65600,68000,631988,3595582.0,52876205.0
2007-07-04,68100,68600,66200,67500,358043,3569144.0,52876205.0
2007-07-05,68200,69500,67800,67800,261663,3585007.0,52876205.0
2007-07-06,67800,68900,66600,68900,171108,3643171.0,52876205.0
2007-07-09,68800,69600,67400,69000,229174,3648458.0,52876205.0
2007-07-10,68500,69100,66900,67300,200391,3558569.0,52876205.0
2007-07-11,66600,67000,63900,63900,400205,3378789.0,52876205.0
2007-07-12,64000,64600,62500,63400,417995,3352351.0,52876205.0
2007-07-13,65200,65500,63900,64100,241274,3389365.0,52876205.0
2007-07-16,64100,65300,63300,64300,223815,3399940.0,52876205.0
2007-07-18,65000,65100,63400,64100,584791,3389365.0,52876205.0
2007-07-19,64300,64600,63100,63600,265210,3362927.0,52876205.0
2007-07-20,64000,66400,63600,66400,437994,3510980.0,52876205.0
2007-07-23,65600,68000,64700,67800,560968,3585007.0,52876205.0
2007-07-24,67600,67700,65700,66900,514087,3537418.0,52876205.0
2007-07-25,65800,66900,65300,66500,378067,3516268.0,52876205.0
2007-07-26,67400,67900,65900,65900,368341,3484542.0,52876205.0
2007-07-27,63900,64300,60200,62000,417346,3278325.0,52876205.0
2007-07-30,61500,62900,60900,62900,193467,3325913.0,52876205.0
2007-07-31,63300,64500,62200,63500,299406,3357639.0,52876205.0
2007-08-01,62000,62600,60100,61000,351252,3225449.0,52876205.0
2007-08-02,61100,61700,56600,57600,433409,3045669.0,52876205.0
2007-08-03,58500,59200,57000,57100,314798,3019231.0,52876205.0
2007-08-06,55500,56300,54300,55300,263410,2924054.0,52876205.0
2007-08-07,57000,59100,56800,58100,476439,3072108.0,52876205.0
2007-08-08,58800,59200,57500,58800,408700,3109121.0,52876205.0
2007-08-09,59600,59700,56600,57000,429752,3013944.0,52876205.0
2007-08-10,54100,55300,51700,52800,599586,2791864.0,52876205.0
2007-08-13,53600,54000,52500,53000,229824,2802439.0,52876205.0
2007-08-14,53600,54900,51700,53200,300448,2813014.0,52876205.0
2007-08-16,50700,50900,46350,48700,529509,2575071.0,52876205.0
2007-08-17,47900,50500,47700,48550,509456,2567140.0,52876205.0
2007-08-20,51000,53200,50100,52500,392824,2776001.0,52876205.0
2007-08-21,52400,53100,51500,52300,235074,2765426.0,52876205.0
2007-08-22,52600,53700,52000,53200,243451,2813014.0,52876205.0
2007-08-23,54400,55600,53900,54300,289382,2871178.0,52876205.0
2007-08-24,54400,55400,53700,55000,133813,2908191.0,52876205.0
2007-08-27,56100,56600,55300,55500,380895,2934629.0,52876205.0
2007-08-28,56000,56400,55000,55600,174125,2939917.0,52876205.0
2007-08-29,53500,56000,53100,55900,226585,2955780.0,52876205.0
2007-08-30,57900,59300,57500,58300,311767,3082683.0,52876205.0
2007-08-31,58300,60400,58300,60400,289237,3193723.0,52876205.0
2007-09-03,60400,60900,59500,60300,146822,3188435.0,52876205.0
2007-09-04,60300,60500,59200,60300,138152,3188435.0,52876205.0
2007-09-05,60300,60500,59300,60300,206819,3188435.0,52876205.0
2007-09-06,60000,60200,58700,60000,229931,3172572.0,52876205.0
2007-09-07,59500,60000,58000,58600,136853,3098546.0,52876205.0
2007-09-10,57700,58000,55200,56400,141855,2982218.0,52876205.0
2007-09-11,58400,58400,55500,56700,171768,2998081.0,52876205.0
2007-09-12,56300,57000,53700,55000,228342,2908191.0,52876205.0
2007-09-13,53800,57500,53300,54100,346391,2860603.0,52876205.0
2007-09-14,54900,55700,53500,53800,275983,2844740.0,52876205.0
2007-09-17,53400,54800,52500,53200,332759,2813014.0,52876205.0
2007-09-18,53000,53000,51000,51200,291382,2707262.0,52876205.0
2007-09-19,53100,58400,53100,56000,690482,2961067.0,52876205.0
2007-09-20,56700,58900,56300,58500,267260,3093258.0,52876205.0
2007-09-21,57500,60800,57500,59700,275517,3156709.0,52876205.0
2007-09-27,60500,61200,59700,60000,407257,3172572.0,52876205.0
2007-09-28,59800,60400,59100,60200,116236,3183148.0,52876205.0
2007-10-01,60000,62800,60000,62400,259756,3299475.0,52876205.0
2007-10-02,63500,64300,62900,64000,438109,3384077.0,52876205.0
2007-10-04,63000,63500,60700,63000,509114,3331201.0,52876205.0
2007-10-05,64000,67300,63200,65200,601955,3447529.0,52876205.0
2007-10-08,66900,72500,66500,70800,599947,3743635.0,52876205.0
2007-10-09,71400,71400,67700,70100,346530,3706622.0,52876205.0
2007-10-10,72000,72400,70600,71400,227237,3775361.0,52876205.0
2007-10-11,72400,73200,72000,73000,431577,3859963.0,52876205.0
2007-10-12,73000,75600,70300,73400,684138,3881113.0,52876205.0
2007-10-15,74100,75800,72300,74200,206715,3923414.0,52876205.0
2007-10-16,73500,74500,71900,72500,231644,3833525.0,52876205.0
2007-10-17,72500,73000,67500,68900,370049,3643171.0,52876205.0
2007-10-18,69900,69900,67000,67700,345388,3579719.0,52876205.0
2007-10-19,67800,67900,65700,65800,205946,3479254.0,52876205.0
2007-10-22,63500,64600,61900,64100,363550,3389365.0,52876205.0
2007-10-23,65500,68300,65200,67500,312932,3569144.0,52876205.0
2007-10-24,68500,75000,68300,72000,474784,3807087.0,52876205.0
2007-10-25,74500,74600,72600,73500,406040,3886401.0,52876205.0
2007-10-26,73600,75100,72400,73300,267944,3875826.0,52876205.0
2007-10-29,74100,76200,74100,75700,420148,4002729.0,52876205.0
2007-10-30,75800,81700,75800,80000,501255,4230096.0,52876205.0
2007-10-31,79900,80500,77200,80000,224399,4230096.0,52876205.0
2007-11-01,80000,89400,80000,86000,619242,4547354.0,52876205.0
2007-11-02,83100,84000,81300,81300,303858,4298835.0,52876205.0
2007-11-05,81200,83000,77200,81300,209482,4298835.0,52876205.0
2007-11-06,81300,81600,77900,80800,225819,4272397.0,52876205.0
2007-11-07,81300,84700,80400,80400,458753,4251247.0,52876205.0
2007-11-08,79000,79000,73800,75000,430928,3965715.0,52876205.0
2007-11-09,76500,80500,76000,78000,278749,4124344.0,52876205.0
2007-11-12,76400,76400,71800,72100,168616,3812374.0,52876205.0
2007-11-13,72500,73500,69700,70000,289486,3701334.0,52876205.0
2007-11-14,73300,74100,72000,73500,250493,3886401.0,52876205.0
2007-11-15,73000,75300,70500,71000,259370,3754211.0,52876205.0
2007-11-16,69100,69400,65900,67800,270733,3585007.0,52876205.0
2007-11-19,68300,70600,66400,67600,229447,3574431.0,52876205.0
2007-11-20,66000,67000,63700,65000,332095,3436953.0,52876205.0
2007-11-21,65500,68500,63300,65200,426387,3447529.0,52876205.0
2007-11-22,63600,68700,63600,66000,217814,3489830.0,52876205.0
2007-11-23,66600,67500,62600,64500,258027,3410515.0,52876205.0
2007-11-26,64600,68200,63600,68200,229390,3606157.0,52876205.0
2007-11-27,66900,71100,65100,69100,150210,3653746.0,52876205.0
2007-11-28,70800,71500,69100,70300,154860,3717197.0,52876205.0
2007-11-29,72000,73000,70900,71900,168699,3801799.0,52876205.0
2007-11-30,70900,74700,70900,72500,162053,3833525.0,52876205.0
2007-12-03,73900,74900,72500,73000,71447,3859963.0,52876205.0
2007-12-04,75900,75900,73500,75100,165995,3971003.0,52876205.0
2007-12-05,75100,77400,74000,77400,117430,4092618.0,52876205.0
2007-12-06,77500,80000,77300,78800,168119,4166645.0,52876205.0
2007-12-07,79100,80100,78500,79000,300813,4177220.0,52876205.0
2007-12-10,79900,80800,74900,77900,255902,4119056.0,52876205.0
2007-12-11,77900,78300,74500,75500,110208,3992153.0,52876205.0
2007-12-12,75300,75300,73600,74100,129715,3918127.0,52876205.0
2007-12-13,74900,76600,70700,72700,355522,3844100.0,52876205.0
2007-12-14,72500,76600,72500,74800,213104,3955140.0,52876205.0
2007-12-17,74100,77300,73000,74600,140446,3944565.0,52876205.0
2007-12-18,74400,74400,70400,71300,433692,3770073.0,52876205.0
2007-12-20,71900,73100,68300,68400,329397,3616732.0,52876205.0
2007-12-21,69000,72100,68200,70400,232859,3722485.0,52876205.0
2007-12-24,71800,79500,71000,77000,255974,4071468.0,52876205.0
2007-12-26,75900,79000,75200,77700,66795,4108481.0,52876205.0
2007-12-27,77100,78800,76000,76100,131610,4023879.0,52876205.0
2007-12-28,76100,79900,74600,79900,145597,4224809.0,52876205.0
2008-01-02,78000,78000,72500,72500,180984,3833525.0,52876205.0
2008-01-03,72800,74100,71700,72800,131537,3849388.0,52876205.0
2008-01-04,72500,73400,70700,71000,146646,3754211.0,52876205.0
2008-01-07,69800,75000,69500,73600,212627,3891689.0,52876205.0
2008-01-08,75000,77400,73000,74500,179877,3939277.0,52876205.0
2008-01-09,73000,77000,72000,74500,183635,3939277.0,52876205.0
2008-01-10,74900,75500,71000,71000,198588,3754211.0,52876205.0
2008-01-11,71800,73300,68000,69100,218456,3653746.0,52876205.0
2008-01-14,68200,70000,66400,67700,152832,3579719.0,52876205.0
2008-01-15,67800,68200,61700,65300,243929,3452816.0,52876205.0
2008-01-16,64900,68400,64100,66000,240347,3489830.0,52876205.0
2008-01-17,67700,68800,65500,65500,145613,3463391.0,52876205.0
2008-01-18,66400,67300,63400,66000,251825,3489830.0,52876205.0
2008-01-21,68000,68000,62900,64400,232727,3405228.0,52876205.0
2008-01-22,61100,61800,54800,54800,690501,2897616.0,52876205.0
2008-01-23,57200,59700,57000,58400,754963,3087970.0,52876205.0
2008-01-24,59900,61500,58600,58600,303366,3098546.0,52876205.0
2008-01-25,60100,60600,57900,59500,284207,3146134.0,52876205.0
2008-01-28,59200,60000,52700,53900,282926,2850027.0,52876205.0
2008-01-29,55600,55800,51100,51100,415810,2701974.0,52876205.0
2008-01-30,51400,52400,46350,46500,469697,2458744.0,52876205.0
2008-01-31,45800,50400,45200,49150,592226,2598865.0,52876205.0
2008-02-01,50300,52400,49850,52400,537595,2770713.0,52876205.0
2008-02-04,52000,58500,52000,56500,427615,2987506.0,52876205.0
2008-02-05,55600,56800,55200,56800,137769,3003368.0,52876205.0
2008-02-11,53900,54300,52200,53400,365262,2823589.0,52876205.0
2008-02-12,53400,54400,50300,50800,364478,2686111.0,52876205.0
2008-02-13,52000,53200,51300,51300,217804,2712549.0,52876205.0
2008-02-14,52800,55000,52600,54100,231897,2860603.0,52876205.0
2008-02-15,53300,53700,52200,53100,197765,2807726.0,52876205.0
2008-02-18,53200,55200,52800,53400,210395,2823589.0,52876205.0
2008-02-19,55000,57400,55000,56100,223684,2966355.0,52876205.0
2008-02-20,55500,55900,53900,55000,178917,2908191.0,52876205.0
2008-02-21,55900,56500,53200,53600,215882,2834165.0,52876205.0
2008-02-22,52700,52800,50900,51700,230841,2733700.0,52876205.0
2008-02-25,52100,52700,51500,52100,197423,2754850.0,52876205.0
2008-02-26,52900,53100,50800,51200,259274,2707262.0,52876205.0
2008-02-27,51600,52200,50800,51100,246766,2701974.0,52876205.0
2008-02-28,51800,53100,51700,52900,264137,2797151.0,52876205.0
2008-02-29,52100,52400,51500,51900,175019,2744275.0,52876205.0
2008-03-03,50000,50500,49850,50200,216391,2654385.0,52876205.0
2008-03-04,50800,51200,49700,50200,132720,2654385.0,52876205.0
2008-03-05,50900,51900,50000,51900,125645,2744275.0,52876205.0
2008-03-06,51500,51700,50200,50200,285686,2654385.0,52876205.0
2008-03-07,49450,49450,47250,47400,318136,2506332.0,52876205.0
2008-03-10,45500,48200,44600,45000,457956,2379429.0,52876205.0
2008-03-11,45000,47650,44700,46050,327929,2434949.0,52876205.0
2008-03-12,48250,49500,47100,47250,224738,2498401.0,52876205.0
2008-03-13,47200,47850,44650,45000,361820,2379429.0,52876205.0
2008-03-14,46200,46600,41650,42500,496269,2247239.0,52876205.0
2008-03-17,41750,41750,38450,39600,879595,2093898.0,52876205.0
2008-03-18,40000,40600,38950,39900,373208,2109761.0,52876205.0
2008-03-19,41900,42750,41700,42650,474656,2255170.0,52876205.0
2008-03-20,41950,43800,41700,42900,312551,2268389.0,52876205.0
2008-03-21,44450,45500,43600,45500,307781,2405867.0,52876205.0
2008-03-24,46350,46350,44100,46000,202931,2432305.0,52876205.0
2008-03-25,46600,46800,45550,46000,248273,2432305.0,52876205.0
2008-03-26,46050,46050,44050,44500,327638,2352991.0,52876205.0
2008-03-27,44400,45750,44150,44250,172021,2339772.0,52876205.0
2008-03-28,43500,46600,43250,46150,387430,2440237.0,52876205.0
2008-03-31,46700,46850,45650,46500,203605,2458744.0,52876205.0
2008-04-01,46400,49000,46300,48000,288692,2538058.0,52876205.0
2008-04-02,50700,55200,50000,54500,865703,2881753.0,52876205.0
2008-04-03,53900,54900,52400,54200,438926,2865890.0,52876205.0
2008-04-04,53400,57200,52600,57100,443166,3019231.0,52876205.0
2008-04-07,56800,56800,54500,54500,344135,2881753.0,52876205.0
2008-04-08,53900,54000,51900,52700,318317,2786576.0,52876205.0
2008-04-10,51300,53400,51200,53000,313439,2802439.0,52876205.0
2008-04-11,53000,53800,51500,53000,214762,2802439.0,52876205.0
2008-04-14,51200,51300,49200,50000,340855,2643810.0,52876205.0
2008-04-15,50000,51600,49900,50400,251682,2664961.0,52876205.0
2008-04-16,51400,53200,51300,52500,296365,2776001.0,52876205.0
2008-04-17,53900,54300,52100,52700,381890,2786576.0,52876205.0
2008-04-18,52900,53000,51200,51600,254798,2728412.0,52876205.0
2008-04-21,52700,54500,52300,54000,256657,2855315.0,52876205.0
2008-04-22,54200,54300,52000,52100,232886,2754850.0,52876205.0
2008-04-23,52100,53800,52000,53100,168725,2807726.0,52876205.0
2008-04-24,53300,55100,51900,53300,339873,2818302.0,52876205.0
2008-04-25,55300,55800,54200,55300,282337,2924054.0,52876205.0
2008-04-28,55400,55800,54000,54900,178586,2902904.0,52876205.0
2008-04-29,54900,54900,51900,52300,287699,2765426.0,52876205.0
2008-04-30,52300,53600,51900,53000,140566,2802439.0,52876205.0
2008-05-02,53900,55000,53800,55000,233159,2908191.0,52876205.0
2008-05-06,54500,54700,53300,54700,260377,2892328.0,52876205.0
2008-05-07,54300,54700,52500,53700,274996,2839452.0,52876205.0
2008-05-08,52100,53800,52000,52600,314816,2781288.0,52876205.0
2008-05-09,52700,52900,49850,50200,385645,2654385.0,52876205.0
2008-05-13,50200,50500,49300,49500,308897,2617372.0,52876205.0
2008-05-14,49050,49350,46000,46800,466488,2474606.0,52876205.0
2008-05-15,46600,50700,46600,49000,456570,2590934.0,52876205.0
2008-05-16,50300,51100,49500,50700,395010,2680824.0,52876205.0
2008-05-19,50000,51000,49350,50100,325203,2649098.0,52876205.0
2008-05-20,49900,50000,48050,48250,305747,2551277.0,52876205.0
2008-05-21,47500,47500,46400,46600,359567,2464031.0,52876205.0
2008-05-22,46000,46500,45600,45950,306708,2429662.0,52876205.0
2008-05-23,46150,47300,45500,46400,272016,2453456.0,52876205.0
2008-05-26,46200,46750,45450,45850,221910,2424374.0,52876205.0
2008-05-27,45800,47550,45800,46800,243020,2474606.0,52876205.0
2008-05-28,47050,47200,44250,45250,396165,2392648.0,52876205.0
2008-05-29,45300,47050,45300,47000,214785,2485182.0,52876205.0
2008-05-30,47000,47400,46500,47250,125440,2498401.0,52876205.0
2008-06-02,47200,47200,45450,46250,206480,2445524.0,52876205.0
2008-06-03,45400,45900,42800,43200,635895,2284252.0,52876205.0
2008-06-04,43400,44350,43200,44000,263850,2326553.0,52876205.0
2008-06-05,43750,44650,43150,44650,254923,2360923.0,52876205.0
2008-06-09,43400,44250,42900,44200,175634,2337128.0,52876205.0
2008-06-10,44300,44450,43200,43800,181332,2315978.0,52876205.0
2008-06-11,43900,43900,42200,42650,231509,2255170.0,52876205.0
2008-06-12,42000,42300,40850,41800,297080,2210225.0,52876205.0
2008-06-13,42150,43000,41800,43000,133729,2273677.0,52876205.0
2008-06-16,43600,44950,43300,44250,227167,2339772.0,52876205.0
2008-06-17,44550,44700,43550,44450,108742,2350347.0,52876205.0
2008-06-18,44100,45050,43750,44900,214944,2374142.0,52876205.0
2008-06-19,44500,44500,43300,43550,210992,2302759.0,52876205.0
2008-06-20,43700,44700,43200,44700,127261,2363566.0,52876205.0
2008-06-23,43900,44700,43700,44400,116333,2347704.0,52876205.0
2008-06-24,44100,44200,42300,43500,235045,2300115.0,52876205.0
2008-06-25,43300,44200,42500,44000,202473,2326553.0,52876205.0
2008-06-26,43000,44200,42700,43050,286414,2276321.0,52876205.0
2008-06-27,41800,42000,41100,41800,156828,2210225.0,52876205.0
2008-06-30,41600,42000,41450,41850,148179,2212869.0,52876205.0
2008-07-01,41500,42600,41500,41700,119307,2204938.0,52876205.0
2008-07-02,41950,41950,40200,41100,259202,2173212.0,52876205.0
2008-07-03,40150,41450,40050,40950,296211,2165281.0,52876205.0
2008-07-04,40650,41000,39100,39850,278899,2107117.0,52876205.0
2008-07-07,39750,39750,38850,39450,118240,2085966.0,52876205.0
2008-07-08,39100,39350,38150,38600,136361,2041022.0,52876205.0
2008-07-09,39400,40750,38600,39450,246576,2085966.0,52876205.0
2008-07-10,39000,41100,39000,40300,236434,2130911.0,52876205.0
2008-07-11,40450,40800,38750,40750,392715,2154705.0,52876205.0
2008-07-14,39800,40900,39500,40600,176819,2146774.0,52876205.0
2008-07-15,39800,40300,39100,39500,231512,2088610.0,52876205.0
2008-07-16,39800,40500,38550,39900,190210,2109761.0,52876205.0
2008-07-17,41200,41700,40800,41200,154636,2178500.0,52876205.0
2008-07-18,42500,42500,40150,40150,93853,2122980.0,52876205.0
2008-07-21,40500,43400,40500,42750,264404,2260458.0,52876205.0
2008-07-22,42500,43700,42200,43550,121283,2302759.0,52876205.0
2008-07-23,44500,45400,44000,44500,299849,2352991.0,52876205.0
2008-07-24,44800,45600,44250,45600,143818,2411155.0,52876205.0
2008-07-25,44200,45000,42500,43700,190512,2310690.0,52876205.0
2008-07-28,43700,44250,42000,42000,160815,2220801.0,52876205.0
2008-07-29,41100,41300,40100,40900,168365,2162637.0,52876205.0
2008-07-30,41800,42350,41450,41450,148127,2191719.0,52876205.0
2008-07-31,42100,42500,41450,42350,138106,2239307.0,52876205.0
2008-08-01,42100,42100,40700,41750,82610,2207582.0,52876205.0
2008-08-04,41300,41600,39600,39800,128053,2104473.0,52876205.0
2008-08-05,40000,40650,39650,40150,223509,2122980.0,52876205.0
2008-08-06,41400,42550,40850,42000,216339,2220801.0,52876205.0
2008-08-07,42700,42700,40700,40850,194587,2159993.0,52876205.0
2008-08-08,40100,41300,39800,41150,133188,2175856.0,52876205.0
2008-08-11,42050,43300,41900,42900,215626,2268389.0,52876205.0
2008-08-12,42350,43500,41850,43000,156018,2273677.0,52876205.0
2008-08-13,42500,42800,41650,42300,131028,2236663.0,52876205.0
2008-08-14,41400,42250,41250,41500,205598,2194363.0,52876205.0
2008-08-18,41800,41800,40200,40350,289630,2133555.0,52876205.0
2008-08-19,40000,40050,38450,38800,341449,2051597.0,52876205.0
2008-08-20,38000,38750,37000,37500,387847,1982858.0,52876205.0
2008-08-21,37500,37500,35050,35300,611560,1866530.0,52876205.0
2008-08-22,35100,35350,34500,35300,393666,1866530.0,52876205.0
2008-08-25,35400,35800,34800,35000,287913,1850667.0,52876205.0
2008-08-26,34400,35400,34300,35200,161140,1861242.0,52876205.0
2008-08-27,35050,36600,34000,35600,157754,1882393.0,52876205.0
2008-08-28,36400,36400,34550,35150,166367,1858599.0,52876205.0
2008-08-29,35500,36650,35500,36000,242193,1903543.0,52876205.0
2008-09-01,35200,35800,34700,34850,222608,1842736.0,52876205.0
2008-09-02,34500,35400,34200,34500,338109,1824229.0,52876205.0
2008-09-03,33600,35450,33600,35150,367406,1858599.0,52876205.0
2008-09-04,34500,34850,33950,34100,349827,1803079.0,52876205.0
2008-09-05,33100,33400,32900,33300,543289,1760778.0,52876205.0
2008-09-08,34700,36900,34600,36200,888460,1914119.0,52876205.0
2008-09-09,35600,35750,33800,34200,482332,1808366.0,52876205.0
2008-09-10,33400,35950,33100,35700,841213,1887681.0,52876205.0
2008-09-11,35550,35700,34000,34000,919459,1797791.0,52876205.0
2008-09-12,35050,35550,34550,35550,979237,1879749.0,52876205.0
2008-09-16,30250,30950,30250,30500,1227260,1612724.0,52876205.0
2008-09-17,31600,34100,31400,33500,883844,1771353.0,52876205.0
2008-09-18,30750,31100,29400,30500,1239743,1612724.0,52876205.0
2008-09-19,32050,32250,30800,31050,1133758,1641806.0,52876205.0
2008-09-22,31700,32100,31350,31700,351017,1676176.0,52876205.0
2008-09-23,31150,32850,31100,32100,285059,1697326.0,52876205.0
2008-09-24,32400,33650,31850,32700,230014,1729052.0,52876205.0
2008-09-25,32850,34350,32200,33950,272540,1795147.0,52876205.0
2008-09-26,33950,34600,32150,33100,484643,1750202.0,52876205.0
2008-09-29,33400,33500,32100,32100,227780,1697326.0,52876205.0
2008-09-30,28500,36900,28500,31500,2701809,1665600.0,52876205.0
2008-10-01,31500,31550,30250,31000,248182,1639162.0,52876205.0
2008-10-02,31350,31500,29850,30400,305703,1607437.0,52876205.0
2008-10-06,29100,29450,25850,25850,1075392,1366850.0,52876205.0
2008-10-07,25000,25600,22300,25000,602573,1321905.0,52876205.0
2008-10-08,23900,24450,23200,23200,566928,1226728.0,52876205.0
2008-10-09,23500,24700,23200,23550,465375,1245235.0,52876205.0
2008-10-10,22050,22400,20150,22400,482695,1184427.0,52876205.0
2008-10-13,23000,24850,22800,24000,337933,1269029.0,52876205.0
2008-10-14,26200,27600,26200,27600,477130,1459383.0,52876205.0
2008-10-15,27250,28950,26300,27600,856965,1459383.0,52876205.0
2008-10-16,25800,26450,24050,24750,931660,1308686.0,52876205.0
2008-10-17,26000,26100,24900,25450,424806,1345699.0,52876205.0
2008-10-20,26000,27700,25000,26950,302848,1425014.0,52876205.0
2008-10-21,27450,27700,26500,26900,216393,1422370.0,52876205.0
2008-10-22,27250,27400,24300,25000,277285,1321905.0,52876205.0
2008-10-23,21500,24850,21500,24000,347085,1269029.0,52876205.0
2008-10-24,24000,24500,21900,23000,542177,1216153.0,52876205.0
2008-10-27,21250,24600,21250,23200,564442,1226728.0,52876205.0
2008-10-28,22000,25500,21550,24400,375031,1290179.0,52876205.0
2008-10-29,25600,26100,20850,23000,446722,1216153.0,52876205.0
2008-10-30,24600,26000,23000,25800,477094,1364206.0,52876205.0
2008-10-31,25050,27000,24050,25700,545227,1358918.0,52876205.0
2008-11-03,26100,28300,25700,27550,318201,1456739.0,52876205.0
2008-11-04,27650,28700,27000,28400,246614,1501684.0,52876205.0
2008-11-05,29300,32100,29000,29800,308452,1575711.0,52876205.0
2008-11-06,27750,29300,26500,28400,263493,1501684.0,52876205.0
2008-11-07,27000,28850,26500,28200,291461,1491109.0,52876205.0
2008-11-10,28700,29250,27200,27550,203035,1456739.0,52876205.0
2008-11-11,26550,28300,25900,27400,152170,1448808.0,52876205.0
2008-11-12,26400,27300,25850,26800,145221,1417082.0,52876205.0
2008-11-13,25600,26700,23250,26700,167544,1411795.0,52876205.0
2008-11-14,27250,27400,25150,25250,203443,1335124.0,52876205.0
2008-11-17,25000,27100,23500,24800,242552,1311330.0,52876205.0
2008-11-18,24000,25250,23500,24000,258426,1269029.0,52876205.0
2008-11-19,24250,24400,23350,24200,134070,1279604.0,52876205.0
2008-11-20,22950,23600,22300,22700,142819,1200290.0,52876205.0
2008-11-21,21500,23150,20700,22400,309276,1184427.0,52876205.0
2008-11-24,22100,22300,20500,20600,349020,1089250.0,52876205.0
2008-11-25,22000,22650,21550,21800,370969,1152701.0,52876205.0
2008-11-26,21850,24050,21850,22750,463060,1202934.0,52876205.0
2008-11-27,23350,24950,23050,23450,388856,1239947.0,52876205.0
2008-11-28,23850,25050,23600,25000,242001,1321905.0,52876205.0
2008-12-01,24700,26850,23600,24900,290344,1316618.0,52876205.0
2008-12-02,23500,25650,23250,24750,199626,1308686.0,52876205.0
2008-12-03,25500,26300,24850,24900,228032,1316618.0,52876205.0
2008-12-04,25350,25750,23650,24650,152531,1303398.0,52876205.0
2008-12-05,24800,25700,24150,24300,161281,1284892.0,52876205.0
2008-12-08,24650,26950,24500,26100,222473,1380069.0,52876205.0
2008-12-09,26600,26850,25800,26500,296272,1401219.0,52876205.0
2008-12-10,26900,27250,26250,26950,334696,1425014.0,52876205.0
2008-12-11,27300,28900,27150,27950,473855,1477890.0,52876205.0
2008-12-12,27200,27900,25250,27450,212923,1451452.0,52876205.0
2008-12-15,27900,29300,27650,27750,292297,1467315.0,52876205.0
2008-12-16,27750,28500,27200,28000,203675,1480534.0,52876205.0
2008-12-17,29300,29350,26500,27150,239886,1435589.0,52876205.0
2008-12-18,27550,28200,26300,26650,252660,1409151.0,52876205.0
2008-12-19,26650,27000,25650,26000,207979,1374781.0,52876205.0
2008-12-22,26200,27100,26000,26150,123539,1382713.0,52876205.0
2008-12-23,25800,26100,25500,25500,166619,1348343.0,52876205.0
2008-12-24,25900,25900,23350,24950,1060181,1319261.0,52876205.0
2008-12-26,24750,24900,23700,23950,105355,1266385.0,52876205.0
2008-12-29,23950,24050,23100,23700,115136,1253166.0,52876205.0
