삼성화재해상보험(000810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-05-29,62300,65500,61600,65000,494570,3224314.0,49604837.0
2003-05-30,65000,65900,63600,65000,252571,3224314.0,49604837.0
2003-06-02,66000,66300,63900,64000,177999,3174710.0,49604837.0
2003-06-03,63400,63500,61000,61500,237063,3050697.0,49604837.0
2003-06-04,62000,63600,62000,63100,222655,3130065.0,49604837.0
2003-06-05,64100,66300,64100,65300,372302,3239196.0,49604837.0
2003-06-09,64500,65100,63300,63500,250180,3149907.0,49604837.0
2003-06-10,64200,64200,62700,63700,181719,3159828.0,49604837.0
2003-06-11,63700,64300,61800,62500,214339,3100302.0,49604837.0
2003-06-12,62800,63400,61800,62600,422602,3105263.0,49604837.0
2003-06-13,62700,64300,62400,64000,236018,3174710.0,49604837.0
2003-06-16,63500,63800,61800,62000,265942,3075500.0,49604837.0
2003-06-17,63400,63400,61800,62000,568188,3075500.0,49604837.0
2003-06-18,61800,61800,60600,61200,431593,3035816.0,49604837.0
2003-06-19,61200,62100,60100,60100,650423,2981251.0,49604837.0
2003-06-20,59800,61200,59700,59800,457909,2966369.0,49604837.0
2003-06-23,59800,60400,57400,58200,430773,2887002.0,49604837.0
2003-06-24,57000,58200,57000,58200,232581,2887002.0,49604837.0
2003-06-25,58200,59200,57600,59100,250911,2931646.0,49604837.0
2003-06-26,58300,59000,57900,58400,175665,2896922.0,49604837.0
2003-06-27,58500,59600,58500,59600,198940,2956448.0,49604837.0
2003-06-30,59000,59400,58100,58100,220656,2882041.0,49604837.0
2003-07-01,58500,59600,58300,59600,350153,2956448.0,49604837.0
2003-07-02,60100,61400,59600,61000,335570,3025895.0,49604837.0
2003-07-03,62100,63400,61600,62100,565966,3080460.0,49604837.0
2003-07-04,61800,62700,61300,62000,135755,3075500.0,49604837.0
2003-07-07,63000,63200,61500,62900,292771,3120144.0,49604837.0
2003-07-08,63400,63400,61900,62000,277960,3075500.0,49604837.0
2003-07-09,63000,64000,62600,64000,433915,3174710.0,49604837.0
2003-07-10,64000,64700,63200,63700,337605,3159828.0,49604837.0
2003-07-11,63000,63000,61400,62400,330599,3095342.0,49604837.0
2003-07-14,62300,64300,61800,64200,281193,3184631.0,49604837.0
2003-07-15,64400,64400,62900,63800,230031,3164789.0,49604837.0
2003-07-16,64000,64500,60600,61000,481385,3025895.0,49604837.0
2003-07-18,59500,60300,58700,59000,252852,2926685.0,49604837.0
2003-07-21,59000,59900,58600,58800,138593,2916764.0,49604837.0
2003-07-22,57400,59600,57400,59300,168385,2941567.0,49604837.0
2003-07-23,59100,61400,59100,60400,220762,2996132.0,49604837.0
2003-07-24,60900,61200,60000,60600,300980,3006053.0,49604837.0
2003-07-25,60500,61200,59900,60200,148716,2986211.0,49604837.0
2003-07-28,61800,62000,61000,62000,182569,3075500.0,49604837.0
2003-07-29,61500,62400,61500,62000,109010,3075500.0,49604837.0
2003-07-30,62500,62500,59400,60300,207310,2991172.0,49604837.0
2003-07-31,60500,60500,58800,58900,197725,2921725.0,49604837.0
2003-08-01,59100,59800,59100,59300,172769,2941567.0,49604837.0
2003-08-04,59000,59000,57900,58100,264546,2882041.0,49604837.0
2003-08-05,58300,60100,58300,59500,254955,2951488.0,49604837.0
2003-08-06,58800,60000,58800,59500,145126,2951488.0,49604837.0
2003-08-07,59500,62100,59500,62000,395286,3075500.0,49604837.0
2003-08-08,62000,64200,62000,63500,484817,3149907.0,49604837.0
2003-08-11,63500,63600,62500,63400,166030,3144947.0,49604837.0
2003-08-12,63100,63500,62700,62700,144526,3110223.0,49604837.0
2003-08-13,62700,62900,61400,62200,171806,3085421.0,49604837.0
2003-08-14,62400,62400,61000,62200,250780,3085421.0,49604837.0
2003-08-18,62000,62700,61500,62300,259512,3090381.0,49604837.0
2003-08-19,63300,64500,62800,64500,385998,3199512.0,49604837.0
2003-08-20,64900,67400,64500,66600,623350,3303682.0,49604837.0
2003-08-21,67500,68800,67200,68500,366130,3397931.0,49604837.0
2003-08-22,68600,68700,67000,67500,294576,3348326.0,49604837.0
2003-08-25,67300,67500,65600,66500,137332,3298722.0,49604837.0
2003-08-26,65600,67000,65000,66200,139340,3283840.0,49604837.0
2003-08-27,66400,66500,65500,65900,142060,3268959.0,49604837.0
2003-08-28,65300,66400,63800,64000,190860,3174710.0,49604837.0
2003-08-29,64000,65500,63500,65000,360760,3224314.0,49604837.0
2003-09-01,65200,66400,65000,66400,153331,3293761.0,49604837.0
2003-09-02,66300,66600,64200,64800,265187,3214393.0,49604837.0
2003-09-03,65700,67100,64900,66500,383210,3298722.0,49604837.0
2003-09-04,66800,68600,66700,67700,489180,3358247.0,49604837.0
2003-09-05,67700,68300,67000,67300,201410,3338406.0,49604837.0
2003-09-08,68100,68500,67000,67200,148577,3333445.0,49604837.0
2003-09-09,68200,70300,67300,68700,362219,3407852.0,49604837.0
2003-09-15,67000,68300,67000,67100,234820,3328485.0,49604837.0
2003-09-16,67500,70000,67500,69000,178659,3422734.0,49604837.0
2003-09-17,70400,70400,68300,68300,163192,3388010.0,49604837.0
2003-09-18,68900,69500,68000,68000,167633,3373129.0,49604837.0
2003-09-19,68900,69400,66500,67500,186163,3348326.0,49604837.0
2003-09-22,67500,68300,65500,66300,295040,3288801.0,49604837.0
2003-09-23,66000,66000,64600,65500,174428,3249117.0,49604837.0
2003-09-24,65600,66000,65100,66000,187851,3273919.0,49604837.0
2003-09-25,65800,66000,63700,66000,198710,3273919.0,49604837.0
2003-09-26,65600,65700,64200,64800,153743,3214393.0,49604837.0
2003-09-29,64800,64800,60900,63000,203592,3125105.0,49604837.0
2003-09-30,63000,64400,62600,64400,319230,3194552.0,49604837.0
2003-10-01,63000,64000,62700,63600,182522,3154868.0,49604837.0
2003-10-02,64300,64300,62800,64000,267661,3174710.0,49604837.0
2003-10-06,64300,65300,63700,64900,181086,3219354.0,49604837.0
2003-10-07,64900,65100,64100,64400,144927,3194552.0,49604837.0
2003-10-08,64800,65500,62800,63200,196385,3135026.0,49604837.0
2003-10-09,63200,65200,63200,64000,237970,3174710.0,49604837.0
2003-10-10,64000,65200,63200,64500,265725,3199512.0,49604837.0
2003-10-13,65300,67000,64600,65400,196636,3244156.0,49604837.0
2003-10-14,66500,68200,66300,67900,496906,3368168.0,49604837.0
2003-10-15,68500,68500,67500,67800,138348,3363208.0,49604837.0
2003-10-16,67800,68900,67800,68100,277877,3378089.0,49604837.0
2003-10-17,68100,68500,66800,67000,227212,3323524.0,49604837.0
2003-10-20,67000,69000,67000,69000,141200,3422734.0,49604837.0
2003-10-21,69100,69300,67000,67400,194937,3343366.0,49604837.0
2003-10-22,67500,68600,67100,67700,216738,3358247.0,49604837.0
2003-10-23,67700,67700,65400,65600,221210,3254077.0,49604837.0
2003-10-24,65600,65700,64500,65600,102276,3254077.0,49604837.0
2003-10-27,65800,67200,65700,67200,134861,3333445.0,49604837.0
2003-10-28,67200,68000,66100,67000,284429,3323524.0,49604837.0
2003-10-29,68300,69200,67100,67200,193590,3333445.0,49604837.0
2003-10-30,67300,68400,66800,67400,156262,3343366.0,49604837.0
2003-10-31,67400,68900,67400,67600,172957,3353287.0,49604837.0
2003-11-03,67600,68900,67600,68000,99198,3373129.0,49604837.0
2003-11-04,68200,68300,66500,66800,234106,3313603.0,49604837.0
2003-11-05,66700,66900,65900,66000,241314,3273919.0,49604837.0
2003-11-06,66200,66400,64100,64100,335934,3179670.0,49604837.0
2003-11-07,64100,65400,63700,64000,223786,3174710.0,49604837.0
2003-11-10,63100,63400,62200,63100,282713,3130065.0,49604837.0
2003-11-11,63000,64000,63000,63700,277341,3159828.0,49604837.0
2003-11-12,63500,65800,63500,65800,278922,3263998.0,49604837.0
2003-11-13,66200,68300,65800,68300,379720,3388010.0,49604837.0
2003-11-14,68000,70300,67600,70300,389910,3487220.0,49604837.0
2003-11-17,69500,69500,66600,67600,210152,3353287.0,49604837.0
2003-11-18,67500,68400,66100,67300,159247,3338406.0,49604837.0
2003-11-19,67000,67500,65300,67500,293563,3299051.0,48874837.0
2003-11-20,66600,67500,65600,66300,154672,3240402.0,48874837.0
2003-11-21,65300,66200,64500,66200,211092,3235514.0,48874837.0
2003-11-24,64600,65600,62600,62700,159803,3064452.0,48874837.0
2003-11-25,63600,64100,63100,63500,109380,3103552.0,48874837.0
2003-11-26,64000,65500,63200,64200,163550,3137765.0,48874837.0
2003-11-27,64300,65300,64100,65300,93215,3191527.0,48874837.0
2003-11-28,64600,66500,64600,66400,109430,3245289.0,48874837.0
2003-12-01,65700,66900,64800,65600,141528,3206189.0,48874837.0
2003-12-02,66900,66900,64100,64100,207601,3132877.0,48874837.0
2003-12-03,65200,66200,64800,65600,349653,3206189.0,48874837.0
2003-12-04,65500,65500,63000,64300,160490,3142652.0,48874837.0
2003-12-05,64300,65100,63500,63800,145646,3118215.0,48874837.0
2003-12-08,62600,64400,62600,63100,95924,3084002.0,48874837.0
2003-12-09,63000,64000,62900,63600,174371,3108440.0,48874837.0
2003-12-10,63100,65800,63000,65500,276079,3201302.0,48874837.0
2003-12-11,65900,66500,64400,64500,368010,3152427.0,48874837.0
2003-12-12,65800,66600,65500,66000,218592,3225739.0,48874837.0
2003-12-15,66100,67200,65100,65600,137823,3206189.0,48874837.0
2003-12-16,65400,66000,64700,64900,131583,3171977.0,48874837.0
2003-12-17,65400,65800,64100,64100,127471,3132877.0,48874837.0
2003-12-18,64100,66000,64100,66000,126770,3225739.0,48874837.0
2003-12-19,66000,66100,65000,65600,150456,3206189.0,48874837.0
2003-12-22,65900,68100,65500,67500,226929,3299051.0,48874837.0
2003-12-23,67600,68300,67000,67500,125623,3299051.0,48874837.0
2003-12-24,67800,68700,66200,66500,114066,3250177.0,48874837.0
2003-12-26,67100,67500,66100,66700,54430,3259952.0,48874837.0
2003-12-29,65800,68000,65800,68000,62104,3323489.0,48874837.0
2003-12-30,67800,68500,67100,68500,112364,3347926.0,48874837.0
2004-01-02,68100,68500,66500,67000,144412,3274614.0,48874837.0
2004-01-05,66400,67200,64700,66800,305807,3264839.0,48874837.0
2004-01-06,66300,67200,66000,66700,190067,3259952.0,48874837.0
2004-01-07,66300,67100,63500,65600,256218,3206189.0,48874837.0
2004-01-08,66300,66300,64100,64100,222584,3132877.0,48874837.0
2004-01-09,65400,67200,65000,66100,241673,3230627.0,48874837.0
2004-01-12,66100,68300,65200,68000,247780,3323489.0,48874837.0
2004-01-13,67500,68700,67400,68600,220920,3352814.0,48874837.0
2004-01-14,68900,69400,67200,68300,261690,3338151.0,48874837.0
2004-01-15,67800,68200,66600,66600,198575,3255064.0,48874837.0
2004-01-16,66600,67200,65400,65700,193290,3211077.0,48874837.0
2004-01-19,66400,68600,66300,68400,302753,3343039.0,48874837.0
2004-01-20,68000,68900,67000,67500,180960,3299051.0,48874837.0
2004-01-26,68700,69400,67500,69400,283290,3391914.0,48874837.0
2004-01-27,70000,70000,68500,68800,242760,3362589.0,48874837.0
2004-01-28,68800,68800,67400,68000,214658,3323489.0,48874837.0
2004-01-29,67600,69200,67200,68500,117222,3347926.0,48874837.0
2004-01-30,69000,72600,68200,71700,440403,3504326.0,48874837.0
2004-02-02,72300,72700,71300,71800,176450,3509213.0,48874837.0
2004-02-03,72600,73300,71300,73000,353090,3567863.0,48874837.0
2004-02-04,73600,74500,71500,71900,236757,3514101.0,48874837.0
2004-02-05,71700,71900,68800,69100,231716,3377251.0,48874837.0
2004-02-06,69100,70600,68300,68800,351216,3362589.0,48874837.0
2004-02-09,69300,70000,68600,69200,240135,3382139.0,48874837.0
2004-02-10,70400,74000,70300,74000,448254,3616738.0,48874837.0
2004-02-11,73100,73500,71800,73400,289930,3587413.0,48874837.0
2004-02-12,73100,73200,71600,72500,218570,3543426.0,48874837.0
2004-02-13,72500,75100,72200,74000,272332,3616738.0,48874837.0
2004-02-16,74100,75200,73100,74500,112942,3641175.0,48874837.0
2004-02-17,74800,76800,74500,76500,200935,3738925.0,48874837.0
2004-02-18,76000,76900,74900,76500,179461,3738925.0,48874837.0
2004-02-19,75600,76300,74000,74000,90285,3616738.0,48874837.0
2004-02-20,75000,75000,73100,74200,69880,3626513.0,48874837.0
2004-02-23,74200,74900,72600,73100,101745,3572751.0,48874837.0
2004-02-24,73000,75400,72800,74900,238422,3660725.0,48874837.0
2004-02-25,74900,76200,74900,75600,342119,3694938.0,48874837.0
2004-02-26,75600,75600,74300,75600,81180,3694938.0,48874837.0
2004-02-27,76100,76200,74700,75700,171043,3699825.0,48874837.0
2004-03-02,76000,80000,75800,79800,271311,3900212.0,48874837.0
2004-03-03,78100,79000,75400,75400,223853,3685163.0,48874837.0
2004-03-04,75400,75400,73200,73600,366425,3597188.0,48874837.0
2004-03-05,74700,76300,74000,76000,250520,3714488.0,48874837.0
2004-03-08,76400,76400,74100,74400,146087,3636288.0,48874837.0
2004-03-09,74900,75000,73100,73200,98193,3577638.0,48874837.0
2004-03-10,74100,74500,72600,73700,113227,3602075.0,48874837.0
2004-03-11,72500,73500,71700,71900,298203,3514101.0,48874837.0
2004-03-12,72000,72700,70000,70900,273845,3465226.0,48874837.0
2004-03-15,72900,73600,72300,73000,245982,3567863.0,48874837.0
2004-03-16,72500,74200,72500,74000,219758,3616738.0,48874837.0
2004-03-17,74000,75000,73400,74400,257578,3636288.0,48874837.0
2004-03-18,75700,77600,75300,76900,242018,3758475.0,48874837.0
2004-03-19,77000,78300,76800,78000,70591,3812237.0,48874837.0
2004-03-22,78400,78400,76500,77000,85815,3763362.0,48874837.0
2004-03-23,77100,77100,74700,76000,174200,3714488.0,48874837.0
2004-03-24,74500,76000,74200,76000,103501,3714488.0,48874837.0
2004-03-25,74500,75900,73900,74500,164437,3641175.0,48874837.0
2004-03-26,75500,77300,75500,77000,135633,3763362.0,48874837.0
2004-03-29,77000,77900,76900,77900,166790,3807350.0,48874837.0
2004-03-30,77200,78300,76500,78000,73656,3812237.0,48874837.0
2004-03-31,78500,79500,78000,79500,117100,3885550.0,48874837.0
2004-04-01,78000,79000,77200,77500,147291,3787800.0,48874837.0
2004-04-02,78000,78500,77000,77500,77390,3787800.0,48874837.0
2004-04-06,78700,79800,77800,78400,132301,3831787.0,48874837.0
2004-04-07,79700,82100,78900,81900,168502,4002849.0,48874837.0
2004-04-08,82200,82200,80100,82000,150880,4007737.0,48874837.0
2004-04-09,82000,82000,79600,81400,60830,3978412.0,48874837.0
2004-04-12,80300,85000,80200,84000,153219,4105486.0,48874837.0
2004-04-13,85100,85100,83600,84900,110110,4149474.0,48874837.0
2004-04-14,84900,84900,81600,82000,212612,4007737.0,48874837.0
2004-04-16,82500,82500,80900,81500,215558,3983299.0,48874837.0
2004-04-19,81900,81900,78700,80000,148458,3909987.0,48874837.0
2004-04-20,80200,89200,80200,86000,325775,4203236.0,48874837.0
2004-04-21,84500,86100,81900,82100,259621,4012624.0,48874837.0
2004-04-22,83700,84800,82100,82100,130100,4012624.0,48874837.0
2004-04-23,84700,87400,84200,86100,272260,4208123.0,48874837.0
2004-04-26,86000,86000,84000,84900,96758,4149474.0,48874837.0
2004-04-27,84000,84900,83400,84000,67604,4105486.0,48874837.0
2004-04-28,85000,85500,82800,84500,119170,4129924.0,48874837.0
2004-04-29,84500,84700,82600,83700,176030,4090824.0,48874837.0
2004-04-30,81000,83000,78000,78000,291628,3812237.0,48874837.0
2004-05-03,78800,81800,78300,81000,175454,3958862.0,48874837.0
2004-05-04,81000,82300,80500,80500,101692,3934424.0,48874837.0
2004-05-06,80500,83000,78700,80500,492920,3934424.0,48874837.0
2004-05-07,80000,81000,78000,78000,209130,3812237.0,48874837.0
2004-05-10,78900,78900,68000,70200,200922,3431014.0,48874837.0
2004-05-11,71200,73200,69000,72200,159656,3528763.0,48874837.0
2004-05-12,74000,77400,72300,76000,167223,3714488.0,48874837.0
2004-05-13,75800,75800,70900,71500,214615,3494551.0,48874837.0
2004-05-14,71000,71900,64600,65700,248978,3211077.0,48874837.0
2004-05-17,68000,68000,65000,67900,350874,3318601.0,48874837.0
2004-05-18,66000,68500,65300,67500,226763,3299051.0,48874837.0
2004-05-19,67000,70900,67000,70300,273832,3435901.0,48874837.0
2004-05-20,69900,74000,68700,72000,270843,3518988.0,48874837.0
2004-05-21,73000,73300,71000,73200,80781,3577638.0,48874837.0
2004-05-24,72300,73300,71500,72600,75660,3548313.0,48874837.0
2004-05-25,71000,71500,69500,70200,124600,3431014.0,48874837.0
2004-05-27,70800,74100,70800,74000,218893,3616738.0,48874837.0
2004-05-28,73900,75600,73000,74700,119890,3650950.0,48874837.0
2004-05-31,76000,76200,74800,75000,91770,3665613.0,48874837.0
2004-06-01,76000,79800,75800,76500,128890,3738925.0,48874837.0
2004-06-02,76200,80400,74700,78000,164211,3812237.0,48874837.0
2004-06-03,77600,77900,76000,76000,138930,3714488.0,48874837.0
2004-06-04,76000,81000,75200,79500,174555,3885550.0,48874837.0
2004-06-07,77200,80500,77200,80400,182392,3929537.0,48874837.0
2004-06-08,79100,80800,78100,80000,52480,3909987.0,48874837.0
2004-06-09,79800,80700,76400,77000,188335,3763362.0,48874837.0
2004-06-10,76100,78600,75100,76000,207725,3714488.0,48874837.0
2004-06-11,77000,77000,75100,75300,189180,3680275.0,48874837.0
2004-06-14,75300,78200,74500,76000,199705,3714488.0,48874837.0
2004-06-15,78000,80400,75300,78500,199752,3836675.0,48874837.0
2004-06-16,78500,81600,75400,75600,165759,3694938.0,48874837.0
2004-06-17,76400,76600,74100,75300,72325,3680275.0,48874837.0
2004-06-18,74500,74500,71300,71900,177661,3514101.0,48874837.0
2004-06-21,72500,74800,72000,73600,82654,3597188.0,48874837.0
2004-06-22,72200,72400,69500,70100,162664,3426126.0,48874837.0
2004-06-23,69200,71000,67600,68400,187670,3343039.0,48874837.0
2004-06-24,68900,71700,68900,71000,160741,3470113.0,48874837.0
2004-06-25,70700,73000,69100,72900,143646,3562976.0,48874837.0
2004-06-28,73400,74000,72200,73000,159070,3567863.0,48874837.0
2004-06-29,72200,74000,72200,73200,92385,3577638.0,48874837.0
2004-06-30,72700,74000,72000,73900,68518,3611850.0,48874837.0
2004-07-01,72600,75300,72200,73100,120646,3572751.0,48874837.0
2004-07-02,72400,72400,70100,70100,82427,3426126.0,48874837.0
2004-07-05,70800,70900,68500,70600,80124,3450563.0,48874837.0
2004-07-06,69100,71600,69100,70600,60888,3450563.0,48874837.0
2004-07-07,67500,69800,67300,68300,229710,3338151.0,48874837.0
2004-07-08,68500,68600,65500,65500,208893,3201302.0,48874837.0
2004-07-09,65900,66000,64800,65200,261145,3186639.0,48874837.0
2004-07-12,65000,65800,64200,64300,209349,3142652.0,48874837.0
2004-07-13,64000,64800,62500,63700,195820,3113327.0,48874837.0
2004-07-14,64000,64200,62100,62100,315682,3035127.0,48874837.0
2004-07-15,61500,62600,59800,61500,226898,3005802.0,48874837.0
2004-07-16,61200,64800,60600,64700,330704,3162202.0,48874837.0
2004-07-19,63700,65000,63500,65000,120614,3176864.0,48874837.0
2004-07-20,63500,64900,62600,64300,187041,3142652.0,48874837.0
2004-07-21,65000,66000,63500,65800,294250,3215964.0,48874837.0
2004-07-22,65000,65400,64800,65000,174083,3176864.0,48874837.0
2004-07-23,65000,65000,62000,62300,200268,3044902.0,48874837.0
2004-07-26,61800,61800,60500,61000,174660,2981365.0,48874837.0
2004-07-27,60700,60800,59000,60000,217275,2932490.0,48874837.0
2004-07-28,61300,62500,61300,62500,222091,3054677.0,48874837.0
2004-07-29,62000,63400,62000,62500,93875,3054677.0,48874837.0
2004-07-30,62600,65800,62600,65400,194173,3196414.0,48874837.0
2004-08-02,65400,65400,63100,64000,154550,3127990.0,48874837.0
2004-08-03,65500,65700,62100,62600,187280,3059565.0,48874837.0
2004-08-04,61400,62900,59700,62900,215774,3074227.0,48874837.0
2004-08-05,62000,64500,61800,64000,167320,3127990.0,48874837.0
2004-08-06,62400,63200,61400,63000,174248,3079115.0,48874837.0
2004-08-09,62500,63200,60800,62600,70896,3059565.0,48874837.0
2004-08-10,62100,63300,61800,62800,95101,3069340.0,48874837.0
2004-08-11,63500,64800,63100,64000,162624,3127990.0,48874837.0
2004-08-12,64600,67500,64000,67500,314103,3299051.0,48874837.0
2004-08-13,67600,73600,66200,72000,371605,3518988.0,48874837.0
2004-08-16,71000,71800,70000,71500,82482,3494551.0,48874837.0
2004-08-17,71900,72000,69600,69600,99319,3401689.0,48874837.0
2004-08-18,70500,70500,69100,69800,48441,3411464.0,48874837.0
2004-08-19,69800,73900,69800,72400,101455,3538538.0,48874837.0
2004-08-20,71000,72000,69000,69200,227031,3382139.0,48874837.0
2004-08-23,69700,70000,66600,67500,233641,3299051.0,48874837.0
2004-08-24,67800,69200,67700,69000,140850,3372364.0,48874837.0
2004-08-25,68600,71100,68500,71100,145837,3475001.0,48874837.0
2004-08-26,71200,71600,70300,71100,138895,3475001.0,48874837.0
2004-08-27,70200,70600,68400,69200,233575,3382139.0,48874837.0
2004-08-30,68600,69000,68000,68200,72996,3333264.0,48874837.0
2004-08-31,67300,69300,67300,68700,129142,3357701.0,48874837.0
2004-09-01,68300,69300,68000,68200,211138,3333264.0,48874837.0
2004-09-02,69000,69700,68600,69400,175161,3391914.0,48874837.0
2004-09-03,70100,72000,69900,70900,289540,3465226.0,48874837.0
2004-09-06,71900,72300,71200,72000,148415,3518988.0,48874837.0
2004-09-07,71700,72300,71500,71600,129590,3499438.0,48874837.0
2004-09-08,72000,72400,71600,71700,95192,3504326.0,48874837.0
2004-09-09,71700,73100,70300,73100,242210,3572751.0,48874837.0
2004-09-10,72600,73000,71100,73000,70740,3567863.0,48874837.0
2004-09-13,73400,73900,72900,73800,144815,3606963.0,48874837.0
2004-09-14,73800,74800,72900,73000,125918,3567863.0,48874837.0
2004-09-15,73200,73500,70600,70600,125022,3450563.0,48874837.0
2004-09-16,70600,72000,70000,70000,137233,3421239.0,48874837.0
2004-09-17,69500,70000,68000,68900,226358,3367476.0,48874837.0
2004-09-20,68900,69300,68200,68400,239158,3343039.0,48874837.0
2004-09-21,69000,70300,68900,69900,179245,3416351.0,48874837.0
2004-09-22,69800,70200,67600,67600,171974,3303939.0,48874837.0
2004-09-23,67000,67500,65300,66000,164710,3225739.0,48874837.0
2004-09-24,66000,67300,66000,67000,186171,3274614.0,48874837.0
2004-09-30,65900,67300,65900,66300,208673,3240402.0,48874837.0
2004-10-01,66500,67900,66500,67900,174972,3318601.0,48874837.0
2004-10-04,69300,71000,68500,71000,356792,3470113.0,48874837.0
2004-10-05,71000,71000,69500,70000,138554,3421239.0,48874837.0
2004-10-06,70400,71000,69500,70500,170989,3445676.0,48874837.0
2004-10-07,70600,71200,67600,67700,231640,3308826.0,48874837.0
2004-10-08,68100,69100,67400,67700,314914,3308826.0,48874837.0
2004-10-11,68200,68900,67900,68500,162144,3347926.0,48874837.0
2004-10-12,68600,68900,67000,67000,146291,3274614.0,48874837.0
2004-10-13,67100,67900,66400,66500,167645,3250177.0,48874837.0
2004-10-14,66600,67400,66400,66500,102784,3250177.0,48874837.0
2004-10-15,66400,68900,66400,68600,216620,3352814.0,48874837.0
2004-10-18,68700,69000,67500,68400,94646,3343039.0,48874837.0
2004-10-19,68900,69200,66900,67000,119488,3274614.0,48874837.0
2004-10-20,67400,67700,65400,65400,112072,3196414.0,48874837.0
2004-10-21,66100,66400,63100,63400,139300,3098665.0,48874837.0
2004-10-22,63300,64600,63200,64100,85049,3132877.0,48874837.0
2004-10-25,63300,63400,62000,62300,155972,3044902.0,48874837.0
2004-10-26,63000,63400,62300,62500,118155,3054677.0,48874837.0
2004-10-27,63800,63900,62000,62000,161100,3030240.0,48874837.0
2004-10-28,63000,65900,62500,65900,147090,3220852.0,48874837.0
2004-10-29,65000,68000,64200,66600,178931,3255064.0,48874837.0
2004-11-01,67000,68100,66700,67500,275610,3299051.0,48874837.0
2004-11-02,68000,70500,68000,70100,608080,3426126.0,48874837.0
2004-11-03,70100,72400,69600,72000,410360,3518988.0,48874837.0
2004-11-04,72100,74400,72000,73200,308346,3577638.0,48874837.0
2004-11-05,74400,74500,71500,71800,191425,3509213.0,48874837.0
2004-11-08,73000,73000,70300,70300,75932,3435901.0,48874837.0
2004-11-09,69500,70000,67900,68300,157915,3338151.0,48874837.0
2004-11-10,69000,72500,69000,72500,222881,3543426.0,48874837.0
2004-11-11,72500,72900,71700,72500,163158,3543426.0,48874837.0
2004-11-12,72500,73800,71600,72400,161083,3538538.0,48874837.0
2004-11-15,73200,76300,72600,73500,203170,3592301.0,48874837.0
2004-11-16,74800,74800,73000,73500,88617,3592301.0,48874837.0
2004-11-17,73500,75400,73000,74800,105521,3655838.0,48874837.0
2004-11-18,73000,74500,72500,72900,84764,3562976.0,48874837.0
2004-11-19,72500,74300,69900,70600,188355,3450563.0,48874837.0
2004-11-22,70600,70800,69900,70400,159992,3440789.0,48874837.0
2004-11-23,71000,73000,70900,73000,179146,3567863.0,48874837.0
2004-11-24,73900,75100,73100,73700,114810,3602075.0,48874837.0
2004-11-25,73700,74800,72500,72500,62746,3543426.0,48874837.0
2004-11-26,73800,74700,72000,72000,138546,3518988.0,48874837.0
2004-11-29,72100,73700,72000,73700,122611,3602075.0,48874837.0
2004-11-30,74900,78500,72200,78500,313716,3836675.0,48874837.0
2004-12-01,79000,79000,77500,78000,129100,3812237.0,48874837.0
2004-12-02,80000,82000,77100,79000,224030,3861112.0,48874837.0
2004-12-03,80700,85500,80700,82800,393171,4046837.0,48874837.0
2004-12-06,82000,82000,77700,78000,169206,3812237.0,48874837.0
2004-12-07,78000,79000,75800,75800,117932,3704713.0,48874837.0
2004-12-08,75600,79800,75600,79000,153412,3861112.0,48874837.0
2004-12-09,78500,80400,78000,78200,233575,3822012.0,48874837.0
2004-12-10,79000,80400,77300,78200,227841,3822012.0,48874837.0
2004-12-13,79300,79800,77900,79200,153420,3870887.0,48874837.0
2004-12-14,79500,80500,78700,80500,352843,3934424.0,48874837.0
2004-12-15,80500,82800,80100,81500,334830,3983299.0,48874837.0
2004-12-16,81500,82800,78600,79000,206458,3861112.0,48874837.0
2004-12-17,79000,80400,78900,80000,162588,3909987.0,48874837.0
2004-12-20,79900,80200,78400,78800,115971,3851337.0,48874837.0
2004-12-21,79000,79900,78800,79000,69405,3861112.0,48874837.0
2004-12-22,80500,80600,78200,79000,89902,3861112.0,48874837.0
2004-12-23,79900,80800,78800,79000,67517,3861112.0,48874837.0
2004-12-24,79800,79900,79000,79900,59670,3905099.0,48874837.0
2004-12-27,78900,80600,78900,80000,93880,3909987.0,48874837.0
2004-12-28,80000,82100,79400,81500,75763,3983299.0,48874837.0
2004-12-29,81800,83200,81100,82000,106217,4007737.0,48874837.0
2004-12-30,82000,82900,81000,81500,73050,3983299.0,48874837.0
2005-01-03,81500,81900,80600,80700,128060,3944199.0,48874837.0
2005-01-04,80600,82700,80600,82100,71765,4012624.0,48874837.0
2005-01-05,81900,81900,81000,81700,43979,3993074.0,48874837.0
2005-01-06,81700,82300,79900,79900,81283,3905099.0,48874837.0
2005-01-07,79300,80000,76900,76900,184438,3758475.0,48874837.0
2005-01-10,77900,78800,77100,78600,70786,3841562.0,48874837.0
2005-01-11,78200,80500,77400,80100,101610,3914874.0,48874837.0
2005-01-12,79500,80100,77600,78500,149152,3836675.0,48874837.0
2005-01-13,78000,78400,77500,77900,137154,3807350.0,48874837.0
2005-01-14,78400,78400,77200,78000,236932,3812237.0,48874837.0
2005-01-17,79000,80000,78300,79500,224624,3885550.0,48874837.0
2005-01-18,79500,79500,77600,78100,272702,3817125.0,48874837.0
2005-01-19,78900,78900,78000,78000,168951,3812237.0,48874837.0
2005-01-20,78000,78500,77600,77600,120132,3792687.0,48874837.0
2005-01-21,77900,79300,77700,79000,153483,3861112.0,48874837.0
