이건산업(008250),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-09-19,4541,4575,4478,4575,19810,20799.0,4425265.0
2003-09-22,4575,4575,4264,4332,12820,19692.0,4425265.0
2003-09-23,4332,4342,4235,4283,16940,19471.0,4425265.0
2003-09-24,4196,4327,4196,4322,6870,19648.0,4425265.0
2003-09-25,4196,4332,4079,4322,14690,19648.0,4425265.0
2003-09-26,4279,4517,4279,4366,126284,19847.0,4425265.0
2003-09-29,3928,3957,3753,3786,35400,17214.0,4425265.0
2003-09-30,3797,3797,3563,3587,14580,16307.0,4425265.0
2003-10-01,3670,3670,3407,3494,18210,15887.0,4425265.0
2003-10-02,3505,3548,3315,3412,20390,15511.0,4425265.0
2003-10-06,3412,3412,3325,3387,12570,15400.0,4425265.0
2003-10-07,3388,3539,3359,3538,4690,16086.0,4425265.0
2003-10-08,3485,3568,3427,3494,10050,15887.0,4425265.0
2003-10-09,3422,3505,3368,3407,10170,15488.0,4425265.0
2003-10-10,3407,3475,3320,3412,5020,15511.0,4425265.0
2003-10-13,3412,3446,3339,3339,11520,15179.0,4425265.0
2003-10-14,3320,3417,3281,3290,18730,14957.0,4425265.0
2003-10-15,3232,3344,3232,3324,2890,15112.0,4425265.0
2003-10-16,3276,3363,3242,3300,9850,15002.0,4425265.0
2003-10-17,3300,3320,3217,3319,6530,15090.0,4425265.0
2003-10-20,3271,3310,3222,3309,9090,15046.0,4425265.0
2003-10-21,3276,3320,3188,3319,9690,15090.0,4425265.0
2003-10-22,3271,3363,3271,3358,11790,15267.0,4425265.0
2003-10-23,3281,3388,3281,3344,14370,15201.0,4425265.0
2003-10-24,3276,3388,3242,3241,9920,14736.0,4425265.0
2003-10-27,3213,3261,3125,3232,6110,14692.0,4425265.0
2003-10-28,3252,3252,3057,3212,5170,14603.0,4425265.0
2003-10-29,3203,3290,3115,3115,25050,14161.0,4425265.0
2003-10-30,3188,3188,3115,3163,9790,14382.0,4425265.0
2003-10-31,3164,3213,3135,3134,15120,14249.0,4425265.0
2003-11-03,3135,3144,3096,3144,18350,14294.0,4425265.0
2003-11-04,3140,3310,3135,3266,44070,14847.0,4425265.0
2003-11-05,3266,3475,3198,3446,35540,15665.0,4425265.0
2003-11-06,3378,3534,3334,3451,22460,15688.0,4425265.0
2003-11-07,3368,3480,3368,3451,8020,15688.0,4425265.0
2003-11-10,3407,3534,3407,3524,11360,16019.0,4425265.0
2003-11-11,3553,3797,3553,3772,32410,17148.0,4425265.0
2003-11-12,3797,3816,3694,3767,18260,17126.0,4425265.0
2003-11-13,3792,3792,3607,3699,17760,16816.0,4425265.0
2003-11-14,3699,3699,3602,3601,15430,16373.0,4425265.0
2003-11-17,3568,3690,3568,3655,13900,16617.0,4425265.0
2003-11-18,3646,3782,3631,3782,11450,17192.0,4425265.0
2003-11-19,3699,3699,3602,3679,5881,16728.0,4425265.0
2003-11-20,3709,3714,3631,3689,15381,16772.0,4425265.0
2003-11-21,3724,3748,3612,3733,11360,16971.0,4425265.0
2003-11-24,3612,3694,3592,3655,5530,16617.0,4425265.0
2003-11-25,3738,3767,3704,3738,5640,16993.0,4425265.0
2003-11-26,3797,3806,3699,3786,3990,17214.0,4425265.0
2003-11-27,3792,3840,3748,3835,6270,17436.0,4425265.0
2003-11-28,3845,3845,3748,3830,9960,17413.0,4425265.0
2003-12-01,3797,3894,3787,3894,19480,17701.0,4425265.0
2003-12-02,3991,3991,3806,3991,10050,18144.0,4425265.0
2003-12-03,3894,4025,3821,3991,5880,18144.0,4425265.0
2003-12-04,3991,3991,3855,3991,7470,18144.0,4425265.0
2003-12-05,3904,3991,3845,3942,23530,17922.0,4425265.0
2003-12-08,3923,3923,3724,3782,7000,17192.0,4425265.0
2003-12-09,3733,3865,3733,3830,7510,17413.0,4425265.0
2003-12-10,3889,3889,3743,3835,8230,17436.0,4425265.0
2003-12-11,3797,3836,3719,3718,4270,16905.0,4425265.0
2003-12-12,3719,3792,3680,3762,12610,17104.0,4425265.0
2003-12-15,3758,3758,3699,3709,5410,16860.0,4425265.0
2003-12-16,3704,3748,3626,3679,6150,16728.0,4425265.0
2003-12-17,3665,3665,3568,3645,11180,16573.0,4425265.0
2003-12-18,3612,3699,3558,3699,9280,16816.0,4425265.0
2003-12-19,3690,3690,3573,3689,25350,16772.0,4425265.0
2003-12-22,3568,3758,3568,3699,30970,16816.0,4425265.0
2003-12-23,3738,3772,3651,3728,26026,16949.0,4425265.0
2003-12-24,3748,4181,3699,3991,67330,18144.0,4425265.0
2003-12-26,3972,3972,3845,3947,18780,17944.0,4425265.0
2003-12-29,3875,4011,3840,3957,11990,17989.0,4425265.0
2003-12-30,3962,4040,3923,3991,4200,18144.0,4425265.0
2004-01-02,3991,4001,3865,3962,5850,18011.0,4425265.0
2004-01-05,3894,3933,3836,3864,12000,17568.0,4425265.0
2004-01-06,3894,3943,3855,3913,8580,17790.0,4425265.0
2004-01-07,3987,3987,3865,3864,7630,17568.0,4425265.0
2004-01-08,3933,3933,3850,3908,16870,17767.0,4425265.0
2004-01-09,3850,3928,3850,3874,7140,17613.0,4425265.0
2004-01-12,3860,3933,3860,3894,7380,17701.0,4425265.0
2004-01-13,3855,3884,3836,3884,2230,17657.0,4425265.0
2004-01-14,3928,4040,3884,3928,2460,17856.0,4425265.0
2004-01-15,3991,3991,3884,3971,3210,18055.0,4425265.0
2004-01-16,3952,3972,3729,3942,7590,17922.0,4425265.0
2004-01-19,3962,3962,3855,3923,1580,17834.0,4425265.0
2004-01-20,3870,3933,3831,3928,3830,17856.0,4425265.0
2004-01-26,3923,4186,3855,4079,3040,18542.0,4425265.0
2004-01-27,4011,4011,3860,3981,6980,18099.0,4425265.0
2004-01-28,4021,4021,3894,3923,18580,17834.0,4425265.0
2004-01-29,3875,3957,3845,3918,6630,17812.0,4425265.0
2004-01-30,3870,3918,3865,3918,3220,17812.0,4425265.0
2004-02-02,3875,3928,3855,3918,2800,17812.0,4425265.0
2004-02-03,3865,3918,3797,3918,2740,17812.0,4425265.0
2004-02-04,3918,3918,3816,3884,6360,17657.0,4425265.0
2004-02-05,3855,3894,3826,3874,13060,17613.0,4425265.0
2004-02-06,3870,3875,3840,3864,680,17568.0,4425265.0
2004-02-09,3870,3870,3724,3728,5180,16949.0,4425265.0
2004-02-10,3699,3826,3699,3825,9180,17391.0,4425265.0
2004-02-11,3826,3836,3758,3796,2860,17259.0,4425265.0
2004-02-12,3748,3816,3748,3806,240,17303.0,4425265.0
2004-02-13,3758,3792,3738,3791,1250,17236.0,4425265.0
2004-02-16,3660,3753,3656,3655,4660,16617.0,4425265.0
2004-02-17,3651,3699,3553,3616,5852,16440.0,4425265.0
2004-02-18,3626,3626,3514,3558,5430,16174.0,4425265.0
2004-02-19,3524,3544,3475,3543,9521,16108.0,4425265.0
2004-02-20,3553,3553,3471,3533,8200,16064.0,4425265.0
2004-02-23,3563,3563,3398,3407,6560,15488.0,4425265.0
2004-02-24,3407,3471,3398,3470,1090,15776.0,4425265.0
2004-02-25,3417,3495,3407,3475,3570,15798.0,4425265.0
2004-02-26,3475,3505,3407,3407,11430,15488.0,4425265.0
2004-02-27,3407,3505,3398,3407,15390,15488.0,4425265.0
2004-03-02,3325,3436,3325,3426,10940,15577.0,4425265.0
2004-03-03,3432,3432,3388,3397,7280,15444.0,4425265.0
2004-03-04,3398,3398,3334,3397,4670,15444.0,4425265.0
2004-03-05,3344,3475,3344,3436,5729,15621.0,4425265.0
2004-03-08,3407,3505,3398,3494,4510,15887.0,4425265.0
2004-03-09,3441,3524,3441,3524,340,16019.0,4425265.0
2004-03-10,3602,3602,3475,3548,1790,16130.0,4425265.0
2004-03-11,3548,3587,3529,3563,260,16196.0,4425265.0
2004-03-12,3548,3568,3412,3494,3580,15887.0,4425265.0
2004-03-15,3495,3539,3456,3524,5080,16019.0,4425265.0
2004-03-16,3563,3563,3485,3553,7570,16152.0,4425265.0
2004-03-17,3583,3982,3475,3981,21070,18099.0,4425265.0
2004-03-18,4176,4176,3899,3947,36550,17944.0,4425265.0
2004-03-19,3840,3928,3802,3928,7410,17856.0,4425265.0
2004-03-22,3923,3923,3816,3869,6670,17590.0,4425265.0
2004-03-23,3758,3909,3758,3903,3820,17745.0,4425265.0
2004-03-24,3928,4488,3928,4487,100064,20400.0,4425265.0
2004-03-25,4819,5160,4673,5159,103174,23454.0,4425265.0
2004-03-26,5929,5929,5929,5928,34066,26950.0,4425265.0
2004-03-29,6415,6815,6055,6814,1071617,30977.0,4425265.0
2004-03-30,7155,7301,6542,6892,736508,31331.0,4425265.0
2004-03-31,6922,6922,5938,6522,422124,29649.0,4425265.0
2004-04-01,6347,7185,6260,6619,660190,30092.0,4425265.0
2004-04-02,6620,6961,6542,6892,452788,31331.0,4425265.0
2004-04-06,6912,7924,6678,7924,523677,36022.0,4425265.0
2004-04-07,7730,9044,7204,7788,646556,35402.0,4425265.0
2004-04-08,7710,8168,7593,7778,247535,35358.0,4425265.0
2004-04-09,7866,8100,7739,7827,169885,35579.0,4425265.0
2004-04-12,7759,7866,7642,7778,170060,35358.0,4425265.0
2004-04-13,8450,8460,6912,6911,379159,31419.0,4425265.0
2004-04-14,7048,7048,6230,6522,160670,29649.0,4425265.0
2004-04-16,6717,6863,6347,6425,130190,29207.0,4425265.0
2004-04-19,6289,6766,6289,6405,166871,29118.0,4425265.0
2004-04-20,6474,6523,5997,6133,203527,27879.0,4425265.0
2004-04-21,6133,6201,5792,5880,158368,26729.0,4425265.0
2004-04-22,5890,5987,5471,5607,160834,25490.0,4425265.0
2004-04-23,5452,5968,5442,5617,259075,25534.0,4425265.0
2004-04-26,5676,6445,5549,5918,348435,26906.0,4425265.0
2004-04-27,5938,6425,5899,6055,247980,27525.0,4425265.0
2004-04-28,6230,6230,5637,5656,116455,25711.0,4425265.0
2004-04-29,5500,5646,5062,5062,80320,23011.0,4425265.0
2004-04-30,4897,5695,4897,5393,179230,24516.0,4425265.0
2004-05-03,5306,5530,5306,5402,53320,24560.0,4425265.0
2004-05-04,5520,5773,5452,5451,57155,24781.0,4425265.0
2004-05-06,5452,5520,5179,5188,53791,23587.0,4425265.0
2004-05-07,5091,5958,5072,5957,308900,27083.0,4425265.0
2004-05-10,5802,5958,5208,5432,148590,24693.0,4425265.0
2004-05-11,5510,5822,5325,5821,119929,26463.0,4425265.0
2004-05-12,5890,6279,5890,5987,163081,27215.0,4425265.0
2004-05-13,5948,6104,5598,5763,78502,26198.0,4425265.0
2004-05-14,5715,6123,5646,5802,135070,26375.0,4425265.0
2004-05-17,6016,6571,5792,6230,445930,28322.0,4425265.0
2004-05-18,6123,6123,5744,6035,140116,27437.0,4425265.0
2004-05-19,6153,6406,6036,6191,194870,28145.0,4425265.0
2004-05-20,6084,6172,5403,5665,150819,25755.0,4425265.0
2004-05-21,5666,5773,5549,5587,83904,25401.0,4425265.0
2004-05-24,5646,5773,5588,5587,66809,25401.0,4425265.0
2004-05-25,5500,5539,5062,5256,130870,23896.0,4425265.0
2004-05-27,5257,5500,5237,5237,71984,23808.0,4425265.0
2004-05-28,5237,5442,4965,5023,84559,22834.0,4425265.0
2004-05-31,5062,5091,4868,4896,46601,22259.0,4425265.0
2004-06-01,4790,5247,4790,5101,109662,23188.0,4425265.0
2004-06-02,5062,5101,4936,4984,41790,22657.0,4425265.0
2004-06-03,4945,5082,4741,4740,60875,21551.0,4425265.0
2004-06-04,4741,4897,4600,4814,55240,21883.0,4425265.0
2004-06-07,4897,5014,4829,4843,54700,22016.0,4425265.0
2004-06-08,4868,5237,4848,5130,124562,23321.0,4425265.0
2004-06-09,5189,5189,4916,4935,48390,22436.0,4425265.0
2004-06-10,4955,4965,4838,4887,43290,22215.0,4425265.0
2004-06-11,4848,5004,4595,4624,45284,21020.0,4425265.0
2004-06-14,4527,4653,4283,4351,37570,19781.0,4425265.0
2004-06-15,4634,5004,4634,5003,102360,22746.0,4425265.0
2004-06-16,5286,5442,4829,4867,299364,22126.0,4425265.0
2004-06-17,4877,4877,4527,4624,62865,21020.0,4425265.0
2004-06-18,4575,4722,4429,4478,56808,20356.0,4425265.0
2004-06-21,4483,4619,4473,4483,50910,20378.0,4425265.0
2004-06-22,4468,4522,4186,4332,53186,19692.0,4425265.0
2004-06-23,4298,4337,4113,4117,49701,18719.0,4425265.0
2004-06-24,4181,4342,4181,4283,46260,19471.0,4425265.0
2004-06-25,4235,4429,4176,4390,29330,19958.0,4425265.0
2004-06-28,4391,4522,4303,4380,32842,19914.0,4425265.0
2004-06-29,4332,4478,4269,4434,35860,20157.0,4425265.0
2004-06-30,4541,4868,4507,4526,93830,20577.0,4425265.0
2004-07-01,4566,4644,4498,4531,28450,20600.0,4425265.0
2004-07-02,4429,4571,4381,4390,31490,19958.0,4425265.0
2004-07-05,4332,4468,4322,4444,27950,20201.0,4425265.0
2004-07-06,4444,5101,4444,5101,407874,23188.0,4425265.0
2004-07-07,4945,5237,4799,4867,340375,22126.0,4425265.0
2004-07-08,4965,5286,4790,5237,268179,23808.0,4425265.0
2004-07-09,5150,5237,4965,5062,142815,23011.0,4425265.0
2004-07-12,5072,5111,4829,4964,95350,22569.0,4425265.0
2004-07-13,4897,5023,4722,4731,94730,21507.0,4425265.0
2004-07-14,4731,4819,4488,4526,59870,20577.0,4425265.0
2004-07-15,4478,4639,4429,4570,39480,20777.0,4425265.0
2004-07-16,4507,4731,4439,4614,47119,20976.0,4425265.0
2004-07-19,4527,4639,4527,4575,31170,20799.0,4425265.0
2004-07-20,4624,4848,4527,4672,70297,21241.0,4425265.0
2004-07-21,4717,4926,4707,4809,64330,21861.0,4425265.0
2004-07-22,4741,4809,4673,4755,51630,21617.0,4425265.0
2004-07-23,5461,5461,5393,5461,292273,24826.0,4425265.0
2004-07-26,6279,6279,5208,5208,727980,23675.0,4425265.0
2004-07-27,5306,5325,4916,4935,173836,22436.0,4425265.0
2004-07-28,5023,5276,4926,5247,254638,23852.0,4425265.0
2004-07-29,5189,5296,4945,4964,139280,22569.0,4425265.0
2004-07-30,5043,5160,4965,4974,73173,22613.0,4425265.0
2004-08-02,5004,5276,4926,5159,164481,23454.0,4425265.0
2004-08-03,5257,5929,5257,5461,563928,24826.0,4425265.0
2004-08-04,5549,5753,5315,5753,220100,26153.0,4425265.0
2004-08-05,5792,5792,5568,5695,131780,25888.0,4425265.0
2004-08-06,5607,6094,5422,5422,296029,24649.0,4425265.0
2004-08-09,5354,5539,5218,5247,102980,23852.0,4425265.0
2004-08-10,5267,5442,5179,5402,115610,24560.0,4425265.0
2004-08-11,5403,5491,5325,5354,62430,24339.0,4425265.0
2004-08-12,5345,5578,5306,5549,142689,25224.0,4425265.0
2004-08-13,5578,5705,5500,5597,158321,25445.0,4425265.0
2004-08-16,5637,5676,5452,5451,68020,24781.0,4425265.0
2004-08-17,5442,5588,5335,5334,107225,24250.0,4425265.0
2004-08-18,5335,5471,5335,5471,62560,24870.0,4425265.0
2004-08-19,5500,5520,5403,5451,59119,24781.0,4425265.0
2004-08-20,5452,5491,5364,5373,50889,24427.0,4425265.0
2004-08-23,5384,5724,5374,5568,232680,25313.0,4425265.0
2004-08-24,5559,5607,5471,5539,52154,25180.0,4425265.0
2004-08-25,5627,5637,5510,5636,74530,25622.0,4425265.0
2004-08-26,5676,5812,5607,5685,89250,25844.0,4425265.0
2004-08-27,5646,5724,5627,5675,56310,25799.0,4425265.0
2004-08-30,5695,5773,5656,5704,29019,25932.0,4425265.0
2004-08-31,5724,5734,5598,5695,37850,25888.0,4425265.0
2004-09-01,5724,5724,5588,5626,23760,25578.0,4425265.0
2004-09-02,5607,5685,5549,5646,32730,25667.0,4425265.0
2004-09-03,5646,5646,5491,5549,25891,25224.0,4425265.0
2004-09-06,5549,5685,5500,5685,41830,25844.0,4425265.0
2004-09-07,5685,5715,5607,5665,15970,25755.0,4425265.0
2004-09-08,5637,5929,5617,5772,104820,26242.0,4425265.0
2004-09-09,5841,6211,5841,5987,270770,27215.0,4425265.0
2004-09-10,6123,6123,5841,5909,82160,26861.0,4425265.0
2004-09-13,5958,6026,5802,5831,67400,26507.0,4425265.0
2004-09-14,6016,6230,5948,6084,206774,27658.0,4425265.0
2004-09-15,6065,6162,6007,6133,52420,27879.0,4425265.0
2004-09-16,6045,6114,5841,5899,88110,26817.0,4425265.0
2004-09-17,5890,5968,5851,5850,36550,26596.0,4425265.0
2004-09-20,5841,6075,5841,5977,75750,27171.0,4425265.0
2004-09-21,6036,6240,6016,6123,100291,27835.0,4425265.0
2004-09-22,6133,6182,5841,5841,94643,26552.0,4425265.0
2004-09-23,5783,5997,5783,5880,108670,26729.0,4425265.0
2004-09-24,5710,5820,5560,5570,98328,24649.0,4425265.0
2004-09-30,5510,5640,5460,5460,51740,24162.0,4425265.0
2004-10-01,5410,5490,5320,5420,53540,23985.0,4425265.0
2004-10-04,5500,6230,5500,6230,336086,27569.0,4425265.0
2004-10-05,6190,6230,5950,6070,286945,26861.0,4425265.0
2004-10-06,6110,6600,6010,6100,390020,26994.0,4425265.0
2004-10-07,6100,6170,5680,5730,196470,25357.0,4425265.0
2004-10-08,5770,5840,5650,5670,102000,25091.0,4425265.0
2004-10-11,5650,5780,5620,5710,67120,25268.0,4425265.0
2004-10-12,5720,5720,5510,5540,62764,24516.0,4425265.0
2004-10-13,5540,5640,5470,5500,48510,24339.0,4425265.0
2004-10-14,5530,5650,5460,5560,60843,24604.0,4425265.0
2004-10-15,5480,5580,5450,5510,34740,24383.0,4425265.0
2004-10-18,5570,5580,5440,5490,29340,24295.0,4425265.0
2004-10-19,5520,5930,5520,5730,139030,25357.0,4425265.0
2004-10-20,5650,5880,5650,5700,55520,25224.0,4425265.0
2004-10-21,5750,6150,5710,5900,151557,26109.0,4425265.0
2004-10-22,5870,5970,5800,5930,34638,26242.0,4425265.0
2004-10-25,6200,6380,6070,6080,198310,26906.0,4425265.0
2004-10-26,6150,6690,6100,6260,293660,27702.0,4425265.0
2004-10-27,6320,6320,6140,6260,48651,27702.0,4425265.0
2004-10-28,6280,6610,6280,6550,146128,28985.0,4425265.0
2004-10-29,6540,7180,6400,6930,170722,30667.0,4425265.0
2004-11-01,7040,7440,6930,6960,178190,30800.0,4425265.0
2004-11-02,7060,7250,6920,7200,74480,31862.0,4425265.0
2004-11-03,7220,7580,6680,6990,177880,30933.0,4425265.0
2004-11-04,7010,7250,6810,7250,65955,32083.0,4425265.0
2004-11-05,7250,7640,7160,7380,130894,32658.0,4425265.0
2004-11-08,7550,7760,7450,7560,131881,33455.0,4425265.0
2004-11-09,7710,8690,7650,8690,400184,38456.0,4425265.0
2004-11-10,9090,9890,8880,9250,855961,40934.0,4425265.0
2004-11-11,9100,10200,8900,9500,667810,42040.0,4425265.0
2004-11-12,9500,9710,9120,9200,245605,40712.0,4425265.0
2004-11-15,9100,9300,8790,9050,246416,40049.0,4425265.0
2004-11-16,9020,9090,8650,8990,175661,39783.0,4425265.0
2004-11-17,8900,9300,8800,9160,227399,40535.0,4425265.0
2004-11-18,9150,9450,8900,8900,163550,39385.0,4425265.0
2004-11-19,9000,9190,8820,9000,96100,39827.0,4425265.0
2004-11-22,8860,10100,8860,9800,384761,43368.0,4425265.0
2004-11-23,10000,11250,9950,10950,1008967,48457.0,4425265.0
2004-11-24,11050,11150,10100,10300,491306,45580.0,4425265.0
2004-11-25,10300,11100,10100,10850,354170,48014.0,4425265.0
2004-11-26,10750,10850,10300,10450,152880,46244.0,4425265.0
2004-11-29,10500,10950,10200,10500,132960,46465.0,4425265.0
2004-11-30,10600,10950,10050,10050,198781,44474.0,4425265.0
2004-12-01,10150,10550,9850,9850,177457,43589.0,4425265.0
2004-12-02,9960,10200,9740,10200,119340,45138.0,4425265.0
2004-12-03,10350,10350,9850,10050,115278,44474.0,4425265.0
2004-12-06,10150,10350,9900,9900,85070,43810.0,4425265.0
2004-12-07,10000,10200,9650,9850,107140,43589.0,4425265.0
2004-12-08,9710,9850,9060,9200,156710,40712.0,4425265.0
2004-12-09,9220,9250,8730,9190,100923,40668.0,4425265.0
2004-12-10,9050,9190,8650,9000,79890,39827.0,4425265.0
2004-12-13,8900,9120,8750,8910,55130,39429.0,4425265.0
2004-12-14,9070,9070,8870,8910,35216,39429.0,4425265.0
2004-12-15,9220,9400,9000,9400,70190,41597.0,4425265.0
2004-12-16,9400,9410,9000,9390,58260,41553.0,4425265.0
2004-12-17,9500,9650,9250,9490,65010,41996.0,4425265.0
2004-12-20,9490,9490,9210,9400,31560,41597.0,4425265.0
2004-12-21,9250,9420,9100,9110,36440,40314.0,4425265.0
2004-12-22,9030,9250,9010,9040,25695,40004.0,4425265.0
2004-12-23,9030,9070,8840,9050,28640,40049.0,4425265.0
2004-12-24,9040,9140,8860,8950,29580,39606.0,4425265.0
2004-12-27,8850,9220,8850,9070,38830,40137.0,4425265.0
2004-12-28,9100,9880,9100,9600,185030,42483.0,4425265.0
2004-12-29,9810,9810,9500,9700,61730,42925.0,4425265.0
2004-12-30,9780,10100,9550,9940,121100,43987.0,4425265.0
2005-01-03,10500,11400,10400,11400,805230,50448.0,4425265.0
2005-01-04,11550,11900,10650,10750,909957,47572.0,4425265.0
2005-01-05,10800,11450,10300,11450,515353,50669.0,4425265.0
2005-01-06,11500,11600,9800,10800,314019,49110.0,4547210.0
2005-01-07,10550,11350,10400,10750,474722,48883.0,4547210.0
2005-01-10,10800,11100,10250,10400,269479,47291.0,4547210.0
2005-01-11,10450,11250,10300,11050,263647,50247.0,4547210.0
2005-01-12,10900,11450,10550,10600,172560,48200.0,4547210.0
2005-01-13,10700,11600,10700,11000,303386,50019.0,4547210.0
2005-01-14,11850,12650,10950,11150,1412969,50701.0,4547210.0
2005-01-17,11250,11400,10950,11200,284907,50929.0,4547210.0
2005-01-18,11200,11600,10950,11250,271414,51156.0,4547210.0
2005-01-19,11200,11350,10900,10950,155870,49792.0,4547210.0
2005-01-20,10750,10850,10100,10700,239050,48655.0,4547210.0
2005-01-21,10500,10900,10500,10600,93514,48200.0,4547210.0
2005-01-24,10800,11850,10700,11500,487556,52293.0,4547210.0
2005-01-25,11550,11950,10950,11450,358438,52066.0,4547210.0
2005-01-26,11750,13150,11500,12500,1241621,56840.0,4547210.0
2005-01-27,12400,13100,12200,13100,288464,59568.0,4547210.0
2005-01-28,13300,13750,12850,13450,295440,61160.0,4547210.0
2005-01-31,13550,13800,12950,13100,204729,59568.0,4547210.0
2005-02-01,13300,13500,12800,12800,180509,58204.0,4547210.0
2005-02-02,12900,13500,11800,11850,456681,53884.0,4547210.0
2005-02-03,11900,12100,10500,10950,422278,49792.0,4547210.0
2005-02-04,11200,11400,10700,10950,161765,49792.0,4547210.0
2005-02-07,11150,11800,11150,11800,363784,53657.0,4547210.0
2005-02-11,11600,12150,11550,11700,262116,53202.0,4547210.0
2005-02-14,11950,11950,11150,11350,269880,51611.0,4547210.0
2005-02-15,11600,11950,11200,11350,337260,51611.0,4547210.0
2005-02-16,11450,11500,10900,11200,236351,50929.0,4547210.0
2005-02-17,11000,11250,10800,10800,146853,49110.0,4547210.0
2005-02-18,10650,11100,10650,10900,125755,49565.0,4547210.0
2005-02-21,10950,11250,10800,10800,117241,49110.0,4547210.0
2005-02-22,10700,11050,10500,10500,125520,47746.0,4547210.0
2005-02-23,10200,10400,9850,10100,143120,45927.0,4547210.0
2005-02-24,10000,10450,9910,10150,182605,46154.0,4547210.0
2005-02-25,10150,10900,10150,10700,145217,48655.0,4547210.0
2005-02-28,10950,11000,10650,10850,97711,49337.0,4547210.0
2005-03-02,11000,11000,10350,10400,113655,47291.0,4547210.0
2005-03-03,10350,10750,10350,10750,111904,48883.0,4547210.0
2005-03-04,10900,11450,10700,11300,227942,51383.0,4547210.0
2005-03-07,11300,11350,10500,10650,132363,48428.0,4547210.0
2005-03-08,10600,10700,10100,10650,83150,48428.0,4547210.0
2005-03-09,10250,10700,10250,10600,81952,48200.0,4547210.0
2005-03-10,10500,10750,10400,10650,63747,48428.0,4547210.0
2005-03-11,10650,11100,10650,10900,102322,49565.0,4547210.0
2005-03-14,10850,11000,10750,11000,55016,50019.0,4547210.0
2005-03-15,11100,11100,10600,10800,66510,49110.0,4547210.0
2005-03-16,10500,10700,10400,10400,34691,47291.0,4547210.0
2005-03-17,10350,10350,9950,9950,60561,45245.0,4547210.0
2005-03-18,9650,10050,9550,9550,36900,43426.0,4547210.0
2005-03-21,9520,9550,9360,9400,28630,42744.0,4547210.0
2005-03-22,9380,9700,9380,9550,28070,43426.0,4547210.0
2005-03-23,9370,9560,9000,9030,30742,41061.0,4547210.0
2005-03-24,8910,9140,8270,8650,73840,39333.0,4547210.0
2005-03-25,8450,8700,8370,8550,23272,38879.0,4547210.0
2005-03-28,8560,8850,8560,8840,19450,40197.0,4547210.0
2005-03-29,8760,8880,8620,8760,21600,39834.0,4547210.0
2005-03-30,8760,8960,8750,8920,12600,40561.0,4547210.0
2005-03-31,8940,9020,8800,8900,9840,40470.0,4547210.0
2005-04-01,8990,9430,8860,9430,31630,42880.0,4547210.0
2005-04-04,9270,9520,9270,9360,7630,42562.0,4547210.0
2005-04-06,9360,9600,9250,9260,14670,42107.0,4547210.0
2005-04-07,9200,9370,9000,9000,7780,40925.0,4547210.0
2005-04-08,9050,9050,8860,8990,16540,40879.0,4547210.0
2005-04-11,8850,9200,8800,9200,16130,41834.0,4547210.0
2005-04-12,9230,9250,9100,9120,15290,41471.0,4547210.0
2005-04-13,9110,9320,9050,9110,36280,41425.0,4547210.0
2005-04-14,9000,9000,8820,8940,15370,40652.0,4547210.0
2005-04-15,8700,8940,8510,8510,39730,38697.0,4547210.0
2005-04-18,8220,8500,7540,7950,70380,36150.0,4547210.0
2005-04-19,7850,8030,7780,7870,23770,35787.0,4547210.0
2005-04-20,7850,8100,7850,8030,55765,36514.0,4547210.0
2005-04-21,7990,8060,7800,7900,14470,35923.0,4547210.0
2005-04-22,8010,8650,8010,8050,52160,36605.0,4547210.0
2005-04-25,7960,8200,7960,8170,17310,37151.0,4547210.0
2005-04-26,8170,8420,8170,8250,22565,37514.0,4547210.0
2005-04-27,8140,8360,8130,8210,35860,37333.0,4547210.0
2005-04-28,8220,8310,8200,8230,12745,37424.0,4547210.0
2005-04-29,8370,8370,8010,8150,23790,37060.0,4547210.0
2005-05-02,8100,8270,8080,8140,3670,37014.0,4547210.0
2005-05-03,8140,8270,8120,8160,148105,37105.0,4547210.0
2005-05-04,8170,8550,8170,8400,37680,38197.0,4547210.0
2005-05-06,8460,8650,8450,8550,11680,38879.0,4547210.0
2005-05-09,8920,8920,8530,8590,13386,39061.0,4547210.0
2005-05-10,8590,8600,8370,8450,13015,38424.0,4547210.0
2005-05-11,8210,8310,8200,8280,8294,37651.0,4547210.0
2005-05-12,8200,8280,8160,8240,5980,37469.0,4547210.0
2005-05-13,8300,8300,8110,8110,7350,36878.0,4547210.0
2005-05-16,8110,8180,8030,8120,30990,36923.0,4547210.0
2005-05-17,8270,8270,8010,8010,15070,36423.0,4547210.0
2005-05-18,8020,8020,7960,8020,29855,36469.0,4547210.0
2005-05-19,7990,8120,7920,8030,37690,36514.0,4547210.0
2005-05-20,8040,8050,7920,8000,22130,36378.0,4547210.0
2005-05-23,7920,8020,7850,7850,36208,35696.0,4547210.0
2005-05-24,7810,7900,7620,7710,49120,35059.0,4547210.0
2005-05-25,7710,7770,7600,7650,26770,34786.0,4547210.0
2005-05-26,7650,7650,7320,7380,116640,33558.0,4547210.0
2005-05-27,7400,7410,7270,7300,97970,33195.0,4547210.0
2005-05-30,7300,7630,7280,7490,201930,34059.0,4547210.0
2005-05-31,7570,7570,7340,7400,80037,33649.0,4547210.0
2005-06-01,7430,7620,7430,7570,71887,34422.0,4547210.0
2005-06-02,7620,7860,7610,7710,100141,35059.0,4547210.0
