쿠쿠홈시스(284740),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-03-12,36400,36500,35800,36300,18224,814475.0,4487466.0
2018-03-13,36300,36400,35400,35800,12546,803256.0,4487466.0
2018-03-14,35700,35800,35200,35300,7450,792038.0,4487466.0
2018-03-15,35300,36400,35300,36300,12968,814475.0,4487466.0
2018-03-16,36300,36500,35800,35800,13027,803256.0,4487466.0
2018-03-19,35800,36200,35600,35700,4446,801013.0,4487466.0
2018-03-20,35400,36100,35100,35700,17551,801013.0,4487466.0
2018-03-21,36000,37000,35600,36900,15205,827937.0,4487466.0
2018-03-22,36600,36800,35400,35400,9441,794281.0,4487466.0
2018-03-23,35200,35200,34000,34300,14865,769600.0,4487466.0
2018-03-26,34000,34900,34000,34600,5348,776332.0,4487466.0
2018-03-27,35300,35400,34400,34600,7575,776332.0,4487466.0
2018-03-28,34700,34800,34200,34800,3894,780819.0,4487466.0
2018-03-29,35300,35300,34400,34500,4596,774088.0,4487466.0
2018-03-30,34500,35000,33900,34600,6355,776332.0,4487466.0
2018-04-02,35300,37900,34800,37600,22795,843644.0,4487466.0
2018-04-03,37200,37900,36200,36800,5967,825694.0,4487466.0
2018-04-04,36800,36800,35600,36200,7599,812231.0,4487466.0
2018-04-05,36100,40000,36100,39500,25930,886275.0,4487466.0
2018-04-06,39200,39600,38700,39000,9140,875056.0,4487466.0
2018-04-09,38500,40100,38300,39400,7738,884031.0,4487466.0
2018-04-10,39400,42200,38300,42000,12799,942368.0,4487466.0
2018-04-11,42000,42200,41100,41300,8244,926662.0,4487466.0
2018-04-12,41200,41600,38800,39200,14329,879543.0,4487466.0
2018-04-13,39200,40800,39200,40700,8327,913199.0,4487466.0
2018-04-16,40700,41400,38700,41000,8381,919931.0,4487466.0
2018-04-17,41300,42000,40400,41300,10971,926662.0,4487466.0
2018-04-18,41300,42400,41300,42200,9594,946855.0,4487466.0
2018-04-19,42400,43000,40600,42300,10186,949099.0,4487466.0
2018-04-20,42300,43000,40800,42300,13741,949099.0,4487466.0
2018-04-23,42600,43000,41000,42600,7270,955830.0,4487466.0
2018-04-24,42600,42900,42100,42800,9104,960318.0,4487466.0
2018-04-25,42800,44600,41500,44400,7672,996217.0,4487466.0
2018-04-26,44800,45000,42600,43700,4731,980511.0,4487466.0
2018-04-27,43700,43700,42200,43100,1953,967049.0,4487466.0
2018-04-30,44900,45600,42299,42600,6328,955830.0,4487466.0
2018-05-02,42900,43199,40999,43000,4291,964805.0,4487466.0
2018-05-03,43600,43600,42299,42600,1604,955830.0,4487466.0
2018-05-04,43700,44400,41000,43900,7365,984999.0,4487466.0
2018-05-08,43000,43299,42000,42800,1864,960318.0,4487466.0
2018-05-09,43299,43299,40200,42800,5065,960318.0,4487466.0
2018-05-10,43000,43000,41100,41300,3113,926662.0,4487466.0
2018-05-11,41500,41500,39700,40200,7527,901981.0,4487466.0
2018-05-14,39900,40200,38400,38400,6586,861593.0,4487466.0
2018-05-15,38100,41500,38100,39900,21090,895249.0,4487466.0
2018-05-16,40000,44300,40000,43300,24334,971536.0,4487466.0
2018-05-17,44500,49699,43000,45400,21369,1018655.0,4487466.0
2018-05-18,45000,46700,44700,44900,6848,1007436.0,4487466.0
2018-05-21,44600,46200,44500,45300,4334,1016411.0,4487466.0
2018-05-23,45300,45300,43500,44100,3186,989486.0,4487466.0
2018-05-24,43900,44700,43500,44100,1353,989486.0,4487466.0
2018-05-25,44500,44500,43200,44300,3040,993974.0,4487466.0
2018-05-28,43400,45000,43400,44300,2206,993974.0,4487466.0
2018-05-29,44400,45100,44200,45000,4923,1009680.0,4487466.0
2018-05-30,45000,47600,44800,46800,6503,1050067.0,4487466.0
2018-05-31,47200,48000,45600,45700,6377,1025386.0,4487466.0
2018-06-01,46300,47200,43400,44500,4989,998461.0,4487466.0
2018-06-04,44500,47400,43800,47100,6558,1056798.0,4487466.0
2018-06-05,47100,47600,45400,46000,1838,1032117.0,4487466.0
2018-06-07,46400,46800,45200,45200,2083,1014167.0,4487466.0
2018-06-08,44800,45999,43900,44100,1630,989486.0,4487466.0
2018-06-11,44900,46400,44700,46200,4700,1036605.0,4487466.0
2018-06-12,45500,46900,45500,46500,826,1043336.0,4487466.0
2018-06-14,46500,47400,44699,47400,2351,1063529.0,4487466.0
2018-06-15,47400,47400,43000,45100,6175,1011924.0,4487466.0
2018-06-18,45800,45800,40800,40800,4476,915443.0,4487466.0
2018-06-19,41200,45000,40800,43200,5845,969293.0,4487466.0
2018-06-20,44100,44100,42300,43300,2029,971536.0,4487466.0
2018-06-21,43300,43300,41600,42000,2029,942368.0,4487466.0
2018-06-22,41900,43599,41700,42300,2852,949099.0,4487466.0
2018-06-25,42100,42400,41000,42300,3224,949099.0,4487466.0
2018-06-26,42000,44200,41100,43800,3509,982755.0,4487466.0
2018-06-27,44000,44800,43200,44100,1669,989486.0,4487466.0
2018-06-28,44000,45600,42700,44600,6926,1000705.0,4487466.0
2018-06-29,45400,45400,43400,44400,1111,996217.0,4487466.0
2018-07-02,44400,45000,42500,43100,2335,967049.0,4487466.0
2018-07-03,43500,45699,42799,44900,6759,1007436.0,4487466.0
2018-07-04,44500,45100,44300,44300,874,993974.0,4487466.0
2018-07-05,43899,45600,43100,44700,3870,1002949.0,4487466.0
2018-07-06,44700,45900,44300,45700,1746,1025386.0,4487466.0
2018-07-09,44700,46600,44700,46000,1067,1032117.0,4487466.0
2018-07-10,46000,46700,45700,46100,5518,1034361.0,4487466.0
2018-07-11,46100,47800,46100,46700,3302,1047823.0,4487466.0
2018-07-12,47699,47900,46300,47900,1757,1074748.0,4487466.0
2018-07-13,47900,47999,47300,47900,1366,1074748.0,4487466.0
2018-07-16,48200,48400,47400,48000,1056,1076992.0,4487466.0
2018-07-17,47400,47400,45600,46100,1968,1034361.0,4487466.0
2018-07-18,46500,46500,46000,46400,1814,1041092.0,4487466.0
2018-07-19,46000,47800,43500,45400,4396,1018655.0,4487466.0
2018-07-20,45400,47700,45000,45100,1595,1011924.0,4487466.0
2018-07-23,45000,45700,43600,43700,768,980511.0,4487466.0
2018-07-24,43700,45900,43700,45800,1030,1027630.0,4487466.0
2018-07-25,47400,47400,45800,46700,1352,1047823.0,4487466.0
2018-07-26,47400,47400,46100,47000,1100,1054555.0,4487466.0
2018-07-27,47400,47500,44300,44900,3355,1007436.0,4487466.0
2018-07-30,44900,45000,43700,44800,1759,1005192.0,4487466.0
2018-07-31,44800,44800,43400,44000,2629,987243.0,4487466.0
2018-08-01,43999,44700,42100,42800,8363,960318.0,4487466.0
2018-08-02,42800,43700,42200,43100,6052,967049.0,4487466.0
2018-08-03,42800,42900,42300,42400,1226,951343.0,4487466.0
2018-08-06,42800,42800,41400,41800,2749,937880.0,4487466.0
2018-08-07,41899,42000,41100,41800,1650,937880.0,4487466.0
2018-08-08,41300,42900,41300,41900,3487,940124.0,4487466.0
2018-08-09,42200,43400,41300,42400,2979,951343.0,4487466.0
2018-08-10,42200,42200,39900,40200,4049,901981.0,4487466.0
2018-08-13,40200,41300,39800,39800,2704,893006.0,4487466.0
2018-08-14,40500,40500,36700,38000,15981,852619.0,4487466.0
2018-08-16,37800,39900,36900,39400,14315,884031.0,4487466.0
2018-08-17,39500,40500,39500,40200,4383,901981.0,4487466.0
2018-08-20,40400,42700,40300,42200,8767,946855.0,4487466.0
2018-08-21,43500,44600,42200,44300,10153,993974.0,4487466.0
2018-08-22,44500,45100,44100,44300,12202,993974.0,4487466.0
2018-08-23,44299,46100,42800,45900,14338,1029873.0,4487466.0
2018-08-24,46000,46000,43800,45300,6006,1016411.0,4487466.0
2018-08-27,45200,45800,43600,45000,4635,1009680.0,4487466.0
2018-08-28,45300,46200,44900,45000,3375,1009680.0,4487466.0
2018-08-29,45300,45900,44599,45800,2587,1027630.0,4487466.0
2018-08-30,45300,46000,44000,44200,4133,991730.0,4487466.0
2018-08-31,44599,45900,44100,45800,7300,1027630.0,4487466.0
2018-09-03,44800,45800,44300,44700,2762,1002949.0,4487466.0
2018-09-04,44300,46200,44100,45000,4802,1009680.0,4487466.0
2018-09-05,44500,44600,43500,43500,4345,976024.0,4487466.0
2018-09-06,43200,44500,43200,43900,4273,984999.0,4487466.0
2018-09-07,43200,46000,42800,45300,8148,1016411.0,4487466.0
2018-09-10,44500,44900,43300,43300,6961,971536.0,4487466.0
2018-09-11,43300,44000,41100,41300,6675,926662.0,4487466.0
2018-09-12,41600,42000,40300,42000,12615,942368.0,4487466.0
2018-09-13,42300,43100,41000,41100,5664,922174.0,4487466.0
2018-09-14,40700,42200,40700,42200,1433,946855.0,4487466.0
2018-09-17,41400,42300,41200,41800,1752,937880.0,4487466.0
2018-09-18,41100,42300,41100,41800,3727,937880.0,4487466.0
2018-09-19,42500,43500,42000,43400,6556,973780.0,4487466.0
2018-09-20,43400,43800,40400,42000,9996,942368.0,4487466.0
2018-09-21,41000,44000,41000,44000,3637,987243.0,4487466.0
2018-09-27,42899,43400,42400,43100,2433,967049.0,4487466.0
2018-09-28,42600,43399,42600,42700,1377,958074.0,4487466.0
2018-10-01,42400,43400,41799,42500,2145,953587.0,4487466.0
2018-10-02,42200,42700,42200,42200,655,946855.0,4487466.0
2018-10-04,42200,42700,41600,42700,788,958074.0,4487466.0
2018-10-05,42900,42900,41600,42400,4419,951343.0,4487466.0
2018-10-08,42100,42400,41900,42300,559,949099.0,4487466.0
2018-10-10,42200,42300,40800,41200,2258,924418.0,4487466.0
2018-10-11,39600,41000,38800,38900,5782,872812.0,4487466.0
2018-10-12,39200,40200,38600,40200,1972,901981.0,4487466.0
2018-10-15,40000,40200,39000,39600,1043,888518.0,4487466.0
2018-10-16,39600,39600,38500,39000,455,875056.0,4487466.0
2018-10-17,39000,40200,38900,38900,730,872812.0,4487466.0
2018-10-18,38200,40200,38200,40200,1420,901981.0,4487466.0
2018-10-19,40200,40900,38500,39100,2049,877300.0,4487466.0
2018-10-22,38700,39400,37300,37300,3459,836912.0,4487466.0
2018-10-23,37300,37400,35000,35200,2513,789794.0,4487466.0
2018-10-24,34900,35800,34100,35000,3225,785307.0,4487466.0
2018-10-25,33400,35100,33200,34900,4976,783063.0,4487466.0
2018-10-26,34700,34800,31700,34500,6288,774088.0,4487466.0
2018-10-29,33800,34100,31700,32300,2949,724726.0,4487466.0
2018-10-30,31000,32699,30000,32400,4131,726969.0,4487466.0
2018-10-31,32400,32400,31200,31200,3340,700045.0,4487466.0
2018-11-01,31500,31800,31200,31400,5337,704532.0,4487466.0
2018-11-02,31200,32200,31200,32000,7479,717995.0,4487466.0
2018-11-05,31800,31800,30400,31800,3452,713507.0,4487466.0
2018-11-06,32300,34300,31900,33600,16314,753894.0,4487466.0
2018-11-07,33800,35000,31000,31300,23394,702288.0,4487466.0
2018-11-08,31599,34200,31000,31600,21803,709020.0,4487466.0
2018-11-09,31700,33000,31499,32600,7370,731457.0,4487466.0
2018-11-12,32400,33200,31499,32600,3935,731457.0,4487466.0
2018-11-13,31800,33000,31000,32600,6785,731457.0,4487466.0
2018-11-14,32100,32499,31200,31400,3900,704532.0,4487466.0
2018-11-15,31600,34300,31600,33500,12423,751651.0,4487466.0
2018-11-16,33500,35700,33500,34800,6913,780819.0,4487466.0
2018-11-19,34900,36200,34400,35400,2530,794281.0,4487466.0
2018-11-20,35100,36300,34000,34200,4011,767357.0,4487466.0
2018-11-21,34200,35100,33100,33400,5118,749407.0,4487466.0
2018-11-22,33400,35200,33400,34900,3759,783063.0,4487466.0
2018-11-23,34800,35400,34100,34100,3305,765113.0,4487466.0
2018-11-26,33700,35100,33700,34400,1994,771844.0,4487466.0
2018-11-27,34400,34500,33500,34200,1738,767357.0,4487466.0
2018-11-28,33800,34600,33800,33900,845,760625.0,4487466.0
2018-11-29,34700,34800,33400,33900,4022,760625.0,4487466.0
2018-11-30,33700,35400,33600,35400,3210,794281.0,4487466.0
2018-12-03,35700,35700,34400,34700,2184,778575.0,4487466.0
2018-12-04,34300,35200,34300,34800,2169,780819.0,4487466.0
2018-12-05,34400,35100,34000,34600,2581,776332.0,4487466.0
2018-12-06,34600,34700,33400,34000,1310,762869.0,4487466.0
2018-12-07,34000,34400,33200,33500,2418,751651.0,4487466.0
2018-12-10,33400,33400,32700,33000,1740,740432.0,4487466.0
2018-12-11,32500,32800,32000,32300,2285,724726.0,4487466.0
2018-12-12,32400,32700,31799,32200,3995,722482.0,4487466.0
2018-12-13,32200,33300,32000,33000,5191,740432.0,4487466.0
2018-12-14,33000,34600,33000,34600,4235,776332.0,4487466.0
2018-12-17,34200,35000,33400,34400,3632,771844.0,4487466.0
2018-12-18,33900,35800,33800,35600,3384,798769.0,4487466.0
2018-12-19,34800,36300,34000,36000,4825,807744.0,4487466.0
2018-12-20,36000,36000,34700,35300,2305,792038.0,4487466.0
2018-12-21,34800,35300,34000,34700,4692,778575.0,4487466.0
2018-12-24,34200,34500,33500,33600,2180,753894.0,4487466.0
2018-12-26,32800,33700,32500,33000,1922,740432.0,4487466.0
2018-12-27,33500,35300,32800,35300,2212,792038.0,4487466.0
2018-12-28,34600,35700,34100,35500,2360,796525.0,4487466.0
2019-01-02,35100,35100,33600,33600,1910,753894.0,4487466.0
2019-01-03,34000,34000,32700,32700,1122,733701.0,4487466.0
2019-01-04,32700,33100,32200,32500,927,729213.0,4487466.0
2019-01-07,32700,33100,32100,32500,1644,729213.0,4487466.0
2019-01-08,32600,33200,32500,32700,505,733701.0,4487466.0
2019-01-09,32499,34400,32499,33900,3506,760625.0,4487466.0
2019-01-10,33900,34000,33500,33900,525,760625.0,4487466.0
2019-01-11,33900,34100,33200,33800,433,758382.0,4487466.0
2019-01-14,33500,36100,33500,36000,4865,807744.0,4487466.0
2019-01-15,36000,36500,35000,35600,2365,798769.0,4487466.0
2019-01-16,35600,35900,34400,35100,3187,787550.0,4487466.0
2019-01-17,35300,35300,34400,34900,786,783063.0,4487466.0
2019-01-18,35200,35300,34400,34600,758,776332.0,4487466.0
2019-01-21,34700,35000,33500,33700,2716,756138.0,4487466.0
2019-01-22,33700,33900,33200,33500,2575,751651.0,4487466.0
2019-01-23,33500,35300,33100,34800,5787,780819.0,4487466.0
2019-01-24,34300,36000,34300,35500,3109,796525.0,4487466.0
2019-01-25,36000,36700,34900,36400,2626,816719.0,4487466.0
2019-01-28,36000,36800,35200,36700,2732,823450.0,4487466.0
2019-01-29,35900,37000,35700,36300,5306,814475.0,4487466.0
2019-01-30,36300,36700,35100,35700,3969,801013.0,4487466.0
2019-01-31,35600,36200,35200,35400,2898,794281.0,4487466.0
2019-02-01,35100,35600,35000,35000,1544,785307.0,4487466.0
2019-02-07,35000,35300,34400,35000,1176,785307.0,4487466.0
2019-02-08,35200,35300,34600,35000,1201,785307.0,4487466.0
2019-02-11,34800,34900,34300,34400,2208,771844.0,4487466.0
2019-02-12,34400,34600,34300,34300,2935,769600.0,4487466.0
2019-02-13,34400,34600,34000,34400,6590,771844.0,4487466.0
2019-02-14,34400,34500,34200,34400,3282,771844.0,4487466.0
2019-02-15,34500,34600,34100,34400,7090,771844.0,4487466.0
2019-02-18,34400,36700,34400,36300,9211,814475.0,4487466.0
2019-02-19,36300,38200,35800,37500,7055,841400.0,4487466.0
2019-02-20,37700,38100,37000,37600,2553,843644.0,4487466.0
2019-02-21,37800,37800,36900,37700,1606,845887.0,4487466.0
2019-02-22,37800,38000,36700,37000,2818,830181.0,4487466.0
2019-02-25,37000,37800,36500,37100,2474,832425.0,4487466.0
2019-02-26,37100,37400,36500,37100,1566,832425.0,4487466.0
2019-02-27,37100,37300,36000,36300,1784,814475.0,4487466.0
2019-02-28,36800,38000,35700,35700,5336,801013.0,4487466.0
2019-03-04,36100,38100,35800,37400,6258,839156.0,4487466.0
2019-03-05,37100,39000,37000,39000,5525,875056.0,4487466.0
2019-03-06,39400,41300,37800,38900,10939,872812.0,4487466.0
2019-03-07,38900,39900,38400,39600,9660,888518.0,4487466.0
2019-03-08,38800,39700,38200,38600,3536,866081.0,4487466.0
2019-03-11,39000,39600,38200,39600,1889,888518.0,4487466.0
2019-03-12,39900,39900,38900,39700,2818,890762.0,4487466.0
2019-03-13,39800,41100,39100,41000,3828,919931.0,4487466.0
2019-03-14,41100,41700,40200,41200,5996,924418.0,4487466.0
2019-03-15,41200,41800,39400,39400,11788,884031.0,4487466.0
2019-03-18,39400,41700,38600,38600,12937,866081.0,4487466.0
2019-03-19,38500,39100,38000,38800,4039,870568.0,4487466.0
2019-03-20,38500,39000,38100,38700,18147,868325.0,4487466.0
2019-03-21,38200,39000,38000,38500,2563,863837.0,4487466.0
2019-03-22,38400,38800,36900,37300,5661,836912.0,4487466.0
2019-03-25,36700,37000,35700,36000,3976,807744.0,4487466.0
2019-03-26,36000,37300,35700,36900,2665,827937.0,4487466.0
2019-03-27,36900,37100,36300,36600,1915,821206.0,4487466.0
2019-03-28,37000,38800,37000,38600,19474,866081.0,4487466.0
2019-03-29,38800,39800,38300,39000,7572,875056.0,4487466.0
2019-04-01,39200,39500,38000,39300,3677,881787.0,4487466.0
2019-04-02,39400,39400,38000,38200,4015,857106.0,4487466.0
2019-04-03,38800,38800,37100,37600,4865,843644.0,4487466.0
2019-04-04,37200,39200,36800,38200,9498,857106.0,4487466.0
2019-04-05,38400,41700,38400,39600,15285,888518.0,4487466.0
2019-04-08,40200,41300,39800,40900,6238,917687.0,4487466.0
2019-04-09,40500,41100,39700,40200,7251,901981.0,4487466.0
2019-04-10,40200,41400,39700,40600,3509,910956.0,4487466.0
2019-04-11,40700,44000,40700,42600,13526,955830.0,4487466.0
2019-04-12,42600,45100,42600,44400,11138,996217.0,4487466.0
2019-04-15,44000,45800,43400,43800,9654,982755.0,4487466.0
2019-04-16,43400,45100,42800,43600,8244,978268.0,4487466.0
2019-04-17,43700,44600,42800,43600,5046,978268.0,4487466.0
2019-04-18,43500,44200,42600,42700,2810,958074.0,4487466.0
2019-04-19,42800,44399,42800,43700,4255,980511.0,4487466.0
2019-04-22,44200,44600,42700,44300,2675,993974.0,4487466.0
2019-04-23,43500,43600,42900,43200,2015,969293.0,4487466.0
2019-04-24,43000,43200,41900,42500,3992,953587.0,4487466.0
2019-04-25,42500,42600,41600,42600,3601,955830.0,4487466.0
2019-04-26,42400,43700,41800,43000,3220,964805.0,4487466.0
2019-04-29,43600,44000,42400,42900,2038,962561.0,4487466.0
2019-04-30,0,0,0,42900,0,962561.0,4487466.0
2019-05-02,0,0,0,42900,0,,
2019-05-03,0,0,0,42900,0,,
2019-05-07,42800,44450,41400,43700,17665,980511.0,22437330.0
2019-05-08,42600,43350,41750,42550,13267,954708.0,22437330.0
2019-05-09,43400,43400,41000,41900,16119,940124.0,22437330.0
2019-05-10,41000,42300,40050,41600,26612,933393.0,22437330.0
2019-05-13,41100,41950,40250,41450,10100,930027.0,22437330.0
2019-05-14,41700,41700,40050,41700,8563,935637.0,22437330.0
2019-05-15,41100,41950,40450,40900,13068,917687.0,22437330.0
2019-05-16,48000,53000,43850,51400,413197,1153279.0,22437330.0
2019-05-17,49800,50500,47000,49400,139542,1108404.0,22437330.0
2019-05-20,49600,55000,49600,51900,104272,1164497.0,22437330.0
2019-05-21,50900,52900,49800,51000,51699,1144304.0,22437330.0
2019-05-22,51700,51800,49750,49750,65201,1116257.0,22437330.0
2019-05-23,50300,53000,49800,51400,132670,1153279.0,22437330.0
2019-05-24,50800,52900,50800,51200,22126,1148791.0,22437330.0
2019-05-27,52000,52000,50000,50800,22071,1139816.0,22437330.0
2019-05-28,50400,52900,50100,52900,52825,1186935.0,22437330.0
2019-05-29,52800,52800,50600,50700,25665,1137573.0,22437330.0
2019-05-30,50800,51500,49050,49600,23139,1112892.0,22437330.0
2019-05-31,50600,50600,48000,49000,25022,1099429.0,22437330.0
2019-06-03,49100,49750,47500,48050,17515,1078114.0,22437330.0
2019-06-04,48150,49150,46400,48650,36635,1091576.0,22437330.0
2019-06-05,49450,51500,48900,50700,17354,1137573.0,22437330.0
2019-06-07,50300,52800,49950,51900,41868,1164497.0,22437330.0
2019-06-10,52700,52900,50700,51900,22031,1164497.0,22437330.0
2019-06-11,52000,52700,51600,51700,18716,1160010.0,22437330.0
2019-06-12,52400,52400,50800,52100,11216,1168985.0,22437330.0
2019-06-13,52100,55600,52100,53300,50635,1195910.0,22437330.0
2019-06-14,53900,56900,53400,53400,37795,1198153.0,22437330.0
2019-06-17,53400,54000,51300,51900,36553,1164497.0,22437330.0
2019-06-18,51200,54900,51200,53000,38224,1189178.0,22437330.0
2019-06-19,53000,54600,53000,53700,16853,1204885.0,22437330.0
2019-06-20,54500,55200,52600,53600,32612,1202641.0,22437330.0
2019-06-21,53300,54700,53000,53900,9291,1209372.0,22437330.0
2019-06-24,53900,54200,52100,52100,19800,1168985.0,22437330.0
2019-06-25,52300,52900,51800,52200,5944,1171229.0,22437330.0
2019-06-26,52900,52900,51000,51900,10815,1164497.0,22437330.0
2019-06-27,51900,53000,50300,50700,15034,1137573.0,22437330.0
2019-06-28,50400,51300,49500,50700,29106,1137573.0,22437330.0
2019-07-01,50700,51000,48450,49000,19807,1099429.0,22437330.0
2019-07-02,48400,50300,48400,49600,23621,1112892.0,22437330.0
2019-07-03,49600,50200,48700,49200,9971,1103917.0,22437330.0
2019-07-04,49200,49200,47600,47700,9420,1070261.0,22437330.0
2019-07-05,47600,49300,47100,47450,7521,1064651.0,22437330.0
2019-07-08,47050,47600,46000,46150,8810,1035483.0,22437330.0
2019-07-09,46150,48700,46150,47000,17059,1054555.0,22437330.0
2019-07-10,46600,48150,46150,46700,12267,1047823.0,22437330.0
2019-07-11,46900,47950,46500,46900,8479,1052311.0,22437330.0
2019-07-12,47050,47350,44750,44750,23350,1004071.0,22437330.0
2019-07-15,44750,45500,43800,43900,20830,984999.0,22437330.0
2019-07-16,44250,44400,42600,44050,19319,988364.0,22437330.0
2019-07-17,44100,44650,43150,44150,13269,990608.0,22437330.0
2019-07-18,44150,44300,43350,43800,20637,982755.0,22437330.0
2019-07-19,43850,44650,43350,44000,19738,987243.0,22437330.0
2019-07-22,44550,44550,43850,44050,7200,988364.0,22437330.0
2019-07-23,44050,44800,43550,44600,11998,1000705.0,22437330.0
2019-07-24,44850,45500,43800,44300,23463,993974.0,22437330.0
2019-07-25,43750,45000,43750,44300,11364,993974.0,22437330.0
2019-07-26,44000,44800,42650,43900,17177,984999.0,22437330.0
2019-07-29,43300,43650,42200,42500,9255,953587.0,22437330.0
2019-07-30,42900,45050,42050,44550,20217,999583.0,22437330.0
2019-07-31,44650,46200,44600,44600,25960,1000705.0,22437330.0
2019-08-01,44800,46500,44800,46050,28180,1033239.0,22437330.0
2019-08-02,46900,46900,45250,45250,16652,1015289.0,22437330.0
2019-08-05,45250,46150,42600,43350,28808,972658.0,22437330.0
2019-08-06,41300,43700,41300,42900,10550,962561.0,22437330.0
2019-08-07,42650,45850,42650,43750,20041,981633.0,22437330.0
2019-08-08,44150,44850,43500,44850,13782,1006314.0,22437330.0
2019-08-09,44900,45200,44300,45200,6187,1014167.0,22437330.0
2019-08-12,45550,46250,44650,45150,9214,1013045.0,22437330.0
2019-08-13,45200,45850,44750,45250,8084,1015289.0,22437330.0
2019-08-14,46000,46300,42650,44150,37493,990608.0,22437330.0
2019-08-16,45050,46450,44450,45650,67830,1024264.0,22437330.0
2019-08-19,45650,46800,43450,44900,33611,1007436.0,22437330.0
2019-08-20,44850,45600,43150,44500,11245,998461.0,22437330.0
2019-08-21,44100,45600,41800,41850,34533,939002.0,22437330.0
2019-08-22,42250,42400,39500,40850,82305,916565.0,22437330.0
2019-08-23,40850,40850,39100,39650,40218,889640.0,22437330.0
2019-08-26,38100,40050,38100,38950,32933,873934.0,22437330.0
2019-08-27,39400,40400,38800,39500,11453,886275.0,22437330.0
2019-08-28,40200,40300,39000,39700,28510,890762.0,22437330.0
2019-08-29,39950,40200,39550,39700,20837,890762.0,22437330.0
2019-08-30,39750,40900,39300,40550,32586,909834.0,22437330.0
2019-09-02,40050,40850,39650,39650,12891,889640.0,22437330.0
2019-09-03,39650,39700,38300,38550,48294,864959.0,22437330.0
2019-09-04,38550,39400,38550,38900,33575,872812.0,22437330.0
2019-09-05,38950,39250,38150,38150,23373,855984.0,22437330.0
2019-09-06,38400,38550,37550,37600,16281,843644.0,22437330.0
2019-09-09,37500,37950,36750,36850,24003,826816.0,22437330.0
2019-09-10,37250,37500,36400,36950,23800,829059.0,22437330.0
2019-09-11,36750,38100,36750,38100,31118,854862.0,22437330.0
2019-09-16,38100,39550,38100,39550,35784,887396.0,22437330.0
2019-09-17,39350,39750,38500,39100,17606,877300.0,22437330.0
2019-09-18,39050,41650,39050,41100,45027,922174.0,22437330.0
2019-09-19,41300,41500,40700,41100,18919,922174.0,22437330.0
2019-09-20,41650,42000,40600,40600,34179,910956.0,22437330.0
2019-09-23,40900,42750,40900,42000,42625,942368.0,22437330.0
2019-09-24,42900,42900,42000,42800,28435,960318.0,22437330.0
2019-09-25,42800,43950,42250,43200,82133,969293.0,22437330.0
2019-09-26,43900,43900,42800,43000,12051,964805.0,22437330.0
