토니모리(214420),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-03-24,20000,20700,20000,20600,81646,363384.0,17640000.0
2017-03-27,20250,20550,20100,20150,52317,355446.0,17640000.0
2017-03-28,20300,20350,20050,20150,42265,355446.0,17640000.0
2017-03-29,20200,20300,20100,20250,30607,357210.0,17640000.0
2017-03-30,20250,20300,20100,20150,31709,355446.0,17640000.0
2017-03-31,20050,20250,20000,20150,30791,355446.0,17640000.0
2017-04-03,20200,21300,20050,21300,120755,375732.0,17640000.0
2017-04-04,21400,21550,20800,21300,83990,375732.0,17640000.0
2017-04-05,21400,22050,20900,21200,136221,373968.0,17640000.0
2017-04-06,21200,21300,20750,21000,44698,370440.0,17640000.0
2017-04-07,21500,21700,21200,21300,138444,375732.0,17640000.0
2017-04-10,21000,21150,20150,20400,121146,359856.0,17640000.0
2017-04-11,20150,20600,20050,20300,59599,358092.0,17640000.0
2017-04-12,20200,20200,19900,19900,97502,351036.0,17640000.0
2017-04-13,19950,20400,19950,20350,43520,358974.0,17640000.0
2017-04-14,20100,21500,20100,20550,163689,362502.0,17640000.0
2017-04-17,20750,21400,20700,21100,177564,372204.0,17640000.0
2017-04-18,21400,21450,20700,21050,120386,371322.0,17640000.0
2017-04-19,21050,21550,20800,21450,179776,378378.0,17640000.0
2017-04-20,21550,22150,21450,21950,234899,387198.0,17640000.0
2017-04-21,22100,22650,21800,22000,163938,388080.0,17640000.0
2017-04-24,22100,22150,21150,21350,102491,376614.0,17640000.0
2017-04-25,21350,21850,21100,21500,71579,379260.0,17640000.0
2017-04-26,21500,21650,21250,21450,75969,378378.0,17640000.0
2017-04-27,21300,21550,20950,21100,80616,372204.0,17640000.0
2017-04-28,21100,21250,20700,21250,69746,374850.0,17640000.0
2017-05-02,21300,21500,20900,21200,55699,373968.0,17640000.0
2017-05-04,21200,22150,21150,21900,195070,386316.0,17640000.0
2017-05-08,22050,22600,22050,22300,160839,393372.0,17640000.0
2017-05-10,23050,23200,22200,22350,211166,394254.0,17640000.0
2017-05-11,22700,22750,22250,22350,180972,394254.0,17640000.0
2017-05-12,22300,23050,21550,21800,359409,384552.0,17640000.0
2017-05-15,21950,22700,21950,22300,168526,393372.0,17640000.0
2017-05-16,22400,22550,21750,22150,112087,390726.0,17640000.0
2017-05-17,22400,23500,22400,23100,405949,407484.0,17640000.0
2017-05-18,23100,23700,22500,23150,264380,408366.0,17640000.0
2017-05-19,23650,23650,23000,23150,252828,408366.0,17640000.0
2017-05-22,23050,23350,22600,23000,183702,405720.0,17640000.0
2017-05-23,23000,23050,22400,22450,170580,396018.0,17640000.0
2017-05-24,22450,22650,22250,22400,79248,395136.0,17640000.0
2017-05-25,22400,22600,22200,22400,78457,395136.0,17640000.0
2017-05-26,22450,22600,21950,22000,142166,388080.0,17640000.0
2017-05-29,22000,22150,21600,21700,102969,382788.0,17640000.0
2017-05-30,21500,22150,21500,22000,92987,388080.0,17640000.0
2017-05-31,22000,22000,21600,21650,135271,381906.0,17640000.0
2017-06-01,21750,21800,21500,21550,66903,380142.0,17640000.0
2017-06-02,21750,21900,21500,21600,102936,381024.0,17640000.0
2017-06-05,21600,21650,21050,21100,140913,372204.0,17640000.0
2017-06-07,21250,21250,20600,20900,170065,368676.0,17640000.0
2017-06-08,20900,20950,20500,20550,123183,362502.0,17640000.0
2017-06-09,20700,21150,20600,20900,116742,368676.0,17640000.0
2017-06-12,20900,20900,20400,20450,112467,360738.0,17640000.0
2017-06-13,20450,20800,20350,20450,82061,360738.0,17640000.0
2017-06-14,20500,20650,20400,20550,70109,362502.0,17640000.0
2017-06-15,20550,21100,20500,20550,132985,362502.0,17640000.0
2017-06-16,20650,20700,20200,20450,82563,360738.0,17640000.0
2017-06-19,20500,20750,20200,20500,98557,361620.0,17640000.0
2017-06-20,20550,20600,20250,20400,77046,359856.0,17640000.0
2017-06-21,20500,20550,20200,20300,59240,358092.0,17640000.0
2017-06-22,20300,20450,20300,20400,62612,359856.0,17640000.0
2017-06-23,20450,21400,20450,20650,175846,364266.0,17640000.0
2017-06-26,20550,20650,20300,20350,73733,358974.0,17640000.0
2017-06-27,20350,20800,20300,20550,73081,362502.0,17640000.0
2017-06-28,20500,20800,20400,20700,77297,365148.0,17640000.0
2017-06-29,20800,20850,20500,20500,38079,361620.0,17640000.0
2017-06-30,20650,20950,20500,20700,74113,365148.0,17640000.0
2017-07-03,20600,20950,20600,20700,35440,365148.0,17640000.0
2017-07-04,20550,20650,20050,20100,101423,354564.0,17640000.0
2017-07-05,20000,20250,19950,20050,41328,353682.0,17640000.0
2017-07-06,20050,20100,19600,19750,74458,348390.0,17640000.0
2017-07-07,19750,19800,19000,19200,117115,338688.0,17640000.0
2017-07-10,19350,19350,18650,18650,83519,328986.0,17640000.0
2017-07-11,18500,19000,18500,18650,46884,328986.0,17640000.0
2017-07-12,18700,18900,18700,18700,36186,329868.0,17640000.0
2017-07-13,18700,18900,18600,18800,32562,331632.0,17640000.0
2017-07-14,18850,19100,18650,18700,36802,329868.0,17640000.0
2017-07-17,18800,19000,18750,18750,34486,330750.0,17640000.0
2017-07-18,18800,19250,18800,18950,40190,334278.0,17640000.0
2017-07-19,18950,19150,18800,19050,39142,336042.0,17640000.0
2017-07-20,19050,19100,18850,18950,29761,334278.0,17640000.0
2017-07-21,18950,19050,18700,18700,29417,329868.0,17640000.0
2017-07-24,18750,18850,18700,18750,30416,330750.0,17640000.0
2017-07-25,18800,18900,18750,18750,23002,330750.0,17640000.0
2017-07-26,18800,19250,18750,18950,53968,334278.0,17640000.0
2017-07-27,19000,19100,18800,19100,29157,336924.0,17640000.0
2017-07-28,19100,19200,18750,18900,48552,333396.0,17640000.0
2017-07-31,18200,18600,17800,18450,115498,325458.0,17640000.0
2017-08-01,18450,19000,18150,18750,67312,330750.0,17640000.0
2017-08-02,18550,18750,18200,18250,69233,321930.0,17640000.0
2017-08-03,18450,18500,17850,17900,44364,315756.0,17640000.0
2017-08-04,17900,18050,17000,17150,98915,302526.0,17640000.0
2017-08-07,17200,17400,17150,17250,33831,304290.0,17640000.0
2017-08-08,17100,17500,17100,17500,25276,308700.0,17640000.0
2017-08-09,17450,17500,17250,17350,25265,306054.0,17640000.0
2017-08-10,17350,17450,17050,17200,30133,303408.0,17640000.0
2017-08-11,17000,17000,16300,16300,107695,287532.0,17640000.0
2017-08-14,16400,16550,16150,16250,31499,286650.0,17640000.0
2017-08-16,16150,16400,15700,15750,62848,277830.0,17640000.0
2017-08-17,15800,16100,15800,15950,42017,281358.0,17640000.0
2017-08-18,15650,15950,15550,15750,35273,277830.0,17640000.0
2017-08-21,15750,15900,15700,15700,28212,276948.0,17640000.0
2017-08-22,15400,15750,15400,15500,50300,273420.0,17640000.0
2017-08-23,15700,18250,15700,16550,487403,291942.0,17640000.0
2017-08-24,16550,16800,16300,16400,49965,289296.0,17640000.0
2017-08-25,16450,16700,16100,16350,52447,288414.0,17640000.0
2017-08-28,16200,16550,16200,16400,33018,289296.0,17640000.0
2017-08-29,16500,16500,16150,16300,27441,287532.0,17640000.0
2017-08-30,16450,16450,16150,16300,21143,287532.0,17640000.0
2017-08-31,16450,16450,16050,16100,32114,284004.0,17640000.0
2017-09-01,16150,16450,15900,16000,38976,282240.0,17640000.0
2017-09-04,15650,15900,15500,15700,63673,276948.0,17640000.0
2017-09-05,15600,15900,15150,15200,66889,268128.0,17640000.0
2017-09-06,15200,15450,15050,15100,48811,266364.0,17640000.0
2017-09-07,15200,15450,14850,15250,50494,269010.0,17640000.0
2017-09-08,15250,15300,14550,14750,73589,260190.0,17640000.0
2017-09-11,14850,14850,14100,14200,97113,250488.0,17640000.0
2017-09-12,14250,14600,14250,14550,33278,256662.0,17640000.0
2017-09-13,14350,14550,14150,14150,36638,249606.0,17640000.0
2017-09-14,15000,15100,14500,14700,98896,259308.0,17640000.0
2017-09-15,14300,14750,14300,14700,36166,259308.0,17640000.0
2017-09-18,14550,14700,14400,14450,42587,254898.0,17640000.0
2017-09-19,14550,14550,14300,14550,30814,256662.0,17640000.0
2017-09-20,14550,14800,14350,14350,40665,253134.0,17640000.0
2017-09-21,14300,14850,14250,14350,57271,253134.0,17640000.0
2017-09-22,14350,14500,13700,13750,69067,242550.0,17640000.0
2017-09-25,13650,13850,12950,13200,97388,232848.0,17640000.0
2017-09-26,13050,13650,13050,13350,55299,235494.0,17640000.0
2017-09-27,13500,13800,13500,13650,48604,240786.0,17640000.0
2017-09-28,13550,14700,13550,14400,103445,254016.0,17640000.0
2017-09-29,14500,16450,14500,15650,526209,276066.0,17640000.0
2017-10-10,15650,15950,14800,15650,164297,276066.0,17640000.0
2017-10-11,15850,15850,15150,15300,67737,269892.0,17640000.0
2017-10-12,15550,15600,15050,15350,40765,270774.0,17640000.0
2017-10-13,15500,16100,14900,15950,184834,281358.0,17640000.0
2017-10-16,15950,18200,15550,17850,698530,314874.0,17640000.0
2017-10-17,18200,18200,17250,17900,252200,315756.0,17640000.0
2017-10-18,17700,19000,17500,18500,285411,326340.0,17640000.0
2017-10-19,18500,21350,18500,19400,2121065,342216.0,17640000.0
2017-10-20,19600,20250,18600,18750,414002,330750.0,17640000.0
2017-10-23,19100,19900,18900,18900,265409,333396.0,17640000.0
2017-10-24,18700,19200,18300,18850,163565,332514.0,17640000.0
2017-10-25,19000,20150,18700,18850,283019,332514.0,17640000.0
2017-10-26,19100,20250,18650,20050,487686,353682.0,17640000.0
2017-10-27,20050,20200,19150,19200,366948,338688.0,17640000.0
2017-10-30,19800,20600,19450,20400,460165,359856.0,17640000.0
2017-10-31,20750,21900,19800,21250,722713,374850.0,17640000.0
2017-11-01,21500,21800,20900,21450,296071,378378.0,17640000.0
2017-11-02,21150,21750,20650,20800,191372,366912.0,17640000.0
2017-11-03,21000,21000,19750,20150,317922,355446.0,17640000.0
2017-11-06,20350,21000,20200,20450,207493,360738.0,17640000.0
2017-11-07,20900,20900,20050,20850,145499,367794.0,17640000.0
2017-11-08,20850,20850,20300,20650,111934,364266.0,17640000.0
2017-11-09,20750,20800,20100,20300,108765,358092.0,17640000.0
2017-11-10,20250,20550,20100,20500,65331,361620.0,17640000.0
2017-11-13,20850,21350,20750,20950,236036,369558.0,17640000.0
2017-11-14,21200,21250,20300,20600,131722,363384.0,17640000.0
2017-11-15,20200,20500,19850,19900,166045,351036.0,17640000.0
2017-11-16,19950,20450,19900,20300,95533,358092.0,17640000.0
2017-11-17,20300,20450,19850,19950,80529,351918.0,17640000.0
2017-11-20,20250,20250,19900,20000,69301,352800.0,17640000.0
2017-11-21,20050,20100,19250,19250,120722,339570.0,17640000.0
2017-11-22,19350,19400,18650,19200,105013,338688.0,17640000.0
2017-11-23,19300,20500,19300,19750,199416,348390.0,17640000.0
2017-11-24,19750,19750,19300,19650,39082,346626.0,17640000.0
2017-11-27,20000,20050,19450,19750,81963,348390.0,17640000.0
2017-11-28,20100,20650,19650,20450,179090,360738.0,17640000.0
2017-11-29,20650,22250,20300,22250,744584,392490.0,17640000.0
2017-11-30,22450,22650,21700,22050,407791,388962.0,17640000.0
2017-12-01,22150,22400,21450,22100,206006,389844.0,17640000.0
2017-12-04,22200,22850,21750,22600,319279,398664.0,17640000.0
2017-12-05,22850,22900,22000,22200,202253,391608.0,17640000.0
2017-12-06,22050,22400,21450,22300,194986,393372.0,17640000.0
2017-12-07,22600,22750,21600,22600,165293,398664.0,17640000.0
2017-12-08,22650,22700,22100,22700,101075,400428.0,17640000.0
2017-12-11,22850,22900,22000,22450,108814,396018.0,17640000.0
2017-12-12,22450,22500,21000,21000,218581,370440.0,17640000.0
2017-12-13,21000,21600,21000,21100,72269,372204.0,17640000.0
2017-12-14,21150,21350,20550,20850,86106,367794.0,17640000.0
2017-12-15,21200,21200,19800,20250,172977,357210.0,17640000.0
2017-12-18,20700,20950,20500,20600,115317,363384.0,17640000.0
2017-12-19,20400,20500,19700,19750,93073,348390.0,17640000.0
2017-12-20,19500,20100,19300,19300,66120,340452.0,17640000.0
2017-12-21,19300,19400,18500,18500,95652,326340.0,17640000.0
2017-12-22,18200,18450,17700,18300,116920,322812.0,17640000.0
2017-12-26,18550,18550,17600,17600,119936,310464.0,17640000.0
2017-12-27,17600,17600,17200,17550,105674,309582.0,17640000.0
2017-12-28,17550,18100,17550,17700,125477,312228.0,17640000.0
2018-01-02,18400,19150,18150,19000,144849,335160.0,17640000.0
2018-01-03,19150,19250,18500,19000,102915,335160.0,17640000.0
2018-01-04,19050,19100,18500,18500,66179,326340.0,17640000.0
2018-01-05,18500,18850,18450,18700,54372,329868.0,17640000.0
2018-01-08,18800,18900,18200,18500,59928,326340.0,17640000.0
2018-01-09,18550,18700,18050,18450,47046,325458.0,17640000.0
2018-01-10,18600,20100,18500,19900,239590,351036.0,17640000.0
2018-01-11,20300,20700,19700,20000,166836,352800.0,17640000.0
2018-01-12,20300,20300,19300,19350,93917,341334.0,17640000.0
2018-01-15,19450,19650,19100,19400,59921,342216.0,17640000.0
2018-01-16,19050,20050,19050,19650,139057,346626.0,17640000.0
2018-01-17,19650,21250,19400,21150,321644,373086.0,17640000.0
2018-01-18,21500,21550,20550,21000,127146,370440.0,17640000.0
2018-01-19,20750,21950,20750,21550,251599,380142.0,17640000.0
2018-01-22,21750,22200,21600,21800,199019,384552.0,17640000.0
2018-01-23,21900,21950,20950,21400,120975,377496.0,17640000.0
2018-01-24,21600,21600,20500,20850,140714,367794.0,17640000.0
2018-01-25,20850,21100,20300,20650,111348,364266.0,17640000.0
2018-01-26,20650,21100,20600,21000,70774,370440.0,17640000.0
2018-01-29,21050,21200,20650,20700,107935,365148.0,17640000.0
2018-01-30,20800,20950,20250,20400,85063,359856.0,17640000.0
2018-01-31,20050,20650,19850,20550,81695,362502.0,17640000.0
2018-02-01,20450,21700,20450,21500,279737,379260.0,17640000.0
2018-02-02,21500,21650,20550,20750,151958,366030.0,17640000.0
2018-02-05,19750,20250,19300,19400,192962,342216.0,17640000.0
2018-02-06,18400,19050,18000,18750,163685,330750.0,17640000.0
2018-02-07,19000,19200,18100,18100,106935,319284.0,17640000.0
2018-02-08,17950,18600,17950,18450,83674,325458.0,17640000.0
2018-02-09,17450,18250,17400,17850,101594,314874.0,17640000.0
2018-02-12,17850,18100,17550,18000,52443,317520.0,17640000.0
2018-02-13,18050,18300,17600,17650,81714,311346.0,17640000.0
2018-02-14,17800,18000,17500,17950,28977,316638.0,17640000.0
2018-02-19,18050,18550,18050,18500,53607,326340.0,17640000.0
2018-02-20,19200,19200,18400,18550,43986,327222.0,17640000.0
2018-02-21,18650,18950,18350,18600,51729,328104.0,17640000.0
2018-02-22,18800,19000,18300,18600,31973,328104.0,17640000.0
2018-02-23,18700,18700,18200,18400,46003,324576.0,17640000.0
2018-02-26,18550,18850,18350,18700,52129,329868.0,17640000.0
2018-02-27,19000,19000,18550,18600,22732,328104.0,17640000.0
2018-02-28,18350,18650,18200,18300,23314,322812.0,17640000.0
2018-03-02,18050,18250,17800,18150,20010,320166.0,17640000.0
2018-03-05,18100,18350,17950,18050,20660,318402.0,17640000.0
2018-03-06,18200,18300,17700,18000,59464,317520.0,17640000.0
2018-03-07,18000,18100,17300,17400,97702,306936.0,17640000.0
2018-03-08,17400,17600,17100,17100,100381,301644.0,17640000.0
2018-03-09,17200,17950,17200,17700,151342,312228.0,17640000.0
2018-03-12,18150,18500,18000,18200,95668,321048.0,17640000.0
2018-03-13,18500,18750,18150,18200,115134,321048.0,17640000.0
2018-03-14,18100,18150,17500,18000,84309,317520.0,17640000.0
2018-03-15,18000,18150,17650,18100,83873,319284.0,17640000.0
2018-03-16,18100,18200,17800,18000,28583,317520.0,17640000.0
2018-03-19,17850,17900,17600,17650,45019,311346.0,17640000.0
2018-03-20,17250,17950,17250,17600,59278,310464.0,17640000.0
2018-03-21,17650,17700,17250,17300,62207,305172.0,17640000.0
2018-03-22,17300,17550,17200,17250,56726,304290.0,17640000.0
2018-03-23,16900,16950,16400,16400,102109,289296.0,17640000.0
2018-03-26,16300,16600,15950,16450,45512,290178.0,17640000.0
2018-03-27,16500,16850,16400,16600,64927,292824.0,17640000.0
2018-03-28,16550,17050,16400,16700,75457,294588.0,17640000.0
2018-03-29,16650,16700,16150,16300,61129,287532.0,17640000.0
2018-03-30,16400,16950,16100,16800,56986,296352.0,17640000.0
2018-04-02,19000,19450,18500,19400,736748,342216.0,17640000.0
2018-04-03,19350,19550,18300,19050,301512,336042.0,17640000.0
2018-04-04,19150,19200,18300,18300,211653,322812.0,17640000.0
2018-04-05,18500,18750,18100,18450,116984,325458.0,17640000.0
2018-04-06,18200,18900,18100,18300,101313,322812.0,17640000.0
2018-04-09,18300,19250,18000,19000,132072,335160.0,17640000.0
2018-04-10,19000,19150,18500,19000,84200,335160.0,17640000.0
2018-04-11,19200,19300,18650,18700,77176,329868.0,17640000.0
2018-04-12,18550,18700,18050,18700,118083,329868.0,17640000.0
2018-04-13,18800,19500,18400,19500,219075,343980.0,17640000.0
2018-04-16,20750,21300,20100,20400,518066,359856.0,17640000.0
2018-04-17,20400,20750,19950,20550,184691,362502.0,17640000.0
2018-04-18,20600,21000,20300,20550,233047,362502.0,17640000.0
2018-04-19,20700,20850,20150,20700,178610,365148.0,17640000.0
2018-04-20,20900,20900,20100,20350,153996,358974.0,17640000.0
2018-04-23,20200,20200,19200,19300,173704,340452.0,17640000.0
2018-04-24,19500,20100,19400,19750,183838,348390.0,17640000.0
2018-04-25,19700,20050,19250,19350,87186,341334.0,17640000.0
2018-04-26,19350,19750,19250,19450,92865,343098.0,17640000.0
2018-04-27,19500,19900,19050,19250,83034,339570.0,17640000.0
2018-04-30,19300,19450,18500,19400,159829,342216.0,17640000.0
2018-05-02,19200,19300,18600,18900,112877,333396.0,17640000.0
2018-05-03,18700,18950,18450,18500,112624,326340.0,17640000.0
2018-05-04,19400,19700,18850,18850,140341,332514.0,17640000.0
2018-05-08,19250,19450,18750,18800,86558,331632.0,17640000.0
2018-05-09,18700,18950,18350,18800,49559,331632.0,17640000.0
2018-05-10,18750,18950,18500,18500,64841,326340.0,17640000.0
2018-05-11,18900,19000,18600,18800,45463,331632.0,17640000.0
2018-05-14,18800,19050,18400,18600,47441,328104.0,17640000.0
2018-05-15,18800,18800,18100,18400,78970,324576.0,17640000.0
2018-05-16,18050,18150,17400,17550,188898,309582.0,17640000.0
2018-05-17,17550,17650,17000,17200,129237,303408.0,17640000.0
2018-05-18,17100,17800,17100,17800,89038,313992.0,17640000.0
2018-05-21,17800,18750,17800,18350,138475,323694.0,17640000.0
2018-05-23,18400,18500,17800,18300,64853,322812.0,17640000.0
2018-05-24,18250,18650,18100,18350,46269,323694.0,17640000.0
2018-05-25,18100,18150,17700,17850,58283,314874.0,17640000.0
2018-05-28,17750,18150,17600,18100,36035,319284.0,17640000.0
2018-05-29,18250,18450,17750,18100,35901,319284.0,17640000.0
2018-05-30,18000,18000,17500,17700,44074,312228.0,17640000.0
2018-05-31,17700,18200,17600,18050,39967,318402.0,17640000.0
2018-06-01,18450,18450,17750,18000,30658,317520.0,17640000.0
2018-06-04,18000,18000,17500,17600,55860,310464.0,17640000.0
2018-06-05,17600,17650,17350,17600,42664,310464.0,17640000.0
2018-06-07,17550,17600,17400,17450,41208,307818.0,17640000.0
2018-06-08,17500,17650,17200,17600,42453,310464.0,17640000.0
2018-06-11,17550,17650,17050,17150,80582,302526.0,17640000.0
2018-06-12,17150,17250,17000,17050,44342,300762.0,17640000.0
2018-06-14,17100,17100,16500,16650,66514,293706.0,17640000.0
2018-06-15,16500,16800,16300,16600,53682,292824.0,17640000.0
2018-06-18,16500,16600,15250,15400,141725,271656.0,17640000.0
2018-06-19,15300,15600,15050,15050,47676,265482.0,17640000.0
2018-06-20,14850,15400,14850,14950,99955,263718.0,17640000.0
2018-06-21,15050,15050,14450,14500,91692,255780.0,17640000.0
2018-06-22,14500,14650,14050,14450,77895,254898.0,17640000.0
2018-06-25,14350,14850,14350,14500,80264,255780.0,17640000.0
2018-06-26,14250,14600,14200,14400,30162,254016.0,17640000.0
2018-06-27,14400,15350,14400,14800,80333,261072.0,17640000.0
2018-06-28,14600,15250,14600,15000,61146,264600.0,17640000.0
2018-06-29,15000,15800,14550,15800,49726,278712.0,17640000.0
2018-07-02,15500,15550,14800,14800,47148,261072.0,17640000.0
2018-07-03,14800,15050,14400,14600,35809,257544.0,17640000.0
2018-07-04,14300,14900,14300,14800,28955,261072.0,17640000.0
2018-07-05,14900,15000,14150,14500,50617,255780.0,17640000.0
2018-07-06,14550,15100,14250,15100,59695,266364.0,17640000.0
2018-07-09,15100,15200,14700,15050,30793,265482.0,17640000.0
2018-07-10,15150,15450,14950,15000,37119,264600.0,17640000.0
2018-07-11,14750,15000,14550,14650,40567,258426.0,17640000.0
2018-07-12,14600,15000,14600,14950,27408,263718.0,17640000.0
2018-07-13,14950,15300,14750,15200,33609,268128.0,17640000.0
2018-07-16,15100,15300,14950,14950,17070,263718.0,17640000.0
2018-07-17,14950,15150,14650,14950,19010,263718.0,17640000.0
2018-07-18,15200,15250,14600,14700,32782,259308.0,17640000.0
2018-07-19,15000,15000,14200,14350,46049,253134.0,17640000.0
2018-07-20,14150,14400,14050,14300,25143,252252.0,17640000.0
2018-07-23,14450,14450,13550,13550,45730,239022.0,17640000.0
2018-07-24,13400,13700,13350,13550,42755,239022.0,17640000.0
2018-07-25,13400,13650,13350,13500,28310,238140.0,17640000.0
2018-07-26,13700,13800,13450,13800,26647,243432.0,17640000.0
2018-07-27,13600,14550,13600,14400,26342,254016.0,17640000.0
2018-07-30,14350,14750,14000,14700,16996,259308.0,17640000.0
2018-07-31,14500,14750,14300,14350,28580,253134.0,17640000.0
2018-08-01,14350,15350,14350,15200,98823,268128.0,17640000.0
2018-08-02,15100,15200,14750,14750,63371,260190.0,17640000.0
2018-08-03,14750,15100,14650,14800,18916,261072.0,17640000.0
2018-08-06,14800,15350,14800,15000,31920,264600.0,17640000.0
2018-08-07,14850,15150,14750,14800,10989,261072.0,17640000.0
2018-08-08,14800,14900,14450,14700,27778,259308.0,17640000.0
2018-08-09,14600,14700,14350,14500,15881,255780.0,17640000.0
2018-08-10,14400,14600,14250,14400,22103,254016.0,17640000.0
2018-08-13,14400,14450,13850,14000,25224,246960.0,17640000.0
2018-08-14,14000,14250,13850,14050,14690,247842.0,17640000.0
2018-08-16,13650,13650,13000,13650,41729,240786.0,17640000.0
2018-08-17,13800,13950,13600,13750,20044,242550.0,17640000.0
2018-08-20,13650,13900,13500,13650,22051,240786.0,17640000.0
2018-08-21,13600,14050,13600,13950,23114,246078.0,17640000.0
2018-08-22,13950,14150,13900,13950,19271,246078.0,17640000.0
2018-08-23,14250,15000,14100,14750,140161,260190.0,17640000.0
2018-08-24,15200,15600,14950,15100,194751,266364.0,17640000.0
2018-08-27,15200,15200,14600,14750,55237,260190.0,17640000.0
2018-08-28,14800,15000,14600,14600,46814,257544.0,17640000.0
2018-08-29,14650,14950,14550,14750,25367,260190.0,17640000.0
2018-08-30,15300,15400,14850,14900,75144,262836.0,17640000.0
2018-08-31,15150,15150,14700,15000,23364,264600.0,17640000.0
2018-09-03,14800,14950,14700,14850,28230,261954.0,17640000.0
2018-09-04,14750,14950,14700,14700,22941,259308.0,17640000.0
2018-09-05,14700,15200,14700,14800,53484,261072.0,17640000.0
2018-09-06,15000,15100,14700,14750,28280,260190.0,17640000.0
2018-09-07,14750,14950,14500,14550,43393,256662.0,17640000.0
2018-09-10,14550,14550,14250,14500,26061,255780.0,17640000.0
2018-09-11,14300,14850,14300,14750,30106,260190.0,17640000.0
2018-09-12,14750,14850,14500,14650,19580,258426.0,17640000.0
2018-09-13,14650,14800,14550,14750,28684,260190.0,17640000.0
2018-09-14,14750,14950,14600,14750,36841,260190.0,17640000.0
2018-09-17,14650,14750,14350,14450,29813,254898.0,17640000.0
2018-09-18,14300,14550,14250,14250,22592,251370.0,17640000.0
2018-09-19,14400,14400,14050,14150,26294,249606.0,17640000.0
2018-09-20,14100,14250,13850,13850,41077,244314.0,17640000.0
2018-09-21,13850,14150,13850,14100,28829,248724.0,17640000.0
2018-09-27,14100,14500,13950,14500,51667,255780.0,17640000.0
2018-09-28,14500,14600,14050,14050,58838,247842.0,17640000.0
2018-10-01,14200,14350,13950,14300,41380,252252.0,17640000.0
2018-10-02,14450,14450,13900,13950,26126,246078.0,17640000.0
2018-10-04,14000,14050,13300,13400,54760,236376.0,17640000.0
2018-10-05,13300,13400,13000,13150,35155,231966.0,17640000.0
2018-10-08,12950,13050,12700,12900,33051,227556.0,17640000.0
2018-10-10,12750,12850,11950,11950,76257,210798.0,17640000.0
2018-10-11,11400,11550,10400,10600,109387,186984.0,17640000.0
2018-10-12,10250,11050,10250,11050,61688,194922.0,17640000.0
2018-10-15,11000,11050,10650,10650,28741,187866.0,17640000.0
2018-10-16,10700,10900,10650,10800,35760,190512.0,17640000.0
2018-10-17,11000,11400,10700,10700,57724,188748.0,17640000.0
2018-10-18,10750,10900,10500,10600,27078,186984.0,17640000.0
2018-10-19,10500,10600,10100,10600,51308,186984.0,17640000.0
2018-10-22,10550,11600,10500,10950,146195,193158.0,17640000.0
2018-10-23,10950,10950,10150,10200,67228,179928.0,17640000.0
2018-10-24,10250,10500,9860,9930,86688,175165.0,17640000.0
2018-10-25,9570,9600,9110,9300,88178,164052.0,17640000.0
2018-10-26,9360,9430,8740,8760,118302,154526.0,17640000.0
2018-10-29,8530,8770,7690,7700,162522,135828.0,17640000.0
2018-10-30,7070,7990,7070,7900,143950,139356.0,17640000.0
2018-10-31,7900,7940,7630,7850,62522,138474.0,17640000.0
2018-11-01,7900,8400,7900,8200,47381,144648.0,17640000.0
2018-11-02,8260,8750,8260,8540,77562,150646.0,17640000.0
2018-11-05,8550,8900,8280,8520,27385,150293.0,17640000.0
2018-11-06,8620,8670,8400,8500,40623,149940.0,17640000.0
2018-11-07,8640,8790,8200,8300,41623,146412.0,17640000.0
2018-11-08,8510,8510,8230,8340,65650,147118.0,17640000.0
2018-11-09,8370,8370,7940,8170,39028,144119.0,17640000.0
2018-11-12,8080,8250,7880,7910,58992,139532.0,17640000.0
2018-11-13,7800,7880,7480,7850,37673,138474.0,17640000.0
2018-11-14,7820,7970,7750,7840,33071,138298.0,17640000.0
2018-11-15,7950,10150,7950,10150,1324775,179046.0,17640000.0
2018-11-16,11050,12450,10800,11300,2825202,199332.0,17640000.0
2018-11-19,11500,13400,11500,12250,2185750,216090.0,17640000.0
2018-11-20,12000,12200,11650,11950,372960,210798.0,17640000.0
2018-11-21,11650,15400,11650,14550,4440775,256662.0,17640000.0
2018-11-22,14550,16250,13950,14150,1844002,249606.0,17640000.0
2018-11-23,13950,15250,13600,14500,1616358,255780.0,17640000.0
2018-11-26,14300,14800,13450,13450,553889,237258.0,17640000.0
2018-11-27,13550,14850,13250,13650,1458631,240786.0,17640000.0
2018-11-28,13700,14200,13250,13400,576281,236376.0,17640000.0
2018-11-29,13600,14000,13150,13250,482378,233730.0,17640000.0
2018-11-30,13500,14300,13250,13700,1078370,241668.0,17640000.0
2018-12-03,14100,15000,13900,14400,1146349,254016.0,17640000.0
2018-12-04,14600,14600,13850,14050,295369,247842.0,17640000.0
2018-12-05,13900,13900,13300,13700,261748,241668.0,17640000.0
2018-12-06,13750,13800,12500,12500,333276,220500.0,17640000.0
2018-12-07,12750,13150,12200,12650,252129,223146.0,17640000.0
2018-12-10,12450,12900,12050,12200,197941,215208.0,17640000.0
2018-12-11,12250,12400,11850,11850,176261,209034.0,17640000.0
2018-12-12,11950,12500,11900,12400,224163,218736.0,17640000.0
2018-12-13,12450,12600,12100,12500,144463,220500.0,17640000.0
2018-12-14,12500,12600,11850,12150,141102,214326.0,17640000.0
