아세아시멘트(183190),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-23,128297,129280,120924,121907,22927,408680.0,3295809.0
2015-07-24,122890,122890,116499,116500,16072,390553.0,3295809.0
2015-07-27,116500,117974,114042,116008,7169,388905.0,3295809.0
2015-07-28,113059,115025,111584,114534,8524,383962.0,3295809.0
2015-07-29,116008,118466,115025,115517,10344,387258.0,3295809.0
2015-07-30,116008,117483,114042,114042,9048,382314.0,3295809.0
2015-07-31,114042,115516,110601,113059,9741,379018.0,3295809.0
2015-08-03,113550,116991,113550,115025,8471,385610.0,3295809.0
2015-08-04,115025,115025,111092,112076,8529,375722.0,3295809.0
2015-08-05,110601,114533,110601,114534,5071,383962.0,3295809.0
2015-08-06,115025,116991,107651,109127,25711,365835.0,3295809.0
2015-08-07,109126,110601,105194,109127,19142,365835.0,3295809.0
2015-08-10,107160,109126,102736,103719,10301,347708.0,3295809.0
2015-08-11,103719,106177,103227,103719,5697,347708.0,3295809.0
2015-08-12,103227,107651,100278,105686,8904,354299.0,3295809.0
2015-08-13,106177,107651,101753,107160,10860,359243.0,3295809.0
2015-08-17,108635,108635,100278,102245,12710,342764.0,3295809.0
2015-08-18,101261,102244,96935,99787,12864,334525.0,3295809.0
2015-08-19,98312,99786,95067,97329,10416,326285.0,3295809.0
2015-08-20,95559,97624,95461,96346,7406,322989.0,3295809.0
2015-08-21,94379,98312,92905,98312,9343,329581.0,3295809.0
2015-08-24,98115,98115,93691,94380,8657,316398.0,3295809.0
2015-08-25,95559,98213,94183,97329,8505,326285.0,3295809.0
2015-08-26,97525,97722,95362,97231,7353,325956.0,3295809.0
2015-08-27,99295,106668,98017,104211,17915,349356.0,3295809.0
2015-08-28,104702,107651,102244,107160,11761,359243.0,3295809.0
2015-08-31,105194,107160,104210,105194,7585,352652.0,3295809.0
2015-09-01,105194,106668,103227,103719,4703,347708.0,3295809.0
2015-09-02,99295,102244,99295,100770,13246,337820.0,3295809.0
2015-09-03,102244,103719,100770,102245,6476,342764.0,3295809.0
2015-09-04,102736,102736,98312,99295,11254,332877.0,3295809.0
2015-09-07,98312,101753,98312,98312,5923,329581.0,3295809.0
2015-09-08,99295,100770,98803,99295,1960,332877.0,3295809.0
2015-09-09,100278,102244,99295,101262,8982,339468.0,3295809.0
2015-09-10,101261,102736,99786,102736,7120,344412.0,3295809.0
2015-09-11,101753,105194,101261,103228,7046,346060.0,3295809.0
2015-09-14,104210,104210,100278,101753,5469,341116.0,3295809.0
2015-09-15,101261,101753,99786,100770,7741,337820.0,3295809.0
2015-09-16,101261,107160,100770,106177,10551,355947.0,3295809.0
2015-09-17,105194,106177,103719,103719,10615,347708.0,3295809.0
2015-09-18,105194,106177,104210,106177,8632,355947.0,3295809.0
2015-09-21,105685,106177,100278,101262,23041,339468.0,3295809.0
2015-09-22,101753,104210,101261,103719,6925,347708.0,3295809.0
2015-09-23,102736,103719,101753,102736,6445,344412.0,3295809.0
2015-09-24,103227,104210,102244,102736,2226,344412.0,3295809.0
2015-09-25,104210,104210,101753,102736,4158,344412.0,3295809.0
2015-09-30,102244,107160,101261,106669,6923,357595.0,3295809.0
2015-10-01,105194,105685,104702,105194,2318,352652.0,3295809.0
2015-10-02,105194,105685,103719,104211,2852,349356.0,3295809.0
2015-10-05,104210,106668,103227,106177,5026,355947.0,3295809.0
2015-10-06,106177,110601,105685,110601,13523,370779.0,3295809.0
2015-10-07,110601,115516,109126,114042,7943,382314.0,3295809.0
2015-10-08,113059,114533,111584,114042,7536,382314.0,3295809.0
2015-10-12,111584,114042,111584,113551,9559,380666.0,3295809.0
2015-10-13,114042,114042,110601,110601,5703,370779.0,3295809.0
2015-10-14,111584,111584,109126,110601,3756,370779.0,3295809.0
2015-10-15,110601,111092,109126,110601,1381,370779.0,3295809.0
2015-10-16,109618,112075,109126,112076,2812,375722.0,3295809.0
2015-10-19,111584,111584,109618,110601,2314,370779.0,3295809.0
2015-10-20,110109,110601,109126,110110,1322,369131.0,3295809.0
2015-10-21,110109,110109,108143,110110,2426,369131.0,3295809.0
2015-10-22,109618,110109,106177,109127,7996,365835.0,3295809.0
2015-10-23,108635,110601,107651,110110,3582,369131.0,3295809.0
2015-10-26,108143,109126,107160,107652,2457,360891.0,3295809.0
2015-10-27,107160,109618,106177,109127,2121,365835.0,3295809.0
2015-10-28,108635,108635,106177,106669,3522,357595.0,3295809.0
2015-10-29,106668,109126,106177,108143,6098,362539.0,3295809.0
2015-10-30,107651,109126,102244,106177,11878,355947.0,3295809.0
2015-11-02,106177,106177,103227,104703,4382,351004.0,3295809.0
2015-11-03,103719,104702,95461,95854,25720,321341.0,3295809.0
2015-11-04,95854,96542,95067,96051,5478,322001.0,3295809.0
2015-11-05,96149,97132,94969,96051,7113,322001.0,3295809.0
2015-11-06,96051,96149,93986,93987,9738,315079.0,3295809.0
2015-11-09,93986,94084,91037,91234,5922,305851.0,3295809.0
2015-11-10,89660,91233,87792,88088,8412,295304.0,3295809.0
2015-11-11,89464,90938,88186,90841,4576,304533.0,3295809.0
2015-11-12,91135,94084,89955,93495,4770,313431.0,3295809.0
2015-11-13,93494,93789,90545,93397,2414,313102.0,3295809.0
2015-11-16,94478,95067,91823,94871,6411,318046.0,3295809.0
2015-11-17,95166,98312,95067,98214,3910,329251.0,3295809.0
2015-11-18,98312,99295,97427,98804,7864,331229.0,3295809.0
2015-11-19,99786,101753,98312,101262,3655,339468.0,3295809.0
2015-11-20,98803,100278,97918,99295,3307,332877.0,3295809.0
2015-11-23,100278,100278,97230,97329,3667,326285.0,3295809.0
2015-11-24,97329,101261,97230,101262,4058,339468.0,3295809.0
2015-11-25,100770,101261,98312,99295,2169,332877.0,3295809.0
2015-11-26,100278,101261,98213,98214,4113,329251.0,3295809.0
2015-11-27,98213,99295,95952,98312,5925,329581.0,3295809.0
2015-11-30,98312,98803,96247,97722,3598,327603.0,3295809.0
2015-12-01,96444,97918,95756,95756,3379,321012.0,3295809.0
2015-12-02,94871,96345,94478,94773,5120,317716.0,3295809.0
2015-12-03,94773,94773,92216,93003,5692,311784.0,3295809.0
2015-12-04,93003,93003,91430,91922,6790,308158.0,3295809.0
2015-12-07,92610,92610,88481,91922,10116,308158.0,3295809.0
2015-12-08,94084,94084,90152,91922,4161,308158.0,3295809.0
2015-12-09,91921,91921,89267,91430,3928,306510.0,3295809.0
2015-12-10,91332,94379,90250,91824,6139,307829.0,3295809.0
2015-12-11,91823,93888,90742,93888,10860,314750.0,3295809.0
2015-12-14,91823,94773,91037,93888,3816,314750.0,3295809.0
2015-12-15,94084,95362,92511,94773,3805,317716.0,3295809.0
2015-12-16,94773,95657,93298,95265,6271,319364.0,3295809.0
2015-12-17,95264,98115,94183,97919,7511,328263.0,3295809.0
2015-12-18,97230,99786,96444,99787,8574,334525.0,3295809.0
2015-12-21,99786,99786,97329,98312,4425,329581.0,3295809.0
2015-12-22,97427,100278,96542,99787,6415,334525.0,3295809.0
2015-12-23,99786,100278,97329,98214,5765,329251.0,3295809.0
2015-12-24,98213,99295,97525,98312,6194,329581.0,3295809.0
2015-12-28,98312,98312,96640,97132,1936,325626.0,3295809.0
2015-12-29,96345,97918,95461,95461,3945,320023.0,3295809.0
2015-12-30,95461,97918,95362,97526,3636,326944.0,3295809.0
2016-01-04,96444,98017,95264,95265,2519,319364.0,3295809.0
2016-01-05,92610,97525,92610,97427,5888,326615.0,3295809.0
2016-01-06,97525,100770,96345,99295,9356,332877.0,3295809.0
2016-01-07,99295,99295,95264,97821,6341,327933.0,3295809.0
2016-01-08,96444,97820,94871,96346,1770,322989.0,3295809.0
2016-01-11,95166,96247,94576,94871,2318,318046.0,3295809.0
2016-01-12,94871,96149,91921,92119,2389,308817.0,3295809.0
2016-01-13,92118,96345,91921,95559,3293,320353.0,3295809.0
2016-01-14,95657,95756,92315,93298,4165,312772.0,3295809.0
2016-01-15,93396,96149,93396,95068,2574,318705.0,3295809.0
2016-01-18,93888,96346,93593,96346,2420,322989.0,3295809.0
2016-01-19,96345,97034,94772,95559,4857,320353.0,3295809.0
2016-01-20,95559,98803,88579,93692,6422,314091.0,3295809.0
2016-01-21,93691,95067,92610,93102,1796,312113.0,3295809.0
2016-01-22,93101,94871,91725,92807,1136,311124.0,3295809.0
2016-01-25,92610,92806,91135,91135,2047,305521.0,3295809.0
2016-01-26,91135,93101,89857,90644,956,303874.0,3295809.0
2016-01-27,90643,93494,90152,91234,6334,305851.0,3295809.0
2016-01-28,91233,92315,90250,90447,3360,303214.0,3295809.0
2016-01-29,90545,92020,90545,90841,3130,304533.0,3295809.0
2016-02-01,91725,91725,90152,90447,6125,303214.0,3295809.0
2016-02-02,89955,93691,89759,90841,6649,304533.0,3295809.0
2016-02-03,90840,91430,89365,89562,2119,300248.0,3295809.0
2016-02-04,89857,91627,89857,91332,1777,306181.0,3295809.0
2016-02-05,91332,92118,90447,91037,865,305192.0,3295809.0
2016-02-11,89955,92413,88677,89268,2117,299259.0,3295809.0
2016-02-12,88775,89267,84351,86318,4054,289372.0,3295809.0
2016-02-15,86711,92315,86711,90644,3947,303874.0,3295809.0
2016-02-16,90742,91627,88874,89268,2861,299259.0,3295809.0
2016-02-17,89267,89267,87596,87989,3443,294975.0,3295809.0
2016-02-18,87989,91135,87989,89562,1775,300248.0,3295809.0
2016-02-19,89955,91233,87694,90349,2997,302885.0,3295809.0
2016-02-22,90447,91528,89562,90939,3275,304862.0,3295809.0
2016-02-23,90938,92511,90054,92512,2543,310136.0,3295809.0
2016-02-24,91921,91921,89562,89661,2558,300578.0,3295809.0
2016-02-25,89267,92806,89267,92315,1427,309476.0,3295809.0
2016-02-26,91725,92216,89857,91135,1903,305521.0,3295809.0
2016-02-29,90152,93888,90152,93888,2195,314750.0,3295809.0
2016-03-02,92315,94084,92315,93397,4487,313102.0,3295809.0
2016-03-03,93396,94084,92610,94085,3358,315409.0,3295809.0
2016-03-04,93986,94084,91921,92807,4006,311124.0,3295809.0
2016-03-07,92905,94379,87497,93888,6190,314750.0,3295809.0
2016-03-08,93789,95461,92413,95461,3453,320023.0,3295809.0
2016-03-09,93691,95067,93691,94380,3931,316398.0,3295809.0
2016-03-10,94379,95559,93789,94380,7911,316398.0,3295809.0
2016-03-11,93494,96345,93298,94970,5387,318375.0,3295809.0
2016-03-14,94969,94969,92610,93003,6837,311784.0,3295809.0
2016-03-15,93101,94183,91725,92708,1789,310795.0,3295809.0
2016-03-16,92708,92708,90447,91332,5822,306181.0,3295809.0
2016-03-17,91332,91921,89365,89464,11168,299919.0,3295809.0
2016-03-18,89464,89759,87399,87400,17363,292997.0,3295809.0
2016-03-21,87989,88382,87497,88088,8800,295304.0,3295809.0
2016-03-22,88186,89169,88186,88874,5246,297941.0,3295809.0
2016-03-23,88874,90054,88874,89759,6731,300907.0,3295809.0
2016-03-24,90152,91627,90152,90644,8659,303874.0,3295809.0
2016-03-25,91332,92413,91332,91922,4467,308158.0,3295809.0
2016-03-28,92806,93298,90447,90546,8564,303544.0,3295809.0
2016-03-29,90545,91627,89759,91135,6441,305521.0,3295809.0
2016-03-30,91233,92806,90545,92708,7949,310795.0,3295809.0
2016-03-31,92708,92806,90545,92807,7257,311124.0,3295809.0
2016-04-01,92315,95362,91627,92119,16060,308817.0,3295809.0
2016-04-04,93396,94379,92806,93495,6044,313431.0,3295809.0
2016-04-05,95067,95067,91823,94085,8862,315409.0,3295809.0
2016-04-06,95264,95264,91725,93987,8803,315079.0,3295809.0
2016-04-07,95264,95264,92708,94576,4626,317057.0,3295809.0
2016-04-08,95264,96149,92610,95953,14799,321671.0,3295809.0
2016-04-11,95362,98803,94379,98312,21346,329581.0,3295809.0
2016-04-12,98312,98312,93593,94576,20211,317057.0,3295809.0
2016-04-14,94674,98312,94379,98312,11061,329581.0,3295809.0
2016-04-15,98312,98312,95461,95461,8557,320023.0,3295809.0
2016-04-18,95461,96247,93888,94576,5439,317057.0,3295809.0
2016-04-19,94674,95559,93593,94380,7430,316398.0,3295809.0
2016-04-20,94379,95362,92413,92708,7974,310795.0,3295809.0
2016-04-21,93200,93494,92118,93200,3907,312443.0,3295809.0
2016-04-22,94379,96640,93003,96346,8166,322989.0,3295809.0
2016-04-25,96345,99295,95461,98312,8522,329581.0,3295809.0
2016-04-26,99295,102244,97624,98312,11410,329581.0,3295809.0
2016-04-27,98312,100278,97820,98312,8498,329581.0,3295809.0
2016-04-28,98803,104210,97820,103228,21797,346060.0,3295809.0
2016-04-29,102244,108635,101753,106177,19547,355947.0,3295809.0
2016-05-02,106668,106668,101261,103228,8285,346060.0,3295809.0
2016-05-03,101261,103719,100770,101753,8369,341116.0,3295809.0
2016-05-04,100278,101753,98017,98312,14289,329581.0,3295809.0
2016-05-09,98312,101261,98017,100770,6965,337820.0,3295809.0
2016-05-10,101261,104210,98312,101753,8151,341116.0,3295809.0
2016-05-11,102244,102244,99295,99787,2942,334525.0,3295809.0
2016-05-12,99786,102736,98803,101753,6252,341116.0,3295809.0
2016-05-13,103227,103227,99295,101753,5721,341116.0,3295809.0
2016-05-16,101753,101753,94969,95953,23410,321671.0,3295809.0
2016-05-17,96051,96051,88481,90644,25651,303874.0,3295809.0
2016-05-18,90742,91037,89955,90742,7297,304203.0,3295809.0
2016-05-19,90348,90742,88775,89464,18160,299919.0,3295809.0
2016-05-20,88775,90938,88775,89562,6819,300248.0,3295809.0
2016-05-23,89464,89464,86809,87006,9162,291679.0,3295809.0
2016-05-24,87104,88284,87006,87498,5510,293327.0,3295809.0
2016-05-25,88087,88677,87399,87989,3474,294975.0,3295809.0
2016-05-26,88579,88579,86416,86515,7162,290031.0,3295809.0
2016-05-27,87399,87399,84843,85630,5461,287065.0,3295809.0
2016-05-30,85629,86318,85040,85433,2932,286406.0,3295809.0
2016-05-31,85531,86023,84843,85827,3309,287724.0,3295809.0
2016-06-01,85826,87792,84646,87498,8251,293327.0,3295809.0
2016-06-02,87497,87596,85924,87105,5802,292009.0,3295809.0
2016-06-03,86613,88284,86514,87793,3198,294316.0,3295809.0
2016-06-07,87497,88579,87301,88284,4390,295964.0,3295809.0
2016-06-08,87989,88972,86219,87301,10055,292668.0,3295809.0
2016-06-09,86711,87301,84646,84843,11464,284428.0,3295809.0
2016-06-10,84843,85138,80321,82091,26772,275200.0,3295809.0
2016-06-13,82090,82090,79632,81206,16096,272234.0,3295809.0
2016-06-14,81205,81205,79829,80124,8105,268608.0,3295809.0
2016-06-15,80124,81009,79239,79928,6169,267949.0,3295809.0
2016-06-16,79337,80321,78453,78650,8967,263665.0,3295809.0
2016-06-17,78059,79141,76978,77667,15050,260369.0,3295809.0
2016-06-20,77666,79043,77568,78650,5847,263665.0,3295809.0
2016-06-21,78748,79632,77764,78650,7848,263665.0,3295809.0
2016-06-22,78649,81402,78649,80616,7542,270256.0,3295809.0
2016-06-23,80812,81205,79731,80518,5792,269927.0,3295809.0
2016-06-24,81500,81894,76978,78650,11102,263665.0,3295809.0
2016-06-27,77764,78453,77371,77667,13131,260369.0,3295809.0
2016-06-28,78158,78256,74618,75700,15283,253777.0,3295809.0
2016-06-29,75798,77666,75700,77077,7808,258391.0,3295809.0
2016-06-30,79534,79534,76880,77470,3156,259710.0,3295809.0
2016-07-01,77470,80419,77371,78257,9473,262346.0,3295809.0
2016-07-04,78256,79141,77371,78158,6947,262017.0,3295809.0
2016-07-05,78256,79141,76978,77470,7840,259710.0,3295809.0
2016-07-06,76880,77076,75503,75700,6393,253777.0,3295809.0
2016-07-07,75700,78453,75700,78453,6273,263006.0,3295809.0
2016-07-08,79337,79337,76486,77470,4802,259710.0,3295809.0
2016-07-11,76683,78944,76683,78060,5620,261687.0,3295809.0
2016-07-12,78551,78551,76978,77470,9529,259710.0,3295809.0
2016-07-13,77666,79043,77666,78257,9360,262346.0,3295809.0
2016-07-14,78846,79141,77470,77863,7620,261028.0,3295809.0
2016-07-15,78059,78551,77175,77765,8017,260698.0,3295809.0
2016-07-18,77961,79337,76978,79043,8060,264983.0,3295809.0
2016-07-19,79829,80910,78158,78355,7224,262676.0,3295809.0
2016-07-20,78649,78649,77175,77962,8689,261358.0,3295809.0
2016-07-21,77470,78158,77273,77470,7776,259710.0,3295809.0
2016-07-22,77273,77961,75503,75602,16305,253448.0,3295809.0
2016-07-25,75798,76290,74225,74619,13959,250152.0,3295809.0
2016-07-26,75208,75602,74324,75111,11840,251800.0,3295809.0
2016-07-27,75503,75897,75012,75602,10448,253448.0,3295809.0
2016-07-28,75700,76290,75503,76094,7702,255096.0,3295809.0
2016-07-29,76093,76880,75503,76684,9203,257073.0,3295809.0
2016-08-01,77273,77273,76290,77077,6709,258391.0,3295809.0
2016-08-02,76388,78649,76388,78257,9775,262346.0,3295809.0
2016-08-03,78453,79239,77863,78748,5587,263994.0,3295809.0
2016-08-04,78944,79436,77863,79141,5212,265313.0,3295809.0
2016-08-05,79337,79534,78748,79141,4312,265313.0,3295809.0
2016-08-08,79239,79436,78256,78846,7592,264324.0,3295809.0
2016-08-09,78354,79239,77863,78453,2239,263006.0,3295809.0
2016-08-10,78944,78944,78158,78453,6869,263006.0,3295809.0
2016-08-11,78453,78551,77666,78257,2441,262346.0,3295809.0
2016-08-12,77666,78944,77666,78846,3549,264324.0,3295809.0
2016-08-16,79043,82287,79043,80419,13016,269597.0,3295809.0
2016-08-17,80419,80910,78649,80911,5187,271245.0,3295809.0
2016-08-18,79829,80124,77863,78748,6967,263994.0,3295809.0
2016-08-19,78059,78453,74913,75111,15776,251800.0,3295809.0
2016-08-22,75208,75307,74717,75012,8313,251470.0,3295809.0
2016-08-23,74717,76191,74717,76094,4418,255096.0,3295809.0
2016-08-24,75110,76290,75110,75897,2451,254436.0,3295809.0
2016-08-25,75503,76290,75307,75405,5688,252789.0,3295809.0
2016-08-26,75798,76486,75012,76290,7837,255755.0,3295809.0
2016-08-29,76290,76388,74717,75504,7088,253118.0,3295809.0
2016-08-30,75110,75995,74618,74717,3607,250481.0,3295809.0
2016-08-31,74815,75110,74029,74914,6065,251141.0,3295809.0
2016-09-01,74913,75110,74029,74717,2739,250481.0,3295809.0
2016-09-02,74717,74717,74029,74521,4185,249822.0,3295809.0
2016-09-05,75995,75995,75110,75799,3010,254107.0,3295809.0
2016-09-06,75602,76191,74717,75111,2641,251800.0,3295809.0
2016-09-07,75110,75405,74029,74324,8096,249163.0,3295809.0
2016-09-08,74520,74815,74127,74717,3934,250481.0,3295809.0
2016-09-09,74127,74717,73832,74226,4682,248834.0,3295809.0
2016-09-12,74913,74913,72751,73734,8651,247186.0,3295809.0
2016-09-13,73930,73930,72161,72456,7949,242901.0,3295809.0
2016-09-19,72456,72456,70981,72063,5819,241583.0,3295809.0
2016-09-20,72259,72259,70784,71571,6856,239935.0,3295809.0
2016-09-21,71571,71964,70784,71571,2402,239935.0,3295809.0
2016-09-22,71571,72554,71276,71571,4780,239935.0,3295809.0
2016-09-23,71669,72456,71374,71670,4448,240264.0,3295809.0
2016-09-26,71669,73144,71669,73144,5423,245208.0,3295809.0
2016-09-27,72947,72947,72062,72751,3868,243890.0,3295809.0
2016-09-28,72751,72751,72259,72751,5438,243890.0,3295809.0
2016-09-29,73045,73340,72259,72751,4886,243890.0,3295809.0
2016-09-30,72751,72751,72062,72259,4068,242242.0,3295809.0
2016-10-04,72259,72947,71866,71866,6103,240924.0,3295809.0
2016-10-05,71669,71964,70784,71276,6256,238946.0,3295809.0
2016-10-06,71276,71472,70784,71375,5101,239276.0,3295809.0
2016-10-07,71669,72652,71079,72161,4854,241912.0,3295809.0
2016-10-10,72161,72947,71767,72456,4321,242901.0,3295809.0
2016-10-11,72849,74815,72849,74521,6608,249822.0,3295809.0
2016-10-12,75405,75405,73439,74029,3132,248174.0,3295809.0
2016-10-13,74618,74618,72751,73144,3811,245208.0,3295809.0
2016-10-14,72751,74324,72456,72948,2764,244549.0,3295809.0
2016-10-17,73537,73635,72357,72554,3479,243231.0,3295809.0
2016-10-18,71374,73144,71374,72751,3564,243890.0,3295809.0
2016-10-19,73144,73439,71964,72161,5098,241912.0,3295809.0
2016-10-20,72849,72849,71669,71768,4565,240594.0,3295809.0
2016-10-21,72062,72554,71079,71866,6933,240924.0,3295809.0
2016-10-24,71964,72062,71079,71178,5624,238617.0,3295809.0
2016-10-25,71079,72259,71079,71965,2002,241253.0,3295809.0
2016-10-26,73045,73045,71276,71670,7494,240264.0,3295809.0
2016-10-27,72259,73144,71669,72456,3806,242901.0,3295809.0
2016-10-28,72554,73045,72554,72751,2183,243890.0,3295809.0
2016-10-31,72751,72947,71079,72358,3505,242572.0,3295809.0
2016-11-01,72456,72456,70981,71276,8088,238946.0,3295809.0
2016-11-02,70883,71276,69605,70195,9777,235321.0,3295809.0
2016-11-03,69310,71178,69310,70785,3954,237298.0,3295809.0
2016-11-04,69703,71178,68916,70981,2636,237957.0,3295809.0
2016-11-07,70784,71473,70194,70883,4727,237628.0,3295809.0
2016-11-08,70883,71669,70096,71670,5557,240264.0,3295809.0
2016-11-09,71669,71964,69408,70490,6984,236310.0,3295809.0
2016-11-10,71767,72357,70588,71965,5561,241253.0,3295809.0
2016-11-11,72062,73635,71964,72653,5353,243560.0,3295809.0
2016-11-14,72652,73734,72652,73734,4497,247186.0,3295809.0
2016-11-15,74618,74618,73045,73931,1911,247845.0,3295809.0
2016-11-16,73734,74225,73537,73734,2030,247186.0,3295809.0
2016-11-17,73734,74127,72652,73636,4163,246856.0,3295809.0
2016-11-18,74029,74225,73242,73931,3237,247845.0,3295809.0
2016-11-21,73635,74029,71276,71375,5138,239276.0,3295809.0
2016-11-22,72062,72062,70293,71080,4452,238287.0,3295809.0
2016-11-23,71079,71374,70489,71276,3498,238946.0,3295809.0
2016-11-24,70784,71472,70489,70785,3844,237298.0,3295809.0
2016-11-25,69900,71178,69900,71080,2092,238287.0,3295809.0
2016-11-28,71178,71571,70391,71080,1948,238287.0,3295809.0
2016-11-29,70293,71473,69998,71276,3200,238946.0,3295809.0
2016-11-30,70293,71571,70293,71571,3872,239935.0,3295809.0
2016-12-01,71669,71767,70588,70687,4287,236969.0,3295809.0
2016-12-02,71473,71473,69211,69703,9023,233673.0,3295809.0
2016-12-05,69703,70391,68130,70392,8175,235980.0,3295809.0
2016-12-06,69703,70588,68916,70097,3630,234991.0,3295809.0
2016-12-07,68916,70194,68916,69605,2648,233343.0,3295809.0
2016-12-08,69605,70391,69605,70392,4172,235980.0,3295809.0
2016-12-09,70391,70391,69408,69605,3078,233343.0,3295809.0
2016-12-12,69703,70588,69605,70588,5037,236639.0,3295809.0
2016-12-13,70391,71374,69900,70490,4770,236310.0,3295809.0
2016-12-14,70096,70489,69801,70195,5516,235321.0,3295809.0
2016-12-15,69998,70489,69703,70490,4042,236310.0,3295809.0
2016-12-16,70588,71079,70489,70490,6626,236310.0,3295809.0
2016-12-19,70489,71178,70489,71178,4025,238617.0,3295809.0
2016-12-20,71178,71178,70391,71080,3288,238287.0,3295809.0
2016-12-21,70686,71276,70096,70490,4566,236310.0,3295809.0
2016-12-22,70489,70588,69998,70195,4652,235321.0,3295809.0
2016-12-23,70588,71374,70293,70883,6544,237628.0,3295809.0
2016-12-26,70588,71178,70194,70588,3224,236639.0,3295809.0
2016-12-27,70686,71473,70489,71178,4842,238617.0,3295809.0
2016-12-28,70784,71669,70194,71670,3443,240264.0,3295809.0
2016-12-29,71866,71866,70981,71473,2058,239605.0,3295809.0
2017-01-02,71767,72652,70883,72554,2804,243231.0,3295809.0
2017-01-03,72456,72554,71178,71866,2478,240924.0,3295809.0
2017-01-04,71866,72357,71079,72161,2907,241912.0,3295809.0
2017-01-05,72652,73930,71767,73538,7365,246527.0,3295809.0
2017-01-06,73537,73832,72849,73341,7811,245867.0,3295809.0
2017-01-09,73340,73832,73144,73243,10179,245538.0,3295809.0
2017-01-10,73045,73439,72751,73439,4555,246197.0,3295809.0
2017-01-11,71866,73635,71866,72948,11789,244549.0,3295809.0
2017-01-12,72947,73832,72947,73832,6603,247515.0,3295809.0
2017-01-13,73832,75208,73537,74816,6658,250811.0,3295809.0
2017-01-16,75307,75307,72259,74324,6380,249163.0,3295809.0
2017-01-17,74324,74815,73537,73832,4413,247515.0,3295809.0
2017-01-18,73930,74127,72947,72948,2465,244549.0,3295809.0
2017-01-19,73242,73537,72456,72849,2427,244219.0,3295809.0
2017-01-20,72849,73340,71472,71571,3736,239935.0,3295809.0
2017-01-23,72554,72554,70784,71866,2670,240924.0,3295809.0
2017-01-24,72062,72751,71276,72653,3176,243560.0,3295809.0
2017-01-25,72947,72947,71472,72554,4160,243231.0,3295809.0
2017-01-26,72161,72456,71767,72161,2355,241912.0,3295809.0
2017-01-31,72161,72357,71178,72161,1601,241912.0,3295809.0
2017-02-01,72161,72161,70981,71571,2788,239935.0,3295809.0
2017-02-02,71669,71866,70293,70392,5584,235980.0,3295809.0
2017-02-03,70194,70588,69703,69703,5575,233673.0,3295809.0
2017-02-06,69801,69998,69211,69310,4491,232355.0,3295809.0
2017-02-07,69310,69310,68818,69212,5080,232025.0,3295809.0
2017-02-08,69310,71276,69015,70981,4162,237957.0,3295809.0
2017-02-09,70981,72456,70981,72063,3993,241583.0,3295809.0
2017-02-10,72062,73046,70883,70883,4598,237628.0,3295809.0
2017-02-13,71178,73144,71178,72554,4414,243231.0,3295809.0
2017-02-14,72751,73144,72161,73046,3463,244879.0,3295809.0
2017-02-15,73242,73635,72947,73538,3098,246527.0,3295809.0
2017-02-16,73242,74127,72751,73832,5748,247515.0,3295809.0
2017-02-17,74127,75798,73439,75209,9870,252129.0,3295809.0
2017-02-20,75208,77863,74127,77470,6821,259710.0,3295809.0
2017-02-21,77568,77863,76388,77470,4713,259710.0,3295809.0
2017-02-22,77470,77568,75897,77077,3342,258391.0,3295809.0
2017-02-23,76683,76683,74913,75504,3528,253118.0,3295809.0
2017-02-24,75700,75995,75110,75307,2339,252459.0,3295809.0
2017-02-27,75503,76486,74913,76290,3275,255755.0,3295809.0
2017-02-28,74913,76290,74913,75799,1923,254107.0,3295809.0
2017-03-02,75897,75897,73340,73734,4462,247186.0,3295809.0
2017-03-03,73340,75012,73045,74816,3478,250811.0,3295809.0
2017-03-06,73242,74717,72554,72554,4160,243231.0,3295809.0
2017-03-07,72357,73242,72357,73243,2872,245538.0,3295809.0
2017-03-08,73340,73635,72456,73636,2247,246856.0,3295809.0
2017-03-09,73635,74029,73045,74029,3185,248174.0,3295809.0
2017-03-10,74029,74717,73930,73931,4307,247845.0,3295809.0
2017-03-13,73930,74324,73242,74226,4112,248834.0,3295809.0
2017-03-14,74225,74422,73242,74422,5271,249493.0,3295809.0
2017-03-15,74127,74422,73340,74422,5100,249493.0,3295809.0
2017-03-16,74422,75700,73242,74127,5231,248504.0,3295809.0
2017-03-17,74422,75405,73537,75111,4406,251800.0,3295809.0
2017-03-20,75503,75602,74225,75209,2525,252129.0,3295809.0
2017-03-21,75012,75503,74618,74914,5001,251141.0,3295809.0
2017-03-22,74913,75798,74618,75307,3414,252459.0,3295809.0
2017-03-23,75307,77666,75307,77175,7103,258721.0,3295809.0
2017-03-24,77470,77568,76880,77077,3505,258391.0,3295809.0
2017-03-27,77175,77961,76683,77667,3022,260369.0,3295809.0
2017-03-28,76781,78256,76781,78257,3217,262346.0,3295809.0
2017-03-29,78256,78944,77764,78945,1756,264653.0,3295809.0
2017-03-30,79239,79239,77764,78257,2626,262346.0,3295809.0
2017-03-31,78846,78846,77764,77863,2698,261028.0,3295809.0
2017-04-03,77666,77666,76683,76684,2373,257073.0,3295809.0
2017-04-04,76683,77273,76093,76487,3114,256414.0,3295809.0
2017-04-05,76585,77273,76093,76684,2097,257073.0,3295809.0
2017-04-06,76683,77568,76093,76487,2453,256414.0,3295809.0
