GKL(114090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-03-25,24050,24300,23600,24100,409934,1490722.0,61855670.0
2010-03-26,24000,24450,24000,24200,302626,1496907.0,61855670.0
2010-03-29,24000,24050,23650,23950,182343,1481443.0,61855670.0
2010-03-30,24200,24950,23950,24400,365359,1509278.0,61855670.0
2010-03-31,24400,25000,24400,24500,265192,1515464.0,61855670.0
2010-04-01,24500,24700,24150,24650,184906,1524742.0,61855670.0
2010-04-02,24400,24600,23300,23400,355789,1447423.0,61855670.0
2010-04-05,23200,23200,21900,22650,321981,1401031.0,61855670.0
2010-04-06,22950,23150,22350,23100,166197,1428866.0,61855670.0
2010-04-07,23200,23900,23150,23900,143514,1478351.0,61855670.0
2010-04-08,23600,23800,23000,23800,174289,1472165.0,61855670.0
2010-04-09,23550,23700,22800,23500,207098,1453608.0,61855670.0
2010-04-12,23800,23800,23100,23350,163288,1444330.0,61855670.0
2010-04-13,23500,24200,23400,24200,191719,1496907.0,61855670.0
2010-04-14,24400,24500,23800,24500,204201,1515464.0,61855670.0
2010-04-15,24500,24600,23900,24250,162298,1500000.0,61855670.0
2010-04-16,24200,24600,23900,24250,165634,1500000.0,61855670.0
2010-04-19,23650,23950,23400,23450,126008,1450515.0,61855670.0
2010-04-20,23900,24000,23600,24000,85517,1484536.0,61855670.0
2010-04-21,24100,24450,23500,24150,291626,1493814.0,61855670.0
2010-04-22,24200,24200,23750,23900,128101,1478351.0,61855670.0
2010-04-23,24000,24650,23750,24400,210308,1509278.0,61855670.0
2010-04-26,24300,24600,24000,24000,341165,1484536.0,61855670.0
2010-04-27,24000,24000,23100,23200,350945,1435052.0,61855670.0
2010-04-28,22700,22900,21850,22800,645509,1410309.0,61855670.0
2010-04-29,22750,22750,21600,21700,442031,1342268.0,61855670.0
2010-04-30,21750,22100,21300,21800,214140,1348454.0,61855670.0
2010-05-03,21400,22750,21400,22500,281685,1391753.0,61855670.0
2010-05-04,22900,23400,22600,23400,330151,1447423.0,61855670.0
2010-05-06,22650,23900,22500,23750,307187,1469072.0,61855670.0
2010-05-07,23400,23700,23100,23700,298832,1465979.0,61855670.0
2010-05-10,23700,23750,22900,23500,390573,1453608.0,61855670.0
2010-05-11,23800,23800,22800,23100,196131,1428866.0,61855670.0
2010-05-12,23100,23100,22150,22200,400933,1373196.0,61855670.0
2010-05-13,22450,22700,22000,22400,252102,1385567.0,61855670.0
2010-05-14,22150,22450,21700,22250,210958,1376289.0,61855670.0
2010-05-17,22100,22250,21700,22250,132347,1376289.0,61855670.0
2010-05-18,22050,22700,21750,22700,212362,1404124.0,61855670.0
2010-05-19,22750,22800,22050,22750,106378,1407216.0,61855670.0
2010-05-20,22750,22950,22000,22400,85957,1385567.0,61855670.0
2010-05-24,22200,22550,21500,21950,163681,1357732.0,61855670.0
2010-05-25,21600,22000,20300,22000,265361,1360825.0,61855670.0
2010-05-26,21650,22800,21000,22800,170117,1410309.0,61855670.0
2010-05-27,22800,22800,22250,22350,105288,1382474.0,61855670.0
2010-05-28,22550,22550,21450,22250,306411,1376289.0,61855670.0
2010-05-31,21900,22050,21750,21800,76447,1348454.0,61855670.0
2010-06-01,21700,22200,21550,22150,144904,1370103.0,61855670.0
2010-06-03,22000,22300,21850,22300,131339,1379381.0,61855670.0
2010-06-04,22100,22350,21950,22250,172963,1376289.0,61855670.0
2010-06-07,21500,22150,21500,22000,161594,1360825.0,61855670.0
2010-06-08,22150,22150,21750,21750,110776,1345361.0,61855670.0
2010-06-09,21750,21800,21250,21650,200039,1339175.0,61855670.0
2010-06-10,21600,21700,21100,21350,295362,1320619.0,61855670.0
2010-06-11,21400,21400,20550,20550,330335,1271134.0,61855670.0
2010-06-14,20600,20950,20350,20950,329712,1295876.0,61855670.0
2010-06-15,20850,21100,20700,21000,102835,1298969.0,61855670.0
2010-06-16,21150,21550,20900,21500,247106,1329897.0,61855670.0
2010-06-17,21500,22000,21350,22000,187744,1360825.0,61855670.0
2010-06-18,21700,23000,21600,22950,417841,1419588.0,61855670.0
2010-06-21,23700,23950,22800,23150,489982,1431959.0,61855670.0
2010-06-22,22800,23400,22600,23050,410756,1425773.0,61855670.0
2010-06-23,23050,24150,22800,23450,637683,1450515.0,61855670.0
2010-06-24,23650,24950,23500,24950,1205731,1543299.0,61855670.0
2010-06-25,24650,25500,24650,24850,651778,1537113.0,61855670.0
2010-06-28,25100,25300,24200,24800,240884,1534021.0,61855670.0
2010-06-29,24800,24800,23800,24050,378492,1487629.0,61855670.0
2010-06-30,23500,24650,23300,24100,345923,1490722.0,61855670.0
2010-07-01,23900,24600,23250,24550,266566,1518557.0,61855670.0
2010-07-02,24250,24450,23800,24150,327481,1493814.0,61855670.0
2010-07-05,24150,24450,23750,24300,107297,1503093.0,61855670.0
2010-07-06,24100,24800,23600,24600,297003,1521649.0,61855670.0
2010-07-07,24600,24700,24200,24500,167154,1515464.0,61855670.0
2010-07-08,24500,24700,24050,24400,203303,1509278.0,61855670.0
2010-07-09,24450,24450,23550,23550,249683,1456701.0,61855670.0
2010-07-12,23500,23500,22400,22400,568274,1385567.0,61855670.0
2010-07-13,22500,22750,22150,22400,318258,1385567.0,61855670.0
2010-07-14,22600,22800,22150,22200,485158,1373196.0,61855670.0
2010-07-15,22400,22500,21750,21750,343916,1345361.0,61855670.0
2010-07-16,21900,22200,21800,22200,267060,1373196.0,61855670.0
2010-07-19,22000,22650,21950,22600,173234,1397938.0,61855670.0
2010-07-20,22800,23200,22450,22950,197418,1419588.0,61855670.0
2010-07-21,23150,23400,23000,23200,313587,1435052.0,61855670.0
2010-07-22,23200,23200,22750,23200,232171,1435052.0,61855670.0
2010-07-23,23250,23300,22250,22350,317652,1382474.0,61855670.0
2010-07-26,22350,22750,22100,22100,268348,1367010.0,61855670.0
2010-07-27,22150,22300,21850,21900,148939,1354639.0,61855670.0
2010-07-28,22200,23200,22150,23050,570293,1425773.0,61855670.0
2010-07-29,22700,23550,22700,23500,288605,1453608.0,61855670.0
2010-07-30,23500,23600,23250,23450,274323,1450515.0,61855670.0
2010-08-02,23450,23700,23150,23600,150144,1459794.0,61855670.0
2010-08-03,23700,24550,23600,24250,378871,1500000.0,61855670.0
2010-08-04,24400,24950,24200,24950,295734,1543299.0,61855670.0
2010-08-05,24500,25150,24100,24200,225030,1496907.0,61855670.0
2010-08-06,24200,24700,23800,24650,156323,1524742.0,61855670.0
2010-08-09,24350,24650,23250,23350,196728,1444330.0,61855670.0
2010-08-10,23150,23200,21350,21450,1265969,1326804.0,61855670.0
2010-08-11,21400,21650,19850,20200,1392773,1249485.0,61855670.0
2010-08-12,20150,21050,19900,21000,719360,1298969.0,61855670.0
2010-08-13,20900,21000,20250,20500,443992,1268041.0,61855670.0
2010-08-16,20500,20600,20000,20350,225849,1258763.0,61855670.0
2010-08-17,20350,20600,20050,20200,313780,1249485.0,61855670.0
2010-08-18,20300,20750,19150,19200,955042,1187629.0,61855670.0
2010-08-19,19200,19950,19000,19800,874776,1224742.0,61855670.0
2010-08-20,19750,20300,19550,20000,432501,1237113.0,61855670.0
2010-08-23,20200,20550,19750,20000,465358,1237113.0,61855670.0
2010-08-24,20050,20900,19950,20900,382452,1292784.0,61855670.0
2010-08-25,20850,21450,20800,21100,478045,1305155.0,61855670.0
2010-08-26,21300,21350,20650,21150,250098,1308247.0,61855670.0
2010-08-27,20850,21300,20850,21150,261290,1308247.0,61855670.0
2010-08-30,21350,21350,20600,20650,208502,1277320.0,61855670.0
2010-08-31,20450,20650,19900,20200,248615,1249485.0,61855670.0
2010-09-01,20400,20400,20050,20250,225764,1252577.0,61855670.0
2010-09-02,20300,21350,20300,21000,588117,1298969.0,61855670.0
2010-09-03,21050,21800,20800,21750,449134,1345361.0,61855670.0
2010-09-06,21950,21950,21500,21750,238439,1345361.0,61855670.0
2010-09-07,21700,21800,21500,21750,209056,1345361.0,61855670.0
2010-09-08,21650,21700,20900,21150,226938,1308247.0,61855670.0
2010-09-09,21050,21350,20800,20850,160124,1289691.0,61855670.0
2010-09-10,21000,21650,21000,21650,252881,1339175.0,61855670.0
2010-09-13,21700,22100,21150,21500,367797,1329897.0,61855670.0
2010-09-14,21450,21550,21050,21400,269907,1323711.0,61855670.0
2010-09-15,21400,21650,20650,21250,351310,1314433.0,61855670.0
2010-09-16,21250,21500,20400,20400,483213,1261856.0,61855670.0
2010-09-17,20200,20800,20150,20800,443145,1286598.0,61855670.0
2010-09-20,20450,21000,20450,20800,287753,1286598.0,61855670.0
2010-09-24,21100,21350,20750,21200,444634,1311340.0,61855670.0
2010-09-27,21400,21400,21050,21200,342293,1311340.0,61855670.0
2010-09-28,21150,21400,21050,21400,260350,1323711.0,61855670.0
2010-09-29,21500,22000,21300,22000,489650,1360825.0,61855670.0
2010-09-30,22150,22400,21750,22350,384077,1382474.0,61855670.0
2010-10-01,22400,22650,22100,22600,309213,1397938.0,61855670.0
2010-10-04,22700,23500,22600,23450,586480,1450515.0,61855670.0
2010-10-05,23400,23900,23150,23650,572791,1462887.0,61855670.0
2010-10-06,23700,23700,22500,22500,674853,1391753.0,61855670.0
2010-10-07,22250,22300,21350,21550,597799,1332990.0,61855670.0
2010-10-08,21550,21900,21200,21600,347436,1336082.0,61855670.0
2010-10-11,21800,22400,21450,22250,343228,1376289.0,61855670.0
2010-10-12,22350,22350,21550,21550,153056,1332990.0,61855670.0
2010-10-13,21750,22050,21550,21800,216140,1348454.0,61855670.0
2010-10-14,21700,21900,21300,21500,327817,1329897.0,61855670.0
2010-10-15,21600,21600,20900,21150,350299,1308247.0,61855670.0
2010-10-18,21000,21150,20750,20850,242059,1289691.0,61855670.0
2010-10-19,21050,21050,20600,20700,204058,1280412.0,61855670.0
2010-10-20,20550,21350,20550,21150,215942,1308247.0,61855670.0
2010-10-21,21250,21350,21000,21200,191047,1311340.0,61855670.0
2010-10-22,21250,21350,21050,21200,272613,1311340.0,61855670.0
2010-10-25,21400,21400,21050,21200,238660,1311340.0,61855670.0
2010-10-26,21300,21900,21100,21750,338217,1345361.0,61855670.0
2010-10-27,22000,22850,21900,22650,672051,1401031.0,61855670.0
2010-10-28,22450,22750,22000,22750,411724,1407216.0,61855670.0
2010-10-29,22750,23100,22350,22900,517960,1416495.0,61855670.0
2010-11-01,23100,23150,22500,22700,377858,1404124.0,61855670.0
2010-11-02,22700,22800,21950,22700,497509,1404124.0,61855670.0
2010-11-03,23000,23150,22600,22800,362001,1410309.0,61855670.0
2010-11-04,23200,23650,22750,22800,501222,1410309.0,61855670.0
2010-11-05,22850,22900,21650,21650,535400,1339175.0,61855670.0
2010-11-08,21800,22250,21650,22050,407149,1363918.0,61855670.0
2010-11-09,22250,22300,21650,22250,355422,1376289.0,61855670.0
2010-11-10,22150,22550,21200,21500,989386,1329897.0,61855670.0
2010-11-11,21400,21700,20800,21600,822391,1336082.0,61855670.0
2010-11-12,21600,21650,20850,21000,296208,1298969.0,61855670.0
2010-11-15,20600,21500,20350,21350,624216,1320619.0,61855670.0
2010-11-16,21350,21450,21100,21350,136017,1320619.0,61855670.0
2010-11-17,21100,21300,20850,21250,170657,1314433.0,61855670.0
2010-11-18,21300,22050,21250,21800,379367,1348454.0,61855670.0
2010-11-19,21850,21950,21700,21950,161563,1357732.0,61855670.0
2010-11-22,21950,22000,21700,21950,328371,1357732.0,61855670.0
2010-11-23,21950,21950,21300,21650,240843,1339175.0,61855670.0
2010-11-24,20900,21550,20600,21500,301032,1329897.0,61855670.0
2010-11-25,21650,21650,20850,20850,178024,1289691.0,61855670.0
2010-11-26,20950,21250,20450,20800,319329,1286598.0,61855670.0
2010-11-29,20700,20850,20300,20400,313233,1261856.0,61855670.0
2010-11-30,20400,20550,20100,20200,621032,1249485.0,61855670.0
2010-12-01,20200,20300,20000,20200,579564,1249485.0,61855670.0
2010-12-02,20400,20500,19150,19450,960683,1203093.0,61855670.0
2010-12-03,19600,19800,19200,19200,510477,1187629.0,61855670.0
2010-12-06,19300,19400,18250,18250,1144275,1128866.0,61855670.0
2010-12-07,18350,18900,18250,18700,673223,1156701.0,61855670.0
2010-12-08,18800,19600,18750,19350,722228,1196907.0,61855670.0
2010-12-09,19400,19800,19350,19500,331498,1206186.0,61855670.0
2010-12-10,18750,19100,18700,18750,14424957,1159794.0,61855670.0
2010-12-13,19200,19900,19150,19700,1711675,1218557.0,61855670.0
2010-12-14,19850,19950,19600,19900,805815,1230928.0,61855670.0
2010-12-15,19950,20200,19850,20200,685812,1249485.0,61855670.0
2010-12-16,20000,20150,19750,20000,399162,1237113.0,61855670.0
2010-12-17,19800,20050,19700,19900,477511,1230928.0,61855670.0
2010-12-20,19550,19550,19150,19500,574875,1206186.0,61855670.0
2010-12-21,19650,19650,19200,19350,548080,1196907.0,61855670.0
2010-12-22,19350,19650,19200,19600,436345,1212371.0,61855670.0
2010-12-23,19500,20750,19450,20700,1075106,1280412.0,61855670.0
2010-12-24,20700,21450,20500,20900,1367039,1292784.0,61855670.0
2010-12-27,21150,21500,20550,20650,707023,1277320.0,61855670.0
2010-12-28,20650,21050,20450,21000,633747,1298969.0,61855670.0
2010-12-29,20650,20800,20250,20800,456086,1286598.0,61855670.0
2010-12-30,20750,20850,20300,20650,426325,1277320.0,61855670.0
2011-01-03,20750,20750,20400,20500,285826,1268041.0,61855670.0
2011-01-04,20500,20850,20500,20800,404104,1286598.0,61855670.0
2011-01-05,20800,20900,20350,20400,408366,1261856.0,61855670.0
2011-01-06,20400,20600,20300,20350,372119,1258763.0,61855670.0
2011-01-07,20250,20450,20200,20300,327478,1255670.0,61855670.0
2011-01-10,20200,20600,20200,20500,408480,1268041.0,61855670.0
2011-01-11,20500,21850,20500,21800,930254,1348454.0,61855670.0
2011-01-12,21650,22150,21650,21750,769937,1345361.0,61855670.0
2011-01-13,21900,22050,21350,21700,515609,1342268.0,61855670.0
2011-01-14,21350,21500,19700,20200,1645157,1249485.0,61855670.0
2011-01-17,20450,20550,19600,20000,668362,1237113.0,61855670.0
2011-01-18,20000,20000,19600,19750,437661,1221649.0,61855670.0
2011-01-19,19600,19850,19400,19750,384195,1221649.0,61855670.0
2011-01-20,19500,19750,19300,19300,332527,1193814.0,61855670.0
2011-01-21,19300,19700,19150,19600,222447,1212371.0,61855670.0
2011-01-24,19600,19650,19150,19500,228739,1206186.0,61855670.0
2011-01-25,19350,20400,19300,20150,569328,1246392.0,61855670.0
2011-01-26,20200,20250,19500,19500,267548,1206186.0,61855670.0
2011-01-27,19650,19700,18550,18700,930248,1156701.0,61855670.0
2011-01-28,18800,19250,18700,19000,608161,1175258.0,61855670.0
2011-01-31,18950,18950,18550,18550,197275,1147423.0,61855670.0
2011-02-01,18700,19650,18700,19650,348549,1215464.0,61855670.0
2011-02-07,19750,19900,19300,19300,167622,1193814.0,61855670.0
2011-02-08,19500,19850,19450,19700,232070,1218557.0,61855670.0
2011-02-09,19700,19800,19100,19400,341379,1200000.0,61855670.0
2011-02-10,19450,19450,18850,18900,192887,1169072.0,61855670.0
2011-02-11,19100,19800,19100,19550,617313,1209278.0,61855670.0
2011-02-14,19700,19900,19600,19800,197510,1224742.0,61855670.0
2011-02-15,20000,20000,19350,19500,188207,1206186.0,61855670.0
2011-02-16,19500,19500,19000,19100,252649,1181443.0,61855670.0
2011-02-17,19250,19300,18500,18800,293833,1162887.0,61855670.0
2011-02-18,18750,19550,18750,19500,289656,1206186.0,61855670.0
2011-02-21,19500,19550,19100,19550,136509,1209278.0,61855670.0
2011-02-22,19350,19400,19100,19200,244152,1187629.0,61855670.0
2011-02-23,19200,19650,19100,19200,250175,1187629.0,61855670.0
2011-02-24,19150,19250,18850,19050,206152,1178351.0,61855670.0
2011-02-25,19000,19100,18800,18850,258987,1165979.0,61855670.0
2011-02-28,18850,19000,18700,18900,195251,1169072.0,61855670.0
2011-03-02,18800,19150,18750,18800,377114,1162887.0,61855670.0
2011-03-03,18800,18950,18350,18750,874450,1159794.0,61855670.0
2011-03-04,18850,18900,18550,18750,361731,1159794.0,61855670.0
2011-03-07,18750,18950,18700,18900,307062,1169072.0,61855670.0
2011-03-08,18700,18800,18450,18500,468683,1144330.0,61855670.0
2011-03-09,18600,18650,18100,18150,396757,1122680.0,61855670.0
2011-03-10,18100,18100,16900,17050,794201,1054639.0,61855670.0
2011-03-11,16700,17300,16500,17100,406024,1057732.0,61855670.0
2011-03-14,15750,16100,14550,14600,3328065,903093.0,61855670.0
2011-03-15,14700,15200,13450,14350,2074440,887629.0,61855670.0
2011-03-16,14500,15150,14400,15150,1220635,937113.0,61855670.0
2011-03-17,14700,15450,14650,15300,828056,946392.0,61855670.0
2011-03-18,15350,16300,15350,16300,995705,1008247.0,61855670.0
2011-03-21,16550,16850,15900,15950,833099,986598.0,61855670.0
2011-03-22,16100,16300,15800,15900,438556,983505.0,61855670.0
2011-03-23,15950,16050,15500,15550,377303,961856.0,61855670.0
2011-03-24,15650,15750,14850,15000,807432,927835.0,61855670.0
2011-03-25,15250,15750,15100,15750,636140,974227.0,61855670.0
2011-03-28,16000,16350,15900,16200,481487,1002062.0,61855670.0
2011-03-29,16250,16450,16050,16100,266872,995876.0,61855670.0
2011-03-30,16150,16400,16050,16300,298718,1008247.0,61855670.0
2011-03-31,16600,16950,16350,16550,682342,1023711.0,61855670.0
2011-04-01,16500,16650,16200,16200,293226,1002062.0,61855670.0
2011-04-04,16250,16800,16250,16400,635309,1014433.0,61855670.0
2011-04-05,16350,16450,16000,16150,398078,998969.0,61855670.0
2011-04-06,16100,16200,15900,16050,301217,992784.0,61855670.0
2011-04-07,16050,16200,15900,16000,303270,989691.0,61855670.0
2011-04-08,16000,16100,15700,15750,444324,974227.0,61855670.0
2011-04-11,15600,15700,15150,15200,577465,940206.0,61855670.0
2011-04-12,15300,15500,15100,15100,283842,934021.0,61855670.0
2011-04-13,15000,15250,15000,15100,220914,934021.0,61855670.0
2011-04-14,15050,15800,15050,15300,492415,946392.0,61855670.0
2011-04-15,15500,15800,15350,15800,296622,977320.0,61855670.0
2011-04-18,15900,15900,15400,15500,255814,958763.0,61855670.0
2011-04-19,15250,15400,15000,15050,238084,930928.0,61855670.0
2011-04-20,15200,15550,15100,15450,287245,955670.0,61855670.0
2011-04-21,15800,16100,15650,15850,660572,980412.0,61855670.0
2011-04-22,15800,15800,15150,15400,482050,952577.0,61855670.0
2011-04-25,15400,15550,15100,15400,262843,952577.0,61855670.0
2011-04-26,15300,15500,14800,14950,383854,924742.0,61855670.0
2011-04-27,14950,15100,14450,14800,486592,915464.0,61855670.0
2011-04-28,14800,15000,14050,14150,681297,875258.0,61855670.0
2011-04-29,14000,14700,13900,14650,462007,906186.0,61855670.0
2011-05-02,14900,16050,14900,15900,945092,983505.0,61855670.0
2011-05-03,15900,16150,15650,16150,563852,998969.0,61855670.0
2011-05-04,16200,16300,15600,16050,383089,992784.0,61855670.0
2011-05-06,16000,16350,15700,16200,507091,1002062.0,61855670.0
2011-05-09,16500,17150,16400,16700,848234,1032990.0,61855670.0
2011-05-11,17200,17650,16900,17450,900175,1079381.0,61855670.0
2011-05-12,17450,17700,17150,17450,451004,1079381.0,61855670.0
2011-05-13,17600,17700,16900,17400,480294,1076289.0,61855670.0
2011-05-16,17150,17650,17000,17300,233210,1070103.0,61855670.0
2011-05-17,17000,17400,16850,17000,245691,1051546.0,61855670.0
2011-05-18,17000,17350,16500,16800,218496,1039175.0,61855670.0
2011-05-19,17050,17950,17050,17550,809241,1085567.0,61855670.0
2011-05-20,17800,18200,17500,17500,660071,1082474.0,61855670.0
2011-05-23,17650,18150,17500,17750,423866,1097938.0,61855670.0
2011-05-24,17900,18050,17650,17900,636574,1107216.0,61855670.0
2011-05-25,18150,18200,17600,17600,274230,1088660.0,61855670.0
2011-05-26,17800,17800,17250,17400,259153,1076289.0,61855670.0
2011-05-27,17400,17650,16950,17550,330053,1085567.0,61855670.0
2011-05-30,17700,17800,17300,17350,275583,1073196.0,61855670.0
2011-05-31,17300,17350,16600,17050,374006,1054639.0,61855670.0
2011-06-01,16650,17750,16300,17650,925331,1091753.0,61855670.0
2011-06-02,17400,18550,17000,18150,1053354,1122680.0,61855670.0
2011-06-03,18300,19400,18300,19150,1502523,1184536.0,61855670.0
2011-06-07,19350,19500,19000,19050,532276,1178351.0,61855670.0
2011-06-08,19150,19450,18850,19100,426666,1181443.0,61855670.0
2011-06-09,19300,19300,18450,18450,373654,1141237.0,61855670.0
2011-06-10,18650,18650,18100,18400,425900,1138144.0,61855670.0
2011-06-13,18600,19650,18500,18950,590903,1172165.0,61855670.0
2011-06-14,19200,19750,18950,19750,407380,1221649.0,61855670.0
2011-06-15,19700,19900,19350,19900,273714,1230928.0,61855670.0
2011-06-16,19550,19900,19400,19700,238906,1218557.0,61855670.0
2011-06-17,19800,19850,18850,19050,348749,1178351.0,61855670.0
2011-06-20,19100,19450,18750,19250,333767,1190722.0,61855670.0
2011-06-21,19200,19300,18700,18950,450899,1172165.0,61855670.0
2011-06-22,19200,19750,18900,19300,451020,1193814.0,61855670.0
2011-06-23,19800,20150,19300,19300,793686,1193814.0,61855670.0
2011-06-24,19350,19600,19000,19450,305466,1203093.0,61855670.0
2011-06-27,19500,19650,19050,19200,272403,1187629.0,61855670.0
2011-06-28,19500,19950,18500,18500,618911,1144330.0,61855670.0
2011-06-29,18750,19350,18550,19150,334934,1184536.0,61855670.0
2011-06-30,19300,20400,19300,20250,904775,1252577.0,61855670.0
2011-07-01,20500,21400,20300,21100,1021011,1305155.0,61855670.0
2011-07-04,21200,21350,20900,21100,792171,1305155.0,61855670.0
2011-07-05,21400,21600,21000,21100,437751,1305155.0,61855670.0
2011-07-06,21400,21700,21100,21600,585540,1336082.0,61855670.0
2011-07-07,22200,22200,21550,21600,656899,1336082.0,61855670.0
2011-07-08,21600,21800,21400,21400,359430,1323711.0,61855670.0
2011-07-11,21050,22200,20950,22200,427116,1373196.0,61855670.0
