신한(005450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-08-17,1597,1597,1548,1572,92170,14969.0,15592569.0
2004-08-18,1581,1596,1581,1597,16540,15203.0,15592569.0
2004-08-19,1588,1629,1588,1597,20790,15203.0,15592569.0
2004-08-20,1604,1604,1580,1605,6440,15281.0,15592569.0
2004-08-23,1613,1613,1580,1613,12060,15359.0,15592569.0
2004-08-24,1613,1613,1588,1588,2800,15125.0,15592569.0
2004-08-25,1596,1605,1596,1597,805,15203.0,15592569.0
2004-08-26,1613,1613,1581,1597,13360,15203.0,15592569.0
2004-08-27,1588,1596,1581,1597,17200,15203.0,15592569.0
2004-08-30,1588,1588,1588,1588,4360,15125.0,15592569.0
2004-08-31,1581,1588,1581,1580,6031,15047.0,15592569.0
2004-09-01,1581,1596,1581,1588,3740,15125.0,15592569.0
2004-09-02,1588,1621,1588,1597,12770,15203.0,15592569.0
2004-09-03,1613,1613,1581,1597,11640,15203.0,15592569.0
2004-09-06,1604,1613,1588,1613,9107,15359.0,15592569.0
2004-09-07,1588,1605,1588,1597,3140,15203.0,15592569.0
2004-09-08,1596,1604,1596,1605,140,15281.0,15592569.0
2004-09-09,1605,1638,1597,1629,55150,15515.0,15592569.0
2004-09-10,1605,1654,1605,1646,42068,15671.0,15592569.0
2004-09-13,1646,1646,1604,1613,10570,15359.0,15592569.0
2004-09-14,1613,1629,1613,1613,10432,15359.0,15592569.0
2004-09-15,1604,1613,1604,1613,15710,15359.0,15592569.0
2004-09-16,1621,1621,1596,1605,14590,15281.0,15592569.0
2004-09-17,1605,1638,1597,1621,16690,15437.0,15592569.0
2004-09-20,1596,1646,1596,1646,21510,15671.0,15592569.0
2004-09-21,1622,1647,1597,1629,19460,15515.0,15592569.0
2004-09-22,1605,1662,1605,1621,23157,15437.0,15592569.0
2004-09-23,1604,1629,1604,1613,5050,15359.0,15592569.0
2004-09-24,1613,1629,1604,1605,9483,15281.0,15592569.0
2004-09-30,1604,1646,1604,1613,10593,15359.0,15592569.0
2004-10-01,1638,1678,1630,1654,50890,15748.0,15592569.0
2004-10-04,1670,1687,1638,1654,38100,15748.0,15592569.0
2004-10-05,1638,1678,1638,1654,10830,15748.0,15592569.0
2004-10-06,1654,1670,1638,1638,51770,15593.0,15592569.0
2004-10-07,1630,1654,1630,1638,2640,15593.0,15592569.0
2004-10-08,1629,1670,1629,1670,63214,15904.0,15592569.0
2004-10-11,1654,1687,1646,1646,274490,15671.0,15592569.0
2004-10-12,1653,1711,1638,1662,189100,15826.0,15592569.0
2004-10-13,1662,1908,1646,1769,489030,16840.0,15592569.0
2004-10-14,1687,2030,1687,2031,845808,19335.0,15592569.0
2004-10-15,2080,2333,2030,2325,1570550,22141.0,15592569.0
2004-10-18,2326,2580,2129,2375,1055290,22609.0,15592569.0
2004-10-19,2383,2457,2260,2268,433820,21596.0,15592569.0
2004-10-20,2195,2211,1982,2014,604000,19179.0,15592569.0
2004-10-21,2047,2195,1850,1965,802590,18711.0,15592569.0
2004-10-22,1916,1990,1859,1957,315910,18633.0,15592569.0
2004-10-25,1924,2080,1884,2022,397930,19257.0,15592569.0
2004-10-26,2104,2292,2080,2104,859329,20036.0,15592569.0
2004-10-27,2146,2204,1933,1998,437190,19023.0,15592569.0
2004-10-28,2063,2063,1957,2047,254430,19491.0,15592569.0
2004-10-29,1998,2170,1965,2137,343260,20348.0,15592569.0
2004-11-01,2138,2211,2055,2072,255850,19725.0,15592569.0
2004-11-02,2064,2064,1998,2063,175790,19647.0,15592569.0
2004-11-03,2063,2096,2014,2096,165880,19958.0,15592569.0
2004-11-04,2087,2146,2063,2096,179720,19958.0,15592569.0
2004-11-05,2096,2129,2015,2031,166390,19335.0,15592569.0
2004-11-08,2072,2081,1933,1932,201860,18399.0,15592569.0
2004-11-09,1907,1949,1875,1908,187649,18165.0,15592569.0
2004-11-10,1908,1941,1859,1891,79470,18009.0,15592569.0
2004-11-11,1884,1933,1867,1883,160860,17931.0,15592569.0
2004-11-12,1899,1908,1867,1891,81850,18009.0,15592569.0
2004-11-15,1883,1924,1858,1908,140071,18165.0,15592569.0
2004-11-16,1908,1949,1899,1941,70111,18477.0,15592569.0
2004-11-17,1941,1958,1908,1957,59831,18633.0,15592569.0
2004-11-18,1964,1973,1710,1924,83150,18321.0,15592569.0
2004-11-19,1892,1916,1835,1891,63810,18009.0,15592569.0
2004-11-22,1892,1924,1842,1883,31686,17931.0,15592569.0
2004-11-23,1884,1924,1850,1900,62500,18087.0,15592569.0
2004-11-24,1899,1899,1859,1883,24620,17931.0,15592569.0
2004-11-25,1899,1933,1875,1883,62250,17931.0,15592569.0
2004-11-26,1883,1899,1850,1851,34135,17620.0,15592569.0
2004-11-29,1851,1884,1842,1867,35980,17776.0,15592569.0
2004-11-30,1850,1883,1834,1859,40700,17698.0,15592569.0
2004-12-01,1841,1924,1841,1924,34710,18321.0,15592569.0
2004-12-02,1932,1940,1867,1916,22810,18243.0,15592569.0
2004-12-03,1924,1964,1899,1924,37260,18321.0,15592569.0
2004-12-06,1941,2210,1924,2145,772686,20426.0,15592569.0
2004-12-07,2227,2464,2227,2465,1083866,23467.0,15592569.0
2004-12-08,2621,2801,2358,2383,1391123,22687.0,15592569.0
2004-12-09,2326,2407,2129,2268,625481,21596.0,15592569.0
2004-12-10,2317,2595,2275,2301,958785,21908.0,15592569.0
2004-12-13,2301,2481,2146,2383,463796,22687.0,15592569.0
2004-12-14,2392,2449,2269,2325,441916,22141.0,15592569.0
2004-12-15,2326,2392,2244,2375,401480,22609.0,15592569.0
2004-12-16,2383,2670,2358,2375,954480,22609.0,15592569.0
2004-12-17,2391,2464,2325,2358,289922,22453.0,15592569.0
2004-12-20,2391,2407,2276,2276,205514,21674.0,15592569.0
2004-12-21,2276,2309,2210,2211,131930,21050.0,15592569.0
2004-12-22,2210,2284,2210,2227,121400,21206.0,15592569.0
2004-12-23,2211,2326,2211,2252,148230,21440.0,15592569.0
2004-12-24,2260,2391,2243,2342,314510,22297.0,15592569.0
2004-12-27,2375,2424,2260,2342,196860,22297.0,15592569.0
2004-12-28,2333,2366,2210,2211,245170,21050.0,15592569.0
2004-12-29,1990,2064,1965,2014,296420,19179.0,15592569.0
2004-12-30,1998,2031,1949,1949,232910,18555.0,15592569.0
2005-01-03,1964,2030,1964,1990,176730,18945.0,15592569.0
2005-01-04,1998,2056,1998,2006,184570,19101.0,15592569.0
2005-01-05,2031,2064,2007,2063,165190,19647.0,15592569.0
2005-01-06,2080,2195,2080,2194,257730,20894.0,15592569.0
2005-01-07,2440,2521,2391,2522,493594,24013.0,15592569.0
2005-01-10,2587,2587,2358,2375,554214,22609.0,15592569.0
2005-01-11,2375,2440,2317,2407,230793,22921.0,15592569.0
2005-01-12,2457,2694,2407,2530,446546,24091.0,15592569.0
2005-01-13,2498,2587,2457,2456,138335,23389.0,15592569.0
2005-01-14,2407,2457,2333,2358,255713,22453.0,15592569.0
2005-01-17,2333,2398,2292,2301,202793,21908.0,15592569.0
2005-01-18,2318,2367,2310,2366,114580,22531.0,15592569.0
2005-01-19,2398,2398,2341,2350,103160,22375.0,15592569.0
2005-01-20,2350,2539,2301,2366,264670,22531.0,15592569.0
2005-01-21,2375,2407,2326,2375,108610,22609.0,15592569.0
2005-01-24,2423,2464,2358,2407,165830,22921.0,15592569.0
2005-01-25,2398,2464,2374,2424,166463,23077.0,15592569.0
2005-01-26,2457,2579,2423,2538,197160,24168.0,15592569.0
2005-01-27,2538,2571,2464,2547,128050,24246.0,15592569.0
2005-01-28,2546,2546,2415,2415,125870,22999.0,15592569.0
2005-01-31,2392,2490,2392,2440,125750,23233.0,15592569.0
2005-02-01,2415,2464,2407,2465,126370,23467.0,15592569.0
2005-02-02,2498,2546,2457,2456,165873,23389.0,15592569.0
2005-02-03,2448,2481,2423,2473,78516,23545.0,15592569.0
2005-02-04,2546,2653,2457,2587,273674,24636.0,15592569.0
2005-02-07,2620,2972,2620,2972,458860,28301.0,15592569.0
2005-02-11,3086,3414,3071,3406,533720,32433.0,15592569.0
2005-02-14,3570,3570,3332,3455,346116,32900.0,15592569.0
2005-02-15,3422,3439,3226,3349,237804,31887.0,15592569.0
2005-02-16,3406,3415,3243,3316,185860,31575.0,15592569.0
2005-02-17,3300,3382,3152,3210,267725,30561.0,15592569.0
2005-02-18,3209,3291,3193,3234,150044,30795.0,15592569.0
2005-02-21,3234,3390,3218,3275,173120,31185.0,15592569.0
2005-02-22,3365,3725,3209,3357,255750,31965.0,15592569.0
2005-02-23,3275,3366,3152,3365,109040,32043.0,15592569.0
2005-02-24,3505,3865,3439,3570,215371,33992.0,15592569.0
2005-02-25,3718,3718,3325,3423,216110,32588.0,15592569.0
2005-02-28,3488,3619,3439,3529,197260,33602.0,15592569.0
2005-03-02,3554,3905,3554,3767,237445,35863.0,15592569.0
2005-03-03,3947,4250,3848,4069,331211,38748.0,15592569.0
2005-03-04,4193,4193,3980,4061,208812,38670.0,15592569.0
2005-03-07,4168,4168,3766,3767,166680,35863.0,15592569.0
2005-03-08,3791,3791,3455,3603,128230,34304.0,15592569.0
2005-03-09,3660,3782,3463,3783,104660,36019.0,15592569.0
2005-03-10,3717,3783,3643,3767,52731,35863.0,15592569.0
2005-03-11,3800,3849,3709,3799,134051,36175.0,15592569.0
2005-03-14,3817,3849,3709,3734,94130,35551.0,15592569.0
2005-03-15,3734,3824,3603,3636,152560,34616.0,15592569.0
2005-03-16,3602,3602,3340,3414,94890,32511.0,15592569.0
2005-03-17,3357,3357,3112,3128,179340,29782.0,15592569.0
2005-03-18,3095,3226,3095,3128,133501,29782.0,15592569.0
2005-03-21,3136,3177,3062,3095,64700,29470.0,15592569.0
2005-03-22,3111,3471,3111,3406,129102,32433.0,15592569.0
2005-03-23,3275,3406,3275,3341,99410,31809.0,15592569.0
2005-03-24,3341,3398,3243,3242,83211,30873.0,15592569.0
2005-03-25,3194,3341,3194,3324,39174,31653.0,15592569.0
2005-03-28,3397,3602,3357,3603,103130,34304.0,15592569.0
2005-03-29,3603,3603,3472,3496,39990,33290.0,15592569.0
2005-03-30,3455,3651,3325,3652,50116,34771.0,15592569.0
2005-03-31,3677,3848,3619,3693,120839,35161.0,15592569.0
2005-04-01,3577,3717,3562,3603,64725,34304.0,15592569.0
2005-04-04,3553,3685,3455,3537,61580,33680.0,15592569.0
2005-04-06,3562,3717,3546,3562,37082,33914.0,15592569.0
2005-04-07,3620,3816,3620,3685,118800,35083.0,15592569.0
2005-04-08,3717,3783,3693,3767,44420,35863.0,15592569.0
2005-04-11,3766,3832,3643,3750,53613,35707.0,15592569.0
2005-04-12,3767,3832,3718,3734,63029,35551.0,15592569.0
2005-04-13,3816,3840,3766,3791,36922,36097.0,15592569.0
2005-04-14,3783,3816,3685,3709,54189,35317.0,15592569.0
2005-04-15,3685,3694,3472,3554,85920,33836.0,15592569.0
2005-04-18,3505,3652,3382,3382,50910,32199.0,15592569.0
2005-04-19,3341,3652,3292,3431,33580,32666.0,15592569.0
2005-04-20,3431,3684,3431,3480,29765,33134.0,15592569.0
2005-04-21,3440,3521,3391,3488,56190,33212.0,15592569.0
2005-04-22,3562,3603,3480,3496,41125,33290.0,15592569.0
2005-04-25,3439,3586,3439,3570,19970,33992.0,15592569.0
2005-04-26,3619,3619,3488,3529,26360,33602.0,15592569.0
2005-04-27,3520,3577,3471,3545,23184,33758.0,15592569.0
2005-04-28,3537,3586,3480,3537,20710,33680.0,15592569.0
2005-04-29,3537,3537,3439,3447,38450,32822.0,15592569.0
2005-05-02,3455,3562,3406,3406,24710,32433.0,15592569.0
2005-05-03,3422,3520,3357,3406,34960,32433.0,15592569.0
2005-05-04,3455,3455,3357,3390,72180,32277.0,15592569.0
2005-05-06,3422,3422,3308,3357,44810,31965.0,15592569.0
2005-05-09,3357,3382,3291,3292,39820,31341.0,15592569.0
2005-05-10,3275,3357,3275,3349,31920,31887.0,15592569.0
2005-05-11,3349,3349,3275,3341,13960,31809.0,15592569.0
2005-05-12,3357,3357,3274,3292,12535,31341.0,15592569.0
2005-05-13,3292,3308,3243,3251,33480,30951.0,15592569.0
2005-05-16,3325,3349,3259,3324,44841,31653.0,15592569.0
2005-05-17,3325,3398,3300,3365,43925,32043.0,15592569.0
2005-05-18,3406,3480,3332,3439,41035,32744.0,15592569.0
2005-05-19,3415,3554,3415,3505,25804,33368.0,15592569.0
2005-05-20,3571,3571,3440,3562,28027,33914.0,15592569.0
2005-05-23,3455,3554,3455,3496,7720,33290.0,15592569.0
2005-05-24,3496,3570,3463,3537,29740,33680.0,15592569.0
2005-05-25,3521,3537,3472,3513,23080,33446.0,15592569.0
2005-05-26,3505,3537,3423,3505,12470,33368.0,15592569.0
2005-05-27,3570,3619,3520,3603,52280,34304.0,15592569.0
2005-05-30,3603,3611,3562,3586,34490,34148.0,15592569.0
2005-05-31,3660,3660,3554,3570,26050,33992.0,15592569.0
2005-06-01,3570,3717,3529,3717,40390,35395.0,15592569.0
2005-06-02,3766,3808,3685,3807,26435,36253.0,15592569.0
2005-06-03,3807,3913,3807,3914,37659,37266.0,15592569.0
2005-06-07,3914,3996,3849,3930,28370,37422.0,15592569.0
2005-06-08,3931,4127,3931,4061,58641,38670.0,15592569.0
2005-06-09,4233,4233,4012,4094,26700,38981.0,15592569.0
2005-06-10,4151,4151,4013,4078,25052,38825.0,15592569.0
2005-06-13,4061,4094,3848,3848,80280,36643.0,15592569.0
2005-06-14,3930,3930,3619,3668,86030,34927.0,15592569.0
2005-06-15,3643,3807,3643,3791,38760,36097.0,15592569.0
2005-06-16,3807,3979,3807,3906,31230,37188.0,15592569.0
2005-06-17,3930,3963,3799,3840,57240,36565.0,15592569.0
2005-06-20,3848,3848,3782,3783,17420,36019.0,15592569.0
2005-06-21,3831,3913,3742,3791,29550,36097.0,15592569.0
2005-06-22,3725,4061,3725,3906,51807,37188.0,15592569.0
2005-06-23,3922,4142,3873,4094,126734,38981.0,15592569.0
2005-06-24,4094,4611,4013,4422,310720,42100.0,15592569.0
2005-06-27,4430,4496,4340,4438,95620,42256.0,15592569.0
2005-06-28,4553,4553,4324,4323,54848,41164.0,15592569.0
2005-06-29,4324,4552,4258,4405,95600,41944.0,15592569.0
2005-06-30,4291,4700,4291,4626,155031,44049.0,15592569.0
2005-07-01,4627,4847,4570,4749,112310,45218.0,15592569.0
2005-07-04,5224,5224,4831,4946,92647,47090.0,15592569.0
2005-07-05,4930,4996,4831,4921,79420,46856.0,15592569.0
2005-07-06,4995,4995,4716,4716,38340,44907.0,15592569.0
2005-07-07,4675,4830,4667,4831,41191,45998.0,15592569.0
2005-07-08,4847,4913,4750,4757,63952,45296.0,15592569.0
2005-07-11,4790,4831,4619,4741,90270,45140.0,15592569.0
2005-07-12,4749,4749,4536,4536,50230,43191.0,15592569.0
2005-07-13,4519,4667,4511,4512,46460,42958.0,15592569.0
2005-07-14,4553,4725,4553,4634,62000,44127.0,15592569.0
2005-07-15,4782,4798,4585,4585,63520,43659.0,15592569.0
2005-07-18,4594,4651,4528,4626,49140,44049.0,15592569.0
2005-07-19,4585,4684,4585,4626,39153,44049.0,15592569.0
2005-07-20,4642,4782,4561,4585,70980,43659.0,15592569.0
2005-07-21,4602,4708,4504,4520,54390,43035.0,15592569.0
2005-07-22,4421,4519,4299,4471,72950,42568.0,15592569.0
2005-07-25,4429,4503,4405,4479,22970,42646.0,15592569.0
2005-07-26,4479,4667,4422,4569,55970,43503.0,15592569.0
2005-07-27,4610,4831,4610,4749,91800,45218.0,15592569.0
2005-07-28,4716,4847,4684,4716,36220,44907.0,15592569.0
2005-07-29,4799,4799,4693,4741,33650,45140.0,15592569.0
2005-08-01,4790,4798,4684,4716,55750,44907.0,15592569.0
2005-08-02,4750,4864,4668,4806,64030,45764.0,15592569.0
2005-08-03,4913,5061,4807,4856,130440,46232.0,15592569.0
2005-08-04,4855,4855,4470,4585,68855,43659.0,15592569.0
2005-08-05,4519,4519,4250,4340,143156,41320.0,15592569.0
2005-08-08,4274,4315,4168,4274,71700,40697.0,15592569.0
2005-08-09,4234,4348,4234,4307,35400,41008.0,15592569.0
2005-08-10,4274,4610,4274,4495,53691,42802.0,15592569.0
2005-08-11,4430,4684,4430,4618,47390,43971.0,15592569.0
2005-08-12,4708,4708,4528,4651,41130,44283.0,15592569.0
2005-08-16,4651,4684,4570,4618,33150,43971.0,15592569.0
2005-08-17,4569,4585,4421,4536,7943,43191.0,15592569.0
2005-08-18,4504,4576,4405,4405,22233,41944.0,15592569.0
2005-08-19,4405,4439,4324,4422,52551,42100.0,15592569.0
2005-08-22,4495,4610,4388,4577,27500,43581.0,15592569.0
2005-08-23,4602,4831,4570,4749,47910,45218.0,15592569.0
2005-08-24,4667,4806,4618,4790,59030,45608.0,15592569.0
2005-08-25,4831,4831,4676,4749,27677,45218.0,15592569.0
2005-08-26,4831,4847,4750,4757,46280,45296.0,15592569.0
2005-08-29,4651,4733,4553,4553,28670,43347.0,15592569.0
2005-08-30,4635,4667,4504,4528,13760,43113.0,15592569.0
2005-08-31,4470,4618,4470,4536,18380,43191.0,15592569.0
2005-09-01,4562,4676,4562,4667,12190,44439.0,15592569.0
2005-09-02,4643,4733,4635,4684,22120,44595.0,15592569.0
2005-09-05,4782,4782,4511,4585,18180,43659.0,15592569.0
2005-09-06,4585,4699,4528,4651,43899,44283.0,15592569.0
2005-09-07,4749,5346,4675,5028,98116,47869.0,15592569.0
2005-09-08,5044,5126,4946,4954,23048,47168.0,15592569.0
2005-09-09,4978,4978,4864,4946,29830,47090.0,15592569.0
2005-09-12,4947,5044,4888,4978,21471,47401.0,15592569.0
2005-09-13,4954,4995,4799,4798,25047,45686.0,15592569.0
2005-09-14,4807,4831,4742,4798,11622,45686.0,15592569.0
2005-09-15,4692,4798,4650,4782,37300,45530.0,15592569.0
2005-09-16,4749,4888,4732,4782,15450,45530.0,15592569.0
2005-09-20,5028,5028,4815,4872,36290,46388.0,15592569.0
2005-09-21,4864,4913,4782,4798,21320,45686.0,15592569.0
2005-09-22,4790,4921,4732,4913,36030,46778.0,15592569.0
2005-09-23,4970,5027,4798,4896,35700,46622.0,15592569.0
2005-09-26,4864,4995,4855,4896,35550,46622.0,15592569.0
2005-09-27,4912,4912,4815,4913,35182,46778.0,15592569.0
2005-09-28,4953,5315,4913,5257,93548,50052.0,15592569.0
2005-09-29,5281,5469,5126,5396,84460,51378.0,15592569.0
2005-09-30,5429,5568,5322,5322,61850,50676.0,15592569.0
2005-10-04,5453,5453,5258,5355,40300,50988.0,15592569.0
2005-10-05,5569,5569,5306,5306,18080,50520.0,15592569.0
2005-10-06,5175,5306,5126,5306,48240,50520.0,15592569.0
2005-10-07,5387,6091,5249,6092,176700,58004.0,15592569.0
2005-10-10,6141,6386,5781,6010,47257,57225.0,15592569.0
2005-10-11,5978,6133,5912,6043,38730,57537.0,15592569.0
2005-10-12,6043,6354,6035,6059,49660,57693.0,15592569.0
2005-10-13,6075,6214,5994,6141,31940,58472.0,15592569.0
2005-10-14,6075,6182,5895,5945,62180,56601.0,15592569.0
2005-10-17,6100,6100,5568,5707,70400,54340.0,15592569.0
2005-10-18,5764,5764,5584,5707,48960,54340.0,15592569.0
2005-10-19,5600,5683,5306,5396,80520,51378.0,15592569.0
2005-10-20,5396,5461,5322,5380,28720,51222.0,15592569.0
2005-10-21,5372,5372,5241,5314,20628,50598.0,15592569.0
2005-10-24,5404,5487,5347,5421,16820,51611.0,15592569.0
2005-10-25,5429,5797,5421,5568,13150,53015.0,15592569.0
2005-10-26,5568,5706,5469,5535,14440,52703.0,15592569.0
2005-10-27,5510,5707,5510,5674,27640,54028.0,15592569.0
2005-10-28,5609,5723,5535,5584,16690,53171.0,15592569.0
2005-10-31,5781,5781,5429,5568,22950,53015.0,15592569.0
2005-11-01,5666,5666,5510,5592,8350,53249.0,15592569.0
2005-11-02,5519,5633,5519,5609,10450,53405.0,15592569.0
2005-11-03,5633,5764,5633,5748,28270,54730.0,15592569.0
2005-11-04,5740,5887,5698,5773,13480,54964.0,15592569.0
2005-11-07,5798,5863,5699,5732,13460,54574.0,15592569.0
2005-11-08,5740,5789,5584,5715,13320,54418.0,15592569.0
2005-11-09,5667,5781,5618,5617,21150,53483.0,15592569.0
2005-11-10,5617,5683,5617,5650,22020,53794.0,15592569.0
2005-11-11,5863,5863,5650,5789,75870,55120.0,15592569.0
2005-11-14,5814,5895,5732,5814,28991,55354.0,15592569.0
2005-11-15,5814,6223,5814,5945,30980,56601.0,15592569.0
2005-11-16,5895,6157,5895,6149,37600,58550.0,15592569.0
2005-11-17,6084,6535,6084,6419,71121,61123.0,15592569.0
2005-11-18,6526,6543,6223,6305,98190,60031.0,15592569.0
2005-11-21,6305,6469,6174,6190,65000,58940.0,15592569.0
2005-11-22,6190,6289,6084,6166,24283,58706.0,15592569.0
2005-11-23,6166,6355,6158,6354,57680,60499.0,15592569.0
2005-11-24,6403,6845,6354,6829,152420,65021.0,15592569.0
2005-11-25,6977,7042,6748,6788,64086,64631.0,15592569.0
2005-11-28,6960,6960,6616,6829,62970,65021.0,15592569.0
2005-11-29,6878,7493,6748,7369,124113,70167.0,15592569.0
2005-11-30,7419,8181,7149,7779,97132,74065.0,15592569.0
2005-12-01,7919,8499,7779,8221,146070,78275.0,15592569.0
2005-12-02,8303,8565,8270,8303,163790,79054.0,15592569.0
2005-12-05,8598,8598,8188,8417,54078,80146.0,15592569.0
2005-12-06,8270,8467,8188,8188,57651,77963.0,15592569.0
2005-12-07,8221,8450,7754,8073,94084,76871.0,15592569.0
2005-12-08,8090,8270,7713,7869,76650,74922.0,15592569.0
2005-12-09,7648,7942,7607,7811,67595,74377.0,15592569.0
2005-12-12,7696,7884,7631,7836,15040,74610.0,15592569.0
2005-12-13,7770,7918,7770,7885,31330,75078.0,15592569.0
2005-12-14,7910,8098,7893,7942,49570,75624.0,15592569.0
2005-12-15,7942,7942,7844,7934,19220,75546.0,15592569.0
2005-12-16,7943,7943,7599,7599,26940,72350.0,15592569.0
2005-12-19,7607,7615,7336,7337,50940,69855.0,15592569.0
2005-12-20,7336,7443,7222,7443,53870,70868.0,15592569.0
2005-12-21,7516,7582,7345,7451,29390,70946.0,15592569.0
2005-12-22,7779,7779,7304,7377,29140,70245.0,15592569.0
2005-12-23,7508,7508,7034,7255,38840,69075.0,15592569.0
2005-12-26,7254,7369,7058,7083,83820,67438.0,15592569.0
2005-12-27,7083,7156,6943,7066,55362,67282.0,15592569.0
2005-12-28,6780,6878,6600,6878,52641,65489.0,15592569.0
2005-12-29,6886,7008,6731,6763,30450,64397.0,15592569.0
2006-01-02,6697,6959,6403,6960,120110,66268.0,15592569.0
2006-01-03,6960,7091,6960,7009,29700,66736.0,15592569.0
2006-01-04,7009,7189,6902,7066,21140,67282.0,15592569.0
2006-01-05,6910,7025,6886,6960,26019,66268.0,15592569.0
2006-01-06,6828,6993,6828,6894,28790,65645.0,15592569.0
2006-01-09,6877,6877,6665,6763,57911,64397.0,15592569.0
2006-01-10,6567,6698,6551,6550,39071,62370.0,15592569.0
2006-01-11,6551,6575,6469,6550,16860,62370.0,15592569.0
2006-01-12,6386,6714,6386,6649,14890,63306.0,15592569.0
2006-01-13,6551,6828,6551,6829,9800,65021.0,15592569.0
2006-01-16,6828,6877,6714,6829,8580,65021.0,15592569.0
2006-01-17,6690,6821,6551,6600,9850,62838.0,15592569.0
2006-01-18,6551,6666,6141,6223,16421,59252.0,15592569.0
2006-01-19,6060,6272,6043,6223,17610,59252.0,15592569.0
2006-01-20,6075,6223,5944,6059,18260,57693.0,15592569.0
2006-01-23,6223,6223,5478,5895,15501,56133.0,15592569.0
2006-01-24,5806,5806,5486,5683,38770,54106.0,15592569.0
2006-01-25,5863,5879,5683,5789,12800,55120.0,15592569.0
2006-01-26,5698,5789,5698,5699,4785,54262.0,15592569.0
2006-01-27,5699,5887,5699,5814,15040,55354.0,15592569.0
2006-01-31,5822,6207,5822,5928,39250,56445.0,15592569.0
2006-02-01,6043,6117,5821,5822,8451,55432.0,15592569.0
2006-02-02,5764,6043,5625,5830,20340,55510.0,15592569.0
2006-02-03,5650,5814,5322,5683,37251,54106.0,15592569.0
2006-02-06,5322,5568,5322,5568,2867,53015.0,15592569.0
2006-02-07,5404,5552,5380,5552,17251,52859.0,15592569.0
2006-02-08,5552,5895,5552,5748,69380,54730.0,15592569.0
2006-02-09,5715,6223,5715,5846,5390,55665.0,15592569.0
2006-02-10,5944,6060,5830,5936,26920,56523.0,15592569.0
2006-02-13,6043,6224,5945,6223,47471,59252.0,15592569.0
2006-02-14,6141,6477,6141,6346,40959,60421.0,15592569.0
2006-02-15,6289,6477,6289,6419,51380,61123.0,15592569.0
2006-02-16,6272,6419,6272,6395,16460,60889.0,15592569.0
2006-02-17,6386,6411,6289,6379,20350,60733.0,15592569.0
2006-02-20,6378,6460,6378,6387,6150,60811.0,15592569.0
2006-02-21,6526,6526,6338,6477,24181,61669.0,15592569.0
2006-02-22,6551,6551,6289,6477,23090,61669.0,15592569.0
2006-02-23,6551,6657,6403,6510,7580,61980.0,15592569.0
2006-02-24,6518,6518,6354,6501,23190,61902.0,15592569.0
2006-02-27,6551,6559,6518,6550,24820,62370.0,15592569.0
2006-02-28,6599,6599,6223,6469,6020,61591.0,15592569.0
2006-03-02,6263,6468,6263,6403,17640,60967.0,15592569.0
2006-03-03,6386,6436,6263,6264,2870,59642.0,15592569.0
2006-03-06,6223,6387,6141,6305,7510,60031.0,15592569.0
2006-03-07,6379,6379,6158,6166,3721,58706.0,15592569.0
2006-03-08,6166,6306,6150,6166,5600,58706.0,15592569.0
2006-03-09,6166,6526,6166,6444,2270,61357.0,15592569.0
2006-03-10,6509,6509,6313,6452,3390,61435.0,15592569.0
2006-03-13,6526,6551,6387,6534,14080,62214.0,15592569.0
2006-03-14,6486,6551,6240,6239,14960,59408.0,15592569.0
2006-03-15,6501,6501,6321,6485,8560,61747.0,15592569.0
2006-03-16,6682,6682,6386,6501,360,61902.0,15592569.0
2006-03-17,6485,6501,6321,6452,346,61435.0,15592569.0
2006-03-20,6714,6714,6395,6452,7800,61435.0,15592569.0
2006-03-21,6272,6468,6214,6215,4852,59174.0,15592569.0
2006-03-22,6346,6346,6075,6141,14280,58472.0,15592569.0
2006-03-23,6083,6223,6083,6149,3330,58550.0,15592569.0
2006-03-24,6100,6125,5994,5994,5170,57069.0,15592569.0
2006-03-27,6034,6272,5994,6026,3750,57381.0,15592569.0
2006-03-28,6027,6190,5937,5994,4780,57069.0,15592569.0
2006-03-29,5978,5994,5895,5994,1893,57069.0,15592569.0
2006-03-30,6010,6060,6010,6059,1630,57693.0,15592569.0
2006-03-31,6059,6214,6059,6149,1650,58550.0,15592569.0
2006-04-03,6157,6206,5994,6076,13370,57848.0,15592569.0
2006-04-04,6223,6223,6092,6198,12460,59018.0,15592569.0
2006-04-05,6207,6232,6117,6231,3930,59330.0,15592569.0
2006-04-06,6231,6240,6157,6190,2110,58940.0,15592569.0
2006-04-07,6189,6354,6189,6207,5710,59096.0,15592569.0
2006-04-10,6231,6411,6231,6321,10310,60187.0,15592569.0
2006-04-11,6386,6550,6386,6469,17910,61591.0,15592569.0
2006-04-12,6420,6551,6420,6510,24190,61980.0,15592569.0
2006-04-13,6551,6666,6469,6665,28550,63462.0,15592569.0
2006-04-14,6674,6674,6535,6600,4030,62838.0,15592569.0
2006-04-17,6632,6748,6600,6673,11600,63540.0,15592569.0
2006-04-18,6715,6715,6510,6665,3220,63462.0,15592569.0
2006-04-19,6714,7042,6608,6894,46110,65645.0,15592569.0
2006-04-20,6960,7534,6960,7533,100986,71726.0,15592569.0
2006-04-21,7525,7565,7214,7320,50310,69699.0,15592569.0
2006-04-24,7370,7485,7165,7418,32990,70634.0,15592569.0
