동부건설(005960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2001-12-20,164814,170527,163969,168625,133080,173669.0,21790345.0
2001-12-21,166085,176452,166085,173914,120240,179117.0,21790345.0
2001-12-24,175605,179625,173067,173914,211880,179117.0,21790345.0
2001-12-26,177298,180472,175605,180261,249870,185654.0,21790345.0
2001-12-27,165450,169258,161218,166086,214560,171054.0,21790345.0
2001-12-28,163334,168201,161007,163970,269790,168875.0,21790345.0
2002-01-02,163969,164392,158679,160797,237010,165607.0,21790345.0
2002-01-03,163122,163970,155507,157623,281020,162338.0,21790345.0
2002-01-04,157622,159527,134348,155296,503178,159941.0,21790345.0
2002-01-07,159526,160795,154448,155084,466190,159723.0,21790345.0
2002-01-08,155507,166086,151910,155930,812011,160595.0,21790345.0
2002-01-09,154872,156987,145986,148102,631500,152532.0,21790345.0
2002-01-10,149158,159949,148100,156565,712920,161249.0,21790345.0
2002-01-11,158256,160583,151062,152545,196112,157108.0,21790345.0
2002-01-14,148101,151063,148101,149372,111970,153840.0,21790345.0
2002-01-15,145985,151697,145773,146198,145360,150571.0,21790345.0
2002-01-16,147042,148524,144715,144929,65170,149264.0,21790345.0
2002-01-17,144927,144927,137734,141332,127080,145560.0,21790345.0
2002-01-18,142812,142812,137734,137735,99090,141855.0,21790345.0
2002-01-21,134560,139216,133503,137523,122670,141637.0,21790345.0
2002-01-22,139638,141542,137734,138370,159340,142509.0,21790345.0
2002-01-23,134559,139004,134559,138370,116721,142509.0,21790345.0
2002-01-24,141542,143022,139638,140485,158150,144688.0,21790345.0
2002-01-25,141332,143870,141332,143871,208066,148174.0,21790345.0
2002-01-28,147466,147466,144080,144294,129839,148610.0,21790345.0
2002-01-29,144082,145986,141966,141966,142400,146213.0,21790345.0
2002-01-30,136464,139427,134984,134985,160050,139022.0,21790345.0
2002-01-31,137522,137522,134137,134773,117930,138804.0,21790345.0
2002-02-01,133714,136464,130540,131176,95720,135100.0,21790345.0
2002-02-04,129059,130117,123769,124194,110400,127909.0,21790345.0
2002-02-05,122077,128424,116365,125252,466960,128999.0,21790345.0
2002-02-06,125251,131176,124404,127156,180250,130960.0,21790345.0
2002-02-07,128002,132656,124829,125252,203510,128999.0,21790345.0
2002-02-08,126308,130116,125462,127791,112450,131614.0,21790345.0
2002-02-14,129905,132443,128001,132022,137110,135972.0,21790345.0
2002-02-15,132021,143659,132021,141543,389550,145777.0,21790345.0
2002-02-18,144927,144927,138580,141120,123127,145342.0,21790345.0
2002-02-19,141965,143446,138579,140485,130660,144688.0,21790345.0
2002-02-20,139850,141966,138580,141755,77760,145995.0,21790345.0
2002-02-21,142177,145139,140695,142813,84380,147085.0,21790345.0
2002-02-22,140906,141753,140060,140062,73060,144252.0,21790345.0
2002-02-25,140061,142811,137734,138793,76480,142945.0,21790345.0
2002-02-26,138791,142599,138580,138793,124020,142945.0,21790345.0
2002-02-27,139850,154237,139850,148102,591950,152532.0,21790345.0
2002-02-28,149158,150217,144293,147679,156450,152097.0,21790345.0
2002-03-04,157623,157623,149159,149795,239740,154276.0,21790345.0
2002-03-05,147890,152121,146620,147256,110850,151661.0,21790345.0
2002-03-06,148101,151910,145351,145775,222390,150135.0,21790345.0
2002-03-07,145985,146196,140060,140062,182940,144252.0,21790345.0
2002-03-08,142177,144715,137311,139216,220281,143380.0,21790345.0
2002-03-11,137523,142177,136676,141755,143700,145995.0,21790345.0
2002-03-12,139850,142811,139004,141543,185860,145777.0,21790345.0
2002-03-13,143658,147255,142811,146410,312820,150789.0,21790345.0
2002-03-14,145986,146197,128424,135408,1009421,139458.0,21790345.0
2002-03-15,135406,136886,131598,136254,406490,140330.0,21790345.0
2002-03-18,138791,156563,138791,156565,1145330,161249.0,21790345.0
2002-03-19,158679,163547,152755,155296,563200,159941.0,21790345.0
2002-03-20,155507,158045,149371,149372,267414,153840.0,21790345.0
2002-03-21,150216,151062,145139,146621,169410,151007.0,21790345.0
2002-03-22,145985,149158,145139,146410,130750,150789.0,21790345.0
2002-03-25,145985,150851,142811,142813,173810,147085.0,21790345.0
2002-03-26,141965,142811,136041,138370,152400,142509.0,21790345.0
2002-03-27,139215,142176,138157,138581,148100,142727.0,21790345.0
2002-03-28,140695,141754,134984,134985,219760,139022.0,21790345.0
2002-03-29,134984,138157,133291,134985,106830,139022.0,21790345.0
2002-04-01,134983,135406,129482,130118,126050,134011.0,21790345.0
2002-04-02,128636,131176,126944,129060,91910,132921.0,21790345.0
2002-04-03,128002,130329,128002,129484,140720,133357.0,21790345.0
2002-04-04,130540,131810,128213,131176,81967,135100.0,21790345.0
2002-04-08,131599,136042,131176,131811,95190,135754.0,21790345.0
2002-04-09,133291,133291,128001,128003,58670,131832.0,21790345.0
2002-04-10,127156,128001,121866,122713,88160,126384.0,21790345.0
2002-04-11,123981,126944,121654,126945,56550,130742.0,21790345.0
2002-04-12,127366,127366,123981,126098,90280,129870.0,21790345.0
2002-04-15,125252,126097,123347,123348,62280,127038.0,21790345.0
2002-04-16,122712,127366,122712,123983,98390,127691.0,21790345.0
2002-04-17,125885,126944,123981,126733,69770,130524.0,21790345.0
2002-04-18,125040,128848,123347,124406,207530,128127.0,21790345.0
2002-04-19,125251,126097,122713,122713,72120,126384.0,21790345.0
2002-04-22,122713,122713,114673,114673,137680,118104.0,21790345.0
2002-04-23,113191,114461,109171,109596,133370,112874.0,21790345.0
2002-04-24,106422,108749,104729,104729,124850,107862.0,21790345.0
2002-04-25,102296,103670,89071,93833,155270,96640.0,21790345.0
2002-04-26,93092,99016,93092,98594,80900,101543.0,21790345.0
2002-04-29,96689,99439,94150,96266,73590,99146.0,21790345.0
2002-04-30,96477,99438,96477,97536,62590,100453.0,21790345.0
2002-05-02,99861,105786,98593,102190,84115,105247.0,21790345.0
2002-05-03,103248,104518,102191,103037,59240,106119.0,21790345.0
2002-05-06,103670,104305,99967,101767,27690,104812.0,21790345.0
2002-05-07,99650,102508,97958,98700,33380,101652.0,21790345.0
2002-05-08,99862,101238,99862,100921,21080,103940.0,21790345.0
2002-05-09,103248,103671,100921,100921,43350,103940.0,21790345.0
2002-05-10,100920,102188,99438,99546,21990,102524.0,21790345.0
2002-05-13,98382,99862,98276,98488,29420,101434.0,21790345.0
2002-05-14,98805,100286,98382,98488,19110,101434.0,21790345.0
2002-05-15,100073,101554,98593,100075,47790,103068.0,21790345.0
2002-05-16,100498,101343,99650,100709,24040,103722.0,21790345.0
2002-05-17,100497,103669,100072,103460,88760,106555.0,21790345.0
2002-05-20,103564,104728,102612,103460,38310,106555.0,21790345.0
2002-05-21,103459,105363,99756,100921,48420,103940.0,21790345.0
2002-05-22,101343,101555,99439,100709,27630,103722.0,21790345.0
2002-05-23,101766,102613,99544,100392,44710,103395.0,21790345.0
2002-05-24,100920,101237,98910,99863,26260,102850.0,21790345.0
2002-05-27,99439,99862,97958,98594,50850,101543.0,21790345.0
2002-05-28,97323,98276,94467,96266,94460,99146.0,21790345.0
2002-05-29,95313,95313,90976,93939,62750,96749.0,21790345.0
2002-05-30,92034,94784,91398,93093,17410,95878.0,21790345.0
2002-05-31,91716,93937,89600,89602,44846,92282.0,21790345.0
2002-06-03,87591,89495,87591,88650,29610,91302.0,21790345.0
2002-06-04,86956,88649,85686,88650,57160,91302.0,21790345.0
2002-06-05,90341,91609,88859,90977,18210,93698.0,21790345.0
2002-06-07,89071,90975,88860,89179,19670,91846.0,21790345.0
2002-06-10,87908,90764,87908,89496,12010,92173.0,21790345.0
2002-06-11,88015,92669,88015,92564,16620,95333.0,21790345.0
2002-06-12,91292,93302,89917,93304,17730,96095.0,21790345.0
2002-06-14,92034,94149,90975,93093,16960,95878.0,21790345.0
2002-06-17,93303,93303,91188,92352,14930,95115.0,21790345.0
2002-06-18,93197,93726,91399,92035,15000,94788.0,21790345.0
2002-06-19,93514,93514,86955,89179,44270,91846.0,21790345.0
2002-06-20,89178,89178,86745,88438,19130,91084.0,21790345.0
2002-06-21,87379,87802,86956,87803,24300,90430.0,21790345.0
2002-06-24,86955,88331,83569,84841,34870,87379.0,21790345.0
2002-06-25,85051,85685,82935,82937,29170,85418.0,21790345.0
2002-06-26,78811,81244,75425,76378,98780,78663.0,21790345.0
2002-06-27,77223,78070,74050,75321,68030,77574.0,21790345.0
2002-06-28,76377,79338,76377,78917,46750,81278.0,21790345.0
2002-07-02,76588,79232,76588,78811,58060,81169.0,21790345.0
2002-07-03,78705,80186,77541,80187,38110,82585.0,21790345.0
2002-07-04,81454,83570,80609,83572,51910,86072.0,21790345.0
2002-07-05,83571,87802,83571,86746,63180,89340.0,21790345.0
2002-07-08,90765,90765,86745,86746,62470,89340.0,21790345.0
2002-07-09,85686,87802,83571,86746,81700,89340.0,21790345.0
2002-07-10,88437,88437,83570,86111,100939,88687.0,21790345.0
2002-07-11,84628,86110,83041,83043,40050,85527.0,21790345.0
2002-07-12,82724,84417,82724,83360,21640,85854.0,21790345.0
2002-07-15,81666,83782,80398,82302,49750,84764.0,21790345.0
2002-07-16,80503,81878,78281,79235,42950,81605.0,21790345.0
2002-07-18,78282,81666,78282,79975,39280,82368.0,21790345.0
2002-07-19,79974,79974,77435,77648,42450,79971.0,21790345.0
2002-07-22,75107,76377,74684,75109,42791,77356.0,21790345.0
2002-07-23,74050,77011,74050,76907,36650,79208.0,21790345.0
2002-07-24,74472,76060,73414,74686,24560,76920.0,21790345.0
2002-07-25,78704,78704,75319,75321,23550,77574.0,21790345.0
2002-07-26,73733,75107,73415,73522,29950,75721.0,21790345.0
2002-07-29,74262,74896,73415,74051,10860,76266.0,21790345.0
2002-07-30,75955,85052,75107,81879,189130,84329.0,21790345.0
2002-07-31,79764,81879,78494,78494,92670,80842.0,21790345.0
2002-08-01,77646,80291,76589,77225,43470,79535.0,21790345.0
2002-08-02,74261,79763,74261,77225,119320,79535.0,21790345.0
2002-08-05,77222,85474,76800,78706,280130,81060.0,21790345.0
2002-08-06,79339,82091,78494,80398,111350,82803.0,21790345.0
2002-08-07,82724,83570,80609,81668,69106,84111.0,21790345.0
2002-08-08,82725,85264,80821,82726,105814,85200.0,21790345.0
2002-08-09,84206,84206,81560,81668,33200,84111.0,21790345.0
2002-08-12,82091,84418,81667,82726,63740,85200.0,21790345.0
2002-08-13,83570,84206,82196,82197,56260,84655.0,21790345.0
2002-08-14,83782,83782,81773,82302,63520,84764.0,21790345.0
2002-08-16,83464,83570,81454,81456,73690,83893.0,21790345.0
2002-08-19,80186,82619,78916,79552,58500,81932.0,21790345.0
2002-08-20,79763,81137,79444,79446,73401,81823.0,21790345.0
2002-08-21,78705,81243,78705,79764,57840,82150.0,21790345.0
2002-08-22,80398,81138,79869,80398,49621,82803.0,21790345.0
2002-08-23,80821,81349,80398,80504,51120,82912.0,21790345.0
2002-08-26,81455,81879,79975,80504,51140,82912.0,21790345.0
2002-08-27,81243,81243,79763,80293,33840,82694.0,21790345.0
2002-08-28,79551,81455,79551,80610,55621,83021.0,21790345.0
2002-08-29,81031,81560,80609,81456,40570,83893.0,21790345.0
2002-08-30,81879,85052,81455,84418,128510,86943.0,21790345.0
2002-09-02,86533,90553,85899,88438,207060,91084.0,21790345.0
2002-09-03,88860,90764,85898,87380,109480,89994.0,21790345.0
2002-09-04,84629,88437,84629,85899,83450,88469.0,21790345.0
2002-09-05,86744,92563,86744,89496,333530,92173.0,21790345.0
2002-09-06,88966,90976,85686,85899,87520,88469.0,21790345.0
2002-09-09,87378,87378,79339,79340,90740,81714.0,21790345.0
2002-09-10,79975,81243,79339,80187,50064,82585.0,21790345.0
2002-09-11,80398,80821,79445,80398,52270,82803.0,21790345.0
2002-09-12,80185,82830,80185,80821,44320,83239.0,21790345.0
2002-09-13,79869,80820,79550,80081,24130,82476.0,21790345.0
2002-09-16,80398,82091,80081,80187,52870,82585.0,21790345.0
2002-09-17,82831,82831,80821,82514,25590,84982.0,21790345.0
2002-09-18,81666,81666,80186,80398,16680,82803.0,21790345.0
2002-09-19,79763,81666,79763,81562,24990,84002.0,21790345.0
2002-09-23,81666,81666,79339,79764,38780,82150.0,21790345.0
2002-09-24,78493,78705,77859,78071,26510,80406.0,21790345.0
2002-09-25,77224,78916,76166,76273,23230,78554.0,21790345.0
2002-09-26,76800,77964,74790,74897,26630,77138.0,21790345.0
2002-09-27,74050,76060,74050,75321,25360,77574.0,21790345.0
2002-09-30,74050,76588,71934,72993,43780,75177.0,21790345.0
2002-10-01,71618,73628,71618,72253,41230,74414.0,21790345.0
2002-10-02,73839,74896,72569,73839,31150,76048.0,21790345.0
2002-10-04,72252,74474,72252,74474,26950,76702.0,21790345.0
2002-10-07,73098,74685,72358,72464,15768,74632.0,21790345.0
2002-10-08,71935,73415,71935,71935,21470,74087.0,21790345.0
2002-10-09,74050,74050,72252,73416,13390,75612.0,21790345.0
2002-10-10,73415,73839,70876,72041,28470,74196.0,21790345.0
2002-10-11,74050,74050,71510,72887,6790,75068.0,21790345.0
2002-10-14,73627,75318,72568,74686,25610,76920.0,21790345.0
2002-10-15,74897,74897,73734,74368,10930,76593.0,21790345.0
2002-10-16,75638,76166,74051,74051,22030,76266.0,21790345.0
2002-10-17,73628,75319,73204,74474,37170,76702.0,21790345.0
2002-10-18,75108,77965,74685,76484,102770,78772.0,21790345.0
2002-10-21,76377,76483,74790,75003,43230,77247.0,21790345.0
2002-10-22,75955,77435,75213,75849,129940,78118.0,21790345.0
2002-10-23,75425,78177,75425,76484,109760,78772.0,21790345.0
2002-10-24,77859,78070,75743,75744,76770,78009.0,21790345.0
2002-10-25,74791,75744,74580,74580,55721,76811.0,21790345.0
2002-10-28,74684,75954,74684,75532,71180,77792.0,21790345.0
2002-10-29,74684,76377,74684,75215,70180,77465.0,21790345.0
2002-10-30,75002,75743,73628,74051,94220,76266.0,21790345.0
2002-10-31,73627,75213,73627,73734,55210,75939.0,21790345.0
2002-11-01,73308,74473,72991,72993,26700,75177.0,21790345.0
2002-11-04,72780,74578,72780,73099,56767,75286.0,21790345.0
2002-11-05,73098,74685,73098,73734,103870,75939.0,21790345.0
2002-11-06,74051,74897,74051,74474,196182,76702.0,21790345.0
2002-11-07,74579,74896,74051,74263,184518,76484.0,21790345.0
2002-11-08,74050,75955,74050,75744,190857,78009.0,21790345.0
2002-11-11,75954,81454,75743,79129,388260,81496.0,21790345.0
2002-11-12,79128,81774,78176,80504,182970,82912.0,21790345.0
2002-11-13,81561,81561,78599,80398,133765,82803.0,21790345.0
2002-11-14,78916,80397,78916,79340,65110,81714.0,21790345.0
2002-11-15,80398,80503,79022,80293,86070,82694.0,21790345.0
2002-11-18,80609,81349,79764,80398,83856,82803.0,21790345.0
2002-11-19,79869,80398,79339,80293,44174,82694.0,21790345.0
2002-11-20,79763,81879,79763,81456,57660,83893.0,21790345.0
2002-11-21,82513,85580,82090,85582,111330,88142.0,21790345.0
2002-11-22,86744,86744,83570,85370,57370,87924.0,21790345.0
2002-11-25,85368,85368,83570,84947,29830,87488.0,21790345.0
2002-11-26,83994,86110,83994,85053,53280,87597.0,21790345.0
2002-11-27,85051,86427,84205,85053,43480,87597.0,21790345.0
2002-11-28,86427,87378,85051,85370,54950,87924.0,21790345.0
2002-11-29,85263,86004,84628,85265,30010,87815.0,21790345.0
2002-12-02,86004,87695,84840,87380,55250,89994.0,21790345.0
2002-12-03,87802,88015,86745,86746,61766,89340.0,21790345.0
2002-12-04,85899,86639,83676,83783,76640,86290.0,21790345.0
2002-12-05,85052,85052,82936,84524,60040,87052.0,21790345.0
2002-12-06,83571,85475,83571,84630,22510,87161.0,21790345.0
2002-12-09,86110,86110,83570,85265,93416,87815.0,21790345.0
2002-12-10,83676,85475,83571,84418,24160,86943.0,21790345.0
2002-12-11,83994,85263,83676,83678,53304,86181.0,21790345.0
2002-12-12,83570,84417,83147,83149,81249,85636.0,21790345.0
2002-12-13,84100,84100,82090,82091,69577,84547.0,21790345.0
2002-12-16,81560,81984,79763,81033,35793,83457.0,21790345.0
2002-12-17,80504,82302,79975,80610,57950,83021.0,21790345.0
2002-12-18,80080,81879,80080,81456,49170,83893.0,21790345.0
2002-12-20,82725,83995,81985,82726,121010,85200.0,21790345.0
2002-12-23,82725,83995,80398,80398,79697,82803.0,21790345.0
2002-12-24,80398,80609,77541,78283,50940,80624.0,21790345.0
2002-12-26,78282,80398,76378,80293,127243,82694.0,21790345.0
2002-12-27,71511,74580,69820,70454,44870,72562.0,21790345.0
2002-12-30,68126,68126,61462,63472,57610,65371.0,21790345.0
2003-01-02,63366,64529,61991,63684,74600,65589.0,21790345.0
2003-01-03,64740,67067,64740,64742,42580,66678.0,21790345.0
2003-01-06,64951,66116,63366,64953,87210,66896.0,21790345.0
2003-01-07,66010,66010,63472,63472,54070,65371.0,21790345.0
2003-01-08,63472,64423,62519,63472,49610,65371.0,21790345.0
2003-01-09,63471,63471,62624,62838,35820,64717.0,21790345.0
2003-01-10,62730,63683,60615,61145,56810,62974.0,21790345.0
2003-01-13,61356,61779,59663,60722,64750,62538.0,21790345.0
2003-01-14,60826,61249,60509,60722,36480,62538.0,21790345.0
2003-01-15,60932,62096,60826,61145,52955,62974.0,21790345.0
2003-01-16,60509,60932,59239,59876,96380,61667.0,21790345.0
2003-01-17,58710,60509,58710,59029,60750,60795.0,21790345.0
2003-01-20,58604,59239,58181,58712,25169,60468.0,21790345.0
2003-01-21,58499,59028,57124,57760,68250,59488.0,21790345.0
2003-01-22,56701,56912,55644,55856,42445,57527.0,21790345.0
2003-01-23,55325,56488,55325,56279,41141,57962.0,21790345.0
2003-01-24,56489,56700,53950,55009,31230,56655.0,21790345.0
2003-01-27,52997,53950,52046,52365,57300,53931.0,21790345.0
2003-01-28,52258,53528,52258,53528,22760,55130.0,21790345.0
2003-01-29,52681,53740,51835,51942,27930,53495.0,21790345.0
2003-01-30,52046,53316,52046,52576,26870,54149.0,21790345.0
2003-02-03,53103,53739,52681,53211,41180,54803.0,21790345.0
2003-02-04,52892,54585,52892,53634,44102,55239.0,21790345.0
2003-02-05,52998,54268,52998,53528,32513,55130.0,21790345.0
2003-02-06,53421,53950,52469,52470,31490,54040.0,21790345.0
2003-02-07,52363,53103,51940,52153,25530,53713.0,21790345.0
2003-02-10,51201,52470,51201,51836,2880,53386.0,21790345.0
2003-02-11,52047,52893,50777,52047,32560,53604.0,21790345.0
2003-02-12,52681,52681,50776,51518,19619,53059.0,21790345.0
2003-02-13,50987,53950,50987,52259,32120,53822.0,21790345.0
2003-02-14,53211,53211,51201,51518,15130,53059.0,21790345.0
2003-02-17,53210,55220,52892,55009,50280,56655.0,21790345.0
2003-02-18,55855,56066,53950,55009,31530,56655.0,21790345.0
2003-02-19,55643,55643,54267,54798,27210,56437.0,21790345.0
2003-02-20,54162,55537,53527,54904,13440,56546.0,21790345.0
2003-02-21,55007,55432,53739,55009,10530,56655.0,21790345.0
2003-02-24,54479,56278,54479,55433,19390,57091.0,21790345.0
2003-02-25,56066,56066,52892,53528,23890,55130.0,21790345.0
2003-02-26,53950,54162,52258,53105,29880,54694.0,21790345.0
2003-02-27,52046,52680,51412,52682,20810,54258.0,21790345.0
2003-02-28,51940,53210,51940,52259,12270,53822.0,21790345.0
2003-03-03,53211,53528,52258,53528,33190,55130.0,21790345.0
2003-03-04,52787,56912,52787,55856,127630,57527.0,21790345.0
2003-03-05,56278,56595,55008,55644,83910,57309.0,21790345.0
2003-03-06,56701,56701,55221,55644,84460,57309.0,21790345.0
2003-03-07,55643,57017,54267,54269,178100,55892.0,21790345.0
2003-03-10,55538,56066,54162,55644,95660,57309.0,21790345.0
2003-03-11,55644,58605,54057,57971,147620,59706.0,21790345.0
2003-03-12,57759,59027,57230,58923,81659,60686.0,21790345.0
2003-03-13,59239,59452,55007,55009,105190,56655.0,21790345.0
2003-03-14,56595,57123,55326,55327,95040,56982.0,21790345.0
2003-03-17,56806,56806,52363,52365,61340,53931.0,21790345.0
2003-03-18,54057,54585,53317,54057,47013,55674.0,21790345.0
2003-03-19,54162,56490,54162,55961,65270,57635.0,21790345.0
2003-03-20,56912,59664,56489,59664,114515,61449.0,21790345.0
2003-03-21,60085,61355,59238,60405,67380,62211.0,21790345.0
2003-03-24,61462,62837,60932,62203,126860,64064.0,21790345.0
2003-03-25,59663,61037,59557,60616,65840,62429.0,21790345.0
2003-03-26,61357,62837,61357,61991,78920,63846.0,21790345.0
2003-03-27,61990,62624,60508,62626,47290,64499.0,21790345.0
2003-03-28,62624,66644,61778,66646,85490,68640.0,21790345.0
2003-03-31,67598,67598,63472,65588,64030,67550.0,21790345.0
2003-04-01,65375,65375,62413,65377,56220,67332.0,21790345.0
2003-04-02,65374,67067,64740,66858,80460,68857.0,21790345.0
2003-04-03,68549,68549,66645,67492,64061,69511.0,21790345.0
2003-04-04,66644,69077,66433,68973,115438,71037.0,21790345.0
2003-04-07,68127,76695,68127,76590,336086,78881.0,21790345.0
2003-04-08,74473,77646,73627,75109,205821,77356.0,21790345.0
2003-04-09,74051,74051,69608,71935,126240,74087.0,21790345.0
2003-04-10,70453,71723,70136,71195,80645,73325.0,21790345.0
2003-04-11,70665,74262,70665,71724,171747,73869.0,21790345.0
2003-04-14,71935,73204,70242,72147,135470,74305.0,21790345.0
2003-04-15,72568,73414,71934,72887,94155,75068.0,21790345.0
2003-04-16,72145,79338,72145,76802,143200,79099.0,21790345.0
2003-04-17,76695,77012,74579,76590,74330,78881.0,21790345.0
2003-04-18,78916,79338,76377,77225,64680,79535.0,21790345.0
2003-04-21,76377,77858,75001,76802,50879,79099.0,21790345.0
2003-04-22,76695,78071,74685,76061,96360,78336.0,21790345.0
2003-04-23,76800,77223,74684,74897,42230,77138.0,21790345.0
2003-04-24,75743,75743,73203,73416,51687,75612.0,21790345.0
2003-04-25,73414,73414,68125,68656,82540,70710.0,21790345.0
2003-04-28,68337,71087,68126,68867,24070,70928.0,21790345.0
2003-04-29,71087,73309,69394,73311,16957,75504.0,21790345.0
2003-04-30,71618,73309,70242,71724,53640,73869.0,21790345.0
2003-05-02,71935,72886,70876,71935,18585,74087.0,21790345.0
2003-05-06,71935,73204,71935,72147,25370,74305.0,21790345.0
2003-05-07,72886,72886,71829,72041,40991,74196.0,21790345.0
2003-05-09,72463,75955,72463,73628,147967,75830.0,21790345.0
2003-05-12,74896,75530,73309,73734,164890,75939.0,21790345.0
2003-05-13,73733,74685,71405,71512,60100,73651.0,21790345.0
2003-05-14,70876,71935,70876,71512,21490,73651.0,21790345.0
2003-05-15,71087,72780,71087,72782,19470,74959.0,21790345.0
2003-05-16,71510,72674,70664,70666,56070,72780.0,21790345.0
2003-05-19,70348,71935,69819,70031,41860,72126.0,21790345.0
2003-05-20,69607,71087,68549,71089,43600,73216.0,21790345.0
2003-05-21,70454,71724,69819,70243,29990,72344.0,21790345.0
2003-05-22,69502,70453,68338,69608,48730,71690.0,21790345.0
2003-05-23,70241,70664,69924,70666,19460,72780.0,21790345.0
2003-05-26,70454,70771,69395,70454,49720,72562.0,21790345.0
2003-05-27,70031,71088,69289,70349,20190,72453.0,21790345.0
2003-05-28,71087,71298,70558,70983,33330,73107.0,21790345.0
2003-05-29,70875,73414,70452,72570,49080,74741.0,21790345.0
2003-05-30,71935,72464,71724,72358,31470,74523.0,21790345.0
2003-06-02,72991,74050,72780,72887,35250,75068.0,21790345.0
2003-06-03,72992,73628,71935,72464,12370,74632.0,21790345.0
2003-06-04,72568,73627,72357,72782,17580,74959.0,21790345.0
2003-06-05,72886,74050,72251,72993,21400,75177.0,21790345.0
2003-06-09,72780,73839,72569,73628,19560,75830.0,21790345.0
2003-06-10,72780,74050,72780,73734,14360,75939.0,21790345.0
2003-06-11,73945,74050,72569,73628,22252,75830.0,21790345.0
2003-06-12,73627,75001,73627,74897,55554,77138.0,21790345.0
2003-06-13,75107,75637,73627,75426,27177,77683.0,21790345.0
2003-06-16,75319,77012,75319,76167,50450,78445.0,21790345.0
2003-06-17,77646,79233,77011,79235,75925,81605.0,21790345.0
2003-06-18,80609,82407,79339,81668,45940,84111.0,21790345.0
2003-06-19,81666,82513,78916,81350,32515,83784.0,21790345.0
2003-06-20,80397,82090,79550,81350,25150,83784.0,21790345.0
2003-06-23,80609,81349,77859,77859,24420,80188.0,21790345.0
2003-06-24,76377,77434,75530,77013,23472,79317.0,21790345.0
2003-06-25,78281,78493,77011,77119,40061,79426.0,21790345.0
2003-06-26,75849,77646,75849,77225,4000,79535.0,21790345.0
2003-06-27,77223,78704,76271,77013,9850,79317.0,21790345.0
2003-06-30,76271,78915,76165,78917,16463,81278.0,21790345.0
2003-07-01,76166,78070,76166,78071,17710,80406.0,21790345.0
2003-07-02,76695,78282,76589,76590,56410,78881.0,21790345.0
2003-07-03,77434,78704,77011,77013,48490,79317.0,21790345.0
2003-07-04,77752,81454,77752,80821,70640,83239.0,21790345.0
2003-07-07,79128,85686,79128,82514,49690,84982.0,21790345.0
2003-07-08,83571,83995,82091,82514,63520,84982.0,21790345.0
2003-07-09,84629,84629,79975,82091,52980,84547.0,21790345.0
2003-07-10,82090,82936,80820,81668,40308,84111.0,21790345.0
2003-07-11,81454,81454,79127,79129,37516,81496.0,21790345.0
2003-07-14,79021,80291,78916,79340,47950,81714.0,21790345.0
2003-07-15,80609,82302,79339,80187,74650,82585.0,21790345.0
2003-07-16,80397,81878,79233,79235,37860,81605.0,21790345.0
2003-07-18,79021,79021,77223,77436,28540,79753.0,21790345.0
2003-07-21,77646,78282,77012,77859,40540,80188.0,21790345.0
2003-07-22,76800,77753,76800,77648,21000,79971.0,21790345.0
2003-07-23,77328,77645,76588,76696,20190,78990.0,21790345.0
2003-07-24,77223,77223,76589,77225,11080,79535.0,21790345.0
2003-07-25,77224,78282,76378,78283,11880,80624.0,21790345.0
2003-07-28,78915,79974,77434,78706,24150,81060.0,21790345.0
2003-07-29,79869,79869,77540,79340,15250,81714.0,21790345.0
2003-07-30,77646,79128,77646,78283,19103,80624.0,21790345.0
2003-07-31,77858,79127,76377,77225,21890,79535.0,21790345.0
2003-08-01,76483,78282,76483,78071,14830,80406.0,21790345.0
2003-08-04,77965,77965,76166,77859,15090,80188.0,21790345.0
2003-08-05,78282,78282,77223,78071,7020,80406.0,21790345.0
2003-08-06,77435,78071,76589,76590,10130,78881.0,21790345.0
2003-08-07,77223,78070,76800,77859,18085,80188.0,21790345.0
2003-08-08,79550,79974,76588,78917,11080,81278.0,21790345.0
2003-08-11,78916,78916,77012,78071,7970,80406.0,21790345.0
2003-08-12,77223,78282,77223,78177,7480,80515.0,21790345.0
2003-08-13,78704,78915,78070,78706,14590,81060.0,21790345.0
2003-08-14,79975,80821,78493,80293,30008,82694.0,21790345.0
2003-08-18,80397,82725,80397,81879,34070,84329.0,21790345.0
2003-08-19,82725,82725,80186,81879,57467,84329.0,21790345.0
2003-08-20,82090,82301,80820,80821,24090,83239.0,21790345.0
2003-08-21,80821,82619,80398,82620,85820,85091.0,21790345.0
2003-08-22,84205,84205,82407,82937,49230,85418.0,21790345.0
2003-08-25,83147,85262,82935,84841,69193,87379.0,21790345.0
2003-08-26,84946,85052,83676,84101,39590,86617.0,21790345.0
2003-08-27,84100,84628,83147,83149,37093,85636.0,21790345.0
2003-08-28,83569,84205,81984,82831,42774,85309.0,21790345.0
2003-08-29,82937,83148,82091,82726,23400,85200.0,21790345.0
2003-09-01,82301,83570,82301,83466,18580,85963.0,21790345.0
2003-09-02,84312,84312,82724,83783,23350,86290.0,21790345.0
2003-09-03,84417,84629,82936,83995,29220,86508.0,21790345.0
2003-09-04,84524,87485,83571,86746,99320,89340.0,21790345.0
2003-09-05,87802,88226,85475,86746,34080,89340.0,21790345.0
2003-09-08,85686,86850,85686,86322,30820,88905.0,21790345.0
2003-09-09,86322,88861,85687,88861,54030,91519.0,21790345.0
