CJ제일제당(097950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-12-28,291500,298500,289000,296000,35147,3337900.0,11276688.0
2008-01-02,299000,299000,290500,290500,28711,3275878.0,11276688.0
2008-01-03,282000,297000,282000,297000,52735,3349176.0,11276688.0
2008-01-04,298000,298000,292500,297000,36878,3349176.0,11276688.0
2008-01-07,285000,290500,284000,285000,29886,3213856.0,11276688.0
2008-01-08,287500,287500,277000,285000,45291,3213856.0,11276688.0
2008-01-09,280000,285000,279000,284000,23179,3202579.0,11276688.0
2008-01-10,286500,290000,280500,284500,42633,3208218.0,11276688.0
2008-01-11,283500,288000,266000,272000,40224,3067259.0,11276688.0
2008-01-14,266500,272000,266500,268500,44956,3027791.0,11276688.0
2008-01-15,267500,271500,260000,270000,55176,3044706.0,11276688.0
2008-01-16,267000,278500,264000,270500,39568,3050344.0,11276688.0
2008-01-17,276500,284500,270000,270500,29853,3050344.0,11276688.0
2008-01-18,270000,272500,263000,270500,19960,3050344.0,11276688.0
2008-01-21,269000,274000,265000,269000,23137,3033429.0,11276688.0
2008-01-22,264000,269000,257000,264000,33411,2977046.0,11276688.0
2008-01-23,270000,276500,257000,276500,46951,3118004.0,11276688.0
2008-01-24,273500,281000,269000,269000,23425,3033429.0,11276688.0
2008-01-25,271000,271500,252500,259000,130291,2920662.0,11276688.0
2008-01-28,259000,271500,258000,260500,73547,2937577.0,11276688.0
2008-01-29,261500,270500,261500,269500,40615,3039067.0,11276688.0
2008-01-30,275000,281500,271000,275500,90664,3106728.0,11276688.0
2008-01-31,274500,288000,270500,288000,59340,3247686.0,11276688.0
2008-02-01,286000,287500,280000,283500,32478,3196941.0,11276688.0
2008-02-04,283500,296500,283500,295000,103637,3326623.0,11276688.0
2008-02-05,294500,294500,285500,287000,35748,3236409.0,11276688.0
2008-02-11,284000,293000,282000,286500,51142,3230771.0,11276688.0
2008-02-12,287000,290500,282000,289500,35270,3264601.0,11276688.0
2008-02-13,294500,294500,283000,289000,29083,3258963.0,11276688.0
2008-02-14,290000,290000,276500,277000,61035,3123643.0,11276688.0
2008-02-15,275000,279500,271500,273500,61334,3084174.0,11276688.0
2008-02-18,275000,278000,267500,268500,26366,3027791.0,11276688.0
2008-02-19,269000,275500,269000,275000,25531,3101089.0,11276688.0
2008-02-20,272000,282000,272000,280000,86675,3157473.0,11276688.0
2008-02-21,283000,285000,276000,283000,45496,3191303.0,11276688.0
2008-02-22,283000,287000,274000,282000,19365,3180026.0,11276688.0
2008-02-25,279500,281000,272000,275000,19630,3101089.0,11276688.0
2008-02-26,276000,277500,267500,270500,45600,3050344.0,11276688.0
2008-02-27,273000,274000,268000,272500,63889,3072897.0,11276688.0
2008-02-28,273000,273000,267500,268000,38780,3022152.0,11276688.0
2008-02-29,268000,270000,263000,268500,34875,3027791.0,11276688.0
2008-03-03,261000,263000,255000,259000,33247,2920662.0,11276688.0
2008-03-04,260000,263000,256500,259500,28908,2926301.0,11276688.0
2008-03-05,257000,266500,254500,266500,44473,3005237.0,11276688.0
2008-03-06,263500,268000,259000,260000,61143,2931939.0,11276688.0
2008-03-07,256000,258000,253500,258000,32426,2909386.0,11276688.0
2008-03-10,258000,264500,256000,264000,42030,2977046.0,11276688.0
2008-03-11,263500,265500,257000,260000,40589,2931939.0,11276688.0
2008-03-12,263500,263500,251000,252500,66165,2847364.0,11276688.0
2008-03-13,252000,254500,233000,245000,71776,2762789.0,11276688.0
2008-03-14,247000,248500,229000,232500,72234,2621830.0,11276688.0
2008-03-17,227000,228000,221000,225500,46899,2542893.0,11276688.0
2008-03-18,225500,228000,220000,222000,50863,2503425.0,11276688.0
2008-03-19,228000,237000,224000,226500,80480,2554170.0,11276688.0
2008-03-20,233000,233000,215500,224500,21855,2531616.0,11276688.0
2008-03-21,228500,230000,217000,222000,54690,2503425.0,11276688.0
2008-03-24,227500,231500,224500,229000,35768,2582362.0,11276688.0
2008-03-25,229500,232000,213500,218500,133846,2463956.0,11276688.0
2008-03-26,218500,223000,215000,221000,52247,2492148.0,11276688.0
2008-03-27,221000,223500,217000,219500,53298,2475233.0,11276688.0
2008-03-28,219500,219500,211500,215500,53163,2430126.0,11276688.0
2008-03-31,219000,220000,213500,220000,42011,2480871.0,11276688.0
2008-04-01,220000,224000,218000,223500,43722,2520340.0,11276688.0
2008-04-02,227500,227500,216500,217500,52763,2452680.0,11276688.0
2008-04-03,217000,219000,212500,213500,93449,2407573.0,11276688.0
2008-04-04,215000,222500,214500,222000,78767,2503425.0,11276688.0
2008-04-07,223000,227500,222000,225000,59360,2537255.0,11276688.0
2008-04-08,226000,227000,222000,226000,65720,2548531.0,11276688.0
2008-04-10,225500,232500,222500,232000,54047,2616192.0,11276688.0
2008-04-11,234000,235000,228500,235000,48979,2650022.0,11276688.0
2008-04-14,232000,236500,229000,236500,31852,2666937.0,11276688.0
2008-04-15,238500,238500,230000,235000,31417,2650022.0,11276688.0
2008-04-16,236000,237000,231500,236000,56004,2661298.0,11276688.0
2008-04-17,238000,239000,232000,233000,48226,2627468.0,11276688.0
2008-04-18,233000,237000,232000,236500,45599,2666937.0,11276688.0
2008-04-21,240000,244000,238000,241000,39355,2717682.0,11276688.0
2008-04-22,245000,248500,241500,245000,77169,2762789.0,11276688.0
2008-04-23,247000,247000,242500,244000,23357,2751512.0,11276688.0
2008-04-24,247000,249000,239500,242500,82042,2734597.0,11276688.0
2008-04-25,245000,246000,236000,245500,58438,2768427.0,11276688.0
2008-04-28,247500,248500,242000,248500,34263,2802257.0,11276688.0
2008-04-29,249000,251000,246500,251000,37571,2830449.0,11276688.0
2008-04-30,247000,256000,247000,255000,53333,2875555.0,11276688.0
2008-05-02,259000,260500,251000,259000,40967,2920662.0,11276688.0
2008-05-06,259000,259000,244000,246000,60053,2774065.0,11276688.0
2008-05-07,248000,251000,245000,245000,22031,2762789.0,11276688.0
2008-05-08,244000,246000,242500,244000,21063,2751512.0,11276688.0
2008-05-09,246000,249500,244500,246000,32742,2774065.0,11276688.0
2008-05-13,248000,252500,246000,249500,25876,2813534.0,11276688.0
2008-05-14,254500,255000,248500,250500,36467,2824810.0,11276688.0
2008-05-15,254000,274500,253000,269500,109916,3039067.0,11276688.0
2008-05-16,269000,277500,266000,277000,43745,3123643.0,11276688.0
2008-05-19,279500,280000,271000,274000,24124,3089813.0,11276688.0
2008-05-20,277000,279500,271500,275500,34648,3106728.0,11276688.0
2008-05-21,274500,275000,266000,266500,23645,3005237.0,11276688.0
2008-05-22,266000,277500,264000,272500,31722,3072897.0,11276688.0
2008-05-23,274500,274500,264500,265000,31378,2988322.0,11276688.0
2008-05-26,266000,266500,261000,263000,20116,2965769.0,11276688.0
2008-05-27,268000,269500,264000,266500,17908,3005237.0,11276688.0
2008-05-28,270000,273000,264500,264500,19353,2982684.0,11276688.0
2008-05-29,264500,275000,264500,268500,22581,3027791.0,11276688.0
2008-05-30,270000,270000,265000,266500,15292,3005237.0,11276688.0
2008-06-02,265000,270000,265000,269000,11395,3033429.0,11276688.0
2008-06-03,265000,268500,264000,265000,29675,2988322.0,11276688.0
2008-06-04,268000,272000,261500,265000,34426,2988322.0,11276688.0
2008-06-05,265000,265000,260000,264000,49172,2977046.0,11276688.0
2008-06-09,262000,262000,257000,257500,31781,2903747.0,11276688.0
2008-06-10,256000,260000,255000,255500,39344,2881194.0,11276688.0
2008-06-11,256000,259000,253500,258000,18673,2909386.0,11276688.0
2008-06-12,255000,261000,255000,258000,15479,2909386.0,11276688.0
2008-06-13,257000,277000,255500,269000,76992,3033429.0,11276688.0
2008-06-16,270000,272000,267500,272000,20013,3067259.0,11276688.0
2008-06-17,273000,273000,268500,268500,22318,3027791.0,11276688.0
2008-06-18,266500,271000,266500,271000,22181,3055982.0,11276688.0
2008-06-19,267500,275000,265500,269000,21610,3033429.0,11276688.0
2008-06-20,271000,272000,267000,267000,13005,3010876.0,11276688.0
2008-06-23,262500,267000,261500,264500,28801,2982684.0,11276688.0
2008-06-24,267500,268000,263000,263000,16493,2965769.0,11276688.0
2008-06-25,269000,271500,262500,271000,34209,3055982.0,11276688.0
2008-06-26,270000,271000,268000,269000,24616,3033429.0,11276688.0
2008-06-27,261500,276000,260500,276000,26201,3112366.0,11276688.0
2008-06-30,273000,274000,269500,273500,41512,3084174.0,11276688.0
2008-07-01,274000,274000,270000,274000,23835,3089813.0,11276688.0
2008-07-02,273000,277000,270000,270000,29095,3044706.0,11276688.0
2008-07-03,268000,268000,258000,262500,21892,2960131.0,11276688.0
2008-07-04,263000,268000,258000,265000,36237,2988322.0,11276688.0
2008-07-07,260000,263000,258000,260000,14218,2931939.0,11276688.0
2008-07-08,260000,266500,236000,247500,28177,2790980.0,11276688.0
2008-07-09,245000,248500,233000,241000,50238,2717682.0,11276688.0
2008-07-10,231500,260000,231000,260000,27243,2931939.0,11276688.0
2008-07-11,258000,259000,248000,259000,33417,2920662.0,11276688.0
2008-07-14,251500,258000,245500,248500,22163,2802257.0,11276688.0
2008-07-15,246000,253500,237500,241000,19880,2717682.0,11276688.0
2008-07-16,239500,255500,239500,249000,50366,2807895.0,11276688.0
2008-07-17,256000,256000,244000,250500,24840,2824810.0,11276688.0
2008-07-18,250500,254000,243500,253000,23522,2853002.0,11276688.0
2008-07-21,253000,254000,247500,248500,18224,2802257.0,11276688.0
2008-07-22,246500,246500,238000,245000,31216,2762789.0,11276688.0
2008-07-23,242000,244500,240500,242500,19875,2734597.0,11276688.0
2008-07-24,242500,243000,235000,238000,84780,2683852.0,11276688.0
2008-07-25,231500,236000,231500,233000,29607,2627468.0,11276688.0
2008-07-28,233000,238500,233000,237000,15277,2672575.0,11276688.0
2008-07-29,234000,243000,233000,243000,14462,2740235.0,11276688.0
2008-07-30,242000,242000,234500,235000,25364,2650022.0,11276688.0
2008-07-31,235500,236500,232500,234500,28471,2644383.0,11276688.0
2008-08-01,235500,249000,232000,246000,38806,2774065.0,11276688.0
2008-08-04,243000,245500,240500,244000,14717,2751512.0,11276688.0
2008-08-05,246000,253500,242500,251000,63163,2830449.0,11276688.0
2008-08-06,255000,255500,248500,255500,28727,2881194.0,11276688.0
2008-08-07,254500,264000,252500,261500,40081,2948854.0,11276688.0
2008-08-08,257000,259500,255500,258000,33178,2909386.0,11276688.0
2008-08-11,258000,268000,257500,264000,27410,2977046.0,11276688.0
2008-08-12,262000,267000,256000,261500,18815,2948854.0,11276688.0
2008-08-13,261500,262500,258000,260000,10117,2931939.0,11276688.0
2008-08-14,258000,261500,255000,255000,7728,2875555.0,11276688.0
2008-08-18,259500,267000,255500,262000,17103,2954492.0,11276688.0
2008-08-19,257000,261500,257000,260000,15004,2931939.0,11276688.0
2008-08-20,261500,264000,253000,260000,19029,2931939.0,11276688.0
2008-08-21,260000,264000,257000,257000,7970,2898109.0,11276688.0
2008-08-22,257000,257500,247000,256500,19144,2892470.0,11276688.0
2008-08-25,254500,257500,249500,252000,18365,2841725.0,11276688.0
2008-08-26,246500,248000,242000,245000,34782,2762789.0,11276688.0
2008-08-27,243500,247000,241000,242500,17053,2734597.0,11276688.0
2008-08-28,245500,245500,234500,239500,48804,2700767.0,11276688.0
2008-08-29,237000,239500,233500,238000,60713,2683852.0,11276688.0
2008-09-01,237500,246500,236000,243000,54962,2740235.0,11276688.0
2008-09-02,247500,247500,239500,239500,22093,2700767.0,11276688.0
2008-09-03,231000,239000,230500,238500,43508,2689490.0,11276688.0
2008-09-04,239000,243500,233000,235000,20332,2650022.0,11276688.0
2008-09-05,234500,240000,230000,239500,26962,2700767.0,11276688.0
2008-09-08,240000,242000,236500,239500,31556,2700767.0,11276688.0
2008-09-09,239000,239000,231000,231000,26323,2604915.0,11276688.0
2008-09-10,229500,233000,227500,231500,30843,2610553.0,11276688.0
2008-09-11,234000,234000,220500,220500,54667,2486510.0,11276688.0
2008-09-12,223000,226500,218000,225500,68060,2542893.0,11276688.0
2008-09-16,208500,215500,208000,214000,30503,2413211.0,11276688.0
2008-09-17,215000,225000,212000,212000,43329,2390658.0,11276688.0
2008-09-18,210000,210000,193500,195500,68931,2204593.0,11276688.0
2008-09-19,200000,207000,198500,203000,85004,2289168.0,11276688.0
2008-09-22,205500,208500,189500,193500,199363,2182039.0,11276688.0
2008-09-23,192000,209000,189000,208500,183427,2351189.0,11276688.0
2008-09-24,208500,212500,206000,211500,68306,2385020.0,11276688.0
2008-09-25,208500,212500,205000,211500,34364,2385020.0,11276688.0
2008-09-26,212500,216000,211500,215500,67456,2430126.0,11276688.0
2008-09-29,215500,216500,198500,203000,129157,2289168.0,11276688.0
2008-09-30,188000,194500,187000,192500,345804,2170762.0,11276688.0
2008-10-01,194000,203000,193500,199000,107659,2244061.0,11276688.0
2008-10-02,197000,202000,196500,200500,87095,2260976.0,11276688.0
2008-10-06,199000,205000,194000,203500,85374,2294806.0,11276688.0
2008-10-07,195500,200000,191500,198000,70238,2232784.0,11276688.0
2008-10-08,191500,194500,182000,186500,48706,2103102.0,11276688.0
2008-10-09,180000,185000,161000,177000,256348,1995974.0,11276688.0
2008-10-10,166000,190000,153000,182500,173582,2057996.0,11276688.0
2008-10-13,182500,186500,179500,180000,113250,2029804.0,11276688.0
2008-10-14,185000,198000,185000,193000,87445,2176401.0,11276688.0
2008-10-15,192500,193500,184000,190000,49167,2142571.0,11276688.0
2008-10-16,179000,197500,174500,197500,75408,2227146.0,11276688.0
2008-10-17,191500,192500,176500,180000,68906,2029804.0,11276688.0
2008-10-20,177500,184000,153500,169000,140375,1905760.0,11276688.0
2008-10-21,177000,179000,158000,163000,94845,1838100.0,11276688.0
2008-10-22,159000,162000,139000,139000,122643,1567460.0,11276688.0
2008-10-23,130500,133000,118500,133000,155153,1499800.0,11276688.0
2008-10-24,133000,135000,113500,113500,104083,1279904.0,11276688.0
2008-10-27,105500,113000,96500,101000,213114,1138945.0,11276688.0
2008-10-28,96300,116000,96000,115000,137312,1296819.0,11276688.0
2008-10-29,132000,132000,118000,130500,165631,1471608.0,11276688.0
2008-10-30,145000,150000,138000,150000,88537,1691503.0,11276688.0
2008-10-31,157000,159500,148000,148000,109403,1668950.0,11276688.0
2008-11-03,146500,158000,146000,156500,45926,1764802.0,11276688.0
2008-11-04,156500,156500,146500,155500,46135,1753525.0,11276688.0
2008-11-05,159000,168000,155500,158500,82211,1787355.0,11276688.0
2008-11-06,151000,152000,135000,135000,117531,1522353.0,11276688.0
2008-11-07,124500,133000,119500,132000,445985,1488523.0,11276688.0
2008-11-10,134000,143000,127000,135000,176332,1522353.0,11276688.0
2008-11-11,133000,146000,132500,143000,115479,1612566.0,11276688.0
2008-11-12,141500,147500,139000,146000,71420,1646396.0,11276688.0
2008-11-13,138000,145000,133500,139500,72816,1573098.0,11276688.0
2008-11-14,146000,148000,141000,141000,32274,1590013.0,11276688.0
2008-11-17,136500,147000,136000,146000,43420,1646396.0,11276688.0
2008-11-18,144000,147000,135000,135000,34605,1522353.0,11276688.0
2008-11-19,136500,139000,123500,134000,38972,1511076.0,11276688.0
2008-11-20,124000,142000,123500,140000,76928,1578736.0,11276688.0
2008-11-21,137000,145000,132000,145000,111231,1635120.0,11276688.0
2008-11-24,143000,147000,137000,142000,41497,1601290.0,11276688.0
2008-11-25,149000,155000,147000,155000,130149,1747887.0,11276688.0
2008-11-26,156000,176000,153500,166000,82637,1871930.0,11276688.0
2008-11-27,165500,168500,157000,165000,103672,1860654.0,11276688.0
2008-11-28,165000,170000,159000,169000,72471,1905760.0,11276688.0
2008-12-01,167000,167000,148500,148500,173973,1674588.0,11276688.0
2008-12-02,141000,155000,140000,148500,69152,1674588.0,11276688.0
2008-12-03,154000,159000,148500,155000,86687,1747887.0,11276688.0
2008-12-04,158500,158500,142000,142000,72852,1601290.0,11276688.0
2008-12-05,142000,152500,142000,149000,53106,1680227.0,11276688.0
2008-12-08,149500,160500,148500,160000,75189,1804270.0,11276688.0
2008-12-09,165000,172000,158500,169000,104545,1905760.0,11276688.0
2008-12-10,166000,176000,162000,176000,112709,1984697.0,11276688.0
2008-12-11,183000,183500,170500,171500,107095,1933952.0,11276688.0
2008-12-12,173500,178000,161000,171500,70221,1933952.0,11276688.0
2008-12-15,172500,174000,168500,171500,130441,1933952.0,11276688.0
2008-12-16,172500,184000,171500,184000,106498,2074911.0,11276688.0
2008-12-17,190000,193000,181000,192500,106324,2170762.0,11276688.0
2008-12-18,197000,197000,187500,191000,49114,2153847.0,11276688.0
2008-12-19,189000,190500,180500,182000,93334,2052357.0,11276688.0
2008-12-22,184500,184500,176500,181000,49723,2041081.0,11276688.0
2008-12-23,178000,184500,174500,184000,53187,2074911.0,11276688.0
2008-12-24,182000,186000,177500,186000,30665,2097464.0,11276688.0
2008-12-26,183000,185500,177500,178500,56985,2012889.0,11276688.0
2008-12-29,178500,185000,172500,184000,43361,2074911.0,11276688.0
2008-12-30,181500,183500,177500,179000,119434,2018527.0,11276688.0
2009-01-02,179000,180000,173500,175000,65080,1973420.0,11276688.0
2009-01-05,178500,179000,174000,174500,59067,1967782.0,11276688.0
2009-01-06,174500,179500,171500,172000,101280,1939590.0,11276688.0
2009-01-07,173000,174000,163000,165000,252929,1860654.0,11276688.0
2009-01-08,166000,168500,159500,160500,153061,1809908.0,11276688.0
2009-01-09,163000,165000,159500,161000,159164,1815547.0,11276688.0
2009-01-12,162500,168500,161500,167500,166139,1888845.0,11276688.0
2009-01-13,168500,168500,161500,168000,79493,1894484.0,11276688.0
2009-01-14,168000,169000,165000,168500,95355,1900122.0,11276688.0
2009-01-15,163500,163500,150000,150000,114358,1691503.0,11276688.0
2009-01-16,151500,157500,148500,157500,73045,1776078.0,11276688.0
2009-01-19,159000,161500,155000,161000,100207,1815547.0,11276688.0
2009-01-20,159500,160500,154500,156000,43474,1759163.0,11276688.0
2009-01-21,148500,160500,148500,159500,50180,1798632.0,11276688.0
2009-01-22,161000,161500,155000,161000,73607,1815547.0,11276688.0
2009-01-23,159000,160500,155500,159500,35208,1798632.0,11276688.0
2009-01-28,160500,162000,158500,160000,60544,1804270.0,11276688.0
2009-01-29,161000,162500,156500,159000,68939,1792993.0,11276688.0
2009-01-30,158500,160000,153000,155000,86937,1747887.0,11276688.0
2009-02-02,156000,156000,150500,151000,52225,1702780.0,11276688.0
2009-02-03,151000,151500,147500,147500,112215,1663311.0,11276688.0
2009-02-04,150500,151000,145000,146500,175262,1652035.0,11276688.0
2009-02-05,148000,154000,147000,148500,242912,1674588.0,11276688.0
2009-02-06,150000,151500,146500,148500,119106,1674588.0,11276688.0
2009-02-09,150500,151000,145000,145500,179854,1640758.0,11276688.0
2009-02-10,146500,147000,142500,145000,86701,1635120.0,11276688.0
2009-02-11,141500,144000,140500,142000,112554,1601290.0,11276688.0
2009-02-12,142500,145000,140000,143500,103777,1618205.0,11276688.0
2009-02-13,144000,147500,141500,147000,85667,1657673.0,11276688.0
2009-02-16,146000,149500,142500,142500,122568,1606928.0,11276688.0
2009-02-17,141500,142000,130000,130000,139900,1465969.0,11276688.0
2009-02-18,127000,128500,121500,127000,166313,1432139.0,11276688.0
2009-02-19,125500,131500,125500,130000,76617,1465969.0,11276688.0
2009-02-20,127000,130500,121000,124500,98042,1403948.0,11276688.0
2009-02-23,123000,138000,122000,134500,167577,1516715.0,11276688.0
2009-02-24,130500,137000,128000,134000,77793,1511076.0,11276688.0
2009-02-25,139500,140000,130500,130500,51670,1471608.0,11276688.0
2009-02-26,131000,134500,125000,126000,54429,1420863.0,11276688.0
2009-02-27,128000,129000,124500,126000,30480,1420863.0,11276688.0
2009-03-02,123000,125000,120000,120000,44742,1353203.0,11276688.0
2009-03-03,115000,129500,115000,128000,91300,1443416.0,11276688.0
2009-03-04,128000,129500,124000,127000,68381,1432139.0,11276688.0
2009-03-05,129000,131500,126500,126500,37735,1426501.0,11276688.0
2009-03-06,126500,132000,123500,132000,80288,1488523.0,11276688.0
2009-03-09,135500,141500,133500,141500,133066,1595651.0,11276688.0
2009-03-10,140500,145000,137000,144500,86427,1629481.0,11276688.0
2009-03-11,149000,151500,145500,147000,147729,1657673.0,11276688.0
2009-03-12,141000,142000,135000,135000,227647,1522353.0,11276688.0
2009-03-13,138500,145000,138000,142000,120849,1601290.0,11276688.0
2009-03-16,145000,147500,141000,145000,56944,1635120.0,11276688.0
2009-03-17,147500,149000,145500,147000,72349,1657673.0,11276688.0
2009-03-18,149000,150000,141000,143000,89680,1612566.0,11276688.0
2009-03-19,145000,148000,144000,144000,68931,1623843.0,11276688.0
2009-03-20,144000,146000,141500,143000,68571,1698150.0,11875173.0
2009-03-23,144000,146500,144000,146500,68225,1739713.0,11875173.0
2009-03-24,150000,155000,146500,154500,153626,1834714.0,11875173.0
2009-03-25,154000,156500,151000,153500,96863,1822839.0,11875173.0
2009-03-26,155500,157000,152000,157000,121888,1864402.0,11875173.0
2009-03-27,159500,160000,150000,150000,112096,1781276.0,11875173.0
2009-03-30,148500,150000,143000,143000,90552,1698150.0,11875173.0
2009-03-31,143500,145500,142000,144000,110564,1710025.0,11875173.0
2009-04-01,144000,146500,140500,141000,162729,1674399.0,11875173.0
2009-04-02,143500,146000,143000,145500,256332,1727838.0,11875173.0
2009-04-03,148000,152000,147000,152000,212740,1805026.0,11875173.0
2009-04-06,153000,155500,151500,154000,149901,1828777.0,11875173.0
2009-04-07,154500,155000,149000,152500,110790,1810964.0,11875173.0
2009-04-08,150000,151500,144500,144500,117096,1715962.0,11875173.0
2009-04-09,147000,150500,146000,148500,99139,1763463.0,11875173.0
2009-04-10,151500,154000,147000,153000,164034,1816901.0,11875173.0
2009-04-13,153500,156000,150500,155000,131363,1840652.0,11875173.0
2009-04-14,156000,160000,149000,149500,200555,1775338.0,11875173.0
2009-04-15,147500,148500,142000,143500,148011,1704087.0,11875173.0
2009-04-16,147500,150500,146000,148500,127755,1763463.0,11875173.0
2009-04-17,150500,151500,145000,146500,74879,1739713.0,11875173.0
2009-04-20,146500,146500,141000,141500,135808,1680337.0,11875173.0
2009-04-21,139000,144000,138000,142500,71832,1692212.0,11875173.0
2009-04-22,143500,144000,139500,139500,120343,1656587.0,11875173.0
2009-04-23,140000,141500,138000,139000,106480,1650649.0,11875173.0
2009-04-24,140000,146000,139500,141500,161531,1680337.0,11875173.0
2009-04-27,145000,147000,142000,144000,105051,1710025.0,11875173.0
2009-04-28,146000,150500,144500,145500,209806,1727838.0,11875173.0
2009-04-29,149000,155000,147500,155000,251011,1840652.0,11875173.0
2009-04-30,156000,159500,153500,158000,235679,1876277.0,11875173.0
2009-05-04,160500,163000,159000,162500,117447,1929716.0,11875173.0
2009-05-06,164000,165000,157000,158000,125621,1876277.0,11875173.0
2009-05-07,161000,169500,159500,169500,237154,2012842.0,11875173.0
2009-05-08,168500,171000,167500,170000,193209,2018779.0,11875173.0
2009-05-11,174500,176000,167000,167000,217701,1983154.0,11875173.0
2009-05-12,165500,170000,164000,170000,107339,2018779.0,11875173.0
2009-05-13,170000,171000,166500,169000,94486,2006904.0,11875173.0
2009-05-14,164500,168000,161500,162500,103865,1929716.0,11875173.0
2009-05-15,164500,167500,161000,162500,64263,1929716.0,11875173.0
2009-05-18,161500,162000,156000,158000,86215,1876277.0,11875173.0
2009-05-19,162000,170000,161000,170000,114556,2018779.0,11875173.0
2009-05-20,168000,171000,167500,170000,79244,2018779.0,11875173.0
2009-05-21,170000,173000,166000,167000,97448,1983154.0,11875173.0
2009-05-22,165500,171000,163500,169500,94119,2012842.0,11875173.0
2009-05-25,170000,174500,162500,172000,152739,2042530.0,11875173.0
