LG화학(051910),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-08-26,61154,62007,61012,61227,322190,2773499.0,64425064.0
2004-08-27,61439,61865,60087,61867,226722,2802490.0,64425064.0
2004-08-30,61225,62576,61225,62578,429325,2834703.0,64425064.0
2004-08-31,62293,62293,61440,62293,190540,2821818.0,64425064.0
2004-09-01,62151,62862,61653,62151,284773,2815375.0,64425064.0
2004-09-02,61724,62506,61013,61582,346726,2789605.0,64425064.0
2004-09-03,61652,63501,61367,62009,532040,2808933.0,64425064.0
2004-09-06,62576,62576,60514,60729,354101,2750950.0,64425064.0
2004-09-07,60160,60657,59022,59591,375810,2699410.0,64425064.0
2004-09-08,59021,60514,59021,59236,346208,2683304.0,64425064.0
2004-09-09,59733,60231,58808,59733,333315,2705853.0,64425064.0
2004-09-10,60302,60800,59733,60800,374554,2754171.0,64425064.0
2004-09-13,61723,62861,61012,61867,497925,2802490.0,64425064.0
2004-09-14,63287,63572,61936,62649,480480,2837924.0,64425064.0
2004-09-15,62648,62862,61582,61653,191468,2792827.0,64425064.0
2004-09-16,62221,63572,61865,63147,457843,2860473.0,64425064.0
2004-09-17,63145,64496,62576,62578,394408,2834703.0,64425064.0
2004-09-20,62505,64425,62434,63289,415034,2866915.0,64425064.0
2004-09-21,63715,64995,63146,64000,465033,2899128.0,64425064.0
2004-09-22,64142,65280,62791,62791,482630,2844367.0,64425064.0
2004-09-23,62861,64212,62647,63858,460770,2892685.0,64425064.0
2004-09-24,63146,63288,62577,62933,242425,2850809.0,64425064.0
2004-09-30,62577,63644,60800,62151,406964,2815375.0,64425064.0
2004-10-01,61439,62007,61012,62009,480723,2808933.0,64425064.0
2004-10-04,62008,64355,62008,64000,667179,2899128.0,64425064.0
2004-10-05,64994,64994,63999,64427,447069,2918455.0,64425064.0
2004-10-06,64994,66487,64070,65138,517955,2950668.0,64425064.0
2004-10-07,65564,65564,64426,64853,230091,2937783.0,64425064.0
2004-10-08,64071,65564,64071,64711,437102,2931340.0,64425064.0
2004-10-11,63857,65564,63573,65493,305808,2966774.0,64425064.0
2004-10-12,65706,65991,62577,63004,344522,2854030.0,64425064.0
2004-10-13,63857,64000,62720,62791,312680,2844367.0,64425064.0
2004-10-14,61937,63857,61937,63360,356177,2870137.0,64425064.0
2004-10-15,62364,63075,61440,62080,559744,2812154.0,64425064.0
2004-10-18,61581,62221,61439,61796,302854,2799269.0,64425064.0
2004-10-19,62151,62933,61866,62222,214400,2818597.0,64425064.0
2004-10-20,61440,62008,59946,60302,472928,2731623.0,64425064.0
2004-10-21,59875,60302,57742,59022,574794,2673640.0,64425064.0
2004-10-22,58594,60301,58594,60018,229562,2718738.0,64425064.0
2004-10-25,59022,60160,58311,58880,239787,2667198.0,64425064.0
2004-10-26,59732,60016,58594,59378,226091,2689746.0,64425064.0
2004-10-27,60088,61440,58737,59164,273590,2680083.0,64425064.0
2004-10-28,58879,60372,58879,60018,483410,2718738.0,64425064.0
2004-10-29,58595,59591,58524,59591,413762,2699410.0,64425064.0
2004-11-01,59519,59590,58879,59449,261740,2692968.0,64425064.0
2004-11-02,59305,60087,59234,60089,342093,2721959.0,64425064.0
2004-11-03,60302,60444,59875,60160,376693,2725180.0,64425064.0
2004-11-04,60586,60586,59306,60444,331561,2738065.0,64425064.0
2004-11-05,61012,61865,60585,60587,353778,2744508.0,64425064.0
2004-11-08,61297,61440,60444,61084,228969,2767056.0,64425064.0
2004-11-09,61013,61084,59306,60160,275480,2725180.0,64425064.0
2004-11-10,59306,60231,59164,59733,283807,2705853.0,64425064.0
2004-11-11,59733,60800,59591,59804,330764,2709074.0,64425064.0
2004-11-12,60302,62008,60160,61440,501619,2783163.0,64425064.0
2004-11-15,61724,63573,61582,62862,389170,2847588.0,64425064.0
2004-11-16,62577,63573,62364,62791,199955,2844367.0,64425064.0
2004-11-17,63431,63431,62293,62933,295535,2850809.0,64425064.0
2004-11-18,62933,63288,61084,61582,238880,2789605.0,64425064.0
2004-11-19,61581,62576,60727,61298,304633,2776720.0,64425064.0
2004-11-22,61297,61724,59946,61582,307792,2789605.0,64425064.0
2004-11-23,61582,62720,61582,62293,288226,2821818.0,64425064.0
2004-11-24,62862,63075,61866,62791,197000,2844367.0,64425064.0
2004-11-25,62720,62862,61795,62080,150349,2812154.0,64425064.0
2004-11-26,62862,63075,61155,62151,260676,2815375.0,64425064.0
2004-11-29,61440,62364,61368,61582,150092,2789605.0,64425064.0
2004-11-30,61510,62079,60585,61867,214892,2802490.0,64425064.0
2004-12-01,62151,62222,61511,61724,77007,2796048.0,64425064.0
2004-12-02,62719,63359,62150,62436,272083,2828260.0,64425064.0
2004-12-03,63146,63857,61440,62151,235294,2815375.0,64425064.0
2004-12-06,62151,62222,61155,62222,181870,2818597.0,64425064.0
2004-12-07,62151,62435,61866,62293,305462,2821818.0,64425064.0
2004-12-08,62434,62932,61296,62009,209405,2808933.0,64425064.0
2004-12-09,61582,61653,59875,60373,556957,2734844.0,64425064.0
2004-12-10,60017,60160,57955,58311,826261,2641428.0,64425064.0
2004-12-13,57884,58240,56675,57600,663090,2609215.0,64425064.0
2004-12-14,56959,58167,56959,58169,229373,2634985.0,64425064.0
2004-12-15,58026,59022,58026,58951,323498,2670419.0,64425064.0
2004-12-16,58951,60160,58880,59164,362402,2680083.0,64425064.0
2004-12-17,59519,60514,58736,58738,264159,2660755.0,64425064.0
2004-12-20,59447,60585,58736,59947,385092,2715516.0,64425064.0
2004-12-21,59945,60799,59874,59947,214399,2715516.0,64425064.0
2004-12-22,59946,60728,59022,59733,233853,2705853.0,64425064.0
2004-12-23,59733,60160,59306,59733,163902,2705853.0,64425064.0
2004-12-24,59733,60017,59093,59591,247983,2699410.0,64425064.0
2004-12-27,59234,60016,59163,59449,132576,2692968.0,64425064.0
2004-12-28,59448,59732,59164,59520,220381,2696189.0,64425064.0
2004-12-29,58311,58880,58026,58311,360037,2641428.0,64425064.0
2004-12-30,58452,58665,58167,58667,303549,2657534.0,64425064.0
2005-01-03,59376,59376,58594,58596,302972,2654313.0,64425064.0
2005-01-04,58951,59235,58311,58951,192535,2670419.0,64425064.0
2005-01-05,58595,59022,58524,58951,193625,2670419.0,64425064.0
2005-01-06,59234,60870,58665,60018,472736,2718738.0,64425064.0
2005-01-07,60017,60586,59093,59093,285230,2676861.0,64425064.0
2005-01-10,59163,59163,58452,58596,177435,2654313.0,64425064.0
2005-01-11,58594,59021,57741,58596,250477,2654313.0,64425064.0
2005-01-12,58737,58737,56746,57173,572627,2589888.0,64425064.0
2005-01-13,57172,57456,55821,56178,881896,2544790.0,64425064.0
2005-01-14,56177,56888,56106,56462,818006,2557675.0,64425064.0
2005-01-17,56675,57742,56533,57173,398978,2589888.0,64425064.0
2005-01-18,57030,57883,57030,57458,411028,2602773.0,64425064.0
2005-01-19,57884,57955,56960,57600,365025,2609215.0,64425064.0
2005-01-20,57031,57031,55324,55751,886101,2525463.0,64425064.0
2005-01-21,55679,55750,54327,54898,670020,2486807.0,64425064.0
2005-01-24,54684,55324,54613,55182,456448,2499692.0,64425064.0
2005-01-25,54896,55323,54683,54756,212040,2480365.0,64425064.0
2005-01-26,54755,55324,54684,55040,350736,2493250.0,64425064.0
2005-01-27,55536,56105,54825,54898,292859,2486807.0,64425064.0
2005-01-28,54754,54754,54185,54258,452527,2457816.0,64425064.0
2005-01-31,54044,55466,53831,55111,794741,2496471.0,64425064.0
2005-02-01,54826,54897,54328,54684,427304,2477144.0,64425064.0
2005-02-02,54755,55253,54684,55253,295470,2502914.0,64425064.0
2005-02-03,55039,56176,54967,56178,366616,2544790.0,64425064.0
2005-02-04,56105,56461,54399,56178,383361,2544790.0,64425064.0
2005-02-07,56604,57102,55680,56604,646641,2564118.0,64425064.0
2005-02-11,56603,56959,56034,56676,303623,2567339.0,64425064.0
2005-02-14,56817,58097,56817,57671,647221,2612436.0,64425064.0
2005-02-15,58311,58737,57813,57884,592899,2622100.0,64425064.0
2005-02-16,58381,61012,58025,59307,910705,2686525.0,64425064.0
2005-02-17,60373,61440,59804,60942,1803309,2760614.0,64425064.0
2005-02-18,61866,66560,61653,65422,2063227,2963553.0,64425064.0
2005-02-21,67413,67555,65706,66702,938239,3021536.0,64425064.0
2005-02-22,66986,67484,65493,66133,549589,2995765.0,64425064.0
2005-02-23,64141,65421,62292,64427,536173,2918455.0,64425064.0
2005-02-24,65136,65563,63359,65138,431034,2950668.0,64425064.0
2005-02-25,65421,66559,64994,65636,293401,2973217.0,64425064.0
2005-02-28,65635,67840,65422,66844,372772,3027978.0,64425064.0
2005-03-02,67982,69831,66488,66702,565538,3021536.0,64425064.0
2005-03-03,66416,66701,64639,65849,233754,2982880.0,64425064.0
2005-03-04,66132,66630,64994,65138,278305,2950668.0,64425064.0
2005-03-07,65279,66702,64426,66702,455990,3021536.0,64425064.0
2005-03-08,66702,66702,64711,64853,238385,2937783.0,64425064.0
2005-03-09,63573,64853,62933,64853,366677,2937783.0,64425064.0
2005-03-10,65421,65421,63785,64569,393290,2924898.0,64425064.0
2005-03-11,64142,65137,64142,64782,240832,2934562.0,64425064.0
2005-03-14,63999,63999,61865,62507,607920,2831482.0,64425064.0
2005-03-15,62506,62577,59591,60302,871420,2731623.0,64425064.0
2005-03-16,60302,61084,59022,60444,357701,2738065.0,64425064.0
2005-03-17,59164,59733,58311,59093,462135,2676861.0,64425064.0
2005-03-18,57741,59163,57741,58738,463629,2660755.0,64425064.0
2005-03-21,58168,58737,57528,58311,355233,2641428.0,64425064.0
2005-03-22,58025,59163,57599,58809,470815,2663976.0,64425064.0
2005-03-23,58026,58168,57031,57173,437014,2589888.0,64425064.0
2005-03-24,57173,58097,56746,57671,300510,2612436.0,64425064.0
2005-03-25,57600,58737,57600,57671,174874,2612436.0,64425064.0
2005-03-28,58026,59448,58026,58951,228882,2670419.0,64425064.0
2005-03-29,59022,59448,57742,58311,261146,2641428.0,64425064.0
2005-03-30,58311,58666,57528,57884,164576,2622100.0,64425064.0
2005-03-31,58595,59306,57884,58311,309704,2641428.0,64425064.0
2005-04-01,57812,58665,57527,58169,488226,2634985.0,64425064.0
2005-04-04,57670,58736,56816,56889,480588,2577003.0,64425064.0
2005-04-06,57172,58310,56674,58098,340015,2631764.0,64425064.0
2005-04-07,57671,58524,57528,58311,495787,2641428.0,64425064.0
2005-04-08,58595,59733,58026,58311,315936,2641428.0,64425064.0
2005-04-11,58097,58311,57742,57813,231629,2618879.0,64425064.0
2005-04-12,57671,58096,56888,56960,380474,2580224.0,64425064.0
2005-04-13,57527,57812,56959,57529,153175,2605994.0,64425064.0
2005-04-14,57314,57527,55465,55467,463514,2512577.0,64425064.0
2005-04-15,55537,56106,55466,55751,322940,2525463.0,64425064.0
2005-04-18,55466,55608,54400,54613,353931,2473922.0,64425064.0
2005-04-19,54470,55323,54470,54827,158785,2483586.0,64425064.0
2005-04-20,54896,56176,54612,56178,177832,2544790.0,64425064.0
2005-04-21,55040,56604,54684,56391,120994,2554454.0,64425064.0
2005-04-22,56817,56960,55893,56391,355030,2554454.0,64425064.0
2005-04-25,56533,56888,55537,56320,129175,2551233.0,64425064.0
2005-04-26,56319,56959,55394,55467,215776,2512577.0,64425064.0
2005-04-27,55324,55822,54471,54613,233106,2473922.0,64425064.0
2005-04-28,54754,55110,53261,54329,367623,2461037.0,64425064.0
2005-04-29,52977,54328,52835,53831,359123,2438489.0,64425064.0
2005-05-02,53901,54327,53830,54258,156920,2457816.0,64425064.0
2005-05-03,54471,54968,54257,54684,254102,2477144.0,64425064.0
2005-05-04,55040,55395,54897,55182,433810,2499692.0,64425064.0
2005-05-06,55182,55253,54328,55253,413127,2502914.0,64425064.0
2005-05-09,55252,55323,53190,53618,391438,2428825.0,64425064.0
2005-05-10,53616,53830,52550,52907,378515,2396612.0,64425064.0
2005-05-11,52905,53616,52834,52907,414173,2396612.0,64425064.0
2005-05-12,52905,53332,52336,52338,202955,2370842.0,64425064.0
2005-05-13,52337,52408,50844,51342,288374,2325745.0,64425064.0
2005-05-16,51554,52052,51554,51769,272950,2345072.0,64425064.0
2005-05-17,51767,52194,51270,51627,156255,2338630.0,64425064.0
2005-05-18,51625,52194,51127,51627,303198,2338630.0,64425064.0
2005-05-19,51840,52693,51768,52622,465091,2383727.0,64425064.0
2005-05-20,52480,54044,52480,53902,346363,2441710.0,64425064.0
2005-05-23,53902,54755,53546,53760,149632,2435267.0,64425064.0
2005-05-24,53545,53830,52692,53618,268262,2428825.0,64425064.0
2005-05-25,53617,53617,52337,52551,208926,2380506.0,64425064.0
2005-05-26,52479,52764,52479,52551,177134,2380506.0,64425064.0
2005-05-27,52551,53048,52551,52764,261391,2390170.0,64425064.0
2005-05-30,52764,52977,52124,52622,181123,2383727.0,64425064.0
2005-05-31,52479,52621,51981,52267,161292,2367621.0,64425064.0
2005-06-01,52265,52976,52194,52409,272074,2374064.0,64425064.0
2005-06-02,52480,53333,52480,53333,346201,2415940.0,64425064.0
2005-06-03,53333,54186,52977,53831,256012,2438489.0,64425064.0
2005-06-07,53972,54327,53332,53476,218027,2422382.0,64425064.0
2005-06-08,53048,54328,53048,53902,297449,2441710.0,64425064.0
2005-06-09,53403,53616,52621,53049,518085,2403055.0,64425064.0
2005-06-10,53119,55252,53119,54898,613630,2486807.0,64425064.0
2005-06-13,55324,55395,54400,54613,244952,2473922.0,64425064.0
2005-06-14,54612,55750,54541,55467,342058,2512577.0,64425064.0
2005-06-15,55680,57173,55466,57102,515630,2586666.0,64425064.0
2005-06-16,57528,57600,56746,57173,321647,2589888.0,64425064.0
2005-06-17,56887,57172,56034,56249,265921,2548011.0,64425064.0
2005-06-20,56177,56177,55537,55964,165006,2535126.0,64425064.0
2005-06-21,55253,56320,55253,55751,215807,2525463.0,64425064.0
2005-06-22,55323,56816,55110,56818,183002,2573781.0,64425064.0
2005-06-23,56604,56817,56035,56604,176182,2564118.0,64425064.0
2005-06-24,56176,57101,55039,56178,297180,2544790.0,64425064.0
2005-06-27,55465,55892,54896,55467,208393,2512577.0,64425064.0
2005-06-28,55323,56105,55252,55467,201121,2512577.0,64425064.0
2005-06-29,55608,56035,54684,54684,265095,2477144.0,64425064.0
2005-06-30,54044,54328,53760,53760,412925,2435267.0,64425064.0
2005-07-01,53404,53688,52835,53333,697143,2415940.0,64425064.0
2005-07-04,53403,54114,53403,53689,327486,2432046.0,64425064.0
2005-07-05,53545,54114,53403,53547,199404,2425604.0,64425064.0
2005-07-06,53474,53759,53119,53689,249950,2432046.0,64425064.0
2005-07-07,53475,54115,53191,53262,321454,2412719.0,64425064.0
2005-07-08,53262,53617,53048,53120,164886,2406276.0,64425064.0
2005-07-11,53616,54399,53403,54258,232856,2457816.0,64425064.0
2005-07-12,54541,54967,54114,54827,432334,2483586.0,64425064.0
2005-07-13,55040,55537,54257,55182,206976,2499692.0,64425064.0
2005-07-14,55394,57030,55181,56676,519995,2567339.0,64425064.0
2005-07-15,56887,57527,56176,56747,433556,2570560.0,64425064.0
2005-07-18,57457,57600,56675,57173,324093,2589888.0,64425064.0
2005-07-19,57457,57600,56462,57031,322884,2583445.0,64425064.0
2005-07-20,57314,58096,56745,56818,344626,2573781.0,64425064.0
2005-07-21,56887,57314,55679,56178,285173,2544790.0,64425064.0
2005-07-22,54826,57173,54826,57031,364763,2583445.0,64425064.0
2005-07-25,56532,57456,56532,57316,131689,2596330.0,64425064.0
2005-07-26,57314,57456,55181,55467,529564,2512577.0,64425064.0
2005-07-27,55822,57031,55466,55822,365593,2528684.0,64425064.0
2005-07-28,55822,56320,54684,55253,534145,2502914.0,64425064.0
2005-07-29,55253,55395,53120,54044,1118587,2448152.0,64425064.0
2005-08-01,54044,54471,53760,54044,213299,2448152.0,64425064.0
2005-08-02,54043,54754,54043,54116,439358,2451374.0,64425064.0
2005-08-03,54328,54968,54257,54542,434115,2470701.0,64425064.0
2005-08-04,54541,55465,53687,55467,657636,2512577.0,64425064.0
2005-08-05,54755,55111,53475,54613,357263,2473922.0,64425064.0
2005-08-08,54044,54115,53475,53902,294945,2441710.0,64425064.0
2005-08-09,53830,54043,53190,53618,578603,2428825.0,64425064.0
2005-08-10,53617,54471,53333,53902,370308,2441710.0,64425064.0
2005-08-11,53901,55536,53901,55467,527653,2512577.0,64425064.0
2005-08-12,56462,57457,55680,57031,991449,2583445.0,64425064.0
2005-08-16,57599,57812,56176,56676,331902,2567339.0,64425064.0
2005-08-17,55751,56746,55537,56391,317186,2554454.0,64425064.0
2005-08-18,57030,57030,55323,55538,357744,2515799.0,64425064.0
2005-08-19,55181,56319,55039,55609,347603,2519020.0,64425064.0
2005-08-22,56177,58453,56035,58311,1186538,2641428.0,64425064.0
2005-08-23,58880,59235,58026,58951,646791,2670419.0,64425064.0
2005-08-24,58951,59022,58168,58880,572663,2667198.0,64425064.0
2005-08-25,58452,60016,58311,59520,737074,2696189.0,64425064.0
2005-08-26,59519,61083,59519,59947,649771,2715516.0,64425064.0
2005-08-29,59021,59732,58665,59236,378543,2683304.0,64425064.0
2005-08-30,59875,60160,58737,59591,435671,2699410.0,64425064.0
2005-08-31,58595,60160,58595,60160,345348,2725180.0,64425064.0
2005-09-01,60444,60728,59377,60444,489950,2738065.0,64425064.0
2005-09-02,60657,60728,58951,59733,333560,2705853.0,64425064.0
2005-09-05,59874,61367,59874,60516,537843,2741286.0,64425064.0
2005-09-06,60443,61154,59732,59947,477206,2715516.0,64425064.0
2005-09-07,60231,62720,60160,61511,652042,2786384.0,64425064.0
2005-09-08,61724,61866,60657,60871,436148,2757393.0,64425064.0
2005-09-09,61510,61652,60159,61369,201287,2779942.0,64425064.0
2005-09-12,61865,62221,61439,61938,387975,2805712.0,64425064.0
2005-09-13,62008,62577,60373,60373,399490,2734844.0,64425064.0
2005-09-14,60372,62505,60301,62436,361421,2828260.0,64425064.0
2005-09-15,61724,62720,61724,62720,329570,2841145.0,64425064.0
2005-09-16,62720,62720,61653,62720,143611,2841145.0,64425064.0
2005-09-20,62719,64070,62292,63716,481303,2886243.0,64425064.0
2005-09-21,63856,64923,63714,64569,363126,2924898.0,64425064.0
2005-09-22,64568,65280,64000,64284,242936,2912013.0,64425064.0
2005-09-23,64284,64284,62435,62720,503492,2841145.0,64425064.0
2005-09-26,62434,62719,61581,62578,550555,2834703.0,64425064.0
2005-09-27,62861,63216,61865,63147,338572,2860473.0,64425064.0
2005-09-28,63715,66133,62577,63644,921860,2883022.0,64425064.0
2005-09-29,64711,64853,63715,64000,518360,2899128.0,64425064.0
2005-09-30,63999,64212,63074,63858,340067,2892685.0,64425064.0
2005-10-04,62862,65208,62862,64284,371610,2912013.0,64425064.0
2005-10-05,64711,66560,64426,64782,496080,2934562.0,64425064.0
2005-10-06,64995,64995,63573,64782,292454,2934562.0,64425064.0
2005-10-07,64000,66702,64000,66133,704740,2995765.0,64425064.0
2005-10-10,66133,70400,66062,69120,799449,3131058.0,64425064.0
2005-10-11,68693,69404,68551,69191,277830,3134279.0,64425064.0
2005-10-12,69191,69191,66986,68551,287901,3105288.0,64425064.0
2005-10-13,67056,68407,66061,67556,439223,3060191.0,64425064.0
2005-10-14,67840,69617,67555,68053,354491,3082739.0,64425064.0
2005-10-17,69333,70471,68124,69404,587078,3143943.0,64425064.0
2005-10-18,68835,69760,67271,68764,372160,3114952.0,64425064.0
2005-10-19,67128,68266,66133,66844,228800,3027978.0,64425064.0
2005-10-20,66844,67128,63715,66631,687921,3018314.0,64425064.0
2005-10-21,66275,66844,64711,66062,369860,2992544.0,64425064.0
2005-10-24,65421,66204,64853,65920,482761,2986102.0,64425064.0
2005-10-25,66133,66773,64782,65564,272093,2969995.0,64425064.0
2005-10-26,65421,66843,65065,65778,379171,2979659.0,64425064.0
2005-10-27,65137,65991,64071,65422,231017,2963553.0,64425064.0
2005-10-28,64284,65280,63715,65280,153480,2957110.0,64425064.0
2005-10-31,65279,65421,63999,64996,220261,2944225.0,64425064.0
2005-11-01,65279,66061,65065,65636,304270,2973217.0,64425064.0
2005-11-02,65136,66914,64923,66916,380279,3031199.0,64425064.0
2005-11-03,67554,68905,66985,67769,325600,3069854.0,64425064.0
2005-11-04,67625,68976,67270,68978,297210,3124616.0,64425064.0
2005-11-07,68976,69474,67270,67698,331371,3066633.0,64425064.0
2005-11-08,67840,69831,67484,69120,334012,3131058.0,64425064.0
2005-11-09,69262,70684,69048,70684,392630,3201926.0,64425064.0
2005-11-10,70471,70968,69333,70542,417080,3195483.0,64425064.0
2005-11-11,70826,73102,70826,72533,764281,3285678.0,64425064.0
2005-11-14,72533,72533,71039,71822,224338,3253466.0,64425064.0
2005-11-15,71821,72532,71536,72249,317830,3272793.0,64425064.0
2005-11-16,72248,72533,69475,69973,562973,3169713.0,64425064.0
2005-11-17,70115,73244,70115,73244,640387,3317891.0,64425064.0
2005-11-18,72675,72817,72106,72533,318073,3285678.0,64425064.0
2005-11-21,72816,75803,72816,74667,585046,3382316.0,64425064.0
2005-11-22,74239,75093,72533,74382,244783,3369431.0,64425064.0
2005-11-23,74381,76799,73670,75236,381570,3408086.0,64425064.0
2005-11-24,74807,75234,73527,74098,383000,3356546.0,64425064.0
2005-11-25,73385,75092,71536,74667,326298,3382316.0,64425064.0
2005-11-28,74239,76656,73385,76658,210697,3472511.0,64425064.0
2005-11-29,75661,76799,74381,75378,209935,3414528.0,64425064.0
2005-11-30,73954,75945,73954,74667,287360,3382316.0,64425064.0
2005-12-01,73385,76087,73385,76089,263248,3446741.0,64425064.0
2005-12-02,75661,76514,74665,75236,287883,3408086.0,64425064.0
2005-12-05,74808,76088,74524,74951,237866,3395201.0,64425064.0
2005-12-06,74524,75093,73671,73813,208890,3343661.0,64425064.0
2005-12-07,73243,75661,73101,75378,442829,3414528.0,64425064.0
2005-12-08,74808,75662,74240,75093,255906,3401643.0,64425064.0
2005-12-09,74240,75662,74240,75093,209236,3401643.0,64425064.0
2005-12-12,75093,76800,75093,76800,349858,3478953.0,64425064.0
2005-12-13,77084,77226,75946,76373,217890,3459626.0,64425064.0
2005-12-14,76372,76514,74523,75378,392532,3414528.0,64425064.0
2005-12-15,75377,75946,72960,74951,280651,3395201.0,64425064.0
2005-12-16,73385,74523,72105,72249,211630,3272793.0,64425064.0
2005-12-19,72106,74382,71964,74240,246417,3362988.0,64425064.0
2005-12-20,73670,75945,72958,75947,231622,3440298.0,64425064.0
2005-12-21,75661,75661,74096,74098,167115,3356546.0,64425064.0
2005-12-22,74381,76087,74096,75947,415380,3440298.0,64425064.0
2005-12-23,76230,81207,75945,81209,448897,3678671.0,64425064.0
2005-12-26,81351,82915,80924,82204,191513,3723769.0,64425064.0
2005-12-27,82061,82061,79927,81067,148459,3672229.0,64425064.0
2005-12-28,79643,81207,79074,81067,119102,3672229.0,64425064.0
2005-12-29,81634,81634,79785,81067,198557,3672229.0,64425064.0
2006-01-02,80070,81776,79643,81778,132523,3704441.0,64425064.0
2006-01-03,81066,81066,78933,80782,218335,3659344.0,64425064.0
2006-01-04,81635,81777,79360,81351,268443,3685114.0,64425064.0
2006-01-05,81350,82345,79927,80498,212014,3646459.0,64425064.0
2006-01-06,80071,84622,79928,84480,405415,3826849.0,64425064.0
2006-01-09,84052,84621,82487,83058,278195,3762424.0,64425064.0
2006-01-10,82061,82487,79927,79929,292170,3620689.0,64425064.0
2006-01-11,79928,82631,79644,79644,210553,3607804.0,64425064.0
2006-01-12,79644,82915,79644,82204,265474,3723769.0,64425064.0
2006-01-13,82487,83910,81207,83769,109636,3794636.0,64425064.0
2006-01-16,82487,83767,82203,82916,137784,3755981.0,64425064.0
2006-01-17,82488,82488,80355,80640,200772,3652901.0,64425064.0
2006-01-18,78647,79643,76087,76658,365001,3472511.0,64425064.0
2006-01-19,75946,78080,75235,78080,255781,3536936.0,64425064.0
2006-01-20,76088,78079,74382,74382,167419,3369431.0,64425064.0
2006-01-23,73671,73955,70826,72533,289669,3285678.0,64425064.0
2006-01-24,72532,73385,69403,70827,626483,3208368.0,64425064.0
2006-01-25,71253,73528,71253,72533,400417,3285678.0,64425064.0
2006-01-26,72959,76230,71252,76089,721018,3446741.0,64425064.0
2006-01-27,76087,76372,74523,76089,291953,3446741.0,64425064.0
2006-01-31,76087,76941,74665,76658,187608,3472511.0,64425064.0
2006-02-01,74808,76515,74808,76231,239252,3453183.0,64425064.0
2006-02-02,76656,77510,73243,74667,327555,3382316.0,64425064.0
2006-02-03,73955,73955,70257,71111,336057,3221253.0,64425064.0
2006-02-06,71110,73670,71039,72249,328076,3272793.0,64425064.0
2006-02-07,72248,76373,72248,75520,395063,3420971.0,64425064.0
2006-02-08,74666,76800,72960,73813,143612,3343661.0,64425064.0
2006-02-09,74950,74950,71252,72249,420613,3272793.0,64425064.0
2006-02-10,72816,73385,71679,72818,282528,3298563.0,64425064.0
2006-02-13,72817,72817,71395,71822,233140,3253466.0,64425064.0
2006-02-14,71253,73244,71253,73244,256147,3317891.0,64425064.0
2006-02-15,73954,75661,72816,74667,343089,3382316.0,64425064.0
2006-02-16,75377,76515,73813,75093,303664,3401643.0,64425064.0
2006-02-17,76231,76231,73813,75093,237277,3401643.0,64425064.0
2006-02-20,75803,75945,72674,74098,404894,3356546.0,64425064.0
2006-02-21,73955,74097,72248,72533,619924,3285678.0,64425064.0
2006-02-22,72248,72533,69404,70400,921444,3189041.0,64425064.0
2006-02-23,71039,71039,68692,69618,712920,3153607.0,64425064.0
2006-02-24,70257,71395,69831,71040,702921,3218032.0,64425064.0
2006-02-27,70542,71040,69333,69760,415381,3160049.0,64425064.0
2006-02-28,69902,70399,69546,69902,404179,3166492.0,64425064.0
2006-03-02,70399,70684,69546,69902,294889,3166492.0,64425064.0
2006-03-03,69545,70114,68336,68978,378523,3124616.0,64425064.0
2006-03-06,68621,69545,68479,69547,228578,3150386.0,64425064.0
2006-03-07,68692,69190,66132,66276,520183,3002208.0,64425064.0
2006-03-08,66559,67127,66203,67058,505259,3037642.0,64425064.0
2006-03-09,66560,67768,66560,66560,227496,3015093.0,64425064.0
2006-03-10,66416,67839,66061,66987,228804,3034421.0,64425064.0
2006-03-13,67911,69119,67768,67982,282840,3079518.0,64425064.0
2006-03-14,68266,68266,65920,67413,409504,3053748.0,64425064.0
2006-03-15,66701,67554,66701,67129,213657,3040863.0,64425064.0
2006-03-16,67413,68053,66773,66844,172807,3027978.0,64425064.0
2006-03-17,66772,66843,64070,64498,705119,2921677.0,64425064.0
2006-03-20,64497,65848,64284,64711,296609,2931340.0,64425064.0
2006-03-21,65207,65563,64425,64427,262510,2918455.0,64425064.0
2006-03-22,63999,63999,61012,62009,717389,2808933.0,64425064.0
2006-03-23,61795,62720,59306,61013,973173,2763835.0,64425064.0
2006-03-24,61013,63715,60302,63502,633649,2876579.0,64425064.0
2006-03-27,62719,63145,61794,62436,373692,2828260.0,64425064.0
2006-03-28,61582,62222,60800,61582,273894,2789605.0,64425064.0
2006-03-29,60727,61439,60301,61156,227619,2770278.0,64425064.0
2006-03-30,61083,61581,60727,61369,335940,2779942.0,64425064.0
2006-03-31,61368,63146,61297,62791,364300,2844367.0,64425064.0
2006-04-03,62932,63927,62292,63076,353075,2857252.0,64425064.0
2006-04-04,63146,63857,63004,63004,343271,2854030.0,64425064.0
2006-04-05,62932,63003,61225,61227,623934,2773499.0,64425064.0
2006-04-06,61795,62364,61368,61511,413534,2786384.0,64425064.0
2006-04-07,61511,62222,60871,61653,284227,2792827.0,64425064.0
2006-04-10,61226,63004,61155,62364,340702,2825039.0,64425064.0
2006-04-11,62364,62862,61866,62151,286806,2815375.0,64425064.0
2006-04-12,61440,62080,60942,61653,381004,2792827.0,64425064.0
2006-04-13,61582,62506,61511,62151,348567,2815375.0,64425064.0
2006-04-14,62505,65136,62434,65138,715710,2950668.0,64425064.0
