엔케이물산(009810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-02-13,19831,20667,19538,20328,31700,14433.0,8018281.0
2003-02-14,19530,20321,19192,20050,29460,14232.0,8018281.0
2003-02-17,20321,20321,19192,20050,48180,14232.0,8018281.0
2003-02-18,19869,20275,19418,20275,29080,14393.0,8018281.0
2003-02-19,20319,21335,19980,20160,28940,14313.0,8018281.0
2003-02-20,20784,23157,19542,23156,210120,16437.0,8018281.0
2003-02-21,23593,23593,21560,21854,58672,15515.0,8018281.0
2003-02-24,22581,25133,21746,25133,804120,17841.0,8018281.0
2003-02-25,25142,25142,22590,22589,241284,16037.0,8018281.0
2003-02-26,22250,23605,21346,21346,107120,15155.0,8018281.0
2003-02-27,20512,20670,19540,19992,83760,14192.0,8018281.0
2003-02-28,19764,20780,19425,20103,44520,14273.0,8018281.0
2003-03-03,19485,20773,19305,20727,57800,14714.0,8018281.0
2003-03-04,20396,20396,19425,20103,37980,14273.0,8018281.0
2003-03-05,19711,23097,17498,23098,322200,16397.0,8018281.0
2003-03-06,25640,26318,21303,21461,526184,15235.0,8018281.0
2003-03-07,19978,21287,18239,18240,233976,12950.0,8018281.0
2003-03-10,16599,18406,16599,16939,26000,12027.0,8018281.0
2003-03-11,15236,16590,14401,14400,57480,10223.0,8018281.0
2003-03-12,13283,15361,12831,14683,73164,10424.0,8018281.0
2003-03-13,15024,15024,13171,13555,21420,9622.0,8018281.0
2003-03-14,13996,15350,13996,14741,31460,10464.0,8018281.0
2003-03-17,15011,15011,12528,12596,52460,8940.0,8018281.0
2003-03-18,12991,13443,12313,13330,45380,9462.0,8018281.0
2003-03-19,13556,13556,12765,13104,23660,9301.0,8018281.0
2003-03-20,12986,14567,12986,14567,56680,10344.0,8018281.0
2003-03-21,14121,15251,14121,15250,32540,10825.0,8018281.0
2003-03-24,15471,15810,14116,14342,87920,10183.0,8018281.0
2003-03-25,14004,14117,13326,13666,41040,9702.0,8018281.0
2003-03-26,13397,14459,13217,13555,109400,9622.0,8018281.0
2003-03-27,13202,13540,12930,12931,27240,9181.0,8018281.0
2003-03-28,12415,14560,12415,13047,113484,9261.0,8018281.0
2003-03-31,13216,13216,11702,12312,51180,8740.0,8018281.0
2003-04-01,11285,12526,11285,11578,41040,8219.0,8018281.0
2003-04-02,12764,12764,11702,12312,26720,8740.0,8018281.0
2003-04-03,12424,12988,11701,11746,56680,8339.0,8018281.0
2003-04-04,11633,11972,11294,11971,8800,8499.0,8018281.0
2003-04-07,12086,12199,11352,11804,28710,8379.0,8018281.0
2003-04-08,11802,11972,11294,11971,19700,8499.0,8018281.0
2003-04-09,11861,12030,11691,11861,14310,8419.0,8018281.0
2003-04-10,11858,13326,11576,12422,22440,8820.0,8018281.0
2003-04-11,12421,12873,12026,12873,15760,9141.0,8018281.0
2003-04-14,12874,13439,11462,12705,20781,9021.0,8018281.0
2003-04-15,12705,12705,12028,12422,18700,8820.0,8018281.0
2003-04-16,12426,14290,12313,14290,74129,10143.0,8018281.0
2003-04-17,16264,16377,15248,16378,131709,11627.0,8018281.0
2003-04-18,17564,18806,16942,18807,278072,13350.0,8018281.0
2003-04-21,19538,21572,19256,21571,355892,15315.0,8018281.0
2003-04-22,20895,21403,19426,20669,189981,14673.0,8018281.0
2003-04-23,22251,22476,19991,20443,267675,14513.0,8018281.0
2003-04-24,19994,20333,17395,17396,233605,12348.0,8018281.0
2003-04-25,15699,15869,14796,14909,154463,10584.0,8018281.0
2003-04-28,13553,16264,13553,14909,55920,10584.0,8018281.0
2003-04-29,15021,16376,14795,15812,135680,11226.0,8018281.0
2003-04-30,15420,16606,15138,15250,131860,10825.0,8018281.0
2003-05-02,15362,16717,15136,15644,135450,11105.0,8018281.0
2003-05-06,16037,16094,15247,15360,63271,10905.0,8018281.0
2003-05-07,15137,15815,15024,15476,35390,11741.0,8570230.0
2003-05-09,15472,16827,14908,16546,61270,12555.0,8570230.0
2003-05-12,16999,17508,16152,16152,267460,12255.0,8570230.0
2003-05-13,16153,16662,16153,16662,65031,12641.0,8570230.0
2003-05-14,16829,17281,16490,16603,57430,12598.0,8570230.0
2003-05-15,16603,16773,16095,16378,37100,12427.0,8570230.0
2003-05-16,15925,16659,15359,15360,32047,11656.0,8570230.0
2003-05-19,14571,16604,14571,15701,22040,11913.0,8570230.0
2003-05-20,14347,17398,14347,16494,148957,12513.0,8570230.0
2003-05-21,15814,16435,15475,15927,29011,12084.0,8570230.0
2003-05-22,16039,18299,15587,18298,356905,13884.0,8570230.0
2003-05-23,20101,21005,17504,18633,670190,14141.0,8570230.0
2003-05-26,18861,19539,17167,17280,330043,13112.0,8570230.0
2003-05-27,17059,17511,16381,16494,169217,12513.0,8570230.0
2003-05-28,17056,17226,15926,15927,124050,12084.0,8570230.0
2003-05-29,15924,16432,15586,16037,92590,12170.0,8570230.0
2003-05-30,16096,16830,15870,16152,52380,12255.0,8570230.0
2003-06-02,16150,16827,15811,16263,65160,12341.0,8570230.0
2003-06-03,16093,16658,15698,16546,66410,12555.0,8570230.0
2003-06-04,16549,16606,15928,16211,87040,12298.0,8570230.0
2003-06-05,16039,16434,15982,16378,57110,12427.0,8570230.0
2003-06-09,16097,16380,15815,16211,51993,12298.0,8570230.0
2003-06-10,15809,18463,15809,16939,331260,12855.0,8570230.0
2003-06-11,16718,18299,16379,17847,278680,13541.0,8570230.0
2003-06-12,17956,18972,16940,17957,172640,13627.0,8570230.0
2003-06-13,18412,18526,17170,17170,84385,13027.0,8570230.0
2003-06-16,16943,18299,16887,17847,134520,13541.0,8570230.0
2003-06-17,17678,20502,17508,20502,735267,15555.0,8570230.0
2003-06-18,20895,22872,19596,19935,1141530,15126.0,8570230.0
2003-06-19,20048,20161,18410,18749,546300,14227.0,8570230.0
2003-06-20,17956,18521,17053,18182,284695,13798.0,8570230.0
2003-06-23,18635,18692,17223,17731,308350,13455.0,8570230.0
2003-06-24,17165,18633,16318,18633,333159,14829.0,8987125.0
2003-06-25,18858,20495,16938,16939,1244222,13481.0,8987125.0
2003-06-26,16659,17902,16547,17055,392376,13571.0,8987125.0
2003-06-27,17002,17737,16324,17454,177080,13885.0,8987125.0
2003-06-30,16995,16995,16543,16939,90800,13481.0,8987125.0
2003-07-01,16548,16887,16492,16887,126570,13436.0,8987125.0
2003-07-02,16545,16827,16376,16546,136920,13166.0,8987125.0
2003-07-03,16549,16663,16154,16211,115610,12897.0,8987125.0
2003-07-04,16209,16548,15813,16152,116810,14839.0,10376655.0
2003-07-07,16040,17621,15870,17112,314270,15721.0,10376655.0
2003-07-08,17114,17170,16267,16436,120030,15098.0,10376655.0
2003-07-09,16434,16773,15475,16152,168892,14839.0,10376655.0
2003-07-10,15871,16719,15815,16436,147959,15344.0,10545745.0
2003-07-11,16264,18015,16207,17506,324860,16346.0,10545745.0
2003-07-14,18185,18411,17620,18298,268035,17084.0,10545745.0
2003-07-15,18805,18805,17505,17731,134490,16557.0,10545745.0
2003-07-16,17845,18183,17280,17506,172170,16346.0,10545745.0
2003-07-18,17055,17450,17055,17338,326860,16188.0,10545745.0
2003-07-21,17168,17507,15870,15869,151100,14817.0,10545745.0
2003-07-22,15531,16660,15531,16378,70750,15291.0,10545745.0
2003-07-23,15924,16376,15924,16037,57010,14975.0,10545745.0
2003-07-24,16039,16378,15814,15927,40280,14870.0,10545745.0
2003-07-25,15928,16097,15702,15984,65710,14922.0,10545745.0
2003-07-28,15981,18014,15981,16037,813884,14975.0,10545745.0
2003-07-29,15929,16268,14799,15025,135094,14026.0,10545745.0
2003-07-30,14683,15191,14231,14683,101820,13709.0,10545745.0
2003-07-31,14288,14853,14175,14175,119290,13235.0,10545745.0
2003-08-01,13667,14344,13667,14175,75650,13235.0,10545745.0
2003-08-04,13894,14289,13724,14233,47420,13288.0,10545745.0
2003-08-05,14122,14122,13669,14065,45740,13129.0,10545745.0
2003-08-06,14062,15135,13723,13723,526540,12813.0,10545745.0
2003-08-07,13612,14968,13217,14007,420360,13077.0,10545745.0
2003-08-08,14118,14344,13666,13949,102200,13024.0,10545745.0
2003-08-11,13668,14346,13329,13555,162730,12655.0,10545745.0
2003-08-12,13441,13836,12538,12989,117450,12322.0,10714835.0
2003-08-13,12988,12988,11294,11971,236770,11358.0,10714835.0
2003-08-14,11634,13723,11407,13723,799850,13019.0,10714835.0
2003-08-18,14342,14342,12196,12422,456640,11786.0,10714835.0
2003-08-19,12424,12424,11295,11746,402420,11143.0,10714835.0
2003-08-20,11409,11861,11353,11636,174640,11036.0,10714835.0
2003-08-21,11409,11635,10957,11353,193950,10768.0,10714835.0
2003-08-22,10957,11296,10900,10901,153270,10340.0,10714835.0
2003-08-25,10394,10507,9377,9716,354360,9215.0,10714835.0
2003-08-26,9372,10502,9372,10276,195210,9750.0,10714835.0
2003-08-27,10503,10503,9600,9825,98436,9322.0,10714835.0
2003-08-28,9772,10111,9603,9716,114320,9215.0,10714835.0
2003-08-29,9712,9939,9374,9600,80580,9108.0,10714835.0
2003-09-01,9260,9768,9260,9542,73560,9054.0,10714835.0
2003-09-02,9601,9601,9376,9432,94650,8947.0,10714835.0
2003-09-03,9433,10563,9376,9941,360760,9429.0,10714835.0
2003-09-04,10167,10506,9828,9941,135950,9429.0,10714835.0
2003-09-05,10166,10166,9375,9658,79842,9161.0,10714835.0
2003-09-08,9768,10672,9655,10051,139361,9536.0,10714835.0
2003-09-09,10166,11522,9941,10901,679582,10340.0,10714835.0
2003-09-15,10675,11410,10393,10675,143343,10126.0,10714835.0
2003-09-16,10672,10672,10276,10276,161985,9750.0,10714835.0
2003-09-17,10445,10445,9767,10219,143180,9697.0,10714835.0
2003-09-18,10389,10954,10220,10276,171950,9750.0,10714835.0
2003-09-19,10222,10278,9714,9883,116690,9375.0,10714835.0
2003-09-22,9658,9997,8698,8924,136640,8465.0,10714835.0
2003-09-23,8587,9038,8360,9039,90360,8572.0,10714835.0
2003-09-24,10393,10393,10393,10392,15630,9858.0,10714835.0
2003-09-25,11913,11913,11913,11913,68900,11304.0,10714835.0
2003-09-26,13665,13665,12592,13666,1498355,12965.0,10714835.0
2003-09-29,14231,15247,12876,13723,3394009,13019.0,10714835.0
2003-09-30,14060,15754,13270,13666,3650339,12965.0,10714835.0
2003-10-01,13780,15701,13329,15701,1853422,14894.0,10714835.0
2003-10-02,16941,18014,16828,18014,361862,17090.0,10714835.0
2003-10-06,19762,20214,17052,18408,5054918,17465.0,10714835.0
2003-10-07,18525,18864,15701,18073,3853617,17144.0,10714835.0
2003-10-08,18634,19086,16488,17957,3288950,17037.0,10714835.0
2003-10-09,17733,17959,16377,16378,1741330,15537.0,10714835.0
2003-10-10,16040,17734,15475,15701,3649527,14894.0,10714835.0
2003-10-13,16208,18015,16208,17055,4092050,16179.0,10714835.0
2003-10-14,17336,17562,15924,16037,1999992,15215.0,10714835.0
2003-10-15,16432,16602,15359,16263,1293100,16038.0,11137562.0
2003-10-16,16267,17002,15251,15250,1689980,15036.0,11137562.0
2003-10-17,15022,15586,13723,13723,1192901,13532.0,11137562.0
2003-10-20,13442,13781,13047,13555,922632,13365.0,11137562.0
2003-10-21,13891,14456,13552,13666,1540661,13476.0,11137562.0
2003-10-22,13443,13895,11635,11636,947200,11472.0,11137562.0
2003-10-23,11239,13273,11013,12087,1831260,11917.0,11137562.0
2003-10-24,11858,13891,11858,13891,1967070,13699.0,11137562.0
2003-10-27,14574,15195,13669,14065,1999530,13866.0,11137562.0
2003-10-28,13892,13892,12424,13440,606430,13254.0,11137562.0
2003-10-29,13610,14287,13158,13440,769020,13254.0,11137562.0
2003-10-30,13382,13552,12535,12931,912605,12855.0,11226852.0
2003-10-31,12704,13438,12647,12648,465550,12574.0,11226852.0
2003-11-03,12428,13106,12089,12145,717940,12069.0,11226852.0
2003-11-04,12313,12369,11635,11636,593131,11564.0,11226852.0
2003-11-05,11859,11915,11181,11294,612100,11227.0,11226852.0
2003-11-06,11351,11351,10278,10560,507122,10497.0,11226852.0
2003-11-07,10563,12145,10563,12145,882452,12069.0,11226852.0
2003-11-10,12309,12479,11236,11237,969707,11171.0,11226852.0
2003-11-11,11238,11295,10617,11069,314437,11002.0,11226852.0
2003-11-12,11295,11577,10787,10843,262000,10778.0,11226852.0
2003-11-13,10840,11631,10728,11179,385595,11115.0,11226852.0
2003-11-14,11071,12822,10901,12821,1634849,12742.0,11226852.0
2003-11-17,13218,13444,11862,12145,1235769,12069.0,11226852.0
2003-11-18,12139,13946,12139,12648,2148200,12574.0,11226852.0
2003-11-19,12650,12650,11238,11294,748630,11227.0,11226852.0
2003-11-20,11238,11802,11238,11294,348010,11227.0,11226852.0
2003-11-21,11069,12312,10956,12312,900870,12237.0,11226852.0
2003-11-24,12255,12255,11012,11069,470832,11002.0,11226852.0
2003-11-25,11125,11634,11125,11521,450652,11451.0,11226852.0
2003-11-26,11521,12029,11464,11521,357740,11451.0,11226852.0
2003-11-27,11634,11690,11068,11069,290300,11002.0,11226852.0
2003-11-28,11067,11406,11067,11237,241326,11171.0,11226852.0
2003-12-01,11123,11349,11067,11179,318684,11115.0,11226852.0
2003-12-02,11294,11633,11238,11294,362700,11227.0,11226852.0
2003-12-03,11523,12879,11523,12145,1468467,12069.0,11226852.0
2003-12-04,12029,12256,11522,11804,439160,11732.0,11226852.0
2003-12-05,12312,13329,11973,12764,1588210,12686.0,11226852.0
2003-12-08,12312,13159,12086,12989,419268,12911.0,11226852.0
2003-12-09,13552,14117,12535,12931,2011772,12855.0,11226852.0
2003-12-10,12593,14852,12536,14851,2403812,14763.0,11226852.0
2003-12-11,15132,16713,14454,14567,4883700,14483.0,11226852.0
2003-12-12,14912,16325,14460,15025,3701620,14932.0,11226852.0
2003-12-15,15472,16037,13778,13891,1374836,13809.0,11226852.0
2003-12-16,13554,13892,12933,13215,853713,13135.0,11226852.0
2003-12-17,13328,14513,13271,13723,1526490,13641.0,11226852.0
2003-12-18,13721,14398,13552,13608,906390,13528.0,11226852.0
2003-12-19,13891,14061,12084,12254,736975,12181.0,11226852.0
2003-12-22,11690,12650,11351,11521,606000,11451.0,11226852.0
2003-12-23,11523,11862,11298,11410,454260,11700.0,11584015.0
2003-12-24,11522,12030,11296,11353,471671,11642.0,11584015.0
2003-12-26,11239,11691,11239,11578,423251,11874.0,11584015.0
2003-12-29,12144,12426,11578,11636,522450,11932.0,11584015.0
2003-12-30,11748,11861,11409,11861,234510,12163.0,11584015.0
2004-01-02,11630,12252,11630,11913,365723,12221.0,11584015.0
2004-01-05,12084,12084,11745,11971,245125,12279.0,11584015.0
2004-01-06,12028,13665,12028,12197,1464564,12511.0,11584015.0
2004-01-07,12479,12762,11915,12197,438790,12511.0,11584015.0
2004-01-08,12536,12536,11746,11746,366490,12047.0,11584015.0
2004-01-09,11859,12368,11746,11746,374790,12047.0,11584015.0
2004-01-12,11687,11857,11518,11688,317420,11989.0,11584015.0
2004-01-13,11577,11746,11521,11521,300440,11816.0,11584015.0
2004-01-14,11518,11687,11010,11179,345670,11468.0,11584015.0
2004-01-15,11183,11466,11071,11127,240174,11410.0,11584015.0
2004-01-16,11179,11349,10897,10954,262935,11236.0,11584015.0
2004-01-19,10787,11013,10448,10618,247460,10889.0,11584015.0
2004-01-20,10277,12083,10277,10728,779143,11005.0,11584015.0
2004-01-26,10617,10956,10278,10560,161915,10831.0,11584015.0
2004-01-27,10505,10844,10505,10618,128150,10889.0,11584015.0
2004-01-28,10619,10733,10450,10450,239540,10715.0,11584015.0
2004-01-29,10505,11295,10505,10618,404875,11002.0,11704433.0
2004-01-30,10617,10730,10504,10560,125950,10944.0,11704433.0
2004-02-02,10448,11239,10448,10843,628041,11236.0,11704433.0
2004-02-03,10786,11068,10561,10560,252980,10944.0,11704433.0
2004-02-04,10563,10789,10394,10450,289480,10827.0,11704433.0
2004-02-05,10278,10505,9093,9658,411623,10007.0,11704433.0
2004-02-06,9656,9994,9543,9600,131540,9949.0,11704433.0
2004-02-09,9428,9823,9145,9259,210360,9598.0,11704433.0
2004-02-10,9145,9372,9145,9259,191720,9598.0,11704433.0
2004-02-11,9152,9321,9038,9039,156800,9364.0,11704433.0
2004-02-12,9034,9204,8809,8865,170920,9188.0,11704433.0
2004-02-13,8756,9604,8643,9039,384500,9364.0,11704433.0
2004-02-16,9037,9263,8924,9207,184113,9539.0,11704433.0
2004-02-17,9205,9317,9035,9092,139550,9422.0,11704433.0
2004-02-18,8813,9265,8813,9039,127350,9364.0,11704433.0
2004-02-19,9092,9317,8978,9092,167250,9422.0,11704433.0
2004-02-20,9093,10278,9036,9658,922140,10007.0,11704433.0
2004-02-23,9710,10106,9258,9259,291920,9598.0,11704433.0
2004-02-24,9318,9657,9205,9375,177870,9715.0,11704433.0
2004-02-25,9377,9604,8982,9039,204610,9364.0,11704433.0
2004-02-26,8982,9604,8869,9039,217365,9364.0,11704433.0
2004-02-27,8977,10162,8977,9485,599970,9832.0,11704433.0
2004-03-02,9715,10900,9715,10901,805600,11295.0,11704433.0
2004-03-03,12479,12479,12028,12480,895493,12933.0,11704433.0
2004-03-04,13102,14063,12029,12764,2570020,13226.0,11704433.0
2004-03-05,12762,13101,11294,11294,2295185,11704.0,11704433.0
2004-03-08,11687,12252,10953,11179,1300785,11587.0,11704433.0
2004-03-09,11179,11801,11123,11462,1347490,11880.0,11704433.0
2004-03-10,10617,11295,10222,10335,878632,10710.0,11704433.0
2004-03-11,10448,10674,10109,10618,640320,11002.0,11704433.0
2004-03-12,10733,11636,9094,10450,2409440,10827.0,11704433.0
2004-03-15,10446,11293,10220,10503,1211944,10885.0,11704433.0
2004-03-16,10728,11631,10558,11462,2071240,12488.0,12303333.0
2004-03-17,11747,13159,11522,11804,5573260,12857.0,12303333.0
2004-03-18,11972,12085,10899,11069,1628246,12057.0,12303333.0
2004-03-19,10900,11295,10730,10843,1211432,11811.0,12303333.0
2004-03-22,10784,11236,10728,10728,1094168,11688.0,12303333.0
2004-03-23,10615,11011,10446,10728,1362200,11688.0,12303333.0
2004-03-24,10728,11857,10728,11462,2972738,12488.0,12303333.0
2004-03-25,11462,11801,10841,11237,1124197,12242.0,12303333.0
2004-03-26,11744,12873,11574,12873,5428240,14026.0,12303333.0
2004-03-29,13553,14569,12029,12254,4350294,13349.0,12303333.0
2004-03-30,12596,14065,12088,14065,3701148,15318.0,12303333.0
2004-03-31,14684,15136,13497,13498,3946860,14702.0,12303333.0
2004-04-01,13612,14629,13273,13330,2612295,14518.0,12303333.0
2004-04-02,13552,13778,12310,12422,1418030,13534.0,12303333.0
2004-04-06,12425,12877,12142,12312,1862091,13411.0,12303333.0
2004-04-07,12422,12760,12026,12648,1680986,13780.0,12303333.0
2004-04-08,12648,13269,12196,12422,2483450,13534.0,12303333.0
2004-04-09,12425,12707,11973,12312,1106510,13411.0,12303333.0
2004-04-12,12368,13497,12368,12989,2882150,14149.0,12303333.0
2004-04-13,12991,13218,12709,13104,2884740,15661.0,13501133.0
2004-04-14,13608,14342,12423,12422,3920164,14851.0,13501133.0
2004-04-16,12313,12369,11239,11353,1527068,13569.0,13501133.0
2004-04-19,11179,11574,11123,11179,935492,13366.0,13501133.0
2004-04-20,11235,11744,11179,11179,1217688,13366.0,13501133.0
2004-04-21,10840,11406,10840,10954,2335640,14026.0,14459373.0
2004-04-22,11010,11349,10840,10954,1302560,14026.0,14459373.0
2004-04-23,11012,11125,10504,10786,1493927,13809.0,14459373.0
2004-04-26,10789,10901,10280,10675,2009481,13664.0,14459373.0
2004-04-27,10732,10957,10393,10392,1858902,13303.0,14459373.0
2004-04-28,10218,10388,9654,9993,1261905,12797.0,14459373.0
2004-04-29,9768,10559,9655,10503,1001970,13447.0,14459373.0
2004-04-30,10958,12032,9942,9941,7247205,12724.0,14459373.0
2004-05-03,10163,10163,9711,9768,453050,12507.0,14459373.0
2004-05-04,9827,9940,9432,9432,797596,12074.0,14459373.0
2004-05-06,9263,9715,9206,9207,849580,11784.0,14459373.0
2004-05-07,9207,9432,8924,8981,755866,11495.0,14459373.0
2004-05-10,8699,8868,7738,8021,728750,10266.0,14459373.0
2004-05-11,7339,7904,7170,7622,656400,9760.0,14459373.0
2004-05-12,7794,8472,7794,8246,826600,10555.0,14459373.0
2004-05-13,7964,8472,7908,8246,436290,10555.0,14459373.0
2004-05-14,8247,8586,7343,7796,453357,9977.0,14459373.0
2004-05-17,7510,7792,6719,6888,572260,8820.0,14459373.0
2004-05-18,6890,7681,6777,7455,594730,9543.0,14459373.0
2004-05-19,7342,7795,7342,7738,570360,9905.0,14459373.0
2004-05-20,7681,7906,7003,7229,802030,9254.0,14459373.0
2004-05-21,7228,7511,7115,7229,308426,9254.0,14459373.0
2004-05-24,7283,7509,7114,7113,380733,9109.0,14459373.0
2004-05-25,7058,7283,7058,7171,215687,9182.0,14459373.0
2004-05-27,7344,7626,7231,7345,667149,9399.0,14459373.0
2004-05-28,7457,7626,7287,7345,398330,9399.0,14459373.0
2004-05-31,7342,7737,7342,7455,882860,9543.0,14459373.0
2004-06-01,7569,8134,7569,8021,1116197,10266.0,14459373.0
2004-06-02,8130,9146,8130,8808,1671294,11278.0,14459373.0
2004-06-03,8699,8699,7681,7738,1101450,9905.0,14459373.0
2004-06-04,7737,8132,7567,8131,489241,10411.0,14459373.0
2004-06-07,8017,8356,7904,8074,467080,10338.0,14459373.0
2004-06-08,8020,8359,7963,7963,506169,10194.0,14459373.0
2004-06-09,8016,8073,7791,7847,289016,10049.0,14459373.0
2004-06-10,7849,8414,7793,8131,414385,10411.0,14459373.0
2004-06-11,8130,8187,7509,7622,332040,9760.0,14459373.0
2004-06-14,7340,7622,7171,7171,236050,9182.0,14459373.0
2004-06-15,6944,7453,6944,7396,243080,9471.0,14459373.0
2004-06-16,7226,7453,7114,7113,229237,9109.0,14459373.0
2004-06-17,6888,7114,6831,6888,250900,8820.0,14459373.0
2004-06-18,7059,7906,6890,7229,3672010,9254.0,14459373.0
2004-06-21,7453,7566,7001,7113,855140,9109.0,14459373.0
2004-06-22,7119,7119,6723,6836,477187,8748.0,14459373.0
2004-06-23,6723,6948,6609,6610,307863,8459.0,14459373.0
2004-06-24,6438,6720,6438,6495,253460,8314.0,14459373.0
2004-06-25,6437,6719,6437,6662,247420,8531.0,14459373.0
2004-06-28,6664,7342,6608,6778,572370,8676.0,14459373.0
2004-06-29,6890,7398,6776,7229,768120,9254.0,14459373.0
2004-06-30,7170,7283,7057,7113,221890,9109.0,14459373.0
2004-07-01,7231,7513,7174,7287,471744,9326.0,14459373.0
2004-07-02,7231,7231,7062,7062,385100,9037.0,14459373.0
2004-07-05,6944,7283,6887,7113,176780,9109.0,14459373.0
2004-07-06,7001,7396,6944,7113,2381890,9109.0,14459373.0
2004-07-07,7174,7400,7061,7287,2552890,9326.0,14459373.0
2004-07-08,7340,7510,6210,6211,3192500,7953.0,14459373.0
2004-07-09,5989,6553,5932,6101,1849620,7808.0,14459373.0
2004-07-12,6158,6271,5819,5876,1000980,7519.0,14459373.0
2004-07-13,5929,5986,5703,5760,1609651,7374.0,14459373.0
2004-07-14,5705,5818,5536,5592,1534887,7157.0,14459373.0
2004-07-15,5591,5817,5252,5309,1265940,6796.0,14459373.0
2004-07-16,5197,5367,5085,5141,903370,6579.0,14459373.0
2004-07-19,5080,5192,4910,5193,476090,6651.0,14459373.0
2004-07-20,5084,5141,4858,4858,792280,6218.0,14459373.0
2004-07-21,4969,5534,4969,5534,1592964,7085.0,14459373.0
2004-07-22,6044,6326,5762,6327,5654688,8097.0,14459373.0
2004-07-23,6494,7228,6494,7229,5117601,9254.0,14459373.0
2004-07-26,7909,8305,7740,8305,991209,10628.0,14459373.0
2004-07-27,9152,9547,7062,7062,14293750,9037.0,14459373.0
2004-07-28,7226,8074,6944,8074,6455209,10338.0,14459373.0
2004-07-29,9262,9262,6890,7003,15840554,8965.0,14459373.0
2004-07-30,7175,7344,6214,6610,4988346,8459.0,14459373.0
2004-08-02,6832,7283,6267,6662,4009048,8531.0,14459373.0
2004-08-03,6441,6553,5763,6101,3548470,7808.0,14459373.0
2004-08-04,6097,6265,5758,6153,3719330,7880.0,14459373.0
2004-08-05,6100,6270,5535,6044,8845143,7736.0,14459373.0
2004-08-06,6214,6948,6044,6044,8286392,7736.0,14459373.0
2004-08-09,6044,6044,5705,5818,2002003,7447.0,14459373.0
2004-08-10,5929,6663,5872,6662,4605172,8531.0,14459373.0
2004-08-11,6887,6887,6097,6153,6467802,7880.0,14459373.0
2004-08-12,6271,6384,5989,6101,1753180,7808.0,14459373.0
2004-08-13,6100,6214,5930,6044,1189386,7736.0,14459373.0
2004-08-16,5927,6097,5758,5928,1682790,7591.0,14459373.0
2004-08-17,5989,6215,5876,5876,1332997,7519.0,14459373.0
2004-08-18,5984,6040,5758,5928,973983,7591.0,14459373.0
2004-08-19,5927,6040,5814,5928,1392260,7591.0,14459373.0
2004-08-20,6040,6604,5983,6153,8546121,7880.0,14459373.0
2004-08-23,6267,6381,5929,5985,2822930,7663.0,14459373.0
2004-08-24,6102,6102,5876,5876,1234986,7519.0,14459373.0
2004-08-25,5873,5986,5759,5760,1129542,7374.0,14459373.0
2004-08-26,5759,5873,5703,5760,1340310,7374.0,14459373.0
2004-08-27,5759,5873,5759,5760,1013171,7374.0,14459373.0
2004-08-30,5762,5875,5705,5818,822271,7447.0,14459373.0
2004-08-31,5983,6492,5983,6153,5200234,7880.0,14459373.0
2004-09-01,6209,6209,5870,5928,1465544,7591.0,14459373.0
2004-09-02,5989,6102,5876,5876,1833357,7519.0,14459373.0
2004-09-03,5873,5986,5703,5760,1449380,7374.0,14459373.0
2004-09-06,5703,5816,5703,5760,814820,7374.0,14459373.0
2004-09-07,5759,5873,5703,5760,825175,7374.0,14459373.0
2004-09-08,5870,6097,5758,5928,2613940,7591.0,14459373.0
2004-09-09,5929,6098,5759,5760,1634467,7374.0,14459373.0
2004-09-10,5759,5815,5703,5702,549677,7302.0,14459373.0
2004-09-13,5759,5816,5703,5760,540170,7374.0,14459373.0
2004-09-14,5705,5761,5479,5592,1008290,7157.0,14459373.0
2004-09-15,5532,5758,5420,5419,1546700,6940.0,14459373.0
2004-09-16,5366,5536,5366,5367,416198,6868.0,14459373.0
2004-09-17,5480,5762,5366,5367,1147360,6868.0,14459373.0
2004-09-20,5419,6153,5419,6153,3034329,7880.0,14459373.0
2004-09-21,6666,7062,6384,7062,3927548,9037.0,14459373.0
2004-09-22,7621,8073,6887,7113,12195558,9109.0,14459373.0
2004-09-23,7229,7963,7003,7963,6166970,10194.0,14459373.0
2004-09-24,8305,8531,6836,6836,5381510,8748.0,14459373.0
2004-09-30,6553,6892,5932,6101,2511998,7808.0,14459373.0
2004-10-01,6157,6665,5987,6327,2904858,8097.0,14459373.0
2004-10-04,6322,6774,6097,6153,4516982,7880.0,14459373.0
2004-10-05,6270,7062,6214,7062,4787128,9037.0,14459373.0
2004-10-06,7570,7965,7231,7345,6831348,9399.0,14459373.0
2004-10-07,7343,7570,7004,7287,4242458,9326.0,14459373.0
2004-10-08,7626,7738,6214,6327,9897545,8097.0,14459373.0
2004-10-11,6267,6437,6098,6211,2056142,7953.0,14459373.0
2004-10-12,6214,6326,5930,6044,1877299,7736.0,14459373.0
2004-10-13,6045,6214,5989,6101,1480632,7808.0,14459373.0
2004-10-14,6042,6210,5533,5702,4339123,7302.0,14459373.0
2004-10-15,5535,5931,5535,5818,1606295,7447.0,14459373.0
2004-10-18,5759,5986,5759,5760,1094796,7374.0,14459373.0
2004-10-19,5814,6322,5702,5928,4468909,7591.0,14459373.0
2004-10-20,5933,6103,5651,5650,1021109,7230.0,14459373.0
2004-10-21,5703,5816,5478,5534,1249712,7085.0,14459373.0
2004-10-22,5534,5930,5478,5534,2853182,7085.0,14459373.0
