아모레퍼시픽(090430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-01-22,81520,81721,79220,80121,22206,4682525.0,5845849.0
2010-01-25,78120,79720,78020,79320,14476,4635758.0,5845849.0
2010-01-26,79920,81120,78720,80421,30603,4700063.0,5845849.0
2010-01-27,80920,82421,80420,82021,21219,4793596.0,5845849.0
2010-01-28,82021,82121,80520,81821,26433,4781904.0,5845849.0
2010-01-29,81821,81821,79820,81021,9874,4735138.0,5845849.0
2010-02-01,80520,83221,80520,81621,12436,4770213.0,5845849.0
2010-02-02,82921,83021,81320,82221,10571,4805288.0,5845849.0
2010-02-03,82421,82421,77920,79821,50196,4664988.0,5845849.0
2010-02-04,79820,79820,78120,79120,19990,4624067.0,5845849.0
2010-02-05,78020,79320,75119,79120,19429,4624067.0,5845849.0
2010-02-08,79120,79420,77720,79220,4599,4629912.0,5845849.0
2010-02-09,79620,79820,77619,77920,14969,4553916.0,5845849.0
2010-02-10,77920,78020,76019,76720,14143,4483766.0,5845849.0
2010-02-11,77019,77519,76519,76520,20888,4472074.0,5845849.0
2010-02-12,76419,77219,75919,76620,22112,4477920.0,5845849.0
2010-02-16,77219,79120,76719,79120,11008,4624067.0,5845849.0
2010-02-17,79220,80220,78820,80221,11702,4688371.0,5845849.0
2010-02-18,80220,80220,78820,79520,10136,4647450.0,5845849.0
2010-02-19,80020,80220,79120,79520,11903,4647450.0,5845849.0
2010-02-22,78620,79920,78620,79921,7745,4670833.0,5845849.0
2010-02-23,79120,80120,79020,79520,7555,4647450.0,5845849.0
2010-02-24,79820,79820,77920,79020,8802,4618221.0,5845849.0
2010-02-25,78120,79020,76919,77920,9858,4553916.0,5845849.0
2010-02-26,77319,79720,77319,78420,8088,4583146.0,5845849.0
2010-03-02,77920,79920,77920,78520,7784,4588991.0,5845849.0
2010-03-03,78520,80020,78420,80021,7045,4676679.0,5845849.0
2010-03-04,80220,80720,79020,79921,6670,4670833.0,5845849.0
2010-03-05,79820,81420,79820,81121,10054,4740984.0,5845849.0
2010-03-08,81020,81821,81020,81521,10610,4764367.0,5845849.0
2010-03-09,81420,81520,79920,80021,16631,4676679.0,5845849.0
2010-03-10,80020,81220,80020,80621,8535,4711754.0,5845849.0
2010-03-11,81020,81621,80920,81421,9057,4758521.0,5845849.0
2010-03-12,81621,83121,81621,83121,9497,4857901.0,5845849.0
2010-03-15,83121,83921,82021,83021,4162,4852055.0,5845849.0
2010-03-16,82321,82921,80720,81021,13976,4735138.0,5845849.0
2010-03-17,81020,81821,80720,81621,11245,4770213.0,5845849.0
2010-03-18,80820,81921,80820,81921,3768,4787750.0,5845849.0
2010-03-19,82321,82421,81020,81321,11706,4752675.0,5845849.0
2010-03-22,81020,81220,80020,80021,14647,4676679.0,5845849.0
2010-03-23,80220,82021,80220,82021,11148,4793596.0,5845849.0
2010-03-24,82021,82521,81120,81321,5749,4752675.0,5845849.0
2010-03-25,81420,84021,81420,83822,13153,4898821.0,5845849.0
2010-03-26,83221,84621,82621,84222,7667,4922205.0,5845849.0
2010-03-29,83821,85221,82621,83121,10327,4857901.0,5845849.0
2010-03-30,83521,83921,81821,83922,8069,4904667.0,5845849.0
2010-03-31,83921,83921,81721,82321,15821,4811134.0,5845849.0
2010-04-01,82321,83721,82321,82621,46290,4828671.0,5845849.0
2010-04-02,82321,82421,80720,81321,62213,4752675.0,5845849.0
2010-04-05,81020,81320,78820,78820,43608,4606529.0,5845849.0
2010-04-06,78820,79620,78020,78620,71733,4594837.0,5845849.0
2010-04-07,78720,80820,78620,80821,27265,4723446.0,5845849.0
2010-04-08,79720,83021,79720,83021,30058,4852055.0,5845849.0
2010-04-09,82221,83221,81621,82921,13423,4846209.0,5845849.0
2010-04-12,82321,82821,80520,81521,20209,4764367.0,5845849.0
2010-04-13,81320,81420,80620,81421,31798,4758521.0,5845849.0
2010-04-14,81821,84621,81621,84222,10548,4922205.0,5845849.0
2010-04-15,84221,84821,83421,84322,6313,4928051.0,5845849.0
2010-04-16,83921,84121,82921,83421,6090,4875438.0,5845849.0
2010-04-19,83021,84521,83021,84422,13667,4933897.0,5845849.0
2010-04-20,84321,85722,83921,85722,11126,5009893.0,5845849.0
2010-04-21,85722,86222,84721,85122,14499,4974817.0,5845849.0
2010-04-22,84421,86322,84221,85222,15587,4980663.0,5845849.0
2010-04-23,84921,86322,84821,85222,21753,4980663.0,5845849.0
2010-04-26,84621,86822,84621,85622,12454,5004047.0,5845849.0
2010-04-27,85321,86322,84921,85622,10220,5004047.0,5845849.0
2010-04-28,85421,85421,82721,82921,16531,4846209.0,5845849.0
2010-04-29,82921,84721,82321,83822,23613,4898821.0,5845849.0
2010-04-30,84121,84621,83121,83822,25677,4898821.0,5845849.0
2010-05-03,84321,86422,84021,85222,15372,4980663.0,5845849.0
2010-05-04,85021,86322,84621,86022,14475,5027430.0,5845849.0
2010-05-06,86022,87222,85421,87222,35569,5097580.0,5845849.0
2010-05-07,87022,88522,85722,88023,44114,5144347.0,5845849.0
2010-05-10,88022,88322,86022,87022,20747,5085889.0,5845849.0
2010-05-11,87522,87522,86022,86422,13264,5050814.0,5845849.0
2010-05-12,86822,88322,85622,85622,14100,5004047.0,5845849.0
2010-05-13,85121,88222,85121,87122,12249,5091734.0,5845849.0
2010-05-14,87122,87122,85922,86922,23321,5080043.0,5845849.0
2010-05-17,85822,88722,84121,87022,19397,5085889.0,5845849.0
2010-05-18,87822,91123,87522,90323,32338,5278802.0,5845849.0
2010-05-19,91423,91423,87522,88923,30612,5196960.0,5845849.0
2010-05-20,88022,90323,87522,88923,12539,5196960.0,5845849.0
2010-05-24,88522,90623,88122,88923,9156,5196960.0,5845849.0
2010-05-25,88122,90923,86322,89023,26644,5202806.0,5845849.0
2010-05-26,90023,91523,89022,91524,13268,5348952.0,5845849.0
2010-05-27,90223,92523,89122,91023,13943,5319723.0,5845849.0
2010-05-28,92423,92423,89523,91824,14912,5366489.0,5845849.0
2010-05-31,91123,92923,90623,91724,8657,5360644.0,5845849.0
2010-06-01,90823,93824,90623,93824,7299,5483406.0,5845849.0
2010-06-03,93924,97725,92923,97525,15001,5699703.0,5845849.0
2010-06-04,96524,97425,94724,96025,17934,5612015.0,5845849.0
2010-06-07,95924,98325,94624,97025,16503,5670474.0,5845849.0
2010-06-08,97325,97525,96024,97325,13307,5688011.0,5845849.0
2010-06-09,98025,99025,97325,98725,10108,5769853.0,5845849.0
2010-06-10,98825,100025,97125,98325,30241,5746470.0,5845849.0
2010-06-11,99625,100125,97725,98025,19970,5728932.0,5845849.0
2010-06-14,98025,100325,98025,98225,16308,5740624.0,5845849.0
2010-06-15,98225,102826,98225,100226,20849,5857541.0,5845849.0
2010-06-16,100525,102526,99025,102226,13644,5974458.0,5845849.0
2010-06-17,101426,102326,100325,100626,22712,5880924.0,5845849.0
2010-06-18,103926,103926,100625,101226,18162,5915999.0,5845849.0
2010-06-21,101326,104326,99625,99926,17005,5840003.0,5845849.0
2010-06-22,99325,99725,98125,98325,19941,5746470.0,5845849.0
2010-06-23,98825,99925,98025,99526,11515,5816620.0,5845849.0
2010-06-24,98825,102026,98825,102026,7734,5962766.0,5845849.0
2010-06-25,101526,102026,99125,101726,16705,5945228.0,5845849.0
2010-06-28,100625,101326,99225,99226,13221,5799082.0,5845849.0
2010-06-29,99725,101526,98525,101526,14203,5933537.0,5845849.0
2010-06-30,99325,104326,99325,104127,12236,6085529.0,5845849.0
2010-07-01,102526,103126,100025,102026,8994,5962766.0,5845849.0
2010-07-02,101926,102826,100525,101826,8053,5951074.0,5845849.0
2010-07-05,101826,102126,99125,99126,4955,5793236.0,5845849.0
2010-07-06,98825,99725,97425,97425,16206,5693857.0,5845849.0
2010-07-07,97425,97425,93524,94824,20623,5541865.0,5845849.0
2010-07-08,94924,97525,94924,97525,11280,5699703.0,5845849.0
2010-07-09,98125,99325,96224,98525,6230,5758161.0,5845849.0
2010-07-12,98625,99025,98425,98825,7110,5775699.0,5845849.0
2010-07-13,99125,100725,98525,100426,12035,5869232.0,5845849.0
2010-07-14,100125,103326,100125,101126,13698,5910153.0,5845849.0
2010-07-15,100525,100825,98525,98525,13194,5758161.0,5845849.0
2010-07-16,98625,99225,98425,98525,9395,5758161.0,5845849.0
2010-07-19,98425,99125,97225,98525,5935,5758161.0,5845849.0
2010-07-20,97725,98625,97525,98525,7485,5758161.0,5845849.0
2010-07-21,98025,98925,98025,98825,4333,5775699.0,5845849.0
2010-07-22,98325,99625,97925,98725,8447,5769853.0,5845849.0
2010-07-23,98525,99725,98425,98925,6342,5781545.0,5845849.0
2010-07-26,98525,99525,97925,97925,21177,5723086.0,5845849.0
2010-07-27,98525,98925,97725,98025,14262,5728932.0,5845849.0
2010-07-28,98925,98925,98225,98525,7911,5758161.0,5845849.0
2010-07-29,98525,98825,97825,98525,13751,5758161.0,5845849.0
2010-07-30,97925,98225,96324,96625,13527,5647090.0,5845849.0
2010-08-02,96324,96724,93824,93824,15250,5483406.0,5845849.0
2010-08-03,94324,96924,93924,95925,12746,5606169.0,5845849.0
2010-08-04,97024,99725,96324,99326,13376,5804928.0,5845849.0
2010-08-05,98125,104826,98125,104827,25522,6126450.0,5845849.0
2010-08-06,104726,106527,102826,105627,16338,6173217.0,5845849.0
2010-08-09,105027,105827,103126,105627,4182,6173217.0,5845849.0
2010-08-10,104226,105027,103026,103627,6936,6056300.0,5845849.0
2010-08-11,103226,105027,103026,103527,5110,6050454.0,5845849.0
2010-08-12,104026,104026,98925,98925,10587,5781545.0,5845849.0
2010-08-13,99025,101326,99025,99626,4660,5822466.0,5845849.0
2010-08-16,100425,101226,98125,100026,10623,5845849.0,5845849.0
2010-08-17,100025,102526,98925,101126,6862,5910153.0,5845849.0
2010-08-18,101126,102226,100225,102226,3785,5974458.0,5845849.0
2010-08-19,102026,105027,101026,104527,6093,6108912.0,5845849.0
2010-08-20,105127,106927,105127,105827,6961,6184908.0,5845849.0
2010-08-23,106527,107727,104826,106427,6421,6219983.0,5845849.0
2010-08-24,105627,112128,104326,108728,7842,6354438.0,5845849.0
2010-08-25,111228,111228,107627,108028,10473,6313517.0,5845849.0
2010-08-26,108127,108828,107927,108328,9840,6331054.0,5845849.0
2010-08-27,108527,108627,106027,107928,4407,6307671.0,5845849.0
2010-08-30,107627,109528,106327,108728,5305,6354438.0,5845849.0
2010-08-31,108727,111728,108727,110028,7364,6430434.0,5845849.0
2010-09-01,111028,116930,109528,115430,9273,6746110.0,5845849.0
2010-09-02,114229,119630,113229,117830,18663,6886410.0,5845849.0
2010-09-03,118030,122331,115329,115830,13679,6769493.0,5845849.0
2010-09-06,115829,117030,113929,114129,7617,6670114.0,5845849.0
2010-09-07,113329,114129,108928,111129,28372,6494738.0,5845849.0
2010-09-08,111828,111928,108527,110028,18730,6430434.0,5845849.0
2010-09-09,110028,110828,109728,110128,20223,6436280.0,5845849.0
2010-09-10,110328,113829,110228,113529,18435,6635039.0,5845849.0
2010-09-13,113229,114629,112028,112529,9447,6576580.0,5845849.0
2010-09-14,111728,112128,110128,110929,16512,6483047.0,5845849.0
2010-09-15,110528,114229,110528,114229,15505,6675960.0,5845849.0
2010-09-16,113329,114129,110628,110628,10724,6465509.0,5845849.0
2010-09-17,110228,111228,107627,107928,23644,6307671.0,5845849.0
2010-09-20,109728,113529,108227,113529,12771,6635039.0,5845849.0
2010-09-24,114929,117930,113329,117930,13919,6892256.0,5845849.0
2010-09-27,116530,117930,113629,116930,11897,6833797.0,5845849.0
2010-09-28,115429,116129,114229,114630,9637,6699343.0,5845849.0
2010-09-29,114929,116029,113829,113929,9919,6658422.0,5845849.0
2010-09-30,113929,114629,112628,114630,10440,6699343.0,5845849.0
2010-10-01,114629,115529,113229,113729,8201,6646730.0,5845849.0
2010-10-04,113129,113729,108828,110528,22535,6459663.0,5845849.0
2010-10-05,109928,111328,107627,110829,12986,6477201.0,5845849.0
2010-10-06,109828,112028,108127,109828,17612,6418742.0,5845849.0
2010-10-07,109228,110528,107027,107428,15319,6278442.0,5845849.0
2010-10-08,107427,107427,103026,103527,94641,6050454.0,5845849.0
2010-10-11,104026,104526,103626,104027,17105,6079683.0,5845849.0
2010-10-12,103426,103826,99725,99726,28021,5828311.0,5845849.0
2010-10-13,100725,102026,100025,100826,27244,5892616.0,5845849.0
2010-10-14,102026,102426,100725,100926,28686,5898462.0,5845849.0
2010-10-15,101026,102426,101026,101326,18076,5921845.0,5845849.0
2010-10-18,101426,102226,99825,100226,11169,5857541.0,5845849.0
2010-10-19,100225,100825,99925,100126,14025,5851695.0,5845849.0
2010-10-20,100525,100525,98025,99326,11248,5804928.0,5845849.0
2010-10-21,100525,100625,97024,98525,16547,5758161.0,5845849.0
2010-10-22,98225,99225,95724,96625,20284,5647090.0,5845849.0
2010-10-25,97325,98925,96824,98525,20587,5758161.0,5845849.0
2010-10-26,98325,98325,95924,96525,19010,5641244.0,5845849.0
2010-10-27,96224,97325,96124,97325,12692,5688011.0,5845849.0
2010-10-28,97325,99525,96724,99025,39129,5787391.0,5845849.0
2010-10-29,100025,104826,99625,104027,52475,6079683.0,5845849.0
2010-11-01,104026,105727,102226,105527,26100,6167371.0,5845849.0
2010-11-02,103626,106827,103026,106727,26482,6237521.0,5845849.0
2010-11-03,107827,109528,107527,108928,23892,6366130.0,5845849.0
2010-11-04,108027,109528,105727,107028,12440,6255058.0,5845849.0
2010-11-05,107127,109328,106027,106227,12665,6208292.0,5845849.0
2010-11-08,106027,106827,103026,105027,13280,6138141.0,5845849.0
2010-11-09,107127,107127,104826,104927,9562,6132296.0,5845849.0
2010-11-10,104927,105627,103926,105627,14076,6173217.0,5845849.0
2010-11-11,105527,106927,101126,101126,19192,5910153.0,5845849.0
2010-11-12,103926,106427,103526,105027,38208,6138141.0,5845849.0
2010-11-15,105027,107427,105027,106527,8051,6225829.0,5845849.0
2010-11-16,106027,107527,105527,107528,10360,6284288.0,5845849.0
2010-11-17,106527,106527,105627,105927,11909,6190754.0,5845849.0
2010-11-18,106527,108427,106327,107728,13328,6295979.0,5845849.0
2010-11-19,108227,108227,107127,108028,9871,6313517.0,5845849.0
2010-11-22,108127,109528,107527,108928,12594,6366130.0,5845849.0
2010-11-23,108327,109528,108227,109328,7363,6389513.0,5845849.0
2010-11-24,108427,108427,106027,107528,13728,6284288.0,5845849.0
2010-11-25,106527,108928,106527,107728,9721,6295979.0,5845849.0
2010-11-26,108027,109528,108027,108828,10503,6360284.0,5845849.0
2010-11-29,109428,110428,105827,107128,12603,6260904.0,5845849.0
2010-11-30,107227,109628,107027,108628,13818,6348592.0,5845849.0
2010-12-01,109428,109428,106827,107328,9858,6272596.0,5845849.0
2010-12-02,106927,108327,106727,107928,7801,6307671.0,5845849.0
2010-12-03,107927,108627,107027,107028,5727,6255058.0,5845849.0
2010-12-06,106527,107427,106027,107328,3777,6272596.0,5845849.0
2010-12-07,107827,108928,107327,107828,4619,6301825.0,5845849.0
2010-12-08,106627,116229,106427,114129,19919,6670114.0,5845849.0
2010-12-09,118630,118630,111628,113429,21613,6629193.0,5845849.0
2010-12-10,113429,114529,111028,112429,16294,6570734.0,5845849.0
2010-12-13,113429,118530,112528,116930,17275,6833797.0,5845849.0
2010-12-14,117830,117830,113429,113629,15780,6640884.0,5845849.0
2010-12-15,114129,116029,112428,113829,11785,6652576.0,5845849.0
2010-12-16,114929,118230,114129,117230,26426,6851335.0,5845849.0
2010-12-17,115729,119030,115629,118330,15163,6915639.0,5845849.0
2010-12-20,118330,118830,110028,114830,12081,6711035.0,5845849.0
2010-12-21,115929,115929,114629,114730,6092,6705189.0,5845849.0
2010-12-22,114729,115629,112228,112529,8617,6576580.0,5845849.0
2010-12-23,113329,113829,109428,110328,10366,6447971.0,5845849.0
2010-12-24,109528,110328,108327,108528,10883,6342746.0,5845849.0
2010-12-27,108327,111828,107627,111229,7604,6500584.0,5845849.0
2010-12-28,111128,114829,111128,113929,8141,6658422.0,5845849.0
2010-12-29,112328,114329,111128,113229,8264,6617501.0,5845849.0
2010-12-30,114329,114329,112829,113929,5695,6658422.0,5845849.0
2011-01-03,113429,114629,111428,112229,7983,6559043.0,5845849.0
2011-01-04,112528,113329,112128,113029,7551,6605809.0,5845849.0
2011-01-05,112528,113929,110928,111729,8582,6529813.0,5845849.0
2011-01-06,111828,114429,111528,114429,9275,6687651.0,5845849.0
2011-01-07,114429,117430,113029,116730,12967,6822106.0,5845849.0
2011-01-10,115029,119630,115029,119631,6591,6991635.0,5845849.0
2011-01-11,119230,119230,116229,116830,10054,6827952.0,5845849.0
2011-01-12,116830,116830,111428,111929,23615,6541505.0,5845849.0
2011-01-13,111928,111928,108527,108928,33415,6366130.0,5845849.0
2011-01-14,108928,109728,108327,109128,19487,6377821.0,5845849.0
2011-01-17,109228,109328,108527,108628,16309,6348592.0,5845849.0
2011-01-18,108627,109728,108627,108628,11830,6348592.0,5845849.0
2011-01-19,108427,109228,107727,107728,13038,6295979.0,5845849.0
2011-01-20,107727,107727,106927,107128,16896,6260904.0,5845849.0
2011-01-21,107327,107927,107027,107328,8780,6272596.0,5845849.0
2011-01-24,106427,107227,106127,106828,13880,6243367.0,5845849.0
2011-01-25,106627,107627,106127,106928,12622,6249213.0,5845849.0
2011-01-26,106227,107327,105527,106027,11520,6196600.0,5845849.0
2011-01-27,105227,106827,105027,106327,17699,6214137.0,5845849.0
2011-01-28,105627,108627,105027,107728,25372,6295979.0,5845849.0
2011-01-31,106627,109528,106627,108728,10126,6354438.0,5845849.0
2011-02-01,109228,109428,107927,108728,18025,6354438.0,5845849.0
2011-02-07,108928,109328,103726,104727,36051,6120604.0,5845849.0
2011-02-08,104726,104726,98425,98625,62939,5764007.0,5845849.0
2011-02-09,98925,99625,96724,98025,34968,5728932.0,5845849.0
2011-02-10,97125,99225,97125,97225,18072,5682165.0,5845849.0
2011-02-11,96824,99325,96824,98125,16967,5734778.0,5845849.0
2011-02-14,98325,99225,97425,98025,13266,5728932.0,5845849.0
2011-02-15,97725,97825,95224,96025,19814,5612015.0,5845849.0
2011-02-16,96124,100125,96124,99025,28943,5787391.0,5845849.0
2011-02-17,99525,100425,99525,99926,25267,5840003.0,5845849.0
2011-02-18,100625,100625,99625,100126,14133,5851695.0,5845849.0
2011-02-21,101826,103626,100525,103627,13998,6056300.0,5845849.0
2011-02-22,103426,103426,101426,102726,18834,6003687.0,5845849.0
2011-02-23,103226,104026,101926,103127,13677,6027070.0,5845849.0
2011-02-24,103926,104927,102226,103927,9409,6073837.0,5845849.0
2011-02-25,104826,105127,103226,104127,6560,6085529.0,5845849.0
2011-02-28,104126,104526,102026,102626,9171,5997841.0,5845849.0
2011-03-02,103826,103826,99825,101526,13849,5933537.0,5845849.0
2011-03-03,101526,101626,100125,100626,6423,5880924.0,5845849.0
2011-03-04,100725,105027,100125,104527,18668,6108912.0,5845849.0
2011-03-07,103126,104426,102126,102226,7748,5974458.0,5845849.0
2011-03-08,101226,105527,101226,104627,9389,6114758.0,5845849.0
2011-03-09,103726,104626,101826,103427,13666,6044608.0,5845849.0
2011-03-10,103326,104526,100925,103527,13775,6050454.0,5845849.0
2011-03-11,103326,103726,101126,102026,7435,5962766.0,5845849.0
2011-03-14,100725,103226,99025,103027,7001,6021224.0,5845849.0
2011-03-15,102026,104426,99925,100026,12535,5845849.0,5845849.0
2011-03-16,100125,102826,98525,100026,14006,5845849.0,5845849.0
2011-03-17,100525,100525,98525,99226,7658,5799082.0,5845849.0
2011-03-18,98525,100425,98025,99926,8152,5840003.0,5845849.0
2011-03-21,99125,100725,99125,100526,4252,5875078.0,5845849.0
2011-03-22,100125,103026,100125,103027,6710,6021224.0,5845849.0
2011-03-23,102126,103226,101226,102626,5237,5997841.0,5845849.0
2011-03-24,102326,104026,100525,103327,10885,6038762.0,5845849.0
2011-03-25,103326,105927,102226,105427,12745,6161525.0,5845849.0
2011-03-28,105927,105927,104126,105427,4814,6161525.0,5845849.0
2011-03-29,105427,105427,102226,103227,6913,6032916.0,5845849.0
2011-03-30,103626,106427,103626,105427,23210,6161525.0,5845849.0
2011-03-31,105027,105027,103326,104527,14490,6108912.0,5845849.0
2011-04-01,103326,105427,103026,103727,19655,6062145.0,5845849.0
2011-04-04,102926,104726,102926,103627,14852,6056300.0,5845849.0
2011-04-05,103626,105427,103326,105427,17916,6161525.0,5845849.0
2011-04-06,104726,106727,104626,106127,13157,6202446.0,5845849.0
2011-04-07,105427,105527,102726,103027,20446,6021224.0,5845849.0
2011-04-08,103126,105527,102826,105027,16013,6138141.0,5845849.0
2011-04-11,104026,105227,104026,105227,10807,6149833.0,5845849.0
2011-04-12,104426,104526,102426,104327,11147,6097221.0,5845849.0
2011-04-13,104426,104526,102826,104527,6042,6108912.0,5845849.0
2011-04-14,105027,105227,103026,105227,9921,6149833.0,5845849.0
2011-04-15,104426,109028,104426,109028,19142,6371975.0,5845849.0
2011-04-18,109328,112228,108127,110428,15348,6453817.0,5845849.0
2011-04-19,113029,113029,107327,108028,12715,6313517.0,5845849.0
2011-04-20,107227,110028,107127,108528,10310,6342746.0,5845849.0
2011-04-21,108527,111628,108527,110929,9817,6483047.0,5845849.0
2011-04-22,110128,110328,107227,107328,9224,6272596.0,5845849.0
2011-04-25,107927,108427,105027,105527,7924,6167371.0,5845849.0
2011-04-26,105027,105827,101726,103227,22522,6032916.0,5845849.0
2011-04-27,103326,106027,103326,105427,19159,6161525.0,5845849.0
2011-04-28,104126,105727,104026,104727,16815,6120604.0,5845849.0
2011-04-29,104126,108027,103826,108028,19046,6313517.0,5845849.0
2011-05-02,107727,110028,100025,110028,8869,6430434.0,5845849.0
2011-05-03,109828,109928,108627,109428,5939,6395359.0,5845849.0
2011-05-04,106227,110028,106227,109728,11062,6412896.0,5845849.0
2011-05-06,110028,110728,108227,109428,9405,6395359.0,5845849.0
2011-05-09,107827,110828,107827,108328,10717,6331054.0,5845849.0
2011-05-11,110028,110028,107827,108428,8928,6336900.0,5845849.0
2011-05-12,108327,108727,106027,106527,10229,6225829.0,5845849.0
2011-05-13,106627,109928,106327,109928,12290,6424588.0,5845849.0
2011-05-16,109528,117130,108127,115430,22791,6746110.0,5845849.0
2011-05-17,117030,118430,115629,117530,13188,6868873.0,5845849.0
2011-05-18,116229,118030,113029,115930,9997,6775339.0,5845849.0
2011-05-19,115229,117130,114729,115530,6984,6751956.0,5845849.0
2011-05-20,116529,121631,115629,121531,14821,7102707.0,5845849.0
2011-05-23,122031,125932,117830,122031,19621,7131936.0,5845849.0
2011-05-24,121931,125032,119030,119931,13303,7009173.0,5845849.0
2011-05-25,121431,122831,117130,122532,17156,7161165.0,5845849.0
2011-05-26,121531,125232,120130,124432,10976,7272236.0,5845849.0
2011-05-27,122831,124832,122331,122331,25055,7149473.0,5845849.0
2011-05-30,122631,123331,121231,123332,7011,7207932.0,5845849.0
2011-05-31,123831,128733,123831,128733,14223,7523608.0,5845849.0
2011-06-01,128533,128733,124432,128633,15002,7517762.0,5845849.0
2011-06-02,125132,128633,124031,128633,20699,7517762.0,5845849.0
2011-06-03,127332,128233,125632,125732,12488,7348232.0,5845849.0
2011-06-07,124732,124832,121831,122732,12028,7172857.0,5845849.0
2011-06-08,121531,122531,117530,119731,25964,6997481.0,5845849.0
2011-06-09,118930,119730,117230,117530,13386,6868873.0,5845849.0
2011-06-10,118230,118230,113729,115730,13872,6763647.0,5845849.0
2011-06-13,115829,117030,114229,117030,9307,6839643.0,5845849.0
2011-06-14,117830,118530,115729,117030,8617,6839643.0,5845849.0
2011-06-15,118130,122431,116529,122231,17647,7143627.0,5845849.0
2011-06-16,122031,122031,118330,120431,8501,7038402.0,5845849.0
2011-06-17,119030,121031,117530,119131,14081,6962406.0,5845849.0
2011-06-20,119330,119330,116329,116730,5198,6822106.0,5845849.0
2011-06-21,116129,119830,115729,118831,5808,6944869.0,5845849.0
2011-06-22,120030,120531,117430,119731,7494,6997481.0,5845849.0
2011-06-23,119130,119130,115129,119031,15287,6956560.0,5845849.0
2011-06-24,119030,120431,116529,116730,13269,6822106.0,5845849.0
2011-06-27,117330,117330,113629,115730,9272,6763647.0,5845849.0
2011-06-28,116129,117030,115329,115430,12044,6746110.0,5845849.0
2011-06-29,116529,118530,116029,117030,7759,6839643.0,5845849.0
2011-06-30,117030,119130,117030,118831,20812,6944869.0,5845849.0
2011-07-01,119830,122031,119130,120531,6356,7044248.0,5845849.0
2011-07-04,120731,120731,117130,119631,8540,6991635.0,5845849.0
2011-07-05,120030,127232,120030,124732,13085,7289774.0,5845849.0
2011-07-06,124432,126232,120931,123632,7866,7225469.0,5845849.0
2011-07-07,122531,124532,121831,123132,13617,7196240.0,5845849.0
2011-07-08,122631,124732,122031,122231,8470,7143627.0,5845849.0
2011-07-11,122431,124031,120330,122932,12785,7184548.0,5845849.0
2011-07-12,122531,123531,120330,121531,9958,7102707.0,5845849.0
2011-07-13,121631,122031,120531,121931,11121,7126090.0,5845849.0
2011-07-14,121131,121131,117730,120031,16953,7015019.0,5845849.0
2011-07-15,119330,119830,117830,118330,8763,6915639.0,5845849.0
2011-07-18,118430,120030,118430,120031,12026,7015019.0,5845849.0
2011-07-19,119930,120130,118230,119131,7802,6962406.0,5845849.0
2011-07-20,118030,119430,117530,119331,12007,6974098.0,5845849.0
2011-07-21,120030,122231,118630,120931,14954,7067631.0,5845849.0
2011-07-22,120431,120831,118230,118931,19212,6950714.0,5845849.0
2011-07-25,119030,119530,116329,119531,21527,6985790.0,5845849.0
2011-07-26,119530,120531,119230,119331,12474,6974098.0,5845849.0
2011-07-27,118530,120030,118230,119531,11038,6985790.0,5845849.0
2011-07-28,118330,119830,118230,119031,3177,6956560.0,5845849.0
2011-07-29,118230,120030,117930,120031,5181,7015019.0,5845849.0
2011-08-01,120030,122031,119830,119931,9055,7009173.0,5845849.0
2011-08-02,119130,120030,117530,118631,9256,6933177.0,5845849.0
2011-08-03,118430,118430,112628,114730,24735,6705189.0,5845849.0
2011-08-04,114029,117730,112729,116130,14540,6787031.0,5845849.0
2011-08-05,115729,118930,113029,115230,24406,6734418.0,5845849.0
2011-08-08,113129,117030,112929,112929,15470,6599964.0,5845849.0
2011-08-09,115329,115329,100725,106027,29877,6196600.0,5845849.0
2011-08-10,106127,114529,102326,110328,29274,6447971.0,5845849.0
2011-08-11,106027,116429,105627,110628,14971,6465509.0,5845849.0
2011-08-12,111528,116530,108127,116030,15219,6781185.0,5845849.0
2011-08-16,114029,121831,114029,120831,10682,7061786.0,5845849.0
2011-08-17,119230,122831,119130,120431,16310,7038402.0,5845849.0
2011-08-18,119430,123031,117930,123032,10440,7190394.0,5845849.0
2011-08-19,123231,125132,120831,125032,14323,7307311.0,5845849.0
2011-08-22,126332,129033,116029,122031,17661,7131936.0,5845849.0
2011-08-23,121931,122531,115429,116530,26257,6810414.0,5845849.0
2011-08-24,115829,116730,113329,114930,23296,6716881.0,5845849.0
2011-08-25,113629,116129,113629,114730,13676,6705189.0,5845849.0
2011-08-26,113329,114929,111128,111129,10767,6494738.0,5845849.0
2011-08-29,111128,115329,109228,115030,18544,6722726.0,5845849.0
2011-08-30,113929,119230,113129,117130,14274,6845489.0,5845849.0
2011-08-31,116830,117730,115729,116230,8959,6792877.0,5845849.0
2011-09-01,115329,119730,115129,118531,12277,6927331.0,5845849.0
2011-09-02,119530,120631,115929,115930,13535,6775339.0,5845849.0
2011-09-05,116329,117230,114329,115030,7388,6722726.0,5845849.0
2011-09-06,113929,116429,112628,115730,8679,6763647.0,5845849.0
2011-09-07,117130,118730,115429,117130,4833,6845489.0,5845849.0
2011-09-08,117830,119330,114429,115530,12909,6751956.0,5845849.0
2011-09-09,114329,116229,111528,111529,12766,6518122.0,5845849.0
2011-09-14,111628,112228,110128,111029,9545,6488892.0,5845849.0
