S&T모티브(064960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-11-11,16050,16450,15950,16350,25740,158096.0,9669493.0
2005-11-14,16450,16700,16150,16250,15160,157129.0,9669493.0
2005-11-15,16500,16500,16100,16200,12790,156646.0,9669493.0
2005-11-16,16200,16400,16050,16200,9700,156646.0,9669493.0
2005-11-17,16050,16300,16000,16200,5930,156646.0,9669493.0
2005-11-18,16300,17500,15900,16400,140310,158580.0,9669493.0
2005-11-21,16450,16800,16400,16700,36540,161481.0,9669493.0
2005-11-22,16750,16750,16300,16450,24840,159063.0,9669493.0
2005-11-23,17000,18700,17000,17850,153280,172600.0,9669493.0
2005-11-24,18250,18600,18000,18000,65990,174051.0,9669493.0
2005-11-25,17850,18300,17400,17600,41260,170183.0,9669493.0
2005-11-28,17600,19300,17600,18200,77882,175985.0,9669493.0
2005-11-29,18650,19500,18350,18800,129210,181786.0,9669493.0
2005-11-30,19500,20100,19000,19250,149016,186138.0,9669493.0
2005-12-01,19200,19850,18650,19650,105916,190006.0,9669493.0
2005-12-02,19850,20200,19200,19400,62940,187588.0,9669493.0
2005-12-05,19400,19700,18950,19400,28350,187588.0,9669493.0
2005-12-06,19050,19800,18700,19800,63250,191456.0,9669493.0
2005-12-07,19800,20800,19600,20500,114309,198225.0,9669493.0
2005-12-08,20550,20550,19700,20100,51733,194357.0,9669493.0
2005-12-09,19900,20400,19900,20000,13435,193390.0,9669493.0
2005-12-12,20000,20300,20000,20050,28960,193873.0,9669493.0
2005-12-13,20050,20450,19250,19900,20380,192423.0,9669493.0
2005-12-14,19900,19900,18700,19350,55610,187105.0,9669493.0
2005-12-15,19050,19300,18800,19100,45800,184687.0,9669493.0
2005-12-16,18600,18950,18100,18500,38550,178886.0,9669493.0
2005-12-19,18500,19300,18250,18500,21871,178886.0,9669493.0
2005-12-20,18200,19100,18200,18350,18312,177435.0,9669493.0
2005-12-21,18350,18950,18050,18500,24449,178886.0,9669493.0
2005-12-22,18500,18500,17600,17950,22760,173567.0,9669493.0
2005-12-23,18000,18450,17500,18400,20071,177919.0,9669493.0
2005-12-26,18400,18450,17950,18300,29929,176952.0,9669493.0
2005-12-27,17850,18900,17850,18550,29060,179369.0,9669493.0
2005-12-28,18000,18700,18000,18550,12530,179369.0,9669493.0
2005-12-29,18200,19100,17800,18650,46786,180336.0,9669493.0
2006-01-02,18650,19000,18600,19000,17670,183720.0,9669493.0
2006-01-03,18800,21450,18800,21100,135166,204026.0,9669493.0
2006-01-04,21400,22000,20400,21500,102739,207894.0,9669493.0
2006-01-05,20950,21500,20400,21000,47204,203059.0,9669493.0
2006-01-06,21700,24150,21500,24100,221310,233035.0,9669493.0
2006-01-09,24500,24700,23400,24000,80409,232068.0,9669493.0
2006-01-10,24000,24000,22900,23900,50790,231101.0,9669493.0
2006-01-11,23500,25700,23450,24500,60310,236903.0,9669493.0
2006-01-12,24300,24950,23450,23500,55761,227233.0,9669493.0
2006-01-13,23000,24250,22500,24250,78750,234485.0,9669493.0
2006-01-16,24500,27300,24500,26000,134691,251407.0,9669493.0
2006-01-17,26350,27200,25150,26000,74512,251407.0,9669493.0
2006-01-18,25300,26500,24400,26400,163844,255275.0,9669493.0
2006-01-19,25750,28350,25750,26100,107852,252374.0,9669493.0
2006-01-20,26750,26850,24150,26100,70018,252374.0,9669493.0
2006-01-23,25050,25500,24100,25500,54860,246572.0,9669493.0
2006-01-24,24700,25600,24500,24750,66877,239320.0,9669493.0
2006-01-25,25000,26100,24800,24800,48664,239803.0,9669493.0
2006-01-26,24550,25900,24550,25900,33020,250440.0,9669493.0
2006-01-27,26150,27400,26100,27200,44791,263010.0,9669493.0
2006-01-31,27200,27500,26600,27300,34111,263977.0,9669493.0
2006-02-01,27000,27300,26400,27200,35594,263010.0,9669493.0
2006-02-02,27000,27550,26500,27300,30680,263977.0,9669493.0
2006-02-03,26700,27150,26350,27150,25080,262527.0,9669493.0
2006-02-06,26600,27950,26600,26650,16660,257692.0,9669493.0
2006-02-07,26200,26650,25000,26650,49950,257692.0,9669493.0
2006-02-08,26300,27100,26300,26600,23680,257209.0,9669493.0
2006-02-09,26600,27100,26000,26350,15853,254791.0,9669493.0
2006-02-10,26050,26800,25850,26600,13570,257209.0,9669493.0
2006-02-13,26600,26950,26050,26750,18592,258659.0,9669493.0
2006-02-14,26750,26900,26100,26800,11112,259142.0,9669493.0
2006-02-15,27000,27000,26000,26550,24362,256725.0,9669493.0
2006-02-16,26150,29850,25900,28600,38071,276547.0,9669493.0
2006-02-17,28600,29000,27100,27700,33632,267845.0,9669493.0
2006-02-20,27700,27900,27100,27500,10960,265911.0,9669493.0
2006-02-21,27300,27700,27000,27650,17570,267361.0,9669493.0
2006-02-22,27650,27650,26950,27100,15570,262043.0,9669493.0
2006-02-23,28500,28500,26950,27100,10130,262043.0,9669493.0
2006-02-24,26800,27000,26250,26850,16100,259626.0,9669493.0
2006-02-27,26400,26600,26200,26600,22443,257209.0,9669493.0
2006-02-28,26300,26600,25600,26350,29047,254791.0,9669493.0
2006-03-02,26650,27000,26100,26700,13200,258175.0,9669493.0
2006-03-03,27000,27000,25850,26600,16711,257209.0,9669493.0
2006-03-06,26200,27000,25950,27000,21860,261076.0,9669493.0
2006-03-07,26500,26700,25850,26550,26980,256725.0,9669493.0
2006-03-08,26550,26550,25900,26200,15180,253341.0,9669493.0
2006-03-09,26650,26650,25850,25850,9684,249956.0,9669493.0
2006-03-10,25450,25700,24950,24950,24150,241254.0,9669493.0
2006-03-13,25000,25250,24500,25100,12470,242704.0,9669493.0
2006-03-14,25100,25350,24100,25350,21175,245122.0,9669493.0
2006-03-15,24800,25450,24700,24950,11620,241254.0,9669493.0
2006-03-16,24600,26450,24600,24600,12785,237870.0,9669493.0
2006-03-17,24500,24500,23550,24000,21761,232068.0,9669493.0
2006-03-20,24500,24500,23700,23750,7010,229650.0,9669493.0
2006-03-21,23500,23500,23000,23150,27940,223849.0,9669493.0
2006-03-22,23000,23200,22450,22450,16326,217080.0,9669493.0
2006-03-23,22350,23300,21800,22900,9190,221431.0,9669493.0
2006-03-24,22300,22900,21600,22500,17485,217564.0,9669493.0
2006-03-27,22050,22850,22000,22050,9170,213212.0,9669493.0
2006-03-28,21650,22000,20900,22000,18482,212729.0,9669493.0
2006-03-29,21500,23600,21500,23050,13148,222882.0,9669493.0
2006-03-30,23600,23600,22750,23050,11960,222882.0,9669493.0
2006-03-31,23500,25000,22700,25000,14090,241737.0,9669493.0
2006-04-03,24550,25150,24300,25150,17140,243188.0,9669493.0
2006-04-04,24700,25650,24600,25650,16510,248022.0,9669493.0
2006-04-05,25600,25600,24850,25000,11109,241737.0,9669493.0
2006-04-06,24950,24950,23900,24350,26420,235452.0,9669493.0
2006-04-07,24850,24850,23800,24000,13887,232068.0,9669493.0
2006-04-10,23500,24150,23150,24000,5995,232068.0,9669493.0
2006-04-11,23750,24700,23550,24700,11740,238836.0,9669493.0
2006-04-12,24200,24500,24050,24200,6979,234002.0,9669493.0
2006-04-13,24200,24700,24000,24450,15714,236419.0,9669493.0
2006-04-14,24600,25200,24450,24600,20000,237870.0,9669493.0
2006-04-17,24900,24900,23600,24650,19180,238353.0,9669493.0
2006-04-18,24050,26000,24050,25400,27510,245605.0,9669493.0
2006-04-19,25050,26200,25050,25600,14740,247539.0,9669493.0
2006-04-20,26000,26000,25200,25200,8061,243671.0,9669493.0
2006-04-21,25050,25800,25050,25550,11180,247056.0,9669493.0
2006-04-24,26000,26000,25050,25400,19380,245605.0,9669493.0
2006-04-25,25100,25950,25100,25600,19230,247539.0,9669493.0
2006-04-26,25300,25900,25150,25600,8960,247539.0,9669493.0
2006-04-27,25600,25600,25000,25600,8620,247539.0,9669493.0
2006-04-28,25850,25850,24500,24700,20231,238836.0,9669493.0
2006-05-02,24050,25000,24050,25000,21920,241737.0,9669493.0
2006-05-03,24450,24650,24300,24300,19301,234969.0,9669493.0
2006-05-04,24050,24300,23700,23700,9461,229167.0,9669493.0
2006-05-08,23550,24000,23200,24000,9512,232068.0,9669493.0
2006-05-09,23700,24600,23700,24400,18300,235936.0,9669493.0
2006-05-10,24000,24850,24000,24500,10500,236903.0,9669493.0
2006-05-11,24300,24750,24150,24600,14790,237870.0,9669493.0
2006-05-12,23750,24500,23550,23850,14069,230617.0,9669493.0
2006-05-15,23900,24950,22950,23300,17840,225299.0,9669493.0
2006-05-16,23300,23700,22900,23100,12011,223365.0,9669493.0
2006-05-17,22550,22850,21750,22150,28613,214179.0,9669493.0
2006-05-18,22100,22100,20800,21500,18990,207894.0,9669493.0
2006-05-19,21050,21800,21050,21400,4600,206927.0,9669493.0
2006-05-22,21250,21350,20000,21000,12820,203059.0,9669493.0
2006-05-23,21500,21500,20050,21050,8820,203543.0,9669493.0
2006-05-24,21050,21500,20000,21500,11360,207894.0,9669493.0
2006-05-25,21000,21500,20450,21500,6322,207894.0,9669493.0
2006-05-26,21900,21900,21150,21700,11288,209828.0,9669493.0
2006-05-29,21700,22500,21250,21300,8616,205960.0,9669493.0
2006-05-30,21400,21400,20400,21400,12320,206927.0,9669493.0
2006-06-01,21400,21950,20700,20900,9400,202092.0,9669493.0
2006-06-02,21700,21700,20300,21200,8260,204993.0,9669493.0
2006-06-05,21900,21900,20750,21400,10560,206927.0,9669493.0
2006-06-07,22000,22500,20700,21450,13050,207411.0,9669493.0
2006-06-08,21600,22500,18250,18250,128350,176468.0,9669493.0
2006-06-09,19000,19100,17800,18300,71157,176952.0,9669493.0
2006-06-12,17900,18250,17300,18050,18576,174534.0,9669493.0
2006-06-13,17800,17800,15500,16000,101350,154712.0,9669493.0
2006-06-14,15550,16250,15500,16000,18980,154712.0,9669493.0
2006-06-15,15600,16150,15400,15750,23671,152295.0,9669493.0
2006-06-16,16300,18100,16300,16850,84727,162931.0,9669493.0
2006-06-19,16950,16950,16100,16600,19523,160514.0,9669493.0
2006-06-20,16500,16500,15800,16350,19550,158096.0,9669493.0
2006-06-21,16100,16700,15600,16700,10070,161481.0,9669493.0
2006-06-22,16600,17300,15750,17250,19180,166799.0,9669493.0
2006-06-23,17000,17150,16600,17000,5970,164381.0,9669493.0
2006-06-26,16750,17150,16750,17000,4654,164381.0,9669493.0
2006-06-27,17500,17500,16700,17500,13380,169216.0,9669493.0
2006-06-28,17000,17350,16700,17000,8328,164381.0,9669493.0
2006-06-29,16950,17400,16800,17100,15960,165348.0,9669493.0
2006-06-30,17150,17450,16800,16900,16654,163414.0,9669493.0
2006-07-03,16850,17050,16600,16950,10681,163898.0,9669493.0
2006-07-04,16950,17150,16600,16850,9130,162931.0,9669493.0
2006-07-05,16600,16700,16200,16700,9081,161481.0,9669493.0
2006-07-06,16300,16550,15850,16250,17373,157129.0,9669493.0
2006-07-07,16100,16600,16100,16600,9620,160514.0,9669493.0
2006-07-10,16950,17000,16350,16850,11154,162931.0,9669493.0
2006-07-11,17000,17000,16400,16900,31174,163414.0,9669493.0
2006-07-12,16900,18000,16550,18000,22233,174051.0,9669493.0
2006-07-13,18500,18600,17500,18350,174110,177435.0,9669493.0
2006-07-14,18600,18600,17800,18200,15841,175985.0,9669493.0
2006-07-18,18000,18500,17250,18500,13510,178886.0,9669493.0
2006-07-19,18250,18800,17800,18100,23990,175018.0,9669493.0
2006-07-20,18200,18550,17900,18300,20340,176952.0,9669493.0
2006-07-21,18300,18400,17450,17550,14633,169700.0,9669493.0
2006-07-24,17400,17600,16800,17600,20670,170183.0,9669493.0
2006-07-25,18000,18000,17300,17600,14080,170183.0,9669493.0
2006-07-26,17350,17800,17200,17700,18280,171150.0,9669493.0
2006-07-27,17450,18500,17450,18500,14609,178886.0,9669493.0
2006-07-28,18800,19300,18050,19300,10840,186621.0,9669493.0
2006-07-31,19800,19800,18950,19000,10050,183720.0,9669493.0
2006-08-01,19650,19650,18600,19300,9410,186621.0,9669493.0
2006-08-02,18850,20200,18850,19400,12060,187588.0,9669493.0
2006-08-03,19150,20000,19000,20000,8310,193390.0,9669493.0
2006-08-04,20150,20400,19200,20400,55760,197258.0,9669493.0
2006-08-07,20300,20550,19850,20500,20120,198225.0,9669493.0
2006-08-08,21300,21300,19800,20800,12000,201125.0,9669493.0
2006-08-09,21000,21000,20200,21000,15710,203059.0,9669493.0
2006-08-10,20650,21000,20300,20900,14130,202092.0,9669493.0
2006-08-11,21000,21000,20250,20850,18130,201609.0,9669493.0
2006-08-14,21500,21500,20800,20900,11960,202092.0,9669493.0
2006-08-16,20500,21000,20350,20800,19961,201125.0,9669493.0
2006-08-17,20600,20900,19650,19650,31160,190006.0,9669493.0
2006-08-18,19800,19950,18500,19950,15042,192906.0,9669493.0
2006-08-21,19950,20000,19500,19700,9680,203476.0,10328743.0
2006-08-22,19950,20000,19500,19550,14536,201927.0,10328743.0
2006-08-23,19550,19950,19550,19750,29610,203993.0,10328743.0
2006-08-24,19800,20300,19250,20300,14746,209673.0,10328743.0
2006-08-25,20300,21100,20250,21100,13210,217936.0,10328743.0
2006-08-28,21100,21150,20500,20900,19021,215871.0,10328743.0
2006-08-29,21000,21100,20600,20900,14270,215871.0,10328743.0
2006-08-30,20600,21000,20500,20900,11220,215871.0,10328743.0
2006-08-31,20900,21850,20900,21850,20790,225683.0,10328743.0
2006-09-01,21850,21850,21250,21550,14750,222584.0,10328743.0
2006-09-04,21300,21550,21050,21500,13173,222068.0,10328743.0
2006-09-05,21000,21500,21000,21400,5705,221035.0,10328743.0
2006-09-06,21100,21400,20850,21100,11480,217936.0,10328743.0
2006-09-07,21300,21300,20800,21000,4126,216904.0,10328743.0
2006-09-08,20750,21000,20650,20850,8250,215354.0,10328743.0
2006-09-11,21000,21000,20100,20950,119890,216387.0,10328743.0
2006-09-12,20800,20900,20400,20850,9240,215354.0,10328743.0
2006-09-13,20850,20950,19750,19750,20998,203993.0,10328743.0
2006-09-14,19750,19950,18900,18900,36240,195213.0,10328743.0
2006-09-15,18950,19150,17950,18100,63701,186950.0,10328743.0
2006-09-18,18450,18600,18000,18400,74620,190049.0,10328743.0
2006-09-19,18400,18700,18350,18500,76651,191082.0,10328743.0
2006-09-20,18600,18750,18200,18700,179840,193147.0,10328743.0
2006-09-21,18800,21450,18700,19750,215412,203993.0,10328743.0
2006-09-22,19700,20000,18550,20000,79200,206575.0,10328743.0
2006-09-25,19900,20200,19500,20000,72730,206575.0,10328743.0
2006-09-26,19800,19900,19250,19900,49400,205542.0,10328743.0
2006-09-27,19300,20000,19300,19750,53466,203993.0,10328743.0
2006-09-28,19550,20000,19400,20000,36310,206575.0,10328743.0
2006-09-29,19750,20400,19750,20400,26739,210706.0,10328743.0
2006-10-02,20650,20650,20300,20550,9350,212256.0,10328743.0
2006-10-04,20100,20650,20000,20650,36530,213289.0,10328743.0
2006-10-09,20600,20700,19400,20500,327680,211739.0,10328743.0
2006-10-10,20500,20700,20100,20600,27220,212772.0,10328743.0
2006-10-11,20350,20750,20200,20600,24951,212772.0,10328743.0
2006-10-12,20400,20650,20150,20600,24416,212772.0,10328743.0
2006-10-13,20700,21250,20550,21200,123829,218969.0,10328743.0
2006-10-16,21650,21700,21000,21100,52380,217936.0,10328743.0
2006-10-17,21450,21450,20350,21000,151401,216904.0,10328743.0
2006-10-18,20950,21050,20500,20900,19070,215871.0,10328743.0
2006-10-19,20600,21350,20600,21350,40878,220519.0,10328743.0
2006-10-20,21250,21800,20750,21400,97430,221035.0,10328743.0
2006-10-23,21400,21900,20850,21350,52140,220519.0,10328743.0
2006-10-24,21500,22800,21000,22800,138858,235495.0,10328743.0
2006-10-25,23250,23850,22500,23800,114060,245824.0,10328743.0
2006-10-26,23500,24200,23350,23800,322075,245824.0,10328743.0
2006-10-27,23850,24500,23300,24350,44210,251505.0,10328743.0
2006-10-30,23650,24600,23600,24450,28260,252538.0,10328743.0
2006-10-31,24200,24850,24200,24600,14372,254087.0,10328743.0
2006-11-01,24750,24900,24350,24900,24640,257186.0,10328743.0
2006-11-02,24950,25500,24450,25300,24440,261317.0,10328743.0
2006-11-03,24900,25750,24900,25100,29085,259251.0,10328743.0
2006-11-06,25100,25400,24700,25300,21520,261317.0,10328743.0
2006-11-07,25350,25950,25000,25000,26809,258219.0,10328743.0
2006-11-08,24700,25000,24050,24700,16870,255120.0,10328743.0
2006-11-09,24200,24750,24200,24600,9290,254087.0,10328743.0
2006-11-10,24200,24550,24100,24200,7791,249956.0,10328743.0
2006-11-13,23900,24400,23900,24200,5150,249956.0,10328743.0
2006-11-14,24050,24400,23750,24250,7900,250472.0,10328743.0
2006-11-15,24800,24800,23850,24000,13155,247890.0,10328743.0
2006-11-16,23850,24350,23450,24200,16685,249956.0,10328743.0
2006-11-17,25000,25000,24000,24500,11960,253054.0,10328743.0
2006-11-20,24150,24500,23900,23900,7360,246857.0,10328743.0
2006-11-21,23650,24250,23000,23300,19380,240660.0,10328743.0
2006-11-22,23050,23350,23000,23350,9420,241176.0,10328743.0
2006-11-23,23750,23750,23000,23000,5821,237561.0,10328743.0
2006-11-24,22850,23050,22650,22950,13551,237045.0,10328743.0
2006-11-27,22650,23200,22450,23000,29120,237561.0,10328743.0
2006-11-28,23300,23300,22700,22850,32110,236012.0,10328743.0
2006-11-29,23300,24050,22900,24050,21060,248406.0,10328743.0
2006-11-30,23800,25050,23800,25000,47740,258219.0,10328743.0
2006-12-01,24900,25500,24300,25500,13790,263383.0,10328743.0
2006-12-04,25500,25500,24900,25200,13600,260284.0,10328743.0
2006-12-05,25200,25200,23400,24500,42376,253054.0,10328743.0
2006-12-06,24150,24400,23450,24300,13130,250988.0,10328743.0
2006-12-07,23900,24400,23650,24400,9640,252021.0,10328743.0
2006-12-08,24050,24300,23300,23700,61994,244791.0,10328743.0
2006-12-11,23450,23800,22950,23000,27280,237561.0,10328743.0
2006-12-12,22650,23500,22600,23500,39940,242725.0,10328743.0
2006-12-13,23500,23650,22800,23500,202670,242725.0,10328743.0
2006-12-14,23500,23950,23100,23950,44250,247373.0,10328743.0
2006-12-15,23600,24250,23450,23800,8990,245824.0,10328743.0
2006-12-18,23700,24200,23600,23800,18380,245824.0,10328743.0
2006-12-19,22900,23800,22900,23450,9100,242209.0,10328743.0
2006-12-20,23500,23700,23150,23600,44428,243758.0,10328743.0
2006-12-21,23500,24200,22900,22900,29510,236528.0,10328743.0
2006-12-22,23700,24000,23000,23050,24768,238078.0,10328743.0
2006-12-26,23300,23600,22250,22600,19090,233430.0,10328743.0
2006-12-27,22100,22950,22100,22700,3780,234462.0,10328743.0
2006-12-28,22700,22900,22350,22900,3385,236528.0,10328743.0
2007-01-02,22900,22900,22250,22500,3396,232397.0,10328743.0
2007-01-03,22500,22500,21450,21500,27390,222068.0,10328743.0
2007-01-04,21300,21300,19850,20950,67866,216387.0,10328743.0
2007-01-05,20650,20950,19800,20300,25020,209673.0,10328743.0
2007-01-08,20400,20550,19800,19900,12260,205542.0,10328743.0
2007-01-09,19900,20300,19300,19300,26070,199345.0,10328743.0
2007-01-10,19200,19600,18600,19550,76460,227538.0,11638786.0
2007-01-11,19400,20500,19350,20500,71470,238595.0,11638786.0
2007-01-12,20150,21250,20150,21000,76302,244415.0,11638786.0
2007-01-15,20800,21250,20200,21000,14030,244415.0,11638786.0
2007-01-16,20650,22450,20650,21350,31690,248488.0,11638786.0
2007-01-17,21550,21900,20550,21900,14960,254889.0,11638786.0
2007-01-18,21300,21650,20700,20700,19880,240923.0,11638786.0
2007-01-19,20500,20850,19400,19550,36875,227538.0,11638786.0
2007-01-22,18900,19600,18900,19450,28010,226374.0,11638786.0
2007-01-23,19050,19500,18850,19300,18890,224629.0,11638786.0
2007-01-24,19200,20050,19200,19450,60336,226374.0,11638786.0
2007-01-25,19750,19750,19400,19400,7303,225792.0,11638786.0
2007-01-26,19200,19900,19050,19300,26080,224629.0,11638786.0
2007-01-29,19450,19450,19050,19300,6900,224629.0,11638786.0
2007-01-30,19350,19400,18400,18850,41582,219391.0,11638786.0
2007-01-31,18250,18800,18150,18300,30740,212990.0,11638786.0
2007-02-01,18550,18650,18150,18300,26232,212990.0,11638786.0
2007-02-02,18550,18750,18250,18250,22229,212408.0,11638786.0
2007-02-05,18250,18600,18250,18450,18860,214736.0,11638786.0
2007-02-06,18400,18750,18250,18300,20882,212990.0,11638786.0
2007-02-07,18300,18850,18300,18800,16890,218809.0,11638786.0
2007-02-08,18800,19200,18800,19000,14320,221137.0,11638786.0
2007-02-09,19150,19250,19000,19200,11508,223465.0,11638786.0
2007-02-12,18800,19300,18600,19100,10830,222301.0,11638786.0
2007-02-13,19200,19800,19050,19650,15500,228702.0,11638786.0
2007-02-14,19950,20000,19500,19550,12019,227538.0,11638786.0
2007-02-15,19550,19800,19100,19500,77350,226956.0,11638786.0
2007-02-16,19300,19750,19250,19400,8880,225792.0,11638786.0
2007-02-20,19000,19350,19000,19250,20883,224047.0,11638786.0
2007-02-21,19250,19450,19050,19150,10310,222883.0,11638786.0
2007-02-22,19300,19500,19150,19300,18270,224629.0,11638786.0
2007-02-23,19450,19550,19250,19250,8600,224047.0,11638786.0
2007-02-26,19550,20150,19500,19650,33420,228702.0,11638786.0
2007-02-27,19800,20250,19800,19850,17361,231030.0,11638786.0
2007-02-28,19550,19550,18350,19100,21660,222301.0,11638786.0
2007-03-02,19150,19350,18700,18900,18673,219973.0,11638786.0
2007-03-05,18850,19200,18200,18200,15335,211826.0,11638786.0
2007-03-06,18600,18600,18150,18250,21537,212408.0,11638786.0
2007-03-07,18300,18700,18300,18500,9690,215318.0,11638786.0
2007-03-08,18600,19350,18400,19350,15610,225211.0,11638786.0
2007-03-09,19300,19300,18650,19000,13820,221137.0,11638786.0
2007-03-12,18950,19150,18700,19000,54100,221137.0,11638786.0
2007-03-13,19000,19000,18800,18850,8500,219391.0,11638786.0
2007-03-14,18500,19300,18400,19300,8635,224629.0,11638786.0
2007-03-15,19100,19100,18800,18800,8756,218809.0,11638786.0
2007-03-16,18800,19100,18550,18700,88302,217645.0,11638786.0
2007-03-19,18700,18800,18500,18650,20420,217063.0,11638786.0
2007-03-20,18750,19750,18750,19750,40420,229866.0,11638786.0
2007-03-21,19700,19700,19000,19500,41377,226956.0,11638786.0
2007-03-22,19600,19800,19400,19800,26230,230448.0,11638786.0
2007-03-23,19650,20300,19600,20100,29270,233940.0,11638786.0
2007-03-26,20350,22000,20150,22000,97964,256053.0,11638786.0
2007-03-27,21100,21800,20550,20900,57792,243251.0,11638786.0
2007-03-28,20700,21050,20000,20350,40660,236849.0,11638786.0
2007-03-29,20350,20900,20000,20600,46970,239759.0,11638786.0
2007-03-30,20500,21100,19450,19450,70720,226374.0,11638786.0
2007-04-02,19700,20600,19700,20200,155460,235103.0,11638786.0
2007-04-03,20550,21200,20000,20700,289320,240923.0,11638786.0
2007-04-04,20850,22500,20300,22000,192655,256053.0,11638786.0
2007-04-05,22200,22800,21600,22700,150847,264200.0,11638786.0
2007-04-06,22700,23550,22300,23000,317577,267692.0,11638786.0
2007-04-09,23300,25700,22800,24800,732699,288642.0,11638786.0
2007-04-10,25000,25000,24000,24200,112969,281659.0,11638786.0
2007-04-11,24600,25300,24000,24450,105720,284568.0,11638786.0
2007-04-12,24100,24800,23800,24600,161880,286314.0,11638786.0
2007-04-13,24550,26400,24050,26200,184224,304936.0,11638786.0
2007-04-16,26200,26750,25500,26500,130785,308428.0,11638786.0
2007-04-17,26500,26500,25200,25750,144011,299699.0,11638786.0
2007-04-18,25450,25900,24550,25000,82681,290970.0,11638786.0
2007-04-19,24900,25000,23750,23950,143040,278749.0,11638786.0
2007-04-20,23950,25450,23550,25400,108190,295625.0,11638786.0
2007-04-23,25500,25800,24700,25700,103480,299117.0,11638786.0
2007-04-24,25400,26050,25250,26000,101842,302608.0,11638786.0
2007-04-25,26400,26400,25200,25600,76580,297953.0,11638786.0
2007-04-26,25700,25950,25000,25500,78671,296789.0,11638786.0
2007-04-27,25100,25400,23800,24500,128470,285150.0,11638786.0
2007-04-30,24650,24700,24050,24350,28362,283404.0,11638786.0
2007-05-02,24700,24700,23800,24000,53150,279331.0,11638786.0
2007-05-03,24100,25500,23750,25500,85270,296789.0,11638786.0
2007-05-04,25150,25500,24600,25350,63092,295043.0,11638786.0
2007-05-07,25050,25300,24650,24750,62162,288060.0,11638786.0
2007-05-08,24800,25100,24250,24500,77116,285150.0,11638786.0
2007-05-09,24300,24950,24200,24850,64560,289224.0,11638786.0
2007-05-10,24550,24850,23600,24000,186713,279331.0,11638786.0
2007-05-11,23650,23850,22450,23000,206003,267692.0,11638786.0
2007-05-14,23300,23600,22650,23500,78887,273511.0,11638786.0
2007-05-15,23200,24500,23200,23600,123760,274675.0,11638786.0
2007-05-16,23700,23900,23250,23500,33386,273511.0,11638786.0
2007-05-17,23550,24600,23550,24600,105561,286314.0,11638786.0
2007-05-18,24600,25000,24200,24650,63280,286896.0,11638786.0
2007-05-21,24200,24850,24100,24600,87052,286314.0,11638786.0
2007-05-22,24600,25200,24250,24650,460981,286896.0,11638786.0
2007-05-23,25100,27100,25100,26100,311370,303772.0,11638786.0
2007-05-25,25600,26400,25600,26400,71110,307264.0,11638786.0
2007-05-28,26300,27650,26100,27400,153640,318903.0,11638786.0
2007-05-29,27550,27550,26850,27450,77550,319485.0,11638786.0
2007-05-30,27250,27350,26600,26800,84820,311919.0,11638786.0
2007-05-31,26850,28100,26800,28000,122525,325886.0,11638786.0
2007-06-01,28000,28400,26700,26700,117001,310756.0,11638786.0
2007-06-04,26700,27800,26200,27700,112100,322394.0,11638786.0
2007-06-05,27300,27750,26800,27400,51652,318903.0,11638786.0
2007-06-07,27150,28600,26800,28500,134177,331705.0,11638786.0
2007-06-08,28100,28900,27700,28450,81630,331123.0,11638786.0
2007-06-11,28500,29000,27500,27800,87051,323558.0,11638786.0
2007-06-12,27800,27900,26800,27100,72240,315411.0,11638786.0
2007-06-13,27700,27700,26750,26800,52644,311919.0,11638786.0
2007-06-14,27250,27650,27050,27600,103134,321230.0,11638786.0
2007-06-15,28100,28200,27600,28100,69861,327050.0,11638786.0
2007-06-18,28800,29800,27750,29500,152230,343344.0,11638786.0
2007-06-19,29950,29950,28350,28750,87502,334615.0,11638786.0
2007-06-20,29000,29000,27500,27650,80900,321812.0,11638786.0
2007-06-21,27450,28450,26750,27050,142503,314829.0,11638786.0
2007-06-22,27550,27550,26900,27200,69738,316575.0,11638786.0
2007-06-25,27200,27450,26500,26500,70607,308428.0,11638786.0
2007-06-26,26450,26600,25450,26550,123721,309010.0,11638786.0
2007-06-27,26100,26600,25600,26500,101468,308428.0,11638786.0
2007-06-28,26500,27600,26500,27550,62909,320649.0,11638786.0
2007-06-29,27550,30600,27550,30550,323318,355565.0,11638786.0
2007-07-02,31000,31500,30100,31500,146692,366622.0,11638786.0
2007-07-03,31300,32500,30800,31750,136710,369531.0,11638786.0
2007-07-04,32050,32500,31500,32350,130160,376515.0,11638786.0
2007-07-05,32350,33950,31900,33950,173108,395137.0,11638786.0
2007-07-06,33800,34350,33000,34000,174229,395719.0,11638786.0
2007-07-09,33750,34500,33350,34000,117844,395719.0,11638786.0
2007-07-10,34000,34000,32400,33000,100947,384080.0,11638786.0
2007-07-11,32500,33200,32250,32250,107470,375351.0,11638786.0
2007-07-12,32700,33500,32300,33000,84548,384080.0,11638786.0
2007-07-13,33200,34000,32600,33250,72614,386990.0,11638786.0
2007-07-16,33550,33550,31900,32350,75142,376515.0,11638786.0
2007-07-18,31750,33700,31500,33600,113519,391063.0,11638786.0
2007-07-19,33900,34200,33000,34000,72864,395719.0,11638786.0
2007-07-20,34100,35700,34100,35400,91012,412013.0,11638786.0
2007-07-23,36400,36800,35350,36000,128594,418996.0,11638786.0
2007-07-24,36500,37100,35950,36800,76023,428307.0,11638786.0
