삼성생명(032830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-09-10,110000,112500,109000,109500,1112577,21900000.0,200000000.0
2010-09-13,110000,110000,108000,108000,747835,21600000.0,200000000.0
2010-09-14,108000,109000,107500,107500,467086,21500000.0,200000000.0
2010-09-15,107500,108500,107000,108000,345469,21600000.0,200000000.0
2010-09-16,107500,108000,107000,108000,407036,21600000.0,200000000.0
2010-09-17,108000,110000,107000,110000,760469,22000000.0,200000000.0
2010-09-20,110500,110500,108500,108500,201430,21700000.0,200000000.0
2010-09-24,109000,109000,107000,107000,424202,21400000.0,200000000.0
2010-09-27,107500,107500,105000,105000,913830,21000000.0,200000000.0
2010-09-28,105000,105500,103500,104000,568204,20800000.0,200000000.0
2010-09-29,104000,105000,103500,103500,720459,20700000.0,200000000.0
2010-09-30,104000,105000,103500,104000,410041,20800000.0,200000000.0
2010-10-01,105000,107500,104500,106000,644084,21200000.0,200000000.0
2010-10-04,106500,107000,106000,106500,309644,21300000.0,200000000.0
2010-10-05,106500,107000,104500,105500,503429,21100000.0,200000000.0
2010-10-06,106000,107000,105500,106000,376649,21200000.0,200000000.0
2010-10-07,106000,106500,105000,105000,369965,21000000.0,200000000.0
2010-10-08,105000,106000,104500,106000,339464,21200000.0,200000000.0
2010-10-11,106500,107000,106000,107000,223631,21400000.0,200000000.0
2010-10-12,106500,107000,105500,106500,313996,21300000.0,200000000.0
2010-10-13,107000,107000,106000,106500,295059,21300000.0,200000000.0
2010-10-14,106500,107500,104000,104500,959176,20900000.0,200000000.0
2010-10-15,104500,105000,102500,102500,891271,20500000.0,200000000.0
2010-10-18,102500,103500,102000,102500,474474,20500000.0,200000000.0
2010-10-19,103000,103500,102500,102500,256905,20500000.0,200000000.0
2010-10-20,103500,104500,103000,103000,441111,20600000.0,200000000.0
2010-10-21,103500,103500,102000,103000,260979,20600000.0,200000000.0
2010-10-22,103000,103000,102500,103000,255863,20600000.0,200000000.0
2010-10-25,103000,103500,102500,102500,332089,20500000.0,200000000.0
2010-10-26,102500,103000,102000,103000,319571,20600000.0,200000000.0
2010-10-27,103000,103000,102000,102000,278442,20400000.0,200000000.0
2010-10-28,102000,102500,101000,101500,371588,20300000.0,200000000.0
2010-10-29,101500,101500,100000,100500,411890,20100000.0,200000000.0
2010-11-01,101000,102000,100500,101500,273216,20300000.0,200000000.0
2010-11-02,101000,101500,100500,101000,264972,20200000.0,200000000.0
2010-11-03,101500,103500,101500,102500,481710,20500000.0,200000000.0
2010-11-04,103000,104500,102500,103000,379896,20600000.0,200000000.0
2010-11-05,104000,104500,103500,104000,323600,20800000.0,200000000.0
2010-11-08,104500,104500,103500,104000,207691,20800000.0,200000000.0
2010-11-09,104000,104500,103000,103500,186504,20700000.0,200000000.0
2010-11-10,103500,104000,103000,103000,224079,20600000.0,200000000.0
2010-11-11,103000,103000,101000,101000,559703,20200000.0,200000000.0
2010-11-12,102000,103000,101000,101500,442159,20300000.0,200000000.0
2010-11-15,101500,103000,101500,102500,303672,20500000.0,200000000.0
2010-11-16,103500,104000,100500,101000,588932,20200000.0,200000000.0
2010-11-17,100500,101000,100000,100000,404616,20000000.0,200000000.0
2010-11-18,100500,101000,100000,100500,234059,20100000.0,200000000.0
2010-11-19,100500,101000,100000,100500,354832,20100000.0,200000000.0
2010-11-22,101000,101500,100000,100500,368595,20100000.0,200000000.0
2010-11-23,100500,101000,100000,100500,409803,20100000.0,200000000.0
2010-11-24,97600,100000,97600,99600,581370,19920000.0,200000000.0
2010-11-25,100000,100000,99000,99200,386682,19840000.0,200000000.0
2010-11-26,99400,99400,97700,98400,500368,19680000.0,200000000.0
2010-11-29,97800,98400,97000,97200,512948,19440000.0,200000000.0
2010-11-30,97200,98900,97000,97700,287881,19540000.0,200000000.0
2010-12-01,97700,99200,97500,98800,190753,19760000.0,200000000.0
2010-12-02,98900,99500,98000,98600,299447,19720000.0,200000000.0
2010-12-03,98900,99000,98400,99000,225522,19800000.0,200000000.0
2010-12-06,99100,101000,98600,100000,353781,20000000.0,200000000.0
2010-12-07,101000,101500,100000,100500,293851,20100000.0,200000000.0
2010-12-08,100500,101000,99600,99700,234723,19940000.0,200000000.0
2010-12-09,100000,100500,99600,100500,327670,20100000.0,200000000.0
2010-12-10,100500,101000,99800,100000,203661,20000000.0,200000000.0
2010-12-13,100500,100500,99900,100500,187461,20100000.0,200000000.0
2010-12-14,100500,101000,100000,100500,205367,20100000.0,200000000.0
2010-12-15,100500,100500,99500,100000,353437,20000000.0,200000000.0
2010-12-16,99900,100000,99500,99900,209437,19980000.0,200000000.0
2010-12-17,100000,100000,99100,99100,330418,19820000.0,200000000.0
2010-12-20,98500,98700,97900,98500,461506,19700000.0,200000000.0
2010-12-21,98600,101000,98600,100500,450118,20100000.0,200000000.0
2010-12-22,100500,100500,99300,99300,215391,19860000.0,200000000.0
2010-12-23,99400,99700,99000,99500,151199,19900000.0,200000000.0
2010-12-24,99500,99500,98900,99200,171126,19840000.0,200000000.0
2010-12-27,99500,104000,99500,102500,1317754,20500000.0,200000000.0
2010-12-28,103500,104000,102000,103000,419764,20600000.0,200000000.0
2010-12-29,102000,103000,101500,102000,274941,20400000.0,200000000.0
2010-12-30,102000,103500,102000,102500,307032,20500000.0,200000000.0
2011-01-03,104000,104500,103000,104000,483605,20800000.0,200000000.0
2011-01-04,104000,104500,103000,104000,371070,20800000.0,200000000.0
2011-01-05,104000,104000,102500,103500,310599,20700000.0,200000000.0
2011-01-06,104000,106000,103000,105000,902792,21000000.0,200000000.0
2011-01-07,105500,107500,105500,107000,798853,21400000.0,200000000.0
2011-01-10,107500,110500,107000,110000,1553240,22000000.0,200000000.0
2011-01-11,109500,110000,107000,109000,476403,21800000.0,200000000.0
2011-01-12,108500,108500,105000,105500,697440,21100000.0,200000000.0
2011-01-13,105500,109500,104500,106000,1003426,21200000.0,200000000.0
2011-01-14,107500,109500,107000,109500,705346,21900000.0,200000000.0
2011-01-17,110000,111000,109000,109500,563871,21900000.0,200000000.0
2011-01-18,109500,110000,108000,109000,435051,21800000.0,200000000.0
2011-01-19,109000,110500,108000,110000,674944,22000000.0,200000000.0
2011-01-20,110000,110500,108500,110500,424893,22100000.0,200000000.0
2011-01-21,110000,110500,108000,108000,429482,21600000.0,200000000.0
2011-01-24,107500,108000,106000,107000,280655,21400000.0,200000000.0
2011-01-25,107000,108000,106500,107000,393564,21400000.0,200000000.0
2011-01-26,107500,108000,106500,106500,289012,21300000.0,200000000.0
2011-01-27,106500,107000,105000,106000,351712,21200000.0,200000000.0
2011-01-28,105500,105500,104000,104500,265039,20900000.0,200000000.0
2011-01-31,103500,104000,102500,103000,314424,20600000.0,200000000.0
2011-02-01,103500,107000,103000,105500,395395,21100000.0,200000000.0
2011-02-07,107500,109000,107000,107500,350625,21500000.0,200000000.0
2011-02-08,108500,109500,107500,108500,529488,21700000.0,200000000.0
2011-02-09,109500,109500,106000,106500,417997,21300000.0,200000000.0
2011-02-10,106000,108000,105000,106000,366249,21200000.0,200000000.0
2011-02-11,106500,106500,102500,103000,473824,20600000.0,200000000.0
2011-02-14,104000,108500,104000,107500,454353,21500000.0,200000000.0
2011-02-15,108500,108500,106500,107500,386052,21500000.0,200000000.0
2011-02-16,108000,110000,107500,108500,717670,21700000.0,200000000.0
2011-02-17,110000,112500,109000,112000,2034534,22400000.0,200000000.0
2011-02-18,112000,113500,112000,112500,834842,22500000.0,200000000.0
2011-02-21,112500,112500,109000,110000,552507,22000000.0,200000000.0
2011-02-22,109000,109500,107000,109000,429412,21800000.0,200000000.0
2011-02-23,108500,112000,108500,110000,525226,22000000.0,200000000.0
2011-02-24,109500,110000,107500,108500,382435,21700000.0,200000000.0
2011-02-25,108000,108500,107000,108000,336682,21600000.0,200000000.0
2011-02-28,108000,108000,105500,106500,291452,21300000.0,200000000.0
2011-03-02,105500,106500,105000,105000,285212,21000000.0,200000000.0
2011-03-03,106000,109000,106000,108500,285166,21700000.0,200000000.0
2011-03-04,109500,110000,108500,109500,329501,21900000.0,200000000.0
2011-03-07,109000,109500,107000,107000,211694,21400000.0,200000000.0
2011-03-08,107000,110000,107000,109500,207606,21900000.0,200000000.0
2011-03-09,109500,110000,108000,108500,239966,21700000.0,200000000.0
2011-03-10,109500,109500,105500,106000,506777,21200000.0,200000000.0
2011-03-11,105000,107000,105000,106500,298787,21300000.0,200000000.0
2011-03-14,104000,104500,102000,104000,556320,20800000.0,200000000.0
2011-03-15,103500,104500,99700,100500,796865,20100000.0,200000000.0
2011-03-16,101500,103500,101500,102000,367881,20400000.0,200000000.0
2011-03-17,100000,102000,100000,101500,383294,20300000.0,200000000.0
2011-03-18,102500,104000,101000,104000,288119,20800000.0,200000000.0
2011-03-21,104000,104500,102000,102500,499197,20500000.0,200000000.0
2011-03-22,103000,103000,101000,102000,467829,20400000.0,200000000.0
2011-03-23,102000,102000,100500,101000,384857,20200000.0,200000000.0
2011-03-24,101500,102000,101000,101500,422019,20300000.0,200000000.0
2011-03-25,101500,103000,101500,103000,438934,20600000.0,200000000.0
2011-03-28,103000,103000,101500,102500,268581,20500000.0,200000000.0
2011-03-29,102000,103000,101500,103000,223919,20600000.0,200000000.0
2011-03-30,102000,102500,101000,101500,668068,20300000.0,200000000.0
2011-03-31,102000,103000,101500,103000,474596,20600000.0,200000000.0
2011-04-01,102500,103000,102000,103000,370276,20600000.0,200000000.0
2011-04-04,103000,103000,102000,102500,380358,20500000.0,200000000.0
2011-04-05,103000,104000,102500,103500,344942,20700000.0,200000000.0
2011-04-06,103500,103500,101000,101500,650139,20300000.0,200000000.0
2011-04-07,101500,102000,101000,101500,312793,20300000.0,200000000.0
2011-04-08,101500,102000,100500,100500,471424,20100000.0,200000000.0
2011-04-11,100500,101500,99800,99900,480178,19980000.0,200000000.0
2011-04-12,99900,100500,99000,99300,438462,19860000.0,200000000.0
2011-04-13,99900,100500,99500,100500,248940,20100000.0,200000000.0
2011-04-14,100500,100500,99400,100500,295704,20100000.0,200000000.0
2011-04-15,100000,100500,99400,99600,322783,19920000.0,200000000.0
2011-04-18,99700,99800,98100,98100,450802,19620000.0,200000000.0
2011-04-19,97700,99100,97500,98000,309324,19600000.0,200000000.0
2011-04-20,99300,101000,98600,101000,396724,20200000.0,200000000.0
2011-04-21,101500,102000,98500,99000,520558,19800000.0,200000000.0
2011-04-22,99700,100500,98600,99600,397083,19920000.0,200000000.0
2011-04-25,99900,99900,99000,99000,216497,19800000.0,200000000.0
2011-04-26,99000,99100,98200,98900,293453,19780000.0,200000000.0
2011-04-27,98800,101000,98400,98400,460004,19680000.0,200000000.0
2011-04-28,98800,99000,97600,97900,365679,19580000.0,200000000.0
2011-04-29,97500,97500,96600,97100,505815,19420000.0,200000000.0
2011-05-02,97800,99300,97500,98300,353000,19660000.0,200000000.0
2011-05-03,98300,98900,97500,97900,291139,19580000.0,200000000.0
2011-05-04,98100,98600,97800,98300,232711,19660000.0,200000000.0
2011-05-06,97800,98600,97600,97800,317315,19560000.0,200000000.0
2011-05-09,98100,98600,97700,97800,191572,19560000.0,200000000.0
2011-05-11,98500,98700,97900,98200,226201,19640000.0,200000000.0
2011-05-12,98400,98500,97500,98000,361970,19600000.0,200000000.0
2011-05-13,98600,98600,96700,98100,459450,19620000.0,200000000.0
2011-05-16,97900,97900,97000,97000,247091,19400000.0,200000000.0
2011-05-17,97300,97600,96300,96300,311144,19260000.0,200000000.0
2011-05-18,96700,97000,96100,96700,220026,19340000.0,200000000.0
2011-05-19,96600,96700,95100,95200,335788,19040000.0,200000000.0
2011-05-20,95400,96300,94200,95700,263474,19140000.0,200000000.0
2011-05-23,95100,95500,94100,94100,278682,18820000.0,200000000.0
2011-05-24,93200,93200,91100,92200,455498,18440000.0,200000000.0
2011-05-25,92100,92200,89000,89300,564060,17860000.0,200000000.0
2011-05-26,89300,90900,89300,89600,260474,17920000.0,200000000.0
2011-05-27,88400,89900,88400,89000,1720918,17800000.0,200000000.0
2011-05-30,90300,90400,88200,88300,299371,17660000.0,200000000.0
2011-05-31,88800,89800,88300,89800,286404,17960000.0,200000000.0
2011-06-01,90200,92300,89700,91600,551852,18320000.0,200000000.0
2011-06-02,90800,91400,90200,91400,375763,18280000.0,200000000.0
2011-06-03,90700,92500,90700,92500,378526,18500000.0,200000000.0
2011-06-07,92000,93400,91300,93200,382177,18640000.0,200000000.0
2011-06-08,92500,92800,91400,92700,407916,18540000.0,200000000.0
2011-06-09,92000,94100,91400,92800,978807,18560000.0,200000000.0
2011-06-10,93900,94300,92200,94300,500297,18860000.0,200000000.0
2011-06-13,94000,94900,93800,94500,287658,18900000.0,200000000.0
2011-06-14,93800,95000,93700,94900,239324,18980000.0,200000000.0
2011-06-15,95000,95200,92400,92800,355235,18560000.0,200000000.0
2011-06-16,92500,92500,90900,91300,216882,18260000.0,200000000.0
2011-06-17,90500,92100,90500,91300,299555,18260000.0,200000000.0
2011-06-20,91700,92800,91300,92500,281417,18500000.0,200000000.0
2011-06-21,92500,93700,92300,93400,157906,18680000.0,200000000.0
2011-06-22,94000,94500,93700,94500,255418,18900000.0,200000000.0
2011-06-23,94500,98800,93600,96800,932991,19360000.0,200000000.0
2011-06-24,97200,98000,95600,96300,297660,19260000.0,200000000.0
2011-06-27,96800,96800,94800,96400,174134,19280000.0,200000000.0
2011-06-28,97500,97600,93700,93700,348969,18740000.0,200000000.0
2011-06-29,94000,94600,91800,93800,470142,18760000.0,200000000.0
2011-06-30,93900,95400,93700,95000,210663,19000000.0,200000000.0
2011-07-01,96000,96000,94200,94900,181621,18980000.0,200000000.0
2011-07-04,95700,96400,95000,95100,184759,19020000.0,200000000.0
2011-07-05,95400,96800,95200,96500,200909,19300000.0,200000000.0
2011-07-06,96100,97000,96100,97000,137919,19400000.0,200000000.0
2011-07-07,97500,98800,97300,98500,364435,19700000.0,200000000.0
2011-07-08,98400,98800,96400,97200,269750,19440000.0,200000000.0
2011-07-11,96800,97700,95500,97600,215686,19520000.0,200000000.0
2011-07-12,97000,97300,95700,95900,176423,19180000.0,200000000.0
2011-07-13,96700,96700,94900,95700,198583,19140000.0,200000000.0
2011-07-14,95700,95700,94100,94800,289342,18960000.0,200000000.0
2011-07-15,94600,95400,94400,95400,174196,19080000.0,200000000.0
2011-07-18,98500,101000,98200,98300,795983,19660000.0,200000000.0
2011-07-19,98500,99100,97700,98400,284627,19680000.0,200000000.0
2011-07-20,99000,99400,98400,98500,251437,19700000.0,200000000.0
2011-07-21,98500,98900,97800,98200,193152,19640000.0,200000000.0
2011-07-22,98400,99400,98400,99400,443619,19880000.0,200000000.0
2011-07-25,98900,99600,98200,99100,256220,19820000.0,200000000.0
2011-07-26,99200,100500,99200,100000,347940,20000000.0,200000000.0
2011-07-27,100000,100000,99200,99500,192485,19900000.0,200000000.0
2011-07-28,98600,99900,98500,99900,155372,19980000.0,200000000.0
2011-07-29,99700,99900,99400,99800,156779,19960000.0,200000000.0
2011-08-01,100500,101000,100000,101000,296475,20200000.0,200000000.0
2011-08-02,100500,101000,99500,99500,217022,19900000.0,200000000.0
2011-08-03,98000,98400,97200,98100,283646,19620000.0,200000000.0
2011-08-04,98600,98700,96500,97000,322038,19400000.0,200000000.0
2011-08-05,93200,95500,93100,95500,494150,19100000.0,200000000.0
2011-08-08,93900,95100,89900,91100,519390,18220000.0,200000000.0
2011-08-09,89000,89900,81000,84900,824674,16980000.0,200000000.0
2011-08-10,87200,87900,84300,84500,697901,16900000.0,200000000.0
2011-08-11,81300,86500,81300,84500,449498,16900000.0,200000000.0
2011-08-12,86500,86800,84400,85200,386209,17040000.0,200000000.0
2011-08-16,86300,88000,86200,86700,351539,17340000.0,200000000.0
2011-08-17,86400,89400,86200,88200,294334,17640000.0,200000000.0
2011-08-18,89600,89600,86600,87200,256161,17440000.0,200000000.0
2011-08-19,85500,85900,84500,85600,360494,17120000.0,200000000.0
2011-08-22,84700,87800,84500,86800,295281,17360000.0,200000000.0
2011-08-23,88000,88100,86200,87100,268198,17420000.0,200000000.0
2011-08-24,87200,87500,84800,85200,363445,17040000.0,200000000.0
2011-08-25,85100,85900,84000,84100,281253,16820000.0,200000000.0
2011-08-26,84000,84800,83600,84000,158939,16800000.0,200000000.0
2011-08-29,84500,84800,83200,84000,361740,16800000.0,200000000.0
2011-08-30,85000,85200,84000,84200,379142,16840000.0,200000000.0
2011-08-31,84300,85000,83700,85000,6745437,17000000.0,200000000.0
2011-09-01,87300,91900,86500,89700,1114693,17940000.0,200000000.0
2011-09-02,89800,93500,89100,92000,618914,18400000.0,200000000.0
2011-09-05,91000,92300,89500,90000,411694,18000000.0,200000000.0
2011-09-06,88000,90000,87100,89500,348073,17900000.0,200000000.0
2011-09-07,90100,91500,89200,90300,298441,18060000.0,200000000.0
2011-09-08,90700,91100,88200,88500,522097,17700000.0,200000000.0
2011-09-09,88100,90100,87600,88600,319141,17720000.0,200000000.0
2011-09-14,89400,89400,87300,88200,252472,17640000.0,200000000.0
2011-09-15,89400,90400,88800,90100,440562,18020000.0,200000000.0
2011-09-16,91200,94200,91000,92100,478641,18420000.0,200000000.0
2011-09-19,91400,93400,90600,92900,349539,18580000.0,200000000.0
2011-09-20,92700,94300,91800,93700,316769,18740000.0,200000000.0
2011-09-21,94000,96900,93400,94200,394152,18840000.0,200000000.0
2011-09-22,93000,94200,91900,93500,247466,18700000.0,200000000.0
2011-09-23,91000,91700,89200,89200,416677,17840000.0,200000000.0
2011-09-26,88400,90300,88400,89100,401177,17820000.0,200000000.0
2011-09-27,90700,93200,90200,92800,337669,18560000.0,200000000.0
2011-09-28,92500,92800,90200,90800,319685,18160000.0,200000000.0
2011-09-29,91400,91400,88100,90500,490260,18100000.0,200000000.0
2011-09-30,89700,91800,88900,90800,294430,18160000.0,200000000.0
2011-10-04,88400,89900,86500,89300,341486,17860000.0,200000000.0
2011-10-05,88900,91300,87300,90800,413730,18160000.0,200000000.0
2011-10-06,91400,92900,90100,91700,288345,18340000.0,200000000.0
2011-10-07,91700,93000,91400,91800,253942,18360000.0,200000000.0
2011-10-10,91100,92800,90700,90700,181201,18140000.0,200000000.0
2011-10-11,91400,92400,90200,90900,347722,18180000.0,200000000.0
2011-10-12,90300,91600,90200,91000,194845,18200000.0,200000000.0
2011-10-13,91000,92900,90600,91100,338554,18220000.0,200000000.0
2011-10-14,91500,92800,90900,91000,160070,18200000.0,200000000.0
2011-10-17,91600,91900,89700,90000,304763,18000000.0,200000000.0
2011-10-18,85400,85800,83800,84000,5850872,16800000.0,200000000.0
2011-10-19,85000,85500,84500,85200,965139,17040000.0,200000000.0
2011-10-20,85400,85800,84100,84200,400284,16840000.0,200000000.0
2011-10-21,84700,85100,84300,84800,335445,16960000.0,200000000.0
2011-10-24,85500,85900,85000,85900,383055,17180000.0,200000000.0
2011-10-25,86500,86600,85300,85800,261862,17160000.0,200000000.0
2011-10-26,85400,85400,84600,85000,281577,17000000.0,200000000.0
2011-10-27,86000,87200,85600,86900,471085,17380000.0,200000000.0
2011-10-28,87900,88200,86800,86900,385808,17380000.0,200000000.0
2011-10-31,86900,87700,86100,86800,256079,17360000.0,200000000.0
2011-11-01,86600,87800,86000,86800,248339,17360000.0,200000000.0
2011-11-02,86000,87800,85500,87300,397389,17460000.0,200000000.0
2011-11-03,86900,87200,86100,86900,148253,17380000.0,200000000.0
2011-11-04,87300,87500,86700,87000,244351,17400000.0,200000000.0
2011-11-07,87300,87300,86300,86800,129906,17360000.0,200000000.0
2011-11-08,87100,87200,86000,86200,146648,17240000.0,200000000.0
2011-11-09,86500,87000,85800,86300,188094,17260000.0,200000000.0
2011-11-10,85100,86000,82600,82600,418144,16520000.0,200000000.0
2011-11-11,83400,84100,82600,84000,254046,16800000.0,200000000.0
2011-11-14,86000,86000,84800,85000,143756,17000000.0,200000000.0
2011-11-15,84900,85200,84500,85100,122768,17020000.0,200000000.0
2011-11-16,86100,86700,84500,84900,246650,16980000.0,200000000.0
2011-11-17,84900,85000,84100,85000,128887,17000000.0,200000000.0
2011-11-18,84100,84400,83000,83200,260679,16640000.0,200000000.0
2011-11-21,83600,83600,82200,82700,152881,16540000.0,200000000.0
2011-11-22,81600,82200,81500,82000,144680,16400000.0,200000000.0
2011-11-23,82400,82400,81100,81300,203500,16260000.0,200000000.0
2011-11-24,81500,82000,81100,81100,122467,16220000.0,200000000.0
2011-11-25,81000,81100,80100,80200,219769,16040000.0,200000000.0
2011-11-28,80100,81500,80100,81000,150326,16200000.0,200000000.0
2011-11-29,80900,82800,80600,82800,212935,16560000.0,200000000.0
2011-11-30,82500,83200,82000,83200,145504,16640000.0,200000000.0
2011-12-01,84300,85300,84200,85300,384797,17060000.0,200000000.0
2011-12-02,85000,85900,83800,85700,257896,17140000.0,200000000.0
2011-12-05,86000,86000,85100,85900,154126,17180000.0,200000000.0
2011-12-06,86000,86100,85300,86100,164120,17220000.0,200000000.0
2011-12-07,86000,86800,86000,86800,267877,17360000.0,200000000.0
2011-12-08,86300,87000,85500,86000,285408,17200000.0,200000000.0
2011-12-09,85200,85900,83900,85400,176571,17080000.0,200000000.0
2011-12-12,85500,86200,85300,85500,132229,17100000.0,200000000.0
2011-12-13,84800,85200,84000,84800,122080,16960000.0,200000000.0
2011-12-14,85000,85300,84000,84800,85410,16960000.0,200000000.0
2011-12-15,84500,84500,82800,83500,193236,16700000.0,200000000.0
2011-12-16,83900,83900,82700,82700,126305,16540000.0,200000000.0
2011-12-19,82300,82700,79500,80800,330860,16160000.0,200000000.0
2011-12-20,80800,81300,80800,81000,178663,16200000.0,200000000.0
2011-12-21,82000,83000,81600,82100,139310,16420000.0,200000000.0
2011-12-22,82100,82500,81300,81800,84309,16360000.0,200000000.0
2011-12-23,82000,83400,81900,83200,149453,16640000.0,200000000.0
2011-12-26,83400,83500,82500,82500,37328,16500000.0,200000000.0
2011-12-27,82500,83400,80200,82400,109818,16480000.0,200000000.0
