한전기술(052690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-08-03,71700,72800,69700,70300,116313,2686866.0,38220000.0
2011-08-04,70000,71900,67400,68000,78053,2598960.0,38220000.0
2011-08-05,63000,67000,62700,64600,106969,2469012.0,38220000.0
2011-08-08,62500,65200,58000,60100,176777,2297022.0,38220000.0
2011-08-09,57000,59900,52500,56300,252879,2151786.0,38220000.0
2011-08-10,60800,60900,57500,58400,209727,2232048.0,38220000.0
2011-08-11,55000,59400,54200,58300,111653,2228226.0,38220000.0
2011-08-12,59600,62200,59300,60300,139177,2304666.0,38220000.0
2011-08-16,62600,63600,62100,63300,91159,2419326.0,38220000.0
2011-08-17,63300,67400,62600,66000,86941,2522520.0,38220000.0
2011-08-18,66100,67100,63100,63400,75928,2423148.0,38220000.0
2011-08-19,61200,62200,59600,60000,96886,2293200.0,38220000.0
2011-08-22,60000,62300,59000,60800,68836,2323776.0,38220000.0
2011-08-23,61900,63000,61300,61500,70184,2350530.0,38220000.0
2011-08-24,62400,63500,59700,60700,61974,2319954.0,38220000.0
2011-08-25,60800,62200,59700,60700,58344,2319954.0,38220000.0
2011-08-26,60600,61700,59900,61300,51711,2342886.0,38220000.0
2011-08-29,62000,62300,60400,61900,102192,2365818.0,38220000.0
2011-08-30,62900,63000,61200,61400,69076,2346708.0,38220000.0
2011-08-31,61200,63000,61200,63000,57654,2407860.0,38220000.0
2011-09-01,63000,66000,62600,62700,91380,2396394.0,38220000.0
2011-09-02,63300,64500,62000,64200,50695,2453724.0,38220000.0
2011-09-05,63200,63800,61200,61200,44184,2339064.0,38220000.0
2011-09-06,60200,60500,58600,59200,94376,2262624.0,38220000.0
2011-09-07,60300,61000,59500,60600,43053,2316132.0,38220000.0
2011-09-08,61100,62000,59200,60500,50848,2312310.0,38220000.0
2011-09-09,59700,60400,58500,58700,77696,2243514.0,38220000.0
2011-09-14,56800,57800,55800,56000,71469,2140320.0,38220000.0
2011-09-15,57200,57400,52900,54200,144538,2071524.0,38220000.0
2011-09-16,56800,56800,55000,56500,104377,2159430.0,38220000.0
2011-09-19,55200,57900,54500,56300,82966,2151786.0,38220000.0
2011-09-20,57100,57900,56100,56700,50082,2167074.0,38220000.0
2011-09-21,57000,57200,56100,56800,55873,2170896.0,38220000.0
2011-09-22,55500,55800,54500,54600,52134,2086812.0,38220000.0
2011-09-23,52600,52900,50600,51200,61218,1956864.0,38220000.0
2011-09-26,50800,52800,46100,46100,84091,1761942.0,38220000.0
2011-09-27,48300,48850,47000,47200,54699,1803984.0,38220000.0
2011-09-28,47300,48000,46050,46500,63933,1777230.0,38220000.0
2011-09-29,45500,47900,45050,47900,72331,1830738.0,38220000.0
2011-09-30,48500,49400,47550,49300,55541,1884246.0,38220000.0
2011-10-04,47000,47350,45450,46350,64128,1771497.0,38220000.0
2011-10-05,46400,46900,45050,45850,58073,1752387.0,38220000.0
2011-10-06,46600,52700,46600,52100,105948,1991262.0,38220000.0
2011-10-07,54700,57500,53800,55300,112740,2113566.0,38220000.0
2011-10-10,56100,56700,53700,54800,59593,2094456.0,38220000.0
2011-10-11,55900,59600,55900,57300,82090,2190006.0,38220000.0
2011-10-12,56500,59000,56500,58500,51714,2235870.0,38220000.0
2011-10-13,59800,63300,58600,62400,97326,2384928.0,38220000.0
2011-10-14,62500,65200,60000,64500,145384,2465190.0,38220000.0
2011-10-17,64500,65200,62900,64500,75096,2465190.0,38220000.0
2011-10-18,62100,62900,61300,62500,80873,2388750.0,38220000.0
2011-10-19,62900,63000,61100,62600,53689,2392572.0,38220000.0
2011-10-20,62500,62500,60000,60000,59099,2293200.0,38220000.0
2011-10-21,60300,61900,58800,60500,91203,2312310.0,38220000.0
2011-10-24,61300,67400,61300,66400,132534,2537808.0,38220000.0
2011-10-25,66000,67400,65500,66000,87231,2522520.0,38220000.0
2011-10-26,64600,69500,64600,69400,78137,2652468.0,38220000.0
2011-10-27,70500,71200,68100,68800,70321,2629536.0,38220000.0
2011-10-28,70000,70900,67000,68800,75467,2629536.0,38220000.0
2011-10-31,68800,68800,65200,65200,97313,2491944.0,38220000.0
2011-11-01,64500,67400,64100,65700,71456,2511054.0,38220000.0
2011-11-02,63200,75500,62600,75500,440736,2885610.0,38220000.0
2011-11-03,75400,85000,74800,77800,751102,2973516.0,38220000.0
2011-11-04,79900,84200,79900,81100,297937,3099642.0,38220000.0
2011-11-07,90500,93200,88000,93200,862344,3562104.0,38220000.0
2011-11-08,91400,93900,89100,90700,371346,3466554.0,38220000.0
2011-11-09,89300,90800,78800,80200,853638,3065244.0,38220000.0
2011-11-10,78000,81900,76000,81200,461262,3103464.0,38220000.0
2011-11-11,82000,82700,76200,78300,342476,2992626.0,38220000.0
2011-11-14,78500,82200,77000,81600,313058,3118752.0,38220000.0
2011-11-15,81300,90000,79500,80200,818108,3065244.0,38220000.0
2011-11-16,82000,85500,78800,79100,269527,3023202.0,38220000.0
2011-11-17,80200,88000,79400,87800,482359,3355716.0,38220000.0
2011-11-18,86200,89300,85200,87800,268433,3355716.0,38220000.0
2011-11-21,88800,90300,85300,86100,144404,3290742.0,38220000.0
2011-11-22,90000,91900,88200,90700,374261,3466554.0,38220000.0
2011-11-23,91000,91600,88100,91000,178929,3478020.0,38220000.0
2011-11-24,90300,90500,88100,88800,124812,3393936.0,38220000.0
2011-11-25,87600,90600,86200,88900,136273,3397758.0,38220000.0
2011-11-28,89500,91000,87900,89600,85654,3424512.0,38220000.0
2011-11-29,87300,88900,84000,86300,1635270,3298386.0,38220000.0
2011-11-30,87000,88600,85100,85500,208146,3267810.0,38220000.0
2011-12-01,87200,87900,83200,84500,277600,3229590.0,38220000.0
2011-12-02,84300,88700,83600,87500,213388,3344250.0,38220000.0
2011-12-05,87200,88400,86500,87400,96922,3340428.0,38220000.0
2011-12-06,87000,87700,84200,85300,113586,3260166.0,38220000.0
2011-12-07,85700,86300,83600,85000,132208,3248700.0,38220000.0
2011-12-08,84600,88100,84300,88100,154086,3367182.0,38220000.0
2011-12-09,89600,91700,87200,88200,276868,3371004.0,38220000.0
2011-12-12,90000,97600,87300,95000,531645,3630900.0,38220000.0
2011-12-13,95000,100000,94700,98000,542312,3745560.0,38220000.0
2011-12-14,98500,102000,93500,99000,409955,3783780.0,38220000.0
2011-12-15,98900,101000,95300,97200,291418,3714984.0,38220000.0
2011-12-16,97300,101000,95600,99700,230205,3810534.0,38220000.0
2011-12-19,101000,101000,92000,97000,166536,3707340.0,38220000.0
2011-12-20,97600,98400,95000,97800,84662,3737916.0,38220000.0
2011-12-21,98400,99500,96200,97200,118569,3714984.0,38220000.0
2011-12-22,97100,97600,93500,94500,175722,3611790.0,38220000.0
2011-12-23,96500,96500,93500,94400,130383,3607968.0,38220000.0
2011-12-26,94400,95400,92700,93200,76689,3562104.0,38220000.0
2011-12-27,93300,96900,93300,95600,161243,3653832.0,38220000.0
2011-12-28,94600,96000,94100,94100,56296,3596502.0,38220000.0
2011-12-29,94000,94900,92200,92600,106837,3539172.0,38220000.0
2012-01-02,93000,94300,90300,93000,112992,3554460.0,38220000.0
2012-01-03,93400,95800,92700,93200,102893,3562104.0,38220000.0
2012-01-04,94000,94300,91100,91200,121444,3485664.0,38220000.0
2012-01-05,90100,91500,88800,89100,170248,3405402.0,38220000.0
2012-01-06,89400,90000,85400,88000,210030,3363360.0,38220000.0
2012-01-09,87100,87800,85300,87000,83018,3325140.0,38220000.0
2012-01-10,87600,91500,87600,90400,149218,3455088.0,38220000.0
2012-01-11,89300,90700,87400,87500,92114,3344250.0,38220000.0
2012-01-12,88600,88600,85000,85500,100520,3267810.0,38220000.0
2012-01-13,87400,87400,85200,86900,107477,3321318.0,38220000.0
2012-01-16,86100,87200,85400,87200,49132,3332784.0,38220000.0
2012-01-17,88500,91600,87300,91000,128382,3478020.0,38220000.0
2012-01-18,91300,92500,88800,89800,67273,3432156.0,38220000.0
2012-01-19,92800,95400,91900,92100,159035,3520062.0,38220000.0
2012-01-20,93800,94700,92600,93700,112286,3581214.0,38220000.0
2012-01-25,94700,94700,90300,90300,93660,3451266.0,38220000.0
2012-01-26,91100,92900,89100,92500,104020,3535350.0,38220000.0
2012-01-27,92500,93000,90000,90300,91436,3451266.0,38220000.0
2012-01-30,90400,91300,87100,88200,141299,3371004.0,38220000.0
2012-01-31,89300,93500,89300,93000,250421,3554460.0,38220000.0
2012-02-01,94600,99400,92600,98200,274845,3753204.0,38220000.0
2012-02-02,103000,104500,97200,97300,208683,3718806.0,38220000.0
2012-02-03,98300,101000,95100,100000,241466,3822000.0,38220000.0
2012-02-06,100500,101000,96100,97700,220111,3734094.0,38220000.0
2012-02-07,97100,100000,96300,99800,124324,3814356.0,38220000.0
2012-02-08,101000,114000,100000,109500,651807,4185090.0,38220000.0
2012-02-09,109500,110000,105000,107000,327151,4089540.0,38220000.0
2012-02-10,109500,116500,107000,115500,472500,4414410.0,38220000.0
2012-02-13,116500,119000,113000,117500,292430,4490850.0,38220000.0
2012-02-14,118000,118500,113000,117500,206560,4490850.0,38220000.0
2012-02-15,116500,119500,114500,119000,125044,4548180.0,38220000.0
2012-02-16,117500,128000,116500,120000,264794,4586400.0,38220000.0
2012-02-17,120000,124500,115000,115000,187023,4395300.0,38220000.0
2012-02-20,115500,116500,109000,111500,247596,4261530.0,38220000.0
2012-02-21,110500,114500,108500,114000,124497,4357080.0,38220000.0
2012-02-22,112000,114500,110000,110000,86732,4204200.0,38220000.0
2012-02-23,108000,110500,102000,106000,385288,4051320.0,38220000.0
2012-02-24,106000,107500,103000,106500,139915,4070430.0,38220000.0
2012-02-27,105000,110500,104000,106000,132185,4051320.0,38220000.0
2012-02-28,106000,107500,99500,103000,191197,3936660.0,38220000.0
2012-02-29,103000,105000,100500,103000,155151,3936660.0,38220000.0
2012-03-02,103500,108000,103500,103500,110278,3955770.0,38220000.0
2012-03-05,104000,105000,100500,101000,113158,3860220.0,38220000.0
2012-03-06,101000,106500,100500,105500,171251,4032210.0,38220000.0
2012-03-07,103000,108000,103000,104000,193286,3974880.0,38220000.0
2012-03-08,105000,109500,103500,109500,152135,4185090.0,38220000.0
2012-03-09,110000,110500,106500,109500,131466,4185090.0,38220000.0
2012-03-12,110000,110000,97900,97900,329331,3741738.0,38220000.0
2012-03-13,98100,99600,90700,94000,815336,3592680.0,38220000.0
2012-03-14,94000,94700,92100,93500,250626,3573570.0,38220000.0
2012-03-15,92600,94900,92300,93200,201819,3562104.0,38220000.0
2012-03-16,92700,93400,90400,92000,220933,3516240.0,38220000.0
2012-03-19,91700,93300,90000,90500,143398,3458910.0,38220000.0
2012-03-20,91200,93700,90500,93300,149710,3565926.0,38220000.0
2012-03-21,93300,93900,92500,93500,93827,3573570.0,38220000.0
2012-03-22,93100,93600,89400,91600,191724,3500952.0,38220000.0
2012-03-23,92300,97800,92300,96200,433761,3676764.0,38220000.0
2012-03-26,95200,96600,89100,89100,291787,3405402.0,38220000.0
2012-03-27,90000,90500,84100,84800,446025,3241056.0,38220000.0
2012-03-28,84400,87800,84100,84100,216267,3214302.0,38220000.0
2012-03-29,87900,88100,82000,82200,445785,3141684.0,38220000.0
2012-03-30,82200,83400,80600,81700,182088,3122574.0,38220000.0
2012-04-02,81700,84200,81000,83200,143617,3179904.0,38220000.0
2012-04-03,82500,83000,78100,80100,349235,3061422.0,38220000.0
2012-04-04,80700,81000,76800,77500,257533,2962050.0,38220000.0
2012-04-05,76200,79300,76100,79000,164413,3019380.0,38220000.0
2012-04-06,78200,80800,77900,78300,118111,2992626.0,38220000.0
2012-04-09,77600,78300,75300,76300,132690,2916186.0,38220000.0
2012-04-10,76100,77700,70900,71700,362097,2740374.0,38220000.0
2012-04-12,73500,75500,71800,74700,190925,2855034.0,38220000.0
2012-04-13,75200,76900,74800,76500,117176,2923830.0,38220000.0
2012-04-16,75400,75500,72300,72600,268926,2774772.0,38220000.0
2012-04-17,72800,73000,67700,69000,474878,2637180.0,38220000.0
2012-04-18,71000,72700,70600,71200,310602,2721264.0,38220000.0
2012-04-19,71500,74800,71500,74200,253264,2835924.0,38220000.0
2012-04-20,73700,75500,72600,73500,185213,2809170.0,38220000.0
2012-04-23,74100,74700,72500,72500,90331,2770950.0,38220000.0
2012-04-24,72500,73800,71100,73800,163919,2820636.0,38220000.0
2012-04-25,75000,75000,70100,70500,218759,2694510.0,38220000.0
2012-04-26,70900,72100,68000,68700,174723,2625714.0,38220000.0
2012-04-27,69900,69900,66100,66900,244971,2556918.0,38220000.0
2012-04-30,66900,69100,66900,68600,135936,2621892.0,38220000.0
2012-05-02,68600,70400,66600,66900,193566,2556918.0,38220000.0
2012-05-03,67200,67500,65200,65800,199118,2514876.0,38220000.0
2012-05-04,65400,69800,65200,68900,213383,2633358.0,38220000.0
2012-05-07,67900,70900,67500,69500,183464,2656290.0,38220000.0
2012-05-08,70000,70500,67900,69300,123206,2648646.0,38220000.0
2012-05-09,69400,69600,67300,67500,92652,2579850.0,38220000.0
2012-05-10,66600,71700,66500,71100,203335,2717442.0,38220000.0
2012-05-11,71500,73800,70700,73100,349810,2793882.0,38220000.0
2012-05-14,73700,74200,72200,72500,223282,2770950.0,38220000.0
2012-05-15,71900,74100,71900,74000,159675,2828280.0,38220000.0
2012-05-16,73800,73800,70800,70800,117884,2705976.0,38220000.0
2012-05-17,71500,72000,69800,69900,98569,2671578.0,38220000.0
2012-05-18,69000,70200,67100,68000,130502,2598960.0,38220000.0
2012-05-21,68200,69500,65500,68500,102998,2618070.0,38220000.0
2012-05-22,69800,70200,68500,69000,68552,2637180.0,38220000.0
2012-05-23,69100,71700,68000,70700,87875,2702154.0,38220000.0
2012-05-24,71000,72200,70300,71900,77239,2748018.0,38220000.0
2012-05-25,72500,72600,71100,71600,73590,2736552.0,38220000.0
2012-05-29,71400,73000,70900,72600,77869,2774772.0,38220000.0
2012-05-30,71900,73500,71400,72900,80634,2786238.0,38220000.0
2012-05-31,72500,74500,71600,72900,83805,2786238.0,38220000.0
2012-06-01,72900,78400,72500,77600,277222,2965872.0,38220000.0
2012-06-04,76800,81300,76100,77800,429537,2973516.0,38220000.0
2012-06-05,78900,79700,77800,78400,167548,2996448.0,38220000.0
2012-06-07,79800,79900,77800,77800,175781,2973516.0,38220000.0
2012-06-08,78200,81000,77800,78400,167795,2996448.0,38220000.0
2012-06-11,78500,79200,76300,76300,146022,2916186.0,38220000.0
2012-06-12,75100,77200,74400,76200,101223,2912364.0,38220000.0
2012-06-13,76700,76800,73700,75200,150500,2874144.0,38220000.0
2012-06-14,75200,79400,75200,79400,240720,3034668.0,38220000.0
2012-06-15,79000,80200,78200,78400,207015,2996448.0,38220000.0
2012-06-18,80000,80400,79100,79400,113114,3034668.0,38220000.0
2012-06-19,79300,82400,79300,81900,201669,3130218.0,38220000.0
2012-06-20,82300,82500,80600,81200,106419,3103464.0,38220000.0
2012-06-21,81200,83700,80700,83600,185376,3195192.0,38220000.0
2012-06-22,82800,82900,81500,81700,99968,3122574.0,38220000.0
2012-06-25,82000,82200,79900,80500,85954,3076710.0,38220000.0
2012-06-26,80000,81400,79100,79500,89454,3038490.0,38220000.0
2012-06-27,80000,80600,78300,79500,70533,3038490.0,38220000.0
2012-06-28,79700,80500,77600,80000,99091,3057600.0,38220000.0
2012-06-29,79200,83000,79000,82100,135669,3137862.0,38220000.0
2012-07-02,82600,83500,81300,83300,97239,3183726.0,38220000.0
2012-07-03,83000,84400,82700,83300,118324,3183726.0,38220000.0
2012-07-04,83000,84500,82400,83900,103754,3206658.0,38220000.0
2012-07-05,84200,84900,83000,84100,92744,3214302.0,38220000.0
2012-07-06,83900,83900,81200,82600,93822,3156972.0,38220000.0
2012-07-09,82000,83000,81100,83000,45852,3172260.0,38220000.0
2012-07-10,82800,83000,81000,81100,59896,3099642.0,38220000.0
2012-07-11,80500,82000,80100,81500,31567,3114930.0,38220000.0
2012-07-12,81500,82200,78000,78000,68232,2981160.0,38220000.0
2012-07-13,78000,80400,75300,79100,111229,3023202.0,38220000.0
2012-07-16,79900,79900,78200,78300,45405,2992626.0,38220000.0
2012-07-17,77300,77900,73700,73700,226413,2816814.0,38220000.0
2012-07-18,73000,75400,73000,74400,134831,2843568.0,38220000.0
2012-07-19,75500,75600,74400,74800,80604,2858856.0,38220000.0
2012-07-20,75600,76300,74400,76000,65100,2904720.0,38220000.0
2012-07-23,75100,75600,73000,73000,64338,2790060.0,38220000.0
2012-07-24,72500,72900,70000,71600,107635,2736552.0,38220000.0
2012-07-25,70200,71800,70000,70500,40748,2694510.0,38220000.0
2012-07-26,70700,71500,67500,68000,154437,2598960.0,38220000.0
2012-07-27,69000,70000,67700,69000,94648,2637180.0,38220000.0
2012-07-30,70100,70200,68300,68600,66975,2621892.0,38220000.0
2012-07-31,67800,69000,67500,68600,115790,2621892.0,38220000.0
2012-08-01,68700,72800,68400,71800,132623,2744196.0,38220000.0
2012-08-02,72400,74700,71900,73800,143776,2820636.0,38220000.0
2012-08-03,73000,74500,72400,73700,95763,2816814.0,38220000.0
2012-08-06,74600,75200,73200,73500,80775,2809170.0,38220000.0
2012-08-07,74700,74700,73600,74300,38864,2839746.0,38220000.0
2012-08-08,74300,75300,74300,74600,56452,2851212.0,38220000.0
2012-08-09,74800,75700,74700,75500,86770,2885610.0,38220000.0
2012-08-10,75100,75700,74100,74600,46385,2851212.0,38220000.0
2012-08-13,74600,75200,74000,74000,31669,2828280.0,38220000.0
2012-08-14,74500,75500,74000,74800,49977,2858856.0,38220000.0
2012-08-16,74900,75000,73700,74000,47986,2828280.0,38220000.0
2012-08-17,74000,75300,74000,75200,61486,2874144.0,38220000.0
2012-08-20,75300,76600,75000,75900,50107,2900898.0,38220000.0
2012-08-21,76300,76700,75200,75200,34609,2874144.0,38220000.0
2012-08-22,75000,75700,73500,73900,57415,2824458.0,38220000.0
2012-08-23,73500,73900,71600,71800,154055,2744196.0,38220000.0
2012-08-24,71500,72200,70500,70500,121021,2694510.0,38220000.0
2012-08-27,71200,72200,70900,71400,68546,2728908.0,38220000.0
2012-08-28,71900,74300,71800,74300,126304,2839746.0,38220000.0
2012-08-29,75000,75100,73200,74700,79323,2855034.0,38220000.0
2012-08-30,75100,75800,74400,75200,90448,2874144.0,38220000.0
2012-08-31,74500,79900,74500,78800,262809,3011736.0,38220000.0
2012-09-03,80200,81000,79000,79600,154949,3042312.0,38220000.0
2012-09-04,80000,81700,79300,79500,150993,3038490.0,38220000.0
2012-09-05,79400,79400,75900,77400,149747,2958228.0,38220000.0
2012-09-06,77400,79400,77100,78200,55683,2988804.0,38220000.0
2012-09-07,78800,79300,77200,77400,95192,2958228.0,38220000.0
2012-09-10,77500,78600,77000,77800,50379,2973516.0,38220000.0
2012-09-11,77800,77800,75000,75000,107150,2866500.0,38220000.0
2012-09-12,74800,76800,74800,75900,77137,2900898.0,38220000.0
2012-09-13,76600,76600,74000,75600,101370,2889432.0,38220000.0
2012-09-14,76000,76900,75900,76700,108944,2931474.0,38220000.0
2012-09-17,77000,77400,74700,76100,89993,2908542.0,38220000.0
2012-09-18,75600,76100,74300,74600,101088,2851212.0,38220000.0
2012-09-19,74500,75500,74000,74600,65149,2851212.0,38220000.0
2012-09-20,74700,75000,73600,73800,79566,2820636.0,38220000.0
2012-09-21,73800,74800,73800,74300,55097,2839746.0,38220000.0
2012-09-24,74200,74200,72700,73200,80950,2797704.0,38220000.0
2012-09-25,72500,73000,71100,71800,172903,2744196.0,38220000.0
2012-09-26,71300,72200,71200,71300,93273,2725086.0,38220000.0
2012-09-27,71400,72500,70400,71300,88204,2725086.0,38220000.0
2012-09-28,71300,72900,71100,72500,101053,2770950.0,38220000.0
2012-10-02,71600,72300,71500,71900,69735,2748018.0,38220000.0
2012-10-04,72000,72500,71300,71300,54520,2725086.0,38220000.0
2012-10-05,71500,73800,71300,72700,90941,2778594.0,38220000.0
2012-10-08,72800,74100,72100,74000,85060,2828280.0,38220000.0
2012-10-09,73700,74600,73500,73700,73097,2816814.0,38220000.0
2012-10-10,73600,73700,72000,72000,40264,2751840.0,38220000.0
2012-10-11,71900,73300,71400,71700,43761,2740374.0,38220000.0
2012-10-12,71800,73200,71600,72900,53478,2786238.0,38220000.0
2012-10-15,73000,73000,70500,70700,70984,2702154.0,38220000.0
2012-10-16,71600,71600,70500,70700,38099,2702154.0,38220000.0
2012-10-17,71100,71400,69300,69700,99664,2663934.0,38220000.0
2012-10-18,69000,70200,68200,69700,90588,2663934.0,38220000.0
2012-10-19,69000,70000,68500,69100,40830,2641002.0,38220000.0
2012-10-22,66700,68700,66700,67800,80829,2591316.0,38220000.0
2012-10-23,67800,69400,67700,68700,57301,2625714.0,38220000.0
2012-10-24,68000,68600,67000,67400,61234,2576028.0,38220000.0
2012-10-25,67000,68000,66400,66500,58781,2541630.0,38220000.0
2012-10-26,66200,66900,63100,64000,159990,2446080.0,38220000.0
2012-10-29,62100,64900,61200,61200,85329,2339064.0,38220000.0
2012-10-30,60400,62400,60400,62000,68896,2369640.0,38220000.0
2012-10-31,62000,64500,62000,64200,77688,2453724.0,38220000.0
2012-11-01,64500,65800,63300,64900,65745,2480478.0,38220000.0
2012-11-02,65500,65500,63000,63800,54891,2438436.0,38220000.0
2012-11-05,63800,63900,61200,61200,66109,2339064.0,38220000.0
2012-11-06,61200,61700,60300,61300,63044,2342886.0,38220000.0
2012-11-07,61400,63100,61200,63100,77263,2411682.0,38220000.0
2012-11-08,62400,62500,61700,61900,40585,2365818.0,38220000.0
2012-11-09,61600,61700,58300,58300,149198,2228226.0,38220000.0
2012-11-12,58700,59400,56900,57300,116834,2190006.0,38220000.0
2012-11-13,57000,59000,57000,58200,60398,2224404.0,38220000.0
2012-11-14,57900,58700,57100,57400,41011,2193828.0,38220000.0
2012-11-15,55300,57000,55300,55800,61076,2132676.0,38220000.0
2012-11-16,55500,59300,55500,59300,63173,2266446.0,38220000.0
2012-11-19,59000,60900,58800,60200,69446,2300844.0,38220000.0
2012-11-20,60600,61100,60400,60600,43698,2316132.0,38220000.0
2012-11-21,60500,60800,58100,58800,41902,2247336.0,38220000.0
2012-11-22,59400,60700,59000,59900,40461,2289378.0,38220000.0
2012-11-23,60200,60800,58500,60700,41367,2319954.0,38220000.0
2012-11-26,60900,61000,60100,60300,20138,2304666.0,38220000.0
2012-11-27,59600,61000,59600,60700,38413,2319954.0,38220000.0
2012-11-28,61000,61000,60200,60400,19929,2308488.0,38220000.0
2012-11-29,61000,61700,60700,61400,33940,2346708.0,38220000.0
2012-11-30,61800,62100,61100,61800,34216,2361996.0,38220000.0
2012-12-03,62000,63000,61800,62300,51118,2381106.0,38220000.0
2012-12-04,62500,62500,61800,61900,25124,2365818.0,38220000.0
2012-12-05,61800,61900,60000,60500,49642,2312310.0,38220000.0
2012-12-06,59500,61400,59500,60900,35809,2327598.0,38220000.0
2012-12-07,61400,62400,61000,62400,33810,2384928.0,38220000.0
2012-12-10,61800,63600,61800,63200,56051,2415504.0,38220000.0
2012-12-11,63200,64200,62800,63500,42338,2426970.0,38220000.0
2012-12-12,63000,64200,62800,62800,35679,2400216.0,38220000.0
2012-12-13,62400,63800,62400,63800,44652,2438436.0,38220000.0
2012-12-14,63300,63900,63000,63600,35646,2430792.0,38220000.0
2012-12-17,63000,63800,61600,61600,58265,2354352.0,38220000.0
2012-12-18,61200,62800,61200,62200,44151,2377284.0,38220000.0
2012-12-20,64000,69000,63800,67400,236367,2576028.0,38220000.0
2012-12-21,67400,68000,66100,66900,130885,2556918.0,38220000.0
2012-12-24,67900,69600,67900,68300,132817,2610426.0,38220000.0
2012-12-26,68600,69300,67600,69000,103725,2637180.0,38220000.0
2012-12-27,68200,69600,67600,69000,91157,2637180.0,38220000.0
2012-12-28,68500,70400,68300,70100,99018,2679222.0,38220000.0
2013-01-02,70700,72900,70400,71900,120301,2748018.0,38220000.0
2013-01-03,72600,72600,70700,71000,71184,2713620.0,38220000.0
2013-01-04,71400,71700,70300,71600,59196,2736552.0,38220000.0
2013-01-07,71000,71800,70600,71800,35026,2744196.0,38220000.0
2013-01-08,71000,72300,70800,70800,42352,2705976.0,38220000.0
2013-01-09,70200,71000,69300,70400,62249,2690688.0,38220000.0
2013-01-10,70500,72500,70500,72500,124724,2770950.0,38220000.0
2013-01-11,72300,75000,72300,74900,150598,2862678.0,38220000.0
2013-01-14,75400,83000,75300,81400,504331,3111108.0,38220000.0
2013-01-15,81700,82300,80600,81000,181342,3095820.0,38220000.0
2013-01-16,80600,81100,78000,80000,126668,3057600.0,38220000.0
2013-01-17,80000,81400,77900,78200,97095,2988804.0,38220000.0
2013-01-18,79000,81800,78200,81700,150408,3122574.0,38220000.0
2013-01-21,81300,82400,80700,81900,96536,3130218.0,38220000.0
2013-01-22,82100,82500,81000,82000,100101,3134040.0,38220000.0
2013-01-23,81500,84100,81500,82300,105131,3145506.0,38220000.0
2013-01-24,81600,82000,80100,81100,80996,3099642.0,38220000.0
2013-01-25,80600,81300,80000,80800,61722,3088176.0,38220000.0
2013-01-28,80000,81000,78500,79000,61305,3019380.0,38220000.0
2013-01-29,78500,80000,78100,79200,60625,3027024.0,38220000.0
2013-01-30,78700,83000,78700,82800,106108,3164616.0,38220000.0
2013-01-31,82900,82900,79300,80100,115684,3061422.0,38220000.0
2013-02-01,79100,81900,78700,80700,88304,3084354.0,38220000.0
2013-02-04,81500,81900,80700,80800,55806,3088176.0,38220000.0
2013-02-05,81000,81300,78100,79800,50037,3049956.0,38220000.0
2013-02-06,79800,80300,78300,78300,60597,2992626.0,38220000.0
2013-02-07,78300,79300,76700,76700,40133,2931474.0,38220000.0
2013-02-08,76500,78300,76100,77400,36197,2958228.0,38220000.0
2013-02-12,76900,78200,75500,76400,43144,2920008.0,38220000.0
2013-02-13,76800,81200,76300,80000,91842,3057600.0,38220000.0
2013-02-14,79600,80500,77000,78000,94275,2981160.0,38220000.0
2013-02-15,78100,79700,78100,79000,51044,3019380.0,38220000.0
2013-02-18,78800,80900,78800,80700,48651,3084354.0,38220000.0
2013-02-19,80800,81000,80000,80800,33082,3088176.0,38220000.0
2013-02-20,81400,81500,80200,81000,57831,3095820.0,38220000.0
2013-02-21,81500,81500,80000,81100,50380,3099642.0,38220000.0
2013-02-22,81200,82800,80100,82800,124061,3164616.0,38220000.0
2013-02-25,83000,83300,81400,82800,64751,3164616.0,38220000.0
2013-02-26,82800,85300,82600,85300,133326,3260166.0,38220000.0
2013-02-27,85800,86000,84700,85200,55973,3256344.0,38220000.0
2013-02-28,85900,85900,84300,85500,57096,3267810.0,38220000.0
2013-03-04,85000,85000,83000,83700,59023,3199014.0,38220000.0
2013-03-05,83700,84700,83200,84400,42351,3225768.0,38220000.0
2013-03-06,85200,85200,83700,83700,37768,3199014.0,38220000.0
2013-03-07,84300,87100,83600,84200,120169,3218124.0,38220000.0
2013-03-08,84200,84800,82900,84400,46784,3225768.0,38220000.0
2013-03-11,84800,86300,82900,85700,83286,3275454.0,38220000.0
2013-03-12,84800,87700,84800,87700,77185,3351894.0,38220000.0
2013-03-13,88000,88900,86900,87300,60776,3336606.0,38220000.0
2013-03-14,88000,90700,87100,90700,84421,3466554.0,38220000.0
2013-03-15,90700,92300,89200,90400,117283,3455088.0,38220000.0
2013-03-18,89900,90800,86200,87400,81202,3340428.0,38220000.0
2013-03-19,87400,89600,86500,88700,76470,3390114.0,38220000.0
2013-03-20,87800,88700,85700,87400,78696,3340428.0,38220000.0
2013-03-21,86500,86900,84900,85600,42889,3271632.0,38220000.0
2013-03-22,85500,88100,85500,87500,50554,3344250.0,38220000.0
2013-03-25,88700,89900,87600,87600,60522,3348072.0,38220000.0
2013-03-26,88200,90200,87300,90200,65706,3447444.0,38220000.0
2013-03-27,91000,91000,88600,89400,62730,3416868.0,38220000.0
