두산밥캣(241560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-07-20,30000,30400,29900,30250,92155,3032537.0,100249166.0
2018-07-23,30650,30950,30150,30550,117800,3062612.0,100249166.0
2018-07-24,30800,30850,30250,30850,119070,3092687.0,100249166.0
2018-07-25,30900,31250,30750,30850,133425,3092687.0,100249166.0
2018-07-26,31300,31750,31100,31400,154403,3147824.0,100249166.0
2018-07-27,31700,32450,31150,32350,209403,3243061.0,100249166.0
2018-07-30,32200,33300,32150,33200,206635,3328272.0,100249166.0
2018-07-31,33350,33550,32650,33250,190188,3333285.0,100249166.0
2018-08-01,33500,33650,32950,33200,139879,3328272.0,100249166.0
2018-08-02,33200,33550,32550,32750,124209,3283160.0,100249166.0
2018-08-03,32700,33250,32550,33100,150078,3318247.0,100249166.0
2018-08-06,33100,33700,33100,33550,153500,3363360.0,100249166.0
2018-08-07,33050,33700,32950,33700,110275,3378397.0,100249166.0
2018-08-08,33300,33800,33050,33750,109959,3383409.0,100249166.0
2018-08-09,33750,34000,33400,34000,123508,3408472.0,100249166.0
2018-08-10,34000,34000,33500,33750,118588,3383409.0,100249166.0
2018-08-13,33750,33900,33400,33650,173045,3373384.0,100249166.0
2018-08-14,33650,34350,33400,34300,117000,3438546.0,100249166.0
2018-08-16,34450,34550,33850,34450,153636,3453584.0,100249166.0
2018-08-17,34750,34950,34300,34550,228688,3463609.0,100249166.0
2018-08-20,34900,34900,34300,34600,217752,3468621.0,100249166.0
2018-08-21,34300,34950,34300,34800,148103,3488671.0,100249166.0
2018-08-22,34350,34850,33750,34600,115006,3468621.0,100249166.0
2018-08-23,34850,35000,34600,35000,137195,3508721.0,100249166.0
2018-08-24,34900,35100,34500,34850,128801,3493683.0,100249166.0
2018-08-27,34600,35050,34550,34900,135639,3498696.0,100249166.0
2018-08-28,34600,35500,34600,35500,340394,3558845.0,100249166.0
2018-08-29,35600,35600,34800,34800,10684681,3488671.0,100249166.0
2018-08-30,34200,34350,33200,33650,639216,3373384.0,100249166.0
2018-08-31,33800,35600,33500,35600,1625917,3568870.0,100249166.0
2018-09-03,35600,36050,35200,35650,1104675,3573883.0,100249166.0
2018-09-04,35600,36000,34250,34650,249294,3473634.0,100249166.0
2018-09-05,34500,36000,34500,35650,280723,3573883.0,100249166.0
2018-09-06,35500,35750,34700,35600,183898,3568870.0,100249166.0
2018-09-07,36100,36100,35600,36000,212134,3608970.0,100249166.0
2018-09-10,35700,36150,35600,36150,176632,3624007.0,100249166.0
2018-09-11,35650,36400,35650,36400,126352,3649070.0,100249166.0
2018-09-12,36350,36550,35750,36050,166320,3613982.0,100249166.0
2018-09-13,36500,36800,36350,36600,243498,3669119.0,100249166.0
2018-09-14,36800,36800,35750,36200,200659,3629020.0,100249166.0
2018-09-17,35800,36700,35750,36650,108514,3674132.0,100249166.0
2018-09-18,36000,36750,35800,36600,121911,3669119.0,100249166.0
2018-09-19,36150,36750,36050,36700,165148,3679144.0,100249166.0
2018-09-20,36500,37750,36500,37750,261306,3784406.0,100249166.0
2018-09-21,38200,38550,37500,38550,267379,3864605.0,100249166.0
2018-09-27,38450,40100,38350,40100,374354,4019992.0,100249166.0
2018-09-28,40600,41300,40050,40400,380463,4050066.0,100249166.0
2018-10-01,40400,41050,39600,40000,231237,4009967.0,100249166.0
2018-10-02,39550,40000,39200,39700,122644,3979892.0,100249166.0
2018-10-04,40300,40750,39550,39850,265908,3994929.0,100249166.0
2018-10-05,40000,40400,39550,40000,144807,4009967.0,100249166.0
2018-10-08,40000,40200,39350,39850,176205,3994929.0,100249166.0
2018-10-10,40300,40500,38400,38600,295444,3869618.0,100249166.0
2018-10-11,37400,38900,37400,38050,266818,3814481.0,100249166.0
2018-10-12,38550,38550,36700,37850,386213,3794431.0,100249166.0
2018-10-15,37950,39000,37300,38650,178372,3874630.0,100249166.0
2018-10-16,38550,39000,38000,38600,110811,3869618.0,100249166.0
2018-10-17,39250,39250,37900,38450,128285,3854580.0,100249166.0
2018-10-18,38450,39450,38100,38800,168876,3889668.0,100249166.0
2018-10-19,38800,39100,37800,38500,199019,3859593.0,100249166.0
2018-10-22,37850,38800,37650,38500,119387,3859593.0,100249166.0
2018-10-23,38100,38800,36500,37350,134700,3744306.0,100249166.0
2018-10-24,37950,38000,35600,36200,362180,3629020.0,100249166.0
2018-10-25,35600,36700,34600,35050,367986,3513733.0,100249166.0
2018-10-26,35100,35700,34400,34900,303972,3498696.0,100249166.0
2018-10-29,34900,35600,34400,34700,313510,3478646.0,100249166.0
2018-10-30,35150,35450,34050,34750,316494,3483659.0,100249166.0
2018-10-31,34850,35850,34350,35200,380828,3528771.0,100249166.0
2018-11-01,35050,35800,34800,34850,358726,3493683.0,100249166.0
2018-11-02,34850,35900,34650,35600,303031,3568870.0,100249166.0
2018-11-05,35950,36100,34900,35350,213419,3543808.0,100249166.0
2018-11-06,35900,37200,35900,36700,392349,3679144.0,100249166.0
2018-11-07,36700,37550,34850,35450,364468,3553833.0,100249166.0
2018-11-08,36900,37300,36350,36550,344507,3664107.0,100249166.0
2018-11-09,36200,36950,35650,35750,161254,3583908.0,100249166.0
2018-11-12,35850,36550,35850,36250,190194,3634032.0,100249166.0
2018-11-13,36250,36750,35350,36200,159162,3629020.0,100249166.0
2018-11-14,36200,37100,36200,36900,141946,3699194.0,100249166.0
2018-11-15,36700,37050,36400,37000,156194,3709219.0,100249166.0
2018-11-16,37150,37200,36650,37000,94208,3709219.0,100249166.0
2018-11-19,36500,37900,36300,36800,223876,3689169.0,100249166.0
2018-11-20,36850,37400,36350,36900,179486,3699194.0,100249166.0
2018-11-21,36950,37100,36500,36650,145294,3674132.0,100249166.0
2018-11-22,36600,36950,36500,36800,64304,3689169.0,100249166.0
2018-11-23,36650,36850,35850,36300,79439,3639045.0,100249166.0
2018-11-26,36700,37000,35000,35300,572569,3538796.0,100249166.0
2018-11-27,35300,35400,34250,34650,293473,3473634.0,100249166.0
2018-11-28,34950,35500,34800,35050,205818,3513733.0,100249166.0
2018-11-29,35500,36150,35000,35450,252293,3553833.0,100249166.0
2018-11-30,34150,34200,32400,32850,5744519,3293185.0,100249166.0
2018-12-03,33400,33550,32950,33200,772028,3328272.0,100249166.0
2018-12-04,33250,33700,33000,33500,880230,3358347.0,100249166.0
2018-12-05,32900,33250,32800,33000,296994,3308222.0,100249166.0
2018-12-06,33000,33100,32050,32400,227569,3248073.0,100249166.0
2018-12-07,32700,32950,32250,32500,162364,3258098.0,100249166.0
2018-12-10,31850,32250,31750,32050,230862,3212986.0,100249166.0
2018-12-11,32050,32650,31550,32300,286174,3238048.0,100249166.0
2018-12-12,32800,33200,32300,33050,453842,3313235.0,100249166.0
2018-12-13,32700,33800,32650,33300,1063209,3338297.0,100249166.0
2018-12-14,33300,33500,32700,32900,401173,3298198.0,100249166.0
2018-12-17,33000,33700,32300,32500,347909,3258098.0,100249166.0
2018-12-18,32350,33300,32300,33050,291857,3313235.0,100249166.0
2018-12-19,32800,33250,32500,32900,209985,3298198.0,100249166.0
2018-12-20,32700,32800,31650,32150,270195,3223011.0,100249166.0
2018-12-21,32300,32600,31900,32150,163286,3223011.0,100249166.0
2018-12-24,32000,32300,31550,32050,152842,3212986.0,100249166.0
2018-12-26,31600,32000,30800,31100,153429,3117749.0,100249166.0
2018-12-27,31050,31300,30100,30850,236931,3092687.0,100249166.0
2018-12-28,31300,31850,31100,31500,183625,3157849.0,100249166.0
2019-01-02,31450,31700,30450,30700,123805,3077649.0,100249166.0
2019-01-03,30450,31200,30350,30500,181488,3057600.0,100249166.0
2019-01-04,30600,30900,30200,30700,162639,3077649.0,100249166.0
2019-01-07,31150,32000,31050,31800,176630,3187923.0,100249166.0
2019-01-08,31650,31900,31400,31600,117123,3167874.0,100249166.0
2019-01-09,31500,33150,31500,32900,249939,3298198.0,100249166.0
2019-01-10,32650,33200,32150,32950,461576,3303210.0,100249166.0
2019-01-11,32750,33250,32300,32700,456790,3278148.0,100249166.0
2019-01-14,32250,32800,32000,32500,165887,3258098.0,100249166.0
2019-01-15,32800,33450,32550,33350,170102,3343310.0,100249166.0
2019-01-16,33350,33700,33000,33650,219080,3373384.0,100249166.0
2019-01-17,33300,33750,33100,33400,164215,3348322.0,100249166.0
2019-01-18,33750,33900,33200,33750,191919,3383409.0,100249166.0
2019-01-21,33800,33950,33050,33700,157494,3378397.0,100249166.0
2019-01-22,33600,33850,32950,33600,135306,3368372.0,100249166.0
2019-01-23,33450,33800,33250,33650,127834,3373384.0,100249166.0
2019-01-24,33700,33900,33150,33750,175238,3383409.0,100249166.0
2019-01-25,33300,33500,32950,33000,165636,3308222.0,100249166.0
2019-01-28,32800,33350,32800,33200,153199,3328272.0,100249166.0
2019-01-29,32950,33000,32600,33000,173208,3308222.0,100249166.0
2019-01-30,33300,33750,32950,33750,202464,3383409.0,100249166.0
2019-01-31,34350,34350,33150,33200,239921,3328272.0,100249166.0
2019-02-01,33200,34300,33050,33650,179125,3373384.0,100249166.0
2019-02-07,33550,34100,33000,33900,130629,3398447.0,100249166.0
2019-02-08,34100,34100,33350,33550,145910,3363360.0,100249166.0
2019-02-11,34050,34100,33450,33850,264538,3393434.0,100249166.0
2019-02-12,34450,34900,33850,34550,228671,3463609.0,100249166.0
2019-02-13,34300,34350,31800,31950,584110,3202961.0,100249166.0
2019-02-14,31700,31800,30650,31000,558705,3107724.0,100249166.0
2019-02-15,31050,31150,30500,30750,478318,3082662.0,100249166.0
2019-02-18,31000,31600,30850,31500,698771,3157849.0,100249166.0
2019-02-19,31550,31850,31300,31600,803173,3167874.0,100249166.0
2019-02-20,31450,31650,31050,31450,450410,3152836.0,100249166.0
2019-02-21,31550,31750,31450,31600,322432,3167874.0,100249166.0
2019-02-22,31600,31900,31100,31500,511581,3157849.0,100249166.0
2019-02-25,31800,32050,31550,31950,246604,3202961.0,100249166.0
2019-02-26,31800,32100,31750,31900,236215,3197948.0,100249166.0
2019-02-27,31800,32050,31350,31950,207052,3202961.0,100249166.0
2019-02-28,32100,32100,31650,31900,311161,3197948.0,100249166.0
2019-03-04,32050,32050,30950,31300,368340,3137799.0,100249166.0
2019-03-05,31150,31800,31050,31650,161799,3172886.0,100249166.0
2019-03-06,31550,31800,31200,31400,152635,3147824.0,100249166.0
2019-03-07,31600,31900,31300,31500,164170,3157849.0,100249166.0
2019-03-08,31100,31450,30650,30650,230744,3072637.0,100249166.0
2019-03-11,30950,31300,30650,31050,171311,3112737.0,100249166.0
2019-03-12,31050,31300,30900,31100,190183,3117749.0,100249166.0
2019-03-13,31000,31250,30750,30900,163292,3097699.0,100249166.0
2019-03-14,31000,31400,30900,31150,263892,3122762.0,100249166.0
2019-03-15,31000,31650,31000,31000,536406,3107724.0,100249166.0
2019-03-18,31300,31400,30900,31050,185598,3112737.0,100249166.0
2019-03-19,31050,31150,30900,31050,179955,3112737.0,100249166.0
2019-03-20,31050,31050,30600,30600,204335,3067624.0,100249166.0
2019-03-21,30900,31050,30300,30400,239386,3047575.0,100249166.0
2019-03-22,30350,30950,30250,30600,209605,3067624.0,100249166.0
2019-03-25,30600,30650,30150,30150,150293,3022512.0,100249166.0
2019-03-26,30450,30700,30250,30350,150933,3042562.0,100249166.0
2019-03-27,30400,31000,30400,30850,131545,3092687.0,100249166.0
2019-03-28,30650,31150,30550,30900,226060,3097699.0,100249166.0
2019-03-29,31000,31100,30700,30900,135247,3097699.0,100249166.0
2019-04-01,30800,31400,30750,31150,229331,3122762.0,100249166.0
2019-04-02,31000,31400,30950,31150,194848,3122762.0,100249166.0
2019-04-03,30850,31400,30850,31250,139678,3132786.0,100249166.0
2019-04-04,31100,31450,31100,31400,145192,3147824.0,100249166.0
2019-04-05,31250,31500,31200,31350,146429,3142811.0,100249166.0
2019-04-08,31250,31450,30950,31150,168667,3122762.0,100249166.0
2019-04-09,31250,31750,31100,31400,142369,3147824.0,100249166.0
2019-04-10,31500,31550,31200,31200,92094,3127774.0,100249166.0
2019-04-11,31250,31650,31150,31150,144640,3122762.0,100249166.0
2019-04-12,31150,31800,31100,31650,185950,3172886.0,100249166.0
2019-04-15,31650,32100,31550,31900,145037,3197948.0,100249166.0
2019-04-16,31550,31900,31350,31500,99093,3157849.0,100249166.0
2019-04-17,31400,31400,31100,31300,112016,3137799.0,100249166.0
2019-04-18,31350,31600,31100,31200,115831,3127774.0,100249166.0
2019-04-19,31200,31400,30700,31000,116852,3107724.0,100249166.0
2019-04-22,31000,31600,30900,31600,144770,3167874.0,100249166.0
2019-04-23,31650,31950,31350,31900,183893,3197948.0,100249166.0
2019-04-24,31650,32100,31000,31550,228702,3162861.0,100249166.0
2019-04-25,31550,31700,31250,31450,170659,3152836.0,100249166.0
2019-04-26,31650,31650,31000,31200,139374,3127774.0,100249166.0
2019-04-29,31200,31750,31100,31700,148894,3177899.0,100249166.0
2019-04-30,31800,31950,31150,31950,181396,3202961.0,100249166.0
2019-05-02,32500,33750,32500,33650,518629,3373384.0,100249166.0
2019-05-03,33700,33800,33050,33100,166766,3318247.0,100249166.0
2019-05-07,32350,32750,31700,32550,247411,3263110.0,100249166.0
2019-05-08,32200,33400,32150,33000,253367,3308222.0,100249166.0
2019-05-09,32750,32750,31950,31950,293669,3202961.0,100249166.0
2019-05-10,32050,32550,31700,32200,128400,3228023.0,100249166.0
2019-05-13,31900,32950,31300,32400,219652,3248073.0,100249166.0
2019-05-14,32350,32600,31250,32450,222981,3253085.0,100249166.0
2019-05-15,32300,32850,31800,32850,136824,3293185.0,100249166.0
2019-05-16,32500,32850,32050,32300,117007,3238048.0,100249166.0
2019-05-17,31800,32450,31800,31900,146935,3197948.0,100249166.0
2019-05-20,32400,32450,31850,31950,101389,3202961.0,100249166.0
2019-05-21,31300,32350,31300,31950,104787,3202961.0,100249166.0
2019-05-22,32200,32350,31750,32150,110617,3223011.0,100249166.0
2019-05-23,32400,32500,31700,32000,137900,3207973.0,100249166.0
2019-05-24,32200,32400,31250,31500,152744,3157849.0,100249166.0
2019-05-27,31950,33200,31400,32650,302693,3273135.0,100249166.0
2019-05-28,32850,33500,32500,33500,583056,3358347.0,100249166.0
2019-05-29,33600,33900,32600,33050,169129,3313235.0,100249166.0
2019-05-30,33750,34000,32650,34000,186190,3408472.0,100249166.0
2019-05-31,34000,34000,33200,33700,256823,3378397.0,100249166.0
2019-06-03,33700,34250,33050,34200,240869,3428521.0,100249166.0
2019-06-04,34400,34400,32850,33150,209499,3323260.0,100249166.0
2019-06-05,33250,33450,32800,32950,129559,3303210.0,100249166.0
2019-06-07,33050,33500,32850,33250,121907,3333285.0,100249166.0
2019-06-10,33700,34250,33400,34250,130780,3433534.0,100249166.0
2019-06-11,33950,34250,33450,33750,132280,3383409.0,100249166.0
2019-06-12,33800,34500,33550,34500,131942,3458596.0,100249166.0
2019-06-13,34500,34650,33650,34650,201221,3473634.0,100249166.0
2019-06-14,34450,34800,33700,34800,171675,3488671.0,100249166.0
2019-06-17,34350,35250,34350,34700,104177,3478646.0,100249166.0
2019-06-18,34350,35400,34350,35300,110485,3538796.0,100249166.0
2019-06-19,35300,35900,35050,35900,120713,3598945.0,100249166.0
2019-06-20,36000,36150,35600,36100,131973,3618995.0,100249166.0
2019-06-21,36150,36500,35850,36300,259231,3639045.0,100249166.0
2019-06-24,36050,36950,36000,36650,160798,3674132.0,100249166.0
2019-06-25,36300,37050,36300,36900,163664,3699194.0,100249166.0
2019-06-26,36900,37150,36550,37000,254109,3709219.0,100249166.0
2019-06-27,36700,36800,36050,36800,221787,3689169.0,100249166.0
2019-06-28,36750,37050,36000,36400,236699,3649070.0,100249166.0
2019-07-01,36500,36950,35750,36250,170656,3634032.0,100249166.0
2019-07-02,35600,36100,35400,36100,120764,3618995.0,100249166.0
2019-07-03,36100,36200,35750,36100,108505,3618995.0,100249166.0
2019-07-04,36150,36650,35800,36150,160765,3624007.0,100249166.0
2019-07-05,36200,36800,36150,36450,130894,3654082.0,100249166.0
2019-07-08,35950,36450,35800,35950,126254,3603958.0,100249166.0
2019-07-09,35950,36300,35250,35650,152557,3573883.0,100249166.0
2019-07-10,35650,36000,33000,35550,150521,3563858.0,100249166.0
2019-07-11,35050,36150,35000,35350,145150,3543808.0,100249166.0
2019-07-12,35650,36400,35550,36100,166121,3618995.0,100249166.0
2019-07-15,36200,36650,35750,36050,88749,3613982.0,100249166.0
2019-07-16,36350,36350,35100,35600,84646,3568870.0,100249166.0
2019-07-17,35700,36400,35100,36250,160260,3634032.0,100249166.0
2019-07-18,35950,36250,35500,36050,120978,3613982.0,100249166.0
2019-07-19,36100,36250,35400,35650,117756,3573883.0,100249166.0
2019-07-22,35650,36050,35200,35700,114380,3578895.0,100249166.0
2019-07-23,35500,35950,35150,35750,161496,3583908.0,100249166.0
2019-07-24,36100,37250,35450,36600,271682,3669119.0,100249166.0
2019-07-25,36550,36600,35750,36200,134208,3629020.0,100249166.0
2019-07-26,36550,36550,35450,35650,193973,3573883.0,100249166.0
2019-07-29,35150,36100,35100,35900,123201,3598945.0,100249166.0
2019-07-30,37000,37000,34950,35250,193219,3533783.0,100249166.0
2019-07-31,35600,36100,34800,35900,164662,3598945.0,100249166.0
2019-08-01,35550,36200,34850,36050,133371,3613982.0,100249166.0
2019-08-02,35650,35850,34800,35250,211505,3533783.0,100249166.0
2019-08-05,35000,36050,35000,35250,161244,3533783.0,100249166.0
2019-08-06,35250,35250,33300,33400,268381,3348322.0,100249166.0
2019-08-07,33250,34700,33100,34600,178042,3468621.0,100249166.0
2019-08-08,34700,35100,34100,34150,218766,3423509.0,100249166.0
2019-08-09,34600,36100,34350,35750,187141,3583908.0,100249166.0
2019-08-12,35150,36450,35150,35750,100528,3583908.0,100249166.0
2019-08-13,35250,36100,35250,35750,114392,3583908.0,100249166.0
2019-08-14,35500,36000,34950,35100,119343,3518746.0,100249166.0
2019-08-16,34550,35650,34400,35450,134034,3553833.0,100249166.0
2019-08-19,35200,36100,35100,35700,123800,3578895.0,100249166.0
2019-08-20,35450,36200,35450,35800,139793,3588920.0,100249166.0
2019-08-21,35700,36400,35650,36100,116172,3618995.0,100249166.0
2019-08-22,36050,36300,35650,35900,142951,3598945.0,100249166.0
2019-08-23,36050,36250,35750,35800,72402,3588920.0,100249166.0
2019-08-26,35550,35550,34450,35300,91187,3538796.0,100249166.0
2019-08-27,35350,35600,35100,35300,181706,3538796.0,100249166.0
2019-08-28,35600,35900,35000,35500,130916,3558845.0,100249166.0
2019-08-29,35500,36000,35250,35650,96995,3573883.0,100249166.0
2019-08-30,36300,36650,35350,35850,135395,3593933.0,100249166.0
2019-09-02,35500,36150,35450,35700,47081,3578895.0,100249166.0
2019-09-03,35750,36100,35550,35900,119413,3598945.0,100249166.0
2019-09-04,35450,36150,35300,35900,116416,3598945.0,100249166.0
2019-09-05,35500,36050,35450,35900,93828,3598945.0,100249166.0
2019-09-06,35700,36200,35350,35450,51257,3553833.0,100249166.0
2019-09-09,35400,36050,35350,35900,84160,3598945.0,100249166.0
2019-09-10,36200,36650,35900,36650,105673,3674132.0,100249166.0
2019-09-11,37250,37450,36450,36750,217300,3684157.0,100249166.0
2019-09-16,37700,37750,36000,37100,104109,3719244.0,100249166.0
2019-09-17,36100,37300,36100,36800,66892,3689169.0,100249166.0
2019-09-18,36800,36850,35750,35850,91427,3593933.0,100249166.0
2019-09-19,35600,35850,35250,35350,78294,3543808.0,100249166.0
2019-09-20,35000,35600,34950,35300,207290,3538796.0,100249166.0
2019-09-23,35350,35700,35000,35550,91017,3563858.0,100249166.0
2019-09-24,35600,35850,35350,35350,135522,3543808.0,100249166.0
2019-09-25,35650,35850,34750,34750,105849,3483659.0,100249166.0
2019-09-26,34550,35000,34200,34450,116057,3453584.0,100249166.0
2019-09-27,34800,34800,33750,33900,110840,3398447.0,100249166.0
2019-09-30,33950,35400,33950,35400,150175,3548820.0,100249166.0
2019-10-01,35400,35400,34700,34900,98047,3498696.0,100249166.0
2019-10-02,34450,35050,34350,34550,111726,3463609.0,100249166.0
2019-10-04,35050,35050,33950,34050,85512,3413484.0,100249166.0
2019-10-07,34100,34450,32800,33100,133216,3318247.0,100249166.0
