현대상선(011200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-01-19,56084,61485,55272,59880,2437506,1144113.0,103073229.0
2004-01-20,60940,63904,59858,63107,2525402,1205957.0,103073229.0
2004-01-26,61748,63900,60123,61220,1489986,1169881.0,103073229.0
2004-01-27,60394,60948,55547,56366,2225482,1077115.0,103073229.0
2004-01-28,54195,57166,54195,55291,1246103,1056501.0,103073229.0
2004-01-29,54187,58776,53917,56096,962843,1071962.0,103073229.0
2004-01-30,56077,56618,53924,55015,762310,1051347.0,103073229.0
2004-02-02,55546,57434,55546,57442,840943,1097730.0,103073229.0
2004-02-03,57707,57978,54202,54751,860811,1046193.0,103073229.0
2004-02-04,54474,55272,53559,53939,874612,1030732.0,103073229.0
2004-02-05,54198,58793,53444,58517,1482252,1118345.0,103073229.0
2004-02-06,58244,60126,56627,59327,1209514,1133806.0,103073229.0
2004-02-09,60661,61203,57162,58787,1198568,1123498.0,103073229.0
2004-02-10,57975,58246,55816,57982,702340,1108037.0,103073229.0
2004-02-11,57981,59593,56899,57718,896736,1102884.0,103073229.0
2004-02-12,59055,61207,58513,60416,1359432,1154420.0,103073229.0
2004-02-13,59326,60131,58249,59880,459530,1144113.0,103073229.0
2004-02-16,59326,60666,57708,59880,442475,1144113.0,103073229.0
2004-02-17,59855,60668,58785,59327,377925,1133806.0,103073229.0
2004-02-18,60388,61206,59325,60686,828923,1159574.0,103073229.0
2004-02-19,61478,61749,59320,60139,461274,1149267.0,103073229.0
2004-02-20,60395,62019,59589,60416,625012,1154420.0,103073229.0
2004-02-23,61213,61213,59590,59880,421845,1144113.0,103073229.0
2004-02-24,59317,59317,55000,56096,1054362,1071962.0,103073229.0
2004-02-25,55822,57981,55275,57718,652290,1102884.0,103073229.0
2004-02-26,58790,58790,53931,54480,629684,1041040.0,103073229.0
2004-02-27,53391,53926,52689,53405,833874,1020425.0,103073229.0
2004-03-02,53927,54739,52522,52858,1029192,1010118.0,103073229.0
2004-03-03,52475,54466,50529,50922,1671617,973011.0,103073229.0
2004-03-04,49245,50102,46487,49356,2762594,943120.0,103073229.0
2004-03-05,49825,50572,48098,49890,1400594,953427.0,103073229.0
2004-03-08,45842,49722,44547,49626,3634941,948274.0,103073229.0
2004-03-09,50257,50257,48646,48816,1119482,932813.0,103073229.0
2004-03-10,48040,52796,48040,51082,1829385,976103.0,103073229.0
2004-03-11,51667,52150,50752,51242,669334,979196.0,103073229.0
2004-03-12,51127,51127,45881,49626,1201003,948274.0,103073229.0
2004-03-15,49070,52531,47994,49516,1565233,946212.0,103073229.0
2004-03-16,47449,51702,47449,48010,3585550,917352.0,103073229.0
2004-03-17,47456,49937,47456,47463,3199969,907044.0,103073229.0
2004-03-18,50640,51181,47457,48114,3912878,919413.0,103073229.0
2004-03-19,47028,47402,42866,45793,2996758,875092.0,103073229.0
2004-03-22,44811,46487,44483,46068,578228,880245.0,103073229.0
2004-03-23,45297,46592,44814,44828,1434713,856539.0,103073229.0
2004-03-24,45025,45567,42595,44066,1543006,842108.0,103073229.0
2004-03-25,43679,44813,39367,40619,1838550,776141.0,103073229.0
2004-03-26,42067,42976,41526,42345,1304400,809125.0,103073229.0
2004-03-29,43143,44432,43143,43802,747779,836955.0,103073229.0
2004-03-30,44375,44749,43292,43525,739083,831801.0,103073229.0
2004-03-31,43354,45127,41847,42511,1740949,812217.0,103073229.0
2004-04-01,42113,42325,40978,41418,1172760,791602.0,103073229.0
2004-04-02,41625,42656,41625,41645,1319873,795725.0,103073229.0
2004-04-06,42544,42711,40707,40779,2128289,779234.0,103073229.0
2004-04-07,40982,46048,40712,44766,3332157,855508.0,103073229.0
2004-04-08,45353,45740,43794,43802,1100982,836955.0,103073229.0
2004-04-09,44283,45572,44225,45147,1803473,862723.0,103073229.0
2004-04-12,45242,45841,44752,44766,975867,855508.0,103073229.0
2004-04-13,45120,45120,42865,43310,1237410,827678.0,103073229.0
2004-04-14,42376,43136,42002,42235,845438,807063.0,103073229.0
2004-04-16,42019,42495,40827,41098,812865,785418.0,103073229.0
2004-04-19,40977,41950,40436,40779,965673,779234.0,103073229.0
2004-04-20,40986,43197,40986,43101,1606640,823555.0,103073229.0
2004-04-21,42711,44696,42711,42880,1486445,819432.0,103073229.0
2004-04-22,43899,44001,42867,43255,907760,826647.0,103073229.0
2004-04-23,44002,46798,43783,46013,2147258,879215.0,103073229.0
2004-04-26,45675,45843,44380,45522,812488,869938.0,103073229.0
2004-04-27,45842,46977,43677,44877,1426986,857569.0,103073229.0
2004-04-28,43953,44874,43849,43857,671670,837985.0,103073229.0
2004-04-29,43028,43247,40553,40890,1351595,781295.0,103073229.0
2004-04-30,39097,40708,38227,39697,1398260,758619.0,103073229.0
2004-05-03,38833,39690,38833,39156,627744,748312.0,103073229.0
2004-05-04,39158,41369,39158,40293,869673,769957.0,103073229.0
2004-05-06,40171,41364,39095,39212,825830,749342.0,103073229.0
2004-05-07,38836,40067,37212,39101,960068,747281.0,103073229.0
2004-05-10,39742,39845,37847,38886,1114145,743158.0,103073229.0
2004-05-11,36933,38770,36933,38346,951815,732851.0,103073229.0
2004-05-12,39911,40168,39363,39537,1433861,755527.0,103073229.0
2004-05-13,40661,41962,40177,41326,1908350,789541.0,103073229.0
2004-05-14,42063,44009,38834,39808,1717520,760680.0,103073229.0
2004-05-17,39795,40059,33859,33866,1465730,647300.0,103073229.0
2004-05-18,32890,34991,30893,34309,944780,655546.0,103073229.0
2004-05-19,35158,37207,35158,37221,908360,711205.0,103073229.0
2004-05-20,35592,38227,34516,35593,773850,680283.0,103073229.0
2004-05-21,37044,37366,36245,37006,478244,707082.0,103073229.0
2004-05-24,38184,39157,37269,38733,889982,740066.0,103073229.0
2004-05-25,38012,39250,37362,38941,646285,744189.0,103073229.0
2004-05-27,41519,41519,40384,40779,870057,779234.0,103073229.0
2004-05-28,41466,42601,41408,42511,1227280,812217.0,103073229.0
2004-05-31,42667,42873,40824,42345,531153,809125.0,103073229.0
2004-06-01,42601,42813,42059,42775,478653,817371.0,103073229.0
2004-06-02,42545,43899,42274,43255,680634,826647.0,103073229.0
2004-06-03,44214,44317,41301,42069,1117643,803971.0,103073229.0
2004-06-04,42329,42819,41678,42658,614195,815309.0,103073229.0
2004-06-07,44758,45943,44320,45848,2367515,876122.0,103073229.0
2004-06-08,46533,50097,46482,49080,3716570,937966.0,103073229.0
2004-06-09,49721,50256,47943,48710,1727274,930751.0,103073229.0
2004-06-10,48205,49436,46111,48484,2521170,926628.0,103073229.0
2004-06-11,48538,48647,46114,46167,1243078,882307.0,103073229.0
2004-06-14,44285,46702,41798,41798,1382606,798818.0,103073229.0
2004-06-15,41793,43469,41091,43470,1380783,830770.0,103073229.0
2004-06-16,43139,44054,41901,42186,992240,806033.0,103073229.0
2004-06-17,41799,44325,41799,44281,1415342,846231.0,103073229.0
2004-06-18,44163,44749,43028,44711,926618,854477.0,103073229.0
2004-06-21,44601,45470,44226,44453,799734,849323.0,103073229.0
2004-06-22,44436,45041,43481,44398,740900,848293.0,103073229.0
2004-06-23,44224,44752,43032,43045,728880,822524.0,103073229.0
2004-06-24,44120,44120,42013,42935,1203343,820463.0,103073229.0
2004-06-25,43410,44222,42334,44011,865617,841078.0,103073229.0
2004-06-28,44428,46536,44055,46118,1644559,881276.0,103073229.0
2004-06-29,46384,47453,45842,46333,1051281,885399.0,103073229.0
2004-06-30,46863,46921,46110,46659,749504,891583.0,103073229.0
2004-07-01,47193,47239,45299,45848,1028853,876122.0,103073229.0
2004-07-02,45351,47078,45241,45848,4487220,876122.0,103073229.0
2004-07-05,45474,47407,45474,47414,988712,906014.0,103073229.0
2004-07-06,47395,48200,46583,46597,846315,890553.0,103073229.0
2004-07-07,44981,46270,44820,46284,499550,884368.0,103073229.0
2004-07-08,46389,47517,46389,46880,811670,895706.0,103073229.0
2004-07-09,45999,46921,45999,46548,417596,889522.0,103073229.0
2004-07-12,46485,46860,45570,45958,691620,878184.0,103073229.0
2004-07-13,46320,48589,46320,48544,1965619,927659.0,103073229.0
2004-07-14,48532,49235,47185,47193,801892,901891.0,103073229.0
2004-07-15,47458,47677,44661,45577,994624,870969.0,103073229.0
2004-07-16,45413,46599,44704,46284,964225,884368.0,103073229.0
2004-07-19,45410,47298,45294,47144,858570,900860.0,103073229.0
2004-07-20,46699,48800,46654,47525,1105080,908075.0,103073229.0
2004-07-21,48795,48962,48157,48428,977390,925598.0,103073229.0
2004-07-22,47517,49186,47466,48981,1189281,935905.0,103073229.0
2004-07-23,49076,49449,47413,47685,539460,911167.0,103073229.0
2004-07-26,46973,47341,46593,46659,398593,891583.0,103073229.0
2004-07-27,46379,47024,45935,46548,305985,889522.0,103073229.0
2004-07-28,46921,47341,46535,46659,348921,891583.0,103073229.0
2004-07-29,46863,47565,46695,47089,447190,899829.0,103073229.0
2004-07-30,47988,48646,47512,48170,789594,920444.0,103073229.0
2004-08-02,48534,48798,47889,47955,675762,916321.0,103073229.0
2004-08-03,48795,48853,48201,48428,479110,925598.0,103073229.0
2004-08-04,48428,49505,48164,49467,1119868,945182.0,103073229.0
2004-08-05,50483,52313,50425,51992,1527872,993626.0,103073229.0
2004-08-06,51228,52800,51228,51783,1226686,989503.0,103073229.0
2004-08-09,52308,53055,51979,53018,809871,1013210.0,103073229.0
2004-08-10,52904,53065,51016,51242,863498,979196.0,103073229.0
2004-08-11,51770,51880,50584,50971,741776,974042.0,103073229.0
2004-08-12,51288,52041,50798,51347,819876,981257.0,103073229.0
2004-08-13,50851,52204,50251,51992,806920,993626.0,103073229.0
2004-08-16,52315,53165,51980,52483,547036,1002903.0,103073229.0
2004-08-17,53122,53277,51344,51518,504510,984349.0,103073229.0
2004-08-18,52041,52041,50636,51347,509708,981257.0,103073229.0
2004-08-19,51712,52047,50958,50971,531901,974042.0,103073229.0
2004-08-20,50694,53439,50694,53073,1407254,1014241.0,103073229.0
2004-08-23,54467,55821,53069,53405,1215898,1020425.0,103073229.0
2004-08-24,54469,54469,52632,53503,671686,1022486.0,103073229.0
2004-08-25,53656,53927,53012,53128,453530,1015271.0,103073229.0
2004-08-26,52957,53873,52957,53835,510199,1028671.0,103073229.0
2004-08-27,54465,54736,53170,53184,498841,1016302.0,103073229.0
2004-08-30,53654,56077,53608,55015,1062979,1051347.0,103073229.0
2004-08-31,55553,56636,55012,56636,1203385,1082269.0,103073229.0
2004-09-01,56630,57171,55547,56366,795437,1077115.0,103073229.0
2004-09-02,56088,56900,55553,56636,753718,1082269.0,103073229.0
2004-09-03,57159,58242,54730,55015,802989,1051347.0,103073229.0
2004-09-06,55542,56618,54730,55015,641696,1051347.0,103073229.0
2004-09-07,54729,56069,54729,56096,481818,1071962.0,103073229.0
2004-09-08,56618,56889,55001,55015,479216,1051347.0,103073229.0
2004-09-09,55813,55813,53924,55015,542663,1051347.0,103073229.0
2004-09-10,54743,55007,53931,54751,489740,1046193.0,103073229.0
2004-09-13,54190,54460,53655,54204,1359442,1035886.0,103073229.0
2004-09-14,54198,55004,53496,53503,830398,1022486.0,103073229.0
2004-09-15,53550,53653,51765,52268,653655,998780.0,103073229.0
2004-09-16,51769,53277,51240,51518,1279716,984349.0,103073229.0
2004-09-17,51230,52151,50694,51347,1161379,981257.0,103073229.0
2004-09-20,51501,52571,51501,51728,963691,988472.0,103073229.0
2004-09-21,51883,52579,51341,51562,591291,985380.0,103073229.0
2004-09-22,51606,52044,49176,49190,682917,940028.0,103073229.0
2004-09-23,48794,50147,48684,49239,470758,941059.0,103073229.0
2004-09-24,50159,50591,49308,50167,426562,958581.0,103073229.0
2004-09-30,50690,51817,50529,51838,385965,990534.0,103073229.0
2004-10-01,52042,53924,51940,53835,1019799,1028671.0,103073229.0
2004-10-04,55004,58245,54468,58253,2867690,1113191.0,103073229.0
2004-10-05,59859,61213,59589,60950,2398510,1164727.0,103073229.0
2004-10-06,59591,67414,58785,65534,3625441,1252340.0,103073229.0
2004-10-07,65790,75232,65520,71469,5314362,1365720.0,103073229.0
2004-10-08,71732,81993,71462,76328,8279447,1458486.0,103073229.0
2004-10-11,76588,83587,72799,79831,7758535,1525484.0,103073229.0
2004-10-12,81437,82514,75772,77404,4957872,1479101.0,103073229.0
2004-10-13,77670,79551,73352,75241,3405772,1437872.0,103073229.0
2004-10-14,73358,76593,70658,75788,2953254,1448179.0,103073229.0
2004-10-15,73616,76052,69040,69576,3838544,1329645.0,103073229.0
2004-10-18,69836,74147,69836,73349,3054436,1401796.0,103073229.0
2004-10-19,73607,74419,70914,71739,2625845,1370874.0,103073229.0
2004-10-20,70112,72799,66330,67426,4199795,1288415.0,103073229.0
2004-10-21,68487,69300,64982,67696,2919760,1293569.0,103073229.0
2004-10-22,67948,72801,67948,72280,4362916,1381181.0,103073229.0
2004-10-25,70913,79819,70107,77945,3834890,1489408.0,103073229.0
2004-10-26,79271,80888,76584,77945,3123962,1489408.0,103073229.0
2004-10-27,79829,81447,74969,74977,2193770,1432718.0,103073229.0
2004-10-28,77391,77668,74433,76328,1870337,1458486.0,103073229.0
2004-10-29,74423,79012,73617,73896,2031812,1412103.0,103073229.0
2004-11-01,76055,76860,70655,72016,1913597,1376028.0,103073229.0
2004-11-02,72272,74424,71723,72820,1346090,1391489.0,103073229.0
2004-11-03,74688,81164,74147,79290,5462106,1515176.0,103073229.0
2004-11-04,80902,81443,76597,77140,2249731,1473947.0,103073229.0
2004-11-05,78739,82514,76051,81723,4629791,1561559.0,103073229.0
2004-11-08,82242,83047,78188,78749,1836373,1504869.0,103073229.0
2004-11-09,78738,83320,78474,82528,3499937,1577020.0,103073229.0
2004-11-10,82516,83051,80093,81170,1694735,1551252.0,103073229.0
2004-11-11,83055,85491,81174,82799,4322628,1582174.0,103073229.0
2004-11-12,83860,84132,80625,83063,2559608,1587328.0,103073229.0
2004-11-15,83590,84138,82514,82528,1861115,1577020.0,103073229.0
2004-11-16,82788,85753,82247,85226,2726670,1628557.0,103073229.0
2004-11-17,86289,87095,83860,83873,1697434,1602789.0,103073229.0
2004-11-18,83600,84399,78477,79026,1891765,1510023.0,103073229.0
2004-11-19,79830,81988,79830,80365,1341065,1535791.0,103073229.0
2004-11-22,81168,82244,80362,81987,1721911,1566713.0,103073229.0
2004-11-23,81987,83321,80898,81446,1272378,1556406.0,103073229.0
2004-11-24,82514,83591,81432,81987,1277579,1566713.0,103073229.0
2004-11-25,82519,85754,81706,84679,2066196,1618250.0,103073229.0
2004-11-26,86296,87650,82521,82799,2415978,1582174.0,103073229.0
2004-11-29,83595,84142,82789,84150,1157343,1607942.0,103073229.0
2004-11-30,85209,87375,84397,86847,2355433,1659479.0,103073229.0
2004-12-01,87378,90072,86019,89809,2136560,1716169.0,103073229.0
2004-12-02,90338,91150,88463,88457,1007180,1690401.0,103073229.0
2004-12-03,89795,91954,89253,90073,1252137,1721323.0,103073229.0
2004-12-06,90069,90333,86563,86847,1357146,1659479.0,103073229.0
2004-12-07,88176,89251,85476,85760,1334776,1638864.0,103073229.0
2004-12-08,84675,88458,84675,86847,624810,1659479.0,103073229.0
2004-12-09,85760,86836,83595,84150,1354784,1607942.0,103073229.0
2004-12-10,83047,83859,76854,78749,2045320,1504869.0,103073229.0
2004-12-13,77670,79551,74428,74977,907734,1432718.0,103073229.0
2004-12-14,76317,77664,67147,68508,1885907,1309030.0,103073229.0
2004-12-15,69295,78729,69295,78749,2310346,1504869.0,103073229.0
2004-12-16,75508,79555,71190,77140,2990732,1473947.0,103073229.0
2004-12-17,75772,78737,74155,77404,1016400,1479101.0,103073229.0
2004-12-20,76049,78737,76049,77404,803273,1479101.0,103073229.0
2004-12-21,76864,77934,73622,74977,736481,1432718.0,103073229.0
2004-12-22,75232,81701,73614,77404,1197583,1479101.0,103073229.0
2004-12-23,78196,79542,76314,77404,387989,1479101.0,103073229.0
2004-12-24,76865,81712,76865,80365,679987,1535791.0,103073229.0
2004-12-27,81430,84131,80090,83873,603957,1602789.0,103073229.0
2004-12-28,84402,85214,82521,82799,633354,1582174.0,103073229.0
2004-12-29,81987,84140,80640,80912,385770,1546098.0,103073229.0
2004-12-30,81440,83058,80904,80912,355824,1546098.0,103073229.0
2005-01-03,81979,84132,81702,83063,510269,1587328.0,103073229.0
2005-01-04,83058,83058,80904,80912,315619,1546098.0,103073229.0
2005-01-05,79548,79548,77389,78215,479987,1494562.0,103073229.0
2005-01-06,78191,78733,75768,76046,700881,1453333.0,103073229.0
2005-01-07,75499,76047,72270,73631,1120608,1406950.0,103073229.0
2005-01-10,73354,74153,71988,73084,844660,1396642.0,103073229.0
2005-01-11,72806,75236,72806,73084,556085,1396642.0,103073229.0
2005-01-12,73078,74149,70920,71469,522660,1365720.0,103073229.0
2005-01-13,70922,74693,70922,74707,689422,1427564.0,103073229.0
2005-01-14,73082,75505,73082,74166,474842,1417257.0,103073229.0
2005-01-17,75239,76598,74162,76328,521851,1458486.0,103073229.0
2005-01-18,76317,76594,74422,74707,286794,1427564.0,103073229.0
2005-01-19,75505,75505,73617,73896,253606,1412103.0,103073229.0
2005-01-20,72800,74424,72800,72820,200281,1391489.0,103073229.0
2005-01-21,71991,76316,71991,75517,660893,1443025.0,103073229.0
2005-01-24,74691,76856,74150,76593,491214,1463640.0,103073229.0
2005-01-25,76584,78188,74418,77945,467421,1489408.0,103073229.0
2005-01-26,78470,80088,77117,79290,672954,1515176.0,103073229.0
2005-01-27,80093,81710,77934,80912,613187,1546098.0,103073229.0
2005-01-28,81987,81987,79281,80912,435186,1546098.0,103073229.0
2005-01-31,80897,83056,80362,82258,444187,1571867.0,103073229.0
2005-02-01,81705,81982,79817,79831,394790,1525484.0,103073229.0
2005-02-02,80901,81178,77666,78215,342655,1494562.0,103073229.0
2005-02-03,78737,80090,77668,77668,229715,1484254.0,103073229.0
2005-02-04,79829,81440,79829,80912,574654,1546098.0,103073229.0
2005-02-07,81703,82792,81439,81723,429777,1561559.0,103073229.0
2005-02-11,80901,84949,79013,84150,987076,1607942.0,103073229.0
2005-02-14,84400,93306,83588,90620,1678563,1731630.0,103073229.0
2005-02-15,91683,104088,91148,102484,2600487,1958391.0,103073229.0
2005-02-16,105439,105716,96546,98706,998697,1886240.0,103073229.0
2005-02-17,98705,103287,96539,98976,911546,1891394.0,103073229.0
2005-02-18,97349,102736,95724,101138,842259,1932623.0,103073229.0
2005-02-21,100858,107870,99782,103565,1247799,1979006.0,103073229.0
2005-02-22,102746,105441,96811,97366,517895,1860472.0,103073229.0
2005-02-23,95459,99513,94924,96549,325576,1845011.0,103073229.0
2005-02-24,97080,99780,97080,99246,368620,1896547.0,103073229.0
2005-02-25,100319,102749,98702,100874,434592,1927469.0,103073229.0
2005-02-28,102473,103015,99238,100321,557882,1917162.0,103073229.0
2005-03-02,102470,104359,100312,102484,722590,1958391.0,103073229.0
2005-03-03,102470,108406,99777,108419,913452,2071772.0,103073229.0
2005-03-04,108409,108951,104910,105182,617914,2009928.0,103073229.0
2005-03-07,106251,107056,97615,98976,564982,1891394.0,103073229.0
2005-03-08,99781,105440,99781,104100,842125,1989313.0,103073229.0
2005-03-09,103018,104359,100588,102484,365416,1958391.0,103073229.0
2005-03-10,101398,102475,98705,98706,536344,1886240.0,103073229.0
2005-03-11,99779,103015,99779,100321,745104,1917162.0,103073229.0
2005-03-14,99243,103554,97355,100874,640449,1927469.0,103073229.0
2005-03-15,103024,103024,96006,96285,491275,1839857.0,103073229.0
2005-03-16,96275,99780,96275,98976,547330,1891394.0,103073229.0
2005-03-17,97078,102737,95455,100321,656997,1917162.0,103073229.0
2005-03-18,100314,104096,99244,100592,457538,1922316.0,103073229.0
2005-03-21,103283,103553,99236,101679,367141,1942930.0,103073229.0
2005-03-22,99777,103282,99777,102484,347443,1958391.0,103073229.0
2005-03-23,101925,104632,97078,100321,596308,1917162.0,103073229.0
2005-03-24,100315,101661,91956,93858,716809,1793474.0,103073229.0
2005-03-25,93842,96001,92772,95744,320110,1829550.0,103073229.0
2005-03-28,96000,98700,96000,96819,288613,1850164.0,103073229.0
2005-03-29,97350,98703,93309,93858,306070,1793474.0,103073229.0
2005-03-30,91686,93574,91415,93318,332761,1783167.0,103073229.0
2005-03-31,92773,96002,92773,94933,729441,1814089.0,103073229.0
2005-04-01,93313,96548,93313,96285,219589,1839857.0,103073229.0
2005-04-04,96002,96272,94107,94669,318884,1808935.0,103073229.0
2005-04-06,96001,102206,96001,101950,906622,1948084.0,103073229.0
2005-04-07,102471,103825,100049,101403,482112,1937777.0,103073229.0
2005-04-08,103019,105714,101118,101403,419656,1937777.0,103073229.0
2005-04-11,100051,101398,97893,98706,181111,1886240.0,103073229.0
2005-04-12,98707,100054,96006,96285,243468,1839857.0,103073229.0
2005-04-13,98157,100857,97892,98976,309331,1891394.0,103073229.0
2005-04-14,98416,101388,97070,97083,584914,1855318.0,103073229.0
2005-04-15,96267,96808,91150,93858,770879,1793474.0,103073229.0
2005-04-18,91684,93025,88449,88998,428491,1700708.0,103073229.0
2005-04-19,91418,93035,89524,90620,278183,1731630.0,103073229.0
2005-04-20,91151,94928,91151,93046,407342,1778013.0,103073229.0
2005-04-21,91150,94927,90333,93582,288621,1788321.0,103073229.0
2005-04-22,96542,98972,95737,95744,350351,1829550.0,103073229.0
2005-04-25,94919,97884,94107,95197,188301,1819242.0,103073229.0
2005-04-26,96275,96546,92505,92506,263700,1767706.0,103073229.0
2005-04-27,90335,91147,89524,90620,234450,1731630.0,103073229.0
2005-04-28,91698,91962,88463,88457,416720,1690401.0,103073229.0
2005-04-29,85751,87646,83869,86571,352337,1654325.0,103073229.0
2005-05-02,87634,88446,85746,85760,240045,1638864.0,103073229.0
2005-05-03,85760,86836,84142,84150,314214,1607942.0,103073229.0
2005-05-04,84134,87376,84134,86300,328720,1649172.0,103073229.0
2005-05-06,86830,92230,85489,90620,728564,1731630.0,103073229.0
2005-05-09,91955,92225,88449,88998,428250,1700708.0,103073229.0
2005-05-10,90333,90603,87104,87382,304815,1669786.0,103073229.0
2005-05-11,85751,87105,85487,86571,342992,1654325.0,103073229.0
2005-05-12,87100,91959,87100,90620,773473,1731630.0,103073229.0
2005-05-13,90605,93034,89799,92236,394380,1762552.0,103073229.0
2005-05-16,92767,93025,88714,88998,381897,1700708.0,103073229.0
2005-05-17,90864,91953,89794,90884,464218,1736784.0,103073229.0
2005-05-18,92225,92767,89260,89268,211205,1705862.0,103073229.0
2005-05-19,90076,92505,90076,92506,366520,1767706.0,103073229.0
2005-05-20,92760,92760,89253,90073,268020,1721323.0,103073229.0
2005-05-23,90067,90331,88186,88728,253785,1695555.0,103073229.0
2005-05-24,88990,89796,88449,88998,187564,1700708.0,103073229.0
2005-05-25,88729,89805,85758,86043,415646,1644018.0,103073229.0
2005-05-26,84934,86287,84934,85760,370587,1638864.0,103073229.0
2005-05-27,86828,87376,85211,86300,371261,1649172.0,103073229.0
2005-05-30,85488,87099,85211,85496,417204,1633711.0,103073229.0
2005-05-31,85751,86834,85487,86571,292981,1654325.0,103073229.0
2005-06-01,85747,87100,84941,84955,433401,1623403.0,103073229.0
2005-06-02,85213,86830,84136,84679,449124,1618250.0,103073229.0
2005-06-03,85485,88990,85485,88998,651132,1700708.0,103073229.0
2005-06-07,89264,89528,86563,86571,294446,1654325.0,103073229.0
2005-06-08,86562,88991,86562,87923,348986,1680094.0,103073229.0
2005-06-09,87915,93304,87915,93318,778651,1783167.0,103073229.0
2005-06-10,94386,95456,93026,93318,445412,1783167.0,103073229.0
2005-06-13,93842,93842,89802,89809,408840,1716169.0,103073229.0
2005-06-14,89516,90322,85746,85760,467138,1638864.0,103073229.0
2005-06-15,84945,87646,84945,87111,216375,1664633.0,103073229.0
2005-06-16,86558,87376,86016,86300,294411,1649172.0,103073229.0
2005-06-17,86304,88997,86304,88457,279041,1690401.0,103073229.0
2005-06-20,88452,89522,86016,86300,183280,1649172.0,103073229.0
2005-06-21,86016,87099,85211,86300,197120,1649172.0,103073229.0
2005-06-22,85746,86822,84934,85760,327379,1638864.0,103073229.0
2005-06-23,85215,88991,85215,87923,613361,1680094.0,103073229.0
2005-06-24,87905,89516,85746,85760,534207,1638864.0,103073229.0
2005-06-27,84407,85489,84142,84150,299127,1607942.0,103073229.0
2005-06-28,84135,86558,84135,85496,213557,1633711.0,103073229.0
2005-06-29,86288,87371,84130,84414,274571,1613096.0,103073229.0
2005-06-30,84144,85214,83055,83339,512948,1592481.0,103073229.0
2005-07-01,83319,85207,83054,83603,326989,1597635.0,103073229.0
2005-07-04,84678,85214,83055,83339,535728,1592481.0,103073229.0
2005-07-05,83057,83868,80898,81446,546543,1556406.0,103073229.0
2005-07-06,80901,81442,77666,78215,668905,1494562.0,103073229.0
2005-07-07,78742,80367,78201,78215,710808,1494562.0,103073229.0
2005-07-08,79552,80635,78741,80365,542869,1535791.0,103073229.0
2005-07-11,82243,83049,81167,83063,481200,1587328.0,103073229.0
2005-07-12,84397,84397,81703,81723,358253,1561559.0,103073229.0
2005-07-13,82250,82792,81709,82258,253972,1571867.0,103073229.0
2005-07-14,83316,85752,82788,85496,654272,1633711.0,103073229.0
2005-07-15,86298,88458,86298,87382,619330,1669786.0,103073229.0
2005-07-18,94926,100314,93303,100321,2607871,1917162.0,103073229.0
2005-07-19,104093,107058,95999,97894,3635527,1870779.0,103073229.0
2005-07-20,98705,98705,90605,91167,1847699,1741938.0,103073229.0
2005-07-21,91687,92770,89799,91167,1175731,1741938.0,103073229.0
2005-07-22,88993,92228,86292,87111,1161227,1664633.0,103073229.0
2005-07-25,86562,88721,86562,87923,744540,1680094.0,103073229.0
2005-07-26,87381,89263,87381,87382,669865,1669786.0,103073229.0
2005-07-27,87375,89798,87097,87111,830174,1664633.0,103073229.0
2005-07-28,88452,88452,85751,86300,852599,1649172.0,103073229.0
2005-07-29,86839,88727,84679,88457,982771,1690401.0,103073229.0
2005-08-01,87646,88458,86298,86847,439287,1659479.0,103073229.0
2005-08-02,86299,89264,84405,86571,1197820,1654325.0,103073229.0
2005-08-03,88448,95453,86553,90073,2926354,1721323.0,103073229.0
2005-08-04,91148,92771,87913,90355,1117094,1726477.0,103073229.0
2005-08-05,90070,93582,89259,91167,1043275,1741938.0,103073229.0
2005-08-08,86289,87906,83860,83873,896237,1602789.0,103073229.0
2005-08-09,81990,84949,81442,84150,516662,1607942.0,103073229.0
2005-08-10,84399,86559,84135,85226,641550,1628557.0,103073229.0
2005-08-11,85206,85747,83865,84955,561385,1623403.0,103073229.0
2005-08-12,84947,85753,84135,85226,504912,1628557.0,103073229.0
2005-08-16,85208,86020,82514,82528,480193,1577020.0,103073229.0
2005-08-17,81168,82514,80891,81987,325802,1566713.0,103073229.0
2005-08-18,82794,82794,80634,80642,395358,1540945.0,103073229.0
2005-08-19,79271,79819,77653,77945,536481,1489408.0,103073229.0
2005-08-22,79828,81987,79010,81446,606247,1556406.0,103073229.0
2005-08-23,80362,83321,80362,81723,432275,1561559.0,103073229.0
2005-08-24,81164,81977,79269,79290,396871,1515176.0,103073229.0
2005-08-25,79540,81705,79276,79831,384046,1525484.0,103073229.0
2005-08-26,79012,82247,78741,79026,448260,1510023.0,103073229.0
2005-08-29,77387,77387,72270,73896,782011,1412103.0,103073229.0
2005-08-30,74424,74966,70113,72544,551670,1386335.0,103073229.0
2005-08-31,71990,73073,70379,70928,581304,1355413.0,103073229.0
2005-09-01,72265,74688,71988,73349,755195,1401796.0,103073229.0
2005-09-02,73609,76309,73609,76046,548326,1453333.0,103073229.0
2005-09-05,76586,77392,75504,76046,306706,1453333.0,103073229.0
2005-09-06,76314,78196,76314,77404,455251,1479101.0,103073229.0
2005-09-07,78732,83591,78732,81987,783204,1566713.0,103073229.0
2005-09-08,83598,84405,79281,80912,1013161,1546098.0,103073229.0
2005-09-09,81182,81987,79551,80912,301255,1546098.0,103073229.0
