한솔제지(213500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-02,21027,21027,20593,20931,80573,358842.0,16536509.0
2015-07-03,20931,20931,20304,20546,96635,352228.0,16536509.0
2015-07-06,20111,20304,19822,19967,64827,342306.0,16536509.0
2015-07-07,20497,21220,19870,20883,122516,358015.0,16536509.0
2015-07-08,20642,21269,20063,20401,98336,349747.0,16536509.0
2015-07-09,20015,20111,18905,19726,188672,338172.0,16536509.0
2015-07-10,19581,19870,19195,19243,115599,329903.0,16536509.0
2015-07-13,19339,19870,19291,19774,84712,338998.0,16536509.0
2015-07-14,19773,20063,19532,19919,83411,341479.0,16536509.0
2015-07-15,20015,20979,19773,20353,107861,348920.0,16536509.0
2015-07-16,20497,20593,20063,20449,82943,350574.0,16536509.0
2015-07-17,20449,20690,20208,20497,39656,351401.0,16536509.0
2015-07-20,20545,20545,19822,20353,73242,348920.0,16536509.0
2015-07-21,20111,20690,19966,20690,129594,354708.0,16536509.0
2015-07-22,20304,20545,20063,20449,65012,350574.0,16536509.0
2015-07-23,20304,20449,19677,19870,160232,340652.0,16536509.0
2015-07-24,19870,20304,19629,19870,136967,340652.0,16536509.0
2015-07-27,19581,19773,18905,19099,117604,327423.0,16536509.0
2015-07-28,19002,19195,18616,19099,52290,327423.0,16536509.0
2015-07-29,18954,19243,18809,19099,52975,327423.0,16536509.0
2015-07-30,19098,19291,18809,19099,48366,327423.0,16536509.0
2015-07-31,19146,19146,18712,18954,21894,324942.0,16536509.0
2015-08-03,19002,19098,18520,19002,52394,325769.0,16536509.0
2015-08-04,18809,19098,18616,19002,59175,325769.0,16536509.0
2015-08-05,18809,20208,18712,20063,101438,343959.0,16536509.0
2015-08-06,20159,20545,19870,20112,86134,344786.0,16536509.0
2015-08-07,20159,20593,20015,20353,137321,348920.0,16536509.0
2015-08-10,20352,20835,19822,20256,108115,347267.0,16536509.0
2015-08-11,20159,20593,19822,20063,111717,343959.0,16536509.0
2015-08-12,19822,20352,19532,20015,162102,343133.0,16536509.0
2015-08-13,20256,20883,19870,20835,75979,357189.0,16536509.0
2015-08-17,20835,21124,20449,20835,95928,357189.0,16536509.0
2015-08-18,20738,21027,20497,20883,93476,358015.0,16536509.0
2015-08-19,20835,20835,19773,20642,138095,353881.0,16536509.0
2015-08-20,20449,20642,19822,20063,109145,343959.0,16536509.0
2015-08-21,19484,21172,18616,20449,193536,350574.0,16536509.0
2015-08-24,20208,20449,19002,19002,140983,325769.0,16536509.0
2015-08-25,19291,19773,18568,19485,101207,334037.0,16536509.0
2015-08-26,19291,19773,19050,19533,154979,334864.0,16536509.0
2015-08-27,19773,20063,19291,19678,113925,337345.0,16536509.0
2015-08-28,19773,20015,19629,19678,80320,337345.0,16536509.0
2015-08-31,19532,19677,18712,19051,134730,326596.0,16536509.0
2015-09-01,18857,19484,18712,18906,102543,324116.0,16536509.0
2015-09-02,18712,19195,18664,19051,86657,326596.0,16536509.0
2015-09-03,19146,19146,18761,19051,50207,326596.0,16536509.0
2015-09-04,18954,19098,18568,18616,60944,319155.0,16536509.0
2015-09-07,18471,18712,17893,18424,122853,315847.0,16536509.0
2015-09-08,18520,18712,18085,18568,72573,318328.0,16536509.0
2015-09-09,18761,18905,18520,18665,58738,319981.0,16536509.0
2015-09-10,18616,19002,18471,18858,55337,323289.0,16536509.0
2015-09-11,19002,19002,18712,18906,39717,324116.0,16536509.0
2015-09-14,19050,19050,18664,18858,37642,323289.0,16536509.0
2015-09-15,18857,19436,18664,19388,60164,332384.0,16536509.0
2015-09-16,19725,20304,19677,19726,133395,338172.0,16536509.0
2015-09-17,19918,19918,19484,19629,55948,336518.0,16536509.0
2015-09-18,19629,19870,19291,19678,95559,337345.0,16536509.0
2015-09-21,19484,19918,19339,19388,56122,332384.0,16536509.0
2015-09-22,19436,19822,19388,19581,80555,335691.0,16536509.0
2015-09-23,19339,19822,19291,19485,70111,334037.0,16536509.0
2015-09-24,19436,19677,19195,19581,43544,335691.0,16536509.0
2015-09-25,19677,19822,19243,19726,60214,338172.0,16536509.0
2015-09-30,19484,19918,19484,19919,80337,341479.0,16536509.0
2015-10-01,19966,20063,19822,19919,45241,341479.0,16536509.0
2015-10-02,19822,20015,19677,19726,43282,338172.0,16536509.0
2015-10-05,19725,20063,19677,20063,72901,343959.0,16536509.0
2015-10-06,19966,20111,19629,19822,64705,339825.0,16536509.0
2015-10-07,19822,19966,19436,19485,50861,334037.0,16536509.0
2015-10-08,19581,19581,18809,19002,114593,325769.0,16536509.0
2015-10-12,19098,19291,18857,19099,63573,327423.0,16536509.0
2015-10-13,19339,19484,19002,19099,98509,327423.0,16536509.0
2015-10-14,19098,19146,18954,18954,46140,324942.0,16536509.0
2015-10-15,18954,19098,18809,19002,62531,325769.0,16536509.0
2015-10-16,19050,19388,18954,19051,79227,326596.0,16536509.0
2015-10-19,19098,19243,18954,19002,38377,325769.0,16536509.0
2015-10-20,19098,19195,18857,19195,56769,329077.0,16536509.0
2015-10-21,19243,19532,19098,19340,100156,331557.0,16536509.0
2015-10-22,19388,19484,18857,18906,59943,324116.0,16536509.0
2015-10-23,19098,19146,18857,19051,40881,326596.0,16536509.0
2015-10-26,19146,19195,18905,19147,72338,328250.0,16536509.0
2015-10-27,19195,19243,18857,19147,48776,328250.0,16536509.0
2015-10-28,19146,19484,19146,19388,72796,332384.0,16536509.0
2015-10-29,19532,19870,19436,19678,204657,337345.0,16536509.0
2015-10-30,19822,20015,19677,19870,643033,340652.0,16536509.0
2015-11-02,19870,20159,19677,20160,481484,345613.0,16536509.0
2015-11-03,20208,20738,19677,19822,166349,339825.0,16536509.0
2015-11-04,19822,20497,19725,20304,134881,348094.0,16536509.0
2015-11-05,20400,20979,20304,20739,146559,355535.0,16536509.0
2015-11-06,20738,20738,19966,20546,97590,352228.0,16536509.0
2015-11-09,20545,20738,20256,20401,142690,349747.0,16536509.0
2015-11-10,20400,20449,19677,19774,69175,338998.0,16536509.0
2015-11-11,19966,20593,19725,20546,67676,352228.0,16536509.0
2015-11-12,20545,20690,20111,20497,42843,351401.0,16536509.0
2015-11-13,20256,20545,20015,20449,74694,350574.0,16536509.0
2015-11-16,19966,20690,19966,20497,64926,351401.0,16536509.0
2015-11-17,20690,21076,20642,20980,99708,359669.0,16536509.0
2015-11-18,21027,21172,20883,20980,111695,359669.0,16536509.0
2015-11-19,21076,21172,20834,21028,30988,360496.0,16536509.0
2015-11-20,21027,21558,20931,21269,83880,364630.0,16536509.0
2015-11-23,21269,21269,20352,20690,250372,354708.0,16536509.0
2015-11-24,20738,20835,20159,20353,142199,348920.0,16536509.0
2015-11-25,20208,20545,19918,19919,109598,341479.0,16536509.0
2015-11-26,19870,20304,19773,20112,139226,344786.0,16536509.0
2015-11-27,20304,20304,19966,20112,71823,344786.0,16536509.0
2015-11-30,20256,20497,19918,20449,88198,350574.0,16536509.0
2015-12-01,20545,20545,19918,20063,105998,343959.0,16536509.0
2015-12-02,20063,20159,19870,19967,61049,342306.0,16536509.0
2015-12-03,19918,20063,19773,19967,49842,342306.0,16536509.0
2015-12-04,19966,20015,19822,19822,45126,339825.0,16536509.0
2015-12-07,19918,20015,19677,19822,31174,339825.0,16536509.0
2015-12-08,19677,19870,19484,19533,68327,334864.0,16536509.0
2015-12-09,19484,19532,18905,19099,87242,327423.0,16536509.0
2015-12-10,19195,19291,18857,19243,58730,329903.0,16536509.0
2015-12-11,19291,19339,18761,18906,93345,324116.0,16536509.0
2015-12-14,18423,18761,18423,18665,60285,319981.0,16536509.0
2015-12-15,18664,19291,18423,19243,104005,329903.0,16536509.0
2015-12-16,19146,19629,19146,19388,53376,332384.0,16536509.0
2015-12-17,19629,19870,19339,19870,59352,340652.0,16536509.0
2015-12-18,19629,20256,19581,20208,71411,346440.0,16536509.0
2015-12-21,19918,20159,19822,20160,25626,345613.0,16536509.0
2015-12-22,19966,20159,19677,19726,28228,338172.0,16536509.0
2015-12-23,19725,19822,19532,19533,32686,334864.0,16536509.0
2015-12-24,19725,19918,19532,19822,38532,339825.0,16536509.0
2015-12-28,19870,20063,19677,19774,21659,338998.0,16536509.0
2015-12-29,19388,19629,19339,19436,25110,333211.0,16536509.0
2015-12-30,19484,19918,19291,19870,38411,340652.0,16536509.0
2016-01-04,19870,19918,19388,19388,16083,332384.0,16536509.0
2016-01-05,19532,19532,19002,19292,39699,330730.0,16536509.0
2016-01-06,19339,19339,19002,19195,45604,329077.0,16536509.0
2016-01-07,19195,19581,19195,19436,83294,333211.0,16536509.0
2016-01-08,19146,19532,18905,19533,63390,334864.0,16536509.0
2016-01-11,19532,19532,18857,18858,24548,323289.0,16536509.0
2016-01-12,19002,19098,18712,18809,16821,322462.0,16536509.0
2016-01-13,19195,19195,18761,19002,39152,325769.0,16536509.0
2016-01-14,19002,19388,18809,19388,39338,332384.0,16536509.0
2016-01-15,19388,19581,19002,19051,23429,326596.0,16536509.0
2016-01-18,18954,19243,18809,19195,19630,329077.0,16536509.0
2016-01-19,19195,19436,19002,19388,56321,332384.0,16536509.0
2016-01-20,19484,19822,18809,18954,139825,324942.0,16536509.0
2016-01-21,19195,19388,18809,18954,120069,324942.0,16536509.0
2016-01-22,19195,19388,19050,19340,92439,331557.0,16536509.0
2016-01-25,19388,19918,19388,19774,116928,338998.0,16536509.0
2016-01-26,19773,19773,19484,19774,46780,338998.0,16536509.0
2016-01-27,19773,19966,19436,19822,96394,339825.0,16536509.0
2016-01-28,19822,19822,19581,19678,31014,337345.0,16536509.0
2016-01-29,19581,20545,19532,20449,225882,350574.0,16536509.0
2016-02-01,20449,20738,20256,20449,66436,350574.0,16536509.0
2016-02-02,20449,20642,20256,20449,44324,350574.0,16536509.0
2016-02-03,20304,20545,20111,20353,76174,348920.0,16536509.0
2016-02-04,20256,20835,20256,20401,68463,349747.0,16536509.0
2016-02-05,20400,20545,19966,20015,29054,343133.0,16536509.0
2016-02-11,19629,20063,19339,19967,85578,342306.0,16536509.0
2016-02-12,20015,20015,18905,19388,83875,332384.0,16536509.0
2016-02-15,19388,19629,18568,18665,112596,319981.0,16536509.0
2016-02-16,18809,19243,18712,19099,73135,327423.0,16536509.0
2016-02-17,19243,19243,18905,19147,53257,328250.0,16536509.0
2016-02-18,19195,19436,19146,19243,54237,329903.0,16536509.0
2016-02-19,19243,20690,19195,19967,55488,342306.0,16536509.0
2016-02-22,19966,20256,19966,20112,17242,344786.0,16536509.0
2016-02-23,20208,20497,20063,20497,93437,351401.0,16536509.0
2016-02-24,20497,20642,20208,20497,84252,351401.0,16536509.0
2016-02-25,20690,20786,20304,20642,597226,353881.0,16536509.0
2016-02-26,20931,21172,20545,20787,122803,356362.0,16536509.0
2016-02-29,20786,20931,20497,20739,46230,355535.0,16536509.0
2016-03-02,20786,20979,18809,20690,100656,354708.0,16536509.0
2016-03-03,20690,20786,20449,20690,65287,354708.0,16536509.0
2016-03-04,20690,21076,20545,20980,186717,359669.0,16536509.0
2016-03-07,20883,21076,20304,20931,298395,358842.0,16536509.0
2016-03-08,20738,21027,20738,20931,88183,358842.0,16536509.0
2016-03-09,21027,21027,20786,20835,18205,357189.0,16536509.0
2016-03-10,20834,21654,20834,21462,118083,367937.0,16536509.0
2016-03-11,21461,21606,21220,21462,18799,367937.0,16536509.0
2016-03-14,21461,21799,21220,21317,51245,365457.0,16536509.0
2016-03-15,21317,22040,21317,21703,110243,372071.0,16536509.0
2016-03-16,21896,21896,21076,21173,55861,362976.0,16536509.0
2016-03-17,21172,21558,20931,20931,61595,358842.0,16536509.0
2016-03-18,21172,21172,20642,21076,84252,361323.0,16536509.0
2016-03-21,21076,21172,20063,20304,333680,348094.0,16536509.0
2016-03-22,20352,20449,20015,20401,113410,349747.0,16536509.0
2016-03-23,20400,20979,20208,20931,75508,358842.0,16536509.0
2016-03-24,20931,20931,20690,20883,31396,358015.0,16536509.0
2016-03-25,20835,20931,20256,20787,47560,356362.0,16536509.0
2016-03-28,20642,20835,20545,20690,39039,354708.0,16536509.0
2016-03-29,20835,21076,20593,20931,60070,358842.0,16536509.0
2016-03-30,21076,21365,20931,21173,59698,362976.0,16536509.0
2016-03-31,21124,21413,20786,21221,96687,363803.0,16536509.0
2016-04-01,21413,21413,20979,21076,52603,361323.0,16536509.0
2016-04-04,21365,21510,21124,21462,61579,367937.0,16536509.0
2016-04-05,21269,21896,21220,21848,99473,374552.0,16536509.0
2016-04-06,21992,22474,21461,21993,112752,377032.0,16536509.0
2016-04-07,22088,22523,22088,22427,170887,384474.0,16536509.0
2016-04-08,22474,22523,21992,22330,63034,382820.0,16536509.0
2016-04-11,22330,22619,22137,22571,87766,386954.0,16536509.0
2016-04-12,22812,22812,22426,22571,83541,386954.0,16536509.0
2016-04-14,22667,22908,22571,22619,77420,387781.0,16536509.0
2016-04-15,22619,23342,22571,23054,139128,395223.0,16536509.0
2016-04-18,22957,23342,22571,23246,77101,398530.0,16536509.0
2016-04-19,23246,23294,22571,22764,87211,390262.0,16536509.0
2016-04-20,22764,23391,22571,23391,119856,401010.0,16536509.0
2016-04-21,23487,25079,23487,24838,301446,425815.0,16536509.0
2016-04-22,24789,25223,24403,24597,101955,421681.0,16536509.0
2016-04-25,24500,24741,23680,23922,81694,410105.0,16536509.0
2016-04-26,24018,24307,23632,23825,48223,408452.0,16536509.0
2016-04-27,24018,24403,23246,23488,89553,402664.0,16536509.0
2016-04-28,23535,24307,23246,24066,139188,412586.0,16536509.0
2016-04-29,24355,24500,23535,23825,133061,408452.0,16536509.0
2016-05-02,24211,24211,23150,23246,88632,398530.0,16536509.0
2016-05-03,23342,24066,23246,24066,71424,412586.0,16536509.0
2016-05-04,23728,24355,23728,24018,105125,411759.0,16536509.0
2016-05-09,24018,24693,23921,24404,98660,418374.0,16536509.0
2016-05-10,24307,24596,23535,23825,74605,408452.0,16536509.0
2016-05-11,23825,24403,23680,24115,89065,413413.0,16536509.0
2016-05-12,23776,24211,23776,24018,68440,411759.0,16536509.0
2016-05-13,24018,25127,23825,25031,125523,429122.0,16536509.0
2016-05-16,24838,25030,24452,24645,62208,422508.0,16536509.0
2016-05-17,24789,24789,23825,24259,93773,415893.0,16536509.0
2016-05-18,24162,24162,23101,23632,144026,405144.0,16536509.0
2016-05-19,23680,23776,23005,23246,84926,398530.0,16536509.0
2016-05-20,23246,23439,22908,22957,62883,393569.0,16536509.0
2016-05-23,22957,23391,22812,23295,54283,399357.0,16536509.0
2016-05-24,23342,23487,22523,22619,68691,387781.0,16536509.0
2016-05-25,22908,23584,22908,23343,119877,400184.0,16536509.0
2016-05-26,23487,23487,22957,22957,69676,393569.0,16536509.0
2016-05-27,23294,24018,23101,24018,75469,411759.0,16536509.0
2016-05-30,24018,24018,23246,23488,109669,402664.0,16536509.0
2016-05-31,23825,23825,23198,23584,112019,404318.0,16536509.0
2016-06-01,23487,23921,22812,22909,182002,392742.0,16536509.0
2016-06-02,23101,23101,21944,22861,308637,391915.0,16536509.0
2016-06-03,22667,22715,20883,21462,604216,367937.0,16536509.0
2016-06-07,21606,22281,21606,21848,223844,374552.0,16536509.0
2016-06-08,22137,22426,21944,22089,98167,378686.0,16536509.0
2016-06-09,21944,22330,21703,21896,50159,375379.0,16536509.0
2016-06-10,21992,23101,21799,22861,112172,391915.0,16536509.0
2016-06-13,22860,22860,22474,22571,62657,386954.0,16536509.0
2016-06-14,22571,23150,22330,22812,91897,391088.0,16536509.0
2016-06-15,22571,22908,22330,22427,32926,384474.0,16536509.0
2016-06-16,22426,22474,21847,21944,62059,376206.0,16536509.0
2016-06-17,22378,22426,21944,21944,61742,376206.0,16536509.0
2016-06-20,21944,22281,21847,22234,51415,381167.0,16536509.0
2016-06-21,22281,23246,22281,23150,94097,396876.0,16536509.0
2016-06-22,23100,23150,22600,22750,59765,376206.0,16536509.0
2016-06-23,22750,22750,22000,22250,51163,367937.0,16536509.0
2016-06-24,22300,22300,20600,21800,214597,360496.0,16536509.0
2016-06-27,21250,22000,21250,22000,76334,363803.0,16536509.0
2016-06-28,21950,22000,21450,21700,56999,358842.0,16536509.0
2016-06-29,21900,22300,21500,21800,82592,360496.0,16536509.0
2016-06-30,21900,22100,21500,21550,60451,356362.0,16536509.0
2016-07-01,21600,22100,21550,21750,58741,359669.0,16536509.0
2016-07-04,21750,22000,21650,21900,20167,362150.0,16536509.0
2016-07-05,22050,22050,21500,21600,26067,357189.0,16536509.0
2016-07-06,21600,21600,20900,21350,59087,353054.0,16536509.0
2016-07-07,21350,22950,21350,22950,183031,379513.0,16536509.0
2016-07-08,23000,23000,22150,22600,79261,373725.0,16536509.0
2016-07-11,22700,22900,22200,22750,64553,376206.0,16536509.0
2016-07-12,22750,22950,22550,22950,47918,379513.0,16536509.0
2016-07-13,22950,23050,22550,22950,101196,379513.0,16536509.0
2016-07-14,23000,23000,22450,22850,65426,377859.0,16536509.0
2016-07-15,22750,23100,22650,23050,82522,381167.0,16536509.0
2016-07-18,22900,23500,22800,23350,99512,386127.0,16536509.0
2016-07-19,23500,23500,23150,23500,57575,388608.0,16536509.0
2016-07-20,23500,23650,22850,23400,55581,386954.0,16536509.0
2016-07-21,23400,23650,23200,23600,32469,390262.0,16536509.0
2016-07-22,23650,23650,23150,23350,38865,386127.0,16536509.0
2016-07-25,23100,23400,22950,23250,61676,384474.0,16536509.0
2016-07-26,23300,23300,22800,22800,34269,377032.0,16536509.0
2016-07-27,22650,22950,22350,22950,82919,379513.0,16536509.0
2016-07-28,23000,23150,22400,22950,91447,379513.0,16536509.0
2016-07-29,23250,23250,22500,22800,49471,377032.0,16536509.0
2016-08-01,22750,22900,22300,22700,87298,375379.0,16536509.0
2016-08-02,22700,22750,22300,22350,16429,369591.0,16536509.0
2016-08-03,22350,22500,22100,22350,34280,369591.0,16536509.0
2016-08-04,22300,22300,21750,21800,46250,360496.0,16536509.0
2016-08-05,21800,22100,21700,22050,43647,364630.0,16536509.0
2016-08-08,21900,22150,21400,21450,53083,354708.0,16536509.0
2016-08-09,21450,21800,21400,21600,44709,357189.0,16536509.0
2016-08-10,21600,21700,21350,21500,63336,355535.0,16536509.0
2016-08-11,21600,21900,21300,21900,72706,362150.0,16536509.0
2016-08-12,21900,22050,21650,21800,41345,360496.0,16536509.0
2016-08-16,21150,21800,21150,21500,132068,355535.0,16536509.0
2016-08-17,21450,22200,21400,22100,80581,365457.0,16536509.0
2016-08-18,21850,22450,21650,22250,181984,448037.0,20136509.0
2016-08-19,22100,22200,21250,21700,116397,436962.0,20136509.0
2016-08-22,21700,22600,21450,22200,75237,447030.0,20136509.0
2016-08-23,22600,23250,22500,22850,99571,460119.0,20136509.0
2016-08-24,22650,22950,22300,22600,53787,455085.0,20136509.0
2016-08-25,22550,22800,22350,22600,29350,455085.0,20136509.0
2016-08-26,22600,22900,22250,22400,41876,451058.0,20136509.0
2016-08-29,22400,22650,22000,22150,50442,446024.0,20136509.0
2016-08-30,22100,22350,21850,21850,41081,439983.0,20136509.0
2016-08-31,21950,21950,21250,21700,69998,436962.0,20136509.0
2016-09-01,21500,21850,21400,21850,54625,439983.0,20136509.0
2016-09-02,21850,22000,21650,21800,52745,438976.0,20136509.0
2016-09-05,21700,22350,21700,22300,87817,449044.0,20136509.0
2016-09-06,22150,22450,21900,22000,49742,443003.0,20136509.0
2016-09-07,22000,22050,21400,21850,107743,439983.0,20136509.0
2016-09-08,21800,22000,21550,21550,51243,433942.0,20136509.0
2016-09-09,21650,21650,21050,21200,68822,426894.0,20136509.0
2016-09-12,20900,21100,20500,20500,74166,412798.0,20136509.0
2016-09-13,20650,20950,20450,20550,53412,413805.0,20136509.0
2016-09-19,20450,20950,20450,20850,50389,419846.0,20136509.0
2016-09-20,20850,21200,20700,20750,37480,417833.0,20136509.0
2016-09-21,20750,20850,20650,20750,34162,417833.0,20136509.0
2016-09-22,20850,20950,20800,20900,30176,420853.0,20136509.0
2016-09-23,21000,21050,20400,20450,84587,411792.0,20136509.0
2016-09-26,20450,20700,20250,20700,36341,416826.0,20136509.0
2016-09-27,20650,20750,20450,20650,36570,415819.0,20136509.0
2016-09-28,20700,21250,20650,20700,82088,416826.0,20136509.0
2016-09-29,20900,21000,20750,20800,28746,418839.0,20136509.0
2016-09-30,20800,20900,20500,20600,52210,414812.0,20136509.0
2016-10-04,20800,20800,20450,20650,51945,415819.0,20136509.0
2016-10-05,20650,20900,20600,20900,60666,420853.0,20136509.0
2016-10-06,20900,20950,20600,20700,69481,416826.0,20136509.0
2016-10-07,20750,20850,20650,20650,47279,415819.0,20136509.0
2016-10-10,20700,20800,20150,20200,92564,406757.0,20136509.0
2016-10-11,20300,20400,19700,19950,123371,401723.0,20136509.0
