삼천리(004690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-03-18,53900,54500,52800,54500,4620,220999.0,4055025.0
2004-03-19,54400,54500,53500,54100,31230,219377.0,4055025.0
2004-03-22,53000,54100,53000,54100,7510,219377.0,4055025.0
2004-03-23,54500,55500,54500,55000,7840,223026.0,4055025.0
2004-03-24,53900,56000,53900,54500,9231,220999.0,4055025.0
2004-03-25,54500,55500,53500,53500,11740,216944.0,4055025.0
2004-03-26,52900,55000,52900,55000,5810,223026.0,4055025.0
2004-03-29,56800,58000,55000,57000,9310,231136.0,4055025.0
2004-03-30,57500,58900,57500,58500,6457,237219.0,4055025.0
2004-03-31,59000,60500,59000,60200,18839,244113.0,4055025.0
2004-04-01,60800,69200,60200,69200,87308,280608.0,4055025.0
2004-04-02,69500,70300,66300,67100,11561,272092.0,4055025.0
2004-04-06,67000,68900,66300,66800,15130,270876.0,4055025.0
2004-04-07,66400,67000,64600,65000,13399,263577.0,4055025.0
2004-04-08,65500,65500,63000,64000,16415,259522.0,4055025.0
2004-04-09,63900,64100,62800,64000,16139,259522.0,4055025.0
2004-04-12,64600,65000,64000,65000,4056,263577.0,4055025.0
2004-04-13,64600,65600,63400,65600,10754,266010.0,4055025.0
2004-04-14,65400,65900,64100,64900,10945,263171.0,4055025.0
2004-04-16,65600,66000,64500,65000,9590,263577.0,4055025.0
2004-04-19,65000,68000,65000,67000,8370,271687.0,4055025.0
2004-04-20,68000,68000,66100,68000,9700,275742.0,4055025.0
2004-04-21,67000,68700,66000,68700,6440,278580.0,4055025.0
2004-04-22,67600,68000,66000,66200,7942,268443.0,4055025.0
2004-04-23,67700,67700,65600,66100,2330,268037.0,4055025.0
2004-04-26,65100,66000,64800,66000,1380,267632.0,4055025.0
2004-04-27,65900,66000,65200,65500,8720,265604.0,4055025.0
2004-04-28,65500,67000,64500,66000,20439,267632.0,4055025.0
2004-04-29,66000,66000,64200,64900,980,263171.0,4055025.0
2004-04-30,64500,66400,62500,64000,6010,259522.0,4055025.0
2004-05-03,63000,63100,62200,62400,16810,253034.0,4055025.0
2004-05-04,63300,63300,62400,63000,4381,255467.0,4055025.0
2004-05-06,63000,63000,62000,62500,7340,253439.0,4055025.0
2004-05-07,60300,63800,60300,63800,3590,258711.0,4055025.0
2004-05-10,62000,63000,61000,61500,4680,249384.0,4055025.0
2004-05-11,61500,61500,60500,61500,3320,249384.0,4055025.0
2004-05-12,59100,61500,59100,61300,1450,248573.0,4055025.0
2004-05-13,61300,61300,60000,60100,6950,243707.0,4055025.0
2004-05-14,58400,60200,54500,60100,2933,243707.0,4055025.0
2004-05-17,60100,60100,58500,58900,6590,238841.0,4055025.0
2004-05-18,53000,58000,53000,57400,7502,232758.0,4055025.0
2004-05-19,57400,58000,56500,56600,12028,229514.0,4055025.0
2004-05-20,56000,56500,55000,56100,7684,227487.0,4055025.0
2004-05-21,56900,56900,55600,56200,2354,227892.0,4055025.0
2004-05-24,55500,56900,55500,55800,2189,226270.0,4055025.0
2004-05-25,55500,55500,54000,54300,4172,220188.0,4055025.0
2004-05-27,55600,55900,55000,55600,1890,225459.0,4055025.0
2004-05-28,55600,55600,54700,54800,6074,222215.0,4055025.0
2004-05-31,55500,55500,53500,55500,2130,225054.0,4055025.0
2004-06-01,54900,55000,54400,55000,2320,223026.0,4055025.0
2004-06-02,54400,54800,54300,54400,2220,220593.0,4055025.0
2004-06-03,54400,54500,52300,53700,5831,217755.0,4055025.0
2004-06-04,51800,54200,51800,54200,7110,219782.0,4055025.0
2004-06-07,54000,56000,54000,56000,1240,227081.0,4055025.0
2004-06-08,55300,55800,54700,54700,1660,221810.0,4055025.0
2004-06-09,54800,55000,53000,53300,17440,216133.0,4055025.0
2004-06-10,53300,53300,53200,53200,1180,215727.0,4055025.0
2004-06-11,52200,52800,51200,52800,2460,214105.0,4055025.0
2004-06-14,50100,52800,50100,52400,1026,212483.0,4055025.0
2004-06-15,52400,53900,52400,53400,2410,216538.0,4055025.0
2004-06-16,54600,54800,53500,53900,1910,218566.0,4055025.0
2004-06-17,53400,53700,52100,53500,1032,216944.0,4055025.0
2004-06-18,53500,53500,52000,52600,12610,213294.0,4055025.0
2004-06-21,53600,53600,52400,53300,1731,216133.0,4055025.0
2004-06-22,52500,52500,51800,52500,19811,212889.0,4055025.0
2004-06-23,52000,52000,51700,52000,9460,210861.0,4055025.0
2004-06-24,52000,52500,51500,52100,3385,211267.0,4055025.0
2004-06-25,52200,52500,52000,52100,16770,211267.0,4055025.0
2004-06-28,52300,53800,52300,53600,8372,217349.0,4055025.0
2004-06-29,53600,55400,53600,54500,9880,220999.0,4055025.0
2004-06-30,55000,55000,53700,55000,1500,223026.0,4055025.0
2004-07-01,55000,55400,54900,55100,930,223432.0,4055025.0
2004-07-02,53500,54900,53500,54400,281,220593.0,4055025.0
2004-07-05,54400,54400,53800,54000,480,218971.0,4055025.0
2004-07-06,54000,54500,53500,54000,670,218971.0,4055025.0
2004-07-07,54000,54000,54000,54000,10,218971.0,4055025.0
2004-07-08,53000,55400,53000,55400,3115,224648.0,4055025.0
2004-07-09,53700,54900,53600,54000,4050,218971.0,4055025.0
2004-07-12,54000,54000,54000,54000,40,218971.0,4055025.0
2004-07-13,53500,54000,53200,53500,1823,216944.0,4055025.0
2004-07-14,53500,54000,53500,53500,1740,216944.0,4055025.0
2004-07-15,52400,53000,52100,52400,8587,212483.0,4055025.0
2004-07-16,52900,53000,52800,53000,2150,214916.0,4055025.0
2004-07-19,52700,53000,52700,53000,10840,214916.0,4055025.0
2004-07-20,52800,53500,52700,53500,2030,216944.0,4055025.0
2004-07-21,54000,54000,53500,53500,540,216944.0,4055025.0
2004-07-22,53200,53500,53000,53300,1602,216133.0,4055025.0
2004-07-23,52800,53000,52400,52800,3716,214105.0,4055025.0
2004-07-26,52500,53000,52500,53000,2020,214916.0,4055025.0
2004-07-27,53000,53000,52700,52700,3010,213700.0,4055025.0
2004-07-28,52800,52800,52700,52700,2970,213700.0,4055025.0
2004-07-29,52700,53000,52600,52700,2970,213700.0,4055025.0
2004-07-30,52700,52800,52600,52700,5430,213700.0,4055025.0
2004-08-02,52700,52700,52200,52700,13010,213700.0,4055025.0
2004-08-03,52700,52800,52500,52600,2970,213294.0,4055025.0
2004-08-04,52600,52600,52000,52400,2940,212483.0,4055025.0
2004-08-05,52400,53500,52400,53500,690,216944.0,4055025.0
2004-08-06,53500,54200,53500,54200,140,219782.0,4055025.0
2004-08-09,54000,54200,54000,54200,290,219782.0,4055025.0
2004-08-10,54800,55400,54500,55000,28630,223026.0,4055025.0
2004-08-11,55000,56000,55000,55300,2593,224243.0,4055025.0
2004-08-12,56600,57000,55000,55100,3960,223432.0,4055025.0
2004-08-13,55200,55700,55200,55700,830,225865.0,4055025.0
2004-08-16,54700,55300,54700,55000,1081,223026.0,4055025.0
2004-08-17,55200,56000,55100,56000,1510,227081.0,4055025.0
2004-08-18,55500,56100,55500,56100,13531,227487.0,4055025.0
2004-08-19,56500,56500,55700,55700,12840,225865.0,4055025.0
2004-08-20,55700,56000,55700,55700,1755,225865.0,4055025.0
2004-08-23,55700,55700,55500,55500,2200,225054.0,4055025.0
2004-08-24,55000,56400,55000,56200,5890,227892.0,4055025.0
2004-08-25,55300,56000,55300,55600,701,225459.0,4055025.0
2004-08-26,55600,55600,55000,55500,1128,225054.0,4055025.0
2004-08-27,55200,55900,55000,55200,36290,223837.0,4055025.0
2004-08-30,55500,56300,55500,56300,2370,228298.0,4055025.0
2004-08-31,55900,55900,55800,55800,310,226270.0,4055025.0
2004-09-01,55500,57000,55500,55800,14264,226270.0,4055025.0
2004-09-02,55800,56400,55500,56400,944,228703.0,4055025.0
2004-09-03,56900,59900,56500,57900,11710,234786.0,4055025.0
2004-09-06,59500,59500,56600,56800,3375,230325.0,4055025.0
2004-09-07,56300,56600,55800,56500,6100,229109.0,4055025.0
2004-09-08,56500,56900,56500,56900,2392,230731.0,4055025.0
2004-09-09,56500,57700,56500,57700,4660,233975.0,4055025.0
2004-09-10,57500,57500,56700,57500,1700,233164.0,4055025.0
2004-09-13,56800,58400,56800,58100,5510,235597.0,4055025.0
2004-09-14,58000,58300,57600,57600,950,233569.0,4055025.0
2004-09-15,57300,57300,56800,56800,1370,230325.0,4055025.0
2004-09-16,56700,57300,56500,56900,820,230731.0,4055025.0
2004-09-17,56400,57300,56100,56100,2735,227487.0,4055025.0
2004-09-20,56200,59000,56200,58500,9535,237219.0,4055025.0
2004-09-21,58000,59400,57700,59000,3956,239246.0,4055025.0
2004-09-22,58200,59000,58100,58900,1360,238841.0,4055025.0
2004-09-23,58300,58900,58300,58600,2390,237624.0,4055025.0
2004-09-24,59000,61500,58700,61300,20575,248573.0,4055025.0
2004-09-30,61300,61300,60000,60700,16100,246140.0,4055025.0
2004-10-01,60700,60700,60000,60500,7410,245329.0,4055025.0
2004-10-04,60500,62000,60000,60500,11300,245329.0,4055025.0
2004-10-05,60500,62600,60300,60300,14310,244518.0,4055025.0
2004-10-06,60800,60800,59500,60000,13250,243302.0,4055025.0
2004-10-07,59800,62000,59800,62000,74758,251412.0,4055025.0
2004-10-08,61900,62100,61200,61900,3460,251006.0,4055025.0
2004-10-11,62100,62200,61500,61800,2590,250601.0,4055025.0
2004-10-12,61400,61800,60200,61500,3741,249384.0,4055025.0
2004-10-13,61400,63000,61400,62500,14150,253439.0,4055025.0
2004-10-14,62000,62600,59000,62500,22180,253439.0,4055025.0
2004-10-15,62400,62500,60500,62000,12610,251412.0,4055025.0
2004-10-18,62000,62500,61900,62000,7200,251412.0,4055025.0
2004-10-19,62400,63200,62400,63000,15080,255467.0,4055025.0
2004-10-20,63000,63000,61800,61800,1120,250601.0,4055025.0
2004-10-21,62000,63700,62000,62400,4930,253034.0,4055025.0
2004-10-22,61200,63000,61200,62300,850,252628.0,4055025.0
2004-10-25,62300,62300,60600,61000,830,247357.0,4055025.0
2004-10-26,61000,61300,61000,61000,11042,247357.0,4055025.0
2004-10-27,61800,61800,60700,60700,3590,246140.0,4055025.0
2004-10-28,60400,61400,60400,61400,130,248979.0,4055025.0
2004-10-29,60200,62900,60200,62900,2045,255061.0,4055025.0
2004-11-01,63000,64500,62000,62000,6240,251412.0,4055025.0
2004-11-02,61500,62200,61500,62100,3970,251817.0,4055025.0
2004-11-03,62100,62200,61600,61600,1790,249790.0,4055025.0
2004-11-04,61300,61700,61200,61500,4600,249384.0,4055025.0
2004-11-05,61500,61500,61000,61500,12260,249384.0,4055025.0
2004-11-08,61900,61900,61100,61500,10283,249384.0,4055025.0
2004-11-09,61000,61500,61000,61500,1750,249384.0,4055025.0
2004-11-10,60600,61500,60600,61500,3240,249384.0,4055025.0
2004-11-11,61500,61600,61100,61300,2010,248573.0,4055025.0
2004-11-12,61000,61700,61000,61500,2841,249384.0,4055025.0
2004-11-15,61200,61800,61100,61400,2620,248979.0,4055025.0
2004-11-16,61300,61300,60300,60300,2560,244518.0,4055025.0
2004-11-17,60000,61300,59900,60000,10310,243302.0,4055025.0
2004-11-18,60000,60800,60000,60600,172997,245735.0,4055025.0
2004-11-19,60500,60800,60000,60200,91430,244113.0,4055025.0
2004-11-22,60000,60100,59400,59700,2950,242085.0,4055025.0
2004-11-23,59700,59900,59200,59500,3430,241274.0,4055025.0
2004-11-24,59500,59800,59200,59700,2750,242085.0,4055025.0
2004-11-25,59600,59700,58500,59100,5120,239652.0,4055025.0
2004-11-26,59000,60600,59000,60400,56011,244924.0,4055025.0
2004-11-29,60300,61000,60300,60700,1221,246140.0,4055025.0
2004-11-30,61000,63000,60700,62000,4330,251412.0,4055025.0
2004-12-01,63700,63700,61800,62100,930,251817.0,4055025.0
2004-12-02,62000,62400,62000,62000,3850,251412.0,4055025.0
2004-12-03,62000,62600,62000,62600,1459,253845.0,4055025.0
2004-12-06,61900,62800,61900,62500,1370,253439.0,4055025.0
2004-12-07,61800,66000,61800,64000,15690,259522.0,4055025.0
2004-12-08,63000,64800,63000,64800,1990,262766.0,4055025.0
2004-12-09,64800,65200,64100,64100,1360,259927.0,4055025.0
2004-12-10,64100,64100,63200,64100,1860,259927.0,4055025.0
2004-12-13,63200,64000,63100,64000,800,259522.0,4055025.0
2004-12-14,63400,63500,62600,63500,800,257494.0,4055025.0
2004-12-15,62600,63700,62600,63700,2710,258305.0,4055025.0
2004-12-16,63000,64500,63000,63700,3000,258305.0,4055025.0
2004-12-17,63700,64500,63700,64500,2970,261549.0,4055025.0
2004-12-20,64500,64700,63600,64500,6193,261549.0,4055025.0
2004-12-21,64000,64400,63800,64400,6411,261144.0,4055025.0
2004-12-22,64400,65900,64400,65900,5570,267226.0,4055025.0
2004-12-23,65900,66000,65100,65100,7174,263982.0,4055025.0
2004-12-24,65100,65200,64800,65100,1654,263982.0,4055025.0
2004-12-27,65200,65200,63400,63900,1519,259116.0,4055025.0
2004-12-28,62500,65600,62100,65600,2960,266010.0,4055025.0
2004-12-29,65400,65600,64500,65100,18440,263982.0,4055025.0
2004-12-30,63500,65300,63500,64900,1290,263171.0,4055025.0
2005-01-03,65000,65000,64200,64900,1070,263171.0,4055025.0
2005-01-04,64200,64300,63900,64300,3395,260738.0,4055025.0
2005-01-05,64400,64400,64400,64400,10,261144.0,4055025.0
2005-01-06,64400,64500,64200,64400,5850,261144.0,4055025.0
2005-01-07,64400,64400,64400,64400,60,261144.0,4055025.0
2005-01-10,63000,66000,63000,64200,5650,260333.0,4055025.0
2005-01-11,64500,64500,63400,64200,1610,260333.0,4055025.0
2005-01-12,64000,64500,64000,64500,440,261549.0,4055025.0
2005-01-13,64000,64800,64000,64800,1390,262766.0,4055025.0
2005-01-14,64700,64800,64600,64700,1040,262360.0,4055025.0
2005-01-17,63700,65000,63700,64700,3360,262360.0,4055025.0
2005-01-18,65000,66000,65000,66000,11780,267632.0,4055025.0
2005-01-19,74500,74500,68000,69300,40,281013.0,4055025.0
2005-01-20,68500,69300,66000,69300,18520,281013.0,4055025.0
2005-01-21,67000,68000,67000,67900,1770,275336.0,4055025.0
2005-01-24,67800,68900,67800,68900,12220,279391.0,4055025.0
2005-01-25,68100,68900,68000,68900,11830,279391.0,4055025.0
2005-01-26,68900,68900,68000,68200,8800,276553.0,4055025.0
2005-01-27,68200,69000,68200,69000,885,279797.0,4055025.0
2005-01-28,68700,69900,68600,69900,1160,283446.0,4055025.0
2005-01-31,69000,70500,69000,69200,12110,280608.0,4055025.0
2005-02-01,69200,69300,69100,69200,550,280608.0,4055025.0
2005-02-02,69300,69400,69300,69300,21450,281013.0,4055025.0
2005-02-03,69500,70000,69300,70000,3900,283852.0,4055025.0
2005-02-04,69500,71200,69500,70900,21312,287501.0,4055025.0
2005-02-07,71000,71000,70700,71000,10288,287907.0,4055025.0
2005-02-11,71000,71600,70000,71500,34290,289934.0,4055025.0
2005-02-14,70600,72000,70600,72000,2761,291962.0,4055025.0
2005-02-15,71000,71800,71000,71400,3300,289529.0,4055025.0
2005-02-16,71000,71500,70000,71500,4270,289934.0,4055025.0
2005-02-17,71400,71500,71400,71500,3840,289934.0,4055025.0
2005-02-18,70100,71800,70100,71400,1360,289529.0,4055025.0
2005-02-21,71400,71400,70400,71300,470,289123.0,4055025.0
2005-02-22,70700,71000,69700,70400,1155,285474.0,4055025.0
2005-02-23,70000,70500,70000,70400,1220,285474.0,4055025.0
2005-02-24,70500,70900,70100,70800,6070,287096.0,4055025.0
2005-02-25,70100,70400,69100,69900,16150,283446.0,4055025.0
2005-02-28,70000,70100,69500,70100,3260,284257.0,4055025.0
2005-03-02,70100,72000,70100,71000,6590,287907.0,4055025.0
2005-03-03,72800,74000,72500,73000,9210,296017.0,4055025.0
2005-03-04,73700,74000,71800,74000,4211,300072.0,4055025.0
2005-03-07,72500,75500,72300,75000,5500,304127.0,4055025.0
2005-03-08,76000,76100,74200,75000,6167,304127.0,4055025.0
2005-03-09,75000,84700,74600,78900,11230,319941.0,4055025.0
2005-03-10,78900,79000,76700,77400,2940,313859.0,4055025.0
2005-03-11,77600,79500,75200,75200,7206,304938.0,4055025.0
2005-03-14,75000,75500,74500,75000,5103,304127.0,4055025.0
2005-03-15,75000,76400,74800,75900,4420,307776.0,4055025.0
2005-03-16,75900,77000,75100,75800,1390,307371.0,4055025.0
2005-03-17,75600,75600,74800,75000,1320,304127.0,4055025.0
2005-03-18,74500,74700,73100,74200,4380,300883.0,4055025.0
2005-03-21,73500,73500,70500,72600,17752,294395.0,4055025.0
2005-03-22,73500,73500,70700,71200,6412,288718.0,4055025.0
2005-03-23,70700,72300,70700,71000,77710,287907.0,4055025.0
2005-03-24,72000,74000,71500,72500,29289,293989.0,4055025.0
2005-03-25,73000,73500,73000,73000,260,296017.0,4055025.0
2005-03-28,72100,73000,72100,72100,381,292367.0,4055025.0
2005-03-29,72000,72100,72000,72000,2920,291962.0,4055025.0
2005-03-30,71900,71900,70200,70600,3540,286285.0,4055025.0
2005-03-31,71000,71400,70200,71100,2931,288312.0,4055025.0
2005-04-01,71100,72500,71000,72500,7900,293989.0,4055025.0
2005-04-04,72500,72500,72100,72500,1080,293989.0,4055025.0
2005-04-06,72000,72500,72000,72400,13620,293584.0,4055025.0
2005-04-07,72000,73500,72000,73500,9130,298044.0,4055025.0
2005-04-08,73500,74900,73500,73900,4950,299666.0,4055025.0
2005-04-11,73900,74000,71900,72900,17360,295611.0,4055025.0
2005-04-12,77500,77500,73100,73800,2890,299261.0,4055025.0
2005-04-13,73700,74100,73700,74000,810,300072.0,4055025.0
2005-04-14,74000,74000,73500,74000,2275,300072.0,4055025.0
2005-04-15,73000,75000,73000,75000,6013,304127.0,4055025.0
2005-04-18,74600,77000,73500,77000,8494,312237.0,4055025.0
2005-04-19,76900,77000,76500,76700,3780,311020.0,4055025.0
2005-04-20,76000,78000,76000,77200,5800,313048.0,4055025.0
2005-04-21,78000,78000,76000,77500,1970,314264.0,4055025.0
2005-04-22,77500,78000,76000,77500,5307,314264.0,4055025.0
2005-04-25,76500,77000,75800,75800,1222,307371.0,4055025.0
2005-04-26,75100,75900,75100,75900,7040,307776.0,4055025.0
2005-04-27,75400,76000,75200,75900,3705,307776.0,4055025.0
2005-04-28,76800,76800,75400,75400,90,305749.0,4055025.0
2005-04-29,75000,76400,75000,76400,7070,309804.0,4055025.0
2005-05-02,79800,79800,77900,78000,5360,316292.0,4055025.0
2005-05-03,78400,78600,78000,78200,3260,317103.0,4055025.0
2005-05-04,78200,78900,78200,78900,1260,319941.0,4055025.0
2005-05-06,78500,80100,78500,79500,1660,322374.0,4055025.0
2005-05-09,79400,80000,79000,79900,1390,323996.0,4055025.0
2005-05-10,79800,79800,79000,79500,890,322374.0,4055025.0
2005-05-11,77900,80000,77900,79900,280,323996.0,4055025.0
2005-05-12,79400,79500,78500,79500,1090,322374.0,4055025.0
2005-05-13,78200,79300,78200,78800,140,319536.0,4055025.0
2005-05-16,79000,79500,79000,79500,1880,322374.0,4055025.0
2005-05-17,79500,79600,78600,79500,5220,322374.0,4055025.0
2005-05-18,79500,79500,79200,79200,3560,321158.0,4055025.0
2005-05-19,79900,79900,78900,79400,5040,321969.0,4055025.0
2005-05-20,79500,79600,78200,79500,1680,322374.0,4055025.0
2005-05-23,79400,79500,79400,79400,1000,321969.0,4055025.0
2005-05-24,79400,79700,79400,79500,3951,322374.0,4055025.0
2005-05-25,79400,79500,78500,78900,4460,319941.0,4055025.0
2005-05-26,78000,79000,77600,78900,1900,319941.0,4055025.0
2005-05-27,79000,79500,78800,79500,12710,322374.0,4055025.0
2005-05-30,79000,79000,78900,78900,5760,319941.0,4055025.0
2005-05-31,78700,79900,78700,79900,5340,323996.0,4055025.0
2005-06-01,80000,83000,80000,82000,3240,332512.0,4055025.0
2005-06-02,82000,82000,82000,82000,2340,332512.0,4055025.0
2005-06-03,81100,81900,80800,80800,2060,327646.0,4055025.0
2005-06-07,81500,81500,80700,80800,4010,327646.0,4055025.0
2005-06-08,80800,80800,80200,80800,8020,327646.0,4055025.0
2005-06-09,80500,81200,80200,81200,2820,329268.0,4055025.0
2005-06-10,81200,81500,81200,81500,7010,330485.0,4055025.0
2005-06-13,81500,84500,81500,84000,4980,340622.0,4055025.0
2005-06-14,84000,84900,84000,84200,7670,341433.0,4055025.0
2005-06-15,84200,84500,84100,84200,1190,341433.0,4055025.0
2005-06-16,84200,84200,83700,84200,5980,341433.0,4055025.0
2005-06-17,84200,85100,84000,85000,3300,344677.0,4055025.0
2005-06-20,85000,86000,82400,83100,11370,336973.0,4055025.0
2005-06-21,83100,83700,83000,83400,17115,338189.0,4055025.0
2005-06-22,83500,83500,82800,83500,8470,338595.0,4055025.0
2005-06-23,83500,85700,83500,85700,1022,347516.0,4055025.0
2005-06-24,86800,87000,85700,86700,14660,351571.0,4055025.0
2005-06-27,86700,87400,85900,86100,1970,349138.0,4055025.0
2005-06-28,85200,86100,85100,86000,3340,348732.0,4055025.0
2005-06-29,86800,86800,83400,84000,9623,340622.0,4055025.0
2005-06-30,84000,84500,83800,84500,5450,342650.0,4055025.0
2005-07-01,85000,85000,83700,84500,5450,342650.0,4055025.0
2005-07-04,84700,84700,83900,84500,1390,342650.0,4055025.0
2005-07-05,84500,86900,84000,84400,9240,342244.0,4055025.0
2005-07-06,84300,86000,84300,85000,1350,344677.0,4055025.0
2005-07-07,85000,85100,84800,85000,1960,344677.0,4055025.0
2005-07-08,84100,85800,84100,85500,1090,346705.0,4055025.0
2005-07-11,88400,88500,85500,88500,1390,358870.0,4055025.0
2005-07-12,80800,88000,80800,83200,6680,337378.0,4055025.0
2005-07-13,83400,85000,83100,84900,8740,344272.0,4055025.0
2005-07-14,83700,85000,83700,85000,3500,344677.0,4055025.0
2005-07-15,85000,85000,83700,85000,1710,344677.0,4055025.0
2005-07-18,84900,85000,81100,85000,11810,344677.0,4055025.0
2005-07-19,84100,84900,84100,84900,2200,344272.0,4055025.0
2005-07-20,84900,84900,84200,84900,2040,344272.0,4055025.0
2005-07-21,85500,85900,83300,84000,2881,340622.0,4055025.0
2005-07-22,83100,84000,83000,84000,690,340622.0,4055025.0
2005-07-25,83000,84600,82500,83700,4970,339406.0,4055025.0
2005-07-26,83700,84200,83200,84000,5570,340622.0,4055025.0
2005-07-27,83100,85000,83100,85000,7336,344677.0,4055025.0
2005-07-28,85000,86000,84500,85800,1630,347921.0,4055025.0
2005-07-29,86000,86000,85400,85500,2250,346705.0,4055025.0
2005-08-01,85500,85500,84000,85200,3091,345488.0,4055025.0
2005-08-02,85200,85200,84100,85000,591,344677.0,4055025.0
2005-08-03,85000,85000,84900,84900,2840,344272.0,4055025.0
2005-08-04,84000,84900,84000,84900,670,344272.0,4055025.0
2005-08-05,84000,84800,83800,84800,1970,343866.0,4055025.0
2005-08-08,84800,84800,84000,84600,860,343055.0,4055025.0
2005-08-09,84600,84700,84600,84600,13490,343055.0,4055025.0
2005-08-10,84600,84900,84100,84900,25230,344272.0,4055025.0
2005-08-11,84900,84900,84100,84800,240,343866.0,4055025.0
2005-08-12,84600,84600,84100,84400,1940,342244.0,4055025.0
2005-08-16,84400,84600,83800,84000,1880,340622.0,4055025.0
2005-08-17,83700,85300,83700,85100,12772,345083.0,4055025.0
2005-08-18,85800,85800,84500,85100,610,345083.0,4055025.0
2005-08-19,84300,85200,84300,85200,2120,345488.0,4055025.0
2005-08-22,85000,86000,85000,86000,1240,348732.0,4055025.0
2005-08-23,86400,88500,86400,87500,19230,354815.0,4055025.0
2005-08-24,87400,88000,87400,88000,1080,356842.0,4055025.0
2005-08-25,88000,89000,87000,89000,1067,360897.0,4055025.0
2005-08-26,89000,90400,89000,90000,1930,364952.0,4055025.0
2005-08-29,90000,90000,86000,88100,2980,357248.0,4055025.0
2005-08-30,89000,89000,87500,88900,930,360492.0,4055025.0
2005-08-31,88900,90100,88900,90100,330,365358.0,4055025.0
2005-09-01,90100,90200,88100,89700,2351,363736.0,4055025.0
2005-09-02,89200,89200,88100,88900,2280,360492.0,4055025.0
2005-09-05,89300,90200,89300,90000,1290,364952.0,4055025.0
2005-09-06,90000,90500,90000,90000,9870,364952.0,4055025.0
2005-09-07,90000,91000,88600,91000,1930,369007.0,4055025.0
2005-09-08,90900,91500,90000,91500,1200,371035.0,4055025.0
2005-09-09,91500,91500,90100,90200,600,365763.0,4055025.0
2005-09-12,90200,93500,90200,92500,2606,375090.0,4055025.0
2005-09-13,93900,93900,91500,93000,15071,377117.0,4055025.0
2005-09-14,93000,93400,93000,93400,6900,378739.0,4055025.0
2005-09-15,93300,94000,93000,93500,1393,379145.0,4055025.0
2005-09-16,93500,94000,90900,91000,5737,369007.0,4055025.0
2005-09-20,96000,96000,94900,95500,21100,387255.0,4055025.0
2005-09-21,95500,97000,95500,97000,2181,393337.0,4055025.0
2005-09-22,97000,97000,95500,96700,11140,392121.0,4055025.0
2005-09-23,96700,96700,94500,95900,16220,388877.0,4055025.0
2005-09-26,95900,96500,95900,96500,1920,391310.0,4055025.0
2005-09-27,97000,97400,96500,97000,1080,393337.0,4055025.0
2005-09-28,97800,97800,97000,97600,490,395770.0,4055025.0
2005-09-29,98300,104000,98300,99900,4960,405097.0,4055025.0
2005-09-30,100000,101500,98000,101000,16452,409558.0,4055025.0
2005-10-04,100000,102500,100000,102500,2943,415640.0,4055025.0
2005-10-05,105000,110000,103500,106000,12988,429833.0,4055025.0
2005-10-06,106500,111000,104500,111000,8664,450108.0,4055025.0
2005-10-07,112000,117000,110500,114000,16017,462273.0,4055025.0
2005-10-10,111000,117000,111000,113500,21439,460245.0,4055025.0
2005-10-11,114000,114000,111000,114000,17172,462273.0,4055025.0
2005-10-12,113000,115000,113000,115000,14703,466328.0,4055025.0
2005-10-13,115500,121000,114000,120000,24832,486603.0,4055025.0
2005-10-14,115500,122000,115500,122000,19495,494713.0,4055025.0
2005-10-17,122000,124000,117000,124000,57887,502823.0,4055025.0
2005-10-18,122000,122000,117500,117500,37889,476465.0,4055025.0
2005-10-19,117500,117500,109500,113000,9195,458218.0,4055025.0
2005-10-20,113000,116500,111500,113000,19985,458218.0,4055025.0
2005-10-21,112500,113500,112000,113000,9612,458218.0,4055025.0
2005-10-24,112000,115000,111000,114000,27253,462273.0,4055025.0
2005-10-25,113000,115000,112000,113000,37655,458218.0,4055025.0
2005-10-26,112000,113000,111500,113000,58990,458218.0,4055025.0
2005-10-27,114000,115500,113000,115000,14028,466328.0,4055025.0
2005-10-28,115000,115000,110000,112000,33896,454163.0,4055025.0
2005-10-31,110000,113000,109500,113000,8295,458218.0,4055025.0
2005-11-01,112000,112500,111000,112500,8769,456190.0,4055025.0
2005-11-02,111000,119000,111000,119000,7974,482548.0,4055025.0
2005-11-03,116000,116500,113500,115000,4911,466328.0,4055025.0
2005-11-04,116000,118500,113000,116000,6432,470383.0,4055025.0
2005-11-07,115000,116500,114500,115000,1621,466328.0,4055025.0
2005-11-08,113500,118000,113500,117000,10056,474438.0,4055025.0
2005-11-09,116000,118000,115500,116000,2365,470383.0,4055025.0
2005-11-10,115000,119000,114500,117000,8288,474438.0,4055025.0
2005-11-11,117000,117500,115500,117000,7804,474438.0,4055025.0
2005-11-14,115500,116500,112500,114000,4250,462273.0,4055025.0
2005-11-15,114000,116000,111000,112500,10553,456190.0,4055025.0
2005-11-16,112500,113000,108500,112500,9144,456190.0,4055025.0
2005-11-17,112500,112500,109000,111000,6790,450108.0,4055025.0
2005-11-18,110500,112000,110000,110500,9115,448080.0,4055025.0
2005-11-21,110000,112500,109500,112000,10430,454163.0,4055025.0
2005-11-22,111500,113000,111000,111500,5869,452135.0,4055025.0
2005-11-23,110000,112500,110000,112000,20403,454163.0,4055025.0
2005-11-24,112000,114000,111000,112000,42671,454163.0,4055025.0
2005-11-25,113000,119500,112000,119500,21675,484575.0,4055025.0
