서연(007860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-03-07,797,807,777,777,190050,56713.0,37434348.0
2005-03-08,777,805,759,764,150170,55777.0,37434348.0
2005-03-09,754,779,743,770,136530,56152.0,37434348.0
2005-03-10,769,787,759,777,105340,56713.0,37434348.0
2005-03-11,772,800,772,782,172731,57087.0,37434348.0
2005-03-14,787,795,772,795,127570,58023.0,37434348.0
2005-03-15,795,810,777,782,201540,57087.0,37434348.0
2005-03-16,782,795,772,780,81890,56900.0,37434348.0
2005-03-17,766,784,754,770,89010,56152.0,37434348.0
2005-03-18,754,766,746,746,125510,54467.0,37434348.0
2005-03-21,736,759,731,744,66870,54280.0,37434348.0
2005-03-22,756,756,741,749,56550,54654.0,37434348.0
2005-03-23,748,754,720,723,61510,52782.0,37434348.0
2005-03-24,733,738,697,718,50410,52408.0,37434348.0
2005-03-25,720,723,702,711,71620,51847.0,37434348.0
2005-03-28,710,733,710,726,70220,52970.0,37434348.0
2005-03-29,725,731,718,728,82660,53157.0,37434348.0
2005-03-30,728,733,718,731,28220,53344.0,37434348.0
2005-03-31,731,736,715,723,68400,52782.0,37434348.0
2005-04-01,718,738,718,734,19190,53531.0,37434348.0
2005-04-04,736,736,725,726,21260,52970.0,37434348.0
2005-04-06,725,741,725,741,29400,54093.0,37434348.0
2005-04-07,748,851,748,852,872400,62141.0,37434348.0
2005-04-08,923,961,856,898,1500500,65510.0,37434348.0
2005-04-11,900,902,846,890,672821,64949.0,37434348.0
2005-04-12,910,1023,902,946,5284065,69066.0,37434348.0
2005-04-13,964,964,856,911,1132860,66446.0,37434348.0
2005-04-14,897,897,828,841,857396,61392.0,37434348.0
2005-04-15,843,890,818,841,978284,61392.0,37434348.0
2005-04-18,815,820,748,764,642600,55777.0,37434348.0
2005-04-19,759,777,738,772,514340,56339.0,37434348.0
2005-04-20,774,805,772,782,569700,57087.0,37434348.0
2005-04-21,748,774,733,767,276450,55964.0,37434348.0
2005-04-22,779,805,764,770,352740,56152.0,37434348.0
2005-04-25,754,774,746,752,130662,54841.0,37434348.0
2005-04-26,756,772,743,744,337920,54280.0,37434348.0
2005-04-27,733,764,733,754,163390,55028.0,37434348.0
2005-04-28,766,779,748,772,212058,56339.0,37434348.0
2005-04-29,754,772,743,746,118416,54467.0,37434348.0
2005-05-02,751,807,748,800,382303,58398.0,37434348.0
2005-05-03,800,854,782,828,510745,60456.0,37434348.0
2005-05-04,843,846,810,836,145007,61018.0,37434348.0
2005-05-06,820,833,779,821,281330,59895.0,37434348.0
2005-05-09,807,849,792,826,301800,60269.0,37434348.0
2005-05-10,836,836,813,821,323271,59895.0,37434348.0
2005-05-11,820,825,764,818,589100,59708.0,37434348.0
2005-05-12,800,841,800,839,262780,61205.0,37434348.0
2005-05-13,825,856,815,841,183950,61392.0,37434348.0
2005-05-16,849,851,828,839,212379,61205.0,37434348.0
2005-05-17,843,843,810,831,215870,60644.0,37434348.0
2005-05-18,833,836,800,800,264430,58398.0,37434348.0
2005-05-19,813,823,800,805,312247,58772.0,37434348.0
2005-05-20,805,807,782,782,160380,57087.0,37434348.0
2005-05-23,782,795,766,795,299740,58023.0,37434348.0
2005-05-24,805,813,787,798,147430,58210.0,37434348.0
2005-05-25,792,800,779,782,103360,57087.0,37434348.0
2005-05-26,792,792,779,785,57344,57275.0,37434348.0
2005-05-27,792,820,790,800,239620,58398.0,37434348.0
2005-05-30,815,815,800,803,290990,58585.0,37434348.0
2005-05-31,797,810,797,803,253902,58585.0,37434348.0
2005-06-01,800,807,795,795,187450,58023.0,37434348.0
2005-06-02,792,805,792,793,232490,57836.0,37434348.0
2005-06-03,787,797,777,780,227090,56900.0,37434348.0
2005-06-07,777,784,777,780,101850,56900.0,37434348.0
2005-06-08,777,802,777,800,138467,58398.0,37434348.0
2005-06-09,795,810,795,803,126260,58585.0,37434348.0
2005-06-10,818,818,802,813,145105,59333.0,37434348.0
2005-06-13,820,828,813,813,174046,59333.0,37434348.0
2005-06-14,823,831,813,821,193940,59895.0,37434348.0
2005-06-15,823,828,810,816,131770,59521.0,37434348.0
2005-06-16,820,869,815,849,1132370,61954.0,37434348.0
2005-06-17,859,861,836,857,493950,62515.0,37434348.0
2005-06-20,851,915,849,872,1168230,63638.0,37434348.0
2005-06-21,884,884,856,872,331036,63638.0,37434348.0
2005-06-22,851,872,841,841,260144,61392.0,37434348.0
2005-06-23,823,854,823,849,389100,61954.0,37434348.0
2005-06-24,831,851,831,834,171640,60831.0,37434348.0
2005-06-27,820,838,815,826,173270,60269.0,37434348.0
2005-06-28,820,846,820,846,251340,61767.0,37434348.0
2005-06-29,838,846,825,846,154150,61767.0,37434348.0
2005-06-30,859,859,838,846,215785,61767.0,37434348.0
2005-07-01,843,884,843,862,289740,62890.0,37434348.0
2005-07-04,872,877,859,872,292561,63638.0,37434348.0
2005-07-05,877,931,872,926,3376813,67569.0,37434348.0
2005-07-06,954,979,928,954,3056789,69628.0,37434348.0
2005-07-07,949,982,936,949,1354960,69254.0,37434348.0
2005-07-08,967,997,936,975,2735029,71125.0,37434348.0
2005-07-11,1000,1020,974,995,1702500,72623.0,37434348.0
2005-07-12,1010,1010,933,964,1115382,70377.0,37434348.0
2005-07-13,954,982,938,975,846850,71125.0,37434348.0
2005-07-14,972,974,946,962,555440,70189.0,37434348.0
2005-07-15,959,967,920,926,586104,67569.0,37434348.0
2005-07-18,928,949,908,941,657650,68692.0,37434348.0
2005-07-19,941,972,933,941,680200,68692.0,37434348.0
2005-07-20,941,984,915,929,1012428,67756.0,37434348.0
2005-07-21,936,951,897,905,560900,66072.0,37434348.0
2005-07-22,895,895,856,872,576271,63638.0,37434348.0
2005-07-25,869,905,861,903,380981,65884.0,37434348.0
2005-07-26,908,915,887,916,258860,66820.0,37434348.0
2005-07-27,923,949,918,944,394411,68879.0,37434348.0
2005-07-28,949,969,933,941,538850,68692.0,37434348.0
2005-07-29,936,946,910,923,642220,67382.0,37434348.0
2005-08-01,918,928,905,916,195770,66820.0,37434348.0
2005-08-02,908,931,908,923,210100,67382.0,37434348.0
2005-08-03,923,928,902,903,286210,65884.0,37434348.0
2005-08-04,897,908,872,872,261920,63638.0,37434348.0
2005-08-05,884,884,820,836,347950,61018.0,37434348.0
2005-08-08,825,854,825,849,57040,61954.0,37434348.0
2005-08-09,856,877,846,872,119630,63638.0,37434348.0
2005-08-10,882,895,872,880,144630,64200.0,37434348.0
2005-08-11,877,887,874,887,229280,64761.0,37434348.0
2005-08-12,897,897,874,887,194500,64761.0,37434348.0
2005-08-16,887,887,856,885,138630,64574.0,37434348.0
2005-08-17,861,872,859,862,90320,62890.0,37434348.0
2005-08-18,861,882,849,867,115930,63264.0,37434348.0
2005-08-19,849,861,841,852,111680,62141.0,37434348.0
2005-08-22,846,884,846,885,215620,64574.0,37434348.0
2005-08-23,882,938,879,923,523760,67382.0,37434348.0
2005-08-24,923,943,900,926,632330,67569.0,37434348.0
2005-08-25,931,931,908,918,217450,67007.0,37434348.0
2005-08-26,918,923,900,903,260100,65884.0,37434348.0
2005-08-29,892,902,864,900,250230,65697.0,37434348.0
2005-08-30,905,923,887,923,141810,67382.0,37434348.0
2005-08-31,915,969,915,929,3501230,67756.0,37434348.0
2005-09-01,949,1005,933,995,1252820,72623.0,37434348.0
2005-09-02,1000,1095,990,1072,5099352,78238.0,37434348.0
2005-09-05,1072,1136,1054,1100,2058801,80297.0,37434348.0
2005-09-06,1090,1110,1069,1085,1122122,79174.0,37434348.0
2005-09-07,1090,1141,1077,1121,1267496,81794.0,37434348.0
2005-09-08,1120,1138,1077,1085,966050,79174.0,37434348.0
2005-09-09,1079,1095,1036,1090,738051,79548.0,37434348.0
2005-09-12,1072,1097,1061,1077,568291,78612.0,37434348.0
2005-09-13,1079,1205,1072,1116,2390722,81420.0,37434348.0
2005-09-14,1123,1190,1110,1190,1735440,86848.0,37434348.0
2005-09-15,1190,1282,1182,1272,2909145,92837.0,37434348.0
2005-09-16,1292,1308,1231,1293,1023463,94335.0,37434348.0
2005-09-20,1292,1297,1231,1293,1232141,94335.0,37434348.0
2005-09-21,1264,1318,1246,1283,810621,93586.0,37434348.0
2005-09-22,1261,1290,1244,1257,653731,91714.0,37434348.0
2005-09-23,1259,1267,1195,1226,538910,89468.0,37434348.0
2005-09-26,1223,1277,1223,1277,420081,93212.0,37434348.0
2005-09-27,1272,1377,1267,1377,889142,100511.0,37434348.0
2005-09-28,1385,1482,1364,1483,2383810,108185.0,37434348.0
2005-09-29,1482,1508,1446,1508,566731,110057.0,37434348.0
2005-09-30,1487,1508,1472,1508,389150,110057.0,37434348.0
2005-10-04,1487,1536,1451,1536,480380,112116.0,37434348.0
2005-10-05,1510,1523,1436,1508,664660,110057.0,37434348.0
2005-10-06,1472,1482,1423,1457,513270,106314.0,37434348.0
2005-10-07,1431,1462,1397,1429,435340,104255.0,37434348.0
2005-10-10,1428,1441,1397,1429,487831,104255.0,37434348.0
2005-10-11,1441,1454,1395,1406,561850,102570.0,37434348.0
2005-10-12,1410,1472,1395,1462,799439,106688.0,37434348.0
2005-10-13,1449,1490,1397,1465,537424,106875.0,37434348.0
2005-10-14,1464,1505,1431,1506,655754,109870.0,37434348.0
2005-10-17,1505,1536,1436,1459,667241,106501.0,37434348.0
2005-10-18,1441,1462,1426,1426,216940,104067.0,37434348.0
2005-10-19,1379,1426,1310,1344,679270,98078.0,37434348.0
2005-10-20,1344,1369,1333,1349,268163,98452.0,37434348.0
2005-10-21,1308,1364,1308,1359,309600,99201.0,37434348.0
2005-10-24,1320,1385,1320,1359,187200,99201.0,37434348.0
2005-10-25,1395,1405,1359,1359,167170,99201.0,37434348.0
2005-10-26,1364,1403,1362,1403,501140,102383.0,37434348.0
2005-10-27,1410,1410,1374,1385,150460,101073.0,37434348.0
2005-10-28,1349,1369,1308,1344,242250,98078.0,37434348.0
2005-10-31,1349,1385,1344,1385,148020,101073.0,37434348.0
2005-11-01,1349,1405,1349,1406,187540,102570.0,37434348.0
2005-11-02,1385,1418,1385,1403,133520,102383.0,37434348.0
2005-11-03,1410,1426,1374,1375,134630,100324.0,37434348.0
2005-11-04,1367,1385,1349,1370,129380,99950.0,37434348.0
2005-11-07,1372,1395,1354,1385,150620,101073.0,37434348.0
2005-11-08,1379,1382,1356,1375,188190,100324.0,37434348.0
2005-11-09,1374,1374,1359,1375,57080,100324.0,37434348.0
2005-11-10,1385,1438,1374,1429,382990,104255.0,37434348.0
2005-11-11,1462,1462,1410,1434,250890,104629.0,37434348.0
2005-11-14,1433,1459,1403,1459,1146650,106501.0,37434348.0
2005-11-15,1467,1467,1433,1447,305310,105565.0,37434348.0
2005-11-16,1444,1444,1379,1403,335048,102383.0,37434348.0
2005-11-17,1405,1613,1395,1613,2388561,117731.0,37434348.0
2005-11-18,1646,1715,1621,1642,1847216,119790.0,37434348.0
2005-11-21,1667,1769,1641,1744,1708125,127277.0,37434348.0
2005-11-22,1764,1805,1667,1796,1080525,131020.0,37434348.0
2005-11-23,1769,2054,1769,2021,1667825,147491.0,37434348.0
2005-11-24,2049,2052,1934,2008,669583,146555.0,37434348.0
2005-11-25,2039,2041,1959,1985,417160,144871.0,37434348.0
2005-11-28,2023,2026,1967,1985,594860,144871.0,37434348.0
2005-11-29,1985,1985,1854,1898,634080,138507.0,37434348.0
2005-11-30,1887,1980,1872,1980,456439,144497.0,37434348.0
2005-12-01,1980,1985,1926,1949,406710,142251.0,37434348.0
2005-12-02,1923,1964,1921,1924,267370,140379.0,37434348.0
2005-12-05,1898,2067,1898,2052,1024450,149737.0,37434348.0
2005-12-06,2093,2154,2039,2149,946905,156850.0,37434348.0
2005-12-07,2149,2149,1998,2011,596070,146743.0,37434348.0
2005-12-08,1975,1990,1867,1919,579260,140004.0,37434348.0
2005-12-09,1898,1954,1800,1862,720533,135887.0,37434348.0
2005-12-12,1828,1875,1818,1847,354900,134764.0,37434348.0
2005-12-13,1831,1939,1831,1924,439190,140379.0,37434348.0
2005-12-14,1957,1959,1857,1903,492397,138881.0,37434348.0
2005-12-15,1877,1923,1875,1875,200840,136823.0,37434348.0
2005-12-16,1823,1867,1718,1796,375180,131020.0,37434348.0
2005-12-19,1749,1816,1749,1796,430980,131020.0,37434348.0
2005-12-20,1769,1795,1728,1744,325650,127277.0,37434348.0
2005-12-21,1718,1751,1687,1734,302600,126528.0,37434348.0
2005-12-22,1723,1751,1605,1606,338672,117170.0,37434348.0
2005-12-23,1631,1641,1544,1629,268100,118854.0,37434348.0
2005-12-26,1628,1780,1618,1744,401683,127277.0,37434348.0
2005-12-27,1759,1890,1739,1821,538372,132892.0,37434348.0
2005-12-28,1836,1836,1744,1796,194302,131020.0,37434348.0
2005-12-29,1795,1798,1728,1796,233023,131020.0,37434348.0
2006-01-02,1821,1821,1744,1796,157081,131020.0,37434348.0
2006-01-03,1800,1808,1739,1775,231370,129523.0,37434348.0
2006-01-04,1774,1780,1728,1770,325920,129149.0,37434348.0
2006-01-05,1769,1769,1728,1729,150370,126154.0,37434348.0
2006-01-06,1741,1826,1723,1796,272070,131020.0,37434348.0
2006-01-09,1810,1810,1744,1778,156622,129710.0,37434348.0
2006-01-10,1754,1790,1667,1678,252280,122410.0,37434348.0
2006-01-11,1664,1692,1633,1678,223880,122410.0,37434348.0
2006-01-12,1641,1792,1615,1770,639180,129149.0,37434348.0
2006-01-13,1754,1772,1692,1767,322412,128961.0,37434348.0
2006-01-16,1782,1841,1754,1808,396909,131956.0,37434348.0
2006-01-17,1810,1857,1754,1790,316330,130646.0,37434348.0
2006-01-18,1754,1785,1549,1693,453874,123533.0,37434348.0
2006-01-19,1641,1677,1595,1629,149200,118854.0,37434348.0
2006-01-20,1595,1631,1487,1498,287640,109308.0,37434348.0
2006-01-23,1392,1456,1274,1300,379850,94896.0,37434348.0
2006-01-24,1261,1356,1246,1357,286170,99014.0,37434348.0
2006-01-25,1390,1451,1356,1370,303836,99950.0,37434348.0
2006-01-26,1349,1385,1318,1362,190210,99388.0,37434348.0
2006-01-27,1367,1403,1351,1400,200760,102196.0,37434348.0
2006-01-31,1403,1459,1387,1424,175400,103880.0,37434348.0
2006-02-01,1410,1413,1326,1359,150400,99201.0,37434348.0
2006-02-02,1362,1385,1303,1324,261742,96581.0,37434348.0
2006-02-03,1303,1318,1251,1252,325829,91340.0,37434348.0
2006-02-06,1246,1249,1179,1213,224900,88532.0,37434348.0
2006-02-07,1190,1233,1190,1226,179353,89468.0,37434348.0
2006-02-08,1228,1285,1215,1216,121870,88719.0,37434348.0
2006-02-09,1233,1267,1205,1218,132020,88907.0,37434348.0
2006-02-10,1200,1246,1200,1231,298430,89842.0,37434348.0
2006-02-13,1236,1259,1218,1224,113040,89281.0,37434348.0
2006-02-14,1241,1241,1205,1211,146990,88345.0,37434348.0
2006-02-15,1223,1226,1079,1090,681258,79548.0,37434348.0
2006-02-16,1072,1077,1018,1036,674637,75617.0,37434348.0
2006-02-17,1033,1046,1018,1036,329920,75617.0,37434348.0
2006-02-20,1043,1072,1036,1070,742885,78051.0,37434348.0
2006-02-21,1059,1120,1059,1098,389462,80110.0,37434348.0
2006-02-22,1102,1113,1069,1085,264460,79174.0,37434348.0
2006-02-23,1092,1095,1056,1067,357830,77863.0,37434348.0
2006-02-24,1067,1082,1046,1047,273730,76366.0,37434348.0
2006-02-27,1051,1074,1051,1070,173290,78051.0,37434348.0
2006-02-28,1079,1115,1072,1111,520490,81045.0,37434348.0
2006-03-02,1123,1154,1110,1129,477310,82356.0,37434348.0
2006-03-03,1128,1128,1084,1088,194160,79361.0,37434348.0
2006-03-06,1092,1102,1082,1090,129023,79548.0,37434348.0
2006-03-07,1082,1090,1056,1062,119390,77489.0,37434348.0
2006-03-08,1054,1069,1036,1062,196390,77489.0,37434348.0
2006-03-09,1074,1074,1051,1052,148720,76740.0,37434348.0
2006-03-10,1043,1064,1041,1064,148190,77676.0,37434348.0
2006-03-13,1072,1092,1061,1077,162900,78612.0,37434348.0
2006-03-14,1072,1108,1072,1095,333640,79922.0,37434348.0
2006-03-15,1087,1105,1064,1077,301026,78612.0,37434348.0
2006-03-16,1069,1087,1043,1044,196813,76179.0,37434348.0
2006-03-17,1031,1046,1026,1047,128977,76366.0,37434348.0
2006-03-20,1036,1056,1028,1031,189610,75243.0,37434348.0
2006-03-21,1031,1038,1028,1031,126060,75243.0,37434348.0
2006-03-22,1026,1031,1008,1011,184050,73746.0,37434348.0
2006-03-23,1018,1026,997,1016,240220,74120.0,37434348.0
2006-03-24,1015,1015,969,990,260470,72248.0,37434348.0
2006-03-27,977,979,946,946,249652,69066.0,37434348.0
2006-03-28,946,956,943,949,178461,69254.0,37434348.0
2006-03-29,933,967,933,959,156999,70002.0,37434348.0
2006-03-30,961,990,961,972,152105,70938.0,37434348.0
2006-03-31,995,1010,977,1011,168943,73746.0,37434348.0
2006-04-03,1008,1064,1008,1047,320600,76366.0,37434348.0
2006-04-04,1056,1061,1031,1059,149310,77302.0,37434348.0
2006-04-05,1041,1079,1041,1062,316821,77489.0,37434348.0
2006-04-06,1059,1061,1015,1052,360400,76740.0,37434348.0
2006-04-07,1051,1061,1031,1059,146750,77302.0,37434348.0
2006-04-10,1064,1077,1049,1077,201080,78612.0,37434348.0
2006-04-11,1072,1074,1041,1052,294970,76740.0,37434348.0
2006-04-12,1046,1082,1046,1072,191280,78238.0,37434348.0
2006-04-13,1072,1231,1072,1193,1740740,87035.0,37434348.0
2006-04-14,1228,1269,1197,1265,1125197,92276.0,37434348.0
2006-04-17,1282,1287,1223,1234,525570,90030.0,37434348.0
2006-04-18,1233,1328,1200,1298,640200,94709.0,37434348.0
2006-04-19,1305,1323,1244,1247,578170,90965.0,37434348.0
2006-04-20,1241,1282,1161,1216,579940,88719.0,37434348.0
2006-04-21,1197,1220,1159,1167,560870,85163.0,37434348.0
2006-04-24,1167,1185,1138,1167,699870,85163.0,37434348.0
2006-04-25,1172,1200,1128,1149,679559,83853.0,37434348.0
2006-04-26,1159,1164,1113,1113,702270,81233.0,37434348.0
2006-04-27,1118,1128,1041,1080,726500,78799.0,37434348.0
2006-04-28,1079,1079,1031,1044,412720,76179.0,37434348.0
2006-05-02,1036,1038,997,1011,671220,73746.0,37434348.0
2006-05-03,1013,1043,995,1005,835620,73371.0,37434348.0
2006-05-04,1005,1041,995,1041,488043,75992.0,37434348.0
2006-05-08,1051,1064,1000,1011,477380,73746.0,37434348.0
2006-05-09,1002,1010,938,949,1163270,69254.0,37434348.0
2006-05-10,949,974,943,972,423970,70938.0,37434348.0
2006-05-11,954,977,949,957,606230,69815.0,37434348.0
2006-05-12,956,956,928,944,351563,68879.0,37434348.0
2006-05-15,951,956,933,949,281400,69254.0,37434348.0
2006-05-16,959,995,949,962,725630,70189.0,37434348.0
2006-05-17,967,1018,967,1011,744261,73746.0,37434348.0
2006-05-18,979,1008,956,1005,387048,73371.0,37434348.0
2006-05-19,1010,1054,1010,1052,449560,76740.0,37434348.0
2006-05-22,1067,1097,1046,1057,865592,77115.0,37434348.0
2006-05-23,1038,1054,1002,1026,374529,74869.0,37434348.0
2006-05-24,1026,1026,969,995,342590,72623.0,37434348.0
2006-05-25,997,1005,967,967,310450,70564.0,37434348.0
2006-05-26,977,997,972,985,212970,71874.0,37434348.0
2006-05-29,990,1023,984,1023,303160,74682.0,37434348.0
2006-05-30,1026,1031,997,1018,190821,74307.0,37434348.0
2006-06-01,997,1010,956,957,296380,69815.0,37434348.0
2006-06-02,974,984,951,954,245920,69628.0,37434348.0
2006-06-05,984,1095,979,1095,2535560,79922.0,37434348.0
2006-06-07,1072,1205,1067,1139,5429626,83104.0,37434348.0
2006-06-08,1154,1172,1049,1062,1994480,77489.0,37434348.0
2006-06-09,1108,1220,1087,1221,4398849,89094.0,37434348.0
2006-06-12,1249,1290,1213,1257,3810054,91714.0,37434348.0
2006-06-13,1218,1292,1154,1234,2723031,90030.0,37434348.0
2006-06-14,1244,1320,1231,1262,2475746,92088.0,37434348.0
2006-06-15,1282,1292,1190,1190,1522637,86848.0,37434348.0
2006-06-16,1226,1228,1167,1190,1315795,86848.0,37434348.0
2006-06-19,1185,1187,1118,1118,1383515,81607.0,37434348.0
2006-06-20,1138,1246,1131,1190,3291794,86848.0,37434348.0
2006-06-21,1195,1241,1141,1185,1840104,86473.0,37434348.0
2006-06-22,1231,1362,1187,1262,5829589,92088.0,37434348.0
2006-06-23,1236,1344,1210,1280,3582398,93399.0,37434348.0
2006-06-26,1272,1318,1218,1234,1550113,90030.0,37434348.0
2006-06-27,1246,1256,1192,1200,1036320,87596.0,37434348.0
2006-06-28,1169,1256,1161,1236,1774032,90217.0,37434348.0
2006-06-29,1267,1274,1210,1241,1171367,90591.0,37434348.0
2006-06-30,1251,1333,1246,1324,2386870,96581.0,37434348.0
2006-07-03,1331,1372,1279,1344,2056253,98078.0,37434348.0
2006-07-04,1359,1403,1313,1342,2083891,97891.0,37434348.0
2006-07-05,1303,1333,1285,1308,1181549,95458.0,37434348.0
2006-07-06,1303,1338,1274,1275,1007910,93024.0,37434348.0
2006-07-07,1287,1297,1259,1272,730650,92837.0,37434348.0
2006-07-10,1251,1287,1249,1267,640872,92463.0,37434348.0
2006-07-11,1279,1336,1269,1324,1565185,96581.0,37434348.0
2006-07-12,1333,1344,1292,1298,668636,94709.0,37434348.0
2006-07-13,1279,1279,1192,1200,1903840,87596.0,37434348.0
2006-07-14,1179,1215,1149,1193,695040,87035.0,37434348.0
2006-07-18,1172,1172,1102,1118,703909,81607.0,37434348.0
2006-07-19,1126,1213,1126,1165,1344788,84976.0,37434348.0
2006-07-20,1210,1210,1187,1195,651877,87222.0,37434348.0
2006-07-21,1179,1185,1159,1185,360510,86473.0,37434348.0
2006-07-24,1202,1202,1177,1185,291930,86473.0,37434348.0
2006-07-25,1205,1218,1169,1172,518731,85537.0,37434348.0
2006-07-26,1164,1228,1164,1221,817501,89094.0,37434348.0
2006-07-27,1249,1256,1213,1224,810150,89281.0,37434348.0
2006-07-28,1223,1282,1213,1270,660399,92650.0,37434348.0
2006-07-31,1282,1308,1261,1262,569530,92088.0,37434348.0
2006-08-01,1261,1279,1205,1206,446760,87971.0,37434348.0
2006-08-02,1202,1226,1179,1206,373000,87971.0,37434348.0
2006-08-03,1226,1249,1200,1206,588122,87971.0,37434348.0
2006-08-04,1220,1236,1197,1218,363434,88907.0,37434348.0
2006-08-07,1231,1267,1220,1231,746330,89842.0,37434348.0
2006-08-08,1241,1267,1231,1265,560976,92276.0,37434348.0
2006-08-09,1259,1267,1238,1259,377600,91901.0,37434348.0
2006-08-10,1251,1310,1246,1308,1005642,95458.0,37434348.0
2006-08-11,1315,1320,1285,1288,538832,93960.0,37434348.0
2006-08-14,1290,1308,1264,1298,391534,94709.0,37434348.0
2006-08-16,1333,1372,1318,1342,1934372,97891.0,37434348.0
2006-08-17,1354,1364,1326,1342,706831,97891.0,37434348.0
2006-08-18,1336,1341,1285,1285,739246,93773.0,37434348.0
2006-08-21,1285,1315,1277,1313,567500,95832.0,37434348.0
2006-08-22,1303,1400,1303,1395,1532884,101821.0,37434348.0
2006-08-23,1421,1426,1374,1385,908310,101073.0,37434348.0
2006-08-24,1387,1441,1382,1418,1046843,103506.0,37434348.0
2006-08-25,1431,1459,1387,1390,790441,101447.0,37434348.0
2006-08-28,1395,1403,1338,1400,698727,102196.0,37434348.0
2006-08-29,1415,1421,1362,1375,698639,100324.0,37434348.0
2006-08-30,1364,1395,1362,1370,412260,99950.0,37434348.0
2006-08-31,1374,1490,1374,1436,1667336,104816.0,37434348.0
2006-09-01,1462,1508,1449,1508,1185338,110057.0,37434348.0
2006-09-04,1523,1523,1467,1495,929200,109121.0,37434348.0
2006-09-05,1508,1508,1467,1488,440341,108560.0,37434348.0
2006-09-06,1503,1503,1459,1459,454689,106501.0,37434348.0
2006-09-07,1451,1564,1449,1565,1971536,114175.0,37434348.0
2006-09-08,1564,1592,1518,1539,1028140,112303.0,37434348.0
2006-09-11,1551,1551,1472,1472,874565,107437.0,37434348.0
2006-09-12,1477,1503,1438,1467,454250,107062.0,37434348.0
2006-09-13,1487,1539,1474,1513,728070,110431.0,37434348.0
2006-09-14,1513,1577,1497,1560,918252,113800.0,37434348.0
2006-09-15,1567,1574,1521,1544,553598,112677.0,37434348.0
2006-09-18,1572,1603,1559,1595,748678,116421.0,37434348.0
2006-09-19,1582,1605,1551,1572,316587,114736.0,37434348.0
2006-09-20,1564,1610,1564,1580,620777,115298.0,37434348.0
2006-09-21,1585,1618,1549,1549,483408,113052.0,37434348.0
2006-09-22,1536,1572,1505,1508,486362,110057.0,37434348.0
2006-09-25,1490,1492,1446,1488,736708,108560.0,37434348.0
2006-09-26,1487,1510,1431,1436,637330,104816.0,37434348.0
2006-09-27,1451,1541,1451,1518,1341708,110806.0,37434348.0
2006-09-28,1559,1592,1518,1590,1047089,116046.0,37434348.0
2006-09-29,1590,1618,1554,1619,541960,118105.0,37434348.0
2006-10-02,1644,1662,1605,1606,484930,117170.0,37434348.0
2006-10-04,1559,1585,1539,1554,510469,113426.0,37434348.0
2006-10-09,1539,1546,1323,1385,915489,101073.0,37434348.0
2006-10-10,1385,1477,1385,1449,670230,105752.0,37434348.0
2006-10-11,1441,1492,1413,1462,572420,106688.0,37434348.0
2006-10-12,1462,1500,1462,1480,315370,107998.0,37434348.0
2006-10-13,1500,1536,1482,1488,368034,108560.0,37434348.0
2006-10-16,1510,1515,1467,1483,321084,108185.0,37434348.0
2006-10-17,1487,1487,1426,1454,339197,106126.0,37434348.0
2006-10-18,1438,1495,1436,1495,324690,109121.0,37434348.0
2006-10-19,1518,1539,1508,1511,442420,110244.0,37434348.0
2006-10-20,1526,1528,1485,1485,296375,108372.0,37434348.0
2006-10-23,1490,1503,1467,1488,275646,108560.0,37434348.0
2006-10-24,1497,1528,1497,1513,557220,110431.0,37434348.0
2006-10-25,1528,1544,1510,1511,449420,110244.0,37434348.0
2006-10-26,1518,1523,1477,1485,361450,108372.0,37434348.0
2006-10-27,1485,1497,1436,1454,518699,106126.0,37434348.0
2006-10-30,1449,1451,1405,1408,346170,102757.0,37434348.0
2006-10-31,1410,1454,1410,1447,302371,105565.0,37434348.0
2006-11-01,1459,1503,1459,1485,575609,108372.0,37434348.0
2006-11-02,1469,1482,1459,1465,286955,106875.0,37434348.0
2006-11-03,1464,1477,1438,1447,353930,105565.0,37434348.0
2006-11-06,1449,1462,1415,1429,353104,104255.0,37434348.0
2006-11-07,1441,1451,1418,1429,412298,104255.0,37434348.0
2006-11-08,1433,1487,1433,1488,913510,108560.0,37434348.0
2006-11-09,1487,1492,1464,1483,435900,108185.0,37434348.0
2006-11-10,1482,1482,1433,1452,501030,105939.0,37434348.0
2006-11-13,1446,1446,1428,1434,385140,104629.0,37434348.0
2006-11-14,1449,1513,1449,1503,969029,109683.0,37434348.0
2006-11-15,1500,1503,1474,1485,505740,108372.0,37434348.0
2006-11-16,1485,1515,1474,1475,513640,107624.0,37434348.0
2006-11-17,1492,1492,1449,1452,401669,105939.0,37434348.0
2006-11-20,1444,1446,1421,1442,501456,105191.0,37434348.0
2006-11-21,1421,1438,1303,1326,1843321,96768.0,37434348.0
2006-11-22,1336,1354,1318,1352,723099,98640.0,37434348.0
2006-11-23,1344,1351,1303,1303,924525,95083.0,37434348.0
2006-11-24,1305,1320,1303,1313,321763,95832.0,37434348.0
2006-11-27,1313,1326,1297,1316,420582,96019.0,37434348.0
2006-11-28,1300,1310,1282,1293,372120,94335.0,37434348.0
2006-11-29,1287,1313,1287,1288,364034,93960.0,37434348.0
2006-11-30,1297,1354,1297,1349,736565,98452.0,37434348.0
2006-12-01,1356,1359,1326,1326,305797,96768.0,37434348.0
2006-12-04,1315,1323,1297,1300,306543,94896.0,37434348.0
