샘표식품(248170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-27,38150,38150,37300,37800,8207,172681.0,4568286.0
2018-04-30,37800,38300,36750,37400,13647,170854.0,4568286.0
2018-05-02,37400,39000,36550,38100,16407,174052.0,4568286.0
2018-05-03,38100,38100,37400,37500,6397,171311.0,4568286.0
2018-05-04,37500,38400,37100,37800,9267,172681.0,4568286.0
2018-05-08,37800,38100,37200,37350,6833,170625.0,4568286.0
2018-05-09,37150,37350,36500,36650,10509,167428.0,4568286.0
2018-05-10,36700,36900,36100,36400,8026,166286.0,4568286.0
2018-05-11,36050,36400,35850,36350,4521,166057.0,4568286.0
2018-05-14,36350,36800,35400,36800,16074,168113.0,4568286.0
2018-05-15,36650,37000,36150,36750,12115,167885.0,4568286.0
2018-05-16,36500,36500,35600,35600,10136,162631.0,4568286.0
2018-05-17,35200,36500,35200,36300,9563,165829.0,4568286.0
2018-05-18,36000,36700,35900,36400,2004,166286.0,4568286.0
2018-05-21,37700,39500,36850,37000,81259,169027.0,4568286.0
2018-05-23,36800,37800,36400,37450,16635,171082.0,4568286.0
2018-05-24,37800,37800,36900,37200,9166,169940.0,4568286.0
2018-05-25,36350,36550,35750,36450,14569,166514.0,4568286.0
2018-05-28,36300,37500,36000,37350,12097,170625.0,4568286.0
2018-05-29,37150,37500,36150,36150,12519,165144.0,4568286.0
2018-05-30,36150,36400,35400,36350,11237,166057.0,4568286.0
2018-05-31,36500,36800,35850,36350,3970,166057.0,4568286.0
2018-06-01,36350,36800,35500,36400,6969,166286.0,4568286.0
2018-06-04,36400,37150,36400,36900,9683,168570.0,4568286.0
2018-06-05,37000,37350,36600,36850,5655,168341.0,4568286.0
2018-06-07,36850,39050,36600,38800,33432,177249.0,4568286.0
2018-06-08,39000,39000,37600,37950,21652,173366.0,4568286.0
2018-06-11,37950,38200,37400,38100,7651,174052.0,4568286.0
2018-06-12,38350,38350,37600,38050,7116,173823.0,4568286.0
2018-06-14,38250,38250,37050,37900,7845,173138.0,4568286.0
2018-06-15,37900,37900,37100,37450,5081,171082.0,4568286.0
2018-06-18,37400,37400,36150,36600,9227,167199.0,4568286.0
2018-06-19,36300,36800,35350,35600,11563,162631.0,4568286.0
2018-06-20,35500,36650,35200,36600,7521,167199.0,4568286.0
2018-06-21,36450,36450,35700,36100,3609,164915.0,4568286.0
2018-06-22,35700,35950,35100,35700,4706,163088.0,4568286.0
2018-06-25,35650,36000,35300,35850,4017,163773.0,4568286.0
2018-06-26,35500,36600,35500,36500,3226,166742.0,4568286.0
2018-06-27,36400,36450,35150,35600,6755,162631.0,4568286.0
2018-06-28,35600,36250,34950,35700,6126,163088.0,4568286.0
2018-06-29,35700,36100,35050,35850,3265,163773.0,4568286.0
2018-07-02,35850,36750,35450,35850,11649,163773.0,4568286.0
2018-07-03,35800,36950,34950,35400,34743,161717.0,4568286.0
2018-07-04,36000,36900,35050,35300,18359,161260.0,4568286.0
2018-07-05,36600,42950,35300,35700,674392,163088.0,4568286.0
2018-07-06,35450,41650,35450,38200,950714,174509.0,4568286.0
2018-07-09,41000,49650,40800,49600,1591346,226587.0,4568286.0
2018-07-10,48850,48900,42500,44200,817681,201918.0,4568286.0
2018-07-11,43200,45700,39700,40200,720603,183645.0,4568286.0
2018-07-12,41050,41200,39000,39550,241612,180676.0,4568286.0
2018-07-13,39000,39750,37900,38200,132094,174509.0,4568286.0
2018-07-16,38200,39500,38000,38500,108150,175879.0,4568286.0
2018-07-17,38600,38750,37200,37800,91248,172681.0,4568286.0
2018-07-18,37650,37700,35500,35800,120926,163545.0,4568286.0
2018-07-19,35950,36100,35000,35200,49542,160804.0,4568286.0
2018-07-20,35200,35400,34700,34800,30656,158976.0,4568286.0
2018-07-23,34700,34800,32750,32800,62267,149840.0,4568286.0
2018-07-24,32350,33400,32350,32550,32418,148698.0,4568286.0
2018-07-25,32550,33800,32550,33500,47562,153038.0,4568286.0
2018-07-26,33200,33400,32750,33150,30214,151439.0,4568286.0
2018-07-27,33000,33300,32700,33100,13369,151210.0,4568286.0
2018-07-30,32950,33550,32900,33450,13919,152809.0,4568286.0
2018-07-31,33450,33600,33150,33450,14173,152809.0,4568286.0
2018-08-01,33500,33900,33150,33500,22171,153038.0,4568286.0
2018-08-02,33800,34300,33300,33700,35777,153951.0,4568286.0
2018-08-03,33700,33800,33400,33450,13914,152809.0,4568286.0
2018-08-06,33450,33750,33050,33350,9125,152352.0,4568286.0
2018-08-07,33250,33550,33000,33050,12902,150982.0,4568286.0
2018-08-08,32800,33200,32700,33000,15516,150753.0,4568286.0
2018-08-09,32900,34200,32800,32950,23062,150525.0,4568286.0
2018-08-10,32950,33200,32750,33200,11355,151667.0,4568286.0
2018-08-13,33200,33450,32000,32000,29618,146185.0,4568286.0
2018-08-14,31700,32500,31650,31900,13040,145728.0,4568286.0
2018-08-16,32250,32300,31050,31500,21511,143901.0,4568286.0
2018-08-17,31550,32850,31500,32500,12480,148469.0,4568286.0
2018-08-20,32500,32900,32400,32700,10454,149383.0,4568286.0
2018-08-21,32600,33300,32550,33250,10580,151896.0,4568286.0
2018-08-22,33250,33400,33050,33400,10284,152581.0,4568286.0
2018-08-23,33100,33350,32300,32500,16502,148469.0,4568286.0
2018-08-24,32550,32950,32250,32900,12369,150297.0,4568286.0
2018-08-27,32900,34000,32250,33000,24014,150753.0,4568286.0
2018-08-28,32900,33550,32600,33300,9827,152124.0,4568286.0
2018-08-29,33400,33450,33150,33450,5854,152809.0,4568286.0
2018-08-30,33300,33850,33000,33400,6852,152581.0,4568286.0
2018-08-31,33400,33850,33200,33600,17097,153494.0,4568286.0
2018-09-03,33400,33600,33000,33300,5796,152124.0,4568286.0
2018-09-04,33300,33900,33300,33450,18172,152809.0,4568286.0
2018-09-05,33450,34250,33400,34200,46165,156235.0,4568286.0
2018-09-06,36400,37600,34150,34400,287216,157149.0,4568286.0
2018-09-07,33950,34100,33350,33350,35412,152352.0,4568286.0
2018-09-10,33450,33450,32900,33000,20549,150753.0,4568286.0
2018-09-11,33000,33500,33000,33300,10415,152124.0,4568286.0
2018-09-12,33450,33650,33000,33050,16863,150982.0,4568286.0
2018-09-13,33050,33550,32900,33250,11944,151896.0,4568286.0
2018-09-14,33250,33450,33000,33300,14871,152124.0,4568286.0
2018-09-17,33850,41300,33400,38800,1127735,177249.0,4568286.0
2018-09-18,37000,40450,33900,33900,626827,154865.0,4568286.0
2018-09-19,34150,37100,33500,33700,257684,153951.0,4568286.0
2018-09-20,33500,34050,33100,33150,57371,151439.0,4568286.0
2018-09-21,33300,33450,33000,33150,29014,151439.0,4568286.0
2018-09-27,33700,34300,33500,33750,34524,154180.0,4568286.0
2018-09-28,33750,39500,33400,35550,741820,162403.0,4568286.0
2018-10-01,35200,38650,34100,34900,344247,159433.0,4568286.0
2018-10-02,35200,38100,34850,36200,285955,165372.0,4568286.0
2018-10-04,36200,36300,34500,34650,65700,158291.0,4568286.0
2018-10-05,34400,39450,34350,37000,563564,169027.0,4568286.0
2018-10-08,36800,38250,36000,36000,97267,164458.0,4568286.0
2018-10-10,36050,37950,34400,34400,335143,157149.0,4568286.0
2018-10-11,33950,37850,32650,32650,670689,149155.0,4568286.0
2018-10-12,32200,33900,32150,32400,111084,148012.0,4568286.0
2018-10-15,32800,33700,32600,32600,61017,148926.0,4568286.0
2018-10-16,32600,33500,32400,32800,50325,149840.0,4568286.0
2018-10-17,33150,33200,32550,32750,35840,149611.0,4568286.0
2018-10-18,32750,33050,32500,32500,20924,148469.0,4568286.0
2018-10-19,32400,33100,31450,31650,67062,144586.0,4568286.0
2018-10-22,31800,31850,31250,31400,24369,143444.0,4568286.0
2018-10-23,31300,32150,30300,30400,46464,138876.0,4568286.0
2018-10-24,30450,30900,29000,29250,37202,133622.0,4568286.0
2018-10-25,28700,29450,28000,28200,40201,128826.0,4568286.0
2018-10-26,28500,28700,26500,27400,38310,125171.0,4568286.0
2018-10-29,26550,27450,25600,26800,44031,122430.0,4568286.0
2018-10-30,26000,27500,25500,27400,23439,125171.0,4568286.0
2018-10-31,27350,28000,27050,28000,12107,127912.0,4568286.0
2018-11-01,28050,28600,27750,28100,11754,128369.0,4568286.0
2018-11-02,28000,28900,28000,28750,14858,131338.0,4568286.0
2018-11-05,28750,28750,28100,28100,10444,128369.0,4568286.0
2018-11-06,28300,30800,28300,28850,101195,131795.0,4568286.0
2018-11-07,28750,29500,27750,28250,23784,129054.0,4568286.0
2018-11-08,28450,28950,28250,28600,10869,130653.0,4568286.0
2018-11-09,29050,29500,28450,28700,12802,131110.0,4568286.0
2018-11-12,28700,29200,28350,28350,8287,129511.0,4568286.0
2018-11-13,28000,28900,27900,28750,15983,131338.0,4568286.0
2018-11-14,28700,29200,28400,29100,12424,132937.0,4568286.0
2018-11-15,29100,29100,28200,28450,10048,129968.0,4568286.0
2018-11-16,28400,29500,28350,29100,6158,132937.0,4568286.0
2018-11-19,29100,29750,29000,29300,11892,133851.0,4568286.0
2018-11-20,29300,29650,28800,29050,10493,132709.0,4568286.0
2018-11-21,28600,29350,28200,29150,13335,133166.0,4568286.0
2018-11-22,29200,29500,28850,29100,5810,132937.0,4568286.0
2018-11-23,29100,29100,28500,28650,7556,130881.0,4568286.0
2018-11-26,28400,28950,28400,28850,10083,131795.0,4568286.0
2018-11-27,28850,29300,28600,29000,8024,132480.0,4568286.0
2018-11-28,29000,29100,28700,29050,6415,132709.0,4568286.0
2018-11-29,29050,29200,28850,29200,11649,133394.0,4568286.0
2018-11-30,29200,29250,28600,29000,8566,132480.0,4568286.0
2018-12-03,28950,29200,28400,29050,8285,132709.0,4568286.0
2018-12-04,29000,29000,28700,29000,6133,132480.0,4568286.0
2018-12-05,29000,29300,28650,28650,11290,130881.0,4568286.0
2018-12-06,28450,28800,27800,28100,13990,128369.0,4568286.0
2018-12-07,27900,28400,27600,28250,7097,129054.0,4568286.0
2018-12-10,28100,28450,27500,28300,5956,129282.0,4568286.0
2018-12-11,27950,28450,27800,28150,3128,128597.0,4568286.0
2018-12-12,28300,28350,28050,28250,3370,129054.0,4568286.0
2018-12-13,28150,28500,28150,28500,5671,130196.0,4568286.0
2018-12-14,28500,28700,28050,28600,5363,130653.0,4568286.0
2018-12-17,28600,28600,27350,28200,13120,128826.0,4568286.0
2018-12-18,28150,28450,27700,28250,4253,129054.0,4568286.0
2018-12-19,28300,28500,27800,28250,4255,129054.0,4568286.0
2018-12-20,28250,28250,27600,28000,4703,127912.0,4568286.0
2018-12-21,27800,28000,27500,28000,4891,127912.0,4568286.0
2018-12-24,28000,28000,27450,27900,3376,127455.0,4568286.0
2018-12-26,27350,28200,27250,27950,5849,127684.0,4568286.0
2018-12-27,27950,27950,26000,27100,17575,123801.0,4568286.0
2018-12-28,27100,27850,26850,27850,6036,127227.0,4568286.0
2019-01-02,27600,27850,27250,27750,4773,126770.0,4568286.0
2019-01-03,27550,27800,27250,27700,4340,126542.0,4568286.0
2019-01-04,27700,27700,27300,27650,5404,126313.0,4568286.0
2019-01-07,27500,28200,27500,28200,9380,128826.0,4568286.0
2019-01-08,28050,29400,27900,28750,13537,131338.0,4568286.0
2019-01-09,28950,29200,28750,29050,12798,132709.0,4568286.0
2019-01-10,29100,29350,27000,28600,11847,130653.0,4568286.0
2019-01-11,28500,28900,27800,28000,15172,127912.0,4568286.0
2019-01-14,27900,28350,27850,28250,5782,129054.0,4568286.0
2019-01-15,28250,28300,27850,28150,9055,128597.0,4568286.0
2019-01-16,28150,28600,28050,28450,7333,129968.0,4568286.0
2019-01-17,28300,28500,28000,28250,9006,129054.0,4568286.0
2019-01-18,28100,29150,28100,28750,21123,131338.0,4568286.0
2019-01-21,29100,29250,28500,29050,9785,132709.0,4568286.0
2019-01-22,28850,29900,28850,29300,17345,133851.0,4568286.0
2019-01-23,29450,29800,28600,28900,19099,132023.0,4568286.0
2019-01-24,28900,29550,28900,29200,11936,133394.0,4568286.0
2019-01-25,29350,30000,29000,29950,17668,136820.0,4568286.0
2019-01-28,30100,30300,29700,29900,10282,136592.0,4568286.0
2019-01-29,29800,30000,28650,29000,69103,132480.0,4568286.0
2019-01-30,29100,29250,29000,29200,11824,133394.0,4568286.0
2019-01-31,29200,29450,29000,29300,5484,133851.0,4568286.0
2019-02-01,29600,29600,28900,29400,10380,134308.0,4568286.0
2019-02-07,29900,30400,29500,30300,21258,138419.0,4568286.0
2019-02-08,30050,31500,30050,31250,41316,142759.0,4568286.0
2019-02-11,31400,31850,30900,31250,23370,142759.0,4568286.0
2019-02-12,31050,31850,31050,31800,15323,145271.0,4568286.0
2019-02-13,31800,32200,31400,31700,22069,144815.0,4568286.0
2019-02-14,31750,32000,31300,31700,9966,144815.0,4568286.0
2019-02-15,31500,31700,30950,31150,11057,142302.0,4568286.0
2019-02-18,31200,31850,31200,31600,6745,144358.0,4568286.0
2019-02-19,31300,31700,31100,31450,6153,143673.0,4568286.0
2019-02-20,31500,32400,31200,32000,10856,146185.0,4568286.0
2019-02-21,32200,32550,31750,31900,13569,145728.0,4568286.0
2019-02-22,31750,32100,31450,31450,4550,143673.0,4568286.0
2019-02-25,31300,32050,31300,31850,6451,145500.0,4568286.0
2019-02-26,31950,31950,31300,31400,6369,143444.0,4568286.0
2019-02-27,31600,31600,30950,31100,10323,142074.0,4568286.0
2019-02-28,31300,31300,30250,30250,14583,138191.0,4568286.0
2019-03-04,30000,30800,30000,30450,8069,139104.0,4568286.0
2019-03-05,30550,30550,30000,30350,6434,138647.0,4568286.0
2019-03-06,30350,30650,30050,30600,4658,139790.0,4568286.0
2019-03-07,30700,30700,29750,30300,6947,138419.0,4568286.0
2019-03-08,30300,30300,29450,29850,9221,136363.0,4568286.0
2019-03-11,29700,29900,29300,29850,4190,136363.0,4568286.0
2019-03-12,30000,30150,29750,30000,3543,137049.0,4568286.0
2019-03-13,29800,30250,29700,30000,5525,137049.0,4568286.0
2019-03-14,30200,30250,29700,30200,8847,137962.0,4568286.0
2019-03-15,30200,30300,29850,30150,6822,137734.0,4568286.0
2019-03-18,30200,30250,29750,30150,4445,137734.0,4568286.0
2019-03-19,30150,30950,30100,30450,17695,139104.0,4568286.0
2019-03-20,30700,30700,29800,30050,6944,137277.0,4568286.0
2019-03-21,30050,30350,29750,30000,8548,137049.0,4568286.0
2019-03-22,29800,30200,29450,30000,10281,137049.0,4568286.0
2019-03-25,29600,30100,29150,29800,13953,136135.0,4568286.0
2019-03-26,29950,30550,29550,30300,8897,138419.0,4568286.0
2019-03-27,30150,30150,29000,29450,35906,134536.0,4568286.0
2019-03-28,29450,29800,28950,29500,6612,134764.0,4568286.0
2019-03-29,29500,29700,28950,29450,4810,134536.0,4568286.0
2019-04-01,29450,29700,29200,29700,2211,135678.0,4568286.0
2019-04-02,29700,29950,29500,29900,3942,136592.0,4568286.0
2019-04-03,30000,30050,29650,29950,4871,136820.0,4568286.0
2019-04-04,29950,29950,28900,29250,25842,133622.0,4568286.0
2019-04-05,29250,29250,28850,29150,9016,133166.0,4568286.0
2019-04-08,28950,29450,28950,29350,8022,134079.0,4568286.0
2019-04-09,29200,29500,29100,29500,6555,134764.0,4568286.0
2019-04-10,29200,29500,29150,29500,2493,134764.0,4568286.0
2019-04-11,29450,29850,29250,29800,12995,136135.0,4568286.0
2019-04-12,29800,30850,29800,30750,30545,140475.0,4568286.0
2019-04-15,30750,30900,30350,30900,12194,141160.0,4568286.0
2019-04-16,30900,30950,30450,30850,8339,140932.0,4568286.0
2019-04-17,30750,32150,30400,31950,70419,145957.0,4568286.0
2019-04-18,32150,32150,30850,30950,29280,141388.0,4568286.0
2019-04-19,31050,32000,31050,31650,25759,144586.0,4568286.0
2019-04-22,31400,32250,31300,31650,73953,144586.0,4568286.0
2019-04-23,31750,33850,31700,32950,137704,150525.0,4568286.0
2019-04-24,32950,33000,32150,32800,66796,149840.0,4568286.0
2019-04-25,32900,33850,32400,32750,51845,149611.0,4568286.0
2019-04-26,32450,32700,31550,32200,47277,147099.0,4568286.0
2019-04-29,32150,32850,31950,32850,47461,150068.0,4568286.0
2019-04-30,32800,33300,32600,32950,18024,150525.0,4568286.0
2019-05-02,32750,32900,32200,32450,13379,148241.0,4568286.0
2019-05-03,32500,33750,32500,33700,64118,153951.0,4568286.0
2019-05-07,35050,36150,32250,33800,221340,154408.0,4568286.0
2019-05-08,34500,34650,33150,34300,53363,156692.0,4568286.0
2019-05-09,34300,39550,33900,34200,1292611,156235.0,4568286.0
2019-05-10,34300,37200,32400,32650,835821,149155.0,4568286.0
2019-05-13,34200,34850,32700,32700,170080,149383.0,4568286.0
2019-05-14,34600,35000,32100,32450,187470,148241.0,4568286.0
2019-05-15,32000,33450,31000,31900,184110,145728.0,4568286.0
2019-05-16,31900,33250,31900,33050,86590,150982.0,4568286.0
2019-05-17,33000,33000,32000,32000,65709,146185.0,4568286.0
2019-05-20,32200,32350,31300,31300,37483,142987.0,4568286.0
2019-05-21,31300,31600,30800,30900,28533,141160.0,4568286.0
2019-05-22,30850,31200,30600,30600,21928,139790.0,4568286.0
2019-05-23,30600,30900,30150,30250,25254,138191.0,4568286.0
2019-05-24,30150,30400,29650,29750,24550,135907.0,4568286.0
2019-05-27,29900,29900,29150,29500,20607,134764.0,4568286.0
2019-05-28,29500,30150,29500,29800,29700,136135.0,4568286.0
2019-05-29,29600,30500,29200,29750,51855,135907.0,4568286.0
2019-05-30,29600,29750,28750,28900,33628,132023.0,4568286.0
2019-05-31,31400,32250,29450,29450,291925,134536.0,4568286.0
2019-06-03,29800,29800,29000,29100,42100,132937.0,4568286.0
2019-06-04,29100,30800,29000,29250,33032,133622.0,4568286.0
2019-06-05,29250,29500,29200,29200,15782,133394.0,4568286.0
2019-06-07,29250,30200,29150,30100,36406,137505.0,4568286.0
2019-06-10,29950,30450,29750,30300,19648,138419.0,4568286.0
2019-06-11,30300,30600,30050,30550,13348,139561.0,4568286.0
2019-06-12,30550,30750,30150,30600,20405,139790.0,4568286.0
2019-06-13,30450,30900,30250,30700,24666,140246.0,4568286.0
2019-06-14,30700,31000,30450,30750,26534,140475.0,4568286.0
2019-06-17,32750,32800,31400,31950,151341,145957.0,4568286.0
2019-06-18,32050,32700,31550,32450,68667,148241.0,4568286.0
2019-06-19,32450,34600,32450,32500,127242,148469.0,4568286.0
2019-06-20,32500,33400,32250,33050,26008,150982.0,4568286.0
2019-06-21,32850,34200,32850,33800,53141,154408.0,4568286.0
2019-06-24,33750,33850,32900,32950,37414,150525.0,4568286.0
2019-06-25,33200,33250,32050,32450,39234,148241.0,4568286.0
2019-06-26,32150,33250,32150,32500,19121,148469.0,4568286.0
2019-06-27,32800,32850,31700,32350,39319,147784.0,4568286.0
2019-06-28,32300,32950,31900,32200,19921,147099.0,4568286.0
2019-07-01,32250,32500,31650,32100,25758,146642.0,4568286.0
2019-07-02,32100,32300,31500,32000,21430,146185.0,4568286.0
2019-07-03,32150,32200,31500,31500,10089,143901.0,4568286.0
2019-07-04,31650,31650,31200,31400,10170,143444.0,4568286.0
2019-07-05,31250,31600,31150,31350,10509,143216.0,4568286.0
2019-07-08,31100,31500,30100,30200,23426,137962.0,4568286.0
2019-07-09,30050,30550,29750,29800,21673,136135.0,4568286.0
2019-07-10,29700,30050,29550,29800,16725,136135.0,4568286.0
2019-07-11,29800,30200,29650,29850,5422,136363.0,4568286.0
2019-07-12,29950,30500,29900,30500,10535,139333.0,4568286.0
2019-07-15,30950,30950,30100,30500,8457,139333.0,4568286.0
2019-07-16,30800,30800,30200,30300,9673,138419.0,4568286.0
2019-07-17,30300,30500,29600,29800,15988,136135.0,4568286.0
2019-07-18,29650,30050,29400,30000,14495,137049.0,4568286.0
2019-07-19,30000,31200,29800,30200,32561,137962.0,4568286.0
2019-07-22,30100,30200,29550,29650,18984,135450.0,4568286.0
2019-07-23,29800,30050,29600,29650,14000,135450.0,4568286.0
2019-07-24,29700,29950,29550,29750,14597,135907.0,4568286.0
2019-07-25,29600,30100,29300,29600,13611,135221.0,4568286.0
2019-07-26,29400,29600,28750,28800,17217,131567.0,4568286.0
2019-07-29,29250,29250,27400,27450,34540,125399.0,4568286.0
2019-07-30,27250,28450,27250,28400,25335,129739.0,4568286.0
2019-07-31,28200,29550,27800,28200,46950,128826.0,4568286.0
2019-08-01,28350,29250,28300,28950,27615,132252.0,4568286.0
2019-08-02,29000,29600,28650,28850,15957,131795.0,4568286.0
2019-08-05,29000,30150,27600,28350,268049,129511.0,4568286.0
2019-08-06,28400,29500,27100,27600,98883,126085.0,4568286.0
2019-08-07,27150,27800,27050,27300,38084,124714.0,4568286.0
2019-08-08,27350,27550,27200,27450,32209,125399.0,4568286.0
2019-08-09,27500,28050,27450,27600,19295,126085.0,4568286.0
2019-08-12,27600,28300,27000,27700,16462,126542.0,4568286.0
2019-08-13,27550,28000,27500,27850,10833,127227.0,4568286.0
2019-08-14,28000,30000,27750,29950,87105,136820.0,4568286.0
2019-08-16,29950,30750,29400,30250,56310,138191.0,4568286.0
2019-08-19,30600,30850,30050,30350,33259,138647.0,4568286.0
2019-08-20,31200,31300,30150,30950,31541,141388.0,4568286.0
2019-08-21,31100,32800,30750,32050,51281,146414.0,4568286.0
2019-08-22,32000,32500,31550,31800,15938,145271.0,4568286.0
2019-08-23,31250,32350,31250,31800,24601,145271.0,4568286.0
2019-08-26,33100,33750,30650,30700,95193,140246.0,4568286.0
2019-08-27,30650,31250,30550,30700,24896,140246.0,4568286.0
2019-08-28,30900,31250,30650,30700,11502,140246.0,4568286.0
2019-08-29,30700,31600,30100,30150,36773,137734.0,4568286.0
2019-08-30,30150,31750,29800,31500,41251,143901.0,4568286.0
2019-09-02,31900,32200,31200,31600,19862,144358.0,4568286.0
2019-09-03,31500,32150,31500,31850,12268,145500.0,4568286.0
2019-09-04,31600,32100,31550,31750,6868,145043.0,4568286.0
2019-09-05,32050,32250,31650,32050,20003,146414.0,4568286.0
2019-09-06,32150,32250,31400,31450,10533,143673.0,4568286.0
2019-09-09,31700,31700,31100,31200,5835,142531.0,4568286.0
2019-09-10,31650,31650,31000,31350,9064,143216.0,4568286.0
2019-09-11,31400,31750,31150,31450,11578,143673.0,4568286.0
2019-09-16,31450,31450,31000,31300,11333,142987.0,4568286.0
2019-09-17,31500,32450,31300,32050,25179,146414.0,4568286.0
2019-09-18,32450,33050,31700,31950,24974,145957.0,4568286.0
2019-09-19,31950,32250,31800,32000,9772,146185.0,4568286.0
2019-09-20,32000,32250,31950,32000,7912,146185.0,4568286.0
2019-09-23,32050,32300,31700,31700,9700,144815.0,4568286.0
2019-09-24,31700,31950,31500,31800,11240,145271.0,4568286.0
2019-09-25,31650,32650,31600,31600,20832,144358.0,4568286.0
2019-09-26,31900,34250,31900,32850,174409,150068.0,4568286.0
2019-09-27,33600,33800,32400,33200,63796,151667.0,4568286.0
2019-09-30,33150,33200,31350,31600,44331,144358.0,4568286.0
2019-10-01,31650,31700,30900,31450,17759,143673.0,4568286.0
2019-10-02,31000,31400,30400,30400,15709,138876.0,4568286.0
2019-10-04,30500,31250,30300,30300,17564,138419.0,4568286.0
2019-10-07,30800,30800,29950,30050,16566,,
