유니드(014830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-10-22,24107,24404,22215,22921,18671,203479.0,6585069.0
2008-10-23,22252,22698,19508,19657,36737,174504.0,6585069.0
2008-10-24,20732,20732,16726,16727,55955,148493.0,6585069.0
2008-10-27,14278,16838,14241,14279,71723,126763.0,6585069.0
2008-10-28,13092,16318,12832,15911,69490,141250.0,6585069.0
2008-10-29,16541,17654,14316,15800,40570,140262.0,6585069.0
2008-10-30,16986,18099,16318,17654,40489,156725.0,6585069.0
2008-10-31,17802,18136,16318,17802,30448,158042.0,6585069.0
2008-11-03,18247,20064,17950,19657,31260,174504.0,6585069.0
2008-11-04,19582,20287,19063,20176,18756,179114.0,6585069.0
2008-11-05,20769,21362,20101,20213,28599,179443.0,6585069.0
2008-11-06,18766,19322,18099,18581,15711,164956.0,6585069.0
2008-11-07,17468,19285,17431,19286,25670,171212.0,6585069.0
2008-11-10,19508,19953,18989,19360,22360,171870.0,6585069.0
2008-11-11,19619,19656,18915,19583,16207,173846.0,6585069.0
2008-11-12,19434,20769,18877,19953,17992,177138.0,6585069.0
2008-11-13,19285,20027,18692,20028,17410,177797.0,6585069.0
2008-11-14,20769,22252,20287,22179,23640,196894.0,6585069.0
2008-11-17,21585,21659,20917,21474,15770,190638.0,6585069.0
2008-11-18,20769,21511,20398,21363,20950,189650.0,6585069.0
2008-11-19,21399,21437,20621,21066,12798,187016.0,6585069.0
2008-11-20,20472,20546,18099,19063,19451,169236.0,6585069.0
2008-11-21,18544,20324,17802,20324,13920,180431.0,6585069.0
2008-11-24,19137,20695,19063,19805,11873,175821.0,6585069.0
2008-11-25,20324,21029,19619,19694,6040,174834.0,6585069.0
2008-11-26,20398,20769,19582,20732,14200,184053.0,6585069.0
2008-11-27,20843,21844,20769,21845,15175,193930.0,6585069.0
2008-11-28,22252,22846,21251,22846,29020,202820.0,6585069.0
2008-12-01,22364,23588,21844,22958,21082,203808.0,6585069.0
2008-12-02,22141,22846,20917,22550,12458,200186.0,6585069.0
2008-12-03,22549,22920,22067,22772,9010,202162.0,6585069.0
2008-12-04,22475,23031,22252,22735,11002,201832.0,6585069.0
2008-12-05,22475,22920,21659,22438,13500,199198.0,6585069.0
2008-12-08,22104,22994,22067,22327,15087,198211.0,6585069.0
2008-12-09,22475,22623,21511,21548,16630,191296.0,6585069.0
2008-12-10,21807,22401,21548,22105,11890,196235.0,6585069.0
2008-12-11,21659,22623,21511,21511,24777,190967.0,6585069.0
2008-12-12,21882,22178,21214,21697,18870,192613.0,6585069.0
2008-12-15,22067,22623,21919,22030,12592,195577.0,6585069.0
2008-12-16,21844,22586,21288,22253,22791,197552.0,6585069.0
2008-12-17,22623,23959,21882,23551,26410,209076.0,6585069.0
2008-12-18,23551,24033,22994,23106,8173,205125.0,6585069.0
2008-12-19,22735,23439,22735,22995,6420,204137.0,6585069.0
2008-12-22,23068,23513,22252,22290,6132,197881.0,6585069.0
2008-12-23,22438,22475,21696,22475,5932,199528.0,6585069.0
2008-12-24,22623,22809,21844,22809,6760,202491.0,6585069.0
2008-12-26,22994,22994,22178,22216,8020,197223.0,6585069.0
2008-12-29,22178,22215,20917,21585,12320,191626.0,6585069.0
2008-12-30,21066,21733,21066,21660,8030,192284.0,6585069.0
2009-01-02,22252,22252,21177,21214,8123,188333.0,6585069.0
2009-01-05,21362,21844,21214,21400,11714,189979.0,6585069.0
2009-01-06,21696,21882,21251,21400,17868,189979.0,6585069.0
2009-01-07,21622,21733,21066,21177,16622,188004.0,6585069.0
2009-01-08,21288,21288,20843,20844,8476,185040.0,6585069.0
2009-01-09,21214,21288,20732,20732,10931,184053.0,6585069.0
2009-01-12,20361,20991,20287,20584,5840,182736.0,6585069.0
2009-01-13,20583,20695,20027,20287,15682,180102.0,6585069.0
2009-01-14,20324,20843,20064,20732,7763,184053.0,6585069.0
2009-01-15,20101,20472,19879,20028,9272,177797.0,6585069.0
2009-01-16,20027,20732,20027,20621,8620,183065.0,6585069.0
2009-01-19,20621,20732,20287,20324,8241,180431.0,6585069.0
2009-01-20,20324,20435,19805,20028,5190,177797.0,6585069.0
2009-01-21,19805,20769,19360,20732,10310,184053.0,6585069.0
2009-01-22,20769,21214,20138,21214,9920,188333.0,6585069.0
2009-01-23,20398,21399,20398,20881,7330,185370.0,6585069.0
2009-01-28,20880,23884,20806,22438,71511,199198.0,6585069.0
2009-01-29,23031,23439,21956,21993,20180,195247.0,6585069.0
2009-01-30,21362,21993,21362,21771,9519,193272.0,6585069.0
2009-02-02,21733,22290,21511,21919,6600,194589.0,6585069.0
2009-02-03,21585,22252,21585,22253,17690,197552.0,6585069.0
2009-02-04,22994,24626,22364,24478,42790,217307.0,6585069.0
2009-02-05,24478,25220,23996,24478,16115,217307.0,6585069.0
2009-02-06,24515,25220,24070,24478,19170,217307.0,6585069.0
2009-02-09,24663,24997,23996,24182,5969,214673.0,6585069.0
2009-02-10,24478,24478,23699,23996,7030,213027.0,6585069.0
2009-02-11,23588,24070,23105,23996,9225,213027.0,6585069.0
2009-02-12,23773,24255,23365,23403,7495,207759.0,6585069.0
2009-02-13,23365,24478,23254,24478,9910,217307.0,6585069.0
2009-02-16,24181,24923,24181,24330,19110,215990.0,6585069.0
2009-02-17,24626,24626,23217,23922,19070,212368.0,6585069.0
2009-02-18,22846,24366,22846,24367,26960,216320.0,6585069.0
2009-02-19,24366,24626,23884,24590,20710,218295.0,6585069.0
2009-02-20,24478,24774,23365,24441,22326,216978.0,6585069.0
2009-02-23,23959,24589,23884,24590,46340,218295.0,6585069.0
2009-02-24,23884,26110,23884,25665,60327,227843.0,6585069.0
2009-02-25,25887,28001,25368,27742,81180,246282.0,6585069.0
2009-02-26,28075,28706,27519,28187,64220,250233.0,6585069.0
2009-02-27,28187,29670,28001,28076,57729,249245.0,6585069.0
2009-03-02,27667,28112,26406,28076,44670,249245.0,6585069.0
2009-03-03,26740,28483,26369,28373,43342,251879.0,6585069.0
2009-03-04,28372,29336,27964,28929,37558,256818.0,6585069.0
2009-03-05,29151,29373,28706,28855,9436,256159.0,6585069.0
2009-03-06,28335,28780,27593,28447,18288,252537.0,6585069.0
2009-03-09,28187,29225,28187,28558,21650,253525.0,6585069.0
2009-03-10,28706,30486,27964,29634,37251,263074.0,6585069.0
2009-03-11,30078,30968,28891,28929,30607,256818.0,6585069.0
2009-03-12,28780,29225,28261,28892,23120,256488.0,6585069.0
2009-03-13,28557,29448,28261,28632,22717,254184.0,6585069.0
2009-03-16,28335,29003,28261,29003,19703,257476.0,6585069.0
2009-03-17,29299,30523,29077,30412,31119,269988.0,6585069.0
2009-03-18,30634,30968,29448,30042,23871,266695.0,6585069.0
2009-03-19,30634,31895,30004,31822,44732,282499.0,6585069.0
2009-03-20,31895,32971,31710,32230,25823,286121.0,6585069.0
2009-03-23,33008,33824,32340,32378,35722,287438.0,6585069.0
2009-03-24,32711,32711,31487,32564,16206,289085.0,6585069.0
2009-03-25,32600,32600,31784,32230,9702,286121.0,6585069.0
2009-03-26,31821,32229,31710,31933,8776,283487.0,6585069.0
2009-03-27,31933,32378,31228,31488,18821,279536.0,6585069.0
2009-03-30,31673,31673,29818,29819,17751,264720.0,6585069.0
2009-03-31,29967,30412,29559,29930,20270,265708.0,6585069.0
2009-04-01,30078,31673,29744,31562,31477,280195.0,6585069.0
2009-04-02,31191,32340,31191,31859,15910,282829.0,6585069.0
2009-04-03,31858,32266,31525,31636,19616,280853.0,6585069.0
2009-04-06,31599,32563,31599,32415,23482,287768.0,6585069.0
2009-04-07,32637,33379,32081,32415,28983,287768.0,6585069.0
2009-04-08,31970,33379,31784,33194,22730,294682.0,6585069.0
2009-04-09,33527,33972,32897,32897,29331,292048.0,6585069.0
2009-04-10,32934,33119,31154,32415,44731,287768.0,6585069.0
2009-04-13,32378,32378,30968,30969,49400,274927.0,6585069.0
2009-04-14,31154,31228,30560,30969,24884,274927.0,6585069.0
2009-04-15,30783,31895,30486,30561,28832,271305.0,6585069.0
2009-04-16,31079,31487,30634,30895,23903,274268.0,6585069.0
2009-04-17,31525,31525,29522,30004,21035,266366.0,6585069.0
2009-04-20,29744,30634,29151,30004,20000,266366.0,6585069.0
2009-04-21,29930,29930,28928,29300,13760,260110.0,6585069.0
2009-04-22,29596,30189,29040,30079,11474,267025.0,6585069.0
2009-04-23,30709,30857,30078,30820,26880,273610.0,6585069.0
2009-04-24,30634,30968,30115,30412,18082,269988.0,6585069.0
2009-04-27,30634,30634,29670,29782,16317,264391.0,6585069.0
2009-04-28,29818,29967,28335,28484,19136,252867.0,6585069.0
2009-04-29,29077,29411,28557,28818,18840,255830.0,6585069.0
2009-04-30,28928,29930,28780,29930,23131,265708.0,6585069.0
2009-05-04,29744,30189,29670,29893,14810,265378.0,6585069.0
2009-05-06,29893,30412,29744,29819,11741,264720.0,6585069.0
2009-05-07,29856,30301,29856,29893,11105,265378.0,6585069.0
2009-05-08,29893,30264,29336,29337,11941,260439.0,6585069.0
2009-05-11,29411,29411,28669,28743,18699,255171.0,6585069.0
2009-05-12,28557,29485,28520,29337,12917,260439.0,6585069.0
2009-05-13,29077,29893,29077,29596,12334,262744.0,6585069.0
2009-05-14,29373,29596,28669,29226,19599,259452.0,6585069.0
2009-05-15,29040,29040,28483,28669,9162,254513.0,6585069.0
2009-05-18,27593,28854,27593,28781,12732,255501.0,6585069.0
2009-05-19,28928,29151,28372,28484,14350,252867.0,6585069.0
2009-05-20,28595,28706,28298,28595,13659,253854.0,6585069.0
2009-05-21,28557,28632,27964,28039,7851,248916.0,6585069.0
2009-05-22,28038,28706,27742,28558,12883,253525.0,6585069.0
2009-05-25,28150,28706,27667,28706,16914,254842.0,6585069.0
2009-05-26,29003,29003,28261,28632,15230,254184.0,6585069.0
2009-05-27,28632,28854,27964,27965,11033,248257.0,6585069.0
2009-05-28,27519,28632,27519,27853,5630,247269.0,6585069.0
2009-05-29,27742,28187,27742,27927,5730,247928.0,6585069.0
2009-06-01,28112,28928,27667,28892,7770,256488.0,6585069.0
2009-06-02,29077,29077,28038,28039,13700,248916.0,6585069.0
2009-06-03,28298,28298,27667,27927,10022,247928.0,6585069.0
2009-06-04,27964,27964,27334,27668,14269,245623.0,6585069.0
2009-06-05,27556,28001,27185,27890,16580,247599.0,6585069.0
2009-06-08,27556,27927,27259,27520,9630,244306.0,6585069.0
2009-06-09,27742,27742,26777,26778,21768,237721.0,6585069.0
2009-06-10,26740,27111,26147,26926,14230,239038.0,6585069.0
2009-06-11,26777,27074,26332,26741,22290,237392.0,6585069.0
2009-06-12,26777,27074,26592,27000,9321,239697.0,6585069.0
2009-06-15,27037,27222,26369,26926,6670,239038.0,6585069.0
2009-06-16,26592,26926,26258,26444,10167,234758.0,6585069.0
2009-06-17,26258,26332,25405,25517,15835,226526.0,6585069.0
2009-06-18,25665,26332,25590,26258,22816,233111.0,6585069.0
2009-06-19,26035,26481,25998,26444,6244,234758.0,6585069.0
2009-06-22,26555,26629,25850,26221,13758,232782.0,6585069.0
2009-06-23,25702,25998,25071,25443,16687,225868.0,6585069.0
2009-06-24,25034,25368,24997,25368,6130,225209.0,6585069.0
2009-06-25,25368,25665,25108,25665,17120,227843.0,6585069.0
2009-06-26,25665,25702,25294,25405,4643,225539.0,6585069.0
2009-06-29,25405,25590,24886,25146,8811,223234.0,6585069.0
2009-06-30,25479,25813,25220,25702,13420,228173.0,6585069.0
2009-07-01,25702,25813,25257,25702,5831,228173.0,6585069.0
2009-07-02,25887,25887,25665,25739,3844,228502.0,6585069.0
2009-07-03,25368,25739,25331,25665,4260,227843.0,6585069.0
2009-07-06,25590,26184,25108,25257,10710,224222.0,6585069.0
2009-07-07,25479,25590,25220,25554,2960,226856.0,6585069.0
2009-07-08,25442,25776,25145,25220,3650,223892.0,6585069.0
2009-07-09,25220,25998,24849,25962,19780,230477.0,6585069.0
2009-07-10,25961,26332,25442,26073,15269,231465.0,6585069.0
2009-07-13,26184,26221,25145,25368,16688,225209.0,6585069.0
2009-07-14,25479,25739,24626,24627,26698,218624.0,6585069.0
2009-07-15,25034,25034,24033,24960,20344,221588.0,6585069.0
2009-07-16,25479,25479,24626,24923,63970,221258.0,6585069.0
2009-07-17,24923,24960,24478,24960,15551,221588.0,6585069.0
2009-07-20,25220,25553,24923,25554,18386,226856.0,6585069.0
2009-07-21,25553,25553,24774,25109,25099,222905.0,6585069.0
2009-07-22,25182,25294,24663,24775,10079,219941.0,6585069.0
2009-07-23,24812,25442,24812,25183,9845,223563.0,6585069.0
2009-07-24,25220,25442,25034,25220,19805,223892.0,6585069.0
2009-07-27,25220,25516,24626,25443,41173,225868.0,6585069.0
2009-07-28,25220,25405,24663,24664,30784,218954.0,6585069.0
2009-07-29,24515,24663,23921,24664,36707,218954.0,6585069.0
2009-07-30,24960,24960,24329,24886,7380,220929.0,6585069.0
2009-07-31,24886,24997,24663,24849,3805,220600.0,6585069.0
2009-08-03,24700,25108,24663,24997,13464,221917.0,6585069.0
2009-08-04,25145,25145,24737,24812,24286,220271.0,6585069.0
2009-08-05,24960,24960,24478,24515,10736,217637.0,6585069.0
2009-08-06,24626,24626,24404,24515,10168,217637.0,6585069.0
2009-08-07,24329,24515,24107,24219,23126,215003.0,6585069.0
2009-08-10,24404,24626,24218,24441,10436,216978.0,6585069.0
2009-08-11,24478,24886,24404,24886,8846,220929.0,6585069.0
2009-08-12,24886,24886,24218,24552,11231,217966.0,6585069.0
2009-08-13,24849,24886,24478,24478,15279,217307.0,6585069.0
2009-08-14,24515,24774,24478,24738,6440,219612.0,6585069.0
2009-08-17,24552,24812,24144,24144,7350,214344.0,6585069.0
2009-08-18,23996,24849,23959,24256,5720,215332.0,6585069.0
2009-08-19,24255,24552,24181,24256,8843,215332.0,6585069.0
2009-08-20,24255,24478,24144,24293,4701,215661.0,6585069.0
2009-08-21,24292,24478,24181,24478,5951,217307.0,6585069.0
2009-08-24,25071,25071,24478,24515,11111,217637.0,6585069.0
2009-08-25,24515,24849,24478,24849,7316,220600.0,6585069.0
2009-08-26,25739,27222,25739,26629,59536,236404.0,6585069.0
2009-08-27,26703,26740,26073,26444,12687,234758.0,6585069.0
2009-08-28,26406,27037,26184,26852,13840,238379.0,6585069.0
2009-08-31,26443,27074,26443,26852,9736,238379.0,6585069.0
2009-09-01,26703,27000,26592,26852,12612,238379.0,6585069.0
2009-09-02,26555,26814,26184,26666,11680,236733.0,6585069.0
2009-09-03,26777,26777,26073,26444,10211,234758.0,6585069.0
2009-09-04,26406,26406,25590,25851,12131,229490.0,6585069.0
2009-09-07,25665,26110,25294,25294,10325,224551.0,6585069.0
2009-09-08,25405,25665,25071,25072,11988,222575.0,6585069.0
2009-09-09,25071,25294,24478,24701,15409,219283.0,6585069.0
2009-09-10,24774,24960,24626,24960,17150,221588.0,6585069.0
2009-09-11,25220,25220,24849,24923,9072,221258.0,6585069.0
2009-09-14,24812,25108,24552,24701,13890,219283.0,6585069.0
2009-09-15,24700,24849,24329,24627,23931,218624.0,6585069.0
2009-09-16,24774,24886,24441,24552,23030,217966.0,6585069.0
2009-09-17,24589,24663,24329,24330,22656,215990.0,6585069.0
2009-09-18,24366,24478,24218,24219,25342,215003.0,6585069.0
2009-09-21,24255,25145,24218,24960,12655,221588.0,6585069.0
2009-09-22,24774,25071,24774,24849,8190,220600.0,6585069.0
2009-09-23,24737,24923,24626,24923,11620,221258.0,6585069.0
2009-09-24,25034,25034,24552,24664,6326,218954.0,6585069.0
2009-09-25,24663,24774,24255,24775,9993,219941.0,6585069.0
2009-09-28,24515,24774,24292,24701,12500,219283.0,6585069.0
2009-09-29,24700,24700,24404,24701,7621,219283.0,6585069.0
2009-09-30,24663,24663,24404,24627,11040,218624.0,6585069.0
2009-10-01,24478,24737,24255,24367,11070,216320.0,6585069.0
2009-10-05,24255,24366,23959,23959,9061,212698.0,6585069.0
2009-10-06,24107,24218,23773,23959,8423,212698.0,6585069.0
2009-10-07,24181,24181,23847,23885,7693,212039.0,6585069.0
2009-10-08,24033,24033,23588,23959,8671,212698.0,6585069.0
2009-10-09,24181,24181,23810,23811,9951,211381.0,6585069.0
2009-10-12,23810,24033,23810,23848,4831,211710.0,6585069.0
2009-10-13,23847,24404,23847,24293,9150,215661.0,6585069.0
2009-10-14,24292,24552,24292,24404,6880,216649.0,6585069.0
2009-10-15,24366,24589,24292,24367,10857,216320.0,6585069.0
2009-10-16,24218,24515,24181,24182,5733,214673.0,6585069.0
2009-10-19,23996,24329,23736,23736,8927,210722.0,6585069.0
2009-10-20,23884,24218,23773,23922,7086,212368.0,6585069.0
2009-10-21,23921,24366,23810,24293,6900,215661.0,6585069.0
2009-10-22,24478,24478,24070,24182,1960,214673.0,6585069.0
2009-10-23,24218,24329,23996,24144,6420,214344.0,6585069.0
2009-10-26,23810,24329,23810,23922,5460,212368.0,6585069.0
2009-10-27,23959,24107,23625,24107,24490,214015.0,6585069.0
2009-10-28,23810,24144,23402,23662,13602,210064.0,6585069.0
2009-10-29,23439,23551,22883,23106,12431,205125.0,6585069.0
2009-10-30,23105,23180,22920,22995,9254,204137.0,6585069.0
2009-11-02,22735,23105,22735,22735,10453,201832.0,6585069.0
2009-11-03,22772,22994,22660,22772,8644,202162.0,6585069.0
2009-11-04,22735,22920,22512,22587,15600,200515.0,6585069.0
2009-11-05,22623,22623,21807,22624,23200,200845.0,6585069.0
2009-11-06,22438,22623,22252,22624,13040,200845.0,6585069.0
2009-11-09,22660,22920,22475,22698,11200,201503.0,6585069.0
2009-11-10,22549,22957,22364,22513,7580,199857.0,6585069.0
2009-11-11,22772,22772,22178,22401,13661,198869.0,6585069.0
2009-11-12,22290,22438,22178,22216,5285,197223.0,6585069.0
2009-11-13,22104,22290,21993,22290,5681,197881.0,6585069.0
2009-11-16,22623,22623,22215,22401,2520,198869.0,6585069.0
2009-11-17,22327,22586,22252,22475,2594,199528.0,6585069.0
2009-11-18,22623,22623,22215,22364,7424,198540.0,6585069.0
2009-11-19,22364,22735,22252,22513,9131,199857.0,6585069.0
2009-11-20,22364,23884,22364,23217,29268,206113.0,6585069.0
2009-11-23,23254,24107,23217,24107,170815,214015.0,6585069.0
2009-11-24,24107,25442,24070,24701,53369,219283.0,6585069.0
2009-11-25,24849,24997,24552,24812,29508,220271.0,6585069.0
2009-11-26,24812,25294,24552,24923,25031,221258.0,6585069.0
2009-11-27,24886,24886,24144,24627,23100,218624.0,6585069.0
2009-11-30,24626,25739,24552,25294,34010,224551.0,6585069.0
2009-12-01,25220,25739,25034,25294,32550,224551.0,6585069.0
2009-12-02,25331,25924,25220,25480,35721,226197.0,6585069.0
2009-12-03,25887,25887,25479,25776,24599,228831.0,6585069.0
2009-12-04,25813,26184,25739,26110,19760,231794.0,6585069.0
2009-12-07,25961,26258,25887,26110,19505,231794.0,6585069.0
2009-12-08,26258,26258,25924,26036,23353,231136.0,6585069.0
2009-12-09,25961,26073,25368,25739,12683,228502.0,6585069.0
2009-12-10,25739,26073,25479,25480,20020,226197.0,6585069.0
2009-12-11,25850,25961,25590,25962,14630,230477.0,6585069.0
2009-12-14,26184,27667,26035,27223,36621,241672.0,6585069.0
2009-12-15,27445,28001,27334,27816,31650,246940.0,6585069.0
2009-12-16,28187,29448,28187,28706,90922,254842.0,6585069.0
2009-12-17,29299,29373,28409,28558,36893,253525.0,6585069.0
2009-12-18,28261,28632,28224,28261,11895,250891.0,6585069.0
2009-12-21,28261,28409,28075,28261,16154,250891.0,6585069.0
2009-12-22,28372,28669,28187,28669,19776,254513.0,6585069.0
2009-12-23,28817,28817,28187,28706,29080,254842.0,6585069.0
2009-12-24,28669,28743,27890,28632,28700,254184.0,6585069.0
2009-12-28,28520,28965,28150,28966,15900,257147.0,6585069.0
2009-12-29,28557,28669,27890,28669,18532,254513.0,6585069.0
2009-12-30,28224,28632,28038,28632,11631,254184.0,6585069.0
2010-01-04,28743,28780,28038,28781,46700,255501.0,6585069.0
2010-01-05,28632,28891,28557,28595,8420,253854.0,6585069.0
2010-01-06,28335,28743,28187,28632,17524,254184.0,6585069.0
2010-01-07,28632,28632,27964,28261,24689,250891.0,6585069.0
2010-01-08,28557,28557,27853,28187,32058,250233.0,6585069.0
2010-01-11,28001,28409,28001,28224,18547,250562.0,6585069.0
2010-01-12,28224,29003,28187,28929,27792,256818.0,6585069.0
2010-01-13,29262,29262,28224,28558,18690,253525.0,6585069.0
2010-01-14,28817,28817,27853,27965,25340,248257.0,6585069.0
2010-01-15,28001,28187,27148,27297,16294,242331.0,6585069.0
2010-01-18,27148,27630,26888,27297,18088,242331.0,6585069.0
2010-01-19,27482,27816,26963,27149,23040,241014.0,6585069.0
2010-01-20,27074,27519,26963,27520,16420,244306.0,6585069.0
2010-01-21,27222,27816,27222,27631,12340,245294.0,6585069.0
2010-01-22,27593,27964,27111,27112,11094,240684.0,6585069.0
2010-01-25,27074,27074,26481,26963,18841,239367.0,6585069.0
2010-01-26,27074,27704,26703,27557,18368,244635.0,6585069.0
2010-01-27,27779,27779,26703,27445,3691,243648.0,6585069.0
2010-01-28,27445,27630,26926,27594,9803,244965.0,6585069.0
2010-01-29,27111,27593,26555,26852,11890,238379.0,6585069.0
2010-02-01,26369,26703,25961,26110,10463,231794.0,6585069.0
2010-02-02,26147,26332,25813,26036,7080,231136.0,6585069.0
2010-02-03,26035,26221,25516,25851,8542,229490.0,6585069.0
2010-02-04,25961,26035,25590,25739,4840,228502.0,6585069.0
2010-02-05,25331,25590,24812,25257,19020,224222.0,6585069.0
2010-02-08,25590,25590,24849,24960,9901,221588.0,6585069.0
2010-02-09,25145,25145,24218,24627,35073,218624.0,6585069.0
2010-02-10,24515,24812,24366,24812,5630,220271.0,6585069.0
2010-02-11,24774,25665,24774,25368,6576,225209.0,6585069.0
2010-02-12,25220,25627,24663,25628,11733,227514.0,6585069.0
2010-02-16,25627,25850,25627,25813,4900,229160.0,6585069.0
2010-02-17,25850,26592,25850,26481,11090,235087.0,6585069.0
2010-02-18,26555,26629,26221,26481,7170,235087.0,6585069.0
2010-02-19,26369,26443,25961,25962,8372,230477.0,6585069.0
2010-02-22,25998,26592,25998,26110,15240,231794.0,6585069.0
2010-02-23,26110,26369,25590,26333,13120,233770.0,6585069.0
2010-02-24,26295,27408,26110,27297,22760,242331.0,6585069.0
2010-02-25,27334,27334,26851,26926,3203,239038.0,6585069.0
2010-02-26,27222,27222,26703,26741,2380,237392.0,6585069.0
2010-03-02,26740,27000,26629,26778,4890,237721.0,6585069.0
2010-03-03,26777,27037,26629,26704,3570,237062.0,6585069.0
2010-03-04,27000,27074,26555,26555,5330,235745.0,6585069.0
2010-03-05,26888,26888,26703,26778,2240,237721.0,6585069.0
2010-03-08,27148,27259,26703,27223,11910,241672.0,6585069.0
2010-03-09,27445,27445,26777,27223,8520,241672.0,6585069.0
2010-03-10,27222,27222,26851,27074,9574,240355.0,6585069.0
2010-03-11,27408,27408,26814,27112,4980,240684.0,6585069.0
2010-03-12,27185,27334,26629,27186,7420,241343.0,6585069.0
2010-03-15,27408,27408,26555,26815,4065,238050.0,6585069.0
2010-03-16,26814,26926,26666,26926,4790,239038.0,6585069.0
2010-03-17,26777,27408,26629,27000,10814,239697.0,6585069.0
2010-03-18,27148,27334,27074,27297,11900,242331.0,6585069.0
2010-03-19,27296,27519,27222,27482,6920,243977.0,6585069.0
2010-03-22,27667,27667,27185,27520,1400,244306.0,6585069.0
2010-03-23,27519,27519,27259,27482,4890,243977.0,6585069.0
2010-03-24,27482,27482,27074,27112,7180,240684.0,6585069.0
2010-03-25,27148,27185,26703,27000,3805,239697.0,6585069.0
2010-03-26,26703,27074,26666,26926,4870,239038.0,6585069.0
2010-03-29,26777,27296,26777,27297,7770,242331.0,6585069.0
2010-03-30,27111,27556,27111,27408,5675,243318.0,6585069.0
2010-03-31,27408,27593,27334,27594,4900,244965.0,6585069.0
2010-04-01,27259,28261,27259,28187,13383,250233.0,6585069.0
2010-04-02,28261,28446,27964,28113,3720,249574.0,6585069.0
2010-04-05,28149,28187,27742,28039,7650,248916.0,6585069.0
2010-04-06,28038,28038,27816,27965,7166,248257.0,6585069.0
2010-04-07,27853,28409,27853,28298,4300,251220.0,6585069.0
2010-04-08,27890,28706,27890,28558,11880,253525.0,6585069.0
2010-04-09,28520,28595,28224,28558,6732,253525.0,6585069.0
2010-04-12,28261,28817,28261,28595,4100,253854.0,6585069.0
2010-04-13,28372,29040,28372,29040,7180,257805.0,6585069.0
2010-04-14,28928,29299,28669,29077,4502,258135.0,6585069.0
2010-04-15,28928,29151,28595,29077,2460,258135.0,6585069.0
2010-04-16,28706,29411,28520,29374,23044,260769.0,6585069.0
2010-04-19,29373,29485,29003,29374,6183,260769.0,6585069.0
2010-04-20,29373,29448,29003,29114,4080,258464.0,6585069.0
2010-04-21,29151,29373,28928,29077,2440,258135.0,6585069.0
2010-04-22,28928,29114,28743,28929,5241,256818.0,6585069.0
2010-04-23,28854,29040,28706,28929,3250,256818.0,6585069.0
2010-04-26,28928,29596,28891,29485,9500,261756.0,6585069.0
2010-04-27,29485,29485,28891,29448,5320,261427.0,6585069.0
2010-04-28,29336,29448,28669,29300,4150,260110.0,6585069.0
2010-04-29,29003,29114,28706,29040,4040,257805.0,6585069.0
2010-04-30,28743,29633,28187,29448,11210,261427.0,6585069.0
2010-05-03,29373,30338,29373,30153,34224,267683.0,6585069.0
2010-05-04,30634,30634,30115,30153,7837,267683.0,6585069.0
2010-05-06,29559,30004,28928,29263,19024,259781.0,6585069.0
2010-05-07,28557,29077,27704,28669,18901,254513.0,6585069.0
2010-05-10,28595,28965,28261,28781,3470,255501.0,6585069.0
2010-05-11,28928,29670,28595,29040,22363,257805.0,6585069.0
2010-05-12,29522,29744,29151,29671,9791,263403.0,6585069.0
2010-05-13,29670,30041,29633,29967,11852,266037.0,6585069.0
2010-05-14,29967,30041,29670,29893,4075,265378.0,6585069.0
2010-05-17,29781,29781,29262,29448,6790,261427.0,6585069.0
2010-05-18,29373,30301,29373,29596,4370,262744.0,6585069.0
2010-05-19,29336,29448,29003,29411,6820,261098.0,6585069.0
2010-05-20,29114,29411,28595,28966,6814,257147.0,6585069.0
2010-05-24,28372,28743,28150,28261,9334,250891.0,6585069.0
2010-05-25,27742,28075,26332,27965,29190,248257.0,6585069.0
2010-05-26,27779,27779,27037,27668,6710,245623.0,6585069.0
2010-05-27,27185,27593,27074,27594,10720,244965.0,6585069.0
2010-05-28,27667,28261,27630,28113,9705,249574.0,6585069.0
2010-05-31,28075,28224,28001,28113,6160,249574.0,6585069.0
2010-06-01,27927,28261,27890,28261,4750,250891.0,6585069.0
2010-06-03,28335,28706,27964,28706,2740,254842.0,6585069.0
2010-06-04,28706,28928,28335,28929,19410,256818.0,6585069.0
2010-06-07,28706,28780,28409,28484,3810,252867.0,6585069.0
2010-06-08,28483,28854,28187,28706,4330,254842.0,6585069.0
2010-06-09,28891,29151,28446,29151,12410,258793.0,6585069.0
2010-06-10,29262,29596,28854,29596,14220,262744.0,6585069.0
2010-06-11,29299,30004,29299,29819,9638,264720.0,6585069.0
2010-06-14,30004,30004,29670,29930,13490,265708.0,6585069.0
2010-06-15,29522,29930,29522,29819,5390,264720.0,6585069.0
2010-06-16,29707,29967,29448,29893,15810,265378.0,6585069.0
2010-06-17,29633,30264,29596,29819,3430,264720.0,6585069.0
2010-06-18,29781,29893,29633,29893,5561,265378.0,6585069.0
2010-06-21,30301,30301,29893,30079,20500,267025.0,6585069.0
2010-06-22,30115,30634,29670,30004,11180,266366.0,6585069.0
2010-06-23,30004,30264,29670,30042,10920,266695.0,6585069.0
2010-06-24,29818,30264,29744,30227,6870,268342.0,6585069.0
2010-06-25,30115,30746,30041,30672,13712,272293.0,6585069.0
2010-06-28,30746,31525,30560,30857,17360,273939.0,6585069.0
