락앤락(115390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-12-08,36685,36734,35700,36095,193503,1832500.0,50000000.0
2010-12-09,36045,36981,36045,36932,237570,1875000.0,50000000.0
2010-12-10,36636,36931,36439,36883,153682,1872500.0,50000000.0
2010-12-13,36833,37227,36587,37030,146252,1880000.0,50000000.0
2010-12-14,37276,38261,37030,38261,215282,1942500.0,50000000.0
2010-12-15,38409,38606,37768,38409,115174,1950000.0,50000000.0
2010-12-16,38359,38655,37916,38163,136651,1937500.0,50000000.0
2010-12-17,38162,38507,37818,38015,99363,1930000.0,50000000.0
2010-12-20,37227,37276,36390,36784,184966,1867500.0,50000000.0
2010-12-21,36981,37424,36291,36489,232561,1852500.0,50000000.0
2010-12-22,36734,36882,35946,36045,159169,1830000.0,50000000.0
2010-12-23,36045,36340,35602,35750,112961,1815000.0,50000000.0
2010-12-24,35750,35946,35060,35061,136350,1780000.0,50000000.0
2010-12-27,35060,36587,34962,36587,153472,1857500.0,50000000.0
2010-12-28,36537,36636,35356,35947,113694,1825000.0,50000000.0
2010-12-29,35897,35946,35553,35701,51840,1812500.0,50000000.0
2010-12-30,35553,36242,35553,35602,108175,1807500.0,50000000.0
2011-01-03,35651,35848,35109,35307,111699,1792500.0,50000000.0
2011-01-04,35602,35848,35306,35356,468120,1795000.0,50000000.0
2011-01-05,35454,35602,34518,35110,367292,1782500.0,50000000.0
2011-01-06,34863,35503,34863,35455,203654,1800000.0,50000000.0
2011-01-07,35946,36045,35257,35504,216007,1802500.0,50000000.0
2011-01-10,35848,35897,35159,35750,137301,1815000.0,50000000.0
2011-01-11,35750,35799,35208,35455,117417,1800000.0,50000000.0
2011-01-12,35306,37424,35257,37424,789828,1900000.0,50000000.0
2011-01-13,37473,37867,36833,36883,330334,1872500.0,50000000.0
2011-01-14,36734,36784,35405,35455,425387,1800000.0,50000000.0
2011-01-17,35602,35996,34962,34962,238947,1775000.0,50000000.0
2011-01-18,35208,35208,33977,34027,336437,1727500.0,50000000.0
2011-01-19,33632,34420,33632,34322,284969,1742500.0,50000000.0
2011-01-20,34321,34321,33878,34223,150858,1737500.0,50000000.0
2011-01-21,33977,34962,33977,34371,228512,1745000.0,50000000.0
2011-01-24,34075,34174,33484,34027,297448,1727500.0,50000000.0
2011-01-25,34321,34321,33583,33682,408482,1710000.0,50000000.0
2011-01-26,33928,34863,33780,34716,213967,1762500.0,50000000.0
2011-01-27,35011,35356,34568,34716,274262,1762500.0,50000000.0
2011-01-28,34814,34962,34026,34667,144208,1760000.0,50000000.0
2011-01-31,33731,34371,33731,33830,160355,1717500.0,50000000.0
2011-02-01,34321,34321,33090,33189,249885,1685000.0,50000000.0
2011-02-07,32746,32992,32204,32352,375000,1642500.0,50000000.0
2011-02-08,32007,32401,31613,32106,288176,1630000.0,50000000.0
2011-02-09,31810,31958,31318,31564,347929,1602500.0,50000000.0
2011-02-10,31465,32401,31318,32155,234962,1632500.0,50000000.0
2011-02-11,32056,32795,32056,32500,291814,1650000.0,50000000.0
2011-02-14,32253,33041,31712,32549,236015,1652500.0,50000000.0
2011-02-15,33337,34272,33189,34174,452667,1735000.0,50000000.0
2011-02-16,34223,34814,33731,34322,508795,1742500.0,50000000.0
2011-02-17,34469,34666,33583,34125,217161,1732500.0,50000000.0
2011-02-18,33780,34765,33534,34667,220219,1760000.0,50000000.0
2011-02-21,34174,34962,33780,34420,163091,1747500.0,50000000.0
2011-02-22,34617,34617,33041,33977,166592,1725000.0,50000000.0
2011-02-23,33484,33977,32696,33337,114325,1692500.0,50000000.0
2011-02-24,32795,32992,31810,31811,222726,1615000.0,50000000.0
2011-02-25,31810,32352,30037,30580,478486,1552500.0,50000000.0
2011-02-28,30579,31071,28609,29004,506877,1472500.0,50000000.0
2011-03-02,28462,29102,27723,28955,437587,1470000.0,50000000.0
2011-03-03,30431,32893,29742,31121,547493,1580000.0,50000000.0
2011-03-04,31564,31810,30579,31023,142857,1575000.0,50000000.0
2011-03-07,31219,32943,31022,32894,292734,1670000.0,50000000.0
2011-03-08,33878,33977,32893,32943,322173,1672500.0,50000000.0
2011-03-09,33140,34272,33090,34174,361868,1735000.0,50000000.0
2011-03-10,34469,34568,33829,34470,309060,1750000.0,50000000.0
2011-03-11,33928,34962,33386,34814,279996,1767500.0,50000000.0
2011-03-14,33041,34617,33041,33780,193318,1715000.0,50000000.0
2011-03-15,33583,35208,32500,33731,274762,1712500.0,50000000.0
2011-03-16,34272,35996,33977,35848,352735,1820000.0,50000000.0
2011-03-17,35405,36685,35060,36292,333170,1842500.0,50000000.0
2011-03-18,36833,36931,35996,36932,270112,1875000.0,50000000.0
2011-03-21,36833,37128,36439,36833,221822,1870000.0,50000000.0
2011-03-22,36636,37079,36636,36981,108756,1877500.0,50000000.0
2011-03-23,36784,36981,36291,36292,92970,1842500.0,50000000.0
2011-03-24,36143,36439,35848,35996,154626,1827500.0,50000000.0
2011-03-25,36439,37522,36439,36439,237983,1850000.0,50000000.0
2011-03-28,35848,37375,35848,37129,153101,1885000.0,50000000.0
2011-03-29,37128,38113,36931,37129,264442,1885000.0,50000000.0
2011-03-30,37473,37719,37030,37227,161611,1890000.0,50000000.0
2011-03-31,37375,37719,36587,37670,196029,1912500.0,50000000.0
2011-04-01,37916,38556,37670,37917,222758,1925000.0,50000000.0
2011-04-04,37424,38162,37424,37867,110248,1922500.0,50000000.0
2011-04-05,37916,38458,37227,38360,203413,1947500.0,50000000.0
2011-04-06,38458,38753,37916,37917,281747,1925000.0,50000000.0
2011-04-07,38015,38015,36636,36883,279495,1872500.0,50000000.0
2011-04-08,36587,37325,35602,36883,263604,1872500.0,50000000.0
2011-04-11,36242,36882,35306,35307,299943,1792500.0,50000000.0
2011-04-12,35454,35651,33780,33780,322946,1715000.0,50000000.0
2011-04-13,34026,35159,33977,34814,186942,1767500.0,50000000.0
2011-04-14,35356,36981,35159,36981,279558,1877500.0,50000000.0
2011-04-15,36981,38359,36439,38015,419779,1930000.0,50000000.0
2011-04-18,38606,38655,37719,37966,359426,1927500.0,50000000.0
2011-04-19,37424,38409,37424,37867,180227,1922500.0,50000000.0
2011-04-20,37375,37424,35602,36242,2724888,1840000.0,50000000.0
2011-04-21,37621,37621,36685,36735,467205,1865000.0,50000000.0
2011-04-22,37621,37867,36981,37818,552543,1920000.0,50000000.0
2011-04-25,37818,38409,36981,37818,418199,1920000.0,50000000.0
2011-04-26,37818,40378,37818,40133,900990,2037500.0,50000000.0
2011-04-27,40132,40181,37424,38902,505557,1975000.0,50000000.0
2011-04-28,39147,40477,38704,38705,481474,1965000.0,50000000.0
2011-04-29,38999,39640,38162,38557,226449,1957500.0,50000000.0
2011-05-02,38704,39984,38359,39049,267821,1982500.0,50000000.0
2011-05-03,39049,39393,38162,39197,167873,1990000.0,50000000.0
2011-05-04,39689,40132,38901,38902,191577,1975000.0,50000000.0
2011-05-06,38803,39196,37621,39098,144570,1985000.0,50000000.0
2011-05-09,39098,39344,38359,38409,133923,1950000.0,50000000.0
2011-05-11,38409,38852,37276,37720,208774,1915000.0,50000000.0
2011-05-12,37030,37128,36143,36735,497953,1865000.0,50000000.0
2011-05-13,37079,37128,36045,36784,207769,1867500.0,50000000.0
2011-05-16,36439,36685,35897,36341,277279,1845000.0,50000000.0
2011-05-17,36143,38261,36143,38261,301204,1942500.0,50000000.0
2011-05-18,38261,39098,37621,37621,208497,1910000.0,50000000.0
2011-05-19,37719,38113,37473,37670,221565,1912500.0,50000000.0
2011-05-20,37768,37867,36537,37030,157305,1880000.0,50000000.0
2011-05-23,37178,37178,36143,36144,133512,1835000.0,50000000.0
2011-05-24,35454,37424,35208,36587,259882,1857500.0,50000000.0
2011-05-25,36340,37276,35946,36439,86698,1850000.0,50000000.0
2011-05-26,36242,37719,36193,36932,131762,1875000.0,50000000.0
2011-05-27,36833,38212,36833,38015,128960,1930000.0,50000000.0
2011-05-30,38064,38162,36833,37080,165460,1882500.0,50000000.0
2011-05-31,37571,39000,37276,38852,239993,1972500.0,50000000.0
2011-06-01,39541,39640,38212,39098,433534,1985000.0,50000000.0
2011-06-02,38212,38901,37916,38902,147960,1975000.0,50000000.0
2011-06-03,38901,38950,37325,37424,174858,1900000.0,50000000.0
2011-06-07,37473,39000,37473,39000,327218,1980000.0,50000000.0
2011-06-08,39344,39393,38162,39000,258726,1980000.0,50000000.0
2011-06-09,38803,39984,38507,38655,516140,1962500.0,50000000.0
2011-06-10,39196,40034,38606,38606,272303,1960000.0,50000000.0
2011-06-13,37621,38458,36636,37326,285089,1895000.0,50000000.0
2011-06-14,37374,37719,36587,36833,239547,1870000.0,50000000.0
2011-06-15,37424,38655,37276,38606,291445,1960000.0,50000000.0
2011-06-16,37867,38901,37719,38606,253795,1960000.0,50000000.0
2011-06-17,39000,39492,38409,39492,252071,2005000.0,50000000.0
2011-06-20,39984,43431,39886,42644,550894,2165000.0,50000000.0
2011-06-21,42840,43037,41068,42201,314937,2142500.0,50000000.0
2011-06-22,42545,42988,41412,42250,217447,2145000.0,50000000.0
2011-06-23,42250,42643,41412,41462,186062,2105000.0,50000000.0
2011-06-24,41954,42348,41462,42053,128456,2135000.0,50000000.0
2011-06-27,41068,42053,40181,40576,187659,2060000.0,50000000.0
2011-06-28,40871,42151,40723,41807,320330,2122500.0,50000000.0
2011-06-29,42348,42643,40969,41364,213971,2100000.0,50000000.0
2011-06-30,41265,42988,40526,42693,266825,2167500.0,50000000.0
2011-07-01,42791,43037,41954,42152,143131,2140000.0,50000000.0
2011-07-04,41363,41905,40378,41167,319219,2090000.0,50000000.0
2011-07-05,41856,42643,41462,41462,325298,2105000.0,50000000.0
2011-07-06,41068,41659,40772,41610,142286,2112500.0,50000000.0
2011-07-07,41659,42446,40871,42348,230679,2150000.0,50000000.0
2011-07-08,42545,43973,42053,43973,290739,2232500.0,50000000.0
2011-07-11,43333,44515,43234,43678,308770,2217500.0,50000000.0
2011-07-12,42939,45204,42939,44909,345352,2280000.0,50000000.0
2011-07-13,45352,45352,44367,44515,192342,2260000.0,50000000.0
2011-07-14,44958,46140,44564,45697,243668,2320000.0,50000000.0
2011-07-15,45795,47715,45696,47076,311893,2390000.0,50000000.0
2011-07-18,48208,48996,46583,46731,383222,2372500.0,50000000.0
2011-07-19,46238,47617,45303,46780,381534,2375000.0,50000000.0
2011-07-20,47272,48011,46435,46583,283641,2365000.0,50000000.0
2011-07-21,46878,47912,46484,46928,190980,2382500.0,50000000.0
2011-07-22,47174,47814,45500,45697,370463,2320000.0,50000000.0
2011-07-25,45746,46583,44909,46485,183834,2360000.0,50000000.0
2011-07-26,46583,46731,45598,46140,174546,2342500.0,50000000.0
2011-07-27,46189,48011,45598,47174,235318,2395000.0,50000000.0
2011-07-28,46534,48897,46484,48504,243174,2462500.0,50000000.0
2011-07-29,48848,49340,46731,46977,225969,2385000.0,50000000.0
2011-08-01,46977,47371,46041,46189,225928,2345000.0,50000000.0
2011-08-02,46583,47272,46090,47174,169016,2395000.0,50000000.0
2011-08-03,46780,47962,45253,47765,199269,2425000.0,50000000.0
2011-08-04,47371,48257,46681,47716,189188,2422500.0,50000000.0
2011-08-05,44810,48996,44810,47174,367340,2395000.0,50000000.0
2011-08-08,46780,47174,42348,46288,304343,2350000.0,50000000.0
2011-08-09,45746,45795,41314,45746,383921,2322500.0,50000000.0
2011-08-10,46731,48553,45696,48208,374966,2447500.0,50000000.0
2011-08-11,46780,50325,46534,48208,742654,2447500.0,50000000.0
2011-08-12,48750,48750,44318,44318,1395460,2250000.0,50000000.0
2011-08-16,44318,45500,40625,41314,1675235,2097500.0,50000000.0
2011-08-17,40969,45401,39689,44121,1702608,2240000.0,50000000.0
2011-08-18,44662,45549,41905,42348,1028146,2150000.0,50000000.0
2011-08-19,40378,41609,37424,39394,1001492,2000000.0,50000000.0
2011-08-22,38507,40280,37768,39591,411423,2010000.0,50000000.0
2011-08-23,40132,40181,38803,39542,347948,2007500.0,50000000.0
2011-08-24,40132,40772,38507,39788,450387,2020000.0,50000000.0
2011-08-25,40280,40477,37621,37621,490884,1910000.0,50000000.0
2011-08-26,36931,37719,35602,35996,643978,1827500.0,50000000.0
2011-08-29,36537,37916,36242,37375,538132,1897500.0,50000000.0
2011-08-30,31810,31810,31810,31811,190790,1615000.0,50000000.0
2011-08-31,29594,33041,29594,30973,5588426,1572500.0,50000000.0
2011-09-01,31416,32795,30875,32155,2128924,1632500.0,50000000.0
2011-09-02,32352,35257,32106,34125,2389010,1732500.0,50000000.0
2011-09-05,33583,34518,32647,33288,784829,1690000.0,50000000.0
2011-09-06,32500,33977,31416,31515,900849,1600000.0,50000000.0
2011-09-07,32500,34617,32401,34371,589427,1745000.0,50000000.0
2011-09-08,34962,35159,33090,33731,469609,1712500.0,50000000.0
2011-09-09,33386,35257,33189,34470,554849,1750000.0,50000000.0
2011-09-14,34863,35405,32647,33879,560306,1720000.0,50000000.0
2011-09-15,34469,35257,32253,32500,752288,1650000.0,50000000.0
2011-09-16,33400,34050,32700,33650,266209,1682500.0,50000000.0
