락앤락(115390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-01-28,19696,22651,19696,22652,6785530,1150000.0,50000000.0
2010-01-29,24128,25359,20928,21667,6527979,1100000.0,50000000.0
2010-02-01,20780,22159,18859,21125,2288723,1072500.0,50000000.0
2010-02-02,21863,24276,21863,24277,1420626,1232500.0,50000000.0
2010-02-03,26295,26443,23340,23489,2599102,1192500.0,50000000.0
2010-02-04,23931,25507,23537,25409,1635003,1290000.0,50000000.0
2010-02-05,24128,24768,23587,24375,976439,1237500.0,50000000.0
2010-02-08,24621,24768,21814,22405,1054224,1137500.0,50000000.0
2010-02-09,22159,22897,20681,20879,765888,1060000.0,50000000.0
2010-02-10,21469,21863,20780,21273,505191,1080000.0,50000000.0
2010-02-11,22060,22996,21420,22061,732056,1120000.0,50000000.0
2010-02-12,21962,22208,21321,21519,290041,1092500.0,50000000.0
2010-02-16,21814,22109,21518,21765,300852,1105000.0,50000000.0
2010-02-17,22109,22799,21715,22504,513699,1142500.0,50000000.0
2010-02-18,22749,25409,22602,24129,1996404,1225000.0,50000000.0
2010-02-19,23734,24375,22553,23587,727535,1197500.0,50000000.0
2010-02-22,24178,24522,22897,23341,585212,1185000.0,50000000.0
2010-02-23,23439,23734,22946,22996,366799,1167500.0,50000000.0
2010-02-24,22848,22946,22159,22159,304492,1125000.0,50000000.0
2010-02-25,22553,22848,22109,22356,252813,1135000.0,50000000.0
2010-02-26,22356,22553,21863,22208,147237,1127500.0,50000000.0
2010-03-02,22306,22750,22060,22750,199177,1155000.0,50000000.0
2010-03-03,22848,22848,22405,22504,192285,1142500.0,50000000.0
2010-03-04,22454,22553,21962,22061,220971,1120000.0,50000000.0
2010-03-05,22208,22257,21666,21962,262043,1115000.0,50000000.0
2010-03-08,22159,23488,21962,23489,640629,1192500.0,50000000.0
2010-03-09,23537,24522,22848,23390,3090213,1187500.0,50000000.0
2010-03-10,23833,24374,23242,24129,1251952,1225000.0,50000000.0
2010-03-11,24276,26295,24178,25606,1900153,1300000.0,50000000.0
2010-03-12,25409,26590,25409,26345,783608,1337500.0,50000000.0
2010-03-15,26590,26590,25310,26098,595598,1325000.0,50000000.0
2010-03-16,26295,26295,25212,25311,296051,1285000.0,50000000.0
2010-03-17,25556,27378,25507,26591,651013,1350000.0,50000000.0
2010-03-18,26590,26984,25606,25902,375727,1315000.0,50000000.0
2010-03-19,25901,26344,25606,26148,200734,1327500.0,50000000.0
2010-03-22,26196,26196,23636,25311,610607,1285000.0,50000000.0
2010-03-23,25359,25556,24621,25015,574948,1270000.0,50000000.0
2010-03-24,25359,26689,24965,26689,876954,1355000.0,50000000.0
2010-03-25,26196,26443,25606,26049,515031,1322500.0,50000000.0
2010-03-26,26000,26000,25409,25902,330594,1315000.0,50000000.0
2010-03-29,25556,25803,24818,25064,309087,1272500.0,50000000.0
2010-03-30,25064,25803,25064,25606,443626,1300000.0,50000000.0
2010-03-31,25606,25901,24768,25606,345209,1300000.0,50000000.0
2010-04-01,25212,25556,25015,25064,212664,1272500.0,50000000.0
2010-04-02,24965,25162,23734,23883,545388,1212500.0,50000000.0
2010-04-05,23784,24522,22946,23193,400609,1177500.0,50000000.0
2010-04-06,23340,24227,23094,23636,249808,1200000.0,50000000.0
2010-04-07,23587,23931,23291,23932,111726,1215000.0,50000000.0
2010-04-08,23882,23882,23291,23636,134801,1200000.0,50000000.0
2010-04-09,23488,23981,22946,23833,330970,1210000.0,50000000.0
2010-04-12,23931,24325,23833,24080,254257,1222500.0,50000000.0
2010-04-13,24128,24128,23439,23439,132772,1190000.0,50000000.0
2010-04-14,23734,24325,23390,24129,239286,1225000.0,50000000.0
2010-04-15,24276,24571,23882,24572,260552,1247500.0,50000000.0
2010-04-16,24621,24818,24276,24523,236021,1245000.0,50000000.0
2010-04-19,24227,24325,23833,23981,197281,1217500.0,50000000.0
2010-04-20,24128,24571,23931,24523,393381,1245000.0,50000000.0
2010-04-21,24867,25310,24473,25064,357326,1272500.0,50000000.0
2010-04-22,25015,26492,24768,25902,561911,1315000.0,50000000.0
2010-04-23,25803,26492,25556,26295,423975,1335000.0,50000000.0
2010-04-26,26098,26393,25803,26295,216952,1335000.0,50000000.0
2010-04-27,26393,27378,26000,26788,415981,1360000.0,50000000.0
2010-04-28,26295,26590,25753,25951,322656,1317500.0,50000000.0
2010-04-29,26098,27526,25409,26295,427724,1335000.0,50000000.0
2010-04-30,26640,26886,25999,26542,164560,1347500.0,50000000.0
2010-05-03,26393,26541,25852,26542,164080,1347500.0,50000000.0
2010-05-04,26787,26787,25359,25606,423888,1300000.0,50000000.0
2010-05-06,24768,25950,24571,25458,609123,1292500.0,50000000.0
2010-05-07,24916,26787,24571,26788,276618,1360000.0,50000000.0
2010-05-10,26886,27526,26492,27527,404789,1397500.0,50000000.0
2010-05-11,27969,28560,27821,27822,394132,1412500.0,50000000.0
2010-05-12,27871,29348,27625,29102,446159,1477500.0,50000000.0
2010-05-13,29545,31268,29299,30087,531622,1527500.0,50000000.0
2010-05-14,30087,32106,29594,31515,290632,1600000.0,50000000.0
2010-05-17,30875,31909,30087,31909,387513,1620000.0,50000000.0
2010-05-18,32795,32844,30136,30727,235590,1560000.0,50000000.0
2010-05-19,30087,31022,29102,31023,233708,1575000.0,50000000.0
2010-05-20,31219,35405,31219,32008,573231,1625000.0,50000000.0
2010-05-24,32499,33829,31564,31712,535292,1610000.0,50000000.0
2010-05-25,31219,32303,29742,32303,367087,1640000.0,50000000.0
2010-05-26,32352,34125,32204,33977,356219,1725000.0,50000000.0
2010-05-27,34272,34863,32992,33534,225256,1702500.0,50000000.0
2010-05-28,34075,35109,32746,32746,277920,1662500.0,50000000.0
2010-05-31,32992,33090,31810,32697,296758,1660000.0,50000000.0
2010-06-01,32795,33337,32204,33239,112537,1687500.0,50000000.0
2010-06-03,33878,35454,33386,34568,355923,1755000.0,50000000.0
2010-06-04,35208,35454,33928,35356,158173,1795000.0,50000000.0
2010-06-07,34568,35848,34371,35455,148882,1800000.0,50000000.0
2010-06-08,35454,35750,34469,34568,145447,1755000.0,50000000.0
2010-06-09,34568,34863,33484,34568,172990,1755000.0,50000000.0
2010-06-10,34568,35208,34026,35159,128477,1785000.0,50000000.0
2010-06-11,35553,35750,34617,34913,140243,1772500.0,50000000.0
2010-06-14,34863,35208,34420,34962,70698,1775000.0,50000000.0
2010-06-15,34962,36734,34962,35504,324332,1802500.0,50000000.0
2010-06-16,35257,36094,34962,35011,214794,1777500.0,50000000.0
2010-06-17,35159,36488,35011,36439,281323,1850000.0,50000000.0
2010-06-18,36833,40132,36636,39246,776591,1992500.0,50000000.0
2010-06-21,40428,41018,38606,39197,559014,1990000.0,50000000.0
2010-06-22,39393,39393,37178,37326,566310,1895000.0,50000000.0
2010-06-23,37128,38359,36685,37277,295036,1892500.0,50000000.0
2010-06-24,37227,37768,36981,37572,139472,1907500.0,50000000.0
2010-06-25,37030,37965,37030,37473,156870,1902500.0,50000000.0
2010-06-28,37621,37916,37227,37227,101526,1890000.0,50000000.0
2010-06-29,37621,38162,36340,36439,191465,1850000.0,50000000.0
2010-06-30,35159,37375,34617,37178,229496,1887500.0,50000000.0
2010-07-01,36685,37375,35946,36292,115381,1842500.0,50000000.0
2010-07-02,35996,36587,34518,34864,147892,1770000.0,50000000.0
2010-07-05,34518,36390,33977,35553,155788,1805000.0,50000000.0
2010-07-06,35257,36340,34863,35947,110111,1825000.0,50000000.0
2010-07-07,35946,36045,35060,35208,70178,1787500.0,50000000.0
2010-07-08,35946,35946,34617,35208,152825,1787500.0,50000000.0
2010-07-09,35356,35405,33780,34273,316461,1740000.0,50000000.0
2010-07-12,34617,34617,33287,33485,323982,1700000.0,50000000.0
2010-07-13,33484,33632,32549,32894,453563,1670000.0,50000000.0
2010-07-14,33189,33632,32549,32598,443136,1655000.0,50000000.0
2010-07-15,32647,33140,31318,31318,729864,1590000.0,50000000.0
2010-07-16,31613,33435,31071,33386,779844,1695000.0,50000000.0
2010-07-19,33090,33386,32204,32303,391876,1640000.0,50000000.0
2010-07-20,32401,33238,32253,32549,202631,1652500.0,50000000.0
2010-07-21,32549,32893,31318,31417,395839,1595000.0,50000000.0
2010-07-22,31071,32155,29545,31712,788613,1610000.0,50000000.0
2010-07-23,32155,32992,31712,32549,422978,1652500.0,50000000.0
2010-07-26,33041,33287,32549,33091,328335,1680000.0,50000000.0
2010-07-27,33484,33632,33041,33583,374467,1705000.0,50000000.0
2010-07-28,33731,35356,33681,35110,660095,1782500.0,50000000.0
2010-07-29,35257,35306,34075,34420,256177,1747500.0,50000000.0
2010-07-30,34075,34420,33189,34125,283585,1732500.0,50000000.0
2010-08-02,33731,34420,33238,34420,229285,1747500.0,50000000.0
2010-08-03,34814,34814,33780,33780,150129,1715000.0,50000000.0
2010-08-04,33632,33632,32352,32697,249909,1660000.0,50000000.0
2010-08-05,32795,33878,31761,32500,355895,1650000.0,50000000.0
2010-08-06,32943,32943,31564,31811,211704,1615000.0,50000000.0
2010-08-09,31712,32106,31564,31712,99065,1610000.0,50000000.0
2010-08-10,31761,32401,31761,32106,109449,1630000.0,50000000.0
2010-08-11,31170,31564,30727,30875,456417,1567500.0,50000000.0
2010-08-12,30431,32056,30431,31121,369128,1580000.0,50000000.0
2010-08-13,30973,31761,30431,31515,200366,1600000.0,50000000.0
2010-08-16,31712,33534,31662,33436,368726,1697500.0,50000000.0
2010-08-17,33386,33878,32943,33633,233577,1707500.0,50000000.0
2010-08-18,33681,34371,33681,34174,314680,1735000.0,50000000.0
2010-08-19,34272,34518,33681,33830,147359,1717500.0,50000000.0
2010-08-20,33878,34223,33041,33436,176509,1697500.0,50000000.0
2010-08-23,33484,33583,32303,32746,213199,1662500.0,50000000.0
2010-08-24,32746,35356,32647,35356,451954,1795000.0,50000000.0
2010-08-25,35553,36193,34617,35356,611999,1795000.0,50000000.0
2010-08-26,35602,35700,34765,35307,242174,1792500.0,50000000.0
2010-08-27,35306,36340,34912,35947,362542,1825000.0,50000000.0
2010-08-30,36439,36439,34617,34864,425840,1770000.0,50000000.0
2010-08-31,34666,35257,33780,34470,262559,1750000.0,50000000.0
2010-09-01,34863,36390,34469,36390,457355,1847500.0,50000000.0
2010-09-02,36143,36734,35454,36439,429968,1850000.0,50000000.0
2010-09-03,36390,37424,35996,36636,499679,1860000.0,50000000.0
2010-09-06,37128,37276,36045,36292,284588,1842500.0,50000000.0
2010-09-07,36488,36537,34962,35750,269147,1815000.0,50000000.0
2010-09-08,35799,36587,35257,36538,258104,1855000.0,50000000.0
2010-09-09,36931,37473,36685,37326,346717,1895000.0,50000000.0
2010-09-10,37621,37670,36981,37375,258625,1897500.0,50000000.0
2010-09-13,37768,38015,37473,37769,271188,1917500.0,50000000.0
2010-09-14,37719,37768,36537,37227,292882,1890000.0,50000000.0
2010-09-15,36931,36981,35946,36144,272139,1835000.0,50000000.0
2010-09-16,36143,36833,36045,36242,160726,1840000.0,50000000.0
2010-09-17,35750,36291,35060,35947,212550,1825000.0,50000000.0
2010-09-20,35799,36784,35257,36686,126723,1862500.0,50000000.0
2010-09-24,36636,36882,36340,36686,101160,1862500.0,50000000.0
2010-09-27,37128,37178,36340,36932,191511,1875000.0,50000000.0
2010-09-28,36685,38606,36685,38409,537165,1950000.0,50000000.0
2010-09-29,38606,38606,37325,37424,285653,1900000.0,50000000.0
2010-09-30,37670,37916,36833,37572,211631,1907500.0,50000000.0
2010-10-01,37424,38261,36931,37326,203667,1895000.0,50000000.0
2010-10-04,37325,38064,36242,36242,199297,1840000.0,50000000.0
2010-10-05,35996,36636,35454,35750,178553,1815000.0,50000000.0
2010-10-06,36045,36636,35848,36538,155588,1855000.0,50000000.0
2010-10-07,36488,36587,35060,35652,274043,1810000.0,50000000.0
2010-10-08,35553,35946,35159,35208,174339,1787500.0,50000000.0
2010-10-11,35454,36537,35405,36144,198556,1835000.0,50000000.0
2010-10-12,36537,38212,36291,37966,584054,1927500.0,50000000.0
2010-10-13,37965,39295,37473,37473,589034,1902500.0,50000000.0
2010-10-14,38064,38803,37473,38803,315649,1970000.0,50000000.0
2010-10-15,38606,39098,38162,38212,195867,1940000.0,50000000.0
2010-10-18,38113,39000,37916,38261,166992,1942500.0,50000000.0
2010-10-19,38261,39443,38015,38015,234991,1930000.0,50000000.0
2010-10-20,37227,38212,37227,37917,209095,1925000.0,50000000.0
2010-10-21,38409,39196,37818,37867,210660,1922500.0,50000000.0
2010-10-22,38015,38359,36931,37030,227658,1880000.0,50000000.0
2010-10-25,37424,38162,37276,37621,204552,1910000.0,50000000.0
2010-10-26,37916,37916,36537,37129,279192,1885000.0,50000000.0
2010-10-27,36734,37030,35946,36735,334468,1865000.0,50000000.0
2010-10-28,36340,36340,35700,36144,363242,1835000.0,50000000.0
2010-10-29,36094,36784,35503,36636,194856,1860000.0,50000000.0
2010-11-01,36734,37227,35946,37227,220585,1890000.0,50000000.0
2010-11-02,37227,37965,36636,37867,208210,1922500.0,50000000.0
2010-11-03,38704,40329,38212,40330,683176,2047500.0,50000000.0
2010-11-04,40329,41265,39837,40674,438063,2065000.0,50000000.0
2010-11-05,42003,42151,39590,40083,373789,2035000.0,50000000.0
2010-11-08,39984,41363,39492,41167,217917,2090000.0,50000000.0
2010-11-09,41363,41363,39640,39788,202597,2020000.0,50000000.0
2010-11-10,39787,40329,39098,39394,220867,2000000.0,50000000.0
2010-11-11,39196,39590,38606,39295,195487,1995000.0,50000000.0
2010-11-12,39295,39640,36636,38852,196664,1972500.0,50000000.0
2010-11-15,38064,39049,37178,38360,139223,1947500.0,50000000.0
2010-11-16,38704,38704,37178,37966,110436,1927500.0,50000000.0
2010-11-17,36981,38655,36734,38655,117414,1962500.0,50000000.0
2010-11-18,38950,39196,38162,38902,170992,1975000.0,50000000.0
2010-11-19,39000,39000,38015,38163,229823,1937500.0,50000000.0
2010-11-22,38458,38704,37571,37769,225502,1917500.0,50000000.0
2010-11-23,37768,37916,36094,36439,715405,1850000.0,50000000.0
2010-11-24,35208,37128,35060,36686,291125,1862500.0,50000000.0
2010-11-25,37424,37867,37079,37867,124087,1922500.0,50000000.0
2010-11-26,37818,37818,36587,36735,88560,1865000.0,50000000.0
2010-11-29,36340,37276,36143,37030,61126,1880000.0,50000000.0
2010-11-30,36833,37473,36685,37277,59868,1892500.0,50000000.0
2010-12-01,37030,37670,37030,37080,106066,1882500.0,50000000.0
2010-12-02,37916,37916,37424,37867,135462,1922500.0,50000000.0
2010-12-03,37867,37965,37128,37375,90174,1897500.0,50000000.0
2010-12-06,37424,37719,36291,36587,169861,1857500.0,50000000.0
2010-12-07,36882,36882,35602,36341,281847,1845000.0,50000000.0
