롯데쇼핑(023530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-08-11,262673,270466,259006,270467,59372,8567795.0,29043374.0
2009-08-12,270466,272758,262673,264049,54084,8364492.0,29043374.0
2009-08-13,268174,270924,263590,263590,61117,8349970.0,29043374.0
2009-08-14,264048,267716,259922,264049,54715,8364492.0,29043374.0
2009-08-17,264965,265882,257630,260840,37349,8262840.0,29043374.0
2009-08-18,258089,261756,257630,260381,49331,8248318.0,29043374.0
2009-08-19,263590,264048,259006,261757,52581,8291883.0,29043374.0
2009-08-20,261756,264965,259006,264507,40776,8379013.0,29043374.0
2009-08-21,264507,265423,250754,253047,69332,8015971.0,29043374.0
2009-08-24,255338,262215,252129,253963,71215,8045015.0,29043374.0
2009-08-25,251212,254421,249379,250296,67471,7928841.0,29043374.0
2009-08-26,250296,254880,248462,253963,61420,8045015.0,29043374.0
2009-08-27,253963,266799,252588,266341,110487,8437100.0,29043374.0
2009-08-28,265882,267257,261756,263132,24713,8335448.0,29043374.0
2009-08-31,263131,266340,258547,260840,26830,8262840.0,29043374.0
2009-09-01,264048,264965,258089,259923,34917,8233797.0,29043374.0
2009-09-02,260381,266799,255797,266799,40296,8451622.0,29043374.0
2009-09-03,267716,271841,264048,271842,43272,8611360.0,29043374.0
2009-09-04,271841,271841,264048,269091,47498,8524230.0,29043374.0
2009-09-07,267257,271841,260839,260840,63284,8262840.0,29043374.0
2009-09-08,260381,264965,259464,262673,46538,8320927.0,29043374.0
2009-09-09,260839,263131,258089,263132,21727,8335448.0,29043374.0
2009-09-10,263131,271383,262673,271383,58514,8596839.0,29043374.0
2009-09-11,274133,284219,271841,282844,139753,8959881.0,29043374.0
2009-09-14,284219,291553,283302,286970,115507,9090576.0,29043374.0
2009-09-15,284219,287886,279634,281927,42608,8930838.0,29043374.0
2009-09-16,279634,292012,279634,292012,59025,9250315.0,29043374.0
2009-09-17,288803,297971,286052,294763,79545,9337445.0,29043374.0
2009-09-18,294762,298888,288344,298888,87976,9468140.0,29043374.0
2009-09-21,295221,298888,293387,294763,28411,9337445.0,29043374.0
2009-09-22,297971,297971,284219,284219,93474,9003446.0,29043374.0
2009-09-23,286052,287428,279176,280093,79704,8872751.0,29043374.0
2009-09-24,284219,285594,274592,277801,90143,8800142.0,29043374.0
2009-09-25,281010,281010,274133,275051,49125,8713012.0,29043374.0
2009-09-28,275050,280551,274133,275051,48713,8713012.0,29043374.0
2009-09-29,277801,290636,276884,287886,135749,9119619.0,29043374.0
2009-09-30,287886,293387,285594,291095,98853,9221271.0,29043374.0
2009-10-01,291095,291553,281010,284219,63988,9003446.0,29043374.0
2009-10-05,283302,283760,270466,275968,132978,8742056.0,29043374.0
2009-10-06,275509,276425,264965,267716,85006,8480665.0,29043374.0
2009-10-07,267716,275050,267716,271383,45428,8596839.0,29043374.0
2009-10-08,275967,286052,271841,282385,117543,8945359.0,29043374.0
2009-10-09,279634,282843,275967,277343,35535,8785621.0,29043374.0
2009-10-12,281010,285594,277801,282385,56314,8945359.0,29043374.0
2009-10-13,280093,282385,273217,275968,86277,8742056.0,29043374.0
2009-10-14,275509,282385,275509,280552,27365,8887272.0,29043374.0
2009-10-15,279634,286969,279634,283302,36732,8974403.0,29043374.0
2009-10-16,280551,284677,280551,280552,18503,8887272.0,29043374.0
2009-10-19,275509,280551,273675,278260,41845,8814664.0,29043374.0
2009-10-20,279634,290636,279634,289262,101986,9163184.0,29043374.0
2009-10-21,288344,294762,286052,291095,74967,9221271.0,29043374.0
2009-10-22,287886,296596,286969,295221,48623,9351966.0,29043374.0
2009-10-23,291095,297054,290636,294763,35587,9337445.0,29043374.0
2009-10-26,290636,305306,290636,299347,81959,9482662.0,29043374.0
2009-10-27,288803,303014,288803,301639,120007,9555270.0,29043374.0
2009-10-28,306223,314474,304847,307140,203672,9729530.0,29043374.0
2009-10-29,305306,308973,295679,301639,97642,9555270.0,29043374.0
2009-10-30,302555,316308,300263,309890,152945,9816660.0,29043374.0
2009-11-02,303014,314474,303014,306223,100190,9700487.0,29043374.0
2009-11-03,304389,310807,303014,308974,83319,9787617.0,29043374.0
2009-11-04,309890,309890,300263,305765,59419,9685965.0,29043374.0
2009-11-05,303472,303472,296596,297513,56002,9424575.0,29043374.0
2009-11-06,298888,302097,294762,300264,36408,9511705.0,29043374.0
2009-11-09,296596,306223,296596,301639,81587,9555270.0,29043374.0
2009-11-10,303014,308973,303014,305765,45422,9685965.0,29043374.0
2009-11-11,305764,307598,301638,305765,27785,9685965.0,29043374.0
2009-11-12,306681,308056,299346,299347,32220,9482662.0,29043374.0
2009-11-13,302097,303472,298430,298430,43623,9453618.0,29043374.0
2009-11-16,299805,316308,299805,311724,125484,9874747.0,29043374.0
2009-11-17,311724,323643,311724,315391,89276,9990921.0,29043374.0
2009-11-18,311724,335561,311724,326394,78976,10339441.0,29043374.0
2009-11-19,324559,337395,324559,333728,57857,10571788.0,29043374.0
2009-11-20,327768,332811,324559,326394,89544,10339441.0,29043374.0
2009-11-23,326393,328227,319517,320893,58025,10165181.0,29043374.0
2009-11-24,320892,324559,319058,320893,30332,10165181.0,29043374.0
2009-11-25,320892,334186,319975,328227,99457,10397528.0,29043374.0
2009-11-26,332811,347480,330060,346105,101514,10963874.0,29043374.0
2009-11-27,335103,347022,329602,334645,125077,10600832.0,29043374.0
2009-11-30,336020,341062,325476,330061,115684,10455615.0,29043374.0
2009-12-01,330060,335561,325935,331895,88992,10513701.0,29043374.0
2009-12-02,331894,336937,328685,330061,51128,10455615.0,29043374.0
2009-12-03,330060,333728,321350,324560,95473,10281354.0,29043374.0
2009-12-04,329144,330977,325476,328227,73110,10397528.0,29043374.0
2009-12-07,331436,340146,329144,336479,78815,10658918.0,29043374.0
2009-12-08,333728,336020,329144,330061,42472,10455615.0,29043374.0
2009-12-09,328685,331436,320892,324560,184077,10281354.0,29043374.0
2009-12-10,325476,326393,316308,320893,125213,10165181.0,29043374.0
2009-12-11,319517,325476,314933,319059,101773,10107094.0,29043374.0
2009-12-14,319058,325935,319058,322726,72798,10223268.0,29043374.0
2009-12-15,324101,336020,320434,331436,87810,10499180.0,29043374.0
2009-12-16,328227,335103,328227,334645,74185,10600832.0,29043374.0
2009-12-17,330060,332811,324101,325477,109300,10310398.0,29043374.0
2009-12-18,323643,326393,322267,325477,40472,10310398.0,29043374.0
2009-12-21,322726,322726,317225,319059,62107,10107094.0,29043374.0
2009-12-22,319058,322267,314933,315391,59496,9990921.0,29043374.0
2009-12-23,316308,320434,314933,319517,92140,10121616.0,29043374.0
2009-12-24,320892,329144,320892,328227,56669,10397528.0,29043374.0
2009-12-28,322726,325476,316766,317684,67442,10063529.0,29043374.0
2009-12-29,316308,318141,311265,317684,50021,10063529.0,29043374.0
2009-12-30,317683,320892,313557,317225,48501,10049007.0,29043374.0
2010-01-04,321809,324101,319058,322268,64231,10208746.0,29043374.0
2010-01-05,322267,322267,314016,316308,46809,10019964.0,29043374.0
2010-01-06,316308,320434,314933,317225,57052,10049007.0,29043374.0
2010-01-07,315391,319517,308973,315850,61537,10005442.0,29043374.0
2010-01-08,315391,315391,299346,299347,114499,9482662.0,29043374.0
2010-01-11,297971,300722,290178,292012,113170,9250315.0,29043374.0
2010-01-12,293845,299805,291095,299805,67660,9497183.0,29043374.0
2010-01-13,297513,297513,292012,292929,48615,9279358.0,29043374.0
2010-01-14,292470,295679,279634,283302,184686,8974403.0,29043374.0
2010-01-15,286511,289720,275509,281010,121332,8901794.0,29043374.0
2010-01-18,283760,291553,275050,289262,100719,9163184.0,29043374.0
2010-01-19,286052,289720,281010,289262,125909,9163184.0,29043374.0
2010-01-20,292470,292470,287427,290637,94975,9206750.0,29043374.0
2010-01-21,287886,287886,278259,280093,130888,8872751.0,29043374.0
2010-01-22,277801,280093,271383,271383,143006,8596839.0,29043374.0
2010-01-25,266340,274133,265882,274134,101913,8683969.0,29043374.0
2010-01-26,275967,281468,271841,281469,109438,8916316.0,29043374.0
2010-01-27,281468,289261,281468,288345,78260,9134141.0,29043374.0
2010-01-28,288344,290178,279176,282385,79022,8945359.0,29043374.0
2010-01-29,275967,280551,270466,274134,87455,8683969.0,29043374.0
2010-02-01,274133,285594,272300,285594,98862,9047011.0,29043374.0
2010-02-02,284219,287428,275967,280093,51452,8872751.0,29043374.0
2010-02-03,279634,288344,277801,287428,39418,9105098.0,29043374.0
2010-02-04,286052,286969,278259,282385,40798,8945359.0,29043374.0
2010-02-05,275050,281010,273217,276884,47241,8771099.0,29043374.0
2010-02-08,276884,281468,275967,280093,45535,8872751.0,29043374.0
2010-02-09,280551,288803,278259,287428,72404,9105098.0,29043374.0
2010-02-10,286969,288344,282843,288345,76199,9134141.0,29043374.0
2010-02-11,287427,294304,285135,294304,71702,9322923.0,29043374.0
2010-02-12,290636,292470,288803,289720,36321,9177706.0,29043374.0
2010-02-16,287886,292470,286969,287428,27047,9105098.0,29043374.0
2010-02-17,285135,296596,285135,293387,56358,9293880.0,29043374.0
2010-02-18,296596,300263,292470,296596,64873,9395531.0,29043374.0
2010-02-19,297971,302097,292929,292929,48149,9279358.0,29043374.0
2010-02-22,293387,298888,290636,294304,69927,9322923.0,29043374.0
2010-02-23,292470,296137,292012,295680,24764,9366488.0,29043374.0
2010-02-24,296137,296137,289720,292012,30284,9250315.0,29043374.0
2010-02-25,290178,291553,284219,289262,69142,9163184.0,29043374.0
2010-02-26,287886,293387,287886,292471,35281,9264836.0,29043374.0
2010-03-02,291553,298888,290636,296596,40959,9395531.0,29043374.0
2010-03-03,296596,302555,296596,300264,39396,9511705.0,29043374.0
2010-03-04,297971,300722,293845,295221,27767,9351966.0,29043374.0
2010-03-05,296137,299805,292929,292929,26151,9279358.0,29043374.0
2010-03-08,296596,307139,295221,305306,65321,9671444.0,29043374.0
2010-03-09,306223,309890,302097,302097,38041,9569792.0,29043374.0
2010-03-10,298888,307139,297971,306682,34385,9715009.0,29043374.0
2010-03-11,306681,308056,302555,303014,35217,9598835.0,29043374.0
2010-03-12,308515,309432,305306,308515,34648,9773095.0,29043374.0
2010-03-15,305306,308056,303472,305306,19699,9671444.0,29043374.0
2010-03-16,305306,308515,304847,306682,24721,9715009.0,29043374.0
2010-03-17,307139,311265,301180,304389,58950,9642400.0,29043374.0
2010-03-18,300263,303014,292012,293387,113769,9293880.0,29043374.0
2010-03-19,293387,295221,291095,292012,78349,9250315.0,29043374.0
2010-03-22,292012,292470,284219,288803,87199,9148663.0,29043374.0
2010-03-23,289720,292470,289720,290637,58528,9206750.0,29043374.0
2010-03-24,294762,297054,292470,296138,67041,9381010.0,29043374.0
2010-03-25,297513,306223,296596,304389,124786,9642400.0,29043374.0
2010-03-26,303014,306681,300263,304389,123386,9642400.0,29043374.0
2010-03-29,298888,306681,298888,303931,23189,9627878.0,29043374.0
2010-03-30,307139,307139,302555,303014,44654,9598835.0,29043374.0
2010-03-31,302097,302555,299346,300722,32190,9526227.0,29043374.0
2010-04-01,298888,301180,294304,298888,50018,9468140.0,29043374.0
2010-04-02,295679,297054,292470,293387,56558,9293880.0,29043374.0
2010-04-05,293845,296596,287427,292012,106992,9250315.0,29043374.0
2010-04-06,293387,293387,286969,288345,73810,9134141.0,29043374.0
2010-04-07,289261,292929,287428,289720,110788,9177706.0,29043374.0
2010-04-08,288803,291553,286052,291554,51722,9235793.0,29043374.0
2010-04-09,289261,289261,285594,288345,64405,9134141.0,29043374.0
2010-04-12,287886,291095,287427,290637,45417,9206750.0,29043374.0
2010-04-13,291553,291553,287427,290637,41516,9206750.0,29043374.0
2010-04-14,291095,292470,290178,292012,50667,9250315.0,29043374.0
2010-04-15,292470,293387,290178,292012,85342,9250315.0,29043374.0
2010-04-16,296596,302097,296596,299805,151463,9497183.0,29043374.0
2010-04-19,296596,296596,290636,296138,38967,9381010.0,29043374.0
2010-04-20,295221,296137,292470,292471,69394,9264836.0,29043374.0
2010-04-21,292929,301638,292929,301639,92602,9555270.0,29043374.0
2010-04-22,298430,306681,295679,304389,70154,9642400.0,29043374.0
2010-04-23,300722,305764,300722,302556,52717,9584313.0,29043374.0
2010-04-26,304847,306681,303472,305306,49008,9671444.0,29043374.0
2010-04-27,302555,305306,299346,304389,36756,9642400.0,29043374.0
2010-04-28,299805,303014,296137,298430,38195,9453618.0,29043374.0
2010-04-29,297513,298430,291095,294763,39368,9337445.0,29043374.0
2010-04-30,295221,298888,289720,289720,86779,9177706.0,29043374.0
2010-05-03,289720,294762,289720,294304,45712,9322923.0,29043374.0
2010-05-04,292012,294304,289261,290179,36436,9192228.0,29043374.0
2010-05-06,288803,291553,285594,290179,40946,9192228.0,29043374.0
2010-05-07,286052,286969,279634,284219,69834,9003446.0,29043374.0
2010-05-10,287886,288344,277342,281927,76828,8930838.0,29043374.0
2010-05-11,282385,283760,275509,281469,90970,8916316.0,29043374.0
2010-05-12,279176,282843,275967,278718,60054,8829186.0,29043374.0
2010-05-13,280093,288344,280093,286511,70830,9076054.0,29043374.0
2010-05-14,287886,295679,286052,292929,66636,9279358.0,29043374.0
2010-05-17,290636,291553,284219,290637,52988,9206750.0,29043374.0
2010-05-18,288803,302555,288803,300264,127546,9511705.0,29043374.0
2010-05-19,300263,303472,293845,303473,89445,9613357.0,29043374.0
2010-05-20,298888,302555,294762,295680,40083,9366488.0,29043374.0
2010-05-24,289261,293845,286969,291554,52501,9235793.0,29043374.0
2010-05-25,291553,291553,277342,288803,101155,9148663.0,29043374.0
2010-05-26,283302,292929,278718,292929,165012,9279358.0,29043374.0
2010-05-27,285594,288803,279634,284678,92749,9017968.0,29043374.0
2010-05-28,282843,290178,280093,288803,123628,9148663.0,29043374.0
2010-05-31,288803,296596,285135,296596,73018,9395531.0,29043374.0
2010-06-01,292470,299805,289720,297513,47562,9424575.0,29043374.0
2010-06-03,295221,300263,293387,300264,56503,9511705.0,29043374.0
2010-06-04,298430,299346,292470,298888,54863,9468140.0,29043374.0
2010-06-07,293387,297054,289261,297055,29720,9410053.0,29043374.0
2010-06-08,297971,309432,294304,306682,79143,9715009.0,29043374.0
2010-06-09,304847,309890,303014,308974,56380,9787617.0,29043374.0
2010-06-10,310807,320892,304847,312641,166709,9903791.0,29043374.0
2010-06-11,314933,320892,314933,317684,74038,10063529.0,29043374.0
2010-06-14,314933,322726,314933,320434,84594,10150659.0,29043374.0
2010-06-15,318141,318600,313557,314016,50053,9947356.0,29043374.0
2010-06-16,316308,316766,311265,311266,36869,9860225.0,29043374.0
2010-06-17,310807,314474,308056,313558,32060,9932834.0,29043374.0
2010-06-18,317225,320434,312640,318142,32892,10078051.0,29043374.0
2010-06-21,318142,326851,316308,325477,68244,10310398.0,29043374.0
2010-06-22,324559,327310,321350,327310,41525,10368485.0,29043374.0
2010-06-23,330060,332352,319975,325018,84542,10295876.0,29043374.0
2010-06-24,321809,325476,321809,325018,69020,10295876.0,29043374.0
2010-06-25,324559,324559,314933,316308,57924,10019964.0,29043374.0
2010-06-28,316308,323184,313557,321809,35261,10194224.0,29043374.0
2010-06-29,321809,332811,320892,327769,98290,10383006.0,29043374.0
2010-06-30,324101,327310,320434,322726,90695,10223268.0,29043374.0
2010-07-01,319058,325935,312182,325477,38389,10310398.0,29043374.0
2010-07-02,327768,327768,316766,324101,51292,10266833.0,29043374.0
2010-07-05,323643,324101,316766,318600,43675,10092572.0,29043374.0
2010-07-06,319975,323643,314474,320893,34580,10165181.0,29043374.0
2010-07-07,324559,324559,314474,320434,32698,10150659.0,29043374.0
2010-07-08,318142,324559,318142,324560,48344,10281354.0,29043374.0
2010-07-09,324559,324559,313557,315391,64464,9990921.0,29043374.0
2010-07-12,316308,319058,313099,315850,54681,10005442.0,29043374.0
2010-07-13,316308,319975,315391,319059,43944,10107094.0,29043374.0
2010-07-14,317683,322267,315849,316308,61160,10019964.0,29043374.0
2010-07-15,313557,316308,309890,310349,158294,9831182.0,29043374.0
2010-07-16,310348,321350,310348,320893,92217,10165181.0,29043374.0
2010-07-19,317225,318142,315391,318142,37672,10078051.0,29043374.0
2010-07-20,316308,318141,314474,316767,27744,10034486.0,29043374.0
2010-07-21,318142,318600,316308,318142,57243,10078051.0,29043374.0
2010-07-22,317225,318141,313557,314933,40422,9976399.0,29043374.0
2010-07-23,314933,316766,308973,316767,61063,10034486.0,29043374.0
2010-07-26,316308,316766,313557,314933,34470,9976399.0,29043374.0
2010-07-27,315391,318600,314933,316308,45955,10019964.0,29043374.0
2010-07-28,316308,340146,314016,337396,154829,10687962.0,29043374.0
2010-07-29,333269,334186,325935,330061,71021,10455615.0,29043374.0
2010-07-30,333728,333728,328227,330061,34424,10455615.0,29043374.0
2010-08-02,334645,349772,325476,343813,127578,10891265.0,29043374.0
2010-08-03,344730,359399,343813,359400,63477,11385003.0,29043374.0
2010-08-04,357565,364900,353898,361692,63133,11457611.0,29043374.0
2010-08-05,358024,362150,354357,360316,55973,11414046.0,29043374.0
2010-08-06,355732,360316,352523,358483,36348,11355959.0,29043374.0
2010-08-09,353440,357565,349314,355732,35238,11268829.0,29043374.0
2010-08-10,354357,357565,349314,351607,24477,11138134.0,29043374.0
2010-08-11,348397,356190,347939,353899,34137,11210742.0,29043374.0
2010-08-12,351148,358482,347939,348856,60342,11051004.0,29043374.0
2010-08-13,348856,353898,345188,345647,53829,10949352.0,29043374.0
2010-08-16,349314,355732,340146,350690,43656,11109091.0,29043374.0
2010-08-17,347939,360316,347939,359400,97591,11385003.0,29043374.0
2010-08-18,361691,369943,358941,367193,99702,11631871.0,29043374.0
2010-08-19,363983,374985,358941,361233,54033,11443089.0,29043374.0
2010-08-20,360774,366734,358941,364901,32648,11559263.0,29043374.0
2010-08-23,366275,369943,365359,365817,26000,11588306.0,29043374.0
2010-08-24,362608,365359,356649,358024,39079,11341438.0,29043374.0
2010-08-25,357565,357565,353440,354357,23084,11225264.0,29043374.0
2010-08-26,351148,354357,346105,353899,63756,11210742.0,29043374.0
2010-08-27,353898,353898,346105,349314,71020,11065525.0,29043374.0
2010-08-30,352064,363066,351148,358024,94672,11341438.0,29043374.0
2010-08-31,353898,360774,353898,356191,83225,11283351.0,29043374.0
2010-09-01,361691,386446,358024,384154,116347,12169174.0,29043374.0
2010-09-02,379569,402490,378194,395615,172222,12532216.0,29043374.0
2010-09-03,398823,400657,388738,393323,71788,12459607.0,29043374.0
2010-09-06,393322,393322,380945,391030,94595,12386999.0,29043374.0
2010-09-07,390572,390572,383237,385071,59990,12198217.0,29043374.0
2010-09-08,389196,401115,382778,395615,76931,12532216.0,29043374.0
2010-09-09,398823,417160,396989,417160,110964,13214735.0,29043374.0
2010-09-10,414409,436413,414409,425870,97371,13490647.0,29043374.0
2010-09-13,424953,425870,408908,418077,92864,13243779.0,29043374.0
2010-09-14,412576,429995,408908,426329,57004,13505169.0,29043374.0
2010-09-15,421744,426328,413034,417619,66928,13229257.0,29043374.0
2010-09-16,413492,419910,407075,416702,70989,13200213.0,29043374.0
2010-09-17,416701,423578,397906,399282,112311,12648389.0,29043374.0
2010-09-20,403866,407533,400657,403408,86780,12779085.0,29043374.0
2010-09-24,409367,416701,400657,416243,46538,13185692.0,29043374.0
2010-09-27,418077,442831,417160,435955,60000,13810124.0,29043374.0
2010-09-28,430454,446498,429079,442373,63902,14013428.0,29043374.0
2010-09-29,435955,441914,426328,426329,78516,13505169.0,29043374.0
2010-09-30,426328,435496,422202,435497,58996,13795603.0,29043374.0
2010-10-01,435038,445123,427245,434580,59534,13766559.0,29043374.0
2010-10-04,440997,440997,421286,432746,56526,13708473.0,29043374.0
2010-10-05,432746,433204,418993,424037,72578,13432560.0,29043374.0
2010-10-06,424036,439164,421286,439164,51028,13911776.0,29043374.0
2010-10-07,434121,448791,429079,448333,71594,14202210.0,29043374.0
2010-10-08,449249,452458,434580,434580,56165,13766559.0,29043374.0
2010-10-11,435496,442831,429995,433663,28550,13737516.0,29043374.0
2010-10-12,437789,437789,414409,425412,46578,13476126.0,29043374.0
2010-10-13,428162,440998,418077,420828,50112,13330909.0,29043374.0
2010-10-14,420827,427245,409825,426329,97663,13505169.0,29043374.0
2010-10-15,426787,427245,412576,413493,73627,13098562.0,29043374.0
2010-10-18,414868,424494,410742,418077,45077,13243779.0,29043374.0
2010-10-19,419910,429079,418077,418077,46247,13243779.0,29043374.0
2010-10-20,416243,424494,413951,419452,35807,13287344.0,29043374.0
2010-10-21,421744,421744,411659,415327,42506,13156648.0,29043374.0
2010-10-22,415326,418993,415326,417160,20291,13214735.0,29043374.0
2010-10-25,412117,416243,410742,416243,40456,13185692.0,29043374.0
2010-10-26,413492,413492,394697,403866,137415,12793606.0,29043374.0
2010-10-27,409825,417160,404324,414410,46440,13127605.0,29043374.0
2010-10-28,420827,440081,418535,433205,120759,13722994.0,29043374.0
2010-10-29,437330,437330,418993,422203,36321,13374474.0,29043374.0
2010-11-01,424494,444665,418077,442832,68261,14027950.0,29043374.0
2010-11-02,438247,446040,432746,442832,66072,14027950.0,29043374.0
2010-11-03,440081,472170,440081,470337,99274,14899251.0,29043374.0
2010-11-04,469419,473087,461168,464836,48827,14724991.0,29043374.0
2010-11-05,464835,472170,456125,456126,43527,14449079.0,29043374.0
2010-11-08,458417,460251,446499,456584,36429,14463600.0,29043374.0
2010-11-09,453833,471253,452916,471254,36422,14928294.0,29043374.0
2010-11-10,465752,472170,465752,470337,53008,14899251.0,29043374.0
2010-11-11,470336,481338,458417,458418,90745,14521687.0,29043374.0
2010-11-12,467586,468503,449249,452000,78794,14318383.0,29043374.0
2010-11-15,451083,457959,445582,445582,27619,14115080.0,29043374.0
2010-11-16,454750,459334,439622,451542,45465,14303862.0,29043374.0
2010-11-17,444206,460251,444206,450166,53381,14260297.0,29043374.0
2010-11-18,446040,457959,446040,453375,59030,14361948.0,29043374.0
2010-11-19,455208,468503,454750,466669,60407,14783077.0,29043374.0
2010-11-22,465752,467586,454750,454751,44918,14405514.0,29043374.0
2010-11-23,454750,456125,431829,447416,90551,14173167.0,29043374.0
2010-11-24,442831,447415,438247,441915,44374,13998906.0,29043374.0
2010-11-25,443748,454750,436872,454292,46350,14390992.0,29043374.0
2010-11-26,456584,456584,443290,447874,36518,14187688.0,29043374.0
2010-11-29,447874,451083,432288,434580,41135,13766559.0,29043374.0
2010-11-30,431371,434580,426328,434122,84315,13752038.0,29043374.0
2010-12-01,438247,447874,430912,442832,56368,14027950.0,29043374.0
2010-12-02,448791,448791,439164,439164,36592,13911776.0,29043374.0
2010-12-03,440081,446498,435038,441456,50012,13984385.0,29043374.0
2010-12-06,443748,443748,421286,426329,86629,13505169.0,29043374.0
2010-12-07,422202,428162,407533,411201,127522,13025953.0,29043374.0
2010-12-08,410742,418993,408450,414410,89649,13127605.0,29043374.0
2010-12-09,417618,435496,415326,435497,90929,13795603.0,29043374.0
2010-12-10,430454,431829,425411,428162,58940,13563256.0,29043374.0
2010-12-13,428162,429079,418993,424037,48190,13432560.0,29043374.0
2010-12-14,426328,430454,421744,423120,37303,13403517.0,29043374.0
2010-12-15,425411,434580,423578,434580,44939,13766559.0,29043374.0
2010-12-16,429995,436413,429537,431371,41096,13664907.0,29043374.0
2010-12-17,435955,438247,427703,432288,59553,13693951.0,29043374.0
2010-12-20,426328,429079,417160,419911,67125,13301865.0,29043374.0
2010-12-21,424036,425870,421286,424495,33327,13447082.0,29043374.0
2010-12-22,429079,435038,424036,435039,74637,13781081.0,29043374.0
2010-12-23,434121,434121,426328,434122,44398,13752038.0,29043374.0
2010-12-24,429995,439622,428162,430913,44807,13650386.0,29043374.0
2010-12-27,427703,435496,427703,430913,23677,13650386.0,29043374.0
2010-12-28,428162,433204,424494,429538,34113,13606821.0,29043374.0
2010-12-29,429537,442373,429537,434122,49231,13752038.0,29043374.0
2010-12-30,438705,439164,428620,433663,36060,13737516.0,29043374.0
2011-01-03,434121,437789,429995,434580,41326,13766559.0,29043374.0
2011-01-04,433204,434580,423578,432746,99550,13708473.0,29043374.0
2011-01-05,430912,431371,417618,421744,101464,13359952.0,29043374.0
2011-01-06,422661,425870,412576,412576,88934,13069518.0,29043374.0
2011-01-07,412576,426328,412576,418536,112787,13258300.0,29043374.0
2011-01-10,420369,423578,413492,423578,57381,13418039.0,29043374.0
2011-01-11,420827,425411,414868,425412,77171,13476126.0,29043374.0
2011-01-12,428620,429079,414868,417619,88370,13229257.0,29043374.0
2011-01-13,416243,419452,410742,411201,97808,13025953.0,29043374.0
2011-01-14,411200,411200,401115,403408,138318,12779085.0,29043374.0
2011-01-17,407991,410742,405699,407075,75030,12895258.0,29043374.0
2011-01-18,405241,407075,392405,397907,97724,12604824.0,29043374.0
2011-01-19,398365,398365,383695,393323,124303,12459607.0,29043374.0
2011-01-20,393780,401115,393780,396531,71291,12561259.0,29043374.0
2011-01-21,401574,402490,391488,391947,48782,12416042.0,29043374.0
2011-01-24,393780,401574,385529,401574,48914,12720998.0,29043374.0
2011-01-25,398823,413492,398823,407075,101948,12895258.0,29043374.0
2011-01-26,405699,407991,390571,390572,93893,12372477.0,29043374.0
2011-01-27,394239,409825,394239,409826,150507,12982388.0,29043374.0
2011-01-28,411659,424036,411659,420369,146219,13316387.0,29043374.0
2011-01-31,418077,418993,407991,415327,64069,13156648.0,29043374.0
2011-02-01,413034,414868,400657,410742,78529,13011432.0,29043374.0
2011-02-07,407075,412117,394697,395156,79002,12517694.0,29043374.0
2011-02-08,396989,399740,390572,391947,76331,12416042.0,29043374.0
2011-02-09,390572,396989,385987,389655,64390,12343434.0,29043374.0
2011-02-10,385070,389655,368109,372235,148118,11791610.0,29043374.0
2011-02-11,371776,381403,370401,371777,103091,11777088.0,29043374.0
2011-02-14,373152,390572,372693,389655,69330,12343434.0,29043374.0
2011-02-15,384612,391947,380486,387363,63962,12270826.0,29043374.0
2011-02-16,382778,389196,376819,380028,71620,12038479.0,29043374.0
2011-02-17,380945,389196,380945,389197,70525,12328912.0,29043374.0
2011-02-18,386904,396073,386904,391030,49482,12386999.0,29043374.0
2011-02-21,387363,392405,380486,386905,71495,12256304.0,29043374.0
2011-02-22,385071,386446,375902,376819,50122,11936827.0,29043374.0
2011-02-23,370860,375902,367192,367651,95490,11646393.0,29043374.0
2011-02-24,367651,367651,357107,362150,78428,11472133.0,29043374.0
2011-02-25,358482,373610,358482,370860,71664,11748045.0,29043374.0
2011-02-28,369943,369943,357107,359400,63579,11385003.0,29043374.0
2011-03-02,353898,357107,343354,346564,143953,10978395.0,29043374.0
2011-03-03,350231,352523,345188,350690,99154,11109091.0,29043374.0
2011-03-04,357565,375902,353898,373611,145850,11835175.0,29043374.0
2011-03-07,373610,387821,373610,380487,123027,12053000.0,29043374.0
2011-03-08,382778,388279,373610,387822,56228,12285347.0,29043374.0
2011-03-09,391488,394239,380945,394239,69815,12488651.0,29043374.0
2011-03-10,387363,393780,386904,391947,67236,12416042.0,29043374.0
2011-03-11,385529,396531,384612,391489,46114,12401521.0,29043374.0
2011-03-14,376819,385071,358024,384613,163980,12183695.0,29043374.0
2011-03-15,377736,388279,369943,384154,95847,12169174.0,29043374.0
2011-03-16,388738,394239,378653,389197,48302,12328912.0,29043374.0
2011-03-17,384612,384612,374527,379112,47301,12009435.0,29043374.0
2011-03-18,378653,380945,371318,371318,75569,11762566.0,29043374.0
2011-03-21,371318,392405,366275,386446,91646,12241782.0,29043374.0
2011-03-22,387821,402032,387821,401116,91373,12706476.0,29043374.0
2011-03-23,403407,406616,398823,401116,52076,12706476.0,29043374.0
2011-03-24,402949,406158,394697,402032,39829,12735519.0,29043374.0
2011-03-25,403866,406158,392405,394239,54140,12488651.0,29043374.0
2011-03-28,391030,391030,380486,388738,86944,12314391.0,29043374.0
2011-03-29,386904,388738,379570,382779,86394,12125609.0,29043374.0
2011-03-30,385071,398823,383695,398824,105039,12633868.0,29043374.0
