지투알(035000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-11-22,12236,12430,11323,11963,108300,140818.0,2286000.0
1999-11-23,11983,12352,11983,12041,96250,141732.0,2286000.0
1999-11-24,12527,12624,11750,12060,178300,141961.0,2286000.0
1999-11-25,11886,12411,11265,11847,250150,139446.0,2286000.0
1999-11-26,11672,12236,11459,12002,260450,141275.0,2286000.0
1999-11-29,12003,12624,11459,12624,235550,148590.0,2286000.0
1999-11-30,12818,13187,12255,12391,646450,145847.0,2286000.0
1999-12-01,12624,12799,11653,11653,218500,137160.0,2286000.0
1999-12-02,12216,12236,11653,11847,159100,139446.0,2286000.0
1999-12-03,11653,11847,11653,11847,84050,139446.0,2286000.0
1999-12-06,11867,12041,11362,11381,168900,133960.0,2286000.0
1999-12-07,11401,13071,11284,12332,405000,145161.0,2286000.0
1999-12-08,11653,12236,11556,11653,121050,137160.0,2286000.0
1999-12-09,11692,13207,11692,13206,332500,155448.0,2286000.0
1999-12-10,13401,14178,12838,13206,282950,155448.0,2286000.0
1999-12-13,13207,14372,12915,13303,221850,156591.0,2286000.0
1999-12-14,13051,13401,12954,13109,188050,154305.0,2286000.0
1999-12-15,12449,12915,11789,12041,92650,141732.0,2286000.0
1999-12-16,12236,13013,11886,13012,90900,153162.0,2286000.0
1999-12-17,11847,12624,11847,12624,42750,148590.0,2286000.0
1999-12-20,12236,13265,12236,12624,65000,148590.0,2286000.0
1999-12-21,12624,12721,11847,12235,63600,144018.0,2286000.0
1999-12-22,12236,12236,11478,12022,99300,141503.0,2286000.0
1999-12-23,11556,12721,11556,12235,267100,144018.0,2286000.0
1999-12-24,12333,12333,11886,12080,31400,142189.0,2286000.0
1999-12-27,12041,12041,10565,10876,50100,128016.0,2286000.0
1999-12-28,10294,12236,10099,12235,47100,144018.0,2286000.0
2000-01-04,10818,12236,10818,12235,135850,144018.0,2286000.0
2000-01-05,12236,12236,10993,11536,86200,135788.0,2286000.0
2000-01-06,11517,12003,10701,10720,25200,126187.0,2286000.0
2000-01-07,10721,10721,9633,9905,162350,116586.0,2286000.0
2000-01-10,9905,10060,9517,9691,123800,114071.0,2286000.0
2000-01-11,9691,11051,9614,10662,195550,125501.0,2286000.0
2000-01-12,9905,10876,9827,10293,165500,121158.0,2286000.0
2000-01-13,10294,10391,9944,10293,65300,121158.0,2286000.0
2000-01-14,10391,10876,9925,10448,267250,122987.0,2286000.0
2000-01-17,10449,10585,9769,10487,251450,123444.0,2286000.0
2000-01-18,10507,10507,10099,10118,30500,119101.0,2286000.0
2000-01-19,9905,10449,9905,9943,89050,117043.0,2286000.0
2000-01-20,9905,10099,9517,9710,124500,114300.0,2286000.0
2000-01-21,9342,9905,9342,9516,53800,112014.0,2286000.0
2000-01-24,8934,9808,8759,8759,266400,103099.0,2286000.0
2000-01-25,9322,9342,8953,9031,81750,106299.0,2286000.0
2000-01-26,8643,9206,8643,8934,35900,105156.0,2286000.0
2000-01-27,9322,9322,8934,9128,85900,107442.0,2286000.0
2000-01-28,8740,9225,8740,9186,36450,108128.0,2286000.0
2000-01-31,9322,9711,9225,9390,55800,110528.0,2286000.0
2000-02-01,9565,9769,9458,9633,40150,113386.0,2286000.0
2000-02-02,9672,10876,9672,10604,66050,124816.0,2286000.0
2000-02-03,10682,11614,10682,11458,208500,134874.0,2286000.0
2000-02-07,11498,11847,11401,11750,104350,138303.0,2286000.0
2000-02-08,11944,13207,11653,12624,301000,148590.0,2286000.0
2000-02-09,12624,14372,12061,13595,329600,160020.0,2286000.0
2000-02-10,13304,13964,13207,13692,280200,161163.0,2286000.0
2000-02-11,13595,13692,12663,12682,97100,149276.0,2286000.0
2000-02-14,12682,12682,11789,12138,51150,142875.0,2286000.0
2000-02-15,12139,12624,11711,12235,29100,144018.0,2286000.0
2000-02-16,11284,12236,11284,11653,27650,137160.0,2286000.0
2000-02-17,12139,12139,11459,11886,14300,139903.0,2286000.0
2000-02-18,12041,12818,11692,12041,33400,141732.0,2286000.0
2000-02-21,11789,13013,11789,12779,442250,150419.0,2286000.0
2000-02-22,13887,14683,12780,12779,564950,150419.0,2286000.0
2000-02-23,12838,13595,12838,13051,592500,153619.0,2286000.0
2000-02-24,12449,13304,12449,13109,77500,154305.0,2286000.0
2000-02-25,13090,14372,13090,13595,176100,160020.0,2286000.0
2000-02-28,13595,14527,13595,14177,172300,166878.0,2286000.0
2000-02-29,14197,14566,13692,14566,99250,171450.0,2286000.0
2000-03-02,14178,16509,14178,15731,235150,185166.0,2286000.0
2000-03-03,15537,17480,15343,16411,458350,193167.0,2286000.0
2000-03-06,16159,16897,16120,16702,366450,196596.0,2286000.0
2000-03-07,16178,17091,16178,16916,65450,199111.0,2286000.0
2000-03-08,16509,17480,16509,17091,185200,201168.0,2286000.0
2000-03-09,17285,18645,17188,18450,214950,217170.0,2286000.0
2000-03-10,19228,19247,17868,18256,251450,214884.0,2286000.0
2000-03-13,18256,18256,16897,18062,75900,212598.0,2286000.0
2000-03-14,17480,18062,16509,16508,48150,194310.0,2286000.0
2000-03-15,16178,17480,15537,15634,69400,184023.0,2286000.0
2000-03-16,15926,16120,15537,15634,199400,184023.0,2286000.0
2000-03-17,16120,16314,15635,15887,135750,186995.0,2286000.0
2000-03-20,15829,16120,15304,15731,48000,185166.0,2286000.0
2000-03-21,15732,16470,15732,15945,155500,187681.0,2286000.0
2000-03-22,16101,16314,15829,16120,72350,189738.0,2286000.0
2000-03-23,15926,16120,15732,15925,61400,187452.0,2286000.0
2000-03-24,16120,16120,15557,16003,26600,188366.0,2286000.0
2000-03-27,15926,15926,14566,15925,66000,187452.0,2286000.0
2000-03-28,15926,16120,15693,16100,33800,189509.0,2286000.0
2000-03-29,15926,16256,15537,16042,16050,188824.0,2286000.0
2000-03-30,15343,17188,15343,16061,99950,189052.0,2286000.0
2000-03-31,15926,16217,15537,15537,150250,182880.0,2286000.0
2000-04-03,14955,15537,13615,14566,56600,171450.0,2286000.0
2000-04-04,13789,14566,12391,14566,55000,171450.0,2286000.0
2000-04-06,13654,13789,13595,13595,46400,160020.0,2286000.0
2000-04-07,13984,13984,13401,13886,168950,163449.0,2286000.0
2000-04-10,14023,14353,13692,13886,370095,163449.0,2286000.0
2000-04-11,13226,13984,13226,13770,50850,162077.0,2286000.0
2000-04-12,13692,13984,13692,13770,31600,162077.0,2286000.0
2000-04-14,13226,13401,12877,13206,5900,155448.0,2286000.0
2000-04-17,12041,12624,11653,11711,47750,137846.0,2286000.0
2000-04-18,11750,12333,11653,12235,67350,144018.0,2286000.0
2000-04-19,11692,13168,11692,12624,33700,148590.0,2286000.0
2000-04-20,12818,13168,12352,12429,11550,146304.0,2286000.0
2000-04-21,12780,13556,12527,13401,59450,157734.0,2286000.0
2000-04-24,13401,13401,12818,13206,10600,155448.0,2286000.0
2000-04-25,13207,14081,13207,13303,124750,156591.0,2286000.0
2000-04-26,13304,13867,13304,13595,58850,160020.0,2286000.0
2000-04-27,13498,13498,12915,13109,23900,154305.0,2286000.0
2000-04-28,13187,13945,13129,13206,93750,155448.0,2286000.0
2000-05-02,13207,13770,13207,13595,41300,160020.0,2286000.0
2000-05-03,13692,14178,13692,14177,45950,166878.0,2286000.0
2000-05-04,14178,14547,13789,14372,44850,169164.0,2286000.0
2000-05-08,14469,15343,14469,15246,83555,179451.0,2286000.0
2000-05-09,15906,15926,15246,15284,12200,179908.0,2286000.0
2000-05-10,15285,15285,14722,14896,10990,175336.0,2286000.0
2000-05-12,14994,15479,14974,15343,78100,180594.0,2286000.0
2000-05-15,15149,15537,15149,15343,21850,180594.0,2286000.0
2000-05-16,15343,15343,14081,14566,68500,171450.0,2286000.0
2000-05-17,14333,14858,13634,14100,99150,165964.0,2286000.0
2000-05-18,13692,14566,13420,13711,52050,161392.0,2286000.0
2000-05-19,13887,14178,13401,14177,31000,166878.0,2286000.0
2000-05-22,15149,15149,14178,14372,77850,169164.0,2286000.0
2000-05-23,13984,14372,13789,13886,16650,163449.0,2286000.0
2000-05-24,14372,14372,12818,13886,22950,163449.0,2286000.0
2000-05-25,13887,14178,13595,14177,18500,166878.0,2286000.0
2000-05-26,14178,14178,13207,14139,25200,166421.0,2286000.0
2000-05-29,14120,14120,13304,13498,2450,158877.0,2286000.0
2000-05-30,13964,14178,13751,13983,15350,164592.0,2286000.0
2000-05-31,13984,15343,13984,14546,74350,171221.0,2286000.0
2000-06-01,14547,15440,14081,14760,51950,173736.0,2286000.0
2000-06-02,15343,15537,14955,15051,57460,177165.0,2286000.0
2000-06-05,15149,15926,15052,15828,69900,186309.0,2286000.0
2000-06-07,15868,16042,15052,15382,37450,181051.0,2286000.0
2000-06-08,15751,15751,14625,14624,22460,172136.0,2286000.0
2000-06-09,14469,14469,13401,14177,407760,166878.0,2286000.0
2000-06-12,14178,14236,13887,14080,54350,165735.0,2286000.0
2000-06-13,13984,13984,13615,13614,78650,160249.0,2286000.0
2000-06-14,13692,13964,13654,13789,68600,162306.0,2286000.0
2000-06-15,13731,13828,13634,13789,64350,162306.0,2286000.0
2000-06-16,11964,13789,11964,13789,82200,162306.0,2286000.0
2000-06-19,13770,14178,13207,13983,88500,164592.0,2286000.0
2000-06-20,13984,14178,13712,14177,82450,166878.0,2286000.0
2000-06-21,14061,14761,13984,14333,48350,168707.0,2286000.0
2000-06-22,14275,14469,13984,13983,18150,164592.0,2286000.0
2000-06-23,13984,14333,13595,14275,65100,168021.0,2286000.0
2000-06-26,13498,14275,13498,13983,26850,164592.0,2286000.0
2000-06-27,13789,14353,13207,14177,75600,166878.0,2286000.0
2000-06-28,14178,14372,14178,14372,66700,169164.0,2286000.0
2000-06-29,14003,14372,14003,14080,8250,165735.0,2286000.0
2000-06-30,13887,14081,13731,13808,8050,162535.0,2286000.0
2000-07-03,13789,14547,13712,14546,184650,171221.0,2286000.0
2000-07-04,14547,14935,14081,14177,71850,166878.0,2286000.0
2000-07-05,13595,14178,13595,13808,54050,162535.0,2286000.0
2000-07-06,13984,13984,13770,13886,51350,163449.0,2286000.0
2000-07-07,13887,14178,13634,14177,80450,166878.0,2286000.0
2000-07-10,14566,14877,14081,14372,671300,169164.0,2286000.0
2000-07-11,14275,14858,14275,14663,552850,172593.0,2286000.0
2000-07-12,14469,14955,14217,14760,94305,173736.0,2286000.0
2000-07-13,14955,14955,14372,14760,275650,173736.0,2286000.0
2000-07-14,14411,14702,14158,14158,52950,166649.0,2286000.0
2000-07-18,14158,14158,13692,13692,14550,161163.0,2286000.0
2000-07-19,13692,13692,12935,13012,13150,153162.0,2286000.0
2000-07-20,12818,12818,12449,12701,111200,149504.0,2286000.0
2000-07-21,13556,13556,12644,12954,6400,152476.0,2286000.0
2000-07-24,12255,12624,11847,12041,33950,141732.0,2286000.0
2000-07-25,11770,11925,11595,11847,30050,139446.0,2286000.0
2000-07-26,12236,12236,11692,11750,20350,138303.0,2286000.0
2000-07-27,11672,11847,11498,11847,34750,139446.0,2286000.0
2000-07-28,11750,12003,11653,11847,8450,139446.0,2286000.0
2000-07-31,11381,11614,11381,11497,22850,135331.0,2286000.0
2000-08-01,11498,11828,11459,11497,10950,135331.0,2286000.0
2000-08-02,11692,12333,11634,11672,55500,137389.0,2286000.0
2000-08-03,11770,12818,11770,12429,113800,146304.0,2286000.0
2000-08-04,12041,12236,11847,12235,25450,144018.0,2286000.0
2000-08-07,12216,12236,11090,11089,43010,130531.0,2286000.0
2000-08-08,11265,11614,11129,11264,42800,132588.0,2286000.0
2000-08-09,11265,11381,11168,11381,10150,133960.0,2286000.0
2000-08-10,11459,11459,11265,11381,9950,133960.0,2286000.0
2000-08-11,11168,11226,11070,11089,88750,130531.0,2286000.0
2000-08-14,11284,11459,11109,11245,85800,132359.0,2286000.0
2000-08-16,11265,11420,11090,11420,96300,134417.0,2286000.0
2000-08-17,11653,11653,11284,11536,38150,135788.0,2286000.0
2000-08-18,11653,11964,11459,11555,99650,136017.0,2286000.0
2000-08-21,11556,11575,11187,11478,40100,135103.0,2286000.0
2000-08-22,11459,11595,11439,11497,18550,135331.0,2286000.0
2000-08-23,11556,11556,11245,11264,56000,132588.0,2286000.0
2000-08-24,11265,11323,10876,11070,46350,130302.0,2286000.0
2000-08-25,11265,11265,10779,10934,82650,128702.0,2286000.0
2000-08-28,10934,11362,10799,11031,80000,129845.0,2286000.0
2000-08-29,11148,11168,10896,10973,32650,129159.0,2286000.0
2000-08-30,10896,11187,10837,11109,55400,130759.0,2286000.0
2000-08-31,11459,11459,10973,11109,19750,130759.0,2286000.0
2000-09-01,11362,11362,11206,11264,19350,132588.0,2286000.0
2000-09-04,11847,12003,11284,11730,118600,138074.0,2286000.0
2000-09-05,11731,12003,11595,11944,54150,140589.0,2286000.0
2000-09-06,11847,12041,11847,12041,176200,141732.0,2286000.0
2000-09-07,11867,12041,11556,11750,18250,138303.0,2286000.0
2000-09-08,11750,11925,11362,11924,20900,140360.0,2286000.0
2000-09-14,11672,11828,11556,11827,13150,139217.0,2286000.0
2000-09-15,11556,11925,10721,11633,22100,136931.0,2286000.0
2000-09-18,11459,11653,11070,11536,31900,135788.0,2286000.0
2000-09-19,11265,11517,11168,11517,7750,135560.0,2286000.0
2000-09-20,11245,11459,11070,11458,65500,134874.0,2286000.0
2000-09-21,11168,11401,11109,11264,10400,132588.0,2286000.0
2000-09-22,10876,11070,9711,9710,17850,114300.0,2286000.0
2000-09-25,9711,10158,9691,9691,94600,114071.0,2286000.0
2000-09-26,9711,10294,9594,10293,80100,121158.0,2286000.0
2000-09-27,10022,10507,10022,10235,76250,120472.0,2286000.0
2000-09-28,10119,10138,10022,10021,34400,117958.0,2286000.0
2000-09-29,9905,10235,9808,10021,135250,117958.0,2286000.0
2000-10-02,9905,10080,9342,10079,50500,118643.0,2286000.0
2000-10-04,9730,10099,9730,9905,14250,116586.0,2286000.0
2000-10-05,10099,10196,9905,9905,50000,116586.0,2286000.0
2000-10-06,9827,9925,9808,9846,18300,115900.0,2286000.0
2000-10-09,9750,9827,9653,9710,19900,114300.0,2286000.0
2000-10-10,9361,11168,9361,10099,241000,118872.0,2286000.0
2000-10-11,10119,10876,9808,9807,403100,115443.0,2286000.0
2000-10-12,9439,9905,9381,9497,57300,111785.0,2286000.0
2000-10-13,8682,9497,8390,9322,83350,109728.0,2286000.0
2000-10-16,10721,10721,9109,9176,620050,108014.0,2286000.0
2000-10-17,9119,9119,7808,7807,127400,91897.0,2286000.0
2000-10-18,7613,7613,6662,6739,390050,79324.0,2286000.0
2000-10-19,6565,7050,5729,6108,532750,71895.0,2286000.0
2000-10-20,6409,6701,6215,6603,484050,77724.0,2286000.0
2000-10-23,6798,7380,6603,7030,758900,82753.0,2286000.0
2000-10-24,7341,7361,7050,7050,387500,82982.0,2286000.0
2000-10-25,7089,7128,6798,6923,203800,81496.0,2286000.0
2000-10-26,6798,6817,6720,6797,146100,80010.0,2286000.0
2000-10-27,6798,6885,6798,6836,81250,80467.0,2286000.0
2000-10-30,6836,6972,6739,6797,119250,80010.0,2286000.0
2000-10-31,6798,6972,6429,6972,164500,82067.0,2286000.0
2000-11-01,7031,7594,6914,7283,197050,85725.0,2286000.0
2000-11-02,7380,7536,7186,7186,100600,84582.0,2286000.0
2000-11-03,7205,7536,7186,7496,176400,88240.0,2286000.0
2000-11-06,7536,8332,7507,7691,246850,90526.0,2286000.0
2000-11-07,8157,8157,7507,7574,139850,89154.0,2286000.0
2000-11-08,7283,7672,7283,7671,93850,90297.0,2286000.0
2000-11-09,7574,7574,7390,7496,39450,88240.0,2286000.0
2000-11-10,7322,7380,7002,7380,292150,86868.0,2286000.0
2000-11-13,7332,7332,6895,6894,81750,81153.0,2286000.0
2000-11-14,6992,7089,6701,6807,265350,80124.0,2286000.0
2000-11-15,6914,6972,6788,6826,236000,80353.0,2286000.0
2000-11-16,6827,6875,6701,6817,110350,80239.0,2286000.0
2000-11-17,6642,6953,6642,6710,83250,78981.0,2286000.0
2000-11-20,6798,6798,6370,6603,77650,77724.0,2286000.0
2000-11-21,6467,6681,6312,6448,103550,75895.0,2286000.0
2000-11-22,6312,6487,6312,6331,45700,74524.0,2286000.0
2000-11-23,6176,6186,5827,6020,83050,70866.0,2286000.0
2000-11-24,5846,6118,5846,6108,87200,71895.0,2286000.0
2000-11-27,6312,6312,6021,6137,52050,72238.0,2286000.0
2000-11-28,6137,6215,6030,6030,41200,70980.0,2286000.0
2000-11-29,6021,6186,5962,6117,43450,72009.0,2286000.0
2000-11-30,6118,6215,5914,6117,72250,72009.0,2286000.0
2000-12-01,5827,6060,5768,6020,57700,70866.0,2286000.0
2000-12-04,5827,6021,5729,5826,97000,68580.0,2286000.0
2000-12-05,5632,6021,5632,6020,132450,70866.0,2286000.0
2000-12-06,5924,6128,5788,5826,112650,68580.0,2286000.0
2000-12-07,5729,5865,5555,5612,145775,66065.0,2286000.0
2000-12-08,5613,5671,5341,5496,175300,64694.0,2286000.0
2000-12-11,5613,5729,5496,5515,227150,64922.0,2286000.0
2000-12-12,5632,5652,5516,5535,159050,65151.0,2286000.0
2000-12-13,5419,5817,5419,5632,253200,66294.0,2286000.0
2000-12-14,5729,5962,5593,5904,201150,69494.0,2286000.0
2000-12-15,5924,6098,5652,5651,194250,66523.0,2286000.0
2000-12-18,5691,5759,5652,5719,126350,67323.0,2286000.0
2000-12-19,5827,5885,5710,5768,346350,67894.0,2286000.0
2000-12-20,5593,5691,5341,5418,376450,63779.0,2286000.0
2000-12-21,5322,5419,5079,5418,89600,63779.0,2286000.0
2000-12-22,5341,5574,5186,5379,1540050,63322.0,2286000.0
2000-12-26,5244,5710,5244,5710,81600,67208.0,2286000.0
2001-01-02,5420,5540,5270,5440,43250,62179.0,2286000.0
2001-01-03,5340,5460,5300,5430,38300,62065.0,2286000.0
2001-01-04,5780,5780,5520,5610,179850,64122.0,2286000.0
2001-01-05,5610,6450,5440,6450,1059450,73724.0,2286000.0
2001-01-08,6600,6880,6200,6400,733400,73152.0,2286000.0
2001-01-09,6400,6490,6110,6280,242150,71780.0,2286000.0
2001-01-10,6280,6480,6120,6260,386000,71552.0,2286000.0
2001-01-11,6260,6480,6160,6370,142300,72809.0,2286000.0
2001-01-12,6500,6740,6280,6590,488650,75324.0,2286000.0
2001-01-15,6620,6900,6400,6470,267300,73952.0,2286000.0
2001-01-16,6510,6560,6200,6220,143150,71095.0,2286000.0
2001-01-17,6300,6320,6040,6200,81500,70866.0,2286000.0
2001-01-18,6100,6360,6100,6250,214850,71438.0,2286000.0
2001-01-19,6500,6750,6320,6580,319200,75209.0,2286000.0
2001-01-22,6740,6940,6640,6660,187900,76124.0,2286000.0
2001-01-26,6680,6690,6370,6370,149250,72809.0,2286000.0
2001-01-29,6360,6490,6340,6400,124400,73152.0,2286000.0
2001-01-30,6500,6900,6470,6800,347200,77724.0,2286000.0
2001-01-31,6900,7000,6640,7000,194350,80010.0,2286000.0
2001-02-01,6960,7020,6800,7000,186950,80010.0,2286000.0
2001-02-02,7000,7420,6920,7380,401000,84353.0,2286000.0
2001-02-05,7300,7400,7040,7160,310150,81839.0,2286000.0
2001-02-06,6920,7180,6920,7140,114450,81610.0,2286000.0
2001-02-07,7060,7140,6940,7140,106350,81610.0,2286000.0
2001-02-08,7340,7500,7060,7440,254150,85039.0,2286000.0
2001-02-09,7440,7520,7220,7440,101700,85039.0,2286000.0
2001-02-12,7300,7480,7240,7340,69200,83896.0,2286000.0
2001-02-13,7340,7400,7200,7200,60700,82296.0,2286000.0
2001-02-14,7200,7200,7010,7130,68350,81496.0,2286000.0
2001-02-15,7140,7180,7030,7110,72500,81267.0,2286000.0
2001-02-16,7110,7390,7080,7360,172350,84125.0,2286000.0
2001-02-19,7120,7600,7120,7500,341350,85725.0,2286000.0
2001-02-20,7600,7880,7470,7800,267950,89154.0,2286000.0
2001-02-21,7700,7800,7520,7700,98300,88011.0,2286000.0
2001-02-22,7580,7610,7320,7610,94300,86982.0,2286000.0
2001-02-23,7440,7840,7440,7700,105650,88011.0,2286000.0
2001-02-26,7700,8150,7600,8000,198950,91440.0,2286000.0
2001-02-27,8200,8200,7860,7990,102000,91326.0,2286000.0
2001-02-28,7950,8170,7700,8160,76100,93269.0,2286000.0
2001-03-02,8100,8120,7800,7810,96150,89268.0,2286000.0
2001-03-05,7800,8000,7560,7860,67200,89840.0,2286000.0
2001-03-06,7920,8080,7820,8020,202450,91669.0,2286000.0
2001-03-07,8000,8300,7920,8150,58050,93154.0,2286000.0
2001-03-08,8110,8180,8010,8180,34550,93497.0,2286000.0
2001-03-09,8180,8180,7940,8060,74700,92126.0,2286000.0
2001-03-12,7860,7980,7750,7800,151350,89154.0,2286000.0
2001-03-13,7420,7600,7270,7600,118650,86868.0,2286000.0
2001-03-14,7800,7880,7630,7880,46250,90068.0,2286000.0
2001-03-15,7790,7880,7530,7880,89050,90068.0,2286000.0
2001-03-16,7900,7940,7820,7880,12650,90068.0,2286000.0
2001-03-19,7870,7870,7650,7710,10400,88125.0,2286000.0
2001-03-20,7740,7740,7630,7680,20550,87782.0,2286000.0
2001-03-21,7540,8080,7540,7680,45050,87782.0,2286000.0
2001-03-22,7600,7780,7520,7780,81200,88925.0,2286000.0
2001-03-23,7600,7900,7600,7880,43350,90068.0,2286000.0
2001-03-26,7820,7880,7800,7860,13300,89840.0,2286000.0
2001-03-27,7800,7800,7570,7600,26000,86868.0,2286000.0
2001-03-28,7660,7660,7420,7480,26850,85496.0,2286000.0
2001-03-29,7420,7500,7290,7480,10400,85496.0,2286000.0
2001-03-30,7260,7600,7260,7600,17750,86868.0,2286000.0
2001-04-02,7580,7580,7330,7330,2100,83782.0,2286000.0
2001-04-03,7230,7400,7140,7240,37400,82753.0,2286000.0
2001-04-04,7200,7280,7140,7280,45700,83210.0,2286000.0
2001-04-06,7600,7600,7400,7500,8250,85725.0,2286000.0
2001-04-09,7210,7600,7210,7600,22800,86868.0,2286000.0
2001-04-10,7450,7600,7400,7460,110800,85268.0,2286000.0
2001-04-11,7560,7560,7370,7560,9400,86411.0,2286000.0
2001-04-12,7640,7680,7370,7370,31150,84239.0,2286000.0
2001-04-13,7310,7500,7280,7460,5500,85268.0,2286000.0
2001-04-16,7320,7380,7270,7380,21800,86884.0,2354580.0
2001-04-17,7360,7480,7240,7360,32550,86649.0,2354580.0
2001-04-18,7360,7400,7300,7360,91600,86649.0,2354580.0
2001-04-19,7420,7600,7360,7360,95450,86649.0,2354580.0
2001-04-20,7400,7530,7320,7400,43100,87119.0,2354580.0
2001-04-23,7400,7400,7250,7400,34350,87119.0,2354580.0
2001-04-24,7400,7400,7140,7140,40550,84059.0,2354580.0
2001-04-25,7150,7500,7050,7140,107250,84059.0,2354580.0
2001-04-26,7340,7400,7160,7280,36700,85707.0,2354580.0
2001-04-27,7280,7300,7070,7160,85100,84294.0,2354580.0
2001-04-30,7300,7360,7140,7280,67050,85707.0,2354580.0
2001-05-02,7240,7430,7180,7430,61100,87473.0,2354580.0
2001-05-03,7400,7530,7310,7440,38700,87590.0,2354580.0
