엔에스쇼핑(138250),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-09-06,12600,12850,12550,12650,31825,426254.0,33696000.0
2018-09-07,12650,13200,12550,12900,194488,434678.0,33696000.0
2018-09-10,12900,12900,12550,12700,47580,427939.0,33696000.0
2018-09-11,12650,12900,12450,12800,54790,431309.0,33696000.0
2018-09-12,12800,12800,12200,12400,148778,417830.0,33696000.0
2018-09-13,12400,12500,12300,12500,26836,421200.0,33696000.0
2018-09-14,12500,12700,12500,12700,17838,427939.0,33696000.0
2018-09-17,12750,12800,12400,12500,34278,421200.0,33696000.0
2018-09-18,12400,12500,12200,12250,51737,412776.0,33696000.0
2018-09-19,12300,12300,12050,12050,43869,406037.0,33696000.0
2018-09-20,12150,12400,11950,12250,87952,412776.0,33696000.0
2018-09-21,12350,12650,12150,12350,26375,416146.0,33696000.0
2018-09-27,12450,12750,12300,12750,50549,429624.0,33696000.0
2018-09-28,12650,13350,12650,12900,69137,434678.0,33696000.0
2018-10-01,12950,13100,12550,12800,25326,431309.0,33696000.0
2018-10-02,12800,12850,12600,12800,21595,431309.0,33696000.0
2018-10-04,12850,12850,12300,12300,57426,414461.0,33696000.0
2018-10-05,12350,12400,12200,12350,31775,416146.0,33696000.0
2018-10-08,12200,12500,12100,12350,26684,416146.0,33696000.0
2018-10-10,12350,12350,11650,11800,143949,397613.0,33696000.0
2018-10-11,11350,11750,10900,10950,265180,368971.0,33696000.0
2018-10-12,10950,11700,10950,11700,113891,394243.0,33696000.0
2018-10-15,11650,12000,11400,11600,94274,390874.0,33696000.0
2018-10-16,11600,11750,11500,11550,62322,389189.0,33696000.0
2018-10-17,11850,12200,11650,11950,101397,402667.0,33696000.0
2018-10-18,12000,12000,11600,11800,60068,397613.0,33696000.0
2018-10-19,11700,12050,11550,12000,59700,404352.0,33696000.0
2018-10-22,12000,12050,11750,11800,18275,397613.0,33696000.0
2018-10-23,11950,11950,11600,11700,30372,394243.0,33696000.0
2018-10-24,11900,11900,11600,11800,35362,397613.0,33696000.0
2018-10-25,11700,11800,11350,11550,92484,389189.0,33696000.0
2018-10-26,11550,11550,10850,11050,113899,372341.0,33696000.0
2018-10-29,10900,11350,10550,10600,43924,357178.0,33696000.0
2018-10-30,10200,10950,10200,10950,54598,368971.0,33696000.0
2018-10-31,11000,11200,10750,10800,30086,363917.0,33696000.0
2018-11-01,10850,10900,10550,10650,32989,358862.0,33696000.0
2018-11-02,10700,11000,10550,10800,66086,363917.0,33696000.0
2018-11-05,10700,10750,10250,10350,64439,348754.0,33696000.0
2018-11-06,10400,10800,10400,10650,56866,358862.0,33696000.0
2018-11-07,10800,11000,10150,10350,207245,348754.0,33696000.0
2018-11-08,10400,10700,10350,10550,83757,355493.0,33696000.0
2018-11-09,10600,11450,10450,11250,176969,379080.0,33696000.0
2018-11-12,11100,11400,11050,11250,61821,379080.0,33696000.0
2018-11-13,11000,11700,11000,11400,98087,384134.0,33696000.0
2018-11-14,11300,11400,11000,11300,43570,380765.0,33696000.0
2018-11-15,11300,11650,11200,11650,84796,392558.0,33696000.0
2018-11-16,11700,11900,11550,11750,59506,395928.0,33696000.0
2018-11-19,11750,11850,11650,11700,20617,394243.0,33696000.0
2018-11-20,11700,12100,11650,11700,106791,394243.0,33696000.0
2018-11-21,11700,12150,11650,11950,63334,402667.0,33696000.0
2018-11-22,12100,12400,11750,12150,61213,409406.0,33696000.0
2018-11-23,12100,12650,11900,12400,95993,417830.0,33696000.0
2018-11-26,12300,12400,12050,12350,50136,416146.0,33696000.0
2018-11-27,12450,12450,12150,12200,25590,411091.0,33696000.0
2018-11-28,12250,12700,12250,12650,82266,426254.0,33696000.0
2018-11-29,12750,12800,12450,12650,20638,426254.0,33696000.0
2018-11-30,12650,12700,12350,12700,14683,427939.0,33696000.0
2018-12-03,12550,12900,12450,12700,21176,427939.0,33696000.0
2018-12-04,12750,12750,12500,12550,8628,422885.0,33696000.0
2018-12-05,12550,12700,12300,12600,15336,424570.0,33696000.0
2018-12-06,12600,12800,12200,12550,29667,422885.0,33696000.0
2018-12-07,12600,12950,12400,12800,38791,431309.0,33696000.0
2018-12-10,12800,13300,12200,12350,40372,416146.0,33696000.0
2018-12-11,12200,12500,12050,12450,33453,419515.0,33696000.0
2018-12-12,12450,13000,12300,12850,55547,432994.0,33696000.0
2018-12-13,12850,12850,12700,12800,5886,431309.0,33696000.0
2018-12-14,12800,13300,12550,13300,33202,448157.0,33696000.0
2018-12-17,13200,13400,12750,13400,45548,451526.0,33696000.0
2018-12-18,13350,13350,12850,12850,31911,432994.0,33696000.0
2018-12-19,12850,13250,12700,12850,20734,432994.0,33696000.0
2018-12-20,12850,13350,12750,13100,69993,441418.0,33696000.0
2018-12-21,13200,13250,12650,12650,24831,426254.0,33696000.0
2018-12-24,12650,13100,12550,12600,44505,424570.0,33696000.0
2018-12-26,12500,12950,12400,12850,45531,432994.0,33696000.0
2018-12-27,12850,13350,12600,13300,15984,448157.0,33696000.0
2018-12-28,13350,13350,12750,12800,15160,431309.0,33696000.0
2019-01-02,12700,12900,12600,12600,9143,424570.0,33696000.0
2019-01-03,12700,13100,12600,12600,21777,424570.0,33696000.0
2019-01-04,12600,12900,12500,12600,8073,424570.0,33696000.0
2019-01-07,12800,13150,12700,13150,12572,443102.0,33696000.0
2019-01-08,13150,13200,12850,13150,7903,443102.0,33696000.0
2019-01-09,13200,13200,13000,13150,4862,443102.0,33696000.0
2019-01-10,13150,13300,13000,13300,9190,448157.0,33696000.0
2019-01-11,13300,13400,13150,13400,4992,451526.0,33696000.0
2019-01-14,13400,13400,13050,13300,6793,448157.0,33696000.0
2019-01-15,13350,13500,13250,13400,23955,451526.0,33696000.0
2019-01-16,13400,13550,13250,13350,42813,449842.0,33696000.0
2019-01-17,13450,13500,13300,13400,15417,451526.0,33696000.0
2019-01-18,13450,13700,13350,13650,24970,459950.0,33696000.0
2019-01-21,13550,13800,13350,13550,13455,456581.0,33696000.0
2019-01-22,13550,13550,13250,13350,13526,449842.0,33696000.0
2019-01-23,13300,13600,13000,13100,16721,441418.0,33696000.0
2019-01-24,13100,13550,12950,13500,21291,454896.0,33696000.0
2019-01-25,13250,13550,13250,13400,9295,451526.0,33696000.0
2019-01-28,13250,13500,13150,13500,13118,454896.0,33696000.0
2019-01-29,13550,13600,13150,13600,12495,458266.0,33696000.0
2019-01-30,13650,13700,13200,13300,12234,448157.0,33696000.0
2019-01-31,13400,13550,13050,13550,17771,456581.0,33696000.0
2019-02-01,13500,13600,13350,13550,3123,456581.0,33696000.0
2019-02-07,13550,13600,13450,13550,4131,456581.0,33696000.0
2019-02-08,13550,13600,13350,13500,11471,454896.0,33696000.0
2019-02-11,13500,13500,13200,13350,40281,449842.0,33696000.0
2019-02-12,13350,13450,13150,13200,22828,444787.0,33696000.0
2019-02-13,13250,13300,13000,13300,7920,448157.0,33696000.0
2019-02-14,13450,13450,13100,13250,3150,446472.0,33696000.0
2019-02-15,13250,13250,13000,13200,14849,444787.0,33696000.0
2019-02-18,13150,13450,13100,13200,17972,444787.0,33696000.0
2019-02-19,13400,13400,13050,13200,21589,444787.0,33696000.0
2019-02-20,13200,13250,12700,12750,53059,429624.0,33696000.0
2019-02-21,12750,13000,12600,12800,46431,431309.0,33696000.0
2019-02-22,12650,13150,12650,13150,9225,443102.0,33696000.0
2019-02-25,13150,13150,12650,12700,32040,427939.0,33696000.0
2019-02-26,12750,12800,12350,12500,39676,421200.0,33696000.0
2019-02-27,12350,12700,12350,12450,22043,419515.0,33696000.0
2019-02-28,12550,12700,12350,12350,20392,416146.0,33696000.0
2019-03-04,12350,12550,12300,12350,15463,416146.0,33696000.0
2019-03-05,12450,12450,12000,12400,23772,417830.0,33696000.0
2019-03-06,12450,12450,12000,12200,65333,411091.0,33696000.0
2019-03-07,12200,12400,12050,12350,27986,416146.0,33696000.0
2019-03-08,12350,12500,12250,12500,14133,421200.0,33696000.0
2019-03-11,12500,12500,11950,12000,66489,404352.0,33696000.0
2019-03-12,12050,12250,12050,12200,25294,411091.0,33696000.0
2019-03-13,12150,12350,12100,12350,14087,416146.0,33696000.0
2019-03-14,12400,12450,12050,12450,29610,419515.0,33696000.0
2019-03-15,12500,12700,12350,12600,34057,424570.0,33696000.0
2019-03-18,12600,12600,12300,12500,31546,421200.0,33696000.0
2019-03-19,12500,12550,12350,12450,25504,419515.0,33696000.0
2019-03-20,12500,12500,12100,12200,33173,411091.0,33696000.0
2019-03-21,12200,12300,12000,12250,41740,412776.0,33696000.0
2019-03-22,12300,12300,12000,12150,29103,409406.0,33696000.0
2019-03-25,12150,12150,11800,11950,17007,402667.0,33696000.0
2019-03-26,11850,12100,11850,12050,24746,406037.0,33696000.0
2019-03-27,11950,12000,11850,11950,18663,402667.0,33696000.0
2019-03-28,11950,12000,11750,11900,15618,400982.0,33696000.0
2019-03-29,11800,11950,11600,11850,44778,399298.0,33696000.0
2019-04-01,11900,11950,11700,11950,50739,402667.0,33696000.0
2019-04-02,11900,11900,11650,11800,56385,397613.0,33696000.0
2019-04-03,11750,11900,11600,11800,115511,397613.0,33696000.0
2019-04-04,11800,11850,11600,11650,49826,392558.0,33696000.0
2019-04-05,11700,11750,11400,11600,61100,390874.0,33696000.0
2019-04-08,11600,11800,11500,11700,36824,394243.0,33696000.0
2019-04-09,11750,11800,11550,11650,55915,392558.0,33696000.0
2019-04-10,11650,12000,11650,11950,57143,402667.0,33696000.0
2019-04-11,11900,12150,11900,12150,42698,409406.0,33696000.0
2019-04-12,12200,12400,12100,12200,41634,411091.0,33696000.0
2019-04-15,12150,12750,12050,12200,147677,411091.0,33696000.0
2019-04-16,12250,12300,12000,12250,78345,412776.0,33696000.0
2019-04-17,12250,12300,11950,12150,97377,409406.0,33696000.0
2019-04-18,12150,12500,12050,12250,68735,412776.0,33696000.0
2019-04-19,12300,13200,12150,13150,222082,443102.0,33696000.0
2019-04-22,13150,14200,13100,14150,717703,476798.0,33696000.0
2019-04-23,14150,14600,13300,14500,592373,488592.0,33696000.0
2019-04-24,14450,14450,13550,14150,259754,476798.0,33696000.0
2019-04-25,14100,14350,13450,14300,87428,481853.0,33696000.0
2019-04-26,14200,14250,13750,13800,83857,465005.0,33696000.0
2019-04-29,13800,14350,13500,14300,109337,481853.0,33696000.0
2019-04-30,14350,14350,13750,14300,108412,481853.0,33696000.0
2019-05-02,14100,14400,14000,14300,55726,481853.0,33696000.0
2019-05-03,14350,14400,13650,13750,103496,463320.0,33696000.0
2019-05-07,13750,13800,13250,13650,75648,459950.0,33696000.0
2019-05-08,13650,13950,13400,13950,66447,470059.0,33696000.0
2019-05-09,14000,14050,13250,13250,86287,446472.0,33696000.0
2019-05-10,13200,13550,12950,13550,83135,456581.0,33696000.0
2019-05-13,13550,13600,12600,12750,133555,429624.0,33696000.0
2019-05-14,12600,12900,12500,12750,94701,429624.0,33696000.0
2019-05-15,12750,13150,12600,13000,79939,438048.0,33696000.0
2019-05-16,13000,13000,12700,12850,21798,432994.0,33696000.0
2019-05-17,13000,13050,12600,12850,43500,432994.0,33696000.0
2019-05-20,12800,12950,12250,12350,78210,416146.0,33696000.0
2019-05-21,12250,12750,12250,12550,64537,422885.0,33696000.0
2019-05-22,12650,12650,12300,12400,62246,417830.0,33696000.0
2019-05-23,12500,12550,12100,12250,73531,412776.0,33696000.0
2019-05-24,12100,12350,11900,12100,89981,407722.0,33696000.0
2019-05-27,12050,12450,12000,12300,49907,414461.0,33696000.0
2019-05-28,12300,12650,11750,11750,109677,395928.0,33696000.0
2019-05-29,11900,12100,11800,11900,89432,400982.0,33696000.0
2019-05-30,12000,12950,11850,12350,111231,416146.0,33696000.0
2019-05-31,12200,12700,12100,12700,63391,427939.0,33696000.0
2019-06-03,12600,12800,12400,12650,77354,426254.0,33696000.0
2019-06-04,12650,12800,12450,12800,50897,431309.0,33696000.0
2019-06-05,12900,12900,12400,12550,125596,422885.0,33696000.0
2019-06-07,12550,12750,12450,12750,14601,429624.0,33696000.0
2019-06-10,12900,12900,12450,12550,63720,422885.0,33696000.0
2019-06-11,12550,12900,12500,12850,26995,432994.0,33696000.0
2019-06-12,12850,13050,12750,13050,26269,439733.0,33696000.0
2019-06-13,13100,13250,12800,13150,35484,443102.0,33696000.0
2019-06-14,13200,13200,12800,12850,37201,432994.0,33696000.0
2019-06-17,12900,13000,12650,12650,15348,426254.0,33696000.0
2019-06-18,12800,12800,12250,12400,70056,417830.0,33696000.0
2019-06-19,12450,12500,12250,12350,47745,416146.0,33696000.0
2019-06-20,12350,12450,12250,12350,27110,416146.0,33696000.0
2019-06-21,12350,12350,12100,12250,57254,412776.0,33696000.0
2019-06-24,12350,12350,12050,12200,37802,411091.0,33696000.0
2019-06-25,12200,12250,11700,11950,102000,402667.0,33696000.0
2019-06-26,11900,12100,11900,12000,19272,404352.0,33696000.0
2019-06-27,11900,12100,11850,12100,47247,407722.0,33696000.0
2019-06-28,12100,12150,11800,12000,53813,404352.0,33696000.0
2019-07-01,12000,12150,11850,12000,39797,404352.0,33696000.0
2019-07-02,12000,12000,11850,11850,27890,399298.0,33696000.0
2019-07-03,11800,11900,11300,11550,62070,389189.0,33696000.0
2019-07-04,11550,11700,11300,11600,53863,390874.0,33696000.0
2019-07-05,11550,11550,11200,11400,88068,384134.0,33696000.0
2019-07-08,11300,11300,11000,11000,103447,370656.0,33696000.0
2019-07-09,11000,11150,10850,10850,26640,365602.0,33696000.0
2019-07-10,10950,11000,10700,11000,37366,370656.0,33696000.0
2019-07-11,11000,11100,10850,10950,52789,368971.0,33696000.0
2019-07-12,11000,11000,10850,11000,36410,370656.0,33696000.0
2019-07-15,11000,11000,10700,10800,35704,363917.0,33696000.0
2019-07-16,10700,10800,10400,10800,61162,363917.0,33696000.0
2019-07-17,10700,10700,10500,10600,16390,357178.0,33696000.0
2019-07-18,10600,10650,10350,10600,21987,357178.0,33696000.0
2019-07-19,10600,10750,10550,10750,18959,362232.0,33696000.0
2019-07-22,10750,10800,10600,10750,8609,362232.0,33696000.0
2019-07-23,10650,10750,10550,10750,29449,362232.0,33696000.0
2019-07-24,10700,10750,10600,10700,5401,360547.0,33696000.0
2019-07-25,10600,10900,10450,10700,36994,360547.0,33696000.0
2019-07-26,10700,10700,10500,10500,22930,353808.0,33696000.0
2019-07-29,10450,10500,10100,10100,33988,340330.0,33696000.0
2019-07-30,10200,10250,10050,10150,22507,342014.0,33696000.0
2019-07-31,10150,10500,9960,10350,38181,348754.0,33696000.0
2019-08-01,10400,10450,10200,10350,14690,348754.0,33696000.0
2019-08-02,10350,10350,9950,9980,64294,336286.0,33696000.0
2019-08-05,9980,9980,9310,9580,101329,322808.0,33696000.0
2019-08-06,9000,9680,9000,9350,179867,315058.0,33696000.0
2019-08-07,9370,9700,9310,9700,42064,326851.0,33696000.0
2019-08-08,9750,10000,9600,9910,20501,333927.0,33696000.0
2019-08-09,9910,10050,9780,9910,19222,333927.0,33696000.0
2019-08-12,9910,10300,9820,10250,23581,345384.0,33696000.0
2019-08-13,10100,10300,10000,10150,31231,342014.0,33696000.0
2019-08-14,10100,10550,10100,10250,22696,345384.0,33696000.0
2019-08-16,10000,10200,9900,9930,18560,334601.0,33696000.0
2019-08-19,9930,10100,9930,10050,3731,338645.0,33696000.0
2019-08-20,9960,10200,9960,10100,5212,340330.0,33696000.0
2019-08-21,10200,10300,10050,10300,8353,347069.0,33696000.0
2019-08-22,10150,10450,10150,10400,14236,350438.0,33696000.0
2019-08-23,10350,10450,10250,10250,6092,345384.0,33696000.0
2019-08-26,10150,10200,9900,9900,13793,333590.0,33696000.0
2019-08-27,10000,10000,9600,9600,22042,323482.0,33696000.0
2019-08-28,9630,9790,9600,9730,7686,327862.0,33696000.0
2019-08-29,9750,10100,9710,10050,17484,338645.0,33696000.0
2019-08-30,10000,10250,9990,10100,27508,340330.0,33696000.0
2019-09-02,10050,10100,9970,10000,6577,336960.0,33696000.0
2019-09-03,10050,10050,9860,9870,14394,332580.0,33696000.0
2019-09-04,9990,10100,9870,9870,9151,332580.0,33696000.0
2019-09-05,9990,10000,9860,9890,31073,333253.0,33696000.0
2019-09-06,9890,10000,9890,9930,7438,334601.0,33696000.0
2019-09-09,9950,10050,9920,9930,15554,334601.0,33696000.0
2019-09-10,10000,10500,10000,10250,33955,345384.0,33696000.0
2019-09-11,10300,10400,10150,10300,11058,347069.0,33696000.0
2019-09-16,10350,10550,10250,10450,8577,352123.0,33696000.0
2019-09-17,10500,10850,10350,10500,23570,353808.0,33696000.0
2019-09-18,10600,10650,10500,10550,3986,355493.0,33696000.0
2019-09-19,10450,10500,10150,10250,25470,345384.0,33696000.0
2019-09-20,10400,10400,10100,10150,50221,342014.0,33696000.0
2019-09-23,10200,10250,10100,10150,11397,342014.0,33696000.0
2019-09-24,10250,10250,10050,10200,16904,343699.0,33696000.0
2019-09-25,10250,10250,9980,9980,15530,336286.0,33696000.0
2019-09-26,10050,10200,9970,9980,9167,336286.0,33696000.0
2019-09-27,10050,10050,9860,9860,7726,332243.0,33696000.0
2019-09-30,9860,9960,9620,9770,27029,329210.0,33696000.0
2019-10-01,9790,9840,9600,9800,19085,330221.0,33696000.0
2019-10-02,9650,9830,9610,9710,14306,327188.0,33696000.0
2019-10-04,9690,9750,9380,9600,41254,323482.0,33696000.0
2019-10-07,9600,9630,9360,9550,21597,321797.0,33696000.0
