일성신약(003120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-30,10450,11800,10000,11100,333140,29526.0,2660000.0
1999-05-03,11100,11400,10800,11250,158430,29925.0,2660000.0
1999-05-04,11300,11500,10700,11250,118300,29925.0,2660000.0
1999-05-06,11450,12900,11350,12900,210500,34314.0,2660000.0
1999-05-07,13100,13800,12500,12500,171180,33250.0,2660000.0
1999-05-10,12300,13400,12000,13100,157650,34846.0,2660000.0
1999-05-11,13400,13700,12800,13000,140250,34580.0,2660000.0
1999-05-12,13000,13200,11900,12300,96320,32718.0,2660000.0
1999-05-13,12500,12800,11700,11900,125760,31654.0,2660000.0
1999-05-14,11600,11850,10600,10800,75390,28728.0,2660000.0
1999-05-17,9510,10600,9510,10300,100680,27398.0,2660000.0
1999-05-18,10050,10750,10050,10750,63900,28595.0,2660000.0
1999-05-19,11100,11200,10350,11200,38620,29792.0,2660000.0
1999-05-20,11200,11200,10100,10400,31950,27664.0,2660000.0
1999-05-21,10400,10500,10050,10400,21650,27664.0,2660000.0
1999-05-24,9500,10500,9500,10200,15700,27132.0,2660000.0
1999-05-25,10300,10400,9800,10200,19250,27132.0,2660000.0
1999-05-26,10350,11000,10200,10700,31110,28462.0,2660000.0
1999-05-27,10700,10900,10400,10500,26990,27930.0,2660000.0
1999-05-28,10800,10800,10200,10250,23980,27265.0,2660000.0
1999-05-31,11750,11750,10850,10900,146890,28994.0,2660000.0
1999-06-01,11000,11150,10400,10450,49040,27797.0,2660000.0
1999-06-02,10150,10700,10150,10600,36630,28196.0,2660000.0
1999-06-03,10600,10900,10250,10300,33800,27398.0,2660000.0
1999-06-04,10350,10500,10200,10350,34890,27531.0,2660000.0
1999-06-07,10650,10800,10400,10500,49160,27930.0,2660000.0
1999-06-08,10600,11400,10400,11300,103640,30058.0,2660000.0
1999-06-09,11500,11500,10700,11100,58490,29526.0,2660000.0
1999-06-10,11150,11900,10900,11600,88570,30856.0,2660000.0
1999-06-11,11700,12000,11600,11950,90560,31787.0,2660000.0
1999-06-14,12400,12600,12000,12300,85250,32718.0,2660000.0
1999-06-15,12400,12550,11300,11300,104180,30058.0,2660000.0
1999-06-16,11400,11700,11200,11450,21750,30457.0,2660000.0
1999-06-17,11600,12400,11450,12000,95390,31920.0,2660000.0
1999-06-18,11700,12200,11500,11950,50900,31787.0,2660000.0
1999-06-21,12050,12250,11550,12050,58700,32053.0,2660000.0
1999-06-22,12150,12150,11700,12150,25990,32319.0,2660000.0
1999-06-23,12300,13300,12000,13200,136330,35112.0,2660000.0
1999-06-24,13300,13300,12700,12900,75860,34314.0,2660000.0
1999-06-25,12900,13600,12600,12600,102360,33516.0,2660000.0
1999-06-28,12500,12900,12000,12000,47250,31920.0,2660000.0
1999-06-29,12150,12400,11700,12000,36720,31920.0,2660000.0
1999-06-30,12200,12500,11600,11800,40600,31388.0,2660000.0
1999-07-01,11800,12700,11800,12700,77540,33782.0,2660000.0
1999-07-02,12800,13200,12350,13000,92690,34580.0,2660000.0
1999-07-05,13000,13500,12700,12750,95890,33915.0,2660000.0
1999-07-06,12900,13400,12600,12800,81360,34048.0,2660000.0
1999-07-07,12800,13000,12000,12700,71570,33782.0,2660000.0
1999-07-08,12400,13400,12400,13100,106880,34846.0,2660000.0
1999-07-09,13300,14500,12800,14100,163520,37506.0,2660000.0
1999-07-12,14500,14600,13600,13600,102930,36176.0,2660000.0
1999-07-13,13700,13900,13100,13600,65650,36176.0,2660000.0
1999-07-14,13800,13800,13000,13200,45540,35112.0,2660000.0
1999-07-15,13000,13200,12350,13200,57390,35112.0,2660000.0
1999-07-16,13200,13400,12950,13050,80240,34713.0,2660000.0
1999-07-19,13000,13300,12500,12500,45780,33250.0,2660000.0
1999-07-20,12600,13200,12600,13000,63740,34580.0,2660000.0
1999-07-21,12600,12950,12100,12600,54330,33516.0,2660000.0
1999-07-22,12600,12800,11500,12600,91690,33516.0,2660000.0
1999-07-23,12600,13300,12300,12500,93280,33250.0,2660000.0
1999-07-26,12300,12300,11000,11400,48390,30324.0,2660000.0
1999-07-27,11000,11600,11000,11600,49980,30856.0,2660000.0
1999-07-28,12000,12000,11400,11900,31690,31654.0,2660000.0
1999-07-29,11500,11850,11400,11800,81640,31388.0,2660000.0
1999-07-30,11800,11800,11050,11200,25450,29792.0,2660000.0
1999-08-02,11400,11750,10500,11700,48510,31122.0,2660000.0
1999-08-03,11300,12200,11300,11800,43490,31388.0,2660000.0
1999-08-04,11800,12400,11500,11500,31040,30590.0,2660000.0
1999-08-05,11800,11950,11400,11500,53700,30590.0,2660000.0
1999-08-06,11800,11900,11100,11500,49500,30590.0,2660000.0
1999-08-09,11800,12600,11800,12000,104940,31920.0,2660000.0
1999-08-10,12350,12350,11300,11400,47380,30324.0,2660000.0
1999-08-11,11500,11800,10850,10950,51770,29127.0,2660000.0
1999-08-12,11100,11600,10900,11500,51760,30590.0,2660000.0
1999-08-13,11100,11700,10600,11700,54120,31122.0,2660000.0
1999-08-16,11500,11800,11300,11600,63750,30856.0,2660000.0
1999-08-17,12000,12600,11850,11850,239320,31521.0,2660000.0
1999-08-18,12000,12100,10500,10900,80970,28994.0,2660000.0
1999-08-19,11100,11600,10900,11350,77460,30191.0,2660000.0
1999-08-20,11500,11900,10850,11000,59000,29260.0,2660000.0
1999-08-23,11500,11500,11000,11200,97250,29792.0,2660000.0
1999-08-24,11050,11400,10900,11200,54100,29792.0,2660000.0
1999-08-25,11200,11200,11000,11100,69440,29526.0,2660000.0
1999-08-26,10950,11600,10700,11550,138240,30723.0,2660000.0
1999-08-27,11550,11550,10900,11000,86630,29260.0,2660000.0
1999-08-30,11000,11200,10800,10850,65280,28861.0,2660000.0
1999-08-31,10800,11000,10600,10600,45280,28196.0,2660000.0
1999-09-01,10250,10500,9800,10000,67890,26600.0,2660000.0
1999-09-02,9550,9800,9360,9570,41120,25456.0,2660000.0
1999-09-03,9300,9850,9120,9700,56980,25802.0,2660000.0
1999-09-06,9950,9950,9100,9450,35600,25137.0,2660000.0
1999-09-07,9700,10100,9550,10000,97520,26600.0,2660000.0
1999-09-08,10100,10450,9560,9630,93830,25616.0,2660000.0
1999-09-09,9600,9690,9400,9510,43700,25297.0,2660000.0
1999-09-10,9620,9700,9410,9410,53670,25031.0,2660000.0
1999-09-13,9510,9690,9230,9300,59770,24738.0,2660000.0
1999-09-14,9400,9500,9300,9450,37820,25137.0,2660000.0
1999-09-15,9450,9670,9310,9530,55670,25350.0,2660000.0
1999-09-16,9600,9870,9450,9470,94810,25190.0,2660000.0
1999-09-17,9500,9500,9120,9240,35340,24578.0,2660000.0
1999-09-20,9300,9600,9200,9410,52020,25031.0,2660000.0
1999-09-21,9520,9650,9420,9500,51820,25270.0,2660000.0
1999-09-22,9500,9500,9210,9270,43800,24658.0,2660000.0
1999-09-27,9270,9350,8860,8900,39260,23674.0,2660000.0
1999-09-28,8510,8880,8510,8600,26010,22876.0,2660000.0
1999-09-29,8680,8800,8230,8230,30940,21892.0,2660000.0
1999-09-30,8020,8250,7890,8090,38920,21519.0,2660000.0
1999-10-01,8100,8100,7000,7500,25520,19950.0,2660000.0
1999-10-04,7600,7600,7330,7500,26280,19950.0,2660000.0
1999-10-05,7500,7600,7150,7290,23360,19391.0,2660000.0
1999-10-06,7200,7450,7060,7450,31540,19817.0,2660000.0
1999-10-07,7500,7780,7370,7650,50000,20349.0,2660000.0
1999-10-08,7710,8000,7550,7950,51780,21147.0,2660000.0
1999-10-11,8200,8300,7900,8060,42150,21440.0,2660000.0
1999-10-12,8000,8060,7820,8050,48030,21413.0,2660000.0
1999-10-13,8150,8200,7960,8060,26440,21440.0,2660000.0
1999-10-14,8000,8300,7960,8050,36200,21413.0,2660000.0
1999-10-15,8090,8190,8010,8050,18100,21413.0,2660000.0
1999-10-18,7950,7950,7450,7450,33080,19817.0,2660000.0
1999-10-19,7650,7650,7210,7300,17580,19418.0,2660000.0
1999-10-20,7400,8100,7400,7650,39100,20349.0,2660000.0
1999-10-21,7810,8200,7800,7800,24170,20748.0,2660000.0
1999-10-22,7810,7880,7660,7700,18880,20482.0,2660000.0
1999-10-25,7700,7790,7460,7460,15410,19844.0,2660000.0
1999-10-26,7300,7590,7300,7450,11930,19817.0,2660000.0
1999-10-27,7370,7500,7350,7390,9480,19657.0,2660000.0
1999-10-28,7400,7680,7210,7500,25430,19950.0,2660000.0
1999-10-29,7420,7600,7420,7500,40550,19950.0,2660000.0
1999-11-01,7590,7800,7550,7710,26670,20509.0,2660000.0
1999-11-02,7720,8390,7600,8190,122730,21785.0,2660000.0
1999-11-03,8500,8500,8020,8050,57760,21413.0,2660000.0
1999-11-04,8000,8200,7900,8000,74630,21280.0,2660000.0
1999-11-05,8020,8180,7920,8000,59950,21280.0,2660000.0
1999-11-08,8010,8300,7940,8220,84080,21865.0,2660000.0
1999-11-09,8300,8430,8160,8300,47010,22078.0,2660000.0
1999-11-10,8400,8450,8050,8300,63880,22078.0,2660000.0
1999-11-11,8180,9150,8010,8550,181970,22743.0,2660000.0
1999-11-12,8320,8900,8310,8390,92750,22317.0,2660000.0
1999-11-15,8390,8400,8050,8060,70390,21440.0,2660000.0
1999-11-16,8100,8160,7940,8000,50680,21280.0,2660000.0
1999-11-17,8000,8170,7700,7780,34500,20695.0,2660000.0
1999-11-18,7500,8480,7500,8000,99130,21280.0,2660000.0
1999-11-19,8000,8000,7660,7840,48090,20854.0,2660000.0
1999-11-22,7650,7970,7550,7600,46440,20216.0,2660000.0
1999-11-23,7680,7880,7510,7540,34260,20056.0,2660000.0
1999-11-24,7420,7640,7380,7500,43900,19950.0,2660000.0
1999-11-25,7560,7600,7120,7250,30160,19285.0,2660000.0
1999-11-26,7020,7170,6550,6700,23130,17822.0,2660000.0
1999-11-29,6150,6690,6150,6560,22560,17450.0,2660000.0
1999-11-30,6600,6710,6310,6690,22470,17795.0,2660000.0
1999-12-01,6610,6870,6500,6560,27080,17450.0,2660000.0
1999-12-02,6740,7540,6700,7540,108360,20056.0,2660000.0
1999-12-03,7600,7740,6900,7050,148660,18753.0,2660000.0
1999-12-06,7500,7500,7000,7390,56980,19657.0,2660000.0
1999-12-07,7200,7800,6500,7000,61640,18620.0,2660000.0
1999-12-08,6820,7800,6530,7500,119950,19950.0,2660000.0
1999-12-09,7800,8290,7670,8110,151090,21573.0,2660000.0
1999-12-10,8100,8330,7600,7850,98620,20881.0,2660000.0
1999-12-13,8100,8900,7900,8750,130530,23275.0,2660000.0
1999-12-14,9000,10050,8900,9900,349670,26334.0,2660000.0
1999-12-15,9890,9890,8420,8420,165550,22397.0,2660000.0
1999-12-16,8400,8430,7700,7700,98510,20482.0,2660000.0
1999-12-17,7800,8380,7200,7250,42940,19285.0,2660000.0
1999-12-20,7260,7800,7050,7200,48620,19152.0,2660000.0
1999-12-21,7080,7400,6650,6660,55230,17716.0,2660000.0
1999-12-22,6500,6800,6300,6410,40010,17051.0,2660000.0
1999-12-23,6420,7000,6320,6510,47670,17317.0,2660000.0
1999-12-24,6000,6510,6000,6200,46560,16492.0,2660000.0
1999-12-27,6200,6370,6110,6200,37330,16492.0,2660000.0
1999-12-28,6200,6350,5820,6090,44810,16199.0,2660000.0
2000-01-04,5950,6800,5500,6470,25290,17210.0,2660000.0
2000-01-05,6350,6790,6050,6250,42750,16625.0,2660000.0
2000-01-06,6270,6450,5670,5710,22100,15189.0,2660000.0
2000-01-07,5900,6350,5750,6340,42050,16864.0,2660000.0
2000-01-10,6510,6510,6020,6110,30910,16253.0,2660000.0
2000-01-11,6110,6150,5900,5980,31160,15907.0,2660000.0
2000-01-12,5810,6120,5700,5700,30100,15162.0,2660000.0
2000-01-13,5710,5900,5530,5610,27670,14923.0,2660000.0
2000-01-14,5690,5780,5620,5700,24750,15162.0,2660000.0
2000-01-17,5710,5900,5710,5720,34790,15215.0,2660000.0
2000-01-18,5630,5700,5500,5640,27340,15002.0,2660000.0
2000-01-19,5500,5700,5320,5420,21430,14417.0,2660000.0
2000-01-20,5400,5590,5010,5050,15730,13433.0,2660000.0
2000-01-21,5100,5340,5050,5130,25560,13646.0,2660000.0
2000-01-24,5150,5440,5150,5250,12960,13965.0,2660000.0
2000-01-25,5350,5350,5080,5170,11490,13752.0,2660000.0
2000-01-26,5170,5300,5110,5200,16620,13832.0,2660000.0
2000-01-27,5210,5800,5210,5600,33990,14896.0,2660000.0
2000-01-28,5710,5800,5400,5640,15010,15002.0,2660000.0
2000-01-31,5460,5690,5400,5550,18880,14763.0,2660000.0
2000-02-01,5600,5730,5560,5600,19400,14896.0,2660000.0
2000-02-02,5600,5990,5600,5900,26890,15694.0,2660000.0
2000-02-03,5900,6280,5840,5860,35230,15588.0,2660000.0
2000-02-07,5900,6090,5840,5960,22950,15854.0,2660000.0
2000-02-08,5850,6280,5720,5900,25800,15694.0,2660000.0
2000-02-09,5850,6180,5500,5790,35470,15401.0,2660000.0
2000-02-10,5730,5900,5340,5450,22880,14497.0,2660000.0
2000-02-11,5320,5900,5220,5900,37960,15694.0,2660000.0
2000-02-14,5550,5790,5390,5410,18400,14391.0,2660000.0
2000-02-15,5420,5800,5400,5400,37410,14364.0,2660000.0
2000-02-16,5350,5780,5350,5570,22650,14816.0,2660000.0
2000-02-17,5570,6400,5410,6400,105370,17024.0,2660000.0
2000-02-18,6900,7360,6500,7360,139730,19578.0,2660000.0
2000-02-21,7560,8460,7500,8460,249910,22504.0,2660000.0
2000-02-22,8460,8800,7200,8400,226670,22344.0,2660000.0
2000-02-23,8300,8800,7500,8450,263440,22477.0,2660000.0
2000-02-24,8500,8900,8220,8450,168720,22477.0,2660000.0
2000-02-25,8700,9710,8550,9710,277880,25829.0,2660000.0
2000-02-28,9800,10500,8260,8500,530400,22610.0,2660000.0
2000-02-29,8500,8800,7990,8700,227400,23142.0,2660000.0
2000-03-02,8900,10000,8800,10000,272860,26600.0,2660000.0
2000-03-03,10400,11500,10200,11500,483300,30590.0,2660000.0
2000-03-06,11700,11900,11000,11500,240410,30590.0,2660000.0
2000-03-07,11500,13200,11500,13200,345610,35112.0,2660000.0
2000-03-08,13400,14100,12800,13200,237620,35112.0,2660000.0
2000-03-09,14900,14900,11250,11250,819890,29925.0,2660000.0
2000-03-10,10700,11600,9900,10300,562400,27398.0,2660000.0
2000-03-13,10700,11200,10300,10300,344210,27398.0,2660000.0
2000-03-14,10300,10700,9200,9410,205690,25031.0,2660000.0
2000-03-15,9300,9300,8110,8250,269250,21945.0,2660000.0
2000-03-16,8800,9100,8000,8300,295810,22078.0,2660000.0
2000-03-17,8500,8750,7710,7750,163340,20615.0,2660000.0
2000-03-20,7750,8450,7600,7930,227450,21094.0,2660000.0
2000-03-21,7950,8090,7300,7590,148650,20189.0,2660000.0
2000-03-22,7840,8600,7720,8000,259150,21280.0,2660000.0
2000-03-23,8400,8400,7840,8090,165570,21519.0,2660000.0
2000-03-24,8000,9240,8000,8300,326250,22078.0,2660000.0
2000-03-27,8600,8650,8210,8220,127450,21865.0,2660000.0
2000-03-28,8320,8690,8320,8360,127560,22238.0,2660000.0
2000-03-29,7860,8250,7400,8050,107370,21413.0,2660000.0
2000-03-30,8100,8150,7500,7600,61630,20216.0,2660000.0
2000-03-31,7500,7800,7500,7510,62850,19977.0,2660000.0
2000-04-03,7460,7750,6720,6840,99910,18194.0,2660000.0
2000-04-04,6850,6950,6010,6520,67110,17343.0,2660000.0
2000-04-06,6700,6900,6400,6520,61930,17343.0,2660000.0
2000-04-07,6750,7200,6620,6870,108990,18274.0,2660000.0
2000-04-10,6910,7300,6640,7010,86820,18647.0,2660000.0
2000-04-11,6710,6950,6500,6500,47750,17290.0,2660000.0
2000-04-12,6700,6700,6320,6500,72720,17290.0,2660000.0
2000-04-14,6400,6690,6350,6510,33780,17317.0,2660000.0
2000-04-17,6200,6220,5540,5540,54110,14736.0,2660000.0
2000-04-18,5760,5960,5760,5950,51070,15827.0,2660000.0
2000-04-19,6300,6370,6060,6150,68630,16359.0,2660000.0
2000-04-20,5860,6380,5860,6060,26550,16120.0,2660000.0
2000-04-21,6100,6280,5950,6170,27830,16412.0,2660000.0
2000-04-24,6200,6670,6200,6300,37590,16758.0,2660000.0
2000-04-25,6500,6500,6120,6300,27340,16758.0,2660000.0
2000-04-26,6400,6400,5930,5950,25140,15827.0,2660000.0
2000-04-27,5800,5950,5440,5550,34810,14763.0,2660000.0
2000-04-28,5600,5940,5600,5760,30790,15322.0,2660000.0
2000-05-02,6210,6620,6130,6620,36870,17609.0,2660000.0
2000-05-03,7370,7590,6820,7400,266700,19684.0,2660000.0
2000-05-04,6930,8300,6930,7750,271060,20615.0,2660000.0
2000-05-08,8100,8150,7300,7420,167040,19737.0,2660000.0
2000-05-09,7550,7750,6900,6970,74580,18540.0,2660000.0
2000-05-10,6950,7300,6810,7130,78550,18966.0,2660000.0
2000-05-12,6720,7500,6720,7190,139490,19125.0,2660000.0
2000-05-15,7300,7800,6840,7050,151810,18753.0,2660000.0
2000-05-16,7210,7290,6500,6640,94440,17662.0,2660000.0
2000-05-17,6800,7140,6100,6110,121560,16253.0,2660000.0
2000-05-18,6000,6000,5450,5610,83500,14923.0,2660000.0
2000-05-19,5600,6180,5350,6000,75190,15960.0,2660000.0
2000-05-22,6000,6500,5650,5790,64520,15401.0,2660000.0
2000-05-23,5600,6000,5550,5810,58350,15455.0,2660000.0
2000-05-24,6000,6000,5500,5850,64800,15561.0,2660000.0
2000-05-25,6060,6450,5950,6400,77640,17024.0,2660000.0
2000-05-26,6250,6300,5760,5780,51830,15375.0,2660000.0
2000-05-29,5510,6000,5510,5790,36190,15401.0,2660000.0
2000-05-30,6100,6100,5890,6000,44180,15960.0,2660000.0
2000-05-31,6200,6550,6110,6250,118240,16625.0,2660000.0
2000-06-01,6200,6450,6020,6300,103980,16758.0,2660000.0
2000-06-02,6500,6500,6160,6220,86020,16545.0,2660000.0
2000-06-05,6290,6600,6280,6420,112050,17077.0,2660000.0
2000-06-07,6450,6800,6420,6650,126210,17689.0,2660000.0
2000-06-08,6800,6890,6100,6450,116590,17157.0,2660000.0
2000-06-09,6430,6500,6100,6210,64140,16519.0,2660000.0
2000-06-12,6350,7140,6350,7140,450720,18992.0,2660000.0
2000-06-13,6820,6980,6300,6320,133440,16811.0,2660000.0
2000-06-14,6680,6680,6170,6260,50990,16652.0,2660000.0
2000-06-15,6010,6190,5810,5810,56880,15455.0,2660000.0
2000-06-16,5510,6000,5510,5730,36630,15242.0,2660000.0
2000-06-19,5710,5950,5690,5760,28640,15322.0,2660000.0
2000-06-20,5710,6000,5710,5800,29960,15428.0,2660000.0
2000-06-21,5850,5970,5760,5840,39580,15534.0,2660000.0
2000-06-22,5850,6040,5770,5810,42080,15455.0,2660000.0
2000-06-23,5850,5870,5750,5810,31930,15455.0,2660000.0
2000-06-26,5990,6300,5900,6090,57470,16199.0,2660000.0
2000-06-27,6210,6210,5930,6090,46770,16199.0,2660000.0
2000-06-28,6400,6400,6010,6150,36380,16359.0,2660000.0
2000-06-29,6150,6200,6000,6020,25720,16013.0,2660000.0
2000-06-30,6020,6090,5920,6060,15860,16120.0,2660000.0
2000-07-03,6100,6220,6000,6220,50020,16545.0,2660000.0
2000-07-04,6310,6360,6110,6130,51900,16306.0,2660000.0
2000-07-05,6150,6180,5910,6020,21220,16013.0,2660000.0
2000-07-06,6020,6170,5990,6050,42870,16093.0,2660000.0
2000-07-07,6060,6340,6010,6200,74540,16492.0,2660000.0
2000-07-10,6300,6690,6170,6240,80970,16598.0,2660000.0
2000-07-11,6300,6500,6130,6130,72020,16306.0,2660000.0
2000-07-12,6300,6640,6200,6500,111500,17290.0,2660000.0
2000-07-13,6620,6620,6210,6270,53920,16678.0,2660000.0
2000-07-14,6230,6300,6170,6170,45240,16412.0,2660000.0
2000-07-18,6100,6300,5920,5930,35680,15774.0,2660000.0
2000-07-19,5860,5900,5680,5700,39500,15162.0,2660000.0
2000-07-20,5600,5770,5600,5750,23610,15295.0,2660000.0
2000-07-21,5750,5870,5700,5700,16320,15162.0,2660000.0
2000-07-24,5710,5710,5450,5490,27370,14603.0,2660000.0
2000-07-25,5400,6270,5240,5750,52350,15295.0,2660000.0
2000-07-26,5750,5800,5650,5700,12880,15162.0,2660000.0
2000-07-27,5600,5800,5580,5610,10150,14923.0,2660000.0
2000-07-28,5710,5710,5460,5520,13340,14683.0,2660000.0
2000-07-31,5520,5520,5310,5400,14350,14364.0,2660000.0
2000-08-01,5400,5560,5400,5560,13930,14790.0,2660000.0
2000-08-02,5550,5750,5550,5650,24250,15029.0,2660000.0
2000-08-03,5550,5700,5550,5650,11100,15029.0,2660000.0
2000-08-04,5700,5700,5450,5600,17970,14896.0,2660000.0
2000-08-07,5600,5870,5500,5740,43220,15268.0,2660000.0
2000-08-08,5820,6250,5810,6000,78990,15960.0,2660000.0
2000-08-09,6100,6100,5810,5950,26230,15827.0,2660000.0
2000-08-10,5910,6240,5900,6090,43250,16199.0,2660000.0
2000-08-11,6100,6200,5900,5900,33040,15694.0,2660000.0
2000-08-14,6000,6370,5900,6300,99450,16758.0,2660000.0
2000-08-16,6400,6480,6170,6320,36610,16811.0,2660000.0
2000-08-17,6320,6450,6200,6300,51180,16758.0,2660000.0
2000-08-18,6450,6650,6200,6590,137830,17529.0,2660000.0
2000-08-21,6700,7570,6600,6850,472190,18221.0,2660000.0
2000-08-22,6990,6990,6500,6800,119810,18088.0,2660000.0
2000-08-23,6930,6930,6320,6420,77540,17077.0,2660000.0
2000-08-24,6420,6530,6100,6200,80910,16492.0,2660000.0
2000-08-25,6200,6450,6100,6300,92750,16758.0,2660000.0
2000-08-28,6150,6400,6150,6400,79870,17024.0,2660000.0
2000-08-29,6500,6500,6250,6300,35230,16758.0,2660000.0
2000-08-30,6250,6440,6250,6350,33030,16891.0,2660000.0
2000-08-31,6360,6390,6200,6290,35710,16731.0,2660000.0
2000-09-01,6290,7100,6290,6540,202200,17396.0,2660000.0
2000-09-04,6790,7520,6630,7520,410970,20003.0,2660000.0
2000-09-05,7390,7900,7110,7290,493770,19391.0,2660000.0
2000-09-06,7290,8370,7200,7900,501710,21014.0,2660000.0
2000-09-07,8100,8600,7500,7700,531170,20482.0,2660000.0
2000-09-08,7700,7900,6820,6850,268540,18221.0,2660000.0
2000-09-14,6850,7200,6530,6980,138890,18567.0,2660000.0
2000-09-15,6710,7340,6710,7300,155570,19418.0,2660000.0
2000-09-18,7460,8290,6790,7690,481590,20455.0,2660000.0
