SKC(011790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-12-15,15600,15600,14750,14900,620720,481121.0,32290000.0
2003-12-16,14500,14750,13900,14000,3040220,452060.0,32290000.0
2003-12-17,14400,14750,14100,14450,1097933,466590.0,32290000.0
2003-12-18,14600,14700,13100,13350,1791957,431072.0,32290000.0
2003-12-19,13500,13650,12700,13300,903155,429457.0,32290000.0
2003-12-22,13400,13650,12700,12700,465847,410083.0,32290000.0
2003-12-23,12800,13200,12800,13000,516209,419770.0,32290000.0
2003-12-24,13200,13550,12900,13500,784982,435915.0,32290000.0
2003-12-26,13400,13650,13150,13350,306909,431072.0,32290000.0
2003-12-29,13200,13600,13200,13500,356815,435915.0,32290000.0
2003-12-30,13750,14200,13650,14200,610710,458518.0,32290000.0
2004-01-02,14200,14350,13850,14250,428640,460132.0,32290000.0
2004-01-05,14150,14250,13750,13750,332423,443988.0,32290000.0
2004-01-06,13900,13900,13000,13300,788884,429457.0,32290000.0
2004-01-07,13200,13550,13100,13400,385499,432686.0,32290000.0
2004-01-08,13500,14300,13500,13750,1563139,443988.0,32290000.0
2004-01-09,13800,14100,13300,13350,744114,431072.0,32290000.0
2004-01-12,13550,14100,13300,14000,853134,452060.0,32290000.0
2004-01-13,14100,14550,13950,14300,1006936,461747.0,32290000.0
2004-01-14,14250,14350,14100,14300,527059,461747.0,32290000.0
2004-01-15,14350,14400,13600,13600,592815,439144.0,32290000.0
2004-01-16,13700,13900,13450,13450,403001,434300.0,32290000.0
2004-01-19,13600,13700,13100,13550,582910,437530.0,32290000.0
2004-01-20,13400,13700,13200,13700,461850,442373.0,32290000.0
2004-01-26,13700,13800,13400,13450,410913,434300.0,32290000.0
2004-01-27,13550,13550,13150,13150,392501,424614.0,32290000.0
2004-01-28,13000,13150,11200,11200,1869361,361648.0,32290000.0
2004-01-29,11600,11750,11350,11500,1271612,371335.0,32290000.0
2004-01-30,11550,11800,10800,11200,966261,361648.0,32290000.0
2004-02-02,11000,11600,11000,11500,538086,371335.0,32290000.0
2004-02-03,11400,11550,11000,11000,468740,355190.0,32290000.0
2004-02-04,11050,11350,10800,10900,484016,351961.0,32290000.0
2004-02-05,11000,11550,10950,11550,484150,372950.0,32290000.0
2004-02-06,11550,12200,11350,12100,1035476,390709.0,32290000.0
2004-02-09,12350,12450,12000,12150,562594,392324.0,32290000.0
2004-02-10,12050,12050,11750,11850,422193,382636.0,32290000.0
2004-02-11,11950,12250,11900,12100,512327,390709.0,32290000.0
2004-02-12,12350,12900,12250,12800,1145466,413312.0,32290000.0
2004-02-13,12800,13150,12550,12700,1032993,410083.0,32290000.0
2004-02-16,12800,12800,12150,12250,500513,395552.0,32290000.0
2004-02-17,12000,12000,11200,11350,1158633,366492.0,32290000.0
2004-02-18,11400,11500,10850,11200,779777,361648.0,32290000.0
2004-02-19,11300,11650,11000,11350,669060,366492.0,32290000.0
2004-02-20,11250,11600,11250,11300,390126,364877.0,32290000.0
2004-02-23,11150,11550,11150,11550,398659,372950.0,32290000.0
2004-02-24,11400,11650,11350,11500,381842,371335.0,32290000.0
2004-02-25,11450,11700,11250,11300,583415,364877.0,32290000.0
2004-02-26,11350,11400,10800,11000,481459,355190.0,32290000.0
2004-02-27,10800,10950,10350,10750,948874,347118.0,32290000.0
2004-03-02,10850,11350,10800,11350,630201,366492.0,32290000.0
2004-03-03,11200,11350,10950,10950,384957,353576.0,32290000.0
2004-03-04,11050,11350,11000,11050,513229,356804.0,32290000.0
2004-03-05,11250,11350,11100,11300,499417,364877.0,32290000.0
2004-03-08,11500,12200,11400,12150,1290341,392324.0,32290000.0
2004-03-09,12050,12250,11850,12200,641550,393938.0,32290000.0
2004-03-10,12050,12200,11450,11450,717830,369720.0,32290000.0
2004-03-11,11200,11350,10900,11300,758041,364877.0,32290000.0
2004-03-12,11100,11100,9810,10500,1019511,339045.0,32290000.0
2004-03-15,10600,10700,10200,10350,537479,334202.0,32290000.0
2004-03-16,10250,10700,10250,10550,962413,340660.0,32290000.0
2004-03-17,10650,10850,10550,10750,551230,347118.0,32290000.0
2004-03-18,10900,11100,10600,11000,486952,355190.0,32290000.0
2004-03-19,10850,11000,10750,10850,315650,350346.0,32290000.0
2004-03-22,10850,10850,10500,10550,323500,340660.0,32290000.0
2004-03-23,10400,10650,10250,10600,253607,342274.0,32290000.0
2004-03-24,10550,10600,10450,10450,177733,337430.0,32290000.0
2004-03-25,10400,10600,10000,10050,351716,324514.0,32290000.0
2004-03-26,10300,10800,10200,10800,576549,348732.0,32290000.0
2004-03-29,10800,10950,10600,10950,333842,353576.0,32290000.0
2004-03-30,10950,11350,10800,11100,750309,358419.0,32290000.0
2004-03-31,11200,11250,10700,11100,498570,358419.0,32290000.0
2004-04-01,11050,11100,10800,10800,275096,348732.0,32290000.0
2004-04-02,10850,11000,10650,10750,356010,347118.0,32290000.0
2004-04-06,11100,11550,11100,11400,1075181,368106.0,32290000.0
2004-04-07,11650,11950,11600,11750,1050927,379408.0,32290000.0
2004-04-08,11850,11900,11500,11650,560875,376178.0,32290000.0
2004-04-09,11800,12050,11600,11700,699417,377793.0,32290000.0
2004-04-12,11500,11800,11400,11550,548051,372950.0,32290000.0
2004-04-13,11650,11750,11100,11150,522243,360034.0,32290000.0
2004-04-14,11050,11600,11000,11450,504890,369720.0,32290000.0
2004-04-16,11400,11700,11300,11650,528549,376178.0,32290000.0
2004-04-19,11700,11750,11250,11400,300424,368106.0,32290000.0
2004-04-20,11600,12250,11400,12150,1064549,392324.0,32290000.0
2004-04-21,12100,12600,11900,12050,1134553,389094.0,32290000.0
2004-04-22,12300,12750,12200,12300,1070986,397167.0,32290000.0
2004-04-23,12650,12650,12100,12250,804320,395552.0,32290000.0
2004-04-26,12350,12800,12150,12450,1075185,402010.0,32290000.0
2004-04-27,12500,12600,11850,11950,686649,385866.0,32290000.0
2004-04-28,11800,11900,11500,11550,543038,372950.0,32290000.0
2004-04-29,11250,11500,10500,10550,745860,340660.0,32290000.0
2004-04-30,10300,10650,10250,10650,462820,343888.0,32290000.0
2004-05-03,10550,10750,10500,10500,246160,341829.0,32555123.0
2004-05-04,10600,10950,10550,10850,446780,353223.0,32555123.0
2004-05-06,10800,10850,10000,10000,656505,325551.0,32555123.0
2004-05-07,9900,10150,9530,10150,424190,330434.0,32555123.0
2004-05-10,9850,9970,8650,8710,564940,283555.0,32555123.0
2004-05-11,8600,8910,8400,8610,450316,280300.0,32555123.0
2004-05-12,8720,9080,8720,9020,568048,293647.0,32555123.0
2004-05-13,8850,9000,8760,8760,305106,285183.0,32555123.0
2004-05-14,8850,9060,8460,8540,348360,278021.0,32555123.0
2004-05-17,8430,8630,7500,7750,471768,252302.0,32555123.0
2004-05-18,7530,7880,7510,7880,405800,256534.0,32555123.0
2004-05-19,7980,8420,7950,8370,467079,272486.0,32555123.0
2004-05-20,8030,8190,7670,7780,460002,253279.0,32555123.0
2004-05-21,7950,8150,7750,8150,543450,265324.0,32555123.0
2004-05-24,8320,8600,8320,8430,535731,274440.0,32555123.0
2004-05-25,8200,8350,8000,8070,340452,262720.0,32555123.0
2004-05-27,8300,8370,8070,8090,398610,263371.0,32555123.0
2004-05-28,8230,8440,8120,8440,459514,274765.0,32555123.0
2004-05-31,8490,8490,8150,8300,318367,270208.0,32555123.0
2004-06-01,8300,8410,8250,8400,296881,273463.0,32555123.0
2004-06-02,8340,8370,8170,8280,299878,269556.0,32555123.0
2004-06-03,8460,8860,8000,8200,1524109,266952.0,32555123.0
2004-06-04,8310,8380,8110,8230,429710,267929.0,32555123.0
2004-06-07,8300,8460,8300,8460,495388,275416.0,32555123.0
2004-06-08,8540,8600,8240,8290,439740,269882.0,32555123.0
2004-06-09,8330,8420,7970,8010,509646,260767.0,32555123.0
2004-06-10,8130,8200,8000,8120,450462,264348.0,32555123.0
2004-06-11,8200,8220,7810,7850,414276,255558.0,32555123.0
2004-06-14,7650,7900,7350,7350,352841,239280.0,32555123.0
2004-06-15,7350,7430,7060,7380,359490,240257.0,32555123.0
2004-06-16,7300,7530,7150,7220,340575,235048.0,32555123.0
2004-06-17,7150,7250,6560,6840,820630,222677.0,32555123.0
2004-06-18,6830,6830,6600,6730,388725,219096.0,32555123.0
2004-06-21,6660,6780,6470,6520,394280,212259.0,32555123.0
2004-06-22,6550,6750,6450,6600,566920,214864.0,32555123.0
2004-06-23,6670,6800,6510,6660,478220,216817.0,32555123.0
2004-06-24,6710,6900,6710,6880,475121,223979.0,32555123.0
2004-06-25,6910,7110,6810,7080,374777,230490.0,32555123.0
2004-06-28,7100,7100,6870,6970,231720,226909.0,32555123.0
2004-06-29,6900,7160,6880,7080,349470,230490.0,32555123.0
2004-06-30,7130,7190,7020,7130,288410,232118.0,32555123.0
2004-07-01,7180,7460,7160,7310,447720,237978.0,32555123.0
2004-07-02,7200,7200,7010,7020,229830,228537.0,32555123.0
2004-07-05,6950,7080,6900,6970,100316,226909.0,32555123.0
2004-07-06,6880,7030,6850,6850,159821,223003.0,32555123.0
2004-07-07,6650,6790,6620,6760,179000,220073.0,32555123.0
2004-07-08,6770,6780,6620,6620,190368,215515.0,32555123.0
2004-07-09,6550,6880,6550,6830,161730,222351.0,32555123.0
2004-07-12,6960,6960,6700,6700,141337,218119.0,32555123.0
2004-07-13,6640,6770,6640,6770,137330,220398.0,32555123.0
2004-07-14,6750,6770,6600,6600,136447,214864.0,32555123.0
2004-07-15,6580,6700,6490,6520,168178,212259.0,32555123.0
2004-07-16,6480,6590,6480,6570,162889,213887.0,32555123.0
2004-07-19,6510,6700,6500,6680,139541,217468.0,32555123.0
2004-07-20,6680,6710,6550,6550,124472,213236.0,32555123.0
2004-07-21,6650,6840,6600,6780,253165,220724.0,32555123.0
2004-07-22,6650,6800,6590,6800,116880,221375.0,32555123.0
2004-07-23,6900,7050,6770,6920,223558,225281.0,32555123.0
2004-07-26,6850,6910,6720,6750,128790,219747.0,32555123.0
2004-07-27,6750,6750,6550,6660,155270,216817.0,32555123.0
2004-07-28,6710,6770,6630,6630,131811,215840.0,32555123.0
2004-07-29,6690,6690,6500,6530,174460,212585.0,32555123.0
2004-07-30,6550,6700,6510,6570,226020,213887.0,32555123.0
2004-08-02,6560,6560,6190,6190,301152,201516.0,32555123.0
2004-08-03,6190,6250,6030,6030,215745,196307.0,32555123.0
2004-08-04,5900,5990,5640,5900,359240,192075.0,32555123.0
2004-08-05,5920,6210,5920,6110,259815,198912.0,32555123.0
2004-08-06,5990,6190,5970,6040,143270,196633.0,32555123.0
2004-08-09,6000,6170,5990,6160,129960,200540.0,32555123.0
2004-08-10,6160,6270,6160,6250,154609,203470.0,32555123.0
2004-08-11,6300,6470,6300,6430,255718,209329.0,32555123.0
2004-08-12,6420,6730,6410,6610,235770,215189.0,32555123.0
2004-08-13,6730,6730,6180,6400,775964,208353.0,32555123.0
2004-08-16,6400,6500,6350,6440,169260,209655.0,32555123.0
2004-08-17,6520,6550,6330,6330,199700,206074.0,32555123.0
2004-08-18,6330,6400,6280,6340,189930,206399.0,32555123.0
2004-08-19,6400,6560,6380,6540,263079,212911.0,32555123.0
2004-08-20,6500,6540,6450,6540,117878,212911.0,32555123.0
2004-08-23,6560,6690,6500,6690,191660,217794.0,32555123.0
2004-08-24,6700,6820,6690,6770,210401,220398.0,32555123.0
2004-08-25,6800,6850,6700,6850,184605,223003.0,32555123.0
2004-08-26,6880,6930,6800,6850,167045,223003.0,32555123.0
2004-08-27,6850,7080,6740,7050,219255,229514.0,32555123.0
2004-08-30,7080,7300,7050,7190,362880,234071.0,32555123.0
2004-08-31,7190,7250,7130,7240,177070,235699.0,32555123.0
2004-09-01,7240,7610,7210,7570,449540,246442.0,32555123.0
2004-09-02,7540,7630,7430,7620,343320,248070.0,32555123.0
2004-09-03,7560,7650,7410,7500,267982,244163.0,32555123.0
2004-09-06,7450,7540,7320,7320,170276,238304.0,32555123.0
2004-09-07,7380,7460,7280,7340,176649,238955.0,32555123.0
2004-09-08,7380,7580,7350,7440,224020,242210.0,32555123.0
2004-09-09,7410,7440,7280,7370,186332,239931.0,32555123.0
2004-09-10,7350,7580,7350,7550,230200,245791.0,32555123.0
2004-09-13,7610,8030,7550,7900,714286,257185.0,32555123.0
2004-09-14,8040,8060,7670,7780,354950,253279.0,32555123.0
2004-09-15,7820,8170,7760,8060,438360,262394.0,32555123.0
2004-09-16,8000,9090,8000,8610,1877062,280300.0,32555123.0
2004-09-17,8720,8850,8450,8700,601103,283230.0,32555123.0
2004-09-20,8750,9110,8600,9070,937331,295275.0,32555123.0
2004-09-21,9050,9140,8890,9100,530376,296252.0,32555123.0
2004-09-22,9040,9040,8500,8600,644076,279974.0,32555123.0
2004-09-23,8420,8700,8350,8520,349218,277370.0,32555123.0
2004-09-24,8470,8640,8050,8400,412994,273463.0,32555123.0
2004-09-30,8300,8760,8230,8760,341989,285183.0,32555123.0
2004-10-01,8670,8710,8550,8680,369425,282578.0,32555123.0
2004-10-04,8800,8870,8730,8790,476232,286160.0,32555123.0
2004-10-05,8800,8830,8390,8450,585813,275091.0,32555123.0
2004-10-06,8390,8510,8280,8340,349097,271510.0,32555123.0
2004-10-07,8340,8520,8340,8360,358382,272161.0,32555123.0
2004-10-08,8100,8780,8100,8570,1219249,278997.0,32555123.0
2004-10-11,8580,9720,8570,9480,2031141,308623.0,32555123.0
2004-10-12,9580,9580,8860,9080,893440,295601.0,32555123.0
2004-10-13,9250,9990,9150,9750,1946126,317412.0,32555123.0
2004-10-14,9650,9720,9280,9300,838830,302763.0,32555123.0
2004-10-15,9030,9350,8850,9270,509518,301786.0,32555123.0
2004-10-18,9220,9670,9220,9370,1042163,305042.0,32555123.0
2004-10-19,9460,9520,9050,9150,582242,297879.0,32555123.0
2004-10-20,9160,9290,8510,8510,637499,277044.0,32555123.0
2004-10-21,8520,8640,8050,8100,542860,263696.0,32555123.0
2004-10-22,8200,8320,8160,8160,370053,265650.0,32555123.0
2004-10-25,8090,8090,7720,7760,358346,252628.0,32555123.0
2004-10-26,7810,8240,7810,8230,436514,267929.0,32555123.0
2004-10-27,8360,8460,7880,8050,462890,262069.0,32555123.0
2004-10-28,8300,8370,8210,8240,362602,268254.0,32555123.0
2004-10-29,8150,8170,7940,8000,270663,260441.0,32555123.0
2004-11-01,8000,8210,8000,8050,145151,262069.0,32555123.0
2004-11-02,8350,8580,8270,8450,602668,275091.0,32555123.0
2004-11-03,8450,8760,8260,8760,512550,285183.0,32555123.0
2004-11-04,8800,8940,8680,8700,453287,283230.0,32555123.0
2004-11-05,8870,9220,8700,9100,813962,296252.0,32555123.0
2004-11-08,9180,9180,8690,8750,441623,284857.0,32555123.0
2004-11-09,8750,9110,8660,9100,483057,296252.0,32555123.0
2004-11-10,9120,9400,9120,9200,615730,299507.0,32555123.0
2004-11-11,9280,9680,9200,9470,1214345,308297.0,32555123.0
2004-11-12,9630,9670,9370,9500,658212,309274.0,32555123.0
2004-11-15,9250,9290,8890,8900,1378554,289741.0,32555123.0
2004-11-16,8860,9130,8820,9020,574883,293647.0,32555123.0
2004-11-17,9140,9140,8740,9050,753577,294624.0,32555123.0
2004-11-18,9050,9310,8880,8890,666357,289415.0,32555123.0
2004-11-19,8950,9050,8760,8850,322740,288113.0,32555123.0
2004-11-22,8610,8710,8480,8520,263940,277370.0,32555123.0
2004-11-23,8550,8670,8530,8650,263634,281602.0,32555123.0
2004-11-24,8570,8700,8500,8650,277048,281602.0,32555123.0
2004-11-25,8750,8780,8570,8610,312663,280300.0,32555123.0
2004-11-26,8570,8760,8480,8500,303290,276719.0,32555123.0
2004-11-29,8460,8550,8210,8400,339510,273463.0,32555123.0
2004-11-30,8420,8550,8360,8550,233735,278346.0,32555123.0
2004-12-01,8500,8770,8470,8750,335040,284857.0,32555123.0
2004-12-02,8860,8900,8700,8740,283612,284532.0,32555123.0
2004-12-03,8830,8870,8650,8730,167550,284206.0,32555123.0
2004-12-06,8770,9030,8730,8970,429635,292019.0,32555123.0
2004-12-07,9020,9170,8770,8800,463077,286485.0,32555123.0
2004-12-08,8650,8790,8610,8640,196894,281276.0,32555123.0
2004-12-09,8600,8640,8500,8540,253663,278021.0,32555123.0
2004-12-10,8470,8580,8170,8220,225530,267603.0,32555123.0
2004-12-13,8150,8310,8120,8250,162630,268580.0,32555123.0
2004-12-14,8330,8430,8140,8210,287220,267278.0,32555123.0
2004-12-15,8150,8310,8150,8270,199792,269231.0,32555123.0
2004-12-16,8320,8420,8310,8400,174288,273463.0,32555123.0
2004-12-17,8420,8450,8300,8310,188657,270533.0,32555123.0
2004-12-20,8270,8440,8250,8370,160618,272486.0,32555123.0
2004-12-21,8510,8750,8450,8710,497086,283555.0,32555123.0
2004-12-22,8770,8800,8590,8680,210730,282578.0,32555123.0
2004-12-23,8650,8720,8430,8470,200520,275742.0,32555123.0
2004-12-24,8380,8550,8380,8380,146080,272812.0,32555123.0
2004-12-27,8380,8520,8360,8500,123880,276719.0,32555123.0
2004-12-28,8500,9200,8430,8730,677200,284206.0,32555123.0
2004-12-29,8500,8700,8360,8680,295812,282578.0,32555123.0
2004-12-30,8860,8860,8560,8720,232582,283881.0,32555123.0
2005-01-03,8880,9010,8730,8950,363895,291368.0,32555123.0
2005-01-04,8820,8870,8720,8780,242798,285834.0,32555123.0
2005-01-05,8680,8680,8580,8640,259061,281276.0,32555123.0
2005-01-06,8640,8740,8570,8670,270227,282253.0,32555123.0
2005-01-07,8670,8750,8490,8490,238437,276393.0,32555123.0
2005-01-10,8440,8580,8410,8530,200846,277695.0,32555123.0
2005-01-11,8540,8910,8540,8870,543087,288764.0,32555123.0
2005-01-12,8910,9000,8770,8950,370458,291368.0,32555123.0
2005-01-13,9050,9100,8850,8970,458433,292019.0,32555123.0
2005-01-14,8890,9210,8890,9150,847539,297879.0,32555123.0
2005-01-17,9350,9350,9080,9290,572146,302437.0,32555123.0
2005-01-18,9500,9750,9450,9730,1330352,316761.0,32555123.0
2005-01-19,9720,10100,9520,9850,1244641,320668.0,32555123.0
2005-01-20,9900,9900,9550,9570,483332,311553.0,32555123.0
2005-01-21,9570,10500,9570,10300,1374823,335318.0,32555123.0
2005-01-24,10300,10700,9950,10350,1045621,336946.0,32555123.0
2005-01-25,10050,10200,9880,10000,571851,325551.0,32555123.0
2005-01-26,9960,10200,9880,10050,699987,327179.0,32555123.0
2005-01-27,10050,10400,9960,10100,1049173,328807.0,32555123.0
2005-01-28,10100,10100,9760,9860,511585,320994.0,32555123.0
2005-01-31,9760,9890,9640,9670,431980,314808.0,32555123.0
2005-02-01,9650,9920,9650,9880,420923,321645.0,32555123.0
2005-02-02,9940,10400,9940,10350,918967,336946.0,32555123.0
2005-02-03,10400,10500,10150,10150,410663,330434.0,32555123.0
2005-02-04,10200,10650,10050,10500,578913,341829.0,32555123.0
2005-02-07,10700,10950,10300,10300,725818,335318.0,32555123.0
2005-02-11,10000,10100,9690,9780,864090,318389.0,32555123.0
2005-02-14,9880,9940,9610,9610,995645,312855.0,32555123.0
2005-02-15,9670,9710,9410,9700,959132,315785.0,32555123.0
2005-02-16,9710,9980,9710,9840,1123019,320342.0,32555123.0
2005-02-17,9900,9930,9710,9770,527173,318064.0,32555123.0
2005-02-18,9760,10200,9730,10150,770080,330434.0,32555123.0
2005-02-21,10300,10300,9920,9920,787000,322947.0,32555123.0
2005-02-22,9900,10100,9650,9700,682723,315785.0,32555123.0
2005-02-23,9570,9640,9350,9400,664272,306018.0,32555123.0
2005-02-24,9420,9670,9420,9550,363950,310901.0,32555123.0
2005-02-25,9560,9630,9370,9370,691980,305042.0,32555123.0
2005-02-28,9500,9700,9460,9660,480960,314482.0,32555123.0
2005-03-02,9720,9930,9670,9810,537457,319366.0,32555123.0
2005-03-03,9820,9890,9700,9800,411342,319040.0,32555123.0
2005-03-04,10050,10300,9970,10150,1102895,330434.0,32555123.0
2005-03-07,10300,10350,9700,9770,559456,318064.0,32555123.0
2005-03-08,9820,9920,9500,9600,343635,312529.0,32555123.0
2005-03-09,9500,9670,9500,9590,244884,312204.0,32555123.0
2005-03-10,9590,9830,9560,9790,373300,318715.0,32555123.0
2005-03-11,9820,9940,9680,9800,481914,319040.0,32555123.0
2005-03-14,9900,9960,9700,9850,347581,320668.0,32555123.0
2005-03-15,9870,9950,9410,9450,551140,307646.0,32555123.0
2005-03-16,9400,9500,9240,9350,351431,304390.0,32555123.0
2005-03-17,9270,9300,8860,8860,532870,288438.0,32555123.0
2005-03-18,8780,8940,8500,8520,507320,277370.0,32555123.0
2005-03-21,8530,8700,8430,8570,310932,278997.0,32555123.0
2005-03-22,8590,8770,8550,8660,239480,281927.0,32555123.0
2005-03-23,8570,8700,8530,8550,198847,278346.0,32555123.0
2005-03-24,8650,8680,8250,8300,282919,270208.0,32555123.0
2005-03-25,8400,8480,8320,8450,132688,275091.0,32555123.0
2005-03-28,8510,8690,8510,8670,272671,282253.0,32555123.0
2005-03-29,8740,8750,8490,8510,294730,277044.0,32555123.0
2005-03-30,8510,8580,8430,8440,173860,274765.0,32555123.0
2005-03-31,8590,8590,8460,8470,134730,275742.0,32555123.0
2005-04-01,8400,8680,8390,8580,253350,279323.0,32555123.0
2005-04-04,8510,8600,8460,8530,151578,277695.0,32555123.0
2005-04-06,8570,8950,8460,8850,466270,288113.0,32555123.0
2005-04-07,8850,9020,8730,8830,214826,287462.0,32555123.0
2005-04-08,8920,8950,8770,8780,199800,285834.0,32555123.0
2005-04-11,8690,8690,8510,8520,301920,277370.0,32555123.0
2005-04-12,8510,8670,8500,8580,157190,279323.0,32555123.0
2005-04-13,8580,8640,8510,8510,158610,277044.0,32555123.0
2005-04-14,8400,8440,8260,8300,283701,270208.0,32555123.0
2005-04-15,8240,8250,8030,8100,234680,263696.0,32555123.0
2005-04-18,7940,7980,7650,7660,327330,249372.0,32555123.0
2005-04-19,7670,7820,7670,7800,146881,253930.0,32555123.0
2005-04-20,7830,7950,7790,7810,223230,254256.0,32555123.0
2005-04-21,7720,7830,7600,7820,115310,254581.0,32555123.0
2005-04-22,8000,8050,7940,7940,200644,258488.0,32555123.0
2005-04-25,7810,8000,7810,7860,103350,255883.0,32555123.0
2005-04-26,7810,8030,7810,8000,181860,260441.0,32555123.0
2005-04-27,7860,7970,7850,7900,136270,257185.0,32555123.0
2005-04-28,7900,8010,7850,7940,135086,258488.0,32555123.0
2005-04-29,7780,8000,7760,8000,161643,260441.0,32555123.0
2005-05-02,7920,8070,7920,8010,180604,260767.0,32555123.0
2005-05-03,8020,8190,8020,8140,152210,264999.0,32555123.0
2005-05-04,8230,8750,8230,8500,636784,276719.0,32555123.0
2005-05-06,8600,8610,8340,8460,206022,275416.0,32555123.0
2005-05-09,8460,8460,8070,8400,183660,273463.0,32555123.0
2005-05-10,8310,8340,8150,8180,162980,266301.0,32555123.0
2005-05-11,8030,8090,7770,7780,300391,253279.0,32555123.0
2005-05-12,7850,7900,7770,7770,111867,252953.0,32555123.0
2005-05-13,7750,7980,7700,7800,149680,253930.0,32555123.0
2005-05-16,7720,7860,7720,7770,108000,252953.0,32555123.0
2005-05-17,7830,7930,7760,7770,164710,252953.0,32555123.0
2005-05-18,7800,7840,7690,7700,208860,250674.0,32555123.0
2005-05-19,7810,7930,7730,7900,244371,257185.0,32555123.0
2005-05-20,7920,7980,7860,7980,204061,259790.0,32555123.0
2005-05-23,7930,8520,7930,8450,1060531,275091.0,32555123.0
2005-05-24,8600,8600,8270,8270,487353,269231.0,32555123.0
2005-05-25,8290,8560,8200,8540,541297,278021.0,32555123.0
2005-05-26,8500,8620,8420,8590,391963,279649.0,32555123.0
2005-05-27,8590,8710,8470,8700,339511,283230.0,32555123.0
2005-05-30,8650,8750,8600,8700,189510,283230.0,32555123.0
2005-05-31,8700,8700,8460,8650,228540,281602.0,32555123.0
2005-06-01,8550,8640,8510,8580,169061,279323.0,32555123.0
2005-06-02,8630,8650,8530,8590,184609,279649.0,32555123.0
2005-06-03,8610,8680,8560,8680,157452,282578.0,32555123.0
2005-06-07,8650,8690,8520,8520,173443,277370.0,32555123.0
2005-06-08,8530,8620,8370,8390,216447,273137.0,32555123.0
2005-06-09,8410,8450,8310,8310,307259,270533.0,32555123.0
2005-06-10,8400,8880,8390,8530,472621,277695.0,32555123.0
2005-06-13,8530,8700,8460,8500,242662,276719.0,32555123.0
2005-06-14,8500,8610,8470,8520,218750,277370.0,32555123.0
2005-06-15,8490,8770,8400,8750,392434,284857.0,32555123.0
2005-06-16,8750,8810,8660,8670,251730,282253.0,32555123.0
2005-06-17,8750,8990,8660,8780,512900,285834.0,32555123.0
2005-06-20,8870,8900,8590,8610,156505,280300.0,32555123.0
2005-06-21,8520,8750,8430,8750,229130,284857.0,32555123.0
2005-06-22,8580,8780,8580,8750,265566,284857.0,32555123.0
2005-06-23,8750,9190,8700,9150,649941,297879.0,32555123.0
2005-06-24,9070,9370,9030,9190,491500,299182.0,32555123.0
2005-06-27,9110,9460,9030,9460,866455,307971.0,32555123.0
2005-06-28,9400,9750,9380,9730,829685,316761.0,32555123.0
2005-06-29,9750,9790,9500,9750,516220,317412.0,32555123.0
2005-06-30,9730,9940,9620,9910,580173,322621.0,32555123.0
2005-07-01,9890,9970,9820,9900,354221,322296.0,32555123.0
2005-07-04,9900,10600,9750,10600,978875,345084.0,32555123.0
2005-07-05,10500,10600,9990,10200,383430,332062.0,32555123.0
2005-07-06,10300,10300,9900,9980,355260,324900.0,32555123.0
2005-07-07,9820,10150,9750,10150,668527,330434.0,32555123.0
2005-07-08,10000,10050,9730,9760,408580,317738.0,32555123.0
2005-07-11,9800,10050,9740,9910,517951,322621.0,32555123.0
2005-07-12,9760,9800,9010,9120,1415060,296903.0,32555123.0
2005-07-13,9100,9220,8930,9150,561670,297879.0,32555123.0
2005-07-14,9230,9430,9180,9350,520260,304390.0,32555123.0
2005-07-15,9350,9420,9140,9210,373082,299833.0,32555123.0
2005-07-18,9190,9300,9150,9170,209749,298530.0,32555123.0
2005-07-19,9170,9590,9170,9520,391080,309925.0,32555123.0
2005-07-20,9690,9740,9500,9690,424810,315459.0,32555123.0
2005-07-21,9750,10100,9720,9820,342942,319691.0,32555123.0
2005-07-22,9800,9960,9550,9960,337156,324249.0,32555123.0
2005-07-25,10100,10300,9990,10250,638030,333690.0,32555123.0
2005-07-26,10150,10500,10000,10400,369740,338573.0,32555123.0
2005-07-27,10350,10550,10300,10500,359540,341829.0,32555123.0
2005-07-28,10500,10550,10050,10350,378841,336946.0,32555123.0
2005-07-29,10300,10350,10100,10200,203900,332062.0,32555123.0
2005-08-01,10100,10100,9800,9980,328970,324900.0,32555123.0
2005-08-02,9910,9960,9840,9900,115470,322296.0,32555123.0
2005-08-03,9950,10100,9790,9850,323680,320668.0,32555123.0
2005-08-04,10100,10150,9520,9660,302489,314482.0,32555123.0
2005-08-05,9620,9640,9390,9480,169522,308623.0,32555123.0
2005-08-08,9390,9660,9390,9560,150082,311227.0,32555123.0
2005-08-09,9450,9780,9450,9750,174613,317412.0,32555123.0
2005-08-10,9750,9900,9710,9830,120400,320017.0,32555123.0
2005-08-11,9800,9890,9600,9830,224023,320017.0,32555123.0
2005-08-12,9900,10150,9780,10000,326686,325551.0,32555123.0
2005-08-16,10100,10250,9960,10000,278880,325551.0,32555123.0
2005-08-17,9940,10500,9910,10500,759754,341829.0,32555123.0
2005-08-18,10650,11200,10400,10650,1036889,346712.0,32555123.0
2005-08-19,10650,10800,10300,10750,394509,349968.0,32555123.0
2005-08-22,10650,10900,10650,10850,490382,353223.0,32555123.0
2005-08-23,10850,10950,10600,10900,386930,354851.0,32555123.0
2005-08-24,10850,11100,10400,10550,672790,343457.0,32555123.0
2005-08-25,10350,11200,10300,11200,794074,364617.0,32555123.0
