한국콜마(161890),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-07-07,49850,49850,48950,49450,114111,963473.0,19483772.0
2014-07-08,49500,49500,48350,48500,114631,944963.0,19483772.0
2014-07-09,48500,51500,48100,51500,300688,1003414.0,19483772.0
2014-07-10,51500,51500,50200,50700,239885,987827.0,19483772.0
2014-07-11,50500,52800,50400,52200,455382,1017053.0,19483772.0
2014-07-14,53000,53800,52400,53700,148035,1046279.0,19483772.0
2014-07-15,54600,55200,52900,53800,196951,1048227.0,19483772.0
2014-07-16,54000,54500,52300,54100,185119,1054072.0,19483772.0
2014-07-17,54200,54800,53500,54100,101462,1054072.0,19483772.0
2014-07-18,53000,54600,53000,54100,73307,1054072.0,19483772.0
2014-07-21,54200,54200,52900,53300,92605,1038485.0,19483772.0
2014-07-22,53300,53300,51700,52300,164222,1019001.0,19483772.0
2014-07-23,52300,54200,52000,52100,211318,1015105.0,19483772.0
2014-07-24,52500,52900,48400,48400,458844,943015.0,19483772.0
2014-07-25,48250,49700,48250,49300,194350,960550.0,19483772.0
2014-07-28,49500,49900,46100,46700,359741,909892.0,19483772.0
2014-07-29,46700,47600,45000,45600,323964,888460.0,19483772.0
2014-07-30,45300,48100,44850,47600,331729,927428.0,19483772.0
2014-07-31,47850,49350,46750,49250,229016,959576.0,19483772.0
2014-08-01,49000,51700,48550,49350,294565,961524.0,19483772.0
2014-08-04,49650,50400,48300,48600,157525,946911.0,19483772.0
2014-08-05,48350,49850,48350,48800,99872,950808.0,19483772.0
2014-08-06,48850,50700,48300,50500,145921,983930.0,19483772.0
2014-08-07,50800,50900,47800,47950,181280,934247.0,19483772.0
2014-08-08,48300,48650,46800,48150,101475,938144.0,19483772.0
2014-08-11,48250,49100,47650,47750,78897,930350.0,19483772.0
2014-08-12,47650,49250,46700,49250,145158,959576.0,19483772.0
2014-08-13,49300,53000,48850,52300,348117,1019001.0,19483772.0
2014-08-14,52900,53400,51400,52400,179700,1020950.0,19483772.0
2014-08-18,52500,53100,51800,52700,94868,1026795.0,19483772.0
2014-08-19,52600,53400,52200,53300,115781,1038485.0,19483772.0
2014-08-20,53800,53800,52000,52000,127427,1013156.0,19483772.0
2014-08-21,51600,52200,50100,50400,175668,981982.0,19483772.0
2014-08-22,50200,52700,50100,52500,234231,1022898.0,19483772.0
2014-08-25,53500,59600,52500,58200,785914,1133956.0,19483772.0
2014-08-26,58800,59100,55500,56000,408986,1091091.0,19483772.0
2014-08-27,55300,56200,53800,53900,295901,1050175.0,19483772.0
2014-08-28,53500,54800,53400,54000,116953,1052124.0,19483772.0
2014-08-29,54100,56300,53300,53900,199786,1108257.0,20561358.0
2014-09-01,53900,56500,53800,56100,188815,1153492.0,20561358.0
2014-09-02,56800,62100,56000,60000,737928,1233681.0,20561358.0
2014-09-03,57500,58900,56900,57500,1733201,1182278.0,20561358.0
2014-09-04,58100,58600,56200,56400,261292,1159661.0,20561358.0
2014-09-05,56400,58100,56400,57200,186087,1176110.0,20561358.0
2014-09-11,57200,57900,55300,55300,202258,1137043.0,20561358.0
2014-09-12,55800,55800,52600,53600,247291,1102089.0,20561358.0
2014-09-15,52700,56100,51900,54900,228356,1128819.0,20561358.0
2014-09-16,55000,56300,53900,55400,164722,1139099.0,20561358.0
2014-09-17,56100,57100,55300,56900,187465,1169941.0,20561358.0
2014-09-18,57300,57400,55900,56400,109392,1159661.0,20561358.0
2014-09-19,57000,57400,56400,57400,121031,1180222.0,20561358.0
2014-09-22,57700,57900,56200,57100,114912,1174054.0,20561358.0
2014-09-23,57100,58200,56600,58100,161053,1194615.0,20561358.0
2014-09-24,57900,59100,57500,58700,165271,1206952.0,20561358.0
2014-09-25,59200,59200,58200,59000,97768,1213120.0,20561358.0
2014-09-26,58900,60700,58700,60500,194638,1243962.0,20561358.0
2014-09-29,60900,63900,60400,63800,404119,1311815.0,20561358.0
2014-09-30,63800,64200,62100,62500,315086,1285085.0,20561358.0
2014-10-01,62300,62500,61100,61700,126382,1268636.0,20561358.0
2014-10-02,60700,64000,59800,63400,237740,1303590.0,20561358.0
2014-10-06,64000,64600,62600,63000,175948,1295366.0,20561358.0
2014-10-07,63400,63800,58700,61900,287639,1272748.0,20561358.0
2014-10-08,61700,63100,60300,60700,147326,1248074.0,20561358.0
2014-10-10,60700,61300,59000,59800,268200,1229569.0,20561358.0
2014-10-13,59900,59900,50900,51500,859742,1058910.0,20561358.0
2014-10-14,51300,53400,50100,53300,458796,1095920.0,20561358.0
2014-10-15,53400,55600,53300,54300,316922,1116482.0,20561358.0
2014-10-16,52600,53500,46750,49850,1466688,1024984.0,20561358.0
2014-10-17,49850,53600,47100,48350,1412701,994142.0,20561358.0
2014-10-20,49500,54900,49300,53800,946738,1106201.0,20561358.0
2014-10-21,53000,54500,50300,51200,717544,1052742.0,20561358.0
2014-10-22,52800,52900,51300,52000,308230,1069191.0,20561358.0
2014-10-23,52700,56400,52500,54300,753920,1116482.0,20561358.0
2014-10-24,54000,55100,52600,53000,331825,1089752.0,20561358.0
2014-10-27,53000,55300,51600,54700,389195,1124706.0,20561358.0
2014-10-28,55000,56500,53500,54000,248712,1110313.0,20561358.0
2014-10-29,54500,54700,52300,53000,282262,1089752.0,20561358.0
2014-10-30,52800,53400,49950,51400,265291,1056854.0,20561358.0
2014-10-31,51400,52900,50300,52000,189202,1069191.0,20561358.0
2014-11-03,52200,54000,52100,53500,214474,1100033.0,20561358.0
2014-11-04,53800,54600,52500,54500,259321,1120594.0,20561358.0
2014-11-05,53900,54300,52100,53800,224375,1106201.0,20561358.0
2014-11-06,53200,53800,51300,51600,249899,1060966.0,20561358.0
2014-11-07,51700,53900,51400,53700,158791,1104145.0,20561358.0
2014-11-10,53700,54500,52200,52300,202830,1075359.0,20561358.0
2014-11-11,53000,55000,52700,54000,281181,1110313.0,20561358.0
2014-11-12,54100,54400,53100,53200,195285,1122528.0,21100151.0
2014-11-13,53800,54000,52300,53700,125286,1133078.0,21100151.0
2014-11-14,53700,54300,53000,53400,94587,1126748.0,21100151.0
2014-11-17,53100,53500,48300,49000,444102,1033907.0,21100151.0
2014-11-18,48550,52400,48550,51000,306632,1076108.0,21100151.0
2014-11-19,51800,52100,50300,51700,123936,1090878.0,21100151.0
2014-11-20,51900,52000,50700,50800,71254,1071888.0,21100151.0
2014-11-21,50600,51500,48300,48750,333042,1028632.0,21100151.0
2014-11-24,49400,49400,46200,47450,435242,1001202.0,21100151.0
2014-11-25,47900,49350,47000,48600,272272,1025467.0,21100151.0
2014-11-26,48950,49100,47900,48050,171183,1013862.0,21100151.0
2014-11-27,47200,48600,45450,46350,431680,977992.0,21100151.0
2014-11-28,46450,48200,46150,46750,419525,986432.0,21100151.0
2014-12-01,46900,47800,46100,47550,170481,1003312.0,21100151.0
2014-12-02,47700,47800,46400,46700,120283,985377.0,21100151.0
2014-12-03,47100,47450,46550,47050,78176,992762.0,21100151.0
2014-12-04,47900,48550,47500,47500,192790,1002257.0,21100151.0
2014-12-05,48250,48500,47950,48050,131834,1013862.0,21100151.0
2014-12-08,48050,48050,46950,47100,114471,993817.0,21100151.0
2014-12-09,47100,48350,46400,46600,143201,983267.0,21100151.0
2014-12-10,46750,47200,45600,45850,126127,967442.0,21100151.0
2014-12-11,45100,47400,45050,47150,185758,994872.0,21100151.0
2014-12-12,47150,47350,45550,45950,116564,969552.0,21100151.0
2014-12-15,45150,45650,45000,45250,113381,954782.0,21100151.0
2014-12-16,45200,45350,44600,44650,172592,942122.0,21100151.0
2014-12-17,44700,45550,44600,45050,107452,950562.0,21100151.0
2014-12-18,45450,45750,44050,45000,108551,949507.0,21100151.0
2014-12-19,45500,45700,45050,45400,98377,957947.0,21100151.0
2014-12-22,45500,46900,44600,46500,131254,981157.0,21100151.0
2014-12-23,46650,46700,44800,44800,127868,945287.0,21100151.0
2014-12-24,45050,45600,44800,45050,78295,950562.0,21100151.0
2014-12-26,45400,45400,43800,43800,131933,924187.0,21100151.0
2014-12-29,43450,44350,43450,43850,52022,925242.0,21100151.0
2014-12-30,44450,45750,44050,44050,122881,929462.0,21100151.0
2015-01-02,44100,44800,43150,43650,164383,921022.0,21100151.0
2015-01-05,43600,44200,43000,44100,142132,930517.0,21100151.0
2015-01-06,43700,44950,43650,44300,159496,934737.0,21100151.0
2015-01-07,44700,45000,43750,44000,126639,928407.0,21100151.0
2015-01-08,44150,44900,43900,44900,117113,947397.0,21100151.0
2015-01-09,44900,45350,44250,44300,162887,934737.0,21100151.0
2015-01-12,44450,48500,44400,47900,643526,1010697.0,21100151.0
2015-01-13,48200,49900,47500,49750,502926,1049733.0,21100151.0
2015-01-14,50300,50500,49000,49350,263341,1041292.0,21100151.0
2015-01-15,49400,50500,48700,50100,197690,1057118.0,21100151.0
2015-01-16,50500,52800,50100,52000,408089,1097208.0,21100151.0
2015-01-19,53300,53300,51100,52200,224657,1101428.0,21100151.0
2015-01-20,51800,52500,51000,52400,169461,1105648.0,21100151.0
2015-01-21,52400,53200,51900,51900,173079,1095098.0,21100151.0
2015-01-22,52500,52500,50000,50700,184592,1069778.0,21100151.0
2015-01-23,51400,52100,50600,51900,184720,1095098.0,21100151.0
2015-01-26,52300,54400,51800,53800,292041,1135188.0,21100151.0
2015-01-27,54000,54300,53000,53800,183209,1135188.0,21100151.0
2015-01-28,53900,57000,53300,56100,333570,1183718.0,21100151.0
2015-01-29,56100,57900,55100,57700,281004,1217479.0,21100151.0
2015-01-30,57500,59500,57400,57700,278317,1217479.0,21100151.0
2015-02-02,58000,58500,56100,57300,184830,1209039.0,21100151.0
2015-02-03,58000,58800,55600,58300,248615,1230139.0,21100151.0
2015-02-04,58600,59400,58300,58600,124489,1236469.0,21100151.0
2015-02-05,59000,60200,58100,60000,222994,1266009.0,21100151.0
2015-02-06,60000,64300,59900,63000,406264,1329310.0,21100151.0
2015-02-09,63400,63500,60900,61700,258941,1301879.0,21100151.0
2015-02-10,61700,62200,58500,59600,336094,1257569.0,21100151.0
2015-02-11,60000,62900,59200,62000,244132,1308209.0,21100151.0
2015-02-12,63500,65000,60700,61700,346189,1301879.0,21100151.0
2015-02-13,62400,62700,61000,61900,143408,1306099.0,21100151.0
2015-02-16,61900,62100,59400,59500,183203,1255459.0,21100151.0
2015-02-17,59500,61800,59500,61100,124621,1289219.0,21100151.0
2015-02-23,61100,62400,60100,61600,103867,1299769.0,21100151.0
2015-02-24,61600,62300,61000,61900,76583,1306099.0,21100151.0
2015-02-25,62000,62200,61100,61300,93532,1293439.0,21100151.0
2015-02-26,60900,61200,59400,59600,160117,1257569.0,21100151.0
2015-02-27,59200,61400,58700,61400,115743,1295549.0,21100151.0
2015-03-02,61100,61200,59200,60700,180114,1280779.0,21100151.0
2015-03-03,60000,60400,59200,59200,120666,1249129.0,21100151.0
2015-03-04,58800,59000,57400,58000,161345,1223809.0,21100151.0
2015-03-05,57200,58900,57200,57900,83534,1221699.0,21100151.0
2015-03-06,58200,58900,57600,57800,74603,1219589.0,21100151.0
2015-03-09,57300,58600,56400,56600,79304,1194269.0,21100151.0
2015-03-10,57200,57400,55500,56000,130959,1181608.0,21100151.0
2015-03-11,56000,58000,56000,57600,128242,1215369.0,21100151.0
2015-03-12,57000,57900,56300,56300,110837,1187939.0,21100151.0
2015-03-13,56300,58500,56300,58400,87832,1232249.0,21100151.0
2015-03-16,58700,60500,58400,60000,144742,1266009.0,21100151.0
2015-03-17,60600,61000,59800,60400,103233,1274449.0,21100151.0
2015-03-18,60900,61900,60100,61200,145431,1291329.0,21100151.0
2015-03-19,61200,61700,59900,61300,104500,1293439.0,21100151.0
2015-03-20,61800,62000,61100,61600,77575,1299769.0,21100151.0
2015-03-23,62200,62300,61100,61700,78092,1301879.0,21100151.0
2015-03-24,61700,62000,60500,61400,54372,1295549.0,21100151.0
2015-03-25,61400,64800,61400,64100,274023,1352520.0,21100151.0
2015-03-26,63500,64800,63000,63900,133803,1348300.0,21100151.0
2015-03-27,64700,66200,63200,64000,185870,1350410.0,21100151.0
2015-03-30,64500,67000,63600,66300,199463,1398940.0,21100151.0
2015-03-31,67300,68300,66200,68200,231401,1439030.0,21100151.0
2015-04-01,68200,75900,67800,71300,786984,1504441.0,21100151.0
2015-04-02,71900,74900,64100,64500,850138,1360960.0,21100151.0
2015-04-03,64900,65800,63000,65000,244276,1371510.0,21100151.0
2015-04-06,64200,66800,64200,66700,167647,1407380.0,21100151.0
2015-04-07,66700,68500,66000,66700,225613,1407380.0,21100151.0
2015-04-08,67200,67900,65000,66100,174408,1394720.0,21100151.0
2015-04-09,66100,67100,65300,65700,116115,1386280.0,21100151.0
2015-04-10,66300,74100,66100,70600,467929,1489671.0,21100151.0
2015-04-13,72000,74500,69500,72800,338030,1536091.0,21100151.0
2015-04-14,72600,72800,68100,71400,323012,1506551.0,21100151.0
2015-04-15,70500,73800,70500,71500,252232,1508661.0,21100151.0
2015-04-16,72200,73200,71000,71200,109337,1502331.0,21100151.0
2015-04-17,71300,74800,71300,74400,265783,1569851.0,21100151.0
2015-04-20,73800,76500,73100,74500,220413,1571961.0,21100151.0
2015-04-21,75100,75900,74500,75400,115830,1590951.0,21100151.0
2015-04-22,76300,79400,72900,76700,349369,1618382.0,21100151.0
2015-04-23,77100,78400,72900,74800,199240,1578291.0,21100151.0
2015-04-24,74800,75500,71600,72200,206150,1523431.0,21100151.0
2015-04-27,72400,76500,72400,76300,222065,1609942.0,21100151.0
2015-04-28,77400,78200,76000,76600,136275,1616272.0,21100151.0
2015-04-29,77000,77000,72400,73700,189691,1555081.0,21100151.0
2015-04-30,72800,75800,71700,72700,125066,1533981.0,21100151.0
2015-05-04,72800,72900,69000,72400,144357,1527651.0,21100151.0
2015-05-06,71500,73700,71200,72100,108073,1521321.0,21100151.0
2015-05-07,71800,72900,69800,71800,126640,1514991.0,21100151.0
2015-05-08,72100,72800,70900,72100,86178,1521321.0,21100151.0
2015-05-11,73400,77000,73000,76900,188088,1622602.0,21100151.0
2015-05-12,77000,77500,74500,75000,90324,1582511.0,21100151.0
2015-05-13,76000,77500,74400,76700,125072,1618382.0,21100151.0
2015-05-14,79800,84400,79700,83300,591924,1757643.0,21100151.0
2015-05-15,83900,95700,83700,94100,749552,1985524.0,21100151.0
2015-05-18,94700,97700,91000,94400,505349,1991854.0,21100151.0
2015-05-19,96100,102500,94500,96200,450300,2029835.0,21100151.0
2015-05-20,98500,102000,97200,98700,307163,2082585.0,21100151.0
2015-05-21,99000,100500,96400,96900,309730,2044605.0,21100151.0
2015-05-22,97600,97600,92000,92500,329959,1951764.0,21100151.0
2015-05-26,92600,101500,92600,97500,477792,2057265.0,21100151.0
2015-05-27,95900,96600,92500,94000,181755,1983414.0,21100151.0
2015-05-28,94800,97100,94000,95200,157338,2008734.0,21100151.0
2015-05-29,96000,99500,94900,94900,177432,2002404.0,21100151.0
2015-06-01,93700,95200,89800,94900,211060,2002404.0,21100151.0
2015-06-02,93500,93600,88100,88100,253967,1858923.0,21100151.0
2015-06-03,84700,92000,84100,89100,299765,1880023.0,21100151.0
2015-06-04,89600,95000,89400,93800,247782,1979194.0,21100151.0
2015-06-05,93200,94800,90200,93000,198588,1962314.0,21100151.0
2015-06-08,93800,98300,91100,97600,189613,2059375.0,21100151.0
2015-06-09,97000,99200,96200,98000,157441,2067815.0,21100151.0
2015-06-10,99200,99200,93300,94000,132219,1983414.0,21100151.0
2015-06-11,95000,95900,93000,95900,148086,2023504.0,21100151.0
2015-06-12,100000,110000,99100,110000,894149,2321017.0,21100151.0
2015-06-15,111000,131500,106000,110000,1770994,2321017.0,21100151.0
2015-06-16,109500,119000,108000,108500,700007,2289366.0,21100151.0
2015-06-17,109000,112500,102500,105000,492631,2215516.0,21100151.0
2015-06-18,106500,109000,103500,105500,367001,2226066.0,21100151.0
2015-06-19,106000,106500,100500,104500,347514,2204966.0,21100151.0
2015-06-22,106000,107500,100000,101500,272787,2141665.0,21100151.0
2015-06-23,103000,104000,100000,102000,199805,2152215.0,21100151.0
2015-06-24,102000,107500,100500,106500,306281,2247166.0,21100151.0
2015-06-25,106500,107000,102500,105000,207568,2215516.0,21100151.0
2015-06-26,106000,111500,103500,106000,377579,2236616.0,21100151.0
2015-06-29,102000,108500,101500,102500,245690,2162765.0,21100151.0
2015-06-30,101500,104000,97600,101500,237578,2141665.0,21100151.0
2015-07-01,103000,106000,102000,105500,206985,2226066.0,21100151.0
2015-07-02,107000,118500,105000,113500,740312,2394867.0,21100151.0
2015-07-03,115000,116000,108500,111500,301632,2352667.0,21100151.0
2015-07-06,108500,113500,108500,109000,238044,2299916.0,21100151.0
2015-07-07,112000,112500,96000,97000,459590,2046715.0,21100151.0
2015-07-08,96000,97500,88800,90200,678217,1903234.0,21100151.0
2015-07-09,87100,94400,83000,94000,537984,1983414.0,21100151.0
2015-07-10,96000,96500,91100,92600,188887,1953874.0,21100151.0
2015-07-13,91100,100500,91100,99900,297229,2107905.0,21100151.0
2015-07-14,102000,103000,99100,101500,140477,2141665.0,21100151.0
2015-07-15,102000,104500,99800,102000,144467,2152215.0,21100151.0
2015-07-16,101500,102500,99500,101500,131930,2141665.0,21100151.0
2015-07-17,101500,102000,99200,101000,145794,2131115.0,21100151.0
2015-07-20,101000,106500,99900,106500,199748,2247166.0,21100151.0
2015-07-21,106500,107500,104000,106500,146941,2247166.0,21100151.0
2015-07-22,105000,107500,103500,105000,119982,2215516.0,21100151.0
2015-07-23,105000,111500,105000,110500,242218,2331567.0,21100151.0
2015-07-24,111000,113500,107500,109500,185199,2310467.0,21100151.0
2015-07-27,111500,114000,109000,109000,181208,2299916.0,21100151.0
2015-07-28,107000,109500,103000,107500,207607,2268266.0,21100151.0
2015-07-29,107500,109500,105500,107500,152688,2268266.0,21100151.0
2015-07-30,108500,110000,101500,102000,159395,2152215.0,21100151.0
2015-07-31,102000,103000,97600,102500,211985,2162765.0,21100151.0
2015-08-03,100500,104000,100000,100000,84706,2110015.0,21100151.0
2015-08-04,99000,101500,95500,100000,156835,2110015.0,21100151.0
2015-08-05,101000,106000,100000,105000,162171,2215516.0,21100151.0
2015-08-06,107000,107500,103000,105000,110651,2215516.0,21100151.0
2015-08-07,103500,106500,103000,106000,88717,2236616.0,21100151.0
2015-08-10,106000,109000,105000,109000,121880,2299916.0,21100151.0
2015-08-11,111000,111500,102000,103000,149879,2173316.0,21100151.0
2015-08-12,100500,101500,91000,96100,411559,2027725.0,21100151.0
2015-08-13,98300,103500,97800,102500,281089,2162765.0,21100151.0
2015-08-17,102000,105500,100000,105000,128777,2215516.0,21100151.0
2015-08-18,107500,109500,98400,99200,334150,2093135.0,21100151.0
2015-08-19,97700,99000,87200,93000,403334,1962314.0,21100151.0
2015-08-20,91000,96500,90400,92700,188760,1955984.0,21100151.0
2015-08-21,88000,97100,87900,96000,293000,2025614.0,21100151.0
2015-08-24,97500,97800,92500,94000,160068,1983414.0,21100151.0
2015-08-25,96000,97400,92800,96800,144481,2042495.0,21100151.0
2015-08-26,97600,102000,96600,100000,209507,2110015.0,21100151.0
2015-08-27,102000,105000,100500,104500,212224,2204966.0,21100151.0
2015-08-28,106000,106500,103500,103500,147279,2183866.0,21100151.0
2015-08-31,103500,105500,103000,104000,98195,2194416.0,21100151.0
2015-09-01,104000,108000,102500,103000,126671,2173316.0,21100151.0
2015-09-02,100500,104000,100000,101000,122104,2131115.0,21100151.0
2015-09-03,102500,104000,98800,99100,129660,2091025.0,21100151.0
2015-09-04,99200,99900,90600,91700,323880,1934884.0,21100151.0
2015-09-07,92100,95600,91600,94500,109586,1993964.0,21100151.0
2015-09-08,94400,95500,88600,90500,156121,1909564.0,21100151.0
2015-09-09,93600,95600,92600,94500,155311,1993964.0,21100151.0
2015-09-10,94000,96600,91600,96600,123268,2038275.0,21100151.0
2015-09-11,94400,95700,93900,94400,72240,1991854.0,21100151.0
2015-09-14,94900,95300,92100,92800,71293,1958094.0,21100151.0
2015-09-15,92900,95400,91400,95200,90996,2008734.0,21100151.0
2015-09-16,96800,96800,95200,95300,86903,2010844.0,21100151.0
2015-09-17,96800,96800,94600,95300,91715,2010844.0,21100151.0
2015-09-18,96100,101000,95800,101000,227684,2131115.0,21100151.0
2015-09-21,98700,99800,96400,98000,125782,2067815.0,21100151.0
2015-09-22,99500,99500,97200,98700,81916,2082585.0,21100151.0
2015-09-23,97300,99200,96200,96200,111905,2029835.0,21100151.0
2015-09-24,97600,100500,96600,98400,107888,2076255.0,21100151.0
2015-09-25,97700,98400,96200,97500,58671,2057265.0,21100151.0
2015-09-30,97300,99200,96300,98800,81667,2084695.0,21100151.0
2015-10-01,99600,100000,98300,99100,65937,2091025.0,21100151.0
2015-10-02,99500,101500,98700,99700,114754,2103685.0,21100151.0
2015-10-05,101500,105000,100500,102000,183096,2152215.0,21100151.0
2015-10-06,104000,104500,101500,102500,117326,2162765.0,21100151.0
2015-10-07,102000,102000,96900,97100,170633,2048825.0,21100151.0
2015-10-08,98000,98300,95200,96300,123236,2031945.0,21100151.0
2015-10-12,96700,96700,93400,93500,116842,1972864.0,21100151.0
2015-10-13,92900,96200,91500,93100,159470,1964424.0,21100151.0
2015-10-14,93400,94000,92300,93200,85723,1966534.0,21100151.0
2015-10-15,92800,93500,92800,93300,63627,1968644.0,21100151.0
2015-10-16,94100,95400,93200,94400,106790,1991854.0,21100151.0
2015-10-19,94500,94900,92700,92800,62078,1958094.0,21100151.0
2015-10-20,93700,93700,91700,92700,87224,1955984.0,21100151.0
2015-10-21,93100,93100,91700,91900,75552,1939104.0,21100151.0
2015-10-22,91200,91900,90200,90400,96687,1907454.0,21100151.0
2015-10-23,90500,91800,88000,88900,171249,1875803.0,21100151.0
2015-10-26,89800,90000,88200,89400,120048,1886353.0,21100151.0
2015-10-27,89900,89900,86300,86500,162112,1825163.0,21100151.0
2015-10-28,87000,92300,87000,91300,206309,1926444.0,21100151.0
2015-10-29,91300,91900,90100,91600,94848,1932774.0,21100151.0
2015-10-30,91400,91400,88700,89800,78646,1894794.0,21100151.0
2015-11-02,90800,90800,88100,88200,118547,1861033.0,21100151.0
2015-11-03,88300,90600,88300,89900,83434,1896904.0,21100151.0
2015-11-04,89100,90100,89000,89900,53871,1896904.0,21100151.0
2015-11-05,89500,90200,88900,89900,45086,1896904.0,21100151.0
2015-11-06,89100,90900,89000,89600,67285,1890574.0,21100151.0
2015-11-09,89600,89800,87000,87000,67770,1835713.0,21100151.0
2015-11-10,85200,86200,82000,82100,105145,1732322.0,21100151.0
2015-11-11,79700,83300,79000,79700,209217,1681682.0,21100151.0
2015-11-12,80100,82700,80100,82500,92533,1740762.0,21100151.0
2015-11-13,81600,82500,80800,82100,58903,1732322.0,21100151.0
2015-11-16,82500,84900,79900,83300,104685,1757643.0,21100151.0
2015-11-17,89500,92000,86200,89000,264880,1877913.0,21100151.0
2015-11-18,88500,88700,86300,86300,98566,1820943.0,21100151.0
2015-11-19,87100,88400,85500,86000,70403,1814613.0,21100151.0
2015-11-20,85400,86700,85000,86000,40357,1814613.0,21100151.0
2015-11-23,86500,87400,86000,87300,63955,1842043.0,21100151.0
2015-11-24,87200,88400,87100,88400,64928,1865253.0,21100151.0
2015-11-25,88400,90800,88400,89600,83160,1890574.0,21100151.0
2015-11-26,90000,90700,89700,89900,74564,1896904.0,21100151.0
2015-11-27,90600,90600,88900,90300,54705,1905344.0,21100151.0
2015-11-30,90000,90400,89300,90200,116838,1903234.0,21100151.0
2015-12-01,91000,94000,91000,93200,175270,1966534.0,21100151.0
2015-12-02,93800,95200,92900,94700,123898,1998184.0,21100151.0
2015-12-03,94600,94600,92000,94500,97512,1993964.0,21100151.0
2015-12-04,92600,94200,92600,93400,53945,1970754.0,21100151.0
2015-12-07,94000,94600,92000,92000,62589,1941214.0,21100151.0
2015-12-08,91000,91900,90300,91300,57225,1926444.0,21100151.0
2015-12-09,90300,92000,90300,91500,48143,1930664.0,21100151.0
2015-12-10,91600,92000,89200,92000,71665,1941214.0,21100151.0
2015-12-11,91800,91900,89400,89500,71385,1888464.0,21100151.0
2015-12-14,87000,88300,86100,86500,66500,1825163.0,21100151.0
2015-12-15,86300,88300,86300,87300,43599,1842043.0,21100151.0
2015-12-16,88000,90900,87800,88900,85554,1875803.0,21100151.0
2015-12-17,89500,90100,88600,90000,67990,1899014.0,21100151.0
2015-12-18,90000,90900,88800,90000,76106,1899014.0,21100151.0
2015-12-21,90800,93000,90500,92700,123593,1955984.0,21100151.0
2015-12-22,92900,93000,91500,91800,65139,1936994.0,21100151.0
2015-12-23,92500,92500,91300,91500,80202,1930664.0,21100151.0
2015-12-24,91600,92800,90100,90200,73070,1903234.0,21100151.0
2015-12-28,90200,91500,90100,90700,60625,1913784.0,21100151.0
2015-12-29,90900,94800,90900,94800,125523,2000294.0,21100151.0
2015-12-30,94900,96500,94200,94900,100322,2002404.0,21100151.0
2016-01-04,95000,96800,94900,95300,80142,2010844.0,21100151.0
2016-01-05,93800,95500,92400,95200,114724,2008734.0,21100151.0
2016-01-06,95300,96800,93700,96700,125012,2040385.0,21100151.0
2016-01-07,96700,100500,96000,98800,175615,2084695.0,21100151.0
2016-01-08,97500,99600,96300,99000,89235,2088915.0,21100151.0
2016-01-11,98600,101000,98100,98400,111685,2076255.0,21100151.0
2016-01-12,99000,100500,96700,97400,59136,2055155.0,21100151.0
2016-01-13,98100,101500,98100,101000,134227,2131115.0,21100151.0
2016-01-14,99500,102000,98600,100500,141412,2120565.0,21100151.0
2016-01-15,101500,102000,97000,97500,128749,2057265.0,21100151.0
2016-01-18,96000,97500,94000,97200,105797,2050935.0,21100151.0
2016-01-19,97200,98300,96000,97200,95493,2050935.0,21100151.0
2016-01-20,98400,99700,93400,94900,161622,2002404.0,21100151.0
2016-01-21,94900,96700,93500,95300,84626,2010844.0,21100151.0
2016-01-22,96500,97500,94000,95100,84419,2006624.0,21100151.0
2016-01-25,96200,99200,95600,99200,95255,2093135.0,21100151.0
2016-01-26,98600,101500,97400,98700,81876,2082585.0,21100151.0
2016-01-27,99900,100500,98800,99900,107372,2107905.0,21100151.0
2016-01-28,99900,100500,98800,99000,42160,2088915.0,21100151.0
2016-01-29,99400,102500,99300,101500,153404,2141665.0,21100151.0
2016-02-01,102500,108500,102500,107500,213317,2268266.0,21100151.0
2016-02-02,108500,108500,102000,104000,140148,2194416.0,21100151.0
2016-02-03,103000,106500,101500,103500,119370,2183866.0,21100151.0
2016-02-04,105000,105500,102000,102000,86255,2152215.0,21100151.0
2016-02-05,102000,102500,99500,100000,110129,2110015.0,21100151.0
2016-02-11,96900,99200,95800,96400,152137,2034055.0,21100151.0
2016-02-12,95500,96200,86300,88700,215678,1871583.0,21100151.0
2016-02-15,88900,90400,78900,83000,569775,1751313.0,21100151.0
2016-02-16,84200,84600,80000,80900,472408,1707002.0,21100151.0
2016-02-17,80700,80900,70400,70900,919421,1496001.0,21100151.0
2016-02-18,72400,74200,70100,74200,789420,1565631.0,21100151.0
2016-02-19,73700,75100,72600,74000,325067,1561411.0,21100151.0
2016-02-22,73600,78200,73000,78000,429611,1645812.0,21100151.0
2016-02-23,79200,80900,76300,77200,438417,1628932.0,21100151.0
2016-02-24,77000,78700,74800,77500,167472,1635262.0,21100151.0
2016-02-25,78800,81800,78500,81100,316175,1711222.0,21100151.0
2016-02-26,82100,82100,79500,81200,140922,1713332.0,21100151.0
2016-02-29,81200,81800,79700,80500,123882,1698562.0,21100151.0
2016-03-02,81300,81900,80700,81000,94783,1709112.0,21100151.0
2016-03-03,80800,81400,79000,80800,144874,1704892.0,21100151.0
2016-03-04,80300,81800,80200,81300,123836,1715442.0,21100151.0
2016-03-07,80900,82400,80200,80500,118595,1698562.0,21100151.0
2016-03-08,80500,81200,78100,78700,203486,1660582.0,21100151.0
