한국전력공사(015760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-18,30000,30000,28000,28000,884160,17591215.0,628257677.0
1999-02-19,27700,27700,26100,26900,2081700,16900150.0,628258354.0
1999-02-22,26500,27000,25900,26900,788990,16900150.0,628258354.0
1999-02-23,27100,27450,26200,26400,1053010,16586021.0,628258354.0
1999-02-24,25900,27200,25900,27000,928760,16962976.0,628258354.0
1999-02-25,27000,28000,26750,27750,965330,17434169.0,628258354.0
1999-02-26,28150,29000,28000,28900,741260,18156666.0,628258354.0
1999-03-02,29200,31800,29100,30500,1813880,19161880.0,628258354.0
1999-03-03,30900,31500,30150,30750,912420,19318944.0,628258354.0
1999-03-04,30450,30450,29500,30000,706570,18847751.0,628258354.0
1999-03-05,29500,30000,29000,29700,1064660,18659273.0,628258354.0
1999-03-08,30100,31800,30100,31200,1155370,19601661.0,628258354.0
1999-03-09,31800,32000,30900,31500,1588890,19790138.0,628258354.0
1999-03-10,31000,31000,29700,29850,1547600,18753512.0,628258354.0
1999-03-11,29700,30700,29500,30000,2438430,18847751.0,628258354.0
1999-03-12,30900,30900,30250,30300,652390,19036228.0,628258354.0
1999-03-15,30600,31000,30450,30600,585280,19224706.0,628258354.0
1999-03-16,30500,30700,30150,30700,502720,19287531.0,628258354.0
1999-03-17,30700,31200,30300,30300,505220,19036228.0,628258354.0
1999-03-18,29800,30450,29000,29000,1148770,18219492.0,628258354.0
1999-03-19,30200,30700,29200,30000,1414290,18847751.0,628258354.0
1999-03-22,30000,30500,29300,30000,1275090,18847751.0,628258354.0
1999-03-23,30500,30500,29650,30000,945190,18847751.0,628258354.0
1999-03-24,29500,29600,28900,29100,1214660,18282318.0,628258354.0
1999-03-25,28900,30000,28700,28700,2515710,18031015.0,628258354.0
1999-03-26,29000,29650,29000,29200,2110890,18345144.0,628258354.0
1999-03-29,29000,29400,28400,29000,1342410,18219492.0,628258354.0
1999-03-30,30000,30450,29500,30350,1124270,19067641.0,628258354.0
1999-03-31,30300,30300,29400,29600,675090,18596447.0,628258354.0
1999-04-01,29600,30200,29300,29950,1312380,18816338.0,628258354.0
1999-04-02,30300,31650,30100,30900,1116800,19413292.0,628261862.0
1999-04-06,31100,32500,31100,31500,1360430,19790249.0,628261862.0
1999-04-07,31500,34500,31500,33000,2342450,20732641.0,628261862.0
1999-04-08,33500,34200,33100,34000,1541790,21360903.0,628261862.0
1999-04-09,34300,34600,33000,33500,1048690,21046772.0,628261862.0
1999-04-12,33800,33800,31000,32200,1176680,20230032.0,628261862.0
1999-04-13,32900,33600,32200,32600,991630,20481337.0,628261862.0
1999-04-14,33400,33400,32100,32350,946960,20324271.0,628261862.0
1999-04-15,32350,33900,32350,33800,1202000,21235251.0,628261862.0
1999-04-16,34000,35800,33900,35000,2223390,21989165.0,628261862.0
1999-04-19,38000,38000,35200,38000,2449810,23873951.0,628261862.0
1999-04-20,37900,38300,37000,37800,1631720,23748298.0,628261862.0
1999-04-21,37600,37700,35500,35500,1001140,22303296.0,628261862.0
1999-04-22,36400,36400,34000,35700,1096320,22429191.0,628268642.0
1999-04-23,36000,37500,35600,36000,1298040,22617671.0,628268642.0
1999-04-26,36500,38000,36000,36700,772250,23057459.0,628268642.0
1999-04-27,38000,38100,36500,37400,1418290,23497247.0,628268642.0
1999-04-28,36900,37600,35600,36000,1028620,22617671.0,628268642.0
1999-04-29,35800,36800,34700,34700,1138410,21800922.0,628268642.0
1999-04-30,34750,35000,33100,34200,2285030,21486788.0,628268642.0
1999-05-03,34700,34700,33200,33650,702980,21141240.0,628268642.0
1999-05-04,34000,35000,33300,33700,1020190,21210797.0,629400506.0
1999-05-06,35000,38750,34500,38750,1922780,24389270.0,629400506.0
1999-05-07,37750,38250,36850,37000,1829870,23287819.0,629400506.0
1999-05-10,37200,37400,35500,36100,1108350,22721358.0,629400506.0
1999-05-11,36100,36900,34500,34500,1293900,21714317.0,629400506.0
1999-05-12,35000,36000,34600,34800,1016230,21903138.0,629400506.0
1999-05-13,34900,35200,33300,33300,1110020,20964397.0,629561473.0
1999-05-14,34000,35500,33800,34800,1569090,21908739.0,629561473.0
1999-05-17,34800,36300,34100,36000,1322500,22664213.0,629561473.0
1999-05-18,36500,36600,35800,36500,737050,22978994.0,629561473.0
1999-05-19,36800,36900,34800,35500,1311210,22349432.0,629561473.0
1999-05-20,34500,36000,34350,35600,988750,22412388.0,629561473.0
1999-05-21,35300,36500,35200,36300,1011990,22862979.0,629834132.0
1999-05-24,36300,36300,35500,35600,714200,22422095.0,629834132.0
1999-05-25,35300,35750,34800,34900,761090,21981211.0,629834132.0
1999-05-26,34900,35100,34200,34900,1736030,21981211.0,629834132.0
1999-05-27,35300,37900,35100,36200,2560580,22799996.0,629834132.0
1999-05-28,36000,36400,35900,36300,774970,22862979.0,629834132.0
1999-05-31,36100,38000,36000,37300,2049920,23492813.0,629834132.0
1999-06-01,36000,42000,36000,39000,2547170,24563577.0,629835300.0
1999-06-02,40500,41000,39300,40000,1811490,25193412.0,629835300.0
1999-06-03,41000,41000,39300,40600,1499120,25571313.0,629835300.0
1999-06-04,40100,43900,40100,43000,2140940,27082918.0,629835300.0
1999-06-07,44000,44500,43600,44150,1977730,27807228.0,629835300.0
1999-06-08,44500,44700,42350,43100,1744500,27145901.0,629835300.0
1999-06-09,42500,42800,40100,40100,987510,25256396.0,629835300.0
1999-06-10,41000,43700,39800,43700,3043660,27523803.0,629835300.0
1999-06-11,42500,43700,40500,42700,1367180,26893967.0,629835300.0
1999-06-14,40500,42100,39800,41100,1643430,25946809.0,631309216.0
1999-06-15,40800,42500,40200,40700,1428460,25694285.0,631309216.0
1999-06-16,41500,44000,41300,43000,1847200,27155079.0,631513456.0
1999-06-17,44000,44800,42800,42800,2338160,27028776.0,631513456.0
1999-06-18,43100,43900,42800,43800,996450,27660289.0,631513456.0
1999-06-21,44300,46500,44200,45900,2543380,29042627.0,632736967.0
1999-06-22,45700,46500,45000,46500,1911650,29422269.0,632736967.0
1999-06-23,46700,49000,46600,47500,1776350,30055006.0,632736967.0
1999-06-24,47500,48900,45600,46000,2185130,29105900.0,632736967.0
1999-06-25,45500,46050,44100,46050,1242110,29137537.0,632736967.0
1999-06-28,46200,51900,46200,50500,3687230,31954350.0,632759411.0
1999-06-29,50000,50700,49000,50000,1951310,31684207.0,633684146.0
1999-06-30,50000,50300,48100,48100,2463310,30480207.0,633684146.0
1999-07-01,49200,50500,48400,49800,2176020,31557470.0,633684146.0
1999-07-02,50000,50300,48000,48200,2400110,30543576.0,633684146.0
1999-07-05,49700,49900,48400,48800,1454800,30923786.0,633684146.0
1999-07-06,47800,48500,47100,48400,3086530,30670313.0,633684146.0
1999-07-07,48400,51000,47500,49150,3158550,31145576.0,633684146.0
1999-07-08,49500,51700,47300,47300,4542690,30040107.0,635097410.0
1999-07-09,48950,50800,47800,50300,2592930,31945400.0,635097410.0
1999-07-12,50300,50300,47700,48200,2833340,30618781.0,635244419.0
1999-07-13,48000,49000,46600,47500,1790630,30174110.0,635244419.0
1999-07-14,46500,47900,46500,47300,1737450,30047061.0,635244419.0
1999-07-15,47300,48200,46600,47500,1794520,30174110.0,635244419.0
1999-07-16,47500,49000,47100,48550,1822620,30841117.0,635244419.0
1999-07-19,48550,49700,46200,47200,2164760,30002960.0,635655925.0
1999-07-20,47500,48200,45800,45800,1192960,29118181.0,635768145.0
1999-07-21,45400,45400,43300,43800,1773980,27846645.0,635768145.0
1999-07-22,42300,44000,42000,43500,1061570,27655914.0,635768145.0
1999-07-23,43500,43700,41000,41000,1351350,26066494.0,635768145.0
1999-07-26,41000,43400,40600,42000,1524340,26702262.0,635768145.0
1999-07-27,43000,44500,42000,44500,1368490,28292256.0,635781032.0
1999-07-28,42700,46000,42700,44000,1873950,27974365.0,635781032.0
1999-07-29,43800,45400,43600,45000,1497100,28610146.0,635781032.0
1999-07-30,44800,44950,42700,42900,1620940,27275006.0,635781032.0
1999-08-02,43400,43800,41000,41500,1295950,26384913.0,635781032.0
1999-08-03,42900,42900,41200,42750,1186310,27179639.0,635781032.0
1999-08-04,42600,42700,41900,42000,906290,26702803.0,635781032.0
1999-08-05,42000,43900,41600,41800,1528800,26575647.0,635781032.0
1999-08-06,42000,43100,40900,41000,1651170,26070817.0,635873577.0
1999-08-09,41000,41600,40500,40800,569630,25943642.0,635873577.0
1999-08-10,40700,40700,40000,40200,1042690,25562118.0,635873577.0
1999-08-11,40500,40900,38600,39400,1416160,25053419.0,635873577.0
1999-08-12,38700,39900,38500,38600,1263080,24544720.0,635873577.0
1999-08-13,38600,38800,35600,36650,1802940,23304767.0,635873577.0
1999-08-16,36150,36300,35100,35200,1385200,22382750.0,635873577.0
1999-08-17,36000,36950,35000,35450,2140100,22541718.0,635873577.0
1999-08-18,34750,37500,34700,36500,2416520,23209386.0,635873577.0
1999-08-19,36500,37000,36100,36100,1842090,22955403.0,635883751.0
1999-08-20,36900,39000,36300,39000,1883840,24799466.0,635883751.0
1999-08-23,39000,41000,38300,40000,3146430,25435350.0,635883751.0
1999-08-24,40200,41400,40200,40700,2320310,25880469.0,635883751.0
1999-08-25,41200,46800,41200,46800,4607580,29759360.0,635883751.0
1999-08-26,46800,47850,45550,45600,3555200,28996299.0,635883751.0
1999-08-27,45500,47500,45300,46600,3254870,29632183.0,635883751.0
1999-08-30,46600,46600,45000,45000,1313310,28614769.0,635883751.0
1999-08-31,43500,44450,42500,44000,1524980,27978885.0,635883751.0
1999-09-01,43950,44000,41250,41250,1421970,26230205.0,635883751.0
1999-09-02,41000,43400,40700,42100,1553650,26773396.0,635947640.0
1999-09-03,42000,43500,41000,42100,1995160,26773396.0,635947640.0
1999-09-06,42100,46100,41800,45500,3202190,28935618.0,635947640.0
1999-09-07,45500,46650,45000,45000,2523080,28617644.0,635947640.0
1999-09-08,44900,46950,43900,45700,3199810,29062807.0,635947640.0
1999-09-09,45700,48500,45700,47300,4037010,30082270.0,635988789.0
1999-09-10,47300,48200,46600,46600,3347840,29637078.0,635988789.0
1999-09-13,47100,48700,47100,47500,2781300,30209467.0,635988789.0
1999-09-14,47500,48200,46500,47300,1672510,30082270.0,635988789.0
1999-09-15,47300,47300,45500,45900,1053100,29191885.0,635988789.0
1999-09-16,44500,45600,42300,42300,1389580,26902326.0,635988789.0
1999-09-17,42000,44500,42000,43700,1426450,27792710.0,635988789.0
1999-09-20,44000,46450,43700,45000,1934590,28619496.0,635988789.0
1999-09-21,45000,45700,44500,45000,2048840,28657658.0,636836852.0
1999-09-22,44100,44500,43100,43400,1286680,27638719.0,636836852.0
1999-09-27,42000,42500,40500,40950,2348110,26078469.0,636836852.0
1999-09-28,41850,42900,41500,42100,1489250,26810831.0,636836852.0
1999-09-29,42000,42000,40500,40950,1358570,26111296.0,637638489.0
1999-09-30,40700,41900,39950,40000,2626310,25505540.0,637638489.0
1999-10-01,40000,40900,38800,40900,1851220,26079414.0,637638489.0
1999-10-04,41000,41700,39300,39300,1285540,25059193.0,637638489.0
1999-10-05,40200,40900,38500,39300,1920970,25059193.0,637638489.0
1999-10-06,39500,40300,39350,39800,1551750,25385597.0,637829069.0
1999-10-07,40000,40000,38550,39400,1748450,25130465.0,637829069.0
1999-10-08,39400,39400,38200,38500,1312670,24556419.0,637829069.0
1999-10-11,39400,39500,38000,38200,890950,24365070.0,637829069.0
1999-10-12,38200,39350,37600,39150,1232590,24971008.0,637829069.0
1999-10-13,38300,38500,37600,38000,1582410,24237505.0,637829069.0
1999-10-14,38550,40100,38000,39400,2618700,25130465.0,637829069.0
1999-10-15,39400,39900,38250,38700,1698090,24683985.0,637829069.0
1999-10-18,37600,38400,36500,36900,1171710,23535893.0,637829069.0
1999-10-19,37100,37200,35900,36400,1195300,23216978.0,637829069.0
1999-10-20,37000,38000,36600,37800,1216430,24109939.0,637829069.0
1999-10-21,38000,38750,36100,36500,1182260,23280761.0,637829069.0
1999-10-22,36500,37500,36300,37000,1032440,23599676.0,637829069.0
1999-10-25,37000,37000,35600,36200,988680,23089412.0,637829069.0
1999-10-26,35200,36600,35200,36000,1068860,22961846.0,637829069.0
1999-10-27,36000,36450,35500,35800,579350,22834281.0,637829069.0
1999-10-28,35600,37200,35600,36900,890320,23535893.0,637829069.0
1999-10-29,37500,38100,35100,35100,1146010,22387800.0,637829069.0
1999-11-01,39700,39750,37500,39000,1633020,24875334.0,637829069.0
1999-11-02,39000,40500,38300,39950,3230710,25485376.0,637931808.0
1999-11-03,40000,41250,39500,40100,1651700,25581066.0,637931808.0
1999-11-04,41000,41900,40300,41900,1826100,26729343.0,637931808.0
1999-11-05,41500,42600,40800,40900,1173320,26091411.0,637931808.0
1999-11-08,41000,41000,39800,40000,966470,25517272.0,637931808.0
1999-11-09,40300,41700,39700,41600,2296990,26537963.0,637931808.0
1999-11-10,41100,42100,40400,40450,1374930,25804342.0,637931808.0
1999-11-11,40500,41950,40450,40450,2291550,25804342.0,637931808.0
1999-11-12,42100,42700,40600,40850,2011130,26059514.0,637931808.0
1999-11-15,42500,42500,39600,39850,1455190,25421583.0,637931808.0
1999-11-16,39850,42000,39000,41950,2937650,26761239.0,637931808.0
1999-11-17,42000,42300,40550,40800,2091730,26027618.0,637931808.0
1999-11-18,40800,41700,40650,41300,1366170,26364571.0,638367342.0
1999-11-19,41750,43500,41100,42500,7323920,27130612.0,638367342.0
1999-11-22,43500,44700,43000,43900,3745640,28024326.0,638367342.0
1999-11-23,44100,44350,43000,43500,2016640,27781527.0,638655802.0
1999-11-24,43700,48000,43550,46800,4984190,29889092.0,638655802.0
1999-11-25,49000,49900,48200,48800,4334360,31166403.0,638655802.0
1999-11-26,49900,49900,47500,48800,2653450,31166403.0,638655802.0
1999-11-29,49800,49800,45100,47950,1966850,30623546.0,638655802.0
1999-11-30,46100,47800,45300,46000,3957190,29378167.0,638655802.0
1999-12-01,46500,46500,44900,46300,2355880,29593845.0,639175916.0
1999-12-02,46300,46500,45100,45500,2352810,29082504.0,639175916.0
1999-12-03,45000,45700,44100,44600,1926160,28507246.0,639175916.0
1999-12-06,45100,46500,44600,45400,1151350,29018587.0,639175916.0
1999-12-07,45400,45500,43400,45000,1581640,28793996.0,639866585.0
1999-12-08,44000,44400,43300,43900,1294620,28090143.0,639866585.0
1999-12-09,42900,44500,41400,42000,2904580,26874397.0,639866585.0
1999-12-10,42800,45800,42500,45500,2076890,29113930.0,639866585.0
1999-12-13,45900,45900,42100,42100,1997690,26938383.0,639866585.0
1999-12-14,41700,42100,39700,39800,2224680,25466690.0,639866585.0
1999-12-15,39500,39800,37650,38100,2164330,24378917.0,639866585.0
1999-12-16,38100,39200,37600,37900,1385980,24251874.0,639891145.0
1999-12-17,37900,38000,36700,37150,1367570,23771956.0,639891145.0
1999-12-20,37150,37350,35800,36600,1907760,23420016.0,639891145.0
1999-12-21,36950,37300,35300,35400,1723330,22652147.0,639891145.0
1999-12-22,35400,35500,33300,33900,2182890,21692310.0,639891145.0
1999-12-23,34000,34800,31500,32000,2669080,20476517.0,639891145.0
1999-12-24,32500,34500,32300,33900,2579560,21692310.0,639891145.0
1999-12-27,35700,35900,32500,32900,2498870,21052419.0,639891145.0
1999-12-28,32900,35400,32100,35200,2669530,22524168.0,639891145.0
2000-01-04,35600,38500,34550,36000,2341020,23036081.0,639891145.0
2000-01-05,34500,35700,33500,34000,1681950,21756299.0,639891145.0
2000-01-06,36900,36900,34500,35000,2995650,22396190.0,639891145.0
2000-01-07,34500,38600,34200,36800,2708690,23547994.0,639891145.0
2000-01-10,37500,38000,36100,36600,1547710,23420016.0,639891145.0
2000-01-11,37500,37600,36300,36300,1267880,23228049.0,639891145.0
2000-01-12,36000,37000,35800,36500,1396090,23356027.0,639891145.0
2000-01-13,36000,37000,35700,36000,1743570,23036081.0,639891145.0
2000-01-14,36000,36700,35000,35650,1375690,22812119.0,639891145.0
2000-01-17,35100,36300,35100,36100,1217780,23100070.0,639891145.0
2000-01-18,37100,38600,36300,36300,2569930,23228049.0,639891145.0
2000-01-19,36300,36300,34200,35000,2117640,22402425.0,640069298.0
2000-01-20,34500,36000,34500,36000,1256420,23042495.0,640069298.0
2000-01-21,35200,35800,34000,34700,1271190,22210405.0,640069298.0
2000-01-24,34400,35700,34200,35100,1027230,22466432.0,640069298.0
2000-01-25,34200,34500,33450,33450,1145380,21410318.0,640069298.0
2000-01-26,33700,34000,33100,34000,783680,21762356.0,640069298.0
2000-01-27,33500,34500,33000,33850,804740,21666346.0,640069298.0
2000-01-28,34300,34850,33800,34850,955320,22306415.0,640069298.0
2000-01-31,33500,34900,33500,34700,1230380,22210405.0,640069298.0
2000-02-01,34250,35200,33800,34000,1274280,21762356.0,640069298.0
2000-02-02,34150,35100,34100,35100,1027770,22466432.0,640069298.0
2000-02-03,35500,36000,34600,35800,1068200,22914481.0,640069298.0
2000-02-07,34500,35500,34500,35000,2192600,22402425.0,640069298.0
2000-02-08,34500,35300,34500,34700,1433250,22210405.0,640069298.0
2000-02-09,34300,34300,33000,33100,3708310,21186294.0,640069298.0
2000-02-10,32600,32800,30650,31300,5010890,20034169.0,640069298.0
2000-02-11,31300,31300,28750,28900,6473780,18498003.0,640069298.0
2000-02-14,28500,29450,26500,27000,4719830,17281871.0,640069298.0
2000-02-15,27150,27700,26500,27150,6444580,17377881.0,640069298.0
2000-02-16,27800,28500,27200,28500,4123700,18241975.0,640069298.0
2000-02-17,28500,31000,28400,30700,4609880,19650127.0,640069298.0
2000-02-18,30700,30700,28100,28100,2959120,17985947.0,640069298.0
2000-02-21,27500,28650,27100,27950,1906950,17889937.0,640069298.0
2000-02-22,27100,28600,27000,27000,2054810,17282724.0,640100876.0
2000-02-23,27500,28300,27000,27400,2539350,17538764.0,640100876.0
2000-02-24,27900,28850,27600,28450,2935410,18210870.0,640100876.0
2000-02-25,27950,28200,27600,27600,1234720,17666784.0,640100876.0
2000-02-28,27900,28850,27600,28000,2472440,17922825.0,640100876.0
2000-02-29,28000,28400,27500,28300,2046240,18114855.0,640100876.0
2000-03-02,28300,29500,27600,29000,3649010,18562925.0,640100876.0
2000-03-03,29000,29300,27600,27700,2223290,17730794.0,640100876.0
2000-03-06,28000,28100,27650,27900,1747150,17858814.0,640100876.0
2000-03-07,27500,27900,27200,27500,1920930,17602774.0,640100876.0
2000-03-08,27200,28300,27000,28100,2365570,17986835.0,640100876.0
2000-03-09,28050,28400,27000,27000,3804810,17282724.0,640100876.0
2000-03-10,27900,27900,27000,27250,2473870,17442749.0,640100876.0
2000-03-13,27250,27300,24950,25400,2406490,16258562.0,640100876.0
2000-03-14,25400,26100,25000,25850,1896860,16546608.0,640100876.0
2000-03-15,25500,25550,24600,25100,1686740,16066532.0,640100876.0
2000-03-16,25500,26500,25350,26000,1870430,16642623.0,640100876.0
2000-03-17,27100,27250,26600,26600,1900000,17026683.0,640100876.0
2000-03-20,26900,27350,26500,27150,1271360,17378739.0,640100876.0
2000-03-21,27200,29400,27100,29100,3471250,18626935.0,640100876.0
2000-03-22,29150,29800,28550,28700,2696830,18370895.0,640100876.0
2000-03-23,28800,29300,28600,28600,1786190,18306885.0,640100876.0
2000-03-24,28750,30500,27900,29600,2108740,18946986.0,640100876.0
2000-03-27,29700,29900,28650,29500,1393750,18882976.0,640100876.0
2000-03-28,29300,30000,29000,30000,2032470,19203026.0,640100876.0
2000-03-29,30000,30900,29600,30700,2041180,19651097.0,640100876.0
2000-03-30,31000,33300,30700,32050,2913220,20515233.0,640100876.0
2000-03-31,31000,32450,30900,31500,1968790,20163178.0,640100876.0
2000-04-03,33000,33750,31900,33000,2777030,21123329.0,640100876.0
2000-04-04,32100,34700,32100,34200,4220160,21891450.0,640100876.0
2000-04-06,33600,33800,31400,31500,2612000,20163178.0,640100876.0
2000-04-07,31100,32800,30800,32000,1698410,20483228.0,640100876.0
2000-04-10,32000,33750,31500,33250,2476140,21283354.0,640100876.0
2000-04-11,33000,33250,31500,33250,1929230,21283354.0,640100876.0
2000-04-12,32400,32550,31550,31600,2199720,20227188.0,640100876.0
2000-04-14,30400,31200,30100,30700,2399750,19651097.0,640100876.0
2000-04-17,26400,29650,26100,27250,4504990,17442749.0,640100876.0
2000-04-18,29150,29800,28250,29800,3715970,19075006.0,640100876.0
2000-04-19,31050,32000,30300,31200,2729470,19971147.0,640100876.0
2000-04-20,30600,31500,30600,31500,721390,20163178.0,640100876.0
2000-04-21,31500,31800,30900,31200,600850,19971147.0,640100876.0
2000-04-24,30700,31000,29800,29850,849750,19107011.0,640100876.0
2000-04-25,29850,31100,29800,31000,896060,19843127.0,640100876.0
2000-04-26,32000,32500,30700,31000,1659650,19843127.0,640100876.0
2000-04-27,31500,32200,31300,32000,3024670,20483228.0,640100876.0
2000-04-28,32350,32950,32300,32500,2142440,20803278.0,640100876.0
2000-05-02,33000,33000,31450,32000,1817560,20483228.0,640100876.0
2000-05-03,32000,32000,30500,31200,1046780,19971147.0,640100876.0
2000-05-04,31200,31400,30600,30750,858360,19683102.0,640100876.0
2000-05-08,30800,31250,30300,30600,761330,19587087.0,640100876.0
2000-05-09,30300,31000,30150,31000,678580,19843127.0,640100876.0
2000-05-10,30550,32300,30550,31400,1134570,20099168.0,640100876.0
2000-05-12,31700,31800,30650,30800,1058740,19715107.0,640100876.0
2000-05-15,30600,30900,30000,30900,649260,19779117.0,640100876.0
2000-05-16,30300,31600,30200,31600,567290,20227188.0,640100876.0
2000-05-17,31900,32750,31000,31300,1657960,20035157.0,640100876.0
2000-05-18,31000,31900,30700,30900,1011920,19779117.0,640100876.0
2000-05-19,31100,31700,30100,31450,928910,20131173.0,640100876.0
2000-05-22,31400,31500,29950,30000,1090300,19203026.0,640100876.0
2000-05-23,29000,31350,29000,31300,1501390,20035157.0,640100876.0
2000-05-24,30900,31450,30200,31200,1381000,19971147.0,640100876.0
2000-05-25,31500,32000,30400,30550,1874710,19555082.0,640100876.0
2000-05-26,30000,30350,29000,29000,1204630,18562925.0,640100876.0
2000-05-29,27000,29000,27000,28250,1515840,18082850.0,640100876.0
2000-05-30,28550,29900,27800,29700,1404170,19010996.0,640100876.0
2000-05-31,30950,32700,30100,30300,3148240,19395057.0,640100876.0
2000-06-01,31300,32000,30750,31550,1379310,20195183.0,640100876.0
2000-06-02,32300,32800,31600,32450,1778670,20771273.0,640100876.0
2000-06-05,33000,33200,32450,33200,1759180,21251349.0,640100876.0
2000-06-07,32700,33450,31500,32400,8803350,20739268.0,640100876.0
2000-06-08,33300,33450,31500,31500,3687920,20163178.0,640100876.0
2000-06-09,32200,35400,31650,35350,11355470,22627566.0,640100876.0
2000-06-12,36200,36600,33600,34550,5738970,22115485.0,640100876.0
2000-06-13,34100,34450,32700,33200,2516540,21251349.0,640100876.0
2000-06-14,33800,34000,32600,33500,2246140,21443379.0,640100876.0
2000-06-15,32900,34450,32300,33300,4429270,21315359.0,640100876.0
2000-06-16,32800,33750,32600,32800,2051420,20995309.0,640100876.0
2000-06-19,32600,34350,32300,33000,2113270,21123329.0,640100876.0
2000-06-20,33200,33500,32800,33200,1334610,21251349.0,640100876.0
2000-06-21,33200,33300,32650,33000,1175340,21123329.0,640100876.0
2000-06-22,33000,33450,32050,32250,1707970,20643253.0,640100876.0
2000-06-23,32000,32100,31350,32000,1417930,20483228.0,640100876.0
2000-06-26,32200,32200,31800,32200,938170,20611248.0,640100876.0
2000-06-27,32200,32850,32100,32850,1089250,21027314.0,640100876.0
2000-06-28,32850,34200,32550,33600,1631730,21507389.0,640100876.0
2000-06-29,33500,34800,33450,33900,2443320,21699420.0,640100876.0
2000-06-30,34500,34800,34200,34600,2351050,22147490.0,640100876.0
2000-07-03,35500,36600,35100,36000,3265280,23043632.0,640100876.0
2000-07-04,36700,36900,35900,36000,2996610,23043632.0,640100876.0
2000-07-05,36100,36600,35300,36500,1877310,23363682.0,640100876.0
2000-07-06,36100,36650,36000,36500,1503390,23363682.0,640100876.0
2000-07-07,35200,36000,35000,35000,14736110,22403531.0,640100876.0
2000-07-10,35050,35250,33850,34000,1874970,21763430.0,640100876.0
2000-07-11,34800,34850,33400,33400,1911340,21379369.0,640100876.0
2000-07-12,33700,34300,33300,34050,1684530,21795435.0,640100876.0
2000-07-13,34050,34600,33700,34350,1463370,21987465.0,640100876.0
2000-07-14,33900,34150,32850,32950,1681370,21091324.0,640100876.0
2000-07-18,33050,33550,32400,32500,752240,20803278.0,640100876.0
2000-07-19,32700,32900,31800,32550,973260,20835284.0,640100876.0
2000-07-20,32200,33000,32000,32550,1154480,20835284.0,640100876.0
2000-07-21,32850,33100,32300,33000,852090,21123329.0,640100876.0
2000-07-24,32500,33000,32000,32000,1008570,20483228.0,640100876.0
2000-07-25,32000,32700,31650,32350,1224890,20707263.0,640100876.0
2000-07-26,32500,33300,31600,33000,1211390,21123329.0,640100876.0
2000-07-27,33000,33400,32700,33400,1157520,21379369.0,640100876.0
2000-07-28,33100,33700,31700,32100,1944600,20547238.0,640100876.0
2000-07-31,31700,32700,31700,32200,873360,20611248.0,640100876.0
2000-08-01,32000,32500,31400,32000,1486480,20483228.0,640100876.0
2000-08-02,32000,32900,32000,32700,747060,20931299.0,640100876.0
2000-08-03,32400,32700,31600,31600,1106250,20227188.0,640100876.0
2000-08-04,31500,31700,30750,31000,850090,19843127.0,640100876.0
2000-08-07,30700,30700,30000,30000,784930,19203026.0,640100876.0
2000-08-08,30400,30800,29500,29650,719570,18978991.0,640100876.0
2000-08-09,29800,32100,29800,31950,1624390,20451223.0,640100876.0
2000-08-10,31950,33500,31500,33500,2451450,21443379.0,640100876.0
2000-08-11,32800,34500,32500,33800,1997810,21635410.0,640100876.0
