코오롱인더(120110),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-09-27,64800,66000,61800,64900,813336,1602921.0,24698320.0
2011-09-28,64500,65200,55200,55200,1583043,1363347.0,24698320.0
2011-09-29,57400,62400,56700,60600,1771406,1496718.0,24698320.0
2011-09-30,61000,64400,59300,63000,706287,1555994.0,24698320.0
2011-10-04,58500,63600,58000,61900,515834,1528826.0,24698320.0
2011-10-05,63500,64400,60200,61900,509633,1528826.0,24698320.0
2011-10-06,63900,69600,62600,66500,717614,1642438.0,24698320.0
2011-10-07,68300,71400,67800,69000,476332,1704184.0,24698320.0
2011-10-10,69000,70900,68600,70000,226103,1728882.0,24698320.0
2011-10-11,72400,72800,69800,69800,291904,1723943.0,24698320.0
2011-10-12,69900,71500,66600,71000,323133,1754552.0,24712006.0
2011-10-13,71700,73400,70800,72500,290379,1791620.0,24712006.0
2011-10-14,71800,72500,70200,71800,192137,1774322.0,24712006.0
2011-10-17,70300,74800,69800,74600,406416,1843516.0,24712006.0
2011-10-18,73000,74400,71500,71600,243256,1769380.0,24712006.0
2011-10-19,72600,74100,71200,74100,218533,1831160.0,24712006.0
2011-10-20,73400,75400,69100,69200,207207,1710071.0,24712006.0
2011-10-21,70900,71200,69500,70800,189845,1749610.0,24712006.0
2011-10-24,71800,73400,71200,72800,228755,1799034.0,24712006.0
2011-10-25,73600,74500,71300,72000,182647,1779264.0,24712006.0
2011-10-26,70700,72800,70200,72800,254247,1799147.0,24713554.0
2011-10-27,73500,76100,72200,75000,342670,1853517.0,24713554.0
2011-10-28,78000,78400,72300,73500,431539,1816446.0,24713554.0
2011-10-31,73600,74800,71500,71800,183400,1774433.0,24713554.0
2011-11-01,71000,72200,67300,68700,666020,1697821.0,24713554.0
2011-11-02,66500,66500,63900,65600,683603,1621209.0,24713554.0
2011-11-03,66000,66800,63200,63500,390717,1569311.0,24713554.0
2011-11-04,65000,66900,64400,66400,508005,1640980.0,24713554.0
2011-11-07,66300,67500,65100,66800,327608,1650865.0,24713554.0
2011-11-08,67200,67700,65700,66100,238602,1633566.0,24713554.0
2011-11-09,66900,67600,65500,65800,192444,1626322.0,24716142.0
2011-11-10,62800,65300,61900,63000,364035,1557117.0,24716142.0
2011-11-11,64300,65900,63700,65000,211075,1606549.0,24716142.0
2011-11-14,66400,67500,65400,66700,246701,1648567.0,24716142.0
2011-11-15,66700,72000,66400,71100,650155,1757318.0,24716142.0
2011-11-16,71800,73200,68900,68900,397938,1702942.0,24716142.0
2011-11-17,69900,72800,68500,72500,331913,1791920.0,24716142.0
2011-11-18,71300,72000,69300,70800,312192,1749903.0,24716142.0
2011-11-21,70100,71300,69400,70800,169242,1749903.0,24716142.0
2011-11-22,69500,70500,68800,70000,184481,1730130.0,24716142.0
2011-11-23,70600,73000,69300,69600,405789,1720243.0,24716142.0
2011-11-24,62000,62900,59200,60800,2189398,1502808.0,24717241.0
2011-11-25,60000,62600,58700,61700,756489,1525054.0,24717241.0
2011-11-28,61900,62900,58300,59100,728967,1460789.0,24717241.0
2011-11-29,59900,61000,59600,60700,365290,1500337.0,24717241.0
2011-11-30,60700,61400,57700,59500,336821,1470676.0,24717241.0
2011-12-01,62100,63600,61100,63000,375831,1557186.0,24717241.0
2011-12-02,62900,64200,62400,63100,173625,1559658.0,24717241.0
2011-12-05,63500,64300,63000,63700,134371,1574488.0,24717241.0
2011-12-06,63900,64300,61100,61800,246345,1527525.0,24717241.0
2011-12-07,62000,62500,61000,62000,152875,1532469.0,24717241.0
2011-12-08,61700,62800,60900,61700,173397,1525054.0,24717241.0
2011-12-09,61100,62200,60600,61500,159043,1520722.0,24727179.0
2011-12-12,62300,63300,61600,63300,155158,1565230.0,24727179.0
2011-12-13,62500,63100,61900,62000,122849,1533085.0,24727179.0
2011-12-14,61500,62700,61100,62100,110678,1554297.0,25028930.0
2011-12-15,61400,61700,60000,61000,142107,1526765.0,25028930.0
2011-12-16,61800,61800,57900,60600,417187,1516753.0,25028930.0
2011-12-19,60200,60200,56700,57500,179060,1439163.0,25028930.0
2011-12-20,58000,58600,56700,58300,88675,1459187.0,25028930.0
2011-12-21,59500,60400,58600,60000,144735,1501736.0,25028930.0
2011-12-22,60000,60200,58800,59600,66819,1491724.0,25028930.0
2011-12-23,59800,61600,59500,61100,142945,1529268.0,25028930.0
2011-12-26,61200,61900,60500,61500,72374,1539544.0,25033235.0
2011-12-27,61500,63900,60500,62900,217150,1574590.0,25033235.0
2011-12-28,62900,63300,60900,63100,159935,1579597.0,25033235.0
2011-12-29,62700,63800,61700,63300,115627,1584604.0,25033235.0
2012-01-02,63000,63900,61200,61200,90291,1532034.0,25033235.0
2012-01-03,61500,63400,61500,63300,125886,1584604.0,25033235.0
2012-01-04,63000,64000,62500,63300,109863,1584604.0,25033235.0
2012-01-05,63000,64000,63000,63300,67271,1584604.0,25033235.0
2012-01-06,62800,63500,61600,62300,67220,1559571.0,25033235.0
2012-01-09,61800,62700,60900,61600,59027,1542047.0,25033235.0
2012-01-10,62300,64000,62000,63600,100924,1592250.0,25035372.0
2012-01-11,64300,65200,63600,63800,124639,1597257.0,25035372.0
2012-01-12,63900,68100,63600,66800,266190,1672363.0,25035372.0
2012-01-13,66600,68800,66300,66500,161267,1664852.0,25035372.0
2012-01-16,67000,69100,66300,68000,171750,1702405.0,25035372.0
2012-01-17,68700,69200,68000,68700,135659,1719930.0,25035372.0
2012-01-18,69200,69500,67600,68500,128498,1714923.0,25035372.0
2012-01-19,69400,70500,68300,70200,189993,1757483.0,25035372.0
2012-01-20,70200,72000,69800,71900,157836,1800043.0,25035372.0
2012-01-25,71700,72500,69800,70800,153350,1772504.0,25035372.0
2012-01-26,71000,71500,70300,70800,98850,1773519.0,25049708.0
2012-01-27,71500,72300,70200,70400,119968,1763499.0,25049708.0
2012-01-30,70400,71500,69200,71100,120678,1781034.0,25049708.0
2012-01-31,71100,73500,70900,71900,155667,1801074.0,25049708.0
2012-02-01,72000,74400,71700,74100,166429,1856183.0,25049708.0
2012-02-02,75000,75100,74100,74800,195277,1873718.0,25049708.0
2012-02-03,74700,75100,73700,75000,125078,1878728.0,25049708.0
2012-02-06,75700,76000,72100,72700,135464,1821114.0,25049708.0
2012-02-07,73200,78700,73100,78700,330857,1971894.0,25055838.0
2012-02-08,78900,80000,77300,79900,222235,2001961.0,25055838.0
2012-02-09,79300,81200,78700,79800,183245,1999456.0,25055838.0
2012-02-10,79700,80500,76100,76500,240282,1916772.0,25055838.0
2012-02-13,75900,76900,73700,76500,245332,1916772.0,25055838.0
2012-02-14,76500,76500,75400,76000,79576,1904244.0,25055838.0
2012-02-15,74600,77300,74600,75600,135093,1894221.0,25055838.0
2012-02-16,76100,79400,75700,78000,291046,1954355.0,25055838.0
2012-02-17,78700,80000,78300,78600,144140,1969389.0,25055838.0
2012-02-20,79600,79600,77300,77300,79491,1936816.0,25055838.0
2012-02-21,77000,78400,75700,76800,71164,1924288.0,25055838.0
2012-02-22,76500,76900,75200,76500,75317,1916772.0,25055838.0
2012-02-23,76600,76600,73600,73600,135288,1844110.0,25055838.0
2012-02-24,74300,74900,72900,73900,106341,1851626.0,25055838.0
2012-02-27,74000,74600,72800,73300,57239,1836593.0,25055838.0
2012-02-28,73400,74600,72900,74000,72438,1854132.0,25055838.0
2012-02-29,74800,74800,72600,72600,101098,1819054.0,25055838.0
2012-03-02,72700,75400,72700,74000,102261,1854132.0,25055838.0
2012-03-05,74000,74100,71800,72500,68373,1816548.0,25055838.0
2012-03-06,72500,73000,71400,71700,73502,1796504.0,25055838.0
2012-03-07,70300,71300,69800,71300,140489,1786481.0,25055838.0
2012-03-08,71500,71900,70000,70500,173654,1766437.0,25055838.0
2012-03-09,70500,71000,69500,70100,128614,1756414.0,25055838.0
2012-03-12,70000,70700,67500,69200,255583,1733864.0,25055838.0
2012-03-13,69500,72200,69500,71500,160197,1791492.0,25055838.0
2012-03-14,72300,73100,71600,72600,103757,1819054.0,25055838.0
2012-03-15,72400,73000,70500,71300,131066,1786481.0,25055838.0
2012-03-16,71400,72000,70100,71100,83248,1781470.0,25055838.0
2012-03-19,72000,75100,71800,73900,145938,1851626.0,25055838.0
2012-03-20,73600,75700,73300,75500,168539,1891716.0,25055838.0
2012-03-21,75300,76000,73900,74400,102485,1864154.0,25055838.0
2012-03-22,75000,75400,72500,72600,84039,1819054.0,25055838.0
2012-03-23,72200,76000,71700,74700,103775,1871671.0,25055838.0
2012-03-26,74300,75500,73700,75200,76581,1884199.0,25055838.0
2012-03-27,76000,76000,74100,74300,64624,1861649.0,25055838.0
2012-03-28,75000,75000,72700,74100,54832,1856638.0,25055838.0
2012-03-29,73500,74200,71900,73500,56449,1841604.0,25055838.0
2012-03-30,73800,75500,73100,74900,90782,1876682.0,25055838.0
2012-04-02,75300,76300,73000,73600,99294,1844110.0,25055838.0
2012-04-03,73600,74200,72700,73600,60216,1844110.0,25055838.0
2012-04-04,73000,74000,72700,73400,81682,1839099.0,25055838.0
2012-04-05,73700,74100,72400,73000,110983,1829076.0,25055838.0
2012-04-06,72600,73400,69800,72200,179043,1809032.0,25055838.0
2012-04-09,70000,70100,67900,68700,240760,1721336.0,25055838.0
2012-04-10,68400,70000,68400,70000,92988,1753909.0,25055838.0
2012-04-12,69300,70400,68800,70000,50049,1753909.0,25055838.0
2012-04-13,70500,72000,70400,71800,60901,1799009.0,25055838.0
2012-04-16,70800,71200,70100,70800,44360,1773953.0,25055838.0
2012-04-17,70800,71500,68700,70900,107305,1776459.0,25055838.0
2012-04-18,71000,71500,70200,70300,64859,1761425.0,25055838.0
2012-04-19,70300,70700,68800,68800,87222,1723842.0,25055838.0
2012-04-20,68500,68800,66000,66100,150167,1656191.0,25055838.0
2012-04-23,66100,67200,65900,66000,44380,1653685.0,25055838.0
2012-04-24,65300,65500,62800,64400,191909,1613596.0,25055838.0
2012-04-25,64400,65000,61700,64400,181542,1613596.0,25055838.0
2012-04-26,64200,64400,62000,62100,118512,1555968.0,25055838.0
2012-04-27,62000,62000,60000,61100,155096,1530912.0,25055838.0
2012-04-30,60700,63000,60700,62600,58005,1568495.0,25055838.0
2012-05-02,62000,63100,61300,62900,96061,1576012.0,25055838.0
2012-05-03,62900,66900,62500,66400,116986,1663708.0,25055838.0
2012-05-04,66400,68300,66000,66000,54763,1653685.0,25055838.0
2012-05-07,65500,66000,64200,64900,40516,1626124.0,25055838.0
2012-05-08,65100,65900,64500,65500,33524,1641157.0,25055838.0
2012-05-09,65700,65800,64000,64300,47420,1611090.0,25055838.0
2012-05-10,63600,64500,61900,64500,111117,1616102.0,25055838.0
2012-05-11,64500,64500,62600,62800,62158,1573507.0,25055838.0
2012-05-14,63700,63800,62100,62100,60988,1555968.0,25055838.0
2012-05-15,60700,65800,60700,64800,129777,1623618.0,25055838.0
2012-05-16,64100,64800,62400,63700,90561,1596057.0,25055838.0
2012-05-17,64300,65700,63000,63900,83087,1601068.0,25055838.0
2012-05-18,62700,63500,61400,62900,92064,1576012.0,25055838.0
2012-05-21,63800,63800,62300,63000,54036,1578518.0,25055838.0
2012-05-22,63500,64400,62500,63000,71692,1578518.0,25055838.0
2012-05-23,62500,63000,60900,62500,100563,1565990.0,25055838.0
2012-05-24,62000,64000,61900,63900,54114,1601068.0,25055838.0
2012-05-25,65000,66400,64700,65900,245656,1651180.0,25055838.0
2012-05-29,66300,66300,64400,65500,130021,1641157.0,25055838.0
2012-05-30,65400,65400,63600,64500,90730,1616102.0,25055838.0
2012-05-31,63500,65100,62700,65000,123711,1628629.0,25055838.0
2012-06-01,64700,64700,63000,63400,90171,1588540.0,25055838.0
2012-06-04,60600,61800,59800,60400,169664,1513373.0,25055838.0
2012-06-05,60700,61800,60500,60900,85765,1525901.0,25055838.0
2012-06-07,62500,62800,61200,62700,109718,1571001.0,25055838.0
2012-06-08,62400,62900,61300,61300,61692,1535923.0,25055838.0
2012-06-11,61900,65400,61900,65100,153066,1631135.0,25055838.0
2012-06-12,63700,64900,63200,64200,69019,1608585.0,25055838.0
2012-06-13,64400,65300,63900,64200,37943,1608585.0,25055838.0
2012-06-14,63700,65800,63500,65800,99326,1648674.0,25055838.0
2012-06-15,65600,65800,64300,64800,78578,1623618.0,25055838.0
2012-06-18,65900,67200,65400,67000,89964,1678741.0,25055838.0
2012-06-19,66400,69400,66300,69000,125556,1728853.0,25055838.0
2012-06-20,69100,69400,67800,68600,43270,1718830.0,25055838.0
2012-06-21,68200,69900,68100,69900,106485,1751403.0,25055838.0
2012-06-22,69200,70600,68600,68600,172413,1718830.0,25055838.0
2012-06-25,68000,69000,67400,68600,91627,1718830.0,25055838.0
2012-06-26,68000,69700,68000,69500,139215,1741381.0,25055838.0
2012-06-27,69200,71900,68500,71600,83374,1793998.0,25055838.0
2012-06-28,71100,72200,70600,70900,66345,1776459.0,25055838.0
2012-06-29,70600,72000,70200,70200,122994,1758920.0,25055838.0
2012-07-02,70200,72100,69600,70800,70453,1773953.0,25055838.0
2012-07-03,71800,71800,70600,70800,48931,1773953.0,25055838.0
2012-07-04,70600,71700,70100,70100,53339,1756414.0,25055838.0
2012-07-05,70100,71000,70000,70300,40014,1761425.0,25055838.0
2012-07-06,70400,70600,68500,68500,50476,1716325.0,25055838.0
2012-07-09,68400,69400,68100,68400,54776,1713819.0,25055838.0
2012-07-10,68400,68900,66800,66800,51507,1673730.0,25055838.0
2012-07-11,66200,69300,66100,69300,65101,1736370.0,25055838.0
2012-07-12,69300,69300,66100,66100,98206,1656191.0,25055838.0
2012-07-13,66100,67600,65600,67300,71583,1686258.0,25055838.0
2012-07-16,67000,67500,65200,66100,73120,1656191.0,25055838.0
2012-07-17,64300,67600,64200,67000,96665,1678741.0,25055838.0
2012-07-18,66400,67200,65300,66200,61063,1658696.0,25055838.0
2012-07-19,67500,68300,66600,67100,53899,1681247.0,25055838.0
2012-07-20,66800,67200,65800,66000,52060,1653685.0,25055838.0
2012-07-23,65500,65600,63500,63800,64698,1598562.0,25055838.0
2012-07-24,63200,64600,62600,64000,60014,1603574.0,25055838.0
2012-07-25,62600,63500,61800,62700,50307,1571001.0,25055838.0
2012-07-26,62300,63700,62300,62800,58749,1573507.0,25055838.0
2012-07-27,63900,65700,63600,64600,78891,1618607.0,25055838.0
2012-07-30,65400,66500,64500,64500,52609,1616102.0,25055838.0
2012-07-31,64200,66800,64100,66800,91712,1673730.0,25055838.0
2012-08-01,66000,66800,65300,66000,42373,1653685.0,25055838.0
2012-08-02,66000,67800,65400,67700,78123,1696280.0,25055838.0
2012-08-03,66600,67300,65600,65700,59746,1646169.0,25055838.0
2012-08-06,67000,67700,66300,67700,57774,1696280.0,25055838.0
2012-08-07,67600,67800,66600,66900,33982,1676236.0,25055838.0
2012-08-08,66900,68800,66900,67600,56291,1693775.0,25055838.0
2012-08-09,68200,69900,67100,69300,103515,1736370.0,25055838.0
2012-08-10,69400,71000,68500,69300,79577,1736370.0,25055838.0
2012-08-13,68800,69700,67600,67800,44562,1698786.0,25055838.0
2012-08-14,67800,69500,66600,69300,54581,1736370.0,25055838.0
2012-08-16,69300,70100,68600,69500,39654,1741381.0,25055838.0
2012-08-17,69500,70300,69400,69900,65711,1751403.0,25055838.0
2012-08-20,70300,70700,69100,70500,45418,1766437.0,25055838.0
2012-08-21,70900,71000,68900,68900,39589,1726347.0,25055838.0
2012-08-22,68800,70400,68100,69100,61893,1731358.0,25055838.0
2012-08-23,69800,70000,65600,66400,154691,1663708.0,25055838.0
2012-08-24,65600,67100,65000,67100,123935,1681247.0,25055838.0
2012-08-27,67100,67200,64600,65900,154001,1651180.0,25055838.0
2012-08-28,65500,66900,65500,66300,59935,1661202.0,25055838.0
2012-08-29,66100,66900,65100,65800,60444,1648674.0,25055838.0
2012-08-30,65700,66700,65300,65800,54501,1648674.0,25055838.0
2012-08-31,65300,65700,62400,64200,180594,1608585.0,25055838.0
2012-09-03,64900,65400,63200,64700,155145,1621113.0,25055838.0
2012-09-04,64100,64800,61800,62100,168021,1555968.0,25055838.0
2012-09-05,62100,62100,59000,60200,298638,1508361.0,25055838.0
2012-09-06,60300,60800,58300,59600,182738,1493328.0,25055838.0
2012-09-07,60600,61000,59200,60700,160223,1520889.0,25055838.0
2012-09-10,60700,61800,60100,61500,94543,1540934.0,25055838.0
2012-09-11,61300,61300,59900,60700,107207,1520889.0,25055838.0
2012-09-12,60600,61600,60300,60700,91878,1520889.0,25055838.0
2012-09-13,60800,61200,60000,60700,109489,1520889.0,25055838.0
2012-09-14,61700,63300,61100,63200,191667,1583529.0,25055838.0
2012-09-17,62700,64000,62200,63700,158024,1596057.0,25055838.0
2012-09-18,63500,65000,61500,61500,181649,1540934.0,25055838.0
2012-09-19,61700,62500,59300,61900,238742,1550956.0,25055838.0
2012-09-20,61900,62200,59800,60000,152208,1503350.0,25055838.0
2012-09-21,60100,60600,59600,60400,106504,1513373.0,25055838.0
2012-09-24,63900,64500,61600,61900,328641,1550956.0,25055838.0
2012-09-25,61600,62100,60600,60700,125195,1520889.0,25055838.0
2012-09-26,60200,61200,60000,60900,127238,1525901.0,25055838.0
2012-09-27,60300,62500,60000,62500,111259,1565990.0,25055838.0
2012-09-28,62600,62600,60800,61800,123459,1548451.0,25055838.0
2012-10-02,61500,62100,60500,60600,62729,1518384.0,25055838.0
2012-10-04,60600,61100,59800,59800,95161,1498339.0,25055838.0
2012-10-05,60000,60800,59300,59500,94704,1490822.0,25055838.0
2012-10-08,59200,59800,59000,59300,83877,1485811.0,25055838.0
2012-10-09,59200,60400,59200,59300,88689,1485811.0,25055838.0
2012-10-10,59000,59300,58300,58300,98772,1460755.0,25055838.0
2012-10-11,58100,58600,57300,58100,119314,1455744.0,25055838.0
2012-10-12,58100,58700,57100,57100,74761,1430688.0,25055838.0
2012-10-15,56700,58000,55600,57400,190378,1438205.0,25055838.0
2012-10-16,57200,58300,56300,57300,95260,1435700.0,25055838.0
2012-10-17,57600,59200,57600,58200,97499,1458250.0,25055838.0
2012-10-18,58400,58900,57600,57900,83215,1450733.0,25055838.0
2012-10-19,57000,59400,56900,58000,167190,1453239.0,25055838.0
2012-10-22,57400,58800,56500,58700,151356,1470778.0,25055838.0
2012-10-23,58700,59200,58000,58400,67800,1463261.0,25055838.0
2012-10-24,57600,58600,57300,58400,81543,1463261.0,25055838.0
2012-10-25,57800,58400,56700,57200,99945,1433194.0,25055838.0
2012-10-26,57000,57300,55200,55200,88998,1383082.0,25055838.0
2012-10-29,55700,55700,52100,55000,239962,1378071.0,25055838.0
2012-10-30,54000,55600,54000,54000,44050,1353015.0,25055838.0
2012-10-31,54000,56100,54000,55500,86005,1390599.0,25055838.0
2012-11-01,54700,56300,54300,54300,56039,1360532.0,25055838.0
2012-11-02,55000,55700,54200,55100,70463,1380577.0,25055838.0
2012-11-05,55600,55600,53600,55500,81243,1390599.0,25055838.0
2012-11-06,55300,55400,54200,54700,54061,1370554.0,25055838.0
2012-11-07,54300,56100,53800,56100,111734,1405633.0,25055838.0
2012-11-08,54800,56500,54200,56100,135595,1405633.0,25055838.0
2012-11-09,55200,56200,54400,55500,124576,1390599.0,25055838.0
2012-11-12,55000,55300,54100,54200,87519,1358026.0,25055838.0
2012-11-13,54100,54500,51500,51900,183821,1300398.0,25055838.0
2012-11-14,51300,52200,50400,51100,146391,1280353.0,25055838.0
2012-11-15,50300,52400,50300,52400,128916,1312926.0,25055838.0
2012-11-16,51800,52500,51200,51700,99908,1295387.0,25055838.0
2012-11-19,52400,54300,51800,54200,97915,1358026.0,25055838.0
2012-11-20,54300,55800,53900,54500,99736,1365543.0,25055838.0
2012-11-21,54600,54800,53000,54400,69842,1363038.0,25055838.0
2012-11-22,55000,55300,53600,54700,72015,1370554.0,25055838.0
2012-11-23,54300,57000,54300,57000,139814,1428183.0,25055838.0
2012-11-26,56900,58300,56100,58200,96565,1458250.0,25055838.0
2012-11-27,57800,58400,57200,57500,41111,1440711.0,25055838.0
2012-11-28,57000,58800,55600,58500,69153,1465767.0,25055838.0
2012-11-29,58700,58700,58000,58600,34311,1468272.0,25055838.0
2012-11-30,58000,59700,57900,59000,48825,1478294.0,25055838.0
2012-12-03,59000,59400,58000,58000,29780,1453239.0,25055838.0
2012-12-04,57900,59500,57600,59200,58293,1483306.0,25055838.0
2012-12-05,59200,59800,58900,59200,40563,1483306.0,25055838.0
2012-12-06,59000,59400,57900,58500,91653,1465767.0,25055838.0
2012-12-07,59100,59600,58500,59500,37931,1490822.0,25055838.0
2012-12-10,59100,60600,59000,59000,78001,1478294.0,25055838.0
2012-12-11,58700,60400,58500,60400,56257,1513373.0,25055838.0
2012-12-12,60400,61200,60000,60500,53928,1515878.0,25055838.0
2012-12-13,60200,61300,60000,61300,68634,1535923.0,25055838.0
2012-12-14,61100,61300,60300,61100,45371,1530912.0,25055838.0
2012-12-17,61400,61400,60600,61400,48198,1538428.0,25055838.0
2012-12-18,61400,61600,60300,61300,78853,1535923.0,25055838.0
2012-12-20,60600,62300,60600,61900,66144,1550956.0,25055838.0
2012-12-21,62000,62400,60900,62000,51537,1553462.0,25055838.0
2012-12-24,62200,62900,61500,62500,59639,1565990.0,25055838.0
2012-12-26,63000,63000,62100,62200,45999,1558473.0,25055838.0
2012-12-27,62500,63200,61700,63100,58498,1581023.0,25055838.0
2012-12-28,62500,64000,62500,63700,57748,1596057.0,25055838.0
2013-01-02,64100,65800,63300,64100,80087,1606079.0,25055838.0
2013-01-03,64500,65700,63400,65100,88441,1631135.0,25055838.0
2013-01-04,64600,65900,64300,65400,89476,1638652.0,25055838.0
2013-01-07,65800,66100,64300,65200,38533,1633641.0,25055838.0
2013-01-08,64800,65300,64500,64500,20759,1616102.0,25055838.0
2013-01-09,64300,64800,63500,63900,32189,1601068.0,25055838.0
2013-01-10,63600,64300,62900,64000,74661,1603574.0,25055838.0
2013-01-11,63800,64600,62800,63500,51513,1591046.0,25055838.0
2013-01-14,63100,65000,62900,64600,39925,1618607.0,25055838.0
2013-01-15,64200,65000,62800,62800,56857,1573507.0,25055838.0
2013-01-16,62900,63700,61100,61100,64542,1530912.0,25055838.0
2013-01-17,61100,62400,60700,61100,48953,1530912.0,25055838.0
2013-01-18,61500,62500,61300,61700,35052,1545945.0,25055838.0
2013-01-21,61300,63000,61300,62300,26601,1560979.0,25055838.0
2013-01-22,62800,63100,61700,62600,30941,1568495.0,25055838.0
2013-01-23,62200,62500,61000,61100,50466,1530912.0,25055838.0
2013-01-24,61200,61600,60500,61100,69272,1530912.0,25055838.0
2013-01-25,60400,61800,60200,61700,49143,1545945.0,25055838.0
2013-01-28,61900,61900,60800,61400,37690,1538428.0,25055838.0
2013-01-29,61000,61700,60400,60500,63265,1515878.0,25055838.0
2013-01-30,60200,61300,60100,61200,33987,1533417.0,25055838.0
2013-01-31,60400,61600,59900,61600,62194,1543440.0,25055838.0
2013-02-01,61200,61800,60900,61200,40849,1533417.0,25055838.0
2013-02-04,61000,61900,60800,61100,48476,1530912.0,25055838.0
2013-02-05,60900,62000,60500,61100,38300,1530912.0,25055838.0
2013-02-06,60900,61700,60900,61200,16714,1533417.0,25055838.0
2013-02-07,60800,62800,60700,62700,53183,1571001.0,25055838.0
2013-02-08,62700,63300,61200,62400,51479,1563484.0,25055838.0
2013-02-12,61800,61800,60500,60500,68562,1515878.0,25055838.0
2013-02-13,60700,62000,60500,62000,110733,1553462.0,25055838.0
2013-02-14,61700,62000,61100,61100,38967,1530912.0,25055838.0
2013-02-15,61100,62900,60800,61200,48935,1533417.0,25055838.0
2013-02-18,61800,61800,58400,59000,149302,1478294.0,25055838.0
2013-02-19,58700,59100,57200,58300,150607,1460755.0,25055838.0
2013-02-20,58400,61500,58100,60100,287354,1505856.0,25055838.0
2013-02-21,60000,60100,58000,58100,172461,1455744.0,25055838.0
2013-02-22,58400,58800,56900,57200,175374,1433194.0,25055838.0
2013-02-25,57300,58200,57000,58200,59799,1458250.0,25055838.0
2013-02-26,57500,58600,57500,58600,57539,1468272.0,25055838.0
2013-02-27,58600,58600,57100,57100,59086,1430688.0,25055838.0
2013-02-28,56900,57500,55700,56000,329432,1403127.0,25055838.0
2013-03-04,56000,56300,53800,54400,199215,1363038.0,25055838.0
2013-03-05,54500,55500,54500,55000,100604,1378071.0,25055838.0
2013-03-06,55600,56500,54600,55000,74236,1378071.0,25055838.0
2013-03-07,54900,55300,54400,54900,50830,1375566.0,25055838.0
2013-03-08,54600,55400,53600,53800,98123,1348004.0,25055838.0
2013-03-11,53900,55100,53700,54000,85062,1353015.0,25055838.0
2013-03-12,54600,54800,54000,54700,58927,1370554.0,25055838.0
2013-03-13,54700,54900,54100,54300,110851,1360532.0,25055838.0
2013-03-14,54200,55100,53200,54900,128124,1375566.0,25055838.0
2013-03-15,55200,55700,54100,54800,100096,1373060.0,25055838.0
2013-03-18,54600,56300,53800,55700,129538,1395610.0,25055838.0
2013-03-19,55900,56500,55600,56200,101790,1408138.0,25055838.0
2013-03-20,56200,56200,54000,54000,113222,1353015.0,25055838.0
2013-03-21,54200,56700,53700,55400,156408,1388093.0,25055838.0
2013-03-22,55000,55500,54200,54300,59458,1360532.0,25055838.0
2013-03-25,54700,55500,54500,54500,69690,1365543.0,25055838.0
2013-03-26,54500,54900,53500,53500,98902,1340487.0,25055838.0
2013-03-27,53500,54300,53300,54000,67127,1353015.0,25055838.0
2013-03-28,53800,54400,53600,53800,46406,1348004.0,25055838.0
2013-03-29,54200,55600,54100,54800,96063,1373060.0,25055838.0
2013-04-01,55300,55300,53700,55000,98758,1378071.0,25055838.0
2013-04-02,55000,55000,53300,53300,149530,1335476.0,25055838.0
2013-04-03,53500,53800,52200,53500,106917,1340487.0,25055838.0
2013-04-04,52900,53600,52300,52600,93757,1317937.0,25055838.0
2013-04-05,51800,52700,51700,51700,64168,1295387.0,25055838.0
2013-04-08,52000,53000,51800,52500,80142,1315431.0,25055838.0
2013-04-09,52600,52600,51300,51500,61961,1290376.0,25055838.0
2013-04-10,51600,52300,51100,52300,83094,1310420.0,25055838.0
2013-04-11,52800,52800,51100,52100,97919,1305409.0,25055838.0
2013-04-12,52000,52300,49200,50000,255008,1252792.0,25055838.0
2013-04-15,50000,50300,49050,49400,119380,1237758.0,25055838.0
2013-04-16,48800,49700,47850,48950,151346,1226483.0,25055838.0
2013-04-17,48950,49150,47050,48000,123166,1202680.0,25055838.0
2013-04-18,47400,48400,47200,47750,99025,1196416.0,25055838.0
2013-04-19,47750,49600,47650,48850,73016,1223978.0,25055838.0
2013-04-22,48800,49500,48700,49300,41823,1235253.0,25055838.0
2013-04-23,49300,49450,48300,48650,46854,1218967.0,25055838.0
2013-04-24,49100,50900,48650,50400,71572,1262814.0,25055838.0
2013-04-25,50200,51100,50200,50900,35834,1275342.0,25055838.0
2013-04-26,51000,51300,50500,51100,36302,1280353.0,25055838.0
2013-04-29,51400,51400,50200,50500,31858,1265320.0,25055838.0
2013-04-30,51000,52300,50900,51000,84267,1277848.0,25055838.0
2013-05-02,51200,51900,51000,51100,20931,1280353.0,25055838.0
2013-05-03,51200,51600,50600,50900,22975,1275342.0,25055838.0
2013-05-06,51400,52500,51200,51200,28736,1282859.0,25055838.0
2013-05-07,51200,52000,50700,51200,39273,1282859.0,25055838.0
2013-05-08,51200,51700,50900,50900,28042,1275342.0,25055838.0
2013-05-09,51200,52400,51100,52100,55776,1305409.0,25055838.0
2013-05-10,52300,52600,50500,50600,89591,1267825.0,25055838.0
2013-05-13,50600,52000,50400,51900,34541,1300398.0,25055838.0
2013-05-14,51700,52600,51400,51600,42905,1292881.0,25055838.0
2013-05-15,51400,51900,50800,51000,33291,1277848.0,25055838.0
2013-05-16,51200,52400,51000,52400,77160,1312926.0,25055838.0
2013-05-20,52400,52900,51200,51200,73965,1282859.0,25055838.0
