농심홀딩스(072710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-10-12,86200,87900,85500,87800,2935,405598.0,4619569.0
2007-10-15,87500,88100,86700,88000,2289,406934.0,4624255.0
2007-10-16,87100,87900,86700,87300,417434,403697.0,4624255.0
2007-10-17,85300,88200,85300,87000,4241,402310.0,4624255.0
2007-10-18,85400,87600,85400,87600,2547,405085.0,4624255.0
2007-10-19,85900,87600,85600,86300,3349,399073.0,4624255.0
2007-10-22,86000,86200,83400,86000,4080,397686.0,4624255.0
2007-10-23,85700,85700,80300,80300,9268,371328.0,4624255.0
2007-10-24,81100,83900,80300,80300,11502,371328.0,4624255.0
2007-10-25,80300,81000,78200,80300,2343,371328.0,4624255.0
2007-10-26,79400,84100,79400,84000,1531,389375.0,4635421.0
2007-10-29,85000,85000,81700,83400,967,386594.0,4635421.0
2007-10-30,83900,83900,81700,83300,1535,386131.0,4635421.0
2007-10-31,83300,84600,81100,84500,3109,391693.0,4635421.0
2007-11-01,83000,83200,82500,82500,3401,382422.0,4635421.0
2007-11-02,82400,82500,70200,70200,39080,325407.0,4635421.0
2007-11-05,74900,79500,73600,78000,31171,361563.0,4635421.0
2007-11-06,77500,79000,75000,78900,5000,365735.0,4635421.0
2007-11-07,76700,79800,76700,79600,5484,368980.0,4635421.0
2007-11-08,80900,80900,76900,79600,2836,368980.0,4635421.0
2007-11-09,78000,79700,78000,79500,2302,368699.0,4637718.0
2007-11-12,79500,79500,77000,77900,591,361278.0,4637718.0
2007-11-13,79900,79900,74200,78800,1308,365452.0,4637718.0
2007-11-14,79000,80000,78500,79900,2434,370554.0,4637718.0
2007-11-15,78900,78900,76100,78000,391,361742.0,4637718.0
2007-11-16,78000,79200,78000,78800,564,365452.0,4637718.0
2007-11-19,79000,79000,77100,78700,1172,364988.0,4637718.0
2007-11-20,78000,78100,77700,77900,279,361278.0,4637718.0
2007-11-21,77900,77900,75600,77700,1387,360351.0,4637718.0
2007-11-22,77000,77500,75500,77000,2545,357104.0,4637718.0
2007-11-23,77000,77000,75200,75300,638,349220.0,4637718.0
2007-11-26,75300,78000,75300,77700,806,360351.0,4637718.0
2007-11-27,77500,77600,76300,77300,553,358496.0,4637718.0
2007-11-28,75000,78000,75000,78000,597,361742.0,4637718.0
2007-11-29,76200,78000,76200,78000,426,361742.0,4637718.0
2007-11-30,78700,78700,77000,78100,529,362206.0,4637718.0
2007-12-03,78700,78700,75500,78000,1536,361742.0,4637718.0
2007-12-04,78000,78000,76100,76100,475,352930.0,4637718.0
2007-12-05,75700,76400,74100,74100,2766,343655.0,4637718.0
2007-12-06,74600,76500,74100,75200,902,348756.0,4637718.0
2007-12-07,74100,75700,74100,75000,1005,347829.0,4637718.0
2007-12-10,74100,76300,72500,74000,3370,343191.0,4637718.0
2007-12-11,75800,75800,73200,74100,3057,343655.0,4637718.0
2007-12-12,74100,76900,73300,76100,4248,352930.0,4637718.0
2007-12-13,77000,78900,75600,78000,6267,361742.0,4637718.0
2007-12-14,78000,78500,75300,77000,4922,357104.0,4637718.0
2007-12-17,75300,78200,75300,78000,5550,361742.0,4637718.0
2007-12-18,77100,81700,77100,78000,5555,361742.0,4637718.0
2007-12-20,78000,78000,77000,77000,1317,357104.0,4637718.0
2007-12-21,78800,79900,75200,76200,114126,353394.0,4637718.0
2007-12-24,78000,78000,76500,76500,805,354785.0,4637718.0
2007-12-26,76500,78900,75800,78000,2502,361742.0,4637718.0
2007-12-27,77900,82000,76900,78000,5433,361742.0,4637718.0
2007-12-28,78100,80000,76200,77000,5193,357104.0,4637718.0
2008-01-02,77000,77000,76300,76500,1435,354785.0,4637718.0
2008-01-03,76000,77200,76000,77000,2114,357104.0,4637718.0
2008-01-04,76100,76300,74100,75600,3862,350611.0,4637718.0
2008-01-07,75300,75300,73600,73900,2270,342727.0,4637718.0
2008-01-08,74000,74500,72300,72300,1378,335307.0,4637718.0
2008-01-09,74000,74400,71600,73800,2449,342264.0,4637718.0
2008-01-10,74000,74000,73500,73900,2357,342727.0,4637718.0
2008-01-11,73900,74000,72700,74000,2187,343191.0,4637718.0
2008-01-14,74000,74000,71000,73000,2064,338553.0,4637718.0
2008-01-15,73000,73400,71500,72500,1649,336235.0,4637718.0
2008-01-16,72500,73000,70300,70900,3779,328814.0,4637718.0
2008-01-17,71000,73000,70900,73000,2611,338553.0,4637718.0
2008-01-18,73000,73000,72000,72800,2405,337626.0,4637718.0
2008-01-21,72500,72500,71600,72100,2398,334379.0,4637718.0
2008-01-22,72000,72000,68900,69900,3326,324176.0,4637718.0
2008-01-23,74700,74700,69900,70400,4425,326495.0,4637718.0
2008-01-24,71000,73900,70400,71000,4499,329278.0,4637718.0
2008-01-25,72900,73000,71900,72600,601,336698.0,4637718.0
2008-01-28,72600,75500,72600,73500,4187,340872.0,4637718.0
2008-01-29,73000,73800,73000,73500,4271,340872.0,4637718.0
2008-01-30,73500,73500,72900,73100,4869,339017.0,4637718.0
2008-01-31,73500,74500,73400,74000,3631,343191.0,4637718.0
2008-02-01,74000,74000,67000,74000,3673,343191.0,4637718.0
2008-02-04,74500,77600,74500,77000,1056,357104.0,4637718.0
2008-02-05,77000,78000,76800,77800,4580,360814.0,4637718.0
2008-02-11,73700,77500,73700,77500,283,359423.0,4637718.0
2008-02-12,75400,77500,75400,76000,1265,352467.0,4637718.0
2008-02-13,75000,76200,75000,75000,304,347829.0,4637718.0
2008-02-14,74000,76600,74000,76400,503,354322.0,4637718.0
2008-02-15,79500,79500,78600,78600,4,364525.0,4637718.0
2008-02-18,77500,78500,77000,78500,972,364061.0,4637718.0
2008-02-19,78000,78000,78000,78000,45,361742.0,4637718.0
2008-02-20,77700,79500,77100,78300,694,363133.0,4637718.0
2008-02-21,78300,78300,77100,78300,69,363133.0,4637718.0
2008-02-22,77500,79400,77500,79000,526,366380.0,4637718.0
2008-02-25,79000,79100,77500,79000,123,366380.0,4637718.0
2008-02-26,77500,80000,77500,79800,1051,370090.0,4637718.0
2008-02-27,79900,79900,79800,79800,25,370090.0,4637718.0
2008-02-28,79800,80000,78500,79500,408,368699.0,4637718.0
2008-02-29,78100,79500,77000,79000,442,366380.0,4637718.0
2008-03-03,78000,78300,71700,76600,345,355249.0,4637718.0
2008-03-04,74000,77000,73600,74100,967,343655.0,4637718.0
2008-03-05,75000,75400,74700,75000,1206,347829.0,4637718.0
2008-03-06,74900,77000,73800,77000,1102,357104.0,4637718.0
2008-03-07,77000,78000,75400,77000,647,357104.0,4637718.0
2008-03-10,77100,77100,75200,76500,253,354785.0,4637718.0
2008-03-11,75100,79500,75000,79400,836,368235.0,4637718.0
2008-03-12,76100,79800,76100,79000,1246,366380.0,4637718.0
2008-03-13,76400,79500,76400,79000,400,366380.0,4637718.0
2008-03-14,78100,78600,75500,76800,1859,356177.0,4637718.0
2008-03-17,76000,76000,72500,72600,1888,336698.0,4637718.0
2008-03-18,72600,74900,70000,74800,1406,346901.0,4637718.0
2008-03-19,74500,74500,70600,72000,3848,333916.0,4637718.0
2008-03-20,71000,72400,70200,72300,1440,335307.0,4637718.0
2008-03-21,71900,72700,69700,72500,2370,336235.0,4637718.0
2008-03-24,70900,73000,70300,72900,5329,338090.0,4637718.0
2008-03-25,74200,74200,71300,72500,1655,336237.0,4637758.0
2008-03-26,71300,72700,71300,72500,1754,336237.0,4637758.0
2008-03-27,71600,72600,71000,72600,853,336701.0,4637758.0
2008-03-28,71600,72600,71600,72000,496,333919.0,4637758.0
2008-03-31,71500,72500,71000,72500,1200,336237.0,4637758.0
2008-04-01,71800,72800,70600,70600,1706,327426.0,4637758.0
2008-04-02,71800,72000,71300,71800,1574,332991.0,4637758.0
2008-04-03,71500,73000,71100,73000,1846,338556.0,4637758.0
2008-04-04,73000,73000,72100,72900,248,338093.0,4637758.0
2008-04-07,72000,72500,70800,72400,3563,335774.0,4637758.0
2008-04-08,72400,72400,71100,71100,758,329745.0,4637758.0
2008-04-10,70900,70900,70500,70500,789,326962.0,4637758.0
2008-04-11,70600,70600,70300,70400,762,326498.0,4637758.0
2008-04-14,70800,70800,69700,69700,1192,323252.0,4637758.0
2008-04-15,69700,71500,69700,71000,3021,329281.0,4637758.0
2008-04-16,70500,70500,70000,70100,887,325107.0,4637758.0
2008-04-17,70200,70300,69900,70100,781,325107.0,4637758.0
2008-04-18,70100,70200,70000,70100,409,325107.0,4637758.0
2008-04-21,70100,71500,70100,71500,2361,331600.0,4637758.0
2008-04-22,71000,71500,70200,70200,1433,325571.0,4637758.0
2008-04-23,70200,70900,70200,70400,639,326498.0,4637758.0
2008-04-24,70800,70800,69900,70400,250,326498.0,4637758.0
2008-04-25,70100,70800,70100,70800,970,328353.0,4637758.0
2008-04-28,70500,70500,69800,70300,427,326034.0,4637758.0
2008-04-29,70300,70500,70100,70400,91,326498.0,4637758.0
2008-04-30,70800,70800,70000,70700,1215,327889.0,4637758.0
2008-05-02,71000,71000,69700,71000,3849,329281.0,4637758.0
2008-05-06,70500,71000,70000,70500,598,326962.0,4637758.0
2008-05-07,70500,70500,69600,70000,1024,324643.0,4637758.0
2008-05-08,70000,71000,69700,70700,3858,327889.0,4637758.0
2008-05-09,70800,71000,70600,71000,4652,329281.0,4637758.0
2008-05-13,71000,71100,70000,70300,847,326034.0,4637758.0
2008-05-14,70900,70900,69700,69700,1171,323252.0,4637758.0
2008-05-15,70100,70100,69200,69200,2128,320933.0,4637758.0
2008-05-16,69200,69400,69200,69200,5120,320933.0,4637758.0
2008-05-19,69200,70000,69100,69500,8588,322324.0,4637758.0
2008-05-20,69400,69400,68800,69100,6196,320469.0,4637758.0
2008-05-21,69100,69100,68600,68700,395,318614.0,4637758.0
2008-05-22,68700,69000,68400,68600,723,318150.0,4637758.0
2008-05-23,69100,70600,68200,70000,4612,324643.0,4637758.0
2008-05-26,69700,69700,68800,69000,61,320005.0,4637758.0
2008-05-27,69000,71100,68800,71000,5876,329281.0,4637758.0
2008-05-28,71000,71000,70000,70300,1144,326034.0,4637758.0
2008-05-29,70300,70500,69900,70400,296,326498.0,4637758.0
2008-05-30,70700,70700,69400,69500,1631,322324.0,4637758.0
2008-06-02,69500,70500,69100,69600,155,322788.0,4637758.0
2008-06-03,69100,69800,68600,69000,7541,320005.0,4637758.0
2008-06-04,68900,70800,68900,70200,1399,325571.0,4637758.0
2008-06-05,70200,70200,69600,69600,289,322788.0,4637758.0
2008-06-09,69000,69900,68500,69900,1857,324179.0,4637758.0
2008-06-10,69600,69700,69000,69600,607,322788.0,4637758.0
2008-06-11,71000,71000,69600,70400,4313,326498.0,4637758.0
2008-06-12,70900,70900,68800,69600,253,322788.0,4637758.0
2008-06-13,69000,70000,68200,68300,3133,316759.0,4637758.0
2008-06-16,68600,69500,68500,69500,1853,322324.0,4637758.0
2008-06-17,69800,71800,69000,71800,2474,332991.0,4637758.0
2008-06-18,71800,72100,70700,71800,1267,332991.0,4637758.0
2008-06-19,70700,71900,70000,71800,901,332991.0,4637758.0
2008-06-20,71800,72300,70900,72300,1138,335310.0,4637758.0
2008-06-23,72200,73000,71000,72800,1397,337629.0,4637758.0
2008-06-24,71700,72500,70500,72500,1046,336237.0,4637758.0
2008-06-25,71100,71400,71000,71300,88,330672.0,4637758.0
2008-06-26,71300,71300,69900,71000,352,329281.0,4637758.0
2008-06-27,71000,71400,69100,71400,267,331136.0,4637758.0
2008-06-30,71300,72000,69600,72000,1857,333919.0,4637758.0
2008-07-01,73800,73800,72000,72800,1369,337629.0,4637758.0
2008-07-02,72500,72800,70000,72500,1841,336237.0,4637758.0
2008-07-03,71700,71800,70900,71700,2324,332527.0,4637758.0
2008-07-04,70100,71900,70100,71700,410,332527.0,4637758.0
2008-07-07,70200,72200,70200,71700,701,332527.0,4637758.0
2008-07-08,70000,71100,69100,71000,1951,329281.0,4637758.0
2008-07-09,71500,71500,69700,71500,408,331600.0,4637758.0
2008-07-10,71000,71400,71000,71400,107,331136.0,4637758.0
2008-07-11,70500,72000,70500,71400,293,331136.0,4637758.0
2008-07-14,68100,71200,68100,70400,1396,326498.0,4637758.0
2008-07-15,69300,70100,69300,70000,234,324643.0,4637758.0
2008-07-16,70000,71900,67700,69600,597,322788.0,4637758.0
2008-07-17,68600,69900,68600,69800,401,323716.0,4637758.0
2008-07-18,69000,70900,68700,70900,736,328817.0,4637758.0
2008-07-21,71400,71400,70300,70800,303,328353.0,4637758.0
2008-07-22,71000,71000,69600,71000,997,329281.0,4637758.0
2008-07-23,70500,71800,69700,71800,1573,332991.0,4637758.0
2008-07-24,71700,71700,69900,70000,2047,324643.0,4637758.0
2008-07-25,70300,70300,69900,70000,118,324643.0,4637758.0
2008-07-28,70000,70000,69600,69700,256,323252.0,4637758.0
2008-07-29,68900,69900,68700,69700,515,323252.0,4637758.0
2008-07-30,69100,70000,69100,69800,253,323716.0,4637758.0
2008-07-31,69300,69800,69000,69600,725,322788.0,4637758.0
2008-08-01,69800,69800,69000,69700,1490,323252.0,4637758.0
2008-08-04,70000,70000,69000,69800,588,323716.0,4637758.0
2008-08-05,69900,70200,69900,70200,396,325571.0,4637758.0
2008-08-06,70400,71400,68200,71400,6621,331136.0,4637758.0
2008-08-07,70600,71200,69900,70000,717,324643.0,4637758.0
2008-08-08,70000,70000,69000,69600,1549,322788.0,4637758.0
2008-08-11,69600,69700,69100,69600,342,322788.0,4637758.0
2008-08-12,69600,69800,69100,69700,274,323252.0,4637758.0
2008-08-13,70100,70900,68800,70700,466,327889.0,4637758.0
2008-08-14,70700,70700,69600,70500,116,326962.0,4637758.0
2008-08-18,69500,69500,69500,69500,1,322324.0,4637758.0
2008-08-19,69000,69000,67100,68500,785,317686.0,4637758.0
2008-08-20,67500,69100,67200,69100,473,320469.0,4637758.0
2008-08-21,68800,68800,68000,68000,515,315368.0,4637758.0
2008-08-22,67400,68600,67300,68500,679,317686.0,4637758.0
2008-08-25,68000,68600,67700,68500,184,317686.0,4637758.0
2008-08-26,68500,68500,66800,67500,2389,313049.0,4637758.0
2008-08-27,67100,68300,66600,68300,931,316759.0,4637758.0
2008-08-28,67500,68500,67500,68300,343,316759.0,4637758.0
2008-08-29,68300,69500,68000,69500,162,322324.0,4637758.0
2008-09-01,68000,69300,67500,68900,735,319542.0,4637758.0
2008-09-02,68500,69500,67600,69200,1355,320933.0,4637758.0
2008-09-03,67700,69400,67700,69300,436,321397.0,4637758.0
2008-09-04,69000,69300,69000,69300,75,321397.0,4637758.0
2008-09-05,70000,70000,68500,69300,179,321397.0,4637758.0
2008-09-08,68200,69700,68200,69300,434,321397.0,4637758.0
2008-09-09,69300,70000,68600,70000,1062,324643.0,4637758.0
2008-09-10,70000,70200,69000,70000,272,324643.0,4637758.0
2008-09-11,70200,70700,68600,70000,1254,324643.0,4637758.0
2008-09-12,70400,70400,69800,70000,308,324643.0,4637758.0
2008-09-16,67500,69900,66000,66300,3434,307483.0,4637758.0
2008-09-17,68000,69000,67200,69000,809,320005.0,4637758.0
2008-09-18,66300,67000,66300,66400,1592,307947.0,4637758.0
2008-09-19,67100,68000,67100,67700,486,313976.0,4637758.0
2008-09-22,68000,68000,67600,67600,1140,313512.0,4637758.0
2008-09-23,67700,67700,67100,67700,1643,313976.0,4637758.0
2008-09-24,67700,67700,66900,67100,3840,311194.0,4637758.0
2008-09-25,67200,67400,67000,67300,694,312121.0,4637758.0
2008-09-26,67500,67800,67500,67500,110963,313049.0,4637758.0
2008-09-29,67700,67700,67400,67500,150,313049.0,4637758.0
2008-09-30,66000,67600,65100,67600,369,313512.0,4637758.0
2008-10-01,67600,67800,67300,67800,1422,314440.0,4637758.0
2008-10-02,67800,68000,67500,67800,1575,314440.0,4637758.0
2008-10-06,67700,67900,66600,67000,4016,310730.0,4637758.0
2008-10-07,66500,66600,65000,66600,1246,308875.0,4637758.0
2008-10-08,65700,65700,61800,65500,3860,303773.0,4637758.0
2008-10-09,63500,65900,63500,65500,1691,303773.0,4637758.0
2008-10-10,63500,63500,58400,63000,4373,292179.0,4637758.0
2008-10-13,60200,61600,59700,59700,728,276874.0,4637758.0
2008-10-14,60100,63600,59300,62500,7870,289860.0,4637758.0
2008-10-15,61500,61500,60000,60300,257,279657.0,4637758.0
2008-10-16,58700,60300,56100,56100,572,260178.0,4637758.0
2008-10-17,56400,59900,53000,59000,1207,273628.0,4637758.0
2008-10-20,56200,59500,56100,58500,391,271309.0,4637758.0
2008-10-21,55600,59500,55600,58000,946,268990.0,4637758.0
2008-10-22,55100,58200,53000,54000,2471,250439.0,4637758.0
2008-10-23,51000,52500,51000,51000,304,236526.0,4637758.0
2008-10-24,48400,50000,48400,48450,826,224699.0,4637758.0
2008-10-27,48450,50000,45000,48900,150,226786.0,4637758.0
2008-10-28,45500,53000,43500,53000,1770,245801.0,4637758.0
2008-10-29,53100,53100,47000,50500,2125,234207.0,4637758.0
2008-10-30,50600,56300,50600,56000,939,259714.0,4637758.0
2008-10-31,56800,64000,53200,64000,1868,296817.0,4637758.0
2008-11-03,64000,64000,57500,57500,1760,266671.0,4637758.0
2008-11-04,57500,61800,55500,61800,2138,286613.0,4637758.0
2008-11-05,61800,63000,61800,62900,275,291715.0,4637758.0
2008-11-06,60900,60900,58500,59000,74,273628.0,4637758.0
2008-11-07,62900,62900,53600,60900,683,282439.0,4637758.0
2008-11-10,58700,61500,58700,61300,62,284295.0,4637758.0
2008-11-11,58100,60900,58100,59500,2455,275947.0,4637758.0
2008-11-12,59900,59900,56600,58600,189,271773.0,4637758.0
2008-11-13,58200,58600,54500,55200,495,256004.0,4637758.0
2008-11-14,56100,56100,54800,55600,489,257859.0,4637758.0
2008-11-17,55800,56000,53600,55400,336,256932.0,4637758.0
2008-11-18,55400,55600,53200,55000,365,255077.0,4637758.0
2008-11-19,55000,55000,53900,54500,195,252758.0,4637758.0
2008-11-20,53600,54300,53000,53600,126,248584.0,4637758.0
2008-11-21,50100,54800,50100,54800,1716,254149.0,4637758.0
2008-11-24,54800,54800,53100,54800,86,254149.0,4637758.0
2008-11-25,55900,56400,54800,55000,703,255077.0,4637758.0
2008-11-26,55000,55100,50000,55000,586,255077.0,4637758.0
2008-11-27,55000,56000,54000,54100,300,250903.0,4637758.0
2008-11-28,56000,56000,53800,54100,30,250903.0,4637758.0
2008-12-01,53100,56400,53100,55000,307,255077.0,4637758.0
2008-12-02,55000,55000,52100,52500,387,243482.0,4637758.0
2008-12-03,54400,54400,52400,53500,199,248120.0,4637758.0
2008-12-04,53500,54400,52200,54400,216,252294.0,4637758.0
2008-12-05,54700,55900,54500,55900,577,259251.0,4637758.0
2008-12-08,56000,59800,54500,59800,4558,277338.0,4637758.0
2008-12-09,58100,58100,56500,57800,743,268062.0,4637758.0
2008-12-10,55600,56500,55500,56200,4397,260642.0,4637758.0
2008-12-11,56200,57000,56000,56400,23461,261570.0,4637758.0
2008-12-12,55500,56500,54700,55800,319,258787.0,4637758.0
2008-12-15,54000,57800,54000,57800,2729,268062.0,4637758.0
2008-12-16,57800,58800,56200,58800,1082,272700.0,4637758.0
2008-12-17,59000,59000,57000,58000,2564,268990.0,4637758.0
2008-12-18,58000,58000,57100,58000,338,268990.0,4637758.0
2008-12-19,58100,58100,54400,58100,6527,269454.0,4637758.0
2008-12-22,58000,58100,55500,57200,3341,265280.0,4637758.0
2008-12-23,57200,57600,54500,54500,1727,252758.0,4637758.0
2008-12-24,56000,56000,50600,55400,59096,256932.0,4637758.0
2008-12-26,55300,57000,55000,57000,3197,264352.0,4637758.0
2008-12-29,54000,56800,54000,56800,2790,263425.0,4637758.0
2008-12-30,57400,58300,55100,58000,7831,268990.0,4637758.0
2009-01-02,58700,58700,57000,58000,1330,268990.0,4637758.0
2009-01-05,56700,58000,56700,57900,179,268526.0,4637758.0
2009-01-06,57500,57500,56200,56200,821,260642.0,4637758.0
2009-01-07,56000,56200,55300,55500,290,257396.0,4637758.0
2009-01-08,55500,55600,54100,55000,659,255077.0,4637758.0
2009-01-09,55000,55400,54900,55100,234,255540.0,4637758.0
2009-01-12,55800,56000,55700,55900,567,259251.0,4637758.0
2009-01-13,55900,56100,55800,56000,405,259714.0,4637758.0
2009-01-14,55800,56000,55000,55900,81,259251.0,4637758.0
2009-01-15,54800,55800,54500,55200,76,256004.0,4637758.0
2009-01-16,55000,55200,55000,55200,35,256004.0,4637758.0
2009-01-19,55500,55500,55200,55500,75,257396.0,4637758.0
2009-01-20,55000,55500,55000,55500,47,257396.0,4637758.0
2009-01-21,54300,55400,54300,55300,24,256468.0,4637758.0
2009-01-22,55300,55500,55300,55500,98,257396.0,4637758.0
2009-01-23,55200,55300,55200,55300,98,256468.0,4637758.0
2009-01-28,55900,56000,55500,55900,657,259251.0,4637758.0
2009-01-29,55100,56000,55000,55100,175,255540.0,4637758.0
2009-01-30,54400,55000,54200,54200,333,251366.0,4637758.0
2009-02-02,54400,54400,53900,54100,402,250903.0,4637758.0
2009-02-03,54300,54900,54000,54600,105,253222.0,4637758.0
2009-02-04,54100,54800,54100,54600,90460,253222.0,4637758.0
2009-02-05,54600,54600,54100,54400,67,252294.0,4637758.0
2009-02-06,54500,54500,53400,53700,974,249048.0,4637758.0
2009-02-09,53700,54000,53400,54000,1240,250439.0,4637758.0
2009-02-10,54000,55700,53900,55700,1011,258323.0,4637758.0
2009-02-11,55000,55700,55000,55700,114,258323.0,4637758.0
2009-02-12,54500,56000,54000,54100,682,250903.0,4637758.0
2009-02-13,54500,54700,54500,54500,61,252758.0,4637758.0
2009-02-16,54500,54500,54100,54500,331,252758.0,4637758.0
2009-02-17,54500,54500,53900,53900,402,249975.0,4637758.0
2009-02-18,53600,53600,52900,53100,758,246265.0,4637758.0
2009-02-19,53100,53800,53000,53200,231,246729.0,4637758.0
2009-02-20,53200,53600,52500,53100,694,246265.0,4637758.0
2009-02-23,53100,54600,52800,54500,680,252758.0,4637758.0
2009-02-24,53100,54400,52800,52800,241,244874.0,4637758.0
2009-02-25,52900,54000,49350,51800,21163,240236.0,4637758.0
2009-02-26,51800,54000,51100,53000,4425,245801.0,4637758.0
2009-02-27,52000,59900,52000,59900,1422,277802.0,4637758.0
2009-03-02,57700,57700,51900,53000,41076,245801.0,4637758.0
2009-03-03,51700,53000,51700,53000,5807,245801.0,4637758.0
2009-03-04,53000,53100,52000,52400,17999,243019.0,4637758.0
2009-03-05,52400,53000,52200,52500,407,243482.0,4637758.0
2009-03-06,52000,52500,51500,51600,726,239308.0,4637758.0
2009-03-09,51700,52000,51200,51600,330,239308.0,4637758.0
2009-03-10,51600,53500,50700,51100,3438,236989.0,4637758.0
2009-03-11,52000,53000,51100,51500,1847,238845.0,4637758.0
2009-03-12,52000,53000,52000,52800,1714,244874.0,4637758.0
2009-03-13,53000,53800,51900,53800,5706,249511.0,4637758.0
2009-03-16,53000,54000,52800,53500,2489,248120.0,4637758.0
2009-03-17,52900,53800,52500,53800,2566,249511.0,4637758.0
2009-03-18,53000,53200,52700,53000,2169,245801.0,4637758.0
2009-03-19,53000,53800,52600,53500,90762,248120.0,4637758.0
2009-03-20,54500,56000,54500,56000,1462,259714.0,4637758.0
2009-03-23,56000,56000,55500,56000,447,259714.0,4637758.0
2009-03-24,56000,56300,54000,54500,29030,252758.0,4637758.0
2009-03-25,54500,55900,54500,54900,1143,254613.0,4637758.0
2009-03-26,55200,56900,55200,56300,4029,261106.0,4637758.0
2009-03-27,56400,56400,55900,55900,485,259251.0,4637758.0
2009-03-30,56800,56800,54500,55500,876,257396.0,4637758.0
2009-03-31,56000,56000,54700,54800,441,254149.0,4637758.0
2009-04-01,54800,56000,54800,54900,1071,254613.0,4637758.0
2009-04-02,55700,56100,55000,55900,1660,259251.0,4637758.0
2009-04-03,55700,56100,55200,55200,990,256004.0,4637758.0
2009-04-06,55200,56500,55000,55300,3842,256468.0,4637758.0
2009-04-07,55900,56000,55300,56000,682,259714.0,4637758.0
2009-04-08,55300,55500,55200,55200,549,256004.0,4637758.0
2009-04-09,55500,56100,55300,55800,1972,258787.0,4637758.0
2009-04-10,57000,57000,55300,56000,5656,259714.0,4637758.0
2009-04-13,56000,57500,56000,57000,2687,264352.0,4637758.0
2009-04-14,57500,57500,56300,57000,5778,264352.0,4637758.0
2009-04-15,57400,57400,55600,55700,4795,258323.0,4637758.0
2009-04-16,56000,57000,54200,55000,18318,255077.0,4637758.0
2009-04-17,56000,56300,55000,55000,5101,255077.0,4637758.0
2009-04-20,55900,56400,55100,56100,1913,260178.0,4637758.0
2009-04-21,55500,56300,55500,55700,3002,258323.0,4637758.0
2009-04-22,56000,58100,56000,57000,18901,264352.0,4637758.0
2009-04-23,58500,58500,56800,58000,6697,268990.0,4637758.0
2009-04-24,58300,58900,57500,58400,4972,270845.0,4637758.0
2009-04-27,58700,59200,58200,58300,2574,270381.0,4637758.0
2009-04-28,58300,58300,56700,57400,6841,266207.0,4637758.0
2009-04-29,57000,57600,56600,56900,2985,263888.0,4637758.0
2009-04-30,57200,58800,57000,58000,9462,268990.0,4637758.0
2009-05-04,58400,60000,58300,59000,6508,273628.0,4637758.0
2009-05-06,59200,59500,57600,58200,11119,269918.0,4637758.0
2009-05-07,59400,59400,58400,59200,5999,274555.0,4637758.0
2009-05-08,59300,61000,59000,60800,8624,281976.0,4637758.0
2009-05-11,60900,61500,59900,60700,3965,281512.0,4637758.0
2009-05-12,60100,60700,58800,59500,12082,275947.0,4637758.0
2009-05-13,60600,60600,59200,59500,5180,275947.0,4637758.0
2009-05-14,59800,60000,58600,59100,3655,274091.0,4637758.0
2009-05-15,60000,60300,59200,60200,6655,279193.0,4637758.0
2009-05-18,61000,62300,61000,61400,5231,284758.0,4637758.0
2009-05-19,62300,63400,62000,62800,7746,291251.0,4637758.0
2009-05-20,62800,63100,62500,63000,4254,292179.0,4637758.0
2009-05-21,63200,63500,62000,62900,3036,291715.0,4637758.0
2009-05-22,62900,63700,62800,62900,3986,291715.0,4637758.0
2009-05-25,63400,63400,61000,63000,3715,292179.0,4637758.0
2009-05-26,62300,64000,62000,62900,5574,291715.0,4637758.0
2009-05-27,63000,63000,62100,62900,3816,291715.0,4637758.0
2009-05-28,62900,63000,62200,63000,8076,292179.0,4637758.0
2009-05-29,63000,66000,62900,64500,11622,299135.0,4637758.0
2009-06-01,64500,64500,63500,64000,3176,296817.0,4637758.0
2009-06-02,64000,64600,63600,64200,8272,297744.0,4637758.0
2009-06-03,64200,64300,63900,64100,5501,297280.0,4637758.0
2009-06-04,64500,64500,63600,64000,8152,296817.0,4637758.0
2009-06-05,63900,63900,63000,63500,4834,294498.0,4637758.0
2009-06-08,63500,63800,63400,63800,4316,295889.0,4637758.0
2009-06-09,64000,64000,63500,63600,1955,294961.0,4637758.0
2009-06-10,63300,65700,63200,65500,2584,303773.0,4637758.0
2009-06-11,66700,66700,65200,66000,12739,306092.0,4637758.0
2009-06-12,65000,66800,65000,66500,5009,308411.0,4637758.0
2009-06-15,66500,66500,65600,65900,1655,305628.0,4637758.0
2009-06-16,65900,67500,65700,65900,4317,305628.0,4637758.0
2009-06-17,65900,65900,65000,65900,5575,305628.0,4637758.0
2009-06-18,65900,65900,65400,65900,5510,305628.0,4637758.0
2009-06-19,65900,66500,65700,65900,2696,305628.0,4637758.0
2009-06-22,65900,66100,65900,66000,3492,306092.0,4637758.0
2009-06-23,65900,65900,64700,65300,2366,302846.0,4637758.0
2009-06-24,66000,66000,64100,65000,6786,301454.0,4637758.0
2009-06-25,65900,65900,65100,65700,2385,304701.0,4637758.0
2009-06-26,66700,66700,65800,66000,11420,306092.0,4637758.0
2009-06-29,66000,66900,65800,66000,3963,306092.0,4637758.0
2009-06-30,65500,66300,65500,66200,5887,307020.0,4637758.0
2009-07-01,66500,66500,64500,65500,2886,303773.0,4637758.0
2009-07-02,65500,66900,65500,65700,4427,304701.0,4637758.0
