일동제약(249420),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-11-22,13887,14006,13491,13690,28667,308723.0,17845253.0
2016-11-23,13531,13650,13136,13256,44224,298908.0,17845253.0
2016-11-24,13293,13373,12621,12702,65836,286416.0,17845253.0
2016-11-25,12819,13096,12661,12939,45798,291770.0,17845253.0
2016-11-28,12937,12978,12661,12662,33046,285524.0,17845253.0
2016-11-29,12502,12977,12502,12781,26150,288201.0,17845253.0
2016-11-30,12977,13452,12661,13453,29704,303369.0,17845253.0
2016-12-01,13412,13412,12779,12781,47687,288201.0,17845253.0
2016-12-02,12819,12858,12620,12662,12084,285524.0,17845253.0
2016-12-05,12581,12621,12345,12345,41390,278386.0,17845253.0
2016-12-06,12345,12819,12345,12662,27105,285524.0,17845253.0
2016-12-07,12661,12740,12225,12424,41105,280170.0,17845253.0
2016-12-08,12700,13373,12541,12741,90821,287309.0,17845253.0
2016-12-09,13057,13057,12700,13018,41389,293554.0,17845253.0
2016-12-12,12978,13096,12661,13018,36566,293554.0,17845253.0
2016-12-13,12978,13333,12937,13295,71418,299800.0,17845253.0
2016-12-14,13412,13729,13293,13533,59495,305154.0,17845253.0
2016-12-15,13491,13610,13253,13533,35422,305154.0,17845253.0
2016-12-16,13452,13808,13412,13809,47830,311400.0,17845253.0
2016-12-19,13729,14124,13729,14007,55100,315861.0,17845253.0
2016-12-20,14560,15470,14402,15274,313715,344413.0,17845253.0
2016-12-21,15311,15311,14955,15194,93257,342629.0,17845253.0
2016-12-22,15035,15470,14955,15471,86239,348875.0,17845253.0
2016-12-23,15470,15826,15272,15827,67235,356905.0,17845253.0
2016-12-26,15826,16776,15787,16223,115317,365828.0,17845253.0
2016-12-27,16340,16420,16261,16302,80377,367612.0,17845253.0
2016-12-28,16649,16649,16170,16172,68184,331922.0,17845253.0
2016-12-29,15910,16779,15562,16519,54693,339060.0,17845253.0
2017-01-02,16866,16866,15649,16172,65209,331922.0,17845253.0
2017-01-03,16301,16301,15562,15824,57300,324784.0,17845253.0
2017-01-04,15910,16041,15562,15781,30131,323891.0,17845253.0
2017-01-05,16041,16214,15779,16041,34013,329245.0,17845253.0
2017-01-06,15910,15997,15823,15998,15326,328353.0,17845253.0
2017-01-09,15997,16214,15736,16041,23392,329245.0,17845253.0
2017-01-10,16084,16128,15736,15867,25693,325676.0,17845253.0
2017-01-11,15997,15997,15692,15694,20389,322107.0,17845253.0
2017-01-12,15562,15779,15040,15302,46989,314076.0,17845253.0
2017-01-13,15171,15432,15040,15302,17275,314076.0,17845253.0
2017-01-16,15302,15302,14910,14998,21492,307831.0,17845253.0
2017-01-17,14997,15258,14824,15042,30016,308723.0,17845253.0
2017-01-18,14997,15127,14824,14955,27802,306938.0,17845253.0
2017-01-19,14910,15127,14910,15085,14601,309615.0,17845253.0
2017-01-20,15127,15692,14953,15520,65404,318538.0,17845253.0
2017-01-23,15519,16301,15389,16172,98945,331922.0,17845253.0
2017-01-24,16257,16475,15649,15998,64676,328353.0,17845253.0
2017-01-25,15997,16301,15779,15824,35719,324784.0,17845253.0
2017-01-26,15779,15867,15389,15824,47993,324784.0,17845253.0
2017-01-31,15736,15736,15389,15563,22258,319430.0,17845253.0
2017-02-01,15736,16779,15605,16606,134227,340844.0,17845253.0
2017-02-02,16606,16953,16345,16780,141655,344413.0,17845253.0
2017-02-03,17040,18127,16866,17302,321148,355121.0,17845253.0
2017-02-06,17388,17562,16910,17389,63624,356905.0,17845253.0
2017-02-07,16953,17127,15823,15954,249088,327460.0,17845253.0
2017-02-08,15954,15954,15562,15954,86809,327460.0,17845253.0
2017-02-09,15736,16041,15736,15911,31894,326568.0,17845253.0
2017-02-10,15823,16084,15736,15781,42169,323891.0,17845253.0
2017-02-13,15736,15997,15736,15998,31132,328353.0,17845253.0
2017-02-14,15997,16084,15779,16041,26765,329245.0,17845253.0
2017-02-15,16041,16953,15910,16868,160492,346198.0,17845253.0
2017-02-16,16910,16910,16388,16476,63498,338168.0,17845253.0
2017-02-17,16432,16736,16257,16346,57151,335491.0,17845253.0
2017-02-20,16432,16562,16170,16215,28516,332814.0,17845253.0
2017-02-21,16214,16606,16214,16476,29600,338168.0,17845253.0
2017-02-22,16562,16606,16257,16433,32788,337275.0,17845253.0
2017-02-23,16432,16562,16345,16390,22394,336383.0,17845253.0
2017-02-24,16475,16693,16388,16563,45594,339952.0,17845253.0
2017-02-27,16736,16779,16475,16563,47280,339952.0,17845253.0
2017-02-28,16606,16736,16345,16390,33407,336383.0,17845253.0
2017-03-02,16388,16519,16214,16215,39437,332814.0,17845253.0
2017-03-03,16084,16257,15954,15998,42167,328353.0,17845253.0
2017-03-06,15954,16257,15954,16085,19001,330137.0,17845253.0
2017-03-07,16301,16388,16041,16215,18354,332814.0,17845253.0
2017-03-08,16128,16519,15997,16085,58683,330137.0,17845253.0
2017-03-09,15997,16475,15954,16215,63822,332814.0,17845253.0
2017-03-10,16345,16345,15823,16041,46174,329245.0,17845253.0
2017-03-13,16128,16170,15910,16041,18653,329245.0,17845253.0
2017-03-14,15954,16170,15867,16172,31813,331922.0,17845253.0
2017-03-15,16170,16170,15823,15911,24311,326568.0,17845253.0
2017-03-16,15910,16432,15779,16433,48946,337275.0,17845253.0
2017-03-17,16388,16519,16128,16346,50922,335491.0,17845253.0
2017-03-20,16345,16649,16214,16563,67382,339952.0,17845253.0
2017-03-21,16562,16953,16475,16955,50034,347982.0,17845253.0
2017-03-22,16910,16953,16562,16868,38047,346198.0,17845253.0
2017-03-23,16953,16953,16301,16911,71486,347090.0,17845253.0
2017-03-24,16866,16953,16606,16955,28697,347982.0,17845253.0
2017-03-27,16953,17084,16519,16911,40689,347090.0,17845253.0
2017-03-28,16866,17084,16562,16998,70014,348875.0,17845253.0
2017-03-29,17040,17040,16736,16955,22537,347982.0,17845253.0
2017-03-30,16953,17040,16736,17042,36244,349767.0,17845253.0
2017-03-31,16953,17258,16910,16998,26820,348875.0,17845253.0
2017-04-03,16997,17736,16997,17563,131528,360474.0,17845253.0
2017-04-04,17562,17996,17431,17563,100929,360474.0,17845253.0
2017-04-05,17736,18735,17475,18606,201076,381888.0,17845253.0
2017-04-06,18519,19127,18257,19041,120992,390811.0,17845253.0
2017-04-07,19909,19909,18779,19171,77112,393488.0,17845253.0
2017-04-10,19171,19344,18475,18563,110938,380996.0,17845253.0
2017-04-11,18692,19562,18344,19562,121024,401518.0,17845253.0
2017-04-12,19562,19823,18822,19302,136268,396165.0,17845253.0
2017-04-13,19300,19605,19084,19520,73080,400626.0,17845253.0
2017-04-14,19171,19736,19040,19606,131504,442641.0,19629292.0
2017-04-17,19562,20432,19562,19911,197803,449511.0,19629292.0
2017-04-18,20214,20214,19736,20128,137743,454418.0,19629292.0
2017-04-19,20127,20257,19909,20128,63327,454418.0,19629292.0
2017-04-20,20257,20257,19649,20041,97894,452455.0,19629292.0
2017-04-21,20301,20301,19736,19823,65950,447548.0,19629292.0
2017-04-24,19823,20214,19649,20041,69268,452455.0,19629292.0
2017-04-25,19953,20257,19866,20128,76160,454418.0,19629292.0
2017-04-26,20127,20910,20127,20693,136801,467177.0,19629292.0
2017-04-27,20866,20910,20432,20606,86920,465214.0,19629292.0
2017-04-28,19996,19996,18822,19520,327233,440678.0,19629292.0
2017-05-02,19562,19953,19518,19780,44042,446566.0,19629292.0
2017-05-04,19779,19953,19475,19736,34711,445585.0,19629292.0
2017-05-08,19736,20344,19736,20258,104606,457363.0,19629292.0
2017-05-10,20257,20432,19909,20085,61896,453437.0,19629292.0
2017-05-11,20170,20953,19953,20606,123795,465214.0,19629292.0
2017-05-12,20822,20866,20475,20823,81475,470122.0,19629292.0
2017-05-15,20953,21126,20388,20650,96213,466196.0,19629292.0
2017-05-16,20910,20997,19431,19562,211453,441659.0,19629292.0
2017-05-17,19692,19866,18822,19041,128351,429881.0,19629292.0
2017-05-18,18692,19040,18214,18911,144805,426937.0,19629292.0
2017-05-19,19084,19431,18692,18954,79130,427919.0,19629292.0
2017-05-22,18866,18953,18519,18519,55662,418104.0,19629292.0
2017-05-23,18692,18735,18301,18606,80114,420067.0,19629292.0
2017-05-24,18562,19040,18519,18954,62505,427919.0,19629292.0
2017-05-25,19084,19300,18779,19215,60218,433807.0,19629292.0
2017-05-26,19300,19388,18997,18997,42762,428900.0,19629292.0
2017-05-29,19127,19257,18388,18519,77483,418104.0,19629292.0
2017-05-30,18519,19084,18257,19084,122679,430863.0,19629292.0
2017-05-31,19171,19823,19040,19649,157850,443622.0,19629292.0
2017-06-01,19823,19909,19388,19476,61964,439696.0,19629292.0
2017-06-02,19518,19866,19475,19823,59892,447548.0,19629292.0
2017-06-05,19996,20388,19909,20258,103955,457363.0,19629292.0
2017-06-07,20344,20475,19953,20041,56388,452455.0,19629292.0
2017-06-08,19953,20170,19823,20085,59057,453437.0,19629292.0
2017-06-09,20127,20344,19736,19780,70943,446566.0,19629292.0
2017-06-12,19779,19779,18997,19171,83212,432826.0,19629292.0
2017-06-13,19171,19431,19040,19258,52506,434789.0,19629292.0
2017-06-14,19300,19692,18953,19084,69366,430863.0,19629292.0
2017-06-15,19084,19084,18388,18693,72202,422030.0,19629292.0
2017-06-16,18953,19040,18519,18519,55677,418104.0,19629292.0
2017-06-19,18519,18692,18519,18693,40685,422030.0,19629292.0
2017-06-20,18648,18866,17779,17998,104948,406326.0,19629292.0
2017-06-21,17910,17997,17736,17823,49728,402400.0,19629292.0
2017-06-22,17910,18432,17823,18259,57262,412215.0,19629292.0
2017-06-23,18519,18562,17996,18259,75551,412215.0,19629292.0
2017-06-26,18257,19431,17910,18911,158072,426937.0,19629292.0
2017-06-27,19084,19127,18605,18650,58567,421048.0,19629292.0
2017-06-28,18648,18648,18127,18215,44851,411234.0,19629292.0
2017-06-29,18257,18475,18127,18476,47912,417122.0,19629292.0
2017-06-30,18475,18519,18040,18172,56457,410252.0,19629292.0
2017-07-03,18083,18127,17736,17911,37602,404363.0,19629292.0
2017-07-04,17910,18127,17779,17780,37735,401419.0,19629292.0
2017-07-05,17779,17997,16475,17128,145733,386697.0,19629292.0
2017-07-06,17171,17388,17127,17302,42012,390623.0,19629292.0
2017-07-07,17301,17345,16997,17128,44215,386697.0,19629292.0
2017-07-10,17127,17127,16432,16519,90163,372957.0,19629292.0
2017-07-11,16649,16693,16475,16563,44600,373938.0,19629292.0
2017-07-12,16562,16693,16214,16215,40213,366086.0,19629292.0
2017-07-13,16170,16475,16084,16172,56601,365105.0,19629292.0
2017-07-14,16257,16257,15562,15824,77015,357253.0,19629292.0
2017-07-17,15389,16779,15389,16346,95566,369031.0,19629292.0
2017-07-18,16214,16693,16214,16519,52586,372957.0,19629292.0
2017-07-19,16649,16736,16432,16606,39393,374919.0,19629292.0
2017-07-20,16475,16736,16432,16650,14531,375901.0,19629292.0
2017-07-21,16822,16822,16475,16476,28956,371975.0,19629292.0
2017-07-24,16432,16519,15910,16041,60268,362160.0,19629292.0
2017-07-25,15997,16475,15997,16346,42925,369031.0,19629292.0
2017-07-26,16388,16475,15997,16346,90001,369031.0,19629292.0
2017-07-27,16432,16823,15997,16780,123738,378845.0,19629292.0
2017-07-28,16779,16953,16475,16911,80918,381790.0,19629292.0
2017-07-31,16910,17431,16693,16737,116511,377864.0,19629292.0
2017-08-01,16953,17779,16779,17780,121829,401419.0,19629292.0
2017-08-02,17475,17692,17301,17563,72740,396512.0,19629292.0
2017-08-03,17475,17954,16866,17693,108859,399456.0,19629292.0
2017-08-04,17692,18648,17649,18650,235537,421048.0,19629292.0
2017-08-07,18779,19127,18432,18997,111217,428900.0,19629292.0
2017-08-08,19084,19127,18735,18824,75963,424974.0,19629292.0
2017-08-09,18735,19084,18432,18650,99069,421048.0,19629292.0
2017-08-10,18735,19214,18606,18824,87511,424974.0,19629292.0
2017-08-11,18562,18953,18083,18737,88137,423011.0,19629292.0
2017-08-14,18910,18910,18170,18476,63746,417122.0,19629292.0
2017-08-16,18735,18735,17692,17736,84800,400438.0,19629292.0
2017-08-17,17649,18127,17649,17823,28444,402400.0,19629292.0
2017-08-18,17867,17867,17345,17563,42889,396512.0,19629292.0
2017-08-21,17736,17997,17431,17693,27004,399456.0,19629292.0
2017-08-22,17692,17910,17127,17171,61616,387679.0,19629292.0
2017-08-23,17171,17388,16606,16868,71521,380808.0,19629292.0
2017-08-24,16910,17127,16779,16955,43150,382771.0,19629292.0
2017-08-25,16910,17605,16779,17302,108663,390623.0,19629292.0
2017-08-28,17171,17475,17127,17476,53678,394549.0,19629292.0
2017-08-29,17214,17475,17127,17433,77427,393567.0,19629292.0
2017-08-30,17301,17345,17171,17346,55431,391604.0,19629292.0
2017-08-31,17431,17431,17084,17215,41780,388660.0,19629292.0
2017-09-01,17301,17562,17040,17476,40841,394549.0,19629292.0
2017-09-04,17127,17345,16562,17215,18730,388660.0,19629292.0
2017-09-05,16953,17301,16953,17171,22943,387679.0,19629292.0
2017-09-06,17040,17301,17040,17215,33040,388660.0,19629292.0
2017-09-07,17301,18866,17301,17911,92357,404363.0,19629292.0
2017-09-08,17736,17997,17562,17780,59297,401419.0,19629292.0
2017-09-11,17823,18257,17692,18128,89388,409271.0,19629292.0
2017-09-12,18170,18214,18040,18041,64094,407308.0,19629292.0
2017-09-13,17997,18170,17867,17954,36537,405345.0,19629292.0
2017-09-14,17910,18214,17823,17823,94105,402400.0,19629292.0
2017-09-15,17823,17997,17779,17823,46150,402400.0,19629292.0
2017-09-18,17736,17996,17562,17563,54534,396512.0,19629292.0
2017-09-19,17562,17954,17562,17693,46905,399456.0,19629292.0
2017-09-20,17779,18257,17779,18041,103641,407308.0,19629292.0
2017-09-21,18127,18257,17867,18085,74283,408289.0,19629292.0
2017-09-22,18083,18127,17084,17258,79947,389641.0,19629292.0
2017-09-25,17345,17388,16562,16911,70685,381790.0,19629292.0
2017-09-26,16910,17127,16736,16911,38307,381790.0,19629292.0
2017-09-27,16823,16997,16693,16780,24263,378845.0,19629292.0
2017-09-28,16866,17171,16693,17042,16191,384734.0,19629292.0
2017-09-29,16953,17823,16693,16780,71041,378845.0,19629292.0
2017-10-10,16866,16997,16823,16911,10804,381790.0,19629292.0
2017-10-11,16823,17301,16823,17042,31846,384734.0,19629292.0
2017-10-12,17040,17692,16997,17607,56230,397493.0,19629292.0
2017-10-13,17692,17779,17388,17736,44075,400438.0,19629292.0
2017-10-16,17823,17954,17171,17563,64626,396512.0,19629292.0
2017-10-17,17649,17823,17388,17563,52746,396512.0,19629292.0
2017-10-18,17605,17823,17214,17258,73848,389641.0,19629292.0
2017-10-19,17954,18257,17518,17823,112601,402400.0,19629292.0
2017-10-20,17823,18040,17562,17823,52751,402400.0,19629292.0
2017-10-23,17823,18997,17692,18997,239887,428900.0,19629292.0
2017-10-24,19040,19431,18822,19345,168338,436752.0,19629292.0
2017-10-25,19388,19431,18866,18997,98213,428900.0,19629292.0
2017-10-26,18910,19171,18519,19084,103815,430863.0,19629292.0
2017-10-27,19084,19171,18692,19128,69856,431844.0,19629292.0
2017-10-30,19171,19866,18997,19736,266800,445585.0,19629292.0
2017-10-31,19779,20127,19518,19736,170464,445585.0,19629292.0
2017-11-01,19953,19953,19518,19562,109667,441659.0,19629292.0
2017-11-02,19518,19996,19127,19433,119079,438715.0,19629292.0
2017-11-03,19605,19866,19475,19649,105972,443622.0,19629292.0
2017-11-06,19909,19953,19518,19562,75885,441659.0,19629292.0
2017-11-07,19649,19909,19257,19736,120701,445585.0,19629292.0
2017-11-08,19518,20518,19518,20432,188869,461288.0,19629292.0
2017-11-09,20388,21040,20301,20606,169055,465214.0,19629292.0
2017-11-10,20605,20605,20301,20519,56357,463251.0,19629292.0
2017-11-13,20301,20561,19953,20519,104160,463251.0,19629292.0
2017-11-14,20692,21387,20214,21128,225406,476992.0,19629292.0
2017-11-15,21213,21822,20735,21041,266103,475029.0,19629292.0
2017-11-16,21387,21387,20475,20519,154765,463251.0,19629292.0
2017-11-17,20518,20735,20083,20650,63006,466196.0,19629292.0
2017-11-20,20735,22170,20605,21998,282668,496621.0,19629292.0
2017-11-21,22301,24127,22257,23909,609284,539806.0,19629292.0
2017-11-22,23952,24256,22648,24040,351387,542750.0,19629292.0
2017-11-23,23387,24908,23257,24127,215113,544713.0,19629292.0
2017-11-24,23952,24170,23604,23606,136544,532935.0,19629292.0
2017-11-27,23475,24256,23475,24258,172152,547657.0,19629292.0
2017-11-28,24518,24692,23475,23475,179522,529991.0,19629292.0
2017-11-29,23475,23996,22996,23909,108138,539806.0,19629292.0
2017-11-30,23778,24170,23257,23736,77955,535880.0,19629292.0
2017-12-01,23865,24779,23562,24258,144049,547657.0,19629292.0
2017-12-04,24908,24908,23648,23823,104366,537843.0,19629292.0
2017-12-05,23691,24040,23126,23171,71829,523121.0,19629292.0
2017-12-06,23170,23344,22344,22432,143552,506436.0,19629292.0
2017-12-07,22561,22779,20953,21302,182082,480918.0,19629292.0
2017-12-08,21562,21605,20822,21128,80419,476992.0,19629292.0
2017-12-11,21170,22170,21040,22127,56601,499565.0,19629292.0
2017-12-12,21953,22344,21431,21998,74156,496621.0,19629292.0
2017-12-13,22387,23170,22387,22779,108482,514287.0,19629292.0
2017-12-14,22779,22996,22257,22606,67235,510362.0,19629292.0
2017-12-15,22735,22953,22431,22606,96551,510362.0,19629292.0
2017-12-18,22648,22822,22214,22214,96215,501528.0,19629292.0
2017-12-19,22344,22344,21300,21823,111932,492695.0,19629292.0
2017-12-20,21518,21953,21300,21302,113674,480918.0,19629292.0
2017-12-21,21300,21778,21300,21693,93474,489751.0,19629292.0
2017-12-22,21735,21996,21475,21780,134035,491714.0,19629292.0
2017-12-26,21996,22518,21909,22432,148553,506436.0,19629292.0
2017-12-27,22384,22431,21715,21859,136348,449511.0,19629292.0
2017-12-28,21715,22574,21668,22336,153662,459325.0,19629292.0
2018-01-02,22336,22336,21477,21620,132769,444603.0,19629292.0
2018-01-03,21715,22002,21477,22002,111897,452455.0,19629292.0
2018-01-04,22145,22145,21381,21382,71883,439696.0,19629292.0
2018-01-05,21572,22050,21429,21955,65956,451474.0,19629292.0
2018-01-08,21954,21954,21190,21477,102393,441659.0,19629292.0
2018-01-09,21477,21668,21047,21095,68361,433807.0,19629292.0
2018-01-10,21190,21381,20856,20905,49932,429881.0,19629292.0
2018-01-11,20952,21525,20856,21477,59368,441659.0,19629292.0
2018-01-12,21715,22336,21143,21955,150624,451474.0,19629292.0
2018-01-15,22193,22288,21572,21907,107890,450492.0,19629292.0
2018-01-16,21906,23243,21811,22766,188092,468159.0,19629292.0
2018-01-17,22813,23147,22097,22432,104376,461288.0,19629292.0
2018-01-18,22431,22813,21954,22480,98759,462270.0,19629292.0
2018-01-19,22384,22479,21954,22002,82886,452455.0,19629292.0
2018-01-22,22097,22097,21334,21334,102011,438715.0,19629292.0
2018-01-23,21477,21715,21286,21430,93663,440678.0,19629292.0
2018-01-24,21572,22336,21429,22289,155209,458344.0,19629292.0
2018-01-25,22527,22861,22288,22432,106576,461288.0,19629292.0
2018-01-26,22670,25486,22336,24818,625858,510362.0,19629292.0
2018-01-29,25581,26536,24531,25391,548299,522139.0,19629292.0
2018-01-30,25152,28254,24961,26489,1197949,544713.0,19629292.0
2018-01-31,26106,27013,25438,26775,299011,550602.0,19629292.0
2018-02-01,27061,27156,24770,24770,291962,509380.0,19629292.0
2018-02-02,25104,25295,23959,25248,245496,519195.0,19629292.0
2018-02-05,24436,25343,23720,23720,281107,487788.0,19629292.0
2018-02-06,22431,23959,22050,23530,280900,483862.0,19629292.0
2018-02-07,23911,26297,23815,25391,735916,522139.0,19629292.0
2018-02-08,25343,25629,24102,24627,359612,506436.0,19629292.0
2018-02-09,23863,24770,23720,23911,161335,491714.0,19629292.0
2018-02-12,24197,25056,24006,24532,165761,504473.0,19629292.0
2018-02-13,24722,24865,23624,23673,138829,486806.0,19629292.0
2018-02-14,23529,23768,23100,23673,115525,486806.0,19629292.0
2018-02-19,23863,24722,23768,24484,92950,503491.0,19629292.0
2018-02-20,24579,24770,24340,24389,84782,501528.0,19629292.0
2018-02-21,24770,25677,24627,25630,296539,527046.0,19629292.0
2018-02-22,25629,25629,24484,24532,207235,504473.0,19629292.0
2018-02-23,24722,24770,24102,24293,125858,499565.0,19629292.0
2018-02-26,24722,25104,24293,24341,150532,500547.0,19629292.0
2018-02-27,24627,24627,23529,23577,173520,484844.0,19629292.0
2018-02-28,23386,23386,22575,22909,155783,471103.0,19629292.0
2018-03-02,22527,23195,22479,22766,86048,468159.0,19629292.0
2018-03-05,22909,23052,22622,22670,56815,466196.0,19629292.0
2018-03-06,23052,23052,22765,23005,59007,473066.0,19629292.0
2018-03-07,23052,23052,22431,22480,71544,462270.0,19629292.0
2018-03-08,22288,22718,22240,22623,68403,465214.0,19629292.0
2018-03-09,22718,22861,22575,22718,70041,467177.0,19629292.0
2018-03-12,22861,23529,22813,23434,91457,481899.0,19629292.0
2018-03-13,23481,23481,23052,23482,66800,482881.0,19629292.0
2018-03-14,23481,23481,22861,23148,59289,476010.0,19629292.0
2018-03-15,23052,23386,23004,23243,52268,477973.0,19629292.0
2018-03-16,23290,23386,22909,22957,55543,472084.0,19629292.0
2018-03-19,22956,23100,22622,22814,52931,469140.0,19629292.0
2018-03-20,22861,23195,22718,22957,58376,472084.0,19629292.0
2018-03-21,23147,23625,22909,23339,124459,479936.0,19629292.0
2018-03-22,23672,24245,23290,23530,169812,483862.0,19629292.0
2018-03-23,22909,23099,22240,22336,160033,459325.0,19629292.0
2018-03-26,21859,22670,21811,22432,73208,461288.0,19629292.0
2018-03-27,22765,23147,22479,23148,53846,476010.0,19629292.0
2018-03-28,22909,23195,22479,22623,93973,465214.0,19629292.0
2018-03-29,23100,23290,22622,22814,75660,469140.0,19629292.0
2018-03-30,23195,23959,22956,23959,205598,492695.0,19629292.0
2018-04-02,24245,24436,23815,24055,197866,494658.0,19629292.0
2018-04-03,23959,24627,23577,24627,197105,506436.0,19629292.0
2018-04-04,24722,24818,24006,24150,152474,496621.0,19629292.0
2018-04-05,24388,24484,23720,23911,101970,491714.0,19629292.0
2018-04-06,24006,25200,23672,24723,253720,508399.0,19629292.0
2018-04-09,24722,26154,24531,25964,433145,533917.0,19629292.0
2018-04-10,26011,27586,25486,26727,599421,549620.0,19629292.0
2018-04-11,26775,27920,26440,27014,318242,555509.0,19629292.0
2018-04-12,27443,27490,25486,25630,298033,527046.0,19629292.0
2018-04-13,25390,26488,24961,26155,270387,591605.0,21591413.0
2018-04-16,26727,27872,26488,27395,469723,619674.0,21591413.0
2018-04-17,27204,27538,26679,27491,213439,621833.0,21591413.0
2018-04-18,27490,27490,25725,26011,350991,588366.0,21591413.0
2018-04-19,25486,25581,23577,24532,270675,554899.0,21591413.0
2018-04-20,24627,25295,24150,24723,161513,559218.0,21591413.0
2018-04-23,24913,24913,23720,24055,147025,544104.0,21591413.0
2018-04-24,23815,24340,23815,23959,115325,541944.0,21591413.0
2018-04-25,23959,24102,23529,23768,81238,537626.0,21591413.0
2018-04-26,23911,24054,23481,23577,114469,533308.0,21591413.0
2018-04-27,23672,24484,23529,24341,118796,550581.0,21591413.0
2018-04-30,24436,24484,23386,23768,149131,537626.0,21591413.0
2018-05-02,23243,23959,22718,23577,152158,533308.0,21591413.0
2018-05-03,23577,23863,23529,23577,52276,533308.0,21591413.0
2018-05-04,23768,23768,22861,23052,111759,521433.0,21591413.0
2018-05-08,23099,23386,22765,22766,77248,514955.0,21591413.0
2018-05-09,22718,23481,22527,23195,129491,524671.0,21591413.0
2018-05-10,23529,23529,22956,23100,49913,522512.0,21591413.0
2018-05-11,23099,23481,22956,23148,55413,523592.0,21591413.0
2018-05-14,23195,23290,22622,23005,90591,520353.0,21591413.0
2018-05-15,23195,23290,22718,22814,69422,516035.0,21591413.0
2018-05-16,22861,23195,22670,22718,83700,513876.0,21591413.0
2018-05-17,22813,23004,22527,22623,63764,511716.0,21591413.0
2018-05-18,22718,23004,22622,22718,42526,513876.0,21591413.0
2018-05-21,22956,23243,22813,23005,58649,520353.0,21591413.0
