효성(004800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-01,6628,7120,6628,7120,149200,301547.0,19838622.0
1999-04-02,7120,7636,6933,7542,387480,319402.0,19838622.0
1999-04-06,7729,7729,7354,7729,190630,327337.0,19838622.0
1999-04-07,7729,7799,7448,7448,138770,315434.0,19838622.0
1999-04-08,7355,7589,7214,7308,60170,309483.0,19838622.0
1999-04-09,7308,7729,7167,7636,99200,323370.0,19838622.0
1999-04-12,7729,8151,7448,7823,120410,331305.0,19838622.0
1999-04-13,7729,7823,7589,7589,57610,321386.0,19838622.0
1999-04-14,7589,7823,7542,7823,54800,331305.0,19838622.0
1999-04-15,7870,8291,7870,8268,104100,350152.0,19838622.0
1999-04-16,7870,8432,7870,8268,91300,350152.0,19838622.0
1999-04-19,8713,8713,7846,8198,63200,347176.0,19838622.0
1999-04-20,8245,8385,8104,8198,46380,347176.0,19838622.0
1999-04-21,8104,8572,6980,7331,69590,310474.0,19838622.0
1999-04-22,7565,7753,7261,7261,53960,307499.0,19838622.0
1999-04-23,7729,8151,7401,7495,91280,317418.0,19838622.0
1999-04-26,7823,8057,7448,7823,111770,331305.0,19838622.0
1999-04-27,7729,8994,7635,8901,202960,376934.0,19838622.0
1999-04-28,8947,9603,8760,9322,116140,394789.0,19838622.0
1999-04-29,9275,9603,8479,9041,673820,382885.0,19838622.0
1999-04-30,9369,9650,8712,8901,513810,376934.0,19838622.0
1999-05-03,9041,9181,8666,9041,156850,382885.0,19838622.0
1999-05-04,9135,9486,8994,8994,184640,380902.0,19838622.0
1999-05-06,9228,9509,8900,9369,609660,396772.0,19838622.0
1999-05-07,9791,10072,9182,9182,304120,388837.0,19838622.0
1999-05-10,9369,10540,9228,10540,430530,446369.0,19838622.0
1999-05-11,10774,11219,10306,10306,270970,436450.0,19838622.0
1999-05-12,10541,10774,9978,10072,185550,426530.0,19838622.0
1999-05-13,10072,10072,9603,9697,124900,410659.0,19838622.0
1999-05-14,9791,9978,9041,9182,166940,388837.0,19838622.0
1999-05-17,8713,8947,8526,8573,100690,363047.0,19838622.0
1999-05-18,8572,8713,7963,8432,211710,357095.0,19838622.0
1999-05-19,8666,8807,8198,8479,373010,359079.0,19838622.0
1999-05-20,8572,8572,7729,8057,242350,341224.0,19838622.0
1999-05-21,8198,8245,6863,6863,494150,290636.0,19838622.0
1999-05-24,6839,6863,6324,6699,267500,283692.0,19838622.0
1999-05-25,6839,7027,6370,6699,213210,283692.0,19838622.0
1999-05-26,6816,7167,6699,7167,306510,303531.0,19838622.0
1999-05-27,7308,7401,6792,6886,707340,291628.0,19838622.0
1999-05-28,6956,7073,6722,6886,230970,291628.0,19838622.0
1999-05-31,6932,7213,6745,6839,1113010,289644.0,19838622.0
1999-06-01,7096,7846,7073,7495,2299940,317418.0,19838622.0
1999-06-02,7729,7847,6371,7402,1109650,313450.0,19838622.0
1999-06-03,7213,7682,6932,7120,1097050,301547.0,19838622.0
1999-06-04,7120,7355,7074,7355,932160,311466.0,19838622.0
1999-06-07,7542,8174,7495,7964,1056310,337257.0,19838622.0
1999-06-08,7963,9135,7706,8666,1403450,367015.0,19838622.0
1999-06-09,8526,9088,8502,8526,970700,361063.0,19838622.0
1999-06-10,8526,8853,8431,8783,612860,371974.0,19838622.0
1999-06-11,8666,8783,7964,7964,697100,337257.0,19838622.0
1999-06-14,7963,8619,7963,8104,440810,343208.0,19838622.0
1999-06-15,8104,8385,7870,7870,405640,333289.0,19838622.0
1999-06-16,7870,8057,7776,7870,299260,333289.0,19838622.0
1999-06-17,7870,8947,7870,8737,884380,369990.0,19838622.0
1999-06-18,8736,9135,8432,8713,611980,368998.0,19838622.0
1999-06-21,8713,8900,8619,8713,524440,368998.0,19838622.0
1999-06-22,8736,10001,7425,7425,2074190,314442.0,19838622.0
1999-06-23,8526,8526,8526,8526,146760,361063.0,19838622.0
1999-06-24,9228,9275,8760,8854,889300,374950.0,19838622.0
1999-06-25,8901,9088,8619,8854,380450,374950.0,19838622.0
1999-06-28,9135,9837,8994,9416,904150,398756.0,19838622.0
1999-06-29,9837,9837,9135,9135,479360,386853.0,19838622.0
1999-06-30,9369,9463,8830,9041,400380,382885.0,19838622.0
1999-07-01,9321,9369,8971,9228,377610,390821.0,19838622.0
1999-07-02,9228,9556,9228,9322,426420,394789.0,19838622.0
1999-07-05,9603,10212,9369,9650,734430,408676.0,19838622.0
1999-07-06,9837,10165,9697,9720,457990,411651.0,19838622.0
1999-07-07,9744,9814,9416,9463,412370,400740.0,19838622.0
1999-07-08,9744,9744,9486,9603,414420,406692.0,19838622.0
1999-07-09,9650,10025,9369,9931,449100,420579.0,19838622.0
1999-07-12,10212,10727,9463,9908,471120,419587.0,19838622.0
1999-07-13,9837,10212,9603,9627,334480,407684.0,19838622.0
1999-07-14,9650,9931,9135,9135,355000,386853.0,19838622.0
1999-07-15,8760,9135,8760,8807,1523130,372966.0,19838622.0
1999-07-16,9790,10118,9321,10119,517480,428514.0,19838622.0
1999-07-19,10306,11102,10118,10259,652640,434466.0,19838622.0
1999-07-20,10259,10681,10072,10306,393660,436450.0,19838622.0
1999-07-21,10165,10727,10165,10446,493670,442401.0,19838622.0
1999-07-22,10540,11008,10353,10540,538920,446369.0,19838622.0
1999-07-23,10774,11945,10446,10540,1538710,446369.0,19838622.0
1999-07-26,10986,10986,9322,9463,709170,400740.0,19838622.0
1999-07-27,9791,10165,9509,9861,436750,417603.0,19838622.0
1999-07-28,9603,10306,9603,10072,393050,426530.0,19838622.0
1999-07-29,10306,10634,10306,10540,391650,446369.0,19838622.0
1999-07-30,10540,12086,10446,11477,1186270,486046.0,19838622.0
1999-08-02,11898,11922,10306,10400,1267010,440417.0,19838622.0
1999-08-03,11102,11477,10821,11430,835330,484062.0,19838622.0
1999-08-04,11149,11430,11008,11196,468260,474143.0,19838622.0
1999-08-05,10821,11008,10540,10540,305530,446369.0,19838622.0
1999-08-06,10259,10821,10118,10704,323390,453313.0,19838622.0
1999-08-09,10727,11009,10540,10634,277350,450337.0,19838622.0
1999-08-10,10680,11383,10540,10821,394040,458272.0,19838622.0
1999-08-11,10821,10961,10306,10400,293210,440417.0,19838622.0
1999-08-12,10540,10634,10095,10095,339420,427522.0,19838622.0
1999-08-13,10095,10353,9744,9884,260580,418595.0,19838622.0
1999-08-16,9603,9931,9603,9603,192260,406692.0,19838622.0
1999-08-17,9603,9837,8900,9041,416790,382885.0,19838622.0
1999-08-18,9181,9298,8689,8947,295510,378918.0,19838622.0
1999-08-19,9135,9322,9088,9322,427240,394789.0,19838622.0
1999-08-20,9416,9837,9181,9837,311600,416611.0,19838622.0
1999-08-23,10025,10235,9837,10119,280640,428514.0,19838622.0
1999-08-24,10118,10329,10025,10165,244590,430498.0,19838622.0
1999-08-25,10493,10962,10306,10517,511390,445377.0,19838622.0
1999-08-26,10540,10680,10189,10212,205420,432482.0,19838622.0
1999-08-27,10353,11243,10212,11032,486250,467200.0,19838622.0
1999-08-30,11055,11383,10821,10915,355980,462240.0,19838622.0
1999-08-31,10680,10915,10399,10681,149270,452321.0,19838622.0
1999-09-01,10446,10844,10072,10259,158660,434466.0,19838622.0
1999-09-02,9837,10235,9790,9791,154870,414627.0,19838622.0
1999-09-03,9884,9978,9626,9837,131990,416611.0,19838622.0
1999-09-06,9931,10071,9744,10048,147410,425538.0,19838622.0
1999-09-07,10118,10470,10118,10119,210760,428514.0,19838622.0
1999-09-08,10165,10212,9790,9837,158830,416611.0,19838622.0
1999-09-09,9744,10025,9697,10025,123240,424547.0,19838622.0
1999-09-10,10118,10915,9603,10564,344860,447361.0,19838622.0
1999-09-13,10681,10774,10306,10306,192400,436450.0,19838622.0
1999-09-14,10259,10540,10212,10400,214570,440417.0,19838622.0
1999-09-15,10400,11430,10118,10915,801200,462240.0,19838622.0
1999-09-16,10915,11242,10306,10400,497570,440417.0,19838622.0
1999-09-17,10306,10610,9884,10423,235370,441409.0,19838622.0
1999-09-20,10517,10727,10259,10423,191150,441409.0,19838622.0
1999-09-21,10306,11196,10306,11009,394590,466208.0,19838622.0
1999-09-22,11009,11360,10774,10962,397280,464224.0,19838622.0
1999-09-27,10915,10962,10400,10470,154850,443393.0,19838622.0
1999-09-28,10517,10821,10306,10306,128270,436450.0,19838622.0
1999-09-29,10072,10165,9955,10072,207900,426530.0,19838622.0
1999-09-30,9837,10142,9627,9697,165960,410659.0,19838622.0
1999-10-01,9697,9837,8994,9510,171320,402724.0,19838622.0
1999-10-04,9603,9603,9135,9135,108070,386853.0,19838622.0
1999-10-05,9088,9322,8432,8432,103360,357095.0,19838622.0
1999-10-06,8854,9088,8362,9041,135790,382885.0,19838622.0
1999-10-07,9041,9463,8901,9463,172380,400740.0,19838622.0
1999-10-08,9463,9603,9205,9369,191530,396772.0,19838622.0
1999-10-11,9790,9790,9416,9603,166330,406692.0,19838622.0
1999-10-12,9603,10353,9509,10306,287320,436450.0,19838622.0
1999-10-13,10165,10446,9978,10446,226470,442401.0,19838622.0
1999-10-14,10282,10915,10212,10774,339590,456288.0,19838622.0
1999-10-15,10868,10868,10540,10774,279450,456288.0,19838622.0
1999-10-18,10353,10587,10072,10072,258370,426530.0,19838622.0
1999-10-19,10348,10348,9694,9695,150020,382885.0,19838622.0
1999-10-20,9795,10298,9695,10072,234670,397764.0,19838622.0
1999-10-21,9795,10247,9694,9695,120810,382885.0,19838622.0
1999-10-22,9695,9896,9519,9645,120150,380902.0,19838622.0
1999-10-25,9293,9544,9142,9193,132840,363047.0,19838622.0
1999-10-26,9042,9394,8891,9218,80760,364039.0,19838622.0
1999-10-27,9218,9444,9092,9218,105550,364039.0,19838622.0
1999-10-28,9042,9544,9042,9343,165890,368998.0,19838622.0
1999-10-29,9343,9644,9343,9343,119640,368998.0,19838622.0
1999-11-01,9896,10021,9619,9996,255700,394789.0,19838622.0
1999-11-02,9996,10449,9745,10448,177040,412643.0,19838622.0
1999-11-03,10147,10398,10096,10097,106430,398756.0,19838622.0
1999-11-04,10297,10548,10197,10549,214130,416611.0,19838622.0
1999-11-05,10548,10649,10348,10499,123970,414627.0,19838622.0
1999-11-08,10498,10875,10297,10875,211750,429506.0,19838622.0
1999-11-09,11252,11528,10875,11051,325490,436450.0,19838622.0
1999-11-10,10800,11051,10749,10875,126660,429506.0,19838622.0
1999-11-11,10800,11553,10574,10850,312990,428514.0,19838622.0
1999-11-12,10850,11101,10146,10197,244430,402724.0,19838622.0
1999-11-15,10398,10548,10021,10474,279300,413635.0,19838622.0
1999-11-16,10473,10548,10172,10499,258320,414627.0,19838622.0
1999-11-17,10298,10449,10096,10448,275070,412643.0,19838622.0
1999-11-18,10297,10398,9795,9795,197810,386853.0,19838622.0
1999-11-19,9946,10146,9694,9846,202580,388837.0,19838622.0
1999-11-22,10047,10398,9896,9996,186300,394789.0,19838622.0
1999-11-23,9544,10146,9544,9795,136500,386853.0,19838622.0
1999-11-24,9795,9795,9444,9695,218380,382885.0,19838622.0
1999-11-25,9594,10046,9569,9846,159990,388837.0,19838622.0
1999-11-26,9846,9946,9494,9544,164620,376934.0,19838622.0
1999-11-29,9393,9393,8790,9142,182830,361063.0,19838622.0
1999-11-30,9292,9996,9268,9394,204980,370982.0,19838622.0
1999-12-01,9595,9946,9544,9544,170170,376934.0,19838622.0
1999-12-02,9896,9896,9193,9444,128300,372966.0,19838622.0
1999-12-03,9293,10850,9293,10599,444630,418595.0,19838622.0
1999-12-06,10599,10800,10096,10248,282490,404708.0,19838622.0
1999-12-07,10498,11001,9293,9670,373280,381893.0,19838622.0
1999-12-08,9896,9896,9092,9544,273240,376934.0,19838622.0
1999-12-09,9619,10498,9193,9193,563270,363047.0,19838622.0
1999-12-10,9896,10046,9544,9745,317880,384869.0,19838622.0
1999-12-13,9896,10298,9595,10047,370830,396772.0,19838622.0
1999-12-14,10047,10850,10047,10448,498900,412643.0,19838622.0
1999-12-15,10448,10775,9845,10047,286410,396772.0,19838622.0
1999-12-16,10046,10348,9745,10197,303290,402724.0,19838622.0
1999-12-17,10146,10322,9795,9971,188100,393797.0,19838622.0
1999-12-20,9971,11001,9695,10222,709800,538026.0,26438622.0
1999-12-21,10298,10449,9544,9594,353260,504978.0,26438622.0
1999-12-22,9594,9594,8840,9293,229420,489115.0,26438622.0
1999-12-23,9042,9544,8941,9042,397980,475895.0,26438622.0
1999-12-24,9092,9292,8891,8992,240620,473251.0,26438622.0
1999-12-27,9042,9293,8288,8389,555340,441525.0,26438622.0
1999-12-28,8087,9293,7811,9293,272110,489115.0,26438622.0
2000-01-04,9191,9267,8834,8987,160350,465320.0,26438622.0
2000-01-05,8731,8987,8629,8629,142580,446813.0,26438622.0
2000-01-06,8680,8833,8016,8017,254400,415086.0,26438622.0
2000-01-07,8169,8450,8118,8348,136510,432271.0,26438622.0
2000-01-10,7122,8348,7122,7991,156490,413764.0,26438622.0
2000-01-11,8068,8399,7965,8017,360080,415086.0,26438622.0
2000-01-12,8220,8425,8067,8170,347820,423018.0,26438622.0
2000-01-13,8170,8297,7915,7914,203640,409799.0,26438622.0
2000-01-14,7914,8068,7659,7889,202860,408477.0,26438622.0
2000-01-17,7965,7991,7684,7710,236820,399223.0,26438622.0
2000-01-18,7658,7837,7403,7608,159100,393935.0,26438622.0
2000-01-19,7404,7557,6893,6995,240320,362209.0,26438622.0
2000-01-20,6842,6842,5974,6459,332460,334449.0,26438622.0
2000-01-21,6357,6689,6000,6485,305140,335770.0,26438622.0
2000-01-24,6689,6970,6382,6663,713510,345024.0,26438622.0
2000-01-25,6612,6663,6203,6204,201100,321229.0,26438622.0
2000-01-26,6306,6586,6178,6587,306520,341058.0,26438622.0
2000-01-27,6586,7301,6484,6919,397500,358243.0,26438622.0
2000-01-28,6893,7250,6739,7251,264030,375428.0,26438622.0
2000-01-31,7148,7557,6944,7455,279390,386004.0,26438622.0
2000-02-01,7455,7557,7097,7353,134780,380716.0,26438622.0
2000-02-02,7301,7863,7301,7761,158200,401867.0,26438622.0
2000-02-03,7761,7863,7557,7761,106380,401867.0,26438622.0
2000-02-07,7659,7889,7608,7761,144510,401867.0,26438622.0
2000-02-08,7736,7736,7480,7557,131480,391292.0,26438622.0
2000-02-09,7404,7608,6995,7353,274310,380716.0,26438622.0
2000-02-10,7251,7251,6893,7046,245950,364853.0,26438622.0
2000-02-11,6893,7148,6535,6944,206160,359565.0,26438622.0
2000-02-14,6434,6842,6434,6434,92870,333127.0,26438622.0
2000-02-15,6127,6638,6127,6383,113000,330483.0,26438622.0
2000-02-16,6535,6561,6127,6536,82790,338414.0,26438622.0
2000-02-17,6382,6612,6255,6383,184260,330483.0,26438622.0
2000-02-18,6306,6638,6280,6536,169140,338414.0,26438622.0
2000-02-21,6382,6434,5719,5719,104170,296113.0,26438622.0
2000-02-22,5617,5872,5387,5719,124580,296113.0,26438622.0
2000-02-23,5974,6484,5820,6178,253220,319907.0,26438622.0
2000-02-24,5974,6281,5770,6127,106190,317263.0,26438622.0
2000-02-25,5642,6638,5642,6280,198650,325195.0,26438622.0
2000-02-28,6127,6229,5898,6127,141090,317263.0,26438622.0
2000-02-29,6178,6306,6025,6127,146550,317263.0,26438622.0
2000-03-02,5974,6255,5974,6178,167510,319907.0,26438622.0
2000-03-03,6127,6127,5362,5770,247500,298756.0,26438622.0
2000-03-06,5821,6255,5770,6025,240830,311976.0,26438622.0
2000-03-07,6127,6638,6050,6280,487030,325195.0,26438622.0
2000-03-08,6178,6587,5974,6459,253520,334449.0,26438622.0
2000-03-09,6740,7200,6638,6638,567720,343702.0,26438622.0
2000-03-10,6791,6893,6434,6612,311830,342380.0,26438622.0
2000-03-13,6638,7097,6638,7097,504770,367497.0,26438622.0
2000-03-14,7072,7353,6842,6944,277530,359565.0,26438622.0
2000-03-15,6944,6995,6433,6893,145430,356921.0,26438622.0
2000-03-16,6893,7046,6689,6791,166930,351634.0,26438622.0
2000-03-17,6893,7047,6536,6689,121170,346346.0,26438622.0
2000-03-20,6689,6842,6485,6587,76140,341058.0,26438622.0
2000-03-21,6586,6586,6229,6383,79870,330483.0,26438622.0
2000-03-22,6434,6587,6332,6332,211800,327839.0,26438622.0
2000-03-23,6485,6536,5974,6076,186830,314620.0,26438622.0
2000-03-24,6331,6408,6153,6229,156810,322551.0,26438622.0
2000-03-27,6229,6331,6076,6280,156280,325195.0,26438622.0
2000-03-28,6280,6791,6229,6791,466890,351634.0,26438622.0
2000-03-29,6842,6842,6459,6612,374260,342380.0,26438622.0
2000-03-30,6893,7327,6791,7046,793440,364853.0,26438622.0
2000-03-31,7046,7353,6739,7251,489650,375428.0,26438622.0
2000-04-03,7353,7378,6689,6995,351530,362209.0,26438622.0
2000-04-04,7046,7353,6817,6970,207230,360887.0,26438622.0
2000-04-06,6842,6868,6613,6689,125410,346346.0,26438622.0
2000-04-07,6382,6842,6382,6485,197090,335770.0,26438622.0
2000-04-10,6638,7123,6535,6944,329660,359565.0,26438622.0
2000-04-11,6893,6893,6536,6842,160510,354278.0,26438622.0
2000-04-12,6740,7250,6638,7174,365350,378372.0,26930417.0
2000-04-14,7021,7148,6842,7123,153620,375679.0,26930417.0
2000-04-17,6434,6893,6434,6689,176620,352788.0,26930417.0
2000-04-18,7148,7148,6485,6791,239950,358175.0,26930417.0
2000-04-19,6944,7251,6842,7046,396570,371640.0,26930417.0
2000-04-20,7148,7634,7097,7404,688070,390491.0,26930417.0
2000-04-21,7505,7633,7225,7634,405450,402610.0,26930417.0
2000-04-24,7659,7812,7097,7149,280030,377026.0,26930417.0
2000-04-25,6944,7557,6944,7455,370850,393184.0,26930417.0
2000-04-26,7608,7659,7148,7225,167530,381065.0,26930417.0
2000-04-27,7200,7353,6944,7149,229810,377026.0,26930417.0
2000-04-28,7148,7301,6995,7149,118890,377026.0,26930417.0
2000-05-02,7021,7250,6817,6970,144130,367600.0,26930417.0
2000-05-03,6893,6995,6791,6970,83130,367600.0,26930417.0
2000-05-04,6995,7046,6638,6791,196210,358175.0,26930417.0
2000-05-08,6790,6918,6714,6740,180530,355482.0,26930417.0
2000-05-09,6740,6740,6485,6638,214090,350095.0,26930417.0
2000-05-10,6485,6842,6459,6791,141670,358175.0,26930417.0
2000-05-12,6689,6790,6459,6536,119780,344709.0,26930417.0
2000-05-15,6281,6485,6127,6280,101000,331244.0,26930417.0
2000-05-16,6127,6280,6025,6204,94500,327205.0,26930417.0
2000-05-17,6025,6255,5540,5540,227850,292195.0,26930417.0
2000-05-18,5540,5616,4779,5259,331980,277383.0,26930417.0
2000-05-19,5157,5259,4968,5208,118410,274690.0,26930417.0
2000-05-22,5234,5310,4457,4534,190640,239142.0,26930417.0
2000-05-23,3942,4672,3855,3855,1153350,203325.0,26930417.0
2000-05-24,3855,4049,3728,3906,593530,206018.0,26930417.0
2000-05-25,4034,4432,3911,4289,558340,226216.0,26930417.0
2000-05-26,4181,4181,3732,3830,345890,201978.0,26930417.0
2000-05-29,3579,4034,3523,3901,175210,205748.0,26930417.0
2000-05-30,3952,4126,3927,3983,460140,210057.0,26930417.0
2000-05-31,4166,4289,4044,4187,652600,220829.0,26930417.0
2000-06-01,4284,4284,3998,4085,331080,215443.0,26930417.0
2000-06-02,4187,4391,4085,4136,1096890,218136.0,26930417.0
2000-06-05,4243,4519,4228,4401,1786910,232140.0,26930417.0
2000-06-07,4493,4851,4391,4662,1433180,245875.0,26930417.0
2000-06-08,4677,4733,4218,4289,864260,226216.0,26930417.0
2000-06-09,4391,4493,4237,4366,583010,230255.0,26930417.0
2000-06-12,4289,4432,4289,4386,625470,231332.0,26930417.0
2000-06-13,4365,4666,4314,4325,836180,228101.0,26930417.0
2000-06-14,4544,4544,4238,4238,332590,223522.0,26930417.0
2000-06-15,4090,4177,3983,3983,343340,210057.0,26930417.0
2000-06-16,3932,3982,3819,3855,316650,203325.0,26930417.0
2000-06-19,3712,3854,3625,3625,369080,191206.0,26930417.0
2000-06-20,3747,3875,3707,3830,416640,201978.0,26930417.0
2000-06-21,3798,3901,3758,3784,370800,199554.0,26930417.0
2000-06-22,3880,3926,3788,3870,249320,204133.0,26930417.0
2000-06-23,3829,4059,3789,3998,369600,210865.0,26930417.0
2000-06-26,4034,4075,3932,4039,193710,213020.0,26930417.0
2000-06-27,4090,4161,4014,4136,244160,218136.0,26930417.0
2000-06-28,4171,4437,4136,4325,555850,228101.0,26930417.0
2000-06-29,4238,4585,4238,4442,732420,234295.0,26930417.0
2000-06-30,4493,4554,4289,4315,314050,227562.0,26930417.0
2000-07-03,4371,4738,4355,4570,803880,241027.0,26930417.0
2000-07-04,4657,4698,4447,4468,389570,235641.0,26930417.0
2000-07-05,4416,4509,4243,4468,307460,235641.0,26930417.0
2000-07-06,4391,4590,4355,4544,311410,239681.0,26930417.0
2000-07-07,4610,5004,4595,4820,885430,254223.0,26930417.0
2000-07-10,4851,5208,4851,4999,574760,263649.0,26930417.0
2000-07-11,5004,5096,4748,4749,500150,250453.0,26930417.0
2000-07-12,4754,4851,4443,4478,461100,236180.0,26930417.0
2000-07-13,4478,4636,4365,4595,391410,242374.0,26930417.0
2000-07-14,4579,4579,4421,4463,372850,235372.0,26930417.0
2000-07-18,4366,4432,4161,4274,298790,225408.0,26930417.0
2000-07-19,4186,4268,4095,4187,230920,220829.0,26930417.0
2000-07-20,4238,4238,4110,4238,143750,223522.0,26930417.0
2000-07-21,4243,4314,4161,4187,107250,220829.0,26930417.0
2000-07-24,4099,4156,3967,3967,147450,209249.0,26930417.0
2000-07-25,3983,4131,3983,4085,174650,215443.0,26930417.0
2000-07-26,4120,4146,4008,4126,114850,217598.0,26930417.0
2000-07-27,4085,4156,4033,4131,118730,217867.0,26930417.0
2000-07-28,4136,4212,4085,4131,102050,217867.0,26930417.0
2000-07-31,4085,4177,3983,4110,126740,216790.0,26930417.0
2000-08-01,4136,4202,4110,4187,116570,220829.0,26930417.0
2000-08-02,4136,4233,4136,4187,50880,220829.0,26930417.0
2000-08-03,4187,4253,4161,4228,88640,222984.0,26930417.0
2000-08-04,4192,4238,4110,4223,76430,222715.0,26930417.0
2000-08-07,4136,4161,4039,4044,103340,213289.0,26930417.0
2000-08-08,4049,4105,3942,4034,120360,212750.0,26930417.0
2000-08-09,4033,4120,4033,4100,126890,216251.0,26930417.0
2000-08-10,4111,4136,3998,4136,97230,218136.0,26930417.0
2000-08-11,4085,4442,4044,4264,247100,224869.0,26930417.0
2000-08-14,4493,4851,4416,4800,584650,253146.0,26930417.0
2000-08-16,4943,4953,4647,4948,568830,260956.0,26930417.0
2000-08-17,4851,5039,4697,4953,754980,261225.0,26930417.0
2000-08-18,4876,5080,4856,5004,475260,263918.0,26930417.0
2000-08-21,4902,5049,4891,4953,290940,261225.0,26930417.0
2000-08-22,4958,4978,4758,4784,467400,252338.0,26930417.0
2000-08-23,4785,4835,4647,4825,233990,254492.0,26930417.0
2000-08-24,4697,4927,4697,4927,189400,259879.0,26930417.0
2000-08-25,4989,5362,4927,5208,572340,274690.0,26930417.0
2000-08-28,5208,5310,5095,5259,360530,277383.0,26930417.0
2000-08-29,5233,5284,5131,5259,133710,277383.0,26930417.0
2000-08-30,5259,5361,5157,5336,171440,281423.0,26930417.0
2000-08-31,5438,5540,5055,5336,304750,281423.0,26930417.0
2000-09-01,5412,5719,5208,5617,299880,296235.0,26930417.0
2000-09-04,5667,5693,5259,5361,603120,282769.0,26930417.0
2000-09-05,5259,5362,5009,5208,356600,274690.0,26930417.0
2000-09-06,5156,5284,5055,5081,224990,267958.0,26930417.0
2000-09-07,4851,5101,4851,5014,331050,264457.0,26930417.0
2000-09-08,5050,5208,4927,5208,122120,274690.0,26930417.0
2000-09-14,5055,5101,4886,5101,139200,269035.0,26930417.0
2000-09-15,4953,5055,4610,4784,122400,252338.0,26930417.0
2000-09-18,4621,4667,4070,4100,235020,216251.0,26930417.0
