시디즈(134790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-10-16,11550,12750,11400,11500,10780,23000.0,2000000.0
2012-10-17,11900,12750,11500,12300,9830,24600.0,2000000.0
2012-10-18,12300,12500,11550,12300,3854,24600.0,2000000.0
2012-10-19,12350,12500,11400,11550,5475,23100.0,2000000.0
2012-10-22,12100,12100,11100,11700,3450,23400.0,2000000.0
2012-10-23,11900,11900,11150,11400,6576,22800.0,2000000.0
2012-10-24,11150,11300,10650,10700,8654,21400.0,2000000.0
2012-10-25,10600,10900,10600,10650,3068,21300.0,2000000.0
2012-10-26,10500,10800,10500,10700,3640,21400.0,2000000.0
2012-10-29,11300,11300,10600,10800,1190,21600.0,2000000.0
2012-10-30,10550,11200,10400,10600,1774,21200.0,2000000.0
2012-10-31,10600,11000,10600,10750,400,21500.0,2000000.0
2012-11-01,11450,11450,10750,11000,2015,22000.0,2000000.0
2012-11-02,11200,11200,10750,10850,752,21700.0,2000000.0
2012-11-05,10600,10800,10550,10650,343,21300.0,2000000.0
2012-11-06,10750,11400,10750,11000,5940,22000.0,2000000.0
2012-11-07,10650,12450,10650,11250,21807,22500.0,2000000.0
2012-11-08,11450,11500,10800,10800,5237,21600.0,2000000.0
2012-11-09,10700,12000,10600,11200,29740,22400.0,2000000.0
2012-11-12,11250,12850,11200,12850,39469,25700.0,2000000.0
2012-11-13,14500,14750,14100,14750,28147,29500.0,2000000.0
2012-11-14,15500,16950,12550,12550,368933,25100.0,2000000.0
2012-11-15,12000,14400,11050,11150,534680,22300.0,2000000.0
2012-11-16,11950,12800,11300,12800,200734,25600.0,2000000.0
2012-11-19,14700,14700,13350,14700,282990,29400.0,2000000.0
2012-11-20,14900,16700,13550,14250,357296,28500.0,2000000.0
2012-11-21,14100,16350,12700,13400,819586,26800.0,2000000.0
2012-11-22,13250,14450,13150,13850,246949,27700.0,2000000.0
2012-11-23,14200,14450,13150,13300,141141,26600.0,2000000.0
2012-11-26,12800,13000,11850,12200,264762,24400.0,2000000.0
2012-11-27,12150,13200,11700,12850,118475,25700.0,2000000.0
2012-11-28,12650,14000,12350,12900,212181,25800.0,2000000.0
2012-11-29,13100,14150,12900,13450,197533,26900.0,2000000.0
2012-11-30,13550,14100,13350,13400,98851,26800.0,2000000.0
2012-12-03,13400,15400,13400,15400,268574,30800.0,2000000.0
2012-12-04,16700,17700,15050,16100,366745,32200.0,2000000.0
2012-12-05,16100,18500,15650,17100,640142,34200.0,2000000.0
2012-12-06,17400,18100,14800,15950,329302,31900.0,2000000.0
2012-12-07,15600,17150,14800,16000,314984,32000.0,2000000.0
2012-12-10,16300,18200,15500,17400,315095,34800.0,2000000.0
2012-12-11,17200,17600,15800,16600,303820,33200.0,2000000.0
2012-12-12,16900,18850,15850,16900,666880,33800.0,2000000.0
2012-12-13,16450,18500,16450,18500,404375,37000.0,2000000.0
2012-12-14,18350,18650,16950,17550,447049,35100.0,2000000.0
2012-12-17,17250,17750,16600,16650,162873,33300.0,2000000.0
2012-12-18,16650,18300,14200,17400,644326,34800.0,2000000.0
2012-12-20,16900,18200,16200,16900,172994,33800.0,2000000.0
2012-12-21,17500,19100,16800,17500,417261,35000.0,2000000.0
2012-12-24,17500,18100,16700,17400,194771,34800.0,2000000.0
2012-12-26,17700,19000,17250,17300,218908,34600.0,2000000.0
2012-12-27,17600,17900,15700,16150,151532,32300.0,2000000.0
2012-12-28,15900,16500,15100,15100,90391,30200.0,2000000.0
2013-01-02,15150,16500,14400,16050,133557,32100.0,2000000.0
2013-01-03,16600,16900,15950,16800,52256,33600.0,2000000.0
2013-01-04,16900,19300,16600,16950,410305,33900.0,2000000.0
2013-01-07,17100,17750,16750,17450,79148,34900.0,2000000.0
2013-01-08,17100,17700,17050,17300,65202,34600.0,2000000.0
2013-01-09,16700,18200,16700,17350,88305,34700.0,2000000.0
2013-01-10,17350,17700,16300,16300,43938,32600.0,2000000.0
2013-01-11,16450,17900,16250,17050,61400,34100.0,2000000.0
2013-01-14,17500,18250,16800,17250,66030,34500.0,2000000.0
2013-01-15,17550,17600,16750,17300,39872,34600.0,2000000.0
2013-01-16,17550,19000,16950,17400,148275,34800.0,2000000.0
2013-01-17,17550,17550,16500,16700,54159,33400.0,2000000.0
2013-01-18,16700,17250,16550,16850,31573,33700.0,2000000.0
2013-01-21,16850,17200,16600,17100,12995,34200.0,2000000.0
2013-01-22,16950,17100,16500,16900,9488,33800.0,2000000.0
2013-01-23,16700,17100,16100,17100,22321,34200.0,2000000.0
2013-01-24,17100,17700,16600,17400,46765,34800.0,2000000.0
2013-01-25,17650,17800,16450,16950,33894,33900.0,2000000.0
2013-01-28,16800,16800,16400,16400,11659,32800.0,2000000.0
2013-01-29,16400,16800,16150,16400,9569,32800.0,2000000.0
2013-01-30,16350,16900,16300,16400,13160,32800.0,2000000.0
2013-01-31,16600,16600,16100,16350,6093,32700.0,2000000.0
2013-02-01,16400,17200,16300,17000,13099,34000.0,2000000.0
2013-02-04,17400,17400,17050,17200,5911,34400.0,2000000.0
2013-02-05,16900,17950,16900,17300,17400,34600.0,2000000.0
2013-02-06,17500,17650,17100,17200,6451,34400.0,2000000.0
2013-02-07,17300,17550,17050,17500,12020,35000.0,2000000.0
2013-02-08,17600,18450,17250,18150,23352,36300.0,2000000.0
2013-02-12,18800,20850,17700,18100,350550,36200.0,2000000.0
2013-02-13,18250,20450,18100,19600,202920,39200.0,2000000.0
2013-02-14,20050,21300,18400,18400,192619,36800.0,2000000.0
2013-02-15,18650,19050,17400,17400,75809,34800.0,2000000.0
2013-02-18,17800,17800,17000,17200,46151,34400.0,2000000.0
2013-02-19,17100,17300,15800,16050,136059,32100.0,2000000.0
2013-02-20,15950,16250,15200,15600,121460,31200.0,2000000.0
2013-02-21,15600,15900,15300,15350,34199,30700.0,2000000.0
2013-02-22,15350,15500,14700,15300,44304,30600.0,2000000.0
2013-02-25,15000,15350,14800,14950,20492,29900.0,2000000.0
2013-02-26,14800,15200,14800,14950,15090,29900.0,2000000.0
2013-02-27,14950,16450,14850,15400,114285,30800.0,2000000.0
2013-02-28,15500,17400,15350,15350,142433,30700.0,2000000.0
2013-03-04,15500,15850,14000,14000,81042,28000.0,2000000.0
2013-03-05,14450,14450,13500,14000,27065,28000.0,2000000.0
2013-03-06,14150,14150,13500,13850,20230,27700.0,2000000.0
2013-03-07,13850,13900,13300,13450,23953,26900.0,2000000.0
2013-03-08,13500,13500,12450,12450,44147,24900.0,2000000.0
2013-03-11,12600,13100,12350,12600,25446,25200.0,2000000.0
2013-03-12,12850,12900,12200,12250,18118,24500.0,2000000.0
2013-03-13,12350,12500,11900,12050,15382,24100.0,2000000.0
2013-03-14,12050,12400,11700,11700,19371,23400.0,2000000.0
2013-03-15,12100,13450,12100,13450,106773,26900.0,2000000.0
2013-03-18,14300,14950,13500,13500,186529,27000.0,2000000.0
2013-03-19,13500,13800,12850,12850,59714,25700.0,2000000.0
2013-03-20,13200,14750,12950,14750,150766,29500.0,2000000.0
2013-03-21,14550,15050,13950,14300,127626,28600.0,2000000.0
2013-03-22,14350,14700,13900,14650,53308,29300.0,2000000.0
2013-03-25,14850,14850,14350,14400,23319,28800.0,2000000.0
2013-03-26,14100,15000,14100,14700,41545,29400.0,2000000.0
2013-03-27,14700,16500,14100,15800,106033,31600.0,2000000.0
2013-03-28,18150,18150,14800,14800,607955,29600.0,2000000.0
2013-03-29,14900,15100,14200,14200,68643,28400.0,2000000.0
2013-04-01,14000,14500,13700,13700,52047,27400.0,2000000.0
2013-04-02,13350,14050,13150,13450,46439,26900.0,2000000.0
2013-04-03,13800,14300,13450,13800,26080,27600.0,2000000.0
2013-04-04,13650,13700,13050,13500,37490,27000.0,2000000.0
2013-04-05,13350,13500,12750,13300,28508,26600.0,2000000.0
2013-04-08,13450,15100,13100,13550,78977,27100.0,2000000.0
2013-04-09,13550,14050,13450,13550,26493,27100.0,2000000.0
2013-04-10,13650,14050,13650,13700,15427,27400.0,2000000.0
2013-04-11,13950,14000,13350,13650,25191,27300.0,2000000.0
2013-04-12,13800,14200,13600,13900,20899,27800.0,2000000.0
2013-04-15,14000,14350,13650,14100,16687,28200.0,2000000.0
2013-04-16,14100,14100,13600,14000,13769,28000.0,2000000.0
2013-04-17,14100,14350,13700,13900,21223,27800.0,2000000.0
2013-04-18,13750,13800,13200,13400,35701,26800.0,2000000.0
2013-04-19,13550,13600,12450,12600,85288,25200.0,2000000.0
2013-04-22,13100,13150,12600,12700,34764,25400.0,2000000.0
2013-04-23,12950,13200,12600,12950,34202,25900.0,2000000.0
2013-04-24,12900,13250,12900,13000,20090,26000.0,2000000.0
2013-04-25,13250,13650,13000,13650,79689,27300.0,2000000.0
2013-04-26,15650,15650,13300,13550,399826,27100.0,2000000.0
2013-04-29,13650,13900,13300,13700,44034,27400.0,2000000.0
2013-04-30,13700,14050,13450,13900,40895,27800.0,2000000.0
2013-05-02,13600,13950,13550,13700,24545,27400.0,2000000.0
2013-05-03,13700,14350,13650,13650,23997,27300.0,2000000.0
2013-05-06,13850,13850,13150,13250,58725,26500.0,2000000.0
2013-05-07,13250,13650,13250,13300,18960,26600.0,2000000.0
2013-05-08,13400,13600,13300,13450,9763,26900.0,2000000.0
2013-05-09,13500,13650,13300,13450,11759,26900.0,2000000.0
2013-05-10,13450,13600,13200,13500,13713,27000.0,2000000.0
2013-05-13,13700,13700,13300,13350,15746,26700.0,2000000.0
2013-05-14,13350,13500,13200,13350,9490,26700.0,2000000.0
2013-05-15,13500,13550,13200,13200,12779,26400.0,2000000.0
2013-05-16,13300,13400,13150,13350,24906,26700.0,2000000.0
2013-05-20,13400,13500,13300,13350,13402,26700.0,2000000.0
2013-05-21,13350,13800,13350,13450,17572,26900.0,2000000.0
2013-05-22,13800,15100,13800,14200,142226,28400.0,2000000.0
2013-05-23,14300,14300,13400,13450,47791,26900.0,2000000.0
2013-05-24,13450,13600,13350,13600,19880,27200.0,2000000.0
2013-05-27,13500,13700,13450,13650,12675,27300.0,2000000.0
2013-05-28,13750,13750,13450,13650,13985,27300.0,2000000.0
2013-05-29,13750,13750,13450,13750,14450,27500.0,2000000.0
2013-05-30,13750,13850,13550,13550,11515,27100.0,2000000.0
2013-05-31,13550,13800,13450,13600,8220,27200.0,2000000.0
2013-06-03,13450,13550,13400,13400,9930,26800.0,2000000.0
2013-06-04,13450,13700,13250,13600,7430,27200.0,2000000.0
2013-06-05,13450,13600,13300,13500,27320,27000.0,2000000.0
2013-06-07,13350,13550,13200,13400,40625,26800.0,2000000.0
2013-06-10,13400,13550,13250,13350,14630,26700.0,2000000.0
2013-06-11,13500,13500,13200,13350,14922,26700.0,2000000.0
2013-06-12,13250,13600,13250,13600,10553,27200.0,2000000.0
2013-06-13,14350,15350,13500,13500,75627,27000.0,2000000.0
2013-06-14,13550,13700,13400,13450,23580,26900.0,2000000.0
2013-06-17,13450,13700,13250,13400,57024,26800.0,2000000.0
2013-06-18,13400,13600,13100,13250,40484,26500.0,2000000.0
2013-06-19,13200,13400,13200,13300,9041,26600.0,2000000.0
2013-06-20,13100,13250,12900,13250,22716,26500.0,2000000.0
2013-06-21,13050,13350,12950,13050,15561,26100.0,2000000.0
2013-06-24,13100,13400,13050,13150,33924,26300.0,2000000.0
2013-06-25,13850,14150,12200,12500,116667,25000.0,2000000.0
2013-06-26,12500,13150,12500,12550,41690,25100.0,2000000.0
2013-06-27,12600,13050,12400,12800,65010,25600.0,2000000.0
2013-06-28,13000,13000,12500,12750,53885,25500.0,2000000.0
2013-07-01,12600,12800,12550,12700,28954,25400.0,2000000.0
2013-07-02,12600,12800,12500,12800,35215,25600.0,2000000.0
2013-07-03,12950,12950,12600,12650,55674,25300.0,2000000.0
2013-07-04,13050,13150,12500,12550,45741,25100.0,2000000.0
2013-07-05,12600,12750,12150,12300,20474,24600.0,2000000.0
2013-07-08,12300,12300,12000,12050,10322,24100.0,2000000.0
2013-07-09,12000,12200,12000,12000,26760,24000.0,2000000.0
2013-07-10,12000,12200,11950,12200,35086,24400.0,2000000.0
2013-07-11,12100,12300,12100,12250,3220,24500.0,2000000.0
2013-07-12,12350,12600,12250,12400,5923,24800.0,2000000.0
2013-07-15,12350,12350,12100,12250,4590,24500.0,2000000.0
2013-07-16,12100,13750,12100,12300,47510,24600.0,2000000.0
2013-07-17,12250,12400,12200,12350,9700,24700.0,2000000.0
2013-07-18,12300,12500,12150,12150,4169,24300.0,2000000.0
2013-07-19,12100,12200,12050,12050,3502,24100.0,2000000.0
2013-07-22,12050,12200,11850,11850,9194,23700.0,2000000.0
2013-07-23,11900,12000,11850,11900,4050,23800.0,2000000.0
2013-07-24,12150,12150,11850,11850,1850,23700.0,2000000.0
2013-07-25,11900,12200,11900,12000,5013,24000.0,2000000.0
2013-07-26,12000,12250,12000,12150,5881,24300.0,2000000.0
2013-07-29,12250,12250,11850,12000,3801,24000.0,2000000.0
2013-07-30,12000,12000,11600,11800,8520,23600.0,2000000.0
2013-07-31,11650,11800,11500,11500,7750,23000.0,2000000.0
2013-08-01,11350,11550,11200,11500,10191,23000.0,2000000.0
2013-08-02,11500,11550,11300,11550,5260,23100.0,2000000.0
2013-08-05,11450,11600,11350,11500,4490,23000.0,2000000.0
2013-08-06,11400,11500,11300,11500,3370,23000.0,2000000.0
2013-08-07,11300,11500,11100,11400,8530,22800.0,2000000.0
2013-08-08,11050,11450,11050,11400,23432,22800.0,2000000.0
2013-08-09,11400,11400,11200,11300,2292,22600.0,2000000.0
2013-08-12,11150,11250,10850,10850,15880,21700.0,2000000.0
2013-08-13,11000,11200,10750,10950,10223,21900.0,2000000.0
2013-08-14,10950,11050,10850,10900,3123,21800.0,2000000.0
2013-08-16,10750,11150,10750,11100,5920,22200.0,2000000.0
2013-08-19,11150,11250,11000,11050,1040,22100.0,2000000.0
2013-08-20,10850,11100,10750,10950,3441,21900.0,2000000.0
2013-08-21,11250,11250,10550,10750,8140,21500.0,2000000.0
2013-08-22,10800,10800,10300,10400,7620,20800.0,2000000.0
2013-08-23,10300,10600,10300,10400,3277,20800.0,2000000.0
2013-08-26,10600,11100,10400,10950,9862,21900.0,2000000.0
2013-08-27,11150,11150,10800,10900,980,21800.0,2000000.0
2013-08-28,10900,10900,10450,10600,3332,21200.0,2000000.0
2013-08-29,10600,10750,10300,10700,11650,21400.0,2000000.0
2013-08-30,10750,10900,10500,10650,7140,21300.0,2000000.0
2013-09-02,10550,10650,10500,10650,640,21300.0,2000000.0
2013-09-03,10500,10700,10500,10700,901,21400.0,2000000.0
2013-09-04,10750,11400,10650,11150,11290,22300.0,2000000.0
2013-09-05,11300,11350,10700,10700,4765,21400.0,2000000.0
2013-09-06,10700,11000,10700,10900,3091,21800.0,2000000.0
2013-09-09,10950,11300,10750,11200,4792,22400.0,2000000.0
2013-09-10,11350,11400,10950,11200,3302,22400.0,2000000.0
2013-09-11,11250,11250,10800,11000,5690,22000.0,2000000.0
2013-09-12,11000,11100,10800,11000,3722,22000.0,2000000.0
2013-09-13,11100,11200,10900,11150,1910,22300.0,2000000.0
2013-09-16,11200,11200,10850,10950,3850,21900.0,2000000.0
2013-09-17,11000,11000,10900,11000,3630,22000.0,2000000.0
2013-09-23,11200,11200,10750,10750,3830,21500.0,2000000.0
2013-09-24,10750,10950,10600,10800,8990,21600.0,2000000.0
2013-09-25,10650,10800,10600,10650,6840,21300.0,2000000.0
2013-09-26,10650,10900,10650,10850,2880,21700.0,2000000.0
2013-09-27,10900,11000,10850,10950,610,21900.0,2000000.0
2013-09-30,11000,11150,10800,11100,4960,22200.0,2000000.0
2013-10-01,10900,11100,10800,11050,2580,22100.0,2000000.0
2013-10-02,10900,11050,10900,11000,570,22000.0,2000000.0
2013-10-04,11000,11000,10800,11000,2700,22000.0,2000000.0
2013-10-07,10800,11000,10800,10950,480,21900.0,2000000.0
2013-10-08,10800,11050,10800,11050,2340,22100.0,2000000.0
2013-10-10,10850,11050,10750,10900,1011,21800.0,2000000.0
2013-10-11,11050,11100,10950,11000,181,22000.0,2000000.0
2013-10-14,11000,11050,10700,10950,3990,21900.0,2000000.0
2013-10-15,10850,11050,10800,11050,3160,22100.0,2000000.0
2013-10-16,10900,11100,10900,11000,2940,22000.0,2000000.0
2013-10-17,10850,11050,10800,10950,1400,21900.0,2000000.0
2013-10-18,11050,11050,10700,10950,7230,21900.0,2000000.0
2013-10-21,10850,11400,10850,11100,4250,22200.0,2000000.0
2013-10-22,11100,11200,10900,11100,2380,22200.0,2000000.0
2013-10-23,11150,11750,11000,11300,10850,22600.0,2000000.0
2013-10-24,11350,11800,11200,11600,5300,23200.0,2000000.0
2013-10-25,11600,12100,11400,11900,9342,23800.0,2000000.0
2013-10-28,11650,12000,11600,11850,478,23700.0,2000000.0
2013-10-29,11850,11950,11450,11800,2082,23600.0,2000000.0
2013-10-30,11600,11750,11550,11700,160,23400.0,2000000.0
2013-10-31,11700,11700,11400,11400,550,22800.0,2000000.0
2013-11-01,11400,11750,11050,11600,3290,23200.0,2000000.0
2013-11-04,11600,11600,11400,11500,1400,23000.0,2000000.0
2013-11-05,11600,12000,11500,11850,4290,23700.0,2000000.0
2013-11-06,12000,12350,11850,12100,16490,24200.0,2000000.0
2013-11-07,12100,12100,11800,12000,23030,24000.0,2000000.0
2013-11-08,12000,12000,11700,11950,95830,23900.0,2000000.0
2013-11-11,11950,12750,11700,11800,33051,23600.0,2000000.0
2013-11-12,11850,12000,11600,11950,21760,23900.0,2000000.0
2013-11-13,11950,12150,11750,11850,22460,23700.0,2000000.0
2013-11-14,11850,12100,11600,11850,19660,23700.0,2000000.0
2013-11-15,11950,12100,11700,12000,2560,24000.0,2000000.0
2013-11-18,12350,12350,11950,12150,1620,24300.0,2000000.0
2013-11-19,12000,12400,11850,11850,6380,23700.0,2000000.0
2013-11-20,11850,11950,11450,11850,24230,23700.0,2000000.0
2013-11-21,12050,12050,11750,11800,1810,23600.0,2000000.0
2013-11-22,11800,12200,11800,12150,2550,24300.0,2000000.0
2013-11-25,12600,12600,12150,12300,1470,24600.0,2000000.0
2013-11-26,12000,12350,11800,11850,1640,23700.0,2000000.0
2013-11-27,11800,12050,11750,11750,1971,23500.0,2000000.0
2013-11-28,11750,12050,11750,11950,3320,23900.0,2000000.0
2013-11-29,11900,12050,11800,12050,520,24100.0,2000000.0
2013-12-02,11750,11950,11150,11800,1930,23600.0,2000000.0
2013-12-03,11700,11950,11350,11800,4350,23600.0,2000000.0
2013-12-04,11700,11900,11700,11700,640,23400.0,2000000.0
2013-12-05,12000,12050,11700,11700,1380,23400.0,2000000.0
2013-12-06,11750,12050,11750,12000,1690,24000.0,2000000.0
2013-12-09,12000,12300,11800,12000,750,24000.0,2000000.0
2013-12-10,11850,12050,11800,12000,990,24000.0,2000000.0
2013-12-11,11750,11900,11750,11900,100,23800.0,2000000.0
2013-12-12,11950,12000,11500,12000,1170,24000.0,2000000.0
2013-12-13,11400,12050,11400,11950,13520,23900.0,2000000.0
2013-12-16,11950,12000,11800,11950,28150,23900.0,2000000.0
2013-12-17,12000,12250,11950,11950,10510,23900.0,2000000.0
2013-12-18,12100,12100,11950,12050,5350,24100.0,2000000.0
2013-12-19,12100,12100,11550,12000,4960,24000.0,2000000.0
2013-12-20,12000,12000,11800,12000,180,24000.0,2000000.0
2013-12-23,11850,12100,11850,12000,110,24000.0,2000000.0
2013-12-24,11850,12000,11750,12000,2990,24000.0,2000000.0
2013-12-26,12000,12100,11750,11800,2870,23600.0,2000000.0
2013-12-27,11600,12000,11600,12000,640,24000.0,2000000.0
2013-12-30,11900,11900,11850,11850,172,23700.0,2000000.0
2014-01-02,12000,12050,11800,12000,71,24000.0,2000000.0
2014-01-03,11850,11900,11600,11700,260,23400.0,2000000.0
2014-01-06,11700,11950,11600,11900,670,23800.0,2000000.0
2014-01-07,11950,11950,11850,11850,180,23700.0,2000000.0
2014-01-08,11950,11950,11750,11900,340,23800.0,2000000.0
2014-01-09,11700,12000,11650,11950,520,23900.0,2000000.0
2014-01-10,11650,11900,11600,11850,1120,23700.0,2000000.0
2014-01-13,11800,11950,11150,11900,2080,23800.0,2000000.0
2014-01-14,11950,12000,11750,11800,1176,23600.0,2000000.0
2014-01-15,11900,11900,11550,11900,670,23800.0,2000000.0
2014-01-16,11750,11900,11750,11900,1980,23800.0,2000000.0
2014-01-17,11900,12000,11750,11750,340,23500.0,2000000.0
2014-01-20,11850,11900,11700,11900,240,23800.0,2000000.0
2014-01-21,11850,11900,11800,11900,2940,23800.0,2000000.0
2014-01-22,11700,11950,11700,11750,210,23500.0,2000000.0
2014-01-23,11750,11850,11700,11700,290,23400.0,2000000.0
2014-01-24,12000,12000,11700,11900,80,23800.0,2000000.0
2014-01-27,11600,11600,11600,11600,10,23200.0,2000000.0
2014-01-28,11900,11900,11550,11900,60,23800.0,2000000.0
2014-01-29,11900,11900,11600,11900,452,23800.0,2000000.0
2014-02-03,11550,11950,11550,11950,680,23900.0,2000000.0
2014-02-04,11500,11650,11500,11600,1710,23200.0,2000000.0
2014-02-05,11600,11600,11200,11400,6670,22800.0,2000000.0
2014-02-06,11250,11500,11150,11200,2831,22400.0,2000000.0
2014-02-07,11700,11700,11150,11400,1290,22800.0,2000000.0
2014-02-10,11400,11800,11300,11800,2040,23600.0,2000000.0
2014-02-11,11800,11800,11450,11450,390,22900.0,2000000.0
2014-02-12,11750,11900,11500,11600,580,23200.0,2000000.0
2014-02-13,11350,12050,11300,11750,9770,23500.0,2000000.0
2014-02-14,12000,12000,11550,11600,540,23200.0,2000000.0
2014-02-17,11600,11800,11550,11700,380,23400.0,2000000.0
2014-02-18,11600,11750,11150,11700,1590,23400.0,2000000.0
2014-02-19,11450,11950,11450,11950,810,23900.0,2000000.0
2014-02-20,11500,11500,11400,11500,291,23000.0,2000000.0
2014-02-21,11850,11850,11450,11750,130,23500.0,2000000.0
2014-02-24,11500,11700,11300,11700,1190,23400.0,2000000.0
2014-02-25,11750,11750,11750,11750,60,23500.0,2000000.0
2014-02-26,11500,11800,11450,11750,1570,23500.0,2000000.0
2014-02-27,11500,11500,11350,11450,760,22900.0,2000000.0
2014-02-28,11550,11700,11350,11700,200,23400.0,2000000.0
2014-03-03,11700,11700,11400,11700,215,23400.0,2000000.0
2014-03-04,11500,11750,11250,11650,2740,23300.0,2000000.0
2014-03-05,11700,11800,11450,11600,410,23200.0,2000000.0
2014-03-06,11600,11750,11250,11400,1190,22800.0,2000000.0
2014-03-07,11400,11700,11400,11550,1690,23100.0,2000000.0
2014-03-10,11650,11700,11500,11500,420,23000.0,2000000.0
2014-03-11,11600,11800,11500,11700,5750,23400.0,2000000.0
2014-03-12,11600,11900,11500,11500,400,23000.0,2000000.0
2014-03-13,11350,11700,11350,11500,2050,23000.0,2000000.0
2014-03-14,11650,11750,11400,11700,2350,23400.0,2000000.0
2014-03-17,11600,11800,11350,11700,3870,23400.0,2000000.0
2014-03-18,11500,11500,11450,11450,690,22900.0,2000000.0
2014-03-19,11450,11650,11400,11400,470,22800.0,2000000.0
2014-03-20,11350,11500,11200,11500,4320,23000.0,2000000.0
2014-03-21,11500,11550,11150,11350,16181,22700.0,2000000.0
2014-03-24,11300,11500,11200,11350,11060,22700.0,2000000.0
2014-03-25,11350,11400,11200,11400,10101,22800.0,2000000.0
2014-03-26,11400,11400,11150,11200,7171,22400.0,2000000.0
2014-03-27,11300,11400,11200,11250,5402,22500.0,2000000.0
2014-03-28,11350,11450,11200,11250,5300,22500.0,2000000.0
2014-03-31,11300,11300,11050,11300,1120,22600.0,2000000.0
2014-04-01,11250,11300,11250,11300,110,22600.0,2000000.0
2014-04-02,11300,11450,11250,11400,890,22800.0,2000000.0
2014-04-03,11450,11450,11300,11400,12510,22800.0,2000000.0
2014-04-04,11250,11250,11200,11200,590,22400.0,2000000.0
2014-04-07,11300,11350,11200,11300,5530,22600.0,2000000.0
2014-04-08,11350,11450,11150,11200,6460,22400.0,2000000.0
2014-04-09,11300,11450,11200,11200,5270,22400.0,2000000.0
2014-04-10,11200,11450,11200,11200,370,22400.0,2000000.0
2014-04-11,11200,11400,11200,11400,130,22800.0,2000000.0
2014-04-14,11400,11450,11400,11450,20,22900.0,2000000.0
2014-04-15,11200,11350,11150,11300,580,22600.0,2000000.0
2014-04-16,11250,11300,11200,11200,12540,22400.0,2000000.0
2014-04-17,11300,11400,11200,11350,10730,22700.0,2000000.0
2014-04-18,11350,11350,11200,11300,11680,22600.0,2000000.0
2014-04-21,11300,11500,11200,11450,820,22900.0,2000000.0
2014-04-22,11500,11500,11250,11450,570,22900.0,2000000.0
2014-04-23,11300,11450,11300,11300,7070,22600.0,2000000.0
2014-04-24,11600,12000,11250,11400,10451,22800.0,2000000.0
2014-04-25,11600,11600,11300,11300,4090,22600.0,2000000.0
2014-04-28,11550,11550,11100,11100,3130,22200.0,2000000.0
2014-04-29,11200,11300,11200,11200,10870,22400.0,2000000.0
2014-04-30,11250,11400,11200,11200,20610,22400.0,2000000.0
2014-05-02,11250,11400,11200,11250,480,22500.0,2000000.0
2014-05-07,11450,11450,10950,11350,1070,22700.0,2000000.0
2014-05-08,11350,11350,11200,11350,7509,22700.0,2000000.0
2014-05-09,11350,11450,11250,11450,8093,22900.0,2000000.0
2014-05-12,11700,13150,11700,13150,89743,26300.0,2000000.0
2014-05-13,13050,13100,12250,12400,44170,24800.0,2000000.0
2014-05-14,12600,14250,12600,14000,213139,28000.0,2000000.0
2014-05-15,13700,16050,13400,14450,132456,28900.0,2000000.0
2014-05-16,14450,15350,13600,13700,70383,27400.0,2000000.0
2014-05-19,13750,13950,12450,12700,57720,25400.0,2000000.0
2014-05-20,12700,13200,12300,12450,39601,24900.0,2000000.0
2014-05-21,12650,13150,12350,12350,23512,24700.0,2000000.0
2014-05-22,12350,12950,11950,11950,33229,23900.0,2000000.0
2014-05-23,12050,12250,11850,11900,9901,23800.0,2000000.0
2014-05-26,12100,13250,11900,12600,54191,25200.0,2000000.0
2014-05-27,12600,13150,12450,12700,25995,25400.0,2000000.0
2014-05-28,12950,13800,12850,13400,25556,26800.0,2000000.0
2014-05-29,13500,13650,13000,13050,14153,26100.0,2000000.0
2014-05-30,13100,13400,12400,12550,10560,25100.0,2000000.0
2014-06-02,12800,12850,12450,12850,4703,25700.0,2000000.0
2014-06-03,12850,13750,12600,13750,11315,27500.0,2000000.0
2014-06-05,13550,13750,12900,13150,7783,26300.0,2000000.0
2014-06-09,13300,13300,12750,12850,5527,25700.0,2000000.0
2014-06-10,12950,12950,12400,12750,9040,25500.0,2000000.0
2014-06-11,12700,12900,12500,12750,8946,25500.0,2000000.0
2014-06-12,12550,12800,12450,12550,6851,25100.0,2000000.0
2014-06-13,12500,12700,12250,12400,2957,24800.0,2000000.0
2014-06-16,12450,12750,12200,12350,2417,24700.0,2000000.0
2014-06-17,12350,12500,11950,12100,7521,24200.0,2000000.0
2014-06-18,12150,12250,11750,12150,6208,24300.0,2000000.0
2014-06-19,12150,12600,12100,12400,6861,24800.0,2000000.0
2014-06-20,12400,12700,12100,12250,4192,24500.0,2000000.0
2014-06-23,12250,12450,11900,11950,2365,23900.0,2000000.0
2014-06-24,11850,12050,11750,11850,2914,23700.0,2000000.0
2014-06-25,11800,12000,11500,11550,2910,23100.0,2000000.0
2014-06-26,11600,11850,11450,11800,3658,23600.0,2000000.0
2014-06-27,11800,13550,11800,12450,82763,24900.0,2000000.0
2014-06-30,12550,12750,12200,12300,11225,24600.0,2000000.0
2014-07-01,12250,12350,12100,12150,4833,24300.0,2000000.0
2014-07-02,12150,12350,11800,12100,6166,24200.0,2000000.0
2014-07-03,12100,12250,11850,12250,7997,24500.0,2000000.0
2014-07-04,12250,12350,12050,12300,2669,24600.0,2000000.0
