일진머티리얼즈(020150),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-04-18,27496,30448,26915,30013,1326458,1215200.0,39200000.0
2011-04-19,29432,30787,27592,28561,1829774,1156400.0,39200000.0
2011-04-20,28270,29529,27011,29287,1863916,1185800.0,39200000.0
2011-04-21,29674,32530,29141,31950,1478436,1293600.0,39200000.0
2011-04-22,32094,33740,31949,33402,1333855,1352400.0,39200000.0
2011-04-25,34708,34805,32724,33208,1017177,1344560.0,39200000.0
2011-04-26,32917,33208,31417,31417,1234233,1272040.0,39200000.0
2011-04-27,31707,32433,29141,31466,1794950,1274000.0,39200000.0
2011-04-28,31852,34563,31852,34564,955925,1399440.0,39200000.0
2011-04-29,35386,36500,33111,34467,1219545,1395520.0,39200000.0
2011-05-02,35338,35338,31078,31466,1369390,1274000.0,39200000.0
2011-05-03,31610,33111,30690,32627,1182150,1321040.0,39200000.0
2011-05-04,31998,32143,29577,29674,1292984,1201480.0,39200000.0
2011-05-06,28657,29045,26624,29045,1487526,1176000.0,39200000.0
2011-05-09,29432,31126,28899,30352,851170,1228920.0,39200000.0
2011-05-11,31126,32288,30981,30981,735767,1254400.0,39200000.0
2011-05-12,30206,31223,29722,30788,433294,1246560.0,39200000.0
2011-05-13,31368,32094,27592,30013,1137903,1215200.0,39200000.0
2011-05-16,30061,30836,28657,30013,612090,1215200.0,39200000.0
2011-05-17,30013,30110,28754,28997,328043,1174040.0,39200000.0
2011-05-18,28754,28899,26769,27012,1525981,1093680.0,39200000.0
2011-05-19,27350,27786,25511,26044,935477,1054480.0,39200000.0
2011-05-20,26576,26915,25608,26576,589587,1076040.0,39200000.0
2011-05-23,26237,27302,25946,27206,539290,1101520.0,39200000.0
2011-05-24,27205,28706,26963,28513,682255,1154440.0,39200000.0
2011-05-25,28996,29141,26431,26625,693551,1078000.0,39200000.0
2011-05-26,27108,28270,26188,28222,558256,1142680.0,39200000.0
2011-05-27,28270,28754,27641,28029,316539,1134840.0,39200000.0
2011-05-30,28464,28609,26866,27012,289324,1093680.0,39200000.0
2011-05-31,27399,28076,27108,28077,354919,1136800.0,39200000.0
2011-06-01,28076,29480,27592,29142,874966,1179920.0,39200000.0
2011-06-02,28270,29432,28173,28271,379004,1144640.0,39200000.0
2011-06-03,28367,28706,26285,26576,889686,1076040.0,39200000.0
2011-06-07,25898,25946,22703,24059,1682324,974120.0,39200000.0
2011-06-08,24543,26285,24252,26237,642348,1062320.0,39200000.0
2011-06-09,25608,26382,25317,25656,360468,1038800.0,39200000.0
2011-06-10,25559,26092,24059,24398,323585,987840.0,39200000.0
2011-06-13,23816,24881,23478,23672,260808,958440.0,39200000.0
2011-06-14,23623,25317,23623,24785,348488,1003520.0,39200000.0
2011-06-15,25172,26188,25075,25366,306849,1027040.0,39200000.0
2011-06-16,24833,24881,24059,24253,284939,981960.0,39200000.0
2011-06-17,24591,24785,22267,23042,602433,932960.0,39200000.0
2011-06-20,23042,23574,20573,20574,1074706,833000.0,39200000.0
2011-06-21,20912,21057,19750,20912,830848,846720.0,39200000.0
2011-06-22,21348,22413,21106,21929,590356,887880.0,39200000.0
2011-06-23,21638,21783,20864,20912,325895,846720.0,39200000.0
2011-06-24,21154,22800,21057,22365,705160,905520.0,39200000.0
2011-06-27,22413,23962,22074,23672,765436,958440.0,39200000.0
2011-06-28,24107,24688,23381,23769,392713,962360.0,39200000.0
2011-06-29,24349,24591,23671,24059,320376,974120.0,39200000.0
2011-06-30,24446,24591,23236,24349,318867,985880.0,39200000.0
2011-07-01,24736,25269,23913,24979,522762,1011360.0,39200000.0
2011-07-04,25414,27011,25269,26867,911415,1087800.0,39200000.0
2011-07-05,27011,27350,25850,26867,636314,1087800.0,39200000.0
2011-07-06,24785,24785,22848,22849,2720422,925120.0,39200000.0
2011-07-07,22267,23236,21396,22510,1683648,911400.0,39200000.0
2011-07-08,22751,23090,21880,22123,1092242,895720.0,39200000.0
2011-07-11,22122,22655,22025,22123,518522,895720.0,39200000.0
2011-07-12,21638,21929,21154,21203,618316,858480.0,39200000.0
2011-07-13,21154,22461,20815,22462,777897,909440.0,39200000.0
2011-07-14,22413,22606,21783,21929,394340,887880.0,39200000.0
2011-07-15,21880,22025,21154,21251,513524,860440.0,39200000.0
2011-07-18,21396,21880,21057,21397,389014,866320.0,39200000.0
2011-07-19,21299,22267,21299,22268,393319,901600.0,39200000.0
2011-07-20,22751,24107,22558,24011,1256765,972160.0,39200000.0
2011-07-21,24107,24155,22751,22752,712750,921200.0,39200000.0
2011-07-22,23332,23623,22848,23236,441870,940800.0,39200000.0
2011-07-25,22945,23042,21977,21977,443185,889840.0,39200000.0
2011-07-26,22122,22655,22025,22413,223798,907480.0,39200000.0
2011-07-27,22074,23139,21541,23139,577474,936880.0,39200000.0
2011-07-28,22703,23574,22509,23188,492305,938840.0,39200000.0
2011-07-29,23429,24349,23090,24059,936595,974120.0,39200000.0
2011-08-01,25027,25269,24107,24204,910844,980000.0,39200000.0
2011-08-02,23865,24155,22364,22800,564872,923160.0,39200000.0
2011-08-03,22074,22122,21202,21493,582808,870240.0,39200000.0
2011-08-04,21832,22219,21202,21251,418076,860440.0,39200000.0
2011-08-05,18927,20234,18540,19363,638586,784000.0,39200000.0
2011-08-08,18927,19895,16458,17233,961411,697760.0,39200000.0
2011-08-09,16362,16555,14667,16362,1517598,662480.0,39200000.0
2011-08-10,17427,17911,16942,17185,589821,695800.0,39200000.0
2011-08-11,15877,17814,15732,17669,501212,715400.0,39200000.0
2011-08-12,18298,18879,17523,17524,472512,709520.0,39200000.0
2011-08-16,18298,19266,18250,19170,351053,776160.0,39200000.0
2011-08-17,19169,20089,18685,19460,531934,787920.0,39200000.0
2011-08-18,19557,20041,19363,19363,498270,784000.0,39200000.0
2011-08-19,18201,18588,17233,17233,333127,697760.0,39200000.0
2011-08-22,16942,18104,16458,16507,511955,668360.0,39200000.0
2011-08-23,16749,18976,16749,18976,548260,768320.0,39200000.0
2011-08-24,19411,19653,18201,18976,407916,768320.0,39200000.0
2011-08-25,19460,19750,18734,18782,412544,760480.0,39200000.0
2011-08-26,18637,19460,18637,18976,299957,768320.0,39200000.0
2011-08-29,19460,19605,19024,19218,342519,778120.0,39200000.0
2011-08-30,19557,19750,17717,18637,765540,754600.0,39200000.0
2011-08-31,18734,18782,17717,17960,379495,727160.0,39200000.0
2011-09-01,18007,18346,17378,17427,590689,705600.0,39200000.0
2011-09-02,17185,17620,16797,17282,345147,699720.0,39200000.0
2011-09-05,16652,16846,16265,16314,278255,660520.0,39200000.0
2011-09-06,15781,16120,15055,15249,405177,617400.0,39200000.0
2011-09-07,15926,15974,15345,15878,344276,642880.0,39200000.0
2011-09-08,16216,16797,15684,15975,359959,646800.0,39200000.0
2011-09-09,15877,16216,15587,16168,179502,654640.0,39200000.0
2011-09-14,16216,16313,15151,15152,179510,613480.0,39200000.0
2011-09-15,15587,15877,14038,14910,405053,603680.0,39200000.0
2011-09-16,15297,16120,14764,15830,799057,640920.0,39200000.0
2011-09-19,15442,15684,14522,14523,496079,588000.0,39200000.0
2011-09-20,14135,14667,13748,14281,956576,578200.0,39200000.0
2011-09-21,14328,14861,13990,14716,903405,595840.0,39200000.0
2011-09-22,14135,14328,13748,13942,422512,564480.0,39200000.0
2011-09-23,12973,13118,12247,12247,792145,495880.0,39200000.0
2011-09-26,12392,12489,10456,10553,2040078,427280.0,39200000.0
2011-09-27,10988,11569,10698,11473,1604575,464520.0,39200000.0
2011-09-28,11618,11714,10891,10892,776246,441000.0,39200000.0
2011-09-29,10988,12489,10940,12441,1437599,503720.0,39200000.0
2011-09-30,12247,12828,12005,12393,737615,501760.0,39200000.0
2011-10-04,11521,11860,11327,11763,565821,476280.0,39200000.0
2011-10-05,12005,12150,10795,10940,668507,442960.0,39200000.0
2011-10-06,11521,12053,11279,11376,807544,460600.0,39200000.0
2011-10-07,11860,13070,11811,12441,2291037,503720.0,39200000.0
2011-10-10,12537,14038,12489,13603,1244063,550760.0,39200000.0
2011-10-11,14377,14377,13554,13603,1000413,550760.0,39200000.0
2011-10-12,13796,15635,13505,15636,1316240,633080.0,39200000.0
2011-10-13,16168,17185,15781,16120,1796355,652680.0,39200000.0
2011-10-14,16120,17088,15442,16846,1071441,682080.0,39200000.0
2011-10-17,17330,17378,16507,16798,804755,680120.0,39200000.0
2011-10-18,16120,16216,15684,15781,838678,638960.0,39200000.0
2011-10-19,16120,16652,15732,15878,665173,642880.0,39200000.0
2011-10-20,15974,16362,14328,14377,762125,582120.0,39200000.0
2011-10-21,15055,16507,14570,16507,1100137,668360.0,39200000.0
2011-10-24,16894,18976,16797,18976,1936225,768320.0,39200000.0
2011-10-25,19266,20089,18492,19267,1775150,780080.0,39200000.0
2011-10-26,19121,19944,18879,19702,1134755,797720.0,39200000.0
2011-10-27,20041,20089,18395,19025,955677,770280.0,39200000.0
2011-10-28,19363,19508,17669,18250,1123645,738920.0,39200000.0
2011-10-31,18201,18879,17620,18444,627539,746760.0,39200000.0
2011-11-01,17959,18540,17475,17911,631827,725200.0,39200000.0
2011-11-02,16942,18104,16700,18105,754673,733040.0,39200000.0
2011-11-03,18201,19557,17814,18637,1122159,754600.0,39200000.0
2011-11-04,19363,19460,18976,18976,592084,768320.0,39200000.0
2011-11-07,19460,19847,19072,19363,533201,784000.0,39200000.0
2011-11-08,19702,19799,18927,18928,464950,766360.0,39200000.0
2011-11-09,19508,21444,19363,20622,1640435,834960.0,39200000.0
2011-11-10,19847,19992,18976,19121,764348,774200.0,39200000.0
2011-11-11,19702,20186,19218,20186,608870,817320.0,39200000.0
2011-11-14,20525,20573,19750,19944,813235,807520.0,39200000.0
2011-11-15,19750,20476,18879,19073,628914,772240.0,39200000.0
2011-11-16,19411,19557,17814,17911,667265,725200.0,39200000.0
2011-11-17,18346,18830,17717,18686,415141,756560.0,39200000.0
2011-11-18,18201,18734,18007,18734,316246,758520.0,39200000.0
2011-11-21,18395,18734,17911,18153,259845,735000.0,39200000.0
2011-11-22,17765,18637,17717,18250,255018,738920.0,39200000.0
2011-11-23,18298,18879,17717,17718,344186,717360.0,39200000.0
2011-11-24,17717,18007,17136,17475,376400,707560.0,39200000.0
2011-11-25,17475,17717,16313,16556,354875,670320.0,39200000.0
2011-11-28,17136,18298,16942,18056,587762,731080.0,39200000.0
2011-11-29,18153,18201,17620,18105,336664,733040.0,39200000.0
2011-11-30,18056,18734,17911,18395,415078,744800.0,39200000.0
2011-12-01,19363,19363,18443,18492,396524,748720.0,39200000.0
2011-12-02,18588,18588,18007,18056,227664,731080.0,39200000.0
2011-12-05,18056,18298,17911,18153,193436,735000.0,39200000.0
2011-12-06,18153,18250,17378,17572,252236,711480.0,39200000.0
2011-12-07,17717,18298,17523,18298,249656,740880.0,39200000.0
2011-12-08,18346,18346,17620,17814,232664,721280.0,39200000.0
2011-12-09,17475,18298,17330,18105,269360,733040.0,39200000.0
2011-12-12,18588,19169,18540,19025,657391,770280.0,39200000.0
2011-12-13,18879,18879,18298,18492,297403,748720.0,39200000.0
2011-12-14,18443,18588,17717,17718,242137,717360.0,39200000.0
2011-12-15,17281,17620,17136,17427,198725,705600.0,39200000.0
2011-12-16,17620,17717,17281,17330,126314,701680.0,39200000.0
2011-12-19,17330,17330,15297,16072,412502,650720.0,39200000.0
2011-12-20,15974,16652,15974,16362,244154,662480.0,39200000.0
2011-12-21,16942,17136,16797,16798,218363,680120.0,39200000.0
2011-12-22,16652,16894,16458,16459,151288,666400.0,39200000.0
2011-12-23,16797,16797,16410,16556,150573,670320.0,39200000.0
2011-12-26,16507,16604,16071,16120,178058,652680.0,39200000.0
2011-12-27,16168,16265,15490,15491,144399,627200.0,39200000.0
2011-12-28,15974,16894,15635,16314,178883,660520.0,39200000.0
2011-12-29,16120,16604,15974,16459,102224,666400.0,39200000.0
2012-01-02,16507,16749,16023,16749,136427,678160.0,39200000.0
2012-01-03,16797,17523,16700,17088,426876,691880.0,39200000.0
2012-01-04,17136,17185,16555,16556,220132,670320.0,39200000.0
2012-01-05,16652,16991,16313,16362,212143,662480.0,39200000.0
2012-01-06,16362,16507,15877,16072,185405,650720.0,39200000.0
2012-01-09,16265,16555,16023,16072,212021,650720.0,39200000.0
2012-01-10,16168,16555,16168,16314,162544,660520.0,39200000.0
2012-01-11,16555,16846,16216,16217,218374,656600.0,39200000.0
2012-01-12,16313,17088,16265,16846,403407,682080.0,39200000.0
2012-01-13,16942,16942,16313,16410,346578,664440.0,39200000.0
2012-01-16,16168,16362,15926,16314,371618,660520.0,39200000.0
2012-01-17,16265,16458,15926,16023,404901,648760.0,39200000.0
2012-01-18,16168,16168,15393,15491,421304,627200.0,39200000.0
2012-01-19,15587,15877,15442,15491,326633,627200.0,39200000.0
2012-01-20,15587,15732,15055,15588,508308,631120.0,39200000.0
2012-01-25,15829,17717,15781,16749,1293474,678160.0,39200000.0
2012-01-26,17039,17136,16555,16943,527518,686000.0,39200000.0
2012-01-27,16894,17039,16700,16943,317398,686000.0,39200000.0
2012-01-30,16991,17814,16942,16943,724892,686000.0,39200000.0
2012-01-31,17039,17717,16942,17718,739399,717360.0,39200000.0
2012-02-01,17814,17862,17136,17330,616171,701680.0,39200000.0
2012-02-02,17523,17572,16894,17040,554361,689920.0,39200000.0
2012-02-03,17039,17088,16507,16507,477499,668360.0,39200000.0
2012-02-06,16700,16846,16071,16120,405682,652680.0,39200000.0
2012-02-07,16071,16362,15781,15830,468062,640920.0,39200000.0
2012-02-08,15974,16507,15877,16023,469933,648760.0,39200000.0
2012-02-09,16023,16071,15587,15781,588356,638960.0,39200000.0
2012-02-10,15829,16652,15829,16459,722292,666400.0,39200000.0
2012-02-13,16458,16652,16265,16362,267253,662480.0,39200000.0
2012-02-14,16458,16555,16023,16120,331048,652680.0,39200000.0
2012-02-15,16265,16507,16023,16410,502413,664440.0,39200000.0
2012-02-16,16313,16797,16120,16168,439412,654640.0,39200000.0
2012-02-17,16410,16458,16168,16168,253309,654640.0,39200000.0
2012-02-20,16265,16410,16023,16023,239272,648760.0,39200000.0
2012-02-21,16071,16168,15732,15781,263961,638960.0,39200000.0
2012-02-22,15732,16023,15732,15878,169223,642880.0,39200000.0
2012-02-23,15781,15877,15345,15394,333155,623280.0,39200000.0
2012-02-24,15442,15539,15200,15539,200887,629160.0,39200000.0
2012-02-27,15539,15587,15151,15152,169813,613480.0,39200000.0
2012-02-28,15200,15345,14812,14861,311324,601720.0,39200000.0
2012-02-29,14861,15684,14861,15491,396555,627200.0,39200000.0
2012-03-02,15781,15974,15587,15684,264454,635040.0,39200000.0
2012-03-05,15587,15635,15297,15394,163526,623280.0,39200000.0
2012-03-06,15248,15490,14570,14765,556044,597800.0,39200000.0
2012-03-07,14377,15635,14280,15491,496039,627200.0,39200000.0
2012-03-08,15732,16555,15684,16459,920430,666400.0,39200000.0
2012-03-09,16846,16894,16362,16653,524545,674240.0,39200000.0
2012-03-12,16652,16797,16313,16459,292760,666400.0,39200000.0
2012-03-13,16555,17185,16555,16895,598583,684040.0,39200000.0
2012-03-14,17039,17233,16507,16556,367963,670320.0,39200000.0
2012-03-15,16555,16749,16168,16701,268875,676200.0,39200000.0
2012-03-16,16700,16991,16507,16507,213859,668360.0,39200000.0
2012-03-19,16555,16749,16120,16120,259322,652680.0,39200000.0
2012-03-20,16265,16458,16023,16410,152678,664440.0,39200000.0
2012-03-21,16313,16362,16071,16072,150402,650720.0,39200000.0
2012-03-22,16023,16216,15490,15491,245610,627200.0,39200000.0
2012-03-23,15345,16362,15200,15975,420012,646800.0,39200000.0
2012-03-26,15877,16120,15490,15539,197018,629160.0,39200000.0
2012-03-27,15829,15877,15393,15636,124224,633080.0,39200000.0
2012-03-28,15635,16071,15393,15830,209028,640920.0,39200000.0
2012-03-29,15829,15926,15442,15878,143795,642880.0,39200000.0
2012-03-30,15974,15974,15490,15491,152334,627200.0,39200000.0
2012-04-02,15393,15781,15345,15781,143226,638960.0,39200000.0
2012-04-03,15829,15829,15200,15249,267249,617400.0,39200000.0
2012-04-04,15248,15442,14328,14329,532719,580160.0,39200000.0
2012-04-05,13941,14570,13941,14571,231857,589960.0,39200000.0
2012-04-06,14570,14716,14280,14426,164061,584080.0,39200000.0
2012-04-09,14135,14280,13602,13603,283204,550760.0,39200000.0
2012-04-10,13554,13893,13021,13022,464050,527240.0,39200000.0
2012-04-12,12828,13263,12779,12877,235317,521360.0,39200000.0
2012-04-13,13070,13409,13070,13216,203753,535080.0,39200000.0
2012-04-16,12973,13312,12925,13264,122628,537040.0,39200000.0
2012-04-17,13263,13457,13070,13167,117624,533120.0,39200000.0
2012-04-18,13457,13505,13167,13312,107628,539000.0,39200000.0
2012-04-19,13118,13602,13118,13554,161409,548800.0,39200000.0
2012-04-20,13312,14038,13263,13796,222145,558600.0,39200000.0
2012-04-23,13699,13941,13505,13748,135055,556640.0,39200000.0
2012-04-24,13554,14183,13554,13942,204344,564480.0,39200000.0
2012-04-25,14135,14183,13844,13990,165033,566440.0,39200000.0
2012-04-26,14183,14232,13893,13893,136306,562520.0,39200000.0
2012-04-27,13893,14619,13118,13312,271883,539000.0,39200000.0
2012-04-30,13409,13699,13118,13312,143720,539000.0,39200000.0
2012-05-02,13360,14135,13360,14038,152119,568400.0,39200000.0
2012-05-03,13990,14425,13893,14377,111994,582120.0,39200000.0
2012-05-04,14328,14522,14232,14377,131457,582120.0,39200000.0
2012-05-07,14038,14280,13602,13651,181042,552720.0,39200000.0
2012-05-08,13748,13893,13651,13700,68316,554680.0,39200000.0
2012-05-09,13699,14232,13699,14232,162308,576240.0,39200000.0
2012-05-10,14086,14474,14086,14232,101398,576240.0,39200000.0
2012-05-11,14425,14425,13554,13651,138478,552720.0,39200000.0
2012-05-14,13651,13748,12973,12973,215931,525280.0,39200000.0
2012-05-15,12683,12683,12005,12247,403787,495880.0,39200000.0
2012-05-16,12198,12683,11714,11763,226418,476280.0,39200000.0
2012-05-17,11714,12295,11714,11957,117471,484120.0,39200000.0
2012-05-18,11666,11956,11085,11134,237552,450800.0,39200000.0
2012-05-21,11230,11424,10746,10844,304974,439040.0,39200000.0
2012-05-22,11085,11375,11085,11279,191282,456680.0,39200000.0
2012-05-23,11472,11618,11182,11328,188055,458640.0,39200000.0
2012-05-24,11472,11521,10940,11134,219598,450800.0,39200000.0
2012-05-25,11182,11472,11182,11376,110623,460600.0,39200000.0
2012-05-29,11424,11666,11327,11666,154738,472360.0,39200000.0
2012-05-30,11811,11956,11618,11618,174060,470400.0,39200000.0
2012-05-31,11472,11763,11375,11715,154705,474320.0,39200000.0
2012-06-01,11714,11811,11472,11521,118361,466480.0,39200000.0
2012-06-04,10940,11182,10843,11037,153348,446880.0,39200000.0
2012-06-05,11230,11375,11085,11134,234586,450800.0,39200000.0
2012-06-07,11472,11666,11327,11376,243970,460600.0,39200000.0
2012-06-08,11521,11521,10891,10940,160237,442960.0,39200000.0
2012-06-11,11133,11327,11133,11279,255335,456680.0,39200000.0
2012-06-12,11037,11085,10891,10989,240688,444920.0,39200000.0
2012-06-13,11085,11133,10359,10408,568778,421400.0,39200000.0
2012-06-14,10262,10359,9778,9779,949939,395920.0,39200000.0
2012-06-15,9681,10020,9526,9730,737248,393960.0,39200000.0
2012-06-18,9972,10214,9730,9972,542321,403760.0,39200000.0
2012-06-19,9875,10117,9778,9875,259991,399840.0,39200000.0
2012-06-20,10068,10262,9923,10069,423313,407680.0,39200000.0
2012-06-21,10068,10746,10068,10505,553149,425320.0,39200000.0
2012-06-22,10359,10698,10359,10553,292416,427280.0,39200000.0
2012-06-25,10649,10649,10165,10214,257059,413560.0,39200000.0
2012-06-26,10068,10456,10020,10117,197412,409640.0,39200000.0
2012-06-27,10262,10649,10020,10601,257384,429240.0,39200000.0
2012-06-28,10649,10940,10456,10698,350609,433160.0,39200000.0
2012-06-29,10843,11085,10553,10650,463089,431200.0,39200000.0
2012-07-02,10795,10795,10456,10505,268443,425320.0,39200000.0
2012-07-03,10601,10940,10504,10892,299607,441000.0,39200000.0
2012-07-04,10988,11279,10843,11134,320858,450800.0,39200000.0
2012-07-05,11037,11085,10940,10940,171552,442960.0,39200000.0
2012-07-06,10940,11327,10940,11037,278127,446880.0,39200000.0
2012-07-09,10940,11037,10649,10698,151761,433160.0,39200000.0
2012-07-10,10746,10843,10407,10408,135564,421400.0,39200000.0
2012-07-11,10311,10553,10214,10359,139646,419440.0,39200000.0
2012-07-12,10359,10795,10359,10359,156501,419440.0,39200000.0
2012-07-13,10311,10649,9972,10601,219880,429240.0,39200000.0
2012-07-16,10746,10746,10311,10408,145356,421400.0,39200000.0
2012-07-17,10262,10504,10214,10263,106434,415520.0,39200000.0
2012-07-18,10165,10262,9826,9875,222591,399840.0,39200000.0
2012-07-19,10020,10117,9778,9827,183411,397880.0,39200000.0
2012-07-20,9875,9972,9778,9827,185997,397880.0,39200000.0
2012-07-23,9730,9826,9323,9343,371429,378280.0,39200000.0
2012-07-24,9197,9323,8790,8936,416296,361816.0,39200000.0
2012-07-25,8723,8790,8519,8665,306720,350840.0,39200000.0
2012-07-26,8607,8713,8326,8539,285683,345744.0,39200000.0
2012-07-27,8607,8868,8607,8743,172122,353976.0,39200000.0
2012-07-30,8810,9129,8810,9004,168799,364560.0,39200000.0
2012-07-31,8974,9275,8965,9198,166699,372400.0,39200000.0
2012-08-01,9197,9236,9003,9169,78248,371224.0,39200000.0
2012-08-02,9168,9236,9033,9052,81220,366520.0,39200000.0
2012-08-03,9033,9033,8723,8752,95041,354368.0,39200000.0
2012-08-06,9197,10020,9129,10021,330122,405720.0,39200000.0
2012-08-07,10553,11327,10359,10844,1990979,439040.0,39200000.0
2012-08-08,10891,10988,10456,10747,579329,435120.0,39200000.0
2012-08-09,10746,11085,10698,11037,627360,446880.0,39200000.0
2012-08-10,10988,11133,10746,11037,316760,446880.0,39200000.0
2012-08-13,11085,11472,11037,11086,481046,448840.0,39200000.0
2012-08-14,11037,11279,10843,10892,251450,441000.0,39200000.0
2012-08-16,10940,12344,10795,12005,1391106,486080.0,39200000.0
2012-08-17,12053,12053,11569,11715,533713,474320.0,39200000.0
2012-08-20,11860,11956,11521,11666,290395,472360.0,39200000.0
2012-08-21,11618,12247,11618,11618,592798,470400.0,39200000.0
2012-08-22,11763,11956,11521,11812,274244,478240.0,39200000.0
2012-08-23,11763,11811,11521,11521,373837,466480.0,39200000.0
2012-08-24,11327,11424,10891,11037,465786,446880.0,39200000.0
2012-08-27,10843,11230,10795,11086,279718,448840.0,39200000.0
2012-08-28,11133,11230,10843,11037,257986,446880.0,39200000.0
2012-08-29,11133,11133,10746,10795,364346,437080.0,39200000.0
2012-08-30,10843,10843,10262,10263,473142,415520.0,39200000.0
2012-08-31,10262,10746,10165,10650,335291,431200.0,39200000.0
2012-09-03,10843,10843,10504,10698,253246,433160.0,39200000.0
2012-09-04,10649,10698,10456,10553,256939,427280.0,39200000.0
2012-09-05,10553,10940,10504,10795,305859,437080.0,39200000.0
2012-09-06,10891,11375,10746,11376,576003,460600.0,39200000.0
2012-09-07,11666,11666,11182,11182,439775,452760.0,39200000.0
2012-09-10,11279,11327,11037,11134,185727,450800.0,39200000.0
2012-09-11,11085,11133,10504,10698,514099,433160.0,39200000.0
2012-09-12,10843,11618,10843,11328,711614,458640.0,39200000.0
2012-09-13,11279,11424,11133,11134,253527,450800.0,39200000.0
2012-09-14,11375,11618,11327,11376,496849,460600.0,39200000.0
2012-09-17,11666,12102,11569,11715,844237,474320.0,39200000.0
2012-09-18,11714,11811,11375,11666,324644,472360.0,39200000.0
2012-09-19,11666,11908,11521,11812,312641,478240.0,39200000.0
2012-09-20,11714,11860,11279,11279,273351,456680.0,39200000.0
2012-09-21,11424,11472,11182,11231,211701,454720.0,39200000.0
2012-09-24,11182,11618,11182,11521,189766,466480.0,39200000.0
2012-09-25,11472,11569,11182,11328,173862,458640.0,39200000.0
2012-09-26,11133,11279,10843,10940,186351,442960.0,39200000.0
2012-09-27,10843,10940,10746,10940,119845,442960.0,39200000.0
2012-09-28,11133,11182,10843,10940,120807,442960.0,39200000.0
2012-10-02,10940,11133,10843,11037,115398,446880.0,39200000.0
2012-10-04,11085,11133,10843,10892,115747,441000.0,39200000.0
2012-10-05,11037,11037,10553,10698,241352,433160.0,39200000.0
2012-10-08,10698,10746,10068,10263,423892,415520.0,39200000.0
2012-10-09,10311,10311,9972,9972,290439,403760.0,39200000.0
2012-10-10,9778,9875,9633,9779,239403,395920.0,39200000.0
2012-10-11,9584,9923,9584,9730,212891,393960.0,39200000.0
2012-10-12,9730,9826,9633,9653,161325,390824.0,39200000.0
2012-10-15,9652,9730,9226,9343,287839,378280.0,39200000.0
2012-10-16,9362,9662,9246,9585,144001,388080.0,39200000.0
2012-10-17,9730,9778,9642,9643,134724,390432.0,39200000.0
2012-10-18,9623,9875,9507,9614,151989,389256.0,39200000.0
2012-10-19,9730,9730,9536,9730,86585,393960.0,39200000.0
2012-10-22,9497,9778,9497,9779,110901,395920.0,39200000.0
2012-10-23,9826,9826,9584,9585,109032,388080.0,39200000.0
2012-10-24,9439,9623,9439,9536,106238,386120.0,39200000.0
2012-10-25,9536,9546,9033,9072,164155,367304.0,39200000.0
2012-10-26,9139,9139,8703,8810,207394,356720.0,39200000.0
2012-10-29,8810,9429,8810,9091,146114,368088.0,39200000.0
2012-10-30,9052,9275,8829,8868,90275,359072.0,39200000.0
2012-10-31,8878,9033,8868,8994,91946,364168.0,39200000.0
2012-11-01,9042,9197,8761,8878,204379,359464.0,39200000.0
2012-11-02,8907,9565,8907,9353,225025,378672.0,39200000.0
