LG(003550),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-12,16324,16759,16014,16448,1694670,1001882.0,75613734.0
1999-03-15,16697,16945,16262,16448,889210,1001882.0,75613734.0
1999-03-16,16510,16883,16386,16634,789820,1013224.0,75613734.0
1999-03-17,16883,17876,16821,17503,2408920,1066154.0,75613734.0
1999-03-18,17876,18373,17441,17627,2890330,1073715.0,75613734.0
1999-03-19,18186,18621,17814,18558,1988590,1130425.0,75613734.0
1999-03-22,18621,19490,18373,18620,1629280,1134206.0,75613734.0
1999-03-23,18621,18621,17814,18620,989410,1134206.0,75613734.0
1999-03-24,18497,18497,17938,18186,862610,1107741.0,75613734.0
1999-03-25,17876,18373,17876,18372,676370,1119083.0,75613734.0
1999-03-26,18435,19117,18248,18869,1145050,1149329.0,75613734.0
1999-03-29,18621,18745,18248,18620,717840,1134206.0,75613734.0
1999-03-30,18993,19490,18869,19365,1094620,1179574.0,75613734.0
1999-03-31,19366,19614,19055,19365,694850,1179574.0,75613734.0
1999-04-01,19366,20048,19179,19862,1182030,1209820.0,75613734.0
1999-04-02,19862,20669,19800,20234,1600440,1232504.0,75613734.0
1999-04-06,20607,22345,20421,22096,2162240,1345924.0,75613734.0
1999-04-07,22221,22469,21724,21848,1687050,1330802.0,75613734.0
1999-04-08,21600,22097,21166,21910,960490,1334582.0,75613734.0
1999-04-09,21910,22097,21166,21724,726870,1323240.0,75613734.0
1999-04-12,22097,22717,21228,21600,1287150,1315679.0,75613734.0
1999-04-13,21600,21600,21104,21351,681750,1300556.0,75613734.0
1999-04-14,21476,21724,20607,20731,1530740,1262749.0,75613734.0
1999-04-15,20979,22469,20979,22344,2077180,1361047.0,75613734.0
1999-04-16,22842,25448,22842,24455,4618460,1489591.0,75613734.0
1999-04-19,25448,28117,25076,28117,2782140,1712651.0,75613734.0
1999-04-20,28304,28924,27311,27807,2413420,1693748.0,75613734.0
1999-04-21,27311,27683,26007,26131,1630180,1591669.0,75613734.0
1999-04-22,26317,26690,24207,24827,1668100,1512275.0,75613734.0
1999-04-23,24579,25386,23897,24827,2434120,1952275.0,97613734.0
1999-04-26,24952,26442,24828,26441,2174540,2079173.0,97613734.0
1999-04-27,26690,27186,25448,26131,2318790,2054769.0,97613734.0
1999-04-28,25448,27124,24828,25820,2055400,2030366.0,97613734.0
1999-04-29,25573,25573,23897,23958,1338960,1883945.0,97613734.0
1999-04-30,24207,26069,23959,25448,4267530,2001082.0,97613734.0
1999-05-03,26690,27311,25945,26069,2171460,2049888.0,97613734.0
1999-05-04,26069,26628,25448,26255,1164590,2064530.0,97613734.0
1999-05-06,26317,27683,26317,27558,2222960,2167025.0,97613734.0
1999-05-07,27807,29111,27186,28303,2834690,2225593.0,97613734.0
1999-05-10,28055,28800,27373,27869,1184980,2191428.0,97613734.0
1999-05-11,27931,28800,27124,27124,1576830,2132860.0,97613734.0
1999-05-12,27124,28179,26131,27186,1378480,2137741.0,97613734.0
1999-05-13,27807,28676,26690,27062,2340040,2127979.0,97613734.0
1999-05-14,27931,27931,26193,27062,1507610,2127979.0,97613734.0
1999-05-17,26690,26938,24828,24827,1033210,1952275.0,97613734.0
1999-05-18,26069,27311,25386,27310,916170,2147502.0,97613734.0
1999-05-19,27311,27683,26690,27124,1591630,2132860.0,97613734.0
1999-05-20,27248,27248,25883,26689,838700,2098695.0,97613734.0
1999-05-21,26442,26814,25759,26317,974160,2069411.0,97613734.0
1999-05-24,25635,26193,24952,25448,531450,2001082.0,97613734.0
1999-05-25,25076,26069,24952,26069,1684040,2049888.0,97613734.0
1999-05-26,26069,27186,25511,27062,1390140,2127979.0,97613734.0
1999-05-27,27062,27807,26690,27310,1261740,2147502.0,97613734.0
1999-05-28,27683,29111,27497,28924,2737430,2274400.0,97613734.0
1999-05-31,28924,30600,28614,28924,1892080,2274400.0,97613734.0
1999-06-01,28676,30414,28428,29979,1984530,2357372.0,97613734.0
1999-06-02,30911,31593,30290,30538,2096190,2401298.0,97613734.0
1999-06-03,30911,32152,29421,31779,1978810,2498912.0,97613734.0
1999-06-04,31655,34014,31655,32151,1749510,2528196.0,97613734.0
1999-06-07,32152,33145,31780,33020,2278760,2596525.0,97613734.0
1999-06-08,33021,33766,32462,33331,1817940,2620929.0,97613734.0
1999-06-09,32524,33083,31780,31779,1229920,2498912.0,97613734.0
1999-06-10,31780,35876,31159,35876,2703350,2821037.0,97613734.0
1999-06-11,36124,39476,35752,37241,2452940,2928412.0,97613734.0
1999-06-14,37242,37242,34759,35565,1868770,2796633.0,97613734.0
1999-06-15,34759,36124,33269,35627,1574680,2801514.0,97613734.0
1999-06-16,36000,38855,36000,37862,1596450,2977219.0,97613734.0
1999-06-17,38235,39104,36993,37489,1574910,2947935.0,97613734.0
1999-06-18,37738,38049,36497,37117,1010620,2918651.0,97613734.0
1999-06-21,37242,40780,37242,40469,2059420,3182208.0,97613734.0
1999-06-22,40842,42455,39104,40096,2291410,3152924.0,97613734.0
1999-06-23,39724,39724,38235,39041,1961690,3069952.0,97613734.0
1999-06-24,38545,39414,37738,37862,1982490,2977219.0,97613734.0
1999-06-25,37986,38855,37242,37614,1181420,2957696.0,97613734.0
1999-06-28,37862,39476,37862,38855,1350310,3055310.0,97613734.0
1999-06-29,38855,39414,38235,38979,1015040,3065071.0,97613734.0
1999-06-30,38855,39973,38235,39103,1664510,3074833.0,97613734.0
1999-07-01,40469,43076,39849,42331,2746320,3328628.0,97613734.0
1999-07-02,42518,43200,41711,42455,1657430,3338390.0,97613734.0
1999-07-05,42455,44069,41586,42579,1464950,3348151.0,97613734.0
1999-07-06,41959,44690,41586,44317,1527720,3484810.0,97613734.0
1999-07-07,44442,49655,44380,48414,2063090,3806936.0,97613734.0
1999-07-08,48414,48787,45931,45931,2393280,3611708.0,97613734.0
1999-07-09,45931,46552,44069,46241,1685350,3636112.0,97613734.0
1999-07-12,46304,46924,44193,44441,1480740,3494572.0,97613734.0
1999-07-13,43449,45311,42083,42083,999500,3309106.0,97613734.0
1999-07-14,41586,42083,38483,38482,1460170,3026026.0,97613734.0
1999-07-15,39600,41959,38855,41214,1403050,3240776.0,97613734.0
1999-07-16,41214,47173,41214,47172,2991370,3709322.0,97613734.0
1999-07-19,48662,49035,45497,46924,1440890,3689799.0,97613734.0
1999-07-20,46055,46924,44814,44876,902410,3528736.0,97613734.0
1999-07-21,43635,44566,42828,44503,1095460,3499452.0,97613734.0
1999-07-22,44069,46304,43324,45062,1344990,3543379.0,97613734.0
1999-07-23,44690,44876,40345,41958,1012690,3299344.0,97613734.0
1999-07-26,40966,41711,38483,40717,1154420,3201730.0,97613734.0
1999-07-27,40966,45931,40842,44317,1504660,3484810.0,97613734.0
1999-07-28,44380,46428,43076,45062,1726950,3543379.0,97613734.0
1999-07-29,45062,47669,45062,47545,1734440,3738606.0,97613734.0
1999-07-30,47793,48414,44938,45310,2055000,3562901.0,97613734.0
1999-08-02,45062,46552,43573,44689,1064680,3514094.0,97613734.0
1999-08-03,45062,49035,45062,47048,2201750,3699561.0,97613734.0
1999-08-04,47049,47793,45807,45807,967520,3601947.0,97613734.0
1999-08-05,46304,47793,42704,43572,1137810,3426242.0,97613734.0
1999-08-06,43821,44690,42828,44317,698630,3484810.0,97613734.0
1999-08-09,43449,45311,43449,45248,419740,3558021.0,97613734.0
1999-08-10,45249,46180,44814,45931,824330,3611708.0,97613734.0
1999-08-11,44814,46428,43945,45807,1184730,3601947.0,97613734.0
1999-08-12,46055,48911,45559,47296,1408290,3719083.0,97613734.0
1999-08-13,46986,48662,46304,47545,1265540,3738606.0,97613734.0
1999-08-16,49531,53380,48538,52014,2642290,4090015.0,97613734.0
1999-08-17,53007,53255,45931,46055,2242210,3621470.0,97613734.0
1999-08-18,45807,47918,43759,46800,1692430,3680038.0,97613734.0
1999-08-19,47793,48290,45311,45310,1085690,3562901.0,97613734.0
1999-08-20,45311,46304,44814,45807,724050,3601947.0,97613734.0
1999-08-23,46552,47049,45311,46986,807920,3694680.0,97613734.0
1999-08-24,48166,48911,46552,47793,959240,3758129.0,97613734.0
1999-08-25,47049,49159,47049,47793,1934640,3758129.0,97613734.0
1999-08-26,47793,48414,45435,45434,2136410,3572663.0,97613734.0
1999-08-27,45807,46924,45311,46179,927150,3631231.0,97613734.0
1999-08-30,45931,47297,45435,45434,648770,3572663.0,97613734.0
1999-08-31,45186,46986,45062,46800,749920,3680038.0,97613734.0
1999-09-01,46552,46738,45186,45931,913170,3611708.0,97613734.0
1999-09-02,44069,45931,44069,45931,597420,3611708.0,97613734.0
1999-09-03,45311,47421,45062,46427,640270,3650754.0,97613734.0
1999-09-06,47049,47793,46676,47793,700180,3758129.0,97613734.0
1999-09-07,47918,52014,47918,49531,2526520,3894788.0,97613734.0
1999-09-08,51393,53131,50028,50772,1666350,3992402.0,97613734.0
1999-09-09,50773,52511,49904,52262,966650,4109538.0,97613734.0
1999-09-10,52511,54993,52511,53627,2676870,4216913.0,97613734.0
1999-09-13,54249,55242,52759,53627,965780,4216913.0,97613734.0
1999-09-14,53628,54249,52759,53876,847100,4236436.0,97613734.0
1999-09-15,53131,54621,51766,52448,743210,4124180.0,97613734.0
1999-09-16,52449,53131,51642,51889,543470,4080254.0,97613734.0
1999-09-17,49780,55118,49159,54000,1146820,4246197.0,97613734.0
1999-09-20,54000,54559,52759,54000,703440,4246197.0,97613734.0
1999-09-21,55862,56980,54000,54621,1906510,4295004.0,97613734.0
1999-09-22,55862,55862,54000,54621,674310,4295004.0,97613734.0
1999-09-27,54621,54621,50649,50896,686500,4002163.0,97613734.0
1999-09-28,51518,52076,50276,51145,532380,4021686.0,97613734.0
1999-09-29,50276,50897,48290,48476,699940,3811816.0,97613734.0
1999-09-30,47793,47855,43821,43820,2210450,3445765.0,97613734.0
1999-10-01,44318,45807,43697,45807,1773360,3601947.0,97613734.0
1999-10-04,46552,47669,45931,45931,1124000,3611708.0,97613734.0
1999-10-05,44690,45559,41586,42207,1602010,3318867.0,97613734.0
1999-10-06,42828,44069,42083,43696,1322680,3436003.0,97613734.0
1999-10-07,44069,46304,44069,46303,1576530,3640992.0,97613734.0
1999-10-08,44752,45807,44442,45186,1168630,3553140.0,97613734.0
1999-10-11,45807,45807,44069,44069,900380,3465288.0,97613734.0
1999-10-12,44318,45249,44318,45062,716410,3543379.0,97613734.0
1999-10-13,44690,47173,43759,47172,903300,3709322.0,97613734.0
1999-10-14,45931,47793,45559,47172,864820,3709322.0,97613734.0
1999-10-15,47173,47793,46055,46924,631140,3689799.0,97613734.0
1999-10-18,44442,46055,44442,45062,419990,3543379.0,97613734.0
1999-10-19,45311,45931,43759,45000,441590,3538498.0,97613734.0
1999-10-20,45807,46180,45311,45372,515300,3567782.0,97613734.0
1999-10-21,45559,46242,44069,44193,305820,3475049.0,97613734.0
1999-10-22,44442,45559,44318,44689,464730,3514094.0,97613734.0
1999-10-25,45311,45683,42828,44317,342530,3484810.0,97613734.0
1999-10-26,43200,45062,43200,44069,231840,3465288.0,97613734.0
1999-10-27,43697,44566,43449,43572,240060,3426242.0,97613734.0
1999-10-28,42952,44504,42828,44193,347480,3475049.0,97613734.0
1999-10-29,45062,45745,44814,45062,439310,3543379.0,97613734.0
1999-11-01,45931,46924,45559,46924,506090,3689799.0,97613734.0
1999-11-02,46800,50649,46055,48165,1381030,3787413.0,97613734.0
1999-11-03,48538,49035,47421,48041,658180,3777652.0,97613734.0
1999-11-04,49035,49035,47918,48041,807570,3777652.0,97613734.0
1999-11-05,48414,49780,47545,48165,688450,3787413.0,97613734.0
1999-11-08,48166,49407,47421,48910,628350,3845981.0,97613734.0
1999-11-09,47793,49655,47669,49655,693310,3904549.0,97613734.0
1999-11-10,49655,49842,48042,48165,787410,3787413.0,97613734.0
1999-11-11,48166,48787,46552,47172,1187820,3709322.0,97613734.0
1999-11-12,47421,47793,45311,45310,2258250,3562901.0,97613734.0
1999-11-15,46800,46924,44566,44565,1289280,3504333.0,97613734.0
1999-11-16,44442,44566,42890,43945,1237120,3455526.0,97613734.0
1999-11-17,43945,44938,41338,41338,1400130,3250537.0,97613734.0
1999-11-18,41338,42828,41214,41896,1169020,3294464.0,97613734.0
1999-11-19,42207,45062,41897,45062,1362560,3543379.0,97613734.0
1999-11-22,45683,45683,42331,42827,855290,3367674.0,97613734.0
1999-11-23,43014,44504,43014,43510,867620,3421361.0,97613734.0
1999-11-24,43200,43635,42828,43200,450160,3396958.0,97613734.0
1999-11-25,44131,44131,42766,42765,690160,3362793.0,97613734.0
1999-11-26,42207,42580,38607,40096,871620,3152924.0,97613734.0
1999-11-29,39724,40780,38483,40345,960610,3172446.0,97613734.0
1999-11-30,42083,44069,41338,42951,1045120,3377435.0,97613734.0
1999-12-01,43324,45931,43324,44938,1750350,3533617.0,97613734.0
1999-12-02,50897,51642,47793,51021,4507650,4011924.0,97613734.0
1999-12-03,51518,51642,47918,48724,1908220,3831339.0,97613734.0
1999-12-06,48724,48787,46862,47358,1390350,3723964.0,97613734.0
1999-12-07,47793,48973,45249,46676,1547680,3670276.0,97613734.0
1999-12-08,46676,52014,46055,50524,2753000,3972879.0,97613734.0
1999-12-09,50897,55118,50649,52138,2438540,4099777.0,97613734.0
1999-12-10,53504,54497,50276,52758,1349660,4148584.0,97613734.0
1999-12-13,54000,54435,52138,52510,1343820,4129061.0,97613734.0
1999-12-14,52138,52387,49035,49034,936630,3855742.0,97613734.0
1999-12-15,49655,52014,48042,50276,1531330,3953356.0,97613734.0
1999-12-16,52138,56856,52014,54372,4644950,4275482.0,97613734.0
1999-12-17,56483,56483,48662,49220,2533630,3870385.0,97613734.0
1999-12-20,49221,51518,47421,49531,1516740,3894788.0,97613734.0
1999-12-21,48414,49655,45311,45931,1379570,3611708.0,97613734.0
1999-12-22,42331,45373,42331,45310,1095580,3562901.0,97613734.0
1999-12-23,45311,46552,44442,44689,1229660,3514094.0,97613734.0
1999-12-24,44690,45435,42828,43945,660560,3455526.0,97613734.0
1999-12-27,45186,45186,42269,42455,537630,3338390.0,97613734.0
1999-12-28,41586,44628,41462,44565,959440,3504333.0,97613734.0
2000-01-04,46055,51021,45683,49779,951270,3914311.0,97613734.0
2000-01-05,49035,51890,46304,46924,1268190,3689799.0,97613734.0
2000-01-06,45683,46552,43138,44069,2547070,3465288.0,97613734.0
2000-01-07,44069,48538,43449,47172,1784030,3709322.0,97613734.0
2000-01-10,50897,50897,47918,49655,1621580,3904549.0,97613734.0
2000-01-11,48538,50028,48538,49531,913630,3894788.0,97613734.0
2000-01-12,49159,50524,48538,49531,870140,3894788.0,97613734.0
2000-01-13,48787,49904,48414,49903,810170,3924072.0,97613734.0
2000-01-14,49904,51145,49035,50648,830820,3982640.0,97613734.0
2000-01-17,51269,52138,50524,52014,724660,4090015.0,97613734.0
2000-01-18,52262,54993,51518,54186,1693480,4260839.0,97613734.0
2000-01-19,53380,53876,51021,51889,906950,4080254.0,97613734.0
2000-01-20,50897,55242,49159,55241,652840,4343811.0,97613734.0
2000-01-21,52014,53255,49780,49779,698230,3914311.0,97613734.0
2000-01-24,50028,51145,49283,49407,479220,3885027.0,97613734.0
2000-01-25,47918,50400,47421,48103,465810,3782532.0,97613734.0
2000-01-26,48538,49531,48290,48289,414110,3797174.0,97613734.0
2000-01-27,47483,52138,47235,49655,913440,3904549.0,97613734.0
2000-01-28,50897,51145,48787,49655,468850,3904549.0,97613734.0
2000-01-31,49655,50773,48911,49655,710280,3904549.0,97613734.0
2000-02-01,49842,50524,48352,48538,754550,3816697.0,97613734.0
2000-02-02,48290,50897,48290,50400,525690,3963118.0,97613734.0
2000-02-03,50400,50897,50028,50710,390380,3987521.0,97613734.0
2000-02-07,50711,52076,50400,50400,471720,3963118.0,97613734.0
2000-02-08,50897,51890,49159,50027,400570,3933833.0,97613734.0
2000-02-09,49283,50897,49283,50027,423410,3933833.0,97613734.0
2000-02-10,49283,49407,46552,46676,1015920,3670276.0,97613734.0
2000-02-11,47297,47793,44690,46986,1258180,3694680.0,97613734.0
2000-02-14,46986,47793,44628,45186,723690,3553140.0,97613734.0
2000-02-15,47173,47173,43759,45000,846800,3538498.0,97613734.0
2000-02-16,44007,45000,42083,44689,646220,3514094.0,97613734.0
2000-02-17,44193,47049,44193,46676,879130,3670276.0,97613734.0
2000-02-18,47793,51766,47173,47172,1734580,3709322.0,97613734.0
2000-02-21,47173,48911,46676,47172,601640,3709322.0,97613734.0
2000-02-22,47421,48042,45186,45931,498280,3611708.0,97613734.0
2000-02-23,45931,47731,45373,45931,699130,3611708.0,97613734.0
2000-02-24,45931,47049,44814,45062,391010,3543379.0,97613734.0
2000-02-25,44814,44814,43449,43448,448590,3416481.0,97613734.0
2000-02-28,41959,42207,39228,39476,536750,3104117.0,97613734.0
2000-02-29,39849,40842,36621,37179,1235820,2923531.0,97613734.0
2000-03-02,38483,41338,37117,39351,2119520,3094355.0,97613734.0
2000-03-03,39600,40780,37242,37862,863680,2977219.0,97613734.0
2000-03-06,40842,40966,39166,40345,1012450,3172446.0,97613734.0
2000-03-07,40097,40842,37862,39662,596000,3118759.0,97613734.0
2000-03-08,38483,39600,37986,39289,489540,3089475.0,97613734.0
2000-03-09,39724,40345,38049,38048,1017150,2991861.0,97613734.0
2000-03-10,39724,39849,36931,37365,1204230,2938173.0,97613734.0
2000-03-13,36931,36993,32524,33765,1621100,2655094.0,97613734.0
2000-03-14,32524,34014,31717,32896,1476940,2586764.0,97613734.0
2000-03-15,32524,32773,30166,30351,1979710,2386656.0,97613734.0
2000-03-16,31717,32897,31097,31096,1830140,2445224.0,97613734.0
2000-03-17,33393,35380,32524,34138,2133920,2684378.0,97613734.0
2000-03-20,34883,36993,34759,36372,1968100,2860082.0,97613734.0
2000-03-21,36993,37180,34883,36310,970840,2855202.0,97613734.0
2000-03-22,37117,38980,36621,38296,1303310,3011384.0,97613734.0
2000-03-23,38235,39352,36000,36000,1083930,2830798.0,97613734.0
2000-03-24,36869,37738,36000,37241,731960,2928412.0,97613734.0
2000-03-27,36993,37242,36124,36620,358070,2879605.0,97613734.0
2000-03-28,36621,38111,36621,37738,824490,2967458.0,97613734.0
2000-03-29,37242,39600,36807,39351,897310,3094355.0,97613734.0
2000-03-30,40593,41400,39724,40345,1023560,3172446.0,97613734.0
2000-03-31,39724,40842,39104,39227,698390,3084594.0,97613734.0
2000-04-03,38731,39104,37614,39103,986450,3074833.0,97613734.0
2000-04-04,38235,39476,37738,38110,518030,2996742.0,97613734.0
2000-04-06,39724,40469,38483,39600,1225400,3113878.0,97613734.0
2000-04-07,40345,42580,40345,41958,1156570,3299344.0,97613734.0
2000-04-10,42828,44193,40221,40220,2195300,3162685.0,97613734.0
2000-04-11,39104,39724,37862,38482,2139990,3026026.0,97613734.0
2000-04-12,38483,38980,37800,37924,1344570,2982100.0,97613734.0
2000-04-14,36745,37242,35690,35689,1088220,2806395.0,97613734.0
2000-04-17,30352,33331,30352,31158,1529980,2450105.0,97613734.0
2000-04-18,34759,35131,32462,35131,1104870,2762469.0,97613734.0
2000-04-19,35752,36745,34759,34758,1139550,2733185.0,97613734.0
2000-04-20,34759,35193,33766,35193,795970,2767349.0,97613734.0
2000-04-21,35380,36124,34573,35876,364450,2821037.0,97613734.0
2000-04-24,34759,35876,34324,34324,382240,2699020.0,97613734.0
2000-04-25,34138,34883,33704,34200,351200,2689258.0,97613734.0
2000-04-26,36621,36621,32276,32276,747120,2537957.0,97613734.0
2000-04-27,32028,32276,30662,30662,1083390,2411059.0,97613734.0
2000-04-28,29545,31655,29545,31655,1874530,2489150.0,97613734.0
2000-05-02,32214,32586,31593,32276,847490,2537957.0,97613734.0
2000-05-03,31655,34138,30786,33269,824390,2616048.0,97613734.0
2000-05-04,32400,33393,32338,32648,705100,2567241.0,97613734.0
2000-05-08,32648,33269,32338,32400,743790,2547718.0,97613734.0
2000-05-09,32648,33083,32400,32710,501630,2572122.0,97613734.0
2000-05-10,32711,33021,32214,32276,329400,2537957.0,97613734.0
2000-05-12,31655,32524,30911,31034,568410,2440343.0,97613734.0
2000-05-15,29917,30414,29048,29048,662280,2284161.0,97613734.0
2000-05-16,28304,29793,27186,29793,894970,2342730.0,97613734.0
2000-05-17,29793,31035,28614,28800,1184290,2264639.0,97613734.0
2000-05-18,28552,28800,25200,27310,856450,2147502.0,97613734.0
2000-05-19,26069,27311,25448,27062,973060,2127979.0,97613734.0
2000-05-22,27062,27559,24828,25572,1054110,2010843.0,97613734.0
2000-05-23,25573,25573,22221,22220,1929860,1747286.0,97613734.0
2000-05-24,21973,23897,20173,22965,2500540,1805854.0,97613734.0
2000-05-25,23835,25945,23586,24951,2441650,1962036.0,97613734.0
2000-05-26,24952,25697,23710,24827,1654330,1952275.0,97613734.0
2000-05-29,24828,25386,24331,25386,814810,1996201.0,97613734.0
2000-05-30,26007,28552,25635,27310,1330220,2147502.0,97613734.0
2000-05-31,27931,28676,27311,27310,2042630,2147502.0,97613734.0
2000-06-01,27311,27683,25635,25696,1394880,2020604.0,97613734.0
2000-06-02,26690,26938,24828,25448,1804510,2001082.0,97613734.0
2000-06-05,26193,28304,25759,27248,2557910,2142621.0,97613734.0
2000-06-07,27931,28304,27248,28179,2636200,2215832.0,97613734.0
2000-06-08,29793,30786,28179,28551,3246930,2245116.0,97613734.0
2000-06-09,29421,32648,29235,31965,4608420,2513554.0,97613734.0
2000-06-12,33517,35131,32897,33951,3530960,2669736.0,97613734.0
2000-06-13,33952,34014,30538,30972,1751640,2435463.0,97613734.0
2000-06-14,31531,32276,29421,29917,1628690,2352491.0,97613734.0
2000-06-15,29793,29793,27621,28117,1350820,2210951.0,97613734.0
2000-06-16,28117,29111,28117,28551,968800,2245116.0,97613734.0
2000-06-19,28738,30600,28614,29172,1165550,2293923.0,97613734.0
2000-06-20,30166,30166,28676,29482,686220,2318326.0,97613734.0
2000-06-21,29669,31407,29545,29731,1440270,2337849.0,97613734.0
2000-06-22,30786,30786,28304,28800,960270,2264639.0,97613734.0
2000-06-23,28428,28428,27311,27744,876230,2181667.0,97613734.0
2000-06-26,27435,28304,27186,27744,676990,2181667.0,97613734.0
2000-06-27,28304,28738,27621,28551,1354900,2245116.0,97613734.0
2000-06-28,28304,28924,27993,28613,690940,2249997.0,97613734.0
2000-06-29,28304,28862,27373,27620,1475330,2171906.0,97613734.0
2000-06-30,27745,28304,27559,27682,819310,2176786.0,97613734.0
2000-07-03,27559,28304,27373,28179,786820,2215832.0,97613734.0
2000-07-04,28304,28304,27062,27062,992900,2127979.0,97613734.0
2000-07-05,27869,28179,26752,27124,1096340,2132860.0,97613734.0
2000-07-06,27311,27621,26938,27186,926040,2137741.0,97613734.0
2000-07-07,27186,28428,26814,27558,1572690,2167025.0,97613734.0
2000-07-10,28304,28304,27311,27558,1107760,2167025.0,97613734.0
2000-07-11,27559,28800,27186,27807,1822180,2186548.0,97613734.0
2000-07-12,27559,27869,26938,27558,1200270,2167025.0,97613734.0
2000-07-13,27311,27559,26442,26689,1174200,2098695.0,97613734.0
2000-07-14,26938,27559,25821,25820,1745500,2030366.0,97613734.0
2000-07-18,25821,25945,24455,25013,1432640,1966917.0,97613734.0
2000-07-19,24207,24828,23897,24144,871520,1898587.0,97613734.0
2000-07-20,23214,23338,22097,22531,2712800,1771689.0,97613734.0
2000-07-21,22779,23586,22717,23586,2312340,1854661.0,97613734.0
2000-07-24,22966,23090,22345,22469,944620,1766809.0,97613734.0
2000-07-25,21724,23338,21352,22779,1008900,1791212.0,97613734.0
2000-07-26,22904,23276,22221,22965,805860,1805854.0,97613734.0
2000-07-27,22345,22842,22283,22779,579410,1791212.0,97613734.0
2000-07-28,22345,22966,21973,22096,796410,1737524.0,97613734.0
2000-07-31,22221,23773,21973,23524,986160,1849780.0,97613734.0
2000-08-01,23524,23648,22966,23586,758590,1854661.0,97613734.0
2000-08-02,23586,23710,23152,23400,478900,1840019.0,97613734.0
2000-08-03,23586,23835,23338,23400,528520,1840019.0,97613734.0
2000-08-04,23400,23400,22779,22965,407650,1805854.0,97613734.0
2000-08-07,22593,22717,21973,21972,361020,1727763.0,97613734.0
2000-08-08,21973,22469,21228,21413,463710,1683837.0,97613734.0
2000-08-09,21724,22531,21724,22344,592710,1757047.0,97613734.0
2000-08-10,21973,22904,21848,22903,479050,1800973.0,97613734.0
2000-08-11,22345,22717,22097,22407,439030,1761928.0,97613734.0
2000-08-14,23214,23524,22593,22593,806390,1776570.0,97613734.0
2000-08-16,22842,22966,22345,22655,596360,1781451.0,97613734.0
2000-08-17,22779,23959,22593,23213,1165610,1825377.0,97613734.0
2000-08-18,23586,24083,23090,23276,752800,1830258.0,97613734.0
