KC코트렐(119650),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-04-05,8987,9123,8688,8798,46912,82620.0,5100000.0
2010-04-06,8796,8796,8227,8473,93880,79560.0,5100000.0
2010-04-07,8498,9068,8498,9069,42609,85170.0,5100000.0
2010-04-08,9176,9285,8742,9015,36636,84660.0,5100000.0
2010-04-09,8878,8959,8742,8852,32682,83130.0,5100000.0
2010-04-12,8851,9176,8796,8852,30043,83130.0,5100000.0
2010-04-13,9068,9068,8824,8906,18274,83640.0,5100000.0
2010-04-14,8905,9095,8905,8906,20052,83640.0,5100000.0
2010-04-15,8878,8933,8688,8825,40903,82875.0,5100000.0
2010-04-16,8715,8796,8552,8690,33220,81600.0,5100000.0
2010-04-19,8688,8742,8470,8499,17818,79815.0,5100000.0
2010-04-20,8525,8959,8525,8933,26158,83895.0,5100000.0
2010-04-21,8959,9068,8742,8852,31673,83130.0,5100000.0
2010-04-22,8769,8878,8688,8716,13156,81855.0,5100000.0
2010-04-23,8796,8796,8552,8554,23161,80325.0,5100000.0
2010-04-26,8525,8634,8389,8554,37535,80325.0,5100000.0
2010-04-27,8498,8579,8389,8526,35492,80070.0,5100000.0
2010-04-28,8308,8444,8253,8255,43557,77520.0,5100000.0
2010-04-29,8308,8362,7846,7929,76789,74460.0,5100000.0
2010-04-30,7954,8091,7656,7739,61269,72675.0,5100000.0
2010-05-03,7711,7764,7466,7603,27699,71400.0,5100000.0
2010-05-04,7711,7982,7602,7739,22307,72675.0,5100000.0
2010-05-06,7439,7711,7412,7684,43696,72165.0,5100000.0
2010-05-07,7385,7656,7330,7521,20447,70635.0,5100000.0
2010-05-10,7521,7575,7439,7521,40228,70635.0,5100000.0
2010-05-11,7683,8145,7629,7684,59587,72165.0,5100000.0
2010-05-12,7764,7873,7466,7549,31567,70890.0,5100000.0
2010-05-13,7711,7711,7493,7494,26515,70380.0,5100000.0
2010-05-14,7602,7846,7466,7549,57914,70890.0,5100000.0
2010-05-17,7466,7466,6923,7114,92159,66810.0,5100000.0
2010-05-18,7113,7222,6923,7223,50266,67830.0,5100000.0
2010-05-19,7086,7222,6950,7196,19295,67575.0,5100000.0
2010-05-20,7167,7194,6841,6925,21389,65025.0,5100000.0
2010-05-24,6787,7058,6733,6952,16573,65280.0,5100000.0
2010-05-25,6787,7575,6598,7277,39713,68340.0,5100000.0
2010-05-26,7276,7330,6977,7006,36278,65790.0,5100000.0
2010-05-27,6977,7167,6923,7087,27594,66555.0,5100000.0
2010-05-28,7167,7521,7086,7114,26194,66810.0,5100000.0
2010-05-31,7140,7521,7113,7440,27010,69870.0,5100000.0
2010-06-01,7547,7547,7357,7440,18776,69870.0,5100000.0
2010-06-03,7547,7737,7357,7658,29274,71910.0,5100000.0
2010-06-04,7737,7737,7493,7521,11003,70635.0,5100000.0
2010-06-07,7276,7357,7167,7223,20211,67830.0,5100000.0
2010-06-08,7140,7330,7086,7223,11779,67830.0,5100000.0
2010-06-09,7330,7412,7140,7142,8531,67065.0,5100000.0
2010-06-10,7304,7304,7113,7142,15884,67065.0,5100000.0
2010-06-11,7194,7330,7167,7332,13808,68850.0,5100000.0
2010-06-14,7412,7575,7330,7468,17880,70125.0,5100000.0
2010-06-15,7493,7521,7385,7385,17672,69360.0,5100000.0
2010-06-16,7439,7493,7222,7494,36898,70380.0,5100000.0
2010-06-17,7412,7547,7222,7223,40435,67830.0,5100000.0
2010-06-18,7167,7276,7005,7277,17151,68340.0,5100000.0
2010-06-21,7466,7466,7222,7223,14858,67830.0,5100000.0
2010-06-22,7167,7304,7058,7304,16729,68595.0,5100000.0
2010-06-23,7385,7711,7330,7468,25500,70125.0,5100000.0
2010-06-24,7575,7873,7439,7684,40476,72165.0,5100000.0
2010-06-25,7521,7656,7385,7385,18629,69360.0,5100000.0
2010-06-28,7466,7602,7357,7468,11660,70125.0,5100000.0
2010-06-29,7493,7521,7276,7304,13743,68595.0,5100000.0
2010-06-30,7249,7304,7005,7142,29401,67065.0,5100000.0
2010-07-01,7167,7222,6977,7114,15050,66810.0,5100000.0
2010-07-02,7113,7222,7031,7169,7470,67320.0,5100000.0
2010-07-05,7167,7304,7167,7223,9443,67830.0,5100000.0
2010-07-06,7167,7276,7113,7142,7868,67065.0,5100000.0
2010-07-07,7113,7276,6869,6978,27611,65535.0,5100000.0
2010-07-08,7031,7140,6923,6925,18222,65025.0,5100000.0
2010-07-09,6896,7222,6896,7169,20979,67320.0,5100000.0
2010-07-12,7276,8036,7194,7848,67631,73695.0,5100000.0
2010-07-13,7982,8091,7737,7767,76868,72930.0,5100000.0
2010-07-14,7873,8905,7764,8255,228104,77520.0,5100000.0
2010-07-15,8253,8362,8009,8174,64125,76755.0,5100000.0
2010-07-16,8145,8335,8036,8200,26535,77010.0,5100000.0
2010-07-19,7928,8335,7928,8010,34648,75225.0,5100000.0
2010-07-20,7982,8253,7819,8065,38701,75735.0,5100000.0
2010-07-21,8253,8308,7954,7956,17825,74715.0,5100000.0
2010-07-22,7900,8199,7873,8038,28552,75480.0,5100000.0
2010-07-23,8118,8498,8091,8391,71447,78795.0,5100000.0
2010-07-26,8417,8579,8253,8309,55231,78030.0,5100000.0
2010-07-27,8308,8362,7982,8038,27395,75480.0,5100000.0
2010-07-28,8036,8253,7873,7929,23253,74460.0,5100000.0
2010-07-29,7873,8063,7873,7984,20260,74970.0,5100000.0
2010-07-30,8145,8145,7764,7984,21742,74970.0,5100000.0
2010-08-02,7819,7982,7711,7984,22910,74970.0,5100000.0
2010-08-03,7846,8145,7846,8091,22820,75990.0,5100000.0
2010-08-04,8091,8281,8063,8146,26049,76500.0,5100000.0
2010-08-05,8118,8498,8118,8282,18222,77775.0,5100000.0
2010-08-06,8281,8281,7982,8010,21110,75225.0,5100000.0
2010-08-09,8036,8036,7846,7875,15221,73950.0,5100000.0
2010-08-10,8959,9041,8579,9042,461392,84915.0,5100000.0
2010-08-11,9041,9068,8579,8852,233836,83130.0,5100000.0
2010-08-12,8579,8796,8444,8581,66776,80580.0,5100000.0
2010-08-13,8660,8878,8552,8554,63046,80325.0,5100000.0
2010-08-16,8552,8905,8389,8906,70005,83640.0,5100000.0
2010-08-17,8905,9285,8796,8933,86284,83895.0,5100000.0
2010-08-18,9123,9123,8688,8771,51680,82365.0,5100000.0
2010-08-19,8688,8796,8498,8608,47883,80835.0,5100000.0
2010-08-20,8498,8824,8498,8825,30124,82875.0,5100000.0
2010-08-23,8878,9014,8606,8690,37220,81600.0,5100000.0
2010-08-24,8606,8660,8417,8526,34022,80070.0,5100000.0
2010-08-25,8417,8525,8172,8391,29849,78795.0,5100000.0
2010-08-26,8389,8688,8389,8554,40540,80325.0,5100000.0
2010-08-27,8470,8552,8389,8417,12370,79050.0,5100000.0
2010-08-30,8606,8606,8253,8391,22146,78795.0,5100000.0
2010-08-31,8281,8362,8091,8309,24832,78030.0,5100000.0
2010-09-01,8308,8389,8145,8363,18824,78540.0,5100000.0
2010-09-02,8470,8688,8362,8690,19654,81600.0,5100000.0
2010-09-03,8579,8688,8470,8526,10954,80070.0,5100000.0
2010-09-06,8498,8959,8498,8798,35924,82620.0,5100000.0
2010-09-07,8796,8905,8742,8744,33278,82110.0,5100000.0
2010-09-08,8824,9285,8742,9123,163937,85680.0,5100000.0
2010-09-09,9204,9666,8959,9450,136702,88740.0,5100000.0
2010-09-10,9421,9583,9259,9259,54000,86955.0,5100000.0
2010-09-13,9259,9259,8959,9151,59369,85935.0,5100000.0
2010-09-14,9204,9394,9068,9123,34561,85680.0,5100000.0
2010-09-15,9095,9530,9095,9368,71609,87975.0,5100000.0
2010-09-16,9448,9448,9204,9287,37971,87210.0,5100000.0
2010-09-17,9340,9965,9340,9775,105708,91800.0,5100000.0
2010-09-20,9774,10018,9693,9775,49043,91800.0,5100000.0
2010-09-24,9666,9965,9666,9884,48699,92820.0,5100000.0
2010-09-27,9801,9965,9720,9857,49710,92565.0,5100000.0
2010-09-28,9801,9856,9448,9857,62570,92565.0,5100000.0
2010-09-29,9856,9856,9638,9667,27894,90780.0,5100000.0
2010-09-30,9720,9774,8579,8825,144332,82875.0,5100000.0
2010-10-01,8688,8878,8362,8852,136317,83130.0,5100000.0
2010-10-04,8851,9014,8688,8961,69378,84150.0,5100000.0
2010-10-05,8959,9095,8959,9042,31182,84915.0,5100000.0
2010-10-06,9150,9150,8959,9097,53426,85425.0,5100000.0
2010-10-07,9068,9259,9068,9123,44542,85680.0,5100000.0
2010-10-08,9312,9312,9123,9314,32075,87465.0,5100000.0
2010-10-11,9231,9448,9176,9450,33818,88740.0,5100000.0
2010-10-12,9502,9557,9259,9558,45460,89760.0,5100000.0
2010-10-13,9557,9666,9475,9667,54850,90780.0,5100000.0
2010-10-14,9723,10401,9497,10147,69791,91545.0,5100000.0
2010-10-15,10175,10796,10033,10769,84109,97155.0,5100000.0
2010-10-18,10740,11192,10457,11109,76471,100215.0,5100000.0
2010-10-19,11136,11192,10910,11109,69472,100215.0,5100000.0
2010-10-20,10937,11192,10881,11136,43016,100470.0,5100000.0
2010-10-21,11248,11248,10995,10995,19880,99195.0,5100000.0
2010-10-22,10740,10966,10655,10741,54741,96900.0,5100000.0
2010-10-25,10627,10881,10344,10430,31391,94095.0,5100000.0
2010-10-26,10429,10796,10429,10798,26049,97410.0,5100000.0
2010-10-27,10684,10910,10684,10798,25916,97410.0,5100000.0
2010-10-28,10796,10937,10627,10684,26332,96390.0,5100000.0
2010-10-29,10570,10570,9807,10373,87685,93585.0,5100000.0
2010-11-01,10288,10627,9892,10176,46179,91800.0,5100000.0
2010-11-02,10175,10344,10005,10289,26978,92820.0,5100000.0
2010-11-03,10570,10570,10175,10345,31010,93330.0,5100000.0
2010-11-04,10231,10316,9949,10063,32617,90780.0,5100000.0
2010-11-05,10203,10203,9949,10119,19776,91290.0,5100000.0
2010-11-08,10175,10175,9609,9723,41829,87720.0,5100000.0
2010-11-09,9723,10061,9553,10063,20087,90780.0,5100000.0
2010-11-10,9920,10175,9864,10176,28512,91800.0,5100000.0
2010-11-11,10061,10175,9977,10119,15763,91290.0,5100000.0
2010-11-12,10118,10118,9524,9837,26895,88740.0,5100000.0
2010-11-15,9694,9694,9186,9356,44752,84405.0,5100000.0
2010-11-16,9242,9439,9242,9356,7417,84405.0,5100000.0
2010-11-17,9298,9298,9128,9271,12420,83640.0,5100000.0
2010-11-18,9186,9779,9186,9553,19437,86190.0,5100000.0
2010-11-19,9468,9666,9468,9553,6229,86190.0,5100000.0
2010-11-22,9497,9779,9355,9780,14064,88230.0,5100000.0
2010-11-23,9807,9807,9581,9752,12099,87975.0,5100000.0
2010-11-24,9327,9609,8931,9553,22749,86190.0,5100000.0
2010-11-25,9439,9609,9383,9553,12646,86190.0,5100000.0
2010-11-26,9497,9497,9044,9045,24622,81600.0,5100000.0
2010-11-29,9101,9271,8875,9045,8971,81600.0,5100000.0
2010-11-30,8902,9157,8818,9045,29764,97920.0,6120000.0
2010-12-01,8959,9128,8902,9074,14534,98226.0,6120000.0
2010-12-02,9044,9271,9044,9215,12631,99756.0,6120000.0
2010-12-03,9298,9298,8875,8932,28106,96696.0,6120000.0
2010-12-06,8846,9016,8648,8649,28605,93636.0,6120000.0
2010-12-07,8507,8564,8422,8451,48636,91494.0,6120000.0
2010-12-08,8479,8479,8026,8423,47042,91188.0,6120000.0
2010-12-09,8168,8479,8168,8480,19588,91800.0,6120000.0
2010-12-10,8479,8761,8479,8734,9665,94554.0,6120000.0
2010-12-13,8761,8818,8507,8593,13940,93024.0,6120000.0
2010-12-14,8479,8733,8422,8734,17643,94554.0,6120000.0
2010-12-15,8564,8761,8535,8706,11165,94248.0,6120000.0
2010-12-16,8705,8705,8450,8451,11796,91494.0,6120000.0
2010-12-17,8479,8620,8394,8480,15661,91800.0,6120000.0
2010-12-20,8281,8422,8055,8423,20056,91188.0,6120000.0
2010-12-21,8366,8620,8366,8451,11279,91494.0,6120000.0
2010-12-22,8479,8479,8309,8423,10144,91188.0,6120000.0
2010-12-23,8309,8450,8309,8423,3732,91188.0,6120000.0
2010-12-24,8337,8676,8168,8564,21122,92718.0,6120000.0
2010-12-27,8761,8761,8450,8564,9992,92718.0,6120000.0
2010-12-28,8592,8648,8479,8564,8217,92718.0,6120000.0
2010-12-29,8535,8676,8535,8536,5967,92412.0,6120000.0
2010-12-30,8507,8875,8479,8847,13293,95778.0,6120000.0
2011-01-03,8931,8931,8733,8875,16735,96084.0,6120000.0
2011-01-04,8875,8931,8620,8706,16357,94248.0,6120000.0
2011-01-05,8705,8733,8479,8649,31991,93636.0,6120000.0
2011-01-06,8591,8818,8564,8762,14236,94860.0,6120000.0
2011-01-07,8676,8818,8676,8762,9655,94860.0,6120000.0
2011-01-10,8761,8818,8676,8762,10842,94860.0,6120000.0
2011-01-11,8846,8846,8535,8593,27264,93024.0,6120000.0
2011-01-12,8592,8705,8479,8706,11684,94248.0,6120000.0
2011-01-13,8705,8846,8592,8621,26112,93330.0,6120000.0
2011-01-14,8620,8648,8450,8649,19383,93636.0,6120000.0
2011-01-17,8648,8648,8479,8621,8841,93330.0,6120000.0
2011-01-18,8535,8564,8309,8536,17480,92412.0,6120000.0
2011-01-19,8422,8479,8394,8451,8771,91494.0,6120000.0
2011-01-20,8450,8648,8309,8649,12672,93636.0,6120000.0
2011-01-21,8535,8535,8281,8282,10528,89658.0,6120000.0
2011-01-24,8337,8422,8196,8225,12728,89046.0,6120000.0
2011-01-25,8196,8337,8083,8225,30694,89046.0,6120000.0
2011-01-26,8309,8394,8168,8282,6992,89658.0,6120000.0
2011-01-27,8253,8790,8224,8706,47963,94248.0,6120000.0
2011-01-28,8733,8818,8592,8819,24385,95472.0,6120000.0
2011-01-31,8733,8733,8592,8706,16717,94248.0,6120000.0
2011-02-01,8875,8875,8592,8593,11031,93024.0,6120000.0
2011-02-07,8479,8902,8479,8904,31797,96390.0,6120000.0
2011-02-08,8902,9524,8705,9186,49858,99450.0,6120000.0
2011-02-09,9213,9298,8987,9158,26472,99144.0,6120000.0
2011-02-10,9298,9327,9044,9215,24900,99756.0,6120000.0
2011-02-11,9157,9242,8902,9045,20285,97920.0,6120000.0
2011-02-14,9044,9157,8846,8989,14540,97308.0,6120000.0
2011-02-15,9044,9157,8931,9045,23443,97920.0,6120000.0
2011-02-16,9044,9270,8875,9158,30425,99144.0,6120000.0
2011-02-17,9157,9638,9101,9186,76437,99450.0,6120000.0
2011-02-18,9242,10259,9242,10006,278600,108324.0,6120000.0
2011-02-21,10259,10485,10005,10487,106914,113526.0,6120000.0
2011-02-22,10485,10485,10005,10345,45374,111996.0,6120000.0
2011-02-23,10288,10881,10118,10684,80064,115668.0,6120000.0
2011-02-24,10655,10796,10344,10373,31320,112302.0,6120000.0
2011-02-25,10373,10796,10005,10628,47961,115056.0,6120000.0
2011-02-28,10457,10570,10090,10204,53551,110466.0,6120000.0
2011-03-02,10033,10344,10005,10289,33886,111384.0,6120000.0
2011-03-03,10288,10457,10146,10402,18877,112608.0,6120000.0
2011-03-04,10344,10485,10231,10232,30450,110772.0,6120000.0
2011-03-07,10118,10316,10033,10147,26730,109854.0,6120000.0
2011-03-08,10175,10570,9807,10430,33150,112914.0,6120000.0
2011-03-09,10514,10542,10231,10317,13579,111690.0,6120000.0
2011-03-10,10429,10429,10146,10260,11310,111078.0,6120000.0
2011-03-11,9835,10146,9638,10063,33941,108936.0,6120000.0
2011-03-14,9807,10033,9666,9893,21789,107100.0,6120000.0
2011-03-15,9835,10203,9327,9553,24278,103428.0,6120000.0
2011-03-16,9835,9977,9327,9497,35177,102816.0,6120000.0
2011-03-17,9468,9553,9186,9327,27554,100980.0,6120000.0
2011-03-18,9439,9977,9439,9752,53048,105570.0,6120000.0
2011-03-21,9920,10005,9723,9808,31661,106182.0,6120000.0
2011-03-22,9949,10090,9723,9837,27652,106488.0,6120000.0
2011-03-23,9920,9920,9609,9808,30276,106182.0,6120000.0
2011-03-24,10118,11277,10118,10854,537012,117504.0,6120000.0
2011-03-25,11022,11022,10259,10487,263753,113526.0,6120000.0
2011-03-28,10995,11955,10711,11646,504485,126072.0,6120000.0
2011-03-29,11927,13368,11927,13370,636619,144738.0,6120000.0
2011-03-30,13679,13962,12916,13370,629533,144738.0,6120000.0
2011-03-31,13538,13736,13057,13455,306602,145656.0,6120000.0
2011-04-01,13256,13256,12408,12437,312414,134640.0,6120000.0
2011-04-04,12549,12860,12294,12776,195605,138312.0,6120000.0
2011-04-05,13001,13115,12520,12833,151524,138924.0,6120000.0
2011-04-06,12719,13341,12605,13059,184837,141372.0,6120000.0
2011-04-07,13171,13171,12662,12691,107154,137394.0,6120000.0
2011-04-08,12719,12746,12238,12267,140633,132804.0,6120000.0
2011-04-11,12266,12719,12181,12691,87126,137394.0,6120000.0
2011-04-12,12719,12831,11955,12154,79381,131580.0,6120000.0
2011-04-13,12210,12408,12040,12324,53949,133416.0,6120000.0
2011-04-14,12323,13057,12238,12776,140544,138312.0,6120000.0
2011-04-15,12804,13057,12577,12663,56579,137088.0,6120000.0
2011-04-18,12605,12945,12549,12860,82504,139230.0,6120000.0
2011-04-19,12746,13538,12125,12126,226111,131274.0,6120000.0
2011-04-20,12153,12464,11701,12041,112576,130356.0,6120000.0
2011-04-21,12068,12181,11588,11617,104889,125766.0,6120000.0
2011-04-22,11758,11984,11277,11815,74913,127908.0,6120000.0
2011-04-25,12153,12210,11644,11758,91820,127296.0,6120000.0
2011-04-26,11644,13001,11503,12493,164740,135252.0,6120000.0
2011-04-27,12520,12520,12125,12126,67072,131274.0,6120000.0
2011-04-28,12153,12266,11955,12182,38832,131886.0,6120000.0
2011-04-29,12238,12238,11616,11815,50131,127908.0,6120000.0
2011-05-02,11786,12068,11418,11730,40769,126990.0,6120000.0
2011-05-03,11701,12210,11701,11956,42622,129438.0,6120000.0
2011-05-04,11955,12181,11758,11815,31250,127908.0,6120000.0
2011-05-06,11814,11814,11248,11306,51643,122400.0,6120000.0
2011-05-09,11306,11532,11192,11194,21259,121176.0,6120000.0
2011-05-11,11192,11644,11192,11447,23380,123930.0,6120000.0
2011-05-12,11306,11532,11136,11420,22130,123624.0,6120000.0
2011-05-13,11418,11729,11418,11589,26246,125460.0,6120000.0
2011-05-16,11475,11729,11390,11504,19472,124542.0,6120000.0
2011-05-17,11532,11532,11051,11051,38268,119646.0,6120000.0
2011-05-18,10995,11277,10825,11194,30345,121176.0,6120000.0
2011-05-19,11136,11306,11022,11194,28629,121176.0,6120000.0
2011-05-20,10910,11588,10768,11476,34490,124236.0,6120000.0
2011-05-23,11588,11870,11107,11109,72399,120258.0,6120000.0
2011-05-24,11107,11532,11107,11306,17416,122400.0,6120000.0
2011-05-25,11559,11701,11136,11362,24453,123012.0,6120000.0
2011-05-26,11306,11644,11277,11335,20976,122706.0,6120000.0
2011-05-27,11306,11814,11306,11646,43028,126072.0,6120000.0
2011-05-30,11644,11870,11559,11758,25085,127296.0,6120000.0
2011-05-31,11644,11984,11616,11646,32887,126072.0,6120000.0
2011-06-01,11814,11814,11306,11420,30192,123624.0,6120000.0
2011-06-02,11192,11306,10966,11109,31418,120258.0,6120000.0
2011-06-03,11136,11306,10796,10939,18731,118422.0,6120000.0
2011-06-07,10937,10995,10514,10628,28909,115056.0,6120000.0
2011-06-08,10288,10796,10288,10798,18357,116892.0,6120000.0
2011-06-09,10796,10995,10655,10995,11760,119034.0,6120000.0
2011-06-10,11136,11136,10627,10741,17751,116280.0,6120000.0
2011-06-13,10740,10910,10344,10345,20343,111996.0,6120000.0
2011-06-14,10288,10684,10288,10458,10291,113220.0,6120000.0
2011-06-15,10373,10684,10373,10599,17463,114750.0,6120000.0
2011-06-16,10457,10514,10316,10345,12037,111996.0,6120000.0
2011-06-17,10373,10401,10005,10289,24130,111384.0,6120000.0
2011-06-20,10711,10711,10429,10571,11824,114444.0,6120000.0
2011-06-21,10316,10655,10118,10571,32548,114444.0,6120000.0
2011-06-22,10711,10711,10514,10684,23215,115668.0,6120000.0
2011-06-23,10655,10655,10401,10487,10239,113526.0,6120000.0
2011-06-24,10401,10684,10373,10515,11667,113832.0,6120000.0
2011-06-27,10627,11333,10627,10967,82743,118728.0,6120000.0
2011-06-28,11022,11136,10740,11024,32563,119340.0,6120000.0
2011-06-29,11107,11192,10825,10910,16763,118116.0,6120000.0
2011-06-30,10937,11022,10740,10939,39960,118422.0,6120000.0
2011-07-01,10853,11022,10796,10995,17905,119034.0,6120000.0
2011-07-04,11051,11136,10796,10910,18753,118116.0,6120000.0
2011-07-05,10910,11079,10853,11080,23766,119952.0,6120000.0
2011-07-06,11079,11277,10966,11194,31740,121176.0,6120000.0
2011-07-07,11248,11588,11136,11335,49645,122706.0,6120000.0
2011-07-08,11418,11532,11248,11335,35256,122706.0,6120000.0
2011-07-11,11277,11475,11192,11250,21235,121788.0,6120000.0
2011-07-12,11107,11248,10937,10995,26204,119034.0,6120000.0
2011-07-13,11022,11390,11022,11250,31941,121788.0,6120000.0
2011-07-14,11248,11588,11248,11476,41585,124236.0,6120000.0
2011-07-15,11559,11870,11475,11758,54768,127296.0,6120000.0
2011-07-18,11758,12012,11701,11730,36849,126990.0,6120000.0
2011-07-19,11955,12181,11814,11956,50700,129438.0,6120000.0
2011-07-20,12097,12097,11870,11928,29634,129132.0,6120000.0
2011-07-21,11927,11927,11616,11646,22047,126072.0,6120000.0
2011-07-22,11758,12040,11644,12013,51849,130050.0,6120000.0
2011-07-25,12068,12549,12068,12352,68509,133722.0,6120000.0
2011-07-26,12351,12351,12153,12239,28020,132498.0,6120000.0
2011-07-27,12351,12351,12040,12098,19021,130968.0,6120000.0
2011-07-28,11870,12097,11758,11928,28078,129132.0,6120000.0
2011-07-29,12068,12068,11475,11702,44613,126684.0,6120000.0
2011-08-01,11701,11870,10966,11109,119236,120258.0,6120000.0
2011-08-02,11107,11814,11022,11815,78306,127908.0,6120000.0
2011-08-03,11758,11758,10910,11306,44694,122400.0,6120000.0
2011-08-04,11192,11532,10825,10825,27603,117198.0,6120000.0
2011-08-05,10061,10514,9439,10232,61345,110772.0,6120000.0
2011-08-08,9949,10966,9213,10006,68668,108324.0,6120000.0
2011-08-09,9497,9892,8846,9667,79266,104652.0,6120000.0
2011-08-10,10175,10457,9723,9752,47250,105570.0,6120000.0
2011-08-11,9327,10118,9072,9893,18504,107100.0,6120000.0
2011-08-12,10061,10175,9864,9921,30429,107406.0,6120000.0
2011-08-16,10231,10457,10005,10458,27976,113220.0,6120000.0
2011-08-17,10684,10684,10373,10458,8853,113220.0,6120000.0
2011-08-18,10627,10711,10005,10289,19327,111384.0,6120000.0
2011-08-19,9666,9779,9044,9242,69720,100062.0,6120000.0
2011-08-22,9242,9298,8592,8904,24418,96390.0,6120000.0
2011-08-23,9439,9439,9044,9215,20380,99756.0,6120000.0
2011-08-24,9327,9439,8902,9045,20603,97920.0,6120000.0
2011-08-25,9186,9355,9128,9130,9021,98838.0,6120000.0
2011-08-26,9128,9355,8987,9327,30091,100980.0,6120000.0
2011-08-29,9581,9666,9327,9582,21598,103734.0,6120000.0
2011-08-30,9609,9723,9524,9611,14667,104040.0,6120000.0
2011-08-31,9609,9835,9439,9752,21391,105570.0,6120000.0
2011-09-01,9920,9949,9609,9723,24865,105264.0,6120000.0
2011-09-02,9609,9779,9581,9780,19740,105876.0,6120000.0
2011-09-05,9609,9723,9439,9441,26638,102204.0,6120000.0
2011-09-06,9383,9638,9298,9553,29973,103428.0,6120000.0
2011-09-07,9694,9977,9694,9893,14345,107100.0,6120000.0
2011-09-08,9977,10175,9807,9837,21810,106488.0,6120000.0
2011-09-09,10005,10090,9779,9921,13242,107406.0,6120000.0
2011-09-14,9779,9977,9666,9752,29294,105570.0,6120000.0
2011-09-15,9892,10061,9750,9893,22395,107100.0,6120000.0
2011-09-16,9977,10061,9750,9837,17346,106488.0,6120000.0
2011-09-19,9666,9977,9666,9837,23389,106488.0,6120000.0
2011-09-20,9694,9949,9694,9921,11300,107406.0,6120000.0
2011-09-21,9864,10033,9835,10034,10720,108630.0,6120000.0
2011-09-22,9949,10118,9807,10034,26059,108630.0,6120000.0
2011-09-23,9835,9864,9383,9526,31122,103122.0,6120000.0
2011-09-26,9468,9694,8281,8282,45690,89658.0,6120000.0
2011-09-27,8450,8761,8366,8564,37837,92718.0,6120000.0
2011-09-28,8620,8818,8507,8564,17722,92718.0,6120000.0
2011-09-29,8366,8987,8366,8649,14310,93636.0,6120000.0
2011-09-30,8591,8761,8479,8536,12095,92412.0,6120000.0
2011-10-04,8083,8196,7800,7971,45710,86292.0,6120000.0
2011-10-05,7941,8140,7489,7886,22305,85374.0,6120000.0
2011-10-06,8083,8224,7914,8197,13314,88740.0,6120000.0
2011-10-07,8648,8648,8281,8480,14770,91800.0,6120000.0
