남광토건(001260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-11,16177894,17102584,15513672,16582763,177610,12835.0,4472000.0
1999-02-12,17333946,17623284,16583059,17333950,118270,13416.0,4472000.0
1999-02-18,18777492,18777492,17333554,17507384,70030,13550.0,4472000.0
1999-02-19,17507026,20107288,16467381,19645232,292050,15205.0,4472000.0
1999-02-22,18489680,20656212,17911540,18951768,257370,14668.0,4472000.0
1999-02-23,19067478,19645060,17103142,17391940,122350,13461.0,4472000.0
1999-02-24,16351534,17853786,15600689,15600689,117450,12074.0,4472000.0
1999-02-25,13259840,14328348,13259840,13260411,215880,10263.0,4472000.0
1999-02-26,11294873,11294873,11294873,11295996,18720,8743.0,4472000.0
1999-03-02,11323913,12133075,10746313,10862412,1021430,8407.0,4472000.0
1999-03-03,11555777,12480494,11151474,12480498,827540,9660.0,4472000.0
1999-03-04,13288716,14328909,13288716,14329470,729990,11091.0,4472000.0
1999-03-05,14329155,14444676,13288952,13520562,507420,10464.0,4472000.0
1999-03-08,13549205,15542407,13404252,15542968,825490,12030.0,4472000.0
1999-03-09,16178171,17622706,15658336,16178175,640230,12522.0,4472000.0
1999-03-10,16177652,16177652,15080209,15716133,257980,12164.0,4472000.0
1999-03-11,15715810,18056138,15715810,18056142,504080,13975.0,4472000.0
1999-03-12,19066898,20742998,19066898,20743018,750770,16054.0,4472000.0
1999-03-15,20973596,23805408,20800870,23054570,585070,17843.0,4472000.0
1999-03-16,20858680,22823024,20222776,20916452,496090,16189.0,4472000.0
1999-03-17,21378778,22822762,17796022,19356088,455920,14981.0,4472000.0
1999-03-18,19356664,19356664,17911602,18027684,249900,13953.0,4472000.0
1999-03-19,18027646,19009544,17912122,18489726,214500,14310.0,4472000.0
1999-03-22,15716035,18778376,15716035,17449930,375400,13505.0,4472000.0
1999-03-23,17622440,19355732,17622440,18200580,247790,14087.0,4472000.0
1999-03-24,16813428,18257956,16813428,17911972,304590,13863.0,4472000.0
1999-03-25,16467391,17911914,15600457,16554037,470520,12812.0,4472000.0
1999-03-26,17333904,17333904,15773286,15773854,250610,12209.0,4472000.0
1999-03-29,15772876,15772876,14530522,14733791,248240,11404.0,4472000.0
1999-03-30,14907138,15889008,14762178,15427524,234630,11940.0,4472000.0
1999-03-31,15426744,16755765,15426744,16178175,224210,12522.0,4472000.0
1999-04-01,16177694,16235453,15368533,15398529,164270,11918.0,4472000.0
1999-04-02,15397890,15571169,14213267,14300475,353900,11068.0,4472000.0
1999-04-06,13954341,14907361,12249326,13462840,397340,10420.0,4472000.0
1999-04-07,14011135,15455694,13866743,15456251,302860,11963.0,4472000.0
1999-04-08,16611360,17276156,15600564,16178175,358980,12522.0,4472000.0
1999-04-09,16120540,16120540,15051467,15542968,210160,12030.0,4472000.0
1999-04-12,15542727,15889282,14155954,15080657,191130,11672.0,4472000.0
1999-04-13,14849138,16755760,14531464,15369534,440430,11896.0,4472000.0
1999-04-14,15657772,16524721,15657772,15773854,403070,12209.0,4472000.0
1999-04-15,15773026,16582199,15773026,16582763,382560,12835.0,4472000.0
1999-04-16,16755876,17911590,15022585,15542968,433840,12030.0,4472000.0
1999-04-19,14502423,15542641,14502423,14791781,214640,11448.0,4472000.0
1999-04-20,14733672,15484565,14444885,15051931,157880,11650.0,4472000.0
1999-04-21,15051356,15051356,15051356,15051931,0,11650.0,4472000.0
1999-04-22,15051356,15051356,15051356,15051931,0,,
1999-04-23,15051356,15051356,15051356,15051931,0,,
1999-04-26,15051356,15051356,15051356,15051931,0,,
1999-04-27,15051356,15051356,15051356,15051931,0,,
1999-04-28,15051356,15051356,15051356,15051931,0,,
1999-04-29,15051356,15051356,15051356,15051931,0,,
1999-04-30,15051356,15051356,15051356,15051931,0,,
1999-05-03,15051356,15051356,15051356,15051931,0,,
1999-05-04,15051356,15051356,15051356,15051931,0,,
1999-05-06,15051356,15051356,15051356,15051931,0,,
1999-05-07,15051356,15051356,15051356,15051931,0,,
1999-05-10,15051356,15051356,15051356,15051931,0,,
1999-05-11,15051356,15051356,15051356,15051931,0,,
1999-05-12,15051356,15051356,15051356,15051931,0,,
1999-05-13,12809914,12809914,12809914,12809377,9490,9915.0,588421.0
1999-05-14,10908855,10908855,10908855,10908858,750,8444.0,588421.0
1999-05-17,9272986,9272986,9272986,9274126,1220,7179.0,588421.0
1999-05-18,7906539,7906539,7906539,7905989,10,6120.0,588421.0
1999-05-19,6727909,7906441,6727909,6727930,579610,5208.0,588421.0
1999-05-20,6195047,6681539,5723534,5724110,984700,125776.0,16703266.0
1999-05-21,5367048,5473676,4872779,4872783,568250,107068.0,16703266.0
1999-05-24,4272043,4773556,4142641,4333152,1907810,95209.0,16703266.0
1999-05-25,4347495,4469123,3959844,4036490,679160,88694.0,16703266.0
1999-05-26,3892227,4469841,3892227,4104950,790010,90198.0,16703266.0
1999-05-27,4142292,4256697,3800198,3800770,481580,83516.0,16703266.0
1999-05-28,3799790,4005280,3674833,3869231,499410,85020.0,16703266.0
1999-05-31,3967625,4074250,3891541,3922657,339490,86189.0,16703266.0
1999-06-01,3807628,3990343,3769303,3770433,203390,82848.0,16703266.0
1999-06-02,3839000,3915098,3736255,3762916,238200,82681.0,16703266.0
1999-06-03,3877525,3945836,3763120,3861982,362400,84853.0,16703266.0
1999-06-04,4180021,4241102,3861252,3907354,356790,85855.0,16703266.0
1999-06-07,3823879,3991616,3816102,3838894,203730,84351.0,16703266.0
1999-06-08,3830713,3876253,3769625,3793522,219130,83349.0,16703266.0
1999-06-09,3731988,3861394,3731988,3781977,230580,83099.0,16703266.0
1999-06-10,3876551,3914872,3648294,3663849,329850,80510.0,16703266.0
1999-06-11,3687022,3709789,3534292,3538741,240600,77754.0,16703266.0
1999-06-14,3516175,3538959,3424537,3451219,163320,75833.0,16703266.0
1999-06-15,3500229,3526890,3040408,3154825,252100,69319.0,16703266.0
1999-06-16,3155291,3223598,3079189,3116970,154590,68483.0,16703266.0
1999-06-17,3176431,3260279,3050934,3074820,154050,67565.0,16703266.0
1999-06-18,3040002,3077769,2948921,2972263,137370,65310.0,16703266.0
1999-06-21,2979897,3268663,2979897,3040992,276700,66813.0,16703266.0
1999-06-22,2925557,3077715,2857243,2949443,185210,64809.0,16703266.0
1999-06-23,2964385,3078223,2926064,2926623,136750,64308.0,16703266.0
1999-06-24,2979897,3192578,2979897,3040992,230190,66813.0,16703266.0
1999-06-25,2968107,3040873,2964217,2987566,104190,65644.0,16703266.0
1999-06-28,2986737,3017284,2872886,2873465,103030,63138.0,16703266.0
1999-06-29,2819433,3146533,2819433,2926623,271330,64308.0,16703266.0
1999-06-30,2964385,3032682,2812213,2926623,115170,64308.0,16703266.0
1999-07-01,2854636,2904063,2782439,2782453,163930,61134.0,16703266.0
1999-07-02,2781667,2849978,2777781,2812790,117020,61802.0,16703266.0
1999-07-05,2857699,3002097,2857699,2911588,173950,63974.0,16703266.0
1999-07-06,2964813,3101448,2911499,3002601,279110,65978.0,16703266.0
1999-07-07,3077769,3077769,2926151,2972263,227780,65310.0,16703266.0
1999-07-08,3002814,3417122,2987817,3417123,302590,75081.0,16703266.0
1999-07-09,3788796,3922082,3503890,3922657,668270,86189.0,16703266.0
1999-07-12,4020984,4506946,4013761,4446985,636900,97714.0,16703266.0
1999-07-13,4301644,4408830,3785176,3793522,335970,83349.0,16703266.0
1999-07-14,4005258,4355142,3952498,4355704,655260,95710.0,16703266.0
1999-07-15,4560872,4560872,3884396,4082130,270930,89697.0,16703266.0
1999-07-16,4036453,4325804,3800977,4029241,323350,88527.0,16703266.0
1999-07-19,4043739,4165364,3808260,3929906,166300,86356.0,16703266.0
1999-07-20,3991081,4257119,3808352,4104950,235800,90198.0,16703266.0
1999-07-21,4142292,4142292,3800198,3800770,175380,83516.0,16703266.0
1999-07-22,3617505,3876295,3586961,3808556,156370,83683.0,16703266.0
1999-07-23,3815204,4104538,3435344,3435916,198010,75499.0,16703266.0
1999-07-26,3435629,3944919,2994647,3945477,303450,86690.0,16703266.0
1999-07-27,3952382,4104537,3724123,3808556,191520,83683.0,16703266.0
1999-07-28,3823879,4006055,3725025,3838894,141560,84351.0,16703266.0
1999-07-29,3846723,3952801,3740078,3740096,106560,82180.0,16703266.0
1999-07-30,3685954,3921433,3495464,3496591,143120,76835.0,16703266.0
1999-08-02,3496685,3679404,3420600,3550017,79250,78004.0,16703266.0
1999-08-03,3501228,3854459,3501228,3725061,154370,81846.0,16703266.0
1999-08-04,3740591,4067178,3725598,3725061,209270,81846.0,16703266.0
1999-08-05,3800127,3868423,3534118,3705731,75140,81428.0,16703266.0
1999-08-06,3705564,3720560,3549508,3572837,75820,78505.0,16703266.0
1999-08-09,3553842,3725452,3501082,3592167,99160,78923.0,16703266.0
1999-08-10,3572500,3572500,3450885,3493101,55650,76752.0,16703266.0
1999-08-11,3474193,3523066,3283713,3307049,94480,72659.0,16703266.0
1999-08-12,3241442,3366943,3241442,3268657,70170,71824.0,16703266.0
1999-08-13,3268062,3336372,3131427,3188652,82990,70070.0,16703266.0
1999-08-16,3268410,3663849,3116234,3663849,210340,80510.0,16703266.0
1999-08-17,3724876,4211399,3588258,4029241,815980,88527.0,16703266.0
1999-08-18,4096749,4286670,3427551,3428130,418180,75332.0,16703266.0
1999-08-19,3497005,3937942,3344833,3937960,339730,86523.0,16703266.0
1999-08-20,3648752,4081941,3648752,3755398,165290,82514.0,16703266.0
1999-08-23,3800198,4028440,3769651,3800770,222430,83516.0,16703266.0
1999-08-24,3953149,4371344,3800977,4029241,821620,88527.0,16703266.0
1999-08-25,4165493,4629800,4165493,4629815,638140,101723.0,16703266.0
1999-08-26,4850019,5321532,4637331,4637332,1372360,101890.0,16703266.0
1999-08-27,4636079,5160892,4415607,4819357,552460,105899.0,16703266.0
1999-08-30,4902452,5419515,4788584,4979098,593670,109406.0,16703266.0
1999-08-31,4751253,5146124,4561314,4675187,352330,102725.0,16703266.0
1999-09-01,4599243,4865280,4036621,4104950,334240,90198.0,16703266.0
1999-09-02,3846047,4249260,3808284,3945477,322020,86690.0,16703266.0
1999-09-03,3823846,4484754,3823846,4325367,512780,95042.0,16703266.0
1999-09-06,4522477,4674649,4180369,4180928,259460,91868.0,16703266.0
1999-09-07,4256939,4333027,4029237,4029241,229210,88527.0,16703266.0
1999-09-08,4067258,4143346,3839542,3892320,184850,85521.0,16703266.0
1999-09-09,3892190,4029379,3831102,3838894,144360,84351.0,16703266.0
1999-09-10,3785374,3952542,3785374,3877017,195770,85187.0,16703266.0
1999-09-13,3876837,4028440,3800198,3800770,171070,83516.0,16703266.0
1999-09-14,3839542,4013940,3786214,3892320,244350,85521.0,16703266.0
1999-09-15,3899271,3953143,3762650,3778219,168220,83015.0,16703266.0
1999-09-16,3735645,3853944,3602900,3610692,154880,79341.0,16703266.0
1999-09-17,3610254,3724105,3526947,3671903,97080,80677.0,16703266.0
1999-09-20,3671373,3762440,3610286,3622504,84780,79591.0,16703266.0
1999-09-21,3572403,3686268,3496315,3633512,152050,79842.0,16703266.0
1999-09-22,3632812,3754994,3572279,3572837,120270,78505.0,16703266.0
1999-09-27,3572106,3700950,3419934,3496591,94200,76835.0,16703266.0
1999-09-28,3427985,3565164,3344113,3367455,66900,73995.0,16703266.0
1999-09-29,3352593,3649146,3352593,3379268,115570,74246.0,16703266.0
1999-09-30,3310020,3458301,3211162,3211741,55090,70571.0,16703266.0
1999-10-01,3149909,3214890,2811702,2949443,95180,64809.0,16703266.0
1999-10-04,2815593,3146022,2815593,2949443,113710,64809.0,16703266.0
1999-10-05,2949049,3079019,2774661,2782453,88650,61134.0,16703266.0
1999-10-06,2781350,2888536,2660276,2846886,115020,62554.0,16703266.0
1999-10-07,3010878,3178058,2813152,3116970,155800,68483.0,16703266.0
1999-10-08,3177582,3306983,2972678,3040992,204310,66813.0,16703266.0
1999-10-11,3002509,3109140,2930865,2964746,93970,65143.0,16703266.0
1999-10-12,2976477,3048674,2964813,3002601,84930,65978.0,16703266.0
1999-10-13,2949681,3451197,2888590,3451219,401640,75833.0,16703266.0
1999-10-14,3564704,3648001,3343681,3420881,401510,75165.0,16703266.0
1999-10-15,3420734,3474048,3162471,3230803,160840,70989.0,16703266.0
1999-10-18,3192490,3200264,2986991,2987566,104090,65644.0,16703266.0
1999-10-19,3101508,3154825,2964900,3040992,114850,66813.0,16703266.0
1999-10-20,3170172,3170172,3040756,3063544,88220,67314.0,16703266.0
1999-10-21,3124113,3329059,3085792,3086364,111260,67815.0,16703266.0
1999-10-22,3116496,3184807,3040408,3154825,72600,69319.0,16703266.0
1999-10-25,3051939,3147461,2964745,2964746,88320,65143.0,16703266.0
1999-10-26,2751325,3002355,2751325,2896285,44090,63639.0,16703266.0
1999-10-27,2888739,3002607,2816542,2816549,66310,61886.0,16703266.0
1999-10-28,2887950,2994582,2850187,2896285,53960,63639.0,16703266.0
1999-10-29,2895140,2993998,2849603,2888500,76710,63472.0,16703266.0
1999-11-01,2915385,3078681,2896488,3002601,107090,65978.0,16703266.0
1999-11-02,3040830,3098034,2949749,2964746,152760,65143.0,16703266.0
1999-11-03,2972519,3010282,2911414,2964746,98580,65143.0,16703266.0
1999-11-04,2964808,3344169,2964808,3132005,311250,68817.0,16703266.0
1999-11-05,3188597,3336896,2994758,3109184,225330,68316.0,16703266.0
1999-11-08,3200860,3230863,3002579,3002601,173540,65978.0,16703266.0
1999-11-09,3025384,3055918,2972070,3018172,112340,66312.0,16703266.0
1999-11-10,3078233,3116554,2975505,2991056,133730,65727.0,16703266.0
1999-11-11,2926073,3039910,2895526,2934408,152910,64475.0,16703266.0
1999-11-12,2933977,3028948,2812349,2873465,183490,63138.0,16703266.0
1999-11-15,2815936,3040320,2815936,2858162,168280,62804.0,16703266.0
1999-11-16,2892184,2892184,2797227,2805005,148590,61635.0,16703266.0
1999-11-17,2804541,2850081,2599054,2599623,125900,57125.0,16703266.0
1999-11-18,2621798,2644568,2470194,2470756,122320,54286.0,16703266.0
1999-11-19,2431858,2660104,2431858,2584588,106690,56791.0,16703266.0
1999-11-22,2515214,2652390,2515214,2550224,59730,56039.0,16703266.0
1999-11-23,2579754,2811898,2446466,2660298,160840,58461.0,16703266.0
1999-11-24,2660901,2660901,2432644,2440418,71710,53617.0,16703266.0
1999-11-25,2299902,2417654,2299902,2318800,86440,50945.0,16703266.0
1999-11-26,2207394,2317912,2051903,2052475,80890,45099.0,16703266.0
1999-11-29,2044232,2089773,1914831,1976497,54830,43428.0,16703266.0
1999-11-30,1953198,2135914,1937647,2120936,68470,46602.0,16703266.0
1999-12-01,1949172,2085779,1949172,2052475,49270,45099.0,16703266.0
1999-12-02,2051299,2271754,2040193,2151273,133480,47270.0,16703266.0
1999-12-03,2208424,2318956,2129007,2128453,92260,46769.0,16703266.0
1999-12-06,2090652,2120642,1976788,1984014,50970,43596.0,16703266.0
1999-12-07,1915827,2045215,1786993,1801990,39900,39587.0,16703266.0
1999-12-08,1672523,1755830,1604226,1657551,101440,36413.0,16703266.0
1999-12-09,1672124,1748209,1634358,1718226,78340,37749.0,16703266.0
1999-12-10,1695034,1972177,1683370,1972739,130110,43345.0,16703266.0
1999-12-13,2052908,2265642,1969030,2128453,154090,46769.0,16703266.0
1999-12-14,2128440,2432829,1976258,2136239,160910,46936.0,16703266.0
1999-12-15,2280252,2280252,1937601,1976497,73010,43428.0,16703266.0
1999-12-16,2128161,2128161,1983766,1999317,41140,43930.0,16703266.0
1999-12-17,2052006,2089773,1899834,1976497,72370,43428.0,16703266.0
1999-12-20,1915491,2037119,1862177,1900519,34680,41758.0,16703266.0
1999-12-21,1827153,1975435,1770507,1812729,34930,39837.0,16703266.0
1999-12-22,1755315,1778085,1607598,1607616,21210,35327.0,16703266.0
1999-12-23,1614843,1709800,1607069,1615401,47830,35494.0,16703266.0
1999-12-24,1672202,1854921,1638325,1756081,93370,38585.0,16703266.0
1999-12-27,1938256,1938256,1786084,1892734,46600,41591.0,16703266.0
1999-12-28,1823723,1823723,1611028,1710441,80760,37582.0,16703266.0
2000-01-04,1595979,1953609,1595979,1930857,72650,42426.0,16703266.0
2000-01-05,1854569,1854569,1710160,1839576,26660,40422.0,16703266.0
2000-01-06,1884735,1884735,1671503,1679835,23860,36914.0,16703266.0
2000-01-07,1634399,1756010,1634399,1733261,24060,38083.0,16703266.0
2000-01-10,1672292,1775051,1672292,1737288,37560,38167.0,16703266.0
2000-01-11,1748611,1748611,1634774,1657551,23990,36413.0,16703266.0
2000-01-12,1672008,1672008,1595937,1607616,36580,35327.0,16703266.0
2000-01-13,1671659,1671659,1595575,1626677,8570,35745.0,16703266.0
2000-01-14,1573271,1645455,1557720,1588822,30170,34910.0,16703266.0
2000-01-17,1546803,1626788,1546803,1558485,27710,34242.0,16703266.0
2000-01-18,1520005,1535552,1451694,1497810,63520,32905.0,16703266.0
2000-01-19,1466914,1497462,1299721,1330283,40070,29231.0,16703266.0
2000-01-20,1291741,1314511,1185109,1239002,52530,27226.0,16703266.0
2000-01-21,1117181,1325958,1117181,1269340,77100,27894.0,16703266.0
2000-01-24,1413261,1413261,1307201,1322766,51310,29064.0,16703266.0
2000-01-25,1226858,1367380,1222971,1276857,48800,28061.0,16703266.0
2000-01-26,1231018,1387049,1231018,1269340,50500,27894.0,16703266.0
2000-01-27,1273046,1459125,1273046,1459687,101580,32070.0,16703266.0
2000-01-28,1534884,1572648,1382726,1436598,75410,31569.0,16703266.0
2000-01-31,1402257,1588309,1371713,1482239,61570,32571.0,16703266.0
2000-02-01,1520216,1557980,1459125,1459687,23830,32070.0,16703266.0
2000-02-02,1459089,1542950,1451301,1501300,44450,32989.0,16703266.0
2000-02-03,1444282,1550900,1444282,1528148,38320,33574.0,16703266.0
2000-02-07,1489953,1528274,1467183,1467204,83480,32237.0,16703266.0
2000-02-08,1482126,1482126,1409388,1444384,33010,31736.0,16703266.0
2000-02-09,1395045,1444476,1368388,1368406,25110,30066.0,16703266.0
2000-02-10,1337948,1417936,1292965,1292428,32690,28396.0,16703266.0
2000-02-11,1291977,1375294,1291977,1353103,27470,29732.0,16703266.0
2000-02-14,1330389,1330389,1182634,1254305,26870,27560.0,16703266.0
2000-02-15,1146650,1298808,1146650,1178327,45340,25890.0,16703266.0
2000-02-16,1223174,1276502,1193184,1246520,39240,27393.0,16703266.0
2000-02-17,1146986,1276402,1146986,1200879,26920,26391.0,16703266.0
2000-02-18,1147160,1200460,1128831,1147722,42420,25222.0,16703266.0
2000-02-21,1110277,1110277,1019197,1056978,79550,23218.0,16703266.0
2000-02-22,1018238,1018238,964906,988249,84450,21714.0,16703266.0
2000-02-23,1033125,1135884,1018115,1136446,169610,24971.0,16703266.0
2000-02-24,1136015,1136015,968888,1026640,119790,22549.0,16703266.0
2000-02-25,1021997,1097527,1018111,1064226,72340,23385.0,16703266.0
2000-02-28,1026016,1094895,1026016,1060468,40860,23301.0,16703266.0
2000-02-29,1072082,1170951,1072082,1109867,65890,24387.0,16703266.0
2000-03-02,1093976,1272234,1071206,1273367,131490,27978.0,16703266.0
2000-03-03,1459833,1459833,1140412,1254305,151980,27560.0,16703266.0
2000-03-06,1322492,1440243,1261955,1330283,87380,29231.0,16703266.0
2000-03-07,1368388,1482797,1303410,1368406,79930,30066.0,16703266.0
2000-03-08,1364502,1482797,1261757,1368406,138760,30066.0,16703266.0
2000-03-09,1390769,1572944,1379105,1573520,397120,34576.0,16703266.0
2000-03-10,1595727,1785680,1595727,1637953,259150,35996.0,16703266.0
2000-03-13,1414203,1744706,1414203,1634731,269660,35912.0,16703266.0
2000-03-14,1687112,1740430,1466643,1710441,209690,37582.0,16703266.0
2000-03-15,1687061,1687061,1485475,1508818,113070,33156.0,16703266.0
2000-03-16,1448235,1535429,1371607,1372165,86990,30149.0,16703266.0
2000-03-17,1368388,1475020,1299523,1368406,149020,30066.0,16703266.0
2000-03-20,1390432,1488719,1390432,1413778,128140,31068.0,16703266.0
2000-03-21,1443988,1443988,1330137,1334042,78020,29314.0,16703266.0
2000-03-22,1390993,1421523,1330456,1357130,115610,29815.0,16703266.0
2000-03-23,1368119,1368119,1253738,1262091,86610,27727.0,16703266.0
2000-03-24,1283728,1337586,1253738,1262091,70160,27727.0,16703266.0
2000-03-27,1292096,1322071,1253775,1269340,48980,27894.0,16703266.0
2000-03-28,1269282,1303162,1238725,1246520,44870,27393.0,16703266.0
2000-03-29,1261151,1287811,1215624,1216182,53950,26725.0,16703266.0
2000-03-30,1216381,1242484,1033638,1185845,50580,26057.0,16703266.0
2000-03-31,1186170,1239488,1109542,1159534,17920,25472.0,16703266.0
2000-04-03,1306737,1329507,1215657,1239002,110770,27226.0,16703266.0
2000-04-04,1261651,1299418,1139483,1193362,24050,26224.0,16703266.0
2000-04-06,1238483,1238483,1070760,1140204,68390,25055.0,16703266.0
2000-04-07,1155346,1193126,1139795,1151480,43510,25305.0,16703266.0
2000-04-10,1216134,1322194,1216134,1322766,95220,29064.0,16703266.0
2000-04-11,1520354,1520354,1371529,1520362,317120,33407.0,16703266.0
2000-04-12,1443401,1557806,1291787,1512845,289720,33239.0,16703266.0
2000-04-14,1444206,1672494,1414203,1634731,283840,35912.0,16703266.0
2000-04-17,1443598,1709662,1443598,1539155,472220,33824.0,16703266.0
2000-04-18,1747519,1747519,1550392,1550968,217860,34075.0,16703266.0
2000-04-19,1519893,1595967,1444363,1444384,160180,31736.0,16703266.0
2000-04-20,1405447,1659764,1405447,1535396,254810,33741.0,16703266.0
2000-04-21,1542610,1595928,1482090,1543182,161540,33908.0,16703266.0
2000-04-24,1596393,1596393,1406430,1433108,122240,31486.0,16703266.0
2000-04-25,1451079,1466076,1298921,1337800,128500,29398.0,16703266.0
2000-04-26,1367782,1391110,1215624,1216182,99580,26725.0,16703266.0
2000-04-27,1254148,1284692,1181937,1185845,120390,26057.0,16703266.0
2000-04-28,1185767,1307392,1185767,1284643,95380,28229.0,16703266.0
2000-05-02,1139569,1291741,1139569,1239002,58860,27226.0,16703266.0
2000-05-03,1299272,1322614,1182075,1246520,70220,27393.0,16703266.0
2000-05-04,1262065,1330389,1232075,1254305,128100,27560.0,16703266.0
2000-05-08,1291741,1295628,1222876,1239002,72610,27226.0,16703266.0
2000-05-09,1239085,1254082,1216315,1220209,52740,26809.0,16703266.0
2000-05-10,1216278,1402344,1216278,1399012,332380,30734.0,16703266.0
2000-05-12,1390707,1390707,1222971,1276857,125850,28061.0,16703266.0
2000-05-15,1269044,1269044,1109081,1140204,89160,25055.0,16703266.0
2000-05-16,1192882,1215638,1047929,1166783,104940,25640.0,16703266.0
2000-05-17,1132530,1159187,1048654,1064226,99200,23385.0,16703266.0
2000-05-18,965180,1026254,920194,980731,71340,21547.0,16703266.0
2000-05-19,912059,973164,912059,950394,81020,20879.0,16703266.0
2000-05-22,912275,996109,912275,920057,48500,20211.0,16703266.0
2000-05-23,874292,1010927,874292,950394,73800,20879.0,16703266.0
2000-05-24,919181,1090233,919181,1090805,151970,23969.0,16703266.0
2000-05-25,1093531,1215159,1063541,1140204,261540,25055.0,16703266.0
2000-05-26,1178577,1178577,969187,969187,84490,21297.0,16703266.0
2000-05-29,835993,1018196,835993,973214,138420,21380.0,16703266.0
2000-05-30,1010423,1064291,972642,973214,117730,21380.0,16703266.0
2000-05-31,1048653,1048653,991449,992007,129990,21798.0,16703266.0
2000-06-01,1060134,1060134,972940,980731,51020,21547.0,16703266.0
2000-06-02,995545,1041072,980549,1026640,95080,22549.0,16703266.0
2000-06-05,1139431,1177752,1139431,1178327,71880,25890.0,16703266.0
2000-06-07,1352524,1352524,1352524,1353103,56750,29732.0,16703266.0
2000-06-08,1555277,1555277,1383636,1554726,564900,34158.0,16703266.0
2000-06-09,1519954,1664338,1367781,1588822,428530,34910.0,16703266.0
2000-06-12,1519284,1633121,1488740,1535396,244520,33741.0,16703266.0
2000-06-13,1497102,1557625,1306636,1307194,143300,28730.0,16703266.0
2000-06-14,1147517,1501333,1147517,1459687,255080,32070.0,16703266.0
2000-06-15,1429632,1429632,1243015,1243029,212360,27310.0,16703266.0
2000-06-16,1238767,1284308,1132163,1147722,102120,25222.0,16703266.0
2000-06-19,1070838,1200240,1033061,1041406,92690,22883.0,16703266.0
2000-06-20,961342,1132411,961342,1132419,123590,24888.0,16703266.0
2000-06-21,1063964,1178370,1063964,1079529,108820,23719.0,16703266.0
2000-06-22,1185109,1238427,1025735,1239002,418730,27226.0,16703266.0
2000-06-23,1207741,1261042,1105565,1178327,284190,25890.0,16703266.0
2000-06-26,1177392,1253480,1124078,1140204,93420,25055.0,16703266.0
2000-06-27,1178260,1185483,1117186,1155507,112460,25389.0,16703266.0
2000-06-28,1178260,1284323,1155489,1155507,201950,25389.0,16703266.0
2000-06-29,1211272,1211272,1131852,1140204,77280,25055.0,16703266.0
2000-06-30,1139071,1192389,1124078,1140204,89750,25055.0,16703266.0
2000-07-03,1139771,1178092,1124206,1136446,38250,24971.0,16703266.0
2000-07-04,1170694,1177914,1117377,1117384,77290,24554.0,16703266.0
2000-07-05,1101788,1132332,1071241,1102350,73720,24220.0,16703266.0
2000-07-06,1086250,1192882,1086250,1166783,150860,25640.0,16703266.0
2000-07-07,1170400,1314837,1170400,1246520,352610,27393.0,16703266.0
2000-07-10,1269182,1329730,1185307,1200879,209240,26391.0,16703266.0
2000-07-11,1215596,1378860,1208376,1265581,455930,27811.0,16703266.0
2000-07-12,1307089,1329845,1238792,1269340,152320,27894.0,16703266.0
2000-07-13,1242314,1314511,1226763,1239002,94820,27226.0,16703266.0
2000-07-14,1223084,1291953,1200300,1200879,131140,26391.0,16703266.0
2000-07-18,1075207,1170732,1075207,1132419,119960,24888.0,16703266.0
