한올바이오파마(009420),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-03-15,446,471,446,453,4450,14400.0,3000000.0
2004-03-16,454,476,449,458,53940,14565.0,3000000.0
2004-03-17,461,465,457,461,20710,14655.0,3000000.0
2004-03-18,461,464,460,462,7650,14700.0,3000000.0
2004-03-19,459,463,459,460,15250,14625.0,3000000.0
2004-03-22,466,490,463,481,94350,15300.0,3000000.0
2004-03-23,472,473,464,464,39910,14760.0,3000000.0
2004-03-24,461,465,459,458,20120,14580.0,3000000.0
2004-03-25,456,459,456,455,12020,14490.0,3000000.0
2004-03-26,458,462,457,459,6230,14610.0,3000000.0
2004-03-29,460,463,456,455,17490,14475.0,3000000.0
2004-03-30,457,459,456,455,12730,14490.0,3000000.0
2004-03-31,456,458,450,457,32830,14550.0,3000000.0
2004-04-01,457,458,453,455,19130,14490.0,3000000.0
2004-04-02,453,457,450,453,24170,14400.0,3000000.0
2004-04-06,454,458,453,457,17020,14550.0,3000000.0
2004-04-07,459,459,450,455,14250,14460.0,3000000.0
2004-04-08,454,458,454,455,15130,14490.0,3000000.0
2004-04-09,454,458,454,454,4210,14430.0,3000000.0
2004-04-12,457,463,457,459,19780,14595.0,3000000.0
2004-04-13,459,463,457,459,10460,14610.0,3000000.0
2004-04-14,458,459,456,458,7560,14580.0,3000000.0
2004-04-16,459,460,453,453,8480,14400.0,3000000.0
2004-04-19,453,458,451,457,10020,14550.0,3000000.0
2004-04-20,458,459,453,458,14470,14580.0,3000000.0
2004-04-21,458,466,456,462,18440,14700.0,3000000.0
2004-04-22,462,472,462,467,22810,14850.0,3000000.0
2004-04-23,480,485,467,467,41730,14850.0,3000000.0
2004-04-26,478,492,476,484,49270,15390.0,3000000.0
2004-04-27,481,481,464,465,18850,14790.0,3000000.0
2004-04-28,465,469,459,459,16040,14610.0,3000000.0
2004-04-29,463,468,458,467,30282,14850.0,3000000.0
2004-04-30,472,472,454,462,14740,14685.0,3000000.0
2004-05-03,461,462,456,455,4740,14475.0,3000000.0
2004-05-04,455,457,454,455,12030,14490.0,3000000.0
2004-05-06,454,458,447,450,18300,14295.0,3000000.0
2004-05-07,444,450,438,442,10040,14070.0,3000000.0
2004-05-10,436,440,425,434,25270,13800.0,3000000.0
2004-05-11,415,433,415,432,10250,13740.0,3000000.0
2004-05-12,428,439,428,432,8040,13740.0,3000000.0
2004-05-13,430,436,430,435,5360,13830.0,3000000.0
2004-05-14,433,438,430,430,12020,13665.0,3000000.0
2004-05-17,430,430,402,405,14740,12900.0,3000000.0
2004-05-18,406,415,397,405,10890,12870.0,3000000.0
2004-05-19,401,412,401,410,32910,13050.0,3000000.0
2004-05-20,406,411,400,400,10020,12720.0,3000000.0
2004-05-21,398,412,398,411,11950,13080.0,3000000.0
2004-05-24,410,416,409,415,3940,13185.0,3000000.0
2004-05-25,413,413,404,404,10610,12840.0,3000000.0
2004-05-27,404,411,404,405,10110,12870.0,3000000.0
2004-05-28,413,413,406,411,2520,13065.0,3000000.0
2004-05-31,411,413,402,402,2990,12780.0,3000000.0
2004-06-01,403,410,403,405,6920,12900.0,3000000.0
2004-06-02,406,412,401,411,3250,13080.0,3000000.0
2004-06-03,413,417,406,406,10080,12915.0,3000000.0
2004-06-04,404,410,404,409,10301,13020.0,3000000.0
2004-06-07,414,415,408,415,9140,13200.0,3000000.0
2004-06-08,412,430,412,412,4420,13110.0,3000000.0
2004-06-09,414,424,412,415,8250,13185.0,3000000.0
2004-06-10,415,419,412,419,2630,13320.0,3000000.0
2004-06-11,413,413,410,412,17110,13110.0,3000000.0
2004-06-14,415,415,407,411,1710,13080.0,3000000.0
2004-06-15,409,412,405,411,3090,13065.0,3000000.0
2004-06-16,411,411,405,410,2270,13050.0,3000000.0
2004-06-17,410,410,405,409,2240,13020.0,3000000.0
2004-06-18,404,409,404,408,1080,12990.0,3000000.0
2004-06-21,406,409,405,405,310,12900.0,3000000.0
2004-06-22,404,404,398,402,4640,12780.0,3000000.0
2004-06-23,400,403,397,402,5230,12765.0,3000000.0
2004-06-24,404,404,398,401,1620,12735.0,3000000.0
2004-06-25,401,404,399,401,3250,12750.0,3000000.0
2004-06-28,404,406,400,400,4450,12720.0,3000000.0
2004-06-29,401,403,396,402,37750,12765.0,3000000.0
2004-06-30,402,403,397,402,8670,12780.0,3000000.0
2004-07-01,403,404,399,399,9050,12675.0,3000000.0
2004-07-02,397,401,397,396,8940,12600.0,3000000.0
2004-07-05,397,399,395,394,9880,12525.0,3000000.0
2004-07-06,395,419,395,415,60940,13185.0,3000000.0
2004-07-07,415,415,402,406,30390,12930.0,3000000.0
2004-07-08,408,408,400,400,21320,12720.0,3000000.0
2004-07-09,400,404,400,401,6990,12750.0,3000000.0
2004-07-12,401,406,398,399,8430,12675.0,3000000.0
2004-07-13,402,402,398,398,8940,12645.0,3000000.0
2004-07-14,398,401,397,397,8410,12615.0,3000000.0
2004-07-15,397,400,396,396,11250,12600.0,3000000.0
2004-07-16,397,399,396,399,9820,12675.0,3000000.0
2004-07-19,397,401,396,401,3910,12735.0,3000000.0
2004-07-20,404,404,397,397,3470,12615.0,3000000.0
2004-07-21,397,401,396,396,6960,12600.0,3000000.0
2004-07-22,396,400,394,396,5330,12585.0,3000000.0
2004-07-23,396,402,395,401,6480,12735.0,3000000.0
2004-07-26,397,401,396,396,3020,12600.0,3000000.0
2004-07-27,397,397,393,394,4960,12540.0,3000000.0
2004-07-28,396,397,395,396,940,12585.0,3000000.0
2004-07-29,395,396,391,395,6680,12555.0,3000000.0
2004-07-30,394,395,390,394,4040,12540.0,3000000.0
2004-08-02,394,394,388,388,8890,12315.0,3000000.0
2004-08-03,387,393,382,383,4210,12180.0,3000000.0
2004-08-04,384,384,380,380,5530,12075.0,3000000.0
2004-08-05,380,400,380,387,5310,12300.0,3000000.0
2004-08-06,390,390,383,383,4250,12165.0,3000000.0
2004-08-09,379,388,379,388,2730,12315.0,3000000.0
2004-08-10,384,389,384,387,7830,12285.0,3000000.0
2004-08-11,385,390,385,387,5430,12285.0,3000000.0
2004-08-12,387,390,387,389,8010,12375.0,3000000.0
2004-08-13,393,399,391,397,6670,12630.0,3000000.0
2004-08-16,395,398,394,396,4670,12585.0,3000000.0
2004-08-17,401,401,389,394,3470,12540.0,3000000.0
2004-08-18,395,395,388,388,27810,12315.0,3000000.0
2004-08-19,390,395,388,394,6110,12525.0,3000000.0
2004-08-20,389,395,389,390,4720,12420.0,3000000.0
2004-08-23,400,404,392,399,30540,12675.0,3000000.0
2004-08-24,399,402,396,398,7370,12660.0,3000000.0
2004-08-25,395,402,395,402,7900,12780.0,3000000.0
2004-08-26,403,407,400,400,8460,12720.0,3000000.0
2004-08-27,401,401,398,400,12590,12705.0,3000000.0
2004-08-30,398,400,396,399,19430,12675.0,3000000.0
2004-08-31,396,403,394,397,11921,12630.0,3000000.0
2004-09-01,397,405,397,403,29761,12810.0,3000000.0
2004-09-02,405,425,404,421,46550,13410.0,3000000.0
2004-09-03,422,422,412,421,30530,13410.0,3000000.0
2004-09-06,422,428,416,421,11110,13410.0,3000000.0
2004-09-07,419,420,414,419,10840,13320.0,3000000.0
2004-09-08,413,424,413,415,11210,13200.0,3000000.0
2004-09-09,418,418,407,407,13070,12960.0,3000000.0
2004-09-10,408,411,406,410,15020,13050.0,3000000.0
2004-09-13,411,416,411,412,10150,13095.0,3000000.0
2004-09-14,411,413,405,412,7000,13095.0,3000000.0
2004-09-15,407,425,407,416,20470,13215.0,3000000.0
2004-09-16,410,420,410,410,9900,13050.0,3000000.0
2004-09-17,409,423,409,415,13050,13200.0,3000000.0
2004-09-20,416,420,415,417,19880,13260.0,3000000.0
2004-09-21,416,417,414,414,14060,13155.0,3000000.0
2004-09-22,416,419,412,411,6630,13065.0,3000000.0
2004-09-23,411,421,411,419,11690,13305.0,3000000.0
2004-09-24,413,434,413,431,33250,13710.0,3000000.0
2004-09-30,433,439,422,424,18020,13500.0,3000000.0
2004-10-01,426,427,422,425,15240,13530.0,3000000.0
2004-10-04,426,437,425,436,26190,13845.0,3000000.0
2004-10-05,436,436,398,426,17130,13560.0,3000000.0
2004-10-06,427,430,421,421,11140,13395.0,3000000.0
2004-10-07,422,426,421,424,7272,13500.0,3000000.0
2004-10-08,425,425,417,417,11690,13260.0,3000000.0
2004-10-11,430,430,419,421,12860,13380.0,3000000.0
2004-10-12,421,427,419,419,14770,13320.0,3000000.0
2004-10-13,419,422,414,421,12600,13410.0,3000000.0
2004-10-14,416,420,414,415,4030,13185.0,3000000.0
2004-10-15,413,417,411,417,260,13260.0,3000000.0
2004-10-18,421,425,416,421,5010,13410.0,3000000.0
2004-10-19,425,425,416,424,19770,13485.0,3000000.0
2004-10-20,421,428,421,425,24510,13515.0,3000000.0
2004-10-21,425,425,415,419,5220,13320.0,3000000.0
2004-10-22,415,425,411,417,12830,13260.0,3000000.0
2004-10-25,415,415,397,409,10300,13020.0,3000000.0
2004-10-26,410,417,410,415,3990,13200.0,3000000.0
2004-10-27,405,417,405,410,3520,13050.0,3000000.0
2004-10-28,411,419,411,410,14203,13050.0,3000000.0
2004-10-29,413,415,410,415,6510,13200.0,3000000.0
2004-11-01,415,419,412,419,1430,13320.0,3000000.0
2004-11-02,419,425,413,418,8210,13290.0,3000000.0
2004-11-03,416,426,416,424,9490,13500.0,3000000.0
2004-11-04,429,429,419,424,5480,13485.0,3000000.0
2004-11-05,425,425,419,421,5800,13410.0,3000000.0
2004-11-08,425,425,421,422,870,13425.0,3000000.0
2004-11-09,414,423,413,415,4510,13200.0,3000000.0
2004-11-10,421,425,412,422,1270,13425.0,3000000.0
2004-11-11,416,423,416,421,8403,13395.0,3000000.0
2004-11-12,425,425,419,422,12220,13440.0,3000000.0
2004-11-15,425,438,424,432,36470,13740.0,3000000.0
2004-11-16,437,439,433,433,20820,13770.0,3000000.0
2004-11-17,431,438,431,438,9380,13920.0,3000000.0
2004-11-18,434,461,434,443,45230,14100.0,3000000.0
2004-11-19,452,457,444,446,23721,14190.0,3000000.0
2004-11-22,438,451,438,447,8190,14220.0,3000000.0
2004-11-23,444,453,444,453,11560,14400.0,3000000.0
2004-11-24,450,472,450,470,28972,14940.0,3000000.0
2004-11-25,472,481,468,472,24810,15000.0,3000000.0
2004-11-26,467,491,467,473,44260,15060.0,3000000.0
2004-11-29,480,522,477,521,109877,16560.0,3000000.0
2004-11-30,519,522,498,501,58390,15930.0,3000000.0
2004-12-01,498,500,483,490,56320,15600.0,3000000.0
2004-12-02,487,500,483,490,33200,15600.0,3000000.0
2004-12-03,492,492,471,472,50770,15030.0,3000000.0
2004-12-06,472,483,472,479,24770,15240.0,3000000.0
2004-12-07,479,488,479,484,18180,15390.0,3000000.0
2004-12-08,484,484,473,478,22670,15210.0,3000000.0
2004-12-09,477,481,467,469,15430,14910.0,3000000.0
2004-12-10,481,481,463,463,15610,14715.0,3000000.0
2004-12-13,464,464,464,463,0,14715.0,3000000.0
2004-12-14,465,472,451,451,18811,14325.0,3000000.0
2004-12-15,452,457,447,455,17010,14460.0,3000000.0
2004-12-16,449,456,449,455,5730,14475.0,3000000.0
2004-12-17,460,478,460,475,33490,15120.0,3000000.0
2004-12-20,477,505,476,487,40510,15480.0,3000000.0
2004-12-21,483,498,472,475,12217,15120.0,3000000.0
2004-12-22,476,487,470,477,15640,15180.0,3000000.0
2004-12-23,484,488,477,481,7860,15300.0,3000000.0
2004-12-24,472,481,470,473,108200,15060.0,3000000.0
2004-12-27,472,477,472,476,8630,15150.0,3000000.0
2004-12-28,472,477,468,472,11450,15000.0,3000000.0
2004-12-29,463,468,458,463,2430,14730.0,3000000.0
2004-12-30,464,465,463,463,3720,14730.0,3000000.0
2005-01-03,473,473,458,467,9680,14835.0,3000000.0
2005-01-04,465,469,458,464,8910,14760.0,3000000.0
2005-01-05,464,467,456,462,19620,14700.0,3000000.0
2005-01-06,469,472,461,469,13170,14895.0,3000000.0
2005-01-07,469,469,458,462,14490,14700.0,3000000.0
2005-01-10,463,464,459,462,15400,14700.0,3000000.0
2005-01-11,466,504,466,492,102736,15660.0,3000000.0
2005-01-12,493,503,484,488,22910,15510.0,3000000.0
2005-01-13,499,499,476,478,19460,15210.0,3000000.0
2005-01-14,472,496,472,487,24250,15480.0,3000000.0
2005-01-17,496,498,482,491,16940,15630.0,3000000.0
2005-01-18,487,493,481,486,15450,15450.0,3000000.0
2005-01-19,477,487,472,475,25020,15120.0,3000000.0
2005-01-20,476,481,473,473,16450,15060.0,3000000.0
2005-01-21,471,481,471,473,12521,15060.0,3000000.0
2005-01-24,477,482,463,476,18940,15150.0,3000000.0
2005-01-25,474,489,473,477,21410,15180.0,3000000.0
2005-01-26,487,533,481,519,146920,16500.0,3000000.0
2005-01-27,518,519,486,509,48620,16200.0,3000000.0
2005-01-28,498,513,496,504,49850,16020.0,3000000.0
2005-01-31,504,509,498,507,43740,16140.0,3000000.0
2005-02-01,498,517,498,504,44420,16020.0,3000000.0
2005-02-02,510,538,509,527,122140,16770.0,3000000.0
2005-02-03,525,526,515,523,39320,16620.0,3000000.0
2005-02-04,525,554,525,535,103849,17010.0,3000000.0
2005-02-07,543,584,543,569,91070,18090.0,3000000.0
2005-02-11,566,608,565,582,126231,18510.0,3000000.0
2005-02-14,600,618,588,590,129640,18750.0,3000000.0
2005-02-15,599,599,572,577,79990,18360.0,3000000.0
2005-02-16,586,598,578,581,76080,18480.0,3000000.0
2005-02-17,582,617,578,594,125410,18900.0,3000000.0
2005-02-18,587,615,585,603,89290,19170.0,3000000.0
2005-02-21,614,693,614,652,239245,20730.0,3000000.0
2005-02-22,663,679,614,617,106340,19620.0,3000000.0
2005-02-23,599,622,599,617,52380,19620.0,3000000.0
2005-02-24,636,680,624,641,84552,20400.0,3000000.0
2005-02-25,643,656,613,613,83708,19500.0,3000000.0
2005-02-28,614,623,604,610,47329,19410.0,3000000.0
2005-03-02,601,615,597,602,71910,19140.0,3000000.0
2005-03-03,589,609,589,597,46410,18990.0,3000000.0
2005-03-04,608,633,604,613,59040,19500.0,3000000.0
2005-03-07,614,621,602,602,35280,19140.0,3000000.0
2005-03-08,598,598,565,565,51600,17970.0,3000000.0
2005-03-09,566,566,544,563,24615,17910.0,3000000.0
2005-03-10,553,578,553,556,31800,17670.0,3000000.0
2005-03-11,562,565,553,562,26940,17880.0,3000000.0
2005-03-14,581,585,574,573,30480,18240.0,3000000.0
2005-03-15,576,576,543,566,59130,18000.0,3000000.0
2005-03-16,575,575,556,562,17070,17880.0,3000000.0
2005-03-17,562,566,548,549,35419,17460.0,3000000.0
2005-03-18,562,562,548,548,29960,17430.0,3000000.0
2005-03-21,548,557,544,552,11070,17550.0,3000000.0
2005-03-22,546,559,546,554,6850,17610.0,3000000.0
2005-03-23,550,557,534,541,26880,17220.0,3000000.0
2005-03-24,556,556,536,542,16600,17250.0,3000000.0
2005-03-25,538,555,538,547,8400,17400.0,3000000.0
2005-03-28,555,566,548,561,25890,17850.0,3000000.0
2005-03-29,562,582,560,575,53810,18300.0,3000000.0
2005-03-30,578,597,567,596,25001,18960.0,3000000.0
2005-03-31,597,642,595,623,95241,19800.0,3000000.0
2005-04-01,633,633,609,623,34277,19800.0,3000000.0
2005-04-04,633,641,618,623,38002,19800.0,3000000.0
2005-04-06,626,637,618,623,37990,19800.0,3000000.0
2005-04-07,628,646,626,630,39910,20040.0,3000000.0
2005-04-08,632,647,625,629,34431,20010.0,3000000.0
2005-04-11,633,650,618,650,46950,20670.0,3000000.0
2005-04-12,644,679,644,674,111169,21420.0,3000000.0
2005-04-13,680,696,667,675,69310,21450.0,3000000.0
2005-04-14,674,674,630,632,58150,20100.0,3000000.0
2005-04-15,619,628,606,616,36370,19590.0,3000000.0
2005-04-18,605,611,569,587,52365,18660.0,3000000.0
2005-04-19,596,608,596,607,36300,19320.0,3000000.0
2005-04-20,612,656,612,656,53350,20850.0,3000000.0
2005-04-21,641,698,633,673,95760,21390.0,3000000.0
2005-04-22,694,694,658,684,35040,21750.0,3000000.0
2005-04-25,680,715,670,703,94910,22350.0,3000000.0
2005-04-26,704,709,691,706,41140,22440.0,3000000.0
2005-04-27,705,716,684,691,49480,21990.0,3000000.0
2005-04-28,689,704,654,668,44040,21240.0,3000000.0
2005-04-29,649,660,623,623,52573,19800.0,3000000.0
2005-05-02,633,716,633,715,126210,22740.0,3000000.0
2005-05-03,722,735,683,697,79050,22170.0,3000000.0
2005-05-04,700,700,662,674,98071,21420.0,3000000.0
2005-05-06,683,729,681,708,163990,22500.0,3000000.0
2005-05-09,704,711,657,677,121175,21540.0,3000000.0
2005-05-10,671,684,651,656,81620,20850.0,3000000.0
2005-05-11,644,673,642,641,47380,20400.0,3000000.0
2005-05-12,642,651,639,646,58555,20550.0,3000000.0
2005-05-13,643,650,632,631,57670,20070.0,3000000.0
2005-05-16,633,647,623,635,45310,20190.0,3000000.0
2005-05-17,642,650,635,640,38670,20340.0,3000000.0
2005-05-18,650,650,634,641,58810,20400.0,3000000.0
2005-05-19,637,645,624,626,78671,19920.0,3000000.0
2005-05-20,624,633,622,627,50850,19950.0,3000000.0
2005-05-23,633,638,624,638,29751,20280.0,3000000.0
2005-05-24,640,640,626,627,31959,19950.0,3000000.0
2005-05-25,629,632,599,599,38682,19050.0,3000000.0
2005-05-26,595,620,595,608,42330,19350.0,3000000.0
2005-05-27,610,637,610,625,22080,19890.0,3000000.0
2005-05-30,637,637,623,624,24600,19860.0,3000000.0
2005-05-31,625,626,609,610,29300,19410.0,3000000.0
2005-06-01,609,632,605,629,48100,20010.0,3000000.0
2005-06-02,636,724,627,724,409320,23010.0,3000000.0
2005-06-03,751,774,703,726,526000,23100.0,3000000.0
2005-06-07,734,750,714,742,180428,23580.0,3000000.0
2005-06-08,751,754,684,684,139821,21750.0,3000000.0
2005-06-09,680,708,672,686,103157,21810.0,3000000.0
2005-06-10,680,698,680,679,50342,21600.0,3000000.0
2005-06-13,672,708,672,698,49390,22200.0,3000000.0
2005-06-14,700,717,689,696,49400,22140.0,3000000.0
2005-06-15,697,746,697,734,88980,23340.0,3000000.0
2005-06-16,736,740,704,714,31103,22710.0,3000000.0
2005-06-17,710,723,706,710,73127,22590.0,3000000.0
2005-06-20,713,717,683,689,48642,21900.0,3000000.0
2005-06-21,699,726,690,698,35172,22200.0,3000000.0
2005-06-22,695,713,695,703,23241,22350.0,3000000.0
2005-06-23,713,754,705,746,103500,23730.0,3000000.0
2005-06-24,727,770,727,760,121113,24180.0,3000000.0
2005-06-27,755,796,755,775,111828,24630.0,3000000.0
2005-06-28,779,786,751,769,65800,24450.0,3000000.0
2005-06-29,773,861,769,821,218570,26100.0,3000000.0
2005-06-30,835,892,821,846,202320,26910.0,3000000.0
2005-07-01,849,859,814,835,91640,26550.0,3000000.0
2005-07-04,843,877,823,876,165160,27840.0,3000000.0
2005-07-05,865,929,864,868,224260,27600.0,3000000.0
2005-07-06,878,887,817,834,124951,26520.0,3000000.0
2005-07-07,831,845,802,802,97560,25500.0,3000000.0
2005-07-08,793,811,777,782,81326,24870.0,3000000.0
2005-07-11,770,791,770,776,88076,24660.0,3000000.0
2005-07-12,791,797,769,772,73892,24540.0,3000000.0
2005-07-13,773,784,765,766,45408,24360.0,3000000.0
2005-07-14,774,789,765,772,57400,24540.0,3000000.0
2005-07-15,776,803,774,803,54010,25530.0,3000000.0
2005-07-18,819,819,793,793,52130,25200.0,3000000.0
2005-07-19,794,815,769,773,34020,24570.0,3000000.0
2005-07-20,773,782,727,733,62740,23310.0,3000000.0
2005-07-21,734,749,715,721,46141,22920.0,3000000.0
2005-07-22,711,784,711,754,77190,23970.0,3000000.0
2005-07-25,742,764,741,742,28460,23580.0,3000000.0
2005-07-26,743,753,724,731,28240,23250.0,3000000.0
2005-07-27,734,748,734,739,21660,23490.0,3000000.0
2005-07-28,741,769,741,769,40930,24450.0,3000000.0
2005-07-29,769,774,755,773,36480,24570.0,3000000.0
2005-08-01,782,782,748,764,18490,24300.0,3000000.0
2005-08-02,765,772,745,760,27200,24180.0,3000000.0
2005-08-03,751,765,745,757,37320,24060.0,3000000.0
2005-08-04,761,775,732,754,26460,23970.0,3000000.0
2005-08-05,734,751,722,742,33150,23580.0,3000000.0
2005-08-08,736,746,725,726,22860,23100.0,3000000.0
2005-08-09,734,734,714,713,51430,22680.0,3000000.0
2005-08-10,719,729,716,726,43980,23100.0,3000000.0
2005-08-11,732,736,723,726,26120,23100.0,3000000.0
2005-08-12,727,744,724,740,29540,23520.0,3000000.0
2005-08-16,753,765,742,752,56300,23910.0,3000000.0
2005-08-17,755,774,746,774,36996,24600.0,3000000.0
2005-08-18,779,798,765,765,60061,24330.0,3000000.0
2005-08-19,765,774,727,750,15510,23850.0,3000000.0
2005-08-22,751,760,744,759,32020,24150.0,3000000.0
2005-08-23,751,767,751,761,14510,24210.0,3000000.0
2005-08-24,756,769,752,764,14831,24300.0,3000000.0
2005-08-25,765,810,756,789,63653,25080.0,3000000.0
2005-08-26,788,806,773,774,27954,24600.0,3000000.0
2005-08-29,769,790,731,731,28890,23250.0,3000000.0
2005-08-30,729,740,717,733,22416,23310.0,3000000.0
2005-08-31,727,735,717,735,22593,23370.0,3000000.0
2005-09-01,746,746,732,733,17000,23310.0,3000000.0
2005-09-02,745,745,727,726,20026,23100.0,3000000.0
2005-09-05,731,746,728,742,16740,23580.0,3000000.0
2005-09-06,742,761,742,751,27060,23880.0,3000000.0
2005-09-07,756,787,756,772,55823,24540.0,3000000.0
2005-09-08,777,778,756,762,23323,24240.0,3000000.0
2005-09-09,764,764,749,752,24440,23910.0,3000000.0
2005-09-12,749,768,749,756,18206,24030.0,3000000.0
2005-09-13,752,761,743,742,12294,23610.0,3000000.0
2005-09-14,746,746,733,736,20007,23400.0,3000000.0
2005-09-15,734,755,730,736,12633,23400.0,3000000.0
2005-09-16,736,759,732,750,18920,23850.0,3000000.0
2005-09-20,754,767,747,763,40800,24270.0,3000000.0
2005-09-21,771,878,769,841,266190,26730.0,3000000.0
2005-09-22,824,859,807,859,108090,27300.0,3000000.0
2005-09-23,859,871,821,822,59880,26130.0,3000000.0
2005-09-26,812,838,810,834,41450,26520.0,3000000.0
2005-09-27,835,854,814,829,46460,26370.0,3000000.0
2005-09-28,819,831,813,813,49680,25860.0,3000000.0
2005-09-29,821,828,785,795,39091,25290.0,3000000.0
2005-09-30,798,828,791,827,39750,26310.0,3000000.0
2005-10-04,864,892,851,854,127320,27150.0,3000000.0
2005-10-05,859,874,832,850,67310,27030.0,3000000.0
2005-10-06,851,879,823,870,86750,27660.0,3000000.0
2005-10-07,876,934,876,896,156450,28500.0,3000000.0
2005-10-10,916,1015,903,981,267600,31200.0,3000000.0
2005-10-11,977,982,937,981,106976,31200.0,3000000.0
2005-10-12,972,1038,953,995,192840,31650.0,3000000.0
2005-10-13,1010,1067,982,1066,174210,33900.0,3000000.0
2005-10-14,1086,1100,996,1024,157810,32550.0,3000000.0
2005-10-17,1015,1024,926,953,86630,30300.0,3000000.0
2005-10-18,935,953,916,934,81560,29700.0,3000000.0
2005-10-19,935,935,860,894,80610,28410.0,3000000.0
2005-10-20,895,914,876,887,30180,28200.0,3000000.0
2005-10-21,869,910,850,897,38400,28530.0,3000000.0
2005-10-24,903,914,892,906,48041,28800.0,3000000.0
2005-10-25,908,918,894,896,30301,28500.0,3000000.0
2005-10-26,889,901,873,885,27370,28140.0,3000000.0
2005-10-27,887,895,869,872,25530,27720.0,3000000.0
2005-10-28,861,869,855,855,27550,27180.0,3000000.0
2005-10-31,868,869,858,865,16350,27510.0,3000000.0
2005-11-01,864,887,862,861,29705,27390.0,3000000.0
2005-11-02,869,920,869,905,59260,28770.0,3000000.0
2005-11-03,916,925,893,898,32563,28560.0,3000000.0
2005-11-04,905,1024,905,1010,192613,32100.0,3000000.0
2005-11-07,1038,1161,1034,1161,357112,36900.0,3000000.0
2005-11-08,1194,1199,1067,1080,348862,34350.0,3000000.0
2005-11-09,1072,1241,1057,1189,546242,37800.0,3000000.0
2005-11-10,1190,1312,1190,1227,397963,39000.0,3000000.0
2005-11-11,1256,1265,1190,1208,119620,38400.0,3000000.0
2005-11-14,1190,1246,1123,1227,184340,39000.0,3000000.0
2005-11-15,1208,1256,1185,1227,96380,39000.0,3000000.0
2005-11-16,1213,1411,1194,1354,494042,43050.0,3000000.0
2005-11-17,1336,1444,1303,1383,225600,43950.0,3000000.0
2005-11-18,1388,1426,1322,1416,181948,45000.0,3000000.0
2005-11-21,1378,1477,1359,1359,180959,43200.0,3000000.0
2005-11-22,1374,1520,1359,1453,238986,46200.0,3000000.0
2005-11-23,1468,1558,1468,1496,174480,47550.0,3000000.0
2005-11-24,1506,1695,1501,1628,226910,51750.0,3000000.0
2005-11-25,1652,1737,1638,1666,112019,52950.0,3000000.0
2005-11-28,1680,1680,1529,1586,101660,50400.0,3000000.0
2005-11-29,1539,1633,1496,1510,117890,48000.0,3000000.0
2005-11-30,1548,1548,1435,1463,104460,46500.0,3000000.0
2005-12-01,1492,1520,1402,1411,124560,44850.0,3000000.0
2005-12-02,1426,1463,1397,1411,102900,44850.0,3000000.0
2005-12-05,1435,1477,1430,1463,127250,46500.0,3000000.0
2005-12-06,1444,1463,1293,1321,183834,42000.0,3000000.0
2005-12-07,1326,1326,1204,1255,118370,39900.0,3000000.0
2005-12-08,1232,1322,1213,1312,155764,41700.0,3000000.0
2005-12-09,1312,1341,1284,1340,91936,42600.0,3000000.0
2005-12-12,1416,1435,1274,1288,205180,40950.0,3000000.0
2005-12-13,1260,1293,1213,1246,102986,39600.0,3000000.0
2005-12-14,1256,1364,1256,1331,128894,42300.0,3000000.0
2005-12-15,1317,1383,1274,1293,76630,41100.0,3000000.0
2005-12-16,1133,1199,1114,1156,171440,36750.0,3000000.0
2005-12-19,1123,1185,1123,1142,90941,36300.0,3000000.0
2005-12-20,1142,1185,1138,1151,72200,36600.0,3000000.0
2005-12-21,1152,1204,1152,1184,49361,37650.0,3000000.0
2005-12-22,1190,1194,1043,1043,123632,33150.0,3000000.0
2005-12-23,1029,1048,953,1014,228841,32250.0,3000000.0
2005-12-26,1024,1067,1005,1062,129395,33750.0,3000000.0
2005-12-27,1038,1053,991,991,123382,31500.0,3000000.0
2005-12-28,982,1133,972,1024,207910,32550.0,3000000.0
2005-12-29,1010,1024,968,981,81004,31200.0,3000000.0
2006-01-02,987,1005,963,981,92080,31200.0,3000000.0
2006-01-03,982,1034,982,1019,114660,32400.0,3000000.0
2006-01-04,1038,1086,1015,1047,192840,33300.0,3000000.0
2006-01-05,1072,1086,1038,1066,87840,33900.0,3000000.0
2006-01-06,1067,1100,1057,1057,67520,33600.0,3000000.0
2006-01-09,1057,1067,1020,1024,61198,32550.0,3000000.0
2006-01-10,1038,1057,1010,1047,82000,33300.0,3000000.0
2006-01-11,1062,1076,1038,1043,84220,33150.0,3000000.0
2006-01-12,1038,1062,1015,1019,38280,32400.0,3000000.0
2006-01-13,1020,1029,987,1010,63830,32100.0,3000000.0
2006-01-16,1010,1024,1001,1010,36080,32100.0,3000000.0
2006-01-17,1020,1105,1015,1052,141831,33450.0,3000000.0
2006-01-18,1053,1095,972,1062,139283,33750.0,3000000.0
2006-01-19,1081,1213,1062,1198,401746,38100.0,3000000.0
2006-01-20,1218,1232,1038,1066,174942,33900.0,3000000.0
2006-01-23,1010,1114,916,927,144871,29460.0,3000000.0
2006-01-24,927,953,841,916,136000,29130.0,3000000.0
2006-01-25,944,991,931,948,106480,30150.0,3000000.0
2006-01-26,944,963,927,953,37020,30300.0,3000000.0
2006-01-27,991,1024,977,1019,82810,32400.0,3000000.0
2006-01-31,1024,1062,1005,1043,50067,33150.0,3000000.0
2006-02-01,1038,1043,958,967,80470,30750.0,3000000.0
