LS전선아시아(229640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-06-12,7190,7250,7100,7190,104732,220193.0,30624879.0
2018-06-14,7190,7190,7000,7070,141759,216518.0,30624879.0
2018-06-15,7070,7150,6990,7080,78934,216824.0,30624879.0
2018-06-18,7080,7100,6930,6960,129077,213149.0,30624879.0
2018-06-19,6960,7090,6670,6700,276571,205187.0,30624879.0
2018-06-20,6690,6770,6590,6730,140744,206105.0,30624879.0
2018-06-21,6780,6980,6670,6670,209935,204268.0,30624879.0
2018-06-22,6680,6760,6580,6620,131369,202737.0,30624879.0
2018-06-25,6620,6660,6570,6620,94634,202737.0,30624879.0
2018-06-26,6600,6720,6560,6720,40637,205799.0,30624879.0
2018-06-27,6720,6770,6670,6710,62456,205493.0,30624879.0
2018-06-28,6710,6720,6620,6670,59447,204268.0,30624879.0
2018-06-29,6640,6770,6590,6670,75978,204268.0,30624879.0
2018-07-02,6700,6850,6670,6680,66901,204574.0,30624879.0
2018-07-03,6650,6840,6490,6740,113027,206412.0,30624879.0
2018-07-04,6780,6790,6630,6750,47372,206718.0,30624879.0
2018-07-05,6610,6800,6610,6660,39802,203962.0,30624879.0
2018-07-06,6630,6780,6580,6760,67172,207024.0,30624879.0
2018-07-09,6890,6950,6790,6850,72222,209780.0,30624879.0
2018-07-10,6840,6910,6820,6880,36754,210699.0,30624879.0
2018-07-11,6880,6990,6850,6910,68535,211618.0,30624879.0
2018-07-12,6920,6920,6800,6880,50450,210699.0,30624879.0
2018-07-13,6880,6960,6820,6850,33492,209780.0,30624879.0
2018-07-16,6900,6900,6770,6850,51090,209780.0,30624879.0
2018-07-17,6840,6910,6750,6800,61017,208249.0,30624879.0
2018-07-18,6800,6860,6750,6800,24463,208249.0,30624879.0
2018-07-19,6770,6790,6650,6750,42879,206718.0,30624879.0
2018-07-20,6720,6790,6640,6730,37856,206105.0,30624879.0
2018-07-23,6760,6760,6620,6640,39978,203349.0,30624879.0
2018-07-24,6600,6740,6600,6740,34949,206412.0,30624879.0
2018-07-25,6760,6780,6660,6730,31515,206105.0,30624879.0
2018-07-26,6710,6760,6670,6700,28256,205187.0,30624879.0
2018-07-27,6740,6760,6670,6750,20944,206718.0,30624879.0
2018-07-30,6750,6780,6650,6720,33091,205799.0,30624879.0
2018-07-31,6720,6750,6670,6720,18504,205799.0,30624879.0
2018-08-01,6720,6810,6700,6810,36416,208555.0,30624879.0
2018-08-02,6790,6870,6780,6810,27002,208555.0,30624879.0
2018-08-03,6800,6860,6760,6780,20058,207637.0,30624879.0
2018-08-06,6780,6870,6740,6860,27822,210087.0,30624879.0
2018-08-07,6850,6880,6790,6870,22323,210393.0,30624879.0
2018-08-08,6850,6890,6760,6830,26937,209168.0,30624879.0
2018-08-09,6790,6850,6760,6850,19754,209780.0,30624879.0
2018-08-10,6850,6850,6750,6830,27656,209168.0,30624879.0
2018-08-13,6830,6830,6600,6650,53902,203655.0,30624879.0
2018-08-14,6610,6750,6610,6730,38592,206105.0,30624879.0
2018-08-16,6700,6700,6550,6650,46100,203655.0,30624879.0
2018-08-17,6580,6650,6550,6590,34877,201818.0,30624879.0
2018-08-20,6590,6660,6560,6570,19707,201205.0,30624879.0
2018-08-21,6560,6670,6400,6520,106379,199674.0,30624879.0
2018-08-22,6500,6600,6490,6540,27504,200287.0,30624879.0
2018-08-23,6570,6590,6500,6520,16041,199674.0,30624879.0
2018-08-24,6500,6560,6410,6470,39948,198143.0,30624879.0
2018-08-27,6420,6520,6420,6460,24131,197837.0,30624879.0
2018-08-28,6580,6580,6380,6470,105832,198143.0,30624879.0
2018-08-29,6480,6510,6430,6490,22073,198755.0,30624879.0
2018-08-30,6490,6610,6430,6600,50842,202124.0,30624879.0
2018-08-31,6600,6670,6450,6570,64067,201205.0,30624879.0
2018-09-03,6570,6590,6510,6550,12470,200593.0,30624879.0
2018-09-04,6520,6580,6510,6570,13164,201205.0,30624879.0
2018-09-05,6570,6610,6500,6530,28879,199980.0,30624879.0
2018-09-06,6570,6570,6490,6500,16055,199062.0,30624879.0
2018-09-07,6560,6580,6430,6570,43444,201205.0,30624879.0
2018-09-10,6580,6630,6510,6580,29290,201512.0,30624879.0
2018-09-11,6610,6630,6560,6630,29035,203043.0,30624879.0
2018-09-12,6640,6670,6590,6630,19438,203043.0,30624879.0
2018-09-13,6630,6700,6610,6680,26914,204574.0,30624879.0
2018-09-14,6660,6710,6590,6620,22719,202737.0,30624879.0
2018-09-17,6650,6650,6560,6590,14481,201818.0,30624879.0
2018-09-18,6570,6650,6480,6600,48661,202124.0,30624879.0
2018-09-19,6600,6600,6500,6500,26559,199062.0,30624879.0
2018-09-20,6500,6550,6400,6490,31136,198755.0,30624879.0
2018-09-21,6500,6510,6430,6510,16938,199368.0,30624879.0
2018-09-27,6650,6650,6450,6490,29048,198755.0,30624879.0
2018-09-28,6450,6550,6450,6520,16178,199674.0,30624879.0
2018-10-01,6560,6560,6320,6390,73114,195693.0,30624879.0
2018-10-02,6500,6500,6390,6450,29718,197530.0,30624879.0
2018-10-04,6540,6540,6300,6380,48326,195387.0,30624879.0
2018-10-05,6310,6400,6220,6330,51377,193855.0,30624879.0
2018-10-08,6190,6300,6190,6250,32597,191405.0,30624879.0
2018-10-10,6210,6270,6050,6100,83136,186812.0,30624879.0
2018-10-11,6000,6040,5800,5850,76244,179156.0,30624879.0
2018-10-12,5620,6100,5610,5980,31091,183137.0,30624879.0
2018-10-15,5980,6050,5910,5950,7260,182218.0,30624879.0
2018-10-16,5900,6000,5820,5880,18522,180074.0,30624879.0
2018-10-17,5900,6010,5900,5940,11595,181912.0,30624879.0
2018-10-18,6050,6050,5840,5900,15242,180687.0,30624879.0
2018-10-19,5760,5860,5700,5860,24653,179462.0,30624879.0
2018-10-22,5890,5890,5720,5890,14212,180381.0,30624879.0
2018-10-23,5900,5910,5840,5890,13172,180381.0,30624879.0
2018-10-24,5880,5930,5800,5850,10703,179156.0,30624879.0
2018-10-25,5660,5790,5600,5680,31084,173949.0,30624879.0
2018-10-26,5680,5780,5450,5570,25664,170581.0,30624879.0
2018-10-29,5470,5670,5190,5300,60523,162312.0,30624879.0
2018-10-30,5300,5300,4985,5110,108495,156493.0,30624879.0
2018-10-31,5050,5240,4980,5040,100411,154349.0,30624879.0
2018-11-01,5080,5230,5070,5190,36980,158943.0,30624879.0
2018-11-02,5180,5350,5180,5270,48046,161393.0,30624879.0
2018-11-05,5250,5300,5120,5290,25396,162006.0,30624879.0
2018-11-06,5240,5330,5220,5300,16391,162312.0,30624879.0
2018-11-07,5300,5360,4850,4870,352780,149143.0,30624879.0
2018-11-08,5020,5100,4985,5100,102323,156187.0,30624879.0
2018-11-09,5100,5170,5090,5160,97393,158024.0,30624879.0
2018-11-12,5160,5220,5110,5200,77007,159249.0,30624879.0
2018-11-13,5110,5190,4910,5190,74393,158943.0,30624879.0
2018-11-14,5200,5200,5110,5170,47935,158331.0,30624879.0
2018-11-15,5300,5310,5210,5280,45584,161699.0,30624879.0
2018-11-16,5250,5390,5250,5370,33787,164456.0,30624879.0
2018-11-19,5370,5460,5320,5430,77404,166293.0,30624879.0
2018-11-20,5390,5430,5360,5430,48852,166293.0,30624879.0
2018-11-21,5400,5650,5380,5510,53888,168743.0,30624879.0
2018-11-22,5500,5590,5360,5510,35819,168743.0,30624879.0
2018-11-23,5400,5520,5400,5440,36927,166599.0,30624879.0
2018-11-26,5470,5550,5390,5500,55574,168437.0,30624879.0
2018-11-27,5420,5530,5420,5520,23089,169049.0,30624879.0
2018-11-28,5550,5560,5490,5500,17450,168437.0,30624879.0
2018-11-29,5550,5590,5500,5540,15856,169662.0,30624879.0
2018-11-30,5540,5550,5460,5540,39664,169662.0,30624879.0
2018-12-03,5600,5600,5480,5550,36256,169968.0,30624879.0
2018-12-04,5480,5590,5480,5560,39539,170274.0,30624879.0
2018-12-05,5500,5540,5470,5540,11362,169662.0,30624879.0
2018-12-06,5570,5610,5540,5590,36009,171193.0,30624879.0
2018-12-07,5680,5700,5590,5700,33940,174562.0,30624879.0
2018-12-10,5650,5700,5640,5700,33127,174562.0,30624879.0
2018-12-11,5730,5730,5600,5600,44489,171499.0,30624879.0
2018-12-12,5550,5750,5550,5750,25979,176093.0,30624879.0
2018-12-13,5790,5790,5700,5740,5404,175787.0,30624879.0
2018-12-14,5780,5780,5650,5660,18774,173337.0,30624879.0
2018-12-17,5670,5730,5650,5730,24610,175481.0,30624879.0
2018-12-18,5750,5750,5630,5690,29244,174256.0,30624879.0
2018-12-19,5730,5760,5640,5760,39793,176399.0,30624879.0
2018-12-20,5750,5780,5670,5780,22674,177012.0,30624879.0
2018-12-21,5780,5820,5620,5770,39410,176706.0,30624879.0
2018-12-24,5670,5770,5660,5760,18585,176399.0,30624879.0
2018-12-26,5670,5720,5590,5590,61025,171193.0,30624879.0
2018-12-27,5680,5680,5540,5600,52171,171499.0,30624879.0
2018-12-28,5650,5660,5590,5630,36342,172418.0,30624879.0
2019-01-02,5680,5760,5500,5550,42421,169968.0,30624879.0
2019-01-03,5610,5640,5530,5600,18055,171499.0,30624879.0
2019-01-04,5600,5600,5450,5600,67230,171499.0,30624879.0
2019-01-07,5620,5710,5590,5620,7391,172112.0,30624879.0
2019-01-08,5710,5710,5590,5600,9413,171499.0,30624879.0
2019-01-09,5650,5700,5590,5660,15856,173337.0,30624879.0
2019-01-10,5690,5710,5600,5700,24811,174562.0,30624879.0
2019-01-11,5710,5740,5700,5720,4934,175174.0,30624879.0
2019-01-14,5800,5800,5670,5720,3577,175174.0,30624879.0
2019-01-15,5720,5890,5720,5890,31294,180381.0,30624879.0
2019-01-16,5810,5940,5810,5850,10298,179156.0,30624879.0
2019-01-17,5850,5870,5770,5850,5168,179156.0,30624879.0
2019-01-18,5980,5980,5800,5940,11841,181912.0,30624879.0
2019-01-21,5940,5950,5850,5950,18707,182218.0,30624879.0
2019-01-22,5950,5950,5880,5880,12876,180074.0,30624879.0
2019-01-23,5880,5950,5800,5950,15675,182218.0,30624879.0
2019-01-24,5880,5970,5860,5970,18021,182831.0,30624879.0
2019-01-25,5950,6010,5880,6000,38355,183749.0,30624879.0
2019-01-28,5980,6020,5880,6000,16507,183749.0,30624879.0
2019-01-29,6000,6000,5900,5950,15361,182218.0,30624879.0
2019-01-30,5900,5960,5870,5950,16045,182218.0,30624879.0
2019-01-31,6000,6070,5900,5960,32811,182524.0,30624879.0
2019-02-01,5950,6020,5940,6020,12585,184362.0,30624879.0
2019-02-07,6100,6150,6030,6070,9286,185893.0,30624879.0
2019-02-08,6030,6060,5890,6000,47896,183749.0,30624879.0
2019-02-11,5930,6050,5930,6040,12455,184974.0,30624879.0
2019-02-12,6000,6170,6000,6170,25403,188956.0,30624879.0
2019-02-13,6100,6350,6100,6300,54606,192937.0,30624879.0
2019-02-14,6280,6350,6200,6280,12654,192324.0,30624879.0
2019-02-15,6210,6290,6170,6250,9199,191405.0,30624879.0
2019-02-18,6150,6240,6120,6190,37329,189568.0,30624879.0
2019-02-19,6140,6220,6140,6200,12244,189874.0,30624879.0
2019-02-20,6200,6230,6140,6190,29835,189568.0,30624879.0
2019-02-21,6160,6230,6160,6210,13693,190180.0,30624879.0
2019-02-22,6240,6320,6210,6300,16427,192937.0,30624879.0
2019-02-25,6450,6450,6260,6360,17670,194774.0,30624879.0
2019-02-26,6370,6390,6230,6290,21052,192630.0,30624879.0
2019-02-27,6350,6350,6240,6310,10669,193243.0,30624879.0
2019-02-28,6300,6320,5820,6010,26627,184056.0,30624879.0
2019-03-04,6100,6220,6080,6130,25511,187731.0,30624879.0
2019-03-05,6050,6180,6050,6130,9998,187731.0,30624879.0
2019-03-06,6130,6160,6110,6150,5481,188343.0,30624879.0
2019-03-07,6170,6170,6020,6100,13819,186812.0,30624879.0
2019-03-08,6100,6100,5920,6040,14482,184974.0,30624879.0
2019-03-11,6040,6090,5990,6090,9936,186506.0,30624879.0
2019-03-12,6060,6140,6050,6100,9536,186812.0,30624879.0
2019-03-13,6100,6240,6070,6240,21243,191099.0,30624879.0
2019-03-14,6290,6300,6200,6210,13533,190180.0,30624879.0
2019-03-15,6240,6250,5990,6100,41818,186812.0,30624879.0
2019-03-18,6100,6170,6080,6120,11290,187424.0,30624879.0
2019-03-19,6140,6140,5980,6100,53828,186812.0,30624879.0
2019-03-20,6110,6130,5980,6040,25902,184974.0,30624879.0
2019-03-21,5990,6090,5990,6040,18495,184974.0,30624879.0
2019-03-22,6000,6050,5990,6030,16734,184668.0,30624879.0
2019-03-25,6000,6030,5900,6030,21235,184668.0,30624879.0
2019-03-26,6010,6120,5970,6060,22922,185587.0,30624879.0
2019-03-27,6100,6100,5880,5950,55091,182218.0,30624879.0
2019-03-28,5900,6000,5900,5930,12362,181606.0,30624879.0
2019-03-29,5950,6000,5880,5950,74472,182218.0,30624879.0
2019-04-01,5970,6010,5930,6010,12383,184056.0,30624879.0
2019-04-02,6060,6060,5950,5990,6308,183443.0,30624879.0
2019-04-03,5950,6090,5950,6090,29741,186506.0,30624879.0
2019-04-04,6100,6110,6050,6110,12017,187118.0,30624879.0
2019-04-05,6100,6120,6050,6100,8938,186812.0,30624879.0
2019-04-08,6060,6190,6040,6050,11447,185281.0,30624879.0
2019-04-09,6100,6100,6000,6050,18591,185281.0,30624879.0
2019-04-10,6070,6490,6030,6490,426893,198755.0,30624879.0
2019-04-11,6680,6790,6490,6510,406398,199368.0,30624879.0
2019-04-12,6490,6650,6450,6590,116148,201818.0,30624879.0
2019-04-15,6670,6690,6600,6680,60944,204574.0,30624879.0
2019-04-16,6680,6720,6490,6700,60900,205187.0,30624879.0
2019-04-17,6700,6730,6620,6650,35019,203655.0,30624879.0
2019-04-18,6620,6690,6500,6550,51374,200593.0,30624879.0
2019-04-19,6530,6680,6500,6650,53540,203655.0,30624879.0
2019-04-22,6690,6690,6570,6650,31693,203655.0,30624879.0
2019-04-23,6660,6660,6570,6630,28694,203043.0,30624879.0
2019-04-24,6630,6830,6570,6700,154338,205187.0,30624879.0
2019-04-25,6700,6800,6630,6780,78115,207637.0,30624879.0
2019-04-26,6780,6810,6550,6690,117230,204880.0,30624879.0
2019-04-29,6690,6800,6600,6790,73321,207943.0,30624879.0
2019-04-30,6790,6790,6650,6760,33219,207024.0,30624879.0
2019-05-02,6760,6980,6730,6970,220820,213455.0,30624879.0
2019-05-03,6970,7020,6880,6980,126512,213762.0,30624879.0
2019-05-07,6880,7040,6840,7040,60608,215599.0,30624879.0
2019-05-08,6970,7050,6900,6930,58587,212230.0,30624879.0
2019-05-09,6850,6960,6760,6760,90932,207024.0,30624879.0
2019-05-10,6810,6960,6660,6920,75719,211924.0,30624879.0
2019-05-13,6970,6970,6810,6850,43046,209780.0,30624879.0
2019-05-14,6700,6950,6500,6850,89631,209780.0,30624879.0
2019-05-15,6940,7070,6880,7060,135656,216212.0,30624879.0
2019-05-16,7090,7180,7000,7040,122996,215599.0,30624879.0
2019-05-17,7090,7100,6750,6900,142316,211312.0,30624879.0
2019-05-20,6920,6920,6720,6770,65715,207330.0,30624879.0
2019-05-21,6710,6820,6710,6740,45004,206412.0,30624879.0
2019-05-22,6750,6930,6710,6910,95791,211618.0,30624879.0
2019-05-23,6860,6910,6720,6800,54495,208249.0,30624879.0
2019-05-24,6750,6860,6650,6770,82970,207330.0,30624879.0
2019-05-27,6770,7070,6750,6950,224664,212843.0,30624879.0
2019-05-28,6990,7180,6970,7180,288373,219887.0,30624879.0
2019-05-29,7200,7280,7050,7170,216811,219580.0,30624879.0
2019-05-30,7140,7300,7120,7290,218301,223255.0,30624879.0
2019-05-31,7300,7330,7200,7280,114297,222949.0,30624879.0
2019-06-03,7350,7350,7100,7130,135098,218355.0,30624879.0
2019-06-04,7130,7210,7020,7100,89950,217437.0,30624879.0
2019-06-05,7100,7160,7010,7150,132641,218968.0,30624879.0
2019-06-07,7180,7180,7050,7130,68464,218355.0,30624879.0
2019-06-10,7140,7210,7090,7190,68511,220193.0,30624879.0
2019-06-11,7230,7520,7190,7510,412455,229993.0,30624879.0
2019-06-12,7510,7530,7290,7400,162645,226624.0,30624879.0
2019-06-13,7320,7640,7320,7530,153155,230605.0,30624879.0
2019-06-14,7550,7920,7500,7920,388765,242549.0,30624879.0
2019-06-17,8060,8240,7920,8000,475294,244999.0,30624879.0
2019-06-18,8020,8450,8000,8370,583558,256330.0,30624879.0
2019-06-19,8500,8620,8290,8500,397220,260311.0,30624879.0
2019-06-20,8520,8540,8330,8420,227066,257861.0,30624879.0
2019-06-21,8480,8910,8430,8660,550079,265211.0,30624879.0
2019-06-24,8600,8930,8580,8750,240336,267968.0,30624879.0
2019-06-25,8860,8860,8720,8800,255446,269499.0,30624879.0
2019-06-26,8730,8880,8700,8770,266186,268580.0,30624879.0
2019-06-27,8800,8870,8680,8710,215901,266743.0,30624879.0
2019-06-28,8710,8750,8510,8670,191795,265518.0,30624879.0
2019-07-01,8720,8750,8400,8560,223347,262149.0,30624879.0
2019-07-02,8440,9220,8440,9200,557225,281749.0,30624879.0
2019-07-03,9210,9340,9010,9100,234557,278686.0,30624879.0
2019-07-04,9090,9220,8800,8860,156687,271336.0,30624879.0
2019-07-05,8850,8890,8590,8890,227428,272255.0,30624879.0
2019-07-08,8960,8960,8570,8700,131251,266436.0,30624879.0
2019-07-09,8680,8750,8340,8380,275399,256636.0,30624879.0
2019-07-10,8250,8560,8250,8470,93690,259393.0,30624879.0
2019-07-11,8480,8570,8130,8230,257896,252043.0,30624879.0
2019-07-12,8230,8260,8110,8150,145509,249593.0,30624879.0
2019-07-15,8060,8350,8060,8180,180254,250512.0,30624879.0
2019-07-16,8180,8220,7920,8210,205749,251430.0,30624879.0
2019-07-17,8160,8180,8000,8100,122860,248062.0,30624879.0
2019-07-18,8020,8070,7920,8010,87770,245305.0,30624879.0
2019-07-19,8020,8120,8000,8080,44343,247449.0,30624879.0
2019-07-22,8030,8080,7860,8030,102622,245918.0,30624879.0
2019-07-23,8030,8080,7900,8020,62544,245612.0,30624879.0
2019-07-24,8020,8020,7910,8000,60523,244999.0,30624879.0
2019-07-25,8000,8140,7880,8100,118288,248062.0,30624879.0
2019-07-26,8050,8100,7760,8010,205258,245305.0,30624879.0
2019-07-29,7960,8010,7440,7450,127391,228155.0,30624879.0
2019-07-30,7300,7720,7300,7700,68008,235812.0,30624879.0
2019-07-31,7600,7700,7390,7600,85185,232749.0,30624879.0
2019-08-01,7500,7580,7350,7350,78122,225093.0,30624879.0
2019-08-02,7150,7730,7120,7660,161084,234587.0,30624879.0
2019-08-05,7600,7650,7230,7330,97947,224480.0,30624879.0
2019-08-06,7200,7470,7000,7000,131928,214374.0,30624879.0
2019-08-07,7030,7300,6950,7110,124474,217743.0,30624879.0
2019-08-08,7150,7240,7080,7200,59980,220499.0,30624879.0
2019-08-09,7160,7350,7090,7180,88751,219887.0,30624879.0
2019-08-12,7180,7290,7090,7290,61787,223255.0,30624879.0
2019-08-13,7180,7500,7180,7410,74904,226930.0,30624879.0
2019-08-14,7410,7780,7400,7650,109145,234280.0,30624879.0
2019-08-16,7600,7680,7180,7250,195463,222030.0,30624879.0
2019-08-19,7250,7330,7200,7270,36979,222643.0,30624879.0
2019-08-20,7340,7640,7260,7640,85905,233974.0,30624879.0
2019-08-21,7640,7700,7540,7680,73868,235199.0,30624879.0
2019-08-22,7680,7760,7550,7580,32530,232137.0,30624879.0
2019-08-23,7690,7690,7390,7500,154744,229687.0,30624879.0
2019-08-26,7360,7360,7130,7200,76217,220499.0,30624879.0
2019-08-27,7250,7280,7150,7160,39115,219274.0,30624879.0
2019-08-28,7190,7290,7140,7200,27962,220499.0,30624879.0
2019-08-29,7210,7280,7150,7170,22080,219580.0,30624879.0
2019-08-30,7180,7290,7150,7250,61307,222030.0,30624879.0
2019-09-02,7300,7360,7190,7360,30558,225399.0,30624879.0
2019-09-03,7400,7420,7230,7280,61509,222949.0,30624879.0
2019-09-04,7280,7340,7160,7310,54057,223868.0,30624879.0
2019-09-05,7330,7360,7240,7260,51075,222337.0,30624879.0
2019-09-06,7260,7310,7230,7250,27786,222030.0,30624879.0
2019-09-09,7310,7310,7150,7180,79138,219887.0,30624879.0
2019-09-10,7160,7350,7150,7330,36106,224480.0,30624879.0
2019-09-11,7300,7390,7270,7340,40851,224787.0,30624879.0
2019-09-16,7430,7430,7190,7300,59372,223562.0,30624879.0
2019-09-17,7300,7320,7180,7280,43150,222949.0,30624879.0
2019-09-18,7400,7420,7240,7300,44004,223562.0,30624879.0
2019-09-19,7300,7530,7250,7350,192128,225093.0,30624879.0
2019-09-20,7550,8000,7520,7980,593420,244387.0,30624879.0
2019-09-23,8050,8060,7920,8030,146362,245918.0,30624879.0
2019-09-24,8090,8100,7850,8050,126867,246530.0,30624879.0
2019-09-25,8040,8050,7740,7860,136534,240712.0,30624879.0
2019-09-26,7920,8070,7880,7940,107307,243162.0,30624879.0
2019-09-27,7960,8130,7870,7870,59977,241018.0,30624879.0
2019-09-30,7870,8040,7760,8020,67672,245612.0,30624879.0
2019-10-01,8070,8070,7960,7980,46658,244387.0,30624879.0
2019-10-02,7950,7960,7860,7910,41727,242243.0,30624879.0
2019-10-04,7880,7930,7670,7810,68897,239180.0,30624879.0
2019-10-07,7900,7900,7680,7700,38779,235812.0,30624879.0
