NAVER(035420),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-12-08,86257,87662,86257,86994,94602,4030207.0,15500796.0
2005-12-09,87496,90741,87462,90038,191294,4171264.0,15500796.0
2005-12-12,91009,93585,90875,93016,104195,4309221.0,15500796.0
2005-12-13,93685,95558,91476,92983,243287,4307671.0,15500796.0
2005-12-14,93685,94588,90205,90842,155695,4208466.0,15500796.0
2005-12-15,90842,91511,88566,88633,163089,4106161.0,15500796.0
2005-12-16,84651,87996,84048,86325,153457,3999205.0,15500796.0
2005-12-19,83981,87963,83981,86994,132730,4030207.0,15500796.0
2005-12-20,84652,86960,84652,85220,101417,3948053.0,15500796.0
2005-12-21,85955,90238,85654,88734,135078,4110811.0,15500796.0
2005-12-22,89336,91276,86325,86391,166966,4002306.0,15500796.0
2005-12-23,86994,88131,85956,87328,97126,4045708.0,15500796.0
2005-12-26,87327,90640,87327,89336,163852,4138713.0,15500796.0
2005-12-27,89469,90071,86692,86994,156466,4030207.0,15500796.0
2005-12-28,86692,87663,86123,86358,115202,4000755.0,15500796.0
2005-12-29,86558,90339,85320,90340,168122,4185215.0,15500796.0
2006-01-02,90941,92547,90004,91812,102615,4253418.0,15500796.0
2006-01-03,92145,92815,89971,91143,81019,4222417.0,15500796.0
2006-01-04,92146,94489,92146,93016,146985,4309221.0,15500796.0
2006-01-05,93686,93920,93083,93585,105595,4335573.0,15500796.0
2006-01-06,93751,95525,93751,94957,106703,4399126.0,15500796.0
2006-01-09,97700,100376,97365,100043,149430,4634738.0,15500796.0
2006-01-10,99708,100009,95592,96998,142404,4493681.0,15500796.0
2006-01-11,95525,96997,89803,93686,379818,4340223.0,15500796.0
2006-01-12,90306,93585,87496,90373,479284,4186765.0,15500796.0
2006-01-13,90774,93584,90774,92749,316803,4296821.0,15500796.0
2006-01-16,93685,94688,92279,94656,178269,4385175.0,15500796.0
2006-01-17,94354,97566,94354,94790,124119,4391376.0,15500796.0
2006-01-18,91009,92013,84652,91176,292795,4223967.0,15500796.0
2006-01-19,89670,92314,85789,87261,256113,4042608.0,15500796.0
2006-01-20,85689,88700,76287,82309,402822,3813196.0,15500796.0
2006-01-23,76989,81138,76989,79298,330416,3673689.0,15500796.0
2006-01-24,80301,82275,77658,81741,340227,3786844.0,15500796.0
2006-01-25,81974,92179,81974,90273,281849,4182115.0,15500796.0
2006-01-26,90472,91644,86993,91645,146254,4245668.0,15500796.0
2006-01-27,91644,92480,89837,92314,146348,4276670.0,15500796.0
2006-01-31,92414,96028,92414,94890,183837,4396026.0,15500796.0
2006-02-01,91175,93015,88833,90340,274216,4185215.0,15500796.0
2006-02-02,92313,93986,90506,90842,204831,4208466.0,15500796.0
2006-02-03,88332,89570,86157,86659,154131,4014706.0,15500796.0
2006-02-06,83648,88332,83012,88332,174417,4092210.0,15500796.0
2006-02-07,87160,93685,83848,92682,317940,4293720.0,15500796.0
2006-02-08,94020,96563,90473,90473,223013,4191415.0,15500796.0
2006-02-09,92983,93016,89169,91343,101518,4231717.0,15500796.0
2006-02-10,90339,91342,89335,90340,125588,4185215.0,15500796.0
2006-02-13,89436,91009,86994,87027,136471,4031757.0,15500796.0
2006-02-14,84684,85989,83011,84016,224040,3892250.0,15500796.0
2006-02-15,85488,86492,77157,79733,485832,3693840.0,15500796.0
2006-02-16,79465,82544,79465,81941,185323,3796145.0,15500796.0
2006-02-17,84083,85655,83146,83547,236917,3870549.0,15500796.0
2006-02-20,81406,84585,81406,83882,101095,3886050.0,15500796.0
2006-02-21,84617,85286,84048,84652,81830,3921701.0,15500796.0
2006-02-22,83614,84652,82443,84484,98370,3913951.0,15500796.0
2006-02-23,85321,86458,85153,85956,83482,3982154.0,15500796.0
2006-02-24,87997,89737,86693,89737,105706,4157313.0,15500796.0
2006-02-27,90005,92213,89972,92146,96901,4268919.0,15500796.0
2006-02-28,93685,93785,91744,92749,93968,4296821.0,15500796.0
2006-03-02,92681,92681,89971,90641,109998,4199166.0,15500796.0
2006-03-03,90842,92180,87529,89001,98831,4123212.0,15500796.0
2006-03-06,87663,89169,87328,89001,90896,4123212.0,15500796.0
2006-03-07,87696,88968,86659,86659,60230,4014706.0,15500796.0
2006-03-08,84048,86524,83948,84384,133676,3909301.0,15500796.0
2006-03-09,84048,86758,84048,86492,82585,4006956.0,15500796.0
2006-03-10,84852,86960,84585,85421,70077,3957353.0,15500796.0
2006-03-13,85889,86959,85253,85823,55847,3975954.0,15500796.0
2006-03-14,85421,85990,83849,83915,66349,3887600.0,15500796.0
2006-03-15,85253,86926,85253,85321,82425,3952703.0,15500796.0
2006-03-16,86658,86725,84015,84451,56543,3912401.0,15500796.0
2006-03-17,84651,85387,84316,84819,39537,3929452.0,15500796.0
2006-03-20,84952,87227,84918,86191,58524,3993005.0,15500796.0
2006-03-21,86825,88164,86825,87596,69940,4058108.0,15500796.0
2006-03-22,86324,86993,84918,86492,45143,4006956.0,15500796.0
2006-03-23,88666,90339,88398,90273,104877,4182115.0,15500796.0
2006-03-24,91678,95693,91343,95693,162814,4433228.0,15500796.0
2006-03-27,95057,95727,93016,95191,106442,4409976.0,15500796.0
2006-03-28,95023,96027,92714,93351,48219,4324722.0,15500796.0
2006-03-29,93350,93852,91844,93686,43472,4340223.0,15500796.0
2006-03-30,95357,96361,94019,95961,103555,4445628.0,15500796.0
2006-03-31,97065,101816,95860,100377,164485,4650239.0,15500796.0
2006-04-03,102886,105563,100410,105363,95656,4881201.0,15500796.0
2006-04-04,105563,107001,102886,103991,89815,4817647.0,15500796.0
2006-04-05,106668,115401,106065,108742,228857,5037759.0,15500796.0
2006-04-06,110749,113693,110247,112423,129706,5208267.0,15500796.0
2006-04-07,112422,113860,109276,110683,106857,5127663.0,15500796.0
2006-04-10,108775,114931,108775,113527,128706,5259420.0,15500796.0
2006-04-11,113526,113727,109879,110683,82117,5127663.0,15500796.0
2006-04-12,108105,108741,105094,105430,150953,4884301.0,15500796.0
2006-04-13,105129,107973,104995,106400,125386,4929253.0,15500796.0
2006-04-14,105898,107671,104727,107671,126212,4988156.0,15500796.0
2006-04-17,107069,107738,105329,105329,69707,4879651.0,15500796.0
2006-04-18,104726,107235,104358,106534,79135,4935453.0,15500796.0
2006-04-19,110382,112088,108474,108675,141557,5034659.0,15500796.0
2006-04-20,110415,110515,109077,110147,93603,5102862.0,15500796.0
2006-04-21,112456,113661,111820,112623,104390,5217568.0,15500796.0
2006-04-24,111117,112388,108741,108776,56609,5039309.0,15500796.0
2006-04-25,109711,110448,107804,108073,56406,5006757.0,15500796.0
2006-04-26,108072,113225,107570,113226,67587,5245469.0,15500796.0
2006-04-27,115031,115098,110849,113092,61127,5239269.0,15500796.0
2006-04-28,113092,113092,109746,112088,61641,5192767.0,15500796.0
2006-05-02,112088,113326,111753,112088,125785,5192767.0,15500796.0
2006-05-03,113092,115668,112423,115601,108895,5355525.0,15500796.0
2006-05-04,115300,115434,112055,113761,57423,5270271.0,15500796.0
2006-05-08,114764,114831,110314,112657,145295,5219118.0,15500796.0
2006-05-09,114096,114096,110482,112088,78504,5192767.0,15500796.0
2006-05-10,110816,111016,108875,108876,96821,5043959.0,15500796.0
2006-05-11,107069,109077,104292,108976,172489,5048609.0,15500796.0
2006-05-12,105429,108105,105429,106735,66613,4944754.0,15500796.0
2006-05-15,103757,105229,100913,103723,136166,4805247.0,15500796.0
2006-05-16,103723,103957,99039,99139,158053,4592886.0,15500796.0
2006-05-17,100009,100678,99374,100678,131253,4664190.0,15500796.0
2006-05-18,97031,100043,94823,97031,144285,4495231.0,15500796.0
2006-05-19,96061,99374,96061,97600,127071,4521582.0,15500796.0
2006-05-22,97767,98168,93852,93853,69237,4347973.0,15500796.0
2006-05-23,91543,92480,88097,90708,246685,4202266.0,15500796.0
2006-05-24,87395,93686,87395,93652,229084,4338673.0,15500796.0
2006-05-25,94755,96328,94655,94656,165801,4385175.0,15500796.0
2006-05-26,98771,98771,96061,96061,171867,4450279.0,15500796.0
2006-05-29,97098,98203,96530,97366,62151,4510732.0,15500796.0
2006-05-30,98034,98034,95960,95961,86506,4445628.0,15500796.0
2006-06-01,95960,96696,93350,95024,115990,4402226.0,15500796.0
2006-06-02,97700,100376,96428,100277,107152,4645589.0,15500796.0
2006-06-05,102385,103489,101816,103054,114323,4774245.0,15500796.0
2006-06-07,99038,100309,96261,96262,143334,4459579.0,15500796.0
2006-06-08,94019,95792,89904,93351,209800,4324722.0,15500796.0
2006-06-09,95525,100544,93350,100043,129343,4634738.0,15500796.0
2006-06-12,98370,103891,97031,103723,124853,4805247.0,15500796.0
2006-06-13,100377,101047,97031,99206,114588,4595986.0,15500796.0
2006-06-14,97968,98069,95894,97232,174879,4504531.0,15500796.0
2006-06-15,99072,99340,93451,94522,197720,4378975.0,15500796.0
2006-06-16,98035,100043,97098,99875,149733,4626988.0,15500796.0
2006-06-19,100376,101347,99205,100712,66460,4665740.0,15500796.0
2006-06-20,100711,103053,99373,101047,75479,4681240.0,15500796.0
2006-06-21,100477,101046,97700,99374,80446,4603736.0,15500796.0
2006-06-22,101047,103389,101047,102619,76675,4754094.0,15500796.0
2006-06-23,99708,102017,98102,100377,44471,4650239.0,15500796.0
2006-06-26,102050,102719,99708,99708,50182,4619237.0,15500796.0
2006-06-27,99708,101381,96295,97232,93604,4504531.0,15500796.0
2006-06-28,94522,96663,93518,96362,101445,4464229.0,15500796.0
2006-06-29,106064,107737,102451,103690,261956,4803697.0,15500796.0
2006-06-30,105463,111753,104392,110415,228950,5115263.0,15500796.0
2006-07-03,111051,113426,108106,108742,139004,5037759.0,15500796.0
2006-07-04,110382,110415,107136,107203,64578,4966455.0,15500796.0
2006-07-05,103890,107403,103856,106099,65160,4915302.0,15500796.0
2006-07-06,106399,107035,103756,104560,79648,4843999.0,15500796.0
2006-07-07,105563,106366,103722,104560,103982,4843999.0,15500796.0
2006-07-10,102752,105027,101347,104928,111337,4861050.0,15500796.0
2006-07-11,103722,104391,102183,102218,106284,4735493.0,15500796.0
2006-07-12,102551,107035,102551,107036,137535,4958705.0,15500796.0
2006-07-13,106735,108173,105564,106400,120862,4929253.0,15500796.0
2006-07-14,108000,108600,100700,104700,259465,1622933.0,15500796.0
2006-07-18,101000,102600,99800,101000,176811,1565580.0,15500796.0
2006-07-19,100000,101700,98500,98600,159573,1528378.0,15500796.0
2006-07-20,102200,102500,99500,101400,168918,1571781.0,15500796.0
2006-07-21,99000,100100,98600,99300,170268,1539229.0,15500796.0
2006-07-24,98500,101200,98500,100800,162729,1562480.0,15500796.0
2006-07-25,102999,107000,102800,105500,177864,1635334.0,15500796.0
2006-07-26,106500,110600,106500,108900,190283,1688037.0,15500796.0
2006-07-27,108800,108800,105200,107000,226482,1658585.0,15500796.0
2006-07-28,107000,109400,104800,106000,148604,1643084.0,15500796.0
2006-07-31,108900,108900,106000,106200,168186,1646185.0,15500796.0
2006-08-01,106200,107200,99500,100400,582263,1556280.0,15500796.0
2006-08-02,100000,100000,97800,97900,710904,1517528.0,15500796.0
2006-08-03,98700,100400,94400,95400,613249,1478776.0,15500796.0
2006-08-04,95399,99800,95399,99800,466412,1546979.0,15500796.0
2006-08-07,99000,99400,96600,97000,226134,1503577.0,15500796.0
2006-08-08,95100,97599,95100,97000,235090,1503577.0,15500796.0
2006-08-09,96900,97000,95700,96000,218955,1488076.0,15500796.0
2006-08-10,95400,96800,95100,96200,172276,1491177.0,15500796.0
2006-08-11,96200,97000,95100,95400,181622,1478776.0,15500796.0
2006-08-14,94300,95500,93300,95500,248253,1480326.0,15500796.0
2006-08-16,94900,96700,92500,93500,610721,4333574.0,46348388.0
2006-08-17,94300,95300,91700,92500,838875,4287226.0,46348388.0
2006-08-18,92500,92500,90800,90800,516603,4208434.0,46348388.0
2006-08-21,91000,91300,86700,86900,1088351,4027675.0,46348388.0
2006-08-22,87500,91200,86500,91000,1131010,4217703.0,46348388.0
2006-08-23,91000,92900,90000,92500,726292,4287226.0,46348388.0
2006-08-24,92000,92800,90500,92700,352614,4296496.0,46348388.0
2006-08-25,92200,93900,91800,93200,360903,4319670.0,46348388.0
2006-08-28,93200,94000,92200,92200,208263,4273321.0,46348388.0
2006-08-29,93200,94000,91700,91900,379073,4259417.0,46348388.0
2006-08-30,91900,92300,89900,90000,676626,4171355.0,46348388.0
2006-08-31,90500,91400,89600,90800,535674,4208434.0,46348388.0
2006-09-01,91000,92700,90300,91600,416080,4245512.0,46348388.0
2006-09-04,92499,96700,92300,96700,599147,4481889.0,46348388.0
2006-09-05,97500,97600,95700,97100,396649,4500428.0,46348388.0
2006-09-06,97599,97599,96000,97000,361036,4495794.0,46348388.0
2006-09-07,95900,96000,93900,94700,268106,4389192.0,46348388.0
2006-09-08,93999,97800,93999,97800,383869,4532872.0,46348388.0
2006-09-11,97800,98200,94800,94800,172830,4393827.0,46348388.0
2006-09-12,94900,95700,93400,94800,162670,4393827.0,46348388.0
2006-09-13,96198,98200,96100,97200,472853,4505063.0,46348388.0
2006-09-14,98400,102500,98300,101900,751085,4722901.0,46348388.0
2006-09-15,102400,104699,100100,101000,555186,4681187.0,46348388.0
2006-09-18,102500,102800,100000,101000,589741,4681187.0,46348388.0
2006-09-19,102800,104898,102100,103400,584951,4792423.0,46348388.0
2006-09-20,102000,103999,101500,103400,457019,4792423.0,46348388.0
2006-09-21,105100,105300,99298,100300,576443,4648743.0,46348388.0
2006-09-22,99500,101200,99100,99900,433250,4630204.0,46348388.0
2006-09-25,99900,100600,98800,99600,348130,4616299.0,46348388.0
2006-09-26,98900,100300,98500,98500,385166,4565316.0,46348388.0
2006-09-27,98100,100100,97500,98500,449652,4565316.0,46348388.0
2006-09-28,99300,100500,98800,100000,297847,4634839.0,46348388.0
2006-09-29,101000,101500,99300,99300,215712,4602395.0,46348388.0
2006-10-02,98900,99700,98900,99100,189908,4593125.0,46348388.0
2006-10-04,98300,98600,91300,93000,954210,4310400.0,46348388.0
2006-10-09,92400,95200,89000,92800,1053292,4301130.0,46348388.0
2006-10-10,93900,94600,92700,93000,350857,4310400.0,46348388.0
2006-10-11,91500,94200,90800,91800,367177,4254782.0,46348388.0
2006-10-12,92799,94500,92200,93700,314761,4342844.0,46348388.0
2006-10-13,94700,96399,93500,93500,278991,4333574.0,46348388.0
2006-10-16,95000,95700,94200,95100,220312,4407732.0,46348388.0
2006-10-17,96200,96300,94400,95300,263460,4417001.0,46348388.0
2006-10-18,95299,95299,93900,94500,274830,4379923.0,46348388.0
2006-10-19,94100,94900,93700,93700,243612,4342844.0,46348388.0
2006-10-20,92500,93700,90500,91100,671505,4222338.0,46348388.0
2006-10-23,92000,92300,91100,92200,318174,4273321.0,46348388.0
2006-10-24,93400,93500,91600,91800,372446,4254782.0,46348388.0
2006-10-25,91400,92500,91400,91900,280423,4259417.0,46348388.0
2006-10-26,91900,94999,91300,94400,641671,4375288.0,46348388.0
2006-10-27,94900,95799,93300,94800,266878,4393827.0,46348388.0
2006-10-30,93300,94100,91100,91100,343224,4222338.0,46348388.0
2006-10-31,91900,93900,91700,93500,217419,4333574.0,46348388.0
2006-11-01,93900,94599,92300,94000,209268,4356748.0,46348388.0
2006-11-02,93500,96900,93200,96900,413129,4491159.0,46348388.0
2006-11-03,98500,101200,98400,100900,662354,4676552.0,46348388.0
2006-11-06,101999,102200,99800,101700,370094,4713631.0,46348388.0
2006-11-07,101799,102000,99200,99800,193778,4625569.0,46348388.0
2006-11-08,99200,101000,98200,98800,465228,4579221.0,46348388.0
2006-11-09,100000,101600,99600,101600,483529,4708996.0,46348388.0
2006-11-10,101399,101500,99900,100500,294016,4658013.0,46348388.0
2006-11-13,100500,103200,99599,103200,368027,4783154.0,46348388.0
2006-11-14,104200,104400,101800,104200,248696,4829502.0,46348388.0
2006-11-15,104999,106700,103000,103000,256958,4773884.0,46348388.0
2006-11-16,104100,104600,103100,103700,186135,4806328.0,46348388.0
2006-11-17,103400,106300,103400,105800,283026,4903659.0,46348388.0
2006-11-20,106700,109600,106500,107300,502562,4973182.0,46348388.0
2006-11-21,106199,107200,104300,105000,209637,4866581.0,46348388.0
2006-11-22,105800,106000,103699,105600,329026,4894390.0,46348388.0
2006-11-23,105000,105699,103800,105600,240569,4894390.0,46348388.0
2006-11-24,105100,105599,102900,102900,169653,4769249.0,46348388.0
2006-11-27,102800,103999,100900,101800,235379,4718266.0,46348388.0
2006-11-28,100000,100500,99700,99700,273889,4620934.0,46348388.0
2006-11-29,101600,105000,101000,105000,300296,4866581.0,46348388.0
2006-11-30,105700,107100,105200,105500,225419,4889755.0,46348388.0
2006-12-01,105700,108300,105498,107500,480073,4982452.0,46348388.0
2006-12-04,106399,107300,105800,106000,107153,4912929.0,46348388.0
2006-12-05,107000,108600,106700,107100,120235,4963912.0,46348388.0
2006-12-06,107800,110000,107600,110000,417096,5098323.0,46348388.0
2006-12-07,110300,112300,109900,109900,282130,5093688.0,46348388.0
2006-12-08,109000,110000,108100,110000,132936,5098323.0,46348388.0
2006-12-11,110100,111400,108900,111000,144393,5144671.0,46348388.0
2006-12-12,110900,113200,107500,110000,365297,5098323.0,46348388.0
2006-12-13,108400,111000,107400,111000,180298,5144671.0,46348388.0
2006-12-14,109999,113200,109999,111700,204168,5177115.0,46348388.0
2006-12-15,113700,113700,111900,112900,178287,5232733.0,46348388.0
2006-12-18,113400,115699,113300,115500,208334,5353239.0,46348388.0
2006-12-19,115000,115500,112900,114200,165133,5292986.0,46348388.0
2006-12-20,113200,115200,112199,113500,166165,5260542.0,46348388.0
2006-12-21,113200,113300,110100,110100,244879,5102958.0,46348388.0
2006-12-22,109500,110200,108700,109300,186879,5065879.0,46348388.0
2006-12-26,109300,110100,105900,106500,192200,4936103.0,46348388.0
2006-12-27,106400,110300,106400,110300,196961,5112227.0,46348388.0
2006-12-28,111600,114500,111299,114100,245041,5288351.0,46348388.0
2007-01-02,115700,115899,114000,114500,212410,5306890.0,46348388.0
2007-01-03,114900,114900,111800,112200,211285,5200289.0,46348388.0
2007-01-04,113700,117000,113000,117000,681798,5422761.0,46348388.0
2007-01-05,119200,125200,117500,124300,650768,5761105.0,46348388.0
2007-01-08,122000,123000,118400,121500,283582,5631329.0,46348388.0
2007-01-09,121400,121400,118200,119500,206634,5538632.0,46348388.0
2007-01-10,119500,121800,115700,118100,298180,5473745.0,46348388.0
2007-01-11,119000,123700,119000,122000,361531,5654503.0,46348388.0
2007-01-12,121000,123300,119100,120000,281753,5561807.0,46348388.0
2007-01-15,120000,120800,117500,119400,248248,5533998.0,46348388.0
2007-01-16,118700,120600,117600,118800,224212,5506188.0,46348388.0
2007-01-17,119000,120600,117500,119000,237945,5515458.0,46348388.0
2007-01-18,119200,123700,119200,123300,310190,5714756.0,46348388.0
2007-01-19,123700,128300,121600,123000,685561,5700852.0,46348388.0
2007-01-22,123000,123000,119200,119800,208434,5552537.0,46348388.0
2007-01-23,119500,122000,119000,120500,206933,5584981.0,46348388.0
2007-01-24,121200,126300,121200,126300,293198,5853801.0,46348388.0
2007-01-25,130000,130000,126000,127000,394691,5886245.0,46348388.0
2007-01-26,125900,131000,125300,129700,398074,6011386.0,46348388.0
2007-01-29,131400,133600,130100,131000,310655,6071639.0,46348388.0
2007-01-30,129900,130900,127000,127800,205789,5923324.0,46348388.0
2007-01-31,127800,129300,123700,123700,242011,5733296.0,46348388.0
2007-02-01,125700,130600,125500,128300,424086,5946498.0,46348388.0
2007-02-02,129200,129500,126000,129000,546592,5978942.0,46348388.0
2007-02-05,130000,133100,127300,131000,540207,6071639.0,46348388.0
2007-02-06,131000,131500,128000,128000,385317,5932594.0,46348388.0
2007-02-07,128000,130900,126700,130800,347996,6062369.0,46348388.0
2007-02-08,130000,130100,127400,128400,175636,5951133.0,46348388.0
2007-02-09,128400,130600,128400,129200,234319,5988212.0,46348388.0
2007-02-12,127500,129100,125800,126800,372787,5876976.0,46348388.0
2007-02-13,128100,128900,123500,124000,570523,5747200.0,46348388.0
2007-02-14,126000,131900,126000,130500,643476,6048465.0,46348388.0
2007-02-15,132500,136400,131300,134700,447432,6243128.0,46348388.0
2007-02-16,134200,134300,131300,132600,170061,6145796.0,46348388.0
2007-02-20,134100,134100,130299,134000,254908,6210684.0,46348388.0
2007-02-21,132300,134200,129600,129700,353070,6011386.0,46348388.0
2007-02-22,130500,131100,128600,129000,370577,5978942.0,46348388.0
2007-02-23,129800,131500,129500,130000,260830,6025290.0,46348388.0
2007-02-26,130500,136300,130500,136000,405896,6303381.0,46348388.0
2007-02-27,137500,137500,135100,135500,286061,6280207.0,46348388.0
2007-02-28,128000,129800,126000,129000,780963,5978942.0,46348388.0
2007-03-02,127500,131400,127500,129900,275066,6020656.0,46348388.0
2007-03-05,127700,129600,123000,123200,372801,5710121.0,46348388.0
2007-03-06,123200,128700,123200,128300,351695,5946498.0,46348388.0
2007-03-07,130200,132700,129300,130400,233716,6043830.0,46348388.0
2007-03-08,129000,134000,129000,132100,260958,6122622.0,46348388.0
2007-03-09,133000,133900,129800,132200,159049,6127257.0,46348388.0
2007-03-12,133800,135100,132700,135100,173514,6261667.0,46348388.0
2007-03-13,135500,139600,135500,138000,316888,6396078.0,46348388.0
2007-03-14,134500,135400,132700,134100,219804,6215319.0,46348388.0
2007-03-15,137000,137200,135300,136400,293652,6321920.0,46348388.0
2007-03-16,136400,138700,135300,137400,180672,6368269.0,46348388.0
2007-03-19,136400,139500,136400,139000,140015,6442426.0,46348388.0
2007-03-20,140000,140900,138800,139700,228826,6474870.0,46348388.0
2007-03-21,139700,140900,137300,138000,235193,6396078.0,46348388.0
2007-03-22,138500,140400,138500,139000,154805,6442426.0,46348388.0
2007-03-23,140500,140700,135500,135600,238123,6284841.0,46348388.0
2007-03-26,134500,136500,133900,134300,157824,6224589.0,46348388.0
2007-03-27,132500,134600,130500,133000,194571,6164336.0,46348388.0
2007-03-28,134800,137500,134000,137300,278949,6363634.0,46348388.0
2007-03-29,138000,138400,136300,138200,141578,6405347.0,46348388.0
2007-03-30,139500,139600,136900,138000,113176,6396078.0,46348388.0
2007-04-02,135200,139200,135200,139000,171876,6442426.0,46348388.0
2007-04-03,137800,139500,137000,137400,162199,6368269.0,46348388.0
2007-04-04,139400,142000,138700,141600,319490,6562932.0,46348388.0
2007-04-05,142400,142400,139900,140400,121620,6507314.0,46348388.0
2007-04-06,140400,140700,138500,138900,118180,6646143.0,47848399.0
2007-04-09,138600,141000,138000,138000,115124,6603079.0,47848399.0
2007-04-10,140000,142000,138100,140100,1158945,6703561.0,47848399.0
2007-04-11,140000,140200,138600,140200,155571,6708346.0,47848399.0
2007-04-12,140200,140400,139000,139500,105249,6674852.0,47848399.0
2007-04-13,139500,142100,139500,141700,175995,6780118.0,47848399.0
2007-04-16,142400,145000,141300,145000,269568,6938018.0,47848399.0
2007-04-17,146400,150800,144700,150600,394429,7205969.0,47848399.0
2007-04-18,150600,155600,150600,152500,400056,7296881.0,47848399.0
2007-04-19,151000,152000,146500,148000,206684,7081563.0,47848399.0
2007-04-20,148000,150200,147900,150000,174041,7177260.0,47848399.0
2007-04-23,150200,153900,148900,148900,287330,7124627.0,47848399.0
2007-04-24,147000,150200,146400,148800,356672,7119842.0,47848399.0
2007-04-25,147100,148800,142200,144400,457342,6909309.0,47848399.0
2007-04-26,143000,149900,143000,147500,441987,7057639.0,47848399.0
2007-04-27,148400,149700,144100,144800,384970,6928448.0,47848399.0
2007-04-30,144800,147700,144800,147000,357963,7033715.0,47848399.0
2007-05-02,147000,149800,146300,148500,345710,7105487.0,47848399.0
2007-05-03,148600,149600,146000,146000,303087,6985866.0,47848399.0
2007-05-04,146000,151000,146000,150000,437986,7177260.0,47848399.0
2007-05-07,153000,157900,151000,154100,382548,7373438.0,47848399.0
2007-05-08,152000,153400,150000,152500,258617,7296881.0,47848399.0
2007-05-09,152000,154600,150700,154000,250741,7368653.0,47848399.0
2007-05-10,158500,159800,152900,154200,469277,7378223.0,47848399.0
2007-05-11,155700,157700,153800,156800,302236,7502629.0,47848399.0
2007-05-14,158500,159600,157600,159300,183386,7622250.0,47848399.0
2007-05-15,159000,163400,158600,161500,277257,7727516.0,47848399.0
2007-05-16,162900,164300,159200,160000,188685,7655744.0,47848399.0
2007-05-17,161000,163000,160000,160900,115060,7698807.0,47848399.0
2007-05-18,160800,160800,158600,160000,165533,7655744.0,47848399.0
2007-05-21,160000,160000,156500,158500,214649,7583971.0,47848399.0
2007-05-22,158500,161100,158200,158500,141924,7583971.0,47848399.0
2007-05-23,161000,161200,159000,159800,259941,7646174.0,47848399.0
2007-05-25,158600,158800,155500,156500,257210,7488274.0,47848399.0
2007-05-28,159700,159700,157500,158100,120212,7564832.0,47848399.0
2007-05-29,160000,162400,159200,161500,258764,7727516.0,47848399.0
2007-05-30,163900,169200,163300,168000,377190,8038531.0,47848399.0
2007-05-31,169900,177000,167900,177000,234059,8469167.0,47848399.0
2007-06-01,180900,186300,179400,181000,677318,8660560.0,47848399.0
2007-06-04,181000,182600,175000,175800,323502,8411749.0,47848399.0
2007-06-05,176800,177900,174500,177700,146615,8502661.0,47848399.0
2007-06-07,176000,176500,174100,175500,261076,8397394.0,47848399.0
2007-06-08,173900,174500,171500,174000,198768,8325621.0,47848399.0
2007-06-11,174000,176400,170000,171200,218670,8191646.0,47848399.0
2007-06-12,173000,176400,170000,170900,207533,8177291.0,47848399.0
2007-06-13,171200,172300,166000,168200,476313,8048101.0,47848399.0
2007-06-14,172000,176900,168500,176400,345818,8440458.0,47848399.0
2007-06-15,180000,181400,176500,177700,233689,8502661.0,47848399.0
2007-06-18,181000,181000,178100,179000,166753,8564863.0,47848399.0
2007-06-19,179900,179900,175700,176700,181387,8454812.0,47848399.0
2007-06-20,178000,179700,172000,172500,298948,8253849.0,47848399.0
2007-06-21,172500,173900,169700,170500,266886,8158152.0,47848399.0
2007-06-22,172000,174300,169000,170500,211479,8158152.0,47848399.0
2007-06-25,170000,170200,163300,165000,311610,7894986.0,47848399.0
2007-06-26,165700,168100,164800,164900,233804,7890201.0,47848399.0
2007-06-27,165800,166000,160100,161000,231213,7703592.0,47848399.0
2007-06-28,163500,167900,163000,167500,252837,8014607.0,47848399.0
2007-06-29,167500,169700,165000,168500,379937,8062455.0,47848399.0
2007-07-02,165500,169100,165200,168100,125782,8043316.0,47848399.0
2007-07-03,170000,173400,169100,170600,193798,8162937.0,47848399.0
2007-07-04,172900,175500,172000,175500,229222,8397394.0,47848399.0
2007-07-05,175500,178000,172800,173000,104430,8277773.0,47848399.0
2007-07-06,174000,175100,171100,175000,141257,8373470.0,47848399.0
2007-07-09,177400,177400,168900,170900,237333,8177291.0,47848399.0
2007-07-10,169500,171500,165300,167000,265370,7990683.0,47848399.0
2007-07-11,167000,171000,166200,170000,194699,8134228.0,47848399.0
2007-07-12,174100,175600,172300,173300,202246,8292128.0,47848399.0
2007-07-13,175000,176400,169800,170000,292137,8134228.0,47848399.0
2007-07-16,170000,172400,167100,168800,175577,8076810.0,47848399.0
2007-07-18,168800,171000,168400,169900,235220,8129443.0,47848399.0
2007-07-19,171000,173500,169000,170200,198903,8143798.0,47848399.0
2007-07-20,170700,171100,167100,167300,574691,8005037.0,47848399.0
2007-07-23,166800,167500,163800,163800,284596,7837568.0,47848399.0
2007-07-24,164300,165500,158300,160000,460820,7655744.0,47848399.0
2007-07-25,157100,165400,156700,164900,272260,7890201.0,47848399.0
2007-07-26,167300,169800,166000,168100,276803,8043316.0,47848399.0
2007-07-27,162000,166000,161000,163000,283758,7799289.0,47848399.0
2007-07-30,160000,161000,157200,159400,288215,7627035.0,47848399.0
2007-07-31,162900,169900,161000,169900,250582,8129443.0,47848399.0
2007-08-01,169900,172500,165500,169000,206576,8086379.0,47848399.0
2007-08-02,171000,173000,163000,165000,162932,7894986.0,47848399.0
