세아베스틸(001430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-31,128504,128504,128504,128503,0,,
1999-04-01,128504,128504,128504,128503,0,,
1999-04-02,128504,128504,128504,128503,0,,
1999-04-06,128504,128504,128504,128503,0,,
1999-04-07,128504,128504,128504,128503,0,,
1999-04-08,109228,109228,109228,109228,12440,6263.0,1228079.0
1999-04-09,93380,95735,92951,92951,68650,5330.0,1228079.0
1999-04-12,92951,106872,92951,106872,35990,6128.0,1228079.0
1999-04-13,107087,116724,107087,109228,45540,6263.0,1228079.0
1999-04-14,109657,125506,109657,125505,49430,7197.0,1228079.0
1999-04-15,144139,144139,125506,130645,53320,7491.0,1228079.0
1999-04-16,132787,132787,128504,128503,31840,7368.0,1228079.0
1999-04-19,124220,141354,124220,139212,42110,7983.0,1228079.0
1999-04-20,139213,139213,128504,129574,22190,7430.0,1228079.0
1999-04-21,129575,129575,119937,119937,30000,6877.0,1228079.0
1999-04-22,128290,128504,119937,120151,8310,6890.0,1228079.0
1999-04-23,123150,123150,120151,120151,13540,6890.0,1228079.0
1999-04-26,115654,128504,113512,128503,12320,7368.0,1228079.0
1999-04-27,125934,127005,125720,127004,27230,7283.0,1228079.0
1999-04-28,124220,124220,109228,113725,11000,6521.0,1228079.0
1999-04-29,117795,128290,114583,128289,22790,7356.0,1228079.0
1999-04-30,128290,128290,114797,118866,6940,6816.0,1228079.0
1999-05-03,118866,119937,115654,117795,13180,6754.0,1228079.0
1999-05-04,117795,117795,115225,116724,14860,6693.0,1228079.0
1999-05-06,114797,126362,114797,126362,24680,7246.0,1228079.0
1999-05-07,122079,122079,116724,117795,11780,6754.0,1228079.0
1999-05-10,115868,116082,113512,115653,15210,6632.0,1228079.0
1999-05-11,109228,117581,109228,115653,12490,6632.0,1228079.0
1999-05-12,114583,114583,109657,111584,7510,6398.0,1228079.0
1999-05-13,107087,109228,107087,107086,12570,6140.0,1228079.0
1999-05-14,108157,108157,104945,105159,6220,6030.0,1228079.0
1999-05-17,106016,106016,99591,99590,1780,5711.0,1228079.0
1999-05-18,98520,107087,98520,107086,35360,164889.0,32977799.0
1999-05-19,107087,107087,104945,106015,10430,163240.0,32977799.0
1999-05-20,99591,100983,96378,96377,4150,148400.0,32977799.0
1999-05-21,85669,94022,85669,89952,1950,138507.0,32977799.0
1999-05-24,91024,91024,87811,87811,4140,135209.0,32977799.0
1999-05-25,79458,85669,79458,82456,3280,126965.0,32977799.0
1999-05-26,81386,87811,77745,87811,23120,135209.0,32977799.0
1999-05-27,85669,85669,83528,85669,16600,131911.0,32977799.0
1999-05-28,85669,85669,84598,84598,6640,130262.0,32977799.0
1999-05-31,85669,97235,85669,91023,5270,140156.0,32977799.0
1999-06-01,92094,92094,92094,92094,4870,141805.0,32977799.0
1999-06-02,80529,92094,80529,92094,6920,141805.0,32977799.0
1999-06-03,92094,94236,92094,92094,6120,141805.0,32977799.0
1999-06-04,93165,98520,90167,90166,3900,138837.0,32977799.0
1999-06-07,92523,96378,88239,94664,18450,145762.0,32977799.0
1999-06-08,88882,92094,88025,89952,6390,138507.0,32977799.0
1999-06-09,92094,94236,89953,89952,10100,138507.0,32977799.0
1999-06-10,83528,92094,83528,89952,12700,138507.0,32977799.0
1999-06-11,87061,89953,87061,87382,6220,134549.0,32977799.0
1999-06-14,87383,91024,87383,89738,9370,138177.0,32977799.0
1999-06-15,89953,89953,85669,89952,12670,138507.0,32977799.0
1999-06-16,89953,89953,87811,89738,6910,138177.0,32977799.0
1999-06-17,92094,92094,87811,88988,8550,137023.0,32977799.0
1999-06-18,88989,92094,88989,92094,15280,141805.0,32977799.0
1999-06-21,99376,99376,85883,85883,36390,132241.0,32977799.0
1999-06-22,89953,92202,89953,91023,18540,140156.0,32977799.0
1999-06-23,91452,96378,85669,94236,36920,145102.0,32977799.0
1999-06-24,89310,94236,89310,94236,20300,145102.0,32977799.0
1999-06-25,96378,96378,89953,89952,9620,138507.0,32977799.0
1999-06-28,87811,92094,87811,88881,5860,136858.0,32977799.0
1999-06-29,90595,91024,89203,89952,15700,138507.0,32977799.0
1999-06-30,89953,89953,87811,87811,6300,135209.0,32977799.0
1999-07-01,85669,88239,85669,86954,8770,133890.0,32977799.0
1999-07-02,86954,86954,84598,85669,17240,131911.0,32977799.0
1999-07-05,85669,89739,85134,85669,20970,131911.0,32977799.0
1999-07-06,87490,89524,87490,88239,18960,135869.0,32977799.0
1999-07-07,87811,87811,86098,86954,17530,133890.0,32977799.0
1999-07-08,85776,92094,85776,86954,37970,133890.0,32977799.0
1999-07-09,91024,91024,87811,89952,33660,138507.0,32977799.0
1999-07-12,103446,103446,91131,103445,56520,159283.0,32977799.0
1999-07-13,106872,118866,106872,118866,287990,183027.0,32977799.0
1999-07-14,128076,128076,110299,110513,169050,170165.0,32977799.0
1999-07-15,111370,111370,96378,96592,52180,148730.0,32977799.0
1999-07-16,91024,102589,91024,100661,73610,154996.0,32977799.0
1999-07-19,106016,110942,106016,108157,83660,166538.0,32977799.0
1999-07-20,110942,111798,101090,104944,60070,161591.0,32977799.0
1999-07-21,100661,100876,94236,94236,25570,145102.0,32977799.0
1999-07-22,89953,94236,87811,94236,48370,145102.0,32977799.0
1999-07-23,92094,94236,89953,89952,64760,138507.0,32977799.0
1999-07-26,86098,86098,82885,82885,84590,127624.0,32977799.0
1999-07-27,85562,87490,84598,85669,40280,131911.0,32977799.0
1999-07-28,87704,87704,85027,85026,56240,130922.0,32977799.0
1999-07-29,85669,94236,85669,94236,91460,145102.0,32977799.0
1999-07-30,96378,96378,83956,86740,32640,133560.0,32977799.0
1999-08-02,85669,95307,85669,95307,50020,146751.0,32977799.0
1999-08-03,95200,95200,88025,89952,44570,138507.0,32977799.0
1999-08-04,96164,96164,89953,90809,33960,139826.0,32977799.0
1999-08-05,89953,89953,87061,87061,22510,134055.0,32977799.0
1999-08-06,87597,90167,85776,90166,22650,138837.0,32977799.0
1999-08-09,87811,87811,86740,87811,19000,135209.0,32977799.0
1999-08-10,86098,93594,85669,91023,92470,140156.0,32977799.0
1999-08-11,91024,91024,86740,88881,31820,136858.0,32977799.0
1999-08-12,88882,88882,86740,88881,48730,136858.0,32977799.0
1999-08-13,89953,89953,85669,87811,43200,135209.0,32977799.0
1999-08-16,85776,100983,83528,100982,155400,155490.0,32977799.0
1999-08-17,116082,116082,85883,88881,262530,136858.0,32977799.0
1999-08-18,89953,100661,86740,100661,106630,154996.0,32977799.0
1999-08-19,104945,107087,87811,99804,114450,153677.0,32977799.0
1999-08-20,102803,102803,96378,99804,46170,153677.0,32977799.0
1999-08-23,98520,99591,98306,98519,102040,151698.0,32977799.0
1999-08-24,100983,101732,96592,96592,58170,148730.0,32977799.0
1999-08-25,95950,98520,93165,97448,83620,150049.0,32977799.0
1999-08-26,100661,100661,93808,98519,52570,151698.0,32977799.0
1999-08-27,97020,97020,94236,94450,42770,145432.0,32977799.0
1999-08-30,94236,102803,94236,102803,75150,158293.0,32977799.0
1999-08-31,107087,107087,99591,107086,220330,164889.0,32977799.0
1999-09-01,104945,104945,96699,96699,104160,148895.0,32977799.0
1999-09-02,96378,102803,93165,94236,65380,145102.0,32977799.0
1999-09-03,91238,95307,91024,91023,65320,140156.0,32977799.0
1999-09-06,97449,97449,92094,97448,72190,150049.0,32977799.0
1999-09-07,97770,98520,94450,96056,39220,147905.0,32977799.0
1999-09-08,97449,97449,92737,93165,28520,143453.0,32977799.0
1999-09-09,92737,95307,91024,92308,25900,142134.0,32977799.0
1999-09-10,89953,93380,89953,93379,37750,143783.0,32977799.0
1999-09-13,93380,93380,91024,91130,21930,140321.0,32977799.0
1999-09-14,91024,94236,89953,92094,32890,141805.0,32977799.0
1999-09-15,92094,92094,89739,89738,56800,138177.0,32977799.0
1999-09-16,88882,89739,86740,86740,66700,133560.0,32977799.0
1999-09-17,85991,86740,84277,85669,62890,131911.0,32977799.0
1999-09-20,83742,85669,83742,84705,50840,130427.0,32977799.0
1999-09-21,85455,85669,83742,84812,55370,130592.0,32977799.0
1999-09-22,84813,84813,82564,83527,49870,128613.0,32977799.0
1999-09-27,83313,83313,79244,80100,19230,123337.0,32977799.0
1999-09-28,79244,79244,74961,74960,74770,115422.0,32977799.0
1999-09-29,76460,79244,75924,75924,50680,116906.0,32977799.0
1999-09-30,76353,78602,75924,75924,34320,116906.0,32977799.0
1999-10-01,75068,75068,66394,66607,46860,102561.0,32977799.0
1999-10-04,70677,70677,67036,69713,24440,107343.0,32977799.0
1999-10-05,68750,71641,68750,68749,19640,105859.0,32977799.0
1999-10-06,66180,70677,66180,70570,23020,108662.0,32977799.0
1999-10-07,70677,72176,70463,71748,34080,110476.0,32977799.0
1999-10-08,73033,73033,70463,72176,23550,111135.0,32977799.0
1999-10-11,71962,76031,70677,76031,16140,119773.0,33738805.0
1999-10-12,76460,77531,74746,74960,28420,118086.0,33738805.0
1999-10-13,73033,74961,72819,74425,17370,117242.0,33738805.0
1999-10-14,72819,74854,71962,73996,15040,116568.0,33738805.0
1999-10-15,72819,74318,72819,72818,15100,114712.0,33738805.0
1999-10-18,72926,72926,67036,67036,13890,105602.0,33738805.0
1999-10-19,68535,70035,67465,68535,15350,107964.0,33738805.0
1999-10-20,70463,71641,70463,70462,12820,111001.0,33738805.0
1999-10-21,72819,72819,70249,70248,20280,110663.0,33738805.0
1999-10-22,68964,69820,67036,67036,9480,105602.0,33738805.0
1999-10-25,69392,69392,62110,62110,25320,97843.0,33738805.0
1999-10-26,64466,64466,58041,61039,28860,96156.0,33738805.0
1999-10-27,61789,63181,60504,63181,23130,99529.0,33738805.0
1999-10-28,64252,64252,60183,61146,4450,96324.0,33738805.0
1999-10-29,61039,68535,60076,64251,27410,101216.0,33738805.0
1999-11-01,64680,66394,64252,66393,12360,104590.0,33738805.0
1999-11-02,67465,68428,64466,66179,14850,104253.0,33738805.0
1999-11-03,66180,66394,64680,65751,19290,103578.0,33738805.0
1999-11-04,66394,66394,64680,66179,16050,104253.0,33738805.0
1999-11-05,68107,68214,65751,68214,25420,107458.0,33738805.0
1999-11-08,71641,71748,70463,71533,39720,112688.0,33738805.0
1999-11-09,71534,71748,70677,70677,25240,111338.0,33738805.0
1999-11-10,70677,74961,70677,70677,17470,111338.0,33738805.0
1999-11-11,70463,70463,64680,69606,34390,109651.0,33738805.0
1999-11-12,69499,69499,65109,65322,29750,102903.0,33738805.0
1999-11-15,64252,66394,64252,65215,12200,102735.0,33738805.0
1999-11-16,64894,65644,64038,64251,20150,101216.0,33738805.0
1999-11-17,65216,65216,63609,64251,24580,101216.0,33738805.0
1999-11-18,64252,64252,63181,64251,21150,101216.0,33738805.0
1999-11-19,64252,64252,63181,63181,16790,99529.0,33738805.0
1999-11-22,62753,62753,60611,62324,17400,98180.0,33738805.0
1999-11-23,63395,66394,62753,64894,38740,102229.0,33738805.0
1999-11-24,66394,74532,66394,74532,131400,117411.0,33738805.0
1999-11-25,74318,74318,64894,66607,41380,104928.0,33738805.0
1999-11-26,64252,64466,62110,63181,32880,99529.0,33738805.0
1999-11-29,63395,63395,60397,60396,13200,95143.0,33738805.0
1999-11-30,61146,64252,61039,61039,12180,96156.0,33738805.0
1999-12-01,61039,65323,59969,65322,22130,102903.0,33738805.0
1999-12-02,64252,65323,61039,64251,19740,101216.0,33738805.0
1999-12-03,66180,68535,66180,68535,41490,107964.0,33738805.0
1999-12-06,70677,74961,70677,74960,84520,118086.0,33738805.0
1999-12-07,74318,74318,64252,67464,31790,106277.0,33738805.0
1999-12-08,68750,69606,64145,66393,39320,104590.0,33738805.0
1999-12-09,66394,74961,66394,70891,69740,111675.0,33738805.0
1999-12-10,71748,79244,71748,74960,92830,118086.0,33738805.0
1999-12-13,75603,79244,67465,67464,98260,106277.0,33738805.0
1999-12-14,68535,68535,65323,66393,80860,104590.0,33738805.0
1999-12-15,68535,68535,63181,63288,38170,99698.0,33738805.0
1999-12-16,64252,64252,62110,63181,39660,99529.0,33738805.0
1999-12-17,62110,64252,62110,62110,24980,97843.0,33738805.0
1999-12-20,61146,63074,61146,61146,25230,96324.0,33738805.0
1999-12-21,61254,61254,55899,58897,26130,92782.0,33738805.0
1999-12-22,59969,59969,55471,55685,42130,87721.0,33738805.0
1999-12-23,47332,52044,47332,50544,31080,79624.0,33738805.0
1999-12-24,50545,53757,50545,53757,11500,84684.0,33738805.0
1999-12-27,49688,51402,49688,51187,42350,80636.0,33738805.0
1999-12-28,43584,53543,43584,53543,28370,84347.0,33738805.0
2000-01-04,45512,53329,45512,53329,6620,84010.0,33738805.0
2000-01-05,49260,52472,49260,50330,6070,79286.0,33738805.0
2000-01-06,51616,53543,46261,47118,18770,74225.0,33738805.0
2000-01-07,46047,46047,44976,45404,35850,71765.0,33851447.0
2000-01-10,42835,48189,42835,48188,10400,76166.0,33851447.0
2000-01-11,48189,50331,48189,49045,4130,77520.0,33851447.0
2000-01-12,46261,50331,46261,47118,7370,74473.0,33851447.0
2000-01-13,43263,47118,43263,45404,3210,71765.0,33851447.0
2000-01-14,43263,48189,43263,44976,7040,71088.0,33851447.0
2000-01-17,44976,49260,44976,45618,10860,72104.0,33851447.0
2000-01-18,47332,47332,44976,45083,16510,71257.0,33851447.0
2000-01-19,45191,45191,40907,42834,4670,67703.0,33851447.0
2000-01-20,44976,44976,36838,40692,6640,64318.0,33851447.0
2000-01-21,41121,42835,41121,42620,6160,67364.0,33851447.0
2000-01-24,42835,44976,40479,40478,5930,63979.0,33851447.0
2000-01-25,39622,42406,38765,39193,5140,61948.0,33851447.0
2000-01-26,38980,41764,38980,39622,2180,62625.0,33851447.0
2000-01-27,39622,42835,39622,41335,7240,65333.0,33851447.0
2000-01-28,41335,42835,41335,42834,5910,67703.0,33851447.0
2000-01-31,42620,42620,40907,41549,4780,65672.0,33851447.0
2000-02-01,41121,41121,40050,40692,12540,64318.0,33851447.0
2000-02-02,40693,41764,38551,40692,10680,64318.0,33851447.0
2000-02-03,40693,40907,39622,40692,14350,64318.0,33851447.0
2000-02-07,46797,46797,43906,44976,16950,71088.0,33851447.0
2000-02-08,50973,50973,43049,44976,15330,71088.0,33851447.0
2000-02-09,42942,42942,40907,42834,6150,67703.0,33851447.0
2000-02-10,40693,42835,40479,40692,6590,64318.0,33851447.0
2000-02-11,40693,41764,40050,40692,10470,64318.0,33851447.0
2000-02-14,44976,44976,34589,38551,15380,60933.0,33851447.0
2000-02-15,38551,39622,37480,38658,15650,61102.0,33851447.0
2000-02-16,35981,38551,33197,33196,17860,52470.0,33851447.0
2000-02-17,36409,38016,36195,38015,14480,60086.0,33851447.0
2000-02-18,38658,43691,38658,39836,48700,62964.0,33851447.0
2000-02-21,38551,38551,33946,35338,33060,55855.0,33851447.0
2000-02-22,34482,35339,34482,35338,9390,55855.0,33851447.0
2000-02-23,35339,37266,35339,37266,17720,58902.0,33851447.0
2000-02-24,36838,36838,34268,35338,13370,55855.0,33851447.0
2000-02-25,34482,36409,34054,36409,28690,57547.0,33851447.0
2000-02-28,36195,36624,36195,36409,3030,57547.0,33851447.0
2000-02-29,37480,39408,36409,38872,17090,61440.0,33851447.0
2000-03-02,39194,39194,37052,38765,10200,61271.0,33851447.0
2000-03-03,36624,38337,36302,36302,5740,57378.0,33851447.0
2000-03-06,35446,37909,35446,37694,4680,59579.0,33851447.0
2000-03-07,37694,38551,37480,37908,22330,59917.0,33851447.0
2000-03-08,38551,38980,37480,38872,20190,61440.0,33851447.0
2000-03-09,33197,38337,33197,36837,31290,58224.0,33851447.0
2000-03-10,36409,36731,36409,36623,45330,57886.0,33851447.0
2000-03-13,36838,40050,36838,39193,64090,61948.0,33851447.0
2000-03-14,38337,42835,37266,37266,61370,58902.0,33851447.0
2000-03-15,37266,39622,37052,37051,57280,58563.0,33851447.0
2000-03-16,36409,36624,34268,34374,35910,54332.0,33851447.0
2000-03-17,34696,35874,34375,34588,50780,54670.0,33851447.0
2000-03-20,34268,37480,34268,34910,44760,55178.0,33851447.0
2000-03-21,35231,35231,34268,34696,22460,54839.0,33851447.0
2000-03-22,34803,35339,34268,34910,11780,55178.0,33851447.0
2000-03-23,34803,35767,34803,35766,17780,56532.0,33851447.0
2000-03-24,34482,35553,34375,35552,15130,56193.0,33851447.0
2000-03-27,37480,37480,35660,35659,28260,56363.0,33851447.0
2000-03-28,35660,35660,34803,34803,13550,55009.0,33851447.0
2000-03-29,34054,34268,30198,32233,189600,50946.0,33851447.0
2000-03-30,31162,31912,30198,30519,29380,48238.0,33851447.0
2000-03-31,30734,31805,30734,31697,23030,50100.0,33851447.0
2000-04-03,31591,31912,31269,31697,26930,50100.0,33851447.0
2000-04-04,31483,31483,29984,30519,37110,48238.0,33851447.0
2000-04-06,35017,35017,34803,35017,108740,55347.0,33851447.0
2000-04-07,40265,40265,40265,40264,189920,63641.0,33851447.0
2000-04-10,46261,46261,46261,46261,70590,73119.0,33851447.0
2000-04-11,53115,53115,39408,39407,252670,62287.0,33851447.0
2000-04-12,39622,41228,36517,36837,96680,58224.0,33851447.0
2000-04-14,37694,38123,35339,36409,73910,57547.0,33851447.0
2000-04-17,36195,37052,32340,34267,78770,54162.0,33851447.0
2000-04-18,35767,35981,34268,35124,40670,55516.0,33851447.0
2000-04-19,34910,37266,34696,35124,23170,55516.0,33851447.0
2000-04-20,34482,37480,34482,37480,48210,59240.0,33851447.0
2000-04-21,36409,37694,36409,37587,19830,59409.0,33851447.0
2000-04-24,37373,37373,36409,36409,17630,57547.0,33851447.0
2000-04-25,36409,36409,34268,34267,15840,54162.0,33851447.0
2000-04-26,34482,34482,32554,33196,23230,52470.0,33851447.0
2000-04-27,33197,33411,32554,32554,20400,51454.0,33851447.0
2000-04-28,31055,33625,31055,33625,22050,53147.0,33851447.0
2000-05-02,32126,34054,30841,32768,17980,51793.0,33851447.0
2000-05-03,33197,33197,29984,29984,76840,47392.0,33851447.0
2000-05-04,30948,33197,29984,31055,194390,49085.0,33851447.0
2000-05-08,32769,32769,30948,30948,243590,48915.0,33851447.0
2000-05-09,31376,31376,30413,30412,144860,48069.0,33851447.0
2000-05-10,30627,31269,30627,30840,71500,48746.0,33851447.0
2000-05-12,31269,35231,30091,35231,76520,55686.0,33851447.0
2000-05-15,32126,32233,30734,31055,33650,49085.0,33851447.0
2000-05-16,30413,31055,29984,30626,34740,48408.0,33851447.0
2000-05-17,30091,30413,26557,26557,73630,41976.0,33851447.0
2000-05-18,26343,26343,22702,22702,55380,35883.0,33851447.0
2000-05-19,24416,24416,21417,22059,34380,34867.0,33851447.0
2000-05-22,20454,21417,19811,20132,89730,31820.0,33851447.0
2000-05-23,20346,21310,20346,20560,40040,32497.0,33851447.0
2000-05-24,18205,22488,18205,22488,35920,35544.0,33851447.0
2000-05-25,22702,23559,22702,23559,94520,37237.0,33851447.0
2000-05-26,23238,23238,20775,20988,55820,33174.0,33851447.0
2000-05-29,21096,21096,19918,20560,36780,32497.0,33851447.0
2000-05-30,20775,21417,20775,20988,76940,33174.0,33851447.0
2000-05-31,22381,23559,22381,23559,132450,37237.0,33851447.0
2000-06-01,23559,23559,22274,22488,37150,35544.0,33851447.0
2000-06-02,21739,23345,21739,23344,66120,36898.0,33851447.0
2000-06-05,22381,26343,22381,25272,84200,39945.0,33851447.0
2000-06-07,25594,25915,23987,24844,40890,39268.0,33851447.0
2000-06-08,25701,25701,24737,25486,83880,40283.0,33851447.0
2000-06-09,25701,25701,25380,25593,103420,40452.0,33851447.0
2000-06-12,26343,26343,25272,25272,101090,39945.0,33851447.0
2000-06-13,25058,25058,23559,23559,82250,37237.0,33851447.0
2000-06-14,23559,25272,23131,23773,46750,37575.0,33851447.0
2000-06-15,23131,23131,22488,22488,17440,35544.0,33851447.0
2000-06-16,22488,22488,21631,21631,18600,34190.0,33851447.0
2000-06-19,20775,20775,20025,20239,134840,31990.0,33851447.0
2000-06-20,20668,20668,19918,19918,144500,31482.0,33851447.0
2000-06-21,20346,20346,19276,19275,380990,30466.0,33851447.0
2000-06-22,20132,20132,19276,19489,171190,30805.0,33851447.0
2000-06-23,19490,19704,19061,19275,149500,30466.0,33851447.0
2000-06-26,19383,19918,19383,19703,87390,31143.0,33851447.0
2000-06-27,19918,20132,19490,20132,104410,31820.0,33851447.0
2000-06-28,20561,23131,20561,21417,240910,33851.0,33851447.0
2000-06-29,21524,21846,20775,21203,109690,33513.0,33851447.0
2000-06-30,21096,21631,20989,21310,94310,33682.0,33851447.0
2000-07-03,21310,21310,20989,21310,50790,33682.0,33851447.0
2000-07-04,21203,21417,20775,21096,55490,33344.0,33851447.0
2000-07-05,20561,21417,20561,20881,67490,33005.0,33851447.0
2000-07-06,20989,21417,20775,21203,62880,33513.0,33851447.0
2000-07-07,21096,22488,21096,22274,106230,35206.0,33851447.0
2000-07-10,22274,22809,22167,22274,71690,35206.0,33851447.0
2000-07-11,22274,23345,22274,22488,138710,35544.0,33851447.0
2000-07-12,23024,24523,22917,23237,161700,36729.0,33851447.0
2000-07-13,23559,23559,21631,21631,76150,34190.0,33851447.0
2000-07-14,21524,22274,21524,21738,94490,34359.0,33851447.0
2000-07-18,21739,21739,20989,21417,57720,33851.0,33851447.0
2000-07-19,21203,21203,20561,20774,42590,32836.0,33851447.0
2000-07-20,20989,20989,20454,20560,33750,32497.0,33851447.0
2000-07-21,20561,20775,20346,20667,64450,32667.0,33851447.0
2000-07-24,20346,20346,19597,19596,54520,30974.0,33851447.0
2000-07-25,19169,19704,19061,19275,57740,30466.0,33851447.0
2000-07-26,19276,19704,19061,19275,46940,30466.0,33851447.0
2000-07-27,19383,20132,19276,20132,44350,31820.0,33851447.0
2000-07-28,20132,20561,19704,19703,30560,31143.0,33851447.0
2000-07-31,19704,19918,19383,19703,26900,31143.0,33851447.0
2000-08-01,19811,21846,19704,19703,133600,31143.0,33851447.0
2000-08-02,22488,22488,20775,21952,274200,34698.0,33851447.0
2000-08-03,21739,24844,21417,21417,345160,33851.0,33851447.0
2000-08-04,22488,22488,20989,21417,227580,33851.0,33851447.0
2000-08-07,21739,21739,20025,20774,198070,32836.0,33851447.0
2000-08-08,21203,22381,20775,20774,244590,32836.0,33851447.0
2000-08-09,20989,21417,20775,21310,132590,33682.0,33851447.0
2000-08-10,21739,21739,20454,21631,100410,34190.0,33851447.0
2000-08-11,21310,22274,21310,21417,106670,33851.0,33851447.0
2000-08-14,21739,24630,21631,24629,311030,38929.0,33851447.0
2000-08-16,25701,25701,23666,24629,339330,38929.0,33851447.0
2000-08-17,23559,23559,22167,22488,234650,35544.0,33851447.0
2000-08-18,22488,23773,22488,22916,154440,36221.0,33851447.0
2000-08-21,23773,24844,23559,24522,332030,38760.0,33851447.0
2000-08-22,23559,23987,22702,23666,224690,37406.0,33851447.0
2000-08-23,23345,24630,23131,24094,209480,38083.0,33851447.0
2000-08-24,25487,27628,24630,25486,569400,40283.0,33851447.0
2000-08-25,25487,25915,23987,23987,276940,37914.0,33851447.0
2000-08-28,23987,25487,23987,24415,142500,38591.0,33851447.0
2000-08-29,24416,25165,23987,24308,166760,38421.0,33851447.0
2000-08-30,24309,26772,24309,25700,282950,40622.0,33851447.0
2000-08-31,25701,25701,24309,24737,241590,39098.0,33851447.0
2000-09-01,24951,25165,23773,23773,129850,37575.0,33851447.0
2000-09-04,23880,23987,23131,23451,169180,37067.0,33851447.0
2000-09-05,24202,24951,23559,24201,182840,38252.0,33851447.0
2000-09-06,24202,25701,23666,25700,201320,40622.0,33851447.0
2000-09-07,26772,26772,24844,24844,248070,39268.0,33851447.0
2000-09-08,24630,25701,24416,25058,162420,39606.0,33851447.0
2000-09-14,25058,25915,24844,25914,178740,40960.0,33851447.0
2000-09-15,25487,29556,25487,26664,461560,42145.0,33851447.0
2000-09-18,26665,26665,22702,22702,342660,35883.0,33851447.0
2000-09-19,21631,22809,21203,21845,244940,34528.0,33851447.0
2000-09-20,22060,22917,21953,22488,232390,35544.0,33851447.0
2000-09-21,22702,22917,22060,22488,125610,35544.0,33851447.0
2000-09-22,22274,22274,20025,20025,220700,31651.0,33851447.0
2000-09-25,20454,20989,20346,20560,140970,32497.0,33851447.0
2000-09-26,20346,20561,19918,19918,111360,31482.0,33851447.0
2000-09-27,20454,20454,19704,19703,165870,31143.0,33851447.0
