한국제지(002300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-09-17,23900,24700,23100,24650,15630,123372.0,5004949.0
2002-09-18,24000,24500,23200,23500,27970,117616.0,5004949.0
2002-09-19,23700,24450,22600,23950,28540,119869.0,5004949.0
2002-09-23,23800,23800,23000,23100,4800,115614.0,5004949.0
2002-09-24,22700,23450,22700,23000,9360,115114.0,5004949.0
2002-09-25,22500,23250,22500,23000,10210,115114.0,5004949.0
2002-09-26,22800,23600,22600,22600,16360,113112.0,5004949.0
2002-09-27,23500,23500,22400,22400,8560,112111.0,5004949.0
2002-09-30,21500,22650,21300,21600,5110,108107.0,5004949.0
2002-10-01,21300,22300,20900,22000,4400,110109.0,5004949.0
2002-10-02,22400,22750,21850,21850,4360,109358.0,5004949.0
2002-10-04,22250,22300,21600,21800,4270,109108.0,5004949.0
2002-10-07,21850,22250,21300,21300,6830,106605.0,5004949.0
2002-10-08,21000,21950,21000,21600,5870,108107.0,5004949.0
2002-10-09,22000,22300,20450,21500,21320,107606.0,5004949.0
2002-10-10,21900,21900,19550,19550,21890,97847.0,5004949.0
2002-10-11,20050,20250,17350,18900,28160,94594.0,5004949.0
2002-10-14,19500,19600,19200,19500,11280,97597.0,5004949.0
2002-10-15,20000,20300,19500,20200,8230,101100.0,5004949.0
2002-10-16,20500,20900,19900,20300,24200,101600.0,5004949.0
2002-10-17,20300,20750,19900,20750,13330,103853.0,5004949.0
2002-10-18,21200,22800,21000,22800,20410,114113.0,5004949.0
2002-10-21,23100,23100,22150,22150,5780,110860.0,5004949.0
2002-10-22,22500,22750,21400,21700,22450,108607.0,5004949.0
2002-10-23,21700,22950,21700,22950,21410,114864.0,5004949.0
2002-10-24,22500,22800,21900,21900,7380,109608.0,5004949.0
2002-10-25,22000,22250,21300,21600,7080,108107.0,5004949.0
2002-10-28,21600,23000,21600,23000,15640,115114.0,5004949.0
2002-10-29,23000,23000,22000,22000,12020,110109.0,5004949.0
2002-10-30,22400,22400,21100,21150,13240,105855.0,5004949.0
2002-10-31,21300,21800,21150,21200,7080,106105.0,5004949.0
2002-11-01,20800,21500,20500,20600,7750,103102.0,5004949.0
2002-11-04,20800,21800,20800,21550,6400,107857.0,5004949.0
2002-11-05,21550,21550,20800,21100,4080,105604.0,5004949.0
2002-11-06,21200,22000,21200,21550,8070,107857.0,5004949.0
2002-11-07,21800,21800,21200,21400,8410,107106.0,5004949.0
2002-11-08,20900,21400,19200,20700,30750,103602.0,5004949.0
2002-11-11,21000,21000,19500,20000,21130,100099.0,5004949.0
2002-11-12,19700,20400,19300,19700,31090,98597.0,5004949.0
2002-11-13,19900,20200,19400,19500,24211,97597.0,5004949.0
2002-11-14,19500,19950,19500,19900,27940,99598.0,5004949.0
2002-11-15,20100,20400,20050,20300,14500,101600.0,5004949.0
2002-11-18,20050,20300,19800,20000,11610,100099.0,5004949.0
2002-11-19,19850,20200,19850,20050,12260,100349.0,5004949.0
2002-11-20,20150,20500,20000,20500,11480,102601.0,5004949.0
2002-11-21,20700,21500,20500,21100,31710,105604.0,5004949.0
2002-11-22,21200,21700,20450,20850,18360,104353.0,5004949.0
2002-11-25,21000,21500,20850,21300,14840,106605.0,5004949.0
2002-11-26,21000,21500,20850,20900,6570,104603.0,5004949.0
2002-11-27,20850,21250,20400,21200,8220,106105.0,5004949.0
2002-11-28,21300,21800,21250,21800,20520,109108.0,5004949.0
2002-11-29,21500,23000,21000,23000,31320,115114.0,5004949.0
2002-12-02,22800,22950,22000,22500,31128,112611.0,5004949.0
2002-12-03,22400,22750,22250,22750,17230,113863.0,5004949.0
2002-12-04,22100,22700,21700,21700,13700,108607.0,5004949.0
2002-12-05,21500,22200,21500,21900,9300,109608.0,5004949.0
2002-12-06,21600,21950,21400,21400,7130,107106.0,5004949.0
2002-12-09,21300,21750,21000,21000,10350,105104.0,5004949.0
2002-12-10,20700,21400,20600,20800,6400,104103.0,5004949.0
2002-12-11,21000,21200,20300,20300,13330,101600.0,5004949.0
2002-12-12,20500,20750,20500,20500,25952,102601.0,5004949.0
2002-12-13,20800,21000,20350,20600,13858,103102.0,5004949.0
2002-12-16,20400,20800,20150,20250,8930,101350.0,5004949.0
2002-12-17,20500,21200,20400,20600,15950,103102.0,5004949.0
2002-12-18,20450,20850,20300,20450,10011,102351.0,5004949.0
2002-12-20,20500,20750,20150,20400,12870,102101.0,5004949.0
2002-12-23,20600,20600,20000,20000,9739,100099.0,5004949.0
2002-12-24,20000,20100,19300,19550,10800,97847.0,5004949.0
2002-12-26,19550,19800,18550,19000,41390,95094.0,5004949.0
2002-12-27,18250,18500,17600,17700,45490,88588.0,5004949.0
2002-12-30,17700,17700,15500,17650,29210,88337.0,5004949.0
2003-01-02,17050,17600,16900,17200,9970,86085.0,5004949.0
2003-01-03,17600,18400,17500,18250,61158,91340.0,5004949.0
2003-01-06,18600,18600,17500,18200,19930,91090.0,5004949.0
2003-01-07,18700,18700,17600,17850,20450,89338.0,5004949.0
2003-01-08,18150,18500,17850,18400,24800,92091.0,5004949.0
2003-01-09,18400,18400,18000,18200,29660,91090.0,5004949.0
2003-01-10,18650,20000,18400,19200,91740,96095.0,5004949.0
2003-01-13,19100,20300,18600,20100,90904,100599.0,5004949.0
2003-01-14,20300,20400,19800,20150,16610,100850.0,5004949.0
2003-01-15,20200,20550,19000,19300,13590,96596.0,5004949.0
2003-01-16,19300,20200,19100,19800,31050,99098.0,5004949.0
2003-01-17,19350,19900,19350,19650,5530,98347.0,5004949.0
2003-01-20,18850,19500,18850,19300,19390,96596.0,5004949.0
2003-01-21,19200,19600,19150,19250,20374,96345.0,5004949.0
2003-01-22,19250,19750,19200,19450,16050,97346.0,5004949.0
2003-01-23,19900,20600,19300,20000,34686,100099.0,5004949.0
2003-01-24,20100,20550,19600,19600,22750,98097.0,5004949.0
2003-01-27,19000,19900,18500,18800,16570,94093.0,5004949.0
2003-01-28,19500,19700,18650,19150,5164,95845.0,5004949.0
2003-01-29,18850,19050,18200,18700,16180,93593.0,5004949.0
2003-01-30,18400,19200,18400,19150,2610,95845.0,5004949.0
2003-02-03,18700,19500,18700,19250,1660,96345.0,5004949.0
2003-02-04,19000,19400,18900,19250,1714,96345.0,5004949.0
2003-02-05,18750,19400,18750,19200,1520,96095.0,5004949.0
2003-02-06,18900,18900,18400,18450,2644,92341.0,5004949.0
2003-02-07,18250,18650,18250,18450,12620,92341.0,5004949.0
2003-02-10,18600,18600,17550,17600,13714,88087.0,5004949.0
2003-02-11,17800,17800,16800,17000,14950,85084.0,5004949.0
2003-02-12,17000,17150,16850,17000,18140,85084.0,5004949.0
2003-02-13,17000,17150,16650,16700,42170,83583.0,5004949.0
2003-02-14,17000,17100,16500,16950,17646,84834.0,5004949.0
2003-02-17,17200,17500,17200,17500,21280,87587.0,5004949.0
2003-02-18,17200,17550,17000,17500,19000,87587.0,5004949.0
2003-02-19,17550,17900,17400,17400,25190,87086.0,5004949.0
2003-02-20,17300,18500,17300,18500,32290,92592.0,5004949.0
2003-02-21,18200,18700,17650,18450,3740,92341.0,5004949.0
2003-02-24,18200,19300,18200,19100,14540,95595.0,5004949.0
2003-02-25,18700,19100,18300,18350,6460,91841.0,5004949.0
2003-02-26,18300,18700,18300,18700,3160,93593.0,5004949.0
2003-02-27,18300,18400,18050,18200,5750,91090.0,5004949.0
2003-02-28,18400,18400,17900,17900,3680,89589.0,5004949.0
2003-03-03,18200,18400,15250,18000,9810,90089.0,5004949.0
2003-03-04,17750,17750,17350,17400,2050,87086.0,5004949.0
2003-03-05,17450,17450,17000,17400,5680,87086.0,5004949.0
2003-03-06,17200,17450,16850,16850,2000,84333.0,5004949.0
2003-03-07,16950,17500,16100,16300,13900,81581.0,5004949.0
2003-03-10,16050,17800,16000,17000,7040,85084.0,5004949.0
2003-03-11,16400,17300,16200,17000,16770,85084.0,5004949.0
2003-03-12,17350,17950,16900,17900,6940,89589.0,5004949.0
2003-03-13,17650,17900,16800,17900,15860,89589.0,5004949.0
2003-03-14,18050,18200,17500,17850,4920,89338.0,5004949.0
2003-03-17,17300,17800,16500,16500,11470,82582.0,5004949.0
2003-03-18,16750,17550,16750,16900,3720,84584.0,5004949.0
2003-03-19,16950,17900,16950,17100,12590,85585.0,5004949.0
2003-03-20,17700,18300,17350,18300,6460,91591.0,5004949.0
2003-03-21,18050,18900,18000,18900,5350,94594.0,5004949.0
2003-03-24,18950,19500,18400,19100,17180,95595.0,5004949.0
2003-03-25,18800,18800,18300,18500,5990,92592.0,5004949.0
2003-03-26,18400,19300,18400,18550,5517,92842.0,5004949.0
2003-03-27,18900,20000,18350,19200,20270,96095.0,5004949.0
2003-03-28,19900,19900,18700,19500,7150,97597.0,5004949.0
2003-03-31,19000,19400,18950,19400,2140,97096.0,5004949.0
2003-04-01,19600,19600,18800,19000,3000,95094.0,5004949.0
2003-04-02,19000,19350,18400,18500,11750,92592.0,5004949.0
2003-04-03,19000,19100,18700,18750,19600,93843.0,5004949.0
2003-04-04,18300,20400,18300,20400,8770,102101.0,5004949.0
2003-04-07,20400,20500,19700,20250,7080,101350.0,5004949.0
2003-04-08,20450,20450,19800,20150,7780,100850.0,5004949.0
2003-04-09,20150,20150,19750,20000,13860,100099.0,5004949.0
2003-04-10,20250,20900,19600,20400,58970,102101.0,5004949.0
2003-04-11,20250,21250,20250,20300,9380,101600.0,5004949.0
2003-04-14,20700,20700,20000,20450,6780,102351.0,5004949.0
2003-04-15,20450,20950,20150,20200,5750,101100.0,5004949.0
2003-04-16,20300,21600,20300,21600,109650,108107.0,5004949.0
2003-04-17,21400,22450,21150,22450,13570,112361.0,5004949.0
2003-04-18,22450,23400,22000,23400,11340,117116.0,5004949.0
2003-04-21,23400,23450,22100,22700,22650,113612.0,5004949.0
2003-04-22,23250,23250,21550,23000,27470,115114.0,5004949.0
2003-04-23,23500,23500,22450,22500,17100,112611.0,5004949.0
2003-04-24,21900,22900,21750,22800,126080,114113.0,5004949.0
2003-04-25,22000,23000,21300,22700,13190,113612.0,5004949.0
2003-04-28,22700,23300,22000,23200,9080,116115.0,5004949.0
2003-04-29,23800,23900,22800,23900,15280,119618.0,5004949.0
2003-04-30,23400,24300,23250,24300,20180,121620.0,5004949.0
2003-05-02,24300,24300,23700,23950,17820,119869.0,5004949.0
2003-05-06,23500,23900,23350,23400,13960,117116.0,5004949.0
2003-05-07,23100,23500,22700,22850,18217,114363.0,5004949.0
2003-05-09,22950,23000,22450,22650,11600,113362.0,5004949.0
2003-05-12,22950,23200,22750,22950,33270,114864.0,5004949.0
2003-05-13,22850,23500,22100,22500,18160,112611.0,5004949.0
2003-05-14,22800,23150,22200,22500,8573,112611.0,5004949.0
2003-05-15,22800,23100,22150,23000,36367,115114.0,5004949.0
2003-05-16,23100,23150,22600,23000,39823,115114.0,5004949.0
2003-05-19,23000,23000,22100,22100,15470,110609.0,5004949.0
2003-05-20,21900,22500,21350,22400,73160,112111.0,5004949.0
2003-05-21,22700,23000,21950,22600,8670,113112.0,5004949.0
2003-05-22,22300,23150,22300,23000,24290,115114.0,5004949.0
2003-05-23,23300,23500,22800,23500,8420,117616.0,5004949.0
2003-05-26,23050,23850,23050,23700,25200,118617.0,5004949.0
2003-05-27,23350,24000,22600,24000,41680,120119.0,5004949.0
2003-05-28,23700,25400,23700,24800,34610,124123.0,5004949.0
2003-05-29,24300,25000,24300,25000,9690,125124.0,5004949.0
2003-05-30,24500,25000,24500,24650,5810,123372.0,5004949.0
2003-06-02,25500,25500,24400,25200,14400,126125.0,5004949.0
2003-06-03,24600,25200,23300,25200,35020,126125.0,5004949.0
2003-06-04,24850,25450,24700,25000,4840,125124.0,5004949.0
2003-06-05,24750,25500,24650,25500,11860,127626.0,5004949.0
2003-06-09,25500,25500,24400,24900,3230,124623.0,5004949.0
2003-06-10,24900,25000,24300,24400,9520,122121.0,5004949.0
2003-06-11,24000,24400,24000,24200,8820,121120.0,5004949.0
2003-06-12,24200,24800,23250,23500,58540,117616.0,5004949.0
2003-06-13,23400,24500,23200,24400,15770,122121.0,5004949.0
2003-06-16,24500,24550,23650,24500,17500,122621.0,5004949.0
2003-06-17,24900,24900,24100,24250,52090,121370.0,5004949.0
2003-06-18,24050,24400,23800,24300,20480,121620.0,5004949.0
2003-06-19,24400,24400,23600,24150,19820,120870.0,5004949.0
2003-06-20,24250,24500,23900,24400,18510,122121.0,5004949.0
2003-06-23,24400,25200,24200,25200,54970,126125.0,5004949.0
2003-06-24,25200,25500,24600,24950,8860,124873.0,5004949.0
2003-06-25,24950,24950,24250,24250,19000,121370.0,5004949.0
2003-06-26,24000,24150,23800,24050,5650,120369.0,5004949.0
2003-06-27,23800,24150,23700,24100,4260,120619.0,5004949.0
2003-06-30,23700,24000,23400,23950,21090,119869.0,5004949.0
2003-07-01,23700,24100,23500,23800,4260,119118.0,5004949.0
2003-07-02,24300,24350,23500,24000,10870,120119.0,5004949.0
2003-07-03,24000,24000,23550,23550,12630,117867.0,5004949.0
2003-07-04,23900,23900,23400,23750,3670,118868.0,5004949.0
2003-07-07,23500,24000,23500,23550,3940,117867.0,5004949.0
2003-07-08,23600,23800,23100,23400,13220,117116.0,5004949.0
2003-07-09,23100,23400,23000,23350,6130,116866.0,5004949.0
2003-07-10,23350,23450,23000,23000,9600,115114.0,5004949.0
2003-07-11,22900,23400,22600,22800,2260,114113.0,5004949.0
2003-07-14,23600,23600,21800,22050,39134,110359.0,5004949.0
2003-07-15,22300,22550,21500,21500,33900,107606.0,5004949.0
2003-07-16,21700,22000,21500,21800,18600,109108.0,5004949.0
2003-07-18,21300,21500,21150,21150,6810,105855.0,5004949.0
2003-07-21,21050,21350,20300,20400,20130,102101.0,5004949.0
2003-07-22,20000,20800,20000,20600,5730,103102.0,5004949.0
2003-07-23,20700,21300,20200,21300,10250,106605.0,5004949.0
2003-07-24,21500,22000,21200,21300,13220,106605.0,5004949.0
2003-07-25,21000,21100,20600,20850,8850,104353.0,5004949.0
2003-07-28,20650,20900,20650,20900,16310,104603.0,5004949.0
2003-07-29,20800,21700,20550,21700,43750,108607.0,5004949.0
2003-07-30,21900,21900,20900,20900,18090,104603.0,5004949.0
2003-07-31,21400,21400,20650,20800,19520,104103.0,5004949.0
2003-08-01,21100,21100,20550,20650,17380,103352.0,5004949.0
2003-08-04,20450,20800,20400,20650,5500,103352.0,5004949.0
2003-08-05,20800,20800,20350,20550,8290,102852.0,5004949.0
2003-08-06,20050,20900,20050,20700,16400,103602.0,5004949.0
2003-08-07,20100,20600,20100,20500,5667,102601.0,5004949.0
2003-08-08,20500,20600,20150,20150,15230,100850.0,5004949.0
2003-08-11,20200,20350,19950,19950,8130,99849.0,5004949.0
2003-08-12,19950,20500,19950,20500,6252,102601.0,5004949.0
2003-08-13,20150,20900,20100,20300,6920,101600.0,5004949.0
2003-08-14,20150,20500,20150,20500,14770,102601.0,5004949.0
2003-08-18,20550,21600,20500,21600,21610,108107.0,5004949.0
2003-08-19,22250,22250,20500,20750,38230,103853.0,5004949.0
2003-08-20,20600,21000,20600,20700,11030,103602.0,5004949.0
2003-08-21,20950,21900,20800,21600,28530,108107.0,5004949.0
2003-08-22,21600,22300,21400,21400,21530,107106.0,5004949.0
2003-08-25,21950,22200,21600,21600,10580,108107.0,5004949.0
2003-08-26,21850,21850,21400,21450,7780,107356.0,5004949.0
2003-08-27,21450,21800,21300,21300,14170,106605.0,5004949.0
2003-08-28,21500,21500,21200,21400,12380,107106.0,5004949.0
2003-08-29,21200,21600,21200,21600,7290,108107.0,5004949.0
2003-09-01,21950,21950,21550,21600,17850,108107.0,5004949.0
2003-09-02,21600,21900,21500,21750,40590,108858.0,5004949.0
2003-09-03,21900,22600,21900,22500,29630,112611.0,5004949.0
2003-09-04,22300,22300,21800,21800,28523,109108.0,5004949.0
2003-09-05,21850,22350,21400,21500,20080,107606.0,5004949.0
2003-09-08,21500,21500,20700,20750,20300,103853.0,5004949.0
2003-09-09,20600,20800,20450,20500,73110,102601.0,5004949.0
2003-09-15,20550,21500,20300,20300,27700,101600.0,5004949.0
2003-09-16,20100,20900,20050,20800,27880,104103.0,5004949.0
2003-09-17,21100,21150,20000,20300,27890,101600.0,5004949.0
2003-09-18,20100,20300,20050,20200,19230,101100.0,5004949.0
2003-09-19,20200,20550,20050,20100,23273,100599.0,5004949.0
2003-09-22,20000,20200,19150,19200,25040,96095.0,5004949.0
2003-09-23,19000,19300,18550,18900,63450,94594.0,5004949.0
2003-09-24,19000,19450,18900,18950,69860,94844.0,5004949.0
2003-09-25,19000,19250,18250,18400,53380,92091.0,5004949.0
2003-09-26,18550,18900,17400,17800,122000,89088.0,5004949.0
2003-09-29,17850,18450,17850,17850,90640,89338.0,5004949.0
2003-09-30,18200,18250,17900,18000,68210,90089.0,5004949.0
2003-10-01,17700,18150,17700,18100,25710,90590.0,5004949.0
2003-10-02,18150,18750,18100,18700,36990,93593.0,5004949.0
2003-10-06,18700,19350,18700,19200,22590,96095.0,5004949.0
2003-10-07,19300,19300,18800,18950,13050,94844.0,5004949.0
2003-10-08,19050,19050,18550,18600,18650,93092.0,5004949.0
2003-10-09,18600,18900,18500,18550,24140,92842.0,5004949.0
2003-10-10,18600,18900,18350,18500,21060,92592.0,5004949.0
2003-10-13,18500,18500,18200,18300,21845,91591.0,5004949.0
2003-10-14,18650,18700,18300,18450,25860,92341.0,5004949.0
2003-10-15,18850,18850,18250,18250,29060,91340.0,5004949.0
2003-10-16,18400,18850,18150,18850,53295,94343.0,5004949.0
2003-10-17,18850,19350,18800,19000,42460,95094.0,5004949.0
2003-10-20,19000,19200,18650,18700,35440,93593.0,5004949.0
2003-10-21,18900,18900,18300,18500,42320,92592.0,5004949.0
2003-10-22,18450,18700,18350,18400,20000,92091.0,5004949.0
2003-10-23,18400,18500,17800,17800,31174,89088.0,5004949.0
2003-10-24,17800,18000,17800,18000,13880,90089.0,5004949.0
2003-10-27,18000,18150,17950,18000,14810,90089.0,5004949.0
2003-10-28,18500,18500,18150,18300,23910,91591.0,5004949.0
2003-10-29,18500,18600,18100,18150,26350,90840.0,5004949.0
2003-10-30,18100,18250,15450,18000,39450,90089.0,5004949.0
2003-10-31,18000,18300,17900,17950,31560,89839.0,5004949.0
2003-11-03,18000,18250,18000,18050,31715,90339.0,5004949.0
2003-11-04,18150,18300,18050,18050,30790,90339.0,5004949.0
2003-11-05,18100,18350,17700,18050,63810,90339.0,5004949.0
2003-11-06,18250,18650,18100,18150,37400,90840.0,5004949.0
2003-11-07,18400,19300,18400,19250,72450,96345.0,5004949.0
2003-11-10,19550,21400,19550,21200,224804,106105.0,5004949.0
2003-11-11,21300,22400,21200,21800,207873,109108.0,5004949.0
2003-11-12,21900,22100,21000,21400,53640,107106.0,5004949.0
2003-11-13,22000,22600,21900,22400,114920,112111.0,5004949.0
2003-11-14,22050,22600,22000,22000,56103,110109.0,5004949.0
2003-11-17,22000,22500,21200,22100,33200,110609.0,5004949.0
2003-11-18,21700,21950,21150,21650,28673,108357.0,5004949.0
2003-11-19,20800,21200,20350,20900,37470,104603.0,5004949.0
2003-11-20,20600,21050,20600,20900,15300,104603.0,5004949.0
2003-11-21,20200,21000,20100,20900,44140,104603.0,5004949.0
2003-11-24,20700,21500,20500,21350,27710,106856.0,5004949.0
2003-11-25,21850,22000,21350,21550,43680,107857.0,5004949.0
2003-11-26,21600,22100,21000,21700,71930,108607.0,5004949.0
2003-11-27,22000,22000,21150,21250,35896,106355.0,5004949.0
2003-11-28,21000,23200,21000,23100,79260,115614.0,5004949.0
2003-12-01,23250,23250,22500,22700,30160,113612.0,5004949.0
2003-12-02,22800,23400,22700,23300,32470,116615.0,5004949.0
2003-12-03,23300,23800,22700,22700,20950,113612.0,5004949.0
2003-12-04,22700,22900,22350,22400,15630,112111.0,5004949.0
2003-12-05,22450,22800,22050,22500,25070,112611.0,5004949.0
2003-12-08,22150,22200,21250,21250,31852,106355.0,5004949.0
2003-12-09,21600,22000,21150,21900,21590,109608.0,5004949.0
2003-12-10,21550,21650,21300,21650,21982,108357.0,5004949.0
2003-12-11,21650,22500,21650,21750,31098,108858.0,5004949.0
2003-12-12,22700,23150,22100,23000,48722,115114.0,5004949.0
2003-12-15,23600,24000,23100,23500,55170,117616.0,5004949.0
2003-12-16,23300,24300,22850,24000,60032,120119.0,5004949.0
2003-12-17,24000,24400,23500,23500,24920,117616.0,5004949.0
2003-12-18,23450,23900,23000,23000,30060,115114.0,5004949.0
2003-12-19,23050,23650,22600,22700,23445,113612.0,5004949.0
2003-12-22,23200,23400,22500,22500,13030,112611.0,5004949.0
2003-12-23,22550,23200,22550,23000,14670,115114.0,5004949.0
2003-12-24,23250,23800,23250,23350,22270,116866.0,5004949.0
2003-12-26,23600,23700,22900,23700,68120,118617.0,5004949.0
2003-12-29,23000,23850,23000,23200,43290,116115.0,5004949.0
2003-12-30,23350,24950,22850,24950,38710,124873.0,5004949.0
2004-01-02,24250,24450,24000,24100,18846,120619.0,5004949.0
2004-01-05,23750,23950,23200,23800,12220,119118.0,5004949.0
2004-01-06,24000,24000,23200,23200,27257,116115.0,5004949.0
2004-01-07,23800,24450,23700,24000,38330,120119.0,5004949.0
2004-01-08,24500,24600,24000,24150,24883,120870.0,5004949.0
2004-01-09,24050,24700,24000,24200,35800,121120.0,5004949.0
2004-01-12,24150,24750,24000,24200,41090,121120.0,5004949.0
2004-01-13,24250,24500,24200,24300,30451,121620.0,5004949.0
2004-01-14,24700,24700,24300,24500,19260,122621.0,5004949.0
2004-01-15,24600,24700,24000,24200,18880,121120.0,5004949.0
2004-01-16,24100,24350,24100,24200,17238,121120.0,5004949.0
2004-01-19,24200,24750,24150,24400,28400,122121.0,5004949.0
2004-01-20,24400,24700,24300,24500,19690,122621.0,5004949.0
2004-01-26,25000,25650,24850,25400,42750,127126.0,5004949.0
2004-01-27,25900,25900,25250,25750,35768,128877.0,5004949.0
2004-01-28,25750,26200,25400,25450,26280,127376.0,5004949.0
2004-01-29,25400,25800,25100,25250,11980,126375.0,5004949.0
2004-01-30,25500,25900,25100,25900,25660,129628.0,5004949.0
2004-02-02,26100,26400,25650,26400,20140,132131.0,5004949.0
2004-02-03,26600,26600,25900,26450,24512,132381.0,5004949.0
2004-02-04,25900,26200,25700,26000,38110,130129.0,5004949.0
2004-02-05,26200,26550,25700,26000,24080,130129.0,5004949.0
2004-02-06,26100,26200,25650,26000,12950,130129.0,5004949.0
2004-02-09,26000,26550,26000,26100,20290,130629.0,5004949.0
2004-02-10,26450,26650,26100,26500,20470,132631.0,5004949.0
2004-02-11,27450,27850,26800,27200,28760,136135.0,5004949.0
2004-02-12,27500,27800,26850,27150,21856,135884.0,5004949.0
2004-02-13,27200,27400,26500,26500,13300,132631.0,5004949.0
2004-02-16,26500,27600,26200,27500,26880,137636.0,5004949.0
2004-02-17,27350,28000,26350,26350,15650,131880.0,5004949.0
2004-02-18,26450,27000,26400,27000,9370,135134.0,5004949.0
2004-02-19,27150,27150,25700,25700,20478,128627.0,5004949.0
2004-02-20,25550,25550,24600,24750,23758,123872.0,5004949.0
2004-02-23,24600,25350,24250,25000,11530,125124.0,5004949.0
2004-02-24,24700,25650,24450,24600,10160,123122.0,5004949.0
2004-02-25,24600,26800,24600,26300,89997,131630.0,5004949.0
2004-02-26,26500,26850,26000,26300,28670,131630.0,5004949.0
2004-02-27,26800,26800,25700,26450,2750,132381.0,5004949.0
2004-03-02,26050,26700,25800,25800,7360,129128.0,5004949.0
2004-03-03,27000,27000,25100,25100,14540,125624.0,5004949.0
2004-03-04,25900,25900,25000,25000,24190,125124.0,5004949.0
2004-03-05,25200,25500,24750,24800,21260,124123.0,5004949.0
2004-03-08,24800,25400,24700,24900,10650,124623.0,5004949.0
2004-03-09,25200,25250,24400,24900,10378,124623.0,5004949.0
2004-03-10,24950,24950,24300,24400,9820,122121.0,5004949.0
2004-03-11,23900,24300,23900,24000,15720,120119.0,5004949.0
2004-03-12,23850,23950,22200,23000,19440,115114.0,5004949.0
2004-03-15,23350,23400,23100,23200,11090,116115.0,5004949.0
2004-03-16,23250,24050,23250,24000,13640,120119.0,5004949.0
2004-03-17,24000,24050,23500,23700,11470,118617.0,5004949.0
2004-03-18,23550,24250,23500,23500,10300,117616.0,5004949.0
2004-03-19,23600,24300,23600,24300,11370,121620.0,5004949.0
2004-03-22,24500,24500,22850,22900,15890,114613.0,5004949.0
2004-03-23,22650,23500,22650,23400,10190,117116.0,5004949.0
2004-03-24,23100,23350,22800,23000,5280,115114.0,5004949.0
2004-03-25,22800,24000,22800,22900,24362,114613.0,5004949.0
2004-03-26,23200,24350,23200,24150,22182,120870.0,5004949.0
2004-03-29,24500,24600,24200,24500,8410,122621.0,5004949.0
2004-03-30,24850,24850,23650,24300,6880,121620.0,5004949.0
2004-03-31,24500,26000,24500,26000,19800,130129.0,5004949.0
2004-04-01,25100,25400,25000,25000,10520,125124.0,5004949.0
2004-04-02,24850,25000,24500,24900,7660,124623.0,5004949.0
2004-04-06,25000,25500,24550,24600,7510,123122.0,5004949.0
2004-04-07,24350,24500,24150,24450,13290,122371.0,5004949.0
2004-04-08,24150,24450,24100,24450,18450,122371.0,5004949.0
2004-04-09,24450,24450,23500,23750,16640,118868.0,5004949.0
2004-04-12,23450,24000,23300,23300,15380,116615.0,5004949.0
2004-04-13,23350,23500,22600,22600,21880,113112.0,5004949.0
2004-04-14,22200,22800,22200,22300,13357,111610.0,5004949.0
2004-04-16,22100,22600,22050,22500,9270,112611.0,5004949.0
2004-04-19,22150,23200,22150,23100,12367,115614.0,5004949.0
2004-04-20,23000,24400,22900,24400,33590,122121.0,5004949.0
2004-04-21,23800,24100,23600,23700,8520,118617.0,5004949.0
2004-04-22,23550,23700,23000,23000,13950,115114.0,5004949.0
2004-04-23,23400,23700,23050,23700,10960,118617.0,5004949.0
2004-04-26,23250,23600,23050,23400,10140,117116.0,5004949.0
2004-04-27,23400,23550,23100,23500,15820,117616.0,5004949.0
2004-04-28,24000,24000,23100,23100,6950,115614.0,5004949.0
2004-04-29,23000,23500,22550,22550,9050,112862.0,5004949.0
2004-04-30,22250,23900,22250,23900,14150,119618.0,5004949.0
2004-05-03,23900,23900,23250,23450,3000,117366.0,5004949.0
2004-05-04,23500,23650,22800,22800,9020,114113.0,5004949.0
2004-05-06,22500,22500,21950,21950,11250,109859.0,5004949.0
2004-05-07,21900,22100,21500,21500,7020,107606.0,5004949.0
2004-05-10,21000,21000,20000,20000,12370,100099.0,5004949.0
2004-05-11,20000,20000,19100,19100,14560,95595.0,5004949.0
2004-05-12,19400,19700,19150,19550,12520,97847.0,5004949.0
2004-05-13,19550,19800,18850,18850,25910,94343.0,5004949.0
2004-05-14,19000,20000,18900,18900,19480,94594.0,5004949.0
2004-05-17,18550,18800,17800,18250,13880,91340.0,5004949.0
2004-05-18,17550,18900,17550,18000,19690,90089.0,5004949.0
2004-05-19,17700,18800,17200,18500,137310,92592.0,5004949.0
2004-05-20,18300,18300,17700,17900,37120,89589.0,5004949.0
2004-05-21,17950,18200,17800,18100,17020,90590.0,5004949.0
2004-05-24,18300,18500,18200,18250,19300,91340.0,5004949.0
2004-05-25,18300,18300,17800,17900,9380,89589.0,5004949.0
2004-05-27,18050,18450,17900,17950,12730,89839.0,5004949.0
2004-05-28,18300,18300,17900,18050,9730,90339.0,5004949.0
2004-05-31,17950,18250,17600,17750,11690,88838.0,5004949.0
2004-06-01,17600,18000,17600,17750,17570,88838.0,5004949.0
2004-06-02,17750,17750,17400,17550,12270,87837.0,5004949.0
2004-06-03,17400,17550,17000,17450,31240,87336.0,5004949.0
2004-06-04,17500,17500,16950,17150,24250,85835.0,5004949.0
2004-06-07,17300,17700,17250,17650,18890,88337.0,5004949.0
2004-06-08,17950,18250,17450,18000,22020,90089.0,5004949.0
