대성홀딩스(016710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-09-05,10109,10737,9912,9912,1838,158873.0,3146000.0
2005-09-06,10011,10580,9716,10422,720,167053.0,3146000.0
2005-09-07,9932,10442,9716,10442,1190,167367.0,3146000.0
2005-09-08,10442,10501,10011,10010,230,160446.0,3146000.0
2005-09-09,9814,10384,9814,10010,190,160446.0,3146000.0
2005-09-12,10011,10011,10011,10010,100,160446.0,3146000.0
2005-09-13,10011,10187,9873,10187,210,163277.0,3146000.0
2005-09-14,10011,10011,10011,10010,100,160446.0,3146000.0
2005-09-15,9912,9912,9540,9814,654,157300.0,3146000.0
2005-09-16,9814,10148,9814,9912,440,158873.0,3146000.0
2005-09-20,10011,10599,9912,10403,510,166738.0,3146000.0
2005-09-21,10599,10599,10207,10206,250,163592.0,3146000.0
2005-09-22,10011,10227,9932,10030,160,160761.0,3146000.0
2005-09-23,10207,10344,10207,10344,60,165794.0,3146000.0
2005-09-26,10521,11188,10521,11188,299,179322.0,3146000.0
2005-09-27,11758,12857,10796,12856,3348,206063.0,3146000.0
2005-09-28,13799,14780,13799,14780,5098,236894.0,3146000.0
2005-09-29,16979,16979,16881,16978,4450,272129.0,3146000.0
2005-09-30,16979,16979,16979,16978,0,272129.0,3146000.0
2005-10-04,16979,16979,16979,16978,0,,
2005-10-05,16979,16979,16979,16978,0,,
2005-10-06,16979,16979,16979,16978,0,,
2005-10-07,16979,16979,16979,16978,0,,
2005-10-10,19481,19481,14918,15359,41675,246174.0,15730000.0
2005-10-11,15065,15997,13740,14230,12920,228085.0,15730000.0
2005-10-12,13740,16341,12219,16340,35790,261904.0,15730000.0
2005-10-13,17469,18745,17469,18745,12790,300443.0,15730000.0
2005-10-14,21395,21542,15997,20315,63221,325611.0,15730000.0
2005-10-17,19629,19629,17960,18500,14605,296510.0,15730000.0
2005-10-18,17519,18451,17420,17763,7900,284713.0,15730000.0
2005-10-19,17568,18156,16684,16684,3750,267410.0,15730000.0
2005-10-20,16194,17175,16194,16635,3740,266624.0,15730000.0
2005-10-21,15948,16733,15703,16586,5280,265837.0,15730000.0
2005-10-24,16881,19040,16881,19039,18195,305162.0,15730000.0
2005-10-25,19236,20316,16782,18058,11630,289432.0,15730000.0
2005-10-26,17175,18353,16930,17076,12400,273702.0,15730000.0
2005-10-27,16586,17568,16586,16880,3995,270556.0,15730000.0
2005-10-28,16488,17862,16488,17862,5030,286286.0,15730000.0
2005-10-31,16930,18058,16881,16978,1620,272129.0,15730000.0
2005-11-01,16979,17469,16733,17371,3530,278421.0,15730000.0
2005-11-02,16782,17469,16782,17469,7490,279994.0,15730000.0
2005-11-03,17028,17420,17028,17371,3860,278421.0,15730000.0
2005-11-04,17028,17371,16979,16978,3020,272129.0,15730000.0
2005-11-07,16881,17371,16881,16880,1280,270556.0,15730000.0
2005-11-08,16832,17175,16832,17076,1800,273702.0,15730000.0
2005-11-09,16684,17371,16684,16978,780,272129.0,15730000.0
2005-11-10,16881,17273,16684,17125,2690,274488.0,15730000.0
2005-11-11,17224,17862,16684,17175,2920,275275.0,15730000.0
2005-11-14,16832,16930,16733,16880,1180,270556.0,15730000.0
2005-11-15,16881,16881,16733,16733,1000,268196.0,15730000.0
2005-11-16,16733,16881,16586,16684,2320,267410.0,15730000.0
2005-11-17,16095,16586,16095,16291,2990,261118.0,15730000.0
2005-11-18,16292,17371,15899,16144,7470,258758.0,15730000.0
2005-11-21,16684,16684,16194,16291,1340,261118.0,15730000.0
2005-11-22,16194,16243,15212,16095,1390,257972.0,15730000.0
2005-11-23,15703,16145,15703,16095,3030,257972.0,15730000.0
2005-11-24,16095,16095,15556,15801,3030,253253.0,15730000.0
2005-11-25,15408,15801,15408,15457,2630,247748.0,15730000.0
2005-11-28,15458,15752,15408,15506,3780,248534.0,15730000.0
2005-11-29,15261,15507,15212,15408,1450,246961.0,15730000.0
2005-11-30,15408,15801,15212,15506,1470,248534.0,15730000.0
2005-12-01,15359,15359,15212,15212,2620,243815.0,15730000.0
2005-12-02,15310,15703,15114,15702,2700,251680.0,15730000.0
2005-12-05,15703,15703,15212,15408,1920,246961.0,15730000.0
2005-12-06,15408,15703,15212,15702,3590,251680.0,15730000.0
2005-12-07,15703,15752,15261,15506,1710,248534.0,15730000.0
2005-12-08,15016,15408,14918,14966,2680,239882.0,15730000.0
2005-12-09,15605,15605,15016,15015,1080,240669.0,15730000.0
2005-12-12,14525,14721,13004,14623,2330,234377.0,15730000.0
2005-12-13,14623,14623,14231,14230,1780,228085.0,15730000.0
2005-12-14,13838,14623,13838,14623,3760,234377.0,15730000.0
2005-12-15,14034,14231,13053,14230,2750,228085.0,15730000.0
2005-12-16,14133,14133,13347,13740,3090,220220.0,15730000.0
2005-12-19,13740,13740,13053,13690,2510,219434.0,15730000.0
2005-12-20,15212,15212,13151,14623,11000,234377.0,15730000.0
2005-12-21,14525,14525,13544,13740,7020,220220.0,15730000.0
2005-12-22,13642,14231,13347,14230,9150,228085.0,15730000.0
2005-12-23,14231,14231,13446,14034,7460,224939.0,15730000.0
2005-12-26,13446,14084,13446,13985,7200,224152.0,15730000.0
2005-12-27,13789,13985,13249,13641,7230,218647.0,15730000.0
2005-12-28,11630,11630,11630,11629,47763,186400.0,15730000.0
2005-12-29,11483,12415,11483,12267,160280,196625.0,15730000.0
2006-01-02,12023,12072,11286,11728,97848,187974.0,15730000.0
2006-01-03,11728,11728,11483,11580,40785,185614.0,15730000.0
2006-01-04,11532,11532,11286,11335,42780,181682.0,15730000.0
2006-01-05,11139,11483,11090,11384,42547,182468.0,15730000.0
2006-01-06,11336,11483,11336,11384,12350,182468.0,15730000.0
2006-01-09,11385,11385,10796,11237,26840,180108.0,15730000.0
2006-01-10,11336,11336,10796,10795,19670,173030.0,15730000.0
2006-01-11,10845,10894,10501,10599,23620,169884.0,15730000.0
2006-01-12,10649,10649,10109,10305,24920,165165.0,15730000.0
2006-01-13,10207,10207,9795,10108,44440,162019.0,15730000.0
2006-01-16,10207,11581,10207,11580,100521,185614.0,15730000.0
2006-01-17,11679,12660,11630,11973,266061,191906.0,15730000.0
2006-01-18,12268,12317,11139,11629,135310,186400.0,15730000.0
2006-01-19,11434,11483,11041,11090,51212,177749.0,15730000.0
2006-01-20,10894,11532,10305,10354,82250,165952.0,15730000.0
2006-01-23,9765,10011,8833,8832,83470,141570.0,15730000.0
2006-01-24,9039,9657,8843,9510,40504,152424.0,15730000.0
2006-01-25,9422,10403,9324,9912,29150,158873.0,15730000.0
2006-01-26,9863,10305,9765,9961,13060,159660.0,15730000.0
2006-01-27,10011,10207,9765,10108,18530,162019.0,15730000.0
2006-01-31,10060,10305,9814,10108,15662,162019.0,15730000.0
2006-02-01,10060,10060,9343,9519,20490,152581.0,15730000.0
2006-02-02,9667,9795,9422,9568,16516,153368.0,15730000.0
2006-02-03,9324,9520,9098,9254,13560,148334.0,15730000.0
2006-02-06,8921,9127,8882,9038,13262,144873.0,15730000.0
2006-02-07,9029,9294,9029,9097,12740,145817.0,15730000.0
2006-02-08,9039,9216,9000,9019,7426,144559.0,15730000.0
2006-02-09,9049,9049,8882,9029,9510,144716.0,15730000.0
2006-02-10,9186,9392,9029,9205,13396,147547.0,15730000.0
2006-02-13,9206,9324,8941,9205,9990,147547.0,15730000.0
2006-02-14,9059,9078,8941,9019,10700,144559.0,15730000.0
2006-02-15,9078,9157,8833,8921,14030,142986.0,15730000.0
2006-02-16,8833,9019,8794,8832,14960,141570.0,15730000.0
2006-02-17,8794,8931,8715,8734,10830,139997.0,15730000.0
2006-02-20,8735,8833,8705,8705,3907,139525.0,15730000.0
2006-02-21,8686,8931,8656,8832,13000,141570.0,15730000.0
2006-02-22,8833,8872,8715,8832,8267,141570.0,15730000.0
2006-02-23,8911,8980,8823,8980,8613,143930.0,15730000.0
2006-02-24,8882,9078,8862,8970,6070,143772.0,15730000.0
2006-02-27,8970,9019,8833,8832,6690,141570.0,15730000.0
2006-02-28,8833,8833,8715,8823,9000,141413.0,15730000.0
2006-03-02,8784,8980,8774,8832,7410,141570.0,15730000.0
2006-03-03,8843,8843,8695,8705,6590,139525.0,15730000.0
2006-03-06,8745,8823,8646,8646,10400,138581.0,15730000.0
2006-03-07,8558,8735,8558,8715,10161,139682.0,15730000.0
2006-03-08,8843,8843,8588,8636,12330,138424.0,15730000.0
2006-03-09,8646,8725,8637,8675,8770,139053.0,15730000.0
2006-03-10,8676,8823,8637,8823,8580,141413.0,15730000.0
2006-03-13,8882,8882,8695,8842,6211,141727.0,15730000.0
2006-03-14,8745,8813,8725,8783,4560,140784.0,15730000.0
2006-03-15,8754,8823,8588,8636,6359,138424.0,15730000.0
2006-03-16,8637,8656,8538,8636,4010,138424.0,15730000.0
2006-03-17,8538,8627,8470,8548,5130,137008.0,15730000.0
2006-03-20,8588,8686,8538,8587,3280,137638.0,15730000.0
2006-03-21,8538,8607,8538,8597,5590,137795.0,15730000.0
2006-03-22,8519,8538,8450,8450,6700,135435.0,15730000.0
2006-03-23,8450,8588,8224,8263,9880,132447.0,15730000.0
2006-03-24,8264,8411,8195,8253,5360,132289.0,15730000.0
2006-03-27,8440,8440,7871,7871,9760,126155.0,15730000.0
2006-03-28,7910,7950,7606,7753,19090,124267.0,15730000.0
2006-03-29,7851,7950,7783,7871,9500,126155.0,15730000.0
2006-03-30,7871,8205,7842,7929,7880,127098.0,15730000.0
2006-03-31,7861,8048,7851,7890,8650,126469.0,15730000.0
2006-04-03,8028,8038,7851,7949,9990,127413.0,15730000.0
2006-04-04,7871,8008,7871,7959,10650,127570.0,15730000.0
2006-04-05,8018,8018,7871,7979,10570,127885.0,15730000.0
2006-04-06,7999,8224,7979,8155,10052,130716.0,15730000.0
2006-04-07,8215,8215,8038,8106,7050,129930.0,15730000.0
2006-04-10,8097,8097,7999,8037,6830,128829.0,15730000.0
2006-04-11,7999,8107,7950,8106,10970,129930.0,15730000.0
2006-04-12,8067,8166,7999,8145,5920,130559.0,15730000.0
2006-04-13,8097,8215,8097,8214,4447,131660.0,15730000.0
2006-04-14,8215,8313,8067,8185,4310,131188.0,15730000.0
2006-04-17,8185,8715,8185,8538,13040,136851.0,15730000.0
2006-04-18,8627,9814,8538,9814,38453,157300.0,15730000.0
2006-04-19,10256,11041,10207,10501,162160,168311.0,15730000.0
2006-04-20,10796,10796,9814,10255,57642,164378.0,15730000.0
2006-04-21,10256,10403,9677,9863,45760,158086.0,15730000.0
2006-04-24,9667,10109,9657,9814,29670,157300.0,15730000.0
2006-04-25,10011,10011,8489,9421,25660,151008.0,15730000.0
2006-04-26,9186,9618,9088,9196,19648,147390.0,15730000.0
2006-04-27,9078,9324,9078,9097,12550,145817.0,15730000.0
2006-04-28,9127,9127,8862,9058,10670,145188.0,15730000.0
2006-05-02,9412,9461,9078,9156,19930,146761.0,15730000.0
2006-05-03,9029,9324,9029,9166,6851,146918.0,15730000.0
2006-05-04,9225,9225,8931,8931,16390,143143.0,15730000.0
2006-05-08,8951,9029,8646,8646,23760,138581.0,15730000.0
2006-05-09,8784,9520,8489,8921,30490,142986.0,15730000.0
2006-05-10,9088,9088,8686,8685,8160,139210.0,15730000.0
2006-05-11,8686,8970,8607,8970,7050,143772.0,15730000.0
2006-05-12,8833,8833,8548,8783,6687,140784.0,15730000.0
2006-05-15,8862,8862,8391,8391,13460,134492.0,15730000.0
2006-05-16,8489,8588,8205,8204,10810,131503.0,15730000.0
2006-05-17,8195,8342,8097,8194,12230,131346.0,15730000.0
2006-05-18,8058,8058,7802,7920,16390,126941.0,15730000.0
2006-05-19,7714,8067,7714,7900,16480,126626.0,15730000.0
2006-05-22,7989,7999,7802,7802,14340,125054.0,15730000.0
2006-05-23,7802,7802,7714,7714,5530,123638.0,15730000.0
2006-05-24,7655,7802,7655,7704,5568,123480.0,15730000.0
2006-05-25,7704,7851,7606,7606,6270,121908.0,15730000.0
2006-05-26,7626,7851,7626,7841,5620,125683.0,15730000.0
2006-05-29,7871,7871,7714,7812,3280,125211.0,15730000.0
2006-05-30,7714,7832,7626,7763,7010,124424.0,15730000.0
2006-06-01,7763,7763,7557,7635,1700,122379.0,15730000.0
2006-06-02,7704,7714,7547,7566,4290,121278.0,15730000.0
2006-06-05,7557,7557,7272,7350,4050,117818.0,15730000.0
2006-06-07,7361,7361,7017,7154,2331,114672.0,15730000.0
2006-06-08,7017,7066,6850,6879,6630,110267.0,15730000.0
2006-06-09,6880,7066,6880,6909,3308,110739.0,15730000.0
2006-06-12,6919,7066,6850,7056,6512,113099.0,15730000.0
2006-06-13,6919,6919,6772,6870,13690,110110.0,15730000.0
2006-06-14,6772,6870,6105,6771,4660,108537.0,15730000.0
2006-06-15,6870,6958,6772,6860,2670,109953.0,15730000.0
2006-06-16,6919,6998,6870,6948,7577,111368.0,15730000.0
2006-06-19,7017,7066,6919,6997,4300,112155.0,15730000.0
2006-06-20,6998,7047,6880,6997,1060,112155.0,15730000.0
2006-06-21,6801,6919,6801,6820,950,109324.0,15730000.0
2006-06-22,6870,6968,6821,6958,4860,111526.0,15730000.0
2006-06-23,7685,7685,6831,6958,3290,111526.0,15730000.0
2006-06-26,6958,6968,6831,6938,770,111211.0,15730000.0
2006-06-27,6968,7066,6870,6958,3050,111526.0,15730000.0
2006-06-28,6880,6919,6772,6919,1220,110896.0,15730000.0
2006-06-29,6978,6978,6821,6899,2790,110582.0,15730000.0
2006-06-30,7017,7086,6890,6909,2870,110739.0,15730000.0
2006-07-03,6919,6968,6831,6889,4790,110425.0,15730000.0
2006-07-04,6919,6968,6870,6870,3520,110110.0,15730000.0
2006-07-05,6792,6870,6792,6870,2770,110110.0,15730000.0
2006-07-06,6870,6870,6742,6840,2100,109638.0,15730000.0
2006-07-07,6762,6968,6762,6928,3270,111054.0,15730000.0
2006-07-10,6978,7106,6929,7105,3390,113885.0,15730000.0
2006-07-11,7106,7106,6988,7066,1970,113256.0,15730000.0
2006-07-12,7066,7125,7066,7125,3840,114200.0,15730000.0
2006-07-13,6919,7125,6919,7085,990,113571.0,15730000.0
2006-07-14,6909,7233,6909,7056,1090,113099.0,15730000.0
2006-07-18,6880,6968,6693,6732,6040,107908.0,15730000.0
2006-07-19,6674,7017,6674,7017,5200,112470.0,15730000.0
2006-07-20,6782,7007,6782,6870,4330,110110.0,15730000.0
2006-07-21,6909,7007,6821,6968,6300,111683.0,15730000.0
2006-07-24,6890,6978,6880,6958,1870,111526.0,15730000.0
2006-07-25,6978,6978,6870,6938,1900,111211.0,15730000.0
2006-07-26,6890,6958,6880,6879,1010,110267.0,15730000.0
2006-07-27,6880,6939,6723,6889,4910,110425.0,15730000.0
2006-07-28,6890,7066,6674,6673,10320,106964.0,15730000.0
2006-07-31,6742,6821,6742,6752,3610,108222.0,15730000.0
2006-08-01,6742,6860,6703,6781,2600,108694.0,15730000.0
2006-08-02,6733,6850,6723,6830,2680,109481.0,15730000.0
2006-08-03,6723,6890,6723,6742,3010,108065.0,15730000.0
2006-08-04,6742,6860,6733,6830,1830,109481.0,15730000.0
2006-08-07,6792,6801,6742,6791,1330,108852.0,15730000.0
2006-08-08,6870,6870,6792,6791,2150,108852.0,15730000.0
2006-08-09,6811,6870,6792,6870,2860,110110.0,15730000.0
2006-08-10,6870,6949,6752,6820,3570,109324.0,15730000.0
2006-08-11,6919,6919,6782,6781,4340,108694.0,15730000.0
2006-08-14,6939,6939,6772,6771,2980,108537.0,15730000.0
2006-08-16,6742,6939,6742,6938,1960,111211.0,15730000.0
2006-08-17,6939,6968,6723,6958,4390,111526.0,15730000.0
2006-08-18,6801,6968,6801,6879,3911,110267.0,15730000.0
2006-08-21,6958,6958,6821,6840,5020,109638.0,15730000.0
2006-08-22,6841,6870,6821,6820,2350,109324.0,15730000.0
2006-08-23,6772,6939,6772,6938,3440,111211.0,15730000.0
2006-08-24,6821,6841,6782,6791,4970,108852.0,15730000.0
2006-08-25,6801,6909,6801,6909,680,110739.0,15730000.0
2006-08-28,6811,6890,6811,6889,2180,110425.0,15730000.0
2006-08-29,6831,6968,6821,6909,4200,110739.0,15730000.0
2006-08-30,6949,7763,6949,7350,19070,117818.0,15730000.0
2006-08-31,7420,8450,7420,8450,54539,135435.0,15730000.0
2006-09-01,8588,9618,8538,9029,101620,144716.0,15730000.0
2006-09-04,8931,8931,8411,8538,32850,136851.0,15730000.0
2006-09-05,8588,8588,8116,8165,23970,130874.0,15730000.0
2006-09-06,8323,8323,8058,8106,21280,129930.0,15730000.0
2006-09-07,8234,8234,8087,8126,10038,130244.0,15730000.0
2006-09-08,8058,8185,8058,8116,8518,130087.0,15730000.0
2006-09-11,8126,9108,8126,8518,52310,136536.0,15730000.0
2006-09-12,8381,8705,8264,8263,20305,132447.0,15730000.0
2006-09-13,8283,8342,8146,8244,12950,132132.0,15730000.0
2006-09-14,8244,8293,8156,8194,6070,131346.0,15730000.0
2006-09-15,8126,8215,8126,8145,8420,130559.0,15730000.0
2006-09-18,8146,8244,8116,8244,10620,132132.0,15730000.0
2006-09-19,8244,8332,8195,8244,8472,132132.0,15730000.0
2006-09-20,8244,8244,8195,8244,6120,132132.0,15730000.0
2006-09-21,8293,8735,8293,8440,20905,135278.0,15730000.0
2006-09-22,8440,8499,8224,8361,6070,134020.0,15730000.0
2006-09-25,8735,8735,8372,8459,6540,135593.0,15730000.0
2006-09-26,8597,8597,8264,8293,7279,132918.0,15730000.0
2006-09-27,8244,8342,8195,8293,8010,132918.0,15730000.0
2006-09-28,8293,8293,8018,8028,20180,128671.0,15730000.0
2006-09-29,8048,8048,7871,7871,13020,126155.0,15730000.0
2006-10-02,7851,7851,7714,7802,4550,125054.0,15730000.0
2006-10-04,7753,8008,7734,7772,2800,124582.0,15730000.0
2006-10-09,7655,7675,6674,7144,13940,114514.0,15730000.0
2006-10-10,6880,7577,6880,7262,3620,116402.0,15730000.0
2006-10-11,7263,7459,7263,7429,4080,119076.0,15730000.0
2006-10-12,7429,7557,7263,7507,2330,120334.0,15730000.0
2006-10-13,7714,7714,7508,7557,2780,121121.0,15730000.0
2006-10-16,7557,7596,7508,7576,4650,121436.0,15730000.0
2006-10-17,7577,7744,7557,7694,4350,123323.0,15730000.0
2006-10-18,7655,7724,7567,7723,3090,123795.0,15730000.0
2006-10-19,7724,7734,7606,7655,1110,122694.0,15730000.0
2006-10-20,7567,7685,7567,7674,4470,123009.0,15730000.0
2006-10-23,7567,7940,7567,7782,5490,124739.0,15730000.0
2006-10-24,7704,7851,7704,7792,3150,124896.0,15730000.0
2006-10-25,7851,8048,7851,8037,5919,128829.0,15730000.0
2006-10-26,8038,8048,7871,7910,2390,126784.0,15730000.0
2006-10-27,7910,7910,7793,7861,2500,125997.0,15730000.0
2006-10-30,7861,7930,7802,7910,1540,126784.0,15730000.0
2006-10-31,7763,7950,7655,7802,4130,125054.0,15730000.0
2006-11-01,7851,7910,7763,7812,2850,125211.0,15730000.0
2006-11-02,7802,7851,7665,7812,7710,125211.0,15730000.0
2006-11-03,7812,7891,7704,7851,1740,125840.0,15730000.0
2006-11-06,7851,7851,7753,7763,1550,124424.0,15730000.0
2006-11-07,7822,7832,7744,7812,4310,125211.0,15730000.0
2006-11-08,7744,7842,7665,7841,5360,125683.0,15730000.0
2006-11-09,7851,7851,7675,7753,5460,124267.0,15730000.0
2006-11-10,7606,7753,7606,7714,3600,123638.0,15730000.0
2006-11-13,7832,7832,7645,7714,2770,123638.0,15730000.0
2006-11-14,7842,7881,7802,7851,2970,125840.0,15730000.0
2006-11-15,7950,8018,7861,7949,14300,127413.0,15730000.0
2006-11-16,7959,7959,7753,7851,4500,125840.0,15730000.0
2006-11-17,8028,8028,7861,7890,1340,126469.0,15730000.0
2006-11-20,7891,7891,7744,7841,6740,125683.0,15730000.0
2006-11-21,7842,7851,7704,7704,6720,123480.0,15730000.0
2006-11-22,7567,7753,7557,7694,3710,123323.0,15730000.0
2006-11-23,7655,7802,7586,7674,7670,123009.0,15730000.0
2006-11-24,7675,7694,7557,7645,9930,122537.0,15730000.0
2006-11-27,7606,7704,7606,7664,4100,122851.0,15730000.0
2006-11-28,7665,7665,7547,7576,5140,121436.0,15730000.0
2006-11-29,7508,7724,7508,7684,6550,123166.0,15730000.0
2006-11-30,7685,7704,7606,7674,8640,123009.0,15730000.0
2006-12-01,7675,7685,7586,7586,21033,121593.0,15730000.0
2006-12-04,7586,7636,7508,7596,10130,121750.0,15730000.0
2006-12-05,7557,7636,7537,7635,6880,122379.0,15730000.0
2006-12-06,7557,7577,7518,7517,5672,120492.0,15730000.0
2006-12-07,7567,7567,7400,7537,3450,120806.0,15730000.0
2006-12-08,7321,7655,7321,7557,8870,121121.0,15730000.0
2006-12-11,7459,7508,7361,7507,2430,120334.0,15730000.0
2006-12-12,7400,7498,7371,7400,2960,118604.0,15730000.0
2006-12-13,7420,7420,7164,7282,7710,116717.0,15730000.0
2006-12-14,7606,7606,7233,7311,18110,117188.0,15730000.0
2006-12-15,7312,7449,7312,7400,5620,118604.0,15730000.0
2006-12-18,7420,7636,7410,7468,6230,119705.0,15730000.0
2006-12-19,7479,7518,7469,7498,11887,120177.0,15730000.0
2006-12-20,7547,7557,7479,7478,9240,119863.0,15730000.0
2006-12-21,7459,7655,7459,7458,3950,119548.0,15730000.0
2006-12-22,7508,7508,7449,7458,4380,119548.0,15730000.0
2006-12-26,7410,7459,7292,7400,7023,118604.0,15730000.0
2006-12-27,7410,7420,6310,7350,3260,115616.0,15730000.0
2006-12-28,7610,7610,7310,7340,2263,115458.0,15730000.0
2007-01-02,7350,7370,7020,7200,2200,113256.0,15730000.0
2007-01-03,7120,7260,7110,7200,9390,113256.0,15730000.0
2007-01-04,7100,7240,7060,7100,4070,111683.0,15730000.0
2007-01-05,7130,7130,6980,7110,4950,111840.0,15730000.0
2007-01-08,7000,7180,7000,7180,6030,112941.0,15730000.0
2007-01-09,7500,7500,7110,7170,3750,112784.0,15730000.0
2007-01-10,7170,7190,6950,7000,3270,110110.0,15730000.0
2007-01-11,7000,7100,7000,7050,4190,110896.0,15730000.0
2007-01-12,7050,7200,7050,7180,1850,112941.0,15730000.0
2007-01-15,7250,7250,7150,7200,3600,113256.0,15730000.0
2007-01-16,7200,7200,7060,7060,680,111054.0,15730000.0
2007-01-17,6960,7000,6940,6950,2420,109324.0,15730000.0
2007-01-18,7000,7150,6950,7040,2821,110739.0,15730000.0
2007-01-19,6960,7000,6810,6960,3072,109481.0,15730000.0
2007-01-22,7000,7000,6810,6930,3790,109009.0,15730000.0
2007-01-23,6930,7000,6800,6800,5420,106964.0,15730000.0
2007-01-24,6750,6880,6710,6790,7127,106807.0,15730000.0
2007-01-25,6790,6820,6730,6800,4400,106964.0,15730000.0
2007-01-26,6800,6840,6730,6800,2450,106964.0,15730000.0
2007-01-29,6800,6800,6740,6800,730,106964.0,15730000.0
2007-01-30,6800,6820,6710,6820,1800,107279.0,15730000.0
2007-01-31,6900,6900,6250,6740,5760,106020.0,15730000.0
2007-02-01,6600,6800,6600,6660,2000,104762.0,15730000.0
2007-02-02,6700,6800,6610,6680,3414,105076.0,15730000.0
2007-02-05,6700,6800,6680,6800,1530,106964.0,15730000.0
2007-02-06,6800,7000,6800,6950,6793,109324.0,15730000.0
2007-02-07,7140,7140,6820,6960,2970,109481.0,15730000.0
2007-02-08,6950,7050,6950,7030,3410,110582.0,15730000.0
2007-02-09,7030,7100,6930,7090,5680,111526.0,15730000.0
2007-02-12,7090,7150,7030,7120,2980,111998.0,15730000.0
2007-02-13,7490,7490,7000,7150,6110,112470.0,15730000.0
2007-02-14,7150,7150,6920,7110,1269,111840.0,15730000.0
2007-02-15,7010,7090,6990,7090,2301,111526.0,15730000.0
2007-02-16,7000,7110,6960,7090,420,111526.0,15730000.0
2007-02-20,6980,7110,6980,7090,500,111526.0,15730000.0
2007-02-21,7130,7130,6980,7070,283,111211.0,15730000.0
2007-02-22,6980,7030,6980,7010,961,110267.0,15730000.0
2007-02-23,7120,7120,6980,7010,600,110267.0,15730000.0
2007-02-26,7010,7010,6900,6980,1559,109795.0,15730000.0
2007-02-27,6980,6990,6940,6940,620,109166.0,15730000.0
2007-02-28,6800,6990,6740,6910,2920,108694.0,15730000.0
2007-03-02,6800,6930,6800,6900,3290,108537.0,15730000.0
2007-03-05,6840,6900,6740,6760,3320,106335.0,15730000.0
2007-03-06,6730,6880,6700,6850,2740,107750.0,15730000.0
2007-03-07,6850,6850,6730,6770,5500,106492.0,15730000.0
2007-03-08,6800,6800,6750,6800,2560,106964.0,15730000.0
2007-03-09,6780,6930,6750,6800,3073,106964.0,15730000.0
2007-03-12,6800,7300,6700,6890,7690,108380.0,15730000.0
2007-03-13,6990,6990,6820,6830,2380,107436.0,15730000.0
2007-03-14,6730,6850,6730,6800,5880,106964.0,15730000.0
2007-03-15,6800,7190,6800,6820,1660,107279.0,15730000.0
2007-03-16,6780,6830,6720,6800,2860,106964.0,15730000.0
2007-03-19,6890,6890,6770,6770,4830,106492.0,15730000.0
2007-03-20,6810,6810,6760,6800,4740,106964.0,15730000.0
2007-03-21,6880,6880,6790,6790,1750,106807.0,15730000.0
2007-03-22,6780,6840,6750,6750,5640,106178.0,15730000.0
2007-03-23,6750,6800,6700,6750,1250,106178.0,15730000.0
2007-03-26,6750,6800,6720,6780,1760,106649.0,15730000.0
2007-03-27,6860,6860,6710,6710,5030,105548.0,15730000.0
2007-03-28,6710,6880,6670,6800,10230,106964.0,15730000.0
2007-03-29,6800,6900,6730,6830,6650,107436.0,15730000.0
2007-03-30,6830,6930,6710,6900,7472,108537.0,15730000.0
2007-04-02,6900,6900,6830,6870,4485,108065.0,15730000.0
2007-04-03,6840,6840,6760,6820,3681,107279.0,15730000.0
2007-04-04,6800,6870,6760,6760,2430,106335.0,15730000.0
2007-04-05,6800,6800,6740,6800,3550,106964.0,15730000.0
2007-04-06,6790,6850,6740,6840,5580,107593.0,15730000.0
2007-04-09,6850,6890,6780,6810,3540,107121.0,15730000.0
2007-04-10,6850,6850,6770,6820,3760,107279.0,15730000.0
2007-04-11,6850,6850,6780,6800,7775,106964.0,15730000.0
2007-04-12,6880,6880,6720,6820,7913,107279.0,15730000.0
2007-04-13,6780,6840,6780,6830,9932,107436.0,15730000.0
2007-04-16,6800,7000,6750,6960,12573,109481.0,15730000.0
2007-04-17,7000,7150,7000,7100,21591,111683.0,15730000.0
2007-04-18,7140,7210,6990,7020,9520,110425.0,15730000.0
2007-04-19,7020,7120,6860,6880,6699,108222.0,15730000.0
2007-04-20,6900,6940,6810,6880,8600,108222.0,15730000.0
2007-04-23,6860,7080,6850,7000,22775,112312.0,16044600.0
2007-04-24,7000,7080,6940,7030,14731,112794.0,16044600.0
2007-04-25,7100,7780,6990,7110,12634,114077.0,16044600.0
2007-04-26,7380,7380,7110,7230,22932,116002.0,16044600.0
2007-04-27,7350,7380,7230,7350,19097,117928.0,16044600.0
2007-04-30,7400,7600,7370,7450,7820,119532.0,16044600.0
2007-05-02,7500,7750,7430,7490,11200,120174.0,16044600.0
2007-05-03,7490,7490,7200,7320,164240,117446.0,16044600.0
2007-05-04,7210,7410,7200,7230,6442,116002.0,16044600.0
2007-05-07,7230,7480,7190,7480,13767,120014.0,16044600.0
2007-05-08,7550,7550,7340,7340,9371,117767.0,16044600.0
2007-05-09,7170,7350,7170,7310,7283,117286.0,16044600.0
2007-05-10,7450,7450,7260,7380,12699,118409.0,16044600.0
2007-05-11,7360,7360,7250,7350,5962,117928.0,16044600.0
2007-05-14,7310,7400,7230,7300,20594,117126.0,16044600.0
2007-05-15,7360,7390,7270,7340,6490,117767.0,16044600.0
2007-05-16,7390,7390,7290,7350,9704,117928.0,16044600.0
2007-05-17,7310,7370,7280,7300,19229,117126.0,16044600.0
