한샘(009240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-12-13,12500,12650,12400,12550,462957,295351.0,23533928.0
2002-12-16,12450,12550,12250,12550,140330,295351.0,23533928.0
2002-12-17,12600,12700,12200,12200,179290,287114.0,23533928.0
2002-12-18,12200,13100,12200,12700,756285,298881.0,23533928.0
2002-12-20,12700,12800,12350,12400,200560,291821.0,23533928.0
2002-12-23,12300,12450,11500,11500,214090,270640.0,23533928.0
2002-12-24,11200,11450,10450,10750,304840,252990.0,23533928.0
2002-12-26,10600,10850,10400,10550,148935,248283.0,23533928.0
2002-12-27,10000,10850,10000,10500,157580,247106.0,23533928.0
2002-12-30,10200,10450,9600,9870,135753,232280.0,23533928.0
2003-01-02,9910,10450,9900,10450,141830,245930.0,23533928.0
2003-01-03,10900,11050,10650,10700,176340,251813.0,23533928.0
2003-01-06,11050,11100,10700,10850,142908,255343.0,23533928.0
2003-01-07,11200,11200,10450,10500,179051,247106.0,23533928.0
2003-01-08,10600,11600,10600,11150,559431,262403.0,23533928.0
2003-01-09,11150,12100,11000,11050,968008,260050.0,23533928.0
2003-01-10,11350,11400,10400,10550,405660,248283.0,23533928.0
2003-01-13,10550,10900,10450,10850,220820,255343.0,23533928.0
2003-01-14,10800,11250,10800,11100,250520,261227.0,23533928.0
2003-01-15,11250,11550,11050,11050,234103,260050.0,23533928.0
2003-01-16,11300,12700,11200,12700,1223050,298881.0,23533928.0
2003-01-17,12600,12800,12000,12300,823489,289467.0,23533928.0
2003-01-20,12350,12700,12000,12700,426911,298881.0,23533928.0
2003-01-21,12700,12800,12250,12800,314466,301234.0,23533928.0
2003-01-22,12750,13050,11100,11100,868965,261227.0,23533928.0
2003-01-23,11300,12650,11200,11900,817357,280054.0,23533928.0
2003-01-24,12100,12500,11700,12100,587675,284761.0,23533928.0
2003-01-27,11600,12000,11400,11600,143700,272994.0,23533928.0
2003-01-28,11600,12000,11450,11550,175990,271817.0,23533928.0
2003-01-29,11900,12100,11250,11350,317285,267110.0,23533928.0
2003-01-30,11650,11700,11150,11450,148543,269463.0,23533928.0
2003-02-03,11350,11450,11100,11350,266580,267110.0,23533928.0
2003-02-04,11450,11950,11400,11700,430860,275347.0,23533928.0
2003-02-05,11750,12450,11600,12150,675400,285937.0,23533928.0
2003-02-06,12300,12350,11800,11800,238410,277700.0,23533928.0
2003-02-07,11800,11950,11400,11750,258820,276524.0,23533928.0
2003-02-10,11750,12100,11600,11600,245940,272994.0,23533928.0
2003-02-11,11700,11850,10600,11300,289665,265933.0,23533928.0
2003-02-12,11150,11350,10900,11150,132640,262403.0,23533928.0
2003-02-13,11100,11300,10750,10750,229740,252990.0,23533928.0
2003-02-14,10800,11050,10700,10750,171050,252990.0,23533928.0
2003-02-17,11200,11750,11200,11500,454810,270640.0,23533928.0
2003-02-18,11550,11900,11500,11550,313410,271817.0,23533928.0
2003-02-19,11850,12150,11800,11900,497200,280054.0,23533928.0
2003-02-20,11850,12100,11600,12100,208750,284761.0,23533928.0
2003-02-21,12150,12350,11950,12300,227880,289467.0,23533928.0
2003-02-24,12150,12600,12150,12500,269036,294174.0,23533928.0
2003-02-25,12150,12450,11800,11900,102800,280054.0,23533928.0
2003-02-26,12000,12150,11600,11800,114814,277700.0,23533928.0
2003-02-27,11600,11600,11000,11200,206240,263580.0,23533928.0
2003-02-28,11350,11400,11050,11050,61860,260050.0,23533928.0
2003-03-03,11050,11350,11050,11250,44855,264757.0,23533928.0
2003-03-04,11100,11500,11100,11350,72470,267110.0,23533928.0
2003-03-05,11400,11400,10700,11050,53850,260050.0,23533928.0
2003-03-06,11200,11200,10650,10650,81210,250636.0,23533928.0
2003-03-07,10500,10650,10200,10300,136720,242399.0,23533928.0
2003-03-10,10100,10300,9510,9650,91499,227102.0,23533928.0
2003-03-11,9200,9550,9050,9550,160240,224749.0,23533928.0
2003-03-12,9500,9700,9100,9420,136420,221690.0,23533928.0
2003-03-13,9630,10450,9490,9800,438400,230632.0,23533928.0
2003-03-14,10400,10400,9890,9900,274270,232986.0,23533928.0
2003-03-17,9900,9980,9050,9800,257740,230632.0,23533928.0
2003-03-18,10200,10250,9730,9900,224720,232986.0,23533928.0
2003-03-19,9800,10200,9800,9900,255940,232986.0,23533928.0
2003-03-20,10150,10650,10000,10600,269870,249460.0,23533928.0
2003-03-21,10800,11000,10450,10600,213790,249460.0,23533928.0
2003-03-24,10850,10950,10450,10600,159550,249460.0,23533928.0
2003-03-25,10150,10450,10050,10450,69050,245930.0,23533928.0
2003-03-26,10500,10750,10400,10450,61246,245930.0,23533928.0
2003-03-27,10200,10450,10150,10250,67880,241223.0,23533928.0
2003-03-28,10100,10250,9920,10050,178348,236516.0,23533928.0
2003-03-31,9900,9900,9530,9560,85080,224984.0,23533928.0
2003-04-01,9400,9900,9400,9870,43050,232280.0,23533928.0
2003-04-02,9800,10050,9550,9810,162160,230868.0,23533928.0
2003-04-03,10100,10200,9800,9880,196238,232515.0,23533928.0
2003-04-04,10000,10500,9860,10500,216970,247106.0,23533928.0
2003-04-07,10700,10900,10500,10900,248810,256520.0,23533928.0
2003-04-08,10800,11300,10450,11250,294240,264757.0,23533928.0
2003-04-09,11150,11500,10700,11400,378588,268287.0,23533928.0
2003-04-10,11100,11400,11100,11250,113900,264757.0,23533928.0
2003-04-11,11150,11350,10850,11100,87290,261227.0,23533928.0
2003-04-14,11100,12650,11100,12000,654420,282407.0,23533928.0
2003-04-15,12300,13000,12250,12400,497860,291821.0,23533928.0
2003-04-16,12700,12750,12000,12500,212260,294174.0,23533928.0
2003-04-17,12300,12600,12150,12500,145100,294174.0,23533928.0
2003-04-18,12600,12700,12200,12200,78508,287114.0,23533928.0
2003-04-21,12100,12300,12000,12150,39873,285937.0,23533928.0
2003-04-22,12300,12350,11950,12000,93133,282407.0,23533928.0
2003-04-23,12200,12300,11800,11900,68870,280054.0,23533928.0
2003-04-24,11800,12100,11700,11700,54410,275347.0,23533928.0
2003-04-25,11400,11500,10950,11000,62740,258873.0,23533928.0
2003-04-28,10700,11800,10650,11800,122080,277700.0,23533928.0
2003-04-29,12000,12000,11550,11900,174590,280054.0,23533928.0
2003-04-30,11900,11900,11650,11850,49900,278877.0,23533928.0
2003-05-02,11800,12000,11700,11800,45810,277700.0,23533928.0
2003-05-06,11800,11900,11500,11550,105530,271817.0,23533928.0
2003-05-07,11750,12100,11700,11700,187470,275347.0,23533928.0
2003-05-09,11700,12050,11700,11700,258550,275347.0,23533928.0
2003-05-12,11900,12400,11900,12100,335470,284761.0,23533928.0
2003-05-13,12100,12300,11950,12150,245700,285937.0,23533928.0
2003-05-14,12150,12350,11900,11950,107530,281230.0,23533928.0
2003-05-15,12100,12350,11900,12200,125880,287114.0,23533928.0
2003-05-16,12400,13200,12400,12850,323800,302411.0,23533928.0
2003-05-19,12750,12750,12200,12400,81110,291821.0,23533928.0
2003-05-20,12100,12800,12100,12800,80370,301234.0,23533928.0
2003-05-21,12550,12700,12450,12450,59740,292997.0,23533928.0
2003-05-22,12350,12700,12150,12700,109850,298881.0,23533928.0
2003-05-23,12800,12800,12350,12400,69600,291821.0,23533928.0
2003-05-26,12400,12950,12400,12900,262281,303588.0,23533928.0
2003-05-27,13000,13200,12800,13000,277647,305941.0,23533928.0
2003-05-28,13250,13250,12600,13000,158832,305941.0,23533928.0
2003-05-29,12900,13000,12400,12500,144280,294174.0,23533928.0
2003-05-30,12400,12550,12200,12450,127208,292997.0,23533928.0
2003-06-02,12450,12650,12000,12000,112813,282407.0,23533928.0
2003-06-03,12050,12300,11900,12000,124104,282407.0,23533928.0
2003-06-04,12050,12150,11900,12000,57802,282407.0,23533928.0
2003-06-05,12050,12400,12000,12350,153240,290644.0,23533928.0
2003-06-09,12100,12200,12000,12100,106038,284761.0,23533928.0
2003-06-10,12000,12100,11800,11900,185209,280054.0,23533928.0
2003-06-11,12000,12000,11700,11700,86640,275347.0,23533928.0
2003-06-12,11800,11950,11400,11450,131057,269463.0,23533928.0
2003-06-13,11600,11750,11500,11550,108539,271817.0,23533928.0
2003-06-16,11550,11750,11500,11500,65316,270640.0,23533928.0
2003-06-17,11650,11700,11300,11550,249140,271817.0,23533928.0
2003-06-18,11600,11650,11400,11400,95027,268287.0,23533928.0
2003-06-19,11500,11750,11450,11700,64925,275347.0,23533928.0
2003-06-20,11500,11750,11500,11600,49410,272994.0,23533928.0
2003-06-23,11600,11600,11400,11500,49400,270640.0,23533928.0
2003-06-24,11300,11450,11200,11400,51350,268287.0,23533928.0
2003-06-25,11250,11500,11250,11350,67690,267110.0,23533928.0
2003-06-26,11100,11300,10850,11000,87550,258873.0,23533928.0
2003-06-27,10900,11000,10350,10500,173211,247106.0,23533928.0
2003-06-30,10500,10550,10100,10300,128240,242399.0,23533928.0
2003-07-01,10200,10400,10150,10200,114651,240046.0,23533928.0
2003-07-02,10250,11100,10200,10650,318519,250636.0,23533928.0
2003-07-03,10950,11150,10750,10950,251112,257697.0,23533928.0
2003-07-04,11150,11150,10650,10850,165427,255343.0,23533928.0
2003-07-07,11000,11400,10800,11100,353440,261227.0,23533928.0
2003-07-08,11100,11200,10750,11000,173060,258873.0,23533928.0
2003-07-09,11000,11000,10650,10700,125260,251813.0,23533928.0
2003-07-10,10700,10950,10650,10850,84870,255343.0,23533928.0
2003-07-11,10750,10900,10650,10850,69857,255343.0,23533928.0
2003-07-14,10850,10900,10550,10600,189306,249460.0,23533928.0
2003-07-15,10600,10900,10600,10650,207572,250636.0,23533928.0
2003-07-16,10650,11000,10500,11000,122520,258873.0,23533928.0
2003-07-18,10650,10800,10450,10750,80510,252990.0,23533928.0
2003-07-21,10600,10700,10450,10500,65410,247106.0,23533928.0
2003-07-22,10550,10550,10200,10250,43206,241223.0,23533928.0
2003-07-23,10300,10400,10250,10300,44690,242399.0,23533928.0
2003-07-24,10200,10500,10200,10450,36010,245930.0,23533928.0
2003-07-25,11000,11950,10850,11400,709060,268287.0,23533928.0
2003-07-28,11800,12100,11500,11700,377244,275347.0,23533928.0
2003-07-29,11900,11950,11750,11850,90150,278877.0,23533928.0
2003-07-30,11850,11850,11450,11750,94190,276524.0,23533928.0
2003-07-31,11900,12400,11900,12100,146815,284761.0,23533928.0
2003-08-01,12000,12150,11750,11850,60370,278877.0,23533928.0
2003-08-04,11750,12350,11750,12350,109091,290644.0,23533928.0
2003-08-05,12100,12350,11900,12100,61806,284761.0,23533928.0
2003-08-06,11850,12100,11700,11800,74323,277700.0,23533928.0
2003-08-07,12050,12250,11800,12100,125100,284761.0,23533928.0
2003-08-08,12300,12400,12100,12150,140700,285937.0,23533928.0
2003-08-11,12250,12250,11800,11950,70317,281230.0,23533928.0
2003-08-12,12050,12600,11850,12550,179039,295351.0,23533928.0
2003-08-13,12600,12700,12000,12550,90029,295351.0,23533928.0
2003-08-14,12550,12550,12300,12500,123489,294174.0,23533928.0
2003-08-18,12500,12500,12050,12050,189760,283584.0,23533928.0
2003-08-19,12200,12300,11850,11850,107654,278877.0,23533928.0
2003-08-20,12050,12050,11600,11600,60399,272994.0,23533928.0
2003-08-21,11700,11850,11450,11650,78530,274170.0,23533928.0
2003-08-22,11700,12100,11700,11800,65470,277700.0,23533928.0
2003-08-25,11800,12100,11750,11850,57256,278877.0,23533928.0
2003-08-26,11750,12050,11700,11900,85260,280054.0,23533928.0
2003-08-27,11800,11900,11700,11750,30099,276524.0,23533928.0
2003-08-28,11800,11950,11600,11600,24471,272994.0,23533928.0
2003-08-29,11500,11600,11250,11250,40460,264757.0,23533928.0
2003-09-01,11200,11250,11000,11000,58910,258873.0,23533928.0
2003-09-02,11100,11550,11050,11250,70454,264757.0,23533928.0
2003-09-03,11250,11500,10750,10900,76270,256520.0,23533928.0
2003-09-04,10900,11150,10900,11050,30630,260050.0,23533928.0
2003-09-05,11050,11200,10700,10750,63620,252990.0,23533928.0
2003-09-08,10850,11050,10750,10800,74870,254166.0,23533928.0
2003-09-09,10850,11000,10800,10800,27580,254166.0,23533928.0
2003-09-15,11000,11050,10950,11050,36737,260050.0,23533928.0
2003-09-16,11050,11400,11050,11400,35180,268287.0,23533928.0
2003-09-17,11250,11250,10750,10800,89470,254166.0,23533928.0
2003-09-18,10900,10900,10550,10600,68477,249460.0,23533928.0
2003-09-19,10600,10750,10450,10650,54450,250636.0,23533928.0
2003-09-22,10650,10650,10100,10150,80030,238869.0,23533928.0
2003-09-23,10150,10500,10150,10500,34352,247106.0,23533928.0
2003-09-24,10650,10650,10000,10100,66460,237693.0,23533928.0
2003-09-25,10100,10150,9810,10000,51778,235339.0,23533928.0
2003-09-26,10100,10100,9900,9900,18848,232986.0,23533928.0
2003-09-29,9900,10300,9900,10250,19470,241223.0,23533928.0
2003-09-30,10300,10600,10300,10600,27940,249460.0,23533928.0
2003-10-01,10600,10600,10100,10300,66980,242399.0,23533928.0
2003-10-02,10300,10450,10200,10450,28970,245930.0,23533928.0
2003-10-06,10250,10850,10250,10400,19870,244753.0,23533928.0
2003-10-07,10250,10300,10050,10050,29050,236516.0,23533928.0
2003-10-08,10100,10100,9950,9960,47140,234398.0,23533928.0
2003-10-09,9910,10200,9540,9570,116057,225220.0,23533928.0
2003-10-10,9500,9500,8140,8500,951723,200038.0,23533928.0
2003-10-13,8550,9050,8400,8900,780149,209452.0,23533928.0
2003-10-14,9080,9170,8650,8930,259050,210158.0,23533928.0
2003-10-15,8930,9180,8930,9080,102960,213688.0,23533928.0
2003-10-16,9180,9180,9000,9050,75678,212982.0,23533928.0
2003-10-17,8920,9440,8920,9340,147222,219807.0,23533928.0
2003-10-20,9300,9630,9300,9300,90160,218866.0,23533928.0
2003-10-21,9400,9400,9020,9160,69096,215571.0,23533928.0
2003-10-22,9160,9250,8900,9000,97640,211805.0,23533928.0
2003-10-23,8800,8890,8480,8570,72079,201686.0,23533928.0
2003-10-24,8350,9000,8350,8900,63610,209452.0,23533928.0
2003-10-27,8900,9390,8720,9380,166583,220748.0,23533928.0
2003-10-28,9280,9700,9120,9700,91270,228279.0,23533928.0
2003-10-29,9790,10050,9450,9990,191390,235104.0,23533928.0
2003-10-30,9900,10300,9700,10300,110720,242399.0,23533928.0
2003-10-31,10250,10600,9880,10600,120700,249460.0,23533928.0
2003-11-03,10400,10400,10000,10000,123750,235339.0,23533928.0
2003-11-04,9850,10100,9650,9790,162816,230397.0,23533928.0
2003-11-05,9790,9790,9400,9650,148530,227102.0,23533928.0
2003-11-06,9600,9880,9270,9270,134350,218160.0,23533928.0
2003-11-07,9400,9990,9360,9780,96910,230162.0,23533928.0
2003-11-10,9700,9850,9490,9500,92631,223572.0,23533928.0
2003-11-11,9530,9550,8960,9100,114290,214159.0,23533928.0
2003-11-12,8970,9150,8860,9000,78133,211805.0,23533928.0
2003-11-13,9100,9200,8860,8950,126692,210629.0,23533928.0
2003-11-14,9000,9400,9000,9300,292262,218866.0,23533928.0
2003-11-17,9300,9490,9250,9250,68748,217689.0,23533928.0
2003-11-18,9190,9330,9180,9300,51219,218866.0,23533928.0
2003-11-19,9220,9220,9000,9030,149278,212511.0,23533928.0
2003-11-20,9060,9480,9060,9280,49128,218395.0,23533928.0
2003-11-21,9480,9480,9090,9100,61623,214159.0,23533928.0
2003-11-24,9010,9100,8750,8840,49277,208040.0,23533928.0
2003-11-25,8840,9010,8800,8840,55813,208040.0,23533928.0
2003-11-26,8820,9100,8820,9100,51682,214159.0,23533928.0
2003-11-27,9080,9080,8920,8950,47737,210629.0,23533928.0
2003-11-28,8910,9140,8900,9030,69118,212511.0,23533928.0
2003-12-01,9290,9490,9150,9460,90736,222631.0,23533928.0
2003-12-02,9760,9760,9200,9300,81350,218866.0,23533928.0
2003-12-03,9260,9350,9000,9050,95096,212982.0,23533928.0
2003-12-04,9120,9400,9070,9390,153403,220984.0,23533928.0
2003-12-05,9230,9390,9130,9160,64400,215571.0,23533928.0
2003-12-08,9100,9130,9040,9060,30300,213217.0,23533928.0
2003-12-09,9080,9190,8950,8980,77564,211335.0,23533928.0
2003-12-10,9000,9050,8850,8850,96780,208275.0,23533928.0
2003-12-11,8980,8980,8750,8750,108620,205922.0,23533928.0
2003-12-12,8820,8890,8760,8820,61458,207569.0,23533928.0
2003-12-15,8930,9430,8930,9230,248827,217218.0,23533928.0
2003-12-16,9140,9190,9000,9100,70862,214159.0,23533928.0
2003-12-17,9150,9180,8930,8930,57940,210158.0,23533928.0
2003-12-18,8950,9120,8950,9100,48780,214159.0,23533928.0
2003-12-19,9120,9670,9120,9360,326890,220278.0,23533928.0
2003-12-22,9360,9420,9000,9000,76490,211805.0,23533928.0
2003-12-23,9060,9150,8820,8880,64270,208981.0,23533928.0
2003-12-24,8900,9080,8890,9000,59530,211805.0,23533928.0
2003-12-26,9070,9160,9020,9030,33717,212511.0,23533928.0
2003-12-29,8890,9320,8890,9240,47177,217453.0,23533928.0
2003-12-30,9310,9490,9200,9350,71970,220042.0,23533928.0
2004-01-02,9350,9700,9300,9670,114954,227573.0,23533928.0
2004-01-05,9750,10050,9600,10000,144690,235339.0,23533928.0
2004-01-06,10100,10100,9710,9900,77406,232986.0,23533928.0
2004-01-07,9950,9950,9600,9700,29990,228279.0,23533928.0
2004-01-08,9610,9780,9510,9700,70666,228279.0,23533928.0
2004-01-09,9600,10100,9600,10000,160392,235339.0,23533928.0
2004-01-12,10100,10100,9670,9870,66850,232280.0,23533928.0
2004-01-13,9970,9970,9520,9530,27057,224278.0,23533928.0
2004-01-14,9530,9660,9430,9510,58656,223808.0,23533928.0
2004-01-15,9510,9530,9420,9500,52590,223572.0,23533928.0
2004-01-16,9500,10200,9500,10050,761350,236516.0,23533928.0
2004-01-19,10000,10000,9290,9300,336524,218866.0,23533928.0
2004-01-20,9400,9540,9400,9430,111706,221925.0,23533928.0
2004-01-26,9440,9590,9150,9150,98276,215335.0,23533928.0
2004-01-27,9150,9250,9070,9100,76035,214159.0,23533928.0
2004-01-28,8910,9070,8650,8770,131725,206393.0,23533928.0
2004-01-29,8770,8840,8520,8800,56210,207099.0,23533928.0
2004-01-30,8710,9000,8710,8800,28269,207099.0,23533928.0
2004-02-02,8800,9020,8700,8860,61552,208511.0,23533928.0
2004-02-03,8840,8900,8680,8680,32891,204274.0,23533928.0
2004-02-04,8590,8720,8580,8590,40160,202156.0,23533928.0
2004-02-05,8520,8680,8510,8630,26860,203098.0,23533928.0
2004-02-06,8770,8800,8700,8700,40479,204745.0,23533928.0
2004-02-09,8710,8810,8700,8710,49156,204981.0,23533928.0
2004-02-10,8720,8800,8660,8690,83240,204510.0,23533928.0
2004-02-11,8750,8780,8690,8690,63915,204510.0,23533928.0
2004-02-12,8700,8710,8540,8560,73504,201450.0,23533928.0
2004-02-13,8560,8560,7720,7750,294890,182388.0,23533928.0
2004-02-16,7750,7820,7520,7750,258778,182388.0,23533928.0
2004-02-17,7780,7900,7710,7720,131290,181682.0,23533928.0
2004-02-18,7720,8040,7720,7970,135160,187565.0,23533928.0
2004-02-19,8100,8350,8010,8300,112470,195332.0,23533928.0
2004-02-20,8300,8450,8150,8400,100641,197685.0,23533928.0
2004-02-23,8260,8380,8200,8210,26110,193214.0,23533928.0
2004-02-24,8200,8300,8200,8200,59041,192978.0,23533928.0
2004-02-25,8300,8300,8160,8200,26564,192978.0,23533928.0
2004-02-26,8200,8280,8200,8220,19420,193449.0,23533928.0
2004-02-27,8230,8340,8230,8250,54577,194155.0,23533928.0
2004-03-02,8310,9080,8270,8900,250900,209452.0,23533928.0
2004-03-03,8770,9050,8700,9020,251430,212276.0,23533928.0
2004-03-04,9080,9350,9000,9260,117330,217924.0,23533928.0
2004-03-05,9250,9480,9220,9290,107350,218630.0,23533928.0
2004-03-08,9150,9210,8710,8730,68987,205451.0,23533928.0
2004-03-09,8700,8800,8470,8710,50357,204981.0,23533928.0
2004-03-10,8620,9400,8620,9050,118360,212982.0,23533928.0
2004-03-11,9000,9050,8710,8710,42689,204981.0,23533928.0
2004-03-12,8710,8830,8000,8800,37810,207099.0,23533928.0
2004-03-15,8700,8700,8440,8600,103060,202392.0,23533928.0
2004-03-16,8450,8570,8200,8210,51830,193214.0,23533928.0
2004-03-17,8320,8440,8200,8300,86470,195332.0,23533928.0
2004-03-18,8320,8540,8250,8450,80250,198862.0,23533928.0
2004-03-19,8450,8590,8400,8590,55200,202156.0,23533928.0
2004-03-22,8480,8600,8400,8480,6330,199568.0,23533928.0
2004-03-23,8480,8480,8300,8400,27320,197685.0,23533928.0
2004-03-24,8400,8540,8250,8260,37920,194390.0,23533928.0
2004-03-25,8380,8380,8260,8320,28090,195802.0,23533928.0
2004-03-26,8340,8400,8150,8150,46696,191802.0,23533928.0
2004-03-29,8170,8400,8170,8400,11385,197685.0,23533928.0
2004-03-30,8430,8450,8250,8410,33900,197920.0,23533928.0
