제일기획(030000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-03-09,7862,7962,7681,7862,24442,901923.0,4601649.0
2004-03-10,7720,7900,7619,7642,21380,876614.0,4601649.0
2004-03-11,7499,7840,7499,7642,40500,876614.0,4601649.0
2004-03-12,7800,7800,7379,7602,37470,872012.0,4601649.0
2004-03-15,7700,7720,7459,7622,8710,874313.0,4601649.0
2004-03-16,7419,7479,7018,7181,41139,823695.0,4601649.0
2004-03-17,7180,7361,7100,7361,26546,844403.0,4601649.0
2004-03-18,7381,7541,7300,7461,18219,855907.0,4601649.0
2004-03-19,7501,7541,7381,7421,14271,851305.0,4601649.0
2004-03-22,7361,7421,7080,7120,17280,816793.0,4601649.0
2004-03-23,7158,7278,7018,7281,9930,835199.0,4601649.0
2004-03-24,7138,7198,7078,7201,11791,825996.0,4601649.0
2004-03-25,7098,7258,6917,6920,31252,793784.0,4601649.0
2004-03-26,7000,7100,6899,7060,36432,809890.0,4601649.0
2004-03-29,7138,7278,7078,7281,16175,835199.0,4601649.0
2004-03-30,7218,7359,7198,7301,12760,837500.0,4601649.0
2004-03-31,7401,7541,7361,7441,25540,853606.0,4601649.0
2004-04-01,7419,7579,7419,7582,12440,869712.0,4601649.0
2004-04-02,7499,7619,7419,7542,19100,865110.0,4601649.0
2004-04-06,7679,8020,7659,7923,58430,908826.0,4601649.0
2004-04-07,7920,7920,7679,7682,19602,881216.0,4601649.0
2004-04-08,7780,7780,7479,7542,23342,865110.0,4601649.0
2004-04-09,7541,7541,7340,7401,26050,849004.0,4601649.0
2004-04-12,7361,7621,7361,7481,13821,858208.0,4601649.0
2004-04-13,7461,7581,7280,7361,19180,844403.0,4601649.0
2004-04-14,7258,7419,7178,7281,31847,835199.0,4601649.0
2004-04-16,7200,7300,7120,7160,44198,821394.0,4601649.0
2004-04-19,7140,7381,7060,7381,22170,846703.0,4601649.0
2004-04-20,7340,7421,7280,7421,30931,851305.0,4601649.0
2004-04-21,7218,7298,7178,7221,54631,828297.0,4601649.0
2004-04-22,7238,7258,7118,7201,26900,825996.0,4601649.0
2004-04-23,7200,7220,7120,7140,33152,819094.0,4601649.0
2004-04-26,7220,7340,7020,7020,38864,805289.0,4601649.0
2004-04-27,7020,7180,6959,7120,26631,816793.0,4601649.0
2004-04-28,7118,7198,6937,6940,18909,796085.0,4601649.0
2004-04-29,6939,7100,6699,6699,29914,768475.0,4601649.0
2004-04-30,6516,6677,6275,6579,45141,754670.0,4601649.0
2004-05-03,6679,6819,6659,6759,19490,775378.0,4601649.0
2004-05-04,6777,6797,6596,6599,16551,756971.0,4601649.0
2004-05-06,6699,6699,6097,6097,55302,699451.0,4601649.0
2004-05-07,6077,6137,5896,6097,56426,699451.0,4601649.0
2004-05-10,6057,6137,5415,5636,61118,646532.0,4601649.0
2004-05-11,5513,5634,5333,5496,70497,630426.0,4601649.0
2004-05-12,5573,5814,5513,5777,93210,662637.0,4601649.0
2004-05-13,5774,5934,5734,5817,72571,667239.0,4601649.0
2004-05-14,5854,5934,5393,5576,54880,639629.0,4601649.0
2004-05-17,5573,5654,5112,5215,61295,598214.0,4601649.0
2004-05-18,5174,5355,5054,5255,69369,602816.0,4601649.0
2004-05-19,5295,5696,5295,5696,39361,653434.0,4601649.0
2004-05-20,5555,5736,5495,5616,22244,644231.0,4601649.0
2004-05-21,5634,5794,5614,5797,16420,664938.0,4601649.0
2004-05-24,5995,5995,5794,5857,10547,671841.0,4601649.0
2004-05-25,5774,5814,5614,5817,28800,667239.0,4601649.0
2004-05-27,5957,6157,5916,6097,44600,699451.0,4601649.0
2004-05-28,6075,6155,5995,6158,12772,706353.0,4601649.0
2004-05-31,6197,6197,6077,6117,17100,701751.0,4601649.0
2004-06-01,6115,6496,6095,6499,27187,745467.0,4601649.0
2004-06-02,6396,6496,6255,6499,16220,745467.0,4601649.0
2004-06-03,6376,6496,6235,6258,31041,717857.0,4601649.0
2004-06-04,6255,6336,6055,6218,45550,713256.0,4601649.0
2004-06-07,6157,6378,6157,6378,11564,731662.0,4601649.0
2004-06-08,6358,6458,6257,6378,7623,731662.0,4601649.0
2004-06-09,6456,6516,6336,6499,28555,745467.0,4601649.0
2004-06-10,6336,6436,6215,6218,21920,713256.0,4601649.0
2004-06-11,6215,6215,5694,5817,24150,667239.0,4601649.0
2004-06-14,5694,5794,5453,5456,34312,625824.0,4601649.0
2004-06-15,5473,5614,5413,5496,29660,630426.0,4601649.0
2004-06-16,5433,5694,5433,5576,23470,639629.0,4601649.0
2004-06-17,5513,5794,5513,5797,19260,664938.0,4601649.0
2004-06-18,5696,5716,5595,5716,18810,655735.0,4601649.0
2004-06-21,5694,5854,5694,5857,13060,671841.0,4601649.0
2004-06-22,5894,5894,5513,5777,33575,662637.0,4601649.0
2004-06-23,5736,5816,5636,5636,28320,646532.0,4601649.0
2004-06-24,5696,5776,5616,5756,39900,660337.0,4601649.0
2004-06-25,5774,5854,5694,5857,23590,671841.0,4601649.0
2004-06-28,5934,5934,5714,5837,36070,669540.0,4601649.0
2004-06-29,5776,6057,5776,6037,15090,692548.0,4601649.0
2004-06-30,6075,6295,5995,6298,16020,722459.0,4601649.0
2004-07-01,6358,6438,6257,6378,20182,731662.0,4601649.0
2004-07-02,6235,6376,6135,6298,18768,722459.0,4601649.0
2004-07-05,6175,6255,6095,6178,24165,708654.0,4601649.0
2004-07-06,6097,6237,5977,6097,22029,699451.0,4601649.0
2004-07-07,6015,6015,5794,5937,14654,681044.0,4601649.0
2004-07-08,5934,5934,5814,5837,16991,669540.0,4601649.0
2004-07-09,5776,5816,5636,5756,27958,660337.0,4601649.0
2004-07-12,5754,5834,5553,5596,40707,641930.0,4601649.0
2004-07-13,5616,5776,5616,5756,34164,660337.0,4601649.0
2004-07-14,5754,5774,5593,5596,23940,641930.0,4601649.0
2004-07-15,5573,5634,5373,5496,22163,630426.0,4601649.0
2004-07-16,5415,5716,5355,5656,27033,648833.0,4601649.0
2004-07-19,5555,5716,5515,5716,25530,655735.0,4601649.0
2004-07-20,5676,5696,5575,5656,19055,648833.0,4601649.0
2004-07-21,5714,5834,5694,5837,24966,669540.0,4601649.0
2004-07-22,5714,5894,5654,5857,20390,671841.0,4601649.0
2004-07-23,5914,5934,5754,5857,32300,671841.0,4601649.0
2004-07-26,5716,6017,5676,6017,13590,690247.0,4601649.0
2004-07-27,5977,6017,5896,6017,33161,690247.0,4601649.0
2004-07-28,5977,5997,5936,5997,32882,687947.0,4601649.0
2004-07-29,5975,5975,5814,5897,8571,676442.0,4601649.0
2004-07-30,5957,5997,5856,5977,32522,685646.0,4601649.0
2004-08-02,5894,5894,5453,5496,23932,630426.0,4601649.0
2004-08-03,5453,5553,5393,5536,38388,635028.0,4601649.0
2004-08-04,5473,5473,5353,5436,11941,623523.0,4601649.0
2004-08-05,5455,5696,5455,5656,12840,648833.0,4601649.0
2004-08-06,5575,5716,5535,5716,19142,655735.0,4601649.0
2004-08-09,5714,5814,5573,5817,10440,667239.0,4601649.0
2004-08-10,5814,5874,5734,5877,12060,674142.0,4601649.0
2004-08-11,5814,5874,5754,5877,44148,674142.0,4601649.0
2004-08-12,5776,5796,5616,5676,43255,651133.0,4601649.0
2004-08-13,5636,5957,5595,5957,74161,683345.0,4601649.0
2004-08-16,5955,5955,5874,5917,36591,678743.0,4601649.0
2004-08-17,5957,5997,5896,5957,38720,683345.0,4601649.0
2004-08-18,5874,5934,5834,5837,15302,669540.0,4601649.0
2004-08-19,5834,5894,5774,5797,22640,664938.0,4601649.0
2004-08-20,5776,5816,5696,5716,17050,655735.0,4601649.0
2004-08-23,5736,5836,5636,5636,19150,646532.0,4601649.0
2004-08-24,5716,5716,5595,5636,20433,646532.0,4601649.0
2004-08-25,5654,5794,5654,5777,36385,662637.0,4601649.0
2004-08-26,5816,6057,5816,5997,61922,687947.0,4601649.0
2004-08-27,6017,6077,5936,5957,19190,683345.0,4601649.0
2004-08-30,5955,6035,5914,5917,16543,678743.0,4601649.0
2004-08-31,5856,6037,5856,6037,16330,692548.0,4601649.0
2004-09-01,6035,6295,6015,6278,44270,720158.0,4601649.0
2004-09-02,6235,6556,6235,6559,32564,752370.0,4601649.0
2004-09-03,6616,6616,6396,6539,14490,750069.0,4601649.0
2004-09-06,6536,6536,6416,6539,11103,750069.0,4601649.0
2004-09-07,6476,6616,6476,6619,19430,759272.0,4601649.0
2004-09-08,6476,6677,6456,6619,21106,759272.0,4601649.0
2004-09-09,6536,6616,6456,6599,28665,756971.0,4601649.0
2004-09-10,6556,6576,6376,6539,16410,750069.0,4601649.0
2004-09-13,6476,6596,6416,6519,15580,747768.0,4601649.0
2004-09-14,6476,6536,6275,6298,18304,722459.0,4601649.0
2004-09-15,6376,6396,6235,6298,13930,722459.0,4601649.0
2004-09-16,6215,6516,6215,6499,15410,745467.0,4601649.0
2004-09-17,6436,6536,6436,6499,13328,745467.0,4601649.0
2004-09-20,6496,6657,6496,6599,21450,756971.0,4601649.0
2004-09-21,6536,6576,6476,6479,8820,743166.0,4601649.0
2004-09-22,6536,6536,6175,6198,14230,710955.0,4601649.0
2004-09-23,6137,6197,5977,5997,17990,687947.0,4601649.0
2004-09-24,5977,6017,5816,6017,48950,690247.0,4601649.0
2004-09-30,5916,6057,5876,5957,29874,683345.0,4601649.0
2004-10-01,6017,6037,5816,6037,49376,692548.0,4601649.0
2004-10-04,6095,6195,6035,6178,39785,708654.0,4601649.0
2004-10-05,6177,6338,6117,6318,48380,724760.0,4601649.0
2004-10-06,6297,6398,6237,6378,50081,731662.0,4601649.0
2004-10-07,6316,6416,6155,6298,17380,722459.0,4601649.0
2004-10-08,6275,6295,6055,6158,34934,706353.0,4601649.0
2004-10-11,6057,6077,5916,6037,48861,692548.0,4601649.0
2004-10-12,6035,6035,5854,5937,18713,681044.0,4601649.0
2004-10-13,5934,5975,5854,5917,25174,678743.0,4601649.0
2004-10-14,5834,5874,5754,5877,35174,674142.0,4601649.0
2004-10-15,5754,5874,5754,5857,22648,671841.0,4601649.0
2004-10-18,5834,5934,5834,5917,29676,678743.0,4601649.0
2004-10-19,5957,6097,5957,6037,13810,692548.0,4601649.0
2004-10-20,6035,6035,5614,5777,50674,662637.0,4601649.0
2004-10-21,5734,5834,5654,5777,24521,662637.0,4601649.0
2004-10-22,5816,5997,5816,5957,19110,683345.0,4601649.0
2004-10-25,5774,5814,5593,5817,30150,667239.0,4601649.0
2004-10-26,5696,5816,5696,5736,14570,658036.0,4601649.0
2004-10-27,5756,5796,5656,5716,10326,655735.0,4601649.0
2004-10-28,5774,5914,5754,5897,14443,676442.0,4601649.0
2004-10-29,5794,5934,5754,5937,20737,681044.0,4601649.0
2004-11-01,5854,5914,5794,5877,7750,674142.0,4601649.0
2004-11-02,5814,5874,5774,5817,15438,667239.0,4601649.0
2004-11-03,5794,5894,5734,5897,16044,676442.0,4601649.0
2004-11-04,5836,5836,5716,5756,32042,660337.0,4601649.0
2004-11-05,5774,5814,5754,5777,24570,662637.0,4601649.0
2004-11-08,5776,5816,5616,5616,18798,644231.0,4601649.0
2004-11-09,5535,5656,5495,5636,55266,646532.0,4601649.0
2004-11-10,5636,5997,5636,5977,59023,685646.0,4601649.0
2004-11-11,6037,6077,6017,6057,45929,694849.0,4601649.0
2004-11-12,6057,6137,5957,6017,35039,690247.0,4601649.0
2004-11-15,6017,6057,5916,5997,23254,687947.0,4601649.0
2004-11-16,6017,6057,5936,6017,30161,690247.0,4601649.0
2004-11-17,5975,6195,5934,6198,51810,710955.0,4601649.0
2004-11-18,6157,6197,6037,6077,9431,697150.0,4601649.0
2004-11-19,6115,6175,6015,6158,13040,706353.0,4601649.0
2004-11-22,6035,6155,5955,6158,14920,706353.0,4601649.0
2004-11-23,6215,6215,6075,6158,4500,706353.0,4601649.0
2004-11-24,6195,6215,6075,6198,5258,710955.0,4601649.0
2004-11-25,6115,6115,5814,5917,43743,678743.0,4601649.0
2004-11-26,5934,5995,5894,5937,27312,681044.0,4601649.0
2004-11-29,5916,5997,5856,5997,13692,687947.0,4601649.0
2004-11-30,6057,6117,5997,6077,16907,697150.0,4601649.0
2004-12-01,6097,6097,5977,6057,9260,694849.0,4601649.0
2004-12-02,6117,6137,5997,6097,8961,699451.0,4601649.0
2004-12-03,6097,6177,5997,6037,52953,692548.0,4601649.0
2004-12-06,6035,6035,5894,5937,13776,681044.0,4601649.0
2004-12-07,5914,5914,5714,5797,31434,664938.0,4601649.0
2004-12-08,5814,5894,5734,5837,14410,669540.0,4601649.0
2004-12-09,5814,5914,5814,5857,35531,671841.0,4601649.0
2004-12-10,5854,5914,5794,5857,11081,671841.0,4601649.0
2004-12-13,5916,6017,5916,5997,11219,687947.0,4601649.0
2004-12-14,5997,6097,5776,5977,22238,685646.0,4601649.0
2004-12-15,5955,5955,5834,5897,17577,676442.0,4601649.0
2004-12-16,5914,5955,5794,5797,21890,664938.0,4601649.0
2004-12-17,5854,5934,5814,5937,36525,681044.0,4601649.0
2004-12-20,5977,6057,5936,6017,41133,690247.0,4601649.0
2004-12-21,6017,6097,6017,6057,32014,694849.0,4601649.0
2004-12-22,6015,6115,5934,5937,11934,681044.0,4601649.0
2004-12-23,5995,6015,5874,5877,4844,674142.0,4601649.0
2004-12-24,5916,5977,5856,5977,5345,685646.0,4601649.0
2004-12-27,6017,6037,5916,5977,6244,685646.0,4601649.0
2004-12-28,5936,6017,5936,5977,8138,685646.0,4601649.0
2004-12-29,5896,6077,5896,6057,8647,694849.0,4601649.0
2004-12-30,6097,6097,6017,6037,10038,692548.0,4601649.0
2005-01-03,6077,6117,6017,6097,9382,699451.0,4601649.0
2005-01-04,6037,6117,5936,5957,8447,683345.0,4601649.0
2005-01-05,5916,6057,5876,6017,22730,690247.0,4601649.0
2005-01-06,6057,6378,6037,6358,66892,729361.0,4601649.0
2005-01-07,6217,6338,6177,6338,37232,727061.0,4601649.0
2005-01-10,6336,6336,6115,6178,21397,708654.0,4601649.0
2005-01-11,6137,6137,5977,6097,22119,699451.0,4601649.0
2005-01-12,6057,6077,5997,6017,12611,690247.0,4601649.0
2005-01-13,5975,6015,5894,5897,29649,676442.0,4601649.0
2005-01-14,5975,6275,5934,6218,83751,713256.0,4601649.0
2005-01-17,6157,6257,6057,6077,36523,697150.0,4601649.0
2005-01-18,6035,6155,6035,6138,19581,704052.0,4601649.0
2005-01-19,6015,6055,5854,5857,111655,671841.0,4601649.0
2005-01-20,5854,6015,5854,5917,43085,678743.0,4601649.0
2005-01-21,5896,5997,5856,5957,26472,683345.0,4601649.0
2005-01-24,5914,5955,5854,5877,44884,674142.0,4601649.0
2005-01-25,5914,5914,5854,5857,23664,671841.0,4601649.0
2005-01-26,5854,5975,5854,5937,21882,681044.0,4601649.0
2005-01-27,5957,5997,5957,5977,12154,685646.0,4601649.0
2005-01-28,5977,6017,5916,5957,9597,683345.0,4601649.0
2005-01-31,6015,6195,5955,6158,28457,706353.0,4601649.0
2005-02-01,6095,6175,6095,6178,12569,708654.0,4601649.0
2005-02-02,6175,6275,6175,6258,37316,717857.0,4601649.0
2005-02-03,6257,6378,6257,6378,28599,731662.0,4601649.0
2005-02-04,6257,6257,6117,6117,24850,701751.0,4601649.0
2005-02-07,6175,6275,6175,6258,23899,717857.0,4601649.0
2005-02-11,6257,6418,6177,6418,33407,736264.0,4601649.0
2005-02-14,6476,6616,6456,6479,35444,743166.0,4601649.0
2005-02-15,6416,6576,6376,6479,13584,743166.0,4601649.0
2005-02-16,6618,6819,6498,6819,45360,782280.0,4601649.0
2005-02-17,6839,6839,6679,6719,19550,770776.0,4601649.0
2005-02-18,6616,6636,6516,6579,29463,754670.0,4601649.0
2005-02-21,6478,6558,6297,6318,42949,724760.0,4601649.0
2005-02-22,6358,6438,6338,6418,24011,736264.0,4601649.0
2005-02-23,6418,6458,6318,6338,14908,727061.0,4601649.0
2005-02-24,6295,6596,6295,6499,16188,745467.0,4601649.0
2005-02-25,6556,6777,6476,6519,50709,747768.0,4601649.0
2005-02-28,6558,6819,6558,6679,18763,766175.0,4601649.0
2005-03-02,6859,6859,6699,6759,17606,775378.0,4601649.0
2005-03-03,6759,7060,6759,7060,35906,809890.0,4601649.0
2005-03-04,7020,7020,6779,6819,10221,782280.0,4601649.0
2005-03-07,6897,6897,6496,6559,21287,752370.0,4601649.0
2005-03-08,6737,6877,6556,6639,19895,761573.0,4601649.0
2005-03-09,6717,6977,6677,6980,27101,800687.0,4601649.0
2005-03-10,6937,6977,6837,6900,21841,791484.0,4601649.0
2005-03-11,6917,7198,6917,7201,21597,825996.0,4601649.0
2005-03-14,7220,7421,7220,7361,16195,844403.0,4601649.0
2005-03-15,7359,7359,6857,6980,49037,800687.0,4601649.0
2005-03-16,6957,7078,6817,6880,29229,789183.0,4601649.0
2005-03-17,6857,6897,6697,6880,40778,789183.0,4601649.0
2005-03-18,6917,7038,6877,6900,14045,791484.0,4601649.0
2005-03-21,7138,7138,6937,6980,10941,800687.0,4601649.0
2005-03-22,7038,7118,6857,6940,12431,796085.0,4601649.0
2005-03-23,6839,6939,6659,6719,29456,770776.0,4601649.0
2005-03-24,6659,6839,6659,6659,14363,763874.0,4601649.0
2005-03-25,6719,6799,6699,6719,9466,770776.0,4601649.0
2005-03-28,6737,6897,6737,6840,6348,784581.0,4601649.0
2005-03-29,6877,6917,6737,6860,9110,786882.0,4601649.0
2005-03-30,6859,6859,6699,6739,9160,773077.0,4601649.0
2005-03-31,6797,6897,6697,6900,7312,791484.0,4601649.0
2005-04-01,6957,7018,6817,6840,12875,784581.0,4601649.0
2005-04-04,6917,6998,6817,6880,19880,789183.0,4601649.0
2005-04-06,6917,7238,6857,7221,38740,828297.0,4601649.0
2005-04-07,7220,7220,7080,7140,6358,819094.0,4601649.0
2005-04-08,7180,7180,7040,7060,45993,809890.0,4601649.0
2005-04-11,7158,7318,7058,7241,35929,830598.0,4601649.0
2005-04-12,7218,7318,7198,7221,18121,828297.0,4601649.0
2005-04-13,7218,7238,7138,7221,10437,828297.0,4601649.0
2005-04-14,7298,7298,6977,6980,18909,800687.0,4601649.0
2005-04-15,7020,7060,6979,7020,15162,805289.0,4601649.0
2005-04-18,6897,6998,6837,6840,13366,784581.0,4601649.0
2005-04-19,6839,6979,6779,6819,18723,782280.0,4601649.0
2005-04-20,6819,6979,6679,6819,30371,782280.0,4601649.0
2005-04-21,6819,7180,6779,7140,15764,819094.0,4601649.0
2005-04-22,7140,7220,7080,7100,13986,814492.0,4601649.0
2005-04-25,7100,7180,7020,7100,8310,814492.0,4601649.0
2005-04-26,7138,7238,7058,7221,27658,828297.0,4601649.0
2005-04-27,7118,7118,6917,6960,16444,798386.0,4601649.0
2005-04-28,7000,7000,6699,6759,22273,775378.0,4601649.0
2005-04-29,6737,6737,6496,6579,35140,754670.0,4601649.0
2005-05-02,6578,6598,6358,6378,24322,731662.0,4601649.0
2005-05-03,6378,6478,6277,6458,39733,740865.0,4601649.0
2005-05-04,6456,6677,6436,6619,16229,759272.0,4601649.0
2005-05-06,6596,6737,6556,6639,30661,761573.0,4601649.0
2005-05-09,6636,6697,6476,6639,23115,761573.0,4601649.0
2005-05-10,6697,6757,6636,6639,13340,761573.0,4601649.0
2005-05-11,6616,6636,6496,6499,11745,745467.0,4601649.0
2005-05-12,6496,6636,6416,6499,9487,745467.0,4601649.0
2005-05-13,6618,6859,6518,6739,24912,773077.0,4601649.0
2005-05-16,6659,6899,6659,6779,8674,777679.0,4601649.0
2005-05-17,6899,6899,6618,6679,10848,766175.0,4601649.0
2005-05-18,6677,6797,6636,6639,9942,761573.0,4601649.0
2005-05-19,6739,6919,6719,6739,16909,773077.0,4601649.0
2005-05-20,6937,6998,6797,6960,10467,798386.0,4601649.0
2005-05-23,7058,7058,6777,6860,9991,786882.0,4601649.0
2005-05-24,6899,7060,6859,7040,10842,807589.0,4601649.0
2005-05-25,6957,6998,6837,6900,14745,791484.0,4601649.0
2005-05-26,6817,6897,6797,6840,10125,784581.0,4601649.0
2005-05-27,6877,6977,6797,6980,20187,800687.0,4601649.0
2005-05-30,6917,7038,6917,6980,7744,800687.0,4601649.0
2005-05-31,6937,6977,6817,6860,11549,786882.0,4601649.0
2005-06-01,6817,6877,6757,6860,11458,786882.0,4601649.0
2005-06-02,6859,6899,6799,6819,14930,782280.0,4601649.0
2005-06-03,6817,6977,6817,6940,8826,796085.0,4601649.0
2005-06-07,6899,6939,6819,6819,4534,782280.0,4601649.0
2005-06-08,6779,6939,6779,6819,13207,782280.0,4601649.0
2005-06-09,6899,7040,6819,7040,22473,807589.0,4601649.0
2005-06-10,6939,7040,6879,7000,17338,802988.0,4601649.0
2005-06-13,7018,7038,6897,6920,17695,793784.0,4601649.0
2005-06-14,6917,6998,6837,6840,15236,784581.0,4601649.0
2005-06-15,6819,7060,6819,7060,26071,809890.0,4601649.0
2005-06-16,7018,7218,7018,7181,16205,823695.0,4601649.0
2005-06-17,7118,7258,7098,7201,12113,825996.0,4601649.0
2005-06-20,7258,7278,7158,7221,13148,828297.0,4601649.0
2005-06-21,7180,7421,7180,7421,31331,851305.0,4601649.0
2005-06-22,7441,7521,7381,7441,20548,853606.0,4601649.0
2005-06-23,7439,7619,7439,7622,32455,874313.0,4601649.0
2005-06-24,7561,7762,7561,7702,24172,883517.0,4601649.0
2005-06-27,7661,7661,7320,7481,14134,858208.0,4601649.0
2005-06-28,7619,7619,7419,7622,7837,874313.0,4601649.0
2005-06-29,7641,7982,7621,7802,32597,895021.0,4601649.0
2005-06-30,7702,7942,7661,7802,13930,895021.0,4601649.0
2005-07-01,7700,7800,7539,7582,15917,869712.0,4601649.0
2005-07-04,7601,7601,7381,7441,16289,853606.0,4601649.0
2005-07-05,7441,7541,7421,7501,6638,860508.0,4601649.0
2005-07-06,7461,7521,7441,7501,7354,860508.0,4601649.0
2005-07-07,7381,7561,7381,7481,8090,858208.0,4601649.0
2005-07-08,7419,7760,7419,7622,7136,874313.0,4601649.0
2005-07-11,7659,7720,7579,7622,8993,874313.0,4601649.0
2005-07-12,7702,7802,7641,7802,9819,895021.0,4601649.0
2005-07-13,7800,7920,7760,7883,7531,904224.0,4601649.0
2005-07-14,7820,7920,7720,7923,10780,908826.0,4601649.0
2005-07-15,8081,8081,7900,7943,10115,911127.0,4601649.0
2005-07-18,7940,7980,7659,7983,8423,915728.0,4601649.0
2005-07-19,7862,7902,7722,7742,17837,888118.0,4601649.0
2005-07-20,7720,7780,7539,7542,25181,865110.0,4601649.0
2005-07-21,7479,7720,7479,7582,15061,869712.0,4601649.0
2005-07-22,7439,7579,7218,7341,39901,842102.0,4601649.0
2005-07-25,7340,7722,7340,7722,20902,885817.0,4601649.0
2005-07-26,7762,7802,7641,7762,19899,890419.0,4601649.0
2005-07-27,7659,7880,7639,7883,18009,904224.0,4601649.0
2005-07-28,7900,7940,7700,7883,34910,904224.0,4601649.0
2005-07-29,7780,8020,7679,8023,10016,920330.0,4601649.0
2005-08-01,8020,8020,7820,7923,10619,908826.0,4601649.0
2005-08-02,7842,7882,7702,7742,9961,888118.0,4601649.0
2005-08-03,7621,7902,7541,7842,39582,899622.0,4601649.0
2005-08-04,7940,7940,7679,7682,4106,881216.0,4601649.0
2005-08-05,7579,7740,7539,7542,4869,865110.0,4601649.0
2005-08-08,7459,7740,7459,7662,3712,878915.0,4601649.0
2005-08-09,7579,7619,7539,7582,3843,869712.0,4601649.0
2005-08-10,7539,7619,7519,7582,11552,869712.0,4601649.0
2005-08-11,7519,7619,7519,7582,10122,869712.0,4601649.0
2005-08-12,7581,7581,7441,7461,27422,855907.0,4601649.0
2005-08-16,7481,7501,7381,7381,27000,846703.0,4601649.0
2005-08-17,7381,7461,7340,7401,15854,849004.0,4601649.0
2005-08-18,7399,7419,7258,7261,15288,832898.0,4601649.0
2005-08-19,7178,7298,7178,7241,21656,830598.0,4601649.0
2005-08-22,7220,7501,7200,7421,29518,851305.0,4601649.0
2005-08-23,7539,7579,7379,7542,15229,865110.0,4601649.0
2005-08-24,7541,7541,7340,7381,8764,846703.0,4601649.0
2005-08-25,7459,7579,7359,7582,14802,869712.0,4601649.0
2005-08-26,7481,7581,7461,7501,4688,860508.0,4601649.0
2005-08-29,7501,7501,7280,7441,5759,853606.0,4601649.0
2005-08-30,7441,7461,7300,7381,9553,846703.0,4601649.0
2005-08-31,7320,7501,7300,7461,8937,855907.0,4601649.0
2005-09-01,7459,7619,7459,7622,10335,874313.0,4601649.0
2005-09-02,7700,7700,7499,7602,17188,872012.0,4601649.0
2005-09-05,7639,7659,7599,7642,10525,876614.0,4601649.0
2005-09-06,7621,7742,7441,7481,12773,858208.0,4601649.0
2005-09-07,7619,7679,7559,7642,18135,876614.0,4601649.0
2005-09-08,7659,7720,7559,7662,21932,878915.0,4601649.0
2005-09-09,7619,7700,7479,7582,15743,869712.0,4601649.0
2005-09-12,7661,7702,7481,7481,10868,858208.0,4601649.0
2005-09-13,7481,7521,7361,7441,21003,853606.0,4601649.0
2005-09-14,7401,7541,7381,7521,5590,862809.0,4601649.0
2005-09-15,7441,7601,7441,7521,9400,862809.0,4601649.0
2005-09-16,7539,7599,7359,7542,10957,865110.0,4601649.0
2005-09-20,7539,7539,7419,7542,12311,865110.0,4601649.0
2005-09-21,7539,7679,7419,7682,31101,881216.0,4601649.0
2005-09-22,7681,7862,7681,7822,25104,897322.0,4601649.0
2005-09-23,7900,7900,7720,7903,14725,906525.0,4601649.0
2005-09-26,7900,8462,7900,8384,21240,961745.0,4601649.0
2005-09-27,8381,8582,8181,8304,24208,952541.0,4601649.0
2005-09-28,8243,8464,8042,8223,14185,943338.0,4601649.0
2005-09-29,8404,8424,8103,8143,23433,934135.0,4601649.0
2005-09-30,8141,8301,8000,8023,14957,920330.0,4601649.0
2005-10-04,8042,8504,8042,8504,13749,975550.0,4601649.0
2005-10-05,8584,8584,7962,8223,20170,943338.0,4601649.0
2005-10-06,8203,8283,8002,8123,15636,931834.0,4601649.0
2005-10-07,8183,8323,8042,8123,14111,931834.0,4601649.0
2005-10-10,8141,8502,8141,8384,8007,961745.0,4601649.0
2005-10-11,8544,9226,8424,9226,23571,1058379.0,4601649.0
2005-10-12,9627,9627,8825,8865,18170,1016964.0,4601649.0
2005-10-13,8863,8863,8261,8364,27820,959444.0,4601649.0
2005-10-14,8402,8442,8161,8264,13381,947940.0,4601649.0
2005-10-17,8404,8424,8163,8203,9640,941037.0,4601649.0
2005-10-18,8201,8422,8201,8364,13929,959444.0,4601649.0
2005-10-19,8363,8404,8183,8404,5480,964045.0,4601649.0
2005-10-20,8542,8542,8221,8364,7511,959444.0,4601649.0
2005-10-21,8123,8243,8042,8123,48559,931834.0,4601649.0
2005-10-24,8141,8181,7960,8003,39770,918029.0,4601649.0
2005-10-25,8121,8121,7960,8003,39415,918029.0,4601649.0
2005-10-26,7980,8081,7960,7963,34900,913427.0,4601649.0
2005-10-27,7882,7922,7762,7762,28083,890419.0,4601649.0
2005-10-28,7519,7679,7519,7562,36118,867411.0,4601649.0
2005-10-31,7700,7700,7559,7662,14320,878915.0,4601649.0
2005-11-01,7720,7960,7700,7903,15199,906525.0,4601649.0
2005-11-02,7960,8301,7960,8304,26988,952541.0,4601649.0
2005-11-03,8263,8424,8183,8424,17883,966346.0,4601649.0
2005-11-04,8424,8464,8283,8464,10206,970948.0,4601649.0
2005-11-07,8504,8504,8283,8424,15787,966346.0,4601649.0
2005-11-08,8361,8462,8201,8384,10823,961745.0,4601649.0
2005-11-09,8301,8803,8301,8625,14937,989355.0,4601649.0
2005-11-10,8765,8825,8564,8765,12694,1005460.0,4601649.0
2005-11-11,8763,8923,8763,8926,13913,1023867.0,4601649.0
2005-11-14,8945,8985,8624,8825,21011,1012363.0,4601649.0
