일신방직(003200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-01-21,37350,37350,36600,37100,600,89040.0,2400000.0
2005-01-24,36900,37100,36350,36350,2690,87240.0,2400000.0
2005-01-25,36050,36650,36050,36600,640,87840.0,2400000.0
2005-01-26,36600,37000,36200,36800,10570,88320.0,2400000.0
2005-01-27,36300,37000,36300,36500,21010,87600.0,2400000.0
2005-01-28,36900,36900,36200,36600,940,87840.0,2400000.0
2005-01-31,36200,37000,36200,36600,530,87840.0,2400000.0
2005-02-01,36600,36600,36350,36350,520,87240.0,2400000.0
2005-02-02,36250,36350,35900,36350,2240,87240.0,2400000.0
2005-02-03,36050,36600,36050,36350,340,87240.0,2400000.0
2005-02-04,36000,36450,35800,36350,870,87240.0,2400000.0
2005-02-07,36150,37400,36150,36450,1740,87480.0,2400000.0
2005-02-11,36200,36500,36200,36500,750,87600.0,2400000.0
2005-02-14,36500,38150,36500,38000,5030,91200.0,2400000.0
2005-02-15,37300,38600,37300,38600,860,92640.0,2400000.0
2005-02-16,38600,39400,38600,39350,2570,94440.0,2400000.0
2005-02-17,39400,39750,38200,38950,1150,93480.0,2400000.0
2005-02-18,37650,39000,37650,39000,3880,93600.0,2400000.0
2005-02-21,39000,39000,38150,39000,640,93600.0,2400000.0
2005-02-22,39000,39000,38000,39000,1890,93600.0,2400000.0
2005-02-23,38650,39500,38500,39500,430,94800.0,2400000.0
2005-02-24,38700,39300,38700,39000,4950,93600.0,2400000.0
2005-02-25,39000,39000,38000,38950,17440,93480.0,2400000.0
2005-02-28,39450,40600,38500,40100,2510,96240.0,2400000.0
2005-03-02,41000,41100,39800,41100,6550,98640.0,2400000.0
2005-03-03,42900,42900,41200,41500,2752,99600.0,2400000.0
2005-03-04,41500,42300,41500,42150,2730,101160.0,2400000.0
2005-03-07,42300,43000,42150,42200,980,101280.0,2400000.0
2005-03-08,42250,43000,41500,42000,25730,100800.0,2400000.0
2005-03-09,42100,43800,41800,43050,8040,103320.0,2400000.0
2005-03-10,42400,44300,41600,41800,4740,100320.0,2400000.0
2005-03-11,43800,43800,41900,42850,1450,102840.0,2400000.0
2005-03-14,43500,43500,42200,42750,15030,102600.0,2400000.0
2005-03-15,43700,43700,42300,42300,21350,101520.0,2400000.0
2005-03-16,42150,42900,41850,41850,12408,100440.0,2400000.0
2005-03-17,41850,43000,41850,42950,24080,103080.0,2400000.0
2005-03-18,43850,43850,42500,43050,1840,103320.0,2400000.0
2005-03-21,43000,43000,41750,43000,2260,103200.0,2400000.0
2005-03-22,41950,43000,41950,42500,1720,102000.0,2400000.0
2005-03-23,42500,42500,41050,42000,950,100800.0,2400000.0
2005-03-24,41150,41500,39400,40500,4080,97200.0,2400000.0
2005-03-25,41450,41450,38700,40000,3190,96000.0,2400000.0
2005-03-28,40000,40700,40000,40600,300,97440.0,2400000.0
2005-03-29,39400,40600,39400,40300,1330,96720.0,2400000.0
2005-03-30,39350,40200,39350,39700,600,95280.0,2400000.0
2005-03-31,40150,40150,39500,40000,360,96000.0,2400000.0
2005-04-01,40100,41700,39600,39700,1260,95280.0,2400000.0
2005-04-04,39250,40000,39250,40000,120,96000.0,2400000.0
2005-04-06,40900,40900,40000,40000,60,96000.0,2400000.0
2005-04-07,40000,40000,39500,39950,720,95880.0,2400000.0
2005-04-08,40000,40700,39700,39700,660,95280.0,2400000.0
2005-04-11,39700,39750,39150,39750,1710,95400.0,2400000.0
2005-04-12,39750,39900,39750,39900,192,95760.0,2400000.0
2005-04-13,39600,40400,39550,39850,478,95640.0,2400000.0
2005-04-14,39950,40000,39600,39950,550,95880.0,2400000.0
2005-04-15,40200,40200,39700,39700,320,95280.0,2400000.0
2005-04-18,39350,39350,38600,39200,1160,94080.0,2400000.0
2005-04-19,38750,39250,38750,39050,630,93720.0,2400000.0
2005-04-20,39250,39500,38700,39500,380,94800.0,2400000.0
2005-04-21,39500,39500,38700,39300,950,94320.0,2400000.0
2005-04-22,39300,39700,39000,39700,390,95280.0,2400000.0
2005-04-25,39600,39650,39600,39650,120,95160.0,2400000.0
2005-04-26,39650,39650,39650,39650,100,95160.0,2400000.0
2005-04-27,39650,39900,38700,39400,900,94560.0,2400000.0
2005-04-28,39950,40000,39950,39950,70,95880.0,2400000.0
2005-04-29,39500,39950,39500,39950,180,95880.0,2400000.0
2005-05-02,39200,40500,39200,40500,170,97200.0,2400000.0
2005-05-03,40000,40000,40000,40000,100,96000.0,2400000.0
2005-05-04,39300,40000,39300,39700,8970,95280.0,2400000.0
2005-05-06,40000,40200,40000,40200,230,96480.0,2400000.0
2005-05-09,39400,40000,39400,40000,640,96000.0,2400000.0
2005-05-10,39600,39800,39400,39800,640,95520.0,2400000.0
2005-05-11,39800,39900,39500,39900,620,95760.0,2400000.0
2005-05-12,39700,40200,39700,40200,700,96480.0,2400000.0
2005-05-13,42700,42800,41000,41500,380,99600.0,2400000.0
2005-05-16,41000,41450,41000,41450,200,99480.0,2400000.0
2005-05-17,37550,40400,37550,40400,4600,96960.0,2400000.0
2005-05-18,40400,40400,40200,40300,390,96720.0,2400000.0
2005-05-19,42800,42800,40150,40700,420,97680.0,2400000.0
2005-05-20,40400,40400,39800,40400,300,96960.0,2400000.0
2005-05-23,39700,40300,39700,40300,160,96720.0,2400000.0
2005-05-24,40150,40150,40100,40150,190,96360.0,2400000.0
2005-05-25,40050,40050,40050,40050,100,96120.0,2400000.0
2005-05-26,40050,40400,40050,40400,360,96960.0,2400000.0
2005-05-27,40100,42000,40050,41200,1270,98880.0,2400000.0
2005-05-30,41150,41150,41150,41150,150,98760.0,2400000.0
2005-05-31,41050,41100,41050,41100,160,98640.0,2400000.0
2005-06-01,41100,41750,41100,41750,430,100200.0,2400000.0
2005-06-02,40650,42800,40550,42700,1030,102480.0,2400000.0
2005-06-03,42700,42700,41850,42450,350,101880.0,2400000.0
2005-06-07,42450,42450,42400,42400,240,101760.0,2400000.0
2005-06-08,41400,42200,41400,42200,90,101280.0,2400000.0
2005-06-09,41900,42000,41900,42000,1110,100800.0,2400000.0
2005-06-10,41400,42000,40650,42000,1767,100800.0,2400000.0
2005-06-13,42000,42200,42000,42200,110,101280.0,2400000.0
2005-06-14,42200,42200,42200,42200,140,101280.0,2400000.0
2005-06-15,42200,42400,42000,42200,680,101280.0,2400000.0
2005-06-16,42500,42500,41550,42450,250,101880.0,2400000.0
2005-06-17,42500,42500,42500,42500,140,102000.0,2400000.0
2005-06-20,42350,42500,42350,42500,70,102000.0,2400000.0
2005-06-21,42450,42700,42450,42700,50,102480.0,2400000.0
2005-06-22,42750,43100,42750,43100,190,103440.0,2400000.0
2005-06-23,43100,43800,42500,43100,1570,103440.0,2400000.0
2005-06-24,43200,43200,42450,43100,670,103440.0,2400000.0
2005-06-27,43200,43200,43200,43200,180,103680.0,2400000.0
2005-06-28,43000,43000,43000,43000,340,103200.0,2400000.0
2005-06-29,43000,43000,42500,42500,110,102000.0,2400000.0
2005-06-30,42000,43100,42000,43100,1600,103440.0,2400000.0
2005-07-01,42500,43000,42500,42950,160,103080.0,2400000.0
2005-07-04,41900,43050,41900,42500,3280,102000.0,2400000.0
2005-07-05,42500,42500,41850,42450,900,101880.0,2400000.0
2005-07-06,42450,43000,42450,42750,688,102600.0,2400000.0
2005-07-07,42750,42950,42750,42900,620,102960.0,2400000.0
2005-07-08,42900,42900,42900,42900,160,102960.0,2400000.0
2005-07-11,43000,43000,42900,42900,400,102960.0,2400000.0
2005-07-12,42900,42900,42400,42900,550,102960.0,2400000.0
2005-07-13,42900,42900,42900,42900,105,102960.0,2400000.0
2005-07-14,42400,42850,42400,42850,1840,102840.0,2400000.0
2005-07-15,42850,43700,42150,42800,980,102720.0,2400000.0
2005-07-18,42500,43350,42500,43350,140,104040.0,2400000.0
2005-07-19,43700,43900,43400,43700,1250,104880.0,2400000.0
2005-07-20,43650,43650,42300,43300,320,103920.0,2400000.0
2005-07-21,43150,43150,43150,43150,10,103560.0,2400000.0
2005-07-22,43150,43400,43150,43350,500,104040.0,2400000.0
2005-07-25,44850,44850,41200,41200,2640,98880.0,2400000.0
2005-07-26,41200,41650,40700,40900,2090,98160.0,2400000.0
2005-07-27,40500,41450,40500,41400,270,99360.0,2400000.0
2005-07-28,41450,47000,41400,44000,4220,105600.0,2400000.0
2005-07-29,43000,43950,42250,43950,1070,105480.0,2400000.0
2005-08-01,43850,43850,41550,43500,880,104400.0,2400000.0
2005-08-02,42250,43000,42100,42950,1000,103080.0,2400000.0
2005-08-03,42000,42750,41750,41800,18190,100320.0,2400000.0
2005-08-04,41450,42550,41450,42250,910,101400.0,2400000.0
2005-08-05,42950,43450,42700,42700,870,102480.0,2400000.0
2005-08-08,43400,43400,42400,43200,310,103680.0,2400000.0
2005-08-09,43200,43200,43150,43150,90,103560.0,2400000.0
2005-08-10,42150,43000,41900,43000,420,103200.0,2400000.0
2005-08-11,42000,43000,41850,43000,830,103200.0,2400000.0
2005-08-12,41900,42450,41900,42300,660,101520.0,2400000.0
2005-08-16,42300,42300,41650,42000,1540,100800.0,2400000.0
2005-08-17,41850,42400,41500,42400,820,101760.0,2400000.0
2005-08-18,41700,42500,40850,41800,490,100320.0,2400000.0
2005-08-19,42450,42450,41450,41950,240,100680.0,2400000.0
2005-08-22,42200,42300,42200,42300,240,101520.0,2400000.0
2005-08-23,42450,42500,42450,42500,50,102000.0,2400000.0
2005-08-24,41650,42350,41200,41600,2690,99840.0,2400000.0
2005-08-25,41250,41950,41200,41950,1010,100680.0,2400000.0
2005-08-26,41200,41700,40450,41700,2020,100080.0,2400000.0
2005-08-29,40350,41200,39650,40900,1330,98160.0,2400000.0
2005-08-30,40900,41300,39250,41000,1490,98400.0,2400000.0
2005-08-31,40150,40450,38550,40100,1450,96240.0,2400000.0
2005-09-01,40100,40750,40050,40200,1190,96480.0,2400000.0
2005-09-02,41450,41450,40300,40350,4730,96840.0,2400000.0
2005-09-05,40350,40500,40300,40300,1630,96720.0,2400000.0
2005-09-06,40850,41850,40800,40800,1130,97920.0,2400000.0
2005-09-07,40850,42350,40850,41200,120,98880.0,2400000.0
2005-09-08,40250,41600,40250,40800,1770,97920.0,2400000.0
2005-09-09,40800,41800,40500,41500,240,99600.0,2400000.0
2005-09-12,41350,41950,41200,41750,160,100200.0,2400000.0
2005-09-13,40600,42250,40600,41600,150,99840.0,2400000.0
2005-09-14,41500,41500,41500,41500,100,99600.0,2400000.0
2005-09-15,41500,41500,41500,41500,120,99600.0,2400000.0
2005-09-16,42000,42000,42000,42000,930,100800.0,2400000.0
2005-09-20,40750,42000,40700,42000,240,100800.0,2400000.0
2005-09-21,42000,42000,41550,42000,330,100800.0,2400000.0
2005-09-22,41500,42950,41500,41900,3580,100560.0,2400000.0
2005-09-23,42950,43500,41500,43000,5500,103200.0,2400000.0
2005-09-26,42350,49000,41550,45050,11822,108120.0,2400000.0
2005-09-27,45000,46700,44300,45000,10960,108000.0,2400000.0
2005-09-28,45000,45000,43100,44400,10110,106560.0,2400000.0
2005-09-29,44950,44950,43750,44000,2122,105600.0,2400000.0
2005-09-30,43300,44800,43300,44450,2621,106680.0,2400000.0
2005-10-04,45000,45350,43650,45000,850,108000.0,2400000.0
2005-10-05,45600,45600,44050,44650,1070,107160.0,2400000.0
2005-10-06,45700,45850,44000,45450,3561,109080.0,2400000.0
2005-10-07,46000,48950,45550,47200,2891,113280.0,2400000.0
2005-10-10,47200,50400,47200,49500,1090,118800.0,2400000.0
2005-10-11,50500,51500,50400,51500,530,123600.0,2400000.0
2005-10-12,49350,52400,48500,49250,2310,118200.0,2400000.0
2005-10-13,48000,49400,45350,47500,3490,114000.0,2400000.0
2005-10-14,46200,47200,45800,46650,2870,111960.0,2400000.0
2005-10-17,46150,47200,46150,46850,2251,112440.0,2400000.0
2005-10-18,47600,50600,47550,48350,710,116040.0,2400000.0
2005-10-19,47600,47850,45050,46000,2490,110400.0,2400000.0
2005-10-20,46000,46500,44000,45700,1950,109680.0,2400000.0
2005-10-21,45900,45900,45000,45400,3610,108960.0,2400000.0
2005-10-24,46500,47400,45200,45400,5047,108960.0,2400000.0
2005-10-25,45500,46300,45200,45500,4310,109200.0,2400000.0
2005-10-26,46350,46350,44750,45000,5220,108000.0,2400000.0
2005-10-27,44550,45000,44400,44700,950,107280.0,2400000.0
2005-10-28,44350,44750,44000,44000,1520,105600.0,2400000.0
2005-10-31,43800,44950,43800,44900,670,107760.0,2400000.0
2005-11-01,44050,44950,44050,44900,370,107760.0,2400000.0
2005-11-02,45000,46400,44800,45000,1690,108000.0,2400000.0
2005-11-03,45000,45000,44600,44950,1390,107880.0,2400000.0
2005-11-04,45000,46000,44950,45050,1240,108120.0,2400000.0
2005-11-07,45000,45200,44850,45000,2660,108000.0,2400000.0
2005-11-08,45000,47450,45000,45900,3050,110160.0,2400000.0
2005-11-09,45150,45650,45000,45150,1390,108360.0,2400000.0
2005-11-10,45000,45200,44950,45200,2480,108480.0,2400000.0
2005-11-11,45200,47400,45000,46700,2840,112080.0,2400000.0
2005-11-14,48300,48300,45650,47400,2500,113760.0,2400000.0
2005-11-15,46500,49900,46500,48950,1240,117480.0,2400000.0
2005-11-16,49750,49750,47400,49000,1340,117600.0,2400000.0
2005-11-17,49000,49000,47600,48100,280,115440.0,2400000.0
2005-11-18,48300,49900,44300,45500,49420,109200.0,2400000.0
2005-11-21,45900,45900,44850,45600,2450,109440.0,2400000.0
2005-11-22,46300,46300,45300,45900,740,110160.0,2400000.0
2005-11-23,46300,47000,45250,46400,1070,111360.0,2400000.0
2005-11-24,46000,46800,46000,46700,920,112080.0,2400000.0
2005-11-25,46300,49500,46300,47950,1910,115080.0,2400000.0
2005-11-28,47950,49000,47450,47900,1270,114960.0,2400000.0
2005-11-29,48950,48950,46150,47450,1340,113880.0,2400000.0
2005-11-30,46700,49400,46700,47900,1440,114960.0,2400000.0
2005-12-01,47500,50600,47400,50000,3550,120000.0,2400000.0
2005-12-02,49050,50700,49000,50000,4780,120000.0,2400000.0
2005-12-05,50000,52800,48600,51700,4450,124080.0,2400000.0
2005-12-06,51700,58000,51100,55100,3020,132240.0,2400000.0
2005-12-07,55100,56000,53000,54400,630,130560.0,2400000.0
2005-12-08,51900,56500,51900,54300,2010,130320.0,2400000.0
2005-12-09,52000,57000,52000,55700,1020,133680.0,2400000.0
2005-12-12,56000,58500,56000,57500,2530,138000.0,2400000.0
2005-12-13,56500,58500,56500,57500,3840,138000.0,2400000.0
2005-12-14,59900,59900,54200,56200,2010,134880.0,2400000.0
2005-12-15,56300,56300,47800,54800,2060,131520.0,2400000.0
2005-12-16,54800,57000,53100,55900,2300,134160.0,2400000.0
2005-12-19,55200,57000,55100,56000,5390,134400.0,2400000.0
2005-12-20,56700,56700,54500,55000,1100,132000.0,2400000.0
2005-12-21,55500,56000,53200,54900,1420,131760.0,2400000.0
2005-12-22,54900,55700,53400,55000,1610,132000.0,2400000.0
2005-12-23,54800,55800,54800,55300,1331,132720.0,2400000.0
2005-12-26,55000,57000,55000,56200,2420,134880.0,2400000.0
2005-12-27,56200,58900,55700,56500,1220,135600.0,2400000.0
2005-12-28,56500,59000,56500,57000,240,136800.0,2400000.0
2005-12-29,57200,57200,53500,56900,4750,136560.0,2400000.0
2006-01-02,55000,56700,55000,56500,760,135600.0,2400000.0
2006-01-03,55500,56200,55300,56200,2750,134880.0,2400000.0
2006-01-04,53800,56700,53100,56700,1830,136080.0,2400000.0
2006-01-05,55000,55100,55000,55000,2031,132000.0,2400000.0
2006-01-06,58900,58900,56900,56900,200,136560.0,2400000.0
2006-01-09,55100,59400,54500,57600,840,138240.0,2400000.0
2006-01-10,57500,57500,56200,56900,510,136560.0,2400000.0
2006-01-11,56900,58000,55400,57900,1770,138960.0,2400000.0
2006-01-12,57000,57000,56100,57000,750,136800.0,2400000.0
2006-01-13,57900,57900,55300,55600,920,133440.0,2400000.0
2006-01-16,56000,56000,55900,55900,110,134160.0,2400000.0
2006-01-17,55500,55500,51600,54600,2370,131040.0,2400000.0
2006-01-18,54600,54600,51700,53100,1120,127440.0,2400000.0
2006-01-19,52000,52000,51600,51800,860,124320.0,2400000.0
2006-01-20,50600,52300,50500,51700,470,124080.0,2400000.0
2006-01-23,48150,51900,48150,49450,1360,118680.0,2400000.0
2006-01-24,45050,47950,43100,45650,3490,109560.0,2400000.0
2006-01-25,45100,45100,43500,43500,1900,104400.0,2400000.0
2006-01-26,43550,44100,43300,43700,1250,104880.0,2400000.0
2006-01-27,43200,44350,43200,44000,720,105600.0,2400000.0
2006-01-31,44900,45800,44000,45800,2915,109920.0,2400000.0
2006-02-01,45050,47500,45050,46900,1520,112560.0,2400000.0
2006-02-02,46900,48800,46900,48700,1280,116880.0,2400000.0
2006-02-03,49450,49450,48050,48700,6290,116880.0,2400000.0
2006-02-06,50000,50000,46400,48250,1340,115800.0,2400000.0
2006-02-07,46750,48350,46350,47200,800,113280.0,2400000.0
2006-02-08,48500,48500,46100,46800,680,112320.0,2400000.0
2006-02-09,45700,47900,45650,46800,1280,112320.0,2400000.0
2006-02-10,46750,46750,44150,46000,1180,110400.0,2400000.0
2006-02-13,44950,45900,43650,45100,1910,108240.0,2400000.0
2006-02-14,45100,45850,43850,44750,1080,107400.0,2400000.0
2006-02-15,44350,44650,43450,44000,1640,105600.0,2400000.0
2006-02-16,43800,45300,43800,44500,1920,106800.0,2400000.0
2006-02-17,44500,45900,44000,44350,1040,106440.0,2400000.0
2006-02-20,44350,45000,44100,44200,1290,106080.0,2400000.0
2006-02-21,44200,44200,44000,44200,510,106080.0,2400000.0
2006-02-22,43600,44150,43600,43700,361,104880.0,2400000.0
2006-02-23,43700,44800,43400,44700,3510,107280.0,2400000.0
2006-02-24,44500,44500,44200,44200,320,106080.0,2400000.0
2006-02-27,44750,44750,43500,43500,2190,104400.0,2400000.0
2006-02-28,43500,43500,42600,43150,2100,103560.0,2400000.0
2006-03-02,42750,43050,42500,42600,1320,102240.0,2400000.0
2006-03-03,42600,43950,42300,42600,1950,102240.0,2400000.0
2006-03-06,42600,43800,42200,42650,4579,102360.0,2400000.0
2006-03-07,42900,43950,42750,43700,3230,104880.0,2400000.0
2006-03-08,43950,43950,43200,43800,1580,105120.0,2400000.0
2006-03-09,43250,43950,43100,43900,970,105360.0,2400000.0
2006-03-10,43900,44000,43200,43900,1250,105360.0,2400000.0
2006-03-13,45000,46000,43900,44450,3550,106680.0,2400000.0
2006-03-14,44550,44950,44300,44950,350,107880.0,2400000.0
2006-03-15,46000,46000,44950,44950,1120,107880.0,2400000.0
2006-03-16,44900,45900,44600,45900,1510,110160.0,2400000.0
2006-03-17,45300,45300,45200,45300,130,108720.0,2400000.0
2006-03-20,44550,45300,44300,45300,560,108720.0,2400000.0
2006-03-21,45200,45200,45200,45200,100,108480.0,2400000.0
2006-03-22,45200,45200,44100,44800,530,107520.0,2400000.0
2006-03-23,44900,45100,44800,45100,690,108240.0,2400000.0
2006-03-24,45050,45050,45000,45000,60,108000.0,2400000.0
2006-03-27,45000,45000,44300,44300,70,106320.0,2400000.0
2006-03-28,44000,44000,43100,44000,670,105600.0,2400000.0
2006-03-29,44000,44000,43400,44000,650,105600.0,2400000.0
2006-03-30,44000,44000,43950,44000,550,105600.0,2400000.0
2006-03-31,44000,44000,44000,44000,260,105600.0,2400000.0
2006-04-03,43050,44000,42650,42950,6361,103080.0,2400000.0
2006-04-04,42900,42950,42700,42800,560,102720.0,2400000.0
2006-04-05,42500,42500,42300,42350,2110,101640.0,2400000.0
2006-04-06,42350,43400,41500,42750,10560,102600.0,2400000.0
2006-04-07,42750,42750,42100,42700,1000,102480.0,2400000.0
2006-04-10,42650,42950,42600,42700,3131,102480.0,2400000.0
2006-04-11,42700,42950,42700,42900,1130,102960.0,2400000.0
2006-04-12,42350,42850,42350,42850,260,102840.0,2400000.0
2006-04-13,42900,43000,42500,42550,1020,102120.0,2400000.0
2006-04-14,42550,43350,42550,43000,390,103200.0,2400000.0
2006-04-17,43350,43350,43000,43000,300,103200.0,2400000.0
2006-04-18,42300,42750,42000,42700,1041,102480.0,2400000.0
2006-04-19,42700,42700,42100,42600,2360,102240.0,2400000.0
2006-04-20,42600,42650,42000,42400,910,101760.0,2400000.0
2006-04-21,42000,42500,42000,42500,2030,102000.0,2400000.0
2006-04-24,42650,42650,42550,42550,200,102120.0,2400000.0
2006-04-25,42700,42850,42000,42850,1090,102840.0,2400000.0
2006-04-26,42900,42900,42800,42900,540,102960.0,2400000.0
2006-04-27,43000,43300,42300,43150,1330,103560.0,2400000.0
2006-04-28,43150,43200,42350,42800,1711,102720.0,2400000.0
2006-05-02,42800,42800,42500,42800,1530,102720.0,2400000.0
2006-05-03,43000,43500,42350,43050,5610,103320.0,2400000.0
2006-05-04,43000,43150,42700,43050,3300,103320.0,2400000.0
2006-05-08,43300,43300,42700,43150,1310,103560.0,2400000.0
2006-05-09,43150,43800,43000,43000,1480,103200.0,2400000.0
2006-05-10,43450,49000,43450,44550,4390,106920.0,2400000.0
2006-05-11,44500,45500,44500,45500,750,109200.0,2400000.0
2006-05-12,45050,45500,43900,45300,1620,108720.0,2400000.0
2006-05-15,44100,45150,44100,44250,1360,106200.0,2400000.0
2006-05-16,44000,44000,43100,43550,880,104520.0,2400000.0
2006-05-17,43050,43900,43050,43750,730,105000.0,2400000.0
2006-05-18,43750,43800,42050,42600,2630,102240.0,2400000.0
2006-05-19,42550,42550,41600,41950,880,100680.0,2400000.0
2006-05-22,41800,41950,41300,41950,231,100680.0,2400000.0
2006-05-23,41000,41900,40500,41000,3791,98400.0,2400000.0
2006-05-24,41000,41000,40200,40800,1670,97920.0,2400000.0
2006-05-25,40800,40800,39500,40000,1190,96000.0,2400000.0
2006-05-26,39600,40000,39600,39900,1780,95760.0,2400000.0
2006-05-29,39600,39750,39300,39700,911,95280.0,2400000.0
2006-05-30,39350,39650,38650,39300,1760,94320.0,2400000.0
2006-06-01,39650,39650,39300,39300,260,94320.0,2400000.0
2006-06-02,39950,39950,38300,39350,250,94440.0,2400000.0
2006-06-05,39800,39800,37100,38000,2290,91200.0,2400000.0
2006-06-07,38000,38100,36250,37750,8431,90600.0,2400000.0
2006-06-08,37600,37650,36650,36700,7207,88080.0,2400000.0
2006-06-09,36750,37850,36350,36850,2420,88440.0,2400000.0
2006-06-12,36950,37450,36950,37450,390,89880.0,2400000.0
2006-06-13,38000,38050,37400,37400,2970,89760.0,2400000.0
2006-06-14,37500,38300,37500,38150,110,91560.0,2400000.0
2006-06-15,37200,38800,36750,37550,1010,90120.0,2400000.0
2006-06-16,38450,38450,37600,38000,230,91200.0,2400000.0
2006-06-19,37600,38300,37600,38300,110,91920.0,2400000.0
2006-06-20,38300,38700,37250,38250,290,91800.0,2400000.0
2006-06-21,38500,38500,38350,38350,60,92040.0,2400000.0
2006-06-22,38300,38300,37650,38300,330,91920.0,2400000.0
2006-06-23,37150,38500,37150,38500,60,92400.0,2400000.0
2006-06-26,37100,38400,36900,38400,450,92160.0,2400000.0
2006-06-27,38400,39000,38000,38800,3340,93120.0,2400000.0
2006-06-28,38800,38800,37050,38750,170,93000.0,2400000.0
2006-06-29,37950,38550,37600,38350,1081,92040.0,2400000.0
2006-06-30,38300,38300,37450,37450,7750,89880.0,2400000.0
2006-07-03,37100,37450,36850,36900,1350,88560.0,2400000.0
2006-07-04,36900,36950,36700,36850,900,88440.0,2400000.0
2006-07-05,37000,37050,36700,36800,7030,88320.0,2400000.0
2006-07-06,36450,36800,36450,36550,1160,87720.0,2400000.0
2006-07-07,36550,36550,36250,36550,1550,87720.0,2400000.0
2006-07-10,37300,37300,36800,36850,530,88440.0,2400000.0
2006-07-11,36500,36500,36500,36500,310,87600.0,2400000.0
2006-07-12,36150,36700,36100,36500,550,87600.0,2400000.0
2006-07-13,35900,36650,35900,36550,230,87720.0,2400000.0
2006-07-14,36550,36550,36500,36500,790,87600.0,2400000.0
2006-07-18,36100,36800,36100,36800,4010,88320.0,2400000.0
2006-07-19,36250,36700,36050,36450,460,87480.0,2400000.0
2006-07-20,36800,36800,36050,36500,580,87600.0,2400000.0
2006-07-21,36050,36400,36000,36400,490,87360.0,2400000.0
2006-07-24,36600,36600,36600,36600,10,87840.0,2400000.0
2006-07-25,37350,37350,35900,36700,460,88080.0,2400000.0
2006-07-26,36700,36700,36050,36200,1180,86880.0,2400000.0
2006-07-27,37050,37050,35950,36150,640,86760.0,2400000.0
2006-07-28,36200,36850,36150,36500,350,87600.0,2400000.0
2006-07-31,36550,36550,36100,36500,1340,87600.0,2400000.0
2006-08-01,36750,36750,36050,36350,210,87240.0,2400000.0
2006-08-02,36800,36800,36000,36200,980,86880.0,2400000.0
2006-08-03,36350,36450,36000,36350,880,87240.0,2400000.0
2006-08-04,36350,36350,35750,36050,590,86520.0,2400000.0
2006-08-07,36250,36250,36200,36200,120,86880.0,2400000.0
2006-08-08,37000,37000,36450,36450,20,87480.0,2400000.0
2006-08-09,36900,36900,36900,36900,50,88560.0,2400000.0
2006-08-10,36800,36800,36000,36700,330,88080.0,2400000.0
2006-08-11,36700,36700,36100,36650,170,87960.0,2400000.0
2006-08-14,36500,36500,35450,36100,1820,86640.0,2400000.0
2006-08-16,36700,36700,36100,36700,4040,88080.0,2400000.0
2006-08-17,36850,36850,36300,36800,220,88320.0,2400000.0
2006-08-18,36950,36950,36300,36750,220,88200.0,2400000.0
2006-08-21,36250,36700,36250,36500,150,87600.0,2400000.0
2006-08-22,37500,37500,36550,36950,30,88680.0,2400000.0
2006-08-23,36000,36500,36000,36450,191,87480.0,2400000.0
2006-08-24,36450,37000,36200,36800,6570,88320.0,2400000.0
2006-08-25,36600,37500,36600,37100,1580,89040.0,2400000.0
2006-08-28,37100,37450,36650,37300,1700,89520.0,2400000.0
2006-08-29,36700,40350,36700,39500,2740,94800.0,2400000.0
2006-08-30,40000,40250,38700,39450,2760,94680.0,2400000.0
2006-08-31,39450,40500,39450,40350,620,96840.0,2400000.0
2006-09-01,40350,40900,39000,40650,1630,97560.0,2400000.0
2006-09-04,40000,40650,40000,40650,30,97560.0,2400000.0
2006-09-05,41450,41450,40650,41000,110,98400.0,2400000.0
2006-09-06,41900,41900,39450,40450,200,97080.0,2400000.0
2006-09-07,40000,40950,40000,40950,150,98280.0,2400000.0
2006-09-08,40000,40950,39500,40950,700,98280.0,2400000.0
2006-09-11,41000,41000,40000,40900,140,98160.0,2400000.0
2006-09-12,41450,41450,41450,41450,70,99480.0,2400000.0
2006-09-13,42200,42200,42200,42200,70,101280.0,2400000.0
2006-09-14,41250,41250,41250,41250,530,99000.0,2400000.0
2006-09-15,41250,41700,41250,41700,690,100080.0,2400000.0
2006-09-18,41700,41700,41600,41700,280,100080.0,2400000.0
2006-09-19,41250,42200,40850,42200,130,101280.0,2400000.0
2006-09-20,40950,42000,40900,40900,501,98160.0,2400000.0
2006-09-21,40900,41900,40900,41250,30,99000.0,2400000.0
2006-09-22,40800,41950,40800,41900,2540,100560.0,2400000.0
2006-09-25,41900,42200,41600,42200,620,101280.0,2400000.0
2006-09-26,42000,42550,42000,42500,676,102000.0,2400000.0
2006-09-27,42400,42800,41700,42700,280,102480.0,2400000.0
2006-09-28,43750,43750,42600,43150,250,103560.0,2400000.0
2006-09-29,43450,44000,43400,44000,1622,105600.0,2400000.0
2006-10-02,44600,44750,44000,44000,130,105600.0,2400000.0
2006-10-04,44000,44400,44000,44400,70,106560.0,2400000.0
2006-10-09,44000,44400,42000,44350,950,106440.0,2400000.0
2006-10-10,44000,44850,44000,44850,5300,107640.0,2400000.0
2006-10-11,44050,45250,44050,45250,150,108600.0,2400000.0
2006-10-12,39000,45000,39000,44900,570,107760.0,2400000.0
2006-10-13,43100,44850,43100,44700,2730,107280.0,2400000.0
