티웨이홀딩스(004870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-05-31,735796,765828,735796,750813,170700,941.0,1901609.0
1999-06-01,765828,765828,750811,750813,124900,951.0,1901609.0
1999-06-02,750811,870942,735795,870943,554600,1093.0,1901609.0
1999-06-03,855925,855925,765828,825894,519900,1036.0,1901609.0
1999-06-04,795861,795861,780845,795861,280600,998.0,1901609.0
1999-06-07,795861,855925,795861,795861,253000,1008.0,1901609.0
1999-06-08,780844,780844,750812,780845,556600,989.0,1901609.0
1999-06-09,795861,795861,750811,750813,172500,951.0,1901609.0
1999-06-10,765828,795860,765828,765829,89100,970.0,1901609.0
1999-06-11,780844,810877,750811,750813,710200,951.0,1901609.0
1999-06-14,750812,780844,750812,780845,77000,989.0,1901609.0
1999-06-15,765828,765828,735796,750813,407500,951.0,1901609.0
1999-06-16,750811,750811,735796,750813,200400,951.0,1901609.0
1999-06-17,765828,765828,735796,750813,256800,951.0,1901609.0
1999-06-18,750811,870942,750811,870943,1589200,1093.0,1901609.0
1999-06-21,915990,991072,915990,991073,1785200,1255.0,1901609.0
1999-06-22,1141234,1141234,885958,1021105,2874000,1293.0,1901609.0
1999-06-23,900975,900975,870941,900975,545900,1141.0,1901609.0
1999-06-24,870942,1036120,870942,1021105,808900,1293.0,1901609.0
1999-06-25,1021104,1021104,915991,946024,327700,1198.0,1901609.0
1999-06-28,900974,915990,810876,840910,588900,1065.0,1901609.0
1999-06-29,780844,840910,780844,810878,199400,1027.0,1901609.0
1999-06-30,825893,885958,810877,885959,454100,1112.0,1901609.0
1999-07-01,825893,825893,795861,825894,281700,1046.0,1901609.0
1999-07-02,810877,825893,795861,825894,332100,1046.0,1901609.0
1999-07-05,750811,885958,750811,825894,271700,1046.0,1901609.0
1999-07-06,855926,855926,795860,840910,546100,1065.0,1901609.0
1999-07-07,840909,870942,780845,795861,789200,1008.0,1901609.0
1999-07-08,810877,870941,810877,855926,808200,1084.0,1901609.0
1999-07-09,931007,931007,840909,870943,1091400,1103.0,1901609.0
1999-07-12,870942,870942,870942,870943,0,1103.0,1901609.0
1999-07-13,870942,870942,870942,870943,0,,
1999-07-14,870942,870942,870942,870943,0,,
1999-07-15,870942,870942,870942,870943,0,,
1999-07-16,870942,870942,870942,870943,0,,
1999-07-19,870942,870942,870942,870943,0,,
1999-07-20,870942,870942,870942,870943,0,,
1999-07-21,870942,870942,870942,870943,0,,
1999-07-22,870942,870942,870942,870943,0,,
1999-07-23,870942,870942,870942,870943,0,,
1999-07-26,870942,870942,870942,870943,0,,
1999-07-27,870942,870942,870942,870943,0,,
1999-07-28,870942,870942,870942,870943,0,,
1999-07-29,870942,870942,870942,870943,0,,
1999-07-30,870942,870942,870942,870943,0,,
1999-08-02,870942,870942,870942,870943,0,,
1999-08-03,870942,870942,870942,870943,0,,
1999-08-04,870942,870942,870942,870943,0,,
1999-08-05,870942,870942,870942,870943,0,,
1999-08-06,870942,870942,870942,870943,0,,
1999-08-09,870942,870942,870942,870943,0,,
1999-08-10,1001584,1001584,1001584,1001584,24700,1268.0,190160.0
1999-08-11,1151745,1151745,1151745,1151747,58900,1459.0,190160.0
1999-08-12,1324432,1324432,979059,979060,456900,1240.0,190160.0
1999-08-13,964042,964042,833401,833402,128800,1055.0,190160.0
1999-08-16,870942,931007,776339,870943,148600,1103.0,190160.0
1999-08-17,900974,931007,765828,767330,33400,972.0,190160.0
1999-08-18,765828,765828,653206,719278,46300,911.0,190160.0
1999-08-19,612659,752314,612659,749311,25900,949.0,190160.0
1999-08-20,647199,747808,647199,747809,41400,947.0,190160.0
1999-08-23,750811,858929,708766,858930,57800,1088.0,190160.0
1999-08-24,983564,983564,752313,870943,59900,1103.0,190160.0
1999-08-25,870942,931007,837906,837907,30900,1061.0,190160.0
1999-08-26,840909,842411,795861,795861,54700,1008.0,190160.0
1999-08-27,777841,788353,750811,788353,50200,998.0,190160.0
1999-08-30,752313,825893,752313,825894,58300,1046.0,190160.0
1999-08-31,893466,900974,705763,825894,56400,1046.0,190160.0
1999-09-01,825893,825893,708766,728288,39500,922.0,190160.0
1999-09-02,728287,836405,677232,836405,64800,1059.0,190160.0
1999-09-03,961040,961040,750809,750813,108400,951.0,190160.0
1999-09-06,780844,825893,720779,825894,23900,1046.0,190160.0
1999-09-07,931006,931006,795860,825894,21700,1046.0,190160.0
1999-09-08,759822,825893,707264,731291,22800,926.0,190160.0
1999-09-09,630679,705763,630679,690748,24200,875.0,190160.0
1999-09-10,690747,794359,690747,794360,45100,1006.0,190160.0
1999-09-13,900975,900975,740301,750813,29400,951.0,190160.0
1999-09-14,713271,806372,713271,734295,21200,930.0,190160.0
1999-09-15,843912,843912,776339,818386,44800,1036.0,190160.0
1999-09-16,810877,810877,758319,780845,5500,989.0,190160.0
1999-09-17,782346,825893,722281,825894,34900,1046.0,190160.0
1999-09-20,749310,833401,749310,833402,29300,1055.0,190160.0
1999-09-21,780844,885958,780844,863434,26300,1093.0,190160.0
1999-09-22,791355,855926,791355,809376,33800,1025.0,190160.0
1999-09-27,809375,842411,780844,836405,19300,1059.0,190160.0
1999-09-28,780844,840909,780844,837907,9400,1061.0,190160.0
1999-09-29,837906,837906,795861,822891,24800,1042.0,190160.0
1999-09-30,825893,825893,800365,801868,3000,1015.0,190160.0
1999-10-01,768831,870941,681737,788353,21100,998.0,190160.0
1999-10-04,743304,782346,672727,749311,14500,949.0,190160.0
1999-10-05,746304,749310,705763,749311,4300,949.0,190160.0
1999-10-06,705763,746306,705763,735796,8700,932.0,190160.0
1999-10-07,750809,788352,750809,774839,26100,981.0,190160.0
1999-10-08,677232,749310,677232,737298,13800,934.0,190160.0
1999-10-11,765828,795860,728287,735796,13000,932.0,190160.0
1999-10-12,735796,758320,705763,735796,11300,19304.0,3939536.0
1999-10-13,735795,845414,735795,845415,50800,22180.0,3939536.0
1999-10-14,971551,971551,759821,765829,65300,20092.0,3939536.0
1999-10-15,795861,795861,750809,750813,1100,19698.0,3939536.0
1999-10-18,735796,780844,705763,737298,19500,19343.0,3939536.0
1999-10-19,743304,765828,720779,723783,10300,18989.0,3939536.0
1999-10-20,731290,735796,728288,728288,2300,19107.0,3939536.0
1999-10-21,684740,743303,684740,738800,9600,19383.0,3939536.0
1999-10-22,825893,825893,720779,764327,23800,20052.0,3939536.0
1999-10-25,749310,749310,705763,705764,6100,18516.0,3939536.0
1999-10-26,704261,735796,704261,735796,3300,19304.0,3939536.0
1999-10-27,626177,731290,626177,690748,17900,18122.0,3939536.0
1999-10-28,690747,690747,686242,686243,3900,18004.0,3939536.0
1999-10-29,678734,678734,660714,675731,17800,17708.0,3939536.0
1999-11-01,675730,690747,674228,690748,5900,18122.0,3939536.0
1999-11-02,653206,656210,638190,645699,18300,16940.0,3939536.0
1999-11-03,653203,675731,653203,660715,29300,17334.0,3939536.0
1999-11-04,660715,662216,645698,660715,24300,17334.0,3939536.0
1999-11-05,660715,690747,660715,660715,11600,17334.0,3939536.0
1999-11-08,692248,692248,618669,618670,24600,16231.0,3939536.0
1999-11-09,602151,660714,602151,651705,7900,17098.0,3939536.0
1999-11-10,623174,623174,570617,570618,14400,14970.0,3939536.0
1999-11-11,572116,600650,572116,585634,21300,15364.0,3939536.0
1999-11-12,585631,585631,510552,570618,13900,14970.0,3939536.0
1999-11-15,566109,566109,510552,525569,12900,13788.0,3939536.0
1999-11-16,525568,525568,488027,510553,9000,13394.0,3939536.0
1999-11-17,510552,525568,450487,450488,5800,11819.0,3939536.0
1999-11-18,424959,442979,424959,435471,9800,11425.0,3939536.0
1999-11-19,435471,435471,370901,417452,30400,10952.0,3939536.0
1999-11-22,421956,447484,412946,412947,27200,10834.0,3939536.0
1999-11-23,376905,427962,376905,378410,91600,9928.0,3939536.0
1999-11-24,390422,435471,376907,435471,78800,11405.0,3939536.0
1999-11-25,500041,500041,450487,480520,66400,12587.0,3939536.0
1999-11-26,480519,480519,408442,408442,17600,10716.0,3939536.0
1999-11-29,408442,418953,375403,375406,12900,9849.0,3939536.0
1999-11-30,375405,412944,375405,402436,11000,10558.0,3939536.0
1999-12-01,405438,406937,402435,402436,18400,10558.0,3939536.0
1999-12-02,376907,420455,376907,420455,10500,11031.0,3939536.0
1999-12-03,423457,480520,423457,480520,35600,12607.0,3939536.0
1999-12-06,450487,450487,424959,444481,14100,11661.0,3939536.0
1999-12-07,379910,393423,379910,393426,27600,10302.0,3939536.0
1999-12-08,379910,427963,379910,427963,20500,11228.0,3939536.0
1999-12-09,405435,405435,379910,405439,6900,10637.0,3939536.0
1999-12-10,364894,414445,364894,379911,8900,9967.0,3939536.0
1999-12-13,420454,420454,324348,405439,32300,10637.0,3939536.0
1999-12-14,421956,421956,375406,382914,56700,10046.0,3939536.0
1999-12-15,391923,391923,369397,369400,10400,9691.0,3939536.0
1999-12-16,375406,375406,315341,322849,10400,8470.0,3939536.0
1999-12-17,360389,360389,322846,360390,1600,9455.0,3939536.0
1999-12-20,375406,379910,340868,340869,16400,8923.0,3939536.0
1999-12-21,319845,366396,319845,324351,8500,8509.0,3939536.0
1999-12-22,324348,345373,324348,345374,34200,9061.0,3939536.0
1999-12-23,318344,358888,300325,300325,6300,7879.0,3939536.0
1999-12-24,333360,333360,291315,291315,12800,7643.0,3939536.0
1999-12-27,292816,292816,270292,270293,15900,7091.0,3939536.0
1999-12-28,270292,270292,229748,229749,8300,6027.0,3939536.0
2000-01-04,210227,210227,196710,196713,3800,5161.0,3939536.0
2000-01-05,195211,226745,195211,225244,19000,5909.0,3939536.0
2000-01-06,225243,255276,225243,229749,21600,6008.0,3939536.0
2000-01-07,241761,247767,226745,240260,6900,6303.0,3939536.0
2000-01-10,240260,240260,210227,210228,8500,5515.0,3939536.0
2000-01-11,178690,241761,178690,202719,14500,5318.0,3939536.0
2000-01-12,172684,216234,172684,202719,21100,5318.0,3939536.0
2000-01-13,199716,199716,187702,189205,4200,4964.0,3939536.0
2000-01-14,162175,217735,162175,217736,25500,5693.0,3939536.0
2000-01-17,217735,249269,217735,249270,64300,6540.0,3939536.0
2000-01-18,261280,286810,261280,286810,149000,7505.0,3939536.0
2000-01-19,292816,328855,283806,312338,27400,8194.0,3939536.0
2000-01-20,312337,312337,265784,286810,44200,7525.0,3939536.0
2000-01-21,244764,270292,244764,253775,41100,6658.0,3939536.0
2000-01-24,225243,232751,225243,225244,85100,5909.0,3939536.0
2000-01-25,192208,244764,192208,244765,53600,6421.0,3939536.0
2000-01-26,258279,280803,258279,280804,71300,7367.0,3939536.0
2000-01-27,298823,322849,270292,270293,71000,7091.0,3939536.0
2000-01-28,270289,270289,232751,267289,25600,7012.0,3939536.0
2000-01-31,267289,267289,240259,267289,2200,7012.0,3939536.0
2000-02-01,228246,270292,228246,234254,22500,6146.0,3939536.0
2000-02-02,255276,255276,220738,220739,39800,5791.0,3939536.0
2000-02-03,225243,238755,220738,228247,42400,5988.0,3939536.0
2000-02-07,225243,235755,223742,235755,66800,6185.0,3939536.0
2000-02-08,237256,240260,211729,219237,44600,5752.0,3939536.0
2000-02-09,219237,219237,210227,210228,17100,5515.0,3939536.0
2000-02-10,210227,210227,201217,201218,36700,5279.0,3939536.0
2000-02-11,217735,217735,172686,210228,8800,5496.0,3939536.0
2000-02-14,180195,181696,180195,181697,14000,4747.0,3939536.0
2000-02-15,196710,196710,189204,190706,16900,5003.0,3939536.0
2000-02-16,196710,196710,196710,196713,8600,5141.0,3939536.0
2000-02-17,168182,180195,166680,180195,12200,4727.0,3939536.0
2000-02-18,178693,178693,156169,177192,39600,4649.0,3939536.0
2000-02-21,180195,204221,178693,204221,69300,5338.0,3939536.0
2000-02-22,232751,234253,232751,234254,33200,6126.0,3939536.0
2000-02-23,262784,268790,262784,268791,38400,7032.0,3939536.0
2000-02-24,307832,307832,304829,304830,127300,7997.0,3939536.0
2000-02-25,270292,270292,259780,259781,58800,6815.0,3939536.0
2000-02-28,222240,298823,222240,298823,130100,7820.0,3939536.0
2000-02-29,262783,342370,262783,342371,213500,8982.0,3939536.0
2000-03-02,291315,375406,291315,328856,218000,8628.0,3939536.0
2000-03-03,292816,292816,280803,280804,45100,7347.0,3939536.0
2000-03-06,238758,303328,238758,303328,89100,7958.0,3939536.0
2000-03-07,301826,324350,292816,301827,105100,7918.0,3939536.0
2000-03-08,301823,315341,265784,315341,58800,8273.0,3939536.0
2000-03-09,315341,315341,286809,315341,69800,8273.0,3939536.0
2000-03-10,315338,328855,280803,307833,37900,8076.0,3939536.0
2000-03-13,315341,352881,300324,352882,130600,9258.0,3939536.0
2000-03-14,328855,405438,327354,390423,306800,10223.0,3939536.0
2000-03-15,390422,390422,346875,360390,100100,9455.0,3939536.0
2000-03-16,312337,358888,306328,309335,61700,8115.0,3939536.0
2000-03-17,277797,277797,267289,267289,18800,7012.0,3939536.0
2000-03-20,267286,292816,229748,283807,75500,7446.0,3939536.0
2000-03-21,241761,256777,241761,256778,23500,6717.0,3939536.0
2000-03-22,232751,270292,232751,270293,41600,7091.0,3939536.0
2000-03-23,285308,285308,265787,270293,19000,7091.0,3939536.0
2000-03-24,255276,255276,240259,247768,4700,6500.0,3939536.0
2000-03-27,268788,268788,232751,247768,11200,6500.0,3939536.0
2000-03-28,267289,274797,262784,274797,28700,7209.0,3939536.0
2000-03-29,274794,274794,255275,273296,5200,7170.0,3939536.0
2000-03-30,270289,270289,240259,255276,1000,6697.0,3939536.0
2000-03-31,217735,255276,217735,247768,18900,6500.0,3939536.0
2000-04-03,271793,271793,232751,270293,52600,7091.0,3939536.0
2000-04-04,232751,255276,232751,255276,1200,6697.0,3939536.0
2000-04-06,240259,292816,228244,292817,22300,7682.0,3939536.0
2000-04-07,289813,289813,259780,270293,25800,7091.0,3939536.0
2000-04-10,270292,277800,247767,277801,24700,7288.0,3939536.0
2000-04-11,240259,270292,240259,270293,600,7091.0,3939536.0
2000-04-12,243263,267289,243263,267289,200,6993.0,3939536.0
2000-04-14,228246,306331,226745,306332,352600,8037.0,3939536.0
2000-04-17,343872,343872,261282,261283,106800,6835.0,3939536.0
2000-04-18,262784,300325,262784,300325,46000,7859.0,3939536.0
2000-04-19,325852,325852,292816,292817,57000,7682.0,3939536.0
2000-04-20,273293,289813,255276,256778,96300,6717.0,3939536.0
2000-04-21,256775,273295,256775,259781,37300,6815.0,3939536.0
2000-04-24,259778,259778,243263,252273,40200,6618.0,3939536.0
2000-04-25,252273,268790,252273,262784,17000,6894.0,3939536.0
2000-04-26,247767,262784,223741,234254,193500,6146.0,3939536.0
2000-04-27,231250,231250,210227,210228,20200,5515.0,3939536.0
2000-04-28,187703,217735,187703,217736,50200,5712.0,3939536.0
2000-05-02,214732,217735,210227,210228,18900,5515.0,3939536.0
2000-05-03,190706,223742,190706,223742,34300,5870.0,3939536.0
2000-05-04,225243,225243,195211,210228,72900,5515.0,3939536.0
2000-05-08,207224,225243,199716,205723,40400,5397.0,3939536.0
2000-05-09,202719,211728,202719,211729,51800,5535.0,3939536.0
2000-05-10,217735,217735,210227,211729,25400,5535.0,3939536.0
2000-05-12,190706,225243,190706,225244,97900,5909.0,3939536.0
2000-05-15,222240,222240,217735,222241,8800,5831.0,3939536.0
2000-05-16,222240,240260,222240,225244,18900,5890.0,3939536.0
2000-05-17,220738,220738,204221,217736,8500,5712.0,3939536.0
2000-05-18,187703,210227,186201,210228,29200,5515.0,3939536.0
2000-05-19,202716,202716,202716,202719,0,5318.0,3939536.0
2000-05-22,172686,172686,172686,172687,18900,4530.0,3939536.0
2000-05-23,165178,165178,147159,147159,31400,3861.0,3939536.0
2000-05-24,147159,157670,147159,156169,14800,4097.0,3939536.0
2000-05-25,156169,178693,142654,144156,107300,3782.0,3939536.0
2000-05-26,150162,154667,144156,144156,82100,3782.0,3939536.0
2000-05-29,129139,150162,129139,144156,9300,3782.0,3939536.0
2000-05-30,145657,150162,145657,150163,8300,3940.0,3939536.0
2000-05-31,136645,157670,136645,153166,67700,4018.0,3939536.0
2000-06-01,154667,163677,154667,163677,42100,4294.0,3939536.0
2000-06-02,162175,162175,150162,150163,30200,3940.0,3939536.0
2000-06-05,150162,172686,150162,172687,189900,4530.0,3939536.0
2000-06-07,172686,193709,154667,172687,20800,4530.0,3939536.0
2000-06-08,172686,172686,148660,148661,80600,3900.0,3939536.0
2000-06-09,151664,157670,150162,156169,60500,4097.0,3939536.0
2000-06-12,142654,150162,142654,150163,1200,3940.0,3939536.0
2000-06-13,142651,142651,141152,141153,38000,3703.0,3939536.0
2000-06-14,141150,142654,141150,142654,13800,3743.0,3939536.0
2000-06-15,138149,142651,138149,141153,14600,3703.0,3939536.0
2000-06-16,129139,144156,129139,132143,14600,3467.0,3939536.0
2000-06-19,129139,150162,129139,150163,69000,3940.0,3939536.0
2000-06-20,136647,147159,136647,147159,800,3861.0,3939536.0
2000-06-21,136647,136647,127638,136648,32200,3585.0,3939536.0
2000-06-22,138149,138149,130641,130641,17500,3427.0,3939536.0
2000-06-23,136647,136647,130641,132143,29400,3467.0,3939536.0
2000-06-26,135146,136647,132143,136648,27800,3585.0,3939536.0
2000-06-27,133644,138149,133644,133645,10900,3506.0,3939536.0
2000-06-28,136647,136647,130641,136648,17000,3585.0,3939536.0
2000-06-29,136647,136647,132143,136648,15500,3585.0,3939536.0
2000-06-30,132143,135146,132143,135146,13100,3526.0,3939536.0
2000-07-03,127638,133644,127638,133645,11600,3486.0,3939536.0
2000-07-04,133644,139651,133644,133645,49600,3506.0,3939536.0
2000-07-05,136645,136645,129139,129140,31600,3388.0,3939536.0
2000-07-06,138149,139651,127638,138150,31900,3624.0,3939536.0
2000-07-07,135146,150162,135146,150163,32000,3940.0,3939536.0
2000-07-10,153165,153165,135146,150163,94300,3940.0,3939536.0
2000-07-11,142654,144156,142654,142654,27000,3743.0,3939536.0
2000-07-12,132143,153165,132143,153166,96900,4018.0,3939536.0
2000-07-13,150162,150162,142654,150163,30200,3920.0,3939536.0
2000-07-14,144156,148660,144156,145658,20200,3821.0,3939536.0
2000-07-18,145657,147159,141152,141153,51600,3703.0,3939536.0
2000-07-19,142654,142654,130641,133645,55800,3486.0,3939536.0
2000-07-20,132143,135146,132143,135146,11400,3546.0,3939536.0
2000-07-21,136647,150162,126136,150163,55000,3940.0,3939536.0
2000-07-24,151664,151664,142654,151664,61400,3979.0,3939536.0
2000-07-25,150162,153165,144156,144156,53900,3782.0,3939536.0
2000-07-26,148660,148660,141150,148661,18500,3880.0,3939536.0
2000-07-27,147159,150162,144156,150163,60500,3920.0,3939536.0
2000-07-28,148660,171185,148660,171185,158000,4491.0,3939536.0
2000-07-31,196710,196710,196710,196713,141400,5161.0,3939536.0
2000-08-01,226745,226745,226745,226745,90600,5929.0,3939536.0
2000-08-02,259780,259780,259780,259781,56000,6815.0,3939536.0
2000-08-03,298823,298823,298823,298823,86900,7820.0,3939536.0
2000-08-04,342370,342370,300325,342371,759500,8982.0,3939536.0
2000-08-07,328855,328855,291315,291315,358800,7643.0,3939536.0
2000-08-08,247768,247768,247768,247768,37700,6500.0,3939536.0
2000-08-09,211728,285308,211728,285309,358600,7465.0,3939536.0
2000-08-10,285308,285308,246266,253775,127500,6658.0,3939536.0
2000-08-11,255276,270289,255276,255276,78700,6697.0,3939536.0
2000-08-14,222240,270292,220738,220739,132400,5771.0,3939536.0
2000-08-16,247765,252273,247765,252273,81600,6618.0,3939536.0
2000-08-17,255273,289813,255273,289814,423500,7603.0,3939536.0
2000-08-18,285308,315341,262781,297322,541800,7800.0,3939536.0
2000-08-21,274794,307832,274794,285309,269000,7485.0,3939536.0
2000-08-22,276298,289813,262784,270293,278100,7091.0,3939536.0
2000-08-23,270292,276296,250771,250771,104400,6559.0,3939536.0
2000-08-24,229748,277800,229748,270293,403000,7091.0,3939536.0
2000-08-25,297319,310836,297319,310836,285500,8155.0,3939536.0
2000-08-28,357386,357386,322846,357387,471200,9376.0,3939536.0
2000-08-29,403936,411445,403936,411445,214100,10775.0,3939536.0
2000-08-30,473011,473011,473011,473012,138700,12390.0,3939536.0
2000-08-31,543588,543588,488027,543588,921400,14241.0,3939536.0
2000-09-01,482021,525566,462500,462501,490100,12114.0,3939536.0
2000-09-04,420454,531575,420454,531575,544500,13926.0,3939536.0
2000-09-05,569115,569115,451988,453491,523000,11878.0,3939536.0
2000-09-06,454991,467004,405438,435471,330000,11425.0,3939536.0
2000-09-07,420454,435471,375405,435471,381300,11425.0,3939536.0
2000-09-08,370901,420454,370901,379911,308600,9967.0,3939536.0
2000-09-14,346875,375405,346875,352882,148300,9258.0,3939536.0
2000-09-15,345373,375406,345373,367898,149500,9652.0,3939536.0
2000-09-18,403936,403936,313839,313840,195800,8214.0,3939536.0
2000-09-19,285306,360389,267289,328856,285000,8628.0,3939536.0
2000-09-20,376907,376907,303328,303328,186400,7958.0,3939536.0
2000-09-21,304829,318344,285308,307833,277200,8076.0,3939536.0
2000-09-22,307832,307832,262783,277801,186500,7288.0,3939536.0
