케이티앤지(033780),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-02-28,31500,31950,31350,31650,339932,5236255.0,165442497.0
2005-03-02,31650,31900,31450,31650,742483,5236255.0,165442497.0
2005-03-03,31900,31950,31700,31700,346343,5244527.0,165442497.0
2005-03-04,31800,31800,31450,31750,620022,5252799.0,165442497.0
2005-03-07,31500,31600,30300,31000,758784,5128717.0,165442497.0
2005-03-08,30350,30800,29900,29950,785633,4955003.0,165442497.0
2005-03-09,29900,31050,29800,31050,735597,5136990.0,165442497.0
2005-03-10,31200,31200,30000,30000,675549,4963275.0,165442497.0
2005-03-11,30100,31850,30100,31750,681995,5252799.0,165442497.0
2005-03-14,31650,32500,31450,32500,362501,5376881.0,165442497.0
2005-03-15,32500,32650,31350,31350,729655,5186622.0,165442497.0
2005-03-16,31500,31750,30850,31200,685506,5161806.0,165442497.0
2005-03-17,31000,31000,30400,30500,863800,5045996.0,165442497.0
2005-03-18,31050,32850,30600,32600,780890,5393425.0,165442497.0
2005-03-21,33000,34650,32600,33700,949324,5575412.0,165442497.0
2005-03-22,33700,34150,33100,34150,322630,5649861.0,165442497.0
2005-03-23,33850,34250,33350,34000,240576,5625045.0,165442497.0
2005-03-24,33800,34000,32750,32950,353044,5451330.0,165442497.0
2005-03-25,33000,33500,32400,33000,99387,5459602.0,165442497.0
2005-03-28,32800,33900,32800,33500,145235,5542324.0,165442497.0
2005-03-29,33600,34100,33000,33250,296624,5500963.0,165442497.0
2005-03-30,32300,33400,32250,33000,340366,5459602.0,165442497.0
2005-03-31,33000,33500,32850,33000,369956,5459602.0,165442497.0
2005-04-01,33000,33700,33000,33700,219197,5575412.0,165442497.0
2005-04-04,34000,34200,33150,34200,183630,5658133.0,165442497.0
2005-04-06,34000,34700,34000,34500,642651,5707766.0,165442497.0
2005-04-07,34550,35000,34300,34700,374112,5740855.0,165442497.0
2005-04-08,34700,34900,34500,34700,240525,5740855.0,165442497.0
2005-04-11,34700,35250,34600,35000,482212,5790487.0,165442497.0
2005-04-12,35000,35600,35000,35450,360409,5864937.0,165442497.0
2005-04-13,35400,35450,34500,35100,188594,5807032.0,165442497.0
2005-04-14,35100,35350,34400,34450,517145,5699494.0,165442497.0
2005-04-15,35000,35000,33950,34200,400711,5658133.0,165442497.0
2005-04-18,34300,34750,33300,33900,388637,5608501.0,165442497.0
2005-04-19,34700,34800,34000,34000,287281,5625045.0,165442497.0
2005-04-20,34250,35600,34050,35000,335772,5790487.0,165442497.0
2005-04-21,34900,35000,33650,35000,291449,5790487.0,165442497.0
2005-04-22,35000,35300,34350,34500,183148,5707766.0,165442497.0
2005-04-25,34250,34600,33850,34300,239724,5674678.0,165442497.0
2005-04-26,34950,35250,33950,34450,328121,5699494.0,165442497.0
2005-04-27,34300,35450,33950,35000,302464,5790487.0,165442497.0
2005-04-28,35150,35750,34700,35500,394760,5873209.0,165442497.0
2005-04-29,35500,36850,35200,36000,987204,5955930.0,165442497.0
2005-05-02,36500,37200,35800,36400,296373,6022107.0,165442497.0
2005-05-03,36150,36350,35750,36000,238630,5955930.0,165442497.0
2005-05-04,36200,38000,36200,38000,526445,6286815.0,165442497.0
2005-05-06,37550,37850,36700,37650,376706,6228910.0,165442497.0
2005-05-09,37650,37650,35700,36100,413404,5972474.0,165442497.0
2005-05-10,36150,36700,36150,36200,196981,5989018.0,165442497.0
2005-05-11,36200,36450,36200,36350,228153,6013835.0,165442497.0
2005-05-12,36400,36600,36350,36350,269790,6013835.0,165442497.0
2005-05-13,36350,36400,35800,35800,337986,5922841.0,165442497.0
2005-05-16,35750,35900,35050,35700,209739,5906297.0,165442497.0
2005-05-17,35950,36600,35600,35950,247719,5947658.0,165442497.0
2005-05-18,35950,36100,35300,35500,503844,5873209.0,165442497.0
2005-05-19,35450,36000,35300,35450,301263,5864937.0,165442497.0
2005-05-20,35250,35500,35000,35200,274810,5823576.0,165442497.0
2005-05-23,35250,35450,34700,35000,260750,5790487.0,165442497.0
2005-05-24,35200,35200,34750,35050,212374,5798760.0,165442497.0
2005-05-25,34850,35500,34800,35500,324463,5873209.0,165442497.0
2005-05-26,35500,36150,35500,36050,390730,5964202.0,165442497.0
2005-05-27,36000,37200,35800,36750,505357,6080012.0,165442497.0
2005-05-30,36550,36550,35900,36050,205136,5964202.0,165442497.0
2005-05-31,36050,36500,35750,36100,179620,5972474.0,165442497.0
2005-06-01,35650,36050,35000,35000,260892,5790487.0,165442497.0
2005-06-02,35200,35850,35100,35600,302933,5889753.0,165442497.0
2005-06-03,35500,36600,35300,36600,397676,6055195.0,165442497.0
2005-06-07,36600,37100,36300,36350,314876,6013835.0,165442497.0
2005-06-08,36200,36950,36150,36400,381934,6022107.0,165442497.0
2005-06-09,36400,37250,36000,37250,539382,6162733.0,165442497.0
2005-06-10,37050,38000,37050,37900,418648,6270271.0,165442497.0
2005-06-13,37700,38150,37500,37500,141670,6204094.0,165442497.0
2005-06-14,37500,38600,37500,38150,191901,6311631.0,165442497.0
2005-06-15,38200,39700,38200,39300,362120,6501890.0,165442497.0
2005-06-16,39300,40550,39200,40350,520619,6675605.0,165442497.0
2005-06-17,39700,39950,39450,39900,361845,6601156.0,165442497.0
2005-06-20,39250,39550,38550,39000,590907,6452257.0,165442497.0
2005-06-21,39500,40150,39100,40000,528823,6617700.0,165442497.0
2005-06-22,40000,41750,37600,40500,399979,6700421.0,165442497.0
2005-06-23,40600,41000,39850,40500,294032,6700421.0,165442497.0
2005-06-24,40000,40600,39700,40250,515550,6659061.0,165442497.0
2005-06-27,39600,40850,39600,40450,501562,6692149.0,165442497.0
2005-06-28,40450,40700,39900,40650,178919,6725238.0,165442497.0
2005-06-29,40000,41150,40000,40350,235680,6675605.0,165442497.0
2005-06-30,39800,41300,39800,40500,311782,6700421.0,165442497.0
2005-07-01,40500,41300,40100,41000,420139,6783142.0,165442497.0
2005-07-04,41000,41100,40800,40900,371639,6766598.0,165442497.0
2005-07-05,40950,41100,40300,41000,242270,6783142.0,165442497.0
2005-07-06,41200,42300,41000,42000,421189,6948585.0,165442497.0
2005-07-07,41500,43200,41500,42650,472438,7056122.0,165442497.0
2005-07-08,42750,42900,41600,41800,228987,6915496.0,165442497.0
2005-07-11,41400,41500,40800,41100,723916,6799687.0,165442497.0
2005-07-12,40500,41050,39750,39800,910929,6584611.0,165442497.0
2005-07-13,40000,40250,39700,40000,228803,6617700.0,165442497.0
2005-07-14,40000,40000,38550,39100,674936,6468802.0,165442497.0
2005-07-15,39100,39450,38900,39050,396955,6460530.0,165442497.0
2005-07-18,39050,39700,38900,39700,297890,6568067.0,165442497.0
2005-07-19,39550,41000,39550,40800,340701,6750054.0,165442497.0
2005-07-20,41050,41100,40000,40550,276700,6708693.0,165442497.0
2005-07-21,40950,41600,40950,41400,524495,6849319.0,165442497.0
2005-07-22,41400,42300,41400,41700,481347,6773852.0,162442497.0
2005-07-25,42000,42900,41750,42850,421410,6960661.0,162442497.0
2005-07-26,43000,43050,42450,42800,412915,6952539.0,162442497.0
2005-07-27,43000,43000,40900,42500,444813,6903806.0,162442497.0
2005-07-28,42050,44250,41700,42550,617471,6911928.0,162442497.0
2005-07-29,42000,42000,41200,41300,761090,6708875.0,162442497.0
2005-08-01,41100,41300,40800,40950,344059,6652020.0,162442497.0
2005-08-02,41300,41800,40700,41550,450629,6749486.0,162442497.0
2005-08-03,41550,41600,40600,41200,763410,6692631.0,162442497.0
2005-08-04,42000,42000,40450,40900,322541,6643898.0,162442497.0
2005-08-05,40900,41950,40600,40600,409302,6595165.0,162442497.0
2005-08-08,40600,41700,40600,41650,179900,6765730.0,162442497.0
2005-08-09,41500,42200,40600,42200,198512,6855073.0,162442497.0
2005-08-10,42200,42200,40800,41050,352270,6668265.0,162442497.0
2005-08-11,40700,42650,40700,42100,306861,6838829.0,162442497.0
2005-08-12,42500,42800,41800,42550,775648,6911928.0,162442497.0
2005-08-16,43000,43650,42500,42500,474980,6903806.0,162442497.0
2005-08-17,42450,43100,42450,42700,395720,6936295.0,162442497.0
2005-08-18,43000,43250,42700,43250,530899,7025638.0,162442497.0
2005-08-19,43250,44000,42800,43900,392781,7131226.0,162442497.0
2005-08-22,44350,45150,43800,45150,196850,7334279.0,162442497.0
2005-08-23,44500,45100,43800,45000,312025,7309912.0,162442497.0
2005-08-24,45000,45000,43250,45000,470575,7309912.0,162442497.0
2005-08-25,43950,46000,43750,45950,620960,7464233.0,162442497.0
2005-08-26,45300,45950,43800,44400,306822,7212447.0,162442497.0
2005-08-29,44400,45200,44000,44000,326161,7147470.0,162442497.0
2005-08-30,44000,45200,43500,44850,253833,7285546.0,162442497.0
2005-08-31,45000,45900,45000,45900,289356,7456111.0,162442497.0
2005-09-01,46000,48200,45100,48200,233672,7829728.0,162442497.0
2005-09-02,46500,46900,46000,46000,363906,7472355.0,162442497.0
2005-09-05,46000,46750,45600,45700,311492,7423622.0,162442497.0
2005-09-06,46600,47000,45950,46500,335160,7553576.0,162442497.0
2005-09-07,46050,46500,46000,46050,409515,7480477.0,162442497.0
2005-09-08,46100,46300,45950,46000,556246,7472355.0,162442497.0
2005-09-09,46000,46750,45950,46050,337828,7480477.0,162442497.0
2005-09-12,46050,46450,45750,45800,408335,7439866.0,162442497.0
2005-09-13,46200,46450,45800,45800,207194,7439866.0,162442497.0
2005-09-14,45500,46100,45500,46000,413993,7472355.0,162442497.0
2005-09-15,46150,46300,45850,45950,217022,7464233.0,162442497.0
2005-09-16,46200,47850,46200,47800,270481,7764751.0,162442497.0
2005-09-20,47600,47600,46200,46600,434695,7569820.0,162442497.0
2005-09-21,46600,47150,46000,46000,280327,7472355.0,162442497.0
2005-09-22,45700,46000,45700,45850,267692,7447988.0,162442497.0
2005-09-23,45800,46100,45700,45700,416305,7423622.0,162442497.0
2005-09-26,45350,45700,45000,45200,436633,7342401.0,162442497.0
2005-09-27,45200,45400,44250,44300,516602,7196203.0,162442497.0
2005-09-28,44250,45100,44200,45100,575204,7326157.0,162442497.0
2005-09-29,45300,45500,44800,45350,375042,7366767.0,162442497.0
2005-09-30,45000,45600,44900,45200,640248,7342401.0,162442497.0
2005-10-04,45500,45550,45200,45550,486111,7399256.0,162442497.0
2005-10-05,45200,45600,43600,44000,914468,7147470.0,162442497.0
2005-10-06,43100,43900,42550,42950,686508,6976905.0,162442497.0
2005-10-07,43000,43500,42300,43000,528542,6985027.0,162442497.0
2005-10-10,43000,44400,42950,43950,4329557,7139348.0,162442497.0
2005-10-11,44000,44000,43500,44000,308427,7147470.0,162442497.0
2005-10-12,43550,43900,42050,42200,661179,6855073.0,162442497.0
2005-10-13,41700,42000,41600,41750,1067623,6781974.0,162442497.0
2005-10-14,42000,42200,41250,41700,594951,6773852.0,162442497.0
2005-10-17,41200,41750,41200,41450,348763,6733242.0,162442497.0
2005-10-18,41450,42000,41400,41850,369393,6798218.0,162442497.0
2005-10-19,41800,41850,41300,41450,326418,6733242.0,162442497.0
2005-10-20,41450,42000,41300,41800,528747,6790096.0,162442497.0
2005-10-21,41800,42050,41250,42000,420977,6822585.0,162442497.0
2005-10-24,42200,42250,41700,42050,455658,6830707.0,162442497.0
2005-10-25,42250,42950,42250,42400,366930,6887562.0,162442497.0
2005-10-26,42150,43150,41900,43100,308442,7001272.0,162442497.0
2005-10-27,43050,43050,42350,42500,431946,6903806.0,162442497.0
2005-10-28,42150,42150,40700,41200,518541,6692631.0,162442497.0
2005-10-31,41650,42700,41300,42700,270876,6936295.0,162442497.0
2005-11-01,42000,44150,41850,43700,572542,7098737.0,162442497.0
2005-11-02,44000,44400,43800,44050,867467,7155592.0,162442497.0
2005-11-03,44050,45400,43700,45000,526279,7309912.0,162442497.0
2005-11-04,45000,45000,44000,44200,494149,7179958.0,162442497.0
2005-11-07,44200,44550,43500,43900,230800,7131226.0,162442497.0
2005-11-08,43800,44100,43650,44000,498072,7147470.0,162442497.0
2005-11-09,43750,45100,43750,44850,581960,7285546.0,162442497.0
2005-11-10,44200,45550,44050,45300,597119,7358645.0,162442497.0
2005-11-11,45600,46750,45550,46700,522070,7586065.0,162442497.0
2005-11-14,46500,47800,46000,47800,674399,7764751.0,162442497.0
2005-11-15,47000,47250,46350,46700,662873,7586065.0,162442497.0
2005-11-16,45700,46350,45250,45600,423907,7407378.0,162442497.0
2005-11-17,45100,45300,44850,45100,327191,7326157.0,162442497.0
2005-11-18,45100,45600,44900,45200,304076,7342401.0,162442497.0
2005-11-21,45100,45850,45000,45800,575593,7439866.0,162442497.0
2005-11-22,45250,45900,44900,45700,382205,7423622.0,162442497.0
2005-11-23,45500,47450,45200,46700,597138,7586065.0,162442497.0
2005-11-24,46600,47750,46300,47300,321842,7683530.0,162442497.0
2005-11-25,47000,48000,46800,47650,243404,7740385.0,162442497.0
2005-11-28,47450,47650,45800,46750,163670,7594187.0,162442497.0
2005-11-29,47400,47400,45000,45000,314696,7309912.0,162442497.0
2005-11-30,45300,46950,45300,45900,239961,7456111.0,162442497.0
2005-12-01,46500,47750,45800,47450,392046,7707896.0,162442497.0
2005-12-02,47000,47500,46300,47050,374307,7642919.0,162442497.0
2005-12-05,46950,47350,46500,46750,396459,7594187.0,162442497.0
2005-12-06,46350,46500,45000,45150,617504,7334279.0,162442497.0
2005-12-07,45300,45700,45000,45250,367086,7350523.0,162442497.0
2005-12-08,45250,45450,45000,45100,587901,7326157.0,162442497.0
2005-12-09,45000,46350,44950,46350,477550,7529210.0,162442497.0
2005-12-12,45500,46500,45250,45500,718219,7391134.0,162442497.0
2005-12-13,45250,45350,44950,45000,468092,7309912.0,162442497.0
2005-12-14,45100,46000,45100,45700,378200,7423622.0,162442497.0
2005-12-15,45250,46100,45200,45500,286448,7391134.0,162442497.0
2005-12-16,45700,46100,45400,45400,421085,7374889.0,162442497.0
2005-12-19,46000,46000,45400,45700,288314,7423622.0,162442497.0
2005-12-20,45700,46700,45500,46650,252729,7577942.0,162442497.0
2005-12-21,46150,47500,46150,46900,417257,7618553.0,162442497.0
2005-12-22,46900,47300,45600,47200,319894,7667286.0,162442497.0
2005-12-23,47700,48650,47400,48500,607899,7878461.0,162442497.0
2005-12-26,48750,50600,48350,49000,802908,7959682.0,162442497.0
2005-12-27,49500,49500,48400,48650,340278,7902827.0,162442497.0
2005-12-28,48600,48600,45950,46000,320756,7472355.0,162442497.0
2005-12-29,46050,46200,45050,45050,404723,7318034.0,162442497.0
2006-01-02,45600,46400,45200,45800,253808,7439866.0,162442497.0
2006-01-03,45650,46050,45500,46000,271111,7472355.0,162442497.0
2006-01-04,46000,46350,45000,45900,451454,7456111.0,162442497.0
2006-01-05,45600,45800,44000,44600,592517,7244935.0,162442497.0
2006-01-06,44100,44550,43950,44150,642962,7171836.0,162442497.0
2006-01-09,44000,44100,43050,43150,1109147,7009394.0,162442497.0
2006-01-10,43200,43500,42100,43500,785668,7066249.0,162442497.0
2006-01-11,43500,45300,43500,44550,1072396,7236813.0,162442497.0
2006-01-12,44550,46600,44400,46000,951395,7472355.0,162442497.0
2006-01-13,46750,48000,45950,47500,1159983,7716019.0,162442497.0
2006-01-16,47100,47500,45750,46700,638659,7586065.0,162442497.0
2006-01-17,46950,49150,46000,47000,1015173,7634797.0,162442497.0
2006-01-18,47000,48800,47000,48000,1470896,7797240.0,162442497.0
2006-01-19,48800,50500,47200,48000,840543,7797240.0,162442497.0
2006-01-20,48850,48900,44900,46400,694749,7537332.0,162442497.0
2006-01-23,46800,46800,44950,45550,631141,7399256.0,162442497.0
2006-01-24,45400,46800,45200,46100,689869,7488599.0,162442497.0
2006-01-25,46300,48000,44800,45900,1067888,7456111.0,162442497.0
2006-01-26,45500,45850,44150,45550,800976,7399256.0,162442497.0
2006-01-27,45500,45500,44700,45000,661596,7309912.0,162442497.0
2006-01-31,45400,48000,45300,46700,1144632,7586065.0,162442497.0
2006-02-01,46700,48800,46700,48400,1414061,7862217.0,162442497.0
2006-02-02,49100,50400,49050,49800,1284902,8089636.0,162442497.0
2006-02-03,50000,52800,50000,51600,1482907,8382033.0,162442497.0
2006-02-06,56000,59300,53000,56700,3101355,9210490.0,162442497.0
2006-02-07,59500,60500,53000,53000,3144395,8609452.0,162442497.0
2006-02-08,52100,53400,50500,52600,2295168,8544475.0,162442497.0
2006-02-09,55100,57300,52100,54200,4591901,8804383.0,162442497.0
2006-02-10,54500,59100,54500,59000,3301697,9584107.0,162442497.0
2006-02-13,58000,59500,56000,56200,2576141,9129268.0,162442497.0
2006-02-14,55500,58200,54700,55100,1873005,8950582.0,162442497.0
2006-02-15,55700,57100,55500,56500,2164302,9178001.0,162442497.0
2006-02-16,56300,56600,55000,56500,1050874,9178001.0,162442497.0
2006-02-17,56100,56900,55000,55000,974370,8934337.0,162442497.0
2006-02-20,54100,56100,54100,55200,938760,8966826.0,162442497.0
2006-02-21,55200,56500,55100,55100,781334,8950582.0,162442497.0
2006-02-22,55200,55300,51900,53000,1377718,8609452.0,162442497.0
2006-02-23,53000,53400,50300,51200,1867129,8317056.0,162442497.0
2006-02-24,57000,58700,54700,57000,4920507,9259222.0,162442497.0
2006-02-27,57200,58200,56600,57400,1376686,9324199.0,162442497.0
2006-02-28,57400,58900,56200,57500,2478923,9340444.0,162442497.0
2006-03-02,57900,59300,57800,58900,1596004,9567863.0,162442497.0
2006-03-03,58500,59400,58100,58500,1473060,9502886.0,162442497.0
2006-03-06,57500,58100,55600,56500,1580304,9178001.0,162442497.0
2006-03-07,56000,57700,53700,54200,2313252,8804383.0,162442497.0
2006-03-08,54400,56600,54400,56200,1799565,8960668.0,159442497.0
2006-03-09,56000,58000,56000,57200,1312837,9120111.0,159442497.0
2006-03-10,58000,58000,56300,57200,947121,9120111.0,159442497.0
2006-03-13,57200,57600,56500,56800,729902,9056334.0,159442497.0
2006-03-14,56000,56700,53500,54700,1083467,8721505.0,159442497.0
2006-03-15,55000,55700,54500,54500,569424,8689616.0,159442497.0
2006-03-16,53700,56000,53700,55200,555841,8801226.0,159442497.0
2006-03-17,54500,55200,53700,54000,954788,8609895.0,159442497.0
2006-03-20,54000,55500,54000,54700,461755,8721505.0,159442497.0
2006-03-21,54500,57700,54500,56400,903220,8992557.0,159442497.0
2006-03-22,56400,56700,55300,55800,595498,8896891.0,159442497.0
2006-03-23,55800,57000,55800,56900,574583,9072278.0,159442497.0
2006-03-24,57300,58100,55500,55700,855190,8880947.0,159442497.0
2006-03-27,55700,56100,54200,54900,601606,8753393.0,159442497.0
2006-03-28,54300,55900,54300,55300,576348,8817170.0,159442497.0
2006-03-29,55000,57400,55000,56900,665028,9072278.0,159442497.0
2006-03-30,56300,56700,55500,55900,432419,8912836.0,159442497.0
2006-03-31,55300,55600,54400,54800,1098409,8737449.0,159442497.0
2006-04-03,54700,55200,54500,54600,712350,8705560.0,159442497.0
2006-04-04,54700,55200,54100,54500,719871,8689616.0,159442497.0
2006-04-05,54300,55700,53700,55500,1255916,8849059.0,159442497.0
2006-04-06,56900,57200,55800,57200,1306799,9120111.0,159442497.0
2006-04-07,56500,57200,56100,56500,406949,9008501.0,159442497.0
2006-04-10,55600,56900,55400,56400,356540,8992557.0,159442497.0
2006-04-11,56300,56300,55200,55600,308881,8865003.0,159442497.0
2006-04-12,54800,55700,54800,55000,553940,8769337.0,159442497.0
2006-04-13,55200,55600,54700,54900,866815,8753393.0,159442497.0
2006-04-14,55500,57100,55100,56500,648477,9008501.0,159442497.0
2006-04-17,56600,57700,56500,56500,442108,9008501.0,159442497.0
2006-04-18,56400,57400,55200,56000,701529,8928780.0,159442497.0
2006-04-19,56400,57000,55100,55900,927800,8912836.0,159442497.0
2006-04-20,55400,55600,54300,54500,804224,8689616.0,159442497.0
2006-04-21,54100,54500,53300,54000,982574,8609895.0,159442497.0
2006-04-24,53900,54100,52000,52000,781569,8291010.0,159442497.0
2006-04-25,51500,53400,51500,52800,989866,8418564.0,159442497.0
2006-04-26,52300,54200,52300,53600,573469,8546118.0,159442497.0
2006-04-27,53600,53900,52300,53000,608146,8450452.0,159442497.0
2006-04-28,52500,52800,51900,52800,896445,8418564.0,159442497.0
2006-05-02,52100,53000,51300,51600,608666,8227233.0,159442497.0
2006-05-03,51400,52100,50400,50800,970983,8099679.0,159442497.0
2006-05-04,51000,54800,50700,54700,1502397,8721505.0,159442497.0
2006-05-08,54500,54500,52700,53000,584351,8450452.0,159442497.0
2006-05-09,53000,55000,52400,55000,825922,8769337.0,159442497.0
2006-05-10,54100,55700,54000,55700,461527,8880947.0,159442497.0
2006-05-11,55400,55400,53200,53700,658091,8562062.0,159442497.0
2006-05-12,53700,54000,51800,53300,614193,8498285.0,159442497.0
2006-05-15,52900,53000,51700,52500,365944,8370731.0,159442497.0
2006-05-16,52200,53100,51000,51500,698750,8211289.0,159442497.0
2006-05-17,51500,52500,50500,52100,634758,8306954.0,159442497.0
2006-05-18,50400,51000,50200,50500,1001835,8051846.0,159442497.0
2006-05-19,52100,52500,50700,52100,628603,8306954.0,159442497.0
2006-05-22,52400,53500,52100,52500,933601,8370731.0,159442497.0
2006-05-23,51000,52900,51000,52000,562064,8291010.0,159442497.0
2006-05-24,52000,52200,50800,51600,475307,8227233.0,159442497.0
2006-05-25,52200,55100,51100,53100,1841706,8466397.0,159442497.0
2006-05-26,54000,56600,53600,56200,2479680,8960668.0,159442497.0
2006-05-29,56100,57300,54300,56200,1117600,8960668.0,159442497.0
2006-05-30,57100,57200,54600,55600,838069,8865003.0,159442497.0
2006-06-01,55600,56000,53700,53700,689699,8562062.0,159442497.0
2006-06-02,54400,54800,53300,54000,682399,8609895.0,159442497.0
2006-06-05,53800,54500,52900,54000,711803,8609895.0,159442497.0
2006-06-07,53500,53600,52300,52300,683241,8338843.0,159442497.0
2006-06-08,51400,52000,50200,50200,1148370,8004013.0,159442497.0
2006-06-09,51000,53500,50200,53000,936481,8450452.0,159442497.0
2006-06-12,52800,53000,51700,52800,421018,8418564.0,159442497.0
2006-06-13,52000,52500,50500,51400,697140,8195344.0,159442497.0
2006-06-14,50800,52600,50800,52500,363146,8370731.0,159442497.0
2006-06-15,52500,52600,50500,51000,915045,8131567.0,159442497.0
2006-06-16,51400,52500,51300,52400,902042,8354787.0,159442497.0
2006-06-19,52000,52800,51800,52000,810197,8291010.0,159442497.0
2006-06-20,52000,52000,51000,51400,282835,8195344.0,159442497.0
2006-06-21,51600,51600,50200,51000,397366,8131567.0,159442497.0
2006-06-22,51000,52500,51000,51700,617406,8243177.0,159442497.0
2006-06-23,51200,52000,51100,51900,294631,8275066.0,159442497.0
2006-06-26,51900,52000,50800,52000,330522,8291010.0,159442497.0
2006-06-27,53500,53600,52100,52100,685561,8306954.0,159442497.0
2006-06-28,51700,54400,51600,53300,1137870,8498285.0,159442497.0
2006-06-29,53400,55200,53400,54700,1010070,8721505.0,159442497.0
2006-06-30,55300,56000,54700,55400,567826,8833114.0,159442497.0
2006-07-03,55000,55800,54600,55600,498832,8865003.0,159442497.0
2006-07-04,55600,56000,54000,55100,574014,8785282.0,159442497.0
2006-07-05,54100,56600,54000,55800,365665,8896891.0,159442497.0
2006-07-06,55100,56200,55100,55500,585931,8849059.0,159442497.0
2006-07-07,55600,58100,54900,57000,926368,9088222.0,159442497.0
2006-07-10,56700,59600,56500,59500,2515802,9486829.0,159442497.0
2006-07-11,59000,59500,58200,59400,1132060,9470884.0,159442497.0
2006-07-12,58800,59000,57000,57000,1327469,9088222.0,159442497.0
2006-07-13,56300,57800,56200,57600,420793,9183888.0,159442497.0
2006-07-14,57000,57300,56000,57000,446760,9088222.0,159442497.0
2006-07-18,56500,56900,55900,56200,505484,8960668.0,159442497.0
2006-07-19,56600,57400,56500,57100,277264,9104167.0,159442497.0
2006-07-20,57700,58300,57600,58000,510453,9247665.0,159442497.0
2006-07-21,58000,58900,57200,58200,425170,9279553.0,159442497.0
2006-07-24,58000,58000,56900,57800,464084,9215776.0,159442497.0
2006-07-25,58000,59100,58000,58700,415972,9359275.0,159442497.0
2006-07-26,58700,59000,57600,58100,275226,9263609.0,159442497.0
2006-07-27,58000,58300,57400,57700,368875,9199832.0,159442497.0
2006-07-28,57400,57900,56900,57900,457473,9231721.0,159442497.0
2006-07-31,58000,58300,56900,57600,403492,9183888.0,159442497.0
2006-08-01,57300,58600,57100,57100,198603,9104167.0,159442497.0
2006-08-02,57500,58200,57000,57800,705755,9215776.0,159442497.0
2006-08-03,57400,57700,55800,56400,554417,8992557.0,159442497.0
2006-08-04,57000,57200,56100,57200,691786,9120111.0,159442497.0
2006-08-07,56900,58000,55900,56800,515932,9056334.0,159442497.0
2006-08-08,56900,58000,56900,57500,759001,9167944.0,159442497.0
2006-08-09,58000,59400,57600,58700,1785347,9359275.0,159442497.0
2006-08-10,60500,60900,59500,60900,2005204,9710048.0,159442497.0
2006-08-11,61000,62600,59100,60900,1353479,9710048.0,159442497.0
2006-08-14,60900,61600,60400,60400,905318,9630327.0,159442497.0
2006-08-16,61200,61200,59600,59700,1432842,9518717.0,159442497.0
2006-08-17,59700,60100,59100,59600,1338215,9502773.0,159442497.0
2006-08-18,59600,59800,57500,57900,1271094,9231721.0,159442497.0
2006-08-21,58300,59300,58200,58800,1477332,9375219.0,159442497.0
2006-08-22,59200,59800,58800,59100,400169,9423052.0,159442497.0
2006-08-23,58600,59600,58500,58900,476799,9391163.0,159442497.0
2006-08-24,58500,59000,58300,59000,584564,9407107.0,159442497.0
2006-08-25,59200,59300,58200,59000,948414,9407107.0,159442497.0
2006-08-28,57000,57000,54700,56100,2372033,8944724.0,159442497.0
2006-08-29,56000,57300,55900,57300,1111437,9136055.0,159442497.0
2006-08-30,57300,57300,56000,56400,704846,8992557.0,159442497.0
2006-08-31,56900,57100,56200,56400,814844,8992557.0,159442497.0
2006-09-01,56700,56700,55900,56000,494437,8928780.0,159442497.0
2006-09-04,56200,56700,55800,55800,441567,8896891.0,159442497.0
2006-09-05,55900,56100,55600,55900,420214,8912836.0,159442497.0
2006-09-06,56000,57100,55900,56600,809416,9024445.0,159442497.0
2006-09-07,56100,56700,55800,56000,728542,8928780.0,159442497.0
2006-09-08,56000,56300,55700,55900,542781,8912836.0,159442497.0
2006-09-11,56200,56500,55800,55900,371558,8912836.0,159442497.0
2006-09-12,55800,56400,55800,56100,176829,8944724.0,159442497.0
2006-09-13,56200,56700,56100,56600,464820,9024445.0,159442497.0
2006-09-14,57000,57300,56500,57000,603630,9088222.0,159442497.0
2006-09-15,57300,58100,57100,57800,601849,9215776.0,159442497.0
2006-09-18,58200,59100,57600,58800,640798,9375219.0,159442497.0
2006-09-19,58500,59100,58400,59000,501228,9407107.0,159442497.0
2006-09-20,58500,58900,58100,58500,429189,9327386.0,159442497.0
2006-09-21,59000,59000,58100,58500,292761,9327386.0,159442497.0
2006-09-22,59100,59100,57700,57900,213042,9231721.0,159442497.0
2006-09-25,58300,58600,57800,58000,299094,9247665.0,159442497.0
2006-09-26,57800,58000,57700,57700,525651,9199832.0,159442497.0
2006-09-27,57300,58100,57300,57700,384593,9199832.0,159442497.0
2006-09-28,57500,57700,56400,57000,677422,9088222.0,159442497.0
2006-09-29,57100,57500,56700,57500,441572,9167944.0,159442497.0
2006-10-02,57400,58400,57000,57900,272179,9231721.0,159442497.0
2006-10-04,57400,58000,56600,57000,486154,9088222.0,159442497.0
2006-10-09,56600,57200,55400,56000,859708,8928780.0,159442497.0
2006-10-10,55800,56500,55200,55500,483014,8849059.0,159442497.0
2006-10-11,55500,55600,54500,55100,756551,8785282.0,159442497.0
2006-10-12,55000,56200,54400,55000,785535,8769337.0,159442497.0
2006-10-13,55500,55800,54700,55000,938027,8769337.0,159442497.0
2006-10-16,55000,55200,54700,54900,738508,8753393.0,159442497.0
2006-10-17,54900,55300,54300,54900,617572,8753393.0,159442497.0
