국도화학(007690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-02-28,19500,19650,18450,18500,371180,107496.0,5810616.0
2002-03-04,19000,19200,18250,18400,333869,106915.0,5810616.0
2002-03-05,18500,19300,18400,18750,285720,108949.0,5810616.0
2002-03-06,18750,19250,18600,18600,202280,108077.0,5810616.0
2002-03-07,18600,18900,17700,17900,256065,104010.0,5810616.0
2002-03-08,17500,18250,17500,18250,143026,106044.0,5810616.0
2002-03-11,18250,19200,18100,18700,251856,108659.0,5810616.0
2002-03-12,18400,18950,18250,18500,223777,107496.0,5810616.0
2002-03-13,18550,19700,18550,18750,319530,108949.0,5810616.0
2002-03-14,18800,19450,18600,19450,181368,113016.0,5810616.0
2002-03-15,19600,20400,19500,19700,365988,114469.0,5810616.0
2002-03-18,20200,20400,19400,19700,227793,114469.0,5810616.0
2002-03-19,19600,21250,19550,20450,418652,118827.0,5810616.0
2002-03-20,20700,20900,19200,19300,295790,112145.0,5810616.0
2002-03-21,19000,19650,19000,19100,174190,110983.0,5810616.0
2002-03-22,19200,19400,18400,18800,222750,109240.0,5810616.0
2002-03-25,19000,19300,18400,18400,162440,106915.0,5810616.0
2002-03-26,18400,18950,18150,18800,109828,109240.0,5810616.0
2002-03-27,18850,19200,18750,18950,129790,110111.0,5810616.0
2002-03-28,18950,19400,18350,18350,141968,106625.0,5810616.0
2002-03-29,18500,18650,18050,18100,102720,105172.0,5810616.0
2002-04-01,18100,18100,16900,16900,131910,98199.0,5810616.0
2002-04-02,16600,17450,16600,17350,63470,100814.0,5810616.0
2002-04-03,17050,18200,17050,18100,111516,105172.0,5810616.0
2002-04-04,18100,18400,17600,17700,65440,102848.0,5810616.0
2002-04-08,17700,18000,17100,17200,64180,99943.0,5810616.0
2002-04-09,17500,17500,17000,17200,55012,99943.0,5810616.0
2002-04-10,17000,17300,16550,16600,56622,96456.0,5810616.0
2002-04-11,16500,17000,16500,16600,59690,96456.0,5810616.0
2002-04-12,16500,16500,16200,16400,47960,95294.0,5810616.0
2002-04-15,16100,16800,16100,16600,36710,96456.0,5810616.0
2002-04-16,16600,17400,16550,17050,75190,99071.0,5810616.0
2002-04-17,17200,17550,17100,17200,55110,99943.0,5810616.0
2002-04-18,17350,17750,17100,17350,101020,100814.0,5810616.0
2002-04-19,17550,17850,17100,17100,106491,99362.0,5810616.0
2002-04-22,17100,17300,16050,16500,92240,95875.0,5810616.0
2002-04-23,16150,16450,15900,16050,62310,93260.0,5810616.0
2002-04-24,15700,16100,15200,15600,58840,90646.0,5810616.0
2002-04-25,15400,15500,14650,14650,57130,85126.0,5810616.0
2002-04-26,14200,14900,14200,14750,37230,85707.0,5810616.0
2002-04-29,14550,14600,13600,13600,74010,79024.0,5810616.0
2002-04-30,13750,14050,13500,13650,47940,79315.0,5810616.0
2002-05-02,14000,14550,13900,14550,30760,84544.0,5810616.0
2002-05-03,14300,14900,14300,14550,27930,84544.0,5810616.0
2002-05-06,14300,14400,13900,13900,22250,80768.0,5810616.0
2002-05-07,13700,14150,13700,14100,22311,81930.0,5810616.0
2002-05-08,14000,14600,14000,14400,21920,83673.0,5810616.0
2002-05-09,14650,15400,14650,14800,92140,85997.0,5810616.0
2002-05-10,14600,15050,14300,14400,35120,83673.0,5810616.0
2002-05-13,15100,15400,14750,15200,80270,88321.0,5810616.0
2002-05-14,14900,15500,14900,15100,37890,87740.0,5810616.0
2002-05-15,15500,15500,15250,15500,46630,90065.0,5810616.0
2002-05-16,15500,15600,15250,15250,14900,88612.0,5810616.0
2002-05-17,15300,15500,15200,15400,39030,89483.0,5810616.0
2002-05-20,15100,15400,14750,14750,40330,85707.0,5810616.0
2002-05-21,14600,14650,14200,14200,35720,82511.0,5810616.0
2002-05-22,14100,14200,13700,14150,53860,82220.0,5810616.0
2002-05-23,14300,14400,13850,13850,21850,80477.0,5810616.0
2002-05-24,13900,14150,13850,13900,39350,80768.0,5810616.0
2002-05-27,13600,14100,13600,13600,29740,79024.0,5810616.0
2002-05-28,13600,14000,13350,13750,34160,79896.0,5810616.0
2002-05-29,13900,13900,13450,13550,20950,78734.0,5810616.0
2002-05-30,13650,13750,13300,13300,32010,77281.0,5810616.0
2002-05-31,13300,13550,13250,13300,21720,77281.0,5810616.0
2002-06-03,13100,13450,13100,13350,16750,77572.0,5810616.0
2002-06-04,13300,13300,13050,13250,14300,76991.0,5810616.0
2002-06-05,13300,13850,13300,13800,25140,80187.0,5810616.0
2002-06-07,13600,14500,13400,14100,65340,81930.0,5810616.0
2002-06-10,14300,14450,14000,14200,38500,82511.0,5810616.0
2002-06-11,14250,14500,14100,14300,25310,83092.0,5810616.0
2002-06-12,14200,14600,14100,14100,31710,81930.0,5810616.0
2002-06-14,14100,14400,13800,13800,29390,80187.0,5810616.0
2002-06-17,14300,14300,13850,13850,13250,80477.0,5810616.0
2002-06-18,14000,14100,13600,13650,26320,79315.0,5810616.0
2002-06-19,13450,13900,13100,13800,69960,80187.0,5810616.0
2002-06-20,14000,14000,13500,13550,19420,78734.0,5810616.0
2002-06-21,13400,13650,13350,13550,21760,78734.0,5810616.0
2002-06-24,13550,13550,13150,13550,22980,78734.0,5810616.0
2002-06-25,13400,14100,13400,13800,77430,80187.0,5810616.0
2002-06-26,13600,13600,12200,12750,45810,74085.0,5810616.0
2002-06-27,13000,13050,12350,12500,35393,72633.0,5810616.0
2002-06-28,12600,13400,12600,13250,30010,76991.0,5810616.0
2002-07-02,12800,13250,12650,12950,17980,75247.0,5810616.0
2002-07-03,12950,13450,12650,13200,27470,76700.0,5810616.0
2002-07-04,13300,13700,13100,13600,28507,79024.0,5810616.0
2002-07-05,13800,14800,13800,14350,104490,83382.0,5810616.0
2002-07-08,14800,15000,14150,14200,120370,82511.0,5810616.0
2002-07-09,14250,14950,14050,14700,79430,85416.0,5810616.0
2002-07-10,14800,14800,14300,14500,42230,84254.0,5810616.0
2002-07-11,14150,14350,13900,14100,60200,81930.0,5810616.0
2002-07-12,14200,15100,14100,14900,83220,86578.0,5810616.0
2002-07-15,14700,15250,14650,15050,67150,87450.0,5810616.0
2002-07-16,14750,15050,14200,14400,60360,83673.0,5810616.0
2002-07-18,14400,14700,14100,14100,60130,81930.0,5810616.0
2002-07-19,13950,13950,13250,13650,90050,79315.0,5810616.0
2002-07-22,13100,13250,12800,12900,36370,74957.0,5810616.0
2002-07-23,13000,13400,12700,13300,46890,77281.0,5810616.0
2002-07-24,13000,13150,12850,13100,19510,76119.0,5810616.0
2002-07-25,13550,13650,13000,13000,26830,75538.0,5810616.0
2002-07-26,12900,13200,12800,13200,23840,76700.0,5810616.0
2002-07-29,13200,13500,13100,13100,20180,76119.0,5810616.0
2002-07-30,13350,13600,13350,13550,27890,78734.0,5810616.0
2002-07-31,13450,13500,13300,13500,21090,78443.0,5810616.0
2002-08-01,13300,13500,13250,13450,15920,78153.0,5810616.0
2002-08-02,13300,13400,13000,13400,11523,77862.0,5810616.0
2002-08-05,13250,13250,12600,12600,25260,73214.0,5810616.0
2002-08-06,12400,12700,12350,12500,20270,72633.0,5810616.0
2002-08-07,12700,12950,12500,12800,30680,74376.0,5810616.0
2002-08-08,12800,12900,12500,12750,26120,74085.0,5810616.0
2002-08-09,12850,13100,12850,13000,23930,75538.0,5810616.0
2002-08-12,12900,13650,12900,13050,59130,75829.0,5810616.0
2002-08-13,13050,13600,12850,13600,61590,79024.0,5810616.0
2002-08-14,13300,13550,13250,13500,23320,78443.0,5810616.0
2002-08-16,13650,13700,13250,13400,58060,77862.0,5810616.0
2002-08-19,13600,13600,13100,13400,44260,77862.0,5810616.0
2002-08-20,13500,14200,13400,13850,107950,80477.0,5810616.0
2002-08-21,13900,13950,13550,13700,76200,79605.0,5810616.0
2002-08-22,13850,14150,13650,13800,112515,80187.0,5810616.0
2002-08-23,13800,14000,13600,13650,44160,79315.0,5810616.0
2002-08-26,13500,13650,13400,13650,28930,79315.0,5810616.0
2002-08-27,13600,13800,13500,13650,24040,79315.0,5810616.0
2002-08-28,13600,13800,13500,13550,19910,78734.0,5810616.0
2002-08-29,13400,13700,13400,13700,14930,79605.0,5810616.0
2002-08-30,13550,13750,13550,13650,19190,79315.0,5810616.0
2002-09-02,13600,14000,13600,13900,39410,80768.0,5810616.0
2002-09-03,14000,14100,13750,13750,36500,79896.0,5810616.0
2002-09-04,13600,13650,13250,13650,42380,79315.0,5810616.0
2002-09-05,13800,14600,13700,14350,122444,83382.0,5810616.0
2002-09-06,14300,14550,13950,13950,66485,81058.0,5810616.0
2002-09-09,14350,14400,13100,13600,86290,79024.0,5810616.0
2002-09-10,13600,13750,13400,13650,48290,79315.0,5810616.0
2002-09-11,13500,13900,13500,13650,37901,79315.0,5810616.0
2002-09-12,13550,13700,13500,13600,37520,79024.0,5810616.0
2002-09-13,13300,13450,13000,13350,44660,77572.0,5810616.0
2002-09-16,13500,13500,12950,13100,38080,76119.0,5810616.0
2002-09-17,13250,13500,13050,13450,45670,78153.0,5810616.0
2002-09-18,13100,13200,12850,13100,33560,76119.0,5810616.0
2002-09-19,13300,13300,12850,12950,26791,75247.0,5810616.0
2002-09-23,12550,13150,12550,13150,25550,76410.0,5810616.0
2002-09-24,12800,13050,12650,13050,21350,75829.0,5810616.0
2002-09-25,12800,13000,12550,13000,24970,75538.0,5810616.0
2002-09-26,13000,13150,12700,12900,24780,74957.0,5810616.0
2002-09-27,13050,13050,12600,12900,27100,74957.0,5810616.0
2002-09-30,12600,12650,12200,12650,39270,73504.0,5810616.0
2002-10-01,12300,12600,12300,12550,22230,72923.0,5810616.0
2002-10-02,12800,12800,12150,12300,83130,71471.0,5810616.0
2002-10-04,12150,12200,11900,12100,37380,70308.0,5810616.0
2002-10-07,11900,12000,11650,11800,30830,68565.0,5810616.0
2002-10-08,11450,11800,11400,11650,48289,67694.0,5810616.0
2002-10-09,11700,11700,11300,11600,36540,67403.0,5810616.0
2002-10-10,11200,11400,10800,11000,79560,63917.0,5810616.0
2002-10-11,11300,11300,10650,10800,44970,62755.0,5810616.0
2002-10-14,11100,11250,10900,11100,46770,64498.0,5810616.0
2002-10-15,11200,11450,11050,11300,50520,65660.0,5810616.0
2002-10-16,11500,11600,11300,11450,63190,66532.0,5810616.0
2002-10-17,11250,11750,11200,11750,72030,68275.0,5810616.0
2002-10-18,11850,12150,11550,12100,169170,70308.0,5810616.0
2002-10-21,12250,12250,11700,11700,42660,67984.0,5810616.0
2002-10-22,11900,11900,11400,11600,48080,67403.0,5810616.0
2002-10-23,11500,11750,11450,11650,36350,67694.0,5810616.0
2002-10-24,11650,11800,11350,11400,49720,66241.0,5810616.0
2002-10-25,11250,11650,11200,11550,44030,67113.0,5810616.0
2002-10-28,11600,12000,11450,11950,65660,69437.0,5810616.0
2002-10-29,11850,12250,11800,12000,49440,69727.0,5810616.0
2002-10-30,11900,12100,11700,11800,18780,68565.0,5810616.0
2002-10-31,11850,12100,11650,11950,41370,69437.0,5810616.0
2002-11-01,11850,12000,11650,11850,21560,68856.0,5810616.0
2002-11-04,11800,12100,11650,12100,44700,70308.0,5810616.0
2002-11-05,12000,12150,11900,12100,23130,70308.0,5810616.0
2002-11-06,12200,12800,12000,12600,112170,73214.0,5810616.0
2002-11-07,12450,12700,12300,12500,58300,72633.0,5810616.0
2002-11-08,12400,12450,12150,12400,12000,72052.0,5810616.0
2002-11-11,12400,12400,12050,12200,31212,70890.0,5810616.0
2002-11-12,11950,12100,11900,11900,28009,69146.0,5810616.0
2002-11-13,11850,12300,11800,12000,57590,69727.0,5810616.0
2002-11-14,12000,12200,11800,11950,57770,69437.0,5810616.0
2002-11-15,12000,12100,11700,12050,118060,70018.0,5810616.0
2002-11-18,12000,12100,11950,12000,39810,69727.0,5810616.0
2002-11-19,11900,12000,11750,11800,64332,68565.0,5810616.0
2002-11-20,11700,11900,11700,11850,52740,68856.0,5810616.0
2002-11-21,12000,12100,11900,12000,107910,69727.0,5810616.0
2002-11-22,12200,12200,12000,12050,89100,70018.0,5810616.0
2002-11-25,12000,12350,12000,12350,144000,71761.0,5810616.0
2002-11-26,12400,12700,12300,12600,111588,73214.0,5810616.0
2002-11-27,12600,12900,12450,12800,140362,74376.0,5810616.0
2002-11-28,13000,13000,12600,12700,89540,73795.0,5810616.0
2002-11-29,12750,12900,12550,12800,78100,74376.0,5810616.0
2002-12-02,12850,13150,12700,13050,88540,75829.0,5810616.0
2002-12-03,13100,13250,12900,13150,87040,76410.0,5810616.0
2002-12-04,13000,13000,12550,12700,87680,73795.0,5810616.0
2002-12-05,12600,13150,12600,12850,89950,74666.0,5810616.0
2002-12-06,12850,12900,12700,12800,31330,74376.0,5810616.0
2002-12-09,13200,13850,13200,13700,308760,79605.0,5810616.0
2002-12-10,13550,13950,13450,13800,83420,80187.0,5810616.0
2002-12-11,13950,13950,13300,13600,68850,79024.0,5810616.0
2002-12-12,13600,13750,13500,13650,56330,79315.0,5810616.0
2002-12-13,13500,13700,13350,13700,44820,79605.0,5810616.0
2002-12-16,13400,13600,13200,13300,42970,77281.0,5810616.0
2002-12-17,13400,13500,13250,13400,72070,77862.0,5810616.0
2002-12-18,13450,13700,13250,13400,84440,77862.0,5810616.0
2002-12-20,13250,13550,13100,13300,52730,77281.0,5810616.0
2002-12-23,13300,13400,12900,12900,45680,74957.0,5810616.0
2002-12-24,12700,13000,12200,12850,52380,74666.0,5810616.0
2002-12-26,12800,12850,12350,12800,36970,74376.0,5810616.0
2002-12-27,12550,12550,12050,12400,31220,72052.0,5810616.0
2002-12-30,12100,12250,10700,11300,75090,65660.0,5810616.0
2003-01-02,11450,11600,11200,11600,18079,67403.0,5810616.0
2003-01-03,11850,12000,11700,11850,27130,68856.0,5810616.0
2003-01-06,12000,12000,11700,11950,19350,69437.0,5810616.0
2003-01-07,12000,12150,11750,11750,30710,68275.0,5810616.0
2003-01-08,11750,12450,11500,11900,55970,69146.0,5810616.0
2003-01-09,11900,11900,11650,11700,27920,67984.0,5810616.0
2003-01-10,11800,11900,11250,11500,47630,66822.0,5810616.0
2003-01-13,11600,11950,11600,11900,27510,69146.0,5810616.0
2003-01-14,12200,12200,11800,12000,27398,69727.0,5810616.0
2003-01-15,12100,12150,11800,11850,34390,68856.0,5810616.0
2003-01-16,11800,12100,11700,12050,23740,70018.0,5810616.0
2003-01-17,11600,11900,11600,11750,32030,68275.0,5810616.0
2003-01-20,11450,11750,11450,11750,13040,68275.0,5810616.0
2003-01-21,11650,11750,11450,11750,23660,68275.0,5810616.0
2003-01-22,11550,11700,11350,11550,15440,67113.0,5810616.0
2003-01-23,11450,11850,11450,11800,28750,68565.0,5810616.0
2003-01-24,11800,11800,11300,11500,15640,66822.0,5810616.0
2003-01-27,11200,11300,11000,11250,21390,65369.0,5810616.0
2003-01-28,11350,11350,11000,11250,19140,65369.0,5810616.0
2003-01-29,11150,11150,10650,10900,45270,63336.0,5810616.0
2003-01-30,10750,11000,10750,10950,11140,63626.0,5810616.0
2003-02-03,10800,11550,10800,11300,68640,65660.0,5810616.0
2003-02-04,11500,11550,11200,11500,27990,66822.0,5810616.0
2003-02-05,11300,11450,11250,11400,10800,66241.0,5810616.0
2003-02-06,11250,11350,10900,10900,50590,63336.0,5810616.0
2003-02-07,10850,11000,10800,10900,21890,63336.0,5810616.0
2003-02-10,10750,10950,10750,10850,13780,63045.0,5810616.0
2003-02-11,10950,11000,10700,10900,19890,63336.0,5810616.0
2003-02-12,10850,10900,10800,10900,19548,63336.0,5810616.0
2003-02-13,10800,11000,10800,11000,26260,63917.0,5810616.0
2003-02-14,10950,11000,10850,10950,12770,63626.0,5810616.0
2003-02-17,11150,11300,11100,11300,30400,65660.0,5810616.0
2003-02-18,11200,11200,11050,11100,20400,64498.0,5810616.0
2003-02-19,11300,11300,11000,11000,32590,63917.0,5810616.0
2003-02-20,10950,11200,10900,11050,12450,64207.0,5810616.0
2003-02-21,10950,11100,10900,11000,9120,63917.0,5810616.0
2003-02-24,11000,11450,11000,11400,37970,66241.0,5810616.0
2003-02-25,11250,11250,11000,11200,30950,65079.0,5810616.0
2003-02-26,11200,11300,11100,11100,16370,64498.0,5810616.0
2003-02-27,11000,11000,10650,10800,43860,62755.0,5810616.0
2003-02-28,10900,10950,10750,10950,44260,63626.0,5810616.0
2003-03-03,10950,11000,10850,11000,9580,63917.0,5810616.0
2003-03-04,11000,11150,10700,10700,35820,62174.0,5810616.0
2003-03-05,10750,10750,10500,10700,37440,62174.0,5810616.0
2003-03-06,10750,10900,10600,10900,20370,63336.0,5810616.0
2003-03-07,10600,10700,10500,10700,17500,62174.0,5810616.0
2003-03-10,10450,10600,10350,10500,13420,61011.0,5810616.0
2003-03-11,10400,10450,10200,10400,11290,60430.0,5810616.0
2003-03-12,10250,10550,10250,10250,11210,59559.0,5810616.0
2003-03-13,10300,10300,9720,9800,37320,56944.0,5810616.0
2003-03-14,10200,10300,10150,10250,25240,59559.0,5810616.0
2003-03-17,10300,10300,9850,10200,33750,59268.0,5810616.0
2003-03-18,10300,10400,10100,10200,22860,59268.0,5810616.0
2003-03-19,10150,10400,10150,10150,13560,58978.0,5810616.0
2003-03-20,10300,10650,10050,10600,46880,61593.0,5810616.0
2003-03-21,10700,10700,10400,10650,44278,61883.0,5810616.0
2003-03-24,10700,10850,10500,10650,39520,61883.0,5810616.0
2003-03-25,10350,10450,10200,10250,29650,59559.0,5810616.0
2003-03-26,10350,10500,10300,10350,21240,60140.0,5810616.0
2003-03-27,10250,10300,10200,10250,4990,59559.0,5810616.0
2003-03-28,10300,10350,10200,10350,13000,60140.0,5810616.0
2003-03-31,10150,10350,10100,10100,16540,58687.0,5810616.0
2003-04-01,10050,10200,10000,10150,9150,58978.0,5810616.0
2003-04-02,10200,10250,10050,10200,25480,59268.0,5810616.0
2003-04-03,10400,10600,10400,10600,42620,61593.0,5810616.0
2003-04-04,10550,10700,10400,10700,32510,62174.0,5810616.0
2003-04-07,10850,11150,10800,11050,54830,64207.0,5810616.0
2003-04-08,11050,11350,10900,11200,47320,65079.0,5810616.0
2003-04-09,11050,11200,10950,11000,22290,63917.0,5810616.0
2003-04-10,10900,11300,10900,11150,28491,64788.0,5810616.0
2003-04-11,11050,11550,11000,11350,47171,65950.0,5810616.0
2003-04-14,11500,11600,11350,11400,23690,66241.0,5810616.0
2003-04-15,11550,11650,11350,11400,29120,66241.0,5810616.0
2003-04-16,11500,11950,11500,11900,92823,69146.0,5810616.0
2003-04-17,11800,11800,11700,11700,34303,67984.0,5810616.0
2003-04-18,11700,11950,11700,11850,32542,68856.0,5810616.0
2003-04-21,11900,11950,11650,11850,15750,68856.0,5810616.0
2003-04-22,11650,11800,11500,11700,26810,67984.0,5810616.0
2003-04-23,11800,11900,11500,11600,28580,67403.0,5810616.0
2003-04-24,11550,11750,11400,11500,45220,66822.0,5810616.0
2003-04-25,11300,11300,10800,11000,36470,63917.0,5810616.0
2003-04-28,10700,10950,10700,10800,23410,62755.0,5810616.0
2003-04-29,10900,11400,10900,11400,39190,66241.0,5810616.0
2003-04-30,11500,11500,11100,11200,12200,65079.0,5810616.0
2003-05-02,11200,11200,11050,11150,15952,64788.0,5810616.0
2003-05-06,11250,11350,11150,11150,16870,64788.0,5810616.0
2003-05-07,11200,11450,11150,11450,54110,66532.0,5810616.0
2003-05-09,11500,12000,11500,11900,71890,69146.0,5810616.0
2003-05-12,12000,12200,11850,12100,102101,70308.0,5810616.0
2003-05-13,12150,12150,11750,11800,32470,68565.0,5810616.0
2003-05-14,11700,11800,11550,11650,26350,67694.0,5810616.0
2003-05-15,11650,12000,11500,12000,43940,69727.0,5810616.0
2003-05-16,12100,12600,12100,12400,87370,72052.0,5810616.0
2003-05-19,12450,12450,11850,11900,31480,69146.0,5810616.0
2003-05-20,11700,12050,11550,12050,20090,70018.0,5810616.0
2003-05-21,12050,12050,11800,12000,18700,69727.0,5810616.0
2003-05-22,12000,12200,11700,11950,48850,69437.0,5810616.0
2003-05-23,11950,12100,11850,12000,41315,69727.0,5810616.0
2003-05-26,12050,12450,12050,12350,79739,71761.0,5810616.0
2003-05-27,12550,12550,12250,12400,53440,72052.0,5810616.0
2003-05-28,12900,12950,12600,12800,129560,74376.0,5810616.0
2003-05-29,12800,12800,12300,12700,61530,73795.0,5810616.0
2003-05-30,12550,13150,12550,12950,98210,75247.0,5810616.0
2003-06-02,13150,13300,12850,13300,103300,77281.0,5810616.0
2003-06-03,13100,13250,12750,13250,54150,76991.0,5810616.0
2003-06-04,13250,13450,12900,13150,140960,76410.0,5810616.0
2003-06-05,13300,13300,12900,12950,26139,75247.0,5810616.0
2003-06-09,13000,13000,12650,12800,43930,74376.0,5810616.0
2003-06-10,12600,12800,12600,12700,18980,73795.0,5810616.0
2003-06-11,12800,12900,12600,12700,22910,73795.0,5810616.0
2003-06-12,12650,13000,12650,13000,67480,75538.0,5810616.0
2003-06-13,13150,13150,12750,12800,67650,74376.0,5810616.0
2003-06-16,12700,12850,12450,12500,31120,72633.0,5810616.0
2003-06-17,12700,12750,12450,12500,74700,72633.0,5810616.0
2003-06-18,12600,12600,12250,12250,47585,71180.0,5810616.0
2003-06-19,12200,12450,12000,12200,102265,70890.0,5810616.0
2003-06-20,12200,12300,12050,12100,73485,70308.0,5810616.0
2003-06-23,12300,12300,11950,11950,51970,69437.0,5810616.0
2003-06-24,11850,12100,11850,11900,46120,69146.0,5810616.0
2003-06-25,11900,12200,11900,12150,25470,70599.0,5810616.0
2003-06-26,12100,12250,11950,12150,22140,70599.0,5810616.0
2003-06-27,12100,12350,12000,12100,54280,70308.0,5810616.0
2003-06-30,12100,12200,11850,12000,15920,69727.0,5810616.0
2003-07-01,11900,12350,11900,12100,29520,70308.0,5810616.0
2003-07-02,12300,12300,12050,12200,46870,70890.0,5810616.0
2003-07-03,12300,12400,12200,12200,35450,70890.0,5810616.0
2003-07-04,12200,12400,12150,12300,26910,71471.0,5810616.0
2003-07-07,12400,12750,12400,12700,75325,73795.0,5810616.0
2003-07-08,12700,12850,12400,12600,58950,73214.0,5810616.0
2003-07-09,12450,12600,12400,12600,26350,73214.0,5810616.0
2003-07-10,12500,12600,12300,12450,40660,72342.0,5810616.0
2003-07-11,12250,12600,12200,12600,22755,73214.0,5810616.0
2003-07-14,12600,12700,12350,12700,30300,73795.0,5810616.0
2003-07-15,12800,12800,12450,12650,37360,73504.0,5810616.0
2003-07-16,12500,12600,12300,12550,27215,72923.0,5810616.0
2003-07-18,12450,12500,12100,12250,29070,71180.0,5810616.0
2003-07-21,12250,12400,11950,11950,23230,69437.0,5810616.0
2003-07-22,11750,12050,11750,11950,26980,69437.0,5810616.0
2003-07-23,12000,12150,11750,12150,30490,70599.0,5810616.0
2003-07-24,11950,12350,11950,12350,28440,71761.0,5810616.0
2003-07-25,12350,12500,12050,12350,16460,71761.0,5810616.0
2003-07-28,12300,12500,12300,12450,24780,72342.0,5810616.0
2003-07-29,12300,12500,12300,12500,18570,72633.0,5810616.0
2003-07-30,12500,12500,12200,12200,16910,70890.0,5810616.0
2003-07-31,12150,12300,12100,12250,33560,71180.0,5810616.0
2003-08-01,12200,12300,12100,12200,22870,70890.0,5810616.0
2003-08-04,12100,12250,12000,12000,9720,69727.0,5810616.0
2003-08-05,12000,12650,12000,12600,95880,73214.0,5810616.0
2003-08-06,12650,12650,12350,12500,23470,72633.0,5810616.0
2003-08-07,12450,12650,12350,12400,34880,72052.0,5810616.0
2003-08-08,12400,12500,12200,12400,34950,72052.0,5810616.0
2003-08-11,12250,12350,12050,12350,30480,71761.0,5810616.0
2003-08-12,12350,12400,12150,12200,11510,70890.0,5810616.0
2003-08-13,12350,12350,12200,12300,10610,71471.0,5810616.0
2003-08-14,12150,12350,12150,12300,12900,71471.0,5810616.0
2003-08-18,12450,12900,12450,12850,83100,74666.0,5810616.0
2003-08-19,12950,12950,12550,12700,35520,73795.0,5810616.0
2003-08-20,12700,12800,12500,12600,38620,73214.0,5810616.0
2003-08-21,12600,13400,12600,13300,124830,77281.0,5810616.0
2003-08-22,13400,13500,13000,13100,51190,76119.0,5810616.0
2003-08-25,13100,13100,12800,12850,38320,74666.0,5810616.0
2003-08-26,12800,12850,12600,12600,31220,73214.0,5810616.0
2003-08-27,12600,12900,12550,12600,41730,73214.0,5810616.0
2003-08-28,12800,12800,12150,12300,79390,71471.0,5810616.0
2003-08-29,12450,12500,12150,12500,21300,72633.0,5810616.0
2003-09-01,12650,12650,12400,12400,25720,72052.0,5810616.0
2003-09-02,12400,12600,12400,12600,25550,73214.0,5810616.0
2003-09-03,12600,12700,12400,12450,36500,72342.0,5810616.0
2003-09-04,12500,12500,12300,12350,28270,71761.0,5810616.0
2003-09-05,12300,12500,12200,12500,23210,72633.0,5810616.0
2003-09-08,12450,12450,12300,12300,15050,71471.0,5810616.0
2003-09-09,12450,12450,12200,12250,25390,71180.0,5810616.0
2003-09-15,12200,12300,12100,12150,21560,70599.0,5810616.0
2003-09-16,12100,12250,12050,12150,20140,70599.0,5810616.0
2003-09-17,12200,12300,12200,12250,11990,71180.0,5810616.0
2003-09-18,12150,12250,12050,12050,21280,70018.0,5810616.0
2003-09-19,12100,12150,11950,12000,20600,69727.0,5810616.0
2003-09-22,12000,12000,11400,11400,42280,66241.0,5810616.0
2003-09-23,11250,11400,11100,11250,22750,65369.0,5810616.0
2003-09-24,11250,11400,11250,11250,11680,65369.0,5810616.0
2003-09-25,11000,11050,10850,11000,19930,63917.0,5810616.0
2003-09-26,11000,11050,10850,11000,9000,63917.0,5810616.0
2003-09-29,10800,10950,10800,10850,7140,63045.0,5810616.0
2003-09-30,10950,11050,10900,11050,11600,64207.0,5810616.0
2003-10-01,11000,11150,10800,11000,6920,63917.0,5810616.0
2003-10-02,11100,11150,10950,11100,5860,64498.0,5810616.0
2003-10-06,11150,11250,11000,11150,10990,64788.0,5810616.0
2003-10-07,11150,11200,11000,11050,10420,64207.0,5810616.0
2003-10-08,11050,11050,10950,11050,6060,64207.0,5810616.0
2003-10-09,11100,11150,10900,10900,20240,63336.0,5810616.0
2003-10-10,10950,11300,10900,11300,16240,65660.0,5810616.0
2003-10-13,11300,11300,11100,11300,8030,65660.0,5810616.0
2003-10-14,11300,11450,11300,11450,8890,66532.0,5810616.0
2003-10-15,11450,11450,11300,11450,7690,66532.0,5810616.0
2003-10-16,11350,11550,11300,11500,12460,66822.0,5810616.0
2003-10-17,11350,11600,11350,11450,10030,66532.0,5810616.0
2003-10-20,11400,11550,11400,11550,9520,67113.0,5810616.0
2003-10-21,11650,11650,11450,11500,3900,66822.0,5810616.0
2003-10-22,11400,11500,11250,11350,12810,65950.0,5810616.0
2003-10-23,11200,11500,11000,11500,21430,66822.0,5810616.0
2003-10-24,11450,12500,11200,12000,180870,69727.0,5810616.0
2003-10-27,12150,12600,12100,12250,56070,71180.0,5810616.0
2003-10-28,12350,12500,12000,12500,29350,72633.0,5810616.0
2003-10-29,12600,12600,12300,12500,41161,72633.0,5810616.0
2003-10-30,12300,12500,12300,12400,9330,72052.0,5810616.0
2003-10-31,12400,12400,12000,12100,13970,70308.0,5810616.0
2003-11-03,12000,12300,11850,12100,13900,70308.0,5810616.0
2003-11-04,12300,12300,12000,12000,26550,69727.0,5810616.0
2003-11-05,12050,12550,12050,12400,30084,72052.0,5810616.0
2003-11-06,12600,12950,12400,12900,61840,74957.0,5810616.0
2003-11-07,12900,13000,12650,12800,7890,74376.0,5810616.0
2003-11-10,12800,12800,12500,12600,71160,73214.0,5810616.0
2003-11-11,12600,12750,12500,12550,8040,72923.0,5810616.0
2003-11-12,12350,12600,12350,12600,6210,73214.0,5810616.0
2003-11-13,12500,12700,12450,12600,14710,73214.0,5810616.0
2003-11-14,12600,12650,12500,12600,11080,73214.0,5810616.0
2003-11-17,12600,12600,12350,12550,16580,72923.0,5810616.0
