BGF리테일(282330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-31,207500,208000,202000,204500,15923,3534559.0,17283906.0
2019-08-01,203000,219000,203000,215500,39856,3724682.0,17283906.0
2019-08-02,214000,215500,208500,213500,24769,3690114.0,17283906.0
2019-08-05,212000,216000,211500,215000,28069,3716040.0,17283906.0
2019-08-06,214000,216500,207500,215000,29607,3716040.0,17283906.0
2019-08-07,211000,214000,208000,208500,18287,3603694.0,17283906.0
2019-08-08,211000,225000,210000,213500,34342,3690114.0,17283906.0
2019-08-09,213500,213500,203500,204000,26166,3525917.0,17283906.0
2019-08-12,203500,208500,202500,208000,11928,3595052.0,17283906.0
2019-08-13,205000,209000,204500,206500,15571,3569127.0,17283906.0
2019-08-14,207000,213000,206000,207000,18340,3577769.0,17283906.0
2019-08-16,204000,207000,202500,206000,19272,3560485.0,17283906.0
2019-08-19,206000,209500,204500,208000,11245,3595052.0,17283906.0
2019-08-20,205000,205500,200000,200500,22740,3465423.0,17283906.0
2019-08-21,200500,201500,194500,195500,41007,3379004.0,17283906.0
2019-08-22,195500,197500,194500,196500,15922,3396288.0,17283906.0
2019-08-23,195000,196500,193500,195500,18471,3379004.0,17283906.0
2019-08-26,193500,200500,193000,199000,29794,3439497.0,17283906.0
2019-08-27,199000,202000,196000,200000,51660,3456781.0,17283906.0
2019-08-28,200000,201000,195500,196000,17489,3387646.0,17283906.0
2019-08-29,196500,198500,195500,196500,18808,3396288.0,17283906.0
2019-08-30,198000,204000,197500,203500,28098,3517275.0,17283906.0
2019-09-02,201000,207000,201000,204000,14742,3525917.0,17283906.0
2019-09-03,202500,208500,202000,207000,12005,3577769.0,17283906.0
2019-09-04,205000,208500,202000,207500,25597,3586410.0,17283906.0
2019-09-05,204500,209000,202000,202500,32497,3499991.0,17283906.0
2019-09-06,202500,205500,197500,199500,26805,3448139.0,17283906.0
2019-09-09,199000,201500,197000,198500,20639,3430855.0,17283906.0
2019-09-10,198000,200000,197500,199000,21585,3439497.0,17283906.0
2019-09-11,200000,201500,198500,201500,30407,3482707.0,17283906.0
2019-09-16,199500,205500,199500,204500,12334,3534559.0,17283906.0
2019-09-17,202000,205000,200500,201500,14643,3482707.0,17283906.0
2019-09-18,201500,205000,201500,201500,9058,3482707.0,17283906.0
2019-09-19,201000,203500,200000,201500,14458,3482707.0,17283906.0
2019-09-20,199500,201000,196500,200000,37343,3456781.0,17283906.0
2019-09-23,199500,200000,193000,194000,38825,3353078.0,17283906.0
2019-09-24,196000,197000,194000,195500,24847,3379004.0,17283906.0
2019-09-25,195500,198000,195000,197000,25289,3404929.0,17283906.0
2019-09-26,196000,198500,194000,197000,26353,3404929.0,17283906.0
2019-09-27,197000,197500,191000,192000,16475,3318510.0,17283906.0
2019-09-30,191500,197000,188500,197000,28870,3404929.0,17283906.0
2019-10-01,197000,197000,193500,197000,19767,3404929.0,17283906.0
2019-10-02,195000,195500,190000,190500,18978,3292584.0,17283906.0
2019-10-04,189000,192000,185500,189000,20807,3266658.0,17283906.0
2019-10-07,189000,189500,184500,187500,21876,3240732.0,17283906.0
