KPX홀딩스(092230),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-11-24,62100,63600,62100,63100,837,266575.0,4224646.0
2009-11-25,63100,63300,62100,63200,626,266998.0,4224646.0
2009-11-26,62600,63200,62300,63200,656,266998.0,4224646.0
2009-11-27,63300,63500,61600,63000,1996,266153.0,4224646.0
2009-11-30,62500,62500,61200,61200,146,258548.0,4224646.0
2009-12-01,63000,63000,61500,61500,114,259816.0,4224646.0
2009-12-02,62700,62700,60400,61500,246,259816.0,4224646.0
2009-12-03,61200,62000,60400,61900,158,261506.0,4224646.0
2009-12-04,61900,61900,59900,59900,387,253056.0,4224646.0
2009-12-07,60000,60900,59100,59900,375,253056.0,4224646.0
2009-12-08,59100,59900,58900,59700,472,252211.0,4224646.0
2009-12-09,67900,67900,58500,58500,2588,247142.0,4224646.0
2009-12-10,58500,61500,57000,58800,2311,248409.0,4224646.0
2009-12-11,58400,59000,57100,58100,317,245452.0,4224646.0
2009-12-14,61100,61100,57400,58500,622,247142.0,4224646.0
2009-12-15,58400,59000,57300,59000,171,249254.0,4224646.0
2009-12-16,60400,60500,59000,60500,160,255591.0,4224646.0
2009-12-17,61200,61200,58500,60000,127,253479.0,4224646.0
2009-12-18,60700,60700,60000,60500,367,255591.0,4224646.0
2009-12-21,61200,61200,58000,60000,311,253479.0,4224646.0
2009-12-22,60500,60500,58100,58400,645,246719.0,4224646.0
2009-12-23,58300,58700,57500,58700,118,247987.0,4224646.0
2009-12-24,58700,61400,58700,61000,102,257703.0,4224646.0
2009-12-28,59000,61000,58100,60000,325,253479.0,4224646.0
2009-12-29,61300,61300,57000,59400,1215,250944.0,4224646.0
2009-12-30,60700,60700,60700,60700,2,256436.0,4224646.0
2010-01-04,58800,60100,57700,59100,295,249677.0,4224646.0
2010-01-05,57000,59100,57000,58800,163,248409.0,4224646.0
2010-01-06,60400,60400,58100,59300,6783,250522.0,4224646.0
2010-01-07,59900,59900,56600,56600,1627,239115.0,4224646.0
2010-01-08,58900,58900,56600,57600,244,243340.0,4224646.0
2010-01-11,59200,59200,56400,57300,129,242072.0,4224646.0
2010-01-12,56500,59000,56500,56800,1659,239960.0,4224646.0
2010-01-13,56000,57800,55000,56000,3531,236580.0,4224646.0
2010-01-14,57000,57000,55000,55900,1400,236158.0,4224646.0
2010-01-15,58400,58400,55700,57400,41,242495.0,4224646.0
2010-01-18,55300,57600,55300,57500,1018,242917.0,4224646.0
2010-01-19,58400,58400,56400,58000,67,245029.0,4224646.0
2010-01-20,58600,58600,56400,58600,687,247564.0,4224646.0
2010-01-21,58500,58500,56300,58200,34,245874.0,4224646.0
2010-01-22,59900,59900,57000,58500,34,247142.0,4224646.0
2010-01-25,60700,60700,55500,59400,24,250944.0,4224646.0
2010-01-26,59500,59500,57200,59000,1825,249254.0,4224646.0
2010-01-27,60700,60700,50600,58600,1132,247564.0,4224646.0
2010-01-28,58600,60600,57000,59700,892,252211.0,4224646.0
2010-01-29,57500,59000,57500,59000,212,249254.0,4224646.0
2010-02-01,60400,60400,52200,59100,766,249677.0,4224646.0
2010-02-02,59800,59800,57000,58900,495,248832.0,4224646.0
2010-02-03,59500,59500,57800,58300,56,246297.0,4224646.0
2010-02-04,56800,59900,56200,57900,840,244607.0,4224646.0
2010-02-05,58000,62000,53100,57900,718,244607.0,4224646.0
2010-02-08,59700,59700,56400,58900,61,248832.0,4224646.0
2010-02-09,56300,59100,56300,59100,1557,249677.0,4224646.0
2010-02-10,59100,59100,57400,59000,666,249254.0,4224646.0
2010-02-11,58000,58900,58000,58900,359,248832.0,4224646.0
2010-02-12,58900,58900,58900,58900,1891,248832.0,4224646.0
2010-02-16,57000,58900,57000,58900,156,248832.0,4224646.0
2010-02-17,58900,62000,58300,59400,877,250944.0,4224646.0
2010-02-18,58000,59900,58000,59800,703,252634.0,4224646.0
2010-02-19,59700,59800,59200,59800,936,252634.0,4224646.0
2010-02-22,59800,61000,58800,60000,360,253479.0,4224646.0
2010-02-23,64000,64000,59100,59800,95,252634.0,4224646.0
2010-02-24,59500,59500,58400,58800,216,248409.0,4224646.0
2010-02-25,58900,59500,58900,59000,234,249254.0,4224646.0
2010-02-26,58000,62000,57000,58600,3960,247564.0,4224646.0
2010-03-02,58500,58500,57200,58300,1944,246297.0,4224646.0
2010-03-03,58200,59500,58200,59000,141,249254.0,4224646.0
2010-03-04,58100,59000,58100,58800,573,248409.0,4224646.0
2010-03-05,58900,58900,57700,58400,1129,246719.0,4224646.0
2010-03-08,57800,59400,57800,59200,225,250099.0,4224646.0
2010-03-09,60000,60000,58500,59500,78,251366.0,4224646.0
2010-03-10,58500,60000,58500,59700,10134,252211.0,4224646.0
2010-03-11,59100,59900,59100,59900,215,253056.0,4224646.0
2010-03-12,62000,62000,59000,60700,91,256436.0,4224646.0
2010-03-15,61500,61500,59000,60800,576,256858.0,4224646.0
2010-03-16,59600,60400,59600,60400,53,255169.0,4224646.0
2010-03-17,60000,60500,60000,60500,50,255591.0,4224646.0
2010-03-18,61000,61000,59000,59200,247,250099.0,4224646.0
2010-03-19,59600,60500,58500,59200,1244,250099.0,4224646.0
2010-03-22,59200,61900,59100,60000,3644,253479.0,4224646.0
2010-03-23,60000,60500,60000,60100,2871,253901.0,4224646.0
2010-03-24,61000,61000,59400,61000,770,257703.0,4224646.0
2010-03-25,61500,61500,59700,61000,977,257703.0,4224646.0
2010-03-26,61000,61200,59800,61000,230,257703.0,4224646.0
2010-03-29,59800,61700,59800,61400,1837,259393.0,4224646.0
2010-03-30,61500,63600,61500,62000,853,261928.0,4224646.0
2010-03-31,63500,63500,62000,63200,657,266998.0,4224646.0
2010-04-01,63000,63000,61400,63000,420,266153.0,4224646.0
2010-04-02,63100,63100,61600,62600,238,264463.0,4224646.0
2010-04-05,63000,63000,60000,60500,755,255591.0,4224646.0
2010-04-06,60900,62300,59000,60400,521,255169.0,4224646.0
2010-04-07,61400,61400,58600,59000,588,249254.0,4224646.0
2010-04-08,59400,61200,57400,57800,13439,244185.0,4224646.0
2010-04-09,58000,58000,56600,57500,1629,242917.0,4224646.0
2010-04-12,58000,59900,57100,59900,783,253056.0,4224646.0
2010-04-13,59500,59800,58000,59400,396,250944.0,4224646.0
2010-04-14,59400,60900,57900,57900,9112,244607.0,4224646.0
2010-04-15,58500,61000,57100,58500,1030,247142.0,4224646.0
2010-04-16,57800,60000,57800,59000,3054,249254.0,4224646.0
2010-04-19,61000,61000,58700,60000,280,253479.0,4224646.0
2010-04-20,61100,61100,59100,59500,55,251366.0,4224646.0
2010-04-21,61200,61200,58600,59000,1122,249254.0,4224646.0
2010-04-22,59000,60300,58200,59000,772,249254.0,4224646.0
2010-04-23,58200,60100,58000,59700,435,252211.0,4224646.0
2010-04-26,60100,61500,58500,58700,2376,247987.0,4224646.0
2010-04-27,58400,59900,58400,59300,596,250522.0,4224646.0
2010-04-28,58100,59500,58100,59000,39,249254.0,4224646.0
2010-04-29,57700,59400,57600,57600,1191,243340.0,4224646.0
2010-04-30,59000,59000,56000,57800,7094,244185.0,4224646.0
2010-05-03,57900,61000,57100,57100,930,241227.0,4224646.0
2010-05-04,57300,59900,56400,57000,546,240805.0,4224646.0
2010-05-06,56100,57300,55100,56000,3248,236580.0,4224646.0
2010-05-07,56000,56000,54500,55000,696,232356.0,4224646.0
2010-05-10,56000,56000,53400,53400,3598,225596.0,4224646.0
2010-05-11,54500,54500,52600,52600,1483,222216.0,4224646.0
2010-05-12,52300,53800,50900,51200,1783,216302.0,4224646.0
2010-05-13,51900,52800,51200,51700,470,218414.0,4224646.0
2010-05-14,51400,52700,49400,50800,60831,214612.0,4224646.0
2010-05-17,53000,53000,50100,52200,1439,220527.0,4224646.0
2010-05-18,53800,53800,50900,51500,2015,217569.0,4224646.0
2010-05-19,53900,53900,51000,52500,4660,221794.0,4224646.0
2010-05-20,52000,53000,51600,52300,1493,220949.0,4224646.0
2010-05-24,54700,54700,51200,52600,2129,222216.0,4224646.0
2010-05-25,53500,53500,49950,52000,4276,219682.0,4224646.0
2010-05-26,52000,52500,50100,52000,1986,219682.0,4224646.0
2010-05-27,52000,52000,51900,52000,354,219682.0,4224646.0
2010-05-28,52500,53500,51400,53500,538,226019.0,4224646.0
2010-05-31,53500,54500,52700,53400,2527,225596.0,4224646.0
2010-06-01,53400,54500,53000,53000,501,223906.0,4224646.0
2010-06-03,53500,54500,53000,54400,196,229821.0,4224646.0
2010-06-04,54000,54500,51200,53700,647,226863.0,4224646.0
2010-06-07,53700,53700,51900,52900,643,223484.0,4224646.0
2010-06-08,51300,54000,51100,53000,341,223906.0,4224646.0
2010-06-09,52000,53900,52000,53900,178,227708.0,4224646.0
2010-06-10,53000,55000,53000,54100,4879,228553.0,4224646.0
2010-06-11,54900,55800,52400,55000,1459,232356.0,4224646.0
2010-06-14,51000,56900,51000,55000,230,232356.0,4224646.0
2010-06-15,55000,56800,53500,56500,368,238692.0,4224646.0
2010-06-16,55200,57000,55200,55300,197,233623.0,4224646.0
2010-06-17,56800,56800,55000,56700,489,239537.0,4224646.0
2010-06-18,56700,56700,56400,56400,57,238270.0,4224646.0
2010-06-21,56500,57300,56400,56900,3609,240382.0,4224646.0
2010-06-22,53200,57200,53200,56600,1329,239115.0,4224646.0
2010-06-23,56400,57300,55700,56600,269,239115.0,4224646.0
2010-06-24,55800,57000,55700,56800,106,239960.0,4224646.0
2010-06-25,55500,56700,55400,56500,3936,238692.0,4224646.0
2010-06-28,56000,57000,55300,55700,1868,235313.0,4224646.0
2010-06-29,55700,57300,54900,55700,128,235313.0,4224646.0
2010-06-30,55500,55500,53600,54900,143,231933.0,4224646.0
2010-07-01,55000,55000,51600,53700,1805,226863.0,4224646.0
2010-07-02,52600,56600,52600,55800,151,235735.0,4224646.0
2010-07-05,56800,56800,53800,54200,198,228976.0,4224646.0
2010-07-06,53900,53900,52800,53000,519,223906.0,4224646.0
2010-07-07,53000,53000,52000,53000,820,223906.0,4224646.0
2010-07-08,53400,53400,52200,52500,344,221794.0,4224646.0
2010-07-09,52400,53000,51000,52900,420,223484.0,4224646.0
2010-07-12,52900,52900,52000,52200,1756,220527.0,4224646.0
2010-07-13,52000,53000,51500,52300,779,220949.0,4224646.0
2010-07-14,51900,52300,51800,52200,557,220527.0,4224646.0
2010-07-15,51700,56400,51700,53000,1282,223906.0,4224646.0
2010-07-16,53000,56200,52700,52900,256,223484.0,4224646.0
2010-07-19,52800,54900,52300,52900,1085,223484.0,4224646.0
2010-07-20,52900,55200,52300,54300,1678,229398.0,4224646.0
2010-07-21,54200,55900,52800,54700,500,231088.0,4224646.0
2010-07-22,55300,55300,53200,53700,709,226863.0,4224646.0
2010-07-23,53200,53500,53000,53100,453,224329.0,4224646.0
2010-07-26,52900,53000,52400,52900,5087,223484.0,4224646.0
2010-07-27,55000,55000,52200,52900,642,223484.0,4224646.0
2010-07-28,51500,52900,51500,52400,898,221371.0,4224646.0
2010-07-29,51700,53000,51100,52100,3372,220104.0,4224646.0
2010-07-30,52800,52800,51600,52700,193,222639.0,4224646.0
2010-08-02,53500,55200,52200,53800,422,227286.0,4224646.0
2010-08-03,54000,54400,52300,53400,108,225596.0,4224646.0
2010-08-04,52900,53500,52400,53400,1381,225596.0,4224646.0
2010-08-05,53400,54600,52000,52600,455,222216.0,4224646.0
2010-08-06,52600,52600,52200,52400,379,221371.0,4224646.0
2010-08-09,52500,53900,52500,53700,295,226863.0,4224646.0
2010-08-10,52600,55000,52500,52500,267,221794.0,4224646.0
2010-08-11,52600,52600,52000,52500,166,221794.0,4224646.0
2010-08-12,51100,52500,51000,51900,1209,219259.0,4224646.0
2010-08-13,51900,54700,51400,51500,9060,217569.0,4224646.0
2010-08-16,54000,54000,51300,54000,4595,228131.0,4224646.0
2010-08-17,53000,54900,52000,52400,676,221371.0,4224646.0
2010-08-18,53900,54300,52200,54100,252,228553.0,4224646.0
2010-08-19,52400,53700,52400,53000,37,223906.0,4224646.0
2010-08-20,53800,53800,53800,53800,17,227286.0,4224646.0
2010-08-23,53000,53700,52700,53700,44,226863.0,4224646.0
2010-08-24,51900,53300,51900,53300,245,225174.0,4224646.0
2010-08-25,55200,55200,51500,51800,241,218837.0,4224646.0
2010-08-26,51300,54900,51200,51600,629,217992.0,4224646.0
2010-08-27,52000,52200,50800,50900,3785,215034.0,4224646.0
2010-08-30,52300,52300,51100,51700,128,218414.0,4224646.0
2010-08-31,50200,51800,50200,51200,300,216302.0,4224646.0
2010-09-01,50900,51800,50200,51000,2493,215457.0,4224646.0
2010-09-02,50400,53800,50400,53000,433,223906.0,4224646.0
2010-09-03,52300,52900,51500,52000,380,219682.0,4224646.0
2010-09-06,54800,54800,51200,52100,690,220104.0,4224646.0
2010-09-07,52100,53000,51200,52300,113,220949.0,4224646.0
2010-09-08,54300,54300,51500,51500,3353,217569.0,4224646.0
2010-09-09,51000,57200,50600,53500,932,226019.0,4224646.0
2010-09-10,51800,53500,51500,53100,1807,224329.0,4224646.0
2010-09-13,53100,54600,51700,52100,538,220104.0,4224646.0
2010-09-14,51500,52600,51000,52600,975,222216.0,4224646.0
2010-09-15,53600,53600,51700,51700,3125,218414.0,4224646.0
2010-09-16,52300,53400,51400,53400,211,225596.0,4224646.0
2010-09-17,54000,54000,51700,52600,178,222216.0,4224646.0
2010-09-20,50600,53300,50600,53200,574,224751.0,4224646.0
2010-09-24,53300,53300,51500,51900,2282,219259.0,4224646.0
2010-09-27,52000,52700,51500,52700,1801,222639.0,4224646.0
2010-09-28,52500,53500,52000,52900,55,223484.0,4224646.0
2010-09-29,54100,54100,51900,52800,239,223061.0,4224646.0
2010-09-30,53300,53300,52100,52100,9129,220104.0,4224646.0
2010-10-01,52100,54000,51800,52000,1148,219682.0,4224646.0
2010-10-04,51900,52000,51000,51000,603,215457.0,4224646.0
2010-10-05,51300,51800,51100,51600,621,217992.0,4224646.0
2010-10-06,51900,51900,51200,51200,1175,216302.0,4224646.0
2010-10-07,51200,51500,51200,51200,763,216302.0,4224646.0
2010-10-08,51000,51500,50800,51100,4333,215879.0,4224646.0
2010-10-11,51700,52000,51300,51700,6622,218414.0,4224646.0
2010-10-12,51800,52000,51700,51700,5509,218414.0,4224646.0
2010-10-13,51700,51800,51400,51600,4438,217992.0,4224646.0
2010-10-14,52000,52000,51400,51400,8622,217147.0,4224646.0
2010-10-15,51700,52000,51000,51300,5311,216724.0,4224646.0
2010-10-18,51500,51500,50900,51400,1204,217147.0,4224646.0
2010-10-19,52400,52400,51200,51200,8247,216302.0,4224646.0
2010-10-20,51200,51200,50200,50700,2713,214190.0,4224646.0
2010-10-21,50300,51400,50200,51100,1611,215879.0,4224646.0
2010-10-22,51100,51200,50200,50300,8062,212500.0,4224646.0
2010-10-25,51000,52000,50600,51100,8518,215879.0,4224646.0
2010-10-26,51400,52600,51100,51700,3957,218414.0,4224646.0
2010-10-27,53000,56000,52800,55000,12517,232356.0,4224646.0
2010-10-28,55500,56400,53300,55500,3077,234468.0,4224646.0
2010-10-29,55800,55800,53300,54000,4461,228131.0,4224646.0
2010-11-01,54500,54500,52900,54000,5283,228131.0,4224646.0
2010-11-02,54000,54700,52500,53900,5945,227708.0,4224646.0
2010-11-03,54200,54500,52700,52700,4461,222639.0,4224646.0
2010-11-04,52800,54100,52800,53800,3971,227286.0,4224646.0
2010-11-05,54500,55600,53900,54600,8331,230666.0,4224646.0
2010-11-08,55900,55900,53600,54400,4318,229821.0,4224646.0
2010-11-09,54300,55200,54100,54400,1163,229821.0,4224646.0
2010-11-10,55000,55400,53700,54400,6528,229821.0,4224646.0
2010-11-11,55000,55600,54000,55500,3734,234468.0,4224646.0
2010-11-12,55900,55900,53300,54900,12214,231933.0,4224646.0
2010-11-15,55000,55000,54000,54800,559,231511.0,4224646.0
2010-11-16,53600,54500,52100,54000,5910,228131.0,4224646.0
2010-11-17,52700,54500,51900,52100,58438,220104.0,4224646.0
2010-11-18,52200,56400,52200,56200,4456,237425.0,4224646.0
2010-11-19,57200,57200,55100,55700,98775,235313.0,4224646.0
2010-11-22,56000,57300,55500,57300,163378,242072.0,4224646.0
2010-11-23,58000,58000,56000,56500,8809,238692.0,4224646.0
2010-11-24,57300,57500,55700,57200,7281,241650.0,4224646.0
2010-11-25,57800,59600,56900,57700,7018,243762.0,4224646.0
2010-11-26,57500,57600,55500,57300,6531,242072.0,4224646.0
2010-11-29,57300,57800,56600,56600,694,239115.0,4224646.0
2010-11-30,56900,59000,55500,56800,4609,239960.0,4224646.0
2010-12-01,56200,57100,55700,56600,3730,239115.0,4224646.0
2010-12-02,56600,58100,55600,56000,1639,236580.0,4224646.0
2010-12-03,56000,57300,55100,56900,1973,240382.0,4224646.0
2010-12-06,56900,58000,56200,56800,202,239960.0,4224646.0
2010-12-07,56900,57000,56500,57000,1329,240805.0,4224646.0
2010-12-08,57600,57600,55900,56800,1317,239960.0,4224646.0
2010-12-09,56800,57200,55500,57200,1890,241650.0,4224646.0
2010-12-10,57200,57200,56100,57100,1036,241227.0,4224646.0
2010-12-13,57100,57100,56000,56800,946,239960.0,4224646.0
2010-12-14,57100,57100,56000,56100,1519,237003.0,4224646.0
2010-12-15,56800,56800,55100,56500,3521,238692.0,4224646.0
2010-12-16,56500,56500,55600,56500,2921,238692.0,4224646.0
2010-12-17,57000,57000,56000,56700,723,239537.0,4224646.0
2010-12-20,55900,56900,55000,56300,821,237848.0,4224646.0
2010-12-21,57000,57900,55300,57700,2590,243762.0,4224646.0
2010-12-22,57700,58000,56000,56600,1598,239115.0,4224646.0
2010-12-23,56600,57800,56600,57500,1932,242917.0,4224646.0
2010-12-24,57400,57400,56600,57100,79,241227.0,4224646.0
2010-12-27,57400,57700,56200,57200,666,241650.0,4224646.0
2010-12-28,56300,57500,55500,55800,9398,235735.0,4224646.0
2010-12-29,56500,56500,55600,56200,523,237425.0,4224646.0
2010-12-30,55600,57500,55600,57000,4145,240805.0,4224646.0
2011-01-03,57000,58300,57000,58200,2554,245874.0,4224646.0
2011-01-04,59300,59300,57900,58600,2608,247564.0,4224646.0
2011-01-05,58600,59300,58100,58900,742,248832.0,4224646.0
2011-01-06,58800,58900,58200,58800,492,248409.0,4224646.0
2011-01-07,58100,59000,58000,58800,881,248409.0,4224646.0
2011-01-10,58400,58500,57600,58400,1241,246719.0,4224646.0
2011-01-11,58400,58500,57800,58000,1861,245029.0,4224646.0
2011-01-12,59300,59300,57700,58000,908,245029.0,4224646.0
2011-01-13,58000,58000,57500,58000,889,245029.0,4224646.0
2011-01-14,58000,58100,57100,57700,971,243762.0,4224646.0
2011-01-17,57700,57700,56300,57300,4803,242072.0,4224646.0
2011-01-18,56500,57000,55700,55900,4770,236158.0,4224646.0
2011-01-19,56400,56400,55700,55800,581,235735.0,4224646.0
2011-01-20,55600,55700,54000,55300,5758,233623.0,4224646.0
2011-01-21,55000,55300,54500,55200,476,233200.0,4224646.0
2011-01-24,54800,54900,54200,54700,2087,231088.0,4224646.0
2011-01-25,54700,56000,54100,54700,2050,231088.0,4224646.0
2011-01-26,55800,55800,54300,55800,670,235735.0,4224646.0
2011-01-27,55900,57000,55800,56500,831,238692.0,4224646.0
2011-01-28,54500,56500,54500,56500,470,238692.0,4224646.0
2011-01-31,56500,56500,55400,56500,807,238692.0,4224646.0
2011-02-01,57000,57100,54000,54600,1632,230666.0,4224646.0
2011-02-07,55000,55000,54700,54700,314,231088.0,4224646.0
2011-02-08,55000,55000,54400,55000,807,232356.0,4224646.0
2011-02-09,55000,55800,53900,55500,502,234468.0,4224646.0
2011-02-10,55400,55400,54300,54700,476,231088.0,4224646.0
2011-02-11,55400,55400,53100,54200,511,228976.0,4224646.0
2011-02-14,54200,54200,53300,53900,345,227708.0,4224646.0
2011-02-15,53900,54000,53100,53100,844,224329.0,4224646.0
2011-02-16,53900,53900,52000,52800,215,223061.0,4224646.0
2011-02-17,53500,54200,52500,53000,1585,223906.0,4224646.0
2011-02-18,53500,53500,52000,52000,642,219682.0,4224646.0
2011-02-21,53100,53100,52000,52900,1165,223484.0,4224646.0
2011-02-22,53000,53000,52000,52600,473,222216.0,4224646.0
2011-02-23,53000,53000,52000,52000,967,219682.0,4224646.0
2011-02-24,52900,52900,51500,52200,6,220527.0,4224646.0
2011-02-25,52200,52400,51000,52200,437,220527.0,4224646.0
2011-02-28,51200,52100,51100,52100,223,220104.0,4224646.0
2011-03-02,52100,52100,51100,52000,121,219682.0,4224646.0
2011-03-03,51900,52100,47300,52000,4426,219682.0,4224646.0
2011-03-04,52000,52000,50600,50900,1397,215034.0,4224646.0
2011-03-07,51500,51500,50800,50800,876,214612.0,4224646.0
2011-03-08,51000,51000,49950,50900,556,215034.0,4224646.0
2011-03-09,50000,52600,48400,52600,6035,222216.0,4224646.0
2011-03-10,52500,52600,51600,52600,75,222216.0,4224646.0
2011-03-11,52600,52600,52600,52600,3,222216.0,4224646.0
2011-03-14,52600,53000,50100,52000,404,219682.0,4224646.0
2011-03-15,51800,51800,51800,51800,5,218837.0,4224646.0
2011-03-16,52000,53000,50700,53000,595,223906.0,4224646.0
2011-03-17,51500,52500,51100,52200,772,220527.0,4224646.0
2011-03-18,51300,53200,50300,52300,973,220949.0,4224646.0
2011-03-21,53000,53000,52000,52600,49,222216.0,4224646.0
2011-03-22,52600,53700,52600,53400,422,225596.0,4224646.0
2011-03-23,53500,53500,52400,53500,157,226019.0,4224646.0
2011-03-24,53500,53800,52500,53300,386,225174.0,4224646.0
2011-03-25,53300,53800,51600,53400,1806,225596.0,4224646.0
2011-03-28,53400,53500,52400,53300,446,225174.0,4224646.0
2011-03-29,53400,53400,52600,53300,1539,225174.0,4224646.0
2011-03-30,53100,53500,52600,53500,571,226019.0,4224646.0
2011-03-31,53300,53500,52600,53400,433,225596.0,4224646.0
2011-04-01,53400,53500,53000,53400,251,225596.0,4224646.0
2011-04-04,53400,53400,52900,53200,165,224751.0,4224646.0
2011-04-05,53500,53500,52600,52800,488,223061.0,4224646.0
2011-04-06,52800,53500,52600,53500,7410,226019.0,4224646.0
2011-04-07,53600,53800,52500,53600,21933,226441.0,4224646.0
2011-04-08,53900,55000,53600,54500,1289,230243.0,4224646.0
2011-04-11,55000,55900,53900,55000,838,232356.0,4224646.0
2011-04-12,55000,55800,54400,55000,278,232356.0,4224646.0
2011-04-13,55800,55800,54000,55100,296,232778.0,4224646.0
2011-04-14,54400,55300,53900,54900,521,231933.0,4224646.0
2011-04-15,54100,55000,53800,55000,596,232356.0,4224646.0
2011-04-18,55300,55300,53900,54700,464,231088.0,4224646.0
2011-04-19,55000,55000,53700,54500,934,230243.0,4224646.0
2011-04-20,55100,55100,53700,54700,750,231088.0,4224646.0
2011-04-21,54600,54600,53100,54100,1535,228553.0,4224646.0
2011-04-22,53800,55100,53300,54800,3082,231511.0,4224646.0
2011-04-25,54800,55100,54000,54000,768,228131.0,4224646.0
2011-04-26,53700,54000,52100,53900,2683,227708.0,4224646.0
2011-04-27,54000,54000,53000,54000,369,228131.0,4224646.0
2011-04-28,54100,54100,52800,53400,545,225596.0,4224646.0
2011-04-29,52800,53800,52000,52000,516,219682.0,4224646.0
2011-05-02,52000,52000,50800,51700,897,218414.0,4224646.0
2011-05-03,51000,52000,50600,51100,1526,215879.0,4224646.0
2011-05-04,51100,52000,51000,51900,1430,219259.0,4224646.0
2011-05-06,52100,52100,50600,51500,457,217569.0,4224646.0
2011-05-09,52100,52100,50700,50700,267,214190.0,4224646.0
2011-05-11,50900,51400,50800,51300,671,216724.0,4224646.0
2011-05-12,51500,51500,50700,51200,1038,216302.0,4224646.0
2011-05-13,51200,51500,50500,51200,309,216302.0,4224646.0
2011-05-16,51300,51300,45500,49950,3284,211021.0,4224646.0
2011-05-17,48950,50500,48050,50400,552,212922.0,4224646.0
2011-05-18,50200,51000,50000,50900,1621,215034.0,4224646.0
2011-05-19,51500,51500,50600,51100,304,215879.0,4224646.0
2011-05-20,50200,51100,50000,51000,734,215457.0,4224646.0
2011-05-23,50900,50900,50000,50700,1012,214190.0,4224646.0
2011-05-24,50000,51000,46350,51000,4514,215457.0,4224646.0
2011-05-25,51000,52000,51000,52000,1904,219682.0,4224646.0
2011-05-26,52100,53000,51100,53000,1073,223906.0,4224646.0
2011-05-27,53000,53000,51900,53000,177,223906.0,4224646.0
2011-05-30,53000,54000,52000,53300,1113,225174.0,4224646.0
2011-05-31,54200,54200,50000,53400,2799,225596.0,4224646.0
2011-06-01,53400,54000,52300,53900,2016,227708.0,4224646.0
2011-06-02,53700,53700,52800,53400,1751,225596.0,4224646.0
2011-06-03,53400,53900,52900,53200,73,224751.0,4224646.0
2011-06-07,52500,52500,50300,51900,912,219259.0,4224646.0
2011-06-08,50900,53000,50500,53000,801,223906.0,4224646.0
2011-06-09,52500,53900,52500,53900,100,227708.0,4224646.0
2011-06-10,53800,53800,51700,53500,470,226019.0,4224646.0
2011-06-13,53400,53400,52100,53200,215,224751.0,4224646.0
2011-06-14,53000,53500,51000,53000,794,223906.0,4224646.0
2011-06-15,53000,53200,52500,52500,5134,221794.0,4224646.0
2011-06-16,52100,53000,52100,53000,197,223906.0,4224646.0
2011-06-17,53100,53100,52800,52800,33,223061.0,4224646.0
2011-06-20,52900,52900,52000,52700,565,222639.0,4224646.0
2011-06-21,52500,52700,52500,52700,56,222639.0,4224646.0
2011-06-22,52700,52900,51000,52800,321,223061.0,4224646.0
2011-06-23,51500,52500,51500,52500,9232,221794.0,4224646.0
2011-06-24,51600,52100,50600,52100,1238,220104.0,4224646.0
2011-06-27,51900,51900,51000,51700,3326,218414.0,4224646.0
2011-06-28,52100,53000,51600,53000,1175,223906.0,4224646.0
2011-06-29,52000,53300,52000,53000,1403,223906.0,4224646.0
2011-06-30,53400,53500,52500,53400,1073,225596.0,4224646.0
2011-07-01,53500,54200,52700,53500,251,226019.0,4224646.0
2011-07-04,54100,54100,52600,53700,59,226863.0,4224646.0
2011-07-05,52600,53800,52600,53800,194,227286.0,4224646.0
2011-07-06,53900,54100,52800,54100,180,228553.0,4224646.0
2011-07-07,54200,54500,53500,54100,454,228553.0,4224646.0
2011-07-08,53400,54000,53200,53800,259,227286.0,4224646.0
2011-07-11,53200,53700,52700,53700,137,226863.0,4224646.0
2011-07-12,52500,53500,52000,53500,66,226019.0,4224646.0
2011-07-13,53500,53500,52100,53300,110,225174.0,4224646.0
2011-07-14,53500,53500,53000,53400,10,225596.0,4224646.0
2011-07-15,53600,53900,53400,53400,55,225596.0,4224646.0
2011-07-18,53300,53300,51100,52300,812,220949.0,4224646.0
2011-07-19,52300,52300,51900,52300,132,220949.0,4224646.0
2011-07-20,52300,52300,51500,52300,348,220949.0,4224646.0
2011-07-21,52200,52200,51500,52000,254,219682.0,4224646.0
2011-07-22,52300,52800,51300,52500,2111,221794.0,4224646.0
2011-07-25,52600,53000,52500,52700,1583,222639.0,4224646.0
2011-07-26,53100,55700,53000,55600,6789,234890.0,4224646.0
2011-07-27,55500,56500,55100,55700,466,235313.0,4224646.0
2011-07-28,56100,56100,54400,55800,152,235735.0,4224646.0
2011-07-29,55900,56200,55000,55800,666,235735.0,4224646.0
2011-08-01,55000,57600,55000,57000,3262,240805.0,4224646.0
2011-08-02,55400,58800,55300,56900,1731,240382.0,4224646.0
2011-08-03,57000,57000,55600,56900,1111,240382.0,4224646.0
2011-08-04,56900,56900,55600,56700,256,239537.0,4224646.0
2011-08-05,55300,55900,53700,54600,584,230666.0,4224646.0
2011-08-08,55300,55300,49000,52800,1234,223061.0,4224646.0
2011-08-09,49000,52600,48000,50000,3291,211232.0,4224646.0
2011-08-10,51000,51000,50000,50900,684,215034.0,4224646.0
2011-08-11,50000,52000,49500,52000,593,219682.0,4224646.0
2011-08-12,51600,52000,51600,51600,19,217992.0,4224646.0
