씨에스윈드(112610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-05-19,39700,39700,37850,38250,224221,661179.0,17285715.0
2015-05-20,38000,39050,37750,38700,113964,668957.0,17285715.0
2015-05-21,38850,40500,38700,39900,143960,689700.0,17285715.0
2015-05-22,40000,40050,38250,38750,178886,669821.0,17285715.0
2015-05-26,38700,39400,37950,38700,64192,668957.0,17285715.0
2015-05-27,38700,39400,38450,39200,59570,677600.0,17285715.0
2015-05-28,39150,39300,37300,38300,185178,662043.0,17285715.0
2015-05-29,38500,38950,37300,38700,156160,668957.0,17285715.0
2015-06-01,37900,38550,37750,38350,44414,662907.0,17285715.0
2015-06-02,38050,38300,37050,37500,88444,648214.0,17285715.0
2015-06-03,37100,38100,36500,37700,58504,651671.0,17285715.0
2015-06-04,37950,38500,37200,38100,82298,658586.0,17285715.0
2015-06-05,37700,38550,37350,37700,79443,651671.0,17285715.0
2015-06-08,38000,38000,36700,37000,63960,639571.0,17285715.0
2015-06-09,37150,37450,36650,37250,49283,643893.0,17285715.0
2015-06-10,37500,37500,36850,37000,40552,639571.0,17285715.0
2015-06-11,37000,38300,36750,37850,71690,654264.0,17285715.0
2015-06-12,37700,37950,36800,37200,63388,643029.0,17285715.0
2015-06-15,36900,37750,35500,36700,61452,634386.0,17285715.0
2015-06-16,36400,36900,35300,36300,70834,627471.0,17285715.0
2015-06-17,36500,36500,33700,33800,182058,584257.0,17285715.0
2015-06-18,35000,35150,33800,34050,134665,588579.0,17285715.0
2015-06-19,35000,35050,34200,34900,88024,603271.0,17285715.0
2015-06-22,34900,34900,34150,34500,43993,596357.0,17285715.0
2015-06-23,35050,36100,34700,35950,80184,621421.0,17285715.0
2015-06-24,36000,36000,34800,35100,119355,606729.0,17285715.0
2015-06-25,34900,35500,34650,34800,56064,601543.0,17285715.0
2015-06-26,34650,35000,34050,34050,138329,588579.0,17285715.0
2015-06-29,33850,34000,32100,32400,125411,560057.0,17285715.0
2015-06-30,32200,32500,31000,31950,152066,552279.0,17285715.0
2015-07-01,31950,34100,31600,33000,86763,570429.0,17285715.0
2015-07-02,33150,34350,33150,34000,75141,587714.0,17285715.0
2015-07-03,34250,34300,33550,33600,54007,580800.0,17285715.0
2015-07-06,33400,33600,32100,32200,100733,556600.0,17285715.0
2015-07-07,32350,33000,31750,33000,73236,570429.0,17285715.0
2015-07-08,30950,31900,29050,30700,235457,530671.0,17285715.0
2015-07-09,29450,30600,29100,29100,170222,503014.0,17285715.0
2015-07-10,29300,31050,29300,30700,142144,530671.0,17285715.0
2015-07-13,30800,33350,30750,33300,104366,575614.0,17285715.0
2015-07-14,33550,34200,32500,32800,80449,566971.0,17285715.0
2015-07-15,32700,33550,32700,32750,52281,566107.0,17285715.0
2015-07-16,32900,34200,32700,33900,120213,585986.0,17285715.0
2015-07-17,34200,34200,32650,33000,90105,570429.0,17285715.0
2015-07-20,33000,33500,32500,33050,58540,571293.0,17285715.0
2015-07-21,32950,33050,32050,32050,60881,554007.0,17285715.0
2015-07-22,32050,33300,31550,32400,47355,560057.0,17285715.0
2015-07-23,32450,32900,31750,31950,24945,552279.0,17285715.0
2015-07-24,31950,32550,31100,32000,63570,553143.0,17285715.0
2015-07-27,32400,32750,31500,32000,40532,553143.0,17285715.0
2015-07-28,31850,32250,30450,32250,76455,557464.0,17285715.0
2015-07-29,32100,33000,31800,32100,59498,554871.0,17285715.0
2015-07-30,32100,32350,30500,30900,74946,534129.0,17285715.0
2015-07-31,30900,31350,29800,30600,58297,528943.0,17285715.0
2015-08-03,30500,30800,29950,30000,44107,518571.0,17285715.0
2015-08-04,29550,31250,29550,31000,42751,535857.0,17285715.0
2015-08-05,31150,31200,30550,30600,40907,528943.0,17285715.0
2015-08-06,30850,31600,30500,31150,59767,538450.0,17285715.0
2015-08-07,31200,31300,30500,30750,34488,531536.0,17285715.0
2015-08-10,30750,31250,30400,30450,42351,526350.0,17285715.0
2015-08-11,30500,31100,29950,30050,54657,519436.0,17285715.0
2015-08-12,29600,30300,28250,29700,57209,513386.0,17285715.0
2015-08-13,29400,29700,27700,29350,57291,507336.0,17285715.0
2015-08-17,28850,28850,28150,28500,71177,492643.0,17285715.0
2015-08-18,28250,28350,27000,27250,69663,471036.0,17285715.0
2015-08-19,26500,26800,25050,25300,144523,437329.0,17285715.0
2015-08-20,24600,25550,24600,24750,81421,427821.0,17285715.0
2015-08-21,22550,24950,22500,22850,178156,394979.0,17285715.0
2015-08-24,21800,22650,19050,19400,292038,335343.0,17285715.0
2015-08-25,19850,20600,19200,20450,151757,353493.0,17285715.0
2015-08-26,20400,21400,20300,21400,206050,369914.0,17285715.0
2015-08-27,22600,26500,22600,22700,583449,392386.0,17285715.0
2015-08-28,23300,24800,23200,23900,171420,413129.0,17285715.0
2015-08-31,23950,25200,23350,24050,87844,415721.0,17285715.0
2015-09-01,24000,25800,23650,24800,119881,428686.0,17285715.0
2015-09-02,24000,24550,23600,24300,94205,420043.0,17285715.0
2015-09-03,24350,25000,24000,24400,51511,421771.0,17285715.0
2015-09-04,24500,24500,22450,23000,92624,397571.0,17285715.0
2015-09-07,22500,23850,22300,23300,48442,402757.0,17285715.0
2015-09-08,23250,27500,23100,25200,115510,435600.0,17285715.0
2015-09-09,26300,27000,25050,27000,163866,466714.0,17285715.0
2015-09-10,27350,28450,26400,27000,261181,466714.0,17285715.0
2015-09-11,26700,27750,26400,27000,73088,466714.0,17285715.0
2015-09-14,27300,27300,26150,26950,92808,465850.0,17285715.0
2015-09-15,26900,27000,26300,26500,37002,458071.0,17285715.0
2015-09-16,26350,26600,25600,26100,106908,451157.0,17285715.0
2015-09-17,26300,26300,25550,25800,59284,445971.0,17285715.0
2015-09-18,25950,26450,25350,26250,100977,453750.0,17285715.0
2015-09-21,26000,26250,25350,26000,132588,449429.0,17285715.0
2015-09-22,26050,26350,25600,26000,60701,449429.0,17285715.0
2015-09-23,25050,25200,21450,21950,403677,379421.0,17285715.0
2015-09-24,22150,22350,20100,20600,450605,356086.0,17285715.0
2015-09-25,20600,21650,20600,21650,153270,374236.0,17285715.0
2015-09-30,21150,21500,20700,21100,93402,364729.0,17285715.0
2015-10-01,21350,22050,20700,21500,97656,371643.0,17285715.0
2015-10-02,21700,22450,21500,22150,66634,382879.0,17285715.0
2015-10-05,21950,22500,21950,22300,46548,385471.0,17285715.0
2015-10-06,22300,23300,22300,23050,80233,398436.0,17285715.0
2015-10-07,23150,23150,22500,23000,36582,397571.0,17285715.0
2015-10-08,23100,23200,22350,22800,51130,394114.0,17285715.0
2015-10-12,22500,23100,22500,22850,34556,394979.0,17285715.0
2015-10-13,22750,22850,21850,22300,64802,385471.0,17285715.0
2015-10-14,22150,22250,21500,21600,71511,373371.0,17285715.0
2015-10-15,21750,23050,21600,23000,63184,397571.0,17285715.0
2015-10-16,23050,23650,22500,23650,67036,408807.0,17285715.0
2015-10-19,23650,23700,22900,23000,50843,397571.0,17285715.0
2015-10-20,22900,23350,22750,23000,49657,397571.0,17285715.0
2015-10-21,22900,23200,22700,23000,34495,397571.0,17285715.0
2015-10-22,22850,22900,22400,22700,39647,392386.0,17285715.0
2015-10-23,23000,23000,22200,22600,38929,390657.0,17285715.0
2015-10-26,22400,22600,21950,22200,48423,383743.0,17285715.0
2015-10-27,22550,23050,22000,22250,41794,384607.0,17285715.0
2015-10-28,22300,22500,22200,22250,37749,384607.0,17285715.0
2015-10-29,22450,22550,21500,21750,58922,375964.0,17285715.0
2015-10-30,21600,21900,21000,21300,52172,368186.0,17285715.0
2015-11-02,21300,21400,20550,20550,60332,355221.0,17285715.0
2015-11-03,20750,22050,20550,22000,88043,380286.0,17285715.0
2015-11-04,22150,22300,20400,21600,79392,373371.0,17285715.0
2015-11-05,21500,21650,21250,21550,23775,372507.0,17285715.0
2015-11-06,21600,21600,20650,21000,66151,363000.0,17285715.0
2015-11-09,21200,21300,20000,20450,72868,353493.0,17285715.0
2015-11-10,20050,20300,19500,19650,83935,339664.0,17285715.0
2015-11-11,19550,20100,19550,20000,52477,345714.0,17285715.0
2015-11-12,19700,21250,19700,21050,48265,363864.0,17285715.0
2015-11-13,20600,20750,20250,20450,39738,353493.0,17285715.0
2015-11-16,20000,20400,19100,19300,83322,333614.0,17285715.0
2015-11-17,19300,19950,19300,19900,42731,343986.0,17285715.0
2015-11-18,19650,20150,19350,20050,109408,346579.0,17285715.0
2015-11-19,20000,21500,19800,20650,72595,356950.0,17285715.0
2015-11-20,20800,21700,20650,21100,57198,364729.0,17285715.0
2015-11-23,20900,21950,20900,21650,55109,374236.0,17285715.0
2015-11-24,21800,21850,21100,21150,42254,365593.0,17285715.0
2015-11-25,21100,21850,21100,21850,29782,377693.0,17285715.0
2015-11-26,21900,23600,21850,23500,148243,406214.0,17285715.0
2015-11-27,23500,24050,23050,23600,67834,407943.0,17285715.0
2015-11-30,23800,24600,23200,24200,108740,418314.0,17285715.0
2015-12-01,24500,24650,23900,24600,88976,425229.0,17285715.0
2015-12-02,24700,24850,24200,24400,39556,421771.0,17285715.0
2015-12-03,24300,24650,23600,23800,46416,411400.0,17285715.0
2015-12-04,23550,25400,23350,24950,63821,431279.0,17285715.0
2015-12-07,25000,25350,24250,24250,42860,419179.0,17285715.0
2015-12-08,24150,24300,22900,23200,96005,401029.0,17285715.0
2015-12-09,23000,23600,22900,23300,35340,402757.0,17285715.0
2015-12-10,23100,23950,23000,23400,31758,404486.0,17285715.0
2015-12-11,23600,24400,23600,24100,63487,416586.0,17285715.0
2015-12-14,24300,25350,23650,23650,86458,408807.0,17285715.0
2015-12-15,23600,24950,23550,24950,60024,431279.0,17285715.0
2015-12-16,24900,25850,24700,25400,82521,439057.0,17285715.0
2015-12-17,25800,26150,25200,25200,101926,435600.0,17285715.0
2015-12-18,24900,25350,24500,24750,67719,427821.0,17285715.0
2015-12-21,24750,26700,24750,25400,176134,439057.0,17285715.0
2015-12-22,25700,25800,24950,25200,79264,435600.0,17285715.0
2015-12-23,25200,25550,24750,25400,39121,439057.0,17285715.0
2015-12-24,25200,25200,24500,24750,72652,427821.0,17285715.0
2015-12-28,24600,24750,23300,23500,77208,406214.0,17285715.0
2015-12-29,23400,24100,23250,24050,42804,415721.0,17285715.0
2015-12-30,24050,25000,23750,24900,49920,430414.0,17285715.0
2016-01-04,24750,24900,24100,24100,39772,416586.0,17285715.0
2016-01-05,23800,24650,23750,24200,41436,418314.0,17285715.0
2016-01-06,24450,24500,23350,24000,63716,414857.0,17285715.0
2016-01-07,23600,24850,23600,24600,87369,425229.0,17285715.0
2016-01-08,24400,24450,23700,24300,34787,420043.0,17285715.0
2016-01-11,24300,24300,23550,23750,29753,410536.0,17285715.0
2016-01-12,23800,24700,23700,24600,49850,425229.0,17285715.0
2016-01-13,25050,25800,24300,24550,87080,424364.0,17285715.0
2016-01-14,23850,24400,23700,24100,46162,416586.0,17285715.0
2016-01-15,23800,24050,22800,23000,69013,397571.0,17285715.0
2016-01-18,22600,22750,21600,21700,81317,375100.0,17285715.0
2016-01-19,21750,22150,21000,21500,69347,371643.0,17285715.0
2016-01-20,21400,21500,19450,20150,170837,348307.0,17285715.0
2016-01-21,19750,20300,19500,19950,89371,344850.0,17285715.0
2016-01-22,20050,20450,19900,20100,48472,347443.0,17285715.0
2016-01-25,20300,21050,20300,20900,57053,361271.0,17285715.0
2016-01-26,20800,20900,20200,20400,55161,352629.0,17285715.0
2016-01-27,20800,21450,20450,21200,93884,366457.0,17285715.0
2016-01-28,21150,21300,20850,21200,30075,366457.0,17285715.0
2016-01-29,21400,21400,20950,21200,21608,366457.0,17285715.0
2016-02-01,21300,21450,21000,21450,60040,370779.0,17285715.0
2016-02-02,21350,21350,20900,21200,48318,366457.0,17285715.0
2016-02-03,20850,21050,20500,21050,37921,363864.0,17285715.0
2016-02-04,21100,21400,21000,21350,42146,369050.0,17285715.0
2016-02-05,21250,21550,20900,21050,43236,363864.0,17285715.0
2016-02-11,20150,20350,19550,19600,85846,338800.0,17285715.0
2016-02-12,19400,19600,17000,17300,163026,299043.0,17285715.0
2016-02-15,17550,18100,17250,17600,122865,304229.0,17285715.0
2016-02-16,17800,18550,17500,17950,143893,310279.0,17285715.0
2016-02-17,18100,18200,17000,17450,137464,301636.0,17285715.0
2016-02-18,17650,18600,17600,18400,86643,318057.0,17285715.0
2016-02-19,18350,18750,18100,18550,51642,320650.0,17285715.0
2016-02-22,17750,18150,17450,18100,93891,312871.0,17285715.0
2016-02-23,18150,18300,17700,18000,49342,311143.0,17285715.0
2016-02-24,17900,18550,17850,18300,49054,316329.0,17285715.0
2016-02-25,18750,19000,18450,19000,68210,328429.0,17285715.0
2016-02-26,19000,19800,19000,19300,88319,333614.0,17285715.0
2016-02-29,19500,19850,19000,19700,42506,340529.0,17285715.0
2016-03-02,20000,20050,19550,19900,47886,343986.0,17285715.0
2016-03-03,20000,20200,19700,20050,41337,346579.0,17285715.0
2016-03-04,20150,20250,19750,20000,80552,345714.0,17285715.0
2016-03-07,20100,20300,19900,20050,47134,346579.0,17285715.0
2016-03-08,20150,20300,19700,19850,62116,343121.0,17285715.0
2016-03-09,19850,19950,19600,19800,36096,342257.0,17285715.0
2016-03-10,19850,19900,19600,19800,49369,342257.0,17285715.0
2016-03-11,19650,19850,19350,19350,54737,334479.0,17285715.0
2016-03-14,19450,20000,19450,19950,50895,344850.0,17285715.0
2016-03-15,20100,20100,19700,19800,34938,342257.0,17285715.0
2016-03-16,19650,19800,19200,19500,54339,337071.0,17285715.0
2016-03-17,19500,19500,18900,19100,100635,330157.0,17285715.0
2016-03-18,19050,19150,18950,19150,46867,331021.0,17285715.0
2016-03-21,19100,19450,18950,19250,37687,332750.0,17285715.0
2016-03-22,19200,19400,18900,19000,29552,328429.0,17285715.0
2016-03-23,18900,19150,18900,19100,21900,330157.0,17285715.0
2016-03-24,19050,19500,18950,19400,48805,335343.0,17285715.0
2016-03-25,19400,19750,19200,19350,43493,334479.0,17285715.0
2016-03-28,19350,19400,18800,19050,51708,329293.0,17285715.0
2016-03-29,19000,19650,18850,19500,73740,337071.0,17285715.0
2016-03-30,19600,19900,19400,19900,86292,343986.0,17285715.0
2016-03-31,20000,20850,19900,20350,221299,351764.0,17285715.0
2016-04-01,20600,20600,20050,20250,50337,350036.0,17285715.0
2016-04-04,20250,20400,20100,20150,34447,348307.0,17285715.0
2016-04-05,20200,20700,20150,20400,40186,352629.0,17285715.0
2016-04-06,20400,20400,19300,19800,105893,342257.0,17285715.0
2016-04-07,19800,19800,19000,19100,82408,330157.0,17285715.0
2016-04-08,18850,19050,18350,18900,105786,326700.0,17285715.0
2016-04-11,18700,19000,18650,19000,43633,328429.0,17285715.0
2016-04-12,18950,19050,18650,18900,41825,326700.0,17285715.0
2016-04-14,18950,19250,18800,19100,53962,330157.0,17285715.0
2016-04-15,19100,19600,19100,19500,45536,337071.0,17285715.0
2016-04-18,19500,19500,18950,19000,62155,328429.0,17285715.0
2016-04-19,18900,19100,18900,18950,29750,327564.0,17285715.0
2016-04-20,19050,19050,18750,18800,37612,324971.0,17285715.0
2016-04-21,18800,19050,18750,18750,33612,324107.0,17285715.0
2016-04-22,18700,18850,18500,18500,46057,319786.0,17285715.0
2016-04-25,18400,18950,18300,18800,41667,324971.0,17285715.0
2016-04-26,18700,18950,18600,18750,45974,324107.0,17285715.0
2016-04-27,19000,19900,18800,19900,216809,343986.0,17285715.0
2016-04-28,20150,20550,19400,19900,172387,343986.0,17285715.0
2016-04-29,20250,20950,19700,20650,133070,356950.0,17285715.0
2016-05-02,20600,21300,20450,20700,154536,357814.0,17285715.0
2016-05-03,21000,22300,21000,22300,295549,385471.0,17285715.0
2016-05-04,22300,22650,21750,22650,155682,391521.0,17285715.0
2016-05-09,22650,22650,21900,22050,73746,381150.0,17285715.0
2016-05-10,21900,22100,20900,21300,126178,368186.0,17285715.0
2016-05-11,21400,21600,20500,20750,115153,358679.0,17285715.0
2016-05-12,20800,21050,20350,20900,92704,361271.0,17285715.0
2016-05-13,21100,21100,20250,20600,65419,356086.0,17285715.0
2016-05-16,20600,20700,20300,20600,38868,356086.0,17285715.0
2016-05-17,20850,20900,20150,20300,67568,350900.0,17285715.0
2016-05-18,20250,20300,19450,19650,70801,339664.0,17285715.0
2016-05-19,19800,19800,18900,19050,99031,329293.0,17285715.0
2016-05-20,18700,19450,18700,19300,77304,333614.0,17285715.0
2016-05-23,19300,19300,19050,19050,40109,329293.0,17285715.0
2016-05-24,19150,19150,18750,18850,35007,325836.0,17285715.0
2016-05-25,19000,19150,18750,18750,49865,324107.0,17285715.0
2016-05-26,19000,20150,18950,19850,144577,343121.0,17285715.0
2016-05-27,20000,20050,19400,19400,83990,335343.0,17285715.0
2016-05-30,19500,21000,19450,20550,127524,355221.0,17285715.0
2016-05-31,20550,21050,20200,20350,101328,351764.0,17285715.0
2016-06-01,20500,21150,20400,21100,73092,364729.0,17285715.0
2016-06-02,21300,21300,20650,21050,50029,363864.0,17285715.0
2016-06-03,21050,21250,19950,20300,52989,350900.0,17285715.0
2016-06-07,20150,21050,20150,20950,64373,362136.0,17285715.0
2016-06-08,21050,21450,20550,21300,80198,368186.0,17285715.0
2016-06-09,21350,21350,20450,20700,57910,357814.0,17285715.0
2016-06-10,20600,20800,20400,20750,36400,358679.0,17285715.0
2016-06-13,20450,20700,19650,19750,69922,341393.0,17285715.0
2016-06-14,19600,19950,19400,19400,38437,335343.0,17285715.0
2016-06-15,19350,19850,19300,19700,25994,340529.0,17285715.0
2016-06-16,19750,19950,19150,19250,32256,332750.0,17285715.0
2016-06-17,19350,19600,19200,19400,23196,335343.0,17285715.0
2016-06-20,19500,20200,19450,20000,40999,345714.0,17285715.0
2016-06-21,20250,20300,19850,20050,46480,346579.0,17285715.0
2016-06-22,20200,20800,19950,20700,73783,357814.0,17285715.0
2016-06-23,20600,20650,20100,20100,31276,347443.0,17285715.0
2016-06-24,20400,20400,18450,18700,159970,323243.0,17285715.0
2016-06-27,18200,19250,18000,18800,66113,324971.0,17285715.0
2016-06-28,18650,19050,18550,18900,27214,326700.0,17285715.0
2016-06-29,19100,19450,18950,19300,33229,333614.0,17285715.0
2016-06-30,19500,19550,19100,19150,26075,331021.0,17285715.0
2016-07-01,19300,19600,19150,19300,30311,333614.0,17285715.0
2016-07-04,19300,19450,19200,19200,22864,331886.0,17285715.0
2016-07-05,19250,22000,19200,21000,531949,363000.0,17285715.0
2016-07-06,21000,21600,20250,20500,139654,354357.0,17285715.0
2016-07-07,20600,21400,20500,21350,129559,369050.0,17285715.0
2016-07-08,21450,21450,20700,21400,65749,369914.0,17285715.0
2016-07-11,22550,23000,21550,21600,183378,373371.0,17285715.0
2016-07-12,21650,22400,21450,22250,93780,384607.0,17285715.0
2016-07-13,22450,22550,22150,22250,77757,384607.0,17285715.0
2016-07-14,22250,22550,22000,22350,58088,386336.0,17285715.0
2016-07-15,22350,22350,21750,22000,79376,380286.0,17285715.0
2016-07-18,22000,22050,21600,21700,46475,375100.0,17285715.0
2016-07-19,21850,21850,20950,21050,86435,363864.0,17285715.0
2016-07-20,21300,23050,21150,22750,174247,393250.0,17285715.0
2016-07-21,22800,24250,22750,23300,267312,402757.0,17285715.0
2016-07-22,23500,24800,23450,24700,174316,426957.0,17285715.0
2016-07-25,24600,24750,23900,24250,97040,419179.0,17285715.0
2016-07-26,24250,26150,23650,25750,189760,445107.0,17285715.0
2016-07-27,25850,26350,25100,25300,157941,437329.0,17285715.0
2016-07-28,25250,25850,24800,25600,82757,442514.0,17285715.0
2016-07-29,25650,25950,24000,24250,202242,419179.0,17285715.0
2016-08-01,24300,25550,23700,24900,424157,430414.0,17285715.0
2016-08-02,26300,26750,25150,26100,369093,451157.0,17285715.0
2016-08-03,26100,26500,25900,26100,110636,451157.0,17285715.0
2016-08-04,26000,26400,25650,25900,68388,447700.0,17285715.0
2016-08-05,25850,26700,25750,26200,156426,452886.0,17285715.0
2016-08-08,26550,28100,26300,27400,258048,473629.0,17285715.0
2016-08-09,27500,27500,26600,27000,112505,466714.0,17285715.0
2016-08-10,27100,27100,25450,25750,203110,445107.0,17285715.0
