현대글로비스(086280),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-05-21,76000,80000,76000,78000,220647,2925000.0,37500000.0
2009-05-22,77600,89700,77100,83900,380666,3146250.0,37500000.0
2009-05-25,83900,88000,79100,87300,342991,3273750.0,37500000.0
2009-05-26,87300,90000,83100,86500,258854,3243750.0,37500000.0
2009-05-27,87000,87900,74900,82600,121388,3097500.0,37500000.0
2009-05-28,80700,82400,75500,80900,158133,3033750.0,37500000.0
2009-05-29,81500,82500,77500,79500,116490,2981250.0,37500000.0
2009-06-01,78200,82900,78200,81700,74987,3063750.0,37500000.0
2009-06-02,82500,83100,77800,77800,92635,2917500.0,37500000.0
2009-06-03,79100,79900,77200,79000,66575,2962500.0,37500000.0
2009-06-04,79000,79000,75600,75600,41358,2835000.0,37500000.0
2009-06-05,76000,78000,73300,77600,94528,2910000.0,37500000.0
2009-06-08,77000,78000,75600,76700,74643,2876250.0,37500000.0
2009-06-09,77000,81000,76100,79000,171952,2962500.0,37500000.0
2009-06-10,79800,82400,79000,80200,144037,3007500.0,37500000.0
2009-06-11,80800,82000,79200,82000,87639,3075000.0,37500000.0
2009-06-12,81200,81600,78000,81500,129015,3056250.0,37500000.0
2009-06-15,81500,81500,78500,78800,62439,2955000.0,37500000.0
2009-06-16,77300,79500,77300,78300,51922,2936250.0,37500000.0
2009-06-17,77700,81000,77500,80000,100164,3000000.0,37500000.0
2009-06-18,80500,83200,79800,81300,67704,3048750.0,37500000.0
2009-06-19,81000,84500,81000,84300,91435,3161250.0,37500000.0
2009-06-22,84800,87500,83600,86700,106967,3251250.0,37500000.0
2009-06-23,86000,89500,84500,86000,118760,3225000.0,37500000.0
2009-06-24,86700,88000,82000,85900,133827,3221250.0,37500000.0
2009-06-25,86700,87500,84100,87500,107309,3281250.0,37500000.0
2009-06-26,87500,87500,84600,85500,67988,3206250.0,37500000.0
2009-06-29,86000,86000,83300,84000,103894,3150000.0,37500000.0
2009-06-30,82500,85000,82500,84800,128541,3180000.0,37500000.0
2009-07-01,84700,84700,77800,78500,243576,2943750.0,37500000.0
2009-07-02,79600,81500,78000,78200,206261,2932500.0,37500000.0
2009-07-03,78000,81400,76800,80600,163026,3022500.0,37500000.0
2009-07-06,80600,81400,79500,80600,58275,3022500.0,37500000.0
2009-07-07,80600,81300,79400,79900,47237,2996250.0,37500000.0
2009-07-08,80400,83900,79500,83900,147642,3146250.0,37500000.0
2009-07-09,85000,85700,83200,83200,94594,3120000.0,37500000.0
2009-07-10,83600,84400,80600,82500,49600,3093750.0,37500000.0
2009-07-13,82000,83100,80100,80100,43829,3003750.0,37500000.0
2009-07-14,82000,82000,78300,79900,71675,2996250.0,37500000.0
2009-07-15,80900,81800,79100,80900,22616,3033750.0,37500000.0
2009-07-16,82200,82200,78600,79500,62111,2981250.0,37500000.0
2009-07-17,80300,80400,78600,80000,29497,3000000.0,37500000.0
2009-07-20,79800,82500,79800,82500,88615,3093750.0,37500000.0
2009-07-21,83400,83400,81000,81500,46943,3056250.0,37500000.0
2009-07-22,81900,82700,80500,80700,51444,3026250.0,37500000.0
2009-07-23,80700,81200,79200,79200,44278,2970000.0,37500000.0
2009-07-24,80100,80800,78300,80800,100810,3030000.0,37500000.0
2009-07-27,79600,80900,79600,80800,43151,3030000.0,37500000.0
2009-07-28,81500,81500,80000,80000,36256,3000000.0,37500000.0
2009-07-29,80000,80800,78500,79000,59849,2962500.0,37500000.0
2009-07-30,78500,78900,73900,75600,229543,2835000.0,37500000.0
2009-07-31,76000,77300,75700,77100,69164,2891250.0,37500000.0
2009-08-03,78100,80900,77100,79800,104259,2992500.0,37500000.0
2009-08-04,81000,81700,78800,80500,115818,3018750.0,37500000.0
2009-08-05,80000,82300,79800,81500,67953,3056250.0,37500000.0
2009-08-06,81500,82500,80100,81300,61263,3048750.0,37500000.0
2009-08-07,81000,81500,79800,80000,40001,3000000.0,37500000.0
2009-08-10,80300,80900,78300,78300,83536,2936250.0,37500000.0
2009-08-11,78700,79200,78200,78200,58437,2932500.0,37500000.0
2009-08-12,78200,78200,76600,77800,59858,2917500.0,37500000.0
2009-08-13,79000,83200,78300,83000,156840,3112500.0,37500000.0
2009-08-14,84000,85500,83000,83000,113987,3112500.0,37500000.0
2009-08-17,84300,84300,80800,81000,56105,3037500.0,37500000.0
2009-08-18,79300,82700,79300,81000,69596,3037500.0,37500000.0
2009-08-19,81900,83800,80900,82700,59117,3101250.0,37500000.0
2009-08-20,84200,86000,80500,86000,113475,3225000.0,37500000.0
2009-08-21,86400,90500,86300,88000,200627,3300000.0,37500000.0
2009-08-24,90300,96800,90200,95700,305349,3588750.0,37500000.0
2009-08-25,94600,96200,92200,94500,114556,3543750.0,37500000.0
2009-08-26,94600,95000,90400,90500,152433,3393750.0,37500000.0
2009-08-27,90000,90500,86400,86400,95836,3240000.0,37500000.0
2009-08-28,87100,91200,86900,90900,129910,3408750.0,37500000.0
2009-08-31,99900,104500,96500,104000,760293,3900000.0,37500000.0
2009-09-01,103000,107000,99100,107000,508015,4012500.0,37500000.0
2009-09-02,104500,110000,103000,103000,263729,3862500.0,37500000.0
2009-09-03,103000,103000,96000,96500,254416,3618750.0,37500000.0
2009-09-04,97600,101000,96800,100500,317939,3768750.0,37500000.0
2009-09-07,103000,106500,101000,106500,273445,3993750.0,37500000.0
2009-09-08,107500,108000,103000,106500,310004,3993750.0,37500000.0
2009-09-09,107000,108500,103500,104000,142438,3900000.0,37500000.0
2009-09-10,103500,114500,103500,112500,487317,4218750.0,37500000.0
2009-09-11,112500,122000,111000,112000,370067,4200000.0,37500000.0
2009-09-14,112500,115500,108000,110500,159200,4143750.0,37500000.0
2009-09-15,113000,120000,110500,119000,189648,4462500.0,37500000.0
2009-09-16,122000,128500,119000,123500,311852,4631250.0,37500000.0
2009-09-17,124500,126000,118500,121000,223746,4537500.0,37500000.0
2009-09-18,121000,124000,118500,123000,181488,4612500.0,37500000.0
2009-09-21,125000,125000,116000,117000,148059,4387500.0,37500000.0
2009-09-22,118000,125500,117000,125500,317079,4706250.0,37500000.0
2009-09-23,124000,130500,122500,126500,249986,4743750.0,37500000.0
2009-09-24,126000,128500,120500,124000,188483,4650000.0,37500000.0
2009-09-25,124000,132000,120500,132000,155332,4950000.0,37500000.0
2009-09-28,132000,135000,125500,126000,219529,4725000.0,37500000.0
2009-09-29,128000,128500,118000,118500,389422,4443750.0,37500000.0
2009-09-30,118500,120500,108000,111500,414958,4181250.0,37500000.0
2009-10-01,112000,113000,105000,105000,254066,3937500.0,37500000.0
2009-10-05,105000,109500,102500,105000,258622,3937500.0,37500000.0
2009-10-06,107000,107500,102000,105000,189254,3937500.0,37500000.0
2009-10-07,107500,109500,103000,107000,204561,4012500.0,37500000.0
2009-10-08,107000,111000,103000,111000,161861,4162500.0,37500000.0
2009-10-09,112000,114000,109000,113000,209525,4237500.0,37500000.0
2009-10-12,113500,113500,106500,108000,143141,4050000.0,37500000.0
2009-10-13,107500,111500,106500,106500,149093,3993750.0,37500000.0
2009-10-14,107500,109000,105500,107000,85340,4012500.0,37500000.0
2009-10-15,108000,109000,104500,105000,113534,3937500.0,37500000.0
2009-10-16,106000,106500,99100,99100,215056,3716250.0,37500000.0
2009-10-19,96800,104500,96800,103500,141442,3881250.0,37500000.0
2009-10-20,104500,104500,98500,98500,301505,3693750.0,37500000.0
2009-10-21,99200,100500,95300,97200,369965,3645000.0,37500000.0
2009-10-22,97500,98800,96100,98000,149456,3675000.0,37500000.0
2009-10-23,99500,107000,99500,107000,413089,4012500.0,37500000.0
2009-10-26,105000,109000,102500,106000,333958,3975000.0,37500000.0
2009-10-27,105500,111500,103500,111500,332732,4181250.0,37500000.0
2009-10-28,111500,113500,106000,106000,250329,3975000.0,37500000.0
2009-10-29,103500,111500,102000,110000,201392,4125000.0,37500000.0
2009-10-30,112500,112500,105000,105000,148791,3937500.0,37500000.0
2009-11-02,101000,104000,99500,100500,150240,3768750.0,37500000.0
2009-11-03,102000,102500,99200,99200,129711,3720000.0,37500000.0
2009-11-04,100000,103000,99700,102500,134232,3843750.0,37500000.0
2009-11-05,101500,104000,99600,100000,81188,3750000.0,37500000.0
2009-11-06,103000,103500,100000,101000,132590,3787500.0,37500000.0
2009-11-09,101500,103500,100000,102500,114758,3843750.0,37500000.0
2009-11-10,104000,106500,103500,104500,170673,3918750.0,37500000.0
2009-11-11,104500,106000,103000,106000,83048,3975000.0,37500000.0
2009-11-12,108000,112000,108000,110000,409856,4125000.0,37500000.0
2009-11-13,110500,111500,106000,111500,146177,4181250.0,37500000.0
2009-11-16,111500,111500,108000,111500,140735,4181250.0,37500000.0
2009-11-17,112000,112500,108000,108000,89753,4050000.0,37500000.0
2009-11-18,108500,114000,108500,112000,154809,4200000.0,37500000.0
2009-11-19,113000,116500,111000,116000,161174,4350000.0,37500000.0
2009-11-20,116000,119000,114500,116000,175494,4350000.0,37500000.0
2009-11-23,117000,117500,112500,114500,140572,4293750.0,37500000.0
2009-11-24,115000,117000,112000,115000,162097,4312500.0,37500000.0
2009-11-25,116000,116500,113000,116500,65409,4368750.0,37500000.0
2009-11-26,116500,117000,113000,113500,90540,4256250.0,37500000.0
2009-11-27,111000,112500,106000,107000,190888,4012500.0,37500000.0
2009-11-30,110000,115500,109500,110000,662004,4125000.0,37500000.0
2009-12-01,111000,114500,109000,114500,215324,4293750.0,37500000.0
2009-12-02,116000,117500,114000,114500,133617,4293750.0,37500000.0
2009-12-03,115500,117000,113000,117000,118206,4387500.0,37500000.0
2009-12-04,116500,118000,115500,117500,115402,4406250.0,37500000.0
2009-12-07,117500,120000,116000,117000,98459,4387500.0,37500000.0
2009-12-08,116000,116500,111000,115000,283611,4312500.0,37500000.0
2009-12-09,112500,117500,112500,117500,156659,4406250.0,37500000.0
2009-12-10,114000,116500,113000,113500,1268382,4256250.0,37500000.0
2009-12-11,115000,116000,114000,115000,243843,4312500.0,37500000.0
2009-12-14,114500,115000,111500,113000,116374,4237500.0,37500000.0
2009-12-15,112500,115500,111500,114000,187936,4275000.0,37500000.0
2009-12-16,115000,115000,111000,111500,134534,4181250.0,37500000.0
2009-12-17,112500,112500,110000,110000,102052,4125000.0,37500000.0
2009-12-18,108500,110500,108000,110000,87765,4125000.0,37500000.0
2009-12-21,110000,111000,109500,110000,80081,4125000.0,37500000.0
2009-12-22,111000,111000,106500,110000,181260,4125000.0,37500000.0
2009-12-23,110000,111000,108500,109000,101570,4087500.0,37500000.0
2009-12-24,110000,114500,109500,114000,205467,4275000.0,37500000.0
2009-12-28,113000,114500,111000,112000,93404,4200000.0,37500000.0
2009-12-29,112000,114000,110000,111000,67985,4162500.0,37500000.0
2009-12-30,112000,113500,109500,113500,99217,4256250.0,37500000.0
2010-01-04,113000,113500,109500,110500,199504,4143750.0,37500000.0
2010-01-05,111500,111500,103500,103500,283352,3881250.0,37500000.0
2010-01-06,104500,105000,100500,102000,226244,3825000.0,37500000.0
2010-01-07,103000,105500,100500,101500,254305,3806250.0,37500000.0
2010-01-08,103000,103000,99100,99700,205081,3738750.0,37500000.0
2010-01-11,100000,101500,99600,99600,141286,3735000.0,37500000.0
2010-01-12,99900,102500,99900,101000,92784,3787500.0,37500000.0
2010-01-13,99500,101500,99500,99800,81971,3742500.0,37500000.0
2010-01-14,100000,100500,98200,98200,132074,3682500.0,37500000.0
2010-01-15,99500,102000,99500,101500,141642,3806250.0,37500000.0
2010-01-18,100000,101000,99000,100500,83308,3768750.0,37500000.0
2010-01-19,101000,101000,98600,98700,131856,3701250.0,37500000.0
2010-01-20,99900,100500,96100,96100,234436,3603750.0,37500000.0
2010-01-21,95500,98900,94900,98900,110800,3708750.0,37500000.0
2010-01-22,97300,98600,96300,97400,70660,3652500.0,37500000.0
2010-01-25,96800,96800,95300,95500,88733,3581250.0,37500000.0
2010-01-26,96300,97000,91000,91700,113447,3438750.0,37500000.0
2010-01-27,91700,93600,90500,92000,82141,3450000.0,37500000.0
2010-01-28,92000,97000,92000,96000,81502,3600000.0,37500000.0
2010-01-29,94500,98300,94200,96400,135285,3615000.0,37500000.0
2010-02-01,97700,97700,93400,95000,88691,3562500.0,37500000.0
2010-02-02,96900,96900,91000,91000,112019,3412500.0,37500000.0
2010-02-03,92000,92700,91000,91900,52363,3446250.0,37500000.0
2010-02-04,92000,95900,92000,93800,117642,3517500.0,37500000.0
2010-02-05,90000,91200,89000,89300,114044,3348750.0,37500000.0
2010-02-08,90000,92100,89100,92100,95040,3453750.0,37500000.0
2010-02-09,91000,92200,88100,90000,124397,3375000.0,37500000.0
2010-02-10,90500,90700,87100,87100,136401,3266250.0,37500000.0
2010-02-11,87100,89700,87100,88800,96472,3330000.0,37500000.0
2010-02-12,89700,90000,88300,89500,54744,3356250.0,37500000.0
2010-02-16,89600,95700,89500,94000,180856,3525000.0,37500000.0
2010-02-17,96300,96500,94000,95200,133464,3570000.0,37500000.0
2010-02-18,95200,96300,94100,96200,120815,3607500.0,37500000.0
2010-02-19,95400,96400,94400,95500,96392,3581250.0,37500000.0
2010-02-22,96100,97700,95600,97400,96384,3652500.0,37500000.0
2010-02-23,97400,99900,97200,97900,88025,3671250.0,37500000.0
2010-02-24,97100,99000,95200,98800,92681,3705000.0,37500000.0
2010-02-25,99000,99100,96500,96600,42001,3622500.0,37500000.0
2010-02-26,96100,99000,96000,99000,61520,3712500.0,37500000.0
2010-03-02,100000,101500,99800,100000,115775,3750000.0,37500000.0
2010-03-03,99600,101000,99100,101000,96922,3787500.0,37500000.0
2010-03-04,101000,101500,99100,99100,55315,3716250.0,37500000.0
2010-03-05,99800,101500,99800,100000,132027,3750000.0,37500000.0
2010-03-08,101500,102000,99900,100500,90617,3768750.0,37500000.0
2010-03-09,101500,102500,100500,100500,80521,3768750.0,37500000.0
2010-03-10,100000,101000,98500,99600,78149,3735000.0,37500000.0
2010-03-11,99600,100500,97400,100500,116339,3768750.0,37500000.0
2010-03-12,99600,100000,98100,98100,281843,3678750.0,37500000.0
2010-03-15,98900,98900,95500,96000,149314,3600000.0,37500000.0
2010-03-16,96200,97400,96200,96200,48145,3607500.0,37500000.0
2010-03-17,97200,98300,96500,97800,97876,3667500.0,37500000.0
2010-03-18,97000,98800,97000,97500,73502,3656250.0,37500000.0
2010-03-19,97700,101500,96900,101500,200140,3806250.0,37500000.0
2010-03-22,101000,101500,99600,99900,80585,3746250.0,37500000.0
2010-03-23,101000,102500,100000,101000,107097,3787500.0,37500000.0
2010-03-24,101500,102500,100000,101500,96974,3806250.0,37500000.0
2010-03-25,101000,103500,100500,103500,149922,3881250.0,37500000.0
2010-03-26,103500,105500,103000,103500,167439,3881250.0,37500000.0
2010-03-29,102000,104000,102000,103000,86697,3862500.0,37500000.0
2010-03-30,104500,105000,100500,100500,121515,3768750.0,37500000.0
2010-03-31,101500,101500,98300,98400,166253,3690000.0,37500000.0
2010-04-01,98400,101000,98400,101000,104425,3787500.0,37500000.0
2010-04-02,102000,105000,100000,101500,253691,3806250.0,37500000.0
2010-04-05,102000,109000,102000,109000,658453,4087500.0,37500000.0
2010-04-06,108500,108500,106000,107000,284346,4012500.0,37500000.0
2010-04-07,106500,110000,105000,108000,260085,4050000.0,37500000.0
2010-04-08,106000,108000,105500,107500,161727,4031250.0,37500000.0
2010-04-09,108000,108500,104000,104500,221649,3918750.0,37500000.0
2010-04-12,105500,107500,104000,104500,197928,3918750.0,37500000.0
2010-04-13,104500,109500,103000,109500,199580,4106250.0,37500000.0
2010-04-14,109500,111000,108500,109500,220619,4106250.0,37500000.0
2010-04-15,111000,113500,107000,109000,341608,4087500.0,37500000.0
2010-04-16,109500,113000,109000,113000,183084,4237500.0,37500000.0
2010-04-19,110500,113000,108000,109000,179115,4087500.0,37500000.0
2010-04-20,110500,112000,109500,112000,185242,4200000.0,37500000.0
2010-04-21,113000,115000,111500,114500,255159,4293750.0,37500000.0
2010-04-22,114000,116500,113500,115000,159126,4312500.0,37500000.0
2010-04-23,116000,116500,112000,113500,130901,4256250.0,37500000.0
2010-04-26,115000,115500,113500,113500,125472,4256250.0,37500000.0
2010-04-27,114000,117000,113500,115000,235100,4312500.0,37500000.0
2010-04-28,112000,117500,111500,116500,251178,4368750.0,37500000.0
2010-04-29,118500,126000,118500,126000,745976,4725000.0,37500000.0
2010-04-30,125500,127500,123000,123500,291065,4631250.0,37500000.0
2010-05-03,124500,126500,119000,123000,205982,4612500.0,37500000.0
2010-05-04,125500,126500,119000,120000,221084,4500000.0,37500000.0
2010-05-06,116000,120000,115500,120000,176622,4500000.0,37500000.0
2010-05-07,116000,122000,114000,121000,195949,4537500.0,37500000.0
2010-05-10,122000,123500,119500,122000,264013,4575000.0,37500000.0
2010-05-11,124000,128000,124000,127500,354230,4781250.0,37500000.0
2010-05-12,129000,133000,127500,130000,227977,4875000.0,37500000.0
2010-05-13,132500,133500,130500,132500,135318,4968750.0,37500000.0
2010-05-14,132000,135500,130500,135500,117917,5081250.0,37500000.0
2010-05-17,133500,136500,131000,136000,126877,5100000.0,37500000.0
2010-05-18,138000,138500,121000,126000,368686,4725000.0,37500000.0
2010-05-19,124000,129000,118000,129000,180136,4837500.0,37500000.0
2010-05-20,127500,131500,120500,121000,227347,4537500.0,37500000.0
2010-05-24,119500,123000,118500,118500,92739,4443750.0,37500000.0
2010-05-25,117500,120500,110500,120500,189857,4518750.0,37500000.0
2010-05-26,122500,123000,118500,118500,83211,4443750.0,37500000.0
2010-05-27,119500,125500,118500,125500,149083,4706250.0,37500000.0
2010-05-28,128000,128000,124500,127000,119302,4762500.0,37500000.0
2010-05-31,126000,128000,125000,128000,111987,4800000.0,37500000.0
2010-06-01,128000,128000,122500,124000,150933,4650000.0,37500000.0
2010-06-03,125500,127500,121000,127000,152759,4762500.0,37500000.0
2010-06-04,127000,130500,125500,129500,135595,4856250.0,37500000.0
2010-06-07,125500,131500,125000,130500,130610,4893750.0,37500000.0
2010-06-08,130000,135000,129000,132000,137654,4950000.0,37500000.0
2010-06-09,133000,134000,129500,134000,180974,5025000.0,37500000.0
2010-06-10,134000,135500,131000,131000,284846,4912500.0,37500000.0
2010-06-11,132000,133500,126500,127500,179334,4781250.0,37500000.0
2010-06-14,127500,129500,126500,129000,110322,4837500.0,37500000.0
2010-06-15,128500,132000,127500,132000,118942,4950000.0,37500000.0
2010-06-16,132500,133500,131000,133000,92974,4987500.0,37500000.0
2010-06-17,132000,134000,131500,132000,103164,4950000.0,37500000.0
2010-06-18,133000,136500,131500,136500,198015,5118750.0,37500000.0
2010-06-21,137000,138000,135000,137500,118585,5156250.0,37500000.0
2010-06-22,135500,138500,135500,138500,71781,5193750.0,37500000.0
2010-06-23,138000,138000,131000,134000,227049,5025000.0,37500000.0
2010-06-24,134000,135500,131500,135500,114068,5081250.0,37500000.0
2010-06-25,132000,135000,132000,135000,54935,5062500.0,37500000.0
2010-06-28,135000,135500,133000,134500,57085,5043750.0,37500000.0
2010-06-29,136000,136000,133000,134000,94368,5025000.0,37500000.0
2010-06-30,131000,134500,130500,134500,129150,5043750.0,37500000.0
2010-07-01,134000,141500,128500,131000,378427,4912500.0,37500000.0
2010-07-02,132500,132500,125000,125500,260350,4706250.0,37500000.0
2010-07-05,126000,128500,125000,126500,56439,4743750.0,37500000.0
2010-07-06,125000,127000,121500,125500,628109,4706250.0,37500000.0
2010-07-07,125500,126000,121500,121500,194897,4556250.0,37500000.0
2010-07-08,123000,125000,122500,123000,175316,4612500.0,37500000.0
2010-07-09,124500,129000,123500,128500,171271,4818750.0,37500000.0
2010-07-12,131000,131000,127000,129500,112297,4856250.0,37500000.0
2010-07-13,129500,130000,126500,127500,94042,4781250.0,37500000.0
2010-07-14,128000,129500,124000,125000,220679,4687500.0,37500000.0
2010-07-15,124500,126000,123000,123000,162989,4612500.0,37500000.0
2010-07-16,124000,124000,121000,121000,131033,4537500.0,37500000.0
2010-07-19,120000,123500,119500,122000,92741,4575000.0,37500000.0
2010-07-20,122500,125000,121500,123500,108596,4631250.0,37500000.0
2010-07-21,123500,124500,120000,120000,122560,4500000.0,37500000.0
2010-07-22,120500,122000,118000,118500,68157,4443750.0,37500000.0
2010-07-23,120500,120500,115000,117500,353415,4406250.0,37500000.0
2010-07-26,119000,124500,118500,124500,250697,4668750.0,37500000.0
2010-07-27,125000,127500,123500,127500,222812,4781250.0,37500000.0
2010-07-28,127500,129000,125000,128000,157012,4800000.0,37500000.0
2010-07-29,126500,135000,125000,133500,417139,5006250.0,37500000.0
2010-07-30,133000,137500,132000,136500,216262,5118750.0,37500000.0
2010-08-02,136500,148000,136000,145000,338986,5437500.0,37500000.0
2010-08-03,145000,152500,144500,150000,333457,5625000.0,37500000.0
2010-08-04,151500,154500,148000,153500,175264,5756250.0,37500000.0
2010-08-05,153500,154500,145500,151500,188109,5681250.0,37500000.0
2010-08-06,148500,150000,141000,141500,218445,5306250.0,37500000.0
2010-08-09,141000,145000,140000,144500,96447,5418750.0,37500000.0
2010-08-10,144500,146000,140000,141500,109750,5306250.0,37500000.0
2010-08-11,141000,144500,140000,141000,125699,5287500.0,37500000.0
2010-08-12,136500,141500,136000,139500,122442,5231250.0,37500000.0
2010-08-13,143500,153000,140500,150500,299744,5643750.0,37500000.0
2010-08-16,149000,152500,145500,152500,166297,5718750.0,37500000.0
2010-08-17,150500,154500,148000,154000,143597,5775000.0,37500000.0
2010-08-18,154000,154500,149500,149500,96508,5606250.0,37500000.0
2010-08-19,149500,152500,147000,148000,115455,5550000.0,37500000.0
2010-08-20,146000,152000,146000,151000,101212,5662500.0,37500000.0
2010-08-23,151000,163000,151000,162500,272092,6093750.0,37500000.0
2010-08-24,160000,163500,155500,157000,155437,5887500.0,37500000.0
2010-08-25,155500,162500,153500,154500,200416,5793750.0,37500000.0
2010-08-26,156500,160000,154000,157500,125212,5906250.0,37500000.0
2010-08-27,157000,160500,154500,158000,95213,5925000.0,37500000.0
2010-08-30,159000,163000,156500,159500,130328,5981250.0,37500000.0
2010-08-31,157500,164000,157000,164000,150545,6150000.0,37500000.0
2010-09-01,165000,171000,161500,162000,157882,6075000.0,37500000.0
2010-09-02,164000,164500,156500,157500,214625,5906250.0,37500000.0
2010-09-03,159000,160500,156000,160000,154076,6000000.0,37500000.0
2010-09-06,157000,158500,155500,158500,161583,5943750.0,37500000.0
2010-09-07,157500,157500,155000,155000,97289,5812500.0,37500000.0
2010-09-08,155000,159500,155000,159000,108380,5962500.0,37500000.0
2010-09-09,158000,161500,157000,159000,126272,5962500.0,37500000.0
2010-09-10,160000,162500,158000,160500,121966,6018750.0,37500000.0
2010-09-13,160500,164000,158000,164000,158303,6150000.0,37500000.0
2010-09-14,164000,165000,160000,160500,94533,6018750.0,37500000.0
2010-09-15,160500,163000,150500,156000,232585,5850000.0,37500000.0
2010-09-16,157000,158500,153000,153000,85249,5737500.0,37500000.0
2010-09-17,153500,157000,153000,157000,64844,5887500.0,37500000.0
2010-09-20,155000,157000,153500,154000,77011,5775000.0,37500000.0
2010-09-24,155500,162000,154000,161000,150557,6037500.0,37500000.0
2010-09-27,158000,159500,155500,159000,132988,5962500.0,37500000.0
2010-09-28,158500,158500,154500,155000,90637,5812500.0,37500000.0
2010-09-29,155000,157500,151000,153000,137065,5737500.0,37500000.0
2010-09-30,153500,155500,150000,152500,135490,5718750.0,37500000.0
2010-10-01,152500,154500,148500,149500,135668,5606250.0,37500000.0
2010-10-04,150000,154000,149500,149500,106054,5606250.0,37500000.0
2010-10-05,151000,152500,149000,152500,105690,5718750.0,37500000.0
2010-10-06,153500,158000,152000,156000,188790,5850000.0,37500000.0
2010-10-07,155500,157500,151000,151000,129382,5662500.0,37500000.0
2010-10-08,152000,161500,151500,160000,225775,6000000.0,37500000.0
2010-10-11,161500,165000,156500,158500,184292,5943750.0,37500000.0
2010-10-12,157500,158500,152000,153500,133266,5756250.0,37500000.0
2010-10-13,154500,155500,150500,153000,99696,5737500.0,37500000.0
2010-10-14,152000,154500,151000,154000,149472,5775000.0,37500000.0
2010-10-15,155000,157000,151000,151500,129637,5681250.0,37500000.0
2010-10-18,154500,156500,152500,155000,157401,5812500.0,37500000.0
2010-10-19,154500,156000,151500,155000,86022,5812500.0,37500000.0
2010-10-20,152500,159500,151000,159500,129113,5981250.0,37500000.0
2010-10-21,159500,162500,157500,161500,142456,6056250.0,37500000.0
2010-10-22,163000,164000,159500,162500,178264,6093750.0,37500000.0
2010-10-25,162500,167000,158000,160000,304835,6000000.0,37500000.0
2010-10-26,160500,162000,157000,162000,216153,6075000.0,37500000.0
2010-10-27,162000,162000,158000,159000,109858,5962500.0,37500000.0
2010-10-28,158500,160000,157000,159000,89075,5962500.0,37500000.0
2010-10-29,160000,160000,156500,159500,106959,5981250.0,37500000.0
2010-11-01,160000,167000,160000,166000,345692,6225000.0,37500000.0
2010-11-02,167000,174500,166500,172000,324357,6450000.0,37500000.0
2010-11-03,173000,177000,171500,176000,202820,6600000.0,37500000.0
2010-11-04,177500,177500,169500,171000,163429,6412500.0,37500000.0
2010-11-05,172500,173000,167500,168500,122349,6318750.0,37500000.0
2010-11-08,167000,171000,166000,170500,85763,6393750.0,37500000.0
2010-11-09,171500,175000,168500,171500,103757,6431250.0,37500000.0
2010-11-10,171000,175000,169000,175000,102063,6562500.0,37500000.0
2010-11-11,175000,175000,169500,169500,188474,6356250.0,37500000.0
2010-11-12,172500,173000,164500,166000,131575,6225000.0,37500000.0
2010-11-15,167000,168500,160000,162500,74438,6093750.0,37500000.0
2010-11-16,165000,166000,160500,162500,132172,6093750.0,37500000.0
2010-11-17,160000,162000,159000,160000,104463,6000000.0,37500000.0
2010-11-18,161000,165000,160500,163500,98023,6131250.0,37500000.0
2010-11-19,164000,165000,162000,164500,79701,6168750.0,37500000.0
2010-11-22,166000,166000,155000,156500,206891,5868750.0,37500000.0
2010-11-23,156500,158000,154000,155000,105765,5812500.0,37500000.0
2010-11-24,152500,161500,146500,161000,168081,6037500.0,37500000.0
2010-11-25,161500,161500,154000,155000,145792,5812500.0,37500000.0
2010-11-26,155000,156500,153500,156000,59796,5850000.0,37500000.0
2010-11-29,154500,156500,152000,154500,75231,5793750.0,37500000.0
2010-11-30,154500,160000,154000,158000,152985,5925000.0,37500000.0
2010-12-01,159500,160000,157000,160000,55277,6000000.0,37500000.0
2010-12-02,161500,162000,159000,160500,71036,6018750.0,37500000.0
2010-12-03,160000,160000,156000,157000,109529,5887500.0,37500000.0
2010-12-06,160000,161000,157500,158500,80316,5943750.0,37500000.0
2010-12-07,157500,160500,155000,157000,92894,5887500.0,37500000.0
2010-12-08,156000,158000,153000,154000,147546,5775000.0,37500000.0
2010-12-09,154500,156500,154000,156500,85114,5868750.0,37500000.0
2010-12-10,158500,158500,156000,157500,65757,5906250.0,37500000.0
2010-12-13,157500,157500,152000,153500,166482,5756250.0,37500000.0
2010-12-14,153500,155500,152500,154000,77602,5775000.0,37500000.0
2010-12-15,154500,163500,153000,163000,223345,6112500.0,37500000.0
2010-12-16,161000,162500,160000,160500,94669,6018750.0,37500000.0
2010-12-17,161000,162000,160000,160500,73447,6018750.0,37500000.0
2010-12-20,157000,159000,155000,159000,93718,5962500.0,37500000.0
2010-12-21,160000,162500,154000,155000,230322,5812500.0,37500000.0
2010-12-22,154000,156000,153000,156000,164507,5850000.0,37500000.0
2010-12-23,154000,156000,151000,151500,192156,5681250.0,37500000.0
2010-12-24,150500,152500,146000,146500,156651,5493750.0,37500000.0
2010-12-27,145000,148500,143500,143500,108931,5381250.0,37500000.0
2010-12-28,144000,149000,144000,146500,97962,5493750.0,37500000.0
2010-12-29,146500,150500,146500,148500,124463,5568750.0,37500000.0
2010-12-30,151000,151000,147500,149000,111792,5587500.0,37500000.0
2011-01-03,149000,151000,147500,151000,70952,5662500.0,37500000.0
