롯데관광개발(032350),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-07-03,14358,14910,14290,14912,7446,216000.0,10000000.0
2009-07-06,15118,15118,14496,14635,14736,212000.0,10000000.0
2009-07-07,14530,14773,14392,14601,13111,211500.0,10000000.0
2009-07-08,14358,14910,14254,14912,20961,216000.0,10000000.0
2009-07-09,15082,16636,14910,16258,79653,235500.0,10000000.0
2009-07-10,16430,16706,15946,16706,56162,242000.0,10000000.0
2009-07-13,16775,16775,15946,16361,29600,237000.0,10000000.0
2009-07-14,16257,17189,16257,16913,43466,245000.0,10000000.0
2009-07-15,17155,17534,16775,17500,59011,253500.0,10000000.0
2009-07-16,17774,18189,17533,18053,85877,261500.0,10000000.0
2009-07-17,18119,18706,17602,18570,64094,269000.0,10000000.0
2009-07-20,18326,18706,17946,18432,38982,267000.0,10000000.0
2009-07-21,18639,19225,18224,18985,48331,275000.0,10000000.0
2009-07-22,18983,19674,18639,19468,46094,282000.0,10000000.0
2009-07-23,19605,20123,18983,19813,48703,287000.0,10000000.0
2009-07-24,19812,20640,19674,20227,31144,293000.0,10000000.0
2009-07-27,20295,20638,20087,20330,22120,294500.0,10000000.0
2009-07-28,20502,20502,19432,19434,40316,281500.0,10000000.0
2009-07-29,19535,19605,18811,19468,52554,282000.0,10000000.0
2009-07-30,19431,19811,18982,19537,23139,283000.0,10000000.0
2009-07-31,19534,20260,19328,19986,33614,289500.0,10000000.0
2009-08-03,20260,20328,19811,20020,24587,290000.0,10000000.0
2009-08-04,20295,20295,19259,19330,34144,280000.0,10000000.0
2009-08-05,19431,19915,19397,19537,24721,283000.0,10000000.0
2009-08-06,19397,22434,19397,22126,254912,320500.0,10000000.0
2009-08-07,22088,23194,21605,22609,104157,327500.0,10000000.0
2009-08-10,22711,24264,22124,24162,83185,350000.0,10000000.0
2009-08-11,23712,24472,23195,24093,64502,349000.0,10000000.0
2009-08-12,24021,27128,23987,25681,174756,372000.0,10000000.0
2009-08-13,26369,28060,25403,27614,191947,400000.0,10000000.0
2009-08-14,28924,31753,28095,31756,150455,460000.0,10000000.0
2009-08-17,32514,36449,31997,35208,377089,510000.0,10000000.0
2009-08-18,34066,35137,30649,33068,272218,479000.0,10000000.0
2009-08-19,34033,36449,32031,32999,215329,478000.0,10000000.0
2009-08-20,33549,33549,29510,30652,173400,444000.0,10000000.0
2009-08-21,31065,31410,28579,28960,190007,419500.0,10000000.0
2009-08-24,28371,30304,27819,29064,174935,421000.0,10000000.0
2009-08-25,29407,33410,28475,33413,203566,484000.0,10000000.0
2009-08-26,33825,35689,31961,32447,206929,470000.0,10000000.0
2009-08-27,31859,33654,30374,30376,105351,440000.0,10000000.0
2009-08-28,30720,32100,30513,30859,60946,447000.0,10000000.0
2009-08-31,31650,33307,31409,32101,79750,465000.0,10000000.0
2009-09-01,31547,34273,30925,33068,98692,479000.0,10000000.0
2009-09-02,32446,34067,31962,31998,66832,463500.0,10000000.0
2009-09-03,32099,32859,31685,32067,27715,464500.0,10000000.0
2009-09-04,32998,34067,32446,33137,71910,480000.0,10000000.0
2009-09-07,33412,34930,33343,34932,131037,506000.0,10000000.0
2009-09-08,35344,35758,34170,34483,69028,499500.0,10000000.0
2009-09-09,34378,34792,32721,33171,75187,480500.0,10000000.0
2009-09-10,32789,34170,32652,33241,35094,481500.0,10000000.0
2009-09-11,33826,33826,31858,32033,56642,464000.0,10000000.0
2009-09-14,32306,32306,30270,30997,52792,449000.0,10000000.0
2009-09-15,31202,31790,30374,30583,25145,443000.0,10000000.0
2009-09-16,30650,31721,30374,31066,52447,450000.0,10000000.0
2009-09-17,31720,31789,30511,31618,49086,458000.0,10000000.0
2009-09-18,31617,31617,30719,30720,22725,445000.0,10000000.0
2009-09-21,30545,30614,29337,29685,50429,430000.0,10000000.0
2009-09-22,29682,30857,29337,30030,32428,435000.0,10000000.0
2009-09-23,30305,32342,30098,31549,53246,457000.0,10000000.0
2009-09-24,31754,33895,31271,33275,99616,482000.0,10000000.0
2009-09-25,33515,34137,32617,33309,59787,482500.0,10000000.0
2009-09-28,33136,33309,30857,32309,61615,468000.0,10000000.0
2009-09-29,32030,32444,30822,30824,39893,446500.0,10000000.0
2009-09-30,30822,31617,29891,30444,30903,441000.0,10000000.0
2009-10-01,30097,30649,28648,29512,48020,427500.0,10000000.0
2009-10-05,28994,29718,28441,28926,19699,419000.0,10000000.0
2009-10-06,28992,30822,28992,30306,37030,439000.0,10000000.0
2009-10-07,30512,31271,29615,30928,39020,448000.0,10000000.0
2009-10-08,30927,31997,30685,31894,32770,462000.0,10000000.0
2009-10-09,31754,32929,31202,32688,52839,473500.0,10000000.0
2009-10-12,33135,33273,31753,33241,46116,481500.0,10000000.0
2009-10-13,33412,33412,32169,32653,37554,473000.0,10000000.0
2009-10-14,32652,32824,31823,32101,24885,465000.0,10000000.0
2009-10-15,32446,32653,31824,32309,31311,468000.0,10000000.0
2009-10-16,32756,32756,31927,32033,14517,464000.0,10000000.0
2009-10-19,31685,32031,31238,32033,18557,464000.0,10000000.0
2009-10-20,32099,32721,31926,32550,22763,471500.0,10000000.0
2009-10-21,32583,33136,32514,33137,27717,480000.0,10000000.0
2009-10-22,33065,34136,32617,32930,40342,477000.0,10000000.0
2009-10-23,33135,33584,32825,33171,14765,480500.0,10000000.0
2009-10-26,33135,33549,32962,33241,27135,481500.0,10000000.0
2009-10-27,33239,35690,32721,35553,101491,515000.0,10000000.0
2009-10-28,36586,38105,32272,33033,271113,478500.0,10000000.0
2009-10-29,32099,32789,31064,32585,46788,472000.0,10000000.0
2009-10-30,33203,33549,30684,30686,42896,444500.0,10000000.0
2009-11-02,29235,30167,28649,28995,61257,420000.0,10000000.0
2009-11-03,29028,29718,28165,28995,43526,420000.0,10000000.0
2009-11-04,28925,29615,27993,28926,59356,419000.0,10000000.0
2009-11-05,28925,29994,26370,26579,86621,385000.0,10000000.0
2009-11-06,27128,27680,26438,27614,54023,400000.0,10000000.0
2009-11-09,27612,29993,27612,29651,70418,429500.0,10000000.0
2009-11-10,30029,30167,27888,28304,106906,410000.0,10000000.0
2009-11-11,28647,28647,24056,26820,120966,388500.0,10000000.0
2009-11-12,26992,27716,26060,26234,90170,380000.0,10000000.0
2009-11-13,25886,26508,25472,25681,50529,372000.0,10000000.0
2009-11-16,25644,25955,24644,25474,43653,369000.0,10000000.0
2009-11-17,25887,26716,25680,26579,43531,385000.0,10000000.0
2009-11-18,26785,27855,26785,26992,66362,391000.0,10000000.0
2009-11-19,27026,27612,26922,27200,31644,394000.0,10000000.0
2009-11-20,26785,28097,26785,27959,41630,405000.0,10000000.0
2009-11-23,28406,28855,28096,28304,33811,410000.0,10000000.0
2009-11-24,28268,28648,27681,27752,22091,402000.0,10000000.0
2009-11-25,27612,27923,26922,27372,24576,396500.0,10000000.0
2009-11-26,27268,28027,27268,27545,23667,399000.0,10000000.0
2009-11-27,26921,27577,25576,25681,41807,372000.0,10000000.0
2009-11-30,26231,26990,26162,26786,27772,388000.0,10000000.0
2009-12-01,26922,27337,26233,26406,26399,382500.0,10000000.0
2009-12-02,26680,27337,26577,27062,31832,392000.0,10000000.0
2009-12-03,27545,28545,27268,28477,71938,412500.0,10000000.0
2009-12-04,29199,29234,28647,29064,44326,421000.0,10000000.0
2009-12-07,29096,29268,28509,28719,32133,416000.0,10000000.0
2009-12-08,28578,28578,27646,28097,35071,407000.0,10000000.0
2009-12-09,28028,28303,27405,28304,29625,410000.0,10000000.0
2009-12-10,28028,28303,27612,27684,26923,401000.0,10000000.0
2009-12-11,27715,28164,27404,27580,39029,399500.0,10000000.0
2009-12-14,27957,28198,27543,28201,36235,408500.0,10000000.0
2009-12-15,27542,27680,26161,26647,136960,386000.0,10000000.0
2009-12-16,26748,26887,26093,26647,32766,386000.0,10000000.0
2009-12-17,26300,26784,26232,26234,25339,380000.0,10000000.0
2009-12-18,26231,26231,25333,25508,45861,369500.0,10000000.0
2009-12-21,25506,25955,24850,24853,43671,360000.0,10000000.0
2009-12-22,24955,25128,23678,24127,91924,349500.0,10000000.0
2009-12-23,24229,24815,24229,24507,36211,355000.0,10000000.0
2009-12-24,24506,25335,24506,24922,34590,361000.0,10000000.0
2009-12-28,24506,24851,24057,24162,40212,350000.0,10000000.0
2009-12-29,24586,24586,23489,24268,19808,343000.0,10000000.0
2009-12-30,24515,24515,23702,23985,22709,339000.0,10000000.0
2010-01-04,24408,25966,24019,25860,45413,365500.0,10000000.0
2010-01-05,26071,26531,25505,26037,33892,368000.0,10000000.0
2010-01-06,25894,26355,25612,26002,24680,367500.0,10000000.0
2010-01-07,26001,26709,25718,26143,35440,369500.0,10000000.0
2010-01-08,26000,26178,25399,26179,27328,370000.0,10000000.0
2010-01-11,26178,26178,25293,25966,32162,367000.0,10000000.0
2010-01-12,25966,25966,25152,25790,21411,364500.0,10000000.0
2010-01-13,25399,25612,25045,25047,13985,354000.0,10000000.0
2010-01-14,24975,26178,24975,25754,23913,364000.0,10000000.0
2010-01-15,25966,26779,25258,26603,44637,376000.0,10000000.0
2010-01-18,26602,26602,25894,26002,14395,367500.0,10000000.0
2010-01-19,26036,26107,25434,25471,18800,360000.0,10000000.0
2010-01-20,26071,26177,25505,25543,20830,361000.0,10000000.0
2010-01-21,25116,25329,24408,25188,17156,356000.0,10000000.0
2010-01-22,24798,24975,24232,24410,28450,345000.0,10000000.0
2010-01-25,23843,24408,23843,24057,16198,340000.0,10000000.0
2010-01-26,24091,24834,23737,24057,11836,340000.0,10000000.0
2010-01-27,24091,24126,23383,23702,13061,335000.0,10000000.0
2010-01-28,23666,23878,22852,23667,20533,334500.0,10000000.0
2010-01-29,23100,23348,22569,22641,8782,320000.0,10000000.0
2010-02-01,22357,22959,22322,22889,7801,323500.0,10000000.0
2010-02-02,22923,23489,22746,23207,10142,328000.0,10000000.0
2010-02-03,23348,23702,22994,23278,10676,329000.0,10000000.0
2010-02-04,23064,23702,22994,22994,7932,325000.0,10000000.0
2010-02-05,22038,22463,21862,22464,14879,317500.0,10000000.0
2010-02-08,22286,22357,21791,21792,8218,308000.0,10000000.0
2010-02-09,21473,21968,21473,21651,11421,306000.0,10000000.0
2010-02-10,21685,22144,21649,21651,7645,306000.0,10000000.0
2010-02-11,22074,22074,21649,21969,14483,310500.0,10000000.0
2010-02-12,21968,24055,21791,23950,47122,338500.0,10000000.0
2010-02-16,23985,24408,23524,23915,29041,338000.0,10000000.0
2010-02-17,23913,24267,23454,24127,32146,375100.0,11000000.0
2010-02-18,24126,25258,23772,24941,35537,387750.0,11000000.0
2010-02-19,24834,25647,24303,24941,45700,387750.0,11000000.0
2010-02-22,25045,25470,24480,24976,18876,388300.0,11000000.0
2010-02-23,24939,25434,24834,24869,13952,386650.0,11000000.0
2010-02-24,24515,25258,24161,25047,12741,389400.0,11000000.0
2010-02-25,24550,25045,24197,24198,16894,376200.0,11000000.0
2010-02-26,24197,25045,24019,25047,10626,389400.0,11000000.0
2010-03-02,25116,25789,24939,25117,23074,390500.0,11000000.0
2010-03-03,24975,25470,24656,24976,7578,388300.0,11000000.0
2010-03-04,24621,25081,24621,24799,7841,385550.0,11000000.0
2010-03-05,24834,25116,24515,25082,14620,389950.0,11000000.0
2010-03-08,25081,25329,24869,24976,20282,388300.0,11000000.0
2010-03-09,25116,25223,24408,24728,15099,384450.0,11000000.0
2010-03-10,24762,24762,24197,24622,17457,382800.0,11000000.0
2010-03-11,24621,24903,24621,24763,7150,385000.0,11000000.0
2010-03-12,24550,24834,24515,24799,8074,385550.0,11000000.0
2010-03-15,24692,25116,24303,24374,16304,378950.0,11000000.0
2010-03-16,24374,24480,23702,23985,25237,372900.0,11000000.0
2010-03-17,24197,24338,23878,24057,11274,374000.0,11000000.0
2010-03-18,23878,24126,23878,23985,8740,372900.0,11000000.0
2010-03-19,23949,24515,23772,23985,17292,372900.0,11000000.0
2010-03-22,24373,24373,23630,24198,15993,376200.0,11000000.0
2010-03-23,24091,24197,23772,23844,20397,370700.0,11000000.0
2010-03-24,24019,24019,23348,23596,19666,366850.0,11000000.0
2010-03-25,23207,23559,22994,23561,21705,366300.0,11000000.0
2010-03-26,23559,23913,23454,23915,11656,371800.0,11000000.0
2010-03-29,23348,23878,23029,23136,13779,359700.0,11000000.0
2010-03-30,23135,23348,22499,22499,26545,349800.0,11000000.0
2010-03-31,22569,22675,22286,22394,20485,348150.0,11000000.0
2010-04-01,22392,22959,22286,22712,12786,353100.0,11000000.0
2010-04-02,22923,22923,22286,22287,22531,346500.0,11000000.0
2010-04-05,22357,22640,21685,21686,13283,337150.0,11000000.0
2010-04-06,21932,22499,21827,22287,16561,346500.0,11000000.0
2010-04-07,22286,22888,22216,22889,11787,355850.0,11000000.0
2010-04-08,22711,23028,22251,22641,5374,352000.0,11000000.0
2010-04-09,22675,22923,22074,22889,10480,355850.0,11000000.0
2010-04-12,23207,23702,22959,23172,26314,360250.0,11000000.0
2010-04-13,23454,24055,23029,23066,39033,358600.0,11000000.0
2010-04-14,23312,23312,22533,22571,23007,350900.0,11000000.0
2010-04-15,22499,22499,21649,21792,107445,338800.0,11000000.0
2010-04-16,21579,22038,21473,21651,51541,336600.0,11000000.0
2010-04-19,21437,21437,20764,20837,55837,323950.0,11000000.0
2010-04-20,21366,21579,20942,21545,20971,334950.0,11000000.0
2010-04-21,21579,23984,20906,22960,194141,356950.0,11000000.0
2010-04-22,22959,22959,22322,22712,37133,353100.0,11000000.0
2010-04-23,22746,22994,22216,22394,43180,348150.0,11000000.0
2010-04-26,22533,22959,22144,22146,23251,344300.0,11000000.0
2010-04-27,22144,22499,21790,21934,25029,341000.0,11000000.0
2010-04-28,21649,21862,21437,21792,16779,338800.0,11000000.0
2010-04-29,21791,21791,21119,21191,34905,329450.0,11000000.0
2010-04-30,21543,21543,21013,21226,19868,330000.0,11000000.0
2010-05-03,21083,21083,20341,20519,28593,319000.0,11000000.0
2010-05-04,20588,20906,19880,20023,28265,311300.0,11000000.0
2010-05-06,19173,20022,19173,19528,15710,303600.0,11000000.0
2010-05-07,19102,21225,18394,19740,43472,306900.0,11000000.0
2010-05-10,19668,20517,19668,20519,17010,319000.0,11000000.0
2010-05-11,21084,21084,20305,20483,13386,318450.0,11000000.0
2010-05-12,20235,21154,20128,20165,9740,313500.0,11000000.0
2010-05-13,20199,20447,20022,20094,16907,312400.0,11000000.0
2010-05-14,20093,20093,19385,19634,16766,305250.0,11000000.0
2010-05-17,19491,19491,18713,18892,19902,293700.0,11000000.0
2010-05-18,18749,18889,18324,18573,15685,288750.0,11000000.0
2010-05-19,18360,18890,18111,18608,13016,289300.0,11000000.0
2010-05-20,18607,18820,17263,18007,15209,279950.0,11000000.0
2010-05-24,17475,18111,17263,17547,16179,272800.0,11000000.0
2010-05-25,17334,17334,14928,15424,78601,239800.0,11000000.0
2010-05-26,15459,16272,15423,16167,20615,251350.0,11000000.0
2010-05-27,15635,16378,15635,15920,19756,247500.0,11000000.0
2010-05-28,16449,17793,16272,17617,35174,273900.0,11000000.0
2010-05-31,17582,18218,16980,17724,17510,275550.0,11000000.0
2010-06-01,17723,18324,17687,18184,23734,282700.0,11000000.0
2010-06-03,18183,19315,18183,19174,22972,298100.0,11000000.0
2010-06-04,19774,19774,18783,18821,15800,292600.0,11000000.0
2010-06-07,17758,18111,17475,17476,25928,271700.0,11000000.0
2010-06-08,17334,18678,17193,18679,11952,290400.0,11000000.0
2010-06-09,18536,18996,17899,18007,13194,279950.0,11000000.0
2010-06-10,18360,18394,18041,18396,7281,286000.0,11000000.0
2010-06-11,18394,18820,18183,18325,9496,284900.0,11000000.0
2010-06-14,18713,18713,18360,18679,7635,290400.0,11000000.0
2010-06-15,18642,18820,18360,18431,8968,286550.0,11000000.0
2010-06-16,18607,18713,18147,18148,9610,282150.0,11000000.0
2010-06-17,18147,18607,18111,18290,12042,284350.0,11000000.0
2010-06-18,18394,19244,18394,19103,20253,297000.0,11000000.0
2010-06-21,19209,20022,19173,19952,31270,310200.0,11000000.0
2010-06-22,19739,20022,18925,19882,19838,309100.0,11000000.0
2010-06-23,20022,20163,19633,19811,16530,308000.0,11000000.0
2010-06-24,19810,19952,19420,19492,12300,303050.0,11000000.0
2010-06-25,19138,19173,18820,18997,19907,295350.0,11000000.0
2010-06-28,19385,19491,19102,19351,19570,300850.0,11000000.0
2010-06-29,19209,19810,18820,18855,50978,293150.0,11000000.0
2010-06-30,18466,18749,18077,18750,18065,291500.0,11000000.0
2010-07-01,18749,18961,18182,18962,10332,294800.0,11000000.0
2010-07-02,18678,18820,18394,18396,8641,286000.0,11000000.0
2010-07-05,18394,18536,18112,18148,6475,282150.0,11000000.0
2010-07-06,17687,17829,15459,17051,44039,265100.0,11000000.0
2010-07-07,17298,17334,16449,16875,12258,262350.0,11000000.0
2010-07-08,16980,17475,16838,17264,13642,268400.0,11000000.0
2010-07-09,17263,17440,16838,17158,21665,266750.0,11000000.0
2010-07-12,17156,17193,16908,17193,28072,267300.0,11000000.0
2010-07-13,17086,17298,17051,17264,33912,268400.0,11000000.0
2010-07-14,17298,17829,17263,17476,34070,271700.0,11000000.0
2010-07-15,17510,18713,17510,18502,28598,287650.0,11000000.0
2010-07-16,18713,18996,17793,18148,34003,282150.0,11000000.0
2010-07-19,17687,18077,17582,17830,17923,277200.0,11000000.0
2010-07-20,17864,18536,17263,17264,49249,268400.0,11000000.0
2010-07-21,17334,19457,17263,19457,116375,302500.0,11000000.0
2010-07-22,19102,19102,18466,18608,59093,289300.0,11000000.0
2010-07-23,18961,18961,18394,18714,24183,290950.0,11000000.0
2010-07-26,18713,19279,18713,18750,25852,291500.0,11000000.0
2010-07-27,18749,19598,18607,19316,40554,300300.0,11000000.0
2010-07-28,19350,19739,19031,19139,31090,297550.0,11000000.0
2010-07-29,19102,19244,18642,18679,18842,290400.0,11000000.0
2010-07-30,18642,18855,18218,18608,24369,289300.0,11000000.0
2010-08-02,18678,18820,18218,18644,20488,289850.0,11000000.0
2010-08-03,18642,18749,18394,18573,15383,288750.0,11000000.0
2010-08-04,18749,18749,17582,18148,34873,282150.0,11000000.0
2010-08-05,17935,18466,17935,17971,27492,279400.0,11000000.0
2010-08-06,17829,18183,17475,17688,39462,275000.0,11000000.0
2010-08-09,17263,17298,16661,16980,56429,264000.0,11000000.0
2010-08-10,17227,18183,16980,17617,48140,273900.0,11000000.0
2010-08-11,17864,20022,17723,18750,183714,291500.0,11000000.0
2010-08-12,18501,20658,18501,20023,154076,311300.0,11000000.0
2010-08-13,20235,20235,19173,19563,42897,304150.0,11000000.0
2010-08-16,19810,20163,19385,19492,29922,303050.0,11000000.0
2010-08-17,19350,19633,18536,18644,61548,289850.0,11000000.0
2010-08-18,18820,19173,17829,17971,68873,279400.0,11000000.0
2010-08-19,18218,18324,16980,17724,117163,275550.0,11000000.0
2010-08-20,17864,18005,17298,17865,55260,277750.0,11000000.0
2010-08-23,18112,19102,17864,18750,67042,291500.0,11000000.0
2010-08-24,19457,20022,18642,18644,128103,289850.0,11000000.0
2010-08-25,18394,18642,17545,17547,59353,272800.0,11000000.0
2010-08-26,17723,18147,17404,17582,23201,273350.0,11000000.0
2010-08-27,17545,17935,17475,17617,15850,273900.0,11000000.0
2010-08-30,17687,18005,17652,17830,15233,277200.0,11000000.0
2010-08-31,17899,18536,17475,17830,38547,277200.0,11000000.0
2010-09-01,18288,18288,17829,17936,20648,278850.0,11000000.0
2010-09-02,17935,18253,17687,17724,17132,275550.0,11000000.0
2010-09-03,17723,17899,17475,17724,18225,275550.0,11000000.0
2010-09-06,17899,17899,17652,17653,14103,274450.0,11000000.0
2010-09-07,17652,17899,17334,17688,22192,275000.0,11000000.0
2010-09-08,17404,17687,17227,17299,18049,268950.0,11000000.0
2010-09-09,17334,17403,16980,17123,14490,266200.0,11000000.0
2010-09-10,17121,17404,17121,17299,13868,268950.0,11000000.0
2010-09-13,17227,17510,17156,17158,16750,266750.0,11000000.0
2010-09-14,17899,17935,17369,17370,21368,270050.0,11000000.0
2010-09-15,17404,17582,17334,17440,12490,271150.0,11000000.0
2010-09-16,17440,17687,17440,17582,11013,273350.0,11000000.0
2010-09-17,17616,17935,17475,17547,19971,272800.0,11000000.0
2010-09-20,17333,17545,17333,17335,14405,269500.0,11000000.0
2010-09-24,17582,17687,17298,17688,10912,275000.0,11000000.0
2010-09-27,17829,17935,17545,17688,18054,275000.0,11000000.0
2010-09-28,17687,17687,17369,17512,11316,272250.0,11000000.0
2010-09-29,17475,18041,17404,17582,36110,273350.0,11000000.0
2010-09-30,17687,18077,17582,18042,24759,280500.0,11000000.0
2010-10-01,18112,18678,18112,18396,55806,286000.0,11000000.0
2010-10-04,18394,18642,17829,17830,27692,277200.0,11000000.0
2010-10-05,18288,20482,17971,20483,91301,318450.0,11000000.0
2010-10-06,21720,22499,20093,20519,300647,319000.0,11000000.0
2010-10-07,20517,20624,19704,20165,127959,313500.0,11000000.0
2010-10-08,20517,20588,19209,19210,99914,298650.0,11000000.0
2010-10-11,19350,19846,19315,19670,41830,305800.0,11000000.0
2010-10-12,19598,19668,18925,18962,30265,294800.0,11000000.0
2010-10-13,18961,20093,18961,19563,73472,304150.0,11000000.0
2010-10-14,19739,19952,19279,19740,33793,306900.0,11000000.0
2010-10-15,19845,19987,19526,19705,24166,306350.0,11000000.0
2010-10-18,19526,19774,19420,19705,27502,306350.0,11000000.0
2010-10-19,19739,20235,19633,20235,56316,314600.0,11000000.0
2010-10-20,20871,21013,19491,19634,145269,305250.0,11000000.0
2010-10-21,19774,19774,19102,19244,25889,299200.0,11000000.0
2010-10-22,19244,19420,18890,19103,24426,297000.0,11000000.0
2010-10-25,19102,19315,18890,19316,19439,300300.0,11000000.0
2010-10-26,19350,19350,19068,19174,22483,298100.0,11000000.0
2010-10-27,19209,19279,18642,18785,27151,292050.0,11000000.0
2010-10-28,18889,18889,18430,18573,21694,288750.0,11000000.0
2010-10-29,18607,18607,17899,18290,36777,284350.0,11000000.0
2010-11-01,18288,18288,17971,18184,18950,282700.0,11000000.0
2010-11-02,17935,18288,17935,18255,26640,283800.0,11000000.0
2010-11-03,18253,18713,18183,18431,16010,286550.0,11000000.0
2010-11-04,18430,18430,17971,18290,21560,284350.0,11000000.0
2010-11-05,18324,18394,18147,18148,26182,282150.0,11000000.0
2010-11-08,18147,18218,17971,18077,15962,281050.0,11000000.0
2010-11-09,18041,18253,17899,18077,21301,281050.0,11000000.0
2010-11-10,17935,18466,17899,18184,59020,282700.0,11000000.0
2010-11-11,18147,18394,17971,18184,27652,282700.0,11000000.0
2010-11-12,18394,18394,17582,17901,34834,278300.0,11000000.0
2010-11-15,18394,18749,16980,16980,109415,264000.0,11000000.0
2010-11-16,16908,17263,16697,16804,27912,261250.0,11000000.0
2010-11-17,16803,16874,16272,16521,22029,256850.0,11000000.0
2010-11-18,16449,16908,16449,16875,12212,262350.0,11000000.0
2010-11-19,17015,17121,16874,16946,10400,263450.0,11000000.0
2010-11-22,16980,17263,16945,17087,14065,265650.0,11000000.0
2010-11-23,16980,17015,16556,16733,15956,260150.0,11000000.0
2010-11-24,15635,16378,15565,16238,38392,252450.0,11000000.0
2010-11-25,16166,17051,16166,16769,24162,260700.0,11000000.0
2010-11-26,16697,16803,16166,16202,14502,251900.0,11000000.0
2010-11-29,15989,16272,15918,15955,13073,248050.0,11000000.0
2010-11-30,15989,16449,15989,16450,9023,255750.0,11000000.0
2010-12-01,16449,16626,16202,16521,7810,256850.0,11000000.0
2010-12-02,16556,16697,16308,16556,10275,257400.0,11000000.0
2010-12-03,16732,16732,16272,16344,8981,254100.0,11000000.0
2010-12-06,16343,16661,16343,16450,5551,255750.0,11000000.0
2010-12-07,16237,16519,16237,16273,6784,253000.0,11000000.0
2010-12-08,16556,16556,16166,16167,8412,251350.0,11000000.0
2010-12-09,16130,16413,16130,16415,8330,255200.0,11000000.0
2010-12-10,16202,16767,16202,16556,9872,257400.0,11000000.0
2010-12-13,16556,16803,16413,16804,6360,261250.0,11000000.0
2010-12-14,16874,17545,16767,16946,27851,263450.0,11000000.0
2010-12-15,17121,17616,16908,17476,37558,271700.0,11000000.0
2010-12-16,17475,17687,17263,17370,14300,270050.0,11000000.0
2010-12-17,17545,17545,17015,17087,8785,265650.0,11000000.0
2010-12-20,17015,17015,16237,16628,35703,258500.0,11000000.0
2010-12-21,16697,16908,16626,16698,18131,259600.0,11000000.0
2010-12-22,16626,16874,16556,16591,10891,257950.0,11000000.0
2010-12-23,16591,16908,16272,16415,10154,255200.0,11000000.0
2010-12-24,16272,16485,16202,16238,10201,252450.0,11000000.0
2010-12-27,16272,16413,16060,16167,19959,251350.0,11000000.0
2010-12-28,16130,16449,15989,16061,20088,249700.0,11000000.0
2010-12-29,16096,16343,16060,16132,19330,250800.0,11000000.0
2010-12-30,16449,16449,16096,16132,14400,250800.0,11000000.0
2011-01-03,16202,16449,16166,16450,18899,255750.0,11000000.0
2011-01-04,16661,16874,16308,16698,27940,259600.0,11000000.0
2011-01-05,16908,17334,16908,17051,30873,265100.0,11000000.0
2011-01-06,16980,17227,16556,16556,18420,257400.0,11000000.0
2011-01-07,16556,16767,16556,16556,6964,257400.0,11000000.0
2011-01-10,16413,16838,16413,16591,7208,257950.0,11000000.0
2011-01-11,16449,16697,16449,16591,6373,257950.0,11000000.0
2011-01-12,16626,16803,16485,16521,10582,256850.0,11000000.0
2011-01-13,16485,16732,16166,16309,30551,253550.0,11000000.0
2011-01-14,16237,16838,16237,16662,42542,259050.0,11000000.0
2011-01-17,16908,17193,16732,16875,24075,262350.0,11000000.0
2011-01-18,16767,16874,16449,16591,19870,257950.0,11000000.0
2011-01-19,16626,16697,16378,16450,14485,255750.0,11000000.0
2011-01-20,16308,16697,16308,16415,12248,255200.0,11000000.0
2011-01-21,16308,16556,16308,16344,11201,254100.0,11000000.0
2011-01-24,16378,16697,16272,16344,10966,254100.0,11000000.0
2011-01-25,16308,16661,16130,16167,16977,251350.0,11000000.0
2011-01-26,16060,16237,16024,16132,14498,250800.0,11000000.0
2011-01-27,16096,16272,16024,16096,17116,250250.0,11000000.0
2011-01-28,16096,16130,15812,16061,18801,249700.0,11000000.0
2011-01-31,15918,15954,15635,15672,15146,243650.0,11000000.0
2011-02-01,15706,15918,15671,15849,6161,246400.0,11000000.0
2011-02-07,15848,15883,15565,15672,11021,243650.0,11000000.0
2011-02-08,15529,15671,15140,15353,28345,238700.0,11000000.0
2011-02-09,15281,15494,15176,15176,13220,235950.0,11000000.0
2011-02-10,15211,15211,14716,14753,18625,229350.0,11000000.0
2011-02-11,14751,14751,14149,14186,22380,220550.0,11000000.0
2011-02-14,14362,14397,13796,13938,19300,216700.0,11000000.0
2011-02-15,13725,13796,13301,13762,30703,213950.0,11000000.0
2011-02-16,13371,13902,13371,13514,16466,210100.0,11000000.0
2011-02-17,13371,14079,13371,13620,14586,211750.0,11000000.0
2011-02-18,13406,15176,13371,14858,27474,231000.0,11000000.0
2011-02-21,14716,15033,14503,14575,10215,226600.0,11000000.0
2011-02-22,14149,14468,13902,14363,12773,223300.0,11000000.0
2011-02-23,14044,14221,13796,13832,11132,215050.0,11000000.0
2011-02-24,13654,14079,13654,13868,9400,215600.0,11000000.0
2011-02-25,14221,14221,13796,14009,7440,217800.0,11000000.0
2011-02-28,14221,14291,13937,13974,6343,217250.0,11000000.0
2011-03-02,13725,13973,13725,13797,9914,214500.0,11000000.0
2011-03-03,13796,14079,13796,13974,14972,217250.0,11000000.0
2011-03-04,13972,14362,13902,14257,17530,221650.0,11000000.0
2011-03-07,14291,14326,14044,14045,7047,218350.0,11000000.0
2011-03-08,13937,14327,13937,14327,12782,222750.0,11000000.0
2011-03-09,14255,14503,13972,14221,9673,221100.0,11000000.0
